,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,JCB-PRM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-JCB-PRM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
05125,2008,1428.0,,,1311.0,,544.1,228.7,837.7,2195.0,-580.0,,,-697.0,,-1463.9,-1779.3,-1170.3,187.0,,,False,,False,False,False,True
05127,215,84.0,,,202.0,,11.0,40.0,49.6,126.0,-131.0,,,-13.0,,-204.0,-175.0,-165.4,-89.0,,,True,,False,False,False,True
05129,117,91.0,,,160.0,,5.7,13.7,95.4,125.0,-26.0,,,43.0,,-111.3,-103.3,-21.6,8.0,,,False,,False,False,True,True
05131,2629,1743.0,,,2513.0,,687.5,722.8,1281.6,1200.0,-886.0,,,-116.0,,-1941.5,-1906.2,-1347.4,-1429.0,,,True,,False,False,False,False
05133,428,77.0,,,243.0,,5.6,22.3,73.5,0.0,-351.0,,,-185.0,,-422.4,-405.7,-354.5,-428.0,,,True,,False,False,False,False
05135,367,224.0,,,188.0,,49.9,61.6,154.9,151.0,-143.0,,,-179.0,,-317.1,-305.4,-212.1,-216.0,,,False,,False,False,False,False
05137,72,182.0,,,201.0,,12.2,50.6,207.0,58.0,110.0,,,129.0,,-59.8,-21.4,135.0,-14.0,,,False,,True,True,False,True
05139,494,357.0,,,384.0,,108.6,54.4,290.8,313.0,-137.0,,,-110.0,,-385.4,-439.6,-203.2,-181.0,,,True,,False,False,False,False
05141,142,35.0,,,290.0,,1.2,10.5,98.4,8.0,-107.0,,,148.0,,-140.8,-131.6,-43.6,-134.0,,,False,,False,False,True,False
05143,4529,3486.0,,,3483.0,,806.7,296.3,2586.1,1274.0,-1043.0,,,-1046.0,,-3722.3,-4232.7,-1942.9,-3255.0,,,False,,False,False,False,False
05145,1794,847.0,,,1646.0,,670.3,72.1,334.5,485.0,-947.0,,,-148.0,,-1123.7,-1721.9,-1459.5,-1309.0,,,True,,False,False,False,False
05147,122,56.0,,,92.0,,10.2,16.1,,25.0,-66.0,,,-30.0,,-111.8,-105.9,,-97.0,,,True,,False,False,,False
05149,308,105.0,,,350.0,,9.0,120.9,70.8,15.0,-203.0,,,42.0,,-299.0,-187.1,-237.2,-293.0,,,True,,False,True,False,False
06001,5814,3395.0,,,2681.0,,2090.6,457.4,2434.6,2213.0,-2419.0,,,-3133.0,,-3723.4,-5356.6,-3379.4,-3601.0,,,False,,False,False,False,False
06003,40,0.0,,,0.0,,0.0,0.0,,0.0,-40.0,,,-40.0,,-40.0,-40.0,,-40.0,,,False,,True,False,,False
06005,169,0.0,,,24.0,,1.1,2.7,83.0,4.0,-169.0,,,-145.0,,-167.9,-166.3,-86.0,-165.0,,,True,,True,True,True,True
06007,745,420.0,,,322.0,,135.6,263.6,361.9,147.0,-325.0,,,-423.0,,-609.4,-481.4,-383.1,-598.0,,,False,,False,False,False,False
06009,100,49.0,,,21.0,,1.3,10.8,89.2,21.0,-51.0,,,-79.0,,-98.7,-89.2,-10.8,-79.0,,,False,,False,False,True,False
06011,101,63.0,,,25.0,,13.4,4.6,56.6,22.0,-38.0,,,-76.0,,-87.6,-96.4,-44.4,-79.0,,,False,,False,False,False,False
06013,5343,4200.0,,,1916.0,,3086.8,2267.7,2186.2,3277.0,-1143.0,,,-3427.0,,-2256.2,-3075.3,-3156.8,-2066.0,,,False,,False,False,False,False
06015,127,49.0,,,127.0,,0.6,17.2,38.5,65.0,-78.0,,,0.0,,-126.4,-109.8,-88.5,-62.0,,,True,,False,False,False,True
06017,750,497.0,,,145.0,,101.2,76.2,217.9,1309.0,-253.0,,,-605.0,,-648.8,-673.8,-532.1,559.0,,,False,,False,False,False,False
06019,6847,4592.0,,,2128.0,,3333.5,3219.1,3166.3,2821.0,-2255.0,,,-4719.0,,-3513.5,-3627.9,-3680.7,-4026.0,,,False,,False,False,False,False
06021,226,175.0,,,76.0,,12.5,32.4,127.9,105.0,-51.0,,,-150.0,,-213.5,-193.6,-98.1,-121.0,,,False,,False,False,False,False
06023,212,119.0,,,88.0,,11.0,12.0,113.5,61.0,-93.0,,,-124.0,,-201.0,-200.1,-98.5,-151.0,,,False,,False,False,False,False
06025,2817,1484.0,,,290.0,,595.7,275.2,788.3,0.0,-1333.0,,,-2527.0,,-2221.3,-2541.8,-2028.7,-2817.0,,,False,,False,False,False,False
06027,83,28.0,,,15.0,,5.2,101.4,35.9,74.0,-55.0,,,-68.0,,-77.8,18.4,-47.1,-9.0,,,False,,False,True,True,True
06029,5973,3346.0,,,2528.0,,2325.5,2529.0,6632.7,1538.0,-2627.0,,,-3445.0,,-3647.5,-3444.0,659.7,-4435.0,,,False,,False,False,True,False
06031,2322,595.0,,,537.0,,528.6,145.5,353.0,117.0,-1727.0,,,-1785.0,,-1793.4,-2176.5,-1969.0,-2205.0,,,False,,False,False,False,False
06033,243,294.0,,,108.0,,139.3,30.1,182.9,98.0,51.0,,,-135.0,,-103.7,-212.9,-60.1,-145.0,,,False,,False,False,False,False
06035,739,14.0,,,59.0,,1.5,7.5,,15.0,-725.0,,,-680.0,,-737.5,-731.5,,-724.0,,,True,,False,False,,True
06037,88386,46550.0,,,18521.0,,37545.1,21520.4,27198.4,47156.0,-41836.0,,,-69865.0,,-50840.9,-66865.6,-61187.6,-41230.0,,,False,,False,False,False,True
06039,1072,1127.0,,,402.0,,156.6,142.7,559.6,585.0,55.0,,,-670.0,,-915.4,-929.3,-512.4,-487.0,,,False,,False,False,False,False
06041,754,490.0,,,471.0,,178.4,305.8,304.2,282.0,-264.0,,,-283.0,,-575.6,-448.2,-449.8,-472.0,,,False,,False,False,False,False
06043,26,7.0,,,8.0,,1.5,45.2,6.0,17.0,-19.0,,,-18.0,,-24.5,19.2,-20.0,-9.0,,,True,,False,False,False,True
06045,397,560.0,,,113.0,,290.3,32.2,421.9,389.0,163.0,,,-284.0,,-106.7,-364.8,24.9,-8.0,,,False,,True,False,True,True
06047,1953,1127.0,,,684.0,,193.4,32.0,709.0,829.0,-826.0,,,-1269.0,,-1759.6,-1921.0,-1244.0,-1124.0,,,False,,False,False,False,False
06049,85,0.0,,,9.0,,0.2,0.5,,2.0,-85.0,,,-76.0,,-84.8,-84.5,,-83.0,,,True,,True,True,,True
06051,331,28.0,,,8.0,,0.5,4.8,16.3,148.0,-303.0,,,-323.0,,-330.5,-326.2,-314.7,-183.0,,,False,,False,False,False,True
06053,3519,2884.0,,,1476.0,,1101.8,2298.5,1825.4,1329.0,-635.0,,,-2043.0,,-2417.2,-1220.5,-1693.6,-2190.0,,,False,,False,False,False,False
06055,981,476.0,,,276.0,,71.1,320.2,324.9,337.0,-505.0,,,-705.0,,-909.9,-660.8,-656.1,-644.0,,,False,,False,False,False,False
06057,472,70.0,,,43.0,,6.9,11.0,77.2,25.0,-402.0,,,-429.0,,-465.1,-461.0,-394.8,-447.0,,,False,,False,False,True,False
06059,19731,9016.0,,,3631.0,,7764.3,6009.5,4857.9,8605.0,-10715.0,,,-16100.0,,-11966.7,-13721.5,-14873.1,-11126.0,,,False,,False,False,False,False
06061,2059,427.0,,,410.0,,219.8,360.7,464.7,181.0,-1632.0,,,-1649.0,,-1839.2,-1698.3,-1594.3,-1878.0,,,False,,False,False,True,False
06063,126,7.0,,,2.0,,0.6,0.1,5.1,2.0,-119.0,,,-124.0,,-125.4,-125.9,-120.9,-124.0,,,False,,False,False,False,False
06065,19679,12292.0,,,7459.0,,4823.5,3275.2,7545.6,7715.0,-7387.0,,,-12220.0,,-14855.5,-16403.8,-12133.4,-11964.0,,,False,,False,False,False,False
06067,10010,4704.0,,,2270.0,,5032.4,3325.5,2325.3,2458.0,-5306.0,,,-7740.0,,-4977.6,-6684.5,-7684.7,-7552.0,,,False,,True,False,False,False
06069,349,154.0,,,159.0,,28.1,21.6,154.6,66.0,-195.0,,,-190.0,,-320.9,-327.4,-194.4,-283.0,,,True,,False,False,True,False
06071,28190,11375.0,,,7295.0,,8135.4,3824.6,5454.9,12139.0,-16815.0,,,-20895.0,,-20054.6,-24365.4,-22735.1,-16051.0,,,False,,False,False,False,True
06073,22509,13083.0,,,4085.0,,7584.9,8608.6,6727.1,10932.0,-9426.0,,,-18424.0,,-14924.1,-13900.4,-15781.9,-11577.0,,,False,,False,False,False,False
06075,2913,2366.0,,,1494.0,,823.9,1183.1,1414.0,1549.0,-547.0,,,-1419.0,,-2089.1,-1729.9,-1499.0,-1364.0,,,False,,False,False,False,False
06077,4164,2037.0,,,1407.0,,556.9,121.4,1130.2,647.0,-2127.0,,,-2757.0,,-3607.1,-4042.6,-3033.8,-3517.0,,,False,,False,False,False,False
06079,1922,987.0,,,1240.0,,537.2,235.1,447.8,1048.0,-935.0,,,-682.0,,-1384.8,-1687.0,-1474.2,-874.0,,,True,,False,False,False,True
06081,2996,2548.0,,,1351.0,,1281.7,251.8,2179.0,2364.0,-448.0,,,-1645.0,,-1714.3,-2744.2,-817.0,-632.0,,,False,,False,False,False,False
06083,1590,1484.0,,,1206.0,,704.8,579.2,1136.2,1137.0,-106.0,,,-384.0,,-885.2,-1010.8,-453.8,-453.0,,,False,,False,False,False,False
06085,8677,4928.0,,,2814.0,,4507.9,3030.4,3217.6,3598.0,-3749.0,,,-5863.0,,-4169.1,-5646.6,-5459.4,-5079.0,,,False,,False,False,False,False
06087,1338,1057.0,,,378.0,,628.0,106.6,737.9,356.0,-281.0,,,-960.0,,-710.0,-1231.4,-600.1,-982.0,,,False,,False,False,False,False
06089,2851,1680.0,,,319.0,,3171.8,1821.8,605.7,1368.0,-1171.0,,,-2532.0,,320.8,-1029.2,-2245.3,-1483.0,,,False,,True,True,False,False
06091,11,0.0,,,0.0,,0.0,0.0,,0.0,-11.0,,,-11.0,,-11.0,-11.0,,-11.0,,,False,,True,False,,False
06093,328,14.0,,,57.0,,0.4,9.5,36.5,5.0,-314.0,,,-271.0,,-327.6,-318.5,-291.5,-323.0,,,True,,False,False,True,False
06095,2829,1477.0,,,743.0,,632.0,2741.9,975.5,800.0,-1352.0,,,-2086.0,,-2197.0,-87.1,-1853.5,-2029.0,,,False,,False,True,False,False
06097,3676,2681.0,,,1096.0,,2494.8,5361.1,1568.5,2734.0,-995.0,,,-2580.0,,-1181.2,1685.1,-2107.5,-942.0,,,False,,False,False,False,True
06099,4105,1757.0,,,1208.0,,956.2,116.2,1814.4,528.0,-2348.0,,,-2897.0,,-3148.8,-3988.8,-2290.6,-3577.0,,,False,,False,False,True,False
06101,890,301.0,,,105.0,,94.7,16.3,192.6,146.0,-589.0,,,-785.0,,-795.3,-873.7,-697.4,-744.0,,,False,,False,False,False,False
06103,791,511.0,,,119.0,,355.4,226.1,285.2,973.0,-280.0,,,-672.0,,-435.6,-564.9,-505.8,182.0,,,False,,False,False,False,True
06105,105,0.0,,,56.0,,7.1,4.5,,1.0,-105.0,,,-49.0,,-97.9,-100.5,,-104.0,,,True,,True,True,,True
06107,3274,3003.0,,,1273.0,,826.9,77.1,2093.3,2999.0,-271.0,,,-2001.0,,-2447.1,-3196.9,-1180.7,-275.0,,,False,,False,False,False,False
06109,478,21.0,,,47.0,,2.2,11.7,25.2,4.0,-457.0,,,-431.0,,-475.8,-466.3,-452.8,-474.0,,,True,,False,False,True,False
06111,4621,3192.0,,,1043.0,,2191.6,1345.7,1977.5,1877.0,-1429.0,,,-3578.0,,-2429.4,-3275.3,-2643.5,-2744.0,,,False,,False,False,False,False
06113,1272,504.0,,,321.0,,302.5,813.3,315.9,335.0,-768.0,,,-951.0,,-969.5,-458.7,-956.1,-937.0,,,False,,False,True,False,False
06115,544,245.0,,,60.0,,134.4,12.2,337.4,170.0,-299.0,,,-484.0,,-409.6,-531.8,-206.6,-374.0,,,False,,False,False,True,False
08001,15971,5271.0,,,2036.0,,1902.6,1804.9,2457.3,4643.0,-10700.0,,,-13935.0,,-14068.4,-14166.1,-13513.7,-11328.0,,,False,,False,False,False,False
08003,260,56.0,,,38.0,,6.7,0.9,21.8,316.0,-204.0,,,-222.0,,-253.3,-259.1,-238.2,56.0,,,False,,False,False,False,True
08005,13759,3150.0,,,2251.0,,1674.3,1443.7,1825.8,2680.0,-10609.0,,,-11508.0,,-12084.7,-12315.3,-11933.2,-11079.0,,,False,,False,False,False,False
08007,86,7.0,,,34.0,,0.8,2.7,4.6,0.0,-79.0,,,-52.0,,-85.2,-83.3,-81.4,-86.0,,,True,,False,False,False,False
08009,34,0.0,,,55.0,,0.2,15.9,2.0,0.0,-34.0,,,21.0,,-33.8,-18.1,-32.0,-34.0,,,True,,True,True,True,False
08011,54,0.0,,,15.0,,0.2,0.4,,0.0,-54.0,,,-39.0,,-53.8,-53.6,,-54.0,,,True,,True,True,,False
08013,5162,2219.0,,,1209.0,,1442.4,151.7,3993.8,450.0,-2943.0,,,-3953.0,,-3719.6,-5010.3,-1168.2,-4712.0,,,False,,False,False,True,False
08014,1089,336.0,,,167.0,,154.6,64.7,166.3,387.0,-753.0,,,-922.0,,-934.4,-1024.3,-922.7,-702.0,,,False,,False,False,False,True
08015,230,28.0,,,44.0,,1.4,4.7,30.9,6.0,-202.0,,,-186.0,,-228.6,-225.3,-199.1,-224.0,,,True,,False,False,True,False
08017,35,0.0,,,14.0,,0.1,1.8,,0.0,-35.0,,,-21.0,,-34.9,-33.2,,-35.0,,,True,,True,True,,False
08019,119,70.0,,,2.0,,0.7,19.2,28.2,310.0,-49.0,,,-117.0,,-118.3,-99.8,-90.8,191.0,,,False,,False,False,False,False
08021,109,28.0,,,8.0,,1.8,7.5,13.4,27.0,-81.0,,,-101.0,,-107.2,-101.5,-95.6,-82.0,,,False,,False,False,False,False
08023,37,0.0,,,0.0,,0.8,0.0,3.0,0.0,-37.0,,,-37.0,,-36.2,-37.0,-34.0,-37.0,,,False,,True,False,True,False
08025,917,7.0,,,18.0,,1.5,0.0,3.4,71.0,-910.0,,,-899.0,,-915.5,-917.0,-913.6,-846.0,,,True,,False,False,False,True
08027,37,7.0,,,0.0,,0.2,0.0,,79.0,-30.0,,,-37.0,,-36.8,-37.0,,42.0,,,False,,False,False,,False
08029,250,28.0,,,49.0,,0.5,5.0,53.6,25.0,-222.0,,,-201.0,,-249.5,-245.0,-196.4,-225.0,,,True,,False,False,True,False
08031,18376,4900.0,,,2750.0,,3648.2,2875.0,2194.5,3721.0,-13476.0,,,-15626.0,,-14727.8,-15501.0,-16181.5,-14655.0,,,False,,False,False,False,False
08033,6,0.0,,,0.0,,,0.0,,0.0,-6.0,,,-6.0,,,-6.0,,-6.0,,,False,,,False,,False
08035,5989,1477.0,,,726.0,,1334.4,473.1,853.0,1616.0,-4512.0,,,-5263.0,,-4654.6,-5515.9,-5136.0,-4373.0,,,False,,False,False,False,True
08037,755,168.0,,,152.0,,26.1,19.1,141.9,166.0,-587.0,,,-603.0,,-728.9,-735.9,-613.1,-589.0,,,False,,False,False,False,False
08039,336,70.0,,,46.0,,3.6,28.7,63.5,47.0,-266.0,,,-290.0,,-332.4,-307.2,-272.5,-289.0,,,False,,False,False,False,False
08041,14901,2051.0,,,2661.0,,1892.5,1415.9,1193.5,3564.0,-12850.0,,,-12240.0,,-13008.5,-13485.1,-13707.5,-11337.0,,,True,,False,False,False,True
08043,1906,21.0,,,154.0,,9.1,51.3,17.2,14.0,-1885.0,,,-1752.0,,-1896.9,-1854.7,-1888.8,-1892.0,,,True,,False,True,False,False
08045,886,147.0,,,133.0,,45.5,12.5,93.9,120.0,-739.0,,,-753.0,,-840.5,-873.5,-792.1,-766.0,,,False,,False,False,False,False
08047,58,7.0,,,0.0,,0.3,1.6,,77.0,-51.0,,,-58.0,,-57.7,-56.4,,19.0,,,False,,False,False,,True
08049,184,63.0,,,14.0,,3.4,39.0,42.9,286.0,-121.0,,,-170.0,,-180.6,-145.0,-141.1,102.0,,,False,,False,False,False,True
08051,145,0.0,,,40.0,,0.0,0.0,21.1,0.0,-145.0,,,-105.0,,-145.0,-145.0,-123.9,-145.0,,,True,,False,False,True,False
08053,4,0.0,,,0.0,,0.0,0.0,,0.0,-4.0,,,-4.0,,-4.0,-4.0,,-4.0,,,False,,True,False,,False
08055,92,14.0,,,2.0,,0.4,2.6,,9.0,-78.0,,,-90.0,,-91.6,-89.4,,-83.0,,,False,,False,False,,False
08057,5,0.0,,,0.0,,,0.0,,0.0,-5.0,,,-5.0,,,-5.0,,-5.0,,,False,,,False,,False
08059,11319,2520.0,,,1898.0,,1136.4,548.5,1229.4,2511.0,-8799.0,,,-9421.0,,-10182.6,-10770.5,-10089.6,-8808.0,,,False,,False,False,False,False
08061,19,0.0,,,7.0,,,0.0,,0.0,-19.0,,,-12.0,,,-19.0,,-19.0,,,True,,,False,,False
08063,171,14.0,,,41.0,,2.0,25.1,9.2,66.0,-157.0,,,-130.0,,-169.0,-145.9,-161.8,-105.0,,,True,,False,True,False,True
08065,131,35.0,,,4.0,,6.5,9.7,17.4,41.0,-96.0,,,-127.0,,-124.5,-121.3,-113.6,-90.0,,,False,,False,False,False,True
08067,523,56.0,,,100.0,,9.6,4.4,37.2,22.0,-467.0,,,-423.0,,-513.4,-518.6,-485.8,-501.0,,,True,,False,False,False,False
08069,5720,1512.0,,,1545.0,,764.2,746.0,854.0,1527.0,-4208.0,,,-4175.0,,-4955.8,-4974.0,-4866.0,-4193.0,,,True,,False,False,False,True
08071,130,7.0,,,36.0,,0.6,2.2,,5.0,-123.0,,,-94.0,,-129.4,-127.8,,-125.0,,,True,,False,False,,False
08073,101,35.0,,,44.0,,4.2,125.1,,129.0,-66.0,,,-57.0,,-96.8,24.1,,28.0,,,True,,False,True,,True
08075,1062,406.0,,,183.0,,94.4,248.7,152.8,182.0,-656.0,,,-879.0,,-967.6,-813.3,-909.2,-880.0,,,False,,False,False,False,False
08077,4012,623.0,,,269.0,,198.4,713.5,292.2,831.0,-3389.0,,,-3743.0,,-3813.6,-3298.5,-3719.8,-3181.0,,,False,,False,True,False,True
08079,5,0.0,,,0.0,,0.5,0.0,1.2,0.0,-5.0,,,-5.0,,-4.5,-5.0,-3.8,-5.0,,,False,,True,False,True,False
08081,171,14.0,,,45.0,,0.9,0.6,7.7,3.0,-157.0,,,-126.0,,-170.1,-170.4,-163.3,-168.0,,,True,,False,False,False,False
08083,417,56.0,,,54.0,,11.0,16.3,24.2,66.0,-361.0,,,-363.0,,-406.0,-400.7,-392.8,-351.0,,,False,,False,False,False,True
08085,384,42.0,,,93.0,,2.7,3.6,28.2,12.0,-342.0,,,-291.0,,-381.3,-380.4,-355.8,-372.0,,,True,,False,False,False,False
08087,659,98.0,,,161.0,,4.5,40.8,60.5,101.0,-561.0,,,-498.0,,-654.5,-618.2,-598.5,-558.0,,,True,,False,False,False,True
08089,296,70.0,,,75.0,,10.8,26.9,70.4,122.0,-226.0,,,-221.0,,-285.2,-269.1,-225.6,-174.0,,,True,,False,False,True,True
08091,82,21.0,,,1.0,,0.4,7.2,19.6,117.0,-61.0,,,-81.0,,-81.6,-74.8,-62.4,35.0,,,False,,False,False,False,True
08093,143,21.0,,,4.0,,1.2,1.3,8.5,4.0,-122.0,,,-139.0,,-141.8,-141.7,-134.5,-139.0,,,False,,False,False,False,False
08095,125,0.0,,,26.0,,0.4,0.4,3.7,0.0,-125.0,,,-99.0,,-124.6,-124.6,-121.3,-125.0,,,True,,True,True,True,False
08097,200,21.0,,,25.0,,1.3,2.5,13.5,8.0,-179.0,,,-175.0,,-198.7,-197.5,-186.5,-192.0,,,True,,False,False,False,False
08099,357,0.0,,,87.0,,2.9,0.7,9.1,0.0,-357.0,,,-270.0,,-354.1,-356.4,-347.9,-357.0,,,True,,True,True,True,False
08101,5275,679.0,,,754.0,,321.9,415.0,395.9,1119.0,-4596.0,,,-4521.0,,-4953.1,-4860.0,-4879.1,-4156.0,,,True,,False,False,False,True
08103,72,0.0,,,14.0,,0.7,0.0,,8.0,-72.0,,,-58.0,,-71.3,-72.0,,-64.0,,,True,,True,False,,True
08105,102,14.0,,,13.0,,7.3,7.8,7.7,45.0,-88.0,,,-89.0,,-94.7,-94.2,-94.3,-57.0,,,False,,False,False,False,True
08107,356,56.0,,,32.0,,1.4,2.6,20.5,27.0,-300.0,,,-324.0,,-354.6,-353.4,-335.5,-329.0,,,False,,False,False,False,False
08109,88,0.0,,,3.0,,0.0,0.0,2.5,0.0,-88.0,,,-85.0,,-88.0,-88.0,-85.5,-88.0,,,True,,True,True,True,False
08111,18,0.0,,,0.0,,0.0,0.0,,0.0,-18.0,,,-18.0,,-18.0,-18.0,,-18.0,,,False,,True,False,,False
08113,87,0.0,,,10.0,,3.9,4.8,2.2,0.0,-87.0,,,-77.0,,-83.1,-82.2,-84.8,-87.0,,,True,,True,True,True,False
08115,81,0.0,,,14.0,,,4.0,,0.0,-81.0,,,-67.0,,,-77.0,,-81.0,,,True,,,True,,False
08117,808,147.0,,,53.0,,39.0,44.8,74.8,58.0,-661.0,,,-755.0,,-769.0,-763.2,-733.2,-750.0,,,False,,False,False,False,False
08119,335,14.0,,,19.0,,0.2,1.0,5.5,4.0,-321.0,,,-316.0,,-334.8,-334.0,-329.5,-331.0,,,True,,False,False,False,False
08121,120,42.0,,,35.0,,2.0,16.3,15.3,58.0,-78.0,,,-85.0,,-118.0,-103.7,-104.7,-62.0,,,False,,False,False,False,True
08123,6852,1589.0,,,1418.0,,663.4,1238.3,956.8,1493.0,-5263.0,,,-5434.0,,-6188.6,-5613.7,-5895.2,-5359.0,,,False,,False,False,False,False
08125,161,119.0,,,85.0,,8.2,9.5,25.9,81.0,-42.0,,,-76.0,,-152.8,-151.5,-135.1,-80.0,,,False,,False,False,False,False
09001,13248,2695.0,,,1274.0,,559.5,51.2,2763.0,1970.0,-10553.0,,,-11974.0,,-12688.5,-13196.8,-10485.0,-11278.0,,,False,,False,False,True,False
09003,10193,3150.0,,,1808.0,,1422.6,88.6,3094.8,2977.0,-7043.0,,,-8385.0,,-8770.4,-10104.4,-7098.2,-7216.0,,,False,,False,False,False,False
09005,1713,294.0,,,156.0,,42.6,26.7,215.3,194.0,-1419.0,,,-1557.0,,-1670.4,-1686.3,-1497.7,-1519.0,,,False,,False,False,False,False
09007,1531,336.0,,,239.0,,39.7,179.8,193.3,495.0,-1195.0,,,-1292.0,,-1491.3,-1351.2,-1337.7,-1036.0,,,False,,False,False,False,True
09009,10665,1701.0,,,1456.0,,321.7,28.5,1630.0,1556.0,-8964.0,,,-9209.0,,-10343.3,-10636.5,-9035.0,-9109.0,,,False,,False,False,False,False
09011,3146,2541.0,,,712.0,,1953.9,42.5,1284.4,3678.0,-605.0,,,-2434.0,,-1192.1,-3103.5,-1861.6,532.0,,,False,,False,False,False,True
09013,1216,784.0,,,320.0,,290.2,22.0,674.6,1517.0,-432.0,,,-896.0,,-925.8,-1194.0,-541.4,301.0,,,False,,False,False,False,True
09015,1136,469.0,,,451.0,,151.5,608.0,304.5,290.0,-667.0,,,-685.0,,-984.5,-528.0,-831.5,-846.0,,,False,,False,True,False,False
10001,1238,1582.0,,,625.0,,726.2,152.2,780.6,3065.0,344.0,,,-613.0,,-511.8,-1085.8,-457.4,1827.0,,,False,,False,False,False,False
10003,6326,6349.0,,,1624.0,,4597.5,3915.6,3766.7,6220.0,23.0,,,-4702.0,,-1728.5,-2410.4,-2559.3,-106.0,,,False,,False,False,False,False
10005,2623,1645.0,,,813.0,,1079.0,1535.0,1113.3,1937.0,-978.0,,,-1810.0,,-1544.0,-1088.0,-1509.7,-686.0,,,False,,False,False,False,True
12001,3778,3038.0,,,1222.0,,2165.2,250.9,1811.3,1151.0,-740.0,,,-2556.0,,-1612.8,-3527.1,-1966.7,-2627.0,,,False,,False,False,False,False
12003,436,350.0,,,158.0,,168.4,215.9,130.2,117.0,-86.0,,,-278.0,,-267.6,-220.1,-305.8,-319.0,,,False,,False,False,False,False
12005,1904,1001.0,,,817.0,,223.4,103.5,392.8,766.0,-903.0,,,-1087.0,,-1680.6,-1800.5,-1511.2,-1138.0,,,False,,False,False,False,False
12007,220,406.0,,,98.0,,35.6,51.4,172.1,140.0,186.0,,,-122.0,,-184.4,-168.6,-47.9,-80.0,,,True,,True,True,True,True
12009,5129,3745.0,,,1784.0,,2777.2,995.4,1807.2,2645.0,-1384.0,,,-3345.0,,-2351.8,-4133.6,-3321.8,-2484.0,,,False,,False,False,False,False
12011,22526,7434.0,,,4140.0,,5176.2,4553.1,8767.8,5775.0,-15092.0,,,-18386.0,,-17349.8,-17972.9,-13758.2,-16751.0,,,False,,False,False,True,False
12013,201,105.0,,,86.0,,12.6,50.8,160.9,113.0,-96.0,,,-115.0,,-188.4,-150.2,-40.1,-88.0,,,False,,False,False,True,True
12015,1488,742.0,,,254.0,,381.7,466.8,438.0,946.0,-746.0,,,-1234.0,,-1106.3,-1021.2,-1050.0,-542.0,,,False,,False,False,False,True
12017,1444,595.0,,,371.0,,439.9,269.7,254.1,260.0,-849.0,,,-1073.0,,-1004.1,-1174.3,-1189.9,-1184.0,,,False,,False,False,False,False
12019,2104,1757.0,,,599.0,,1111.6,1338.9,1001.5,962.0,-347.0,,,-1505.0,,-992.4,-765.1,-1102.5,-1142.0,,,False,,False,False,False,False
12021,3887,1442.0,,,410.0,,455.4,654.6,719.3,1122.0,-2445.0,,,-3477.0,,-3431.6,-3232.4,-3167.7,-2765.0,,,False,,False,False,False,False
12023,715,798.0,,,268.0,,117.3,68.3,401.0,250.0,83.0,,,-447.0,,-597.7,-646.7,-314.0,-465.0,,,False,,False,False,False,False
12027,608,140.0,,,136.0,,12.3,18.8,100.3,224.0,-468.0,,,-472.0,,-595.7,-589.2,-507.7,-384.0,,,False,,False,False,False,True
12029,119,21.0,,,53.0,,1.2,19.3,12.6,3.0,-98.0,,,-66.0,,-117.8,-99.8,-106.4,-116.0,,,True,,False,False,False,False
12031,9455,5600.0,,,3442.0,,4174.3,1914.3,3357.8,3972.0,-3855.0,,,-6013.0,,-5280.7,-7540.7,-6097.2,-5483.0,,,False,,False,False,False,False
12033,3425,1603.0,,,1980.0,,834.6,301.6,1081.1,653.0,-1822.0,,,-1445.0,,-2590.4,-3123.4,-2343.9,-2772.0,,,True,,False,False,False,False
12035,751,406.0,,,164.0,,218.6,74.6,378.9,125.0,-345.0,,,-587.0,,-532.4,-676.4,-372.1,-626.0,,,False,,False,False,False,False
12037,184,189.0,,,50.0,,36.9,40.0,160.5,59.0,5.0,,,-134.0,,-147.1,-144.1,-23.5,-125.0,,,False,,False,False,False,False
12039,329,651.0,,,225.0,,289.5,189.2,891.8,0.0,322.0,,,-104.0,,-39.5,-139.8,562.8,-329.0,,,True,,True,True,False,False
12041,209,35.0,,,49.0,,11.8,11.2,34.7,19.0,-174.0,,,-160.0,,-197.2,-197.8,-174.3,-190.0,,,True,,False,False,False,False
12043,103,77.0,,,52.0,,5.4,31.0,46.2,76.0,-26.0,,,-51.0,,-97.6,-72.0,-56.8,-27.0,,,False,,False,False,False,False
12045,159,63.0,,,56.0,,14.4,49.3,80.9,0.0,-96.0,,,-103.0,,-144.6,-109.7,-78.1,-159.0,,,False,,False,False,True,False
12047,94,112.0,,,55.0,,19.4,13.1,46.6,9.0,18.0,,,-39.0,,-74.6,-80.9,-47.4,-85.0,,,False,,False,False,False,False
