,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
19169,824,736.0,,728.7,,736.0,1219.0,,,,,897.1,,,860.0,,1308.2,,484.3,703.0,,1114.0,667.6,,788.0,211.0,,,,,642.3,946.9,,,,,585.2,-88.0,,-95.3,,-88.0,395.0,,,,,73.1,,,36.0,,484.2,,-339.7,-121.0,,290.0,-156.4,,-36.0,-613.0,,,,,-181.7,122.9,,,,,-238.8,,False,,False,False,,,,,True,,,True,,False,,False,False,,False,False,,True,False,,,,,False,False,,,,,False
19171,120,172.0,,175.3,,164.0,76.0,,,,,92.0,,,148.0,,207.4,,59.7,,,186.0,149.6,,171.0,60.0,,,,,156.5,205.8,,,,,263.2,52.0,,55.3,,44.0,-44.0,,,,,-28.0,,,28.0,,87.4,,-60.3,,,66.0,29.6,,51.0,-60.0,,,,,36.5,85.8,,,,,143.2,,False,,True,True,,,,,True,,,True,,False,,False,,,False,True,,True,False,,,,,True,False,,,,,False
19173,39,62.0,,58.2,,58.0,27.0,,,,,51.2,,,29.0,,54.6,,16.2,,,63.0,60.4,,69.0,36.0,,,,,,88.2,,,,,105.7,23.0,,19.2,,19.0,-12.0,,,,,12.2,,,-10.0,,15.6,,-22.8,,,24.0,21.4,,30.0,-3.0,,,,,,49.2,,,,,66.7,,True,,True,True,,,,,True,,,True,,True,,True,,,False,True,,False,True,,,,,,False,,,,,False
19175,130,197.0,,209.0,,197.0,167.0,,,,,132.2,,,84.0,,306.1,,86.8,,,199.0,157.9,,176.0,47.0,,,,,,241.0,,,,,224.5,67.0,,79.0,,67.0,37.0,,,,,2.2,,,-46.0,,176.1,,-43.2,,,69.0,27.9,,46.0,-83.0,,,,,,111.0,,,,,94.5,,False,,False,True,,,,,True,,,True,,False,,True,,,False,True,,True,False,,,,,,False,,,,,False
19177,39,52.0,,52.6,,53.0,53.0,,,,,24.3,,,47.0,,69.0,,10.2,,,59.0,45.9,,53.0,9.0,,,,,,70.1,,,,,76.1,13.0,,13.6,,14.0,14.0,,,,,-14.7,,,8.0,,30.0,,-28.8,,,20.0,6.9,,14.0,-30.0,,,,,,31.1,,,,,37.1,,False,,False,False,,,,,False,,,True,,False,,False,,,False,True,,False,False,,,,,,False,,,,,False
19179,271,278.0,,281.8,,289.0,336.0,,,,,138.9,,,327.0,,489.7,,186.1,267.0,,291.0,291.8,,339.0,120.0,,,,,237.9,321.3,,,,,157.8,7.0,,10.8,,18.0,65.0,,,,,-132.1,,,56.0,,218.7,,-84.9,-4.0,,20.0,20.8,,68.0,-151.0,,,,,-33.1,50.3,,,,,-113.2,,False,,False,False,,,,,False,,,False,,False,,False,True,,False,False,,False,False,,,,,False,False,,,,,False
19181,372,483.0,,466.6,,483.0,600.0,,,,,260.9,,,332.0,,753.8,,268.4,496.5,,636.0,433.9,,496.0,168.0,,,,,414.7,494.4,,,,,545.5,111.0,,94.6,,111.0,228.0,,,,,-111.1,,,-40.0,,381.8,,-103.6,124.5,,264.0,61.9,,124.0,-204.0,,,,,42.7,122.4,,,,,173.5,,True,,False,False,,,,,False,,,True,,False,,True,False,,False,True,,False,False,,,,,True,False,,,,,False
19183,179,224.0,,212.2,,212.0,151.0,,,,,93.7,,,149.0,,381.5,,84.4,,,251.0,197.2,,223.0,10.0,,,,,,274.4,,,,,327.1,45.0,,33.2,,33.0,-28.0,,,,,-85.3,,,-30.0,,202.5,,-94.6,,,72.0,18.2,,44.0,-169.0,,,,,,95.4,,,,,148.1,,True,,True,True,,,,,False,,,True,,False,,False,,,False,True,,True,False,,,,,,False,,,,,False
19185,21,39.0,,37.3,,36.0,32.0,,,,,22.5,,,36.0,,20.0,,27.1,,,61.0,31.4,,45.0,39.0,,,,,,54.4,,,,,69.0,18.0,,16.3,,15.0,11.0,,,,,1.5,,,15.0,,-1.0,,6.1,,,40.0,10.4,,24.0,18.0,,,,,,33.4,,,,,48.0,,True,,True,True,,,,,True,,,True,,True,,True,,,False,True,,False,False,,,,,,False,,,,,False
19187,401,494.0,,506.6,,494.0,298.0,,,,,317.4,,,474.0,,542.1,,222.7,498.5,,766.0,442.1,,529.0,156.0,,,,,435.8,481.8,,,,,776.0,93.0,,105.6,,93.0,-103.0,,,,,-83.6,,,73.0,,141.1,,-178.3,97.5,,365.0,41.1,,128.0,-245.0,,,,,34.8,80.8,,,,,375.0,,False,,False,False,,,,,True,,,True,,False,,False,False,,False,True,,False,False,,,,,True,True,,,,,False
19189,110,139.0,,139.8,,107.0,76.0,,,,,107.2,,,84.0,,92.4,,54.3,,,107.0,131.4,,142.0,17.0,,,,,,169.3,,,,,198.3,29.0,,29.8,,-3.0,-34.0,,,,,-2.8,,,-26.0,,-17.6,,-55.7,,,-3.0,21.4,,32.0,-93.0,,,,,,59.3,,,,,88.3,,False,,True,False,,,,,True,,,True,,True,,False,,,True,True,,False,False,,,,,,False,,,,,False
19191,150,120.0,,118.1,,121.0,127.0,,,,,72.2,,,163.0,,159.7,,38.4,,,143.0,120.9,,142.0,62.0,,,,,,153.2,,,,,105.9,-30.0,,-31.9,,-29.0,-23.0,,,,,-77.8,,,13.0,,9.7,,-111.6,,,-7.0,-29.1,,-8.0,-88.0,,,,,,3.2,,,,,-44.1,,False,,True,True,,,,,False,,,True,,True,,False,,,True,True,,True,False,,,,,,True,,,,,False
19193,688,830.0,,830.1,,830.0,932.0,,,,,1083.9,,,1082.0,,757.3,,441.7,820.0,,865.0,798.7,,916.0,445.0,,,,,827.3,1046.2,,,,,700.8,142.0,,142.1,,142.0,244.0,,,,,395.9,,,394.0,,69.3,,-246.3,132.0,,177.0,110.7,,228.0,-243.0,,,,,139.3,358.2,,,,,12.8,,False,,False,False,,,,,False,,,False,,True,,False,True,,False,True,,False,False,,,,,True,False,,,,,True
19195,71,55.0,,54.5,,55.0,39.0,,,,,42.1,,,42.0,,48.7,,33.8,,,116.0,61.1,,71.0,4.0,,,,,,66.6,,,,,81.3,-16.0,,-16.5,,-16.0,-32.0,,,,,-28.9,,,-29.0,,-22.3,,-37.2,,,45.0,-9.9,,0.0,-67.0,,,,,,-4.4,,,,,10.3,,False,,False,False,,,,,False,,,False,,False,,False,,,False,True,,True,False,,,,,,True,,,,,True
19197,116,109.0,,108.4,,103.0,0.0,,,,,83.0,,,134.0,,58.1,,59.3,,,101.0,103.4,,130.0,55.0,,,,,,122.6,,,,,134.7,-7.0,,-7.6,,-13.0,-116.0,,,,,-33.0,,,18.0,,-57.9,,-56.7,,,-15.0,-12.6,,14.0,-61.0,,,,,,6.6,,,,,18.7,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,True,,,,,False
20001,58,65.0,,66.6,,45.0,63.0,,,,,25.0,,,45.0,,36.0,,50.0,,,23.0,31.2,,63.0,10.0,,,,,,80.8,,,,,76.9,7.0,,8.6,,-13.0,5.0,,,,,-33.0,,,-13.0,,-22.0,,-8.0,,,-35.0,-26.8,,5.0,-48.0,,,,,,22.8,,,,,18.9,,False,,False,True,,,,,False,,,False,,False,,False,,,False,False,,True,False,,,,,,False,,,,,False
20003,35,45.0,,46.8,,45.0,51.0,,,,,25.2,,,49.0,,11.6,,33.1,,,34.0,16.6,,31.0,26.0,,,,,,54.0,,,,,88.3,10.0,,11.8,,10.0,16.0,,,,,-9.8,,,14.0,,-23.4,,-1.9,,,-1.0,-18.4,,-4.0,-9.0,,,,,,19.0,,,,,53.3,,False,,False,False,,,,,True,,,False,,False,,True,,,True,False,,True,True,,,,,,False,,,,,False
20005,69,88.0,,83.9,,72.0,90.0,,,,,48.3,,,98.0,,45.8,,36.4,,,47.0,44.1,,103.0,26.0,,,,,,132.3,,,,,72.5,19.0,,14.9,,3.0,21.0,,,,,-20.7,,,29.0,,-23.2,,-32.6,,,-22.0,-24.9,,34.0,-43.0,,,,,,63.3,,,,,3.5,,True,,True,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,True
20007,24,43.0,,43.2,,22.0,7.0,,,,,17.2,,,22.0,,31.5,,22.0,,,20.0,15.7,,36.0,18.0,,,,,,55.9,,,,,36.3,19.0,,19.2,,-2.0,-17.0,,,,,-6.8,,,-2.0,,7.5,,-2.0,,,-4.0,-8.3,,12.0,-6.0,,,,,,31.9,,,,,12.3,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,True,True,,,,,,False,,,,,True
20009,250,271.0,,256.6,,238.0,167.0,,,,,89.8,,,224.0,,309.3,,101.9,,,238.0,147.3,,227.0,49.0,,,,,,320.8,,,,,317.9,21.0,,6.6,,-12.0,-83.0,,,,,-160.2,,,-26.0,,59.3,,-148.1,,,-12.0,-102.7,,-23.0,-201.0,,,,,,70.8,,,,,67.9,,True,,True,False,,,,,False,,,False,,False,,False,,,True,False,,False,False,,,,,,False,,,,,False
20011,81,45.0,,44.1,,25.0,21.0,,,,,19.4,,,78.0,,37.9,,19.4,,,22.0,22.3,,38.0,1.0,,,,,,72.5,,,,,25.5,-36.0,,-36.9,,-56.0,-60.0,,,,,-61.6,,,-3.0,,-43.1,,-61.6,,,-59.0,-58.7,,-43.0,-80.0,,,,,,-8.5,,,,,-55.5,,False,,False,False,,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,,True,,,,,False
20013,156,118.0,,116.6,,65.0,103.0,,,,,43.5,,,65.0,,51.6,,42.8,,,42.0,48.4,,100.0,24.0,,,,,,148.4,,,,,131.7,-38.0,,-39.4,,-91.0,-53.0,,,,,-112.5,,,-91.0,,-104.4,,-113.2,,,-114.0,-107.6,,-56.0,-132.0,,,,,,-7.6,,,,,-24.3,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,True,,,,,True
20015,465,499.0,,492.7,,406.0,628.0,,,,,239.3,,,470.0,,390.8,,214.2,350.5,,184.0,189.0,,403.0,130.0,,,,,500.8,590.0,,,,,0.0,34.0,,27.7,,-59.0,163.0,,,,,-225.7,,,5.0,,-74.2,,-250.8,-114.5,,-281.0,-276.0,,-62.0,-335.0,,,,,35.8,125.0,,,,,-465.0,,True,,False,False,,,,,False,,,True,,False,,False,False,,False,False,,False,False,,,,,False,False,,,,,False
20017,21,6.0,,5.9,,4.0,0.0,,,,,2.4,,,14.0,,2.2,,3.8,,,4.0,4.0,,,7.0,,,,,,11.9,,,,,24.0,-15.0,,-15.1,,-17.0,-21.0,,,,,-18.6,,,-7.0,,-18.8,,-17.2,,,-17.0,-17.0,,,-14.0,,,,,,-9.1,,,,,3.0,,False,,False,False,,,,,False,,,True,,False,,False,,,False,False,,,True,,,,,,True,,,,,True
20019,22,8.0,,7.2,,7.0,0.0,,,,,4.7,,,7.0,,6.5,,2.0,,,2.0,3.2,,5.0,6.0,,,,,,11.5,,,,,6.8,-14.0,,-14.8,,-15.0,-22.0,,,,,-17.3,,,-15.0,,-15.5,,-20.0,,,-20.0,-18.8,,-17.0,-16.0,,,,,,-10.5,,,,,-15.2,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,True,,,,,False
20021,95,113.0,,117.0,,104.0,104.0,,,,,56.1,,,144.0,,57.4,,41.6,,,90.0,67.3,,115.0,45.0,,,,,,186.5,,,,,112.3,18.0,,22.0,,9.0,9.0,,,,,-38.9,,,49.0,,-37.6,,-53.4,,,-5.0,-27.7,,20.0,-50.0,,,,,,91.5,,,,,17.3,,False,,True,True,,,,,False,,,False,,False,,False,,,True,False,,False,False,,,,,,False,,,,,True
20023,23,20.0,,20.2,,15.0,0.0,,,,,11.7,,,20.0,,2.0,,10.0,,,15.0,11.0,,18.0,13.0,,,,,,31.8,,,,,30.4,-3.0,,-2.8,,-8.0,-23.0,,,,,-11.3,,,-3.0,,-21.0,,-13.0,,,-8.0,-12.0,,-5.0,-10.0,,,,,,8.8,,,,,7.4,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
20025,12,8.0,,7.4,,5.0,0.0,,,,,3.8,,,13.0,,1.7,,0.5,,,5.0,4.8,,7.0,6.0,,,,,,13.0,,,,,10.3,-4.0,,-4.6,,-7.0,-12.0,,,,,-8.2,,,1.0,,-10.3,,-11.5,,,-7.0,-7.2,,-5.0,-6.0,,,,,,1.0,,,,,-1.7,,False,,False,False,,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,,True,,,,,True
20027,128,109.0,,112.1,,88.0,110.0,,,,,30.5,,,70.0,,94.7,,24.1,,,88.0,45.5,,88.0,15.0,,,,,,134.2,,,,,80.4,-19.0,,-15.9,,-40.0,-18.0,,,,,-97.5,,,-58.0,,-33.3,,-103.9,,,-40.0,-82.5,,-40.0,-113.0,,,,,,6.2,,,,,-47.6,,True,,False,True,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,True,,,,,False
20029,106,122.0,,120.8,,98.0,161.0,,,,,39.0,,,98.0,,56.4,,36.8,,,48.0,41.1,,108.0,29.0,,,,,,149.0,,,,,145.9,16.0,,14.8,,-8.0,55.0,,,,,-67.0,,,-8.0,,-49.6,,-69.2,,,-58.0,-64.9,,2.0,-77.0,,,,,,43.0,,,,,39.9,,True,,True,False,,,,,False,,,True,,False,,False,,,False,False,,True,False,,,,,,False,,,,,False
20031,30,42.0,,42.8,,35.0,22.0,,,,,13.0,,,43.0,,35.0,,4.7,,,17.0,18.7,,35.0,18.0,,,,,,86.8,,,,,54.8,12.0,,12.8,,5.0,-8.0,,,,,-17.0,,,13.0,,5.0,,-25.3,,,-13.0,-11.3,,5.0,-12.0,,,,,,56.8,,,,,24.8,,False,,True,True,,,,,False,,,False,,True,,False,,,False,True,,True,False,,,,,,False,,,,,False
20033,15,6.0,,5.9,,2.0,0.0,,,,,3.7,,,10.0,,0.0,,0.9,,,1.0,1.7,,,1.0,,,,,,25.2,,,,,3.6,-9.0,,-9.1,,-13.0,-15.0,,,,,-11.3,,,-5.0,,-15.0,,-14.1,,,-14.0,-13.3,,,-14.0,,,,,,10.2,,,,,-11.4,,False,,False,False,,,,,False,,,True,,False,,False,,,False,False,,,False,,,,,,False,,,,,False
20035,278,278.0,,277.8,,215.0,379.0,,,,,100.3,,,209.0,,188.6,,179.2,181.0,,76.0,98.1,,,47.0,,,,,,360.5,,,,,252.7,0.0,,-0.2,,-63.0,101.0,,,,,-177.7,,,-69.0,,-89.4,,-98.8,-97.0,,-202.0,-179.9,,,-231.0,,,,,,82.5,,,,,-25.3,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,,,,,,False,,,,,False
20037,221,226.0,,226.7,,187.0,187.0,,,,,93.7,,,249.0,,155.4,,99.8,154.5,,102.0,92.9,,192.0,78.0,,,,,202.5,342.3,,,,,262.6,5.0,,5.7,,-34.0,-34.0,,,,,-127.3,,,28.0,,-65.6,,-121.2,-66.5,,-119.0,-128.1,,-29.0,-143.0,,,,,-18.5,121.3,,,,,41.6,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,,,,,False
20039,9,12.0,,14.7,,13.0,,,,,,7.5,,,22.0,,1.1,,14.8,,,22.0,5.7,,8.0,26.0,,,,,,19.1,,,,,16.1,3.0,,5.7,,4.0,,,,,,-1.5,,,13.0,,-7.9,,5.8,,,13.0,-3.3,,-1.0,17.0,,,,,,10.1,,,,,7.1,,False,,False,,,,,,True,,,False,,False,,False,,,False,False,,True,False,,,,,,False,,,,,False
20041,75,123.0,,125.1,,117.0,161.0,,,,,41.8,,,127.0,,74.2,,68.3,,,39.0,56.6,,108.0,35.0,,,,,,172.9,,,,,116.6,48.0,,50.1,,42.0,86.0,,,,,-33.2,,,52.0,,-0.8,,-6.7,,,-36.0,-18.4,,33.0,-40.0,,,,,,97.9,,,,,41.6,,False,,True,False,,,,,True,,,False,,True,,True,,,True,True,,True,True,,,,,,False,,,,,True
20043,69,77.0,,78.4,,45.0,45.0,,,,,30.6,,,32.0,,55.1,,13.8,,,26.0,27.8,,61.0,12.0,,,,,,109.5,,,,,54.3,8.0,,9.4,,-24.0,-24.0,,,,,-38.4,,,-37.0,,-13.9,,-55.2,,,-43.0,-41.2,,-8.0,-57.0,,,,,,40.5,,,,,-14.7,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
20045,502,446.0,,448.7,,446.0,603.0,,,,,406.2,,,660.0,,783.0,,196.2,353.0,,493.0,422.8,,426.0,147.0,,,,,397.6,686.6,,,,,440.3,-56.0,,-53.3,,-56.0,101.0,,,,,-95.8,,,158.0,,281.0,,-305.8,-149.0,,-9.0,-79.2,,-76.0,-355.0,,,,,-104.4,184.6,,,,,-61.7,,True,,False,False,,,,,False,,,False,,False,,False,False,,True,False,,False,False,,,,,False,False,,,,,False
20047,41,17.0,,17.4,,10.0,2.0,,,,,10.5,,,10.0,,8.4,,2.5,,,9.0,12.2,,18.0,8.0,,,,,,26.9,,,,,144.8,-24.0,,-23.6,,-31.0,-39.0,,,,,-30.5,,,-31.0,,-32.6,,-38.5,,,-32.0,-28.8,,-23.0,-33.0,,,,,,-14.1,,,,,103.8,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,,True,False,,,,,,True,,,,,False
20049,13,9.0,,9.2,,6.0,0.0,,,,,3.6,,,6.0,,24.0,,5.3,,,2.0,2.6,,,1.0,,,,,,16.4,,,,,7.9,-4.0,,-3.8,,-7.0,-13.0,,,,,-9.4,,,-7.0,,11.0,,-7.7,,,-11.0,-10.4,,,-12.0,,,,,,3.4,,,,,-5.1,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,False,,,,,,True,,,,,False
20051,309,234.0,,233.8,,186.0,168.0,,,,,95.9,,,325.0,,177.2,,100.4,,,49.0,105.8,,202.0,73.0,,,,,212.8,321.6,,,,,194.1,-75.0,,-75.2,,-123.0,-141.0,,,,,-213.1,,,16.0,,-131.8,,-208.6,,,-260.0,-203.2,,-107.0,-236.0,,,,,-96.2,12.6,,,,,-114.9,,False,,False,False,,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,False,True,,,,,False
20053,61,34.0,,48.0,,48.0,75.0,,,,,24.9,,,53.0,,1.3,,27.7,,,52.0,16.2,,20.0,71.0,,,,,,58.0,,,,,56.2,-27.0,,-13.0,,-13.0,14.0,,,,,-36.1,,,-8.0,,-59.7,,-33.3,,,-9.0,-44.8,,-41.0,10.0,,,,,,-3.0,,,,,-4.8,,True,,True,True,,,,,False,,,True,,False,,False,,,True,False,,False,True,,,,,,True,,,,,True
20055,539,389.0,,384.8,,385.0,0.0,,,,,345.5,,,589.0,,431.2,,257.3,348.5,,262.0,335.7,,363.0,155.0,,,,,355.9,416.1,,,,,459.0,-150.0,,-154.2,,-154.0,-539.0,,,,,-193.5,,,50.0,,-107.8,,-281.7,-190.5,,-277.0,-203.3,,-176.0,-384.0,,,,,-183.1,-122.9,,,,,-80.0,,False,,False,False,,,,,False,,,True,,True,,False,False,,False,False,,False,False,,,,,False,True,,,,,True
20057,293,242.0,,243.2,,211.0,0.0,,,,,346.9,,,496.0,,120.1,,180.6,254.0,,150.0,136.7,,315.0,98.0,,,,,210.5,392.9,,,,,304.6,-51.0,,-49.8,,-82.0,-293.0,,,,,53.9,,,203.0,,-172.9,,-112.4,-39.0,,-143.0,-156.3,,22.0,-195.0,,,,,-82.5,99.9,,,,,11.6,,True,,False,False,,,,,False,,,False,,False,,False,True,,False,False,,True,False,,,,,False,False,,,,,True
20059,123,147.0,,147.5,,147.0,193.0,,,,,41.4,,,156.0,,122.1,,73.5,,,23.0,49.9,,122.0,67.0,,,,,,217.7,,,,,188.8,24.0,,24.5,,24.0,70.0,,,,,-81.6,,,33.0,,-0.9,,-49.5,,,-100.0,-73.1,,-1.0,-56.0,,,,,,94.7,,,,,65.8,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,,True,False,,,,,,False,,,,,False
20061,70,73.0,,71.3,,46.0,82.0,,,,,46.8,,,290.0,,35.9,,44.8,51.5,,36.0,32.8,,62.0,29.0,,,,,,171.3,,,,,0.0,3.0,,1.3,,-24.0,12.0,,,,,-23.2,,,220.0,,-34.1,,-25.2,-18.5,,-34.0,-37.2,,-8.0,-41.0,,,,,,101.3,,,,,-70.0,,True,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,,,,,False
20063,25,21.0,,18.7,,18.0,0.0,,,,,9.1,,,18.0,,7.5,,10.2,,,19.0,9.8,,11.0,20.0,,,,,,29.9,,,,,35.3,-4.0,,-6.3,,-7.0,-25.0,,,,,-15.9,,,-7.0,,-17.5,,-14.8,,,-6.0,-15.2,,-14.0,-5.0,,,,,,4.9,,,,,10.3,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
20065,26,26.0,,24.7,,11.0,0.0,,,,,10.5,,,10.0,,10.6,,9.8,,,8.0,12.6,,,2.0,,,,,,34.4,,,,,23.6,0.0,,-1.3,,-15.0,-26.0,,,,,-15.5,,,-16.0,,-15.4,,-16.2,,,-18.0,-13.4,,,-24.0,,,,,,8.4,,,,,-2.4,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,False,,,,,,False,,,,,False
20067,62,72.0,,72.1,,67.0,21.0,,,,,55.5,,,81.0,,58.9,,26.0,,,67.0,73.3,,91.0,55.0,,,,,,103.1,,,,,66.7,10.0,,10.1,,5.0,-41.0,,,,,-6.5,,,19.0,,-3.1,,-36.0,,,5.0,11.3,,29.0,-7.0,,,,,,41.1,,,,,4.7,,False,,True,False,,,,,True,,,False,,True,,False,,,True,False,,False,True,,,,,,False,,,,,True
20069,82,49.0,,48.5,,28.0,14.0,,,,,16.7,,,28.0,,75.0,,17.9,,,21.0,16.4,,47.0,12.0,,,,,,60.1,,,,,49.0,-33.0,,-33.5,,-54.0,-68.0,,,,,-65.3,,,-54.0,,-7.0,,-64.1,,,-61.0,-65.6,,-35.0,-70.0,,,,,,-21.9,,,,,-33.0,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,,False,False,,,,,,True,,,,,True
20071,16,15.0,,16.0,,8.0,0.0,,,,,7.2,,,14.0,,7.5,,11.0,,,7.0,7.6,,10.0,6.0,,,,,,27.6,,,,,11.5,-1.0,,0.0,,-8.0,-16.0,,,,,-8.8,,,-2.0,,-8.5,,-5.0,,,-9.0,-8.4,,-6.0,-10.0,,,,,,11.6,,,,,-4.5,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
20073,0,19.0,,18.3,,16.0,7.0,,,,,10.8,,,28.0,,13.9,,8.3,,,16.0,12.3,,23.0,16.0,,,,,,37.0,,,,,34.8,19.0,,18.3,,16.0,7.0,,,,,10.8,,,28.0,,13.9,,8.3,,,16.0,12.3,,23.0,16.0,,,,,,37.0,,,,,34.8,,True,,True,True,,,,,True,,,False,,True,,True,,,True,True,,False,True,,,,,,False,,,,,False
20075,43,15.0,,15.6,,14.0,1.0,,,,,6.7,,,14.0,,30.6,,1.4,,,6.0,5.3,,,4.0,,,,,,25.5,,,,,22.0,-28.0,,-27.4,,-29.0,-42.0,,,,,-36.3,,,-29.0,,-12.4,,-41.6,,,-37.0,-37.7,,,-39.0,,,,,,-17.5,,,,,-21.0,,True,,False,False,,,,,False,,,False,,True,,False,,,False,False,,,False,,,,,,True,,,,,True
20077,50,34.0,,34.1,,23.0,0.0,,,,,15.4,,,25.0,,6.3,,14.8,,,23.0,16.9,,31.0,12.0,,,,,,45.3,,,,,35.7,-16.0,,-15.9,,-27.0,-50.0,,,,,-34.6,,,-25.0,,-43.7,,-35.2,,,-27.0,-33.1,,-19.0,-38.0,,,,,,-4.7,,,,,-14.3,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,True,,,,,True
20079,279,328.0,,336.0,,262.0,417.0,,,,,118.0,,,195.0,,134.6,,151.1,299.0,,130.0,133.2,,297.0,71.0,,,,,,368.4,,,,,452.8,49.0,,57.0,,-17.0,138.0,,,,,-161.0,,,-84.0,,-144.4,,-127.9,20.0,,-149.0,-145.8,,18.0,-208.0,,,,,,89.4,,,,,173.8,,False,,True,False,,,,,False,,,False,,False,,False,True,,False,False,,True,False,,,,,,False,,,,,False
20081,25,26.0,,25.1,,12.0,0.0,,,,,12.0,,,26.0,,25.0,,4.4,,,10.0,11.8,,15.0,10.0,,,,,,34.9,,,,,9.6,1.0,,0.1,,-13.0,-25.0,,,,,-13.0,,,1.0,,-0.0,,-20.6,,,-15.0,-13.2,,-10.0,-15.0,,,,,,9.9,,,,,-15.4,,True,,False,False,,,,,False,,,False,,True,,False,,,False,False,,False,False,,,,,,False,,,,,False
