,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18073,941,128.0,,,,91.0,,271.8,78.6,98.4,,110.0,-813.0,,,,-850.0,,-669.2,-862.4,-842.6,,-831.0,,,,False,,True,False,False,,False
18075,734,136.0,,,,74.0,,109.0,51.2,103.7,,92.0,-598.0,,,,-660.0,,-625.0,-682.8,-630.3,,-642.0,,,,False,,False,False,False,,False
18077,840,64.0,,,,108.0,,275.0,22.3,30.2,,83.0,-776.0,,,,-732.0,,-565.0,-817.7,-809.8,,-757.0,,,,True,,True,False,False,,True
18079,461,48.0,,,,85.0,,135.9,24.2,68.1,,9.0,-413.0,,,,-376.0,,-325.1,-436.8,-392.9,,-452.0,,,,True,,True,False,True,,False
18081,3486,624.0,,,,590.0,,417.7,147.0,241.1,,96.0,-2862.0,,,,-2896.0,,-3068.3,-3339.0,-3244.9,,-3390.0,,,,False,,False,False,False,,False
18083,1129,328.0,,,,247.0,,532.2,253.9,506.2,,176.0,-801.0,,,,-882.0,,-596.8,-875.1,-622.8,,-953.0,,,,False,,True,False,True,,False
18085,3032,248.0,,,,367.0,,501.5,275.6,187.9,,222.0,-2784.0,,,,-2665.0,,-2530.5,-2756.4,-2844.1,,-2810.0,,,,True,,True,True,False,,False
18087,700,72.0,,,,251.0,,57.4,25.3,43.4,,10.0,-628.0,,,,-449.0,,-642.6,-674.7,-656.6,,-690.0,,,,True,,False,False,False,,False
18089,14953,3152.0,,,,2021.0,,665.6,2548.0,1924.5,,2588.0,-11801.0,,,,-12932.0,,-14287.4,-12405.0,-13028.5,,-12365.0,,,,False,,False,False,False,,False
18091,2857,704.0,,,,641.0,,651.6,466.8,446.1,,377.0,-2153.0,,,,-2216.0,,-2205.4,-2390.2,-2410.9,,-2480.0,,,,False,,False,False,False,,False
18093,1160,96.0,,,,159.0,,221.7,24.9,152.7,,40.0,-1064.0,,,,-1001.0,,-938.3,-1135.1,-1007.3,,-1120.0,,,,True,,True,False,True,,False
18095,2817,840.0,,,,429.0,,928.0,338.9,768.8,,714.0,-1977.0,,,,-2388.0,,-1889.0,-2478.1,-2048.2,,-2103.0,,,,False,,True,False,False,,False
18097,18538,5416.0,,,,3431.0,,308.6,806.6,3783.6,,2919.0,-13122.0,,,,-15107.0,,-18229.4,-17731.4,-14754.4,,-15619.0,,,,False,,False,False,False,,False
18099,1789,216.0,,,,231.0,,149.2,109.5,139.9,,157.0,-1573.0,,,,-1558.0,,-1639.8,-1679.5,-1649.1,,-1632.0,,,,True,,False,False,False,,False
18101,172,56.0,,,,48.0,,70.7,16.1,56.0,,12.0,-116.0,,,,-124.0,,-101.3,-155.9,-116.0,,-160.0,,,,False,,True,False,True,,False
18103,1036,112.0,,,,156.0,,416.1,19.0,83.4,,13.0,-924.0,,,,-880.0,,-619.9,-1017.0,-952.6,,-1023.0,,,,True,,True,False,False,,False
18105,2517,1840.0,,,,909.0,,1013.1,198.6,3804.1,,397.0,-677.0,,,,-1608.0,,-1503.9,-2318.4,1287.1,,-2120.0,,,,False,,False,False,False,,False
18107,749,72.0,,,,95.0,,422.1,7.3,55.6,,26.0,-677.0,,,,-654.0,,-326.9,-741.7,-693.4,,-723.0,,,,True,,True,False,False,,False
18109,1184,240.0,,,,187.0,,437.3,176.9,135.2,,115.0,-944.0,,,,-997.0,,-746.7,-1007.1,-1048.8,,-1069.0,,,,False,,True,False,False,,False
18111,354,24.0,,,,51.0,,84.3,21.2,36.3,,22.0,-330.0,,,,-303.0,,-269.7,-332.8,-317.7,,-332.0,,,,True,,True,False,True,,False
18113,1466,312.0,,,,126.0,,200.2,140.1,192.8,,445.0,-1154.0,,,,-1340.0,,-1265.8,-1325.9,-1273.2,,-1021.0,,,,False,,False,False,False,,True
18115,145,16.0,,,,22.0,,,0.9,20.4,,87.0,-129.0,,,,-123.0,,,-144.2,-124.6,,-58.0,,,,True,,,False,True,,True
18117,348,48.0,,,,96.0,,199.6,7.0,54.5,,17.0,-300.0,,,,-252.0,,-148.4,-341.0,-293.5,,-331.0,,,,True,,True,False,True,,False
18119,381,40.0,,,,54.0,,83.0,13.7,38.0,,31.0,-341.0,,,,-327.0,,-298.0,-367.3,-343.0,,-350.0,,,,True,,True,False,False,,False
18121,412,56.0,,,,50.0,,89.1,15.9,31.7,,27.0,-356.0,,,,-362.0,,-322.9,-396.1,-380.3,,-385.0,,,,False,,True,False,False,,False
18123,579,136.0,,,,109.0,,54.1,25.6,56.0,,397.0,-443.0,,,,-470.0,,-524.9,-553.4,-523.0,,-182.0,,,,False,,False,False,False,,True
18125,343,120.0,,,,62.0,,76.4,62.3,93.1,,47.0,-223.0,,,,-281.0,,-266.6,-280.7,-249.9,,-296.0,,,,False,,False,False,False,,False
18127,5423,968.0,,,,765.0,,1316.0,585.4,571.7,,1240.0,-4455.0,,,,-4658.0,,-4107.0,-4837.6,-4851.3,,-4183.0,,,,False,,True,False,False,,True
18129,817,328.0,,,,126.0,,223.4,215.7,124.9,,116.0,-489.0,,,,-691.0,,-593.6,-601.3,-692.1,,-701.0,,,,False,,False,False,False,,False
18131,246,0.0,,,,54.0,,115.6,12.2,52.9,,1.0,-246.0,,,,-192.0,,-130.4,-233.8,-193.1,,-245.0,,,,True,,True,True,True,,True
18133,544,472.0,,,,110.0,,329.5,180.2,359.8,,330.0,-72.0,,,,-434.0,,-214.5,-363.8,-184.2,,-214.0,,,,False,,False,False,False,,False
18135,910,80.0,,,,66.0,,104.8,6.5,55.5,,119.0,-830.0,,,,-844.0,,-805.2,-903.5,-854.5,,-791.0,,,,False,,True,False,False,,True
18137,874,160.0,,,,108.0,,184.0,60.0,58.1,,189.0,-714.0,,,,-766.0,,-690.0,-814.0,-815.9,,-685.0,,,,False,,True,False,False,,True
18139,339,48.0,,,,60.0,,87.4,0.4,59.1,,48.0,-291.0,,,,-279.0,,-251.6,-338.6,-279.9,,-291.0,,,,True,,True,False,True,,False
18141,9380,3848.0,,,,1493.0,,2363.4,1876.7,2390.0,,2168.0,-5532.0,,,,-7887.0,,-7016.6,-7503.3,-6990.0,,-7212.0,,,,False,,False,False,False,,False
18143,591,192.0,,,,74.0,,86.1,149.8,131.5,,251.0,-399.0,,,,-517.0,,-504.9,-441.2,-459.5,,-340.0,,,,False,,False,False,False,,True
18145,989,88.0,,,,191.0,,183.2,51.3,41.3,,132.0,-901.0,,,,-798.0,,-805.8,-937.7,-947.7,,-857.0,,,,True,,True,False,False,,True
18147,536,248.0,,,,71.0,,101.0,461.1,98.6,,272.0,-288.0,,,,-465.0,,-435.0,-74.9,-437.4,,-264.0,,,,False,,False,True,False,,True
18149,602,128.0,,,,86.0,,57.7,72.8,46.0,,199.0,-474.0,,,,-516.0,,-544.3,-529.2,-556.0,,-403.0,,,,False,,False,False,False,,True
18151,971,168.0,,,,93.0,,289.2,37.8,116.6,,224.0,-803.0,,,,-878.0,,-681.8,-933.2,-854.4,,-747.0,,,,False,,True,False,False,,True
18153,475,72.0,,,,102.0,,77.3,16.3,164.4,,40.0,-403.0,,,,-373.0,,-397.7,-458.7,-310.6,,-435.0,,,,True,,True,False,True,,False
18155,174,8.0,,,,49.0,,,1.9,4.6,,37.0,-166.0,,,,-125.0,,,-172.1,-169.4,,-137.0,,,,True,,,False,False,,True
18157,5382,2392.0,,,,1105.0,,1892.9,1092.8,1924.8,,976.0,-2990.0,,,,-4277.0,,-3489.1,-4289.2,-3457.2,,-4406.0,,,,False,,False,False,False,,False
18159,292,96.0,,,,40.0,,84.8,5.4,61.4,,94.0,-196.0,,,,-252.0,,-207.2,-286.6,-230.6,,-198.0,,,,False,,False,False,False,,False
18161,172,16.0,,,,26.0,,,1.2,40.2,,2.0,-156.0,,,,-146.0,,,-170.8,-131.8,,-170.0,,,,True,,,False,True,,False
18163,5439,3048.0,,,,1045.0,,2201.2,2816.5,1766.4,,1515.0,-2391.0,,,,-4394.0,,-3237.8,-2622.5,-3672.6,,-3924.0,,,,False,,False,False,False,,False
18165,424,40.0,,,,50.0,,104.6,20.4,42.0,,24.0,-384.0,,,,-374.0,,-319.4,-403.6,-382.0,,-400.0,,,,True,,True,False,True,,False
18167,3677,624.0,,,,525.0,,865.8,115.9,779.7,,506.0,-3053.0,,,,-3152.0,,-2811.2,-3561.1,-2897.3,,-3171.0,,,,False,,True,False,True,,False
18169,1146,64.0,,,,81.0,,149.8,29.6,131.3,,13.0,-1082.0,,,,-1065.0,,-996.2,-1116.4,-1014.7,,-1133.0,,,,True,,True,False,True,,False
18171,184,0.0,,,,35.0,,,7.4,10.1,,44.0,-184.0,,,,-149.0,,,-176.6,-173.9,,-140.0,,,,True,,,True,True,,True
18173,1714,1688.0,,,,382.0,,812.0,631.7,784.2,,618.0,-26.0,,,,-1332.0,,-902.0,-1082.3,-929.8,,-1096.0,,,,False,,False,False,False,,False
18175,409,72.0,,,,118.0,,159.7,0.4,47.7,,206.0,-337.0,,,,-291.0,,-249.3,-408.6,-361.3,,-203.0,,,,True,,True,False,False,,True
18177,2090,192.0,,,,227.0,,693.9,83.5,143.8,,49.0,-1898.0,,,,-1863.0,,-1396.1,-2006.5,-1946.2,,-2041.0,,,,True,,True,False,False,,False
18179,867,128.0,,,,108.0,,193.4,11.7,68.8,,177.0,-739.0,,,,-759.0,,-673.6,-855.3,-798.2,,-690.0,,,,False,,True,False,False,,True
18181,639,64.0,,,,79.0,,217.1,10.8,44.7,,146.0,-575.0,,,,-560.0,,-421.9,-628.2,-594.3,,-493.0,,,,True,,True,False,False,,True
18183,965,232.0,,,,106.0,,347.2,85.2,158.6,,500.0,-733.0,,,,-859.0,,-617.8,-879.8,-806.4,,-465.0,,,,False,,True,False,False,,True
19001,333,64.0,,,,52.0,,,5.0,44.5,,101.0,-269.0,,,,-281.0,,,-327.9,-288.5,,-232.0,,,,False,,,False,False,,True
19003,118,40.0,,,,33.0,,,4.0,,,49.0,-78.0,,,,-85.0,,,-114.0,,,-69.0,,,,False,,,False,,,True
19005,435,152.0,,,,307.0,,102.5,47.5,122.1,,69.0,-283.0,,,,-128.0,,-332.5,-387.5,-312.9,,-366.0,,,,True,,False,False,False,,False
19007,576,128.0,,,,238.0,,79.3,93.1,134.0,,158.0,-448.0,,,,-338.0,,-496.7,-482.9,-442.0,,-418.0,,,,True,,False,False,True,,True
19009,198,184.0,,,,40.0,,,19.2,72.1,,99.0,-14.0,,,,-158.0,,,-178.8,-125.9,,-99.0,,,,False,,,False,False,,False
19011,1235,232.0,,,,553.0,,307.6,162.6,93.9,,243.0,-1003.0,,,,-682.0,,-927.4,-1072.4,-1141.1,,-992.0,,,,True,,True,False,False,,True
19013,5656,1224.0,,,,2960.0,,256.2,494.2,638.2,,709.0,-4432.0,,,,-2696.0,,-5399.8,-5161.8,-5017.8,,-4947.0,,,,True,,False,False,False,,False
19015,745,360.0,,,,271.0,,193.3,50.9,429.7,,281.0,-385.0,,,,-474.0,,-551.7,-694.1,-315.3,,-464.0,,,,False,,False,False,True,,False
19017,1248,232.0,,,,565.0,,358.8,48.0,281.3,,112.0,-1016.0,,,,-683.0,,-889.2,-1200.0,-966.7,,-1136.0,,,,True,,True,False,True,,False
19019,785,352.0,,,,574.0,,247.1,146.8,165.0,,331.0,-433.0,,,,-211.0,,-537.9,-638.2,-620.0,,-454.0,,,,True,,False,False,False,,False
19021,897,400.0,,,,573.0,,6.4,39.1,94.0,,1015.0,-497.0,,,,-324.0,,-890.6,-857.9,-803.0,,118.0,,,,True,,False,False,False,,True
19023,613,96.0,,,,229.0,,146.0,68.4,70.7,,77.0,-517.0,,,,-384.0,,-467.0,-544.6,-542.3,,-536.0,,,,True,,True,False,False,,False
19025,794,112.0,,,,149.0,,98.1,25.8,59.1,,63.0,-682.0,,,,-645.0,,-695.9,-768.2,-734.9,,-731.0,,,,True,,False,False,False,,False
19027,1201,256.0,,,,331.0,,2.8,64.5,106.8,,65.0,-945.0,,,,-870.0,,-1198.2,-1136.5,-1094.2,,-1136.0,,,,True,,False,False,False,,False
19029,562,312.0,,,,72.0,,164.0,29.4,209.3,,237.0,-250.0,,,,-490.0,,-398.0,-532.6,-352.7,,-325.0,,,,False,,False,False,False,,False
19031,730,216.0,,,,263.0,,164.5,34.5,210.2,,181.0,-514.0,,,,-467.0,,-565.5,-695.5,-519.8,,-549.0,,,,True,,False,False,False,,False
19033,2138,512.0,,,,1007.0,,342.2,101.7,302.0,,279.0,-1626.0,,,,-1131.0,,-1795.8,-2036.3,-1836.0,,-1859.0,,,,True,,False,False,False,,False
19035,483,512.0,,,,206.0,,183.5,46.5,171.3,,169.0,29.0,,,,-277.0,,-299.5,-436.5,-311.7,,-314.0,,,,False,,False,False,False,,False
19037,517,344.0,,,,291.0,,148.3,107.1,170.4,,132.0,-173.0,,,,-226.0,,-368.7,-409.9,-346.6,,-385.0,,,,False,,False,False,False,,False
19039,195,80.0,,,,128.0,,0.0,27.5,38.7,,70.0,-115.0,,,,-67.0,,-195.0,-167.5,-156.3,,-125.0,,,,True,,False,False,False,,False
19041,700,304.0,,,,578.0,,238.9,23.3,86.5,,202.0,-396.0,,,,-122.0,,-461.1,-676.7,-613.5,,-498.0,,,,True,,False,False,False,,False
19043,733,176.0,,,,361.0,,0.4,113.6,118.0,,175.0,-557.0,,,,-372.0,,-732.6,-619.4,-615.0,,-558.0,,,,True,,False,False,False,,False
19045,1877,472.0,,,,719.0,,90.7,332.6,393.0,,345.0,-1405.0,,,,-1158.0,,-1786.3,-1544.4,-1484.0,,-1532.0,,,,True,,False,False,False,,False
19047,582,752.0,,,,404.0,,12.0,45.6,246.8,,0.0,170.0,,,,-178.0,,-570.0,-536.4,-335.2,,-582.0,,,,False,,False,False,False,,False
19049,3072,880.0,,,,756.0,,186.2,425.6,631.2,,548.0,-2192.0,,,,-2316.0,,-2885.8,-2646.4,-2440.8,,-2524.0,,,,False,,False,False,False,,False
19051,296,88.0,,,,190.0,,45.6,34.3,91.6,,95.0,-208.0,,,,-106.0,,-250.4,-261.7,-204.4,,-201.0,,,,True,,False,False,True,,True
19053,230,72.0,,,,82.0,,,22.7,64.2,,47.0,-158.0,,,,-148.0,,,-207.3,-165.8,,-183.0,,,,True,,,False,False,,False
19055,932,584.0,,,,551.0,,252.2,82.8,708.2,,218.0,-348.0,,,,-381.0,,-679.8,-849.2,-223.8,,-714.0,,,,False,,False,False,True,,False
19057,1863,376.0,,,,1283.0,,74.3,112.7,392.8,,239.0,-1487.0,,,,-580.0,,-1788.7,-1750.3,-1470.2,,-1624.0,,,,True,,False,False,True,,False
19059,731,352.0,,,,359.0,,56.8,36.9,129.5,,126.0,-379.0,,,,-372.0,,-674.2,-694.1,-601.5,,-605.0,,,,True,,False,False,False,,False
19061,5323,3976.0,,,,2098.0,,1830.8,578.5,1710.4,,895.0,-1347.0,,,,-3225.0,,-3492.2,-4744.5,-3612.6,,-4428.0,,,,False,,False,False,False,,False
19063,431,104.0,,,,331.0,,0.0,60.9,49.0,,69.0,-327.0,,,,-100.0,,-431.0,-370.1,-382.0,,-362.0,,,,True,,False,False,False,,False
19065,720,280.0,,,,594.0,,188.7,78.4,148.8,,341.0,-440.0,,,,-126.0,,-531.3,-641.6,-571.2,,-379.0,,,,True,,False,False,False,,True
19067,563,424.0,,,,325.0,,157.4,190.0,266.6,,185.0,-139.0,,,,-238.0,,-405.6,-373.0,-296.4,,-378.0,,,,False,,False,False,False,,False
19069,322,104.0,,,,181.0,,0.0,51.1,74.2,,42.0,-218.0,,,,-141.0,,-322.0,-270.9,-247.8,,-280.0,,,,True,,False,False,False,,False
19071,224,288.0,,,,33.0,,46.9,45.0,,,124.0,64.0,,,,-191.0,,-177.1,-179.0,,,-100.0,,,,False,,False,False,,,False
19073,378,136.0,,,,66.0,,64.2,25.0,105.3,,98.0,-242.0,,,,-312.0,,-313.8,-353.1,-272.7,,-280.0,,,,False,,False,False,False,,False
19075,543,152.0,,,,184.0,,90.0,13.5,353.6,,53.0,-391.0,,,,-359.0,,-453.0,-529.5,-189.4,,-490.0,,,,True,,False,False,True,,False
19077,437,224.0,,,,74.0,,134.6,63.4,93.6,,111.0,-213.0,,,,-363.0,,-302.4,-373.6,-343.4,,-326.0,,,,False,,False,False,False,,False
19079,648,64.0,,,,206.0,,0.0,44.0,23.1,,36.0,-584.0,,,,-442.0,,-648.0,-604.0,-624.9,,-612.0,,,,True,,False,False,False,,False
19081,604,96.0,,,,127.0,,87.8,43.8,61.8,,186.0,-508.0,,,,-477.0,,-516.2,-560.2,-542.2,,-418.0,,,,True,,False,False,False,,True
19083,739,184.0,,,,249.0,,120.8,168.9,101.0,,225.0,-555.0,,,,-490.0,,-618.2,-570.1,-638.0,,-514.0,,,,True,,False,False,False,,True
19085,780,360.0,,,,150.0,,127.0,214.2,221.5,,271.0,-420.0,,,,-630.0,,-653.0,-565.8,-558.5,,-509.0,,,,False,,False,False,False,,False
19087,935,1120.0,,,,471.0,,419.8,411.8,554.5,,174.0,185.0,,,,-464.0,,-515.2,-523.2,-380.5,,-761.0,,,,False,,False,False,False,,False
19089,306,48.0,,,,183.0,,1.0,1.1,168.8,,29.0,-258.0,,,,-123.0,,-305.0,-304.9,-137.2,,-277.0,,,,True,,False,False,True,,False
19091,456,152.0,,,,160.0,,57.2,13.2,118.1,,118.0,-304.0,,,,-296.0,,-398.8,-442.8,-337.9,,-338.0,,,,True,,False,False,False,,False
19093,303,208.0,,,,129.0,,0.4,24.0,90.1,,111.0,-95.0,,,,-174.0,,-302.6,-279.0,-212.9,,-192.0,,,,False,,False,False,False,,False
19095,651,216.0,,,,354.0,,166.4,133.1,182.1,,111.0,-435.0,,,,-297.0,,-484.6,-517.9,-468.9,,-540.0,,,,True,,False,False,False,,False
19097,984,424.0,,,,370.0,,192.4,43.0,261.2,,226.0,-560.0,,,,-614.0,,-791.6,-941.0,-722.8,,-758.0,,,,False,,False,False,False,,False
19099,1160,656.0,,,,468.0,,308.4,292.3,417.4,,381.0,-504.0,,,,-692.0,,-851.6,-867.7,-742.6,,-779.0,,,,False,,False,False,False,,False
19101,469,40.0,,,,422.0,,182.5,21.1,26.7,,115.0,-429.0,,,,-47.0,,-286.5,-447.9,-442.3,,-354.0,,,,True,,True,False,False,,True
19103,3828,1128.0,,,,3014.0,,0.4,104.2,2359.1,,491.0,-2700.0,,,,-814.0,,-3827.6,-3723.8,-1468.9,,-3337.0,,,,True,,False,False,True,,False
19105,1909,248.0,,,,581.0,,219.3,115.2,121.8,,192.0,-1661.0,,,,-1328.0,,-1689.7,-1793.8,-1787.2,,-1717.0,,,,True,,False,False,False,,False
19107,409,152.0,,,,289.0,,110.4,35.4,177.3,,179.0,-257.0,,,,-120.0,,-298.6,-373.6,-231.7,,-230.0,,,,True,,False,False,True,,True
19109,649,424.0,,,,423.0,,245.7,41.1,143.2,,167.0,-225.0,,,,-226.0,,-403.3,-607.9,-505.8,,-482.0,,,,False,,False,False,False,,False
19111,1221,344.0,,,,485.0,,230.7,42.3,235.2,,196.0,-877.0,,,,-736.0,,-990.3,-1178.7,-985.8,,-1025.0,,,,True,,False,False,False,,False
19113,9070,1984.0,,,,3592.0,,2219.8,1095.9,1115.5,,1531.0,-7086.0,,,,-5478.0,,-6850.2,-7974.1,-7954.5,,-7539.0,,,,True,,True,False,False,,False
19115,363,32.0,,,,151.0,,13.7,13.1,15.4,,35.0,-331.0,,,,-212.0,,-349.3,-349.9,-347.6,,-328.0,,,,True,,False,False,False,,True
19117,146,144.0,,,,176.0,,38.1,6.3,174.0,,94.0,-2.0,,,,30.0,,-107.9,-139.7,28.0,,-52.0,,,,False,,False,False,False,,False
19119,611,680.0,,,,187.0,,155.5,84.8,245.1,,130.0,69.0,,,,-424.0,,-455.5,-526.2,-365.9,,-481.0,,,,False,,False,False,False,,False
19121,416,144.0,,,,117.0,,138.7,54.7,57.7,,87.0,-272.0,,,,-299.0,,-277.3,-361.3,-358.3,,-329.0,,,,False,,False,False,False,,False
19123,763,608.0,,,,445.0,,180.7,28.5,239.7,,337.0,-155.0,,,,-318.0,,-582.3,-734.5,-523.3,,-426.0,,,,False,,False,False,False,,False
19125,1126,448.0,,,,484.0,,244.6,6.2,529.4,,201.0,-678.0,,,,-642.0,,-881.4,-1119.8,-596.6,,-925.0,,,,True,,False,False,True,,False
19127,1466,200.0,,,,857.0,,39.8,100.9,209.7,,14.0,-1266.0,,,,-609.0,,-1426.2,-1365.2,-1256.3,,-1452.0,,,,True,,False,False,True,,False
19129,782,120.0,,,,110.0,,190.9,13.5,111.4,,168.0,-662.0,,,,-672.0,,-591.1,-768.5,-670.6,,-614.0,,,,False,,True,False,False,,True
19131,517,72.0,,,,148.0,,0.5,6.8,47.0,,51.0,-445.0,,,,-369.0,,-516.5,-510.2,-470.0,,-466.0,,,,True,,False,False,False,,False
19133,232,168.0,,,,109.0,,70.2,239.7,87.8,,94.0,-64.0,,,,-123.0,,-161.8,7.7,-144.2,,-138.0,,,,False,,False,True,False,,False
19135,259,104.0,,,,186.0,,46.0,37.1,97.7,,49.0,-155.0,,,,-73.0,,-213.0,-221.8,-161.3,,-210.0,,,,True,,False,False,False,,False
19137,313,80.0,,,,42.0,,,0.8,47.4,,178.0,-233.0,,,,-271.0,,,-312.2,-265.6,,-135.0,,,,False,,,False,False,,True
19139,1523,384.0,,,,655.0,,25.8,107.6,253.1,,281.0,-1139.0,,,,-868.0,,-1497.2,-1415.4,-1269.9,,-1242.0,,,,True,,False,False,False,,False
19141,801,616.0,,,,519.0,,261.2,260.2,517.3,,140.0,-185.0,,,,-282.0,,-539.8,-540.8,-283.7,,-661.0,,,,False,,False,False,False,,False
19143,325,288.0,,,,196.0,,53.6,206.6,109.8,,78.0,-37.0,,,,-129.0,,-271.4,-118.4,-215.2,,-247.0,,,,False,,False,False,False,,False
19145,897,232.0,,,,89.0,,143.4,49.1,85.0,,57.0,-665.0,,,,-808.0,,-753.6,-847.9,-812.0,,-840.0,,,,False,,False,False,False,,False
19147,393,344.0,,,,244.0,,142.3,64.9,130.5,,109.0,-49.0,,,,-149.0,,-250.7,-328.1,-262.5,,-284.0,,,,False,,False,False,False,,False
19149,1422,856.0,,,,573.0,,595.0,240.2,580.7,,60.0,-566.0,,,,-849.0,,-827.0,-1181.8,-841.3,,-1362.0,,,,False,,False,False,False,,False
19151,348,64.0,,,,84.0,,0.0,47.3,27.8,,35.0,-284.0,,,,-264.0,,-348.0,-300.7,-320.2,,-313.0,,,,True,,False,False,False,,False
19153,14924,5160.0,,,,4472.0,,516.0,3039.7,4364.6,,2330.0,-9764.0,,,,-10452.0,,-14408.0,-11884.3,-10559.4,,-12594.0,,,,False,,False,False,False,,False
19155,3557,1096.0,,,,738.0,,839.5,418.5,598.1,,685.0,-2461.0,,,,-2819.0,,-2717.5,-3138.5,-2958.9,,-2872.0,,,,False,,False,False,False,,False
19157,607,416.0,,,,399.0,,141.4,396.8,248.2,,291.0,-191.0,,,,-208.0,,-465.6,-210.2,-358.8,,-316.0,,,,False,,False,False,False,,False
19159,127,72.0,,,,31.0,,,29.6,50.9,,57.0,-55.0,,,,-96.0,,,-97.4,-76.1,,-70.0,,,,False,,,False,False,,False
19161,505,328.0,,,,193.0,,85.6,318.8,73.8,,110.0,-177.0,,,,-312.0,,-419.4,-186.2,-431.2,,-395.0,,,,False,,False,False,False,,False
19163,7076,1968.0,,,,2383.0,,1280.1,538.8,766.9,,1967.0,-5108.0,,,,-4693.0,,-5795.9,-6537.2,-6309.1,,-5109.0,,,,True,,False,False,False,,False
19165,444,200.0,,,,119.0,,111.8,5.3,166.8,,142.0,-244.0,,,,-325.0,,-332.2,-438.7,-277.2,,-302.0,,,,False,,False,False,False,,False
19167,1860,2384.0,,,,1099.0,,852.8,271.7,1274.9,,72.0,524.0,,,,-761.0,,-1007.2,-1588.3,-585.1,,-1788.0,,,,False,,False,False,False,,False
19169,2869,1320.0,,,,1631.0,,0.0,56.2,953.6,,467.0,-1549.0,,,,-1238.0,,-2869.0,-2812.8,-1915.4,,-2402.0,,,,True,,False,False,False,,False
19171,732,208.0,,,,304.0,,22.8,61.0,213.8,,59.0,-524.0,,,,-428.0,,-709.2,-671.0,-518.2,,-673.0,,,,True,,False,False,True,,False
19173,283,88.0,,,,50.0,,47.7,13.3,31.9,,74.0,-195.0,,,,-233.0,,-235.3,-269.7,-251.1,,-209.0,,,,False,,False,False,False,,False
19175,542,120.0,,,,76.0,,83.5,25.9,42.0,,88.0,-422.0,,,,-466.0,,-458.5,-516.1,-500.0,,-454.0,,,,False,,False,False,False,,False
19177,212,40.0,,,,158.0,,0.0,17.4,41.0,,135.0,-172.0,,,,-54.0,,-212.0,-194.6,-171.0,,-77.0,,,,True,,False,False,True,,True
19179,1038,608.0,,,,891.0,,2.6,21.3,472.3,,198.0,-430.0,,,,-147.0,,-1035.4,-1016.8,-565.7,,-840.0,,,,True,,False,False,False,,False
19181,1537,232.0,,,,445.0,,321.3,45.4,214.6,,125.0,-1305.0,,,,-1092.0,,-1215.7,-1491.5,-1322.4,,-1412.0,,,,True,,True,False,False,,False
19183,792,232.0,,,,365.0,,201.6,145.8,168.0,,124.0,-560.0,,,,-427.0,,-590.4,-646.2,-624.0,,-668.0,,,,True,,False,False,False,,False
19185,194,40.0,,,,73.0,,,17.4,,,60.0,-154.0,,,,-121.0,,,-176.6,,,-134.0,,,,True,,,False,,,True
19187,2019,528.0,,,,613.0,,0.8,435.7,339.4,,165.0,-1491.0,,,,-1406.0,,-2018.2,-1583.3,-1679.6,,-1854.0,,,,True,,False,False,False,,False
19189,560,296.0,,,,150.0,,0.0,93.5,143.2,,69.0,-264.0,,,,-410.0,,-560.0,-466.5,-416.8,,-491.0,,,,False,,False,False,False,,False
19191,548,336.0,,,,474.0,,162.5,95.4,457.2,,266.0,-212.0,,,,-74.0,,-385.5,-452.6,-90.8,,-282.0,,,,True,,False,False,True,,False
19193,4358,4024.0,,,,1783.0,,83.7,2478.7,2436.4,,0.0,-334.0,,,,-2575.0,,-4274.3,-1879.3,-1921.6,,-4358.0,,,,False,,False,False,False,,False
19195,225,48.0,,,,116.0,,34.9,4.7,22.2,,35.0,-177.0,,,,-109.0,,-190.1,-220.3,-202.8,,-190.0,,,,True,,False,False,False,,False
19197,551,152.0,,,,170.0,,8.1,202.7,49.1,,11.0,-399.0,,,,-381.0,,-542.9,-348.3,-501.9,,-540.0,,,,True,,False,True,False,,False
20001,251,16.0,,,,60.0,,,1.3,,,1.0,-235.0,,,,-191.0,,,-249.7,,,-250.0,,,,True,,,False,,,False
20003,269,112.0,,,,63.0,,,0.0,,,78.0,-157.0,,,,-206.0,,,-269.0,,,-191.0,,,,False,,,False,,,False
20005,446,192.0,,,,76.0,,0.0,4.1,266.1,,170.0,-254.0,,,,-370.0,,-446.0,-441.9,-179.9,,-276.0,,,,False,,False,False,True,,False
