,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01061,135,102.0,,100.6,,97.0,91.0,,,,,66.8,,72.0,,,136.0,,86.1,,55.4,,,100.0,76.0,32.3,,108.0,105.0,100.8,,,,,,,,,0.0,-33.0,,-34.4,,-38.0,-44.0,,,,,-68.2,,-63.0,,,1.0,,-48.9,,-79.6,,,-35.0,-59.0,-102.7,,-27.0,-30.0,-34.2,,,,,,,,,-135.0,,False,,False,False,,,,,False,,False,,,True,,False,,False,,,False,False,False,,True,True,False,,,,,,,,,False
01063,57,42.0,,43.3,,36.0,6.0,,,,,34.6,,28.6,,,33.0,,35.6,,31.3,,,40.0,38.9,0.0,,55.0,39.0,30.7,,,,,,,,,29.0,-15.0,,-13.7,,-21.0,-51.0,,,,,-22.4,,-28.4,,,-24.0,,-21.4,,-25.7,,,-17.0,-18.1,-57.0,,-2.0,-18.0,-26.3,,,,,,,,,-28.0,,True,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,True,False,False,,,,,,,,,False
01065,119,113.0,,117.5,,103.0,35.0,,,,,77.3,,46.2,,,74.0,,173.9,,67.0,,,158.0,97.3,16.9,,155.0,104.0,141.2,,,,,,,,,91.5,-6.0,,-1.5,,-16.0,-84.0,,,,,-41.7,,-72.8,,,-45.0,,54.9,,-52.0,,,39.0,-21.7,-102.1,,36.0,-15.0,22.2,,,,,,,,,-27.5,,True,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
01067,124,79.0,,81.4,,81.0,1.0,,,,,55.7,,58.5,,,70.0,,126.8,,51.3,,,144.0,70.3,24.5,,113.0,82.0,100.9,,,,,,,,,114.2,-45.0,,-42.6,,-43.0,-123.0,,,,,-68.3,,-65.5,,,-54.0,,2.8,,-72.7,,,20.0,-53.7,-99.5,,-11.0,-42.0,-23.1,,,,,,,,,-9.8,,True,,True,False,,,,,False,,False,,,False,,True,,False,,,True,False,False,,True,True,True,,,,,,,,,True
01069,583,344.0,,356.0,,356.0,343.0,,,,,307.6,,263.9,,,434.0,,456.1,,253.0,363.0,,449.0,261.4,163.3,,501.0,414.0,472.9,,,,,301.6,,,,149.5,-239.0,,-227.0,,-227.0,-240.0,,,,,-275.4,,-319.1,,,-149.0,,-126.9,,-330.0,-220.0,,-134.0,-321.6,-419.7,,-82.0,-169.0,-110.1,,,,,-281.4,,,,-433.5,,True,,True,False,,,,,False,,False,,,True,,True,,False,True,,True,False,False,,True,True,True,,,,,False,,,,False
01071,333,243.0,,189.5,,189.0,191.0,,,,,219.1,,176.6,,,370.0,,142.1,,181.5,123.0,,143.0,146.1,0.0,,279.0,265.0,301.3,,,,,212.4,,,,762.5,-90.0,,-143.5,,-144.0,-142.0,,,,,-113.9,,-156.4,,,37.0,,-190.9,,-151.5,-210.0,,-190.0,-186.9,-333.0,,-54.0,-68.0,-31.7,,,,,-120.6,,,,429.5,,False,,False,False,,,,,False,,False,,,True,,False,,False,False,,False,False,False,,True,True,True,,,,,False,,,,False
01073,4343,4186.0,,4155.6,4940.7,4122.0,3788.0,,,,,2830.2,,2711.8,,4792.5,4436.0,,5003.3,,2525.4,3297.0,,5618.0,3398.4,1873.3,,5219.0,4082.0,3376.0,,,,,3594.2,3382.0,,,5037.7,-157.0,,-187.4,597.7,-221.0,-555.0,,,,,-1512.8,,-1631.2,,449.5,93.0,,660.3,,-1817.6,-1046.0,,1275.0,-944.6,-2469.7,,876.0,-261.0,-967.0,,,,,-748.8,-961.0,,,694.7,,False,False,False,False,,,,,False,,False,,False,True,,False,,False,False,,False,False,False,,False,False,False,,,,,False,False,,,False
01075,60,68.0,,68.0,,68.0,63.0,,,,,54.5,,40.2,,,77.0,,91.0,,44.8,,,105.0,45.8,12.4,,92.0,75.0,76.2,,,,,,,,,47.7,8.0,,8.0,,8.0,3.0,,,,,-5.5,,-19.8,,,17.0,,31.0,,-15.2,,,45.0,-14.2,-47.6,,32.0,15.0,16.2,,,,,,,,,-12.3,,True,,False,True,,,,,True,,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
01077,574,508.0,,511.6,,508.0,481.0,,,,,311.8,,282.6,,,629.0,,482.4,,338.4,475.5,,572.0,454.7,277.1,,594.0,551.0,482.8,,,,,410.5,,,,660.9,-66.0,,-62.4,,-66.0,-93.0,,,,,-262.2,,-291.4,,,55.0,,-91.6,,-235.6,-98.5,,-2.0,-119.3,-296.9,,20.0,-23.0,-91.2,,,,,-163.5,,,,86.9,,True,,False,False,,,,,False,,False,,,True,,False,,False,False,,True,False,False,,True,True,False,,,,,False,,,,False
01079,178,185.0,,185.8,,196.0,195.0,,,,,105.5,,96.3,,,240.0,,222.0,,85.4,150.0,,275.0,141.2,25.0,,213.0,194.0,196.7,,,,,,,,,230.3,7.0,,7.8,,18.0,17.0,,,,,-72.5,,-81.7,,,62.0,,44.0,,-92.6,-28.0,,97.0,-36.8,-153.0,,35.0,16.0,18.7,,,,,,,,,52.3,,False,,False,False,,,,,False,,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,,,,,False
01081,708,517.0,,517.4,,517.0,460.0,,,,,458.8,,314.0,,628.9,639.0,,690.2,,389.7,476.0,,802.0,463.2,0.4,,655.0,584.0,635.1,,,,,481.3,418.0,,,184.2,-191.0,,-190.6,,-191.0,-248.0,,,,,-249.2,,-394.0,,-79.1,-69.0,,-17.8,,-318.3,-232.0,,94.0,-244.8,-707.6,,-53.0,-124.0,-72.9,,,,,-226.7,-290.0,,,-523.8,,True,,False,False,,,,,False,,False,,True,True,,True,,False,False,,True,False,False,,True,True,True,,,,,False,False,,,False
01083,513,556.0,,510.3,,556.0,569.0,,,,,363.3,,370.7,,,560.0,,713.5,,345.9,519.0,,741.0,417.3,201.8,,707.0,590.0,588.5,,,,,532.9,,,,17.2,43.0,,-2.7,,43.0,56.0,,,,,-149.7,,-142.3,,,47.0,,200.5,,-167.1,6.0,,228.0,-95.7,-311.2,,194.0,77.0,75.5,,,,,19.9,,,,-495.8,,True,,False,False,,,,,False,,False,,,False,,False,,False,True,,False,False,False,,False,False,False,,,,,True,,,,False
01085,39,23.0,,20.1,,24.0,,,,,,35.9,,11.8,,,28.0,,25.7,,17.7,,,35.0,18.3,0.0,,32.0,32.0,49.4,,,,,,,,,21.8,-16.0,,-18.9,,-15.0,,,,,,-3.1,,-27.2,,,-11.0,,-13.3,,-21.3,,,-4.0,-20.7,-39.0,,-7.0,-7.0,10.4,,,,,,,,,-17.2,,False,,True,,,,,,True,,False,,,True,,True,,False,,,True,False,False,,True,True,True,,,,,,,,,False
01087,51,63.0,,62.0,,62.0,64.0,,,,,46.8,,47.2,,,60.0,,64.6,,39.3,,,55.0,52.1,8.4,,72.0,70.0,56.8,,,,,,,,,83.7,12.0,,11.0,,11.0,13.0,,,,,-4.2,,-3.8,,,9.0,,13.6,,-11.7,,,4.0,1.1,-42.6,,21.0,19.0,5.8,,,,,,,,,32.7,,True,,True,False,,,,,True,,True,,,True,,False,,True,,,True,True,False,,False,False,True,,,,,,,,,False
01089,2077,1976.0,,2071.8,2171.5,2032.0,1759.0,,,,,1267.7,,1583.9,,2288.7,2035.0,,2336.9,,1378.5,1414.0,,2734.0,1612.3,770.2,,2529.0,2024.0,1879.1,,,,,1964.9,1559.0,,,2606.2,-101.0,,-5.2,94.5,-45.0,-318.0,,,,,-809.3,,-493.1,,211.7,-42.0,,259.9,,-698.5,-663.0,,657.0,-464.7,-1306.8,,452.0,-53.0,-197.9,,,,,-112.1,-518.0,,,529.2,,True,True,True,False,,,,,False,,False,,False,True,,False,,False,False,,False,False,False,,False,True,False,,,,,False,False,,,False
01091,81,144.0,,139.7,,131.0,0.0,,,,,99.6,,94.3,,,108.0,,170.7,,69.4,,,201.0,97.5,34.2,,169.0,130.0,104.9,,,,,,,,,168.7,63.0,,58.7,,50.0,-81.0,,,,,18.6,,13.3,,,27.0,,89.7,,-11.6,,,120.0,16.5,-46.8,,88.0,49.0,23.9,,,,,,,,,87.7,,True,,True,False,,,,,True,,True,,,True,,False,,True,,,False,True,True,,False,True,True,,,,,,,,,False
01093,144,149.0,,149.2,,153.0,160.0,,,,,109.1,,92.4,,,183.0,,178.1,,95.6,121.0,,220.0,110.5,29.9,,189.0,156.0,166.5,,,,,,,,,0.0,5.0,,5.2,,9.0,16.0,,,,,-34.9,,-51.6,,,39.0,,34.1,,-48.4,-23.0,,76.0,-33.5,-114.1,,45.0,12.0,22.5,,,,,,,,,-144.0,,False,,False,False,,,,,False,,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,,,,,False
01095,462,507.0,,512.7,,425.0,434.0,,,,,402.9,,294.5,,415.5,713.0,,385.3,,380.8,280.0,,532.0,316.5,101.8,,589.0,541.0,466.6,,,,,423.2,,,,518.4,45.0,,50.7,,-37.0,-28.0,,,,,-59.1,,-167.5,,-46.5,251.0,,-76.7,,-81.2,-182.0,,70.0,-145.5,-360.2,,127.0,79.0,4.6,,,,,-38.8,,,,56.4,,False,,True,True,,,,,False,,False,,False,False,,False,,False,False,,False,False,False,,False,False,True,,,,,True,,,,False
01097,1763,1444.0,,1409.4,1796.5,1454.0,1464.0,,,,,1055.6,,1067.9,,1657.4,1745.0,,1245.5,,1095.4,1065.0,,1629.0,1515.2,0.2,,1635.0,1522.0,1469.2,,,,,1356.7,2282.0,,,16.9,-319.0,,-353.6,33.5,-309.0,-299.0,,,,,-707.4,,-695.1,,-105.6,-18.0,,-517.5,,-667.6,-698.0,,-134.0,-247.8,-1762.8,,-128.0,-241.0,-293.8,,,,,-406.3,519.0,,,-1746.1,,False,True,True,True,,,,,False,,False,,True,True,,False,,False,False,,True,True,False,,True,True,True,,,,,False,False,,,False
01099,127,80.0,,85.1,,91.0,98.0,,,,,64.8,,50.2,,,95.0,,152.6,,61.4,,,185.0,62.9,17.1,,128.0,93.0,104.4,,,,,,,,,71.0,-47.0,,-41.9,,-36.0,-29.0,,,,,-62.2,,-76.8,,,-32.0,,25.6,,-65.6,,,58.0,-64.1,-109.9,,1.0,-34.0,-22.6,,,,,,,,,-56.0,,True,,True,True,,,,,False,,False,,,True,,True,,False,,,False,False,False,,True,True,True,,,,,,,,,False
01101,895,743.0,,770.1,,770.0,761.0,,,,,670.8,,473.8,,989.7,951.0,,1035.7,,589.1,704.5,,1021.0,773.7,264.9,,975.0,963.0,954.8,,,,,743.3,634.0,,,524.6,-152.0,,-124.9,,-125.0,-134.0,,,,,-224.2,,-421.2,,94.7,56.0,,140.7,,-305.9,-190.5,,126.0,-121.3,-630.1,,80.0,68.0,59.8,,,,,-151.7,-261.0,,,-370.4,,True,,True,True,,,,,False,,False,,True,True,,True,,False,False,,True,True,False,,True,True,True,,,,,True,False,,,False
01103,788,848.0,,802.7,,784.0,795.0,,,,,550.1,,570.4,,,859.0,,783.6,,473.7,627.5,,959.0,638.2,359.8,,961.0,841.0,585.5,,,,,677.3,,,,0.2,60.0,,14.7,,-4.0,7.0,,,,,-237.9,,-217.6,,,71.0,,-4.4,,-314.3,-160.5,,171.0,-149.8,-428.2,,173.0,53.0,-202.5,,,,,-110.7,,,,-787.8,,True,,True,True,,,,,False,,False,,,False,,True,,False,False,,False,False,False,,False,True,False,,,,,False,,,,False
01105,59,38.0,,38.7,,39.0,0.0,,,,,36.0,,22.0,,,35.0,,61.7,,27.7,,,74.0,30.6,0.0,,54.0,43.0,46.0,,,,,,,,,43.3,-21.0,,-20.3,,-20.0,-59.0,,,,,-23.0,,-37.0,,,-24.0,,2.7,,-31.3,,,15.0,-28.4,-59.0,,-5.0,-16.0,-13.0,,,,,,,,,-15.7,,True,,True,False,,,,,False,,False,,,False,,True,,False,,,True,False,False,,True,True,True,,,,,,,,,True
01107,107,102.0,,97.2,,102.0,87.0,,,,,79.5,,73.1,,,109.0,,164.7,,67.8,,,114.0,100.4,25.6,,144.0,112.0,120.3,,,,,,,,,89.5,-5.0,,-9.8,,-5.0,-20.0,,,,,-27.5,,-33.9,,,2.0,,57.7,,-39.2,,,7.0,-6.6,-81.4,,37.0,5.0,13.3,,,,,,,,,-17.5,,False,,False,False,,,,,False,,False,,,True,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
01109,140,83.0,,84.9,,85.0,85.0,,,,,83.7,,60.5,,,140.0,,84.4,,59.3,79.0,,101.0,74.9,29.4,,94.0,108.0,104.7,,,,,,,,,0.3,-57.0,,-55.1,,-55.0,-55.0,,,,,-56.3,,-79.5,,,0.0,,-55.6,,-80.7,-61.0,,-39.0,-65.1,-110.6,,-46.0,-32.0,-35.3,,,,,,,,,-139.7,,True,,True,True,,,,,True,,False,,,True,,True,,False,False,,True,False,False,,True,True,True,,,,,,,,,False
01111,59,42.0,,41.8,,42.0,38.0,,,,,46.1,,38.2,,,118.0,,37.6,,27.5,,,42.0,41.3,14.4,,45.0,68.0,52.9,,,,,,,,,36.7,-17.0,,-17.2,,-17.0,-21.0,,,,,-12.9,,-20.8,,,59.0,,-21.4,,-31.5,,,-17.0,-17.7,-44.6,,-14.0,9.0,-6.1,,,,,,,,,-22.3,,False,,False,False,,,,,True,,False,,,False,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,False
01113,163,102.0,,100.2,,104.0,104.0,,,,,117.3,,133.8,,,243.0,,84.2,,85.0,124.0,,105.5,105.6,0.0,,136.0,137.0,134.3,,,,,100.4,,,,37.4,-61.0,,-62.8,,-59.0,-59.0,,,,,-45.7,,-29.2,,,80.0,,-78.8,,-78.0,-39.0,,-57.5,-57.4,-163.0,,-27.0,-26.0,-28.7,,,,,-62.6,,,,-125.6,,False,,True,True,,,,,True,,True,,,False,,False,,False,True,,True,True,False,,True,True,True,,,,,False,,,,False
01115,516,471.0,,468.9,,465.0,481.0,,,,,325.6,,323.3,,,462.0,,430.8,,262.9,293.5,,494.0,360.4,127.9,,546.0,473.0,,,,,,373.2,,,,823.7,-45.0,,-47.1,,-51.0,-35.0,,,,,-190.4,,-192.7,,,-54.0,,-85.2,,-253.1,-222.5,,-22.0,-155.6,-388.1,,30.0,-43.0,,,,,,-142.8,,,,307.7,,False,,False,True,,,,,False,,False,,,False,,False,,False,False,,True,False,False,,True,True,,,,,,False,,,,False
01117,1154,1117.0,,1183.6,,1067.0,1055.0,,,,,766.9,,758.3,,1173.9,1243.0,,1016.2,,804.9,928.0,,1119.0,992.9,474.1,,1283.0,1151.0,1169.1,,,,,931.6,926.0,,,1067.5,-37.0,,29.6,,-87.0,-99.0,,,,,-387.1,,-395.7,,19.9,89.0,,-137.8,,-349.1,-226.0,,-35.0,-161.1,-679.9,,129.0,-3.0,15.1,,,,,-222.4,-228.0,,,-86.5,,True,,False,False,,,,,False,,False,,True,False,,False,,False,False,,True,False,False,,False,True,True,,,,,False,False,,,False
01119,47,78.0,,78.1,,78.0,95.0,,,,,45.9,,37.9,,,50.0,,158.4,,49.8,,,128.0,48.4,11.0,,105.0,70.0,80.6,,,,,,,,,113.9,31.0,,31.1,,31.0,48.0,,,,,-1.1,,-9.1,,,3.0,,111.4,,2.8,,,81.0,1.4,-36.0,,58.0,23.0,33.6,,,,,,,,,66.9,,False,,False,False,,,,,True,,True,,,True,,False,,True,,,False,True,False,,False,True,False,,,,,,,,,False
01121,337,291.0,,287.0,,287.0,137.0,,,,,233.5,,200.9,,,472.0,,247.3,,182.2,251.0,,345.0,210.9,73.9,,328.0,335.0,313.1,,,,,285.3,,,,475.8,-46.0,,-50.0,,-50.0,-200.0,,,,,-103.5,,-136.1,,,135.0,,-89.7,,-154.8,-86.0,,8.0,-126.1,-263.1,,-9.0,-2.0,-23.9,,,,,-51.7,,,,138.8,,False,,False,False,,,,,False,,False,,,False,,False,,False,False,,True,False,False,,True,True,True,,,,,False,,,,False
01123,102,130.0,,133.2,,94.0,12.0,,,,,92.5,,117.6,,,189.0,,84.8,,93.4,91.0,,96.0,94.3,19.9,,141.0,155.0,142.1,,,,,109.1,,,,64.6,28.0,,31.2,,-8.0,-90.0,,,,,-9.5,,15.6,,,87.0,,-17.2,,-8.6,-11.0,,-6.0,-7.7,-82.1,,39.0,53.0,40.1,,,,,7.1,,,,-37.4,,False,,True,False,,,,,True,,True,,,False,,True,,True,True,,True,True,False,,False,False,False,,,,,True,,,,False
01125,1263,1119.0,,1144.5,,1170.0,1212.0,,,,,831.4,,654.1,,1185.0,1268.0,,1170.2,,737.2,798.5,,1447.0,876.5,589.2,,1297.0,1168.0,1295.1,,,,,1036.1,735.0,,,2496.7,-144.0,,-118.5,,-93.0,-51.0,,,,,-431.6,,-608.9,,-78.0,5.0,,-92.8,,-525.8,-464.5,,184.0,-386.5,-673.8,,34.0,-95.0,32.1,,,,,-226.9,-528.0,,,1233.7,,True,,True,True,,,,,False,,False,,True,True,,True,,False,False,,False,False,False,,True,True,True,,,,,False,False,,,False
01127,335,323.0,,335.5,,281.0,256.0,,,,,247.1,,267.5,,,431.0,,281.1,,168.1,159.5,,316.0,239.4,52.0,,357.0,345.0,367.3,,,,,287.0,,,,275.4,-12.0,,0.5,,-54.0,-79.0,,,,,-87.9,,-67.5,,,96.0,,-53.9,,-166.9,-175.5,,-19.0,-95.6,-283.0,,22.0,10.0,32.3,,,,,-48.0,,,,-59.6,,True,,False,False,,,,,False,,False,,,False,,False,,False,False,,False,False,False,,False,True,False,,,,,False,,,,False
01129,62,63.0,,63.4,,69.0,0.0,,,,,48.7,,43.4,,,97.0,,94.7,,39.9,,,126.0,54.1,0.0,,84.0,69.0,74.9,,,,,,,,,172.8,1.0,,1.4,,7.0,-62.0,,,,,-13.3,,-18.6,,,35.0,,32.7,,-22.1,,,64.0,-7.9,-62.0,,22.0,7.0,12.9,,,,,,,,,110.8,,False,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
01131,44,40.0,,38.2,,38.0,14.0,,,,,43.2,,21.7,,,31.0,,48.2,,33.4,,,42.0,27.7,0.0,,50.0,45.0,42.8,,,,,,,,,38.0,-4.0,,-5.8,,-6.0,-30.0,,,,,-0.8,,-22.3,,,-13.0,,4.2,,-10.6,,,-2.0,-16.3,-44.0,,6.0,1.0,-1.2,,,,,,,,,-6.0,,False,,False,False,,,,,True,,False,,,False,,False,,False,,,True,False,False,,False,True,True,,,,,,,,,False
01133,146,151.0,,157.7,,138.0,96.0,,,,,94.3,,97.5,,,163.0,,89.8,,77.4,,,122.5,111.4,32.0,,145.0,139.0,139.9,,,,,,,,,251.2,5.0,,11.7,,-8.0,-50.0,,,,,-51.7,,-48.5,,,17.0,,-56.2,,-68.6,,,-23.5,-34.6,-114.0,,-1.0,-7.0,-6.1,,,,,,,,,105.2,,False,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,True,False,False,,,,,,,,,False
02013,0,0.0,,0.0,,0.0,0.0,,,,,1.1,,1.4,,,,,0.0,,0.6,,,4.0,0.3,,,0.0,2.0,2.9,,,,,,,,,0.5,0.0,,0.0,,0.0,0.0,,,,,1.1,,1.4,,,,,0.0,,0.6,,,4.0,0.3,,,0.0,2.0,2.9,,,,,,,,,0.5,,True,,True,True,,,,,False,,False,,,,,False,,False,,,False,False,,,True,False,False,,,,,,,,,False
02016,20,16.0,,14.2,,12.0,,,,,,14.1,,28.7,,,,,6.0,,38.6,,,5.0,16.5,0.0,,12.0,12.0,6.3,,,,,,,,,2.7,-4.0,,-5.8,,-8.0,,,,,,-5.9,,8.7,,,,,-14.0,,18.6,,,-15.0,-3.5,-20.0,,-8.0,-8.0,-13.7,,,,,,,,,-17.3,,False,,False,,,,,,False,,False,,,,,False,,False,,,False,True,False,,False,False,False,,,,,,,,,False
02020,866,841.0,,817.2,885.6,749.0,653.0,,,,,706.6,,752.4,,762.9,,,677.6,,585.2,1125.0,,919.5,665.6,0.0,,972.0,737.0,1269.3,,,,,1116.2,512.0,,,220.7,-25.0,,-48.8,19.6,-117.0,-213.0,,,,,-159.4,,-113.6,,-103.1,,,-188.4,,-280.8,259.0,,53.5,-200.4,-866.0,,106.0,-129.0,403.3,,,,,250.2,-354.0,,,-645.3,,False,True,False,False,,,,,False,,False,,False,,,False,,False,False,,False,False,False,,False,False,False,,,,,False,False,,,False
02050,372,91.0,,87.5,,76.0,,,,,,78.7,,113.7,,,,,59.6,,63.4,,,41.0,88.1,0.0,,102.0,77.0,153.7,,,,,,,,,61.5,-281.0,,-284.5,,-296.0,,,,,,-293.3,,-258.3,,,,,-312.4,,-308.6,,,-331.0,-283.9,-372.0,,-270.0,-295.0,-218.3,,,,,,,,,-310.5,,False,,False,,,,,,False,,True,,,,,False,,False,,,False,False,False,,True,False,True,,,,,,,,,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,2.1,,0.1,,,,,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,0.6,0.0,,0.0,,0.0,0.0,,,,,2.1,,0.1,,,,,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,0.6,,True,,True,True,,,,,False,,False,,,,,True,,True,,,,False,,,True,True,False,,,,,,,,,False
02068,0,0.0,,0.0,,1.0,0.0,,,,,1.7,,1.6,,,,,1.6,,2.3,,,4.0,0.4,,,3.0,1.0,,,,,,,,,,1.4,0.0,,0.0,,1.0,0.0,,,,,1.7,,1.6,,,,,1.6,,2.3,,,4.0,0.4,,,3.0,1.0,,,,,,,,,,1.4,,True,,False,True,,,,,False,,False,,,,,False,,False,,,False,False,,,False,False,,,,,,,,,,False
02070,11,4.0,,3.7,,2.0,0.0,,,,,2.8,,7.5,,,,,1.6,,2.1,,,6.0,1.2,0.0,,3.0,5.0,2.8,,,,,,,,,1.1,-7.0,,-7.3,,-9.0,-11.0,,,,,-8.2,,-3.5,,,,,-9.4,,-8.9,,,-5.0,-9.8,-11.0,,-8.0,-6.0,-8.2,,,,,,,,,-9.9,,False,,False,False,,,,,False,,True,,,,,False,,False,,,True,False,False,,False,True,False,,,,,,,,,False
02090,264,182.0,,171.5,,180.0,161.0,,,,,195.9,,295.1,,,,,178.1,,142.1,231.0,,285.0,228.4,0.0,,250.0,170.0,213.5,,,,,181.8,,,,284.7,-82.0,,-92.5,,-84.0,-103.0,,,,,-68.1,,31.1,,,,,-85.9,,-121.9,-33.0,,21.0,-35.6,-264.0,,-14.0,-94.0,-50.5,,,,,-82.2,,,,20.7,,False,,False,False,,,,,True,,True,,,,,False,,False,True,,True,True,False,,True,False,True,,,,,False,,,,True
02100,0,0.0,,0.4,,1.0,0.0,,,,,0.2,,0.7,,,,,2.2,,1.8,,,1.0,0.1,,,,2.0,2.0,,,,,,,,,1.0,0.0,,0.4,,1.0,0.0,,,,,0.2,,0.7,,,,,2.2,,1.8,,,1.0,0.1,,,,2.0,2.0,,,,,,,,,1.0,,False,,False,True,,,,,False,,False,,,,,False,,False,,,False,False,,,,False,False,,,,,,,,,False
02105,0,0.0,,0.0,,0.0,0.0,,,,,,,0.0,,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,0.0,,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,True,,True,True,,,,,,,False,,,,,True,,True,,,,False,,,True,,,,,,,,,,,
02110,31,42.0,,41.8,,26.0,25.0,,,,,37.2,,54.2,,,,,22.1,,24.7,58.0,,15.0,26.5,0.0,,39.0,29.0,47.5,,,,,,,,,26.4,11.0,,10.8,,-5.0,-6.0,,,,,6.2,,23.2,,,,,-8.9,,-6.3,27.0,,-16.0,-4.5,-31.0,,8.0,-2.0,16.5,,,,,,,,,-4.6,,True,,True,True,,,,,True,,False,,,,,True,,True,False,,False,True,False,,True,True,False,,,,,,,,,True
02122,72,130.0,,134.2,,108.0,113.0,,,,,128.4,,185.2,,,,,85.2,,85.2,,,100.0,107.7,0.0,,181.0,126.0,182.8,,,,,112.4,,,,78.6,58.0,,62.2,,36.0,41.0,,,,,56.4,,113.2,,,,,13.2,,13.2,,,28.0,35.7,-72.0,,109.0,54.0,110.8,,,,,40.4,,,,6.6,,False,,True,True,,,,,True,,False,,,,,True,,True,,,True,True,False,,False,True,False,,,,,True,,,,True
02130,12,3.0,,2.3,,2.0,0.0,,,,,6.7,,13.3,,,,,2.3,,5.7,,,2.0,2.5,0.0,,5.0,4.0,,,,,,,,,,1.4,-9.0,,-9.7,,-10.0,-12.0,,,,,-5.3,,1.3,,,,,-9.7,,-6.3,,,-10.0,-9.5,-12.0,,-7.0,-8.0,,,,,,,,,,-10.6,,False,,False,False,,,,,True,,True,,,,,False,,True,,,False,False,False,,True,True,,,,,,,,,,False
