,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01093,465,417.0,,413.9,,435.0,426.0,,,,,402.6,,,,528.0,,818.9,216.7,287.5,,490.0,448.8,438.9,651.0,508.0,425.4,,,,,,,,,490.5,-48.0,,-51.1,,-30.0,-39.0,,,,,-62.4,,,,63.0,,353.9,-248.3,-177.5,,25.0,-16.2,-26.1,186.0,43.0,-39.6,,,,,,,,,25.5,,False,,True,True,,,,,False,,,,False,,False,False,False,,True,True,True,False,True,True,,,,,,,,,True
01095,1557,2019.0,,2051.7,,2021.0,1958.0,,,,,2356.5,,2770.5,,2016.0,,2280.1,1284.5,1535.5,,2234.5,1940.5,1927.4,2857.0,2085.0,1628.3,,,,,1226.1,,,,2466.5,462.0,,494.7,,464.0,401.0,,,,,799.5,,1213.5,,459.0,,723.1,-272.5,-21.5,,677.5,383.5,370.4,1300.0,528.0,71.3,,,,,-330.9,,,,909.5,,False,,False,True,,,,,False,,False,,True,,False,True,True,,False,True,True,False,False,True,,,,,True,,,,False
01097,4397,3810.0,,3750.8,5278.9,4302.0,5475.0,,,,,5932.7,,,,4745.0,,5134.9,2349.0,2538.0,,3937.0,4751.3,4225.4,5542.0,5632.0,4551.6,,,,,2820.0,3631.0,,,4344.3,-587.0,,-646.2,881.9,-95.0,1078.0,,,,,1535.7,,,,348.0,,737.9,-2048.0,-1859.0,,-460.0,354.3,-171.6,1145.0,1235.0,154.6,,,,,-1577.0,-766.0,,,-52.7,,False,False,True,False,,,,,False,,,,True,,False,False,False,,True,True,True,False,False,True,,,,,False,False,,,True
01099,310,198.0,,211.6,,204.0,288.0,,,,,259.0,,,,256.0,,216.8,101.3,,,79.0,177.1,211.2,318.0,328.0,199.5,,,,,,,,,169.6,-112.0,,-98.4,,-106.0,-22.0,,,,,-51.0,,,,-54.0,,-93.2,-208.7,,,-231.0,-132.9,-98.8,8.0,18.0,-110.5,,,,,,,,,-140.4,,True,,True,True,,,,,True,,,,True,,True,False,,,False,False,True,True,True,True,,,,,,,,,False
01101,2662,2256.0,,2269.3,,2696.0,3522.0,,,,,3230.8,,3676.3,,2339.0,,2687.8,1440.5,1755.5,,3169.0,2740.4,2731.4,3445.0,3117.0,3425.9,,,,,2116.1,3516.0,,,2274.6,-406.0,,-392.7,,34.0,860.0,,,,,568.8,,1014.3,,-323.0,,25.8,-1221.5,-906.5,,507.0,78.4,69.4,783.0,455.0,763.9,,,,,-545.9,854.0,,,-387.4,,True,,True,False,,,,,False,,False,,True,,True,False,False,,False,True,True,False,False,False,,,,,False,False,,,True
01103,2519,2643.0,,2425.6,,2417.0,2316.0,,,,,3099.2,,,,2343.0,,2447.5,1254.0,1925.0,,2636.0,2535.0,2645.6,3326.0,2606.0,1972.0,,,,,2442.3,,,,2495.7,124.0,,-93.4,,-102.0,-203.0,,,,,580.2,,,,-176.0,,-71.5,-1265.0,-594.0,,117.0,16.0,126.6,807.0,87.0,-547.0,,,,,-76.7,,,,-23.3,,True,,True,False,,,,,False,,,,False,,True,False,False,,True,True,False,False,True,False,,,,,True,,,,True
01105,145,96.0,,97.5,,80.0,0.0,,,,,87.0,,,,109.0,,54.0,35.2,,,72.0,111.9,113.1,142.0,131.0,80.8,,,,,,,,,89.2,-49.0,,-47.5,,-65.0,-145.0,,,,,-58.0,,,,-36.0,,-91.0,-109.8,,,-73.0,-33.1,-31.9,-3.0,-14.0,-64.2,,,,,,,,,-55.8,,True,,False,False,,,,,False,,,,True,,False,False,,,False,True,True,True,True,False,,,,,,,,,False
01107,364,279.0,,263.2,,264.0,169.0,,,,,338.1,,,,316.0,,137.7,133.8,,,267.0,303.7,303.0,315.0,362.0,246.3,,,,,,,,,293.3,-85.0,,-100.8,,-100.0,-195.0,,,,,-25.9,,,,-48.0,,-226.3,-230.2,,,-97.0,-60.3,-61.0,-49.0,-2.0,-117.7,,,,,,,,,-70.7,,False,,False,False,,,,,True,,,,True,,False,False,,,False,True,True,True,True,False,,,,,,,,,True
01109,305,213.0,,215.6,,225.0,174.0,,,,,217.5,,,,351.0,,206.5,151.0,220.5,,278.0,258.2,268.2,322.0,358.0,370.4,,,,,,,,,206.8,-92.0,,-89.4,,-80.0,-131.0,,,,,-87.5,,,,46.0,,-98.5,-154.0,-84.5,,-27.0,-46.8,-36.8,17.0,53.0,65.4,,,,,,,,,-98.2,,True,,True,False,,,,,True,,,,True,,False,False,True,,True,True,True,True,True,True,,,,,,,,,False
01111,146,114.0,,115.4,,128.0,113.0,,,,,136.4,,,,294.0,,102.1,101.2,,,126.0,148.8,168.7,90.0,275.0,172.6,,,,,,,,,116.4,-32.0,,-30.6,,-18.0,-33.0,,,,,-9.6,,,,148.0,,-43.9,-44.8,,,-20.0,2.8,22.7,-56.0,129.0,26.6,,,,,,,,,-29.6,,True,,True,False,,,,,True,,,,False,,False,False,,,True,True,True,False,False,True,,,,,,,,,True
01113,388,324.0,,316.6,,354.0,514.0,,,,,289.5,,,,639.0,,347.4,231.3,372.5,,342.0,372.4,412.4,499.0,651.0,417.5,,,,,189.4,,,,310.5,-64.0,,-71.4,,-34.0,126.0,,,,,-98.5,,,,251.0,,-40.6,-156.7,-15.5,,-46.0,-15.6,24.4,111.0,263.0,29.5,,,,,-198.6,,,,-77.5,,False,,True,False,,,,,False,,,,False,,True,False,True,,True,True,True,False,False,True,,,,,False,,,,False
01115,1499,1431.0,,1406.2,,1509.0,1834.0,,,,,1958.3,,,,1305.0,,2230.7,713.1,1028.0,,1613.0,1574.4,1465.2,2152.0,1661.0,,,,,,1016.3,,,,2074.9,-68.0,,-92.8,,10.0,335.0,,,,,459.3,,,,-194.0,,731.7,-785.9,-471.0,,114.0,75.4,-33.8,653.0,162.0,,,,,,-482.7,,,,575.9,,False,,True,False,,,,,False,,,,False,,False,False,False,,False,False,True,False,False,,,,,,False,,,,False
01117,3483,3303.0,,3488.3,,3449.0,3213.0,,,,,4489.1,,4605.6,,2883.0,,4151.8,2016.4,2700.0,,3620.0,3477.5,3497.2,4766.0,3936.0,3203.0,,,,,3133.9,3882.0,,,3928.6,-180.0,,5.3,,-34.0,-270.0,,,,,1006.1,,1122.6,,-600.0,,668.8,-1466.6,-783.0,,137.0,-5.5,14.2,1283.0,453.0,-280.0,,,,,-349.1,399.0,,,445.6,,True,,True,False,,,,,False,,False,,False,,False,False,False,,True,True,True,False,False,False,,,,,False,False,,,False
01119,204,141.0,,142.0,,133.0,128.0,,,,,248.9,,,,162.0,,106.8,62.4,,,119.0,158.1,167.5,218.0,182.0,102.5,,,,,,,,,134.0,-63.0,,-62.0,,-71.0,-76.0,,,,,44.9,,,,-42.0,,-97.2,-141.6,,,-85.0,-45.9,-36.5,14.0,-22.0,-101.5,,,,,,,,,-70.0,,True,,False,False,,,,,True,,,,True,,False,False,,,False,True,True,True,True,False,,,,,,,,,False
01121,956,1161.0,,1134.7,,1179.0,345.0,,,,,1312.0,,,,1262.0,,1858.9,657.6,908.0,,1190.0,1266.1,1182.1,1834.0,1345.0,961.9,,,,,925.7,,,,1262.9,205.0,,178.7,,223.0,-611.0,,,,,356.0,,,,306.0,,902.9,-298.4,-48.0,,234.0,310.1,226.1,878.0,389.0,5.9,,,,,-30.3,,,,306.9,,True,,False,False,,,,,False,,,,False,,False,False,True,,False,False,False,False,False,True,,,,,True,,,,False
01123,349,354.0,,379.4,,354.0,54.0,,,,,450.1,,,,459.0,,363.5,289.5,257.5,,307.0,386.3,403.6,384.0,524.0,439.2,,,,,,,,,372.2,5.0,,30.4,,5.0,-295.0,,,,,101.1,,,,110.0,,14.5,-59.5,-91.5,,-42.0,37.3,54.6,35.0,175.0,90.2,,,,,,,,,23.2,,False,,False,False,,,,,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,,,,,False
01125,3574,3924.0,,3986.5,,4065.0,5239.0,,,,,4600.0,,6334.8,,3299.0,,4365.3,1967.7,2509.0,,4916.0,4365.7,3940.2,5734.0,4373.0,3631.8,,,,,3041.6,4216.0,,,5340.6,350.0,,412.5,,491.0,1665.0,,,,,1026.0,,2760.8,,-275.0,,791.3,-1606.3,-1065.0,,1342.0,791.7,366.2,2160.0,799.0,57.8,,,,,-532.4,642.0,,,1766.6,,False,,False,False,,,,,False,,False,,True,,False,False,False,,False,False,False,False,False,True,,,,,False,False,,,False
01127,961,1338.0,,1351.1,,1145.0,862.0,,,,,1153.3,,,,1205.0,,2010.0,671.8,707.5,,1129.0,1276.6,1092.4,1803.0,1477.0,1070.6,,,,,1179.9,,,,1179.9,377.0,,390.1,,184.0,-99.0,,,,,192.3,,,,244.0,,1049.0,-289.2,-253.5,,168.0,315.6,131.4,842.0,516.0,109.6,,,,,218.9,,,,218.9,,False,,True,True,,,,,True,,,,True,,False,True,True,,True,True,True,False,False,True,,,,,True,,,,True
01129,191,228.0,,226.8,,252.0,0.0,,,,,263.1,,,,267.0,,260.9,71.8,,,286.0,255.4,191.2,300.0,272.0,141.1,,,,,,,,,331.6,37.0,,35.8,,61.0,-191.0,,,,,72.1,,,,76.0,,69.9,-119.2,,,95.0,64.4,0.2,109.0,81.0,-49.9,,,,,,,,,140.6,,True,,False,False,,,,,False,,,,False,,False,False,,,False,False,True,False,False,False,,,,,,,,,False
01131,117,345.0,,371.6,,163.0,17.0,,,,,760.9,,,,96.0,,208.0,73.2,,,132.5,195.0,135.5,422.0,266.0,109.1,,,,,,,,,348.3,228.0,,254.6,,46.0,-100.0,,,,,643.9,,,,-21.0,,91.0,-43.8,,,15.5,78.0,18.5,305.0,149.0,-7.9,,,,,,,,,231.3,,False,,True,True,,,,,False,,,,True,,True,True,,,True,True,True,False,True,True,,,,,,,,,False
01133,391,483.0,,491.7,,438.0,248.0,,,,,283.2,,,,491.0,,561.6,194.4,,,324.0,407.8,384.1,680.0,485.0,410.0,,,,,,,,,562.4,92.0,,100.7,,47.0,-143.0,,,,,-107.8,,,,100.0,,170.6,-196.6,,,-67.0,16.8,-6.9,289.0,94.0,19.0,,,,,,,,,171.4,,False,,True,False,,,,,False,,,,False,,False,False,,,True,True,True,False,False,True,,,,,,,,,False
02013,0,0.0,,1.1,,6.0,0.0,,,,,13.5,,,,,,4.8,7.5,,,12.0,5.6,28.1,5.0,21.0,30.0,,,,,,,,,4.5,0.0,,1.1,,6.0,0.0,,,,,13.5,,,,,,4.8,7.5,,,12.0,5.6,28.1,5.0,21.0,30.0,,,,,,,,,4.5,,False,,False,True,,,,,False,,,,,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
02016,47,138.0,,127.0,,90.0,,,,,,73.4,,,,,,3193.9,42.9,,,26.0,66.9,85.0,,90.0,79.9,,,,,,,,,687.8,91.0,,80.0,,43.0,,,,,,26.4,,,,,,3146.9,-4.1,,,-21.0,19.9,38.0,,43.0,32.9,,,,,,,,,640.8,,True,,True,,,,,,True,,,,,,False,True,,,True,True,True,,True,True,,,,,,,,,False
02020,3183,5580.0,,5411.8,5121.4,4892.0,7290.0,,,,,4273.2,,5362.8,,,,3172.7,2898.8,4414.0,,4606.5,4735.7,5308.8,4571.0,3870.0,5496.9,,,,,4541.1,5193.0,,,5874.9,2397.0,,2228.8,1938.4,1709.0,4107.0,,,,,1090.2,,2179.8,,,,-10.3,-284.2,1231.0,,1423.5,1552.7,2125.8,1388.0,687.0,2313.9,,,,,1358.1,2010.0,,,2691.9,,True,True,True,False,,,,,True,,True,,,,True,True,True,,True,True,True,True,True,True,,,,,True,True,,,False
02050,598,729.0,,726.1,,503.0,0.0,,,,,708.2,,,,,,370.2,257.7,,,440.0,530.9,607.2,656.0,511.0,611.6,,,,,,,,,1036.5,131.0,,128.1,,-95.0,-598.0,,,,,110.2,,,,,,-227.8,-340.3,,,-158.0,-67.1,9.2,58.0,-87.0,13.6,,,,,,,,,438.5,,True,,True,False,,,,,True,,,,,,False,False,,,False,True,True,True,True,True,,,,,,,,,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,0.1,,,,,,0.0,0.0,,,,0.0,0.4,0.0,5.0,2.9,,,,,,,,,3.1,0.0,,0.0,,0.0,0.0,,,,,0.1,,,,,,0.0,0.0,,,,0.0,0.4,0.0,5.0,2.9,,,,,,,,,3.1,,True,,True,True,,,,,False,,,,,,True,True,,,,True,False,True,False,False,,,,,,,,,False
02068,6,24.0,,23.6,,21.0,1.0,,,,,20.5,,,,,,52.9,7.0,,,10.0,20.2,27.8,10.0,21.0,,,,,,,,,,26.8,18.0,,17.6,,15.0,-5.0,,,,,14.5,,,,,,46.9,1.0,,,4.0,14.2,21.8,4.0,15.0,,,,,,,,,,20.8,,True,,True,True,,,,,True,,,,,,False,True,,,True,True,False,True,True,,,,,,,,,,False
02070,19,6.0,,6.4,,6.0,0.0,,,,,50.5,,,,,,3.1,5.1,,,1.0,12.6,33.5,8.0,35.0,53.0,,,,,,,,,6.8,-13.0,,-12.6,,-13.0,-19.0,,,,,31.5,,,,,,-15.9,-13.9,,,-18.0,-6.4,14.5,-11.0,16.0,34.0,,,,,,,,,-12.2,,True,,False,False,,,,,False,,,,,,False,False,,,False,True,False,True,False,False,,,,,,,,,True
02090,801,1551.0,,1547.0,,1377.0,1673.0,,,,,1302.6,,,,,,1670.9,529.0,1308.0,,956.0,1429.5,1683.5,2263.0,1345.0,1383.8,,,,,1128.2,,,,1530.5,750.0,,746.0,,576.0,872.0,,,,,501.6,,,,,,869.9,-272.0,507.0,,155.0,628.5,882.5,1462.0,544.0,582.8,,,,,327.2,,,,729.5,,True,,True,False,,,,,True,,,,,,False,True,True,,True,True,False,False,True,True,,,,,True,,,,True
02100,3,6.0,,6.9,,5.0,0.0,,,,,9.0,,,,,,32.2,0.6,,,4.0,6.2,7.0,,18.0,8.4,,,,,,,,,3.9,3.0,,3.9,,2.0,-3.0,,,,,6.0,,,,,,29.2,-2.4,,,1.0,3.2,4.0,,15.0,5.4,,,,,,,,,0.9,,False,,True,False,,,,,False,,,,,,False,True,,,True,False,False,,False,False,,,,,,,,,True
02105,0,0.0,,0.0,,0.0,0.0,,,,,3.3,,,,,,0.0,0.0,,,,0.2,0.3,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,3.3,,,,,,0.0,0.0,,,,0.2,0.3,0.0,,,,,,,,,,,,,True,,True,True,,,,,False,,,,,,True,True,,,,False,False,True,,,,,,,,,,,
02110,106,141.0,,130.0,,125.0,114.0,,,,,189.1,,,,,,107.3,69.2,228.0,,85.0,189.8,222.0,137.0,114.0,280.2,,,,,,,,,136.0,35.0,,24.0,,19.0,8.0,,,,,83.1,,,,,,1.3,-36.8,122.0,,-21.0,83.8,116.0,31.0,8.0,174.2,,,,,,,,,30.0,,True,,True,True,,,,,False,,,,,,True,False,False,,True,False,False,True,True,False,,,,,,,,,True
02122,450,783.0,,782.0,,723.0,1028.0,,,,,833.5,,,,,,587.0,603.0,,,590.0,792.5,1014.5,587.0,761.0,729.3,,,,,435.3,,,,931.5,333.0,,332.0,,273.0,578.0,,,,,383.5,,,,,,137.0,153.0,,,140.0,342.5,564.5,137.0,311.0,279.3,,,,,-14.7,,,,481.5,,True,,True,False,,,,,False,,,,,,True,True,,,True,False,False,True,True,True,,,,,True,,,,False
02130,23,27.0,,26.5,,23.0,0.0,,,,,60.5,,,,,,25.7,13.4,,,19.0,37.6,62.3,22.0,39.0,,,,,,,,,,22.1,4.0,,3.5,,0.0,-23.0,,,,,37.5,,,,,,2.7,-9.6,,,-4.0,14.6,39.3,-1.0,16.0,,,,,,,,,,-0.9,,True,,True,False,,,,,False,,,,,,True,False,,,False,False,False,True,False,,,,,,,,,,True
02150,266,687.0,,684.6,,623.0,,,,,,920.1,,,,,,2846.9,265.0,,,1819.0,558.3,574.3,817.0,339.0,343.4,,,,,,,,,1575.9,421.0,,418.6,,357.0,,,,,,654.1,,,,,,2580.9,-1.0,,,1553.0,292.3,308.3,551.0,73.0,77.4,,,,,,,,,1309.9,,True,,True,,,,,,False,,,,,,False,True,,,False,True,True,False,True,True,,,,,,,,,False
02158,235,438.0,,417.8,,364.0,0.0,,,,,466.1,,,,,,1169.6,154.8,,,600.0,292.7,343.9,510.0,,,,,,,,,,,,203.0,,182.8,,129.0,-235.0,,,,,231.1,,,,,,934.6,-80.2,,,365.0,57.7,108.9,275.0,,,,,,,,,,,,,True,,True,False,,,,,False,,,,,,False,True,,,False,True,True,False,,,,,,,,,,,
02164,9,15.0,,14.2,,12.0,0.0,,,,,24.4,,,,,,6.6,6.0,,,20.0,,19.5,7.0,21.0,29.7,,,,,,,,,9.2,6.0,,5.2,,3.0,-9.0,,,,,15.4,,,,,,-2.4,-3.0,,,11.0,,10.5,-2.0,12.0,20.7,,,,,,,,,0.2,,True,,True,False,,,,,False,,,,,,True,True,,,False,,False,True,False,False,,,,,,,,,True
02170,1136,1887.0,,1484.4,,1848.0,2969.0,,,,,2453.9,,,,,,7160.4,1360.5,1947.5,,667.0,1888.3,1836.0,2725.0,1535.0,928.2,,,,,1611.0,,,,2588.5,751.0,,348.4,,712.0,1833.0,,,,,1317.9,,,,,,6024.4,224.5,811.5,,-469.0,752.3,700.0,1589.0,399.0,-207.8,,,,,475.0,,,,1452.5,,True,,True,False,,,,,False,,,,,,False,True,False,,True,False,True,False,True,True,,,,,True,,,,False
02180,28,18.0,,13.7,,16.0,0.0,,,,,47.4,,,,,,6.5,28.7,,,3.0,37.3,75.0,22.0,61.0,106.9,,,,,,,,,21.9,-10.0,,-14.3,,-12.0,-28.0,,,,,19.4,,,,,,-21.5,0.7,,,-25.0,9.3,47.0,-6.0,33.0,78.9,,,,,,,,,-6.1,,False,,False,False,,,,,False,,,,,,False,True,,,False,True,False,True,False,False,,,,,,,,,True
02185,179,297.0,,298.9,,261.0,0.0,,,,,457.2,,,,,,659.8,148.3,,,458.0,243.4,281.7,419.0,198.0,240.3,,,,,,,,,309.0,118.0,,119.9,,82.0,-179.0,,,,,278.2,,,,,,480.8,-30.7,,,279.0,64.4,102.7,240.0,19.0,61.3,,,,,,,,,130.0,,False,,True,False,,,,,False,,,,,,False,True,,,False,True,True,False,True,True,,,,,,,,,False
02188,22,39.0,,35.3,,34.0,0.0,,,,,50.5,,,,,,14.0,33.1,,,21.0,38.2,70.6,23.0,72.0,79.1,,,,,,,,,46.3,17.0,,13.3,,12.0,-22.0,,,,,28.5,,,,,,-8.0,11.1,,,-1.0,16.2,48.6,1.0,50.0,57.1,,,,,,,,,24.3,,True,,True,False,,,,,False,,,,,,True,True,,,True,True,False,True,False,False,,,,,,,,,False
02195,3,9.0,,8.6,,2.0,0.0,,,,,5.0,,,,,,116.3,0.1,,,2.0,2.8,12.0,,19.0,,,,,,,,,,,6.0,,5.6,,-1.0,-3.0,,,,,2.0,,,,,,113.3,-2.9,,,-1.0,-0.2,9.0,,16.0,,,,,,,,,,,,True,,True,True,,,,,True,,,,,,False,True,,,True,True,False,,False,,,,,,,,,,
02198,9,18.0,,17.3,,17.0,,,,,,37.0,,,,,,80.5,11.0,,,14.0,19.6,26.6,12.0,,,,,,,,,,,,9.0,,8.3,,8.0,,,,,,28.0,,,,,,71.5,2.0,,,5.0,10.6,17.6,3.0,,,,,,,,,,,,,True,,True,,,,,,False,,,,,,False,True,,,True,False,False,True,,,,,,,,,,,
02220,38,27.0,,18.9,,32.0,0.0,,,,,71.3,,,,,,21.7,34.9,,,28.0,55.3,80.0,25.0,63.0,68.8,,,,,,,,,72.3,-11.0,,-19.1,,-6.0,-38.0,,,,,33.3,,,,,,-16.3,-3.1,,,-10.0,17.3,42.0,-13.0,25.0,30.8,,,,,,,,,34.3,,False,,True,False,,,,,False,,,,,,False,True,,,True,False,False,False,False,False,,,,,,,,,False
02230,6,0.0,,0.4,,0.0,0.0,,,,,3.2,,,,,,0.0,4.5,,,6.0,5.7,5.8,2.0,,,,,,,,,,,,-6.0,,-5.6,,-6.0,-6.0,,,,,-2.8,,,,,,-6.0,-1.5,,,0.0,-0.3,-0.2,-4.0,,,,,,,,,,,,,True,,False,False,,,,,True,,,,,,True,True,,,True,True,True,True,,,,,,,,,,,
02240,52,90.0,,92.9,,73.0,0.0,,,,,93.5,,,,,,55.0,26.0,,,38.0,69.9,103.9,65.0,86.0,118.8,,,,,,,,,122.1,38.0,,40.9,,21.0,-52.0,,,,,41.5,,,,,,3.0,-26.0,,,-14.0,17.9,51.9,13.0,34.0,66.8,,,,,,,,,70.1,,False,,True,False,,,,,False,,,,,,True,True,,,True,True,False,True,True,False,,,,,,,,,False
02261,61,60.0,,63.5,,64.0,,,,,,88.5,,,,,,47.1,46.9,,,65.0,58.8,87.1,77.0,79.0,93.8,,,,,,,,,79.2,-1.0,,2.5,,3.0,,,,,,27.5,,,,,,-13.9,-14.1,,,4.0,-2.2,26.1,16.0,18.0,32.8,,,,,,,,,18.2,,False,,False,,,,,,False,,,,,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
02275,3,3.0,,2.9,,3.0,0.0,,,,,6.7,,,,,,106.6,0.5,,,3.0,2.9,6.9,3.0,,,,,,,,,,,,0.0,,-0.1,,0.0,-3.0,,,,,3.7,,,,,,103.6,-2.5,,,0.0,-0.1,3.9,0.0,,,,,,,,,,,,,False,,True,False,,,,,False,,,,,,False,False,,,True,False,False,True,,,,,,,,,,,
02282,2,6.0,,6.3,,2.0,0.0,,,,,11.9,,,,,,0.1,0.2,,,8.0,0.9,10.3,,6.0,,,,,,,,,,2.6,4.0,,4.3,,0.0,-2.0,,,,,9.9,,,,,,-1.9,-1.8,,,6.0,-1.1,8.3,,4.0,,,,,,,,,,0.6,,False,,True,True,,,,,False,,,,,,True,True,,,False,True,False,,False,,,,,,,,,,True
02290,22,21.0,,16.0,,20.0,,,,,,40.7,,,,,,15.2,19.0,,,5.0,24.9,49.8,15.0,49.0,,,,,,,,,,21.8,-1.0,,-6.0,,-2.0,,,,,,18.7,,,,,,-6.8,-3.0,,,-17.0,2.9,27.8,-7.0,27.0,,,,,,,,,,-0.2,,False,,False,,,,,,False,,,,,,False,False,,,False,False,False,False,False,,,,,,,,,,True
04001,1249,1767.0,,1857.8,,1603.0,1589.0,,,,,1847.2,,,,2312.0,,1037.5,1245.2,1610.5,,1952.0,1843.4,2130.3,2225.0,1548.0,1346.5,,,,,1110.3,,,,2885.0,518.0,,608.8,,354.0,340.0,,,,,598.2,,,,1063.0,,-211.5,-3.8,361.5,,703.0,594.4,881.3,976.0,299.0,97.5,,,,,-138.7,,,,1636.0,,False,,True,True,,,,,False,,,,False,,True,True,True,,False,False,False,False,True,True,,,,,True,,,,False
04003,2618,2409.0,,2427.1,,2371.0,2744.0,,,,,3568.3,,,,1409.0,,3935.9,2031.7,2397.0,,2826.5,2102.7,2132.3,3463.0,2309.0,1516.9,,,,,2051.8,,,,4691.1,-209.0,,-190.9,,-247.0,126.0,,,,,950.3,,,,-1209.0,,1317.9,-586.3,-221.0,,208.5,-515.3,-485.7,845.0,-309.0,-1101.1,,,,,-566.2,,,,2073.1,,True,,False,True,,,,,False,,,,False,,False,False,False,,True,False,False,False,False,False,,,,,False,,,,False
04005,2468,2649.0,,2710.7,,2620.0,1935.0,,,,,3056.3,,4284.9,,1828.0,,2790.7,1587.7,2438.5,,2909.0,2754.7,3055.9,3583.0,2556.0,2343.9,,,,,1568.6,2970.0,,,2739.2,181.0,,242.7,,152.0,-533.0,,,,,588.3,,1816.9,,-640.0,,322.7,-880.3,-29.5,,441.0,286.7,587.9,1115.0,88.0,-124.1,,,,,-899.4,502.0,,,271.2,,False,,True,False,,,,,False,,False,,False,,False,False,True,,False,False,False,False,True,True,,,,,False,False,,,False
04007,1005,987.0,,997.1,,918.0,965.0,,,,,1107.2,,,,976.0,,613.2,613.4,865.0,,1159.0,1018.1,1105.5,1441.0,974.0,801.7,,,,,826.6,,,,887.9,-18.0,,-7.9,,-87.0,-40.0,,,,,102.2,,,,-29.0,,-391.8,-391.6,-140.0,,154.0,13.1,100.5,436.0,-31.0,-203.3,,,,,-178.4,,,,-117.1,,True,,False,False,,,,,False,,,,False,,False,False,False,,False,True,False,False,False,False,,,,,False,,,,False
04009,827,609.0,,594.5,,577.0,552.0,,,,,771.5,,,,688.0,,249.2,328.8,582.5,,558.0,794.9,875.1,456.0,617.0,631.3,,,,,392.7,,,,612.2,-218.0,,-232.5,,-250.0,-275.0,,,,,-55.5,,,,-139.0,,-577.8,-498.2,-244.5,,-269.0,-32.1,48.1,-371.0,-210.0,-195.7,,,,,-434.3,,,,-214.8,,False,,False,False,,,,,True,,,,True,,False,False,False,,False,True,True,False,True,True,,,,,False,,,,True
