,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
19179,777,1626.0,1734.0,,,,,2068.0,,1034.6,1089.5,1208.0,1985.0,,691.8,,,849.0,957.0,,,,,1291.0,,257.6,312.5,431.0,1208.0,,-85.2,,,False,,,,,False,,True,True,True,False,,True,,
19181,1354,2232.0,2027.0,,,,,2257.0,,2198.5,1464.1,1829.0,2522.0,,950.6,,,878.0,673.0,,,,,903.0,,844.5,110.1,475.0,1168.0,,-403.4,,,True,,,,,False,,True,True,True,False,,True,,
19183,646,1074.0,933.0,,,,,875.0,,979.2,301.9,952.0,1221.0,,536.6,,,428.0,287.0,,,,,229.0,,333.2,-344.1,306.0,575.0,,-109.4,,,True,,,,,True,,True,True,True,False,,True,,
19185,106,126.0,57.0,,,,,237.0,,13.8,76.4,83.0,191.0,,,,,20.0,-49.0,,,,,131.0,,-92.2,-29.6,-23.0,85.0,,,,,False,,,,,False,,False,False,False,False,,,,
19187,1183,2406.0,1193.0,,,,,2673.0,,1539.5,1189.8,2903.0,2700.0,,,,,1223.0,10.0,,,,,1490.0,,356.5,6.8,1720.0,1517.0,,,,,True,,,,,False,,True,True,False,False,,,,
19189,246,660.0,266.0,,,,,709.0,,846.8,233.9,655.5,706.0,,,,,414.0,20.0,,,,,463.0,,600.8,-12.1,409.5,460.0,,,,,True,,,,,False,,False,True,True,False,,,,
19191,510,900.0,791.0,,,,,1056.0,,862.1,244.2,1024.0,1014.0,,,,,390.0,281.0,,,,,546.0,,352.1,-265.8,514.0,504.0,,,,,True,,,,,False,,True,True,False,False,,,,
19193,2565,4128.0,3378.0,,,,,6581.0,,1492.8,3570.3,2961.0,5443.0,,2838.5,,,1563.0,813.0,,,,,4016.0,,-1072.2,1005.3,396.0,2878.0,,273.5,,,True,,,,,False,,True,True,True,False,,True,,
19195,203,426.0,360.0,,,,,430.0,,518.9,159.7,446.0,447.0,,,,,223.0,157.0,,,,,227.0,,315.9,-43.3,243.0,244.0,,,,,True,,,,,False,,False,True,False,False,,,,
19197,400,696.0,424.0,,,,,895.0,,558.9,307.6,736.0,703.0,,,,,296.0,24.0,,,,,495.0,,158.9,-92.4,336.0,303.0,,,,,True,,,,,False,,True,True,False,False,,,,
20001,385,348.0,566.0,,,,,418.0,,656.8,230.1,213.0,487.0,,,,,-37.0,181.0,,,,,33.0,,271.8,-154.9,-172.0,102.0,,,,,False,,,,,True,,False,False,False,False,,,,
20003,251,210.0,174.0,,,,,427.0,,59.4,90.9,222.0,280.0,,,,,-41.0,-77.0,,,,,176.0,,-191.6,-160.1,-29.0,29.0,,,,,False,,,,,False,,False,False,True,True,,,,
20005,491,414.0,437.0,,,,,755.0,,324.1,188.7,363.0,614.0,,,,,-77.0,-54.0,,,,,264.0,,-166.9,-302.3,-128.0,123.0,,,,,True,,,,,False,,False,False,False,False,,,,
20007,120,144.0,0.0,,,,,113.0,,44.0,68.3,152.0,193.0,,,,,24.0,-120.0,,,,,-7.0,,-76.0,-51.7,32.0,73.0,,,,,False,,,,,True,,False,False,False,False,,,,
20009,774,1500.0,1355.0,,,,,1102.0,,2730.7,590.4,282.0,1802.0,,1330.2,,,726.0,581.0,,,,,328.0,,1956.7,-183.6,-492.0,1028.0,,556.2,,,True,,,,,True,,False,True,True,False,,True,,
20011,508,486.0,289.0,,,,,545.0,,3831.2,166.8,204.0,538.0,,,,,-22.0,-219.0,,,,,37.0,,3323.2,-341.2,-304.0,30.0,,,,,False,,,,,False,,False,False,False,False,,,,
20013,451,936.0,630.0,,,,,518.0,,2225.0,264.6,448.0,876.0,,,,,485.0,179.0,,,,,67.0,,1774.0,-186.4,-3.0,425.0,,,,,True,,,,,True,,False,True,True,True,,,,
20015,2703,2790.0,3103.0,,,,,2114.0,,6951.1,1372.4,1592.5,3135.0,,902.9,,,87.0,400.0,,,,,-589.0,,4248.1,-1330.6,-1110.5,432.0,,-1800.1,,,False,,,,,False,,False,False,False,False,,False,,
20017,93,126.0,0.0,,,,,243.0,,185.2,25.0,46.0,138.0,,,,,33.0,-93.0,,,,,150.0,,92.2,-68.0,-47.0,45.0,,,,,False,,,,,False,,False,False,False,False,,,,
20019,126,132.0,0.0,,,,,311.0,,1748.1,18.5,39.0,138.0,,,,,6.0,-126.0,,,,,185.0,,1622.1,-107.5,-87.0,12.0,,,,,False,,,,,False,,False,False,False,False,,,,
20021,741,570.0,571.0,,,,,870.0,,1554.5,202.1,225.0,766.0,,,,,-171.0,-170.0,,,,,129.0,,813.5,-538.9,-516.0,25.0,,,,,True,,,,,True,,False,False,False,True,,,,
20023,85,138.0,0.0,,,,,217.0,,216.4,43.9,113.0,147.0,,,,,53.0,-85.0,,,,,132.0,,131.4,-41.1,28.0,62.0,,,,,False,,,,,False,,False,True,True,False,,,,
20025,95,72.0,0.0,,,,,190.0,,169.6,1.1,41.0,81.0,,,,,-23.0,-95.0,,,,,95.0,,74.6,-93.8,-54.0,-14.0,,,,,False,,,,,False,,False,False,False,True,,,,
20027,237,768.0,686.0,,,,,512.0,,1715.8,105.7,346.0,734.0,,,,,531.0,449.0,,,,,275.0,,1478.8,-131.3,109.0,497.0,,,,,True,,,,,True,,False,True,True,True,,,,
20029,367,636.0,698.0,,,,,546.0,,381.5,119.0,436.0,664.0,,,,,269.0,331.0,,,,,179.0,,14.5,-248.0,69.0,297.0,,,,,False,,,,,True,,True,True,True,False,,,,
20031,250,180.0,118.0,,,,,339.0,,52.8,18.7,139.0,258.0,,,,,-70.0,-132.0,,,,,89.0,,-197.2,-231.3,-111.0,8.0,,,,,False,,,,,False,,False,False,False,True,,,,
20033,106,90.0,0.0,,,,,143.0,,953.6,11.2,23.0,88.0,,,,,-16.0,-106.0,,,,,37.0,,847.6,-94.8,-83.0,-18.0,,,,,False,,,,,False,,False,False,False,False,,,,
20035,1396,1668.0,1869.0,,,,,1154.0,,7306.8,1340.9,837.0,2043.0,,,,,272.0,473.0,,,,,-242.0,,5910.8,-55.1,-559.0,647.0,,,,,False,,,,,True,,False,True,False,False,,,,
20037,1351,1326.0,1728.0,,,,,1323.0,,1486.2,764.8,849.5,1991.0,,,,,-25.0,377.0,,,,,-28.0,,135.2,-586.2,-501.5,640.0,,,,,False,,,,,False,,False,False,False,False,,,,
20039,42,54.0,0.0,,,,,265.0,,5.3,26.6,125.0,83.0,,,,,12.0,-42.0,,,,,223.0,,-36.7,-15.4,83.0,41.0,,,,,False,,,,,False,,False,False,False,False,,,,
20041,629,450.0,632.0,,,,,844.0,,390.1,311.6,12.0,747.0,,,,,-179.0,3.0,,,,,215.0,,-238.9,-317.4,-617.0,118.0,,,,,True,,,,,False,,False,False,False,True,,,,
20043,347,414.0,308.0,,,,,305.0,,903.2,90.1,228.0,491.0,,,,,67.0,-39.0,,,,,-42.0,,556.2,-256.9,-119.0,144.0,,,,,True,,,,,True,,False,False,False,False,,,,
20045,2256,3012.0,2324.0,,,,,3689.0,,4432.7,1922.1,3246.0,3742.0,,1321.1,,,756.0,68.0,,,,,1433.0,,2176.7,-333.9,990.0,1486.0,,-934.9,,,True,,,,,False,,False,True,False,False,,False,,
20047,84,246.0,0.0,,,,,186.0,,1191.5,17.1,99.0,219.0,,,,,162.0,-84.0,,,,,102.0,,1107.5,-66.9,15.0,135.0,,,,,True,,,,,True,,False,True,True,True,,,,
20049,72,78.0,0.0,,,,,165.0,,69.5,36.2,29.0,92.0,,,,,6.0,-72.0,,,,,93.0,,-2.5,-35.8,-43.0,20.0,,,,,False,,,,,False,,True,False,False,False,,,,
20051,1102,1854.0,1667.0,,,,,1427.0,,2244.3,828.1,52.0,2022.0,,,,,752.0,565.0,,,,,325.0,,1142.3,-273.9,-1050.0,920.0,,,,,True,,,,,True,,False,True,False,False,,,,
20053,520,366.0,185.0,,,,,260.0,,176.1,82.7,394.0,361.0,,,,,-154.0,-335.0,,,,,-260.0,,-343.9,-437.3,-126.0,-159.0,,,,,False,,,,,False,,False,False,True,False,,,,
20055,1069,3234.0,1865.0,,,,,2073.0,,2326.7,1415.6,3417.0,3419.0,,1553.0,,,2165.0,796.0,,,,,1004.0,,1257.7,346.6,2348.0,2350.0,,484.0,,,True,,,,,True,,True,True,False,False,,True,,
20057,761,1758.0,1511.0,,,,,1697.0,,699.4,1015.5,1296.0,2076.0,,1167.1,,,997.0,750.0,,,,,936.0,,-61.6,254.5,535.0,1315.0,,406.1,,,True,,,,,True,,True,True,True,False,,True,,
20059,888,738.0,964.0,,,,,1012.0,,564.1,400.6,485.5,1111.0,,,,,-150.0,76.0,,,,,124.0,,-323.9,-487.4,-402.5,223.0,,,,,True,,,,,True,,False,False,False,False,,,,
20061,1068,420.0,533.0,,,,,1745.0,,523.1,337.0,282.0,922.0,,,,,-648.0,-535.0,,,,,677.0,,-544.9,-731.0,-786.0,-146.0,,,,,True,,,,,False,,True,False,False,True,,,,
20063,63,150.0,0.0,,,,,140.0,,11.8,42.3,140.0,154.0,,,,,87.0,-63.0,,,,,77.0,,-51.2,-20.7,77.0,91.0,,,,,True,,,,,True,,True,True,True,False,,,,
20065,81,156.0,,,,,,165.0,,625.8,26.0,71.0,165.0,,,,,75.0,,,,,,84.0,,544.8,-55.0,-10.0,84.0,,,,,,,,,,False,,False,True,True,False,,,,
20067,247,372.0,102.0,,,,,227.0,,170.8,138.0,316.0,412.0,,,,,125.0,-145.0,,,,,-20.0,,-76.2,-109.0,69.0,165.0,,,,,False,,,,,True,,True,True,True,False,,,,
20069,140,492.0,147.0,,,,,133.0,,909.9,86.2,177.0,456.0,,,,,352.0,7.0,,,,,-7.0,,769.9,-53.8,37.0,316.0,,,,,True,,,,,True,,False,True,True,True,,,,
20071,13,96.0,0.0,,,,,70.0,,191.9,18.4,65.0,95.0,,,,,83.0,-13.0,,,,,57.0,,178.9,5.4,52.0,82.0,,,,,True,,,,,True,,False,True,True,True,,,,
20073,310,0.0,0.0,,,,,196.0,,1.9,20.1,91.0,88.0,,,,,-310.0,-310.0,,,,,-114.0,,-308.1,-289.9,-219.0,-222.0,,,,,False,,,,,True,,True,True,True,True,,,,
20075,61,258.0,0.0,,,,,210.0,,1316.6,10.4,75.0,216.0,,,,,197.0,-61.0,,,,,149.0,,1255.6,-50.6,14.0,155.0,,,,,True,,,,,True,,False,True,True,True,,,,
20077,159,300.0,0.0,,,,,174.0,,1767.6,156.0,33.0,303.0,,,,,141.0,-159.0,,,,,15.0,,1608.6,-3.0,-126.0,144.0,,,,,False,,,,,True,,False,True,True,False,,,,
20079,1154,1674.0,1141.0,,,,,1070.0,,1754.4,960.9,1190.5,1869.0,,,,,520.0,-13.0,,,,,-84.0,,600.4,-193.1,36.5,715.0,,,,,True,,,,,True,,False,True,True,False,,,,
20081,129,150.0,0.0,,,,,208.0,,493.0,22.3,86.0,178.0,,,,,21.0,-129.0,,,,,79.0,,364.0,-106.7,-43.0,49.0,,,,,False,,,,,False,,False,False,False,False,,,,
20083,38,114.0,4.0,,,,,145.0,,17.5,9.9,140.5,121.0,,,,,76.0,-34.0,,,,,107.0,,-20.5,-28.1,102.5,83.0,,,,,True,,,,,False,,True,True,False,False,,,,
20085,466,516.0,534.0,,,,,585.0,,795.9,211.6,318.0,477.0,,,,,50.0,68.0,,,,,119.0,,329.9,-254.4,-148.0,11.0,,,,,False,,,,,False,,False,False,False,True,,,,
20087,605,750.0,973.0,,,,,653.0,,2603.0,286.8,250.0,946.0,,,,,145.0,368.0,,,,,48.0,,1998.0,-318.2,-355.0,341.0,,,,,False,,,,,True,,False,False,False,False,,,,
20089,110,78.0,0.0,,,,,292.0,,60.4,16.0,35.0,95.0,,,,,-32.0,-110.0,,,,,182.0,,-49.6,-94.0,-75.0,-15.0,,,,,False,,,,,False,,False,False,False,True,,,,
20091,15805,17670.0,13856.0,,,,,13218.0,,23849.7,13608.5,11563.5,17574.0,,13622.3,,,1865.0,-1949.0,,,,,-2587.0,,8044.7,-2196.5,-4241.5,1769.0,,-2182.7,,,False,,,,,False,,False,False,False,True,,False,,
20093,384,504.0,0.0,,,,,95.0,,1642.2,20.3,174.0,378.0,,,,,120.0,-384.0,,,,,-289.0,,1258.2,-363.7,-210.0,-6.0,,,,,False,,,,,False,,False,False,False,True,,,,
20095,262,432.0,396.0,,,,,205.0,,747.8,238.9,198.0,436.0,,,,,170.0,134.0,,,,,-57.0,,485.8,-23.1,-64.0,174.0,,,,,True,,,,,True,,False,True,True,False,,,,
20097,78,0.0,0.0,,,,,131.0,,0.0,17.0,43.0,48.0,,,,,-78.0,-78.0,,,,,53.0,,-78.0,-61.0,-35.0,-30.0,,,,,False,,,,,True,,False,True,True,True,,,,
20099,1259,714.0,669.0,,,,,729.0,,4973.7,296.8,418.0,1050.0,,,,,-545.0,-590.0,,,,,-530.0,,3714.7,-962.2,-841.0,-209.0,,,,,False,,,,,True,,False,False,False,True,,,,
20101,60,108.0,0.0,,,,,96.0,,27.7,14.6,51.0,100.0,,,,,48.0,-60.0,,,,,36.0,,-32.3,-45.4,-9.0,40.0,,,,,False,,,,,True,,True,True,True,True,,,,
20103,1710,1878.0,2596.0,,,,,2695.0,,4189.1,1262.6,974.0,2244.0,,948.7,,,168.0,886.0,,,,,985.0,,2479.1,-447.4,-736.0,534.0,,-761.3,,,False,,,,,False,,False,False,False,False,,False,,
20105,165,114.0,34.0,,,,,189.0,,1637.7,30.2,35.0,123.0,,,,,-51.0,-131.0,,,,,24.0,,1472.7,-134.8,-130.0,-42.0,,,,,False,,,,,True,,False,False,False,True,,,,
20107,286,288.0,363.0,,,,,294.0,,1967.1,62.7,154.0,329.0,,,,,2.0,77.0,,,,,8.0,,1681.1,-223.3,-132.0,43.0,,,,,False,,,,,False,,False,False,False,False,,,,
20109,69,156.0,0.0,,,,,74.0,,38.6,63.6,157.0,169.0,,,,,87.0,-69.0,,,,,5.0,,-30.4,-5.4,88.0,100.0,,,,,True,,,,,True,,True,True,False,False,,,,
20111,1174,2442.0,2798.0,,,,,1644.0,,7687.8,1157.2,632.0,2522.0,,994.0,,,1268.0,1624.0,,,,,470.0,,6513.8,-16.8,-542.0,1348.0,,-180.0,,,False,,,,,True,,False,True,True,False,,True,,
20113,1137,2244.0,1956.0,,,,,994.0,,2140.9,734.8,634.0,2298.0,,,,,1107.0,819.0,,,,,-143.0,,1003.9,-402.2,-503.0,1161.0,,,,,True,,,,,True,,True,True,True,False,,,,
20115,328,342.0,425.0,,,,,389.0,,255.9,103.8,259.0,456.0,,,,,14.0,97.0,,,,,61.0,,-72.1,-224.2,-69.0,128.0,,,,,False,,,,,False,,False,False,False,False,,,,
20117,493,624.0,633.0,,,,,579.0,,364.0,295.7,316.0,636.0,,,,,131.0,140.0,,,,,86.0,,-129.0,-197.3,-177.0,143.0,,,,,False,,,,,True,,True,False,False,False,,,,
20119,120,342.0,0.0,,,,,117.0,,617.7,43.3,122.0,317.0,,,,,222.0,-120.0,,,,,-3.0,,497.7,-76.7,2.0,197.0,,,,,True,,,,,True,,False,True,True,True,,,,
20121,1014,714.0,932.0,,,,,1067.0,,1361.7,449.6,410.0,966.0,,,,,-300.0,-82.0,,,,,53.0,,347.7,-564.4,-604.0,-48.0,,,,,True,,,,,True,,False,False,False,True,,,,
20123,222,396.0,200.0,,,,,261.0,,3198.0,75.9,137.0,386.0,,,,,174.0,-22.0,,,,,39.0,,2976.0,-146.1,-85.0,164.0,,,,,True,,,,,True,,False,True,True,True,,,,
20125,1347,642.0,849.0,,,,,1271.0,,2693.6,336.7,373.0,1178.0,,,,,-705.0,-498.0,,,,,-76.0,,1346.6,-1010.3,-974.0,-169.0,,,,,True,,,,,True,,False,False,False,True,,,,
20127,259,132.0,85.0,,,,,204.0,,29.9,42.1,89.0,187.0,,,,,-127.0,-174.0,,,,,-55.0,,-229.1,-216.9,-170.0,-72.0,,,,,False,,,,,True,,False,False,False,True,,,,
20129,64,192.0,0.0,,,,,249.0,,32.6,5.8,91.0,197.0,,,,,128.0,-64.0,,,,,185.0,,-31.4,-58.2,27.0,133.0,,,,,True,,,,,False,,True,True,True,False,,,,
20131,481,1014.0,546.0,,,,,513.0,,774.8,228.3,708.0,971.0,,,,,533.0,65.0,,,,,32.0,,293.8,-252.7,227.0,490.0,,,,,True,,,,,True,,True,True,True,True,,,,
20133,637,648.0,887.0,,,,,694.0,,389.0,342.2,431.0,815.0,,,,,11.0,250.0,,,,,57.0,,-248.0,-294.8,-206.0,178.0,,,,,False,,,,,False,,False,False,False,False,,,,
20135,75,180.0,0.0,,,,,85.0,,888.9,65.6,110.0,190.0,,,,,105.0,-75.0,,,,,10.0,,813.9,-9.4,35.0,115.0,,,,,True,,,,,True,,False,True,True,False,,,,
20137,156,270.0,60.0,,,,,254.0,,13.4,51.5,777.5,308.0,,,,,114.0,-96.0,,,,,98.0,,-142.6,-104.5,621.5,152.0,,,,,True,,,,,True,,False,True,False,False,,,,
20139,411,714.0,959.0,,,,,549.0,,4563.9,204.7,290.0,748.0,,,,,303.0,548.0,,,,,138.0,,4152.9,-206.3,-121.0,337.0,,,,,False,,,,,True,,False,True,True,False,,,,
20141,129,114.0,0.0,,,,,197.0,,562.5,33.5,38.0,121.0,,,,,-15.0,-129.0,,,,,68.0,,433.5,-95.5,-91.0,-8.0,,,,,False,,,,,False,,False,False,False,True,,,,
20143,229,204.0,0.0,,,,,227.0,,902.0,55.5,93.0,275.0,,,,,-25.0,-229.0,,,,,-2.0,,673.0,-173.5,-136.0,46.0,,,,,False,,,,,True,,False,False,False,False,,,,
20145,421,576.0,0.0,,,,,290.0,,1964.4,181.0,181.0,510.0,,,,,155.0,-421.0,,,,,-131.0,,1543.4,-240.0,-240.0,89.0,,,,,False,,,,,True,,False,False,False,True,,,,
20147,229,282.0,0.0,,,,,188.0,,73.7,65.3,217.0,298.0,,,,,53.0,-229.0,,,,,-41.0,,-155.3,-163.7,-12.0,69.0,,,,,False,,,,,True,,False,False,True,False,,,,
20149,538,474.0,632.0,,,,,1252.0,,877.8,281.9,289.0,769.0,,,,,-64.0,94.0,,,,,714.0,,339.8,-256.1,-249.0,231.0,,,,,False,,,,,False,,False,False,False,False,,,,
20151,251,426.0,424.0,,,,,340.0,,106.5,142.7,160.0,488.0,,,,,175.0,173.0,,,,,89.0,,-144.5,-108.3,-91.0,237.0,,,,,True,,,,,True,,True,True,True,False,,,,
20153,96,36.0,,,,,,198.0,,14.1,31.2,70.0,70.0,,,,,-60.0,,,,,,102.0,,-81.9,-64.8,-26.0,-26.0,,,,,,,,,,False,,False,False,True,True,,,,
20155,2916,4290.0,3490.0,,,,,2797.0,,7027.0,1684.9,747.0,4242.0,,3832.2,,,1374.0,574.0,,,,,-119.0,,4111.0,-1231.1,-2169.0,1326.0,,916.2,,,True,,,,,True,,False,True,False,True,,True,,
20157,334,510.0,385.0,,,,,245.0,,1654.1,66.5,183.0,412.0,,,,,176.0,51.0,,,,,-89.0,,1320.1,-267.5,-151.0,78.0,,,,,True,,,,,True,,False,False,True,True,,,,
20159,487,522.0,516.0,,,,,314.0,,3388.5,240.1,19.0,536.0,,,,,35.0,29.0,,,,,-173.0,,2901.5,-246.9,-468.0,49.0,,,,,True,,,,,False,,False,False,False,False,,,,
20161,1760,2100.0,1739.0,,,,,3707.0,,2273.9,1287.7,1213.0,2866.0,,512.3,,,340.0,-21.0,,,,,1947.0,,513.9,-472.3,-547.0,1106.0,,-1247.7,,,True,,,,,False,,False,False,False,False,,False,,
20163,249,378.0,235.0,,,,,128.0,,1445.2,37.8,137.0,346.0,,,,,129.0,-14.0,,,,,-121.0,,1196.2,-211.2,-112.0,97.0,,,,,True,,,,,True,,False,False,True,True,,,,
20165,199,246.0,0.0,,,,,236.0,,974.3,62.2,93.0,228.0,,,,,47.0,-199.0,,,,,37.0,,775.3,-136.8,-106.0,29.0,,,,,False,,,,,True,,False,False,False,True,,,,
20167,267,738.0,520.0,,,,,289.0,,412.9,299.9,121.0,609.0,,,,,471.0,253.0,,,,,22.0,,145.9,32.9,-146.0,342.0,,,,,True,,,,,True,,True,True,True,True,,,,
20169,2550,2394.0,2709.0,,,,,2450.0,,9285.7,1160.3,958.5,2972.0,,2400.4,,,-156.0,159.0,,,,,-100.0,,6735.7,-1389.7,-1591.5,422.0,,-149.6,,,False,,,,,True,,False,False,False,False,,True,,
20171,213,318.0,42.0,,,,,179.0,,279.9,55.6,136.0,317.0,,,,,105.0,-171.0,,,,,-34.0,,66.9,-157.4,-77.0,104.0,,,,,False,,,,,True,,True,False,True,True,,,,
20173,17132,23832.0,27489.0,,,,,19052.0,,37285.1,17161.1,14013.0,25674.0,,16571.1,,,6700.0,10357.0,,,,,1920.0,,20153.1,29.1,-3119.0,8542.0,,-560.9,,,False,,,,,True,,False,True,True,False,,True,,
20175,858,1362.0,294.0,,,,,1402.0,,779.7,726.2,836.0,1457.0,,652.6,,,504.0,-564.0,,,,,544.0,,-78.3,-131.8,-22.0,599.0,,-205.4,,,False,,,,,False,,True,True,True,False,,True,,
20177,5548,6276.0,5268.0,,,,,7194.0,,10805.0,4616.8,3478.0,7906.0,,3898.8,,,728.0,-280.0,,,,,1646.0,,5257.0,-931.2,-2070.0,2358.0,,-1649.2,,,True,,,,,False,,False,False,False,False,,False,,
20179,100,120.0,0.0,,,,,248.0,,51.3,23.7,180.0,148.0,,,,,20.0,-100.0,,,,,148.0,,-48.7,-76.3,80.0,48.0,,,,,False,,,,,False,,False,False,False,False,,,,
20181,152,294.0,220.0,,,,,229.0,,103.9,31.4,83.0,323.0,,,,,142.0,68.0,,,,,77.0,,-48.1,-120.6,-69.0,171.0,,,,,True,,,,,True,,True,True,True,False,,,,
20183,108,216.0,35.0,,,,,108.0,,593.0,81.3,98.0,209.0,,,,,108.0,-73.0,,,,,0.0,,485.0,-26.7,-10.0,101.0,,,,,True,,,,,True,,False,True,True,True,,,,
20185,103,168.0,25.0,,,,,83.0,,372.4,95.6,32.0,200.0,,,,,65.0,-78.0,,,,,-20.0,,269.4,-7.4,-71.0,97.0,,,,,False,,,,,True,,False,True,False,False,,,,
20187,29,78.0,,,,,,120.0,,41.0,5.5,53.0,86.0,,,,,49.0,,,,,,91.0,,12.0,-23.5,24.0,57.0,,,,,,,,,,False,,True,True,True,False,,,,
20189,123,342.0,182.0,,,,,249.0,,1428.1,46.6,207.0,359.0,,,,,219.0,59.0,,,,,126.0,,1305.1,-76.4,84.0,236.0,,,,,True,,,,,True,,False,True,True,False,,,,
20191,735,732.0,823.0,,,,,630.0,,1186.7,409.0,445.0,945.0,,,,,-3.0,88.0,,,,,-105.0,,451.7,-326.0,-290.0,210.0,,,,,False,,,,,False,,False,False,False,False,,,,
20193,327,516.0,347.0,,,,,366.0,,143.7,171.4,245.0,539.0,,,,,189.0,20.0,,,,,39.0,,-183.3,-155.6,-82.0,212.0,,,,,True,,,,,True,,True,True,True,False,,,,
20195,103,240.0,,,,,,105.0,,298.7,56.3,131.0,223.0,,,,,137.0,,,,,,2.0,,195.7,-46.7,28.0,120.0,,,,,,,,,,True,,False,True,True,True,,,,
20197,174,438.0,306.0,,,,,272.0,,1521.8,57.6,197.0,461.0,,,,,264.0,132.0,,,,,98.0,,1347.8,-116.4,23.0,287.0,,,,,True,,,,,True,,False,True,True,False,,,,
20199,28,102.0,0.0,,,,,68.0,,36.4,21.1,20.0,106.0,,,,,74.0,-28.0,,,,,40.0,,8.4,-6.9,-8.0,78.0,,,,,True,,,,,True,,True,True,True,False,,,,
20201,176,348.0,324.0,,,,,252.0,,499.7,153.6,235.0,388.0,,,,,172.0,148.0,,,,,76.0,,323.7,-22.4,59.0,212.0,,,,,True,,,,,True,,False,True,True,False,,,,
20203,58,204.0,0.0,,,,,133.0,,131.0,48.3,106.0,182.0,,,,,146.0,-58.0,,,,,75.0,,73.0,-9.7,48.0,124.0,,,,,True,,,,,True,,True,True,True,True,,,,
20205,443,234.0,339.0,,,,,366.0,,115.9,151.1,215.0,309.0,,,,,-209.0,-104.0,,,,,-77.0,,-327.1,-291.9,-228.0,-134.0,,,,,True,,,,,True,,False,False,False,True,,,,
20207,63,54.0,0.0,,,,,230.0,,231.5,4.2,36.0,78.0,,,,,-9.0,-63.0,,,,,167.0,,168.5,-58.8,-27.0,15.0,,,,,False,,,,,False,,False,False,False,False,,,,
20209,5357,5070.0,7950.0,,,,,5420.0,,10212.2,3561.1,2822.0,5481.0,,3429.0,,,-287.0,2593.0,,,,,63.0,,4855.2,-1795.9,-2535.0,124.0,,-1928.0,,,False,,,,,True,,False,False,False,True,,False,,
21001,536,588.0,343.0,,,,,532.0,,6183.1,173.1,769.0,678.0,,,,,52.0,-193.0,,,,,-4.0,,5647.1,-362.9,233.0,142.0,,,,,False,,,,,True,,False,False,False,False,,,,
21003,526,228.0,136.0,,,,,686.0,,132.4,212.2,230.0,549.0,,,,,-298.0,-390.0,,,,,160.0,,-393.6,-313.8,-296.0,23.0,,,,,False,,,,,True,,False,False,True,True,,,,
21005,563,438.0,569.0,,,,,457.0,,469.3,234.6,497.0,641.0,,,,,-125.0,6.0,,,,,-106.0,,-93.7,-328.4,-66.0,78.0,,,,,True,,,,,True,,True,False,True,True,,,,
21007,114,102.0,106.0,,,,,224.0,,13.1,26.4,90.0,189.0,,,,,-12.0,-8.0,,,,,110.0,,-100.9,-87.6,-24.0,75.0,,,,,True,,,,,False,,False,False,False,False,,,,
21009,769,1050.0,866.0,,,,,1187.0,,758.0,647.3,880.0,1539.0,,1097.5,,,281.0,97.0,,,,,418.0,,-11.0,-121.7,111.0,770.0,,328.5,,,True,,,,,False,,True,True,True,False,,False,,
21011,287,210.0,207.0,,,,,278.0,,144.2,115.9,172.0,367.0,,,,,-77.0,-80.0,,,,,-9.0,,-142.8,-171.1,-115.0,80.0,,,,,False,,,,,True,,False,False,False,False,,,,
21013,730,570.0,655.0,,,,,762.0,,42.0,607.3,564.5,1010.0,,,,,-160.0,-75.0,,,,,32.0,,-688.0,-122.7,-165.5,280.0,,,,,True,,,,,True,,False,True,False,False,,,,
21015,3879,3918.0,3766.0,,,,,4290.0,,4031.7,3771.9,7256.5,3607.0,,2128.6,,,39.0,-113.0,,,,,411.0,,152.7,-107.1,3377.5,-272.0,,-1750.4,,,False,,,,,False,,False,False,False,False,,False,,
21017,492,360.0,420.0,,,,,549.0,,374.0,204.3,345.5,498.0,,,,,-132.0,-72.0,,,,,57.0,,-118.0,-287.7,-146.5,6.0,,,,,True,,,,,True,,True,False,False,True,,,,
