,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01089,4053,4604.0,,4634.3,4230.3,4527.0,5301.0,,,,,3302.5,6544.7,,5799.1,3778.0,,3648.7,2864.8,4740.5,,5438.0,4598.5,,5729.0,4364.0,3915.8,,,,,3954.5,3600.7,5099.0,,,7736.0,551.0,,581.3,177.3,474.0,1248.0,,,,,-750.5,2491.7,,1746.1,-275.0,,-404.3,-1188.2,687.5,,1385.0,545.5,,1676.0,311.0,-137.2,,,,,-98.5,-452.3,1046.0,,,3683.0,,False,True,True,False,,,,,False,False,,False,True,,True,False,False,,False,True,,False,True,True,,,,,True,True,False,,,False
01091,225,274.0,,254.3,,255.0,0.0,,,,,235.3,174.0,,,217.0,,1044.6,142.2,,,245.5,249.1,,423.0,271.0,283.5,,,,,,231.1,,,,303.9,49.0,,29.3,,30.0,-225.0,,,,,10.3,-51.0,,,-8.0,,819.6,-82.8,,,20.5,24.1,,198.0,46.0,58.5,,,,,,6.1,,,,78.9,,True,,True,False,,,,,True,False,,,True,,False,False,,,True,True,,False,True,False,,,,,,True,,,,False
01093,293,344.0,,343.5,,331.0,320.0,,,,,309.0,300.6,,,361.0,,230.1,157.0,317.0,,376.0,334.4,,414.0,351.0,307.1,,,,,,266.6,,,,374.0,51.0,,50.5,,38.0,27.0,,,,,16.0,7.6,,,68.0,,-62.9,-136.0,24.0,,83.0,41.4,,121.0,58.0,14.1,,,,,,-26.4,,,,81.0,,True,,True,True,,,,,True,True,,,False,,False,False,True,,False,True,,False,False,True,,,,,,True,,,,False
01095,969,1176.0,,1220.9,,1072.0,966.0,,,,,944.8,1157.4,,1072.1,1372.0,,547.8,774.3,1290.5,,1242.0,1055.0,,1426.0,1215.0,945.3,,,,,799.2,847.9,,,,1514.5,207.0,,251.9,,103.0,-3.0,,,,,-24.2,188.4,,103.1,403.0,,-421.2,-194.7,321.5,,273.0,86.0,,457.0,246.0,-23.7,,,,,-169.8,-121.1,,,,545.5,,False,,True,True,,,,,True,True,,True,False,,False,True,False,,False,True,,False,False,True,,,,,True,True,,,,False
01097,3207,2380.0,,2336.3,2818.2,2821.0,2403.0,,,,,2764.6,3523.7,,3280.6,3272.0,,2038.8,1642.7,2510.5,,3154.5,3220.4,,3202.0,3090.0,2844.1,,,,,1896.3,1952.3,4586.0,,,3792.2,-827.0,,-870.7,-388.8,-386.0,-804.0,,,,,-442.4,316.7,,73.6,65.0,,-1168.2,-1564.3,-696.5,,-52.5,13.4,,-5.0,-117.0,-362.9,,,,,-1310.7,-1254.7,1379.0,,,585.2,,False,True,True,True,,,,,True,True,,True,True,,False,False,True,,True,True,,True,True,True,,,,,False,False,False,,,True
01099,207,206.0,,218.7,,196.0,242.0,,,,,132.3,274.9,,,199.0,,138.4,125.8,,,411.0,194.3,,278.0,222.0,161.1,,,,,,172.7,,,,175.4,-1.0,,11.7,,-11.0,35.0,,,,,-74.7,67.9,,,-8.0,,-68.6,-81.2,,,204.0,-12.7,,71.0,15.0,-45.9,,,,,,-34.3,,,,-31.6,,False,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
01101,1638,2048.0,,2074.3,,2234.0,2802.0,,,,,1662.1,2778.5,,2755.2,1585.0,,2688.3,1092.7,1824.5,,2285.0,2063.5,,2370.0,2405.0,2549.6,,,,,1793.9,2169.0,2223.0,,,2574.6,410.0,,436.3,,596.0,1164.0,,,,,24.1,1140.5,,1117.2,-53.0,,1050.3,-545.3,186.5,,647.0,425.5,,732.0,767.0,911.6,,,,,155.9,531.0,585.0,,,936.6,,False,,False,False,,,,,True,False,,False,True,,False,False,True,,False,False,,False,False,False,,,,,True,False,False,,,False
01103,1636,1766.0,,1651.2,,1607.0,1535.0,,,,,1357.7,1862.0,,,1633.0,,1090.3,1148.7,1875.0,,1639.0,1559.2,,2062.0,1698.0,1499.2,,,,,1774.8,1489.0,,,,1936.9,130.0,,15.2,,-29.0,-101.0,,,,,-278.3,226.0,,,-3.0,,-545.7,-487.3,239.0,,3.0,-76.8,,426.0,62.0,-136.8,,,,,138.8,-147.0,,,,300.9,,True,,True,True,,,,,False,False,,,True,,False,False,False,,True,True,,False,True,False,,,,,False,False,,,,False
01105,97,96.0,,98.4,,91.0,0.0,,,,,92.2,90.1,,,77.0,,112.3,49.7,,,115.0,88.2,,127.0,99.0,85.9,,,,,,81.8,,,,88.0,-1.0,,1.4,,-6.0,-97.0,,,,,-4.8,-6.9,,,-20.0,,15.3,-47.3,,,18.0,-8.8,,30.0,2.0,-11.1,,,,,,-15.2,,,,-9.0,,False,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
01107,209,310.0,,303.8,,258.0,153.0,,,,,237.5,236.8,,,220.0,,299.1,109.2,,,265.0,281.2,,356.0,267.0,227.4,,,,,,245.2,,,,318.7,101.0,,94.8,,49.0,-56.0,,,,,28.5,27.8,,,11.0,,90.1,-99.8,,,56.0,72.2,,147.0,58.0,18.4,,,,,,36.2,,,,109.7,,True,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
01109,223,164.0,,165.5,,173.0,132.0,,,,,202.1,163.7,,,268.0,,132.2,93.4,169.5,,170.0,152.8,,186.0,236.0,246.7,,,,,,224.7,,,,144.0,-59.0,,-57.5,,-50.0,-91.0,,,,,-20.9,-59.3,,,45.0,,-90.8,-129.6,-53.5,,-53.0,-70.2,,-37.0,13.0,23.7,,,,,,1.7,,,,-79.0,,True,,True,False,,,,,True,False,,,True,,False,False,True,,True,False,,True,True,True,,,,,,True,,,,False
01111,101,90.0,,89.9,,88.0,68.0,,,,,109.1,64.0,,,225.0,,30.2,57.3,,,82.0,106.8,,90.0,167.0,108.0,,,,,,121.0,,,,61.0,-11.0,,-11.1,,-13.0,-33.0,,,,,8.1,-37.0,,,124.0,,-70.8,-43.7,,,-19.0,5.8,,-11.0,66.0,7.0,,,,,,20.0,,,,-40.0,,False,,False,False,,,,,True,False,,,False,,False,False,,,False,True,,False,False,True,,,,,,False,,,,False
01113,266,244.0,,237.9,,282.0,320.0,,,,,271.7,280.6,,,451.0,,125.0,173.8,264.5,,281.0,294.3,,322.0,359.0,295.1,,,,,199.9,301.3,,,,190.5,-22.0,,-28.1,,16.0,54.0,,,,,5.7,14.6,,,185.0,,-141.0,-92.2,-1.5,,15.0,28.3,,56.0,93.0,29.1,,,,,-66.1,35.3,,,,-75.5,,False,,True,False,,,,,True,True,,,False,,False,False,True,,True,False,,False,False,False,,,,,False,False,,,,False
01115,987,1024.0,,1014.6,,998.0,1075.0,,,,,827.4,1050.9,,,878.0,,682.7,474.4,1090.0,,1110.5,993.4,,1218.0,1080.0,,,,,,925.9,770.3,,,,1075.0,37.0,,27.6,,11.0,88.0,,,,,-159.6,63.9,,,-109.0,,-304.3,-512.6,103.0,,123.5,6.4,,231.0,93.0,,,,,,-61.1,-216.7,,,,88.0,,True,,True,False,,,,,False,False,,,False,,False,False,False,,False,True,,False,False,,,,,,False,False,,,,False
01117,2271,2424.0,,2546.3,,2288.0,2276.0,,,,,1999.4,2847.7,,2622.6,2060.0,,1739.1,1362.4,2418.0,,2107.0,2223.8,,2774.0,2594.0,2279.2,,,,,2465.8,1901.9,2452.0,,,2843.3,153.0,,275.3,,17.0,5.0,,,,,-271.6,576.7,,351.6,-211.0,,-531.9,-908.6,147.0,,-164.0,-47.2,,503.0,323.0,8.2,,,,,194.8,-369.1,181.0,,,572.3,,False,,True,True,,,,,False,False,,False,False,,False,False,True,,False,True,,False,False,True,,,,,False,False,False,,,False
01119,125,158.0,,158.8,,129.0,149.0,,,,,103.8,112.4,,,108.0,,254.8,87.8,,,106.0,122.2,,198.0,142.0,107.1,,,,,,98.6,,,,150.8,33.0,,33.8,,4.0,24.0,,,,,-21.2,-12.6,,,-17.0,,129.8,-37.2,,,-19.0,-2.8,,73.0,17.0,-17.9,,,,,,-26.4,,,,25.8,,False,,True,True,,,,,True,True,,,True,,False,False,,,True,True,,False,True,True,,,,,,True,,,,True
01121,628,656.0,,627.2,,653.0,228.0,,,,,587.4,631.8,,,880.0,,527.5,457.4,762.0,,499.0,651.9,,824.0,756.0,695.4,,,,,603.4,459.2,,,,733.2,28.0,,-0.8,,25.0,-400.0,,,,,-40.6,3.8,,,252.0,,-100.5,-170.6,134.0,,-129.0,23.9,,196.0,128.0,67.4,,,,,-24.6,-168.8,,,,105.2,,True,,True,False,,,,,False,True,,,False,,False,False,False,,False,True,,False,False,False,,,,,True,False,,,,False
01123,232,234.0,,249.7,,222.0,29.0,,,,,215.7,260.3,,,355.0,,107.0,169.9,244.0,,183.0,233.7,,272.0,316.0,234.2,,,,,185.7,215.0,,,,304.9,2.0,,17.7,,-10.0,-203.0,,,,,-16.3,28.3,,,123.0,,-125.0,-62.1,12.0,,-49.0,1.7,,40.0,84.0,2.2,,,,,-46.3,-17.0,,,,72.9,,False,,False,False,,,,,False,False,,,False,,False,False,False,,False,True,,False,False,False,,,,,False,False,,,,False
01125,2382,2384.0,,2451.9,,2483.0,2779.0,,,,,2161.1,3166.2,,2848.0,2224.0,,2905.0,1306.7,2630.0,,2777.0,2312.1,,3078.0,2564.0,2437.7,,,,,2016.1,2073.3,1725.0,,,3232.0,2.0,,69.9,,101.0,397.0,,,,,-220.9,784.2,,466.0,-158.0,,523.0,-1075.3,248.0,,395.0,-69.9,,696.0,182.0,55.7,,,,,-365.9,-308.7,-657.0,,,850.0,,False,,False,False,,,,,False,False,,False,False,,False,False,False,,False,False,,False,False,False,,,,,False,False,False,,,False
01127,658,606.0,,615.8,,642.0,462.0,,,,,555.8,631.1,,,834.0,,462.2,391.9,739.5,,669.0,623.3,,732.0,699.0,703.7,,,,,669.1,443.9,,,,607.7,-52.0,,-42.2,,-16.0,-196.0,,,,,-102.2,-26.9,,,176.0,,-195.8,-266.1,81.5,,11.0,-34.7,,74.0,41.0,45.7,,,,,11.1,-214.1,,,,-50.3,,True,,True,False,,,,,False,True,,,False,,False,False,False,,True,True,,False,True,True,,,,,True,False,,,,True
01129,125,132.0,,133.1,,162.0,0.0,,,,,135.5,146.8,,,213.0,,194.7,62.6,,,223.0,203.7,,207.0,159.0,116.0,,,,,,125.3,,,,182.3,7.0,,8.1,,37.0,-125.0,,,,,10.5,21.8,,,88.0,,69.7,-62.4,,,98.0,78.7,,82.0,34.0,-9.0,,,,,,0.3,,,,57.3,,False,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,True,,,,False
01131,84,66.0,,86.5,,83.0,15.0,,,,,91.3,62.8,,,71.0,,2029.4,75.7,,,85.0,94.5,,,117.0,94.6,,,,,,77.5,,,,125.4,-18.0,,2.5,,-1.0,-69.0,,,,,7.3,-21.2,,,-13.0,,1945.4,-8.3,,,1.0,10.5,,,33.0,10.6,,,,,,-6.5,,,,41.4,,True,,True,False,,,,,True,False,,,True,,False,True,,,True,True,,,False,True,,,,,,True,,,,False
01133,297,188.0,,193.6,,214.0,123.0,,,,,191.3,154.9,,,333.0,,94.7,164.7,,,219.0,214.4,,257.0,251.0,253.5,,,,,,201.9,,,,201.1,-109.0,,-103.4,,-83.0,-174.0,,,,,-105.7,-142.1,,,36.0,,-202.3,-132.3,,,-78.0,-82.6,,-40.0,-46.0,-43.5,,,,,,-95.1,,,,-95.9,,True,,True,False,,,,,True,False,,,True,,False,False,,,True,True,,True,True,True,,,,,,True,,,,True
02013,0,0.0,,1.7,,0.0,0.0,,,,,3.2,10.2,,,,,0.0,2.2,,,7.0,0.4,,0.0,8.0,1.5,,,,,,,,,,1.7,0.0,,1.7,,0.0,0.0,,,,,3.2,10.2,,,,,0.0,2.2,,,7.0,0.4,,0.0,8.0,1.5,,,,,,,,,,1.7,,False,,True,True,,,,,False,False,,,,,False,False,,,False,False,,True,False,False,,,,,,,,,,False
02016,36,22.0,,10.8,,28.0,,,,,,19.9,46.5,,,,,17.3,125.9,,,52.0,25.6,,55.0,36.0,21.9,,,,,,45.0,,,,97.8,-14.0,,-25.2,,-8.0,,,,,,-16.1,10.5,,,,,-18.7,89.9,,,16.0,-10.4,,19.0,0.0,-14.1,,,,,,9.0,,,,61.8,,False,,True,,,,,,False,True,,,,,False,False,,,False,True,,False,True,False,,,,,,True,,,,False
02020,1707,2952.0,,2859.3,2765.7,2420.0,2822.0,,,,,1914.8,1786.6,,2380.5,,,2016.6,1811.5,2647.5,,2041.0,2086.0,,3115.0,2438.0,3450.8,,,,,3287.6,2590.2,1603.0,,,3153.7,1245.0,,1152.3,1058.7,713.0,1115.0,,,,,207.8,79.6,,673.5,,,309.6,104.5,940.5,,334.0,379.0,,1408.0,731.0,1743.8,,,,,1580.6,883.2,-104.0,,,1446.7,,True,True,True,True,,,,,True,True,,True,,,True,True,True,,True,True,,False,True,False,,,,,False,True,True,,,False
02050,463,268.0,,253.4,,179.0,0.0,,,,,183.4,295.9,,,,,150.8,154.5,,,116.0,179.0,,343.0,245.0,344.7,,,,,,149.8,,,,331.6,-195.0,,-209.6,,-284.0,-463.0,,,,,-279.6,-167.1,,,,,-312.2,-308.5,,,-347.0,-284.0,,-120.0,-218.0,-118.3,,,,,,-313.2,,,,-131.4,,False,,False,False,,,,,False,True,,,,,False,False,,,False,False,,True,False,True,,,,,,False,,,,True
02060,0,0.0,,0.0,,0.0,0.0,,,,,5.9,0.0,,,,,0.0,0.0,,,,0.0,,0.0,2.0,0.4,,,,,,,,,,1.6,0.0,,0.0,,0.0,0.0,,,,,5.9,0.0,,,,,0.0,0.0,,,,0.0,,0.0,2.0,0.4,,,,,,,,,,1.6,,True,,True,True,,,,,False,False,,,,,True,True,,,,False,,True,False,False,,,,,,,,,,False
02068,0,12.0,,12.0,,7.0,0.0,,,,,5.6,18.8,,,,,14.9,8.8,,,2.0,6.4,,14.0,12.0,,,,,,,30.0,,,,12.9,12.0,,12.0,,7.0,0.0,,,,,5.6,18.8,,,,,14.9,8.8,,,2.0,6.4,,14.0,12.0,,,,,,,30.0,,,,12.9,,True,,True,True,,,,,True,False,,,,,False,True,,,True,True,,False,False,,,,,,,False,,,,False
02070,15,6.0,,5.8,,8.0,0.0,,,,,6.8,13.0,,,,,8.9,5.4,,,11.0,3.6,,5.0,17.0,9.2,,,,,,34.0,,,,4.0,-9.0,,-9.2,,-7.0,-15.0,,,,,-8.2,-2.0,,,,,-6.1,-9.6,,,-4.0,-11.4,,-10.0,2.0,-5.8,,,,,,19.0,,,,-11.0,,False,,True,False,,,,,True,True,,,,,True,False,,,True,False,,False,True,True,,,,,,False,,,,False
02090,446,710.0,,681.7,,653.0,811.0,,,,,434.8,547.6,,,,,1328.7,457.6,579.0,,574.0,595.4,,987.0,666.0,537.9,,,,,507.7,513.4,,,,821.4,264.0,,235.7,,207.0,365.0,,,,,-11.2,101.6,,,,,882.7,11.6,133.0,,128.0,149.4,,541.0,220.0,91.9,,,,,61.7,67.4,,,,375.4,,True,,True,False,,,,,True,True,,,,,False,True,True,,True,True,,False,True,True,,,,,True,True,,,,False
02100,0,6.0,,6.2,,2.0,0.0,,,,,2.3,6.3,,,,,8.5,9.0,,,2.0,1.9,,,11.0,3.0,,,,,,,,,,3.4,6.0,,6.2,,2.0,0.0,,,,,2.3,6.3,,,,,8.5,9.0,,,2.0,1.9,,,11.0,3.0,,,,,,,,,,3.4,,False,,True,True,,,,,True,False,,,,,False,False,,,True,True,,,False,True,,,,,,,,,,True
02105,0,0.0,,0.0,,0.0,0.0,,,,,,0.7,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.7,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,True,,True,True,,,,,,False,,,,,True,True,,,,False,,True,,,,,,,,,,,,
02110,73,66.0,,63.0,,59.0,57.0,,,,,76.8,97.6,,,,,45.7,57.4,75.5,,39.0,59.9,,81.0,60.0,90.2,,,,,,,,,,80.4,-7.0,,-10.0,,-14.0,-16.0,,,,,3.8,24.6,,,,,-27.3,-15.6,2.5,,-34.0,-13.1,,8.0,-13.0,17.2,,,,,,,,,,7.4,,False,,False,False,,,,,True,False,,,,,False,False,True,,False,False,,False,False,False,,,,,,,,,,False
02122,202,496.0,,490.5,,334.0,471.0,,,,,307.7,388.9,,,,,177.6,298.6,,,291.0,352.5,,581.0,439.0,285.8,,,,,305.5,326.4,,,,498.6,294.0,,288.5,,132.0,269.0,,,,,105.7,186.9,,,,,-24.4,96.6,,,89.0,150.5,,379.0,237.0,83.8,,,,,103.5,124.4,,,,296.6,,True,,True,True,,,,,True,True,,,,,True,True,,,True,True,,False,True,True,,,,,True,True,,,,False
02130,15,16.0,,14.7,,14.0,0.0,,,,,19.7,64.8,,,,,3.9,16.3,,,13.0,15.7,,17.0,25.0,,,,,,,,,,,17.1,1.0,,-0.3,,-1.0,-15.0,,,,,4.7,49.8,,,,,-11.1,1.3,,,-2.0,0.7,,2.0,10.0,,,,,,,,,,,2.1,,True,,False,False,,,,,False,False,,,,,False,False,,,False,True,,False,False,,,,,,,,,,,False
02150,127,278.0,,272.5,,175.0,,,,,,131.4,156.7,,,,,320.2,183.0,,,101.0,172.3,,415.0,204.0,32.4,,,,,,245.1,,,,541.1,151.0,,145.5,,48.0,,,,,,4.4,29.7,,,,,193.2,56.0,,,-26.0,45.3,,288.0,77.0,-94.6,,,,,,118.1,,,,414.1,,True,,True,,,,,,True,True,,,,,False,True,,,True,True,,False,True,True,,,,,,True,,,,False
02158,167,136.0,,118.8,,94.0,0.0,,,,,,38.5,,,,,727.3,121.9,,,102.0,81.0,,248.0,,,,,,,,,,,,,-31.0,,-48.2,,-73.0,-167.0,,,,,,-128.5,,,,,560.3,-45.1,,,-65.0,-86.0,,81.0,,,,,,,,,,,,,,False,,False,False,,,,,,False,,,,,False,False,,,False,False,,False,,,,,,,,,,,,
02164,4,8.0,,7.6,,5.0,0.0,,,,,0.5,17.1,,,,,3.0,5.9,,,8.0,,,9.0,11.0,19.1,,,,,,42.0,,,,4.9,4.0,,3.6,,1.0,-4.0,,,,,-3.5,13.1,,,,,-1.0,1.9,,,4.0,,,5.0,7.0,15.1,,,,,,38.0,,,,0.9,,True,,True,False,,,,,True,False,,,,,True,True,,,False,,,False,False,False,,,,,,False,,,,True
02170,660,952.0,,740.9,,558.0,1222.0,,,,,495.6,627.6,,,,,163.9,673.0,530.5,,362.0,495.6,,714.0,821.0,560.5,,,,,762.6,759.7,,,,1314.2,292.0,,80.9,,-102.0,562.0,,,,,-164.4,-32.4,,,,,-496.1,13.0,-129.5,,-298.0,-164.4,,54.0,161.0,-99.5,,,,,102.6,99.7,,,,654.2,,True,,True,False,,,,,True,True,,,,,False,True,True,,False,True,,True,True,True,,,,,True,True,,,,False
02180,15,26.0,,20.1,,14.0,0.0,,,,,19.6,47.8,,,,,6.9,18.6,,,0.0,14.1,,19.0,37.0,28.2,,,,,,87.6,,,,24.7,11.0,,5.1,,-1.0,-15.0,,,,,4.6,32.8,,,,,-8.1,3.6,,,-15.0,-0.9,,4.0,22.0,13.2,,,,,,72.6,,,,9.7,,True,,True,False,,,,,True,False,,,,,True,True,,,False,True,,True,False,False,,,,,,False,,,,True
02185,73,212.0,,214.0,,154.0,0.0,,,,,103.4,127.9,,,,,204.3,147.9,,,271.0,129.1,,255.0,142.0,186.7,,,,,,146.0,,,,185.9,139.0,,141.0,,81.0,-73.0,,,,,30.4,54.9,,,,,131.3,74.9,,,198.0,56.1,,182.0,69.0,113.7,,,,,,73.0,,,,112.9,,False,,True,True,,,,,True,True,,,,,True,True,,,False,True,,False,True,True,,,,,,True,,,,True
02188,18,8.0,,7.8,,8.0,0.0,,,,,27.3,27.8,,,,,3.6,13.0,,,3.0,16.0,,,31.0,29.3,,,,,,98.3,,,,27.8,-10.0,,-10.2,,-10.0,-18.0,,,,,9.3,9.8,,,,,-14.4,-5.0,,,-15.0,-2.0,,,13.0,11.3,,,,,,80.3,,,,9.8,,False,,False,False,,,,,True,True,,,,,False,True,,,False,True,,,False,False,,,,,,False,,,,True
02195,3,0.0,,0.0,,0.0,0.0,,,,,2.5,1.1,,,,,0.1,2.1,,,2.0,0.5,,2.0,7.0,,,,,,,,,,,,-3.0,,-3.0,,-3.0,-3.0,,,,,-0.5,-1.9,,,,,-2.9,-0.9,,,-1.0,-2.5,,-1.0,4.0,,,,,,,,,,,,,False,,False,False,,,,,True,True,,,,,True,True,,,True,True,,True,False,,,,,,,,,,,
02198,6,6.0,,5.5,,5.0,0.0,,,,,8.4,10.4,,,,,1.3,15.6,,,6.0,8.3,,9.0,,,,,,,,,,,,,0.0,,-0.5,,-1.0,-6.0,,,,,2.4,4.4,,,,,-4.7,9.6,,,0.0,2.3,,3.0,,,,,,,,,,,,,,False,,False,False,,,,,False,False,,,,,False,False,,,True,False,,False,,,,,,,,,,,,
02220,14,48.0,,44.3,,24.0,0.0,,,,,26.3,52.7,,,,,11.8,25.9,,,16.0,30.6,,53.0,43.0,23.1,,,,,,,,,,54.7,34.0,,30.3,,10.0,-14.0,,,,,12.3,38.7,,,,,-2.2,11.9,,,2.0,16.6,,39.0,29.0,9.1,,,,,,,,,,40.7,,True,,True,True,,,,,True,False,,,,,True,True,,,True,True,,False,True,True,,,,,,,,,,False
02230,2,8.0,,8.3,,2.0,0.0,,,,,1.8,6.0,,,,,137.4,8.1,,,2.0,0.8,,4.0,,,,,,,,,,,,,6.0,,6.3,,0.0,-2.0,,,,,-0.2,4.0,,,,,135.4,6.1,,,0.0,-1.2,,2.0,,,,,,,,,,,,,,False,,True,True,,,,,True,True,,,,,False,False,,,True,True,,True,,,,,,,,,,,,
02240,27,48.0,,48.5,,30.0,0.0,,,,,32.5,71.7,,,,,18.7,21.0,,,13.0,30.0,,59.0,44.0,45.4,,,,,,47.9,,,,59.6,21.0,,21.5,,3.0,-27.0,,,,,5.5,44.7,,,,,-8.3,-6.0,,,-14.0,3.0,,32.0,17.0,18.4,,,,,,20.9,,,,32.6,,False,,True,False,,,,,True,False,,,,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
02261,48,26.0,,27.8,,21.0,,,,,,24.9,23.0,,,,,14.9,23.6,,,0.0,23.1,,40.0,37.0,20.7,,,,,,69.9,,,,33.8,-22.0,,-20.2,,-27.0,,,,,,-23.1,-25.0,,,,,-33.1,-24.4,,,-48.0,-24.9,,-8.0,-11.0,-27.3,,,,,,21.9,,,,-14.2,,True,,False,,,,,,False,False,,,,,False,False,,,False,False,,True,True,False,,,,,,True,,,,True
02275,2,2.0,,1.8,,2.0,0.0,,,,,3.5,4.0,,,,,0.0,8.5,,,3.0,3.4,,2.0,,,,,,,,,,,,,0.0,,-0.2,,0.0,-2.0,,,,,1.5,2.0,,,,,-2.0,6.5,,,1.0,1.4,,0.0,,,,,,,,,,,,,,False,,True,False,,,,,False,False,,,,,False,False,,,False,False,,True,,,,,,,,,,,,
02282,2,0.0,,0.4,,0.0,0.0,,,,,,0.7,,,,,3.3,1.6,,,4.0,0.1,,2.0,2.0,,,,,,,,,,,0.9,-2.0,,-1.6,,-2.0,-2.0,,,,,,-1.3,,,,,1.3,-0.4,,,2.0,-1.9,,0.0,0.0,,,,,,,,,,,-1.1,,True,,False,False,,,,,,True,,,,,True,True,,,False,True,,True,True,,,,,,,,,,,True
02290,5,34.0,,30.5,,18.0,,,,,,20.0,55.7,,,,,11.1,21.1,,,5.0,18.6,,24.0,38.0,,,,,,,49.4,,,,28.6,29.0,,25.5,,13.0,,,,,,15.0,50.7,,,,,6.1,16.1,,,0.0,13.6,,19.0,33.0,,,,,,,44.4,,,,23.6,,True,,True,,,,,,True,False,,,,,True,True,,,True,True,,True,False,,,,,,,False,,,,True
04001,868,762.0,,777.6,,763.0,939.0,,,,,915.6,715.0,,,1214.0,,1110.4,723.1,810.5,,639.0,750.4,,1020.0,893.0,673.6,,,,,428.4,331.4,,,,960.8,-106.0,,-90.4,,-105.0,71.0,,,,,47.6,-153.0,,,346.0,,242.4,-144.9,-57.5,,-229.0,-117.6,,152.0,25.0,-194.4,,,,,-439.6,-536.6,,,,92.8,,True,,True,True,,,,,True,False,,,False,,False,False,True,,False,False,,False,True,False,,,,,False,False,,,,True
04003,1685,1866.0,,1871.4,,1549.0,1757.0,,,,,1145.8,2553.3,,,910.0,,1355.0,1796.0,1652.5,,1742.0,1900.9,,2445.0,1797.0,1403.0,,,,,1599.7,1207.9,,,,2325.6,181.0,,186.4,,-136.0,72.0,,,,,-539.2,868.3,,,-775.0,,-330.0,111.0,-32.5,,57.0,215.9,,760.0,112.0,-282.0,,,,,-85.3,-477.1,,,,640.6,,False,,True,True,,,,,False,False,,,False,,False,True,True,,True,False,,False,True,False,,,,,True,False,,,,False
