,actual_deaths,Baseline,AIpert-pwllnod,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FDANIHASU-Sweight,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IHME-CurveFit,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_CritData-GBCF,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,SigSci-TS,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSB-ACTS,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UT-Mobility,UpstateSU-GRU,WalmartLabsML-LogForecasting,epiforecasts-ensemble1,error-Baseline,error-AIpert-pwllnod,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FDANIHASU-Sweight,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_CritData-GBCF,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-SigSci-TS,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSB-ACTS,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UT-Mobility,error-UpstateSU-GRU,error-WalmartLabsML-LogForecasting,error-epiforecasts-ensemble1,beat_baseline-AIpert-pwllnod,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FDANIHASU-Sweight,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_CritData-GBCF,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSB-ACTS,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UT-Mobility,beat_baseline-UpstateSU-GRU,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-epiforecasts-ensemble1
North Carolina,10896,11055.6,10471.0,10685.0,10936.2,11095.0,10865.8,10909.0,10356.0,10874.0,11144.9,10239.0,11847.4,,10970.0,10515.7,,10635.0,10942.0,10432.7,10828.0,11372.2,10503.6,12161.0,11439.2,11351.0,11157.5,10660.0,11406.3,10930.7,10839.5,,10854.4,10945.8,,10932.0,11401.3,11243.0,10508.4,,10758.2,10677.2,11030.0,10715.2,11159.0,11983.5,,9617.4,11260.0,159.6,-425.0,-211.0,40.2,199.0,-30.2,13.0,-540.0,-22.0,248.9,-657.0,951.4,,74.0,-380.3,,-261.0,46.0,-463.3,-68.0,476.2,-392.4,1265.0,543.2,455.0,261.5,-236.0,510.3,34.7,-56.5,,-41.6,49.8,,36.0,505.3,347.0,-387.6,,-137.8,-218.8,134.0,-180.8,263.0,1087.5,,-1278.6,364.0,False,False,True,False,True,True,False,True,False,False,False,,True,False,,False,True,False,True,False,False,False,False,False,False,False,False,True,True,,True,True,,True,False,False,False,,True,False,True,False,False,False,,False,False
North Dakota,1467,1551.7,1540.2,1493.9,1589.5,1551.0,1568.0,1530.0,1445.0,1546.0,1491.4,1506.0,1534.5,,1545.8,1497.8,,1567.8,1596.0,1529.7,1589.0,1507.6,1489.5,1502.0,1519.2,1615.0,1481.8,1519.6,1538.0,1535.0,1561.0,,,1537.9,,1514.0,1234.5,1534.0,1487.1,,1444.1,1560.8,1517.0,1656.3,1542.0,1501.0,,1521.1,1572.0,84.7,73.2,26.9,122.5,84.0,101.0,63.0,-22.0,79.0,24.4,39.0,67.5,,78.8,30.8,,100.8,129.0,62.7,122.0,40.6,22.5,35.0,52.2,148.0,14.8,52.6,71.0,68.0,94.0,,,70.9,,47.0,-232.5,67.0,20.1,,-22.9,93.8,50.0,189.3,75.0,34.0,,54.1,105.0,True,True,False,True,False,True,True,True,True,True,True,,True,True,,False,False,True,False,True,True,True,True,False,True,True,True,True,False,,,True,,True,False,True,True,,True,False,True,False,True,True,,True,False
Ohio,18015,12682.0,12955.1,12435.4,12912.8,13141.0,12860.4,12528.0,11901.0,12184.0,12221.3,11986.0,14920.6,,12527.7,12151.2,,12473.1,13191.0,11985.0,12796.0,13338.1,12268.3,12045.0,12784.8,13330.0,12308.8,12619.5,12917.9,12510.0,13806.0,,13052.6,12147.4,,12688.0,14516.6,11819.0,13106.7,,12869.2,12641.6,12222.0,12853.3,12579.0,12348.5,,11825.3,12475.0,420.0,693.1,173.4,650.8,879.0,598.4,266.0,-361.0,-78.0,-40.7,-276.0,2658.6,,265.7,-110.8,,211.1,929.0,-277.0,534.0,1076.1,6.3,-217.0,522.8,1068.0,46.8,357.5,655.9,248.0,1544.0,,790.6,-114.6,,426.0,2254.6,-443.0,844.7,,607.2,379.6,-40.0,591.3,317.0,86.5,,-436.7,213.0,False,True,False,False,False,True,True,True,True,True,False,,True,True,,True,False,True,False,False,True,True,False,False,True,True,False,True,False,,False,True,,False,False,False,False,,False,True,True,False,True,True,,False,True
Oklahoma,4155,4405.3,4518.2,4064.1,4359.4,4355.0,4347.1,4208.0,3670.0,4244.0,4025.9,3987.0,4747.0,,3976.3,3993.4,,3953.2,4242.0,3796.6,4398.0,4348.7,3874.4,4123.0,4442.2,4333.0,4358.2,4290.6,4317.0,4611.8,4141.0,,,3963.9,,4139.0,3303.1,4247.0,4413.4,,4173.0,4322.0,4174.0,4322.2,4305.0,4895.0,,3691.8,4250.0,250.3,363.2,-90.9,204.4,200.0,192.1,53.0,-485.0,89.0,-129.1,-168.0,592.0,,-178.7,-161.6,,-201.8,87.0,-358.4,243.0,193.7,-280.6,-32.0,287.2,178.0,203.2,135.6,162.0,456.8,-14.0,,,-191.1,,-16.0,-851.9,92.0,258.4,,18.0,167.0,19.0,167.2,150.0,740.0,,-463.2,95.0,False,True,True,True,True,True,False,True,True,True,False,,True,True,,True,True,False,True,True,False,True,False,True,True,True,True,False,True,,,True,,True,False,True,False,,True,True,True,True,True,False,,False,True
Oregon,2154,2188.6,2696.6,2289.0,2138.6,2328.0,2189.0,2236.0,2104.0,2264.0,2170.6,2198.0,2588.2,,2248.6,2349.0,,2576.7,2458.0,2278.2,2266.0,2522.4,2225.2,2228.0,2263.5,2473.0,,2181.7,2338.5,2159.5,2988.0,,,2291.3,,2257.0,2359.0,2142.0,2190.9,,2312.0,2218.1,2172.0,2353.9,2194.0,2162.5,,2121.0,2253.0,34.6,542.6,135.0,-15.4,174.0,35.0,82.0,-50.0,110.0,16.6,44.0,434.2,,94.6,195.0,,422.7,304.0,124.2,112.0,368.4,71.2,74.0,109.5,319.0,,27.7,184.5,5.5,834.0,,,137.3,,103.0,205.0,-12.0,36.9,,158.0,64.1,18.0,199.9,40.0,8.5,,-33.0,99.0,False,False,True,False,False,False,False,False,True,False,False,,False,False,,False,False,False,False,False,False,False,False,False,,True,False,True,False,,,False,,False,False,True,False,,False,False,True,False,False,True,,True,False
Pennsylvania,23540,25457.6,26777.2,25293.3,25911.6,26273.0,25697.9,24668.0,24226.0,24180.0,24360.7,23912.0,28665.1,,25100.6,24085.3,,24785.2,26330.0,23497.8,25015.0,23947.5,24317.8,24676.0,25127.5,25316.0,28373.1,25060.8,25984.2,24540.9,23748.0,,26059.0,24626.8,,24661.0,24752.9,24861.0,24638.7,,27203.8,25151.0,23914.0,26356.2,24599.0,25036.5,,22717.9,24858.0,1917.6,3237.2,1753.3,2371.6,2733.0,2157.9,1128.0,686.0,640.0,820.7,372.0,5125.1,,1560.6,545.3,,1245.2,2790.0,-42.2,1475.0,407.5,777.8,1136.0,1587.5,1776.0,4833.1,1520.8,2444.2,1000.9,208.0,,2519.0,1086.8,,1121.0,1212.9,1321.0,1098.7,,3663.8,1611.0,374.0,2816.2,1059.0,1496.5,,-822.1,1318.0,False,True,False,False,False,True,True,True,True,True,False,,True,True,,True,False,True,True,True,True,True,True,True,False,True,False,True,True,,False,True,,True,True,True,True,,False,True,True,False,True,True,,True,True
Rhode Island,2485,2383.9,2263.3,2341.7,2399.4,2398.0,2395.0,2393.0,2509.0,2408.0,2540.6,2299.0,3305.0,,2517.7,2460.0,,2389.4,2493.0,2330.1,2431.0,2302.8,2394.7,2339.0,2314.1,2455.0,2329.7,2415.3,2468.1,2363.5,2336.0,,,2339.2,,2311.0,2220.2,2147.0,2192.5,,2368.6,2444.8,2386.0,2404.0,2240.0,2317.0,,2137.6,2518.0,87.9,-32.7,45.7,103.4,102.0,99.0,97.0,213.0,112.0,244.6,3.0,1009.0,,221.7,164.0,,93.4,197.0,34.1,135.0,6.8,98.7,43.0,18.1,159.0,33.7,119.3,172.1,67.5,40.0,,,43.2,,15.0,-75.8,-149.0,-103.5,,72.6,148.8,90.0,108.0,-56.0,21.0,,-158.4,222.0,True,True,False,False,False,False,False,False,False,True,False,,False,False,,False,False,True,False,True,False,True,True,False,True,False,False,True,True,,,True,,True,True,False,False,,True,False,False,False,True,True,,False,False
South Carolina,8256,7742.7,8880.6,7808.1,7967.4,8205.0,7963.3,8210.0,8196.0,8573.0,8504.6,8808.0,9337.1,,8302.4,7758.5,,8474.4,8053.0,8628.7,8220.0,8095.5,7737.3,7248.0,8048.4,8181.0,8551.2,8030.0,8307.0,8114.2,8201.5,,8831.4,7834.7,,8257.0,8847.7,8741.0,7824.2,,7723.7,8071.4,8210.0,7492.5,8359.0,8344.0,,7103.7,8519.0,-513.3,624.6,-447.9,-288.6,-51.0,-292.7,-46.0,-60.0,317.0,248.6,552.0,1081.1,,46.4,-497.5,,218.4,-203.0,372.7,-36.0,-160.5,-518.7,-1008.0,-207.6,-75.0,295.2,-226.0,51.0,-141.8,-54.5,,575.4,-421.3,,1.0,591.7,485.0,-431.8,,-532.3,-184.6,-46.0,-763.5,103.0,88.0,,-1152.3,263.0,False,True,True,True,True,True,True,True,True,False,False,,True,True,,True,True,True,True,True,False,False,True,True,True,True,True,True,True,,False,True,,True,False,True,True,,False,True,True,False,True,True,,False,True
South Dakota,1859,1894.0,1934.1,1811.2,1933.5,1870.0,1948.0,1870.0,1755.0,1886.0,1791.7,1868.0,1947.4,,1898.8,1860.4,,1954.3,1891.0,1855.7,1956.0,1844.7,1817.6,1810.0,1855.4,1975.0,1747.8,1879.1,1890.8,1862.4,1854.0,,,1862.3,,1833.0,1786.9,1906.0,1831.3,,1740.8,1921.3,1870.0,2033.4,1875.0,1884.0,,1860.9,1918.0,35.0,75.1,-47.8,74.5,11.0,89.0,11.0,-104.0,27.0,-67.3,9.0,88.4,,39.8,1.4,,95.3,32.0,-3.3,97.0,-14.3,-41.4,-49.0,-3.6,116.0,-111.2,20.1,31.8,3.4,-5.0,,,3.3,,-26.0,-72.1,47.0,-27.7,,-118.2,62.3,11.0,174.4,16.0,25.0,,1.9,59.0,False,False,False,True,False,True,False,True,False,True,False,,False,True,,False,True,True,False,True,False,False,True,False,False,True,True,True,True,,,True,,True,False,False,True,,False,False,True,False,True,True,,True,False
Tennessee,11115,10664.1,10604.3,10735.7,10828.7,11003.0,10675.1,10447.0,9719.0,10094.0,10616.6,9919.0,12730.5,,10346.1,10140.0,,10875.4,11032.0,9702.5,10602.0,10405.7,10239.8,9940.0,10663.2,10911.0,10416.3,10584.9,11103.7,10103.9,11073.5,,11846.3,10374.0,,10555.0,10280.1,9905.0,10404.9,,10560.0,10574.2,10248.0,11203.1,10234.0,10364.5,,9715.9,10545.0,-450.9,-510.7,-379.3,-286.3,-112.0,-439.9,-668.0,-1396.0,-1021.0,-498.4,-1196.0,1615.5,,-768.9,-975.0,,-239.6,-83.0,-1412.5,-513.0,-709.3,-875.2,-1175.0,-451.8,-204.0,-698.7,-530.1,-11.3,-1011.1,-41.5,,731.3,-741.0,,-560.0,-834.9,-1210.0,-710.1,,-555.0,-540.8,-867.0,88.1,-881.0,-750.5,,-1399.1,-570.0,False,True,True,True,True,False,False,False,False,False,False,,False,False,,True,True,False,False,False,False,False,False,True,False,False,True,False,True,,False,False,,False,False,False,False,,False,False,False,True,False,False,,False,False
Texas,42041,43824.9,46763.1,42193.6,43870.4,44784.0,43913.1,43446.0,42785.0,47555.0,42550.8,42577.0,57671.8,,43546.8,42734.9,,42415.7,43708.0,44500.7,44740.0,41926.2,44019.7,42602.5,44897.6,44205.0,44701.9,42977.8,44830.8,44118.4,42978.0,,47133.0,41312.9,,43422.0,38625.7,40712.0,41947.1,,45491.2,43101.9,41831.0,43373.1,44511.0,46091.0,,38355.3,44583.0,1783.9,4722.1,152.6,1829.4,2743.0,1872.1,1405.0,744.0,5514.0,509.8,536.0,15630.8,,1505.8,693.9,,374.7,1667.0,2459.7,2699.0,-114.8,1978.7,561.5,2856.6,2164.0,2660.9,936.8,2789.8,2077.4,937.0,,5092.0,-728.1,,1381.0,-3415.3,-1329.0,-93.9,,3450.2,1060.9,-210.0,1332.1,2470.0,4050.0,,-3685.7,2542.0,False,True,False,False,False,True,True,False,True,True,False,,True,True,,True,True,False,False,True,False,True,False,False,False,True,False,False,True,,False,True,,True,False,True,True,,False,True,True,True,False,False,,False,False
Utah,1842,1988.4,2096.4,1893.9,1960.8,2185.0,1970.0,1932.0,1750.0,2001.0,1880.4,2040.0,1989.8,,1911.6,1965.3,,1939.0,1926.0,1840.4,1965.0,1539.6,1880.6,1839.0,2043.2,2046.0,,1977.4,1991.3,1873.0,1906.0,,,1961.0,,1903.0,1486.1,1832.0,1946.2,,2170.7,2015.8,1872.0,1979.1,1824.0,1875.0,,1241.4,1898.0,146.4,254.4,51.9,118.8,343.0,128.0,90.0,-92.0,159.0,38.4,198.0,147.8,,69.6,123.3,,97.0,84.0,-1.6,123.0,-302.4,38.6,-3.0,201.2,204.0,,135.4,149.3,31.0,64.0,,,119.0,,61.0,-355.9,-10.0,104.2,,328.7,173.8,30.0,137.1,-18.0,33.0,,-600.6,56.0,False,True,True,False,True,True,True,False,True,False,False,,True,True,,True,True,True,True,False,True,True,False,False,,True,False,True,True,,,True,,True,False,True,True,,False,False,True,True,True,True,,False,True
Vermont,196,197.0,190.8,193.1,199.4,208.0,198.0,211.0,205.0,229.0,261.7,247.0,206.5,,227.2,205.5,,243.7,237.0,186.7,231.0,306.7,239.2,181.0,188.2,307.0,170.7,204.3,223.4,205.2,211.0,,,191.3,,212.0,225.3,257.0,189.1,,180.5,245.9,203.0,206.6,198.0,190.0,,187.9,234.0,1.0,-5.2,-2.9,3.4,12.0,2.0,15.0,9.0,33.0,65.7,51.0,10.5,,31.2,9.5,,47.7,41.0,-9.3,35.0,110.7,43.2,-15.0,-7.8,111.0,-25.3,8.3,27.4,9.2,15.0,,,-4.7,,16.0,29.3,61.0,-6.9,,-15.5,49.9,7.0,10.6,2.0,-6.0,,-8.1,38.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,False,False,False,False,,False,False,False,False,False,False,,False,False
Virginia,7197,7424.1,7893.3,7311.0,7590.1,7772.0,7570.5,7564.0,7284.0,7826.0,7441.3,7334.0,8206.3,,7515.8,7410.6,,7700.2,7413.0,7704.0,8053.0,8194.8,7359.2,7503.0,7513.5,7613.0,7388.8,7719.4,7621.0,7594.1,7878.0,,7403.4,7488.1,,7860.0,8028.0,6678.0,7100.1,,7315.3,7740.8,7353.0,7539.8,7658.0,7278.0,,6604.7,7741.0,227.1,696.3,114.0,393.1,575.0,373.5,367.0,87.0,629.0,244.3,137.0,1009.3,,318.8,213.6,,503.2,216.0,507.0,856.0,997.8,162.2,306.0,316.5,416.0,191.8,522.4,424.0,397.1,681.0,,206.4,291.1,,663.0,831.0,-519.0,-96.9,,118.3,543.8,156.0,342.8,461.0,81.0,,-592.3,544.0,False,True,False,False,False,False,True,False,False,True,False,,False,True,,False,True,False,False,False,True,False,False,False,True,False,False,False,False,,True,False,,False,False,False,True,,True,False,True,False,False,True,,False,False
Washington,4822,4927.9,4768.4,4843.3,4936.0,4875.0,4958.6,4892.0,4940.0,4977.0,5160.8,4654.0,4874.3,,4747.5,4768.2,,5059.0,4902.5,4670.2,5095.0,5116.1,4810.1,4554.0,4634.5,5245.0,5025.3,5063.4,4977.3,4845.9,5358.0,,4754.8,4647.0,,4951.0,5022.1,5102.0,4892.3,,4837.8,5069.0,4742.0,4743.5,4527.0,4446.0,,4480.2,4913.0,105.9,-53.6,21.3,114.0,53.0,136.6,70.0,118.0,155.0,338.8,-168.0,52.3,,-74.5,-53.8,,237.0,80.5,-151.8,273.0,294.1,-11.9,-268.0,-187.5,423.0,203.3,241.4,155.3,23.9,536.0,,-67.2,-175.0,,129.0,200.1,280.0,70.3,,15.8,247.0,-80.0,-78.5,-295.0,-376.0,,-341.8,91.0,True,True,False,True,False,True,False,False,False,False,True,,True,True,,False,True,False,False,False,True,False,False,False,False,False,False,True,False,,True,False,,False,False,False,True,,True,False,True,True,False,False,,False,True
West Virginia,2254,2354.0,2341.7,2443.9,2369.3,2368.0,2316.0,2392.0,2177.0,2433.0,2512.9,2398.0,2998.5,,2398.0,2322.5,,2552.7,2477.0,2381.9,2445.0,2528.0,2350.4,2295.0,2377.4,2468.0,,2301.1,2530.7,2220.1,2526.0,,,2267.1,,2291.0,2755.8,2178.0,2310.2,,2468.6,2332.0,2278.0,2529.6,2427.0,2393.0,,2192.9,2394.0,100.0,87.7,189.9,115.3,114.0,62.0,138.0,-77.0,179.0,258.9,144.0,744.5,,144.0,68.5,,298.7,223.0,127.9,191.0,274.0,96.4,41.0,123.4,214.0,,47.1,276.7,-33.9,272.0,,,13.1,,37.0,501.8,-76.0,56.2,,214.6,78.0,24.0,275.6,173.0,139.0,,-61.1,140.0,True,False,False,False,True,False,True,False,False,False,False,,False,True,,False,False,False,False,False,True,True,False,False,,True,False,True,False,,,True,,True,False,True,True,,False,True,True,False,False,False,,True,False
Wisconsin,6871,7285.4,7181.9,7047.7,7196.8,7654.0,7300.4,7081.0,6802.0,7402.0,6828.9,6817.0,7026.5,,6917.8,7041.1,,6806.6,7421.0,6830.0,7278.0,7194.6,6839.7,6982.0,7302.2,7324.0,6918.9,7056.2,7267.1,6999.1,7839.0,,7235.8,7130.2,,7171.0,5371.5,7217.0,6963.5,,7034.7,7075.8,6864.0,7466.7,7101.0,7198.0,,6851.6,7158.0,414.4,310.9,176.7,325.8,783.0,429.4,210.0,-69.0,531.0,-42.1,-54.0,155.5,,46.8,170.1,,-64.4,550.0,-41.0,407.0,323.6,-31.3,111.0,431.2,453.0,47.9,185.2,396.1,128.1,968.0,,364.8,259.2,,300.0,-1499.5,346.0,92.5,,163.7,204.8,-7.0,595.7,230.0,327.0,,-19.4,287.0,True,True,True,False,False,True,True,False,True,True,True,,True,True,,True,False,True,True,True,True,True,False,False,True,True,True,True,False,,True,True,,True,False,True,True,,True,True,True,False,True,True,,True,True
Wyoming,662,760.0,709.5,689.4,754.9,735.0,767.0,704.0,650.0,844.0,740.3,711.0,787.8,,692.3,645.3,,679.7,659.0,658.3,724.0,668.7,647.7,759.0,622.0,694.0,,711.1,727.5,718.8,707.0,,,630.2,,731.0,531.7,725.0,606.4,,676.8,750.2,682.0,727.3,707.0,665.0,,653.0,770.0,98.0,47.5,27.4,92.9,73.0,105.0,42.0,-12.0,182.0,78.3,49.0,125.8,,30.3,-16.7,,17.7,-3.0,-3.7,62.0,6.7,-14.3,97.0,-40.0,32.0,,49.1,65.5,56.8,45.0,,,-31.8,,69.0,-130.3,63.0,-55.6,,14.8,88.2,20.0,65.3,45.0,3.0,,-9.0,108.0,True,True,True,True,False,True,True,False,True,True,False,,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,,True,False,True,True,,True,True,True,True,True,True,,True,False
US,499023,502582.3,524235.8,492392.4,501558.3,,503811.5,497319.0,484435.0,500100.0,524519.8,505819.0,594154.2,491429.3,498471.8,,513928.0,498874.5,501772.0,483546.7,505210.0,494276.1,490137.9,493551.0,510473.9,512962.0,458725.9,498292.0,513439.4,496634.1,515203.5,494076.9,521085.9,498814.2,493996.0,487340.0,489001.0,484475.0,467802.2,507846.0,,500121.4,483066.0,510076.3,497042.0,510055.5,485590.6,458849.2,495424.0,11074.3,32727.8,884.4,10050.3,,12303.5,5811.0,-7073.0,8592.0,33011.8,14311.0,102646.2,-78.7,6963.8,,22420.0,7366.5,10264.0,-7961.3,13702.0,2768.1,-1370.1,2043.0,18965.9,21454.0,-32782.1,6784.0,21931.4,5126.1,23695.5,2568.9,29577.9,7306.2,2488.0,-4168.0,-2507.0,-7033.0,-23705.8,16338.0,,8613.4,-8442.0,18568.3,5534.0,18547.5,-5917.4,-32658.8,3916.0,False,True,True,,False,True,True,True,False,False,False,True,True,,False,True,True,True,False,True,True,True,False,False,False,True,False,True,False,True,False,True,True,True,True,True,False,False,,True,True,False,True,False,True,False,True
