,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
13223,5674,2136.0,,,,2375.0,,308.6,,706.1,,,-3538.0,,,,-3299.0,,-5365.4,,-4967.9,,,,,,True,,False,,False,,
13225,817,408.0,,,,266.0,,60.6,,,,,-409.0,,,,-551.0,,-756.4,,,,,,,,False,,False,,,,
13227,1188,536.0,,,,582.0,,78.5,,,,,-652.0,,,,-606.0,,-1109.5,,,,,,,,True,,False,,,,
13229,665,216.0,,,,88.0,,6.5,,120.6,,,-449.0,,,,-577.0,,-658.5,,-544.4,,,,,,False,,False,,False,,
13231,808,496.0,,,,271.0,,47.3,,,,,-312.0,,,,-537.0,,-760.7,,,,,,,,False,,False,,,,
13233,1789,744.0,,,,992.0,,152.3,,408.6,,,-1045.0,,,,-797.0,,-1636.7,,-1380.4,,,,,,True,,False,,False,,
13235,262,72.0,,,,95.0,,2.4,,,,,-190.0,,,,-167.0,,-259.6,,,,,,,,True,,False,,,,
13237,559,200.0,,,,278.0,,37.0,,,,,-359.0,,,,-281.0,,-522.0,,,,,,,,True,,False,,,,
13239,41,120.0,,,,50.0,,106.5,,,,,79.0,,,,9.0,,65.5,,,,,,,,True,,True,,,,
13241,776,304.0,,,,229.0,,656.4,,,,,-472.0,,,,-547.0,,-119.6,,,,,,,,False,,True,,,,
13243,88,56.0,,,,109.0,,10.7,,,,,-32.0,,,,21.0,,-77.3,,,,,,,,True,,False,,,,
13245,7141,4064.0,,,,2332.0,,1345.7,,1191.1,,,-3077.0,,,,-4809.0,,-5795.3,,-5949.9,,,,,,False,,False,,False,,
13247,2084,888.0,,,,944.0,,228.8,,211.3,,,-1196.0,,,,-1140.0,,-1855.2,,-1872.7,,,,,,True,,False,,False,,
13249,93,24.0,,,,73.0,,1.7,,,,,-69.0,,,,-20.0,,-91.3,,,,,,,,True,,False,,,,
13251,166,48.0,,,,115.0,,24.5,,,,,-118.0,,,,-51.0,,-141.5,,,,,,,,True,,False,,,,
13253,249,432.0,,,,127.0,,1143.4,,,,,183.0,,,,-122.0,,894.4,,,,,,,,True,,False,,,,
13255,1998,816.0,,,,963.0,,93.5,,267.6,,,-1182.0,,,,-1035.0,,-1904.5,,-1730.4,,,,,,True,,False,,False,,
13257,1052,408.0,,,,473.0,,1193.7,,265.1,,,-644.0,,,,-579.0,,141.7,,-786.9,,,,,,True,,True,,False,,
13259,85,32.0,,,,122.0,,0.8,,,,,-53.0,,,,37.0,,-84.2,,,,,,,,True,,False,,,,
13261,716,120.0,,,,371.0,,10.9,,69.0,,,-596.0,,,,-345.0,,-705.1,,-647.0,,,,,,True,,False,,False,,
13263,122,80.0,,,,86.0,,39.9,,,,,-42.0,,,,-36.0,,-82.1,,,,,,,,True,,False,,,,
13265,42,24.0,,,,42.0,,6.7,,,,,-18.0,,,,0.0,,-35.3,,,,,,,,True,,False,,,,
13267,620,128.0,,,,168.0,,33.6,,95.2,,,-492.0,,,,-452.0,,-586.4,,-524.8,,,,,,True,,False,,False,,
13269,272,72.0,,,,122.0,,1.4,,,,,-200.0,,,,-150.0,,-270.6,,,,,,,,True,,False,,,,
13271,290,80.0,,,,149.0,,0.9,,,,,-210.0,,,,-141.0,,-289.1,,,,,,,,True,,False,,,,
13273,227,32.0,,,,107.0,,1.4,,,,,-195.0,,,,-120.0,,-225.6,,,,,,,,True,,False,,,,
13275,1394,352.0,,,,352.0,,38.9,,124.2,,,-1042.0,,,,-1042.0,,-1355.1,,-1269.8,,,,,,False,,False,,False,,
13277,1696,688.0,,,,383.0,,93.8,,141.9,,,-1008.0,,,,-1313.0,,-1602.2,,-1554.1,,,,,,False,,False,,False,,
13279,1007,200.0,,,,191.0,,49.2,,95.3,,,-807.0,,,,-816.0,,-957.8,,-911.7,,,,,,False,,False,,False,,
13281,346,288.0,,,,172.0,,30.0,,,,,-58.0,,,,-174.0,,-316.0,,,,,,,,False,,False,,,,
13283,224,80.0,,,,70.0,,2.6,,,,,-144.0,,,,-154.0,,-221.4,,,,,,,,False,,False,,,,
13285,1805,1104.0,,,,1239.0,,98.3,,293.7,,,-701.0,,,,-566.0,,-1706.7,,-1511.3,,,,,,True,,False,,False,,
13287,354,120.0,,,,63.0,,11.0,,,,,-234.0,,,,-291.0,,-343.0,,,,,,,,False,,False,,,,
13289,250,48.0,,,,82.0,,1.4,,,,,-202.0,,,,-168.0,,-248.6,,,,,,,,True,,False,,,,
13291,617,0.0,,,,374.0,,8.3,,191.9,,,-617.0,,,,-243.0,,-608.7,,-425.1,,,,,,True,,True,,True,,
13293,1186,496.0,,,,448.0,,18.9,,335.7,,,-690.0,,,,-738.0,,-1167.1,,-850.3,,,,,,False,,False,,False,,
13295,2386,1392.0,,,,1950.0,,910.9,,679.8,,,-994.0,,,,-436.0,,-1475.1,,-1706.2,,,,,,True,,False,,False,,
13297,3662,1096.0,,,,1173.0,,126.9,,604.9,,,-2566.0,,,,-2489.0,,-3535.1,,-3057.1,,,,,,True,,False,,False,,
13299,1161,560.0,,,,218.0,,15.7,,163.0,,,-601.0,,,,-943.0,,-1145.3,,-998.0,,,,,,False,,False,,False,,
13301,125,64.0,,,,64.0,,1.9,,,,,-61.0,,,,-61.0,,-123.1,,,,,,,,False,,False,,,,
13303,516,568.0,,,,249.0,,359.8,,,,,52.0,,,,-267.0,,-156.2,,,,,,,,False,,False,,,,
13305,900,592.0,,,,178.0,,73.0,,289.8,,,-308.0,,,,-722.0,,-827.0,,-610.2,,,,,,False,,False,,False,,
13307,45,32.0,,,,46.0,,0.6,,,,,-13.0,,,,1.0,,-44.4,,,,,,,,True,,False,,,,
13309,110,24.0,,,,72.0,,0.4,,,,,-86.0,,,,-38.0,,-109.6,,,,,,,,True,,False,,,,
13311,1290,376.0,,,,405.0,,598.8,,206.2,,,-914.0,,,,-885.0,,-691.2,,-1083.8,,,,,,True,,True,,False,,
13313,6371,4120.0,,,,2709.0,,4146.9,,1303.7,,,-2251.0,,,,-3662.0,,-2224.1,,-5067.3,,,,,,False,,True,,False,,
13315,301,64.0,,,,93.0,,1.3,,,,,-237.0,,,,-208.0,,-299.7,,,,,,,,True,,False,,,,
13317,308,280.0,,,,137.0,,24.2,,,,,-28.0,,,,-171.0,,-283.8,,,,,,,,False,,False,,,,
13319,290,120.0,,,,81.0,,10.0,,,,,-170.0,,,,-209.0,,-280.0,,,,,,,,False,,False,,,,
13321,644,80.0,,,,172.0,,15.4,,,,,-564.0,,,,-472.0,,-628.6,,,,,,,,True,,False,,,,
15001,536,672.0,,,,,,358.4,,259.4,,,136.0,,,,,,-177.6,,-276.6,,,,,,,,False,,False,,
15003,4865,4504.0,,,,,,4352.3,,1871.4,,,-361.0,,,,,,-512.7,,-2993.6,,,,,,,,False,,False,,
15005,0,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,True,,,,
15007,77,72.0,,,,,,528.0,,,,,-5.0,,,,,,451.0,,,,,,,,,,False,,,,
15009,1025,216.0,,,,,,414.9,,,,,-809.0,,,,,,-610.1,,,,,,,,,,True,,,,
16001,19326,17704.0,,,,12479.0,,53986.5,,5706.6,,,-1622.0,,,,-6847.0,,34660.5,,-13619.4,,,,,,False,,False,,False,,
16003,202,56.0,,,,80.0,,9.5,,,,,-146.0,,,,-122.0,,-192.5,,,,,,,,True,,False,,,,
16005,3374,2744.0,,,,5671.0,,760.3,,2414.0,,,-630.0,,,,2297.0,,-2613.7,,-960.0,,,,,,False,,False,,False,,
16007,166,184.0,,,,172.0,,1939.2,,,,,18.0,,,,6.0,,1773.2,,,,,,,,True,,False,,,,
16009,263,160.0,,,,437.0,,177.2,,,,,-103.0,,,,174.0,,-85.8,,,,,,,,False,,True,,,,
16011,1733,1928.0,,,,3042.0,,2509.0,,1131.3,,,195.0,,,,1309.0,,776.0,,-601.7,,,,,,False,,False,,False,,
16013,539,688.0,,,,712.0,,1000.7,,,,,149.0,,,,173.0,,461.7,,,,,,,,False,,False,,,,
16015,138,88.0,,,,134.0,,102.9,,,,,-50.0,,,,-4.0,,-35.1,,,,,,,,True,,True,,,,
16017,1467,1200.0,,,,945.0,,8658.8,,,,,-267.0,,,,-522.0,,7191.8,,,,,,,,False,,False,,,,
16019,4871,5424.0,,,,4998.0,,6507.8,,2533.5,,,553.0,,,,127.0,,1636.8,,-2337.5,,,,,,True,,False,,False,,
16021,326,312.0,,,,139.0,,83.6,,,,,-14.0,,,,-187.0,,-242.4,,,,,,,,False,,False,,,,
16023,62,16.0,,,,132.0,,7.7,,,,,-46.0,,,,70.0,,-54.3,,,,,,,,False,,False,,,,
16025,8,8.0,,,,57.0,,1.6,,,,,0.0,,,,49.0,,-6.4,,,,,,,,False,,False,,,,
16027,9330,9104.0,,,,5585.0,,5135.8,,3425.2,,,-226.0,,,,-3745.0,,-4194.2,,-5904.8,,,,,,False,,False,,False,,
16029,178,248.0,,,,249.0,,57.6,,,,,70.0,,,,71.0,,-120.4,,,,,,,,False,,False,,,,
16031,841,1360.0,,,,2306.0,,696.8,,560.8,,,519.0,,,,1465.0,,-144.2,,-280.2,,,,,,False,,True,,True,,
16033,7,24.0,,,,50.0,,232.1,,,,,17.0,,,,43.0,,225.1,,,,,,,,False,,False,,,,
16035,608,464.0,,,,408.0,,509.5,,,,,-144.0,,,,-200.0,,-98.5,,,,,,,,False,,True,,,,
16037,98,144.0,,,,96.0,,1021.2,,,,,46.0,,,,-2.0,,923.2,,,,,,,,True,,False,,,,
16039,669,720.0,,,,1174.0,,1326.8,,,,,51.0,,,,505.0,,657.8,,,,,,,,False,,False,,,,
16041,490,496.0,,,,663.0,,77.9,,,,,6.0,,,,173.0,,-412.1,,,,,,,,False,,False,,,,
16043,292,520.0,,,,324.0,,136.7,,,,,228.0,,,,32.0,,-155.3,,,,,,,,True,,True,,,,
16045,901,808.0,,,,572.0,,847.3,,,,,-93.0,,,,-329.0,,-53.7,,,,,,,,False,,True,,,,
16047,362,608.0,,,,941.0,,193.4,,,,,246.0,,,,579.0,,-168.6,,,,,,,,False,,True,,,,
16049,563,568.0,,,,849.0,,279.6,,,,,5.0,,,,286.0,,-283.4,,,,,,,,False,,False,,,,
16051,936,960.0,,,,1166.0,,1473.6,,588.4,,,24.0,,,,230.0,,537.6,,-347.6,,,,,,False,,False,,False,,
16053,715,1480.0,,,,2075.0,,1122.3,,691.7,,,765.0,,,,1360.0,,407.3,,-23.3,,,,,,False,,True,,True,,
16055,8117,5944.0,,,,7726.0,,4887.0,,1840.8,,,-2173.0,,,,-391.0,,-3230.0,,-6276.2,,,,,,True,,False,,False,,
16057,921,1856.0,,,,1458.0,,1156.3,,900.8,,,935.0,,,,537.0,,235.3,,-20.2,,,,,,True,,True,,True,,
16059,101,304.0,,,,273.0,,100.9,,,,,203.0,,,,172.0,,-0.1,,,,,,,,True,,True,,,,
16061,209,272.0,,,,171.0,,564.3,,,,,63.0,,,,-38.0,,355.3,,,,,,,,True,,False,,,,
16063,148,168.0,,,,274.0,,26.1,,,,,20.0,,,,126.0,,-121.9,,,,,,,,False,,False,,,,
16065,2161,2608.0,,,,1700.0,,746.6,,1896.2,,,447.0,,,,-461.0,,-1414.4,,-264.8,,,,,,False,,False,,True,,
16067,622,1168.0,,,,1933.0,,1170.8,,427.0,,,546.0,,,,1311.0,,548.8,,-195.0,,,,,,False,,False,,True,,
16069,1503,2952.0,,,,1900.0,,2423.0,,1554.7,,,1449.0,,,,397.0,,920.0,,51.7,,,,,,True,,True,,True,,
16071,178,88.0,,,,171.0,,53.5,,,,,-90.0,,,,-7.0,,-124.5,,,,,,,,True,,False,,,,
16073,436,448.0,,,,158.0,,583.4,,,,,12.0,,,,-278.0,,147.4,,,,,,,,False,,False,,,,
16075,798,928.0,,,,556.0,,476.7,,384.0,,,130.0,,,,-242.0,,-321.3,,-414.0,,,,,,False,,False,,False,,
16077,142,136.0,,,,389.0,,14.7,,,,,-6.0,,,,247.0,,-127.3,,,,,,,,False,,False,,,,
16079,512,488.0,,,,589.0,,2479.2,,,,,-24.0,,,,77.0,,1967.2,,,,,,,,False,,False,,,,
16081,392,600.0,,,,237.0,,2403.2,,,,,208.0,,,,-155.0,,2011.2,,,,,,,,True,,False,,,,
16083,2566,5376.0,,,,5349.0,,4564.4,,3870.1,,,2810.0,,,,2783.0,,1998.4,,1304.1,,,,,,True,,True,,True,,
16085,359,208.0,,,,337.0,,440.7,,,,,-151.0,,,,-22.0,,81.7,,,,,,,,True,,True,,,,
16087,458,504.0,,,,216.0,,182.5,,,,,46.0,,,,-242.0,,-275.5,,,,,,,,False,,False,,,,
17001,3547,5792.0,,,,3272.0,,8884.4,,4207.8,,,2245.0,,,,-275.0,,5337.4,,660.8,,,,,,True,,False,,True,,
17003,156,248.0,,,,140.0,,342.7,,,,,92.0,,,,-16.0,,186.7,,,,,,,,True,,False,,,,
17005,851,1272.0,,,,869.0,,5406.4,,,,,421.0,,,,18.0,,4555.4,,,,,,,,True,,False,,,,
17007,2361,4024.0,,,,3371.0,,4495.4,,2864.8,,,1663.0,,,,1010.0,,2134.4,,503.8,,,,,,True,,False,,True,,
17009,327,344.0,,,,449.0,,1048.2,,,,,17.0,,,,122.0,,721.2,,,,,,,,False,,False,,,,
17011,1348,2904.0,,,,1941.0,,9424.6,,1516.5,,,1556.0,,,,593.0,,8076.6,,168.5,,,,,,True,,False,,True,,
17013,264,320.0,,,,141.0,,859.6,,,,,56.0,,,,-123.0,,595.6,,,,,,,,False,,False,,,,
17015,509,1608.0,,,,996.0,,1282.8,,,,,1099.0,,,,487.0,,773.8,,,,,,,,True,,True,,,,
17017,994,1144.0,,,,499.0,,5441.9,,,,,150.0,,,,-495.0,,4447.9,,,,,,,,False,,False,,,,
17019,5907,8840.0,,,,8604.0,,13942.3,,2899.4,,,2933.0,,,,2697.0,,8035.3,,-3007.6,,,,,,True,,False,,False,,
17021,1366,2600.0,,,,2128.0,,7863.3,,1052.1,,,1234.0,,,,762.0,,6497.3,,-313.9,,,,,,True,,False,,True,,
17023,786,928.0,,,,722.0,,6157.4,,,,,142.0,,,,-64.0,,5371.4,,,,,,,,True,,False,,,,
17025,725,1104.0,,,,605.0,,3939.8,,,,,379.0,,,,-120.0,,3214.8,,,,,,,,True,,False,,,,
17027,2265,2960.0,,,,1807.0,,6299.5,,1121.1,,,695.0,,,,-458.0,,4034.5,,-1143.9,,,,,,True,,False,,False,,
17029,1777,2624.0,,,,3293.0,,2505.9,,767.4,,,847.0,,,,1516.0,,728.9,,-1009.6,,,,,,False,,True,,False,,
17031,169599,251744.0,,,,197093.0,,517877.8,,77350.4,,,82145.0,,,,27494.0,,348278.8,,-92248.6,,,,,,True,,False,,False,,
17033,848,768.0,,,,955.0,,3899.6,,,,,-80.0,,,,107.0,,3051.6,,,,,,,,False,,False,,,,
17035,546,536.0,,,,470.0,,2502.4,,,,,-10.0,,,,-76.0,,1956.4,,,,,,,,False,,False,,,,
17037,3145,5408.0,,,,5552.0,,7836.0,,5233.2,,,2263.0,,,,2407.0,,4691.0,,2088.2,,,,,,False,,False,,True,,
17039,559,624.0,,,,945.0,,4534.4,,,,,65.0,,,,386.0,,3975.4,,,,,,,,False,,False,,,,
17041,848,1040.0,,,,1033.0,,229.4,,,,,192.0,,,,185.0,,-618.6,,,,,,,,True,,False,,,,
17043,31177,40528.0,,,,36828.0,,77891.4,,31220.3,,,9351.0,,,,5651.0,,46714.4,,43.3,,,,,,True,,False,,True,,
17045,830,680.0,,,,875.0,,6560.0,,,,,-150.0,,,,45.0,,5730.0,,,,,,,,True,,False,,,,
17047,289,168.0,,,,157.0,,823.8,,,,,-121.0,,,,-132.0,,534.8,,,,,,,,False,,False,,,,
17049,2180,2624.0,,,,1918.0,,6564.8,,893.9,,,444.0,,,,-262.0,,4384.8,,-1286.1,,,,,,True,,False,,False,,
17051,1655,1736.0,,,,1407.0,,7408.2,,,,,81.0,,,,-248.0,,5753.2,,,,,,,,False,,False,,,,
17053,819,1016.0,,,,748.0,,5545.9,,,,,197.0,,,,-71.0,,4726.9,,,,,,,,True,,False,,,,
17055,2068,2496.0,,,,1521.0,,5313.8,,1930.2,,,428.0,,,,-547.0,,3245.8,,-137.8,,,,,,False,,False,,True,,
17057,1476,1464.0,,,,1881.0,,1113.2,,,,,-12.0,,,,405.0,,-362.8,,,,,,,,False,,False,,,,
17059,209,232.0,,,,107.0,,106.3,,,,,23.0,,,,-102.0,,-102.7,,,,,,,,False,,False,,,,
17061,600,928.0,,,,740.0,,4358.7,,,,,328.0,,,,140.0,,3758.7,,,,,,,,True,,False,,,,
17063,2197,3792.0,,,,2746.0,,11318.3,,2293.9,,,1595.0,,,,549.0,,9121.3,,96.9,,,,,,True,,False,,True,,
17065,381,768.0,,,,314.0,,3179.7,,,,,387.0,,,,-67.0,,2798.7,,,,,,,,True,,False,,,,
17067,692,1664.0,,,,748.0,,5447.2,,,,,972.0,,,,56.0,,4755.2,,,,,,,,True,,False,,,,
17069,167,168.0,,,,79.0,,819.4,,,,,1.0,,,,-88.0,,652.4,,,,,,,,False,,False,,,,
17071,218,336.0,,,,386.0,,602.9,,,,,118.0,,,,168.0,,384.9,,,,,,,,False,,False,,,,
17073,2152,3368.0,,,,3081.0,,22008.8,,638.5,,,1216.0,,,,929.0,,19856.8,,-1513.5,,,,,,True,,False,,False,,
17075,1334,2736.0,,,,1279.0,,10368.8,,,,,1402.0,,,,-55.0,,9034.8,,,,,,,,True,,False,,,,
17077,1810,2360.0,,,,1823.0,,13953.4,,853.9,,,550.0,,,,13.0,,12143.4,,-956.1,,,,,,True,,False,,False,,
17079,504,536.0,,,,410.0,,2846.3,,,,,32.0,,,,-94.0,,2342.3,,,,,,,,False,,False,,,,
17081,1762,1824.0,,,,1851.0,,5582.0,,1411.0,,,62.0,,,,89.0,,3820.0,,-351.0,,,,,,False,,False,,False,,
17083,1199,1408.0,,,,934.0,,8807.0,,,,,209.0,,,,-265.0,,7608.0,,,,,,,,False,,False,,,,
17085,571,1456.0,,,,1390.0,,5390.5,,,,,885.0,,,,819.0,,4819.5,,,,,,,,True,,False,,,,
17087,598,624.0,,,,396.0,,1889.8,,,,,26.0,,,,-202.0,,1291.8,,,,,,,,False,,False,,,,
17089,18650,27984.0,,,,25607.0,,59303.5,,22193.3,,,9334.0,,,,6957.0,,40653.5,,3543.3,,,,,,True,,False,,True,,
17091,4856,11688.0,,,,5758.0,,28342.0,,3836.9,,,6832.0,,,,902.0,,23486.0,,-1019.1,,,,,,True,,False,,True,,
17093,4406,7152.0,,,,5537.0,,25137.4,,5708.0,,,2746.0,,,,1131.0,,20731.4,,1302.0,,,,,,True,,False,,True,,
17095,2246,2824.0,,,,3236.0,,4193.7,,3147.6,,,578.0,,,,990.0,,1947.7,,901.6,,,,,,False,,False,,False,,
17097,20829,34184.0,,,,37024.0,,90581.2,,9876.7,,,13355.0,,,,16195.0,,69752.2,,-10952.3,,,,,,False,,False,,True,,
17099,4347,8552.0,,,,5970.0,,25633.8,,3085.1,,,4205.0,,,,1623.0,,21286.8,,-1261.9,,,,,,True,,False,,True,,
17101,1500,1120.0,,,,820.0,,5835.2,,,,,-380.0,,,,-680.0,,4335.2,,,,,,,,False,,False,,,,
17103,1485,2248.0,,,,2649.0,,1867.5,,2759.1,,,763.0,,,,1164.0,,382.5,,1274.1,,,,,,False,,True,,False,,
17105,1790,4096.0,,,,2069.0,,14620.6,,3048.1,,,2306.0,,,,279.0,,12830.6,,1258.1,,,,,,True,,False,,True,,
17107,1801,2312.0,,,,1551.0,,8415.5,,,,,511.0,,,,-250.0,,6614.5,,,,,,,,True,,False,,,,
17109,810,1968.0,,,,1334.0,,6565.4,,692.4,,,1158.0,,,,524.0,,5755.4,,-117.6,,,,,,True,,False,,True,,
17111,9398,17392.0,,,,14605.0,,74319.2,,10764.5,,,7994.0,,,,5207.0,,64921.2,,1366.5,,,,,,True,,False,,True,,
17113,6057,8960.0,,,,7578.0,,64747.0,,3029.6,,,2903.0,,,,1521.0,,58690.0,,-3027.4,,,,,,True,,False,,False,,
17115,3323,6088.0,,,,5569.0,,4245.5,,6932.1,,,2765.0,,,,2246.0,,922.5,,3609.1,,,,,,True,,True,,False,,
17117,2088,3232.0,,,,2118.0,,19764.8,,1112.9,,,1144.0,,,,30.0,,17676.8,,-975.1,,,,,,True,,False,,True,,
17119,12008,14408.0,,,,11741.0,,80105.9,,5479.7,,,2400.0,,,,-267.0,,68097.9,,-6528.3,,,,,,True,,False,,False,,
17121,2004,3088.0,,,,2020.0,,7747.1,,1880.3,,,1084.0,,,,16.0,,5743.1,,-123.7,,,,,,True,,False,,True,,
17123,373,360.0,,,,545.0,,1855.5,,,,,-13.0,,,,172.0,,1482.5,,,,,,,,False,,False,,,,
17125,640,640.0,,,,666.0,,888.6,,,,,0.0,,,,26.0,,248.6,,,,,,,,False,,False,,,,
17127,661,656.0,,,,482.0,,4006.4,,,,,-5.0,,,,-179.0,,3345.4,,,,,,,,False,,False,,,,
17129,486,712.0,,,,464.0,,5808.1,,,,,226.0,,,,-22.0,,5322.1,,,,,,,,True,,False,,,,
17131,583,976.0,,,,849.0,,1302.0,,,,,393.0,,,,266.0,,719.0,,,,,,,,True,,False,,,,
17133,1866,2224.0,,,,1079.0,,4606.8,,1400.3,,,358.0,,,,-787.0,,2740.8,,-465.7,,,,,,False,,False,,False,,
17135,1700,1040.0,,,,1851.0,,2164.3,,,,,-660.0,,,,151.0,,464.3,,,,,,,,True,,True,,,,
17137,1544,2904.0,,,,1730.0,,10455.8,,1015.1,,,1360.0,,,,186.0,,8911.8,,-528.9,,,,,,True,,False,,True,,
17139,636,736.0,,,,825.0,,415.1,,,,,100.0,,,,189.0,,-220.9,,,,,,,,False,,False,,,,
17141,2290,3040.0,,,,2844.0,,2402.3,,2599.6,,,750.0,,,,554.0,,112.3,,309.6,,,,,,True,,True,,True,,
17143,7390,8728.0,,,,9646.0,,21659.2,,5154.8,,,1338.0,,,,2256.0,,14269.2,,-2235.2,,,,,,False,,False,,False,,
17145,1755,1040.0,,,,1040.0,,2368.5,,,,,-715.0,,,,-715.0,,613.5,,,,,,,,False,,True,,,,
17147,542,1408.0,,,,781.0,,6820.1,,,,,866.0,,,,239.0,,6278.1,,,,,,,,True,,False,,,,
17149,711,1440.0,,,,625.0,,1171.2,,,,,729.0,,,,-86.0,,460.2,,,,,,,,True,,True,,,,
17151,162,72.0,,,,78.0,,333.6,,,,,-90.0,,,,-84.0,,171.6,,,,,,,,True,,False,,,,
17153,274,280.0,,,,118.0,,1751.4,,,,,6.0,,,,-156.0,,1477.4,,,,,,,,False,,False,,,,
17155,178,272.0,,,,285.0,,442.8,,,,,94.0,,,,107.0,,264.8,,,,,,,,False,,False,,,,
17157,1786,1744.0,,,,1762.0,,1506.8,,783.6,,,-42.0,,,,-24.0,,-279.2,,-1002.4,,,,,,True,,False,,False,,
17159,957,728.0,,,,720.0,,6327.8,,,,,-229.0,,,,-237.0,,5370.8,,,,,,,,False,,False,,,,
17161,4832,10248.0,,,,9291.0,,29617.0,,7329.2,,,5416.0,,,,4459.0,,24785.0,,2497.2,,,,,,True,,False,,True,,
17163,10503,9704.0,,,,9788.0,,47651.2,,3902.2,,,-799.0,,,,-715.0,,37148.2,,-6600.8,,,,,,True,,False,,False,,
17165,1060,1056.0,,,,1090.0,,1134.7,,,,,-4.0,,,,30.0,,74.7,,,,,,,,False,,False,,,,
17167,6542,13520.0,,,,8932.0,,44166.4,,3985.7,,,6978.0,,,,2390.0,,37624.4,,-2556.3,,,,,,True,,False,,True,,
17169,415,296.0,,,,380.0,,640.5,,,,,-119.0,,,,-35.0,,225.5,,,,,,,,True,,False,,,,
17171,176,248.0,,,,163.0,,2013.7,,,,,72.0,,,,-13.0,,1837.7,,,,,,,,True,,False,,,,
17173,855,1144.0,,,,1320.0,,1841.1,,,,,289.0,,,,465.0,,986.1,,,,,,,,False,,False,,,,
17175,332,216.0,,,,209.0,,1269.2,,,,,-116.0,,,,-123.0,,937.2,,,,,,,,False,,False,,,,
17177,1429,3032.0,,,,3033.0,,2788.7,,1764.0,,,1603.0,,,,1604.0,,1359.7,,335.0,,,,,,False,,True,,True,,
17179,6689,8112.0,,,,6885.0,,29421.1,,5249.9,,,1423.0,,,,196.0,,22732.1,,-1439.1,,,,,,True,,False,,False,,
17181,934,608.0,,,,629.0,,846.6,,,,,-326.0,,,,-305.0,,-87.4,,,,,,,,True,,True,,,,
17183,4186,4472.0,,,,4364.0,,9956.8,,3218.9,,,286.0,,,,178.0,,5770.8,,-967.1,,,,,,True,,False,,False,,
17185,751,464.0,,,,526.0,,2259.7,,,,,-287.0,,,,-225.0,,1508.7,,,,,,,,True,,False,,,,
17187,732,1120.0,,,,945.0,,1537.2,,,,,388.0,,,,213.0,,805.2,,,,,,,,True,,False,,,,
17189,876,672.0,,,,543.0,,1394.0,,,,,-204.0,,,,-333.0,,518.0,,,,,,,,False,,False,,,,
17191,718,664.0,,,,807.0,,2236.7,,,,,-54.0,,,,89.0,,1518.7,,,,,,,,False,,False,,,,
17193,834,496.0,,,,455.0,,1365.5,,,,,-338.0,,,,-379.0,,531.5,,,,,,,,False,,False,,,,
17195,2205,5240.0,,,,4141.0,,7802.8,,5632.6,,,3035.0,,,,1936.0,,5597.8,,3427.6,,,,,,True,,False,,False,,
17197,26519,40656.0,,,,28636.0,,100846.8,,13150.8,,,14137.0,,,,2117.0,,74327.8,,-13368.2,,,,,,True,,False,,True,,
17199,3048,3680.0,,,,3135.0,,9399.6,,1674.2,,,632.0,,,,87.0,,6351.6,,-1373.8,,,,,,True,,False,,False,,
17201,9968,15536.0,,,,17549.0,,11207.6,,13946.6,,,5568.0,,,,7581.0,,1239.6,,3978.6,,,,,,False,,True,,True,,
17203,1846,1928.0,,,,1965.0,,3641.4,,,,,82.0,,,,119.0,,1795.4,,,,,,,,False,,False,,,,
18001,1595,2920.0,,,,1821.0,,9068.2,,,,,1325.0,,,,226.0,,7473.2,,,,,,,,True,,False,,,,
18003,16409,21376.0,,,,16396.0,,73331.9,,17974.3,,,4967.0,,,,-13.0,,56922.9,,1565.3,,,,,,True,,False,,True,,
18005,3682,3544.0,,,,2629.0,,21282.7,,1375.4,,,-138.0,,,,-1053.0,,17600.7,,-2306.6,,,,,,False,,False,,False,,
18007,594,600.0,,,,231.0,,4338.4,,,,,6.0,,,,-363.0,,3744.4,,,,,,,,False,,False,,,,
18009,649,512.0,,,,491.0,,255.4,,,,,-137.0,,,,-158.0,,-393.6,,,,,,,,False,,False,,,,
18011,3127,2512.0,,,,2194.0,,5369.3,,1693.0,,,-615.0,,,,-933.0,,2242.3,,-1434.0,,,,,,False,,False,,False,,
18013,573,464.0,,,,300.0,,6463.4,,,,,-109.0,,,,-273.0,,5890.4,,,,,,,,False,,False,,,,
18015,920,688.0,,,,630.0,,681.0,,,,,-232.0,,,,-290.0,,-239.0,,,,,,,,False,,False,,,,
