,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
06029,41405,9312.0,,,,9820.0,,24530.6,,5927.1,,,-32093.0,,,,-31585.0,,-16874.4,,-35477.9,,,,,,True,,True,,False,,
06031,8277,4360.0,,,,1664.0,,3335.6,,1437.6,,,-3917.0,,,,-6613.0,,-4941.4,,-6839.4,,,,,,False,,False,,False,,
06033,1344,240.0,,,,277.0,,89.5,,,,,-1104.0,,,,-1067.0,,-1254.5,,,,,,,,True,,False,,,,
06035,3837,2136.0,,,,385.0,,14963.4,,,,,-1701.0,,,,-3452.0,,11126.4,,,,,,,,False,,False,,,,
06037,570406,132576.0,,,,72206.0,,186815.7,,48561.3,,,-437830.0,,,,-498200.0,,-383590.3,,-521844.7,,,,,,False,,True,,False,,
06039,6420,1416.0,,,,1063.0,,651.7,,1158.8,,,-5004.0,,,,-5357.0,,-5768.3,,-5261.2,,,,,,False,,False,,False,,
06041,3406,896.0,,,,927.0,,470.8,,587.7,,,-2510.0,,,,-2479.0,,-2935.2,,-2818.3,,,,,,True,,False,,False,,
06043,227,16.0,,,,70.0,,3187.3,,,,,-211.0,,,,-157.0,,2960.3,,,,,,,,True,,False,,,,
06045,1878,424.0,,,,200.0,,263.7,,301.0,,,-1454.0,,,,-1678.0,,-1614.3,,-1577.0,,,,,,False,,False,,False,,
06047,11132,2648.0,,,,2402.0,,2279.9,,2084.8,,,-8484.0,,,,-8730.0,,-8852.1,,-9047.2,,,,,,False,,False,,False,,
06049,267,152.0,,,,89.0,,312.8,,,,,-115.0,,,,-178.0,,45.8,,,,,,,,False,,True,,,,
06051,489,1080.0,,,,81.0,,4936.0,,,,,591.0,,,,-408.0,,4447.0,,,,,,,,True,,False,,,,
06053,19627,4520.0,,,,2611.0,,9123.2,,2734.8,,,-15107.0,,,,-17016.0,,-10503.8,,-16892.2,,,,,,False,,True,,False,,
06055,4104,2008.0,,,,633.0,,10467.5,,895.5,,,-2096.0,,,,-3471.0,,6363.5,,-3208.5,,,,,,False,,False,,False,,
06057,2066,984.0,,,,452.0,,943.2,,,,,-1082.0,,,,-1614.0,,-1122.8,,,,,,,,False,,False,,,,
06059,142607,22744.0,,,,18483.0,,29656.0,,8308.6,,,-119863.0,,,,-124124.0,,-112951.0,,-134298.4,,,,,,False,,True,,False,,
06061,10322,3536.0,,,,2470.0,,6124.3,,1325.5,,,-6786.0,,,,-7852.0,,-4197.7,,-8996.5,,,,,,False,,True,,False,,
06063,408,296.0,,,,105.0,,2441.9,,,,,-112.0,,,,-303.0,,2033.9,,,,,,,,False,,False,,,,
06065,137947,27872.0,,,,24774.0,,28216.7,,12539.8,,,-110075.0,,,,-113173.0,,-109730.3,,-125407.2,,,,,,False,,True,,False,,
06067,43408,18456.0,,,,9714.0,,88629.3,,7827.4,,,-24952.0,,,,-33694.0,,45221.3,,-35580.6,,,,,,False,,False,,False,,
06069,2770,672.0,,,,360.0,,4651.9,,411.6,,,-2098.0,,,,-2410.0,,1881.9,,-2358.4,,,,,,False,,True,,False,,
06071,150435,45384.0,,,,23437.0,,98171.4,,17102.6,,,-105051.0,,,,-126998.0,,-52263.6,,-133332.4,,,,,,False,,True,,False,,
06073,124919,32200.0,,,,17185.0,,58370.0,,12758.5,,,-92719.0,,,,-107734.0,,-66549.0,,-112160.5,,,,,,False,,True,,False,,
06075,12862,5248.0,,,,3509.0,,32776.4,,2909.5,,,-7614.0,,,,-9353.0,,19914.4,,-9952.5,,,,,,False,,False,,False,,
06077,28036,7056.0,,,,5546.0,,2761.7,,5165.7,,,-20980.0,,,,-22490.0,,-25274.3,,-22870.3,,,,,,False,,False,,False,,
06079,8248,3760.0,,,,1973.0,,41733.3,,1464.5,,,-4488.0,,,,-6275.0,,33485.3,,-6783.5,,,,,,False,,False,,False,,
06081,15607,5240.0,,,,2702.0,,7973.3,,2685.9,,,-10367.0,,,,-12905.0,,-7633.7,,-12921.1,,,,,,False,,True,,False,,
06083,10135,2296.0,,,,2801.0,,2827.3,,1062.2,,,-7839.0,,,,-7334.0,,-7307.7,,-9072.8,,,,,,True,,True,,False,,
06085,54193,14720.0,,,,7719.0,,35583.7,,7944.5,,,-39473.0,,,,-46474.0,,-18609.3,,-46248.5,,,,,,False,,True,,False,,
06087,7130,2256.0,,,,834.0,,6586.2,,1138.8,,,-4874.0,,,,-6296.0,,-543.8,,-5991.2,,,,,,False,,True,,False,,
06089,6146,4064.0,,,,1371.0,,5221.2,,1101.8,,,-2082.0,,,,-4775.0,,-924.8,,-5044.2,,,,,,False,,True,,False,,
06091,59,32.0,,,,38.0,,1235.5,,,,,-27.0,,,,-21.0,,1176.5,,,,,,,,True,,False,,,,
06093,939,640.0,,,,169.0,,165.1,,,,,-299.0,,,,-770.0,,-773.9,,,,,,,,False,,False,,,,
06095,13503,4776.0,,,,2222.0,,9174.6,,2083.4,,,-8727.0,,,,-11281.0,,-4328.4,,-11419.6,,,,,,False,,True,,False,,
06097,10419,3992.0,,,,2354.0,,3149.1,,2291.5,,,-6427.0,,,,-8065.0,,-7269.9,,-8127.5,,,,,,False,,False,,False,,
06099,29094,6208.0,,,,4723.0,,18390.5,,2402.1,,,-22886.0,,,,-24371.0,,-10703.5,,-26691.9,,,,,,False,,True,,False,,
06101,4876,1136.0,,,,606.0,,5209.6,,736.8,,,-3740.0,,,,-4270.0,,333.6,,-4139.2,,,,,,False,,True,,False,,
06103,2585,1144.0,,,,402.0,,961.6,,410.6,,,-1441.0,,,,-2183.0,,-1623.4,,-2174.4,,,,,,False,,False,,False,,
06105,224,200.0,,,,49.0,,3335.4,,,,,-24.0,,,,-175.0,,3111.4,,,,,,,,False,,False,,,,
06107,18065,4672.0,,,,4751.0,,3332.9,,1997.6,,,-13393.0,,,,-13314.0,,-14732.1,,-16067.4,,,,,,True,,False,,False,,
06109,2713,1104.0,,,,293.0,,16298.5,,,,,-1609.0,,,,-2420.0,,13585.5,,,,,,,,False,,False,,,,
06111,34381,7600.0,,,,5355.0,,31595.8,,3239.3,,,-26781.0,,,,-29026.0,,-2785.2,,-31141.7,,,,,,False,,True,,False,,
06113,5630,2384.0,,,,993.0,,14449.5,,926.6,,,-3246.0,,,,-4637.0,,8819.5,,-4703.4,,,,,,False,,False,,False,,
06115,2891,760.0,,,,554.0,,755.9,,434.3,,,-2131.0,,,,-2337.0,,-2135.1,,-2456.7,,,,,,False,,False,,False,,
08001,20701,31160.0,,,,23797.0,,16002.6,,25132.6,,,10459.0,,,,3096.0,,-4698.4,,4431.6,,,,,,True,,True,,True,,
08003,552,480.0,,,,534.0,,205.9,,,,,-72.0,,,,-18.0,,-346.1,,,,,,,,True,,False,,,,
08005,21401,27720.0,,,,24733.0,,23781.1,,20128.9,,,6319.0,,,,3332.0,,2380.1,,-1272.1,,,,,,True,,True,,True,,
08007,442,168.0,,,,114.0,,2520.7,,,,,-274.0,,,,-328.0,,2078.7,,,,,,,,False,,False,,,,
08009,165,24.0,,,,151.0,,3.9,,,,,-141.0,,,,-14.0,,-161.1,,,,,,,,True,,False,,,,
08011,1193,72.0,,,,165.0,,166.5,,,,,-1121.0,,,,-1028.0,,-1026.5,,,,,,,,True,,True,,,,
08013,7378,12096.0,,,,7157.0,,27557.6,,6587.1,,,4718.0,,,,-221.0,,20179.6,,-790.9,,,,,,True,,False,,True,,
08014,1523,1960.0,,,,2345.0,,1106.2,,1508.9,,,437.0,,,,822.0,,-416.8,,-14.1,,,,,,False,,True,,True,,
08015,678,208.0,,,,507.0,,53.9,,,,,-470.0,,,,-171.0,,-624.1,,,,,,,,True,,False,,,,
08017,79,88.0,,,,86.0,,413.7,,,,,9.0,,,,7.0,,334.7,,,,,,,,True,,False,,,,
08019,173,312.0,,,,168.0,,223.1,,,,,139.0,,,,-5.0,,50.1,,,,,,,,True,,True,,,,
08021,219,160.0,,,,127.0,,24.6,,,,,-59.0,,,,-92.0,,-194.4,,,,,,,,False,,False,,,,
08023,111,96.0,,,,117.0,,207.9,,,,,-15.0,,,,6.0,,96.9,,,,,,,,True,,False,,,,
08025,1070,3296.0,,,,309.0,,667.9,,,,,2226.0,,,,-761.0,,-402.1,,,,,,,,True,,True,,,,
08027,104,144.0,,,,84.0,,357.5,,,,,40.0,,,,-20.0,,253.5,,,,,,,,True,,False,,,,
08029,1581,632.0,,,,391.0,,2784.6,,,,,-949.0,,,,-1190.0,,1203.6,,,,,,,,False,,False,,,,
08031,24298,34808.0,,,,26258.0,,28988.1,,30408.7,,,10510.0,,,,1960.0,,4690.1,,6110.7,,,,,,True,,True,,True,,
08033,52,0.0,,,,38.0,,0.0,,,,,-52.0,,,,-14.0,,-52.0,,,,,,,,True,,False,,,,
08035,10013,12408.0,,,,8681.0,,17815.6,,11254.7,,,2395.0,,,,-1332.0,,7802.6,,1241.7,,,,,,True,,False,,True,,
08037,1812,1552.0,,,,1110.0,,1768.1,,841.8,,,-260.0,,,,-702.0,,-43.9,,-970.2,,,,,,False,,True,,False,,
08039,684,632.0,,,,686.0,,1267.1,,,,,-52.0,,,,2.0,,583.1,,,,,,,,True,,False,,,,
08041,26178,32192.0,,,,28173.0,,45003.8,,12787.5,,,6014.0,,,,1995.0,,18825.8,,-13390.5,,,,,,True,,False,,False,,
08043,3374,3432.0,,,,2275.0,,4016.0,,2958.3,,,58.0,,,,-1099.0,,642.0,,-415.7,,,,,,False,,False,,False,,
08045,2722,1320.0,,,,990.0,,1373.4,,750.0,,,-1402.0,,,,-1732.0,,-1348.6,,-1972.0,,,,,,False,,True,,False,,
08047,72,152.0,,,,97.0,,450.9,,,,,80.0,,,,25.0,,378.9,,,,,,,,True,,False,,,,
08049,542,272.0,,,,343.0,,1696.2,,,,,-270.0,,,,-199.0,,1154.2,,,,,,,,True,,False,,,,
08051,367,480.0,,,,259.0,,3283.3,,,,,113.0,,,,-108.0,,2916.3,,,,,,,,True,,False,,,,
08053,13,8.0,,,,28.0,,61.2,,,,,-5.0,,,,15.0,,48.2,,,,,,,,False,,False,,,,
08055,200,280.0,,,,205.0,,1094.7,,,,,80.0,,,,5.0,,894.7,,,,,,,,True,,False,,,,
08057,30,24.0,,,,49.0,,229.9,,,,,-6.0,,,,19.0,,199.9,,,,,,,,False,,False,,,,
08059,17357,23128.0,,,,16726.0,,23088.8,,17329.8,,,5771.0,,,,-631.0,,5731.8,,-27.2,,,,,,True,,True,,True,,
08061,63,64.0,,,,57.0,,291.3,,,,,1.0,,,,-6.0,,228.3,,,,,,,,False,,False,,,,
08063,224,344.0,,,,323.0,,216.2,,,,,120.0,,,,99.0,,-7.8,,,,,,,,True,,True,,,,
08065,277,176.0,,,,189.0,,71.8,,,,,-101.0,,,,-88.0,,-205.2,,,,,,,,True,,False,,,,
08067,1824,1200.0,,,,474.0,,10927.9,,,,,-624.0,,,,-1350.0,,9103.9,,,,,,,,False,,False,,,,
08069,9439,11304.0,,,,8847.0,,26496.3,,9462.2,,,1865.0,,,,-592.0,,17057.3,,23.2,,,,,,True,,False,,True,,
08071,697,144.0,,,,560.0,,21.8,,,,,-553.0,,,,-137.0,,-675.2,,,,,,,,True,,False,,,,
08073,728,456.0,,,,294.0,,1066.4,,,,,-272.0,,,,-434.0,,338.4,,,,,,,,False,,False,,,,
08075,1673,1624.0,,,,1521.0,,467.2,,539.8,,,-49.0,,,,-152.0,,-1205.8,,-1133.2,,,,,,False,,False,,False,,
08077,6584,9840.0,,,,2418.0,,19971.2,,7759.5,,,3256.0,,,,-4166.0,,13387.2,,1175.5,,,,,,False,,False,,True,,
08079,27,0.0,,,,28.0,,161.8,,,,,-27.0,,,,1.0,,134.8,,,,,,,,True,,False,,,,
08081,441,224.0,,,,200.0,,807.1,,,,,-217.0,,,,-241.0,,366.1,,,,,,,,False,,False,,,,
08083,991,768.0,,,,282.0,,900.0,,,,,-223.0,,,,-709.0,,-91.0,,,,,,,,False,,True,,,,
08085,1767,664.0,,,,493.0,,4390.8,,,,,-1103.0,,,,-1274.0,,2623.8,,,,,,,,False,,False,,,,
08087,1027,1416.0,,,,1435.0,,1558.9,,914.1,,,389.0,,,,408.0,,531.9,,-112.9,,,,,,False,,False,,True,,
08089,1422,560.0,,,,795.0,,300.5,,,,,-862.0,,,,-627.0,,-1121.5,,,,,,,,True,,False,,,,
08091,80,312.0,,,,39.0,,675.1,,,,,232.0,,,,-41.0,,595.1,,,,,,,,True,,False,,,,
08093,270,304.0,,,,264.0,,733.8,,,,,34.0,,,,-6.0,,463.8,,,,,,,,True,,False,,,,
08095,175,264.0,,,,165.0,,27.8,,,,,89.0,,,,-10.0,,-147.2,,,,,,,,True,,False,,,,
08097,1027,376.0,,,,281.0,,578.1,,,,,-651.0,,,,-746.0,,-448.9,,,,,,,,False,,True,,,,
08099,710,720.0,,,,422.0,,1472.1,,,,,10.0,,,,-288.0,,762.1,,,,,,,,False,,False,,,,
08101,9178,12032.0,,,,8462.0,,18827.2,,7462.0,,,2854.0,,,,-716.0,,9649.2,,-1716.0,,,,,,True,,False,,True,,
08103,227,200.0,,,,74.0,,1437.8,,,,,-27.0,,,,-153.0,,1210.8,,,,,,,,False,,False,,,,
08105,331,192.0,,,,150.0,,59.6,,,,,-139.0,,,,-181.0,,-271.4,,,,,,,,False,,False,,,,
08107,780,808.0,,,,501.0,,4493.0,,,,,28.0,,,,-279.0,,3713.0,,,,,,,,False,,False,,,,
08109,80,224.0,,,,95.0,,725.4,,,,,144.0,,,,15.0,,645.4,,,,,,,,True,,False,,,,
08111,26,24.0,,,,28.0,,8.7,,,,,-2.0,,,,2.0,,-17.3,,,,,,,,False,,False,,,,
08113,283,312.0,,,,55.0,,388.4,,,,,29.0,,,,-228.0,,105.4,,,,,,,,False,,False,,,,
08115,89,112.0,,,,110.0,,93.4,,,,,23.0,,,,21.0,,4.4,,,,,,,,True,,True,,,,
08117,1150,1432.0,,,,664.0,,864.6,,,,,282.0,,,,-486.0,,-285.4,,,,,,,,False,,False,,,,
08119,667,640.0,,,,543.0,,499.0,,,,,-27.0,,,,-124.0,,-168.0,,,,,,,,False,,False,,,,
08121,203,192.0,,,,129.0,,80.3,,,,,-11.0,,,,-74.0,,-122.7,,,,,,,,False,,False,,,,
08123,11960,13768.0,,,,10581.0,,13619.9,,8180.4,,,1808.0,,,,-1379.0,,1659.9,,-3779.6,,,,,,True,,True,,False,,
08125,326,136.0,,,,520.0,,25.1,,,,,-190.0,,,,194.0,,-300.9,,,,,,,,False,,False,,,,
09001,31443,27256.0,,,,9885.0,,24898.8,,20165.6,,,-4187.0,,,,-21558.0,,-6544.2,,-11277.4,,,,,,False,,False,,False,,
09003,29807,18512.0,,,,19006.0,,22286.1,,18459.1,,,-11295.0,,,,-10801.0,,-7520.9,,-11347.9,,,,,,True,,True,,False,,
09005,5229,3608.0,,,,1387.0,,10369.9,,1805.0,,,-1621.0,,,,-3842.0,,5140.9,,-3424.0,,,,,,False,,False,,False,,
09007,4881,2968.0,,,,1960.0,,7995.1,,2365.5,,,-1913.0,,,,-2921.0,,3114.1,,-2515.5,,,,,,False,,False,,False,,
09009,30263,22888.0,,,,10670.0,,36278.8,,17718.8,,,-7375.0,,,,-19593.0,,6015.8,,-12544.2,,,,,,False,,True,,False,,
09011,7766,3584.0,,,,5287.0,,1922.5,,2955.3,,,-4182.0,,,,-2479.0,,-5843.5,,-4810.7,,,,,,True,,False,,False,,
09013,3234,2152.0,,,,1583.0,,4640.3,,1598.7,,,-1082.0,,,,-1651.0,,1406.3,,-1635.3,,,,,,False,,False,,False,,
09015,4335,1816.0,,,,1585.0,,1903.9,,1847.8,,,-2519.0,,,,-2750.0,,-2431.1,,-2487.2,,,,,,False,,True,,True,,
10001,6339,2288.0,,,,1780.0,,2743.8,,1128.2,,,-4051.0,,,,-4559.0,,-3595.2,,-5210.8,,,,,,False,,True,,False,,
10003,21572,11016.0,,,,7291.0,,41458.0,,5760.0,,,-10556.0,,,,-14281.0,,19886.0,,-15812.0,,,,,,False,,False,,False,,
10005,8113,3768.0,,,,2082.0,,1933.7,,1808.0,,,-4345.0,,,,-6031.0,,-6179.3,,-6305.0,,,,,,False,,False,,False,,
12001,5779,4552.0,,,,1627.0,,1578.0,,1593.4,,,-1227.0,,,,-4152.0,,-4201.0,,-4185.6,,,,,,False,,False,,False,,
12003,773,368.0,,,,283.0,,92.6,,401.1,,,-405.0,,,,-490.0,,-680.4,,-371.9,,,,,,False,,False,,True,,
12005,5619,3168.0,,,,1754.0,,3812.7,,1892.5,,,-2451.0,,,,-3865.0,,-1806.3,,-3726.5,,,,,,False,,True,,False,,
12007,1071,296.0,,,,195.0,,1630.9,,295.1,,,-775.0,,,,-876.0,,559.9,,-775.9,,,,,,False,,True,,False,,
12009,10375,7040.0,,,,4037.0,,3358.6,,2210.4,,,-3335.0,,,,-6338.0,,-7016.4,,-8164.6,,,,,,False,,False,,False,,
12011,55300,29568.0,,,,18598.0,,9090.5,,7417.4,,,-25732.0,,,,-36702.0,,-46209.5,,-47882.6,,,,,,False,,False,,False,,
12013,590,304.0,,,,158.0,,265.5,,,,,-286.0,,,,-432.0,,-324.5,,,,,,,,False,,False,,,,
12015,4143,2272.0,,,,1322.0,,1420.9,,769.2,,,-1871.0,,,,-2821.0,,-2722.1,,-3373.8,,,,,,False,,False,,False,,
12017,3545,2904.0,,,,1022.0,,19291.4,,1111.3,,,-641.0,,,,-2523.0,,15746.4,,-2433.7,,,,,,False,,False,,False,,
12019,6105,2944.0,,,,1242.0,,2331.1,,3475.6,,,-3161.0,,,,-4863.0,,-3773.9,,-2629.4,,,,,,False,,False,,True,,
12021,8468,5304.0,,,,3191.0,,2098.5,,1999.1,,,-3164.0,,,,-5277.0,,-6369.5,,-6468.9,,,,,,False,,False,,False,,
12023,1997,1000.0,,,,596.0,,585.8,,470.0,,,-997.0,,,,-1401.0,,-1411.2,,-1527.0,,,,,,False,,False,,False,,
12027,1313,440.0,,,,318.0,,1355.9,,267.6,,,-873.0,,,,-995.0,,42.9,,-1045.4,,,,,,False,,True,,False,,
12029,280,96.0,,,,146.0,,9.1,,,,,-184.0,,,,-134.0,,-270.9,,,,,,,,True,,False,,,,
12031,31775,11824.0,,,,5727.0,,5614.3,,7961.1,,,-19951.0,,,,-26048.0,,-26160.7,,-23813.9,,,,,,False,,False,,False,,
12033,10174,6192.0,,,,4185.0,,11705.0,,2240.6,,,-3982.0,,,,-5989.0,,1531.0,,-7933.4,,,,,,False,,True,,False,,
12035,1900,936.0,,,,484.0,,216.3,,694.2,,,-964.0,,,,-1416.0,,-1683.7,,-1205.8,,,,,,False,,False,,False,,
12037,201,136.0,,,,81.0,,12.1,,,,,-65.0,,,,-120.0,,-188.9,,,,,,,,False,,False,,,,
12039,1340,240.0,,,,490.0,,514.9,,508.1,,,-1100.0,,,,-850.0,,-825.1,,-831.9,,,,,,True,,True,,True,,
12041,436,216.0,,,,122.0,,770.6,,,,,-220.0,,,,-314.0,,334.6,,,,,,,,False,,False,,,,
12043,171,56.0,,,,90.0,,12.5,,,,,-115.0,,,,-81.0,,-158.5,,,,,,,,True,,False,,,,
12045,431,256.0,,,,116.0,,223.7,,,,,-175.0,,,,-315.0,,-207.3,,,,,,,,False,,False,,,,
12047,412,104.0,,,,118.0,,76.2,,,,,-308.0,,,,-294.0,,-335.8,,,,,,,,True,,False,,,,
12049,568,320.0,,,,242.0,,192.3,,139.4,,,-248.0,,,,-326.0,,-375.7,,-428.6,,,,,,False,,False,,False,,
12051,1226,440.0,,,,349.0,,153.8,,262.5,,,-786.0,,,,-877.0,,-1072.2,,-963.5,,,,,,False,,False,,False,,
12053,4094,1944.0,,,,1420.0,,2454.5,,747.5,,,-2150.0,,,,-2674.0,,-1639.5,,-3346.5,,,,,,False,,True,,False,,
12055,2328,2008.0,,,,659.0,,1858.9,,915.9,,,-320.0,,,,-1669.0,,-469.1,,-1412.1,,,,,,False,,False,,False,,
12057,33374,16808.0,,,,11781.0,,13818.9,,4966.2,,,-16566.0,,,,-21593.0,,-19555.1,,-28407.8,,,,,,False,,False,,False,,
12059,849,384.0,,,,284.0,,193.2,,,,,-465.0,,,,-565.0,,-655.8,,,,,,,,False,,False,,,,
12061,3628,2168.0,,,,1066.0,,2259.6,,811.5,,,-1460.0,,,,-2562.0,,-1368.4,,-2816.5,,,,,,False,,True,,False,,
12063,1511,1560.0,,,,741.0,,6232.8,,1026.8,,,49.0,,,,-770.0,,4721.8,,-484.2,,,,,,False,,False,,False,,
12065,394,120.0,,,,90.0,,45.0,,,,,-274.0,,,,-304.0,,-349.0,,,,,,,,False,,False,,,,
12067,173,0.0,,,,74.0,,8.0,,142.6,,,-173.0,,,,-99.0,,-165.0,,-30.4,,,,,,True,,True,,True,,
12069,8215,3160.0,,,,2579.0,,1473.2,,1046.7,,,-5055.0,,,,-5636.0,,-6741.8,,-7168.3,,,,,,False,,False,,False,,
12071,18934,9840.0,,,,6322.0,,5667.0,,3502.5,,,-9094.0,,,,-12612.0,,-13267.0,,-15431.5,,,,,,False,,False,,False,,
12073,8513,4744.0,,,,2268.0,,5016.8,,3295.6,,,-3769.0,,,,-6245.0,,-3496.2,,-5217.4,,,,,,False,,True,,False,,
12075,889,392.0,,,,247.0,,370.7,,165.9,,,-497.0,,,,-642.0,,-518.3,,-723.1,,,,,,False,,False,,False,,
12077,302,32.0,,,,82.0,,50.4,,,,,-270.0,,,,-220.0,,-251.6,,,,,,,,True,,True,,,,
12079,467,528.0,,,,141.0,,8119.8,,165.0,,,61.0,,,,-326.0,,7652.8,,-302.0,,,,,,False,,False,,False,,
12081,9977,4512.0,,,,2799.0,,1997.1,,1363.1,,,-5465.0,,,,-7178.0,,-7979.9,,-8613.9,,,,,,False,,False,,False,,
12083,8627,3280.0,,,,2329.0,,1890.2,,1314.7,,,-5347.0,,,,-6298.0,,-6736.8,,-7312.3,,,,,,False,,False,,False,,
12085,2867,1144.0,,,,1266.0,,652.5,,584.1,,,-1723.0,,,,-1601.0,,-2214.5,,-2282.9,,,,,,True,,False,,False,,
12086,124001,60904.0,,,,32948.0,,24373.2,,23477.2,,,-63097.0,,,,-91053.0,,-99627.8,,-100523.8,,,,,,False,,False,,False,,
12087,1883,1704.0,,,,855.0,,1209.4,,433.9,,,-179.0,,,,-1028.0,,-673.6,,-1449.1,,,,,,False,,False,,False,,
12089,2927,1064.0,,,,402.0,,1466.7,,705.7,,,-1863.0,,,,-2525.0,,-1460.3,,-2221.3,,,,,,False,,True,,False,,
12091,6622,4328.0,,,,2078.0,,3603.1,,2316.8,,,-2294.0,,,,-4544.0,,-3018.9,,-4305.2,,,,,,False,,False,,False,,
12093,876,456.0,,,,337.0,,788.2,,254.1,,,-420.0,,,,-539.0,,-87.8,,-621.9,,,,,,False,,True,,False,,
12095,36795,17872.0,,,,10527.0,,11449.7,,7094.9,,,-18923.0,,,,-26268.0,,-25345.3,,-29700.1,,,,,,False,,False,,False,,
12097,12509,6456.0,,,,2707.0,,10042.2,,2374.4,,,-6053.0,,,,-9802.0,,-2466.8,,-10134.6,,,,,,False,,True,,False,,
12099,33388,21272.0,,,,12342.0,,12007.7,,6394.2,,,-12116.0,,,,-21046.0,,-21380.3,,-26993.8,,,,,,False,,False,,False,,
12101,12260,5856.0,,,,4413.0,,8109.0,,1651.7,,,-6404.0,,,,-7847.0,,-4151.0,,-10608.3,,,,,,False,,True,,False,,
12103,21626,11944.0,,,,7104.0,,16799.6,,3799.7,,,-9682.0,,,,-14522.0,,-4826.4,,-17826.3,,,,,,False,,True,,False,,
12105,17036,8432.0,,,,6240.0,,12878.4,,4285.5,,,-8604.0,,,,-10796.0,,-4157.6,,-12750.5,,,,,,False,,True,,False,,
12107,1966,456.0,,,,481.0,,280.7,,111.5,,,-1510.0,,,,-1485.0,,-1685.3,,-1854.5,,,,,,True,,False,,False,,
12109,7749,3392.0,,,,1342.0,,1498.4,,1162.9,,,-4357.0,,,,-6407.0,,-6250.6,,-6586.1,,,,,,False,,False,,False,,
12111,6368,2320.0,,,,2448.0,,817.7,,1654.1,,,-4048.0,,,,-3920.0,,-5550.3,,-4713.9,,,,,,True,,False,,False,,
12113,6136,2576.0,,,,2116.0,,5586.4,,1792.3,,,-3560.0,,,,-4020.0,,-549.6,,-4343.7,,,,,,False,,True,,False,,
12115,10004,5608.0,,,,2823.0,,6860.3,,2534.1,,,-4396.0,,,,-7181.0,,-3143.7,,-7469.9,,,,,,False,,True,,False,,
12117,8928,4320.0,,,,2987.0,,3066.8,,1503.2,,,-4608.0,,,,-5941.0,,-5861.2,,-7424.8,,,,,,False,,False,,False,,
12119,2756,624.0,,,,862.0,,179.2,,216.0,,,-2132.0,,,,-1894.0,,-2576.8,,-2540.0,,,,,,True,,False,,False,,
12121,1288,440.0,,,,349.0,,94.0,,347.2,,,-848.0,,,,-939.0,,-1194.0,,-940.8,,,,,,False,,False,,False,,
12123,583,280.0,,,,203.0,,122.4,,263.8,,,-303.0,,,,-380.0,,-460.6,,-319.2,,,,,,False,,False,,False,,
12125,361,128.0,,,,180.0,,13.9,,196.9,,,-233.0,,,,-181.0,,-347.1,,-164.1,,,,,,True,,False,,True,,
12127,11042,4808.0,,,,3893.0,,2460.5,,1930.4,,,-6234.0,,,,-7149.0,,-8581.5,,-9111.6,,,,,,False,,False,,False,,
12129,973,592.0,,,,206.0,,2414.7,,279.0,,,-381.0,,,,-767.0,,1441.7,,-694.0,,,,,,False,,False,,False,,
12131,2264,1952.0,,,,607.0,,16629.8,,442.6,,,-312.0,,,,-1657.0,,14365.8,,-1821.4,,,,,,False,,False,,False,,
12133,801,488.0,,,,329.0,,198.4,,290.9,,,-313.0,,,,-472.0,,-602.6,,-510.1,,,,,,False,,False,,False,,
13001,529,144.0,,,,120.0,,27.8,,90.7,,,-385.0,,,,-409.0,,-501.2,,-438.3,,,,,,False,,False,,False,,
13003,288,104.0,,,,45.0,,2.0,,,,,-184.0,,,,-243.0,,-286.0,,,,,,,,False,,False,,,,
13005,430,96.0,,,,74.0,,19.3,,,,,-334.0,,,,-356.0,,-410.7,,,,,,,,False,,False,,,,
13007,63,48.0,,,,46.0,,17.2,,,,,-15.0,,,,-17.0,,-45.8,,,,,,,,False,,False,,,,
13009,941,512.0,,,,634.0,,109.3,,266.6,,,-429.0,,,,-307.0,,-831.7,,-674.4,,,,,,True,,False,,False,,
13011,696,400.0,,,,336.0,,700.1,,,,,-296.0,,,,-360.0,,4.1,,,,,,,,False,,True,,,,
13013,3059,1072.0,,,,1099.0,,184.0,,380.6,,,-1987.0,,,,-1960.0,,-2875.0,,-2678.4,,,,,,True,,False,,False,,
13015,4609,2064.0,,,,2069.0,,323.6,,813.1,,,-2545.0,,,,-2540.0,,-4285.4,,-3795.9,,,,,,True,,False,,False,,
13017,716,96.0,,,,113.0,,21.1,,,,,-620.0,,,,-603.0,,-694.9,,,,,,,,True,,False,,,,
13019,645,208.0,,,,98.0,,17.7,,,,,-437.0,,,,-547.0,,-627.3,,,,,,,,False,,False,,,,
