,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UCSB-ACTS,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UCSB-ACTS,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UCSB-ACTS,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
New Hampshire,11240,8648.0,13128.9,9355.4,9213.0,6242.0,,10317.9,12124.0,8216.9,13572.6,,8463.1,10204.0,13568.4,9669.9,8905.0,9535.7,11462.0,7287.9,11017.5,8157.0,11481.7,9336.0,8352.0,,6044.5,25146.4,,8884.4,16780.7,7421.4,11125.0,7301.4,-2592.0,1888.9,-1884.6,-2027.0,-4998.0,,-922.1,884.0,-3023.1,2332.6,,-2776.9,-1036.0,2328.4,-1570.1,-2335.0,-1704.3,222.0,-3952.1,-222.5,-3083.0,241.7,-1904.0,-2888.0,,-5195.5,13906.4,,-2355.6,5540.7,-3818.6,-115.0,-3938.6,True,True,True,False,,True,True,False,True,,False,True,True,True,True,True,True,False,True,False,True,True,False,,False,False,,True,False,False,True,False
New Jersey,72526,62968.0,62471.1,62248.2,61319.0,56551.0,,61065.7,80667.0,50511.7,53852.1,,54500.6,63316.0,71868.8,44260.7,60803.0,65373.5,64955.5,64831.7,54942.0,48039.9,58625.7,62512.0,57906.0,,50710.3,127717.3,,60324.8,87958.8,58587.8,62023.0,48083.5,-9558.0,-10054.9,-10277.8,-11207.0,-15975.0,,-11460.3,8141.0,-22014.3,-18673.9,,-18025.4,-9210.0,-657.2,-28265.3,-11723.0,-7152.5,-7570.5,-7694.3,-17584.0,-24486.1,-13900.3,-10014.0,-14620.0,,-21815.7,55191.3,,-12201.2,15432.8,-13938.2,-10503.0,-24442.5,False,False,False,False,,False,True,False,False,,False,True,True,False,False,True,True,True,False,False,False,False,False,,False,False,,False,False,False,False,False
New Mexico,17728,16592.0,18033.5,16521.0,15304.0,11030.0,,16105.9,13544.0,14713.8,14586.7,,13593.3,20014.0,20948.1,10095.2,16400.0,10693.0,7828.5,15667.4,13147.5,12287.8,14727.3,17599.0,12394.0,,13514.8,10243.3,,11643.1,22595.2,16610.8,16286.0,17838.1,-1136.0,305.5,-1207.0,-2424.0,-6698.0,,-1622.1,-4184.0,-3014.2,-3141.3,,-4134.7,2286.0,3220.1,-7632.8,-1328.0,-7035.0,-9899.5,-2060.6,-4580.5,-5440.2,-3000.7,-129.0,-5334.0,,-4213.2,-7484.7,,-6084.9,4867.2,-1117.2,-1442.0,110.1,True,False,False,False,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,,False,False,True,False,True
New York,195270,152874.0,215217.0,152926.4,152600.0,153843.0,,156631.3,245314.0,150413.6,140689.3,,158988.6,145577.0,179637.8,144438.0,138419.0,175872.7,122389.0,157408.9,142071.0,130037.1,136590.8,181239.0,161638.0,,142056.5,225608.0,,158175.0,210930.8,157925.1,150652.0,97898.0,-42396.0,19947.0,-42343.6,-42670.0,-41427.0,,-38638.7,50044.0,-44856.4,-54580.7,,-36281.4,-49693.0,-15632.2,-50832.0,-56851.0,-19397.3,-72881.0,-37861.1,-53199.0,-65232.9,-58679.2,-14031.0,-33632.0,,-53213.5,30338.0,,-37095.0,15660.8,-37344.9,-44618.0,-97372.0,True,True,False,True,,True,False,False,False,,True,False,True,False,False,True,False,True,False,False,False,True,True,,False,True,,True,True,True,False,False
North Carolina,100425,83324.0,106708.3,82794.4,82807.0,73059.0,,84410.2,108310.0,73132.7,150017.0,,86842.3,93674.0,97882.4,78821.1,68947.0,65608.1,66476.0,123960.1,92481.0,62579.3,94915.0,90105.0,89945.0,,68909.0,64181.3,,80100.5,125886.2,80737.3,67864.0,87818.8,-17101.0,6283.3,-17630.6,-17618.0,-27366.0,,-16014.8,7885.0,-27292.3,49592.0,,-13582.7,-6751.0,-2542.6,-21603.9,-31478.0,-34816.9,-33949.0,23535.1,-7944.0,-37845.7,-5510.0,-10320.0,-10480.0,,-31516.0,-36243.7,,-20324.5,25461.2,-19687.7,-32561.0,-12606.2,True,False,False,False,,True,True,False,False,,True,True,True,False,False,False,False,False,True,False,True,True,True,,False,False,,False,False,False,False,True
North Dakota,3204,3140.0,1480.1,3422.5,2625.0,1411.0,,3112.7,1611.0,3105.2,2741.9,,1668.6,5057.0,3547.0,1516.3,1758.0,3969.1,1043.0,2999.6,1078.5,2433.9,4010.3,2712.0,4531.0,,1558.9,3005.7,,5414.7,6058.1,2681.1,3138.0,1323.6,-64.0,-1723.9,218.5,-579.0,-1793.0,,-91.3,-1593.0,-98.8,-462.1,,-1535.4,1853.0,343.0,-1687.7,-1446.0,765.1,-2161.0,-204.4,-2125.5,-770.1,806.3,-492.0,1327.0,,-1645.1,-198.3,,2210.7,2854.1,-522.9,-66.0,-1880.4,False,False,False,False,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False
Ohio,106309,100478.0,113126.1,103542.3,100969.0,78550.0,,108586.8,189849.0,107265.2,104459.4,,87737.5,123136.0,154614.4,76673.0,91832.0,68367.0,51865.5,112090.4,87580.5,88472.2,110606.9,113929.0,90375.0,,68228.9,135432.9,,99787.7,181692.8,104666.1,122401.0,85896.8,-5831.0,6817.1,-2766.7,-5340.0,-27759.0,,2277.8,83540.0,956.2,-1849.6,,-18571.5,16827.0,48305.4,-29636.0,-14477.0,-37942.0,-54443.5,5781.4,-18728.5,-17836.8,4297.9,7620.0,-15934.0,,-38080.1,29123.9,,-6521.3,75383.8,-1642.9,16092.0,-20412.2,False,True,True,False,,True,False,True,True,,False,False,False,False,False,False,False,True,False,False,True,False,False,,False,False,,False,False,True,False,False
Oklahoma,48367,41280.0,53721.0,40422.5,41199.0,33291.0,,44281.1,64700.0,55191.2,38547.6,,40337.3,49693.0,54066.1,38278.9,42198.0,24882.0,30574.5,43108.8,47986.0,32212.9,41634.0,46392.0,39594.0,,37745.7,30371.1,,37512.0,61586.5,38921.0,49488.0,35023.5,-7087.0,5354.0,-7944.5,-7168.0,-15076.0,,-4085.9,16333.0,6824.2,-9819.4,,-8029.7,1326.0,5699.1,-10088.1,-6169.0,-23485.0,-17792.5,-5258.2,-381.0,-16154.1,-6733.0,-1975.0,-8773.0,,-10621.3,-17995.9,,-10855.0,13219.5,-9446.0,1121.0,-13343.5,True,False,False,False,,True,False,True,False,,False,True,True,False,True,False,False,True,True,False,True,True,False,,False,False,,False,False,False,True,False
Oregon,16150,13024.0,14470.6,12670.4,12960.0,9414.0,,14775.1,28360.0,18085.6,19160.0,,12391.8,16590.0,17524.5,10684.9,11864.0,15130.9,10247.0,13161.3,12907.0,13446.8,15788.3,16522.0,13028.0,,10895.3,27845.7,,12782.3,27125.4,12681.7,17189.0,9838.2,-3126.0,-1679.4,-3479.6,-3190.0,-6736.0,,-1374.9,12210.0,1935.6,3010.0,,-3758.2,440.0,1374.5,-5465.1,-4286.0,-1019.1,-5903.0,-2988.7,-3243.0,-2703.2,-361.7,372.0,-3122.0,,-5254.7,11695.7,,-3367.7,10975.4,-3468.3,1039.0,-6311.8,True,False,False,False,,True,False,True,True,,False,True,True,False,False,True,False,True,False,True,True,True,True,,False,False,,False,False,False,True,False
Pennsylvania,108510,111744.0,130480.8,108436.8,109048.0,85401.0,,121764.2,250190.0,135602.6,104722.8,,89090.0,124491.0,150924.9,101734.5,102503.0,88600.3,118347.0,108936.2,107821.0,87401.7,102694.6,128295.0,93165.0,,90580.1,176720.8,,99863.7,197487.8,101741.4,119188.0,122724.6,3234.0,21970.8,-73.2,538.0,-23109.0,,13254.2,141680.0,27092.6,-3787.2,,-19420.0,15981.0,42414.9,-6775.5,-6007.0,-19909.7,9837.0,426.2,-689.0,-21108.3,-5815.4,19785.0,-15345.0,,-17929.9,68210.8,,-8646.3,88977.8,-6768.6,10678.0,14214.6,False,True,True,False,,False,False,False,False,,False,False,False,False,False,False,False,True,True,False,False,False,False,,False,False,,False,False,False,False,False
Rhode Island,15548,8508.0,9377.9,8526.5,8342.0,9131.0,,9979.7,8788.0,591113.5,7828.9,,9737.2,10759.0,11906.8,7385.5,7645.0,8463.1,4111.0,7227.0,7946.5,5325.7,11299.7,9365.0,6542.0,,8559.9,14252.3,,7205.7,20892.7,8203.9,7059.0,6718.5,-7040.0,-6170.1,-7021.5,-7206.0,-6417.0,,-5568.3,-6760.0,575565.5,-7719.1,,-5810.8,-4789.0,-3641.2,-8162.5,-7903.0,-7084.9,-11437.0,-8321.0,-7601.5,-10222.3,-4248.3,-6183.0,-9006.0,,-6988.1,-1295.7,,-8342.3,5344.7,-7344.1,-8489.0,-8829.5,True,True,False,True,,True,True,False,False,,True,True,True,False,False,False,False,False,False,False,True,True,False,,True,True,,False,True,False,False,False
South Carolina,61192,36710.0,57808.8,36438.1,44300.0,30022.0,,47014.9,45929.0,69905.1,42860.0,,61449.6,44300.0,51717.2,44182.0,38115.0,28925.3,38568.0,67725.3,54264.5,49435.7,56221.6,44394.0,46935.0,,36733.5,49058.8,,37997.7,63137.4,32528.2,41313.0,39875.5,-24482.0,-3383.2,-24753.9,-16892.0,-31170.0,,-14177.1,-15263.0,8713.1,-18332.0,,257.6,-16892.0,-9474.8,-17010.0,-23077.0,-32266.7,-22624.0,6533.3,-6927.5,-11756.3,-4970.4,-16798.0,-14257.0,,-24458.5,-12133.2,,-23194.3,1945.4,-28663.8,-19879.0,-21316.5,True,False,True,False,,True,True,True,True,,True,True,True,True,True,False,True,True,True,True,True,True,True,,True,True,,True,True,False,True,True
South Dakota,5938,5254.0,4794.9,5307.0,4858.0,3202.0,,5706.7,3854.0,6281.7,5714.6,,4025.8,6900.0,6531.5,3010.3,3982.0,4312.0,2396.5,5299.4,3703.0,4254.4,6293.1,5169.0,5837.0,,4163.1,2357.6,,7871.9,6941.8,5630.0,5999.0,3846.7,-684.0,-1143.1,-631.0,-1080.0,-2736.0,,-231.3,-2084.0,343.7,-223.4,,-1912.2,962.0,593.5,-2927.7,-1956.0,-1626.0,-3541.5,-638.6,-2235.0,-1683.6,355.1,-769.0,-101.0,,-1774.9,-3580.4,,1933.9,1003.8,-308.0,61.0,-2091.3,False,True,False,False,,True,False,True,True,,False,False,True,False,False,False,False,True,False,False,True,False,True,,False,False,,False,False,True,True,False
Tennessee,85558,114482.0,140671.1,112003.9,112004.0,81380.0,,121689.4,138062.0,87701.0,135977.1,,99568.8,115771.0,153166.8,138249.9,102667.0,58148.1,82487.0,180355.9,164471.0,78272.4,95523.4,118468.0,95568.0,,80202.7,88667.1,,102273.6,172624.5,110474.9,112564.0,123794.5,28924.0,55113.1,26445.9,26446.0,-4178.0,,36131.4,52504.0,2143.0,50419.1,,14010.8,30213.0,67608.8,52691.9,17109.0,-27409.9,-3071.0,94797.9,78913.0,-7285.6,9965.4,32910.0,10010.0,,-5355.3,3109.1,,16715.6,87066.5,24916.9,27006.0,38236.5,False,True,True,True,,False,False,True,False,,True,False,False,False,True,True,True,False,False,True,True,False,True,,True,True,,True,False,True,True,False
Texas,281560,167862.0,260351.3,171224.9,201265.0,164786.0,,210181.2,202624.0,312174.2,142335.6,,306192.6,252509.0,247276.6,211524.0,205251.0,180425.1,114773.0,252054.1,223826.0,190968.4,201554.2,209867.0,207367.0,,130859.1,237836.9,,153787.8,294641.8,177667.6,176497.0,119709.2,-113698.0,-21208.7,-110335.1,-80295.0,-116774.0,,-71378.8,-78936.0,30614.2,-139224.4,,24632.6,-29051.0,-34283.4,-70036.0,-76309.0,-101134.9,-166787.0,-29505.9,-57734.0,-90591.6,-80005.8,-71693.0,-74193.0,,-150700.9,-43723.1,,-127772.2,13081.8,-103892.4,-105063.0,-161850.8,True,True,True,False,,True,True,True,False,,True,True,True,True,True,True,False,True,True,True,True,True,True,,False,True,,False,True,True,True,False
Utah,39645,30216.0,33198.7,30179.8,29626.0,18840.0,,32890.2,51245.0,28709.8,32036.2,,24185.4,36651.0,36936.6,18846.0,28587.0,16011.4,13845.5,30305.7,24780.0,21813.5,27482.0,30353.0,30723.0,,25447.1,29242.4,,26188.3,45586.9,31299.7,32888.0,22453.0,-9429.0,-6446.3,-9465.2,-10019.0,-20805.0,,-6754.8,11600.0,-10935.2,-7608.8,,-15459.6,-2994.0,-2708.4,-20799.0,-11058.0,-23633.6,-25799.5,-9339.3,-14865.0,-17831.5,-12163.0,-9292.0,-8922.0,,-14197.9,-10402.6,,-13456.7,5941.9,-8345.3,-6757.0,-17192.0,True,False,False,False,,True,False,False,True,,False,True,True,False,False,False,False,True,False,False,False,True,True,,False,False,,False,True,True,True,False
Vermont,1824,1246.0,1106.3,1296.2,1291.0,911.0,,1227.1,2738.0,974.1,2606.1,,1137.3,1453.0,1487.5,1095.0,1328.0,2272.4,1495.0,3753.0,1307.0,954.3,1629.7,1769.0,1901.0,,1000.7,1866.4,,1490.7,2224.7,1134.2,1372.0,771.4,-578.0,-717.7,-527.8,-533.0,-913.0,,-596.9,914.0,-849.9,782.1,,-686.7,-371.0,-336.5,-729.0,-496.0,448.4,-329.0,1929.0,-517.0,-869.7,-194.3,-55.0,77.0,,-823.3,42.4,,-333.3,400.7,-689.8,-452.0,-1052.6,False,True,True,False,,False,False,False,False,,False,True,True,False,True,True,True,False,True,False,True,True,True,,False,True,,True,True,False,True,False
Virginia,64138,53210.0,70911.5,50941.1,54826.0,52592.0,,56894.3,56161.0,60005.3,39120.3,,54268.4,59800.0,63324.9,54255.7,55602.0,47964.9,58055.5,69707.4,57138.0,50008.1,58890.5,60047.0,58125.0,,51095.9,31279.0,,46305.2,73462.3,54054.9,50863.0,41894.9,-10928.0,6773.5,-13196.9,-9312.0,-11546.0,,-7243.7,-7977.0,-4132.7,-25017.7,,-9869.6,-4338.0,-813.1,-9882.3,-8536.0,-16173.1,-6082.5,5569.4,-7000.0,-14129.9,-5247.5,-4091.0,-6013.0,,-13042.1,-32859.0,,-17832.8,9324.3,-10083.1,-13275.0,-22243.1,True,False,True,False,,True,True,True,False,,True,True,True,True,True,False,True,True,True,False,True,True,True,,False,False,,False,True,True,False,False
Washington,34876,28238.0,32176.9,29474.1,28015.0,30399.0,,27245.8,32786.0,23557.8,33750.5,,25595.6,31942.0,41824.9,18004.8,26972.0,25594.7,11376.0,27594.1,31397.0,18022.2,32097.7,32115.0,29134.0,,20193.3,59310.7,,28112.3,47884.2,28486.6,30240.0,32210.4,-6638.0,-2699.1,-5401.9,-6861.0,-4477.0,,-7630.2,-2090.0,-11318.2,-1125.5,,-9280.4,-2934.0,6948.9,-16871.2,-7904.0,-9281.3,-23500.0,-7281.9,-3479.0,-16853.8,-2778.3,-2761.0,-5742.0,,-14682.7,24434.7,,-6763.7,13008.2,-6389.4,-4636.0,-2665.6,True,True,False,True,,False,True,False,True,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,False,,False,False,True,True,True
West Virginia,19601,17924.0,22253.6,18115.4,17679.0,15457.0,,18702.1,26773.0,22010.7,17668.9,,17782.6,17515.0,22841.8,16085.2,17793.0,12969.3,19312.5,17600.7,17518.0,14363.1,16952.4,22155.0,16690.0,,14852.8,18069.1,,16319.6,25848.6,20803.6,18380.0,13849.6,-1677.0,2652.6,-1485.6,-1922.0,-4144.0,,-898.9,7172.0,2409.7,-1932.1,,-1818.4,-2086.0,3240.8,-3515.8,-1808.0,-6631.7,-288.5,-2000.3,-2083.0,-5237.9,-2648.6,2554.0,-2911.0,,-4748.2,-1531.9,,-3281.4,6247.6,1202.6,-1221.0,-5751.4,False,True,False,False,,True,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,,False,True,,False,False,True,True,False
Wisconsin,42112,30686.0,46132.6,32586.6,30225.0,21246.0,,35392.0,19413.0,38443.4,21332.8,,26871.0,44862.0,48625.9,22256.1,30856.0,25722.5,16423.5,33357.1,25686.5,27094.3,34374.1,32981.0,34280.0,,22528.9,21003.8,,30293.4,54361.6,15701.9,31864.0,29965.2,-11426.0,4020.6,-9525.4,-11887.0,-20866.0,,-6720.0,-22699.0,-3668.6,-20779.2,,-15241.0,2750.0,6513.9,-19855.9,-11256.0,-16389.5,-25688.5,-8754.9,-16425.5,-15017.7,-7737.9,-9131.0,-7832.0,,-19583.1,-21108.2,,-11818.6,12249.6,-26410.1,-10248.0,-12146.8,True,True,False,False,,True,False,True,False,,False,True,True,False,True,False,False,True,False,False,True,True,True,,False,False,,False,False,False,True,False
Wyoming,3573,3316.0,2248.7,3264.9,2702.0,1928.0,,3464.9,2983.0,2200.7,5365.6,,2160.8,4369.0,4217.1,2402.6,2512.0,2308.6,1149.5,2439.1,1856.0,1877.5,4230.2,3929.0,3475.0,,1915.4,4383.2,,3356.3,6325.6,4311.0,3078.0,2033.5,-257.0,-1324.3,-308.1,-871.0,-1645.0,,-108.1,-590.0,-1372.3,1792.6,,-1412.2,796.0,644.1,-1170.4,-1061.0,-1264.4,-2423.5,-1133.9,-1717.0,-1695.5,657.2,356.0,-98.0,,-1657.6,810.2,,-216.7,2752.6,738.0,-495.0,-1539.5,False,False,False,False,,True,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,,True,False,False,False,False
US,3171047,2654086.0,3267856.8,2609863.9,2776291.0,2321913.0,2924131.0,2785811.7,3356571.0,10630773.3,,2437188.0,2893533.6,2842896.0,3513507.1,2764680.0,2532673.0,2175093.5,,3858846.0,2690483.5,2439759.5,2665976.3,3046319.0,2904728.0,2943966.0,2479586.0,3028755.7,2780047.0,2438969.5,,2282705.2,2843792.0,2843470.1,-516961.0,96809.8,-561183.1,-394756.0,-849134.0,-246916.0,-385235.3,185524.0,7459726.3,,-733859.0,-277513.4,-328151.0,342460.1,-406367.0,-638374.0,-995953.5,,687799.0,-480563.5,-731287.5,-505070.7,-124728.0,-266319.0,-227081.0,-691461.0,-142291.3,-391000.0,-732077.5,,-888341.8,-327255.0,-327576.9,True,False,True,False,True,True,True,False,,False,True,True,True,True,False,False,,False,True,False,True,True,True,True,False,True,True,False,,False,True,True
