,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
13315,263,96.0,52.0,,,,127.0,,96.3,13.6,88.0,151.0,,,,,-167.0,-211.0,,,,-136.0,,-166.7,-249.4,-175.0,-112.0,,,,,False,,,,True,,True,False,False,True,,,,
13317,262,108.0,158.0,,,,154.0,,8.8,55.5,110.5,189.0,,,,,-154.0,-104.0,,,,-108.0,,-253.2,-206.5,-151.5,-73.0,,,,,True,,,,True,,False,False,True,True,,,,
13319,265,72.0,109.0,,,,119.0,,10.0,30.5,78.0,139.0,,,,,-193.0,-156.0,,,,-146.0,,-255.0,-234.4,-187.0,-126.0,,,,,True,,,,True,,False,False,True,True,,,,
13321,599,168.0,232.0,,,,287.0,,42.8,71.3,101.0,304.0,,,,,-431.0,-367.0,,,,-312.0,,-556.2,-527.7,-498.0,-295.0,,,,,True,,,,True,,False,False,False,True,,,,
15001,413,396.0,392.0,,,,,,134.1,1475.2,245.0,643.0,,,,,-17.0,-21.0,,,,,,-278.9,1062.2,-168.0,230.0,,,,,False,,,,,,False,False,False,False,,,,
15003,3890,3180.0,3205.0,,,,,,1676.3,7591.8,2835.0,3802.0,,1504.2,,,-710.0,-685.0,,,,,,-2213.7,3701.8,-1055.0,-88.0,,-2385.8,,,True,,,,,,False,False,False,True,,False,,
15005,0,0.0,0.0,,,,,,0.5,0.0,,,,,,,0.0,0.0,,,,,,0.5,0.0,,,,,,,True,,,,,,False,True,,,,,,
15007,46,120.0,446.0,,,,,,215.8,70.1,62.0,291.0,,,,,74.0,400.0,,,,,,169.8,24.1,16.0,245.0,,,,,False,,,,,,False,True,True,False,,,,
15009,902,438.0,1232.0,,,,,,755.2,1047.1,563.0,579.0,,,,,-464.0,330.0,,,,,,-146.8,145.1,-339.0,-323.0,,,,,True,,,,,,True,True,True,True,,,,
16001,15473,10722.0,9186.0,,,,12033.0,,4496.3,8337.3,11659.5,18209.0,,15388.4,,,-4751.0,-6287.0,,,,-3440.0,,-10976.7,-7135.7,-3813.5,2736.0,,-84.6,,,False,,,,True,,False,False,True,True,,True,,
16003,186,84.0,0.0,,,,71.0,,39.0,13.5,37.0,125.0,,,,,-102.0,-186.0,,,,-115.0,,-147.0,-172.5,-149.0,-61.0,,,,,False,,,,False,,False,False,False,True,,,,
16005,2375,3228.0,4116.0,,,,3641.0,,3745.9,1306.1,2860.0,3652.0,,2682.6,,,853.0,1741.0,,,,1266.0,,1370.9,-1068.9,485.0,1277.0,,307.6,,,False,,,,False,,False,False,True,False,,True,,
16007,111,126.0,48.0,,,,185.0,,86.0,108.0,105.0,200.0,,,,,15.0,-63.0,,,,74.0,,-25.0,-3.0,-6.0,89.0,,,,,False,,,,False,,False,True,True,False,,,,
16009,210,108.0,186.0,,,,342.0,,416.8,93.4,66.0,259.0,,,,,-102.0,-24.0,,,,132.0,,206.8,-116.6,-144.0,49.0,,,,,True,,,,False,,False,False,False,True,,,,
16011,1125,1698.0,1881.0,,,,2095.0,,1582.8,1002.2,1990.5,2129.0,,,,,573.0,756.0,,,,970.0,,457.8,-122.8,865.5,1004.0,,,,,False,,,,False,,True,True,False,False,,,,
16013,340,498.0,619.0,,,,470.0,,457.6,103.7,557.0,513.0,,,,,158.0,279.0,,,,130.0,,117.6,-236.3,217.0,173.0,,,,,False,,,,True,,True,False,False,False,,,,
16015,113,72.0,9.0,,,,129.0,,26.8,135.1,54.0,242.0,,,,,-41.0,-104.0,,,,16.0,,-86.2,22.1,-59.0,129.0,,,,,False,,,,True,,False,True,False,False,,,,
16017,1235,762.0,865.0,,,,980.0,,324.9,792.8,635.0,1090.0,,,,,-473.0,-370.0,,,,-255.0,,-910.1,-442.2,-600.0,-145.0,,,,,True,,,,True,,False,True,False,True,,,,
16019,3453,4218.0,4056.0,,,,4984.0,,3465.4,2184.5,3178.5,4874.0,,1928.9,,,765.0,603.0,,,,1531.0,,12.4,-1268.5,-274.5,1421.0,,-1524.1,,,True,,,,False,,True,False,True,False,,False,,
16021,264,144.0,128.0,,,,212.0,,29.3,106.6,20.0,325.0,,,,,-120.0,-136.0,,,,-52.0,,-234.7,-157.4,-244.0,61.0,,,,,False,,,,True,,False,False,False,True,,,,
16023,51,36.0,0.0,,,,81.0,,25.1,20.5,29.0,70.0,,,,,-15.0,-51.0,,,,30.0,,-25.9,-30.5,-22.0,19.0,,,,,False,,,,False,,False,False,False,False,,,,
16025,6,0.0,0.0,,,,48.0,,5.9,3.5,13.0,10.0,,,,,-6.0,-6.0,,,,42.0,,-0.1,-2.5,7.0,4.0,,,,,False,,,,False,,True,True,False,True,,,,
16027,6591,9036.0,7644.0,,,,6471.0,,6582.2,5658.6,11360.5,10647.0,,7666.5,,,2445.0,1053.0,,,,-120.0,,-8.8,-932.4,4769.5,4056.0,,1075.5,,,True,,,,True,,True,True,False,False,,True,,
16029,119,162.0,122.0,,,,232.0,,82.1,57.5,74.0,239.0,,,,,43.0,3.0,,,,113.0,,-36.9,-61.5,-45.0,120.0,,,,,True,,,,False,,True,False,False,False,,,,
16031,495,948.0,168.0,,,,984.0,,379.0,338.8,384.0,1068.0,,,,,453.0,-327.0,,,,489.0,,-116.0,-156.2,-111.0,573.0,,,,,True,,,,False,,True,True,True,False,,,,
16033,5,0.0,0.0,,,,84.0,,1.1,1.4,6.0,19.0,,,,,-5.0,-5.0,,,,79.0,,-3.9,-3.6,1.0,14.0,,,,,False,,,,False,,True,True,True,False,,,,
16035,323,1014.0,933.0,,,,373.0,,2399.0,449.7,706.0,588.0,,,,,691.0,610.0,,,,50.0,,2076.0,126.7,383.0,265.0,,,,,True,,,,True,,False,True,True,True,,,,
16037,73,78.0,0.0,,,,81.0,,47.9,36.2,75.0,138.0,,,,,5.0,-73.0,,,,8.0,,-25.1,-36.8,2.0,65.0,,,,,False,,,,False,,False,False,True,False,,,,
16039,510,480.0,493.0,,,,743.0,,290.3,229.4,366.0,613.0,,,,,-30.0,-17.0,,,,233.0,,-219.7,-280.6,-144.0,103.0,,,,,True,,,,False,,False,False,False,False,,,,
16041,290,552.0,620.0,,,,484.0,,1217.2,318.2,754.0,500.0,,,,,262.0,330.0,,,,194.0,,927.2,28.2,464.0,210.0,,,,,False,,,,True,,False,True,False,True,,,,
16043,205,324.0,94.0,,,,520.0,,78.2,107.9,354.0,517.0,,,,,119.0,-111.0,,,,315.0,,-126.8,-97.1,149.0,312.0,,,,,True,,,,False,,False,True,False,False,,,,
16045,552,1254.0,1179.0,,,,629.0,,2135.2,401.3,2454.0,1102.0,,,,,702.0,627.0,,,,77.0,,1583.2,-150.7,1902.0,550.0,,,,,True,,,,True,,False,True,False,True,,,,
16047,239,300.0,131.0,,,,439.0,,68.4,149.2,190.0,554.0,,,,,61.0,-108.0,,,,200.0,,-170.6,-89.8,-49.0,315.0,,,,,False,,,,False,,False,False,True,False,,,,
16049,354,408.0,49.0,,,,681.0,,2252.5,273.3,303.0,639.0,,,,,54.0,-305.0,,,,327.0,,1898.5,-80.7,-51.0,285.0,,,,,False,,,,False,,False,False,True,False,,,,
16051,686,612.0,472.0,,,,1216.0,,584.6,307.3,736.0,1067.0,,,,,-74.0,-214.0,,,,530.0,,-101.4,-378.7,50.0,381.0,,,,,False,,,,False,,False,False,True,False,,,,
16053,440,666.0,170.0,,,,893.0,,201.0,325.4,391.0,834.0,,,,,226.0,-270.0,,,,453.0,,-239.0,-114.6,-49.0,394.0,,,,,False,,,,False,,False,True,True,False,,,,
16055,6523,4482.0,3712.0,,,,5639.0,,3441.0,2863.8,5915.5,5514.0,,3053.8,,,-2041.0,-2811.0,,,,-884.0,,-3082.0,-3659.2,-607.5,-1009.0,,-3469.2,,,False,,,,True,,False,False,True,True,,False,,
16057,584,672.0,552.0,,,,1209.0,,555.8,510.6,752.0,994.0,,,,,88.0,-32.0,,,,625.0,,-28.2,-73.4,168.0,410.0,,,,,True,,,,False,,True,True,False,False,,,,
16059,58,78.0,,,,,258.0,,30.7,53.9,1.0,220.0,,,,,20.0,,,,,200.0,,-27.3,-4.1,-57.0,162.0,,,,,,,,,False,,False,True,False,False,,,,
16061,160,114.0,131.0,,,,162.0,,83.0,72.9,65.0,169.0,,,,,-46.0,-29.0,,,,2.0,,-77.0,-87.1,-95.0,9.0,,,,,True,,,,True,,False,False,False,True,,,,
16063,95,108.0,42.0,,,,131.0,,46.5,9.3,50.0,209.0,,,,,13.0,-53.0,,,,36.0,,-48.5,-85.7,-45.0,114.0,,,,,False,,,,False,,False,False,False,False,,,,
16065,1424,2154.0,1380.0,,,,1746.0,,1670.5,556.8,1959.5,2085.0,,1180.4,,,730.0,-44.0,,,,322.0,,246.5,-867.2,535.5,661.0,,-243.6,,,True,,,,True,,True,False,True,True,,True,,
16067,372,654.0,745.0,,,,861.0,,287.8,361.3,200.0,927.0,,,,,282.0,373.0,,,,489.0,,-84.2,-10.7,-172.0,555.0,,,,,False,,,,False,,True,True,True,False,,,,
16069,890,1428.0,877.0,,,,1582.0,,707.4,490.9,489.0,1753.0,,,,,538.0,-13.0,,,,692.0,,-182.6,-399.1,-401.0,863.0,,,,,True,,,,False,,True,True,True,False,,,,
16071,131,114.0,12.0,,,,111.0,,150.7,57.7,79.0,157.0,,,,,-17.0,-119.0,,,,-20.0,,19.7,-73.3,-52.0,26.0,,,,,False,,,,False,,False,False,False,False,,,,
16073,255,624.0,198.0,,,,213.0,,1406.0,260.8,1057.0,669.0,,,,,369.0,-57.0,,,,-42.0,,1151.0,5.8,802.0,414.0,,,,,True,,,,True,,False,True,False,False,,,,
16075,539,876.0,959.0,,,,710.0,,675.3,498.9,1136.0,961.0,,,,,337.0,420.0,,,,171.0,,136.3,-40.1,597.0,422.0,,,,,False,,,,True,,True,True,False,False,,,,
16077,96,138.0,151.0,,,,253.0,,147.0,62.9,85.0,255.0,,,,,42.0,55.0,,,,157.0,,51.0,-33.1,-11.0,159.0,,,,,False,,,,False,,False,True,True,False,,,,
16079,386,270.0,231.0,,,,508.0,,182.4,455.4,231.0,468.0,,,,,-116.0,-155.0,,,,122.0,,-203.6,69.4,-155.0,82.0,,,,,False,,,,False,,False,True,False,True,,,,
16081,275,408.0,349.0,,,,353.0,,102.5,76.1,433.0,469.0,,,,,133.0,74.0,,,,78.0,,-172.5,-198.9,158.0,194.0,,,,,True,,,,True,,False,False,False,False,,,,
16083,1513,2598.0,1375.0,,,,2650.0,,778.4,1461.5,2010.5,3206.0,,2689.4,,,1085.0,-138.0,,,,1137.0,,-734.6,-51.5,497.5,1693.0,,1176.4,,,True,,,,False,,True,True,True,False,,False,,
16085,306,180.0,0.0,,,,283.0,,49.6,132.8,137.0,319.0,,,,,-126.0,-306.0,,,,-23.0,,-256.4,-173.2,-169.0,13.0,,,,,False,,,,True,,False,False,False,True,,,,
16087,296,510.0,256.0,,,,298.0,,450.1,247.1,409.0,481.0,,,,,214.0,-40.0,,,,2.0,,154.1,-48.9,113.0,185.0,,,,,True,,,,True,,True,True,True,True,,,,
17001,2309,2406.0,1426.0,,,,2489.0,,1435.9,1616.8,1723.5,2690.0,,3144.2,,,97.0,-883.0,,,,180.0,,-873.1,-692.2,-585.5,381.0,,835.2,,,False,,,,False,,False,False,False,False,,False,,
17003,112,72.0,86.0,,,,142.0,,51.8,32.4,50.0,161.0,,,,,-40.0,-26.0,,,,30.0,,-60.2,-79.6,-62.0,49.0,,,,,True,,,,True,,False,False,False,False,,,,
17005,614,798.0,483.0,,,,657.0,,183.2,193.2,789.0,737.0,,,,,184.0,-131.0,,,,43.0,,-430.8,-420.8,175.0,123.0,,,,,True,,,,True,,False,False,True,True,,,,
17007,1487,2400.0,1521.0,,,,2017.0,,893.4,1441.3,1779.0,2688.0,,1070.8,,,913.0,34.0,,,,530.0,,-593.6,-45.7,292.0,1201.0,,-416.2,,,True,,,,True,,True,True,True,False,,True,,
17009,219,294.0,328.0,,,,293.0,,249.6,30.8,204.0,273.0,,,,,75.0,109.0,,,,74.0,,30.6,-188.2,-15.0,54.0,,,,,False,,,,True,,True,False,True,True,,,,
17011,843,1146.0,994.0,,,,1131.0,,437.1,625.8,1055.0,1267.0,,,,,303.0,151.0,,,,288.0,,-405.9,-217.2,212.0,424.0,,,,,True,,,,True,,False,True,True,False,,,,
17013,186,138.0,55.0,,,,173.0,,206.3,82.8,79.0,210.0,,,,,-48.0,-131.0,,,,-13.0,,20.3,-103.2,-107.0,24.0,,,,,False,,,,True,,True,False,False,True,,,,
17015,317,582.0,328.0,,,,531.0,,71.5,134.4,434.0,541.0,,,,,265.0,11.0,,,,214.0,,-245.5,-182.6,117.0,224.0,,,,,True,,,,True,,True,True,True,True,,,,
17017,744,534.0,581.0,,,,405.0,,497.4,263.8,457.0,524.0,,,,,-210.0,-163.0,,,,-339.0,,-246.6,-480.2,-287.0,-220.0,,,,,True,,,,False,,False,False,False,False,,,,
17019,4070,4272.0,2699.0,,,,6713.0,,2166.9,4789.9,4023.5,5444.0,,6310.8,,,202.0,-1371.0,,,,2643.0,,-1903.1,719.9,-46.5,1374.0,,2240.8,,,False,,,,False,,False,False,True,False,,False,,
17021,938,978.0,811.0,,,,1478.0,,301.3,298.0,815.0,1116.0,,,,,40.0,-127.0,,,,540.0,,-636.7,-640.0,-123.0,178.0,,,,,False,,,,False,,False,False,False,False,,,,
17023,580,570.0,379.0,,,,734.0,,196.3,191.9,317.0,609.0,,,,,-10.0,-201.0,,,,154.0,,-383.7,-388.1,-263.0,29.0,,,,,False,,,,False,,False,False,False,False,,,,
17025,449,726.0,595.0,,,,549.0,,584.6,403.6,470.0,566.0,,,,,277.0,146.0,,,,100.0,,135.6,-45.4,21.0,117.0,,,,,True,,,,True,,True,True,True,True,,,,
17027,1498,2214.0,997.0,,,,1472.0,,1304.0,973.0,1581.0,2074.0,,1057.1,,,716.0,-501.0,,,,-26.0,,-194.0,-525.0,83.0,576.0,,-440.9,,,True,,,,True,,True,True,True,True,,True,,
17029,1272,1428.0,818.0,,,,2542.0,,442.5,1034.2,757.0,1595.0,,712.0,,,156.0,-454.0,,,,1270.0,,-829.5,-237.8,-515.0,323.0,,-560.0,,,False,,,,False,,False,False,False,False,,False,,
17031,114409,147336.0,120438.0,,,,147565.0,,92495.2,139590.2,100666.0,157317.0,,161978.6,,,32927.0,6029.0,,,,33156.0,,-21913.8,25181.2,-13743.0,42908.0,,47569.6,,,True,,,,False,,True,True,True,False,,False,,
17033,566,696.0,700.0,,,,820.0,,1617.9,240.7,1094.5,833.0,,,,,130.0,134.0,,,,254.0,,1051.9,-325.3,528.5,267.0,,,,,False,,,,False,,False,False,False,False,,,,
17035,413,330.0,338.0,,,,465.0,,206.2,134.7,301.0,367.0,,,,,-83.0,-75.0,,,,52.0,,-206.8,-278.3,-112.0,-46.0,,,,,True,,,,True,,False,False,False,True,,,,
17037,2125,2700.0,1723.0,,,,3556.0,,974.5,2197.2,1727.0,3414.0,,1190.6,,,575.0,-402.0,,,,1431.0,,-1150.5,72.2,-398.0,1289.0,,-934.4,,,True,,,,False,,False,True,True,False,,False,,
17039,444,246.0,262.0,,,,703.0,,123.9,153.5,176.0,390.0,,,,,-198.0,-182.0,,,,259.0,,-320.1,-290.5,-268.0,-54.0,,,,,True,,,,False,,False,False,False,True,,,,
17041,597,696.0,465.0,,,,921.0,,314.0,234.5,551.0,710.0,,,,,99.0,-132.0,,,,324.0,,-283.0,-362.5,-46.0,113.0,,,,,False,,,,False,,False,False,True,False,,,,
17043,21128,26052.0,18534.0,,,,26833.0,,18177.9,25164.4,17059.5,27818.0,,23280.2,,,4924.0,-2594.0,,,,5705.0,,-2950.1,4036.4,-4068.5,6690.0,,2152.2,,,True,,,,False,,True,True,True,False,,True,,
17045,599,708.0,802.0,,,,864.0,,183.6,326.3,1022.0,694.0,,,,,109.0,203.0,,,,265.0,,-415.4,-272.7,423.0,95.0,,,,,False,,,,False,,False,False,False,True,,,,
17047,220,168.0,136.0,,,,206.0,,481.7,117.4,48.0,219.0,,,,,-52.0,-84.0,,,,-14.0,,261.7,-102.6,-172.0,-1.0,,,,,False,,,,True,,False,False,False,True,,,,
17049,1399,2220.0,1143.0,,,,1442.0,,1207.7,858.3,1962.0,2391.0,,,,,821.0,-256.0,,,,43.0,,-191.3,-540.7,563.0,992.0,,,,,True,,,,True,,True,True,True,False,,,,
17051,1105,1914.0,747.0,,,,1039.0,,684.6,368.0,1817.0,1313.0,,,,,809.0,-358.0,,,,-66.0,,-420.4,-737.0,712.0,208.0,,,,,True,,,,True,,True,True,True,True,,,,
17053,578,600.0,563.0,,,,633.0,,332.7,130.9,314.0,547.0,,,,,22.0,-15.0,,,,55.0,,-245.3,-447.1,-264.0,-31.0,,,,,True,,,,False,,False,False,False,False,,,,
17055,1624,1230.0,962.0,,,,1574.0,,413.4,582.5,878.0,1352.0,,,,,-394.0,-662.0,,,,-50.0,,-1210.6,-1041.5,-746.0,-272.0,,,,,False,,,,True,,False,False,False,True,,,,
17057,1043,1332.0,767.0,,,,1382.0,,931.2,526.6,1325.0,1662.0,,,,,289.0,-276.0,,,,339.0,,-111.8,-516.4,282.0,619.0,,,,,True,,,,False,,True,False,True,False,,,,
17059,179,96.0,81.0,,,,146.0,,16.7,71.5,85.0,134.0,,,,,-83.0,-98.0,,,,-33.0,,-162.3,-107.5,-94.0,-45.0,,,,,False,,,,True,,False,False,False,True,,,,
17061,380,540.0,673.0,,,,571.0,,207.2,201.7,301.0,513.0,,,,,160.0,293.0,,,,191.0,,-172.8,-178.3,-79.0,133.0,,,,,False,,,,False,,False,False,True,True,,,,
17063,1408,2112.0,1539.0,,,,2049.0,,812.3,1201.0,1561.0,2034.0,,1755.7,,,704.0,131.0,,,,641.0,,-595.7,-207.0,153.0,626.0,,347.7,,,True,,,,True,,True,True,True,True,,True,,
17065,278,204.0,288.0,,,,333.0,,83.1,129.6,127.0,258.0,,,,,-74.0,10.0,,,,55.0,,-194.9,-148.4,-151.0,-20.0,,,,,True,,,,True,,False,False,False,True,,,,
17067,471,474.0,647.0,,,,565.0,,119.1,263.8,220.5,575.0,,,,,3.0,176.0,,,,94.0,,-351.9,-207.2,-250.5,104.0,,,,,False,,,,False,,False,False,False,False,,,,
17069,103,222.0,101.0,,,,125.0,,300.7,65.7,208.0,166.0,,,,,119.0,-2.0,,,,22.0,,197.7,-37.3,105.0,63.0,,,,,True,,,,True,,False,True,True,True,,,,
17071,143,228.0,194.0,,,,275.0,,37.5,57.0,150.0,264.0,,,,,85.0,51.0,,,,132.0,,-105.5,-86.0,7.0,121.0,,,,,True,,,,False,,False,False,True,False,,,,
17073,1227,2316.0,1863.0,,,,1783.0,,1528.9,1595.3,1954.5,2504.0,,2756.3,,,1089.0,636.0,,,,556.0,,301.9,368.3,727.5,1277.0,,1529.3,,,True,,,,True,,True,True,True,False,,False,,
17075,832,1194.0,869.0,,,,1080.0,,450.3,517.4,1102.0,1232.0,,,,,362.0,37.0,,,,248.0,,-381.7,-314.6,270.0,400.0,,,,,True,,,,True,,False,True,True,False,,,,
17077,1279,1386.0,1285.0,,,,1691.0,,842.7,1193.7,1507.5,1851.0,,997.7,,,107.0,6.0,,,,412.0,,-436.3,-85.3,228.5,572.0,,-281.3,,,True,,,,False,,False,True,False,False,,False,,
17079,347,408.0,407.0,,,,436.0,,167.0,53.3,223.0,376.0,,,,,61.0,60.0,,,,89.0,,-180.0,-293.6,-124.0,29.0,,,,,True,,,,False,,False,False,False,True,,,,
17081,1316,1392.0,1122.0,,,,1517.0,,613.6,698.0,1107.0,1553.0,,,,,76.0,-194.0,,,,201.0,,-702.4,-618.0,-209.0,237.0,,,,,False,,,,False,,False,False,False,False,,,,
17083,878,858.0,1007.0,,,,734.0,,417.9,389.6,738.0,989.0,,,,,-20.0,129.0,,,,-144.0,,-460.1,-488.4,-140.0,111.0,,,,,False,,,,False,,False,False,False,False,,,,
17085,364,642.0,481.0,,,,679.0,,136.6,319.4,403.0,760.0,,,,,278.0,117.0,,,,315.0,,-227.4,-44.6,39.0,396.0,,,,,True,,,,False,,True,True,True,False,,,,
17087,442,390.0,233.0,,,,428.0,,215.7,193.7,383.0,513.0,,,,,-52.0,-209.0,,,,-14.0,,-226.3,-248.3,-59.0,71.0,,,,,False,,,,True,,False,False,False,False,,,,
17089,12435,15966.0,9141.0,,,,17210.0,,7092.1,12999.6,12537.5,17671.0,,10673.0,,,3531.0,-3294.0,,,,4775.0,,-5342.9,564.6,102.5,5236.0,,-1762.0,,,True,,,,False,,False,True,True,False,,True,,
17091,2553,6072.0,3154.0,,,,4419.0,,2299.3,3118.8,3149.5,6519.0,,4374.6,,,3519.0,601.0,,,,1866.0,,-253.7,565.8,596.5,3966.0,,1821.6,,,True,,,,True,,True,True,True,False,,True,,
17093,2885,3900.0,2310.0,,,,3916.0,,1543.8,3613.9,2766.5,4373.0,,4200.8,,,1015.0,-575.0,,,,1031.0,,-1341.2,728.9,-118.5,1488.0,,1315.8,,,True,,,,False,,False,True,True,False,,False,,
17095,1552,1758.0,1551.0,,,,2086.0,,1641.1,1112.6,1480.0,1900.0,,1545.0,,,206.0,-1.0,,,,534.0,,89.1,-439.4,-72.0,348.0,,-7.0,,,True,,,,False,,True,False,True,False,,True,,
17097,14015,18024.0,10904.0,,,,24218.0,,5632.3,24339.3,17005.5,20626.0,,21810.6,,,4009.0,-3111.0,,,,10203.0,,-8382.7,10324.3,2990.5,6611.0,,7795.6,,,True,,,,False,,False,False,True,False,,False,,
17099,2865,3546.0,2354.0,,,,4153.0,,1320.3,3060.6,2187.5,4277.0,,2529.2,,,681.0,-511.0,,,,1288.0,,-1544.7,195.6,-677.5,1412.0,,-335.8,,,True,,,,False,,False,True,True,False,,True,,
17101,1035,1326.0,1172.0,,,,762.0,,3687.3,675.0,1865.0,922.0,,,,,291.0,137.0,,,,-273.0,,2652.3,-360.0,830.0,-113.0,,,,,True,,,,True,,False,False,False,True,,,,
17103,880,2064.0,1122.0,,,,1435.0,,534.2,557.9,1538.0,2196.0,,,,,1184.0,242.0,,,,555.0,,-345.8,-322.1,658.0,1316.0,,,,,True,,,,True,,True,True,True,False,,,,
17105,1128,1536.0,1310.0,,,,1481.0,,503.5,584.2,913.0,1768.0,,,,,408.0,182.0,,,,353.0,,-624.5,-543.8,-215.0,640.0,,,,,True,,,,True,,False,False,True,False,,,,
17107,1252,1692.0,1007.0,,,,1142.0,,696.3,695.1,963.0,1768.0,,,,,440.0,-245.0,,,,-110.0,,-555.7,-556.9,-289.0,516.0,,,,,True,,,,True,,False,False,True,False,,,,
17109,482,690.0,763.0,,,,973.0,,306.6,563.7,395.0,924.0,,,,,208.0,281.0,,,,491.0,,-175.4,81.7,-87.0,442.0,,,,,False,,,,False,,True,True,True,False,,,,
17111,6285,8358.0,5984.0,,,,9852.0,,2364.0,6713.2,6203.5,9693.0,,7672.6,,,2073.0,-301.0,,,,3567.0,,-3921.0,428.2,-81.5,3408.0,,1387.6,,,True,,,,False,,False,True,True,False,,True,,
17113,4225,4644.0,2791.0,,,,5399.0,,1929.8,4925.8,4720.5,5255.0,,5272.0,,,419.0,-1434.0,,,,1174.0,,-2295.2,700.8,495.5,1030.0,,1047.0,,,False,,,,False,,False,False,False,False,,False,,
17115,1983,3360.0,1968.0,,,,3957.0,,1335.4,2333.2,2827.5,3615.0,,1452.0,,,1377.0,-15.0,,,,1974.0,,-647.6,350.2,844.5,1632.0,,-531.0,,,True,,,,False,,True,True,True,False,,True,,
17117,1362,1860.0,1464.0,,,,1697.0,,1490.5,927.3,1950.0,2024.0,,,,,498.0,102.0,,,,335.0,,128.5,-434.7,588.0,662.0,,,,,True,,,,True,,True,True,False,False,,,,
17119,8575,9342.0,7070.0,,,,9834.0,,5190.3,9279.1,7624.5,10773.0,,11530.8,,,767.0,-1505.0,,,,1259.0,,-3384.7,704.1,-950.5,2198.0,,2955.8,,,False,,,,False,,False,True,False,False,,False,,
17121,1311,1698.0,1115.0,,,,1654.0,,1098.7,725.4,1311.0,1959.0,,1292.9,,,387.0,-196.0,,,,343.0,,-212.3,-585.6,0.0,648.0,,-18.1,,,True,,,,True,,True,False,True,False,,True,,
17123,220,432.0,322.0,,,,375.0,,910.6,135.6,254.0,568.0,,,,,212.0,102.0,,,,155.0,,690.6,-84.4,34.0,348.0,,,,,True,,,,True,,False,True,True,False,,,,
17125,408,600.0,593.0,,,,519.0,,1265.8,146.0,813.0,598.0,,,,,192.0,185.0,,,,111.0,,857.8,-262.0,405.0,190.0,,,,,True,,,,True,,False,False,False,True,,,,
17127,378,858.0,961.0,,,,565.0,,2545.3,167.2,913.5,676.0,,,,,480.0,583.0,,,,187.0,,2167.3,-210.8,535.5,298.0,,,,,False,,,,True,,False,True,False,True,,,,
17129,330,402.0,392.0,,,,378.0,,310.5,124.3,268.0,444.0,,,,,72.0,62.0,,,,48.0,,-19.5,-205.7,-62.0,114.0,,,,,True,,,,True,,True,False,True,False,,,,
17131,399,486.0,307.0,,,,512.0,,147.6,152.5,293.0,603.0,,,,,87.0,-92.0,,,,113.0,,-251.4,-246.5,-106.0,204.0,,,,,False,,,,False,,False,False,False,False,,,,
17133,1325,1872.0,1079.0,,,,992.0,,844.8,694.2,1446.0,1648.0,,,,,547.0,-246.0,,,,-333.0,,-480.2,-630.8,121.0,323.0,,,,,True,,,,True,,True,False,True,True,,,,
17135,1456,666.0,631.0,,,,1383.0,,357.2,481.8,671.5,943.0,,,,,-790.0,-825.0,,,,-73.0,,-1098.8,-974.2,-784.5,-513.0,,,,,False,,,,True,,False,False,True,True,,,,
17137,964,1584.0,1202.0,,,,1313.0,,749.0,733.3,1409.0,1526.0,,,,,620.0,238.0,,,,349.0,,-215.0,-230.7,445.0,562.0,,,,,True,,,,True,,True,True,True,True,,,,
17139,430,510.0,420.0,,,,688.0,,428.9,184.2,427.0,559.0,,,,,80.0,-10.0,,,,258.0,,-1.1,-245.8,-3.0,129.0,,,,,True,,,,False,,True,False,True,False,,,,
17141,1610,1716.0,1173.0,,,,1712.0,,684.2,1205.9,1448.0,2020.0,,2668.9,,,106.0,-437.0,,,,102.0,,-925.8,-404.1,-162.0,410.0,,1058.9,,,False,,,,True,,False,False,False,False,,False,,
17143,5213,6174.0,3863.0,,,,6219.0,,3727.4,5181.5,5406.5,8123.0,,7750.1,,,961.0,-1350.0,,,,1006.0,,-1485.6,-31.5,193.5,2910.0,,2537.1,,,False,,,,False,,False,True,True,False,,False,,
17145,1410,1098.0,904.0,,,,947.0,,1152.5,508.9,973.0,959.0,,,,,-312.0,-506.0,,,,-463.0,,-257.5,-901.1,-437.0,-451.0,,,,,False,,,,False,,True,False,False,False,,,,
