,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05013,120,120.0,113.0,,,,102.0,,55.0,87.2,73.0,179.0,,,,,0.0,-7.0,,,,-18.0,,-65.0,-32.8,-47.0,59.0,,,,,False,,,,False,,False,False,False,False,,,,
05015,845,762.0,941.0,,,,458.0,,2182.4,477.1,866.5,897.0,,,,,-83.0,96.0,,,,-387.0,,1337.4,-367.9,21.5,52.0,,,,,False,,,,False,,False,False,True,True,,,,
05017,284,336.0,476.0,,,,216.0,,680.3,97.5,484.5,364.0,,,,,52.0,192.0,,,,-68.0,,396.3,-186.5,200.5,80.0,,,,,False,,,,False,,False,False,False,False,,,,
05019,711,378.0,397.0,,,,487.0,,124.9,175.4,179.0,542.0,,,,,-333.0,-314.0,,,,-224.0,,-586.1,-535.5,-532.0,-169.0,,,,,True,,,,True,,False,False,False,True,,,,
05021,552,588.0,211.0,,,,442.0,,255.8,333.2,591.0,616.0,,,,,36.0,-341.0,,,,-110.0,,-296.2,-218.8,39.0,64.0,,,,,False,,,,False,,False,False,False,False,,,,
05023,770,462.0,410.0,,,,532.0,,339.3,132.8,569.0,723.0,,,,,-308.0,-360.0,,,,-238.0,,-430.7,-637.2,-201.0,-47.0,,,,,False,,,,True,,False,False,True,True,,,,
05025,266,198.0,96.0,,,,142.0,,329.2,46.2,165.0,300.0,,,,,-68.0,-170.0,,,,-124.0,,63.2,-219.8,-101.0,34.0,,,,,False,,,,False,,True,False,False,True,,,,
05027,615,624.0,546.0,,,,524.0,,2246.9,291.8,593.0,862.0,,,,,9.0,-69.0,,,,-91.0,,1631.9,-323.2,-22.0,247.0,,,,,False,,,,False,,False,False,False,False,,,,
05029,949,390.0,545.0,,,,518.0,,605.4,287.3,322.0,694.0,,,,,-559.0,-404.0,,,,-431.0,,-343.6,-661.7,-627.0,-255.0,,,,,True,,,,True,,True,False,False,True,,,,
05031,3942,3006.0,2151.0,,,,3166.0,,1307.3,1843.8,2932.5,4222.0,,2530.7,,,-936.0,-1791.0,,,,-776.0,,-2634.7,-2098.2,-1009.5,280.0,,-1411.3,,,False,,,,True,,False,False,False,True,,False,,
05033,1981,1152.0,721.0,,,,2130.0,,531.0,1189.5,774.5,1930.0,,,,,-829.0,-1260.0,,,,149.0,,-1450.0,-791.5,-1206.5,-51.0,,,,,False,,,,True,,False,True,False,True,,,,
05035,1476,960.0,702.0,,,,1068.0,,482.4,883.0,864.0,1456.0,,1415.2,,,-516.0,-774.0,,,,-408.0,,-993.6,-593.0,-612.0,-20.0,,-60.8,,,False,,,,True,,False,False,False,True,,True,,
05037,748,540.0,287.0,,,,440.0,,4422.2,191.0,588.0,646.0,,,,,-208.0,-461.0,,,,-308.0,,3674.2,-557.0,-160.0,-102.0,,,,,False,,,,False,,False,False,True,True,,,,
05039,249,198.0,255.0,,,,149.0,,210.4,104.9,220.0,224.0,,,,,-51.0,6.0,,,,-100.0,,-38.6,-144.1,-29.0,-25.0,,,,,True,,,,False,,True,False,True,True,,,,
05041,478,246.0,110.0,,,,194.0,,611.2,100.8,260.0,384.0,,,,,-232.0,-368.0,,,,-284.0,,133.2,-377.2,-218.0,-94.0,,,,,False,,,,False,,True,False,True,True,,,,
05043,876,930.0,915.0,,,,396.0,,1009.4,317.8,964.0,772.0,,,,,54.0,39.0,,,,-480.0,,133.4,-558.2,88.0,-104.0,,,,,True,,,,False,,False,False,False,False,,,,
05045,4138,2016.0,1824.0,,,,2596.0,,1000.5,2008.3,2524.0,3141.0,,1394.3,,,-2122.0,-2314.0,,,,-1542.0,,-3137.5,-2129.7,-1614.0,-997.0,,-2743.7,,,False,,,,True,,False,False,True,True,,False,,
05047,430,486.0,273.0,,,,516.0,,413.7,353.5,399.0,586.0,,,,,56.0,-157.0,,,,86.0,,-16.3,-76.5,-31.0,156.0,,,,,False,,,,False,,True,False,True,False,,,,
05049,423,306.0,223.0,,,,202.0,,309.8,156.0,279.0,451.0,,,,,-117.0,-200.0,,,,-221.0,,-113.2,-267.0,-144.0,28.0,,,,,False,,,,False,,True,False,False,True,,,,
05051,2901,1920.0,1629.0,,,,2730.0,,692.6,1231.1,2248.0,2774.0,,1182.4,,,-981.0,-1272.0,,,,-171.0,,-2208.4,-1669.9,-653.0,-127.0,,-1718.6,,,False,,,,True,,False,False,True,True,,False,,
05053,591,384.0,255.0,,,,371.0,,1190.9,189.5,267.5,562.0,,,,,-207.0,-336.0,,,,-220.0,,599.9,-401.5,-323.5,-29.0,,,,,False,,,,False,,False,False,False,True,,,,
05055,1949,2154.0,1915.0,,,,1501.0,,2075.0,1037.8,2105.0,2638.0,,2935.6,,,205.0,-34.0,,,,-448.0,,126.0,-911.2,156.0,689.0,,986.6,,,True,,,,False,,True,False,True,False,,False,,
05057,519,294.0,309.0,,,,460.0,,546.4,275.3,233.0,572.0,,,,,-225.0,-210.0,,,,-59.0,,27.4,-243.7,-286.0,53.0,,,,,True,,,,True,,True,False,False,True,,,,
05059,988,942.0,980.0,,,,984.0,,549.3,505.3,992.0,1258.0,,509.3,,,-46.0,-8.0,,,,-4.0,,-438.7,-482.7,4.0,270.0,,-478.7,,,True,,,,True,,False,False,True,False,,False,,
05061,394,192.0,189.0,,,,270.0,,214.4,121.7,142.0,393.0,,,,,-202.0,-205.0,,,,-124.0,,-179.6,-272.3,-252.0,-1.0,,,,,False,,,,True,,True,False,False,True,,,,
05063,1003,768.0,732.0,,,,1074.0,,87.5,649.8,686.0,1187.0,,,,,-235.0,-271.0,,,,71.0,,-915.5,-353.2,-317.0,184.0,,,,,False,,,,True,,False,False,False,True,,,,
05065,445,252.0,193.0,,,,276.0,,27.2,111.0,184.0,447.0,,,,,-193.0,-252.0,,,,-169.0,,-417.8,-334.0,-261.0,2.0,,,,,False,,,,True,,False,False,False,True,,,,
05067,1153,1692.0,1115.0,,,,482.0,,1143.2,574.0,1453.0,1054.0,,,,,539.0,-38.0,,,,-671.0,,-9.8,-579.0,300.0,-99.0,,,,,True,,,,False,,True,False,True,True,,,,
05069,1982,1140.0,1267.0,,,,1324.0,,491.9,1110.5,1198.0,1983.0,,612.4,,,-842.0,-715.0,,,,-658.0,,-1490.1,-871.5,-784.0,1.0,,-1369.6,,,True,,,,True,,False,False,True,True,,False,,
05071,863,402.0,402.0,,,,764.0,,403.2,302.7,480.5,794.0,,,,,-461.0,-461.0,,,,-99.0,,-459.8,-560.3,-382.5,-69.0,,,,,False,,,,True,,True,False,True,True,,,,
05073,109,66.0,83.0,,,,111.0,,220.9,27.5,32.0,186.0,,,,,-43.0,-26.0,,,,2.0,,111.9,-81.5,-77.0,77.0,,,,,True,,,,True,,False,False,False,False,,,,
05075,556,486.0,511.0,,,,491.0,,210.1,169.8,382.0,557.0,,,,,-70.0,-45.0,,,,-65.0,,-345.9,-386.2,-174.0,1.0,,,,,True,,,,True,,False,False,False,True,,,,
05077,339,120.0,36.0,,,,222.0,,143.0,57.9,300.0,250.0,,,,,-219.0,-303.0,,,,-117.0,,-196.0,-281.1,-39.0,-89.0,,,,,False,,,,True,,True,False,True,True,,,,
05079,446,402.0,173.0,,,,307.0,,287.1,87.0,371.0,462.0,,250.5,,,-44.0,-273.0,,,,-139.0,,-158.9,-359.0,-75.0,16.0,,-195.5,,,False,,,,False,,False,False,False,True,,False,,
05081,257,210.0,163.0,,,,251.0,,144.7,257.3,221.0,277.0,,,,,-47.0,-94.0,,,,-6.0,,-112.3,0.3,-36.0,20.0,,,,,False,,,,True,,False,True,True,True,,,,
05083,688,720.0,471.0,,,,733.0,,692.2,462.7,642.0,833.0,,,,,32.0,-217.0,,,,45.0,,4.2,-225.3,-46.0,145.0,,,,,False,,,,False,,True,False,False,False,,,,
05085,2174,1254.0,1103.0,,,,1492.0,,634.4,827.0,1407.0,2062.0,,747.3,,,-920.0,-1071.0,,,,-682.0,,-1539.6,-1347.0,-767.0,-112.0,,-1426.7,,,False,,,,True,,False,False,True,True,,False,,
05087,519,354.0,296.0,,,,329.0,,154.7,308.5,202.0,496.0,,,,,-165.0,-223.0,,,,-190.0,,-364.3,-210.5,-317.0,-23.0,,,,,False,,,,False,,False,False,False,True,,,,
05089,294,336.0,389.0,,,,229.0,,534.0,268.6,190.0,482.0,,,,,42.0,95.0,,,,-65.0,,240.0,-25.4,-104.0,188.0,,,,,False,,,,False,,False,True,False,False,,,,
05091,842,636.0,348.0,,,,899.0,,503.9,572.8,510.0,937.0,,249.0,,,-206.0,-494.0,,,,57.0,,-338.1,-269.2,-332.0,95.0,,-593.0,,,False,,,,True,,False,False,False,True,,False,,
05093,1538,1092.0,649.0,,,,1264.0,,299.0,789.0,1043.0,1459.0,,1479.2,,,-446.0,-889.0,,,,-274.0,,-1239.0,-749.0,-495.0,-79.0,,-58.8,,,False,,,,True,,False,False,False,True,,True,,
05095,244,120.0,120.0,,,,128.0,,94.6,44.8,83.0,181.0,,,,,-124.0,-124.0,,,,-116.0,,-149.4,-199.2,-161.0,-63.0,,,,,False,,,,True,,False,False,False,True,,,,
05097,276,318.0,428.0,,,,210.0,,881.6,191.6,660.5,334.0,,,,,42.0,152.0,,,,-66.0,,605.6,-84.4,384.5,58.0,,,,,False,,,,False,,False,False,False,False,,,,
05099,171,180.0,152.0,,,,211.0,,276.4,101.8,104.5,245.0,,,,,9.0,-19.0,,,,40.0,,105.4,-69.2,-66.5,74.0,,,,,False,,,,False,,False,False,False,False,,,,
05101,154,234.0,252.0,,,,159.0,,146.6,140.5,248.0,324.0,,,,,80.0,98.0,,,,5.0,,-7.4,-13.5,94.0,170.0,,,,,False,,,,True,,True,True,False,False,,,,
05103,852,828.0,1128.0,,,,512.0,,3356.4,328.4,1491.0,956.0,,,,,-24.0,276.0,,,,-340.0,,2504.4,-523.6,639.0,104.0,,,,,False,,,,False,,False,False,False,False,,,,
05105,292,162.0,189.0,,,,198.0,,208.6,53.3,156.0,276.0,,,,,-130.0,-103.0,,,,-94.0,,-83.4,-238.7,-136.0,-16.0,,,,,True,,,,True,,True,False,False,True,,,,
05107,450,342.0,135.0,,,,376.0,,1092.9,288.4,374.0,539.0,,,,,-108.0,-315.0,,,,-74.0,,642.9,-161.6,-76.0,89.0,,,,,False,,,,True,,False,False,True,True,,,,
05109,402,114.0,236.0,,,,264.0,,135.4,119.2,122.0,311.0,,,,,-288.0,-166.0,,,,-138.0,,-266.6,-282.8,-280.0,-91.0,,,,,True,,,,True,,True,True,True,True,,,,
05111,951,474.0,398.0,,,,774.0,,146.5,287.6,300.0,808.0,,,,,-477.0,-553.0,,,,-177.0,,-804.5,-663.4,-651.0,-143.0,,,,,False,,,,True,,False,False,False,True,,,,
05113,649,528.0,755.0,,,,524.0,,447.3,211.7,441.0,715.0,,,,,-121.0,106.0,,,,-125.0,,-201.7,-437.3,-208.0,66.0,,,,,True,,,,False,,False,False,False,True,,,,
05115,2501,1476.0,1934.0,,,,1599.0,,1331.7,1051.9,1810.5,2103.0,,799.9,,,-1025.0,-567.0,,,,-902.0,,-1169.3,-1449.1,-690.5,-398.0,,-1701.1,,,True,,,,True,,False,False,True,True,,False,,
05117,247,120.0,124.0,,,,162.0,,18.3,92.3,84.0,225.0,,,,,-127.0,-123.0,,,,-85.0,,-228.7,-154.7,-163.0,-22.0,,,,,True,,,,True,,False,False,False,True,,,,
05119,11496,6624.0,5044.0,,,,7092.0,,5343.9,5361.9,7313.5,10164.0,,3202.5,,,-4872.0,-6452.0,,,,-4404.0,,-6152.1,-6134.1,-4182.5,-1332.0,,-8293.5,,,False,,,,True,,False,False,True,True,,False,,
05121,645,312.0,236.0,,,,498.0,,193.9,209.5,376.0,583.0,,,,,-333.0,-409.0,,,,-147.0,,-451.1,-435.5,-269.0,-62.0,,,,,False,,,,True,,False,False,True,True,,,,
05123,924,456.0,614.0,,,,659.0,,328.6,447.3,485.0,643.0,,,,,-468.0,-310.0,,,,-265.0,,-595.4,-476.7,-439.0,-281.0,,,,,True,,,,True,,False,False,True,True,,,,
05125,3914,2946.0,2092.0,,,,2959.0,,1932.9,2336.0,3574.5,3847.0,,5007.0,,,-968.0,-1822.0,,,,-955.0,,-1981.1,-1578.0,-339.5,-67.0,,1093.0,,,False,,,,True,,False,False,True,True,,False,,
05127,330,282.0,192.0,,,,295.0,,142.6,130.3,230.0,315.0,,,,,-48.0,-138.0,,,,-35.0,,-187.4,-199.7,-100.0,-15.0,,,,,False,,,,True,,False,False,False,True,,,,
05129,248,132.0,121.0,,,,154.0,,35.8,23.0,99.0,209.0,,,,,-116.0,-127.0,,,,-94.0,,-212.2,-225.0,-149.0,-39.0,,,,,False,,,,True,,False,False,False,True,,,,
05131,3871,2556.0,1579.0,,,,4111.0,,986.9,2137.1,2161.5,3892.0,,1325.9,,,-1315.0,-2292.0,,,,240.0,,-2884.1,-1733.9,-1709.5,21.0,,-2545.1,,,False,,,,True,,False,False,False,True,,False,,
05133,470,378.0,401.0,,,,402.0,,138.1,276.6,196.0,554.0,,,,,-92.0,-69.0,,,,-68.0,,-331.9,-193.4,-274.0,84.0,,,,,True,,,,True,,False,False,False,True,,,,
05135,605,450.0,468.0,,,,367.0,,333.2,254.2,163.0,607.0,,,,,-155.0,-137.0,,,,-238.0,,-271.8,-350.8,-442.0,2.0,,,,,True,,,,False,,False,False,False,True,,,,
05137,349,204.0,110.0,,,,227.0,,80.9,64.6,240.0,374.0,,,,,-145.0,-239.0,,,,-122.0,,-268.1,-284.4,-109.0,25.0,,,,,False,,,,True,,False,False,True,True,,,,
05139,1238,588.0,642.0,,,,933.0,,725.9,638.7,560.5,985.0,,,,,-650.0,-596.0,,,,-305.0,,-512.1,-599.3,-677.5,-253.0,,,,,True,,,,True,,True,True,False,True,,,,
05141,496,324.0,500.0,,,,324.0,,1465.6,80.3,486.0,482.0,,,,,-172.0,4.0,,,,-172.0,,969.6,-415.7,-10.0,-14.0,,,,,True,,,,False,,False,False,True,True,,,,
05143,8506,5646.0,4135.0,,,,5814.0,,3999.0,4228.1,5200.0,7299.0,,2506.4,,,-2860.0,-4371.0,,,,-2692.0,,-4507.0,-4277.9,-3306.0,-1207.0,,-5999.6,,,False,,,,True,,False,False,False,True,,False,,
05145,2536,1494.0,1937.0,,,,2061.0,,1767.9,1093.5,880.0,2461.0,,3620.6,,,-1042.0,-599.0,,,,-475.0,,-768.1,-1442.5,-1656.0,-75.0,,1084.6,,,True,,,,True,,True,False,False,True,,False,,
05147,237,108.0,75.0,,,,107.0,,71.6,44.7,51.0,187.0,,,,,-129.0,-162.0,,,,-130.0,,-165.4,-192.3,-186.0,-50.0,,,,,False,,,,False,,False,False,False,True,,,,
05149,1059,432.0,661.0,,,,572.0,,256.9,414.2,360.0,693.0,,,,,-627.0,-398.0,,,,-487.0,,-802.1,-644.8,-699.0,-366.0,,,,,True,,,,True,,False,False,False,True,,,,
06001,30056,10086.0,11340.0,,,,11010.0,,13413.7,20650.8,14972.0,16854.0,,4916.0,,,-19970.0,-18716.0,,,,-19046.0,,-16642.3,-9405.2,-15084.0,-13202.0,,-25140.0,,,True,,,,True,,True,True,True,True,,False,,
06003,23,48.0,0.0,,,,53.0,,59.0,22.2,53.0,40.0,,,,,25.0,-23.0,,,,30.0,,36.0,-0.8,30.0,17.0,,,,,True,,,,False,,False,True,False,True,,,,
06005,2248,648.0,1144.0,,,,659.0,,557.5,287.8,879.0,792.0,,,,,-1600.0,-1104.0,,,,-1589.0,,-1690.5,-1960.2,-1369.0,-1456.0,,,,,True,,,,True,,False,False,True,True,,,,
06007,4536,1620.0,2088.0,,,,3306.0,,5719.1,2776.8,2756.5,4151.0,,1810.5,,,-2916.0,-2448.0,,,,-1230.0,,1183.1,-1759.2,-1779.5,-385.0,,-2725.5,,,True,,,,True,,True,True,True,True,,True,,
06009,907,324.0,881.0,,,,693.0,,1613.0,238.8,139.0,804.0,,,,,-583.0,-26.0,,,,-214.0,,706.0,-668.2,-768.0,-103.0,,,,,True,,,,True,,False,False,False,True,,,,
06011,872,330.0,423.0,,,,304.0,,4185.1,213.5,474.0,465.0,,,,,-542.0,-449.0,,,,-568.0,,3313.1,-658.5,-398.0,-407.0,,,,,True,,,,False,,False,False,True,True,,,,
06013,22723,8280.0,8869.0,,,,7918.0,,9699.0,12838.0,12920.5,11761.0,,5021.9,,,-14443.0,-13854.0,,,,-14805.0,,-13024.0,-9885.0,-9802.5,-10962.0,,-17701.1,,,True,,,,False,,True,True,True,True,,False,,
06015,503,240.0,528.0,,,,142.0,,5861.9,348.0,320.0,408.0,,,,,-263.0,25.0,,,,-361.0,,5358.9,-155.0,-183.0,-95.0,,,,,True,,,,False,,False,True,True,True,,,,
06017,4375,2310.0,3403.0,,,,2778.0,,8985.7,3196.7,5519.5,3535.0,,,,,-2065.0,-972.0,,,,-1597.0,,4610.7,-1178.3,1144.5,-840.0,,,,,True,,,,True,,False,True,True,True,,,,
06019,35695,14154.0,16776.0,,,,12239.0,,18650.5,15831.7,18052.5,20556.0,,8820.1,,,-21541.0,-18919.0,,,,-23456.0,,-17044.5,-19863.3,-17642.5,-15139.0,,-26874.9,,,True,,,,False,,True,True,True,True,,False,,
06021,789,372.0,602.0,,,,493.0,,592.4,298.9,612.5,518.0,,,,,-417.0,-187.0,,,,-296.0,,-196.6,-490.1,-176.5,-271.0,,,,,True,,,,True,,True,False,True,True,,,,
06023,1181,720.0,1513.0,,,,8616.0,,1751.9,1504.9,590.0,1497.0,,,,,-461.0,332.0,,,,7435.0,,570.9,323.9,-591.0,316.0,,,,,True,,,,False,,False,True,False,True,,,,
06025,7791,6576.0,3386.0,,,,4405.0,,30762.1,4074.3,10420.5,6622.0,,3260.3,,,-1215.0,-4405.0,,,,-3386.0,,22971.1,-3716.7,2629.5,-1169.0,,-4530.7,,,False,,,,False,,False,False,False,True,,False,,
06027,521,96.0,17.0,,,,228.0,,206.5,58.6,18.0,231.0,,,,,-425.0,-504.0,,,,-293.0,,-314.5,-462.4,-503.0,-290.0,,,,,False,,,,True,,True,False,False,True,,,,
06029,36547,15900.0,19519.0,,,,14927.0,,40029.9,18057.6,22371.0,21573.0,,10443.0,,,-20647.0,-17028.0,,,,-21620.0,,3482.9,-18489.4,-14176.0,-14974.0,,-26104.0,,,True,,,,False,,True,True,True,True,,False,,
06031,6618,4590.0,7199.0,,,,2977.0,,2916.5,4229.5,7308.5,5226.0,,5737.2,,,-2028.0,581.0,,,,-3641.0,,-3701.5,-2388.5,690.5,-1392.0,,-880.8,,,True,,,,False,,False,False,True,True,,True,,
06033,1211,516.0,1074.0,,,,953.0,,2137.7,520.3,730.0,1037.0,,,,,-695.0,-137.0,,,,-258.0,,926.7,-690.7,-481.0,-174.0,,,,,True,,,,True,,False,True,True,True,,,,
06035,3199,2508.0,292.0,,,,721.0,,6597.8,1277.3,738.0,2411.0,,,,,-691.0,-2907.0,,,,-2478.0,,3398.8,-1921.7,-2461.0,-788.0,,,,,False,,,,False,,False,False,False,False,,,,
06037,515852,174132.0,130323.0,,,,142100.0,,423715.4,190573.8,264929.0,225862.0,,240679.1,,,-341720.0,-385529.0,,,,-373752.0,,-92136.6,-325278.2,-250923.0,-289990.0,,-275172.9,,,False,,,,False,,True,True,True,True,,True,,
06039,5796,2016.0,3212.0,,,,2504.0,,8748.4,1948.6,2938.0,2946.0,,2094.7,,,-3780.0,-2584.0,,,,-3292.0,,2952.4,-3847.4,-2858.0,-2850.0,,-3701.3,,,True,,,,True,,True,False,True,True,,True,,
06041,3009,1188.0,1613.0,,,,1618.0,,1636.0,2275.6,1490.0,3011.0,,903.9,,,-1821.0,-1396.0,,,,-1391.0,,-1373.0,-733.4,-1519.0,2.0,,-2105.1,,,True,,,,True,,True,True,True,True,,False,,
06043,188,174.0,231.0,,,,289.0,,1762.4,78.9,272.0,335.0,,,,,-14.0,43.0,,,,101.0,,1574.4,-109.1,84.0,147.0,,,,,False,,,,False,,False,False,False,False,,,,
06045,1681,600.0,1129.0,,,,5658.0,,3508.4,1409.1,270.0,1337.0,,,,,-1081.0,-552.0,,,,3977.0,,1827.4,-271.9,-1411.0,-344.0,,,,,True,,,,False,,False,True,False,True,,,,
06047,9956,3384.0,4574.0,,,,4366.0,,18661.4,4303.4,2307.0,5464.0,,3471.2,,,-6572.0,-5382.0,,,,-5590.0,,8705.4,-5652.6,-7649.0,-4492.0,,-6484.8,,,True,,,,True,,False,True,False,True,,True,,
06049,229,120.0,17.0,,,,144.0,,81.6,124.2,67.0,202.0,,,,,-109.0,-212.0,,,,-85.0,,-147.4,-104.8,-162.0,-27.0,,,,,False,,,,True,,False,True,False,True,,,,
06051,421,276.0,89.0,,,,264.0,,11.9,92.0,157.0,254.0,,,,,-145.0,-332.0,,,,-157.0,,-409.1,-329.0,-264.0,-167.0,,,,,False,,,,False,,False,False,False,False,,,,
06053,17605,6090.0,5665.0,,,,4744.0,,13185.6,5877.3,10906.0,9530.0,,5457.8,,,-11515.0,-11940.0,,,,-12861.0,,-4419.4,-11727.7,-6699.0,-8075.0,,-12147.2,,,False,,,,False,,True,False,True,True,,False,,
06055,3556,1620.0,1671.0,,,,1195.0,,1720.8,1816.5,1751.0,2889.0,,1560.9,,,-1936.0,-1885.0,,,,-2361.0,,-1835.2,-1739.5,-1805.0,-667.0,,-1995.1,,,True,,,,False,,True,True,True,True,,False,,
06057,1704,1014.0,1501.0,,,,1345.0,,4912.3,1186.2,2488.0,1916.0,,,,,-690.0,-203.0,,,,-359.0,,3208.3,-517.8,784.0,212.0,,,,,True,,,,True,,False,True,False,True,,,,
06059,127343,45714.0,53210.0,,,,34893.0,,165996.8,32130.0,108247.0,67014.0,,49973.9,,,-81629.0,-74133.0,,,,-92450.0,,38653.8,-95213.0,-19096.0,-60329.0,,-77369.1,,,True,,,,False,,True,False,True,True,,True,,
06061,9102,4002.0,4384.0,,,,5564.0,,5039.1,7672.1,6613.0,7046.0,,8228.7,,,-5100.0,-4718.0,,,,-3538.0,,-4062.9,-1429.9,-2489.0,-2056.0,,-873.3,,,True,,,,True,,True,True,True,True,,True,,
06063,329,192.0,266.0,,,,300.0,,215.9,70.0,191.0,406.0,,,,,-137.0,-63.0,,,,-29.0,,-113.1,-259.0,-138.0,77.0,,,,,True,,,,True,,True,False,False,True,,,,
06065,126353,36936.0,32682.0,,,,37145.0,,64003.6,55344.3,43680.0,51957.0,,54328.8,,,-89417.0,-93671.0,,,,-89208.0,,-62349.4,-71008.7,-82673.0,-74396.0,,-72024.2,,,False,,,,True,,True,True,True,True,,True,,
06067,36615,22284.0,23050.0,,,,16591.0,,30933.1,29326.5,23933.0,27656.0,,34297.6,,,-14331.0,-13565.0,,,,-20024.0,,-5681.9,-7288.5,-12682.0,-8959.0,,-2317.4,,,True,,,,False,,True,True,True,True,,True,,
06069,2498,924.0,1320.0,,,,951.0,,1175.0,405.9,1486.0,1266.0,,,,,-1574.0,-1178.0,,,,-1547.0,,-1323.0,-2092.1,-1012.0,-1232.0,,,,,True,,,,True,,True,False,True,True,,,,
06071,132186,47778.0,34764.0,,,,41372.0,,202031.0,75777.7,84604.5,56318.0,,52014.5,,,-84408.0,-97422.0,,,,-90814.0,,69845.0,-56408.3,-47581.5,-75868.0,,-80171.5,,,False,,,,False,,True,True,True,True,,True,,
06073,108582,55854.0,83589.0,,,,33194.0,,129793.5,70078.0,69685.0,72610.0,,63841.5,,,-52728.0,-24993.0,,,,-75388.0,,21211.5,-38504.0,-38897.0,-35972.0,,-44740.5,,,True,,,,False,,True,True,True,True,,True,,
06075,11001,6300.0,9504.0,,,,5101.0,,6743.6,12625.4,7777.5,8525.0,,5587.8,,,-4701.0,-1497.0,,,,-5900.0,,-4257.4,1624.4,-3223.5,-2476.0,,-5413.2,,,True,,,,False,,True,True,True,True,,False,,
06077,25812,6552.0,6131.0,,,,9205.0,,11409.1,10920.1,6256.0,12131.0,,3607.6,,,-19260.0,-19681.0,,,,-16607.0,,-14402.9,-14891.9,-19556.0,-13681.0,,-22204.4,,,False,,,,True,,True,True,False,True,,False,,
06079,7157,3132.0,2331.0,,,,4263.0,,3310.9,4244.2,4136.5,4896.0,,3335.9,,,-4025.0,-4826.0,,,,-2894.0,,-3846.1,-2912.8,-3020.5,-2261.0,,-3821.1,,,False,,,,True,,True,True,True,True,,True,,
06081,13924,5670.0,8140.0,,,,4548.0,,6307.3,12552.7,7786.0,7469.0,,3889.2,,,-8254.0,-5784.0,,,,-9376.0,,-7616.7,-1371.3,-6138.0,-6455.0,,-10034.8,,,True,,,,False,,True,True,True,True,,False,,
06083,9210,3006.0,3098.0,,,,4472.0,,6206.2,5978.3,4138.0,6686.0,,3225.0,,,-6204.0,-6112.0,,,,-4738.0,,-3003.8,-3231.7,-5072.0,-2524.0,,-5985.0,,,True,,,,True,,True,True,True,True,,True,,
06085,48438,19926.0,30132.0,,,,13765.0,,23716.8,18063.7,33684.5,23992.0,,26766.1,,,-28512.0,-18306.0,,,,-34673.0,,-24721.2,-30374.3,-14753.5,-24446.0,,-21671.9,,,True,,,,False,,True,False,True,True,,True,,
06087,6062,3234.0,3596.0,,,,1931.0,,8841.7,4366.9,5210.5,5072.0,,3287.1,,,-2828.0,-2466.0,,,,-4131.0,,2779.7,-1695.1,-851.5,-990.0,,-2774.9,,,True,,,,False,,True,True,True,True,,True,,
06089,4411,4926.0,2893.0,,,,2765.0,,13363.7,4119.3,2353.0,6688.0,,6592.9,,,515.0,-1518.0,,,,-1646.0,,8952.7,-291.7,-2058.0,2277.0,,2181.9,,,False,,,,False,,False,True,False,False,,False,,
06091,51,12.0,0.0,,,,100.0,,45.0,11.9,12.0,68.0,,,,,-39.0,-51.0,,,,49.0,,-6.0,-39.1,-39.0,17.0,,,,,False,,,,False,,True,False,False,True,,,,
06093,687,774.0,1343.0,,,,579.0,,3362.7,737.6,493.0,945.0,,,,,87.0,656.0,,,,-108.0,,2675.7,50.6,-194.0,258.0,,,,,False,,,,False,,False,True,False,False,,,,
06095,12188,4170.0,5029.0,,,,3797.0,,2936.3,6833.7,2110.0,6673.0,,5167.3,,,-8018.0,-7159.0,,,,-8391.0,,-9251.7,-5354.3,-10078.0,-5515.0,,-7020.7,,,True,,,,False,,False,True,False,True,,True,,
06097,9215,4116.0,6823.0,,,,3249.0,,1335.5,6706.2,5301.0,8035.0,,3647.6,,,-5099.0,-2392.0,,,,-5966.0,,-7879.5,-2508.8,-3914.0,-1180.0,,-5567.4,,,True,,,,False,,False,True,True,True,,False,,
