,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
13259,57,48.0,,,47.0,3.0,,,,,109.6,,,,118.0,,43.7,19.4,,,19.0,48.4,71.9,78.0,135.8,,,,,,,,,50.1,-9.0,,,-10.0,-54.0,,,,,52.6,,,,61.0,,-13.3,-37.6,,,-38.0,-8.6,14.9,21.0,78.8,,,,,,,,,-6.9,,,False,False,,,,,False,,,,False,,False,False,,,False,True,False,False,False,,,,,,,,,True
13261,454,408.0,,,494.0,996.0,,,,,513.0,,,,476.0,,1568.7,310.1,3190.5,,1190.5,535.5,459.8,415.0,291.9,,,,,,,,,392.9,-46.0,,,40.0,542.0,,,,,59.0,,,,22.0,,1114.7,-143.9,2736.5,,736.5,81.5,5.8,-39.0,-162.1,,,,,,,,,-61.1,,,True,False,,,,,False,,,,True,,False,False,False,,False,False,True,True,False,,,,,,,,,False
13263,93,36.0,,,60.0,26.0,,,,,28.9,,,,94.0,,140.2,15.0,,,77.0,78.6,70.5,56.0,69.8,,,,,,,,,30.5,-57.0,,,-33.0,-67.0,,,,,-64.1,,,,1.0,,47.2,-78.0,,,-16.0,-14.4,-22.5,-37.0,-23.2,,,,,,,,,-62.5,,,True,False,,,,,False,,,,True,,True,False,,,True,True,True,True,True,,,,,,,,,False
13265,30,12.0,,,8.0,0.0,,,,,48.1,,,,51.0,,4.2,1.5,,,11.0,10.0,15.6,17.0,8.5,,,,,,,,,7.1,-18.0,,,-22.0,-30.0,,,,,18.1,,,,21.0,,-25.8,-28.5,,,-19.0,-20.0,-14.4,-13.0,-21.5,,,,,,,,,-22.9,,,False,False,,,,,False,,,,False,,False,False,,,False,False,True,True,False,,,,,,,,,False
13267,417,272.0,,,277.0,286.0,,,,,195.8,,,,283.0,,129.3,148.7,,,438.0,310.3,299.6,342.0,162.1,,,,,,,,,252.3,-145.0,,,-140.0,-131.0,,,,,-221.2,,,,-134.0,,-287.7,-268.3,,,21.0,-106.7,-117.4,-75.0,-254.9,,,,,,,,,-164.7,,,True,True,,,,,False,,,,True,,False,False,,,True,True,True,True,False,,,,,,,,,False
13269,143,108.0,,,113.0,88.0,,,,,132.2,,,,166.0,,226.9,39.1,,,142.0,141.6,139.7,113.0,227.4,,,,,,,,,25.6,-35.0,,,-30.0,-55.0,,,,,-10.8,,,,23.0,,83.9,-103.9,,,-1.0,-1.4,-3.3,-30.0,84.4,,,,,,,,,-117.4,,,True,False,,,,,True,,,,True,,False,False,,,True,True,True,True,False,,,,,,,,,False
13271,236,88.0,,,122.0,73.0,,,,,152.9,,,,313.0,,221.5,67.0,,,101.0,139.8,131.9,140.0,166.0,,,,,,,,,89.9,-148.0,,,-114.0,-163.0,,,,,-83.1,,,,77.0,,-14.5,-169.0,,,-135.0,-96.2,-104.1,-96.0,-70.0,,,,,,,,,-146.1,,,True,False,,,,,True,,,,True,,True,False,,,True,True,True,True,True,,,,,,,,,True
13273,127,244.0,,,170.0,138.0,,,,,139.2,,,,143.0,,3557.0,16.9,,,275.0,185.7,160.7,191.0,78.4,,,,,,,,,186.7,117.0,,,43.0,11.0,,,,,12.2,,,,16.0,,3430.0,-110.1,,,148.0,58.7,33.7,64.0,-48.6,,,,,,,,,59.7,,,True,True,,,,,True,,,,True,,False,True,,,False,True,True,True,True,,,,,,,,,True
13275,1001,716.0,,,757.0,1187.0,,,,,748.1,,,,593.0,,1861.4,347.5,1856.5,,955.5,845.2,683.0,732.0,786.4,,,,,435.8,,,,339.6,-285.0,,,-244.0,186.0,,,,,-252.9,,,,-408.0,,860.4,-653.5,855.5,,-45.5,-155.8,-318.0,-269.0,-214.6,,,,,-565.2,,,,-661.4,,,True,True,,,,,True,,,,False,,False,False,False,,True,True,False,True,True,,,,,False,,,,False
13277,1005,784.0,,,764.0,809.0,,,,,843.7,,,,571.0,,1077.1,550.9,2029.5,,778.0,875.2,914.3,765.0,404.2,,,,,629.8,,,,862.5,-221.0,,,-241.0,-196.0,,,,,-161.3,,,,-434.0,,72.1,-454.1,1024.5,,-227.0,-129.8,-90.7,-240.0,-600.8,,,,,-375.2,,,,-142.5,,,False,True,,,,,True,,,,False,,True,False,False,,False,True,True,False,False,,,,,False,,,,True
13279,800,292.0,,,264.0,191.0,,,,,352.2,,,,366.0,,206.9,191.7,,,327.0,442.0,369.2,339.0,195.6,,,,,,,,,184.7,-508.0,,,-536.0,-609.0,,,,,-447.8,,,,-434.0,,-593.1,-608.3,,,-473.0,-358.0,-430.8,-461.0,-604.4,,,,,,,,,-615.3,,,False,False,,,,,True,,,,True,,False,False,,,True,True,True,True,False,,,,,,,,,False
13281,210,216.0,,,192.0,83.0,,,,,129.8,,,,193.0,,218.8,62.8,,,198.0,209.2,189.0,178.0,140.7,,,,,,,,,210.3,6.0,,,-18.0,-127.0,,,,,-80.2,,,,-17.0,,8.8,-147.2,,,-12.0,-0.8,-21.0,-32.0,-69.3,,,,,,,,,0.3,,,False,False,,,,,False,,,,False,,False,False,,,False,True,False,False,False,,,,,,,,,True
13283,200,24.0,,,21.0,0.0,,,,,42.1,,,,112.0,,18.5,23.1,,,15.0,47.2,60.2,74.0,76.7,,,,,,,,,16.1,-176.0,,,-179.0,-200.0,,,,,-157.9,,,,-88.0,,-181.5,-176.9,,,-185.0,-152.8,-139.8,-126.0,-123.3,,,,,,,,,-183.9,,,False,False,,,,,True,,,,True,,False,False,,,False,True,True,True,True,,,,,,,,,False
13285,1206,896.0,,,1074.0,829.0,,,,,1046.7,,,,1290.0,,1181.4,633.6,3812.0,,1414.0,1251.9,1111.5,936.0,1708.0,,,,,962.9,,,,250.5,-310.0,,,-132.0,-377.0,,,,,-159.3,,,,84.0,,-24.6,-572.4,2606.0,,208.0,45.9,-94.5,-270.0,502.0,,,,,-243.1,,,,-955.5,,,True,False,,,,,True,,,,True,,True,False,False,,True,True,True,True,False,,,,,True,,,,False
13287,256,128.0,,,104.0,0.0,,,,,139.6,,,,103.0,,75.3,47.7,,,134.0,135.8,123.1,118.0,103.5,,,,,,,,,93.6,-128.0,,,-152.0,-256.0,,,,,-116.4,,,,-153.0,,-180.7,-208.3,,,-122.0,-120.2,-132.9,-138.0,-152.5,,,,,,,,,-162.4,,,False,False,,,,,True,,,,False,,False,False,,,True,True,False,False,False,,,,,,,,,False
13289,199,72.0,,,83.0,62.0,,,,,123.2,,,,126.0,,96.5,29.1,,,115.5,112.5,96.9,84.0,55.4,,,,,,,,,73.1,-127.0,,,-116.0,-137.0,,,,,-75.8,,,,-73.0,,-102.5,-169.9,,,-83.5,-86.5,-102.1,-115.0,-143.6,,,,,,,,,-125.9,,,True,False,,,,,True,,,,True,,True,False,,,True,True,True,True,False,,,,,,,,,True
13291,394,304.0,,,317.0,151.0,,,,,170.1,,,,392.0,,1737.9,154.4,,,340.0,482.9,434.8,356.0,227.0,,,,,162.1,,,,187.3,-90.0,,,-77.0,-243.0,,,,,-223.9,,,,-2.0,,1343.9,-239.6,,,-54.0,88.9,40.8,-38.0,-167.0,,,,,-231.9,,,,-206.7,,,True,False,,,,,False,,,,True,,False,False,,,True,True,True,True,False,,,,,False,,,,False
13293,901,312.0,,,325.0,333.0,,,,,288.6,,,,566.0,,240.7,209.0,,,387.0,456.0,386.2,358.0,258.2,,,,,,,,,142.3,-589.0,,,-576.0,-568.0,,,,,-612.4,,,,-335.0,,-660.3,-692.0,,,-514.0,-445.0,-514.8,-543.0,-642.8,,,,,,,,,-758.7,,,True,True,,,,,False,,,,True,,False,False,,,True,True,True,True,False,,,,,,,,,False
13295,1474,1336.0,,,1276.0,1929.0,,,,,1445.4,,,,2370.0,,1128.4,899.3,1552.5,,1141.0,1392.7,1363.4,1289.0,977.0,,,,,1111.0,,,,1192.0,-138.0,,,-198.0,455.0,,,,,-28.6,,,,896.0,,-345.6,-574.7,78.5,,-333.0,-81.3,-110.6,-185.0,-497.0,,,,,-363.0,,,,-282.0,,,False,False,,,,,True,,,,False,,False,False,True,,False,True,True,False,False,,,,,False,,,,False
13297,2595,1540.0,,,1681.0,1875.0,,,,,2166.5,,,,1649.0,,2913.8,1033.8,4452.0,,2515.0,1902.8,1883.6,1349.0,1231.3,,,,,1078.3,,,,2378.9,-1055.0,,,-914.0,-720.0,,,,,-428.5,,,,-946.0,,318.8,-1561.2,1857.0,,-80.0,-692.2,-711.4,-1246.0,-1363.7,,,,,-1516.7,,,,-216.1,,,True,True,,,,,True,,,,True,,True,False,False,,True,True,True,False,False,,,,,False,,,,True
13299,874,392.0,,,431.0,269.0,,,,,378.6,,,,476.0,,193.9,277.5,6258.5,,694.0,576.6,551.1,460.0,702.1,,,,,378.0,,,,307.1,-482.0,,,-443.0,-605.0,,,,,-495.4,,,,-398.0,,-680.1,-596.5,5384.5,,-180.0,-297.4,-322.9,-414.0,-171.9,,,,,-496.0,,,,-566.9,,,True,False,,,,,False,,,,True,,False,False,False,,True,True,True,True,True,,,,,False,,,,False
13301,82,64.0,,,61.0,0.0,,,,,100.5,,,,89.0,,74.6,12.2,,,55.0,64.7,69.7,66.0,46.2,,,,,,,,,64.7,-18.0,,,-21.0,-82.0,,,,,18.5,,,,7.0,,-7.4,-69.8,,,-27.0,-17.3,-12.3,-16.0,-35.8,,,,,,,,,-17.3,,,False,False,,,,,False,,,,True,,True,False,,,False,True,True,True,False,,,,,,,,,True
13303,314,252.0,,,254.0,270.0,,,,,289.4,,,,377.0,,138.3,139.7,,,190.0,310.3,260.4,300.0,295.6,,,,,,,,,182.4,-62.0,,,-60.0,-44.0,,,,,-24.6,,,,63.0,,-175.7,-174.3,,,-124.0,-3.7,-53.6,-14.0,-18.4,,,,,,,,,-131.6,,,True,True,,,,,True,,,,False,,False,False,,,False,True,True,True,True,,,,,,,,,False
13305,629,224.0,,,231.0,24.0,,,,,318.0,,,,363.0,,85.0,208.2,682.5,,230.0,360.0,313.1,317.0,412.4,,,,,,,,,179.6,-405.0,,,-398.0,-605.0,,,,,-311.0,,,,-266.0,,-544.0,-420.8,53.5,,-399.0,-269.0,-315.9,-312.0,-216.6,,,,,,,,,-449.4,,,True,False,,,,,True,,,,True,,False,False,True,,True,True,True,True,True,,,,,,,,,False
13307,38,16.0,,,12.0,0.0,,,,,15.1,,,,40.0,,5.2,1.3,,,8.0,5.6,17.0,24.0,22.1,,,,,,,,,22.8,-22.0,,,-26.0,-38.0,,,,,-22.9,,,,2.0,,-32.8,-36.7,,,-30.0,-32.4,-21.0,-14.0,-15.9,,,,,,,,,-15.2,,,False,False,,,,,False,,,,True,,False,False,,,False,False,True,True,True,,,,,,,,,True
13309,95,24.0,,,19.0,0.0,,,,,48.4,,,,90.0,,8.5,8.8,,,12.0,40.8,61.5,69.0,60.9,,,,,,,,,14.8,-71.0,,,-76.0,-95.0,,,,,-46.6,,,,-5.0,,-86.5,-86.2,,,-83.0,-54.2,-33.5,-26.0,-34.1,,,,,,,,,-80.2,,,False,False,,,,,True,,,,True,,False,False,,,False,True,True,True,True,,,,,,,,,False
13311,805,716.0,,,608.0,823.0,,,,,794.5,,,,504.0,,504.1,262.5,,,861.0,726.9,724.0,565.0,188.8,,,,,,,,,772.0,-89.0,,,-197.0,18.0,,,,,-10.5,,,,-301.0,,-300.9,-542.5,,,56.0,-78.1,-81.0,-240.0,-616.2,,,,,,,,,-33.0,,,False,True,,,,,True,,,,False,,False,False,,,True,True,True,False,False,,,,,,,,,True
13313,3558,3712.0,,,3352.0,4328.0,,,,,3494.8,,,,3342.0,,2746.2,2208.1,4059.5,,3786.0,3781.6,4092.3,3188.0,2293.2,,,,,2053.5,,,,4555.8,154.0,,,-206.0,770.0,,,,,-63.2,,,,-216.0,,-811.8,-1349.9,501.5,,228.0,223.6,534.3,-370.0,-1264.8,,,,,-1504.5,,,,997.8,,,False,False,,,,,True,,,,False,,False,False,False,,False,False,False,False,False,,,,,False,,,,False
13315,196,128.0,,,123.0,85.0,,,,,185.8,,,,130.0,,170.2,32.9,,,131.0,154.0,125.1,120.0,74.4,,,,,,,,,146.4,-68.0,,,-73.0,-111.0,,,,,-10.2,,,,-66.0,,-25.8,-163.1,,,-65.0,-42.0,-70.9,-76.0,-121.6,,,,,,,,,-49.6,,,False,False,,,,,True,,,,True,,True,False,,,True,True,False,False,False,,,,,,,,,True
13317,183,132.0,,,134.0,137.0,,,,,146.9,,,,174.0,,149.6,62.1,,,115.0,156.7,155.7,139.0,111.9,,,,,,,,,127.1,-51.0,,,-49.0,-46.0,,,,,-36.1,,,,-9.0,,-33.4,-120.9,,,-68.0,-26.3,-27.3,-44.0,-71.1,,,,,,,,,-55.9,,,True,True,,,,,True,,,,True,,True,False,,,False,True,True,True,False,,,,,,,,,False
13319,198,152.0,,,135.0,0.0,,,,,144.0,,,,133.0,,474.6,47.5,,,150.0,145.2,138.9,129.0,107.2,,,,,,,,,133.6,-46.0,,,-63.0,-198.0,,,,,-54.0,,,,-65.0,,276.6,-150.5,,,-48.0,-52.8,-59.1,-69.0,-90.8,,,,,,,,,-64.4,,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,,,,,,,,,False
13321,456,340.0,,,342.0,500.0,,,,,439.1,,,,319.0,,857.5,157.1,,,791.5,383.9,317.0,316.0,189.8,,,,,,,,,256.1,-116.0,,,-114.0,44.0,,,,,-16.9,,,,-137.0,,401.5,-298.9,,,335.5,-72.1,-139.0,-140.0,-266.2,,,,,,,,,-199.9,,,True,True,,,,,True,,,,False,,False,False,,,False,True,False,False,False,,,,,,,,,False
15001,292,284.0,,,261.0,375.0,,,,,326.8,,,,,,198.4,581.1,229.0,,271.0,403.8,370.6,537.0,352.8,,,,,,239.0,,,270.3,-8.0,,,-31.0,83.0,,,,,34.8,,,,,,-93.6,289.1,-63.0,,-21.0,111.8,78.6,245.0,60.8,,,,,,-53.0,,,-21.7,,,False,False,,,,,False,,,,,,False,False,False,,False,False,False,False,False,,,,,,False,,,False
15003,2883,2116.0,,,2087.0,2388.0,,,,,3227.7,,2197.8,,,,1139.2,5232.5,1995.5,,1605.0,2768.2,2782.5,2840.0,2197.0,,,,,1396.2,2403.0,,,1969.3,-767.0,,,-796.0,-495.0,,,,,344.7,,-685.2,,,,-1743.8,2349.5,-887.5,,-1278.0,-114.8,-100.5,-43.0,-686.0,,,,,-1486.8,-480.0,,,-913.7,,,False,True,,,,,True,,True,,,,False,False,False,,False,True,True,True,True,,,,,False,True,,,False
15005,0,0.0,,,0.0,0.0,,,,,,,,,,,0.3,0.0,,,,0.0,0.9,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,0.3,0.0,,,,0.0,0.9,0.0,,,,,,,,,,,,,True,True,,,,,,,,,,,False,True,,,,True,False,True,,,,,,,,,,
15007,27,44.0,,,31.0,35.0,,,,,112.4,,,,,,19.1,92.4,28.0,,22.0,74.3,116.1,203.0,31.7,,,,,,,,,28.3,17.0,,,4.0,8.0,,,,,85.4,,,,,,-7.9,65.4,1.0,,-5.0,47.3,89.1,176.0,4.7,,,,,,,,,1.3,,,True,True,,,,,False,,,,,,True,False,True,,True,False,False,False,True,,,,,,,,,True
15009,695,520.0,,,580.0,807.0,,,,,688.3,,,,,,505.2,1169.2,346.5,,926.0,573.0,621.5,664.0,,,,,,,1054.0,,,634.5,-175.0,,,-115.0,112.0,,,,,-6.7,,,,,,-189.8,474.2,-348.5,,231.0,-122.0,-73.5,-31.0,,,,,,,359.0,,,-60.5,,,True,True,,,,,True,,,,,,False,False,False,,False,True,True,True,,,,,,,False,,,True
16001,9534,12944.0,,13891.7,12333.0,16323.0,,,,,10553.6,,17902.1,,9134.0,,16947.3,9625.7,11728.5,,14509.5,12543.9,12400.3,10735.0,10541.9,,,,,10824.8,10414.0,,,13209.4,3410.0,,4357.7,2799.0,6789.0,,,,,1019.6,,8368.1,,-400.0,,7413.3,91.7,2194.5,,4975.5,3009.9,2866.3,1201.0,1007.9,,,,,1290.8,880.0,,,3675.4,,False,True,False,,,,,True,,False,,True,,False,True,True,,False,True,True,True,True,,,,,True,True,,,False
16003,155,52.0,,,53.0,0.0,,,,,45.3,,,,58.0,,53.9,9.7,,,22.0,61.9,86.4,59.0,50.9,,,,,,,,,50.4,-103.0,,,-102.0,-155.0,,,,,-109.7,,,,-97.0,,-101.1,-145.3,,,-133.0,-93.1,-68.6,-96.0,-104.1,,,,,,,,,-104.6,,,True,False,,,,,False,,,,True,,True,False,,,False,True,True,True,False,,,,,,,,,False
16005,1245,2124.0,,,1803.0,2185.0,,,,,2098.3,,,,1662.0,,2210.6,1340.8,2361.0,,1544.5,1677.2,2154.2,1783.0,1512.2,,,,,1541.0,,,,2518.5,879.0,,,558.0,940.0,,,,,853.3,,,,417.0,,965.6,95.8,1116.0,,299.5,432.2,909.2,538.0,267.2,,,,,296.0,,,,1273.5,,,True,False,,,,,True,,,,True,,False,True,False,,True,True,False,True,True,,,,,True,,,,False
16007,69,72.0,,,72.0,32.0,,,,,73.2,,,,83.0,,48.6,69.2,,,69.0,69.2,116.8,88.0,102.1,,,,,,,,,81.0,3.0,,,3.0,-37.0,,,,,4.2,,,,14.0,,-20.4,0.2,,,0.0,0.2,47.8,19.0,33.1,,,,,,,,,12.0,,,False,False,,,,,False,,,,False,,False,True,,,True,True,False,False,False,,,,,,,,,False
16009,159,116.0,,,113.0,117.0,,,,,90.6,,,,262.0,,71.2,62.2,,,57.0,118.1,191.0,127.0,109.9,,,,,,,,,109.2,-43.0,,,-46.0,-42.0,,,,,-68.4,,,,103.0,,-87.8,-96.8,,,-102.0,-40.9,32.0,-32.0,-49.1,,,,,,,,,-49.8,,,False,True,,,,,False,,,,False,,False,False,,,False,True,True,True,False,,,,,,,,,False
16011,601,884.0,,,854.0,908.0,,,,,1093.0,,,,1118.0,,564.7,733.9,830.5,,635.0,843.3,1140.5,803.0,1039.6,,,,,,,,,1283.5,283.0,,,253.0,307.0,,,,,492.0,,,,517.0,,-36.3,132.9,229.5,,34.0,242.3,539.5,202.0,438.6,,,,,,,,,682.5,,,True,False,,,,,False,,,,False,,True,True,True,,True,True,False,True,False,,,,,,,,,False
16013,146,348.0,,,320.0,324.0,,,,,263.1,,338.2,,243.0,,229.8,108.2,,,270.0,334.5,441.2,261.0,401.7,,,,,,,,,430.7,202.0,,,174.0,178.0,,,,,117.1,,192.2,,97.0,,83.8,-37.8,,,124.0,188.5,295.2,115.0,255.7,,,,,,,,,284.7,,,True,True,,,,,True,,True,,True,,True,True,,,True,True,False,True,False,,,,,,,,,False
16015,51,172.0,,,139.0,0.0,,,,,124.0,,,,111.0,,407.9,143.6,,,165.0,148.6,165.1,140.0,106.6,,,,,,,,,182.6,121.0,,,88.0,-51.0,,,,,73.0,,,,60.0,,356.9,92.6,,,114.0,97.6,114.1,89.0,55.6,,,,,,,,,131.6,,,True,True,,,,,True,,,,True,,False,True,,,True,True,True,True,True,,,,,,,,,False
16017,821,888.0,,,892.0,1069.0,,,,,710.3,,,,880.0,,1724.7,571.5,957.0,,1429.0,775.4,928.4,766.0,770.3,,,,,,,,,943.1,67.0,,,71.0,248.0,,,,,-110.7,,,,59.0,,903.7,-249.5,136.0,,608.0,-45.6,107.4,-55.0,-50.7,,,,,,,,,122.1,,,False,False,,,,,False,,,,True,,False,False,False,,False,True,False,True,True,,,,,,,,,False
16019,1683,3752.0,,,3034.0,3004.0,,,,,1856.1,,,,3086.0,,3096.2,1766.6,3217.5,,2825.0,2904.4,3076.1,2870.0,2772.7,,,,,3038.9,,,,5874.3,2069.0,,,1351.0,1321.0,,,,,173.1,,,,1403.0,,1413.2,83.6,1534.5,,1142.0,1221.4,1393.1,1187.0,1089.7,,,,,1355.9,,,,4191.3,,,True,True,,,,,True,,,,True,,True,True,True,,True,True,True,True,True,,,,,True,,,,False
16021,185,152.0,,,155.0,150.0,,,,,149.5,,,,167.0,,280.4,126.6,,,66.0,129.3,203.4,166.0,172.3,,,,,,,,,183.0,-33.0,,,-30.0,-35.0,,,,,-35.5,,,,-18.0,,95.4,-58.4,,,-119.0,-55.7,18.4,-19.0,-12.7,,,,,,,,,-2.0,,,True,False,,,,,False,,,,True,,False,False,,,False,False,True,True,True,,,,,,,,,True
16023,30,32.0,,,35.0,0.0,,,,,64.3,,,,35.0,,110.0,25.8,,,23.0,35.9,60.9,38.0,48.3,,,,,,,,,72.3,2.0,,,5.0,-30.0,,,,,34.3,,,,5.0,,80.0,-4.2,,,-7.0,5.9,30.9,8.0,18.3,,,,,,,,,42.3,,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,,,,,,,,,False
16025,1,0.0,,,5.0,0.0,,,,,7.7,,,,20.0,,17.0,2.5,,,4.0,1.7,21.0,6.0,15.1,,,,,,,,,12.0,-1.0,,,4.0,-1.0,,,,,6.7,,,,19.0,,16.0,1.5,,,3.0,0.7,20.0,5.0,14.1,,,,,,,,,11.0,,,False,False,,,,,False,,,,False,,False,False,,,False,True,False,False,False,,,,,,,,,False
16027,3799,5720.0,,5856.7,5249.0,4936.0,,,,,4741.5,,,,5502.0,,3885.2,4165.3,6291.0,,4647.0,4599.8,5761.1,5151.0,4792.5,,,,,6425.9,11173.0,,,6111.8,1921.0,,2057.7,1450.0,1137.0,,,,,942.5,,,,1703.0,,86.2,366.3,2492.0,,848.0,800.8,1962.1,1352.0,993.5,,,,,2626.9,7374.0,,,2312.8,,False,True,True,,,,,True,,,,True,,True,True,False,,True,True,False,True,True,,,,,False,False,,,False
16029,86,44.0,,,48.0,39.0,,,,,91.7,,,,112.0,,22.7,21.6,,,21.0,50.2,110.8,92.0,115.7,,,,,,,,,85.1,-42.0,,,-38.0,-47.0,,,,,5.7,,,,26.0,,-63.3,-64.4,,,-65.0,-35.8,24.8,6.0,29.7,,,,,,,,,-0.9,,,True,False,,,,,True,,,,True,,False,False,,,False,True,True,True,True,,,,,,,,,True
16031,285,464.0,,,397.0,408.0,,,,,546.3,,,,659.0,,110.9,224.8,,,262.0,405.7,611.5,420.0,500.8,,,,,384.8,,,,436.2,179.0,,,112.0,123.0,,,,,261.3,,,,374.0,,-174.1,-60.2,,,-23.0,120.7,326.5,135.0,215.8,,,,,99.8,,,,151.2,,,True,True,,,,,False,,,,False,,True,True,,,True,True,False,True,False,,,,,True,,,,True
16033,1,4.0,,,7.0,0.0,,,,,10.6,,,,40.0,,12.3,0.8,,,7.0,0.6,16.6,11.0,8.7,,,,,,,,,15.5,3.0,,,6.0,-1.0,,,,,9.6,,,,39.0,,11.3,-0.2,,,6.0,-0.4,15.6,10.0,7.7,,,,,,,,,14.5,,,False,True,,,,,False,,,,False,,False,True,,,False,True,False,False,False,,,,,,,,,False
16035,121,532.0,,,261.0,0.0,,,,,94.3,,,,229.0,,174.2,169.6,,,414.5,275.3,355.8,299.0,166.2,,,,,,,,,464.6,411.0,,,140.0,-121.0,,,,,-26.7,,,,108.0,,53.2,48.6,,,293.5,154.3,234.8,178.0,45.2,,,,,,,,,343.6,,,True,True,,,,,True,,,,True,,True,True,,,True,True,True,True,True,,,,,,,,,True
16037,39,60.0,,,64.0,,,,,,28.4,,,,50.0,,78.3,23.9,,,44.0,63.1,92.9,70.0,73.3,,,,,,,,,101.1,21.0,,,25.0,,,,,,-10.6,,,,11.0,,39.3,-15.1,,,5.0,24.1,53.9,31.0,34.3,,,,,,,,,62.1,,,False,,,,,,True,,,,True,,False,True,,,True,False,False,False,False,,,,,,,,,False
16039,317,424.0,,,398.0,389.0,,,,,509.9,,,,476.0,,312.8,246.1,,,287.0,412.8,487.1,397.0,352.8,,,,,,,,,509.4,107.0,,,81.0,72.0,,,,,192.9,,,,159.0,,-4.2,-70.9,,,-30.0,95.8,170.1,80.0,35.8,,,,,,,,,192.4,,,True,True,,,,,False,,,,False,,True,True,,,True,True,False,True,True,,,,,,,,,False
16041,159,264.0,,,210.0,255.0,,,,,287.2,,,,217.0,,116.7,129.6,,,174.0,202.2,340.9,190.0,301.6,,,,,,,,,226.6,105.0,,,51.0,96.0,,,,,128.2,,,,58.0,,-42.3,-29.4,,,15.0,43.2,181.9,31.0,142.6,,,,,,,,,67.6,,,True,True,,,,,False,,,,True,,True,True,,,True,True,False,True,False,,,,,,,,,True
16043,82,232.0,,,239.0,147.0,,,,,141.9,,,,339.0,,209.9,106.1,,,241.0,225.7,277.8,280.0,245.6,,,,,,,,,270.1,150.0,,,157.0,65.0,,,,,59.9,,,,257.0,,127.9,24.1,,,159.0,143.7,195.8,198.0,163.6,,,,,,,,,188.1,,,False,True,,,,,True,,,,False,,True,True,,,False,True,False,False,False,,,,,,,,,False
16045,258,600.0,,,483.0,475.0,,,,,435.0,,,,550.0,,298.2,225.9,,,395.0,443.5,501.7,476.0,524.4,,,,,,,,,868.6,342.0,,,225.0,217.0,,,,,177.0,,,,292.0,,40.2,-32.1,,,137.0,185.5,243.7,218.0,266.4,,,,,,,,,610.6,,,True,True,,,,,True,,,,True,,True,True,,,True,True,True,True,True,,,,,,,,,False
