,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01097,5042,3570.0,,4370.8,4374.0,3533.0,,,,,4316.9,6227.3,,5430.9,4900.0,,2928.3,2615.3,3900.5,,4761.0,5015.3,,5140.0,4790.0,4114.8,,,,,2603.3,7696.0,,,4799.6,-1472.0,,-671.2,-668.0,-1509.0,,,,,-725.1,1185.3,,388.9,-142.0,,-2113.7,-2426.7,-1141.5,,-281.0,-26.7,,98.0,-252.0,-927.2,,,,,-2438.7,2654.0,,,-242.4,,True,True,False,,,,,True,True,,True,True,,False,False,True,,True,True,,True,True,True,,,,,False,False,,,True
01099,354,309.0,,,297.0,388.0,,,,,204.0,376.7,,,298.0,,207.0,197.1,,,604.0,302.2,,457.0,336.0,224.2,,,,,,,,,295.4,-45.0,,,-57.0,34.0,,,,,-150.0,22.7,,,-56.0,,-147.0,-156.9,,,250.0,-51.8,,103.0,-18.0,-129.8,,,,,,,,,-58.6,,,False,True,,,,,False,True,,,False,,False,False,,,False,False,,False,True,False,,,,,,,,,False
01101,3221,3072.0,,,3454.0,4461.0,,,,,2562.3,4495.1,,4736.7,2345.0,,4301.5,1720.3,2868.5,,3595.0,3248.7,,3809.0,3655.0,3597.1,,,,,2510.2,3519.0,,,4482.8,-149.0,,,233.0,1240.0,,,,,-658.7,1274.1,,1515.7,-876.0,,1080.5,-1500.7,-352.5,,374.0,27.7,,588.0,434.0,376.1,,,,,-710.8,298.0,,,1261.8,,,False,False,,,,,False,False,,False,False,,False,False,False,,False,True,,False,False,False,,,,,False,False,,,False
01103,2358,2649.0,,,2419.0,2240.0,,,,,2023.6,2685.2,,,2431.0,,1474.1,1767.8,2870.0,,2466.0,2345.2,,3152.0,2487.0,2332.2,,,,,2655.8,,,,2924.8,291.0,,,61.0,-118.0,,,,,-334.4,327.2,,,73.0,,-883.9,-590.2,512.0,,108.0,-12.8,,794.0,129.0,-25.8,,,,,297.8,,,,566.8,,,True,True,,,,,False,False,,,True,,False,False,False,,True,True,,False,True,True,,,,,False,,,,False
01105,139,144.0,,,139.0,0.0,,,,,142.3,115.0,,,114.0,,187.4,76.6,,,179.0,135.9,,208.0,148.0,123.5,,,,,,,,,94.5,5.0,,,0.0,-139.0,,,,,3.3,-24.0,,,-25.0,,48.4,-62.4,,,40.0,-3.1,,69.0,9.0,-15.5,,,,,,,,,-44.5,,,True,False,,,,,True,False,,,False,,False,False,,,False,True,,False,False,False,,,,,,,,,False
01107,323,465.0,,,389.0,218.0,,,,,361.1,309.0,,,325.0,,465.8,166.3,,,417.0,426.1,,569.0,384.0,328.7,,,,,,,,,518.6,142.0,,,66.0,-105.0,,,,,38.1,-14.0,,,2.0,,142.8,-156.7,,,94.0,103.1,,246.0,61.0,5.7,,,,,,,,,195.6,,,True,True,,,,,True,True,,,True,,False,False,,,True,True,,False,True,True,,,,,,,,,False
01109,515,246.0,,,266.0,198.0,,,,,319.7,250.6,,,398.0,,189.3,148.6,265.0,,263.0,241.5,,290.0,369.0,365.6,,,,,,,,,228.0,-269.0,,,-249.0,-317.0,,,,,-195.3,-264.4,,,-117.0,,-325.7,-366.4,-250.0,,-252.0,-273.5,,-225.0,-146.0,-149.4,,,,,,,,,-287.0,,,True,False,,,,,True,True,,,True,,False,False,True,,True,False,,True,True,True,,,,,,,,,False
01111,168,135.0,,,132.0,102.0,,,,,170.2,98.7,,,335.0,,39.0,89.3,,,125.0,164.7,,137.0,267.0,146.8,,,,,,,,,113.9,-33.0,,,-36.0,-66.0,,,,,2.2,-69.3,,,167.0,,-129.0,-78.7,,,-43.0,-3.3,,-31.0,99.0,-21.2,,,,,,,,,-54.1,,,False,False,,,,,True,False,,,False,,False,False,,,False,True,,True,False,True,,,,,,,,,False
01113,476,366.0,,,443.0,502.0,,,,,424.5,432.6,,,668.0,,167.9,277.5,412.5,,428.5,460.5,,528.0,557.0,459.8,,,,,276.1,,,,306.0,-110.0,,,-33.0,26.0,,,,,-51.5,-43.4,,,192.0,,-308.1,-198.5,-63.5,,-47.5,-15.5,,52.0,81.0,-16.2,,,,,-199.9,,,,-170.0,,,True,True,,,,,True,True,,,False,,False,False,True,,True,True,,True,True,True,,,,,False,,,,False
01115,1445,1536.0,,,1510.0,1576.0,,,,,1245.4,1557.1,,,1306.0,,931.8,742.8,1678.0,,1681.5,1531.3,,1901.0,1608.0,,,,,,1324.1,,,,2229.6,91.0,,,65.0,131.0,,,,,-199.6,112.1,,,-139.0,,-513.2,-702.2,233.0,,236.5,86.3,,456.0,163.0,,,,,,-120.9,,,,784.6,,,True,False,,,,,False,False,,,False,,False,False,False,,False,True,,False,False,,,,,,False,,,,False
01117,3686,3636.0,,,3459.0,3343.0,,,,,3022.1,4438.9,,4061.4,3047.0,,2421.4,2087.3,3713.0,,3165.5,3368.8,,4312.0,3855.0,3303.4,,,,,3758.1,3650.0,,,3845.2,-50.0,,,-227.0,-343.0,,,,,-663.9,752.9,,375.4,-639.0,,-1264.6,-1598.7,27.0,,-520.5,-317.2,,626.0,169.0,-382.6,,,,,72.1,-36.0,,,159.2,,,False,False,,,,,False,False,,False,False,,False,False,True,,False,False,,False,False,False,,,,,False,True,,,False
01119,149,237.0,,,195.0,239.0,,,,,159.5,170.3,,,161.0,,431.0,142.7,,,162.0,188.0,,315.0,209.0,146.6,,,,,,,,,267.2,88.0,,,46.0,90.0,,,,,10.5,21.3,,,12.0,,282.0,-6.3,,,13.0,39.0,,166.0,60.0,-2.4,,,,,,,,,118.2,,,True,False,,,,,True,True,,,True,,False,True,,,True,True,,False,True,True,,,,,,,,,False
01121,1140,984.0,,,987.0,286.0,,,,,895.0,941.8,,,1307.0,,728.7,711.1,1170.5,,738.0,992.4,,1283.0,1133.0,999.4,,,,,889.3,,,,1081.8,-156.0,,,-153.0,-854.0,,,,,-245.0,-198.2,,,167.0,,-411.3,-428.9,30.5,,-402.0,-147.6,,143.0,-7.0,-140.6,,,,,-250.7,,,,-58.2,,,True,False,,,,,False,False,,,False,,False,False,True,,False,True,,True,True,True,,,,,False,,,,True
01123,377,351.0,,,340.0,44.0,,,,,335.8,374.0,,,526.0,,137.6,269.5,371.0,,278.0,363.5,,419.0,498.0,335.5,,,,,255.7,,,,426.2,-26.0,,,-37.0,-333.0,,,,,-41.2,-3.0,,,149.0,,-239.4,-107.5,-6.0,,-99.0,-13.5,,42.0,121.0,-41.5,,,,,-121.3,,,,49.2,,,False,False,,,,,False,True,,,False,,False,False,True,,False,True,,False,False,False,,,,,False,,,,False
01125,3497,3576.0,,,3727.0,4112.0,,,,,3309.3,5052.6,,4457.0,3282.0,,4358.7,2024.3,4096.0,,4240.0,3563.0,,4829.0,3788.0,3604.6,,,,,2889.2,2359.0,,,4399.2,79.0,,,230.0,615.0,,,,,-187.7,1555.6,,960.0,-215.0,,861.7,-1472.7,599.0,,743.0,66.0,,1332.0,291.0,107.6,,,,,-607.8,-1138.0,,,902.2,,,False,False,,,,,False,False,,False,False,,False,False,False,,False,True,,False,False,False,,,,,False,False,,,False
01127,1015,909.0,,,994.0,642.0,,,,,851.0,879.7,,,1240.0,,660.1,611.9,1143.5,,1029.0,952.7,,1057.0,1043.0,1067.1,,,,,1047.7,,,,943.9,-106.0,,,-21.0,-373.0,,,,,-164.0,-135.3,,,225.0,,-354.9,-403.1,128.5,,14.0,-62.3,,42.0,28.0,52.1,,,,,32.7,,,,-71.1,,,True,False,,,,,False,False,,,False,,False,False,False,,True,True,,True,True,True,,,,,True,,,,True
01129,226,198.0,,,250.0,0.0,,,,,208.0,201.0,,,319.0,,326.8,100.3,,,338.0,309.9,,338.0,244.0,175.1,,,,,,,,,289.0,-28.0,,,24.0,-226.0,,,,,-18.0,-25.0,,,93.0,,100.8,-125.7,,,112.0,83.9,,112.0,18.0,-50.9,,,,,,,,,63.0,,,True,False,,,,,True,True,,,False,,False,False,,,False,False,,False,True,False,,,,,,,,,False
01131,154,99.0,,,129.0,22.0,,,,,142.9,88.7,,,105.0,,3483.3,118.0,,,128.0,143.8,,,176.0,172.8,,,,,,,,,198.7,-55.0,,,-25.0,-132.0,,,,,-11.1,-65.3,,,-49.0,,3329.3,-36.0,,,-26.0,-10.2,,,22.0,18.8,,,,,,,,,44.7,,,True,False,,,,,True,False,,,True,,False,True,,,True,True,,,True,True,,,,,,,,,True
01133,451,282.0,,,323.0,169.0,,,,,292.8,209.9,,,497.0,,124.1,247.3,,,327.0,323.5,,389.0,379.0,389.7,,,,,,,,,320.5,-169.0,,,-128.0,-282.0,,,,,-158.2,-241.1,,,46.0,,-326.9,-203.7,,,-124.0,-127.5,,-62.0,-72.0,-61.3,,,,,,,,,-130.5,,,True,False,,,,,True,False,,,True,,False,False,,,True,True,,True,True,True,,,,,,,,,True
02013,0,0.0,,,0.0,0.0,,,,,5.1,18.6,,,,,0.1,3.0,,,11.0,0.6,,0.0,16.0,6.1,,,,,,,,,2.3,0.0,,,0.0,0.0,,,,,5.1,18.6,,,,,0.1,3.0,,,11.0,0.6,,0.0,16.0,6.1,,,,,,,,,2.3,,,True,True,,,,,False,False,,,,,False,False,,,False,False,,True,False,False,,,,,,,,,False
02016,55,33.0,,,42.0,,,,,,30.6,80.9,,,,,22.5,192.5,,,84.0,40.8,,88.0,54.0,27.0,,,,,,,,,227.1,-22.0,,,-13.0,,,,,,-24.4,25.9,,,,,-32.5,137.5,,,29.0,-14.2,,33.0,-1.0,-28.0,,,,,,,,,172.1,,,True,,,,,,False,False,,,,,False,False,,,False,True,,False,True,False,,,,,,,,,False
02020,2468,4428.0,,4113.2,3448.0,4017.0,,,,,2842.5,2435.4,,3315.1,,,2645.9,2652.6,3720.5,,2976.0,3010.3,,4552.0,3428.0,4870.1,,,,,5060.1,2090.0,,,4691.5,1960.0,,1645.2,980.0,1549.0,,,,,374.5,-32.6,,847.1,,,177.9,184.6,1252.5,,508.0,542.3,,2084.0,960.0,2402.1,,,,,2592.1,-378.0,,,2223.5,,True,True,True,,,,,True,True,,True,,,True,True,True,,True,True,,False,True,False,,,,,False,True,,,False
02050,724,402.0,,,264.0,0.0,,,,,274.2,355.7,,,,,187.0,211.9,,,175.0,263.6,,490.0,352.0,493.9,,,,,,,,,541.4,-322.0,,,-460.0,-724.0,,,,,-449.8,-368.3,,,,,-537.0,-512.1,,,-549.0,-460.4,,-234.0,-372.0,-230.1,,,,,,,,,-182.6,,,False,False,,,,,False,False,,,,,False,False,,,False,False,,True,False,True,,,,,,,,,True
02060,0,0.0,,,0.0,0.0,,,,,9.0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,4.0,0.8,,,,,,,,,2.6,0.0,,,0.0,0.0,,,,,9.0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,4.0,0.8,,,,,,,,,2.6,,,True,True,,,,,False,False,,,,,True,True,,,,False,,True,False,False,,,,,,,,,False
02068,0,18.0,,,11.0,0.0,,,,,8.5,32.8,,,,,22.5,13.3,,,2.0,11.2,,20.0,18.0,,,,,,,,,,22.5,18.0,,,11.0,0.0,,,,,8.5,32.8,,,,,22.5,13.3,,,2.0,11.2,,20.0,18.0,,,,,,,,,,22.5,,,True,True,,,,,True,False,,,,,False,True,,,True,True,,False,False,,,,,,,,,,False
02070,37,9.0,,,11.0,0.0,,,,,10.7,25.3,,,,,12.3,7.6,,,17.0,6.1,,8.0,31.0,12.4,,,,,,,,,7.3,-28.0,,,-26.0,-37.0,,,,,-26.3,-11.7,,,,,-24.7,-29.4,,,-20.0,-30.9,,-29.0,-6.0,-24.6,,,,,,,,,-29.7,,,True,False,,,,,True,True,,,,,True,False,,,True,False,,False,True,True,,,,,,,,,False
02090,740,1065.0,,,958.0,1220.0,,,,,666.2,851.7,,,,,2134.8,723.6,788.0,,879.0,895.2,,1524.0,988.0,788.8,,,,,658.8,,,,1204.4,325.0,,,218.0,480.0,,,,,-73.8,111.7,,,,,1394.8,-16.4,48.0,,139.0,155.2,,784.0,248.0,48.8,,,,,-81.2,,,,464.4,,,True,False,,,,,True,True,,,,,False,True,True,,True,True,,False,True,True,,,,,True,,,,False
02100,1,9.0,,,3.0,0.0,,,,,3.6,10.6,,,,,15.7,15.2,,,3.0,3.2,,,19.0,4.0,,,,,,,,,6.4,8.0,,,2.0,-1.0,,,,,2.6,9.6,,,,,14.7,14.2,,,2.0,2.2,,,18.0,3.0,,,,,,,,,5.4,,,True,True,,,,,True,False,,,,,False,False,,,True,True,,,False,True,,,,,,,,,True
02105,0,0.0,,,0.0,0.0,,,,,,1.4,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,1.4,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,True,True,,,,,,False,,,,,True,True,,,,False,,True,,,,,,,,,,,
02110,86,99.0,,,91.0,80.0,,,,,121.0,156.5,,,,,60.4,90.3,112.5,,58.0,93.8,,118.0,93.0,134.8,,,,,,,,,125.0,13.0,,,5.0,-6.0,,,,,35.0,70.5,,,,,-25.6,4.3,26.5,,-28.0,7.8,,32.0,7.0,48.8,,,,,,,,,39.0,,,True,True,,,,,False,False,,,,,False,True,False,,False,True,,False,True,False,,,,,,,,,False
02122,296,744.0,,,487.0,670.0,,,,,452.0,538.4,,,,,215.0,442.8,,,420.0,528.7,,873.0,647.0,392.4,,,,,375.3,,,,689.7,448.0,,,191.0,374.0,,,,,156.0,242.4,,,,,-81.0,146.8,,,124.0,232.7,,577.0,351.0,96.4,,,,,79.3,,,,393.7,,,True,True,,,,,True,True,,,,,True,True,,,True,True,,False,True,True,,,,,True,,,,True
02130,28,24.0,,,21.0,0.0,,,,,30.2,105.3,,,,,4.6,25.4,,,19.0,25.2,,25.0,45.0,,,,,,,,,,21.1,-4.0,,,-7.0,-28.0,,,,,2.2,77.3,,,,,-23.4,-2.6,,,-9.0,-2.8,,-3.0,17.0,,,,,,,,,,-6.9,,,False,False,,,,,True,False,,,,,False,True,,,False,True,,True,False,,,,,,,,,,False
02150,162,417.0,,,252.0,,,,,,187.5,231.9,,,,,444.5,260.0,,,180.0,258.8,,632.0,277.0,46.6,,,,,,,,,865.4,255.0,,,90.0,,,,,,25.5,69.9,,,,,282.5,98.0,,,18.0,96.8,,470.0,115.0,-115.4,,,,,,,,,703.4,,,True,,,,,,True,True,,,,,False,True,,,True,True,,False,True,True,,,,,,,,,False
02158,251,204.0,,,140.0,0.0,,,,,,58.4,,,,,1246.6,178.8,,,154.0,121.3,,376.0,,,,,,,,,,,,-47.0,,,-111.0,-251.0,,,,,,-192.6,,,,,995.6,-72.2,,,-97.0,-129.7,,125.0,,,,,,,,,,,,,,False,False,,,,,,False,,,,,False,False,,,False,False,,False,,,,,,,,,,,
02164,8,12.0,,,7.0,0.0,,,,,0.7,21.3,,,,,3.8,9.8,,,13.0,,,13.0,18.0,22.7,,,,,,,,,8.0,4.0,,,-1.0,-8.0,,,,,-7.3,13.3,,,,,-4.2,1.8,,,5.0,,,5.0,10.0,14.7,,,,,,,,,-0.0,,,True,False,,,,,False,False,,,,,False,True,,,False,,,False,False,False,,,,,,,,,True
02170,1029,1428.0,,,793.0,1793.0,,,,,738.5,859.0,,,,,182.7,977.6,654.5,,540.0,730.3,,930.0,1174.0,688.0,,,,,1061.0,,,,1790.9,399.0,,,-236.0,764.0,,,,,-290.5,-170.0,,,,,-846.3,-51.4,-374.5,,-489.0,-298.7,,-99.0,145.0,-341.0,,,,,32.0,,,,761.9,,,True,False,,,,,True,True,,,,,False,True,True,,False,True,,True,True,True,,,,,True,,,,False
02180,19,39.0,,,22.0,0.0,,,,,30.4,80.8,,,,,8.1,27.7,,,0.0,21.6,,28.0,62.0,47.7,,,,,,,,,31.8,20.0,,,3.0,-19.0,,,,,11.4,61.8,,,,,-10.9,8.7,,,-19.0,2.6,,9.0,43.0,28.7,,,,,,,,,12.8,,,True,True,,,,,True,False,,,,,True,True,,,True,True,,True,False,False,,,,,,,,,True
02185,109,318.0,,,222.0,0.0,,,,,152.5,170.6,,,,,290.7,222.0,,,420.0,194.8,,396.0,192.0,277.5,,,,,,,,,299.4,209.0,,,113.0,-109.0,,,,,43.5,61.6,,,,,181.7,113.0,,,311.0,85.8,,287.0,83.0,168.5,,,,,,,,,190.4,,,True,True,,,,,True,True,,,,,True,True,,,False,True,,False,True,True,,,,,,,,,True
02188,92,12.0,,,12.0,0.0,,,,,43.7,46.4,,,,,4.3,18.8,,,3.0,24.2,,,55.0,51.1,,,,,,,,,30.2,-80.0,,,-80.0,-92.0,,,,,-48.3,-45.6,,,,,-87.7,-73.2,,,-89.0,-67.8,,,-37.0,-40.9,,,,,,,,,-61.8,,,False,False,,,,,True,True,,,,,False,True,,,False,True,,,True,True,,,,,,,,,True
02195,10,0.0,,,0.0,0.0,,,,,4.0,2.1,,,,,0.2,3.3,,,3.0,0.7,,3.0,13.0,,,,,,,,,,,-10.0,,,-10.0,-10.0,,,,,-6.0,-7.9,,,,,-9.8,-6.7,,,-7.0,-9.3,,-7.0,3.0,,,,,,,,,,,,,False,False,,,,,True,True,,,,,True,True,,,True,True,,True,True,,,,,,,,,,
02198,8,9.0,,,7.0,0.0,,,,,13.0,19.5,,,,,1.7,24.4,,,7.0,12.8,,13.0,,,,,,,,,,,,1.0,,,-1.0,-8.0,,,,,5.0,11.5,,,,,-6.3,16.4,,,-1.0,4.8,,5.0,,,,,,,,,,,,,,False,False,,,,,False,False,,,,,False,False,,,False,False,,False,,,,,,,,,,,
02220,22,72.0,,,34.0,0.0,,,,,39.1,87.3,,,,,13.8,38.4,,,26.0,47.9,,85.0,67.0,32.9,,,,,,,,,76.5,50.0,,,12.0,-22.0,,,,,17.1,65.3,,,,,-8.2,16.4,,,4.0,25.9,,63.0,45.0,10.9,,,,,,,,,54.5,,,True,True,,,,,True,False,,,,,True,True,,,True,True,,False,True,True,,,,,,,,,False
02230,2,12.0,,,3.0,0.0,,,,,2.6,10.7,,,,,316.0,13.3,,,3.0,1.6,,6.0,,,,,,,,,,,,10.0,,,1.0,-2.0,,,,,0.6,8.7,,,,,314.0,11.3,,,1.0,-0.4,,4.0,,,,,,,,,,,,,,True,True,,,,,True,True,,,,,False,False,,,True,True,,True,,,,,,,,,,,
02240,34,72.0,,,45.0,0.0,,,,,48.0,103.0,,,,,22.7,28.6,,,19.0,47.0,,89.0,64.0,62.0,,,,,,,,,91.8,38.0,,,11.0,-34.0,,,,,14.0,69.0,,,,,-11.3,-5.4,,,-15.0,13.0,,55.0,30.0,28.0,,,,,,,,,57.8,,,True,True,,,,,True,False,,,,,True,True,,,True,True,,False,True,True,,,,,,,,,False
02261,67,39.0,,,32.0,,,,,,38.3,42.1,,,,,18.4,35.3,,,1.0,35.3,,63.0,59.0,33.6,,,,,,,,,46.9,-28.0,,,-35.0,,,,,,-28.7,-24.9,,,,,-48.6,-31.7,,,-66.0,-31.7,,-4.0,-8.0,-33.4,,,,,,,,,-20.1,,,False,,,,,,False,True,,,,,False,False,,,False,False,,True,True,False,,,,,,,,,True
02275,2,3.0,,,3.0,0.0,,,,,5.3,6.8,,,,,0.0,15.3,,,4.0,5.0,,3.0,,,,,,,,,,,,1.0,,,1.0,-2.0,,,,,3.3,4.8,,,,,-2.0,13.3,,,2.0,3.0,,1.0,,,,,,,,,,,,,,False,False,,,,,False,False,,,,,False,False,,,False,False,,False,,,,,,,,,,,
02282,9,0.0,,,0.0,0.0,,,,,,1.3,,,,,4.7,2.3,,,6.0,0.1,,3.0,4.0,,,,,,,,,,1.9,-9.0,,,-9.0,-9.0,,,,,,-7.7,,,,,-4.3,-6.7,,,-3.0,-8.9,,-6.0,-5.0,,,,,,,,,,-7.1,,,False,False,,,,,,True,,,,,True,True,,,True,True,,True,True,,,,,,,,,,True
02290,31,51.0,,,29.0,,,,,,31.1,81.9,,,,,14.3,31.8,,,9.0,30.1,,34.0,62.0,,,,,,,,,,37.1,20.0,,,-2.0,,,,,,0.1,50.9,,,,,-16.7,0.8,,,-22.0,-0.9,,3.0,31.0,,,,,,,,,,6.1,,,True,,,,,,True,False,,,,,True,True,,,False,True,,True,False,,,,,,,,,,True
04001,1408,1143.0,,,1130.0,1379.0,,,,,1430.5,978.6,,,1758.0,,1630.6,1097.1,1132.0,,933.0,1102.5,,1520.0,1306.0,1079.5,,,,,500.1,,,,1547.1,-265.0,,,-278.0,-29.0,,,,,22.5,-429.4,,,350.0,,222.6,-310.9,-276.0,,-475.0,-305.5,,112.0,-102.0,-328.5,,,,,-907.9,,,,139.1,,,False,True,,,,,True,False,,,False,,True,False,False,,False,False,,True,True,False,,,,,False,,,,True
04003,2749,2799.0,,,2315.0,2520.0,,,,,1677.7,3521.9,,,1329.0,,1918.7,2771.6,2510.5,,2658.0,2933.9,,3890.0,2556.0,2199.8,,,,,2250.2,,,,3781.0,50.0,,,-434.0,-229.0,,,,,-1071.3,772.9,,,-1420.0,,-830.3,22.6,-238.5,,-91.0,184.9,,1141.0,-193.0,-549.2,,,,,-498.8,,,,1032.0,,,False,False,,,,,False,False,,,False,,False,True,False,,False,False,,False,False,False,,,,,False,,,,False
04005,2753,2664.0,,,2443.0,1979.0,,,,,2124.4,2721.2,,3135.1,1866.0,,2437.5,1788.0,2494.5,,2824.5,2439.0,,2905.0,2649.0,2289.2,,,,,1400.7,2605.0,,,2706.8,-89.0,,,-310.0,-774.0,,,,,-628.6,-31.8,,382.1,-887.0,,-315.5,-965.0,-258.5,,71.5,-314.0,,152.0,-104.0,-463.8,,,,,-1352.3,-148.0,,,-46.2,,,False,False,,,,,False,True,,False,False,,False,False,False,,True,False,,False,False,False,,,,,False,False,,,True
04007,1046,1107.0,,,981.0,841.0,,,,,904.2,803.5,,,867.0,,934.9,702.0,1061.0,,983.0,1011.1,,1315.0,1115.0,1106.1,,,,,826.2,,,,1093.5,61.0,,,-65.0,-205.0,,,,,-141.8,-242.5,,,-179.0,,-111.1,-344.0,15.0,,-63.0,-34.9,,269.0,69.0,60.1,,,,,-219.8,,,,47.5,,,False,False,,,,,False,False,,,False,,False,False,True,,False,True,,False,False,True,,,,,False,,,,True
04009,1244,675.0,,,566.0,495.0,,,,,468.1,582.4,,,579.0,,690.0,376.5,609.5,,453.0,514.6,,679.0,710.0,683.8,,,,,425.1,,,,636.7,-569.0,,,-678.0,-749.0,,,,,-775.9,-661.6,,,-665.0,,-554.0,-867.5,-634.5,,-791.0,-729.4,,-565.0,-534.0,-560.2,,,,,-818.9,,,,-607.3,,,False,False,,,,,False,False,,,False,,True,False,False,,False,False,,True,True,True,,,,,False,,,,False
04011,105,102.0,,,66.0,0.0,,,,,70.2,179.7,,,114.0,,36.0,72.1,,,60.0,72.3,,135.0,127.0,50.2,,,,,,,,,130.3,-3.0,,,-39.0,-105.0,,,,,-34.8,74.7,,,9.0,,-69.0,-32.9,,,-45.0,-32.7,,30.0,22.0,-54.8,,,,,,,,,25.3,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
04012,663,261.0,,,268.0,356.0,,,,,273.1,190.9,,,603.0,,255.3,299.6,,,217.0,236.7,,449.0,305.0,346.2,,,,,,,,,240.6,-402.0,,,-395.0,-307.0,,,,,-389.9,-472.1,,,-60.0,,-407.7,-363.4,,,-446.0,-426.3,,-214.0,-358.0,-316.8,,,,,,,,,-422.4,,,True,True,,,,,True,False,,,True,,False,True,,,False,False,,True,True,True,,,,,,,,,False
04013,97669,80256.0,,84823.6,76570.0,87622.0,,,,,60698.7,336674.3,,95669.0,75164.0,,104088.0,87768.3,92997.0,,70811.5,69356.0,,100169.0,78051.0,95400.6,,,,,63658.0,77260.0,,,111971.3,-17413.0,,-12845.4,-21099.0,-10047.0,,,,,-36970.3,239005.3,,-2000.0,-22505.0,,6419.0,-9900.7,-4672.0,,-26857.5,-28313.0,,2500.0,-19618.0,-2268.4,,,,,-34011.0,-20409.0,,,14302.3,,True,False,True,,,,,False,False,,True,False,,True,True,True,,False,False,,True,False,True,,,,,False,False,,,True
04015,5262,4302.0,,,4223.0,4829.0,,,,,3518.1,4517.7,,,3063.0,,4521.1,3823.6,3891.5,,4953.0,4431.3,,5937.0,4267.0,4102.5,,,,,3568.1,5357.0,,,5757.0,-960.0,,,-1039.0,-433.0,,,,,-1743.9,-744.3,,,-2199.0,,-740.9,-1438.4,-1370.5,,-309.0,-830.7,,675.0,-995.0,-1159.5,,,,,-1693.9,95.0,,,495.0,,,False,True,,,,,False,True,,,False,,True,False,False,,True,True,,True,False,False,,,,,False,True,,,True
04017,2173,1878.0,,,1929.0,351.0,,,,,2086.8,1489.8,,2005.4,2693.0,,2526.6,1836.8,2045.0,,1801.0,1761.2,,2494.0,2044.0,2527.3,,,,,1772.1,,,,2238.9,-295.0,,,-244.0,-1822.0,,,,,-86.2,-683.2,,-167.6,520.0,,353.6,-336.2,-128.0,,-372.0,-411.8,,321.0,-129.0,354.3,,,,,-400.9,,,,65.9,,,True,False,,,,,True,False,,True,False,,False,False,True,,False,False,,False,True,False,,,,,False,,,,True
