,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
08121,23,90.0,,,43.0,0.0,,,,,47.1,31.5,,,42.0,,1.7,57.1,,,5.0,49.0,,85.0,53.0,89.9,,,,,,,,,101.5,67.0,,,20.0,-23.0,,,,,24.1,8.5,,,19.0,,-21.3,34.1,,,-18.0,26.0,,62.0,30.0,66.9,,,,,,,,,78.5,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,True,,,,,,,,,False
08123,3212,3660.0,,3587.6,2707.0,2975.0,,,,,2261.2,2591.3,,2384.1,3559.0,,1453.4,3341.5,4123.5,,2626.5,2727.8,,3472.0,2799.0,,,,,,1866.3,1887.0,,,3625.1,448.0,,375.6,-505.0,-237.0,,,,,-950.8,-620.7,,-827.9,347.0,,-1758.6,129.5,911.5,,-585.5,-484.2,,260.0,-413.0,,,,,,-1345.7,-1325.0,,,413.1,,True,False,True,,,,,False,False,,False,True,,False,True,False,,False,False,,True,True,,,,,,False,False,,,True
08125,97,177.0,,,134.0,,,,,,102.4,118.5,,,192.0,,280.6,131.6,,,140.0,126.4,,136.0,129.0,109.2,,,,,,,,,304.5,80.0,,,37.0,,,,,,5.4,21.5,,,95.0,,183.6,34.6,,,43.0,29.4,,39.0,32.0,12.2,,,,,,,,,207.5,,,True,,,,,,True,True,,,False,,False,True,,,True,True,,True,True,True,,,,,,,,,False
09001,10671,11997.0,,12103.2,10488.0,7579.0,,,,,9229.3,9829.3,,12328.6,10476.0,,7365.8,13693.6,12512.5,,10152.5,10611.6,,12060.0,10832.0,9466.9,,,,,12053.8,3527.0,,,11682.7,1326.0,,1432.2,-183.0,-3092.0,,,,,-1441.7,-841.7,,1657.6,-195.0,,-3305.2,3022.6,1841.5,,-518.5,-59.4,,1389.0,161.0,-1204.1,,,,,1382.8,-7144.0,,,1011.7,,False,True,False,,,,,False,True,,False,True,,False,False,False,,True,True,,False,True,True,,,,,False,False,,,True
09003,11279,14199.0,,13171.5,13774.0,16693.0,,,,,9588.7,17475.4,,18785.7,13707.0,,14848.2,13294.2,14401.0,,13498.5,12864.9,,9250.0,11970.0,13563.6,,,,,16047.2,5310.0,,,11190.2,2920.0,,1892.5,2495.0,5414.0,,,,,-1690.3,6196.4,,7506.7,2428.0,,3569.2,2015.2,3122.0,,2219.5,1585.9,,-2029.0,691.0,2284.6,,,,,4768.2,-5969.0,,,-88.8,,True,True,False,,,,,True,False,,False,True,,False,True,False,,True,True,,True,True,True,,,,,False,False,,,True
09005,1724,2157.0,,,1883.0,1668.0,,,,,1302.1,1598.2,,2032.9,1779.0,,1026.7,2740.9,1909.0,,1863.0,1875.6,,2654.0,2140.0,2049.7,,,,,1944.5,1128.0,,,4223.3,433.0,,,159.0,-56.0,,,,,-421.9,-125.8,,308.9,55.0,,-697.3,1016.9,185.0,,139.0,151.6,,930.0,416.0,325.7,,,,,220.5,-596.0,,,2499.3,,,True,True,,,,,True,True,,True,True,,False,False,True,,True,True,,False,True,True,,,,,True,False,,,False
09007,2116,1902.0,,,1721.0,1936.0,,,,,1060.6,1692.2,,2473.5,1966.0,,1612.9,2218.5,1641.0,,1963.5,1639.3,,2180.0,1799.0,1719.3,,,,,1753.7,1123.0,,,2356.7,-214.0,,,-395.0,-180.0,,,,,-1055.4,-423.8,,357.5,-150.0,,-503.1,102.5,-475.0,,-152.5,-476.7,,64.0,-317.0,-396.7,,,,,-362.3,-993.0,,,240.7,,,False,True,,,,,False,False,,False,True,,False,True,False,,True,False,,True,False,False,,,,,False,False,,,False
09009,10555,11661.0,,11997.0,10818.0,9067.0,,,,,8256.5,10432.4,,14112.7,11407.0,,9126.1,14882.4,13203.0,,9385.5,10431.2,,13197.0,10763.0,12631.5,,,,,9008.9,3487.0,,,15817.9,1106.0,,1442.0,263.0,-1488.0,,,,,-2298.5,-122.6,,3557.7,852.0,,-1428.9,4327.4,2648.0,,-1169.5,-123.8,,2642.0,208.0,2076.5,,,,,-1546.1,-7068.0,,,5262.9,,False,True,False,,,,,False,True,,False,True,,False,False,False,,False,True,,False,True,False,,,,,False,False,,,False
09011,3494,3768.0,,,3439.0,3675.0,,,,,2145.1,3439.2,,,3972.0,,4960.1,4076.6,3020.0,,3909.0,3190.5,,3375.0,3564.0,3179.0,,,,,3316.8,2016.0,,,3381.0,274.0,,,-55.0,181.0,,,,,-1348.9,-54.8,,,478.0,,1466.1,582.6,-474.0,,415.0,-303.5,,-119.0,70.0,-315.0,,,,,-177.2,-1478.0,,,-113.0,,,True,True,,,,,False,True,,,False,,False,False,False,,False,False,,True,True,False,,,,,True,False,,,True
09013,1246,1380.0,,,1385.0,1239.0,,,,,779.6,1288.3,,2213.2,1665.0,,1712.8,1493.1,1202.0,,5045.0,1181.5,,1786.0,1614.0,1321.7,,,,,1752.1,695.0,,,1183.1,134.0,,,139.0,-7.0,,,,,-466.4,42.3,,967.2,419.0,,466.8,247.1,-44.0,,3799.0,-64.5,,540.0,368.0,75.7,,,,,506.1,-551.0,,,-62.9,,,False,True,,,,,False,True,,False,False,,False,False,True,,False,True,,False,False,True,,,,,False,False,,,True
09015,2019,2178.0,,,1878.0,2352.0,,,,,907.7,1468.2,,,1720.0,,2450.5,2032.8,1742.0,,4109.5,1758.1,,2776.0,1847.0,1694.7,,,,,2267.9,,,,3187.3,159.0,,,-141.0,333.0,,,,,-1111.3,-550.8,,,-299.0,,431.5,13.8,-277.0,,2090.5,-260.9,,757.0,-172.0,-324.3,,,,,248.9,,,,1168.3,,,True,False,,,,,False,False,,,False,,False,True,False,,False,False,,False,False,False,,,,,False,,,,False
10001,2537,2778.0,,,2663.0,1697.0,,,,,2141.5,3474.0,,2635.6,1725.0,,2359.4,2515.2,3659.0,,2828.0,2527.9,,4093.0,2764.0,1877.2,,,,,3276.7,3185.0,,,4262.5,241.0,,,126.0,-840.0,,,,,-395.5,937.0,,98.6,-812.0,,-177.6,-21.8,1122.0,,291.0,-9.1,,1556.0,227.0,-659.8,,,,,739.7,648.0,,,1725.5,,,True,False,,,,,False,False,,True,False,,True,True,False,,False,True,,False,True,False,,,,,False,False,,,False
10003,8044,9294.0,,9520.1,8449.0,6531.0,,,,,6430.4,13685.0,,9700.1,6153.0,,9503.6,6835.6,10696.5,,8305.0,8126.6,,11595.0,8146.0,7100.3,,,,,11758.7,8241.0,,,8164.9,1250.0,,1476.1,405.0,-1513.0,,,,,-1613.6,5641.0,,1656.1,-1891.0,,1459.6,-1208.4,2652.5,,261.0,82.6,,3551.0,102.0,-943.7,,,,,3714.7,197.0,,,120.9,,False,True,False,,,,,False,False,,False,False,,False,True,False,,True,True,,False,True,True,,,,,False,True,,,True
10005,3727,3630.0,,,3892.0,4317.0,,,,,3090.4,3447.5,,5106.5,2081.0,,4574.3,3024.5,4003.5,,4840.0,3479.5,,4765.0,3687.0,3488.6,,,,,3748.8,4376.0,,,5824.6,-97.0,,,165.0,590.0,,,,,-636.6,-279.5,,1379.5,-1646.0,,847.3,-702.5,276.5,,1113.0,-247.5,,1038.0,-40.0,-238.4,,,,,21.8,649.0,,,2097.6,,,False,False,,,,,False,False,,False,False,,False,False,False,,False,False,,False,True,False,,,,,True,False,,,False
12001,2714,2235.0,,,2317.0,2609.0,,,,,2380.2,3209.5,,2593.1,1947.0,,1662.9,2435.7,2213.5,,2272.5,2275.9,,2476.0,2506.0,3096.8,,,,,1697.2,2476.0,,,2336.2,-479.0,,,-397.0,-105.0,,,,,-333.8,495.5,,-120.9,-767.0,,-1051.1,-278.3,-500.5,,-441.5,-438.1,,-238.0,-208.0,382.8,,,,,-1016.8,-238.0,,,-377.8,,,True,True,,,,,True,False,,True,False,,False,True,False,,True,True,,True,True,True,,,,,False,True,,,True
12003,387,300.0,,,344.0,185.0,,,,,395.6,204.9,,,329.0,,232.6,230.5,,,365.0,382.3,,340.0,360.0,458.7,,,,,229.6,,,,690.8,-87.0,,,-43.0,-202.0,,,,,8.6,-182.1,,,-58.0,,-154.4,-156.5,,,-22.0,-4.7,,-47.0,-27.0,71.7,,,,,-157.4,,,,303.8,,,True,False,,,,,True,False,,,True,,False,False,,,True,True,,True,True,True,,,,,False,,,,False
12005,2636,2466.0,,,2392.0,2663.0,,,,,2110.4,932.4,,,1763.0,,1824.5,1617.5,2280.5,,2776.0,2765.7,,3009.0,2571.0,2015.9,,,,,2273.5,2309.0,,,4820.6,-170.0,,,-244.0,27.0,,,,,-525.6,-1703.6,,,-873.0,,-811.5,-1018.5,-355.5,,140.0,129.7,,373.0,-65.0,-620.1,,,,,-362.5,-327.0,,,2184.6,,,False,True,,,,,False,False,,,False,,False,False,False,,True,True,,False,True,False,,,,,False,False,,,False
12007,644,504.0,,,472.0,606.0,,,,,424.7,283.4,,,186.0,,1472.0,296.8,,,576.0,485.8,,689.0,435.0,373.3,,,,,,,,,623.2,-140.0,,,-172.0,-38.0,,,,,-219.3,-360.6,,,-458.0,,828.0,-347.2,,,-68.0,-158.2,,45.0,-209.0,-270.7,,,,,,,,,-20.8,,,False,True,,,,,False,False,,,False,,False,False,,,True,False,,True,False,False,,,,,,,,,True
12009,4924,3816.0,,5121.3,3874.0,4512.0,,,,,3303.2,10876.4,,,3710.0,,3029.6,4416.6,4168.5,,3728.0,3929.9,,4362.0,4873.0,5288.4,,,,,3633.5,3677.0,,,8949.1,-1108.0,,197.3,-1050.0,-412.0,,,,,-1620.8,5952.4,,,-1214.0,,-1894.4,-507.4,-755.5,,-1196.0,-994.1,,-562.0,-51.0,364.4,,,,,-1290.5,-1247.0,,,4025.1,,True,True,True,,,,,False,False,,,False,,False,True,True,,False,True,,True,True,True,,,,,False,False,,,False
12011,22766,20919.0,,22498.2,20588.0,20859.0,,,,,18553.6,41606.5,,21387.7,18040.0,,10498.5,21548.3,22194.0,,20471.0,22595.2,,24814.0,21683.0,19214.3,,,,,17098.5,19461.0,,,26838.4,-1847.0,,-267.8,-2178.0,-1907.0,,,,,-4212.4,18840.5,,-1378.3,-4726.0,,-12267.5,-1217.7,-572.0,,-2295.0,-170.8,,2048.0,-1083.0,-3551.7,,,,,-5667.5,-3305.0,,,4072.4,,True,False,False,,,,,False,False,,True,False,,False,True,True,,False,True,,False,True,False,,,,,False,False,,,False
12013,321,234.0,,,191.0,21.0,,,,,179.2,43.7,,,153.0,,178.7,205.8,,,142.0,231.1,,296.0,212.0,223.1,,,,,,,,,294.1,-87.0,,,-130.0,-300.0,,,,,-141.8,-277.3,,,-168.0,,-142.3,-115.2,,,-179.0,-89.9,,-25.0,-109.0,-97.9,,,,,,,,,-26.9,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,True,False,False,,,,,,,,,True
12015,1907,1413.0,,,1464.0,1086.0,,,,,1280.7,880.2,,2060.1,1419.0,,837.6,1531.8,1623.0,,1617.0,1594.2,,1942.0,1782.0,1832.5,,,,,1294.8,1232.0,,,1787.8,-494.0,,,-443.0,-821.0,,,,,-626.3,-1026.8,,153.1,-488.0,,-1069.4,-375.2,-284.0,,-290.0,-312.8,,35.0,-125.0,-74.5,,,,,-612.2,-675.0,,,-119.2,,,True,False,,,,,False,False,,True,True,,False,True,True,,True,True,,True,True,True,,,,,False,False,,,True
12017,1459,1419.0,,,1362.0,1394.0,,,,,1135.6,720.9,,,1307.0,,765.5,1235.4,1418.0,,1182.0,1450.6,,1628.0,1613.0,1334.3,,,,,1022.5,782.0,,,1423.5,-40.0,,,-97.0,-65.0,,,,,-323.4,-738.1,,,-152.0,,-693.5,-223.6,-41.0,,-277.0,-8.4,,169.0,154.0,-124.7,,,,,-436.5,-677.0,,,-35.5,,,False,False,,,,,False,False,,,False,,False,False,False,,False,True,,False,False,False,,,,,False,False,,,True
12019,3128,2259.0,,,2069.0,2703.0,,,,,2060.6,2013.2,,,1826.0,,1346.9,1685.2,2262.5,,2054.5,2294.8,,2499.0,2541.0,1998.4,,,,,2124.5,1930.0,,,2609.5,-869.0,,,-1059.0,-425.0,,,,,-1067.4,-1114.8,,,-1302.0,,-1781.1,-1442.8,-865.5,,-1073.5,-833.2,,-629.0,-587.0,-1129.6,,,,,-1003.5,-1198.0,,,-518.5,,,False,True,,,,,False,False,,,False,,False,False,True,,False,True,,True,True,False,,,,,False,False,,,True
12021,3534,2748.0,,3458.4,2694.0,2034.0,,,,,3085.6,2095.7,,2383.0,3243.0,,1322.4,3525.3,3339.5,,1773.0,2654.4,,3348.0,3448.0,4003.8,,,,,1762.0,1762.0,,,3534.7,-786.0,,-75.6,-840.0,-1500.0,,,,,-448.4,-1438.3,,-1151.0,-291.0,,-2211.6,-8.7,-194.5,,-1761.0,-879.6,,-186.0,-86.0,469.8,,,,,-1772.0,-1772.0,,,0.7,,True,False,False,,,,,True,False,,False,True,,False,True,True,,False,False,,True,True,True,,,,,False,False,,,True
12023,1064,981.0,,,946.0,624.0,,,,,894.7,564.9,,,671.0,,1043.2,694.7,895.0,,1220.5,1057.5,,1234.0,1075.0,954.9,,,,,633.3,,,,1091.5,-83.0,,,-118.0,-440.0,,,,,-169.3,-499.1,,,-393.0,,-20.8,-369.3,-169.0,,156.5,-6.5,,170.0,11.0,-109.1,,,,,-430.7,,,,27.5,,,False,False,,,,,False,False,,,False,,True,False,False,,False,True,,False,True,False,,,,,False,,,,True
12027,366,378.0,,,319.0,235.0,,,,,432.3,124.3,,,324.0,,109.1,415.7,322.0,,235.0,321.1,,428.0,427.0,665.9,,,,,425.3,,,,299.5,12.0,,,-47.0,-131.0,,,,,66.3,-241.7,,,-42.0,,-256.9,49.7,-44.0,,-131.0,-44.9,,62.0,61.0,299.9,,,,,59.3,,,,-66.5,,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,False,,,,False
12029,176,108.0,,,110.0,0.0,,,,,189.1,34.9,,,122.0,,30.4,91.8,,,82.0,125.9,,146.0,159.0,248.2,,,,,,,,,137.6,-68.0,,,-66.0,-176.0,,,,,13.1,-141.1,,,-54.0,,-145.6,-84.2,,,-94.0,-50.1,,-30.0,-17.0,72.2,,,,,,,,,-38.4,,,True,False,,,,,True,False,,,True,,False,False,,,False,True,,True,True,False,,,,,,,,,True
12031,15888,12564.0,,13777.9,12283.0,17277.0,,,,,10888.2,24767.2,,13827.3,10127.0,,7899.7,9627.1,13107.5,,12308.0,12965.9,,15264.0,12068.0,11212.6,,,,,8331.5,8718.0,,,24750.0,-3324.0,,-2110.1,-3605.0,1389.0,,,,,-4999.8,8879.2,,-2060.7,-5761.0,,-7988.3,-6260.9,-2780.5,,-3580.0,-2922.1,,-624.0,-3820.0,-4675.4,,,,,-7556.5,-7170.0,,,8862.0,,True,False,True,,,,,False,False,,True,False,,False,False,True,,False,True,,True,False,False,,,,,False,False,,,False
12033,5126,4233.0,,4064.0,4318.0,4946.0,,,,,3970.2,4175.6,,,3807.0,,4236.4,3687.9,4245.5,,4790.0,4626.0,,5415.0,4476.0,3808.5,,,,,3428.6,4633.0,,,3856.4,-893.0,,-1062.0,-808.0,-180.0,,,,,-1155.8,-950.4,,,-1319.0,,-889.6,-1438.1,-880.5,,-336.0,-500.0,,289.0,-650.0,-1317.5,,,,,-1697.4,-493.0,,,-1269.6,,False,True,True,,,,,False,False,,,False,,True,False,True,,True,True,,True,True,False,,,,,False,True,,,False
12035,1032,669.0,,,688.0,946.0,,,,,633.9,402.1,,,717.0,,509.8,736.6,682.0,,618.0,717.8,,768.0,890.0,722.3,,,,,474.6,,,,553.8,-363.0,,,-344.0,-86.0,,,,,-398.1,-629.9,,,-315.0,,-522.2,-295.4,-350.0,,-414.0,-314.2,,-264.0,-142.0,-309.7,,,,,-557.4,,,,-478.2,,,True,True,,,,,False,False,,,True,,False,True,True,,False,True,,True,True,True,,,,,False,,,,False
12037,151,27.0,,,32.0,0.0,,,,,119.4,24.4,,,62.0,,26.0,44.8,,,16.0,37.7,,11.0,89.0,68.0,,,,,,,,,33.3,-124.0,,,-119.0,-151.0,,,,,-31.6,-126.6,,,-89.0,,-125.0,-106.2,,,-135.0,-113.3,,-140.0,-62.0,-83.0,,,,,,,,,-117.7,,,True,False,,,,,True,False,,,True,,False,True,,,False,True,,False,True,True,,,,,,,,,True
12039,826,411.0,,,410.0,413.0,,,,,562.3,289.2,,,496.0,,209.1,398.4,406.0,,385.0,519.9,,554.0,476.0,621.4,,,,,274.9,,,,543.9,-415.0,,,-416.0,-413.0,,,,,-263.7,-536.8,,,-330.0,,-616.9,-427.6,-420.0,,-441.0,-306.1,,-272.0,-350.0,-204.6,,,,,-551.1,,,,-282.1,,,False,True,,,,,True,False,,,True,,False,False,False,,False,True,,True,True,True,,,,,False,,,,True
12041,176,165.0,,,168.0,177.0,,,,,173.8,101.9,,,101.0,,50.5,156.0,,,149.0,201.4,,254.0,197.0,193.6,,,,,,,,,170.1,-11.0,,,-8.0,1.0,,,,,-2.2,-74.1,,,-75.0,,-125.5,-20.0,,,-27.0,25.4,,78.0,21.0,17.6,,,,,,,,,-5.9,,,True,True,,,,,True,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,True
12043,64,78.0,,,73.0,21.0,,,,,110.4,54.8,,,70.0,,21.1,72.7,,,69.0,80.9,,90.0,111.0,123.4,,,,,,,,,131.5,14.0,,,9.0,-43.0,,,,,46.4,-9.2,,,6.0,,-42.9,8.7,,,5.0,16.9,,26.0,47.0,59.4,,,,,,,,,67.5,,,True,False,,,,,False,True,,,True,,False,True,,,True,False,,False,False,False,,,,,,,,,False
12045,244,189.0,,,196.0,,,,,,236.5,116.8,,,107.0,,100.1,176.3,,,219.5,216.5,,259.0,197.0,212.1,,,,,,,,,181.8,-55.0,,,-48.0,,,,,,-7.5,-127.2,,,-137.0,,-143.9,-67.7,,,-24.5,-27.5,,15.0,-47.0,-31.9,,,,,,,,,-62.2,,,True,,,,,,True,False,,,False,,False,False,,,True,True,,True,True,True,,,,,,,,,False
12047,227,210.0,,,161.0,67.0,,,,,202.2,137.9,,,86.0,,87.7,168.4,,,240.0,195.3,,280.0,162.0,179.7,,,,,,,,,291.0,-17.0,,,-66.0,-160.0,,,,,-24.8,-89.1,,,-141.0,,-139.3,-58.6,,,13.0,-31.7,,53.0,-65.0,-47.3,,,,,,,,,64.0,,,False,False,,,,,False,False,,,False,,False,False,,,True,False,,False,False,False,,,,,,,,,False
12049,292,294.0,,,288.0,4.0,,,,,363.4,120.1,,,295.0,,373.2,247.5,,,265.0,270.1,,366.0,311.0,283.4,,,,,,,,,574.3,2.0,,,-4.0,-288.0,,,,,71.4,-171.9,,,3.0,,81.2,-44.5,,,-27.0,-21.9,,74.0,19.0,-8.6,,,,,,,,,282.3,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
12051,584,702.0,,,624.0,353.0,,,,,623.0,399.8,,,311.0,,1259.1,524.2,599.5,,770.0,652.4,,970.0,660.0,482.1,,,,,493.5,,,,1302.2,118.0,,,40.0,-231.0,,,,,39.0,-184.2,,,-273.0,,675.1,-59.8,15.5,,186.0,68.4,,386.0,76.0,-101.9,,,,,-90.5,,,,718.2,,,True,False,,,,,True,False,,,False,,False,True,True,,False,True,,False,True,True,,,,,True,,,,False
12053,1832,1746.0,,,1754.0,1728.0,,,,,1499.7,1176.3,,,1848.0,,1932.0,1395.1,1878.5,,1754.0,1884.4,,2308.0,1945.0,1671.9,,,,,1412.0,1192.0,,,2483.5,-86.0,,,-78.0,-104.0,,,,,-332.3,-655.7,,,16.0,,100.0,-436.9,46.5,,-78.0,52.4,,476.0,113.0,-160.1,,,,,-420.0,-640.0,,,651.5,,,True,False,,,,,False,False,,,True,,False,False,True,,True,True,,False,False,False,,,,,False,False,,,False
12055,939,876.0,,,814.0,785.0,,,,,792.9,506.5,,,638.0,,504.5,749.5,890.0,,664.5,867.2,,965.0,981.0,932.2,,,,,874.1,,,,1008.4,-63.0,,,-125.0,-154.0,,,,,-146.1,-432.5,,,-301.0,,-434.5,-189.5,-49.0,,-274.5,-71.8,,26.0,42.0,-6.8,,,,,-64.9,,,,69.4,,,False,False,,,,,False,False,,,False,,False,False,True,,False,False,,True,True,True,,,,,False,,,,False
12057,16325,13593.0,,15714.5,14869.0,13456.0,,,,,14088.0,14505.1,,20997.3,13134.0,,17998.3,13208.2,15081.5,,15829.0,15095.6,,17742.0,14577.0,15400.5,,,,,13696.8,14447.0,,,15506.1,-2732.0,,-610.5,-1456.0,-2869.0,,,,,-2237.0,-1819.9,,4672.3,-3191.0,,1673.3,-3116.8,-1243.5,,-496.0,-1229.4,,1417.0,-1748.0,-924.5,,,,,-2628.2,-1878.0,,,-818.9,,True,True,False,,,,,True,True,,False,False,,True,False,True,,True,True,,True,True,True,,,,,True,True,,,True
12059,438,375.0,,,293.0,0.0,,,,,349.4,199.0,,,284.0,,105.8,271.0,,,249.5,310.6,,444.0,333.0,334.7,,,,,,,,,310.1,-63.0,,,-145.0,-438.0,,,,,-88.6,-239.0,,,-154.0,,-332.2,-167.0,,,-188.5,-127.4,,6.0,-105.0,-103.3,,,,,,,,,-127.9,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,True,False,False,,,,,,,,,False
12061,2138,1155.0,,,1134.0,1527.0,,,,,1080.2,626.0,,,816.0,,635.2,948.7,1024.5,,1397.5,1402.6,,1361.0,1445.0,1361.4,,,,,1122.7,1371.0,,,1462.8,-983.0,,,-1004.0,-611.0,,,,,-1057.8,-1512.0,,,-1322.0,,-1502.8,-1189.3,-1113.5,,-740.5,-735.4,,-777.0,-693.0,-776.6,,,,,-1015.3,-767.0,,,-675.2,,,False,True,,,,,False,False,,,False,,False,False,False,,True,True,,True,True,True,,,,,False,True,,,True
12063,679,633.0,,,564.0,360.0,,,,,663.9,334.9,,,623.0,,253.5,532.2,509.5,,614.0,641.0,,717.0,652.0,630.9,,,,,443.1,,,,566.6,-46.0,,,-115.0,-319.0,,,,,-15.1,-344.1,,,-56.0,,-425.5,-146.8,-169.5,,-65.0,-38.0,,38.0,-27.0,-48.1,,,,,-235.9,,,,-112.4,,,False,False,,,,,True,False,,,False,,False,False,False,,False,True,,True,True,False,,,,,False,,,,False
12065,236,126.0,,,139.0,0.0,,,,,169.8,34.4,,,81.0,,139.3,105.9,,,199.5,155.1,,178.0,136.0,182.7,,,,,,,,,131.7,-110.0,,,-97.0,-236.0,,,,,-66.2,-201.6,,,-155.0,,-96.7,-130.1,,,-36.5,-80.9,,-58.0,-100.0,-53.3,,,,,,,,,-104.3,,,True,False,,,,,True,False,,,False,,True,False,,,True,True,,True,True,True,,,,,,,,,True
12067,58,57.0,,,55.0,,,,,,193.3,0.6,,,45.0,,11.5,93.1,,,10.0,68.6,,91.0,101.0,212.6,,,,,,,,,45.1,-1.0,,,-3.0,,,,,,135.3,-57.4,,,-13.0,,-46.5,35.1,,,-48.0,10.6,,33.0,43.0,154.6,,,,,,,,,-12.9,,,False,,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
12069,4401,3615.0,,,3880.0,3739.0,,,,,3183.8,2799.3,,6394.1,3109.0,,6374.8,3350.1,3748.5,,4911.5,4011.1,,5009.0,3914.0,3320.9,,,,,3583.5,4778.0,,,5350.5,-786.0,,,-521.0,-662.0,,,,,-1217.2,-1601.7,,1993.1,-1292.0,,1973.8,-1050.9,-652.5,,510.5,-389.9,,608.0,-487.0,-1080.1,,,,,-817.5,377.0,,,949.5,,,True,True,,,,,False,False,,False,False,,False,False,True,,True,True,,True,True,False,,,,,False,True,,,False
12071,8299,7029.0,,8269.6,6983.0,7039.0,,,,,6836.7,6304.6,,7896.6,6109.0,,4336.5,6519.6,7544.0,,6832.0,6853.1,,8572.0,7779.0,7360.2,,,,,7054.1,6869.0,,,10196.8,-1270.0,,-29.4,-1316.0,-1260.0,,,,,-1462.3,-1994.4,,-402.4,-2190.0,,-3962.5,-1779.4,-755.0,,-1467.0,-1445.9,,273.0,-520.0,-938.8,,,,,-1244.9,-1430.0,,,1897.8,,True,False,True,,,,,False,False,,True,False,,False,False,True,,False,False,,True,True,True,,,,,True,False,,,False
12073,4285,2814.0,,3112.9,2681.0,2443.0,,,,,2695.9,3669.3,,,2503.0,,2033.6,2251.2,3004.5,,2534.0,2840.3,,3427.0,2917.0,3318.0,,,,,1654.2,2113.0,,,3787.9,-1471.0,,-1172.1,-1604.0,-1842.0,,,,,-1589.1,-615.7,,,-1782.0,,-2251.4,-2033.8,-1280.5,,-1751.0,-1444.7,,-858.0,-1368.0,-967.0,,,,,-2630.8,-2172.0,,,-497.1,,True,False,False,,,,,False,True,,,False,,False,False,True,,False,True,,True,True,True,,,,,False,False,,,True
