,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
54053,119,108.0,,105.5,,89.0,127.0,,,,,66.8,,62.4,,,94.0,121.8,64.0,,,77.0,86.3,0.0,,121.0,107.0,93.0,,,,,,132.6,,,,70.8,89.0,-11.0,,-13.5,,-30.0,8.0,,,,,-52.2,,-56.6,,,-25.0,2.8,-55.0,,,-42.0,-32.7,-119.0,,2.0,-12.0,-26.0,,,,,,13.6,,,,-48.2,-30.0,,False,,False,True,,,,,False,,False,,,False,True,False,,,False,False,False,,True,False,False,,,,,,False,,,,False,False
54055,415,442.0,,434.3,,388.0,388.0,,,,,241.1,,656.6,,,154.0,478.9,332.8,390.5,,536.0,488.9,7.6,,552.0,397.0,314.8,,,,,385.9,375.7,,,,662.3,293.0,27.0,,19.3,,-27.0,-27.0,,,,,-173.9,,241.6,,,-261.0,63.9,-82.2,-24.5,,121.0,73.9,-407.4,,137.0,-18.0,-100.2,,,,,-29.1,-39.3,,,,247.3,-122.0,,True,,False,False,,,,,False,,False,,,False,False,False,True,,False,False,False,,False,True,False,,,,,False,False,,,,False,False
54057,114,80.0,,76.5,,68.0,30.0,,,,,83.5,,60.5,,,96.0,53.5,64.5,,,25.0,65.8,0.0,,72.0,81.0,74.3,,,,,72.6,91.4,,,,106.1,102.0,-34.0,,-37.5,,-46.0,-84.0,,,,,-30.5,,-53.5,,,-18.0,-60.5,-49.5,,,-89.0,-48.2,-114.0,,-42.0,-33.0,-39.7,,,,,-41.4,-22.6,,,,-7.9,-12.0,,False,,False,False,,,,,True,,False,,,True,False,False,,,False,False,False,,False,True,False,,,,,False,True,,,,True,True
54059,122,136.0,,139.8,,125.0,130.0,,,,,86.3,,198.5,,,56.0,162.0,77.8,,,200.0,154.9,10.6,,172.0,125.0,114.0,,,,,,131.8,,,,123.1,98.0,14.0,,17.8,,3.0,8.0,,,,,-35.7,,76.5,,,-66.0,40.0,-44.2,,,78.0,32.9,-111.4,,50.0,3.0,-8.0,,,,,,9.8,,,,1.1,-24.0,,False,,True,True,,,,,False,,False,,,False,False,False,,,False,False,False,,False,True,True,,,,,,True,,,,True,False
54061,495,460.0,,455.0,,447.0,517.0,,,,,348.9,,279.0,,,326.0,462.9,439.6,446.0,,447.0,468.7,275.9,,519.0,421.0,437.4,,,,,389.1,403.0,,,,458.4,323.0,-35.0,,-40.0,,-48.0,22.0,,,,,-146.1,,-216.0,,,-169.0,-32.1,-55.4,-49.0,,-48.0,-26.3,-219.1,,24.0,-74.0,-57.6,,,,,-105.9,-92.0,,,,-36.6,-172.0,,False,,False,True,,,,,False,,False,,,False,True,False,False,,False,True,False,,True,False,False,,,,,False,False,,,,False,False
54063,67,71.0,,70.9,,68.0,68.0,,,,,43.4,,65.3,,,32.0,84.4,50.3,,,89.0,82.7,2.7,,95.0,69.0,35.5,,,,,,77.5,,,,50.1,47.0,4.0,,3.9,,1.0,1.0,,,,,-23.6,,-1.7,,,-35.0,17.4,-16.7,,,22.0,15.7,-64.3,,28.0,2.0,-31.5,,,,,,10.5,,,,-16.9,-20.0,,True,,True,True,,,,,False,,True,,,False,False,False,,,False,False,False,,False,True,False,,,,,,False,,,,False,False
54065,82,61.0,,58.0,,58.0,52.0,,,,,45.7,,56.4,,,42.0,73.6,41.2,,,60.0,54.3,0.0,,84.0,65.0,63.3,,,,,,58.4,,,,96.5,60.0,-21.0,,-24.0,,-24.0,-30.0,,,,,-36.3,,-25.6,,,-40.0,-8.4,-40.8,,,-22.0,-27.7,-82.0,,2.0,-17.0,-18.7,,,,,,-23.6,,,,14.5,-22.0,,False,,False,False,,,,,False,,False,,,False,True,False,,,False,False,False,,True,True,True,,,,,,False,,,,True,False
54067,84,104.0,,103.5,,71.0,125.0,,,,,47.0,,30.9,,,59.0,118.0,62.2,,,71.0,81.5,2.1,,118.0,94.0,57.8,,,,,,110.3,,,,68.5,70.0,20.0,,19.5,,-13.0,41.0,,,,,-37.0,,-53.1,,,-25.0,34.0,-21.8,,,-13.0,-2.5,-81.9,,34.0,10.0,-26.2,,,,,,26.3,,,,-15.5,-14.0,,True,,True,False,,,,,False,,False,,,False,False,False,,,True,True,False,,False,True,False,,,,,,False,,,,True,True
54069,240,203.0,,205.3,,193.0,193.0,,,,,126.0,,194.2,,,158.0,208.6,135.7,184.0,,172.0,212.8,0.0,,209.0,218.0,219.5,,,,,200.9,178.4,,,,215.5,138.0,-37.0,,-34.7,,-47.0,-47.0,,,,,-114.0,,-45.8,,,-82.0,-31.4,-104.3,-56.0,,-68.0,-27.2,-240.0,,-31.0,-22.0,-20.5,,,,,-39.1,-61.6,,,,-24.5,-102.0,,True,,False,False,,,,,False,,False,,,False,True,False,False,,False,True,False,,True,True,True,,,,,False,False,,,,True,False
54071,70,50.0,,50.0,,43.0,41.0,,,,,27.4,,9.4,,,18.0,55.0,41.0,,,52.0,47.2,0.7,,66.0,44.0,37.1,,,,,,50.8,,,,48.7,28.0,-20.0,,-20.0,,-27.0,-29.0,,,,,-42.6,,-60.6,,,-52.0,-15.0,-29.0,,,-18.0,-22.8,-69.3,,-4.0,-26.0,-32.9,,,,,,-19.2,,,,-21.3,-42.0,,True,,False,False,,,,,False,,False,,,False,True,False,,,True,False,False,,True,False,False,,,,,,True,,,,False,False
54073,105,64.0,,65.9,,66.0,94.0,,,,,52.4,,36.4,,,23.0,203.9,82.1,,,68.0,76.8,1.4,,,57.0,178.7,,,,,,68.8,,,,136.4,109.0,-41.0,,-39.1,,-39.0,-11.0,,,,,-52.6,,-68.6,,,-82.0,98.9,-22.9,,,-37.0,-28.2,-103.6,,,-48.0,73.7,,,,,,-36.2,,,,31.4,4.0,,True,,True,True,,,,,False,,False,,,False,False,True,,,True,True,False,,,False,False,,,,,,True,,,,True,True
54075,52,27.0,,27.1,,23.0,0.0,,,,,18.0,,23.8,,,15.0,29.7,17.2,,,29.0,22.5,0.0,,34.0,30.0,21.9,,,,,,31.5,,,,61.3,17.0,-25.0,,-24.9,,-29.0,-52.0,,,,,-34.0,,-28.2,,,-37.0,-22.3,-34.8,,,-23.0,-29.5,-52.0,,-18.0,-22.0,-30.1,,,,,,-20.5,,,,9.3,-35.0,,True,,False,False,,,,,False,,False,,,False,True,False,,,True,False,False,,True,True,False,,,,,,True,,,,True,False
54077,251,180.0,,180.3,,180.0,159.0,,,,,115.4,,178.7,,,108.0,220.1,132.1,214.0,,208.0,203.5,13.8,,259.0,178.0,168.6,,,,,,142.1,,,,318.2,144.0,-71.0,,-70.7,,-71.0,-92.0,,,,,-135.6,,-72.3,,,-143.0,-30.9,-118.9,-37.0,,-43.0,-47.5,-237.2,,8.0,-73.0,-82.4,,,,,,-108.9,,,,67.2,-107.0,,True,,False,False,,,,,False,,False,,,False,True,False,True,,True,True,False,,True,False,False,,,,,,False,,,,True,False
54079,196,222.0,,223.3,,183.0,244.0,,,,,148.7,,209.3,,,155.0,223.8,142.1,183.5,,151.0,221.2,0.0,,247.0,239.0,199.0,,,,,201.2,186.3,,,,261.2,167.0,26.0,,27.3,,-13.0,48.0,,,,,-47.3,,13.3,,,-41.0,27.8,-53.9,-12.5,,-45.0,25.2,-196.0,,51.0,43.0,3.0,,,,,5.2,-9.7,,,,65.2,-29.0,,False,,True,False,,,,,False,,True,,,False,False,False,True,,False,True,False,,False,False,True,,,,,True,True,,,,False,False
54081,376,306.0,,294.7,,271.0,349.0,,,,,170.3,,348.9,,,205.0,322.2,220.6,266.5,,349.0,321.8,47.7,,318.0,269.0,292.1,,,,,307.9,316.1,,,,476.6,165.0,-70.0,,-81.3,,-105.0,-27.0,,,,,-205.7,,-27.1,,,-171.0,-53.8,-155.4,-109.5,,-27.0,-54.2,-328.3,,-58.0,-107.0,-83.9,,,,,-68.1,-59.9,,,,100.6,-211.0,,False,,False,True,,,,,False,,True,,,False,True,False,False,,True,True,False,,True,False,False,,,,,True,True,,,,False,False
54083,182,151.0,,158.9,,92.0,170.0,,,,,62.2,,0.0,,,88.0,195.3,92.7,,,82.0,111.4,12.3,,163.0,137.0,101.8,,,,,,151.2,,,,89.5,96.0,-31.0,,-23.1,,-90.0,-12.0,,,,,-119.8,,-182.0,,,-94.0,13.3,-89.3,,,-100.0,-70.6,-169.7,,-19.0,-45.0,-80.2,,,,,,-30.8,,,,-92.5,-86.0,,True,,False,True,,,,,False,,False,,,False,True,False,,,False,False,False,,True,False,False,,,,,,True,,,,False,False
54085,69,54.0,,52.9,,43.0,50.0,,,,,19.5,,59.1,,,22.0,58.3,31.9,,,44.0,43.0,0.0,,52.0,48.0,31.3,,,,,,48.0,,,,43.3,29.0,-15.0,,-16.1,,-26.0,-19.0,,,,,-49.5,,-9.9,,,-47.0,-10.7,-37.1,,,-25.0,-26.0,-69.0,,-17.0,-21.0,-37.7,,,,,,-21.0,,,,-25.7,-40.0,,False,,False,False,,,,,False,,True,,,False,True,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
54087,42,32.0,,32.5,,33.0,29.0,,,,,17.1,,7.3,,,39.0,54.2,23.6,,,38.0,34.3,0.2,,38.0,39.0,26.6,,,,,,37.5,,,,33.5,21.0,-10.0,,-9.5,,-9.0,-13.0,,,,,-24.9,,-34.7,,,-3.0,12.2,-18.4,,,-4.0,-7.7,-41.8,,-4.0,-3.0,-15.4,,,,,,-4.5,,,,-8.5,-21.0,,True,,True,False,,,,,False,,False,,,True,False,False,,,True,True,False,,True,True,False,,,,,,True,,,,True,False
54089,79,66.0,,65.4,,64.0,83.0,,,,,24.0,,27.6,,,29.0,110.9,38.8,,,98.0,64.0,1.5,,70.0,60.0,44.6,,,,,,72.4,,,,139.6,53.0,-13.0,,-13.6,,-15.0,4.0,,,,,-55.0,,-51.4,,,-50.0,31.9,-40.2,,,19.0,-15.0,-77.5,,-9.0,-19.0,-34.4,,,,,,-6.6,,,,60.6,-26.0,,False,,False,True,,,,,False,,False,,,False,False,False,,,False,False,False,,True,False,False,,,,,,True,,,,False,False
54091,109,76.0,,79.3,,72.0,69.0,,,,,51.0,,117.6,,,65.0,78.7,64.1,,,99.0,84.0,3.9,,103.0,72.0,74.0,,,,,,73.6,,,,64.6,45.0,-33.0,,-29.7,,-37.0,-40.0,,,,,-58.0,,8.6,,,-44.0,-30.3,-44.9,,,-10.0,-25.0,-105.1,,-6.0,-37.0,-35.0,,,,,,-35.4,,,,-44.4,-64.0,,True,,False,False,,,,,False,,True,,,False,True,False,,,True,True,False,,True,False,False,,,,,,False,,,,False,False
54093,60,35.0,,39.9,,30.0,29.0,,,,,19.6,,15.0,,,16.0,45.7,24.0,,,30.0,32.2,0.0,,48.0,35.0,35.3,,,,,,45.3,,,,28.0,37.0,-25.0,,-20.1,,-30.0,-31.0,,,,,-40.4,,-45.0,,,-44.0,-14.3,-36.0,,,-30.0,-27.8,-60.0,,-12.0,-25.0,-24.7,,,,,,-14.7,,,,-32.0,-23.0,,True,,False,False,,,,,False,,False,,,False,True,False,,,False,False,False,,True,False,True,,,,,,True,,,,False,True
54095,57,53.0,,54.4,,45.0,49.0,,,,,24.2,,41.0,,,38.0,62.2,38.9,,,45.0,41.1,0.6,,69.0,50.0,34.4,,,,,,56.0,,,,58.8,35.0,-4.0,,-2.6,,-12.0,-8.0,,,,,-32.8,,-16.0,,,-19.0,5.2,-18.1,,,-12.0,-15.9,-56.4,,12.0,-7.0,-22.6,,,,,,-1.0,,,,1.8,-22.0,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,True,,,,True,False
54097,195,159.0,,161.8,,138.0,194.0,,,,,64.5,,26.8,,,66.0,240.5,83.6,,,186.0,138.1,3.7,,186.0,135.0,108.4,,,,,,130.8,,,,198.4,111.0,-36.0,,-33.2,,-57.0,-1.0,,,,,-130.5,,-168.2,,,-129.0,45.5,-111.4,,,-9.0,-56.9,-191.3,,-9.0,-60.0,-86.6,,,,,,-64.2,,,,3.4,-84.0,,True,,False,True,,,,,False,,False,,,False,False,False,,,True,False,False,,True,False,False,,,,,,False,,,,True,False
54099,178,149.0,,147.4,,130.0,147.0,,,,,97.5,,80.4,,,118.0,129.4,91.9,137.0,,121.0,134.6,27.3,,162.0,160.0,140.0,,,,,,148.3,,,,110.6,101.0,-29.0,,-30.6,,-48.0,-31.0,,,,,-80.5,,-97.6,,,-60.0,-48.6,-86.1,-41.0,,-57.0,-43.4,-150.7,,-16.0,-18.0,-38.0,,,,,,-29.7,,,,-67.4,-77.0,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,False,,True,True,False,,,,,,False,,,,False,False
54101,27,33.0,,28.7,,25.0,25.0,,,,,9.4,,38.1,,,19.0,74.4,22.2,,,32.0,25.0,0.2,,33.0,31.0,18.5,,,,,,46.6,,,,17.9,,6.0,,1.7,,-2.0,-2.0,,,,,-17.6,,11.1,,,-8.0,47.4,-4.8,,,5.0,-2.0,-26.8,,6.0,4.0,-8.5,,,,,,19.6,,,,-9.1,,,True,,True,True,,,,,False,,False,,,False,False,True,,,True,True,False,,False,True,False,,,,,,False,,,,False,
54103,80,80.0,,79.8,,67.0,80.0,,,,,37.7,,50.0,,,47.0,78.4,32.3,,,66.0,61.9,3.0,,91.0,74.0,64.4,,,,,,100.0,,,,81.0,47.0,0.0,,-0.2,,-13.0,0.0,,,,,-42.3,,-30.0,,,-33.0,-1.6,-47.7,,,-14.0,-18.1,-77.0,,11.0,-6.0,-15.6,,,,,,20.0,,,,1.0,-33.0,,False,,False,True,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
54105,22,32.0,,33.7,,27.0,28.0,,,,,12.6,,17.1,,,14.0,39.2,18.5,,,28.0,25.6,0.5,,37.0,28.0,23.8,,,,,,39.7,,,,26.6,14.0,10.0,,11.7,,5.0,6.0,,,,,-9.4,,-4.9,,,-8.0,17.2,-3.5,,,6.0,3.6,-21.5,,15.0,6.0,1.8,,,,,,17.7,,,,4.6,-8.0,,False,,True,True,,,,,True,,True,,,True,False,True,,,True,True,False,,False,True,True,,,,,,False,,,,True,True
54107,516,490.0,,486.5,,400.0,400.0,,,,,303.8,,648.7,,,290.0,504.4,312.1,364.5,,473.0,519.2,79.8,,590.0,459.0,365.6,,,,,409.9,388.4,,,,548.0,328.0,-26.0,,-29.5,,-116.0,-116.0,,,,,-212.2,,132.7,,,-226.0,-11.6,-203.9,-151.5,,-43.0,3.2,-436.2,,74.0,-57.0,-150.4,,,,,-106.1,-127.6,,,,32.0,-188.0,,False,,False,False,,,,,False,,False,,,False,True,False,False,,False,True,False,,False,False,False,,,,,False,False,,,,False,False
54109,87,123.0,,126.9,,102.0,164.0,,,,,57.2,,85.7,,,38.0,141.5,59.8,,,94.0,102.2,0.0,,125.0,107.0,82.4,,,,,,97.6,,,,109.0,76.0,36.0,,39.9,,15.0,77.0,,,,,-29.8,,-1.3,,,-49.0,54.5,-27.2,,,7.0,15.2,-87.0,,38.0,20.0,-4.6,,,,,,10.6,,,,22.0,-11.0,,False,,True,False,,,,,True,,True,,,False,False,True,,,True,True,False,,False,True,True,,,,,,True,,,,True,True
55001,83,42.0,,39.2,,37.0,21.0,,,,,36.5,,47.4,,,56.0,31.3,25.6,,,28.0,37.2,0.0,,37.0,38.0,40.2,,,,,,46.6,,,,26.0,40.0,-41.0,,-43.8,,-46.0,-62.0,,,,,-46.5,,-35.6,,,-27.0,-51.7,-57.4,,,-55.0,-45.8,-83.0,,-46.0,-45.0,-42.8,,,,,,-36.4,,,,-57.0,-43.0,,False,,False,False,,,,,False,,True,,,True,False,False,,,False,False,False,,False,False,False,,,,,,True,,,,False,False
55003,48,45.0,,44.7,,30.0,28.0,,,,,29.0,,14.6,,,30.0,33.9,30.2,,,14.0,26.0,0.0,,43.0,35.0,33.9,,,,,,60.5,,,,84.1,29.0,-3.0,,-3.3,,-18.0,-20.0,,,,,-19.0,,-33.4,,,-18.0,-14.1,-17.8,,,-34.0,-22.0,-48.0,,-5.0,-13.0,-14.1,,,,,,12.5,,,,36.1,-19.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
55005,196,154.0,,150.4,,129.0,177.0,,,,,101.3,,0.0,,,131.0,118.3,105.7,73.5,,88.0,142.0,0.0,,147.0,144.0,135.7,,,,,,141.6,,,,133.7,125.0,-42.0,,-45.6,,-67.0,-19.0,,,,,-94.7,,-196.0,,,-65.0,-77.7,-90.3,-122.5,,-108.0,-54.0,-196.0,,-49.0,-52.0,-60.3,,,,,,-54.4,,,,-62.3,-71.0,,False,,False,True,,,,,False,,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,,False,,,,False,False
55007,28,36.0,,34.6,,25.0,34.0,,,,,25.8,,3.8,,,20.0,32.3,23.3,,,12.0,20.6,0.0,,32.0,33.0,23.9,,,,,,50.9,,,,25.2,26.0,8.0,,6.6,,-3.0,6.0,,,,,-2.2,,-24.2,,,-8.0,4.3,-4.7,,,-16.0,-7.4,-28.0,,4.0,5.0,-4.1,,,,,,22.9,,,,-2.8,-2.0,,True,,True,True,,,,,True,,False,,,False,True,True,,,False,True,False,,True,True,True,,,,,,False,,,,True,True
55009,1320,818.0,,858.8,449.0,664.0,657.0,,,,,663.6,,161.9,,,726.0,945.1,605.0,350.5,,310.0,704.8,0.0,,633.0,708.0,637.9,,,,,767.3,816.6,495.0,,,810.6,566.0,-502.0,,-461.2,-871.0,-656.0,-663.0,,,,,-656.4,,-1158.1,,,-594.0,-374.9,-715.0,-969.5,,-1010.0,-615.2,-1320.0,,-687.0,-612.0,-682.1,,,,,-552.7,-503.4,-825.0,,,-509.4,-754.0,,True,False,False,False,,,,,False,,False,,,False,True,False,False,,False,False,False,,False,False,False,,,,,False,False,False,,,False,False
55011,93,36.0,,37.2,,30.0,14.0,,,,,22.2,,0.0,,,40.0,56.9,20.6,,,30.0,42.0,0.0,,29.0,31.0,35.5,,,,,,45.8,,,,28.4,24.0,-57.0,,-55.8,,-63.0,-79.0,,,,,-70.8,,-93.0,,,-53.0,-36.1,-72.4,,,-63.0,-51.0,-93.0,,-64.0,-62.0,-57.5,,,,,,-47.2,,,,-64.6,-69.0,,True,,False,False,,,,,False,,False,,,True,True,False,,,False,True,False,,False,False,False,,,,,,True,,,,False,False
55013,45,25.0,,23.7,,24.0,14.0,,,,,24.3,,5.2,,,35.0,26.4,21.9,,,18.0,22.8,0.0,,20.0,33.0,29.5,,,,,,32.6,,,,44.9,24.0,-20.0,,-21.3,,-21.0,-31.0,,,,,-20.7,,-39.8,,,-10.0,-18.6,-23.1,,,-27.0,-22.2,-45.0,,-25.0,-12.0,-15.5,,,,,,-12.4,,,,-0.1,-21.0,,False,,False,False,,,,,False,,False,,,True,True,False,,,False,False,False,,False,True,True,,,,,,True,,,,True,False
55015,207,142.0,,146.9,,125.0,126.0,,,,,132.3,,88.1,,,123.0,128.1,92.7,114.0,,87.0,125.0,0.0,,113.0,120.0,108.4,,,,,143.1,136.4,,,,155.0,145.0,-65.0,,-60.1,,-82.0,-81.0,,,,,-74.7,,-118.9,,,-84.0,-78.9,-114.3,-93.0,,-120.0,-82.0,-207.0,,-94.0,-87.0,-98.6,,,,,-63.9,-70.6,,,,-52.0,-62.0,,True,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,True,False,,,,True,True
55017,317,194.0,,189.1,,189.0,225.0,,,,,123.7,,4.9,,,208.0,218.0,116.1,131.5,,193.0,158.1,0.0,,152.0,157.0,134.1,,,,,273.7,177.8,,,,490.4,127.0,-123.0,,-127.9,,-128.0,-92.0,,,,,-193.3,,-312.1,,,-109.0,-99.0,-200.9,-185.5,,-124.0,-158.9,-317.0,,-165.0,-160.0,-182.9,,,,,-43.3,-139.2,,,,173.4,-190.0,,False,,False,True,,,,,False,,False,,,True,True,False,False,,False,False,False,,False,False,False,,,,,True,False,,,,False,False
55019,88,146.0,,151.5,,108.0,112.0,,,,,82.1,,161.4,,,113.0,105.7,68.4,107.0,,58.0,107.9,0.0,,122.0,126.0,94.8,,,,,154.6,127.7,,,,175.0,90.0,58.0,,63.5,,20.0,24.0,,,,,-5.9,,73.4,,,25.0,17.7,-19.6,19.0,,-30.0,19.9,-88.0,,34.0,38.0,6.8,,,,,66.6,39.7,,,,87.0,2.0,,False,,True,True,,,,,True,,False,,,True,True,True,True,,True,True,False,,True,True,True,,,,,False,True,,,,False,True
55021,228,139.0,,132.3,,122.0,94.0,,,,,120.2,,147.1,,,107.0,133.4,96.2,131.0,,97.0,123.7,0.0,,124.0,108.0,121.3,,,,,167.8,136.5,,,,167.5,103.0,-89.0,,-95.7,,-106.0,-134.0,,,,,-107.8,,-80.9,,,-121.0,-94.6,-131.8,-97.0,,-131.0,-104.3,-228.0,,-104.0,-120.0,-106.7,,,,,-60.2,-91.5,,,,-60.5,-125.0,,False,,False,False,,,,,False,,True,,,False,False,False,False,,False,False,False,,False,False,False,,,,,True,False,,,,True,False
55023,32,24.0,,17.8,,26.0,,,,,,32.1,,17.8,,,35.0,17.1,24.9,,,12.0,27.9,0.0,,22.0,28.0,55.6,,,,,,61.0,,,,51.5,43.0,-8.0,,-14.2,,-6.0,,,,,,0.1,,-14.2,,,3.0,-14.9,-7.1,,,-20.0,-4.1,-32.0,,-10.0,-4.0,23.6,,,,,,29.0,,,,19.5,11.0,,False,,True,,,,,,True,,False,,,True,False,True,,,False,True,False,,False,True,False,,,,,,False,,,,False,False
55025,1788,1191.0,,1219.0,1014.3,1019.0,1496.0,,,,,847.9,,7.6,,901.3,842.0,1470.5,746.0,980.0,,1480.5,1193.4,0.1,,988.0,874.0,1595.7,,,,,1474.4,1065.6,816.0,,,1024.6,814.0,-597.0,,-569.0,-773.7,-769.0,-292.0,,,,,-940.1,,-1780.4,,-886.7,-946.0,-317.5,-1042.0,-808.0,,-307.5,-594.6,-1787.9,,-800.0,-914.0,-192.3,,,,,-313.6,-722.4,-972.0,,,-763.4,-974.0,,True,False,False,True,,,,,False,,False,,False,False,True,False,False,,True,True,False,,False,False,True,,,,,True,False,False,,,False,False
55027,269,218.0,,215.2,,210.0,190.0,,,,,248.2,,43.4,,,217.0,154.1,213.2,240.5,,86.0,209.7,0.0,,211.0,228.0,281.9,,,,,196.6,214.8,,,,233.8,267.0,-51.0,,-53.8,,-59.0,-79.0,,,,,-20.8,,-225.6,,,-52.0,-114.9,-55.8,-28.5,,-183.0,-59.3,-269.0,,-58.0,-41.0,12.9,,,,,-72.4,-54.2,,,,-35.2,-2.0,,False,,False,False,,,,,True,,False,,,False,False,False,True,,False,False,False,,False,True,True,,,,,False,False,,,,True,True
55029,123,102.0,,115.3,,82.0,82.0,,,,,74.8,,10.0,,,74.0,107.9,39.9,,,94.0,81.7,0.0,,86.0,66.0,53.7,,,,,94.5,91.3,,,,253.3,96.0,-21.0,,-7.7,,-41.0,-41.0,,,,,-48.2,,-113.0,,,-49.0,-15.1,-83.1,,,-29.0,-41.3,-123.0,,-37.0,-57.0,-69.3,,,,,-28.5,-31.7,,,,130.3,-27.0,,True,,False,False,,,,,False,,False,,,False,True,False,,,False,False,False,,False,False,False,,,,,False,False,,,,False,False
55031,200,133.0,,135.6,,102.0,72.0,,,,,117.6,,73.7,,,90.0,107.7,132.0,74.5,,71.0,93.7,0.0,,153.0,120.0,107.3,,,,,102.1,128.3,,,,236.3,112.0,-67.0,,-64.4,,-98.0,-128.0,,,,,-82.4,,-126.3,,,-110.0,-92.3,-68.0,-125.5,,-129.0,-106.3,-200.0,,-47.0,-80.0,-92.7,,,,,-97.9,-71.7,,,,36.3,-88.0,,True,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,False,,True,False,False,,,,,False,False,,,,True,False
55033,185,163.0,,167.0,,127.0,133.0,,,,,91.7,,0.0,,,119.0,154.7,91.1,97.5,,120.0,126.5,0.0,,133.0,151.0,125.1,,,,,172.0,128.1,,,,166.6,94.0,-22.0,,-18.0,,-58.0,-52.0,,,,,-93.3,,-185.0,,,-66.0,-30.3,-93.9,-87.5,,-65.0,-58.5,-185.0,,-52.0,-34.0,-59.9,,,,,-13.0,-56.9,,,,-18.4,-91.0,,True,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,True,False,,,,True,False
