,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
51660,507,368.0,,380.6,,364.0,429.0,,,,,473.8,295.3,,,296.0,,371.0,,319.3,360.5,,256.0,431.6,0.0,,516.0,392.0,375.8,,,,,235.4,,,,444.7,-139.0,,-126.4,,-143.0,-78.0,,,,,-33.2,-211.7,,,-211.0,,-136.0,,-187.7,-146.5,,-251.0,-75.4,-507.0,,9.0,-115.0,-131.2,,,,,-271.6,,,,-62.3,,True,,False,True,,,,,True,False,,,False,,True,,False,False,,False,True,False,,True,True,True,,,,,False,,,,True
51670,248,128.0,,125.7,,120.0,149.0,,,,,113.5,91.2,,,174.0,,118.4,,124.7,,,69.0,97.2,18.7,,161.0,151.0,150.9,,,,,,,,,165.0,-120.0,,-122.3,,-128.0,-99.0,,,,,-134.5,-156.8,,,-74.0,,-129.6,,-123.3,,,-179.0,-150.8,-229.3,,-87.0,-97.0,-97.1,,,,,,,,,-83.0,,False,,False,True,,,,,False,False,,,True,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,True
51678,109,160.0,,157.1,,107.0,97.0,,,,,85.7,91.3,,,34.0,,146.0,,73.1,,,149.0,90.0,0.0,,203.0,108.0,112.2,,,,,,,,,116.8,51.0,,48.1,,-2.0,-12.0,,,,,-23.3,-17.7,,,-75.0,,37.0,,-35.9,,,40.0,-19.0,-109.0,,94.0,-1.0,3.2,,,,,,,,,7.8,,True,,True,True,,,,,True,True,,,False,,True,,True,,,True,True,False,,False,True,True,,,,,,,,,True
51680,786,762.0,,746.3,,730.0,873.0,,,,,543.0,590.7,,,590.0,,643.8,,525.4,751.5,,752.0,583.2,578.9,,826.0,734.0,689.0,,,,,692.9,,,,512.2,-24.0,,-39.7,,-56.0,87.0,,,,,-243.0,-195.3,,,-196.0,,-142.2,,-260.6,-34.5,,-34.0,-202.8,-207.1,,40.0,-52.0,-97.0,,,,,-93.1,,,,-273.8,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,,,,False
51683,274,300.0,,294.0,,288.0,294.0,,,,,350.0,227.9,,,374.0,,274.5,,196.6,287.0,,359.0,258.3,0.0,,326.0,289.0,312.5,,,,,225.5,,,,247.0,26.0,,20.0,,14.0,20.0,,,,,76.0,-46.1,,,100.0,,0.5,,-77.4,13.0,,85.0,-15.7,-274.0,,52.0,15.0,38.5,,,,,-48.5,,,,-27.0,,True,,True,True,,,,,False,False,,,False,,True,,False,True,,False,True,False,,False,True,False,,,,,False,,,,False
51685,80,100.0,,100.1,,101.0,76.0,,,,,110.4,90.8,,,191.0,,102.0,,91.2,,,102.0,87.0,1.5,,137.0,107.0,,,,,,,,,,70.9,20.0,,20.1,,21.0,-4.0,,,,,30.4,10.8,,,111.0,,22.0,,11.2,,,22.0,7.0,-78.5,,57.0,27.0,,,,,,,,,,-9.1,,False,,False,True,,,,,False,True,,,False,,False,,True,,,False,True,False,,False,False,,,,,,,,,,True
51690,177,128.0,,127.8,,113.0,82.0,,,,,121.5,114.0,,,103.0,,87.8,,99.5,,,126.0,103.7,0.0,,134.0,117.0,111.5,,,,,,,,,181.0,-49.0,,-49.2,,-64.0,-95.0,,,,,-55.5,-63.0,,,-74.0,,-89.2,,-77.5,,,-51.0,-73.3,-177.0,,-43.0,-60.0,-65.5,,,,,,,,,4.0,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,True,False,False,,,,,,,,,True
51700,1269,924.0,,899.9,,914.0,588.0,,,,,837.1,654.1,,,1009.0,,1827.7,,854.1,1066.0,,1736.5,784.5,191.9,,1258.0,1050.0,892.9,,,,,849.2,756.0,,,1023.5,-345.0,,-369.1,,-355.0,-681.0,,,,,-431.9,-614.9,,,-260.0,,558.7,,-414.9,-203.0,,467.5,-484.5,-1077.1,,-11.0,-219.0,-376.1,,,,,-419.8,-513.0,,,-245.5,,False,,False,False,,,,,False,False,,,True,,False,,False,True,,False,False,False,,True,True,False,,,,,False,False,,,True
51710,1657,1198.0,,1271.2,,1206.0,1604.0,,,,,1108.7,908.9,,,1402.0,,1232.6,,1140.6,1142.5,,1253.0,1117.1,231.9,,1324.0,1433.0,1639.4,,,,,1099.7,972.0,,,743.8,-459.0,,-385.8,,-451.0,-53.0,,,,,-548.3,-748.1,,,-255.0,,-424.4,,-516.4,-514.5,,-404.0,-539.9,-1425.1,,-333.0,-224.0,-17.6,,,,,-557.3,-685.0,,,-913.2,,True,,True,True,,,,,False,False,,,True,,True,,False,False,,True,False,False,,True,True,True,,,,,False,False,,,False
51720,52,50.0,,51.2,,50.0,85.0,,,,,29.1,37.0,,,73.0,,61.1,,22.0,,,37.0,38.7,0.1,,64.0,44.0,50.0,,,,,,,,,52.8,-2.0,,-0.8,,-2.0,33.0,,,,,-22.9,-15.0,,,21.0,,9.1,,-30.0,,,-15.0,-13.3,-51.9,,12.0,-8.0,-2.0,,,,,,,,,0.8,,True,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,True,,,,,,,,,True
51730,336,100.0,,99.8,,100.0,69.0,,,,,148.2,109.9,,,190.0,,73.0,,91.2,121.0,,89.0,128.5,17.1,,107.0,165.0,184.0,,,,,,,,,0.0,-236.0,,-236.2,,-236.0,-267.0,,,,,-187.8,-226.1,,,-146.0,,-263.0,,-244.8,-215.0,,-247.0,-207.5,-318.9,,-229.0,-171.0,-152.0,,,,,,,,,-336.0,,False,,False,False,,,,,True,True,,,True,,False,,False,True,,False,True,False,,True,True,True,,,,,,,,,False
51735,103,58.0,,55.0,,51.0,36.0,,,,,54.6,47.4,,,77.0,,45.8,,66.9,,,52.0,48.1,0.0,,92.0,69.0,62.1,,,,,,,,,38.8,-45.0,,-48.0,,-52.0,-67.0,,,,,-48.4,-55.6,,,-26.0,,-57.2,,-36.1,,,-51.0,-54.9,-103.0,,-11.0,-34.0,-40.9,,,,,,,,,-64.2,,False,,False,False,,,,,False,False,,,True,,False,,True,,,False,False,False,,True,True,True,,,,,,,,,False
51740,1003,734.0,,741.0,,703.0,446.0,,,,,625.9,469.9,,,574.0,,1020.0,,473.6,729.0,,1142.5,791.3,44.1,,933.0,696.0,686.3,,,,,579.8,,,,17.0,-269.0,,-262.0,,-300.0,-557.0,,,,,-377.1,-533.1,,,-429.0,,17.0,,-529.4,-274.0,,139.5,-211.7,-958.9,,-70.0,-307.0,-316.7,,,,,-423.2,,,,-986.0,,True,,False,False,,,,,False,False,,,False,,True,,False,False,,True,True,False,,True,False,False,,,,,False,,,,False
51750,164,132.0,,124.7,,132.0,157.0,,,,,169.7,91.7,,,148.0,,91.2,,99.9,,,151.0,101.4,0.0,,154.0,133.0,122.2,,,,,,,,,100.5,-32.0,,-39.3,,-32.0,-7.0,,,,,5.7,-72.3,,,-16.0,,-72.8,,-64.1,,,-13.0,-62.6,-164.0,,-10.0,-31.0,-41.8,,,,,,,,,-63.5,,False,,False,True,,,,,True,False,,,True,,False,,False,,,True,False,False,,True,True,False,,,,,,,,,False
51760,1465,1356.0,,1376.3,,1358.0,1456.0,,,,,1153.9,1056.9,,,1127.0,,1508.6,,1060.3,1339.5,,1584.0,1033.5,233.1,,1505.0,1360.0,1336.2,,,,,1093.5,1031.0,,,1277.1,-109.0,,-88.7,,-107.0,-9.0,,,,,-311.1,-408.1,,,-338.0,,43.6,,-404.7,-125.5,,119.0,-431.5,-1231.9,,40.0,-105.0,-128.8,,,,,-371.5,-434.0,,,-187.9,,True,,True,True,,,,,False,False,,,False,,True,,False,False,,False,False,False,,True,True,False,,,,,False,False,,,False
51770,534,492.0,,492.9,,483.0,460.0,,,,,517.8,490.9,,,826.0,,363.5,,407.6,503.5,,411.5,376.7,0.1,,487.0,609.0,668.2,,,,,332.6,,,,308.0,-42.0,,-41.1,,-51.0,-74.0,,,,,-16.2,-43.1,,,292.0,,-170.5,,-126.4,-30.5,,-122.5,-157.3,-533.9,,-47.0,75.0,134.2,,,,,-201.4,,,,-226.0,,True,,False,False,,,,,True,False,,,False,,False,,False,True,,False,False,False,,False,False,False,,,,,False,,,,False
51775,165,150.0,,170.1,,121.0,140.0,,,,,106.6,169.2,,,229.0,,50.2,,112.3,,,18.0,124.1,0.0,,133.0,174.0,102.8,,,,,,,,,55.4,-15.0,,5.1,,-44.0,-25.0,,,,,-58.4,4.2,,,64.0,,-114.8,,-52.7,,,-147.0,-40.9,-165.0,,-32.0,9.0,-62.2,,,,,,,,,-109.6,,True,,False,False,,,,,False,True,,,False,,False,,False,,,False,False,False,,False,True,False,,,,,,,,,False
51790,343,374.0,,348.0,,228.0,375.0,,,,,218.0,266.7,,,189.0,,126.4,,239.4,,,357.0,246.2,0.0,,548.0,306.0,176.5,,,,,,,,,99.5,31.0,,5.0,,-115.0,32.0,,,,,-125.0,-76.3,,,-154.0,,-216.6,,-103.6,,,14.0,-96.8,-343.0,,205.0,-37.0,-166.5,,,,,,,,,-243.5,,True,,False,False,,,,,False,False,,,False,,False,,False,,,True,False,False,,False,False,False,,,,,,,,,False
51800,676,722.0,,725.1,,682.0,773.0,,,,,550.8,440.3,,,496.0,,814.4,,613.5,682.0,,928.0,616.4,35.4,,842.0,692.0,713.2,,,,,575.3,,,,74.3,46.0,,49.1,,6.0,97.0,,,,,-125.2,-235.7,,,-180.0,,138.4,,-62.5,6.0,,252.0,-59.6,-640.6,,166.0,16.0,37.2,,,,,-100.7,,,,-601.7,,False,,True,False,,,,,False,False,,,False,,False,,False,True,,False,False,False,,False,True,True,,,,,False,,,,False
51810,4326,2800.0,,2734.1,,2717.0,3331.0,,,,,2274.4,2017.4,,3357.4,2639.0,,2628.7,,2476.4,2888.0,,3056.0,2702.1,1235.8,,3180.0,2790.0,2775.3,,,,,3071.8,2580.0,,,2318.9,-1526.0,,-1591.9,,-1609.0,-995.0,,,,,-2051.6,-2308.6,,-968.6,-1687.0,,-1697.3,,-1849.6,-1438.0,,-1270.0,-1623.9,-3090.2,,-1146.0,-1536.0,-1550.7,,,,,-1254.2,-1746.0,,,-2007.1,,False,,False,True,,,,,False,False,,True,False,,False,,False,True,,True,False,False,,True,False,False,,,,,True,False,,,False
51820,338,196.0,,171.5,,160.0,110.0,,,,,162.6,218.7,,,153.0,,156.4,,167.3,,,215.0,229.5,5.1,,291.0,201.0,,,,,,,,,,62.8,-142.0,,-166.5,,-178.0,-228.0,,,,,-175.4,-119.3,,,-185.0,,-181.6,,-170.7,,,-123.0,-108.5,-332.9,,-47.0,-137.0,,,,,,,,,,-275.2,,False,,False,False,,,,,False,True,,,False,,False,,False,,,True,True,False,,True,True,,,,,,,,,,False
51830,56,12.0,,14.9,,19.0,18.0,,,,,36.9,26.1,,,67.0,,25.9,,35.5,,,19.0,19.5,0.0,,31.0,42.0,32.5,,,,,,,,,2.5,-44.0,,-41.1,,-37.0,-38.0,,,,,-19.1,-29.9,,,11.0,,-30.1,,-20.5,,,-37.0,-36.5,-56.0,,-25.0,-14.0,-23.5,,,,,,,,,-53.5,,True,,True,True,,,,,True,True,,,True,,True,,True,,,True,True,False,,True,True,True,,,,,,,,,False
51840,242,244.0,,237.8,,234.0,186.0,,,,,208.9,228.2,,,259.0,,175.8,,164.7,,,276.0,225.8,0.0,,318.0,229.0,288.6,,,,,,,,,317.9,2.0,,-4.2,,-8.0,-56.0,,,,,-33.1,-13.8,,,17.0,,-66.2,,-77.3,,,34.0,-16.2,-242.0,,76.0,-13.0,46.6,,,,,,,,,75.9,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
53001,90,92.0,,96.2,,79.0,50.0,,,,,147.5,68.9,,,129.0,,64.4,,81.3,,,23.0,50.8,0.0,,95.0,96.0,136.6,,,,,,,,,78.7,2.0,,6.2,,-11.0,-40.0,,,,,57.5,-21.1,,,39.0,,-25.6,,-8.7,,,-67.0,-39.2,-90.0,,5.0,6.0,46.6,,,,,,,,,-11.3,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
53003,124,52.0,,49.3,,43.0,33.0,,,,,77.4,65.4,,,1037.0,,47.4,,36.0,,,28.0,36.4,0.0,,74.0,82.0,16.4,,,,,,,,,99.4,-72.0,,-74.7,,-81.0,-91.0,,,,,-46.6,-58.6,,,913.0,,-76.6,,-88.0,,,-96.0,-87.6,-124.0,,-50.0,-42.0,-107.6,,,,,,,,,-24.6,,False,,False,False,,,,,True,True,,,False,,False,,False,,,False,False,False,,True,True,False,,,,,,,,,True
53005,1423,1192.0,,1100.8,,986.0,845.0,,,,,1159.4,968.9,,1048.1,1389.0,,910.9,,949.9,1309.0,,1395.5,721.4,0.1,,1329.0,1234.0,318.6,,,,,997.0,554.0,,,892.8,-231.0,,-322.2,,-437.0,-578.0,,,,,-263.6,-454.1,,-374.9,-34.0,,-512.1,,-473.1,-114.0,,-27.5,-701.6,-1422.9,,-94.0,-189.0,-1104.4,,,,,-426.0,-869.0,,,-530.2,,False,,False,False,,,,,False,False,,False,True,,False,,False,True,,True,False,False,,True,True,False,,,,,False,False,,,False
53007,551,340.0,,389.9,,297.0,240.0,,,,,501.5,437.9,,,332.0,,164.6,,315.5,786.0,,334.5,232.2,0.0,,417.0,339.0,181.4,,,,,235.0,,,,335.9,-211.0,,-161.1,,-254.0,-311.0,,,,,-49.5,-113.1,,,-219.0,,-386.4,,-235.5,235.0,,-216.5,-318.8,-551.0,,-134.0,-212.0,-369.6,,,,,-316.0,,,,-215.1,,True,,False,False,,,,,True,True,,,False,,False,,False,False,,False,False,False,,True,False,False,,,,,False,,,,False
53009,91,112.0,,119.8,,110.0,132.0,,,,,91.4,88.7,,,232.0,,73.4,,201.2,125.0,,154.0,75.9,17.8,,142.0,155.0,38.8,,,,,,,,,55.9,21.0,,28.8,,19.0,41.0,,,,,0.4,-2.3,,,141.0,,-17.6,,110.2,34.0,,63.0,-15.1,-73.2,,51.0,64.0,-52.2,,,,,,,,,-35.1,,False,,True,False,,,,,True,True,,,False,,True,,False,False,,False,True,False,,False,False,False,,,,,,,,,False
53011,2174,1612.0,,1546.9,,1547.0,2510.0,,,,,1409.8,1774.9,,1254.1,1666.0,,876.2,,1530.0,1851.5,,1755.5,1064.5,0.4,,1800.0,1639.0,577.8,,,,,2317.9,779.0,,,1571.5,-562.0,,-627.1,,-627.0,336.0,,,,,-764.2,-399.1,,-919.9,-508.0,,-1297.8,,-644.0,-322.5,,-418.5,-1109.5,-2173.6,,-374.0,-535.0,-1596.2,,,,,143.9,-1395.0,,,-602.5,,False,,False,True,,,,,False,True,,False,True,,False,,False,True,,True,False,False,,True,True,False,,,,,True,False,,,False
53013,14,12.0,,10.6,,7.0,1.0,,,,,10.3,8.5,,,21.0,,8.5,,10.3,,,6.0,6.5,,,16.0,14.0,4.8,,,,,,,,,2.6,-2.0,,-3.4,,-7.0,-13.0,,,,,-3.7,-5.5,,,7.0,,-5.5,,-3.7,,,-8.0,-7.5,,,2.0,0.0,-9.2,,,,,,,,,-11.4,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,,,False,True,False,,,,,,,,,False
53015,510,370.0,,347.8,,357.0,363.0,,,,,303.3,348.5,,,374.0,,291.3,,394.0,420.0,,498.0,273.4,22.1,,498.0,387.0,95.6,,,,,397.4,,,,475.1,-140.0,,-162.2,,-153.0,-147.0,,,,,-206.7,-161.5,,,-136.0,,-218.7,,-116.0,-90.0,,-12.0,-236.6,-487.9,,-12.0,-123.0,-414.4,,,,,-112.6,,,,-34.9,,False,,False,False,,,,,False,False,,,True,,False,,True,True,,True,False,False,,True,True,False,,,,,True,,,,True
53017,297,184.0,,190.9,,134.0,7.0,,,,,251.1,280.7,,,161.0,,68.9,,200.1,275.0,,81.0,120.2,0.0,,229.0,190.0,178.7,,,,,132.1,,,,249.7,-113.0,,-106.1,,-163.0,-290.0,,,,,-45.9,-16.3,,,-136.0,,-228.1,,-96.9,-22.0,,-216.0,-176.8,-297.0,,-68.0,-107.0,-118.3,,,,,-164.9,,,,-47.3,,True,,False,False,,,,,True,True,,,False,,False,,True,True,,False,False,False,,True,True,False,,,,,False,,,,True
53019,19,24.0,,23.1,,12.0,5.0,,,,,22.4,18.6,,,21.0,,7.5,,17.4,,,8.0,11.7,0.0,,29.0,24.0,8.1,,,,,,,,,22.1,5.0,,4.1,,-7.0,-14.0,,,,,3.4,-0.4,,,2.0,,-11.5,,-1.6,,,-11.0,-7.3,-19.0,,10.0,5.0,-10.9,,,,,,,,,3.1,,True,,False,False,,,,,True,True,,,True,,False,,True,,,False,False,False,,False,False,False,,,,,,,,,True
53021,790,740.0,,653.3,,617.0,563.0,,,,,848.2,626.3,,,617.0,,423.6,,486.5,719.5,,643.0,393.2,0.0,,744.0,697.0,452.7,,,,,729.7,,,,581.2,-50.0,,-136.7,,-173.0,-227.0,,,,,58.2,-163.7,,,-173.0,,-366.4,,-303.5,-70.5,,-147.0,-396.8,-790.0,,-46.0,-93.0,-337.3,,,,,-60.3,,,,-208.8,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,True,False,False,,,,,False,,,,False
53023,16,14.0,,17.5,,10.0,6.0,,,,,8.1,15.4,,,114.0,,7.1,,12.3,,,8.0,4.9,,,17.0,11.0,6.5,,,,,,,,,8.6,-2.0,,1.5,,-6.0,-10.0,,,,,-7.9,-0.6,,,98.0,,-8.9,,-3.7,,,-8.0,-11.1,,,1.0,-5.0,-9.5,,,,,,,,,-7.4,,True,,False,False,,,,,False,True,,,False,,False,,False,,,False,False,,,True,False,False,,,,,,,,,False
53025,604,624.0,,588.8,,613.0,671.0,,,,,689.9,481.9,,667.0,539.0,,548.3,,464.7,881.0,,826.0,430.5,41.3,,783.0,631.0,498.5,,,,,631.3,,,,615.8,20.0,,-15.2,,9.0,67.0,,,,,85.9,-122.1,,63.0,-65.0,,-55.7,,-139.3,277.0,,222.0,-173.5,-562.7,,179.0,27.0,-105.5,,,,,27.3,,,,11.8,,True,,True,False,,,,,False,False,,False,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,,,,True
53027,497,730.0,,732.5,,398.0,1222.0,,,,,335.7,452.9,,,293.0,,230.3,,475.1,625.5,,384.0,347.9,52.1,,946.0,621.0,143.8,,,,,,,,,1417.0,233.0,,235.5,,-99.0,725.0,,,,,-161.3,-44.1,,,-204.0,,-266.7,,-21.9,128.5,,-113.0,-149.1,-444.9,,449.0,124.0,-353.2,,,,,,,,,920.0,,False,,True,False,,,,,True,True,,,True,,False,,True,True,,True,True,False,,False,True,False,,,,,,,,,False
53029,142,86.0,,82.5,,75.0,60.0,,,,,95.9,136.9,,87.2,206.0,,54.6,,215.6,124.0,,46.0,65.6,0.0,,119.0,141.0,41.3,,,,,,,,,69.0,-56.0,,-59.5,,-67.0,-82.0,,,,,-46.1,-5.1,,-54.8,64.0,,-87.4,,73.6,-18.0,,-96.0,-76.4,-142.0,,-23.0,-1.0,-100.7,,,,,,,,,-73.0,,False,,False,False,,,,,True,True,,True,False,,False,,False,True,,False,False,False,,True,True,False,,,,,,,,,False
53031,40,20.0,,21.8,,15.0,5.0,,,,,20.9,34.0,,,22.0,,14.1,,34.6,15.0,,6.0,15.6,0.0,,26.0,62.0,9.9,,,,,,,,,16.0,-20.0,,-18.2,,-25.0,-35.0,,,,,-19.1,-6.0,,,-18.0,,-25.9,,-5.4,-25.0,,-34.0,-24.4,-40.0,,-14.0,22.0,-30.1,,,,,,,,,-24.0,,True,,False,False,,,,,True,True,,,True,,False,,True,False,,False,False,False,,True,False,False,,,,,,,,,False
53033,8106,5820.0,,5733.5,8607.1,5783.0,6125.0,,,,,5801.0,6249.3,,4576.7,6157.0,,3815.8,,4988.0,7677.5,,6379.5,3644.9,4.8,,6567.0,5895.0,2667.9,,,,,5212.4,,,,6436.4,-2286.0,,-2372.5,501.1,-2323.0,-1981.0,,,,,-2305.0,-1856.7,,-3529.3,-1949.0,,-4290.2,,-3118.0,-428.5,,-1726.5,-4461.1,-8101.2,,-1539.0,-2211.0,-5438.1,,,,,-2893.6,,,,-1669.6,,False,True,False,True,,,,,False,True,,False,True,,False,,False,True,,True,False,False,,True,True,False,,,,,False,,,,True
53035,626,654.0,,652.6,,620.0,909.0,,,,,467.0,713.2,,685.2,773.0,,362.7,,764.5,667.0,,602.0,480.2,79.3,,813.0,754.0,152.0,,,,,616.4,467.0,,,834.2,28.0,,26.6,,-6.0,283.0,,,,,-159.0,87.2,,59.2,147.0,,-263.3,,138.5,41.0,,-24.0,-145.8,-546.7,,187.0,128.0,-474.0,,,,,-9.6,-159.0,,,208.2,,True,,True,False,,,,,False,False,,False,False,,False,,False,False,,True,False,False,,False,False,False,,,,,True,False,,,False
53037,284,100.0,,62.3,,80.0,60.0,,,,,179.3,127.5,,,153.0,,72.3,,137.3,189.0,,100.0,68.2,0.0,,,94.0,47.4,,,,,,,,,35.4,-184.0,,-221.7,,-204.0,-224.0,,,,,-104.7,-156.5,,,-131.0,,-211.7,,-146.7,-95.0,,-184.0,-215.8,-284.0,,,-190.0,-236.6,,,,,,,,,-248.6,,False,,False,False,,,,,True,True,,,True,,False,,True,True,,False,False,False,,,False,False,,,,,,,,,False
53039,106,36.0,,35.0,,39.0,29.0,,,,,63.3,91.1,,,105.0,,56.9,,85.6,,,67.0,32.0,5.9,,,64.0,55.8,,,,,,,,,33.7,-70.0,,-71.0,,-67.0,-77.0,,,,,-42.7,-14.9,,,-1.0,,-49.1,,-20.4,,,-39.0,-74.0,-100.1,,,-42.0,-50.2,,,,,,,,,-72.3,,False,,True,False,,,,,True,True,,,True,,True,,True,,,True,False,False,,,True,True,,,,,,,,,False
53041,463,452.0,,481.1,,329.0,448.0,,,,,352.0,321.5,,,257.0,,274.0,,365.8,502.5,,356.0,268.9,80.1,,522.0,408.0,71.0,,,,,381.6,,,,391.4,-11.0,,18.1,,-134.0,-15.0,,,,,-111.0,-141.5,,,-206.0,,-189.0,,-97.2,39.5,,-107.0,-194.1,-382.9,,59.0,-55.0,-392.0,,,,,-81.4,,,,-71.6,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,,,,False
53043,43,30.0,,30.3,,12.0,4.0,,,,,22.2,38.3,,,25.0,,6.2,,16.1,,,0.0,17.8,0.0,,31.0,31.0,8.1,,,,,,,,,12.2,-13.0,,-12.7,,-31.0,-39.0,,,,,-20.8,-4.7,,,-18.0,,-36.8,,-26.9,,,-43.0,-25.2,-43.0,,-12.0,-12.0,-34.9,,,,,,,,,-30.8,,True,,False,False,,,,,False,True,,,False,,False,,False,,,False,False,False,,True,True,False,,,,,,,,,False
53045,439,156.0,,154.0,,111.0,62.0,,,,,190.4,186.1,,,182.0,,74.7,,176.6,235.5,,130.0,93.6,0.0,,226.0,194.0,58.5,,,,,,,,,30.9,-283.0,,-285.0,,-328.0,-377.0,,,,,-248.6,-252.9,,,-257.0,,-364.3,,-262.4,-203.5,,-309.0,-345.4,-439.0,,-213.0,-245.0,-380.5,,,,,,,,,-408.1,,False,,False,False,,,,,True,True,,,True,,False,,True,True,,False,False,False,,True,True,False,,,,,,,,,False
53047,179,224.0,,252.5,,171.0,330.0,,,,,187.2,192.6,,,117.0,,166.8,,156.3,194.5,,119.0,144.8,0.0,,289.0,224.0,291.6,,,,,,,,,96.5,45.0,,73.5,,-8.0,151.0,,,,,8.2,13.6,,,-62.0,,-12.2,,-22.7,15.5,,-60.0,-34.2,-179.0,,110.0,45.0,112.6,,,,,,,,,-82.5,,False,,True,False,,,,,True,True,,,False,,True,,True,True,,False,True,False,,False,False,False,,,,,,,,,False
53049,49,54.0,,38.1,,46.0,36.0,,,,,84.1,92.7,,,57.0,,108.2,,69.0,,,14.0,39.7,0.0,,123.0,116.0,28.5,,,,,,,,,47.4,5.0,,-10.9,,-3.0,-13.0,,,,,35.1,43.7,,,8.0,,59.2,,20.0,,,-35.0,-9.3,-49.0,,74.0,67.0,-20.5,,,,,,,,,-1.6,,False,,True,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,True
53051,82,50.0,,53.9,,41.0,36.0,,,,,58.1,56.6,,,80.0,,32.2,,45.1,,,58.0,31.3,0.0,,71.0,50.0,8.9,,,,,,,,,29.6,-32.0,,-28.1,,-41.0,-46.0,,,,,-23.9,-25.4,,,-2.0,,-49.8,,-36.9,,,-24.0,-50.7,-82.0,,-11.0,-32.0,-73.1,,,,,,,,,-52.4,,True,,False,False,,,,,True,True,,,True,,False,,False,,,True,False,False,,True,False,False,,,,,,,,,False
