,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48133,19,18.0,,0.0,,,,33.0,5.8,3.9,,,32.0,,,,,,,184.3,-1.0,,-19.0,,,,14.0,-13.2,-15.1,,,13.0,,,,,,,165.3,,False,,,,False,False,False,,,False,,,,,,,False
48135,1584,1034.0,640.9,2422.0,,,,3023.0,563.9,596.2,653.8,657.0,1704.0,,,1016.8,1576.0,,,2059.3,-550.0,-943.1,838.0,,,,1439.0,-1020.1,-987.8,-930.2,-927.0,120.0,,,-567.2,-8.0,,,475.3,False,False,,,,False,False,False,False,False,True,,,False,True,,,True
48137,18,4.0,,0.0,,,,5.0,14.8,,,,,,,,,,,61.5,-14.0,,-18.0,,,,-13.0,-3.2,,,,,,,,,,,43.5,,False,,,,True,True,,,,,,,,,,,False
48139,758,928.0,623.2,1116.0,,,,1156.0,300.2,565.3,727.1,894.9,1496.0,,,843.0,1090.0,,,1812.4,170.0,-134.8,358.0,,,,398.0,-457.8,-192.7,-30.9,136.9,738.0,,,85.0,332.0,,,1054.4,True,False,,,,False,False,False,True,True,False,,,True,False,,,False
48141,3872,4292.0,4101.0,6408.0,,,,6277.0,1935.3,4405.2,5986.0,3582.8,6646.0,,,6075.6,6077.0,,,6352.7,420.0,229.0,2536.0,,,,2405.0,-1936.7,533.2,2114.0,-289.2,2774.0,,,2203.6,2205.0,,,2480.7,True,False,,,,False,False,False,False,True,False,,,False,False,,,False
48143,99,130.0,,282.0,,,,408.0,72.1,30.9,,133.5,220.0,,,,,,,107.8,31.0,,183.0,,,,309.0,-26.9,-68.1,,34.5,121.0,,,,,,,8.8,,False,,,,False,True,False,,False,False,,,,,,,True
48145,47,44.0,,19.0,,,,96.0,24.3,23.9,,,67.0,,,,,,,265.4,-3.0,,-28.0,,,,49.0,-22.7,-23.1,,,20.0,,,,,,,218.4,,False,,,,False,False,False,,,False,,,,,,,False
48147,49,50.0,,88.0,,,,104.0,86.0,12.9,,68.3,94.0,,,,,,,42.6,1.0,,39.0,,,,55.0,37.0,-36.1,,19.3,45.0,,,,,,,-6.4,,False,,,,False,False,False,,False,False,,,,,,,False
48149,183,94.0,,159.0,,,,173.0,69.5,44.4,,51.2,159.0,,,,,,,401.5,-89.0,,-24.0,,,,-10.0,-113.5,-138.6,,-131.8,-24.0,,,,,,,218.5,,True,,,,True,False,False,,False,True,,,,,,,False
48151,10,6.0,,0.0,,,,2.0,9.8,2.1,,,,,,,,,,4.5,-4.0,,-10.0,,,,-8.0,-0.2,-7.9,,,,,,,,,,-5.5,,False,,,,False,True,False,,,,,,,,,,False
48153,14,32.0,,0.0,,,,28.0,20.3,18.8,,,52.0,,,,,,,14.5,18.0,,-14.0,,,,14.0,6.3,4.8,,,38.0,,,,,,,0.5,,True,,,,True,True,True,,,False,,,,,,,True
48155,2,2.0,,0.0,,,,0.0,1.9,,,,,,,,,,,0.0,0.0,,-2.0,,,,-2.0,-0.1,,,,,,,,,,,-2.0,,False,,,,False,False,,,,,,,,,,,False
48157,1913,994.0,1272.7,1962.0,,,,3946.0,835.7,998.5,1711.2,991.1,2705.0,,,1832.1,1367.0,,,1128.5,-919.0,-640.3,49.0,,,,2033.0,-1077.3,-914.5,-201.8,-921.9,792.0,,,-80.9,-546.0,,,-784.5,True,True,,,,False,False,True,True,False,True,,,True,True,,,True
48159,24,10.0,,0.0,,,,57.0,25.3,28.0,,,,,,,,,,2.9,-14.0,,-24.0,,,,33.0,1.3,4.0,,,,,,,,,,-21.1,,False,,,,False,True,True,,,,,,,,,,False
48161,55,80.0,,0.0,,,,126.0,27.5,37.9,,,116.0,,,,,,,275.9,25.0,,-55.0,,,,71.0,-27.5,-17.1,,,61.0,,,,,,,220.9,,False,,,,False,False,True,,,False,,,,,,,False
48163,89,210.0,,0.0,,,,370.0,100.9,256.2,,49.8,337.0,,,,,,,507.1,121.0,,-89.0,,,,281.0,11.9,167.2,,-39.2,248.0,,,,,,,418.1,,True,,,,False,True,False,,True,False,,,,,,,False
48165,43,30.0,,0.0,,,,82.0,16.2,17.4,,,51.0,,,,,,,83.9,-13.0,,-43.0,,,,39.0,-26.8,-25.6,,,8.0,,,,,,,40.9,,False,,,,False,False,False,,,True,,,,,,,False
48167,2416,3280.0,2644.8,5942.0,,,,5538.0,730.8,3767.4,3770.3,2391.8,5559.0,,,4547.4,5132.0,,,3763.2,864.0,228.8,3526.0,,,,3122.0,-1685.2,1351.4,1354.3,-24.2,3143.0,,,2131.4,2716.0,,,1347.2,True,False,,,,False,False,False,False,True,False,,,False,False,,,False
48169,73,18.0,,0.0,,,,16.0,7.1,5.9,,,30.0,,,,,,,74.7,-55.0,,-73.0,,,,-57.0,-65.9,-67.1,,,-43.0,,,,,,,1.7,,False,,,,False,False,False,,,True,,,,,,,True
48171,91,40.0,,0.0,,,,60.0,38.6,30.9,,,65.0,,,,,,,110.5,-51.0,,-91.0,,,,-31.0,-52.4,-60.1,,,-26.0,,,,,,,19.5,,False,,,,True,False,False,,,True,,,,,,,True
48173,0,2.0,,0.0,,,,2.0,3.2,0.8,,,,,,,,,,17.9,2.0,,0.0,,,,2.0,3.2,0.8,,,,,,,,,,17.9,,True,,,,False,False,True,,,,,,,,,,False
48175,40,30.0,,0.0,,,,30.0,6.4,11.2,,,63.0,,,,,,,183.9,-10.0,,-40.0,,,,-10.0,-33.6,-28.8,,,23.0,,,,,,,143.9,,False,,,,False,False,False,,,False,,,,,,,False
48177,246,34.0,,0.0,,,,272.0,68.7,26.3,,64.0,,,,,,,,11.1,-212.0,,-246.0,,,,26.0,-177.3,-219.7,,-182.0,,,,,,,,-234.9,,False,,,,True,True,False,,True,,,,,,,,False
48179,17,24.0,,12.0,,,,160.0,21.6,5.5,,7.9,,,,,,,,102.7,7.0,,-5.0,,,,143.0,4.6,-11.5,,-9.1,,,,,,,,85.7,,True,,,,False,True,False,,False,,,,,,,,False
48181,187,202.0,279.1,374.0,,,,712.0,391.4,154.1,195.0,169.5,442.0,,,,218.0,,,515.1,15.0,92.1,187.0,,,,525.0,204.4,-32.9,8.0,-17.5,255.0,,,,31.0,,,328.1,False,False,,,,False,False,False,True,False,False,,,,False,,,False
48183,433,726.0,214.0,2263.0,,,,2122.0,233.8,856.6,466.7,376.4,1168.0,,,525.2,,,,3551.8,293.0,-219.0,1830.0,,,,1689.0,-199.2,423.6,33.7,-56.6,735.0,,,92.2,,,,3118.8,True,False,,,,False,True,False,True,True,False,,,True,,,,False
48185,159,170.0,,238.0,,,,266.0,101.2,50.5,,109.9,386.0,,,,,,,112.0,11.0,,79.0,,,,107.0,-57.8,-108.5,,-49.1,227.0,,,,,,,-47.0,,False,,,,False,False,False,,False,False,,,,,,,False
48187,505,330.0,600.4,598.0,,,,1130.0,224.9,284.5,447.7,491.3,676.0,,,,434.0,,,404.2,-175.0,95.4,93.0,,,,625.0,-280.1,-220.5,-57.3,-13.7,171.0,,,,-71.0,,,-100.8,True,True,,,,False,False,False,True,True,True,,,,True,,,True
48189,298,526.0,,986.0,,,,403.0,141.4,532.3,,173.1,843.0,,,,,,,340.9,228.0,,688.0,,,,105.0,-156.6,234.3,,-124.9,545.0,,,,,,,42.9,,False,,,,True,True,False,,True,False,,,,,,,True
48191,4,0.0,,0.0,,,,1.0,2.0,0.1,,,,,,,,,,0.0,-4.0,,-4.0,,,,-3.0,-2.0,-3.9,,,,,,,,,,-4.0,,False,,,,True,True,True,,,,,,,,,,False
48193,21,20.0,,0.0,,,,19.0,10.7,10.6,,,28.0,,,,,,,159.9,-1.0,,-21.0,,,,-2.0,-10.3,-10.4,,,7.0,,,,,,,138.9,,False,,,,False,False,False,,,False,,,,,,,False
48195,12,8.0,,0.0,,,,10.0,11.4,7.8,,,,,,,,,,75.6,-4.0,,-12.0,,,,-2.0,-0.6,-4.2,,,,,,,,,,63.6,,False,,,,True,True,False,,,,,,,,,,False
48197,6,0.0,,0.0,,,,2.0,3.8,0.4,,,,,,,,,,0.0,-6.0,,-6.0,,,,-4.0,-2.2,-5.6,,,,,,,,,,-6.0,,False,,,,True,True,True,,,,,,,,,,True
48199,278,288.0,36.5,842.0,,,,374.0,41.6,413.9,336.3,119.2,461.0,,,,,,,1204.3,10.0,-241.5,564.0,,,,96.0,-236.4,135.9,58.3,-158.8,183.0,,,,,,,926.3,False,False,,,,False,False,False,False,False,False,,,,,,,False
48201,20169,16052.0,17129.0,43990.0,,,,17085.0,16225.0,13321.2,20921.2,11207.8,28264.0,,,20540.2,20532.0,,,15761.8,-4117.0,-3040.0,23821.0,,,,-3084.0,-3944.0,-6847.8,752.2,-8961.2,8095.0,,,371.2,363.0,,,-4407.2,True,False,,,,True,True,False,True,False,False,,,True,True,,,False
48203,161,138.0,32.7,217.0,,,,394.0,82.6,34.8,173.9,68.5,237.0,,,169.9,,,,28.9,-23.0,-128.3,56.0,,,,233.0,-78.4,-126.2,12.9,-92.5,76.0,,,8.9,,,,-132.1,False,False,,,,False,False,False,True,False,False,,,True,,,,False
48205,28,38.0,,0.0,,,,15.0,13.4,22.0,,,63.0,,,,,,,121.0,10.0,,-28.0,,,,-13.0,-14.6,-6.0,,,35.0,,,,,,,93.0,,False,,,,False,False,True,,,False,,,,,,,False
48207,32,2.0,,0.0,,,,4.0,2.8,0.5,,,,,,,,,,0.1,-30.0,,-32.0,,,,-28.0,-29.2,-31.5,,,,,,,,,,-31.9,,False,,,,True,True,False,,,,,,,,,,False
48209,599,934.0,1858.9,726.0,,,,2073.0,499.4,582.7,728.7,885.2,2071.0,,,1231.6,713.0,,,642.8,335.0,1259.9,127.0,,,,1474.0,-99.6,-16.3,129.7,286.2,1472.0,,,632.6,114.0,,,43.8,False,True,,,,False,True,True,True,True,False,,,False,True,,,True
48211,14,10.0,,0.0,,,,9.0,13.9,6.1,,,14.0,,,,,,,17.6,-4.0,,-14.0,,,,-5.0,-0.1,-7.9,,,0.0,,,,,,,3.6,,False,,,,False,True,False,,,True,,,,,,,True
48213,244,194.0,63.6,463.0,,,,331.0,117.8,143.7,171.2,151.5,282.0,,,,,,,474.5,-50.0,-180.4,219.0,,,,87.0,-126.2,-100.3,-72.8,-92.5,38.0,,,,,,,230.5,False,False,,,,False,False,False,False,False,True,,,,,,,False
48215,7819,5072.0,3674.5,4372.0,,,,7158.0,4294.1,5566.5,4029.7,4516.0,6929.0,,,6219.9,14210.0,,,7618.1,-2747.0,-4144.5,-3447.0,,,,-661.0,-3524.9,-2252.5,-3789.3,-3303.0,-890.0,,,-1599.1,6391.0,,,-200.9,False,False,,,,True,False,True,False,False,True,,,True,False,,,True
48217,121,134.0,,244.0,,,,159.0,82.8,115.3,,61.3,204.0,,,,,,,567.9,13.0,,123.0,,,,38.0,-38.2,-5.7,,-59.7,83.0,,,,,,,446.9,,False,,,,False,False,True,,False,False,,,,,,,False
48219,52,80.0,,94.0,,,,121.0,22.1,34.0,,30.1,127.0,,,,,,,66.9,28.0,,42.0,,,,69.0,-29.9,-18.0,,-21.9,75.0,,,,,,,14.9,,False,,,,False,False,True,,True,False,,,,,,,True
48221,123,130.0,4.7,452.0,,,,226.0,49.7,111.1,136.8,110.5,209.0,,,,,,,164.8,7.0,-118.3,329.0,,,,103.0,-73.3,-11.9,13.8,-12.5,86.0,,,,,,,41.8,False,False,,,,False,False,False,False,False,False,,,,,,,False
48223,70,18.0,,28.0,,,,117.0,38.6,40.0,,,47.0,,,,,,,7.5,-52.0,,-42.0,,,,47.0,-31.4,-30.0,,,-23.0,,,,,,,-62.5,,True,,,,True,True,True,,,True,,,,,,,False
48225,60,10.0,,2.0,,,,106.0,22.4,6.4,,6.9,,,,,,,,13.1,-50.0,,-58.0,,,,46.0,-37.6,-53.6,,-53.1,,,,,,,,-46.9,,False,,,,True,True,False,,False,,,,,,,,True
48227,59,48.0,,0.0,,,,268.0,49.0,36.9,,,77.0,,,,,,,110.3,-11.0,,-59.0,,,,209.0,-10.0,-22.1,,,18.0,,,,,,,51.3,,False,,,,False,True,False,,,False,,,,,,,False
48229,2,2.0,,0.0,,,,2.0,3.7,4.8,,,,,,,,,,11.8,0.0,,-2.0,,,,0.0,1.7,2.8,,,,,,,,,,9.8,,False,,,,True,False,False,,,,,,,,,,False
48231,240,328.0,377.6,440.0,,,,761.0,194.6,127.4,350.6,369.9,583.0,,,,,,,341.6,88.0,137.6,200.0,,,,521.0,-45.4,-112.6,110.6,129.9,343.0,,,,,,,101.6,False,False,,,,False,True,False,False,False,False,,,,,,,False
48233,32,6.0,,0.0,,,,49.0,28.0,25.8,,,,,,,,,,4.5,-26.0,,-32.0,,,,17.0,-4.0,-6.2,,,,,,,,,,-27.5,,False,,,,True,True,True,,,,,,,,,,False
48235,4,2.0,,0.0,,,,10.0,7.9,0.2,,,,,,,,,,16.0,-2.0,,-4.0,,,,6.0,3.9,-3.8,,,,,,,,,,12.0,,False,,,,False,False,False,,,,,,,,,,False
48237,12,0.0,,0.0,,,,9.0,2.9,2.1,,,5.0,,,,,,,0.0,-12.0,,-12.0,,,,-3.0,-9.1,-9.9,,,-7.0,,,,,,,-12.0,,False,,,,True,True,True,,,True,,,,,,,True
48239,140,72.0,,37.0,,,,129.0,27.0,48.2,,,118.0,,,,,,,162.6,-68.0,,-103.0,,,,-11.0,-113.0,-91.8,,,-22.0,,,,,,,22.6,,False,,,,True,False,False,,,True,,,,,,,True
48241,184,20.0,,24.0,,,,106.0,30.2,22.8,,,42.0,,,,,,,6.9,-164.0,,-160.0,,,,-78.0,-153.8,-161.2,,,-142.0,,,,,,,-177.1,,True,,,,True,True,True,,,True,,,,,,,False
48243,3,2.0,,0.0,,,,2.0,8.8,,,,,,,,,,,1.2,-1.0,,-3.0,,,,-1.0,5.8,,,,,,,,,,,-1.8,,False,,,,False,False,,,,,,,,,,,False
48245,1348,1610.0,1325.9,5029.0,,,,2827.0,895.0,1244.6,1438.3,1257.6,2796.0,,,1225.8,2978.0,,,1410.1,262.0,-22.1,3681.0,,,,1479.0,-453.0,-103.4,90.3,-90.4,1448.0,,,-122.2,1630.0,,,62.1,True,False,,,,False,False,True,True,True,False,,,True,False,,,True
48247,14,26.0,,0.0,,,,41.0,13.2,12.1,,,29.0,,,,,,,49.0,12.0,,-14.0,,,,27.0,-0.8,-1.9,,,15.0,,,,,,,35.0,,False,,,,False,True,True,,,False,,,,,,,False
48249,246,152.0,,226.0,,,,713.0,112.5,113.5,,91.2,202.0,,,,,,,112.6,-94.0,,-20.0,,,,467.0,-133.5,-132.5,,-154.8,-44.0,,,,,,,-133.4,,True,,,,False,False,False,,False,True,,,,,,,False
48251,460,470.0,322.6,827.0,,,,873.0,191.7,94.9,273.7,573.1,759.0,,,,849.0,,,1599.8,10.0,-137.4,367.0,,,,413.0,-268.3,-365.1,-186.3,113.1,299.0,,,,389.0,,,1139.8,False,False,,,,False,False,False,False,False,False,,,,False,,,False
48253,56,0.0,,0.0,,,,352.0,1.7,90.2,,1.5,,,,,,,,0.0,-56.0,,-56.0,,,,296.0,-54.3,34.2,,-54.5,,,,,,,,-56.0,,False,,,,False,True,True,,True,,,,,,,,False
48255,126,54.0,,0.0,,,,142.0,21.5,42.2,,,89.0,,,,,,,73.9,-72.0,,-126.0,,,,16.0,-104.5,-83.8,,,-37.0,,,,,,,-52.1,,False,,,,True,False,False,,,True,,,,,,,True
48257,469,426.0,358.8,498.0,,,,876.0,232.0,238.9,359.8,515.9,746.0,,,,459.0,,,483.6,-43.0,-110.2,29.0,,,,407.0,-237.0,-230.1,-109.2,46.9,277.0,,,,-10.0,,,14.6,False,True,,,,False,False,False,False,False,False,,,,True,,,True
48259,36,22.0,,66.0,,,,128.0,50.9,7.2,,79.3,,,,,,,,7.6,-14.0,,30.0,,,,92.0,14.9,-28.8,,43.3,,,,,,,,-28.4,,False,,,,False,False,False,,False,,,,,,,,False
48261,3,0.0,,0.0,,,,0.0,1.1,,,,,,,,,,,0.0,-3.0,,-3.0,,,,-3.0,-1.9,,,,,,,,,,,-3.0,,False,,,,False,True,,,,,,,,,,,False
48263,2,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,-2.0,,-2.0,,,,-2.0,-2.0,,,,,,,,,,,,,False,,,,False,False,,,,,,,,,,,
48265,181,64.0,0.8,198.0,,,,151.0,84.1,243.7,233.5,72.1,,,,,,,,172.9,-117.0,-180.2,17.0,,,,-30.0,-96.9,62.7,52.5,-108.9,,,,,,,,-8.1,False,True,,,,True,True,True,True,True,,,,,,,,True
48267,4,6.0,,0.0,,,,11.0,24.9,1.5,,,,,,,,,,0.0,2.0,,-4.0,,,,7.0,20.9,-2.5,,,,,,,,,,-4.0,,False,,,,False,False,False,,,,,,,,,,False
48269,0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,
48271,11,2.0,,0.0,,,,2.0,4.1,0.2,,,,,,,,,,25.8,-9.0,,-11.0,,,,-9.0,-6.9,-10.8,,,,,,,,,,14.8,,False,,,,False,True,False,,,,,,,,,,False
48273,141,144.0,,59.0,,,,398.0,96.2,301.1,,31.8,219.0,,,,,,,300.0,3.0,,-82.0,,,,257.0,-44.8,160.1,,-109.2,78.0,,,,,,,159.0,,False,,,,False,False,False,,False,False,,,,,,,False
48275,38,6.0,,0.0,,,,2.0,10.6,0.7,,,,,,,,,,14.2,-32.0,,-38.0,,,,-36.0,-27.4,-37.3,,,,,,,,,,-23.8,,False,,,,False,True,False,,,,,,,,,,True
48277,145,152.0,,277.0,,,,454.0,139.0,113.5,,128.3,252.0,,,,,,,407.0,7.0,,132.0,,,,309.0,-6.0,-31.5,,-16.7,107.0,,,,,,,262.0,,False,,,,False,True,False,,False,False,,,,,,,False
48279,100,50.0,,0.0,,,,62.0,33.9,37.5,,,78.0,,,,,,,157.6,-50.0,,-100.0,,,,-38.0,-66.1,-62.5,,,-22.0,,,,,,,57.6,,False,,,,True,False,False,,,True,,,,,,,False
48281,29,38.0,,0.0,,,,75.0,10.0,13.1,,,67.0,,,,,,,536.0,9.0,,-29.0,,,,46.0,-19.0,-15.9,,,38.0,,,,,,,507.0,,False,,,,False,False,False,,,False,,,,,,,False
48283,275,110.0,,0.0,,,,48.0,20.5,34.0,,,193.0,,,,,,,259.9,-165.0,,-275.0,,,,-227.0,-254.5,-241.0,,,-82.0,,,,,,,-15.1,,False,,,,False,False,False,,,True,,,,,,,True
48285,307,108.0,,0.0,,,,221.0,51.5,383.8,,69.5,,,,,,,,151.0,-199.0,,-307.0,,,,-86.0,-255.5,76.8,,-237.5,,,,,,,,-156.0,,False,,,,True,False,True,,False,,,,,,,,True
48287,52,40.0,,0.0,,,,111.0,49.6,54.0,,,52.0,,,,,,,8.2,-12.0,,-52.0,,,,59.0,-2.4,2.0,,,0.0,,,,,,,-43.8,,False,,,,False,True,True,,,True,,,,,,,False
48289,33,118.0,,0.0,,,,73.0,31.3,56.1,,,206.0,,,,,,,352.5,85.0,,-33.0,,,,40.0,-1.7,23.1,,,173.0,,,,,,,319.5,,True,,,,True,True,True,,,False,,,,,,,False
48291,225,236.0,199.2,363.0,,,,424.0,140.1,254.7,276.0,213.5,377.0,,,,,,,242.7,11.0,-25.8,138.0,,,,199.0,-84.9,29.7,51.0,-11.5,152.0,,,,,,,17.7,False,False,,,,False,False,False,False,False,False,,,,,,,False
48293,43,82.0,,39.0,,,,135.0,33.4,109.0,,43.1,131.0,,,,,,,456.2,39.0,,-4.0,,,,92.0,-9.6,66.0,,0.1,88.0,,,,,,,413.2,,True,,,,False,True,False,,True,False,,,,,,,False
48295,4,0.0,,0.0,,,,2.0,2.3,2.0,,,4.0,,,,,,,0.0,-4.0,,-4.0,,,,-2.0,-1.7,-2.0,,,0.0,,,,,,,-4.0,,False,,,,True,True,True,,,True,,,,,,,True
48297,50,68.0,,0.0,,,,54.0,6.6,32.1,,,79.0,,,,,,,42.6,18.0,,-50.0,,,,4.0,-43.4,-17.9,,,29.0,,,,,,,-7.4,,False,,,,True,False,True,,,False,,,,,,,True
48299,47,46.0,,7.0,,,,51.0,8.9,18.7,,,99.0,,,,,,,453.8,-1.0,,-40.0,,,,4.0,-38.1,-28.3,,,52.0,,,,,,,406.8,,False,,,,False,False,False,,,False,,,,,,,False
48301,0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,
48303,1438,1808.0,1953.5,3115.0,,,,2737.0,375.0,2095.8,2225.4,1458.1,3154.0,,,2759.8,2794.0,,,2315.2,370.0,515.5,1677.0,,,,1299.0,-1063.0,657.8,787.4,20.1,1716.0,,,1321.8,1356.0,,,877.2,False,False,,,,False,False,False,False,True,False,,,False,False,,,False
48305,6,28.0,,0.0,,,,29.0,16.1,23.8,,,45.0,,,,,,,93.6,22.0,,-6.0,,,,23.0,10.1,17.8,,,39.0,,,,,,,87.6,,True,,,,False,True,True,,,False,,,,,,,False
48307,12,6.0,,0.0,,,,39.0,8.3,7.4,,,,,,,,,,3.4,-6.0,,-12.0,,,,27.0,-3.7,-4.6,,,,,,,,,,-8.6,,False,,,,False,True,True,,,,,,,,,,False
48309,1443,1758.0,1197.6,1248.0,,,,1969.0,649.8,2155.8,1631.2,1177.3,2533.0,,,2053.2,3094.0,,,2477.8,315.0,-245.4,-195.0,,,,526.0,-793.2,712.8,188.2,-265.7,1090.0,,,610.2,1651.0,,,1034.8,True,True,,,,False,False,False,True,True,False,,,False,False,,,False
48311,6,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,-6.0,,-6.0,,,,-6.0,-6.0,,,,,,,,,,,,,False,,,,False,False,,,,,,,,,,,
48313,133,124.0,,79.0,,,,105.0,33.5,157.5,,21.3,262.0,,,,,,,497.3,-9.0,,-54.0,,,,-28.0,-99.5,24.5,,-111.7,129.0,,,,,,,364.3,,False,,,,False,False,False,,False,False,,,,,,,False
48315,79,18.0,,0.0,,,,12.0,8.5,14.3,,,31.0,,,,,,,24.9,-61.0,,-79.0,,,,-67.0,-70.5,-64.7,,,-48.0,,,,,,,-54.1,,False,,,,False,False,False,,,True,,,,,,,True
48317,17,14.0,,0.0,,,,39.0,9.7,8.6,,,26.0,,,,,,,41.9,-3.0,,-17.0,,,,22.0,-7.3,-8.4,,,9.0,,,,,,,24.9,,False,,,,False,False,False,,,False,,,,,,,False
48319,3,2.0,,0.0,,,,15.0,1.0,6.8,,,,,,,,,,0.1,-1.0,,-3.0,,,,12.0,-2.0,3.8,,,,,,,,,,-2.9,,False,,,,False,False,False,,,,,,,,,,False
48321,218,170.0,,462.0,,,,374.0,49.0,194.7,,108.4,290.0,,,,,,,219.9,-48.0,,244.0,,,,156.0,-169.0,-23.3,,-109.6,72.0,,,,,,,1.9,,False,,,,False,False,True,,False,False,,,,,,,True
48323,664,514.0,346.6,1189.0,,,,1004.0,317.2,454.2,396.1,334.6,823.0,,,,,,,942.1,-150.0,-317.4,525.0,,,,340.0,-346.8,-209.8,-267.9,-329.4,159.0,,,,,,,278.1,False,False,,,,False,False,False,False,False,False,,,,,,,False
48325,203,96.0,180.4,131.0,,,,319.0,76.2,7.1,58.2,63.8,207.0,,,,,,,34.0,-107.0,-22.6,-72.0,,,,116.0,-126.8,-195.9,-144.8,-139.2,4.0,,,,,,,-169.0,True,True,,,,False,False,False,False,False,True,,,,,,,False
48327,2,12.0,,0.0,,,,11.0,17.5,,,,,,,,,,,4.9,10.0,,-2.0,,,,9.0,15.5,,,,,,,,,,,2.9,,True,,,,True,False,,,,,,,,,,,True
48329,701,664.0,567.8,987.0,,,,3799.0,430.9,409.4,485.9,604.0,1070.0,,,721.0,600.0,,,812.5,-37.0,-133.2,286.0,,,,3098.0,-270.1,-291.6,-215.1,-97.0,369.0,,,20.0,-101.0,,,111.5,False,False,,,,False,False,False,False,False,False,,,True,False,,,False
48331,124,114.0,,204.0,,,,140.0,47.6,96.0,,73.6,183.0,,,,,,,345.3,-10.0,,80.0,,,,16.0,-76.4,-28.0,,-50.4,59.0,,,,,,,221.3,,False,,,,False,False,False,,False,False,,,,,,,False
48333,6,12.0,,0.0,,,,3.0,13.2,0.8,,,19.0,,,,,,,160.1,6.0,,-6.0,,,,-3.0,7.2,-5.2,,,13.0,,,,,,,154.1,,False,,,,True,False,True,,,False,,,,,,,False
48335,16,30.0,,0.0,,,,29.0,22.6,8.8,,,47.0,,,,,,,101.6,14.0,,-16.0,,,,13.0,6.6,-7.2,,,31.0,,,,,,,85.6,,False,,,,True,True,True,,,False,,,,,,,False
48337,19,10.0,,0.0,,,,69.0,8.5,7.3,,,,,,,,,,38.9,-9.0,,-19.0,,,,50.0,-10.5,-11.7,,,,,,,,,,19.9,,False,,,,False,False,False,,,,,,,,,,False
48339,2590,1308.0,930.4,1052.0,,,,1942.0,919.8,1023.1,1038.5,1258.2,1901.0,,,1589.6,1025.0,,,1607.7,-1282.0,-1659.6,-1538.0,,,,-648.0,-1670.2,-1566.9,-1551.5,-1331.8,-689.0,,,-1000.4,-1565.0,,,-982.3,False,False,,,,True,False,False,False,False,True,,,True,False,,,True
48341,62,38.0,,2.0,,,,158.0,22.5,6.0,,8.3,,,,,,,,58.2,-24.0,,-60.0,,,,96.0,-39.5,-56.0,,-53.7,,,,,,,,-3.8,,False,,,,False,False,False,,False,,,,,,,,True
48343,29,12.0,,5.0,,,,37.0,21.7,17.8,,,28.0,,,,,,,0.1,-17.0,,-24.0,,,,8.0,-7.3,-11.2,,,-1.0,,,,,,,-28.9,,False,,,,True,True,True,,,True,,,,,,,False
48345,2,2.0,,0.0,,,,0.0,2.0,0.1,,,,,,,,,,27.3,0.0,,-2.0,,,,-2.0,0.0,-1.9,,,,,,,,,,25.3,,False,,,,False,False,False,,,,,,,,,,False
48347,312,238.0,75.5,637.0,,,,703.0,166.9,312.6,375.8,94.6,431.0,,,264.0,,,,593.1,-74.0,-236.5,325.0,,,,391.0,-145.1,0.6,63.8,-217.4,119.0,,,-48.0,,,,281.1,False,False,,,,False,False,True,True,False,False,,,True,,,,False
