,actual_deaths,Baseline,AIpert-pwllnod,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Caltech-CS156,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IHME-CurveFit,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_CritData-GBCF,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSB-ACTS,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,epiforecasts-ensemble1,error-Baseline,error-AIpert-pwllnod,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Caltech-CS156,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_CritData-GBCF,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSB-ACTS,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-epiforecasts-ensemble1,beat_baseline-AIpert-pwllnod,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Caltech-CS156,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_CritData-GBCF,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSB-ACTS,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-epiforecasts-ensemble1
Maryland,6837,6730.3,6238.1,7105.7,6798.7,6967.0,6752.9,6863.0,6383.0,6837.9,6726.0,7087.9,6518.0,7099.0,7100.8,6896.7,,7445.4,7054.0,7087.7,6155.2,6941.0,6894.4,6908.4,6877.0,6662.6,6873.0,7000.7,6975.2,6985.9,6679.0,,6493.2,6628.7,6626.0,6696.2,6531.0,6386.6,,6912.2,6840.2,6542.0,6864.6,6862.0,6745.5,-106.7,-598.9,268.7,-38.3,130.0,-84.1,26.0,-454.0,0.9,-111.0,250.9,-319.0,262.0,263.8,59.7,,608.4,217.0,250.7,-681.8,104.0,57.4,71.4,40.0,-174.4,36.0,163.7,138.2,148.9,-158.0,,-343.8,-208.3,-211.0,-140.8,-306.0,-450.4,,75.2,3.2,-295.0,27.6,25.0,-91.5,False,False,True,False,True,True,False,True,False,False,False,False,False,True,,False,False,False,False,True,True,True,True,False,True,False,False,False,False,,False,False,False,False,False,False,,True,True,False,True,True,True
Massachusetts,14064,13625.9,13492.0,13926.0,13440.0,13742.0,13421.9,13654.0,12975.0,13755.6,13732.0,14389.4,13765.0,13643.4,13470.9,13710.7,,14424.9,14054.0,14072.4,13269.4,13754.0,14278.5,14946.4,13244.0,13568.3,13586.0,14372.3,14051.0,13311.2,12974.0,,12911.7,13407.2,13518.0,16038.2,13470.0,13045.5,,13654.5,14242.5,13685.0,13296.5,13664.0,14083.4,-438.1,-572.0,-138.0,-624.0,-322.0,-642.1,-410.0,-1089.0,-308.4,-332.0,325.4,-299.0,-420.6,-593.1,-353.3,,360.9,-10.0,8.4,-794.6,-310.0,214.5,882.4,-820.0,-495.7,-478.0,308.3,-13.0,-752.8,-1090.0,,-1152.3,-656.8,-546.0,1974.2,-594.0,-1018.5,,-409.5,178.5,-379.0,-767.5,-400.0,19.4,False,True,False,True,False,True,False,True,True,True,True,True,False,True,,True,True,True,False,True,True,False,False,False,False,True,True,False,False,,False,False,False,False,False,False,,True,True,True,False,True,True
Michigan,15181,15066.0,15542.5,14666.6,15204.1,15870.0,15154.0,14994.0,14035.0,14652.4,13982.0,15114.3,14469.0,16431.6,15066.0,14936.0,,16014.2,16055.0,15827.2,12946.2,15077.0,14621.1,14813.0,14768.0,14024.9,14873.0,15162.7,14983.9,14732.8,15092.0,,14244.2,14101.3,13783.0,13356.2,13538.0,14560.3,,15159.9,15337.9,14252.0,15338.6,14608.0,15189.1,-115.0,361.5,-514.4,23.1,689.0,-27.0,-187.0,-1146.0,-528.6,-1199.0,-66.7,-712.0,1250.6,-115.0,-245.0,,833.2,874.0,646.2,-2234.8,-104.0,-559.9,-368.0,-413.0,-1156.1,-308.0,-18.3,-197.1,-448.2,-89.0,,-936.8,-1079.7,-1398.0,-1824.8,-1643.0,-620.7,,-21.1,156.9,-929.0,157.6,-573.0,8.1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,,False,False,False,False,True,False,False,False,False,False,True,False,False,True,,False,False,False,False,False,False,,True,False,False,False,False,True
Minnesota,6131,6351.6,6565.7,6422.1,6487.7,6606.0,6474.4,6285.0,5976.0,6164.2,5784.0,6206.5,6401.0,6887.0,6259.2,6042.3,,6795.0,6867.0,6312.1,5192.6,6529.0,6215.5,5954.4,6187.0,5956.7,6391.0,6374.3,6560.4,6191.6,6379.0,,6631.0,6108.3,5777.0,5016.1,5757.0,5966.2,,6420.6,6256.0,5839.0,6722.7,5882.0,6367.6,220.6,434.7,291.1,356.7,475.0,343.4,154.0,-155.0,33.2,-347.0,75.5,270.0,756.0,128.2,-88.7,,664.0,736.0,181.1,-938.4,398.0,84.5,-176.6,56.0,-174.3,260.0,243.3,429.4,60.6,248.0,,500.0,-22.7,-354.0,-1114.9,-374.0,-164.8,,289.6,125.0,-292.0,591.7,-249.0,236.6,False,False,False,False,False,True,True,True,False,True,False,False,True,True,,False,False,True,False,False,True,True,True,True,False,False,False,True,False,,False,True,False,False,False,True,,False,True,False,False,False,False
Mississippi,5752,5365.9,5275.0,5471.9,5282.5,5457.0,5264.6,5359.0,5266.0,5515.2,5599.0,5872.7,5571.0,5396.0,5244.7,5483.6,,5990.7,5749.0,5711.3,5358.6,5520.0,5314.8,5733.0,6479.0,5194.9,5341.0,5514.7,5594.0,5592.0,5235.5,,5170.7,5061.1,5359.0,5579.1,5034.0,5245.6,,5499.2,5361.4,5345.0,5076.3,5169.0,5552.8,-386.1,-477.0,-280.1,-469.5,-295.0,-487.4,-393.0,-486.0,-236.8,-153.0,120.7,-181.0,-356.0,-507.3,-268.4,,238.7,-3.0,-40.7,-393.4,-232.0,-437.2,-19.0,727.0,-557.1,-411.0,-237.3,-158.0,-160.0,-516.5,,-581.3,-690.9,-393.0,-172.9,-718.0,-506.4,,-252.8,-390.6,-407.0,-675.7,-583.0,-199.2,False,True,False,True,False,False,False,True,True,True,True,True,False,True,,True,True,True,False,True,False,True,False,False,False,True,True,True,False,,False,False,False,True,False,False,,True,False,False,False,False,True
Missouri,6841,6994.6,6069.6,8008.7,7133.6,7381.0,7158.2,6911.0,6549.0,6606.2,7132.0,6857.7,6911.0,7067.0,6781.8,7256.3,,7263.6,7551.0,7097.7,5550.9,7012.0,6645.4,6912.5,8773.5,6549.1,6772.0,7195.0,6971.0,7320.0,6900.0,,6463.4,6645.4,6493.0,6533.5,6150.0,6023.0,,6590.6,7192.8,6410.0,6942.8,6874.0,5362.9,183.6,-741.4,1197.7,322.6,570.0,347.2,100.0,-262.0,-204.8,321.0,46.7,100.0,256.0,-29.2,445.3,,452.6,740.0,286.7,-1260.1,201.0,-165.6,101.5,1962.5,-261.9,-39.0,384.0,160.0,509.0,89.0,,-347.6,-165.6,-318.0,-277.5,-661.0,-788.0,,-220.4,381.8,-401.0,131.8,63.0,-1448.1,False,False,False,False,False,True,False,False,False,True,True,False,True,False,,False,False,False,False,False,True,True,False,False,True,False,True,False,True,,False,True,False,False,False,False,,False,False,False,True,True,False
Montana,1141,1151.6,1141.4,1170.1,1123.4,1211.0,1139.0,1072.0,961.0,1098.1,1038.0,1041.6,998.0,1027.4,1170.7,1036.9,,1140.5,1247.0,1035.5,1017.8,1172.0,1231.5,1066.5,1097.0,1039.7,1116.0,1111.6,1154.4,1049.0,1107.0,,,1042.5,1063.0,1053.1,1026.0,1257.7,,1017.4,956.6,1063.0,1138.4,1078.0,1137.3,10.6,0.4,29.1,-17.6,70.0,-2.0,-69.0,-180.0,-42.9,-103.0,-99.4,-143.0,-113.6,29.7,-104.1,,-0.5,106.0,-105.5,-123.2,31.0,90.5,-74.5,-44.0,-101.3,-25.0,-29.4,13.4,-92.0,-34.0,,,-98.5,-78.0,-87.9,-115.0,116.7,,-123.6,-184.4,-78.0,-2.6,-63.0,-3.7,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,,False,False,False,True,False,True
Nebraska,1879,1840.6,2053.4,1694.9,1949.9,1918.0,1895.0,1882.0,1869.0,1859.6,1849.0,2090.5,2042.0,2231.1,1856.8,1894.3,,2352.1,2173.0,1952.2,1691.5,1957.0,2072.3,1863.0,1883.0,1748.8,2032.0,1902.5,1946.3,1788.4,1844.0,,,1616.6,1823.0,1700.5,1699.0,1754.5,,2037.6,1747.2,1782.0,2044.2,1735.0,1951.3,-38.4,174.4,-184.1,70.9,39.0,16.0,3.0,-10.0,-19.4,-30.0,211.5,163.0,352.1,-22.2,15.3,,473.1,294.0,73.2,-187.5,78.0,193.3,-16.0,4.0,-130.2,153.0,23.5,67.3,-90.6,-35.0,,,-262.4,-56.0,-178.5,-180.0,-124.5,,158.6,-131.8,-97.0,165.2,-144.0,72.3,False,False,False,False,True,True,True,True,True,False,False,False,True,True,,False,False,False,False,False,False,True,True,False,False,True,False,False,True,,,False,False,False,False,False,,False,False,False,False,False,False
Nevada,4011,3609.6,3301.8,3831.2,3707.5,3642.0,3714.3,3712.0,3465.0,3759.9,3670.0,3983.6,3553.0,3668.4,3708.4,3888.8,,4246.7,3997.0,4157.9,3171.3,3991.0,3651.1,3734.1,4136.0,3517.9,3714.0,3846.8,3921.8,3936.7,3795.5,,3614.6,3507.0,3648.0,4122.8,3456.0,3567.2,,4031.3,3686.0,3587.0,3509.7,3826.0,3612.4,-401.4,-709.2,-179.8,-303.5,-369.0,-296.7,-299.0,-546.0,-251.1,-341.0,-27.4,-458.0,-342.6,-302.6,-122.2,,235.7,-14.0,146.9,-839.7,-20.0,-359.9,-276.9,125.0,-493.1,-297.0,-164.2,-89.2,-74.3,-215.5,,-396.4,-504.0,-363.0,111.8,-555.0,-443.8,,20.3,-325.0,-424.0,-501.3,-185.0,-398.6,False,True,True,True,True,True,False,True,True,True,False,True,True,True,,True,True,True,False,True,True,True,True,False,True,True,True,True,True,,True,False,True,True,False,False,,True,True,False,False,True,True
New Hampshire,981,908.6,1142.3,1040.8,900.0,880.0,905.0,921.0,760.0,946.2,917.0,1062.9,873.0,935.4,911.9,932.4,,1013.7,1017.0,1040.8,840.7,962.0,1174.7,900.8,908.0,849.3,970.0,935.7,991.4,931.2,979.0,,,931.7,835.0,1404.5,863.0,845.9,,987.2,785.9,903.0,862.5,931.0,966.6,-72.4,161.3,59.8,-81.0,-101.0,-76.0,-60.0,-221.0,-34.8,-64.0,81.9,-108.0,-45.6,-69.1,-48.6,,32.7,36.0,59.8,-140.3,-19.0,193.7,-80.2,-73.0,-131.7,-11.0,-45.3,10.4,-49.8,-2.0,,,-49.3,-146.0,423.5,-118.0,-135.1,,6.2,-195.1,-78.0,-118.5,-50.0,-14.4,False,True,False,False,False,True,False,True,True,False,False,True,True,True,,True,True,True,False,True,False,False,False,False,True,True,True,True,True,,,True,False,False,False,False,,True,False,False,False,True,True
New Jersey,20934,20311.7,20288.8,20598.4,20406.6,20713.0,20375.5,20414.0,19879.0,20371.7,20072.0,20644.9,19616.0,21514.5,20745.8,20535.2,,21452.5,20684.0,20961.6,19313.2,20379.0,20922.8,20553.8,20969.0,20039.5,20550.0,20792.5,20546.7,20659.0,19959.0,,19557.6,20125.5,20317.0,20713.5,19655.0,20373.1,,20400.0,20714.0,19656.0,19619.7,20381.0,20314.5,-622.3,-645.2,-335.6,-527.4,-221.0,-558.5,-520.0,-1055.0,-562.3,-862.0,-289.1,-1318.0,580.5,-188.2,-398.8,,518.5,-250.0,27.6,-1620.8,-555.0,-11.2,-380.2,35.0,-894.5,-384.0,-141.5,-387.3,-275.0,-975.0,,-1376.4,-808.5,-617.0,-220.5,-1279.0,-560.9,,-534.0,-220.0,-1278.0,-1314.3,-553.0,-619.5,False,True,True,True,True,True,False,True,False,True,False,True,True,True,,True,True,True,False,True,True,True,True,False,True,True,True,True,False,,False,False,True,True,False,True,,True,True,False,False,True,True
New Mexico,3115,3021.0,2730.4,3040.1,2980.7,2853.0,2960.1,2908.0,2857.0,2911.8,2774.0,2907.8,2795.0,3103.1,2841.1,3071.3,,3396.7,3165.0,3045.4,2491.4,2966.0,2825.6,2904.8,2857.0,2843.3,2886.0,3018.1,3096.5,2871.4,3221.0,,,2908.0,2819.0,3016.6,2808.0,2607.8,,3035.9,2858.7,2899.0,2946.4,2877.0,3017.2,-94.0,-384.6,-74.9,-134.3,-262.0,-154.9,-207.0,-258.0,-203.2,-341.0,-207.2,-320.0,-11.9,-273.9,-43.7,,281.7,50.0,-69.6,-623.6,-149.0,-289.4,-210.2,-258.0,-271.7,-229.0,-96.9,-18.5,-243.6,106.0,,,-207.0,-296.0,-98.4,-307.0,-507.2,,-79.1,-256.3,-216.0,-168.6,-238.0,-97.8,False,True,False,False,False,False,False,False,False,False,False,True,False,True,,False,True,True,False,False,False,False,False,False,False,False,True,False,False,,,False,False,False,False,False,,True,False,False,False,False,False
New York,42134,41191.0,39617.5,43982.3,41177.1,41790.0,41166.8,41507.0,39848.0,41600.7,40365.0,41539.0,40465.0,40376.9,41101.4,41747.8,,42530.1,41356.0,42220.2,39759.6,41814.0,43410.9,41685.5,43116.5,41245.6,41239.0,41583.0,41706.1,41659.4,39578.0,,38879.9,41662.2,41768.0,41835.8,40443.0,41918.9,,41446.3,41574.8,40562.0,42844.9,41507.0,40943.0,-943.0,-2516.5,1848.3,-956.9,-344.0,-967.2,-627.0,-2286.0,-533.3,-1769.0,-595.0,-1669.0,-1757.1,-1032.6,-386.2,,396.1,-778.0,86.2,-2374.4,-320.0,1276.9,-448.5,982.5,-888.4,-895.0,-551.0,-427.9,-474.6,-2556.0,,-3254.1,-471.8,-366.0,-298.2,-1691.0,-215.1,,-687.7,-559.2,-1572.0,710.9,-627.0,-1191.0,False,False,False,True,False,True,False,True,False,True,False,False,False,True,,True,True,True,False,True,False,True,False,True,True,True,True,True,False,,False,True,True,True,False,True,,True,True,False,True,True,False
North Carolina,8586,7802.6,7852.2,8515.5,7851.2,7948.0,7893.4,8017.0,7169.0,8326.4,7968.0,8269.3,8409.0,7659.1,8292.9,8426.0,,8285.0,8416.0,8237.8,7839.7,8419.0,9255.5,8628.2,8341.0,7762.6,8223.0,8048.4,8266.6,8283.4,7842.0,,7409.7,7699.0,8177.0,8703.2,7591.0,7700.7,,7992.9,8016.6,8250.0,7781.1,7618.0,8341.4,-783.4,-733.8,-70.5,-734.8,-638.0,-692.6,-569.0,-1417.0,-259.6,-618.0,-316.7,-177.0,-926.9,-293.1,-160.0,,-301.0,-170.0,-348.2,-746.3,-167.0,669.5,42.2,-245.0,-823.4,-363.0,-537.6,-319.4,-302.6,-744.0,,-1176.3,-887.0,-409.0,117.2,-995.0,-885.3,,-593.1,-569.4,-336.0,-804.9,-968.0,-244.6,True,True,True,True,True,True,False,True,True,True,True,False,True,True,,True,True,True,True,True,True,True,True,False,True,True,True,True,True,,False,False,True,True,False,False,,True,True,True,False,False,True
North Dakota,1436,1401.0,1418.3,1314.7,1381.1,1492.0,1396.2,1402.0,1295.0,1391.2,1396.0,1466.8,1368.0,1429.7,1415.0,1375.0,,1763.8,1650.0,1431.6,1268.2,1484.0,1469.4,1411.8,1339.0,1340.6,1440.0,1448.5,1496.1,1386.9,1489.0,,,1308.0,1362.0,1221.6,1336.0,1343.7,,1430.9,1298.4,1369.0,1587.1,1357.0,1517.7,-35.0,-17.7,-121.3,-54.9,56.0,-39.8,-34.0,-141.0,-44.8,-40.0,30.8,-68.0,-6.3,-21.0,-61.0,,327.8,214.0,-4.4,-167.8,48.0,33.4,-24.2,-97.0,-95.4,4.0,12.5,60.1,-49.1,53.0,,,-128.0,-74.0,-214.4,-100.0,-92.3,,-5.1,-137.6,-67.0,151.1,-79.0,81.7,True,False,False,False,False,True,False,False,False,True,False,True,True,False,,False,False,True,False,False,True,True,False,False,True,True,False,False,False,,,False,False,False,False,False,,True,False,False,False,False,False
Ohio,16360,10291.0,9631.8,10546.7,10196.9,10847.0,10255.3,10414.0,9461.0,10653.5,10116.0,11212.7,11044.0,11843.8,10065.4,10278.5,,11346.3,11358.0,11218.2,9420.1,10705.0,11985.9,10474.6,10561.5,10089.5,10961.0,10659.0,11018.8,9913.5,11225.5,,9943.7,9961.8,9898.0,12818.9,9527.0,10142.8,,10982.2,10571.1,10260.0,10367.0,10229.0,10352.1,-1780.0,-2439.2,-1524.3,-1874.1,-1224.0,-1815.7,-1657.0,-2610.0,-1417.5,-1955.0,-858.3,-1027.0,-227.2,-2005.6,-1792.5,,-724.7,-713.0,-852.8,-2650.9,-1366.0,-85.1,-1596.4,-1509.5,-1981.5,-1110.0,-1412.0,-1052.2,-2157.5,-845.5,,-2127.3,-2109.2,-2173.0,747.9,-2544.0,-1928.2,,-1088.8,-1499.9,-1811.0,-1704.0,-1842.0,-1718.9,False,True,False,True,False,True,False,True,False,True,True,True,False,False,,True,True,True,False,True,True,True,True,False,True,True,True,False,True,,False,False,False,True,False,False,,True,True,False,True,False,True
Oklahoma,3231,2979.4,2953.8,3196.2,3051.6,2980.0,3029.2,3068.0,2646.0,3242.9,3092.0,2981.3,3155.0,2714.6,2995.5,2993.6,,3263.3,3301.0,3179.1,3083.5,3364.0,3471.5,3019.1,3051.0,2930.0,3125.0,2988.2,3134.6,3084.5,3157.0,,,2908.9,2896.0,2816.2,2721.0,3113.1,,3197.0,2837.6,2934.0,2986.9,3114.0,2989.9,-251.6,-277.2,-34.8,-179.4,-251.0,-201.8,-163.0,-585.0,11.9,-139.0,-249.7,-76.0,-516.4,-235.5,-237.4,,32.3,70.0,-51.9,-147.5,133.0,240.5,-211.9,-180.0,-301.0,-106.0,-242.8,-96.4,-146.5,-74.0,,,-322.1,-335.0,-414.8,-510.0,-117.9,,-34.0,-393.4,-297.0,-244.1,-117.0,-241.1,False,True,True,True,True,True,False,True,True,True,True,False,True,True,,True,True,True,True,True,True,True,True,False,True,True,True,True,True,,,False,False,False,False,True,,True,False,False,True,True,True
Oregon,1877,1758.7,1475.8,1883.3,1698.6,1818.0,1750.0,1872.0,1784.0,1951.9,1697.0,2132.6,1937.0,1793.8,1832.4,2070.5,,2306.7,2250.0,1964.5,1650.1,1942.0,2249.6,1885.7,1857.0,1738.0,2007.0,1792.6,1952.3,2171.9,2147.0,,,1632.4,1868.0,2140.6,1735.0,1786.6,,2173.9,1635.3,1767.0,1896.1,1801.0,1852.1,-118.3,-401.2,6.3,-178.4,-59.0,-127.0,-5.0,-93.0,74.9,-180.0,255.6,60.0,-83.2,-44.6,193.5,,429.7,373.0,87.5,-226.9,65.0,372.6,8.7,-20.0,-139.0,130.0,-84.4,75.3,294.9,270.0,,,-244.6,-9.0,263.6,-142.0,-90.4,,296.9,-241.7,-110.0,19.1,-76.0,-24.9,False,True,False,True,False,True,True,True,False,False,True,True,True,False,,False,False,True,False,True,False,True,True,False,False,True,True,False,False,,,False,True,False,False,True,,False,False,True,True,True,True
Pennsylvania,20454,19346.9,20070.2,20483.4,19245.8,20328.0,19273.8,19841.0,19102.0,19715.6,18535.0,22493.5,22346.0,21135.2,19869.7,19586.6,,22353.3,21332.0,22611.3,17241.4,19534.0,19800.4,20324.3,20343.5,18616.5,19890.0,20747.4,20132.1,21222.0,18226.5,,18524.4,18381.1,18856.0,20845.2,17499.0,17611.2,,19854.1,20907.5,18554.0,20056.0,19395.0,19106.1,-1107.1,-383.8,29.4,-1208.2,-126.0,-1180.2,-613.0,-1352.0,-738.4,-1919.0,2039.5,1892.0,681.2,-584.3,-867.4,,1899.3,878.0,2157.3,-3212.6,-920.0,-653.6,-129.7,-110.5,-1837.5,-564.0,293.4,-321.9,768.0,-2227.5,,-1929.6,-2072.9,-1598.0,391.2,-2955.0,-2842.8,,-599.9,453.5,-1900.0,-398.0,-1059.0,-1347.9,True,True,False,True,False,True,False,True,False,False,False,True,True,True,,False,True,False,False,True,True,True,True,False,True,True,True,True,False,,False,False,False,True,False,False,,True,True,False,True,True,False
Rhode Island,2256,2008.7,2118.5,2025.1,1978.9,1925.0,2020.5,2020.0,1881.0,1823.0,1881.0,2207.0,1981.0,3909.9,2043.1,2213.2,,2320.3,2211.5,2139.9,1793.2,2105.0,1971.9,1980.4,2131.0,1895.5,2098.0,2163.6,2124.1,2168.5,1974.0,,,1993.0,1812.0,2097.7,1746.0,1807.8,,2212.0,2006.8,1958.0,2059.2,1961.0,2034.5,-82.3,27.5,-65.9,-112.1,-166.0,-70.5,-71.0,-210.0,-268.0,-210.0,116.0,-110.0,1818.9,-47.9,122.2,,229.3,120.5,48.9,-297.8,14.0,-119.1,-110.6,40.0,-195.5,7.0,72.6,33.1,77.5,-117.0,,,-98.0,-279.0,6.7,-345.0,-283.2,,121.0,-84.2,-133.0,-31.8,-130.0,-56.5,True,True,False,False,True,True,False,False,False,False,False,False,True,False,,False,False,True,False,True,False,False,True,False,True,True,True,True,False,,,False,False,True,False,False,,False,False,False,True,False,True
South Carolina,6479,6003.6,6479.3,6377.5,6023.8,6050.0,6040.2,6199.0,5794.0,6296.4,6354.0,6415.9,6024.0,5739.7,5944.3,6223.2,,6288.2,6199.0,6245.4,6182.0,6350.0,6359.0,6567.4,6284.0,6053.8,6035.0,6173.9,6200.8,6326.7,5666.0,,5978.7,5945.2,6272.0,7591.0,6247.0,5987.6,,5948.3,6041.8,6430.0,6042.5,6171.0,6502.0,-475.4,0.3,-101.5,-455.2,-429.0,-438.8,-280.0,-685.0,-182.6,-125.0,-63.1,-455.0,-739.3,-534.7,-255.8,,-190.8,-280.0,-233.6,-297.0,-129.0,-120.0,88.4,-195.0,-425.2,-444.0,-305.1,-278.2,-152.3,-813.0,,-500.3,-533.8,-207.0,1112.0,-232.0,-491.4,,-530.7,-437.2,-49.0,-436.5,-308.0,23.0,True,True,True,True,True,True,False,True,True,True,True,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,False,,False,False,True,False,True,False,,False,True,True,True,True,True
South Dakota,1696,1773.9,1708.3,1676.8,1818.2,1794.0,1830.0,1738.0,1521.0,1670.0,1710.0,1811.9,1844.0,1844.6,1761.5,1669.5,,1772.8,1819.0,1878.7,1480.3,1826.0,1657.3,1714.2,1643.0,1576.3,1705.0,1797.8,1766.2,1684.6,1738.0,,,1636.0,1619.0,1624.4,1646.0,1676.8,,1721.7,1647.0,1743.0,1927.6,1713.0,1841.2,77.9,12.3,-19.2,122.2,98.0,134.0,42.0,-175.0,-26.0,14.0,115.9,148.0,148.6,65.5,-26.5,,76.8,123.0,182.7,-215.7,130.0,-38.7,18.2,-53.0,-119.7,9.0,101.8,70.2,-11.4,42.0,,,-60.0,-77.0,-71.6,-50.0,-19.2,,25.7,-49.0,47.0,231.6,17.0,145.2,True,True,False,False,False,True,False,True,True,False,False,False,True,True,,True,False,False,False,False,True,True,True,False,True,False,True,True,True,,,True,True,True,True,True,,True,True,True,False,True,False
Tennessee,8819,8213.0,8625.2,9343.2,8464.8,8423.0,8375.0,8715.0,8096.0,8823.5,10663.0,10043.3,9793.0,8095.6,8705.4,9374.3,,10737.4,9714.0,9630.8,10150.5,9007.0,8608.8,8613.6,13084.5,8253.4,8334.0,8407.7,8934.4,9513.5,8454.5,,8276.1,7535.5,9070.0,8683.0,7491.0,8380.8,,8734.9,8321.7,8480.0,8063.6,9696.0,9274.8,-606.0,-193.8,524.2,-354.2,-396.0,-444.0,-104.0,-723.0,4.5,1844.0,1224.3,974.0,-723.4,-113.6,555.3,,1918.4,895.0,811.8,1331.5,188.0,-210.2,-205.4,4265.5,-565.6,-485.0,-411.3,115.4,694.5,-364.5,,-542.9,-1283.5,251.0,-136.0,-1328.0,-438.2,,-84.1,-497.3,-339.0,-755.4,877.0,455.8,True,True,True,True,True,True,False,True,False,False,False,False,True,True,,False,False,False,False,True,True,True,False,True,True,True,True,False,True,,True,False,True,True,False,True,,True,True,True,False,False,True
Texas,34725,31359.3,34940.7,34062.2,31959.3,32637.0,31721.4,32395.0,33009.0,32118.2,35180.0,32605.9,31158.0,32690.3,32716.2,32399.4,,34024.8,33412.0,33478.6,32049.7,32390.0,33488.5,33784.1,35051.5,31464.0,31511.0,32640.9,32224.6,33935.7,32062.0,,31665.8,30158.3,32100.0,33232.2,29164.0,30449.7,,32357.7,32662.3,31444.0,29547.5,32691.0,31799.0,-3201.7,379.7,-498.8,-2601.7,-1924.0,-2839.6,-2166.0,-1552.0,-2442.8,619.0,-1955.1,-3403.0,-1870.7,-1844.8,-2161.6,,-536.2,-1149.0,-1082.4,-2511.3,-2171.0,-1072.5,-776.9,490.5,-3097.0,-3050.0,-1920.1,-2336.4,-625.3,-2499.0,,-2895.2,-4402.7,-2461.0,-1328.8,-5397.0,-4111.3,,-2203.3,-1898.7,-3117.0,-5013.5,-1870.0,-2762.0,True,True,True,True,True,True,True,True,True,True,False,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,False,True,True,False,False,,True,True,True,False,True,True
