,actual_deaths,Baseline,AIpert-pwllnod,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Caltech-CS156,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FDANIHASU-Sweight,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IHME-CurveFit,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_CritData-GBCF,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,SigSci-TS,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,WalmartLabsML-LogForecasting,epiforecasts-ensemble1,error-Baseline,error-AIpert-pwllnod,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Caltech-CS156,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FDANIHASU-Sweight,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_CritData-GBCF,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-SigSci-TS,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,error-WalmartLabsML-LogForecasting,error-epiforecasts-ensemble1,beat_baseline-AIpert-pwllnod,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Caltech-CS156,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FDANIHASU-Sweight,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_CritData-GBCF,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-epiforecasts-ensemble1
North Dakota,1475,1489.4,1527.5,1495.4,1493.7,1521.0,1493.4,1500.0,1494.0,1460.0,1503.3,,1494.1,1504.0,1512.4,,1502.6,1492.7,,1560.9,1618.0,1640.6,1557.0,1511.0,1487.5,1469.0,1506.3,1523.0,1478.0,1489.0,1513.5,1496.2,1504.0,,,1504.9,1519.0,1512.0,1235.6,1493.0,1448.6,,1542.4,1500.0,1501.1,1488.0,,1518.9,1537.0,14.4,52.5,20.4,18.7,46.0,18.4,25.0,19.0,-15.0,28.3,,19.1,29.0,37.4,,27.6,17.7,,85.9,143.0,165.6,82.0,36.0,12.5,-6.0,31.3,48.0,3.0,14.0,38.5,21.2,29.0,,,29.9,44.0,37.0,-239.4,18.0,-26.4,,67.4,25.0,26.1,13.0,,43.9,62.0,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,,False,False,False,False,False,True,True,False,False,True,True,False,False,False,,,False,False,False,False,False,False,,False,False,False,True,,False,False
Ohio,18179,12964.7,13294.9,12941.6,12839.9,13060.0,12884.8,12592.0,12461.0,12255.0,12815.9,,12434.5,12427.0,13038.4,,12301.7,12275.1,,12597.2,13120.0,13284.8,13057.0,13583.3,12431.5,12294.0,12692.8,13353.0,12319.6,12876.7,13128.6,12592.5,14142.5,,12999.5,12444.9,12658.0,12666.0,15064.6,12197.0,13028.0,,12903.0,12576.0,13131.7,12486.0,,12293.2,12531.0,632.7,962.9,609.6,507.9,728.0,552.8,260.0,129.0,-77.0,483.9,,102.5,95.0,706.4,,-30.3,-56.9,,265.2,788.0,952.8,725.0,1251.3,99.5,-38.0,360.8,1021.0,-12.4,544.7,796.6,260.5,1810.5,,667.5,112.9,326.0,334.0,2732.6,-135.0,696.0,,571.0,244.0,799.7,154.0,,-38.8,199.0,False,True,True,False,True,True,True,True,True,,True,True,False,,True,True,,True,False,False,False,False,True,True,True,False,True,True,False,True,False,,False,True,True,True,False,True,False,,True,True,False,True,,True,True
Oklahoma,4379,4580.7,4926.0,4532.9,4604.0,4604.0,4595.9,4403.0,4261.0,3925.0,4470.4,,4206.2,4216.0,4292.9,,4239.1,4147.7,,4386.8,4727.0,3956.6,4624.0,4491.3,4119.4,4617.0,4475.9,4526.0,4781.0,4477.8,4480.6,4404.9,4571.0,,,4489.1,4258.0,4314.0,3526.7,4469.0,4516.1,,4526.3,4244.0,4728.6,4355.0,,3997.2,4299.0,201.7,547.0,153.9,225.0,225.0,216.9,24.0,-118.0,-454.0,91.4,,-172.8,-163.0,-86.1,,-139.9,-231.3,,7.8,348.0,-422.4,245.0,112.3,-259.6,238.0,96.9,147.0,402.0,98.8,101.6,25.9,192.0,,,110.1,-121.0,-65.0,-852.3,90.0,137.1,,147.3,-135.0,349.6,-24.0,,-381.8,-80.0,False,True,False,False,False,True,True,False,True,,True,True,True,,True,False,,True,False,False,False,True,False,False,True,True,False,True,True,True,True,,,True,True,True,False,True,True,,True,True,False,True,,False,True
Oregon,2208,2254.0,2097.1,2333.7,2352.3,2273.0,2277.1,2251.0,2211.0,2203.0,2337.6,,2198.0,2251.0,2256.7,,2194.6,2179.8,,2187.1,2528.0,2412.9,2289.0,2508.4,2254.0,2089.0,2163.3,2421.0,,2263.6,2238.2,2214.0,2300.0,,,2155.9,2270.0,2255.0,2459.3,2194.0,2342.9,,2314.2,2236.0,2399.5,2265.0,,2182.3,2323.0,46.0,-110.9,125.7,144.3,65.0,69.1,43.0,3.0,-5.0,129.6,,-10.0,43.0,48.7,,-13.4,-28.2,,-20.9,320.0,204.9,81.0,300.4,46.0,-119.0,-44.7,213.0,,55.6,30.2,6.0,92.0,,,-52.1,62.0,47.0,251.3,-14.0,134.9,,106.2,28.0,191.5,57.0,,-25.7,115.0,False,False,False,False,False,True,True,True,False,,True,True,False,,True,True,,True,False,False,False,False,False,False,True,False,,False,True,True,False,,,False,False,False,False,True,False,,False,True,False,False,,True,False
Pennsylvania,23895,25802.0,26627.4,26222.3,26031.0,25307.0,25994.7,25298.0,25108.0,24989.0,25309.8,,25200.7,24612.0,25014.1,,24670.3,24574.6,,25381.4,27056.0,23103.8,25370.0,24915.2,24958.8,24559.0,25135.4,25699.0,24850.7,25671.7,25782.7,25912.8,25295.0,,25391.8,24795.3,25499.0,25374.0,25556.9,24945.0,25252.9,,25646.7,24917.0,25578.9,25301.0,,24050.3,26094.0,1907.0,2732.4,2327.3,2136.0,1412.0,2099.7,1403.0,1213.0,1094.0,1414.8,,1305.7,717.0,1119.1,,775.3,679.6,,1486.4,3161.0,-791.2,1475.0,1020.2,1063.8,664.0,1240.4,1804.0,955.7,1776.7,1887.7,2017.8,1400.0,,1496.8,900.3,1604.0,1479.0,1661.9,1050.0,1357.9,,1751.7,1022.0,1683.9,1406.0,,155.3,2199.0,False,False,False,True,False,True,True,True,True,,True,True,True,,True,True,,True,False,True,True,True,True,True,True,True,True,True,True,False,True,,True,True,True,True,True,True,True,,True,True,True,True,,True,False
Rhode Island,2502,2427.9,2331.3,2402.5,2395.0,2434.0,2438.2,2408.0,2399.0,2457.0,2361.4,,2427.4,2338.0,3269.4,,2443.2,2495.7,,2416.3,2504.0,2326.4,2472.0,2378.0,2390.0,2351.0,2326.3,2457.0,2155.0,2460.7,2471.4,2375.3,2382.0,,,2395.6,2467.0,2408.0,2285.0,2210.0,2351.1,,2506.4,2408.0,2453.9,2347.0,,2223.4,2527.0,112.9,16.3,87.5,80.0,119.0,123.2,93.0,84.0,142.0,46.4,,112.4,23.0,954.4,,128.2,180.7,,101.3,189.0,11.4,157.0,63.0,75.0,36.0,11.3,142.0,-160.0,145.7,156.4,60.3,67.0,,,80.6,152.0,93.0,-30.0,-105.0,36.1,,191.4,93.0,138.9,32.0,,-91.6,212.0,True,True,True,False,False,True,True,False,True,,True,True,False,,False,False,,True,False,True,False,True,True,True,True,False,False,False,False,True,True,,,True,False,True,True,True,True,,False,True,False,True,,True,False
South Carolina,8498,8951.3,9883.8,8666.1,9126.3,8996.0,9153.6,8651.0,8468.0,8316.0,8745.6,,8708.3,9297.0,8648.7,,8663.2,8071.8,,7823.9,8986.0,10983.3,8600.0,8523.7,8473.9,7882.0,8545.5,8788.0,9317.6,8474.8,8885.5,8757.2,8310.5,,8996.6,8553.4,8847.0,8740.0,9344.5,8588.0,9056.0,,8602.3,8383.0,8672.5,8540.0,,7696.0,8950.0,453.3,1385.8,168.1,628.3,498.0,655.6,153.0,-30.0,-182.0,247.6,,210.3,799.0,150.7,,165.2,-426.2,,-674.1,488.0,2485.3,102.0,25.7,-24.1,-616.0,47.5,290.0,819.6,-23.2,387.5,259.2,-187.5,,498.6,55.4,349.0,242.0,846.5,90.0,558.0,,104.3,-115.0,174.5,42.0,,-802.0,452.0,False,True,False,False,False,True,True,True,True,,True,False,True,,True,True,,False,False,False,True,True,True,False,True,True,False,True,True,True,True,,False,True,True,True,False,True,False,,True,True,True,True,,False,True
South Dakota,1886,2059.6,2074.6,1896.8,2087.1,2003.0,2090.9,1932.0,1916.0,1816.0,1918.5,,1786.3,1927.0,1926.8,,1941.0,1889.4,,1828.5,1950.0,2053.5,1967.0,1908.5,1885.1,1860.0,1915.4,1938.0,1919.2,2041.4,1951.4,2019.0,2054.0,,,1912.9,1877.0,1928.0,1728.2,1929.0,1805.3,,2092.5,1924.0,2071.9,1917.0,,1937.1,1951.0,173.6,188.6,10.8,201.1,117.0,204.9,46.0,30.0,-70.0,32.5,,-99.7,41.0,40.8,,55.0,3.4,,-57.5,64.0,167.5,81.0,22.5,-0.9,-26.0,29.4,52.0,33.2,155.4,65.4,133.0,168.0,,,26.9,-9.0,42.0,-157.8,43.0,-80.7,,206.5,38.0,185.9,31.0,,51.1,65.0,False,True,False,True,False,True,True,True,True,,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,False,True,False,True,,True,True
Tennessee,11393,12701.0,13049.9,11669.5,12792.1,11827.0,12593.9,11399.0,11017.0,10315.0,11119.6,,10817.5,10884.0,11916.6,,11011.2,10726.5,,10611.4,12550.0,9809.2,11627.0,10816.0,10695.4,11299.5,11679.4,11368.0,12802.0,11538.2,11773.1,11610.8,11689.0,,11628.5,11429.8,10900.0,11448.0,10209.1,11139.0,12938.2,,11596.4,11299.0,12400.8,11362.0,,10558.4,11280.0,1308.0,1656.9,276.5,1399.1,434.0,1200.9,6.0,-376.0,-1078.0,-273.4,,-575.5,-509.0,523.6,,-381.8,-666.5,,-781.6,1157.0,-1583.8,234.0,-577.0,-697.6,-93.5,286.4,-25.0,1409.0,145.2,380.1,217.8,296.0,,235.5,36.8,-493.0,55.0,-1183.9,-254.0,1545.2,,203.4,-94.0,1007.8,-31.0,,-834.6,-113.0,False,True,False,True,True,True,True,True,True,,True,True,True,,True,True,,True,True,False,True,True,True,True,True,True,False,True,True,True,True,,True,True,True,True,True,True,False,,True,True,True,True,,True,True
Texas,43519,45417.0,50116.7,45638.9,45705.1,45256.0,45719.1,44759.0,44304.0,45231.0,44921.8,,45063.3,44735.0,45475.9,,43424.6,43678.8,,44626.2,47228.0,46171.4,46964.0,43772.6,44726.7,44423.0,45610.5,46152.0,49233.3,44703.8,46606.0,45074.4,44319.5,,48401.8,44299.5,45277.0,44858.0,41676.0,43028.0,43343.9,,44759.1,43442.0,44253.6,44782.0,,40833.9,45296.0,1898.0,6597.7,2119.9,2186.1,1737.0,2200.1,1240.0,785.0,1712.0,1402.8,,1544.3,1216.0,1956.9,,-94.4,159.8,,1107.2,3709.0,2652.4,3445.0,253.6,1207.7,904.0,2091.5,2633.0,5714.3,1184.8,3087.0,1555.4,800.5,,4882.8,780.5,1758.0,1339.0,-1843.0,-491.0,-175.1,,1240.1,-77.0,734.6,1263.0,,-2685.1,1777.0,False,False,False,True,False,True,True,True,True,,True,True,False,,True,True,,True,False,False,False,True,True,True,False,False,False,True,False,True,True,,False,True,True,True,True,True,True,,True,True,True,True,,False,True
Utah,1929,1935.0,2007.2,1952.9,1983.5,2046.0,1987.0,1941.0,1899.0,1822.0,2035.0,,1868.1,2153.0,1886.5,,1886.1,1903.1,,2017.8,2067.0,2162.1,2036.0,1542.4,1910.5,1845.0,1920.3,2051.0,,1979.9,1951.9,1885.2,2149.5,,,1916.5,1913.0,1901.0,1565.7,1831.0,1995.7,,2031.3,1875.0,2019.7,1883.0,,1288.6,1941.0,6.0,78.2,23.9,54.5,117.0,58.0,12.0,-30.0,-107.0,106.0,,-60.9,224.0,-42.5,,-42.9,-25.9,,88.8,138.0,233.1,107.0,-386.6,-18.5,-84.0,-8.7,122.0,,50.9,22.9,-43.8,220.5,,,-12.5,-16.0,-28.0,-363.3,-98.0,66.7,,102.3,-54.0,90.7,-46.0,,-640.4,12.0,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,False,False,False,False,False,False,,False,False,False,False,,False,False
Vermont,204,189.4,189.8,190.3,181.5,199.0,185.0,203.0,212.0,182.0,255.2,,218.3,252.0,183.9,,225.4,211.9,,248.9,247.0,275.6,264.0,285.8,227.5,182.0,188.2,278.0,179.0,187.8,227.7,189.4,173.0,,,182.1,231.0,203.0,245.3,194.0,181.8,,241.8,194.0,194.6,188.0,,192.2,223.0,-14.6,-14.2,-13.7,-22.5,-5.0,-19.0,-1.0,8.0,-22.0,51.2,,14.3,48.0,-20.1,,21.4,7.9,,44.9,43.0,71.6,60.0,81.8,23.5,-22.0,-15.8,74.0,-25.0,-16.2,23.7,-14.6,-31.0,,,-21.9,27.0,-1.0,41.3,-10.0,-22.2,,37.8,-10.0,-9.4,-16.0,,-11.8,19.0,True,True,False,True,False,True,True,False,False,,True,False,False,,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,True,False,True,False,,False,True,True,False,,True,False
Virginia,8382,7952.9,8453.2,7906.8,7886.2,8142.0,7928.5,7889.0,7769.0,7560.0,8112.4,,7804.5,7633.0,8046.5,,7666.9,7664.9,,7993.5,8148.0,9136.5,8373.0,8438.0,7754.5,7892.0,7888.1,7976.0,8196.6,7899.9,8146.3,7815.9,8378.0,,7571.9,7879.5,7938.0,8220.0,8416.2,7254.0,7712.5,,7917.7,7698.0,8418.5,7940.0,,7045.1,8001.0,-429.1,71.2,-475.2,-495.8,-240.0,-453.5,-493.0,-613.0,-822.0,-269.6,,-577.5,-749.0,-335.5,,-715.1,-717.1,,-388.5,-234.0,754.5,-9.0,56.0,-627.5,-490.0,-493.9,-406.0,-185.4,-482.1,-235.7,-566.1,-4.0,,-810.1,-502.5,-444.0,-162.0,34.2,-1128.0,-669.5,,-464.3,-684.0,36.5,-442.0,,-1336.9,-381.0,True,False,False,True,False,False,False,False,True,,False,False,True,,False,False,,True,True,False,True,True,False,False,False,True,True,False,True,False,True,,False,False,False,True,True,False,False,,False,False,True,False,,False,True
Washington,4956,4944.6,4829.8,5136.2,4956.9,4976.0,4969.1,4944.0,4893.0,5021.0,5062.3,,5080.3,4874.0,4721.6,,4787.0,4846.4,,4827.7,5227.5,4691.3,5118.0,5278.6,4886.3,4812.0,4763.9,5170.0,4850.3,4944.8,5028.2,4945.3,5460.0,,4834.1,4636.1,4895.0,4997.0,5102.7,4815.0,4925.9,,4942.1,5028.0,5084.1,4885.0,,4668.5,5075.0,-11.4,-126.2,180.2,0.9,20.0,13.1,-12.0,-63.0,65.0,106.3,,124.3,-82.0,-234.4,,-169.0,-109.6,,-128.3,271.5,-264.7,162.0,322.6,-69.7,-144.0,-192.1,214.0,-105.7,-11.2,72.2,-10.7,504.0,,-121.9,-319.9,-61.0,41.0,146.7,-141.0,-30.1,,-13.9,72.0,128.1,-71.0,,-287.5,119.0,False,False,True,False,False,False,False,False,False,,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,False,False,False,False,False,False,False,,False,False,False,False,,False,False
West Virginia,2297,2521.6,2410.8,2537.1,2575.3,2523.0,2587.0,2437.0,2400.0,2215.0,2509.8,,2493.1,2476.0,2375.3,,2414.0,2343.1,,2295.3,2618.0,2330.0,2506.0,2599.1,2411.3,2250.0,2352.7,2479.0,2434.2,2440.3,2496.4,2437.2,2781.0,,,2350.5,2456.0,2391.0,2875.7,2310.0,2699.1,,2487.8,2348.0,2644.0,2392.0,,2315.2,2434.0,224.6,113.8,240.1,278.3,226.0,290.0,140.0,103.0,-82.0,212.8,,196.1,179.0,78.3,,117.0,46.1,,-1.7,321.0,33.0,209.0,302.1,114.3,-47.0,55.7,182.0,137.2,143.3,199.4,140.2,484.0,,,53.5,159.0,94.0,578.7,13.0,402.1,,190.8,51.0,347.0,95.0,,18.2,137.0,True,False,False,False,False,True,True,True,True,,True,True,True,,True,True,,True,False,True,True,False,True,True,True,True,True,True,True,True,False,,,True,True,True,False,True,False,,True,True,False,True,,True,True
Wisconsin,7014,7375.1,7359.5,7325.3,7346.7,7346.0,7414.3,7161.0,7060.0,6908.0,7245.6,,6892.3,7081.0,7055.2,,7017.5,7147.1,,7126.4,7608.0,8110.1,7372.0,7366.7,7035.9,7149.0,7156.1,7390.0,7087.2,7199.5,7300.0,7119.0,7564.0,,7519.7,7173.6,7054.0,7201.0,5723.0,6919.0,7224.5,,7234.2,6972.0,7102.6,7126.0,,7075.4,7262.0,361.1,345.5,311.3,332.7,332.0,400.3,147.0,46.0,-106.0,231.6,,-121.7,67.0,41.2,,3.5,133.1,,112.4,594.0,1096.1,358.0,352.7,21.9,135.0,142.1,376.0,73.2,185.5,286.0,105.0,550.0,,505.7,159.6,40.0,187.0,-1291.0,-95.0,210.5,,220.2,-42.0,88.6,112.0,,61.4,248.0,True,True,True,True,False,True,True,True,True,,True,True,True,,True,True,,True,False,False,True,True,True,True,True,False,True,True,True,True,False,,False,True,True,True,False,True,True,,True,True,True,True,,True,True
Wyoming,671,692.4,711.0,720.6,714.0,730.0,696.0,714.0,691.0,642.0,688.3,,764.1,733.0,715.0,,731.6,654.8,,828.1,727.0,709.3,729.0,686.1,664.1,747.0,655.6,684.0,,684.0,715.0,651.0,734.0,,,643.5,670.0,714.0,705.9,648.0,630.8,,735.5,676.0,726.9,682.0,,670.0,731.0,21.4,40.0,49.6,43.0,59.0,25.0,43.0,20.0,-29.0,17.3,,93.1,62.0,44.0,,60.6,-16.2,,157.1,56.0,38.3,58.0,15.1,-6.9,76.0,-15.4,13.0,,13.0,44.0,-20.0,63.0,,,-27.5,-1.0,43.0,34.9,-23.0,-40.2,,64.5,5.0,55.9,11.0,,-1.0,60.0,False,False,False,False,False,False,True,False,True,,False,False,False,,False,True,,False,False,False,False,True,True,False,True,True,,True,False,True,False,,,False,True,False,False,False,False,,False,True,False,True,,True,False
US,512938,526462.7,534353.9,520561.6,527798.4,,527744.6,512512.0,507660.0,498872.0,513757.0,509439.0,504128.1,512512.0,523121.8,519939.0,497616.0,,537708.0,505135.9,531230.0,508430.7,524512.0,506794.9,500685.5,502973.0,517681.6,525638.0,522244.2,515561.0,522986.9,513581.3,530600.0,511892.9,523578.4,511829.8,508174.0,503114.0,505239.7,496431.0,496135.5,534773.0,517644.3,504403.0,522517.6,507236.0,513492.6,483655.4,511691.0,21125.7,29016.9,15224.6,22461.4,,22407.6,7175.0,2323.0,-6465.0,8420.0,4102.0,-1208.9,7175.0,17784.8,14602.0,-7721.0,,32371.0,-201.1,25893.0,3093.7,19175.0,1457.9,-4651.5,-2364.0,12344.6,20301.0,16907.2,10224.0,17649.9,8244.3,25263.0,6555.9,18241.4,6492.8,2837.0,-2223.0,-97.3,-8906.0,-9201.5,29436.0,12307.3,-934.0,17180.6,1899.0,8155.6,-21681.6,6354.0,False,True,False,,False,True,True,True,True,True,True,True,True,True,True,,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True
