,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
06115,808,834.0,,828.6,,845.0,501.0,,,,,387.5,1027.5,,,,885.0,,1146.2,561.7,853.0,,1015.0,702.1,948.3,1203.0,872.0,869.7,,,,,742.0,960.0,,,,1176.4,26.0,,20.6,,37.0,-307.0,,,,,-420.5,219.5,,,,77.0,,338.2,-246.3,45.0,,207.0,-105.9,140.3,395.0,64.0,61.7,,,,,-66.0,152.0,,,,368.4,,True,,False,False,,,,,False,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,,,,False
08001,3746,5802.0,,5694.5,5459.3,4957.0,5971.0,,,,,4495.5,5600.0,,5009.1,,7281.0,,3895.1,3319.6,6463.0,,4605.5,4841.5,5962.7,5164.0,4233.0,,,,,,4192.3,5829.5,4595.0,,,7400.2,2056.0,,1948.5,1713.3,1211.0,2225.0,,,,,749.5,1854.0,,1263.1,,3535.0,,149.1,-426.4,2717.0,,859.5,1095.5,2216.7,1418.0,487.0,,,,,,446.3,2083.5,849.0,,,3654.2,,True,True,True,False,,,,,True,True,,True,,False,,True,True,False,,True,True,False,True,True,,,,,,True,False,True,,,False
08003,114,222.0,,216.6,,207.0,258.0,,,,,118.6,223.6,,,,207.0,,213.3,74.1,,,184.0,171.0,192.6,180.0,158.0,230.1,,,,,,176.6,,,,227.6,108.0,,102.6,,93.0,144.0,,,,,4.6,109.6,,,,93.0,,99.3,-39.9,,,70.0,57.0,78.6,66.0,44.0,116.1,,,,,,62.6,,,,113.6,,True,,True,False,,,,,True,False,,,,True,,True,True,,,True,True,True,True,True,False,,,,,,True,,,,False
08005,4163,5824.0,,5786.2,5984.8,5529.0,5810.0,,,,,4447.7,5851.2,,5261.7,,6737.0,,4219.6,4555.8,6829.0,,3978.0,4840.2,6395.4,5433.0,4382.0,5470.8,,,,,3629.2,6539.5,5630.0,,,7662.5,1661.0,,1623.2,1821.8,1366.0,1647.0,,,,,284.7,1688.2,,1098.7,,2574.0,,56.6,392.8,2666.0,,-185.0,677.2,2232.4,1270.0,219.0,1307.8,,,,,-533.8,2376.5,1467.0,,,3499.5,,True,False,True,True,,,,,True,False,,True,,False,,True,True,False,,True,True,False,True,True,True,,,,,True,False,True,,,False
08007,51,212.0,,209.4,,186.0,230.0,,,,,91.3,264.8,,,,100.0,,260.7,77.9,,,233.0,150.5,165.6,231.0,139.0,102.7,,,,,,198.8,,,,271.6,161.0,,158.4,,135.0,179.0,,,,,40.3,213.8,,,,49.0,,209.7,26.9,,,182.0,99.5,114.6,180.0,88.0,51.7,,,,,,147.8,,,,220.6,,True,,True,False,,,,,True,False,,,,True,,False,True,,,False,True,True,False,True,True,,,,,,True,,,,False
08009,16,50.0,,35.9,,37.0,0.0,,,,,28.5,96.7,,,,37.0,,29.8,1.2,,,135.0,34.2,46.8,61.0,35.0,37.0,,,,,,48.5,,,,45.6,34.0,,19.9,,21.0,-16.0,,,,,12.5,80.7,,,,21.0,,13.8,-14.8,,,119.0,18.2,30.8,45.0,19.0,21.0,,,,,,32.5,,,,29.6,,True,,True,True,,,,,True,False,,,,True,,True,True,,,False,True,True,False,True,True,,,,,,True,,,,True
08011,412,442.0,,447.5,,210.0,222.0,,,,,187.7,278.2,,,,58.0,,1189.3,64.2,,,198.0,282.2,342.0,351.0,102.0,158.2,,,,,,355.2,,,,431.9,30.0,,35.5,,-202.0,-190.0,,,,,-224.3,-133.8,,,,-354.0,,777.3,-347.8,,,-214.0,-129.8,-70.0,-61.0,-310.0,-253.8,,,,,,-56.8,,,,19.9,,False,,False,False,,,,,False,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,True
08013,1341,1864.0,,1937.7,,1643.0,1770.0,,,,,1370.3,2118.9,,1639.0,,2552.0,,1154.3,1600.2,1939.0,,1355.0,1722.9,2139.8,1599.0,1245.0,,,,,,1595.3,1685.9,2089.0,,,3181.8,523.0,,596.7,,302.0,429.0,,,,,29.3,777.9,,298.0,,1211.0,,-186.7,259.2,598.0,,14.0,381.9,798.8,258.0,-96.0,,,,,,254.3,344.9,748.0,,,1840.8,,False,,True,True,,,,,True,False,,True,,False,,True,True,False,,True,True,False,True,True,,,,,,True,True,False,,,False
08014,275,386.0,,388.4,,305.0,274.0,,,,,281.5,388.9,,,,692.0,,290.6,263.6,488.0,,306.0,382.0,478.1,349.0,296.0,,,,,,286.1,,,,,,111.0,,113.4,,30.0,-1.0,,,,,6.5,113.9,,,,417.0,,15.6,-11.4,213.0,,31.0,107.0,203.1,74.0,21.0,,,,,,11.1,,,,,,,False,,True,True,,,,,True,False,,,,False,,True,True,False,,True,True,False,True,True,,,,,,True,,,,,
08015,189,158.0,,167.4,,167.0,187.0,,,,,121.2,136.3,,,,175.0,,171.2,70.7,,,176.0,153.7,196.4,193.0,132.0,188.9,,,,,,146.5,,,,248.2,-31.0,,-21.6,,-22.0,-2.0,,,,,-67.8,-52.7,,,,-14.0,,-17.8,-118.3,,,-13.0,-35.3,7.4,4.0,-57.0,-0.1,,,,,,-42.5,,,,59.2,,True,,True,True,,,,,False,False,,,,True,,True,False,,,True,False,True,True,False,True,,,,,,False,,,,False
08017,2,22.0,,19.9,,16.0,0.0,,,,,16.5,61.1,,,,30.0,,14.4,4.1,,,13.0,13.2,25.9,23.0,18.0,20.0,,,,,,36.9,,,,22.7,20.0,,17.9,,14.0,-2.0,,,,,14.5,59.1,,,,28.0,,12.4,2.1,,,11.0,11.2,23.9,21.0,16.0,18.0,,,,,,34.9,,,,20.7,,True,,True,True,,,,,True,False,,,,False,,True,True,,,True,True,False,False,True,True,,,,,,False,,,,False
08019,34,42.0,,40.4,,38.0,35.0,,,,,28.4,42.2,,,,67.0,,29.3,5.7,,,26.0,43.7,57.9,34.0,31.0,61.1,,,,,,36.6,,,,61.7,8.0,,6.4,,4.0,1.0,,,,,-5.6,8.2,,,,33.0,,-4.7,-28.3,,,-8.0,9.7,23.9,0.0,-3.0,27.1,,,,,,2.6,,,,27.7,,True,,True,True,,,,,True,False,,,,False,,True,False,,,False,False,False,True,True,False,,,,,,True,,,,False
08021,58,62.0,,60.9,,67.0,73.0,,,,,36.6,59.0,,,,94.0,,114.5,23.8,,,53.0,54.8,73.0,93.0,49.0,75.1,,,,,,59.4,,,,91.9,4.0,,2.9,,9.0,15.0,,,,,-21.4,1.0,,,,36.0,,56.5,-34.2,,,-5.0,-3.2,15.0,35.0,-9.0,17.1,,,,,,1.4,,,,33.9,,True,,False,False,,,,,False,True,,,,False,,False,False,,,False,True,False,False,False,False,,,,,,True,,,,False
08023,45,40.0,,42.6,,31.0,0.0,,,,,21.6,32.1,,,,39.0,,18.5,3.3,,,75.0,27.8,40.6,23.0,24.0,39.6,,,,,,47.1,,,,64.2,-5.0,,-2.4,,-14.0,-45.0,,,,,-23.4,-12.9,,,,-6.0,,-26.5,-41.7,,,30.0,-17.2,-4.4,-22.0,-21.0,-5.4,,,,,,2.1,,,,19.2,,True,,False,False,,,,,False,False,,,,False,,False,False,,,False,False,True,False,False,False,,,,,,True,,,,False
08025,202,184.0,,206.6,,80.0,68.0,,,,,167.5,129.2,,,,62.0,,42.8,8.1,,,3.0,85.6,153.9,111.0,114.0,111.6,,,,,,156.7,,,,301.2,-18.0,,4.6,,-122.0,-134.0,,,,,-34.5,-72.8,,,,-140.0,,-159.2,-193.9,,,-199.0,-116.4,-48.1,-91.0,-88.0,-90.4,,,,,,-45.3,,,,99.2,,True,,False,False,,,,,False,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,False
08027,28,54.0,,54.5,,44.0,10.0,,,,,29.3,88.6,,,,18.0,,84.4,16.1,,,228.0,48.1,63.7,74.0,35.0,39.5,,,,,,51.9,,,,83.0,26.0,,26.5,,16.0,-18.0,,,,,1.3,60.6,,,,-10.0,,56.4,-11.9,,,200.0,20.1,35.7,46.0,7.0,11.5,,,,,,23.9,,,,55.0,,False,,True,True,,,,,True,False,,,,True,,False,True,,,False,True,False,False,True,True,,,,,,True,,,,False
08029,459,496.0,,501.0,,496.0,579.0,,,,,225.4,493.7,,,,404.0,,624.2,180.0,578.5,,555.0,449.5,514.5,564.0,347.0,333.1,,,,,,460.6,,,,708.5,37.0,,42.0,,37.0,120.0,,,,,-233.6,34.7,,,,-55.0,,165.2,-279.0,119.5,,96.0,-9.5,55.5,105.0,-112.0,-125.9,,,,,,1.6,,,,249.5,,False,,False,False,,,,,False,True,,,,False,,False,False,False,,False,True,False,False,False,False,,,,,,True,,,,False
08031,4167,5922.0,,5746.9,5801.3,5326.0,6629.0,,,,,3542.3,6154.3,,4937.0,,6902.0,,3363.6,4877.9,7172.5,,3970.5,4967.6,6460.1,5121.0,4261.0,6158.7,,,,,4943.3,5929.1,5326.0,,,6216.1,1755.0,,1579.9,1634.3,1159.0,2462.0,,,,,-624.7,1987.3,,770.0,,2735.0,,-803.4,710.9,3005.5,,-196.5,800.6,2293.1,954.0,94.0,1991.7,,,,,776.3,1762.1,1159.0,,,2049.1,,True,True,True,False,,,,,True,False,,True,,False,,True,True,False,,True,True,False,True,True,False,,,,,True,False,True,,,False
08033,9,18.0,,17.0,,15.0,0.0,,,,,10.7,26.3,,,,20.0,,34.6,24.5,,,3.0,13.5,20.3,17.0,13.0,17.6,,,,,,31.0,,,,17.5,9.0,,8.0,,6.0,-9.0,,,,,1.7,17.3,,,,11.0,,25.6,15.5,,,-6.0,4.5,11.3,8.0,4.0,8.6,,,,,,22.0,,,,8.5,,True,,True,False,,,,,True,False,,,,False,,False,False,,,True,True,False,True,True,True,,,,,,False,,,,True
08035,1763,2766.0,,2807.8,,2465.0,2433.0,,,,,1960.1,2886.4,,2483.0,,3014.0,,1934.6,1739.8,2983.5,,1908.0,2447.5,2954.0,2446.0,1930.0,3185.8,,,,,2388.7,2462.0,2085.0,,,2839.7,1003.0,,1044.8,,702.0,670.0,,,,,197.1,1123.4,,720.0,,1251.0,,171.6,-23.2,1220.5,,145.0,684.5,1191.0,683.0,167.0,1422.8,,,,,625.7,699.0,322.0,,,1076.7,,False,,True,True,,,,,True,False,,True,,False,,True,True,False,,True,True,False,True,True,False,,,,,True,True,True,,,False
08037,389,550.0,,557.9,,527.0,554.0,,,,,384.4,417.6,,592.3,,671.0,,504.7,246.8,498.0,,525.0,518.9,652.7,504.0,442.0,544.0,,,,,448.2,653.5,,,,640.5,161.0,,168.9,,138.0,165.0,,,,,-4.6,28.6,,203.3,,282.0,,115.7,-142.2,109.0,,136.0,129.9,263.7,115.0,53.0,155.0,,,,,59.2,264.5,,,,251.5,,False,,True,False,,,,,True,True,,False,,False,,True,True,True,,True,True,False,True,True,True,,,,,True,False,,,,False
08039,148,222.0,,236.4,,203.0,209.0,,,,,124.2,247.2,,,,244.0,,194.8,69.7,,,162.0,208.2,256.0,223.0,157.0,206.2,,,,,,156.7,,,,307.2,74.0,,88.4,,55.0,61.0,,,,,-23.8,99.2,,,,96.0,,46.8,-78.3,,,14.0,60.2,108.0,75.0,9.0,58.2,,,,,,8.7,,,,159.2,,False,,True,True,,,,,True,False,,,,False,,True,False,,,True,True,False,False,True,True,,,,,,True,,,,False
08041,5021,8046.0,,8040.4,8082.2,7547.0,7047.0,,,,,4731.7,8327.7,,7957.6,,8411.0,,7199.2,5581.5,9788.5,,6473.0,6978.7,7614.0,7311.0,6152.0,6876.7,,,,,7239.1,6832.4,7917.0,,,10860.1,3025.0,,3019.4,3061.2,2526.0,2026.0,,,,,-289.3,3306.7,,2936.6,,3390.0,,2178.2,560.5,4767.5,,1452.0,1957.7,2593.0,2290.0,1131.0,1855.7,,,,,2218.1,1811.4,2896.0,,,5839.1,,True,False,True,True,,,,,True,False,,True,,False,,True,True,False,,True,True,True,True,True,True,,,,,True,True,True,,,False
08043,790,814.0,,816.8,,575.0,641.0,,,,,427.4,702.6,,,,616.0,,582.6,347.2,752.0,,468.0,576.9,688.0,735.0,667.0,537.5,,,,,479.2,669.1,,,,904.4,24.0,,26.8,,-215.0,-149.0,,,,,-362.6,-87.4,,,,-174.0,,-207.4,-442.8,-38.0,,-322.0,-213.1,-102.0,-55.0,-123.0,-252.5,,,,,-310.8,-120.9,,,,114.4,,False,,False,False,,,,,False,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,,,,False
08045,736,922.0,,900.3,,752.0,888.0,,,,,473.6,930.8,,,,1093.0,,715.3,511.2,720.5,,907.0,827.8,1014.7,1163.0,681.0,675.5,,,,,696.0,974.8,,,,1043.9,186.0,,164.3,,16.0,152.0,,,,,-262.4,194.8,,,,357.0,,-20.7,-224.8,-15.5,,171.0,91.8,278.7,427.0,-55.0,-60.5,,,,,-40.0,238.8,,,,307.9,,True,,True,True,,,,,False,False,,,,False,,True,False,True,,True,True,False,False,True,True,,,,,True,False,,,,False
08047,16,16.0,,18.7,,16.0,13.0,,,,,12.2,31.6,,,,38.0,,17.6,6.0,,,2.0,16.0,28.5,17.0,13.0,35.0,,,,,,36.8,,,,17.7,0.0,,2.7,,0.0,-3.0,,,,,-3.8,15.6,,,,22.0,,1.6,-10.0,,,-14.0,0.0,12.5,1.0,-3.0,19.0,,,,,,20.8,,,,1.7,,False,,True,False,,,,,False,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,False
08049,102,106.0,,83.2,,97.0,154.0,,,,,71.8,87.0,,,,135.0,,77.2,43.1,,,53.0,102.7,133.6,93.0,85.0,126.2,,,,,,87.0,,,,131.4,4.0,,-18.8,,-5.0,52.0,,,,,-30.2,-15.0,,,,33.0,,-24.8,-58.9,,,-49.0,0.7,31.6,-9.0,-17.0,24.2,,,,,,-15.0,,,,29.4,,False,,False,False,,,,,False,False,,,,False,,False,False,,,False,True,False,False,False,False,,,,,,False,,,,False
08051,129,86.0,,85.9,,77.0,40.0,,,,,72.5,131.7,,83.1,,126.0,,52.6,23.3,,,67.0,79.9,102.9,38.0,74.0,112.1,,,,,,116.9,,,,104.2,-43.0,,-43.1,,-52.0,-89.0,,,,,-56.5,2.7,,-45.9,,-3.0,,-76.4,-105.7,,,-62.0,-49.1,-26.1,-91.0,-55.0,-16.9,,,,,,-12.1,,,,-24.8,,False,,False,False,,,,,False,True,,False,,True,,False,False,,,False,False,True,False,False,True,,,,,,True,,,,True
08053,0,4.0,,4.3,,3.0,0.0,,,,,2.2,8.9,,,,6.0,,1.4,2.3,,,4.0,1.0,6.1,2.0,3.0,5.3,,,,,,15.6,,,,2.4,4.0,,4.3,,3.0,0.0,,,,,2.2,8.9,,,,6.0,,1.4,2.3,,,4.0,1.0,6.1,2.0,3.0,5.3,,,,,,15.6,,,,2.4,,False,,True,True,,,,,True,False,,,,False,,True,True,,,False,True,False,True,True,False,,,,,,False,,,,True
08055,38,66.0,,57.1,,63.0,33.0,,,,,36.4,64.3,,,,71.0,,76.6,24.7,,,87.0,59.2,69.3,61.0,51.0,59.8,,,,,,55.8,,,,64.0,28.0,,19.1,,25.0,-5.0,,,,,-1.6,26.3,,,,33.0,,38.6,-13.3,,,49.0,21.2,31.3,23.0,13.0,21.8,,,,,,17.8,,,,26.0,,True,,True,True,,,,,True,True,,,,False,,False,True,,,False,True,False,True,True,True,,,,,,True,,,,True
08057,6,6.0,,6.3,,4.0,0.0,,,,,4.5,25.1,,,,6.0,,1.0,0.8,,,5.0,2.5,9.1,3.0,4.0,8.4,,,,,,18.9,,,,7.1,0.0,,0.3,,-2.0,-6.0,,,,,-1.5,19.1,,,,0.0,,-5.0,-5.2,,,-1.0,-3.5,3.1,-3.0,-2.0,2.4,,,,,,12.9,,,,1.1,,False,,False,False,,,,,False,False,,,,True,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,False
08059,3199,5332.0,,5281.5,5423.3,4540.0,4620.0,,,,,2776.7,5642.0,,4704.6,,5995.0,,4134.5,4029.4,5504.5,,3158.0,4547.4,5621.6,4137.0,3718.0,,,,,,3312.7,4868.6,3888.0,,,7406.6,2133.0,,2082.5,2224.3,1341.0,1421.0,,,,,-422.3,2443.0,,1505.6,,2796.0,,935.5,830.4,2305.5,,-41.0,1348.4,2422.6,938.0,519.0,,,,,,113.7,1669.6,689.0,,,4207.6,,True,False,True,True,,,,,True,False,,True,,False,,True,True,False,,True,True,False,True,True,,,,,,True,True,True,,,False
08061,20,38.0,,40.1,,21.0,14.0,,,,,12.6,66.2,,,,12.0,,88.0,30.2,,,21.0,23.3,31.2,24.0,23.0,15.8,,,,,,45.7,,,,67.0,18.0,,20.1,,1.0,-6.0,,,,,-7.4,46.2,,,,-8.0,,68.0,10.2,,,1.0,3.3,11.2,4.0,3.0,-4.2,,,,,,25.7,,,,47.0,,False,,True,True,,,,,True,False,,,,True,,False,True,,,True,True,True,True,True,True,,,,,,False,,,,False
08063,42,106.0,,101.4,,85.0,0.0,,,,,63.7,153.8,,,,111.0,,104.6,10.8,,,81.0,81.2,107.0,128.0,69.0,85.6,,,,,,111.1,,,,136.8,64.0,,59.4,,43.0,-42.0,,,,,21.7,111.8,,,,69.0,,62.6,-31.2,,,39.0,39.2,65.0,86.0,27.0,43.6,,,,,,69.1,,,,94.8,,True,,True,True,,,,,True,False,,,,False,,True,True,,,True,True,False,False,True,True,,,,,,False,,,,False
08065,49,68.0,,66.7,,67.0,86.0,,,,,46.0,88.2,,,,72.0,,68.4,14.6,,,45.0,57.2,77.7,72.0,54.0,83.3,,,,,,99.3,,,,79.8,19.0,,17.7,,18.0,37.0,,,,,-3.0,39.2,,,,23.0,,19.4,-34.4,,,-4.0,8.2,28.7,23.0,5.0,34.3,,,,,,50.3,,,,30.8,,True,,True,False,,,,,True,False,,,,False,,False,False,,,True,True,False,False,True,False,,,,,,False,,,,False
08067,316,530.0,,384.0,,387.0,313.0,,,,,304.7,528.8,,,,425.0,,336.3,278.8,750.0,,306.0,486.8,536.5,620.0,383.0,464.8,,,,,,543.6,,,,700.4,214.0,,68.0,,71.0,-3.0,,,,,-11.3,212.8,,,,109.0,,20.3,-37.2,434.0,,-10.0,170.8,220.5,304.0,67.0,148.8,,,,,,227.6,,,,384.4,,True,,True,True,,,,,True,True,,,,True,,True,True,False,,True,True,False,False,True,True,,,,,,False,,,,False
08069,1677,2846.0,,2777.3,,2588.0,2951.0,,,,,1647.8,3127.1,,2798.6,,3674.0,,2323.3,2186.4,2956.5,,2505.5,2571.6,3071.9,2996.0,2037.0,2790.1,,,,,2468.9,2517.7,2557.0,,,2375.0,1169.0,,1100.3,,911.0,1274.0,,,,,-29.2,1450.1,,1121.6,,1997.0,,646.3,509.4,1279.5,,828.5,894.6,1394.9,1319.0,360.0,1113.1,,,,,791.9,840.7,880.0,,,698.0,,True,,True,False,,,,,True,False,,True,,False,,True,True,False,,True,True,False,False,True,True,,,,,True,True,True,,,True
08071,118,142.0,,136.2,,106.0,0.0,,,,,71.7,137.8,,,,175.0,,129.8,44.7,,,84.0,117.8,147.6,185.0,105.0,95.0,,,,,,171.8,,,,117.5,24.0,,18.2,,-12.0,-118.0,,,,,-46.3,19.8,,,,57.0,,11.8,-73.3,,,-34.0,-0.2,29.6,67.0,-13.0,-23.0,,,,,,53.8,,,,-0.5,,True,,True,False,,,,,False,True,,,,False,,True,False,,,False,True,False,False,True,True,,,,,,False,,,,True
08073,95,250.0,,279.1,,148.0,16.0,,,,,133.3,48.5,,,,73.0,,761.1,66.9,,,596.0,188.8,225.7,,107.0,92.9,,,,,,145.4,,,,332.3,155.0,,184.1,,53.0,-79.0,,,,,38.3,-46.5,,,,-22.0,,666.1,-28.1,,,501.0,93.8,130.7,,12.0,-2.1,,,,,,50.4,,,,237.3,,False,,True,True,,,,,True,True,,,,True,,False,True,,,False,True,True,,True,True,,,,,,True,,,,False
08075,454,438.0,,436.0,,366.0,319.0,,,,,279.7,263.3,,,,404.0,,419.3,115.4,,,331.0,319.5,397.8,428.0,378.0,371.7,,,,,482.5,364.8,,,,581.0,-16.0,,-18.0,,-88.0,-135.0,,,,,-174.3,-190.7,,,,-50.0,,-34.7,-338.6,,,-123.0,-134.5,-56.2,-26.0,-76.0,-82.3,,,,,28.5,-89.2,,,,127.0,,False,,False,False,,,,,False,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,False,False,,,,False
08077,1356,1514.0,,1519.2,,1305.0,932.0,,,,,858.8,1592.4,,,,2873.0,,876.3,701.2,1608.0,,1228.0,1462.3,1644.9,1300.0,1264.0,1660.2,,,,,1411.5,1685.0,1546.0,,,2040.6,158.0,,163.2,,-51.0,-424.0,,,,,-497.2,236.4,,,,1517.0,,-479.7,-654.8,252.0,,-128.0,106.3,288.9,-56.0,-92.0,304.2,,,,,55.5,329.0,190.0,,,684.6,,False,,True,False,,,,,False,False,,,,False,,False,False,False,,True,True,False,True,True,False,,,,,True,False,False,,,False
08079,4,2.0,,1.0,,2.0,0.0,,,,,5.2,2.2,,,,6.0,,0.3,0.0,,,4.0,0.5,3.7,2.0,2.0,6.4,,,,,,13.4,,,,4.7,-2.0,,-3.0,,-2.0,-4.0,,,,,1.2,-1.8,,,,2.0,,-3.7,-4.0,,,0.0,-3.5,-0.3,-2.0,-2.0,2.4,,,,,,9.4,,,,0.7,,False,,False,False,,,,,True,True,,,,False,,False,False,,,True,False,True,False,False,False,,,,,,False,,,,True
08081,100,148.0,,141.3,,109.0,28.0,,,,,76.0,204.0,,,,199.0,,92.8,23.7,,,101.0,115.3,134.9,137.0,111.0,115.9,,,,,,233.9,,,,194.6,48.0,,41.3,,9.0,-72.0,,,,,-24.0,104.0,,,,99.0,,-7.2,-76.3,,,1.0,15.3,34.9,37.0,11.0,15.9,,,,,,133.9,,,,94.6,,True,,True,False,,,,,True,False,,,,False,,True,False,,,True,True,True,True,True,True,,,,,,False,,,,False
08083,212,288.0,,290.5,,232.0,240.0,,,,,158.8,270.2,,,,210.0,,165.3,83.3,,,289.0,238.6,288.7,302.0,212.0,224.8,,,,,,230.4,,,,339.4,76.0,,78.5,,20.0,28.0,,,,,-53.2,58.2,,,,-2.0,,-46.7,-128.7,,,77.0,26.6,76.7,90.0,0.0,12.8,,,,,,18.4,,,,127.4,,False,,True,True,,,,,True,True,,,,True,,True,False,,,False,True,False,False,True,True,,,,,,True,,,,False
08085,375,534.0,,520.3,,506.0,459.0,,,,,335.2,560.9,,,,574.0,,472.1,267.2,586.5,,648.0,553.1,621.4,702.0,391.0,502.6,,,,,,474.1,,,,531.2,159.0,,145.3,,131.0,84.0,,,,,-39.8,185.9,,,,199.0,,97.1,-107.8,211.5,,273.0,178.1,246.4,327.0,16.0,127.6,,,,,,99.1,,,,156.2,,True,,True,True,,,,,True,False,,,,False,,True,True,False,,False,False,False,False,True,True,,,,,,True,,,,True
08087,200,258.0,,260.9,,233.0,311.0,,,,,223.6,221.4,,,,496.0,,132.5,69.2,,,186.0,239.6,288.1,183.0,212.0,330.2,,,,,,307.8,,,,273.7,58.0,,60.9,,33.0,111.0,,,,,23.6,21.4,,,,296.0,,-67.5,-130.8,,,-14.0,39.6,88.1,-17.0,12.0,130.2,,,,,,107.8,,,,73.7,,False,,True,False,,,,,True,True,,,,False,,False,False,,,True,True,False,True,True,False,,,,,,False,,,,False
08089,299,668.0,,693.6,,524.0,773.0,,,,,264.6,672.5,,,,245.0,,1105.1,118.2,,,504.5,543.5,562.8,583.0,338.0,237.5,,,,,,529.0,,,,1307.1,369.0,,394.6,,225.0,474.0,,,,,-34.4,373.5,,,,-54.0,,806.1,-180.8,,,205.5,244.5,263.8,284.0,39.0,-61.5,,,,,,230.0,,,,1008.1,,False,,True,False,,,,,True,False,,,,True,,False,True,,,True,True,True,True,True,True,,,,,,True,,,,False
08091,17,14.0,,15.0,,16.0,5.0,,,,,17.1,10.6,,,,18.0,,13.8,1.5,,,30.0,21.9,36.8,13.0,14.0,51.9,,,,,,25.8,,,,16.0,-3.0,,-2.0,,-1.0,-12.0,,,,,0.1,-6.4,,,,1.0,,-3.2,-15.5,,,13.0,4.9,19.8,-4.0,-3.0,34.9,,,,,,8.8,,,,-1.0,,True,,True,False,,,,,True,False,,,,True,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,True
08093,64,66.0,,67.0,,68.0,75.0,,,,,46.5,91.9,,,,113.0,,52.7,26.2,,,58.0,85.2,119.7,85.0,57.0,94.5,,,,,,105.6,,,,71.8,2.0,,3.0,,4.0,11.0,,,,,-17.5,27.9,,,,49.0,,-11.3,-37.8,,,-6.0,21.2,55.7,21.0,-7.0,30.5,,,,,,41.6,,,,7.8,,False,,False,False,,,,,False,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,False
