,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01085,62,46.0,,41.1,,49.0,0.0,,,,,121.6,49.0,,,,55.0,,52.0,30.7,,,33.0,52.4,66.4,63.0,76.0,66.7,,,,,,53.5,,,,42.2,-16.0,,-20.9,,-13.0,-62.0,,,,,59.6,-13.0,,,,-7.0,,-10.0,-31.3,,,-29.0,-9.6,4.4,1.0,14.0,4.7,,,,,,-8.5,,,,-19.8,,False,,True,False,,,,,False,True,,,,True,,True,False,,,False,True,True,True,True,True,,,,,,True,,,,False
01087,122,120.0,,119.4,,108.0,133.0,,,,,116.3,129.2,,,,103.0,,88.0,52.9,,,94.0,113.6,121.2,119.0,157.0,163.3,,,,,,106.6,,,,108.6,-2.0,,-2.6,,-14.0,11.0,,,,,-5.7,7.2,,,,-19.0,,-34.0,-69.1,,,-28.0,-8.4,-0.8,-3.0,35.0,41.3,,,,,,-15.4,,,,-13.4,,False,,False,False,,,,,False,False,,,,False,,False,False,,,False,False,True,False,False,False,,,,,,False,,,,False
01089,4278,3812.0,,3848.7,4061.4,4059.0,4113.0,,,,,3417.4,5828.2,,5645.6,,3745.0,,5161.1,2581.6,2506.5,,4639.0,4218.3,4159.6,5313.0,4090.0,3882.2,,,,,3805.3,3797.4,3786.0,,,6630.6,-466.0,,-429.3,-216.6,-219.0,-165.0,,,,,-860.6,1550.2,,1367.6,,-533.0,,883.1,-1696.4,-1771.5,,361.0,-59.7,-118.4,1035.0,-188.0,-395.8,,,,,-472.7,-480.6,-492.0,,,2352.6,,True,True,True,True,,,,,False,False,,False,,False,,False,False,False,,True,True,True,False,True,True,,,,,False,False,False,,,False
01091,281,334.0,,317.8,,292.0,0.0,,,,,253.3,535.2,,,,198.0,,412.8,88.8,,,444.0,289.2,284.7,400.0,291.0,432.7,,,,,,301.9,,,,291.3,53.0,,36.8,,11.0,-281.0,,,,,-27.7,254.2,,,,-83.0,,131.8,-192.2,,,163.0,8.2,3.7,119.0,10.0,151.7,,,,,,20.9,,,,10.3,,True,,True,False,,,,,True,False,,,,False,,False,False,,,False,True,True,False,True,False,,,,,,True,,,,True
01093,321,278.0,,277.5,,291.0,283.0,,,,,310.2,276.0,,,,354.0,,499.3,142.8,189.0,,309.0,290.8,303.4,398.0,325.0,320.1,,,,,,297.3,,,,346.6,-43.0,,-43.5,,-30.0,-38.0,,,,,-10.8,-45.0,,,,33.0,,178.3,-178.2,-132.0,,-12.0,-30.2,-17.6,77.0,4.0,-0.9,,,,,,-23.7,,,,25.6,,False,,True,True,,,,,True,False,,,,True,,False,False,False,,True,True,True,False,True,True,,,,,,True,,,,True
01095,1095,1346.0,,1385.5,,1364.0,1347.0,,,,,1146.3,1517.7,,1729.1,,1359.0,,1565.7,847.1,1027.5,,1463.0,1286.5,1371.2,1853.0,1387.0,1269.8,,,,,942.1,1200.7,,,,1570.3,251.0,,290.5,,269.0,252.0,,,,,51.3,422.7,,634.1,,264.0,,470.7,-247.9,-67.5,,368.0,191.5,276.2,758.0,292.0,174.8,,,,,-152.9,105.7,,,,475.3,,False,,False,False,,,,,True,False,,False,,False,,False,True,True,,False,True,False,False,False,True,,,,,True,True,,,,False
01097,2634,2540.0,,2502.8,3287.9,2948.0,3419.0,,,,,2718.4,3386.3,,,,3177.0,,3304.2,1541.2,1678.0,,2536.0,3046.7,2895.0,3394.0,3517.0,3315.7,,,,,2068.9,2342.1,2323.0,,,3460.7,-94.0,,-131.2,653.9,314.0,785.0,,,,,84.4,752.3,,,,543.0,,670.2,-1092.8,-956.0,,-98.0,412.7,261.0,760.0,883.0,681.7,,,,,-565.1,-291.9,-311.0,,,826.7,,False,False,False,False,,,,,True,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,False,,,False
01099,183,132.0,,143.1,,132.0,181.0,,,,,116.0,178.5,,,,172.0,,139.0,67.9,,,51.0,114.1,145.2,193.0,202.0,158.7,,,,,,120.8,,,,73.1,-51.0,,-39.9,,-51.0,-2.0,,,,,-67.0,-4.5,,,,-11.0,,-44.0,-115.1,,,-132.0,-68.9,-37.8,10.0,19.0,-24.3,,,,,,-62.2,,,,-109.9,,True,,False,True,,,,,False,True,,,,True,,True,False,,,False,False,True,True,True,True,,,,,,False,,,,False
01101,1767,1504.0,,1527.7,,1763.0,2159.0,,,,,1818.3,1997.8,,2147.5,,1585.0,,1758.0,963.4,1152.5,,2086.0,1767.4,1831.9,2076.0,1958.0,2427.3,,,,,1447.8,1766.1,2116.0,,,1504.7,-263.0,,-239.3,,-4.0,392.0,,,,,51.3,230.8,,380.5,,-182.0,,-9.0,-803.6,-614.5,,319.0,0.4,64.9,309.0,191.0,660.3,,,,,-319.2,-0.9,349.0,,,-262.3,,True,,True,False,,,,,True,True,,False,,True,,True,False,False,,False,True,True,False,True,False,,,,,False,True,False,,,True
01103,1731,1762.0,,1634.3,,1604.0,1577.0,,,,,1574.0,2049.5,,,,1573.0,,1708.1,824.1,1293.0,,1735.0,1679.7,1861.0,2160.0,1735.0,1369.3,,,,,1657.0,1634.6,,,,1638.7,31.0,,-96.7,,-127.0,-154.0,,,,,-157.0,318.5,,,,-158.0,,-22.9,-906.9,-438.0,,4.0,-51.3,130.0,429.0,4.0,-361.7,,,,,-74.0,-96.4,,,,-92.3,,False,,False,False,,,,,False,False,,,,False,,True,False,False,,True,False,False,False,True,False,,,,,False,False,,,,False
01105,86,64.0,,65.9,,51.0,0.0,,,,,94.9,61.8,,,,74.0,,40.6,24.0,,,48.0,73.4,81.9,85.0,83.0,55.5,,,,,,58.1,,,,58.7,-22.0,,-20.1,,-35.0,-86.0,,,,,8.9,-24.2,,,,-12.0,,-45.4,-62.0,,,-38.0,-12.6,-4.1,-1.0,-3.0,-30.5,,,,,,-27.9,,,,-27.3,,True,,False,False,,,,,True,False,,,,True,,False,False,,,False,True,True,True,True,False,,,,,,False,,,,False
01107,257,186.0,,181.3,,172.0,118.0,,,,,195.1,230.7,,,,213.0,,103.7,87.2,,,176.0,201.0,201.1,204.0,234.0,173.0,,,,,,157.6,,,,191.5,-71.0,,-75.7,,-85.0,-139.0,,,,,-61.9,-26.3,,,,-44.0,,-153.3,-169.8,,,-81.0,-56.0,-55.9,-53.0,-23.0,-84.0,,,,,,-99.4,,,,-65.5,,False,,False,False,,,,,True,True,,,,True,,False,False,,,False,True,True,True,True,False,,,,,,False,,,,True
01109,165,142.0,,145.1,,149.0,113.0,,,,,206.3,145.1,,,,237.0,,143.0,96.9,143.5,,179.0,166.1,182.4,197.0,219.0,269.4,,,,,,184.9,,,,136.3,-23.0,,-19.9,,-16.0,-52.0,,,,,41.3,-19.9,,,,72.0,,-22.0,-68.1,-21.5,,14.0,1.1,17.4,32.0,54.0,104.4,,,,,,19.9,,,,-28.7,,True,,True,False,,,,,False,True,,,,False,,True,False,True,,True,True,True,False,False,False,,,,,,True,,,,False
01111,87,76.0,,76.0,,84.0,77.0,,,,,117.0,82.6,,,,197.0,,73.5,67.2,,,84.0,96.9,112.4,67.0,165.0,129.6,,,,,,94.5,,,,69.6,-11.0,,-11.0,,-3.0,-10.0,,,,,30.0,-4.4,,,,110.0,,-13.5,-19.8,,,-3.0,9.9,25.4,-20.0,78.0,42.6,,,,,,7.5,,,,-17.4,,False,,True,True,,,,,False,True,,,,False,,False,False,,,True,True,False,False,False,False,,,,,,True,,,,False
01113,225,216.0,,208.9,,237.0,323.0,,,,,302.5,192.8,,,,428.0,,236.7,148.9,237.5,,218.0,237.9,274.9,316.0,395.0,324.3,,,,,146.3,320.1,,,,210.9,-9.0,,-16.1,,12.0,98.0,,,,,77.5,-32.2,,,,203.0,,11.7,-76.1,12.5,,-7.0,12.9,49.9,91.0,170.0,99.3,,,,,-78.7,95.1,,,,-14.1,,False,,False,False,,,,,False,False,,,,False,,False,False,False,,True,False,False,False,False,False,,,,,False,False,,,,False
01115,983,954.0,,944.2,,969.0,1213.0,,,,,941.3,1296.1,,,,878.0,,1398.9,474.0,682.0,,1040.0,1034.7,1031.8,1357.0,1081.0,,,,,,738.7,756.4,,,,1124.8,-29.0,,-38.8,,-14.0,230.0,,,,,-41.7,313.1,,,,-105.0,,415.9,-509.0,-301.0,,57.0,51.7,48.8,374.0,98.0,,,,,,-244.3,-226.6,,,,141.8,,False,,True,False,,,,,False,False,,,,False,,False,False,False,,False,False,False,False,False,,,,,,False,False,,,,False
01117,2329,2202.0,,2326.0,,2295.0,2198.0,,,,,2234.8,2778.5,,2855.9,,1947.0,,2744.8,1320.5,1797.0,,2346.0,2298.7,2445.1,2953.0,2556.0,2262.4,,,,,2091.8,2048.9,2502.0,,,2799.3,-127.0,,-3.0,,-34.0,-131.0,,,,,-94.2,449.5,,526.9,,-382.0,,415.8,-1008.5,-532.0,,17.0,-30.3,116.1,624.0,227.0,-66.6,,,,,-237.2,-280.1,173.0,,,470.3,,True,,True,False,,,,,True,False,,False,,False,,False,False,False,,True,True,True,False,False,True,,,,,False,False,False,,,False
01119,157,94.0,,94.4,,85.0,79.0,,,,,98.4,177.5,,,,109.0,,73.4,40.6,,,79.0,102.5,121.6,131.0,115.0,75.8,,,,,,64.2,,,,81.2,-63.0,,-62.6,,-72.0,-78.0,,,,,-58.6,20.5,,,,-48.0,,-83.6,-116.4,,,-78.0,-54.5,-35.4,-26.0,-42.0,-81.2,,,,,,-92.8,,,,-75.8,,True,,False,False,,,,,True,True,,,,True,,False,False,,,False,True,True,True,True,False,,,,,,False,,,,False
01121,619,774.0,,748.8,,779.0,261.0,,,,,748.3,861.0,,,,849.0,,1157.6,438.5,597.5,,776.0,824.5,845.3,1123.0,872.0,708.6,,,,,649.4,625.5,,,,925.6,155.0,,129.8,,160.0,-358.0,,,,,129.3,242.0,,,,230.0,,538.6,-180.5,-21.5,,157.0,205.5,226.3,504.0,253.0,89.6,,,,,30.4,6.5,,,,306.6,,True,,False,False,,,,,True,False,,,,False,,False,False,True,,False,False,False,False,False,True,,,,,True,True,,,,False
01123,247,236.0,,252.6,,238.0,32.0,,,,,230.0,270.5,,,,309.0,,247.4,185.4,168.5,,198.0,251.6,295.9,262.0,324.0,312.4,,,,,,257.8,,,,250.5,-11.0,,5.6,,-9.0,-215.0,,,,,-17.0,23.5,,,,62.0,,0.4,-61.6,-78.5,,-49.0,4.6,48.9,15.0,77.0,65.4,,,,,,10.8,,,,3.5,,True,,True,False,,,,,False,False,,,,False,,True,False,False,,False,True,False,False,False,False,,,,,,True,,,,True
01125,2311,2616.0,,2659.9,,2723.0,3314.0,,,,,2531.0,3182.8,,3681.6,,2233.0,,2893.2,1292.2,1657.5,,3104.0,2827.9,2688.0,3527.0,2872.0,2567.7,,,,,2202.4,2116.6,2840.0,,,4312.7,305.0,,348.9,,412.0,1003.0,,,,,220.0,871.8,,1370.6,,-78.0,,582.2,-1018.8,-653.5,,793.0,516.9,377.0,1216.0,561.0,256.7,,,,,-108.6,-194.4,529.0,,,2001.7,,False,,False,False,,,,,True,False,,False,,True,,False,False,False,,False,False,False,False,False,True,,,,,True,True,False,,,False
01127,626,892.0,,896.7,,775.0,600.0,,,,,683.7,754.6,,,,811.0,,1285.1,445.3,464.5,,706.0,827.3,766.6,1119.0,967.0,739.3,,,,,821.5,742.8,,,,842.7,266.0,,270.7,,149.0,-26.0,,,,,57.7,128.6,,,,185.0,,659.1,-180.7,-161.5,,80.0,201.3,140.6,493.0,341.0,113.3,,,,,195.5,116.8,,,,216.7,,False,,True,True,,,,,True,True,,,,True,,False,True,True,,True,True,True,False,False,True,,,,,True,True,,,,True
01129,129,152.0,,153.4,,162.0,0.0,,,,,141.9,188.9,,,,179.0,,163.3,47.7,,,173.0,161.0,135.8,180.0,173.0,91.3,,,,,,168.4,,,,240.5,23.0,,24.4,,33.0,-129.0,,,,,12.9,59.9,,,,50.0,,34.3,-81.3,,,44.0,32.0,6.8,51.0,44.0,-37.7,,,,,,39.4,,,,111.5,,False,,False,False,,,,,True,False,,,,False,,False,False,,,False,False,True,False,False,False,,,,,,False,,,,False
01131,73,230.0,,242.5,,104.0,10.0,,,,,110.7,628.9,,,,65.0,,128.5,49.9,,,81.5,128.1,101.0,262.0,181.0,73.8,,,,,,131.1,,,,255.2,157.0,,169.5,,31.0,-63.0,,,,,37.7,555.9,,,,-8.0,,55.5,-23.1,,,8.5,55.1,28.0,189.0,108.0,0.8,,,,,,58.1,,,,182.2,,False,,True,True,,,,,True,False,,,,True,,True,True,,,True,True,True,False,True,True,,,,,,True,,,,False
01133,245,322.0,,324.5,,281.0,178.0,,,,,243.9,194.9,,,,329.0,,386.1,130.1,,,206.0,265.8,255.7,421.0,321.0,277.2,,,,,,317.4,,,,381.0,77.0,,79.5,,36.0,-67.0,,,,,-1.1,-50.1,,,,84.0,,141.1,-114.9,,,-39.0,20.8,10.7,176.0,76.0,32.2,,,,,,72.4,,,,136.0,,False,,True,True,,,,,True,True,,,,False,,False,False,,,True,True,True,False,True,True,,,,,,True,,,,False
02013,0,0.0,,0.1,,4.0,0.0,,,,,4.9,7.5,,,,,,3.3,4.7,,,8.0,3.3,12.6,4.0,12.0,23.0,,,,,,,,,,3.5,0.0,,0.1,,4.0,0.0,,,,,4.9,7.5,,,,,,3.3,4.7,,,8.0,3.3,12.6,4.0,12.0,23.0,,,,,,,,,,3.5,,False,,False,True,,,,,False,False,,,,,,False,False,,,False,False,False,False,False,False,,,,,,,,,,False
02016,27,92.0,,84.6,,64.0,,,,,,45.2,46.3,,,,,,3011.8,26.6,,,18.0,43.6,52.0,,63.0,64.1,,,,,,79.8,,,,319.5,65.0,,57.6,,37.0,,,,,,18.2,19.3,,,,,,2984.8,-0.4,,,-9.0,16.6,25.0,,36.0,37.1,,,,,,52.8,,,,292.5,,True,,True,,,,,,True,True,,,,,,False,True,,,True,True,True,,True,True,,,,,,True,,,,False
02020,2317,3720.0,,3582.9,3281.0,3310.0,4573.0,,,,,3097.1,3005.3,,3595.0,,,,2418.4,1933.5,3202.5,,3055.0,3220.8,3781.1,3276.0,2771.0,3509.0,,,,,3216.9,3675.4,3580.0,,,4193.9,1403.0,,1265.9,964.0,993.0,2256.0,,,,,780.1,688.3,,1278.0,,,,101.4,-383.5,885.5,,738.0,903.8,1464.1,959.0,454.0,1192.0,,,,,899.9,1358.4,1263.0,,,1876.9,,True,True,True,False,,,,,True,True,,True,,,,True,True,True,,True,True,False,True,True,True,,,,,True,True,True,,,False
02050,226,486.0,,475.8,,347.0,0.0,,,,,356.6,554.1,,,,,,283.0,182.5,,,284.0,357.6,426.1,460.0,366.0,433.6,,,,,,364.0,,,,653.3,260.0,,249.8,,121.0,-226.0,,,,,130.6,328.1,,,,,,57.0,-43.5,,,58.0,131.6,200.1,234.0,140.0,207.6,,,,,,138.0,,,,427.3,,True,,True,True,,,,,True,False,,,,,,True,True,,,True,True,True,True,True,True,,,,,,True,,,,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,9.4,0.1,,,,,,0.0,0.0,,,,0.0,0.2,0.0,3.0,2.2,,,,,,,,,,2.0,0.0,,0.0,,0.0,0.0,,,,,9.4,0.1,,,,,,0.0,0.0,,,,0.0,0.2,0.0,3.0,2.2,,,,,,,,,,2.0,,True,,True,True,,,,,False,False,,,,,,True,True,,,,True,False,True,False,False,,,,,,,,,,False
02068,6,16.0,,16.0,,14.0,1.0,,,,,10.6,13.9,,,,,,31.2,4.6,,,7.0,13.0,20.6,8.0,14.0,,,,,,,36.4,,,,15.6,10.0,,10.0,,8.0,-5.0,,,,,4.6,7.9,,,,,,25.2,-1.4,,,1.0,7.0,14.6,2.0,8.0,,,,,,,30.4,,,,9.6,,True,,True,True,,,,,True,True,,,,,,False,True,,,True,True,False,True,True,,,,,,,False,,,,True
02070,8,4.0,,3.8,,4.0,0.0,,,,,14.6,28.0,,,,,,2.7,3.6,,,1.0,7.6,15.0,6.0,20.0,33.7,,,,,,27.8,,,,4.6,-4.0,,-4.2,,-4.0,-8.0,,,,,6.6,20.0,,,,,,-5.3,-4.4,,,-7.0,-0.4,7.0,-2.0,12.0,25.7,,,,,,19.8,,,,-3.4,,False,,False,False,,,,,False,False,,,,,,False,False,,,False,True,False,True,False,False,,,,,,False,,,,True
02090,537,1034.0,,1014.3,,928.0,1022.0,,,,,772.9,914.2,,,,,,1140.0,324.8,868.5,,587.0,938.7,1116.6,1376.0,922.0,824.1,,,,,841.2,756.3,,,,1107.5,497.0,,477.3,,391.0,485.0,,,,,235.9,377.2,,,,,,603.0,-212.2,331.5,,50.0,401.7,579.6,839.0,385.0,287.1,,,,,304.2,219.3,,,,570.5,,True,,True,True,,,,,True,True,,,,,,False,True,True,,True,True,False,False,True,True,,,,,True,True,,,,False
02100,3,4.0,,4.5,,4.0,0.0,,,,,2.5,6.9,,,,,,13.0,0.4,,,3.0,4.1,5.2,,10.0,6.3,,,,,,,,,,2.8,1.0,,1.5,,1.0,-3.0,,,,,-0.5,3.9,,,,,,10.0,-2.6,,,0.0,1.1,2.2,,7.0,3.3,,,,,,,,,,-0.2,,False,,False,False,,,,,True,False,,,,,,False,False,,,True,False,False,,False,False,,,,,,,,,,True
02105,0,0.0,,0.0,,0.0,0.0,,,,,,2.7,,,,,,0.0,0.0,,,,0.1,0.1,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,2.7,,,,,,0.0,0.0,,,,0.1,0.1,0.0,,,,,,,,,,,,,,True,,True,True,,,,,,False,,,,,,True,True,,,,False,False,True,,,,,,,,,,,,
02110,75,94.0,,90.0,,86.0,79.0,,,,,112.6,121.0,,,,,,79.3,44.7,153.0,,57.0,121.7,128.6,99.0,79.0,170.3,,,,,,,,,,93.8,19.0,,15.0,,11.0,4.0,,,,,37.6,46.0,,,,,,4.3,-30.3,78.0,,-18.0,46.7,53.6,24.0,4.0,95.3,,,,,,,,,,18.8,,True,,True,True,,,,,False,False,,,,,,True,False,False,,True,False,False,False,True,False,,,,,,,,,,True
02122,378,522.0,,516.2,,487.0,707.0,,,,,472.7,555.2,,,,,,435.4,384.9,,,409.0,540.5,658.8,459.0,521.0,522.6,,,,,341.2,354.5,,,,664.6,144.0,,138.2,,109.0,329.0,,,,,94.7,177.2,,,,,,57.4,6.9,,,31.0,162.5,280.8,81.0,143.0,144.6,,,,,-36.8,-23.5,,,,286.6,,True,,True,False,,,,,True,False,,,,,,True,True,,,True,False,False,True,True,False,,,,,True,True,,,,False
02130,11,18.0,,15.5,,17.0,0.0,,,,,31.6,40.2,,,,,,18.5,9.6,,,14.0,23.2,33.5,17.0,23.0,,,,,,,,,,,16.5,7.0,,4.5,,6.0,-11.0,,,,,20.6,29.2,,,,,,7.5,-1.4,,,3.0,12.2,22.5,6.0,12.0,,,,,,,,,,,5.5,,True,,True,False,,,,,False,False,,,,,,False,True,,,True,False,False,True,False,,,,,,,,,,,True
02150,228,458.0,,455.0,,416.0,,,,,,217.4,758.1,,,,,,1640.1,183.0,,,1116.0,372.7,436.8,543.0,248.0,222.1,,,,,,391.2,,,,1160.6,230.0,,227.0,,188.0,,,,,,-10.6,530.1,,,,,,1412.1,-45.0,,,888.0,144.7,208.8,315.0,20.0,-5.9,,,,,,163.2,,,,932.6,,True,,True,,,,,,True,False,,,,,,False,True,,,False,True,True,False,True,True,,,,,,True,,,,False
02158,87,292.0,,280.4,,244.0,0.0,,,,,,347.6,,,,,,683.1,103.9,,,349.0,198.9,248.9,325.0,,,,,,,,,,,,,205.0,,193.4,,157.0,-87.0,,,,,,260.6,,,,,,596.1,16.9,,,262.0,111.9,161.9,238.0,,,,,,,,,,,,,,True,,True,True,,,,,,False,,,,,,False,True,,,False,True,True,False,,,,,,,,,,,,
02164,6,10.0,,9.6,,8.0,0.0,,,,,0.7,15.2,,,,,,4.9,4.1,,,13.0,,10.0,6.0,13.0,17.8,,,,,,36.3,,,,5.7,4.0,,3.6,,2.0,-6.0,,,,,-5.3,9.2,,,,,,-1.1,-1.9,,,7.0,,4.0,0.0,7.0,11.8,,,,,,30.3,,,,-0.3,,True,,True,False,,,,,False,False,,,,,,True,True,,,False,,False,True,False,False,,,,,,False,,,,True
02170,750,1258.0,,1047.4,,1265.0,1934.0,,,,,950.2,1499.6,,,,,,4039.1,936.3,1422.5,,393.0,1305.5,1292.5,1957.0,1109.0,609.3,,,,,1117.0,1063.7,,,,1792.1,508.0,,297.4,,515.0,1184.0,,,,,200.2,749.6,,,,,,3289.1,186.3,672.5,,-357.0,555.5,542.5,1207.0,359.0,-140.7,,,,,367.0,313.7,,,,1042.1,,True,,False,False,,,,,True,False,,,,,,False,True,False,,True,False,False,False,True,True,,,,,True,True,,,,False
02180,19,12.0,,6.0,,12.0,0.0,,,,,31.8,27.4,,,,,,5.0,18.4,,,3.0,24.4,44.5,17.0,36.0,71.7,,,,,,40.0,,,,18.3,-7.0,,-13.0,,-7.0,-19.0,,,,,12.8,8.4,,,,,,-14.0,-0.6,,,-16.0,5.4,25.5,-2.0,17.0,52.7,,,,,,21.0,,,,-0.7,,False,,False,False,,,,,False,False,,,,,,False,True,,,False,True,False,True,False,False,,,,,,False,,,,True
02185,151,198.0,,201.4,,172.0,0.0,,,,,158.6,358.7,,,,,,398.4,99.0,,,297.0,165.0,199.3,266.0,144.0,165.8,,,,,,157.0,,,,170.2,47.0,,50.4,,21.0,-151.0,,,,,7.6,207.7,,,,,,247.4,-52.0,,,146.0,14.0,48.3,115.0,-7.0,14.8,,,,,,6.0,,,,19.2,,False,,True,False,,,,,True,False,,,,,,False,False,,,False,True,False,False,True,True,,,,,,True,,,,True
02188,15,26.0,,25.6,,24.0,0.0,,,,,45.6,29.8,,,,,,11.6,21.2,,,14.0,24.0,41.5,18.0,44.0,48.2,,,,,,78.8,,,,36.4,11.0,,10.6,,9.0,-15.0,,,,,30.6,14.8,,,,,,-3.4,6.2,,,-1.0,9.0,26.5,3.0,29.0,33.2,,,,,,63.8,,,,21.4,,True,,True,False,,,,,False,False,,,,,,True,True,,,True,True,False,True,False,False,,,,,,False,,,,False
02195,1,6.0,,5.8,,1.0,0.0,,,,,4.1,2.7,,,,,,45.7,0.1,,,1.0,1.5,6.5,,11.0,,,,,,,,,,,,5.0,,4.8,,0.0,-1.0,,,,,3.1,1.7,,,,,,44.7,-0.9,,,0.0,0.5,5.5,,10.0,,,,,,,,,,,,,True,,True,True,,,,,True,True,,,,,,False,True,,,True,True,False,,False,,,,,,,,,,,
02198,6,12.0,,11.4,,11.0,,,,,,10.0,24.0,,,,,,42.7,7.1,,,9.0,11.5,16.3,9.0,,,,,,,,,,,,,6.0,,5.4,,5.0,,,,,,4.0,18.0,,,,,,36.7,1.1,,,3.0,5.5,10.3,3.0,,,,,,,,,,,,,,True,,True,,,,,,True,False,,,,,,False,True,,,True,True,False,True,,,,,,,,,,,,
02220,37,18.0,,14.4,,23.0,0.0,,,,,34.9,51.5,,,,,,16.4,22.9,,,21.0,36.9,50.7,20.0,40.0,53.0,,,,,,,,,,47.3,-19.0,,-22.6,,-14.0,-37.0,,,,,-2.1,14.5,,,,,,-20.6,-14.1,,,-16.0,-0.1,13.7,-17.0,3.0,16.0,,,,,,,,,,10.3,,False,,True,False,,,,,True,True,,,,,,False,True,,,True,True,True,True,True,True,,,,,,,,,,True
02230,5,0.0,,0.3,,0.0,0.0,,,,,2.7,1.8,,,,,,0.0,2.6,,,5.0,4.5,5.8,1.0,,,,,,,,,,,,,-5.0,,-4.7,,-5.0,-5.0,,,,,-2.3,-3.2,,,,,,-5.0,-2.4,,,0.0,-0.5,0.8,-4.0,,,,,,,,,,,,,,True,,False,False,,,,,True,True,,,,,,True,True,,,True,True,True,True,,,,,,,,,,,,
02240,44,60.0,,62.0,,48.0,0.0,,,,,56.9,58.7,,,,,,42.5,18.0,,,25.0,45.0,63.9,51.0,59.0,79.9,,,,,,48.6,,,,76.8,16.0,,18.0,,4.0,-44.0,,,,,12.9,14.7,,,,,,-1.5,-26.0,,,-19.0,1.0,19.9,7.0,15.0,35.9,,,,,,4.6,,,,32.8,,False,,True,False,,,,,True,True,,,,,,True,False,,,False,True,False,True,True,False,,,,,,True,,,,False
02261,30,40.0,,41.6,,43.0,,,,,,39.2,57.0,,,,,,34.1,28.3,,,44.0,37.4,55.9,52.0,51.0,59.3,,,,,,54.9,,,,57.3,10.0,,11.6,,13.0,,,,,,9.2,27.0,,,,,,4.1,-1.7,,,14.0,7.4,25.9,22.0,21.0,29.3,,,,,,24.9,,,,27.3,,False,,False,,,,,,True,False,,,,,,True,True,,,False,True,False,False,False,False,,,,,,False,,,,False
