,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
13163,302,276.0,,0.0,,,,131.0,,211.7,110.1,215.0,,,,,-26.0,,-302.0,,,,-171.0,,-90.3,-191.9,-87.0,,,,,,False,,,,False,,False,False,False,,,,
13165,49,48.0,,0.0,,,,84.0,,16.0,24.4,42.0,,,,,-1.0,,-49.0,,,,35.0,,-33.0,-24.6,-7.0,,,,,,False,,,,False,,False,False,False,,,,
13167,163,30.0,,0.0,,,,102.0,,1.0,31.8,28.0,,,,,-133.0,,-163.0,,,,-61.0,,-162.0,-131.2,-135.0,,,,,,False,,,,True,,False,True,False,,,,
13169,347,114.0,,22.0,,,,242.0,,29.8,182.5,83.0,,,,,-233.0,,-325.0,,,,-105.0,,-317.2,-164.5,-264.0,,,,,,False,,,,True,,False,True,False,,,,
13171,465,210.0,,375.0,,,,224.0,,39.6,145.5,262.5,,,,,-255.0,,-90.0,,,,-241.0,,-425.4,-319.5,-202.5,,,,,,True,,,,True,,False,False,True,,,,
13173,116,90.0,,0.0,,,,39.0,,7.1,33.3,41.5,,,,,-26.0,,-116.0,,,,-77.0,,-108.9,-82.7,-74.5,,,,,,False,,,,False,,False,False,False,,,,
13175,987,342.0,,339.0,,,,418.0,,21.0,365.2,174.0,,200.8,,,-645.0,,-648.0,,,,-569.0,,-966.0,-621.8,-813.0,,-786.2,,,,False,,,,True,,False,True,False,,False,,
13177,514,126.0,,39.0,,,,236.0,,17.1,82.1,50.0,,,,,-388.0,,-475.0,,,,-278.0,,-496.9,-431.9,-464.0,,,,,,False,,,,True,,False,False,False,,,,
13179,448,390.0,,637.0,,,,265.0,,158.2,278.7,290.0,,219.4,,,-58.0,,189.0,,,,-183.0,,-289.8,-169.3,-158.0,,-228.6,,,,False,,,,False,,False,False,False,,False,,
13181,118,114.0,,42.0,,,,66.0,,16.2,23.6,130.0,,,,,-4.0,,-76.0,,,,-52.0,,-101.8,-94.4,12.0,,,,,,False,,,,False,,False,False,False,,,,
13183,171,30.0,,3.0,,,,49.0,,27.4,58.0,13.0,,,,,-141.0,,-168.0,,,,-122.0,,-143.6,-113.0,-158.0,,,,,,False,,,,True,,False,True,False,,,,
13185,2339,1818.0,,2608.0,,,,777.0,,126.1,1461.7,1399.5,,535.7,,,-521.0,,269.0,,,,-1562.0,,-2212.9,-877.3,-939.5,,-1803.3,,,,True,,,,False,,False,False,False,,False,,
13187,650,390.0,,298.0,,,,380.0,,447.7,198.2,536.5,,221.1,,,-260.0,,-352.0,,,,-270.0,,-202.3,-451.8,-113.5,,-428.9,,,,False,,,,False,,True,False,True,,False,,
13189,374,252.0,,286.0,,,,208.0,,38.7,141.7,121.5,,,,,-122.0,,-88.0,,,,-166.0,,-335.3,-232.3,-252.5,,,,,,True,,,,False,,False,False,False,,,,
13191,131,96.0,,0.0,,,,47.0,,21.6,45.4,90.0,,,,,-35.0,,-131.0,,,,-84.0,,-109.4,-85.6,-41.0,,,,,,False,,,,False,,False,False,False,,,,
13193,121,66.0,,39.0,,,,139.0,,2.3,50.4,27.0,,,,,-55.0,,-82.0,,,,18.0,,-118.7,-70.6,-94.0,,,,,,False,,,,True,,False,False,False,,,,
13195,733,306.0,,486.0,,,,316.0,,84.3,204.1,367.0,,,,,-427.0,,-247.0,,,,-417.0,,-648.7,-528.9,-366.0,,,,,,True,,,,True,,False,False,True,,,,
13197,60,36.0,,0.0,,,,83.0,,1.9,36.4,6.0,,,,,-24.0,,-60.0,,,,23.0,,-58.1,-23.6,-54.0,,,,,,False,,,,True,,False,True,False,,,,
13199,290,162.0,,45.0,,,,256.0,,26.4,115.1,42.0,,,,,-128.0,,-245.0,,,,-34.0,,-263.6,-174.9,-248.0,,,,,,False,,,,True,,False,False,False,,,,
13201,127,138.0,,0.0,,,,69.0,,42.2,16.2,131.0,,,,,11.0,,-127.0,,,,-58.0,,-84.8,-110.8,4.0,,,,,,False,,,,False,,False,False,True,,,,
13205,346,132.0,,46.0,,,,193.0,,54.1,56.8,100.0,,,,,-214.0,,-300.0,,,,-153.0,,-291.9,-289.2,-246.0,,,,,,False,,,,True,,False,False,False,,,,
13207,548,186.0,,278.0,,,,289.0,,23.7,166.1,161.0,,,,,-362.0,,-270.0,,,,-259.0,,-524.3,-381.9,-387.0,,,,,,True,,,,True,,False,False,False,,,,
13209,140,54.0,,30.0,,,,48.0,,3.8,32.2,14.0,,,,,-86.0,,-110.0,,,,-92.0,,-136.2,-107.8,-126.0,,,,,,False,,,,False,,False,False,False,,,,
13211,327,192.0,,45.0,,,,212.0,,23.0,62.1,114.0,,,,,-135.0,,-282.0,,,,-115.0,,-304.0,-264.9,-213.0,,,,,,False,,,,True,,False,False,False,,,,
13213,1360,960.0,,1456.0,,,,711.0,,1102.9,680.9,1277.0,,389.3,,,-400.0,,96.0,,,,-649.0,,-257.1,-679.1,-83.0,,-970.7,,,,True,,,,False,,True,False,True,,False,,
13215,2228,1038.0,,2489.0,,,,2509.0,,1290.2,1530.5,957.5,,348.0,,,-1190.0,,261.0,,,,281.0,,-937.8,-697.5,-1270.5,,-1880.0,,,,True,,,,True,,True,True,False,,False,,
13217,2044,954.0,,1493.0,,,,954.0,,158.8,797.5,793.5,,289.6,,,-1090.0,,-551.0,,,,-1090.0,,-1885.2,-1246.5,-1250.5,,-1754.4,,,,True,,,,False,,False,False,False,,False,,
13219,828,426.0,,788.0,,,,338.0,,29.4,196.7,292.0,,251.5,,,-402.0,,-40.0,,,,-490.0,,-798.6,-631.3,-536.0,,-576.5,,,,True,,,,False,,False,False,False,,False,,
13221,315,78.0,,37.0,,,,140.0,,18.8,62.7,34.0,,,,,-237.0,,-278.0,,,,-175.0,,-296.2,-252.3,-281.0,,,,,,False,,,,True,,False,False,False,,,,
13223,3489,1602.0,,1778.0,,,,1833.0,,280.4,1464.5,1748.5,,637.7,,,-1887.0,,-1711.0,,,,-1656.0,,-3208.6,-2024.5,-1740.5,,-2851.3,,,,True,,,,True,,False,False,True,,False,,
13225,459,306.0,,342.0,,,,214.0,,45.5,172.3,254.0,,,,,-153.0,,-117.0,,,,-245.0,,-413.5,-286.7,-205.0,,,,,,True,,,,False,,False,False,False,,,,
13227,676,402.0,,339.0,,,,446.0,,58.3,323.1,376.0,,,,,-274.0,,-337.0,,,,-230.0,,-617.7,-352.9,-300.0,,,,,,False,,,,True,,False,False,False,,,,
13229,411,162.0,,120.0,,,,74.0,,4.5,102.9,42.0,,99.0,,,-249.0,,-291.0,,,,-337.0,,-406.5,-308.1,-369.0,,-312.0,,,,False,,,,False,,False,False,False,,False,,
13231,456,372.0,,433.0,,,,214.0,,36.1,79.6,214.0,,,,,-84.0,,-23.0,,,,-242.0,,-419.9,-376.4,-242.0,,,,,,True,,,,False,,False,False,False,,,,
13233,1100,558.0,,671.0,,,,769.0,,126.1,386.6,466.0,,335.5,,,-542.0,,-429.0,,,,-331.0,,-973.9,-713.4,-634.0,,-764.5,,,,True,,,,True,,False,False,False,,False,,
13235,139,54.0,,59.0,,,,75.0,,2.3,20.5,8.0,,,,,-85.0,,-80.0,,,,-64.0,,-136.7,-118.5,-131.0,,,,,,True,,,,True,,False,False,False,,,,
13237,329,150.0,,84.0,,,,218.0,,26.0,150.5,92.0,,,,,-179.0,,-245.0,,,,-111.0,,-303.0,-178.5,-237.0,,,,,,False,,,,True,,False,True,False,,,,
13239,19,90.0,,94.0,,,,38.0,,87.0,0.4,12.0,,,,,71.0,,75.0,,,,19.0,,68.0,-18.6,-7.0,,,,,,False,,,,True,,True,True,True,,,,
13241,550,228.0,,129.0,,,,177.0,,378.4,93.7,229.0,,,,,-322.0,,-421.0,,,,-373.0,,-171.6,-456.3,-321.0,,,,,,False,,,,False,,True,False,True,,,,
13243,39,42.0,,0.0,,,,87.0,,9.8,7.3,12.0,,,,,3.0,,-39.0,,,,48.0,,-29.2,-31.7,-27.0,,,,,,False,,,,False,,False,False,False,,,,
13245,4633,3048.0,,5476.0,,,,1844.0,,1178.3,1903.9,3155.0,,1084.5,,,-1585.0,,843.0,,,,-2789.0,,-3454.7,-2729.1,-1478.0,,-3548.5,,,,True,,,,False,,False,False,True,,False,,
13247,1275,666.0,,871.0,,,,732.0,,189.5,758.4,548.0,,200.0,,,-609.0,,-404.0,,,,-543.0,,-1085.5,-516.6,-727.0,,-1075.0,,,,True,,,,True,,False,True,False,,False,,
13249,69,18.0,,0.0,,,,57.0,,1.6,6.5,18.0,,,,,-51.0,,-69.0,,,,-12.0,,-67.4,-62.5,-51.0,,,,,,False,,,,True,,False,False,False,,,,
13251,80,36.0,,0.0,,,,90.0,,15.7,37.0,7.0,,,,,-44.0,,-80.0,,,,10.0,,-64.3,-43.0,-73.0,,,,,,False,,,,True,,False,True,False,,,,
13253,163,324.0,,1.0,,,,102.0,,786.4,32.4,268.0,,,,,161.0,,-162.0,,,,-61.0,,623.4,-130.6,105.0,,,,,,False,,,,True,,False,True,True,,,,
13255,1293,612.0,,692.0,,,,748.0,,78.4,625.7,332.5,,241.1,,,-681.0,,-601.0,,,,-545.0,,-1214.6,-667.3,-960.5,,-1051.9,,,,True,,,,True,,False,True,False,,False,,
13257,753,306.0,,169.0,,,,361.0,,717.1,249.0,474.0,,215.1,,,-447.0,,-584.0,,,,-392.0,,-35.9,-504.0,-279.0,,-537.9,,,,False,,,,True,,True,False,True,,False,,
13259,54,24.0,,0.0,,,,98.0,,0.7,35.5,39.0,,,,,-30.0,,-54.0,,,,44.0,,-53.3,-18.5,-15.0,,,,,,False,,,,False,,False,True,True,,,,
13261,465,90.0,,0.0,,,,297.0,,7.4,136.9,33.0,,56.4,,,-375.0,,-465.0,,,,-168.0,,-457.6,-328.1,-432.0,,-408.6,,,,False,,,,True,,False,True,False,,False,,
13263,57,60.0,,71.0,,,,67.0,,35.0,28.7,52.0,,,,,3.0,,14.0,,,,10.0,,-22.0,-28.3,-5.0,,,,,,False,,,,False,,False,False,False,,,,
13265,17,18.0,,0.0,,,,32.0,,6.2,4.2,12.0,,,,,1.0,,-17.0,,,,15.0,,-10.8,-12.8,-5.0,,,,,,False,,,,False,,False,False,False,,,,
13267,361,96.0,,102.0,,,,140.0,,22.9,120.7,62.0,,77.9,,,-265.0,,-259.0,,,,-221.0,,-338.1,-240.3,-299.0,,-283.1,,,,True,,,,True,,False,True,False,,False,,
13269,187,54.0,,35.0,,,,96.0,,1.4,18.1,14.0,,,,,-133.0,,-152.0,,,,-91.0,,-185.6,-168.9,-173.0,,,,,,False,,,,True,,False,False,False,,,,
13271,113,60.0,,122.0,,,,123.0,,0.9,104.2,0.0,,,,,-53.0,,9.0,,,,10.0,,-112.1,-8.8,-113.0,,,,,,True,,,,True,,False,True,False,,,,
13273,164,24.0,,0.0,,,,86.0,,1.4,16.0,23.0,,,,,-140.0,,-164.0,,,,-78.0,,-162.6,-147.9,-141.0,,,,,,False,,,,True,,False,False,False,,,,
13275,817,264.0,,298.0,,,,297.0,,28.1,272.2,230.0,,110.3,,,-553.0,,-519.0,,,,-520.0,,-788.9,-544.8,-587.0,,-706.7,,,,True,,,,True,,False,True,False,,False,,
13277,1079,516.0,,419.0,,,,328.0,,75.6,304.7,420.5,,139.3,,,-563.0,,-660.0,,,,-751.0,,-1003.4,-774.3,-658.5,,-939.7,,,,False,,,,False,,False,False,False,,False,,
13279,529,150.0,,45.0,,,,160.0,,34.5,133.9,105.0,,84.2,,,-379.0,,-484.0,,,,-369.0,,-494.5,-395.1,-424.0,,-444.8,,,,False,,,,True,,False,False,False,,False,,
13281,241,216.0,,76.0,,,,134.0,,27.7,100.1,127.0,,,,,-25.0,,-165.0,,,,-107.0,,-213.3,-140.9,-114.0,,,,,,False,,,,False,,False,False,False,,,,
13283,92,60.0,,0.0,,,,55.0,,2.6,23.3,13.0,,,,,-32.0,,-92.0,,,,-37.0,,-89.4,-68.7,-79.0,,,,,,False,,,,False,,False,False,False,,,,
13285,1124,828.0,,728.0,,,,975.0,,84.7,529.2,528.0,,271.2,,,-296.0,,-396.0,,,,-149.0,,-1039.3,-594.8,-596.0,,-852.8,,,,False,,,,True,,False,False,False,,False,,
13287,193,90.0,,0.0,,,,51.0,,10.6,29.9,12.0,,,,,-103.0,,-193.0,,,,-142.0,,-182.4,-163.1,-181.0,,,,,,False,,,,False,,False,False,False,,,,
13289,134,36.0,,32.0,,,,64.0,,1.4,26.2,8.0,,,,,-98.0,,-102.0,,,,-70.0,,-132.6,-107.8,-126.0,,,,,,False,,,,True,,False,False,False,,,,
13291,367,0.0,,103.0,,,,289.0,,6.1,111.0,6.0,,62.2,,,-367.0,,-264.0,,,,-78.0,,-360.9,-256.0,-361.0,,-304.8,,,,True,,,,True,,True,True,True,,True,,
13293,574,372.0,,237.0,,,,355.0,,14.3,130.6,413.5,,274.0,,,-202.0,,-337.0,,,,-219.0,,-559.7,-443.4,-160.5,,-300.0,,,,False,,,,False,,False,False,True,,False,,
13295,1565,1044.0,,1505.0,,,,1492.0,,664.8,780.6,1054.0,,564.3,,,-521.0,,-60.0,,,,-73.0,,-900.2,-784.4,-511.0,,-1000.7,,,,True,,,,True,,False,False,True,,False,,
13297,2146,822.0,,602.0,,,,916.0,,108.3,945.5,1033.5,,498.9,,,-1324.0,,-1544.0,,,,-1230.0,,-2037.7,-1200.5,-1112.5,,-1647.1,,,,False,,,,True,,False,True,True,,False,,
13299,659,420.0,,189.0,,,,190.0,,12.0,297.2,166.0,,148.9,,,-239.0,,-470.0,,,,-469.0,,-647.0,-361.8,-493.0,,-510.1,,,,False,,,,False,,False,False,False,,False,,
13301,71,48.0,,0.0,,,,49.0,,1.9,5.3,30.0,,,,,-23.0,,-71.0,,,,-22.0,,-69.1,-65.7,-41.0,,,,,,False,,,,True,,False,False,False,,,,
13303,294,426.0,,504.0,,,,199.0,,269.5,213.9,556.0,,,,,132.0,,210.0,,,,-95.0,,-24.5,-80.1,262.0,,,,,,False,,,,True,,True,True,False,,,,
13305,499,444.0,,114.0,,,,151.0,,56.2,146.4,368.0,,241.6,,,-55.0,,-385.0,,,,-348.0,,-442.8,-352.6,-131.0,,-257.4,,,,False,,,,False,,False,False,False,,False,,
13307,24,24.0,,0.0,,,,35.0,,0.6,1.0,6.0,,,,,0.0,,-24.0,,,,11.0,,-23.4,-23.0,-18.0,,,,,,False,,,,False,,False,False,False,,,,
13309,44,18.0,,0.0,,,,58.0,,0.4,11.4,3.0,,,,,-26.0,,-44.0,,,,14.0,,-43.6,-32.6,-41.0,,,,,,False,,,,True,,False,False,False,,,,
13311,871,282.0,,100.0,,,,312.0,,390.4,201.1,340.0,,173.1,,,-589.0,,-771.0,,,,-559.0,,-480.6,-669.9,-531.0,,-697.9,,,,False,,,,True,,True,False,True,,False,,
13313,4560,3090.0,,3437.0,,,,2097.0,,3085.1,2344.4,4624.0,,1159.9,,,-1470.0,,-1123.0,,,,-2463.0,,-1474.9,-2215.6,64.0,,-3400.1,,,,True,,,,False,,False,False,True,,False,,
13315,222,48.0,,0.0,,,,75.0,,1.3,9.1,11.0,,,,,-174.0,,-222.0,,,,-147.0,,-220.7,-212.9,-211.0,,,,,,False,,,,True,,False,False,False,,,,
13317,208,210.0,,99.0,,,,107.0,,23.4,72.0,171.0,,,,,2.0,,-109.0,,,,-101.0,,-184.6,-136.0,-37.0,,,,,,False,,,,False,,False,False,False,,,,
13319,169,90.0,,0.0,,,,63.0,,9.6,35.0,52.0,,,,,-79.0,,-169.0,,,,-106.0,,-159.4,-134.0,-117.0,,,,,,False,,,,False,,False,False,False,,,,
13321,342,60.0,,42.0,,,,143.0,,9.9,46.7,0.0,,,,,-282.0,,-300.0,,,,-199.0,,-332.1,-295.3,-342.0,,,,,,False,,,,True,,False,False,False,,,,
15001,399,504.0,,438.0,,,,,,276.1,1864.5,235.0,,231.6,,,105.0,,39.0,,,,,,-122.9,1465.5,-164.0,,-167.4,,,,True,,,,,,False,False,False,,False,,
15003,3306,3378.0,,1895.0,,,,,,3174.9,11123.1,3339.5,,1608.9,,,72.0,,-1411.0,,,,,,-131.1,7817.1,33.5,,-1697.1,,,,False,,,,,,False,False,True,,False,,
15005,0,0.0,,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,True,,,,,,True,True,,,,,
15007,62,54.0,,149.0,,,,,,270.3,41.9,110.0,,,,,-8.0,,87.0,,,,,,208.3,-20.1,48.0,,,,,,False,,,,,,False,False,False,,,,
15009,584,162.0,,108.0,,,,,,267.3,986.0,87.0,,,,,-422.0,,-476.0,,,,,,-316.7,402.0,-497.0,,,,,,False,,,,,,True,True,False,,,,
16001,15160,13278.0,,15074.0,,,,9787.0,,34092.5,7017.1,17080.0,,5064.8,,,-1882.0,,-86.0,,,,-5373.0,,18932.5,-8142.9,1920.0,,-10095.2,,,,True,,,,False,,False,False,False,,False,,
16003,139,42.0,,1.0,,,,61.0,,8.5,14.6,68.0,,,,,-97.0,,-138.0,,,,-78.0,,-130.5,-124.4,-71.0,,,,,,False,,,,True,,False,False,True,,,,
16005,2744,2058.0,,1276.0,,,,4316.0,,657.3,1231.0,1663.0,,1853.5,,,-686.0,,-1468.0,,,,1572.0,,-2086.7,-1513.0,-1081.0,,-890.5,,,,False,,,,False,,False,False,False,,False,,
16007,119,138.0,,93.0,,,,131.0,,1397.9,108.0,357.5,,,,,19.0,,-26.0,,,,12.0,,1278.9,-11.0,238.5,,,,,,False,,,,True,,False,True,False,,,,
16009,183,120.0,,31.0,,,,333.0,,113.6,76.7,86.0,,,,,-63.0,,-152.0,,,,150.0,,-69.4,-106.3,-97.0,,,,,,False,,,,False,,False,False,False,,,,
16011,1415,1446.0,,1147.0,,,,2325.0,,1754.2,576.3,1321.5,,928.4,,,31.0,,-268.0,,,,910.0,,339.2,-838.7,-93.5,,-486.6,,,,False,,,,False,,False,False,False,,False,,
16013,461,516.0,,913.0,,,,556.0,,716.2,194.8,541.0,,,,,55.0,,452.0,,,,95.0,,255.2,-266.2,80.0,,,,,,False,,,,False,,False,False,False,,,,
16015,126,66.0,,0.0,,,,102.0,,65.5,106.6,107.0,,,,,-60.0,,-126.0,,,,-24.0,,-60.5,-19.4,-19.0,,,,,,False,,,,True,,False,True,True,,,,
16017,1069,900.0,,1514.0,,,,712.0,,4833.0,779.3,1450.0,,,,,-169.0,,445.0,,,,-357.0,,3764.0,-289.7,381.0,,,,,,False,,,,False,,False,False,False,,,,
16019,4185,4068.0,,4094.0,,,,3876.0,,4759.5,2212.5,5241.5,,2119.3,,,-117.0,,-91.0,,,,-309.0,,574.5,-1972.5,1056.5,,-2065.7,,,,True,,,,False,,False,False,False,,False,,
16021,224,234.0,,361.0,,,,110.0,,71.9,263.0,177.0,,,,,10.0,,137.0,,,,-114.0,,-152.1,39.0,-47.0,,,,,,False,,,,False,,False,False,False,,,,
16023,47,12.0,,0.0,,,,99.0,,5.4,29.1,0.0,,,,,-35.0,,-47.0,,,,52.0,,-41.6,-17.9,-47.0,,,,,,False,,,,False,,False,True,False,,,,
16025,7,6.0,,0.0,,,,43.0,,1.2,8.6,13.0,,,,,-1.0,,-7.0,,,,36.0,,-5.8,1.6,6.0,,,,,,False,,,,False,,False,False,False,,,,
16027,7464,6828.0,,7567.0,,,,4429.0,,4047.3,5501.7,9502.5,,2969.9,,,-636.0,,103.0,,,,-3035.0,,-3416.7,-1962.3,2038.5,,-4494.1,,,,True,,,,False,,False,False,False,,False,,
16029,126,186.0,,42.0,,,,195.0,,48.8,67.8,96.0,,,,,60.0,,-84.0,,,,69.0,,-77.2,-58.2,-30.0,,,,,,False,,,,False,,False,True,True,,,,
16031,674,1020.0,,1048.0,,,,1780.0,,558.3,413.0,966.5,,486.8,,,346.0,,374.0,,,,1106.0,,-115.7,-261.0,292.5,,-187.2,,,,False,,,,False,,True,True,True,,True,,
16033,7,18.0,,0.0,,,,38.0,,152.6,3.0,6.0,,,,,11.0,,-7.0,,,,31.0,,145.6,-4.0,-1.0,,,,,,True,,,,False,,False,True,True,,,,
16035,558,348.0,,0.0,,,,308.0,,362.6,240.8,328.0,,,,,-210.0,,-558.0,,,,-250.0,,-195.4,-317.2,-230.0,,,,,,False,,,,False,,True,False,False,,,,
16037,78,108.0,,,,,,74.0,,672.4,35.3,43.0,,,,,30.0,,,,,,-4.0,,594.4,-42.7,-35.0,,,,,,,,,,True,,False,False,False,,,,
16039,585,540.0,,633.0,,,,896.0,,853.6,218.6,394.0,,,,,-45.0,,48.0,,,,311.0,,268.6,-366.4,-191.0,,,,,,False,,,,False,,False,False,False,,,,
16041,415,372.0,,165.0,,,,500.0,,69.9,158.3,367.5,,,,,-43.0,,-250.0,,,,85.0,,-345.1,-256.7,-47.5,,,,,,False,,,,False,,False,False,False,,,,
16043,255,390.0,,222.0,,,,255.0,,115.9,216.6,287.0,,,,,135.0,,-33.0,,,,0.0,,-139.1,-38.4,32.0,,,,,,True,,,,True,,False,True,True,,,,
16045,773,606.0,,723.0,,,,440.0,,546.3,171.1,755.0,,,,,-167.0,,-50.0,,,,-333.0,,-226.7,-601.9,-18.0,,,,,,True,,,,False,,False,False,True,,,,
16047,307,456.0,,448.0,,,,726.0,,175.4,212.6,367.0,,,,,149.0,,141.0,,,,419.0,,-131.6,-94.4,60.0,,,,,,True,,,,False,,True,True,True,,,,
16049,457,426.0,,0.0,,,,639.0,,230.2,227.2,317.0,,,,,-31.0,,-457.0,,,,182.0,,-226.8,-229.8,-140.0,,,,,,False,,,,False,,False,False,False,,,,
16051,809,720.0,,627.0,,,,908.0,,1020.4,355.0,689.0,,490.5,,,-89.0,,-182.0,,,,99.0,,211.4,-454.0,-120.0,,-318.5,,,,False,,,,False,,False,False,False,,False,,
16053,569,1110.0,,703.0,,,,1590.0,,892.7,407.3,873.0,,569.3,,,541.0,,134.0,,,,1021.0,,323.7,-161.7,304.0,,0.3,,,,True,,,,False,,True,True,True,,True,,
16055,6144,4458.0,,4561.0,,,,5880.0,,3683.2,2754.0,4393.5,,1650.3,,,-1686.0,,-1583.0,,,,-264.0,,-2460.8,-3390.0,-1750.5,,-4493.7,,,,True,,,,True,,False,False,False,,False,,
16057,769,1392.0,,2221.0,,,,1118.0,,823.9,628.5,988.0,,754.8,,,623.0,,1452.0,,,,349.0,,54.9,-140.5,219.0,,-14.2,,,,False,,,,True,,True,True,True,,True,,
16059,86,228.0,,,,,,214.0,,92.6,130.2,163.0,,,,,142.0,,,,,,128.0,,6.6,44.2,77.0,,,,,,,,,,True,,True,True,True,,,,
16061,191,204.0,,58.0,,,,130.0,,399.4,112.6,127.5,,,,,13.0,,-133.0,,,,-61.0,,208.4,-78.4,-63.5,,,,,,False,,,,False,,False,False,False,,,,
16063,130,126.0,,12.0,,,,214.0,,24.6,20.2,88.0,,,,,-4.0,,-118.0,,,,84.0,,-105.4,-109.8,-42.0,,,,,,False,,,,False,,False,False,False,,,,
16065,1879,1956.0,,445.0,,,,1350.0,,643.2,458.9,1965.0,,1609.6,,,77.0,,-1434.0,,,,-529.0,,-1235.8,-1420.1,86.0,,-269.4,,,,False,,,,False,,False,False,False,,False,,
16067,510,876.0,,429.0,,,,1495.0,,866.9,362.4,930.5,,369.3,,,366.0,,-81.0,,,,985.0,,356.9,-147.6,420.5,,-140.7,,,,True,,,,False,,True,True,False,,True,,
16069,1324,2214.0,,1891.0,,,,1450.0,,1834.1,762.9,1932.0,,1269.5,,,890.0,,567.0,,,,126.0,,510.1,-561.1,608.0,,-54.5,,,,True,,,,True,,True,True,True,,True,,
16071,154,66.0,,1.0,,,,129.0,,45.4,48.7,47.0,,,,,-88.0,,-153.0,,,,-25.0,,-108.6,-105.3,-107.0,,,,,,False,,,,True,,False,False,False,,,,
16073,377,336.0,,86.0,,,,123.0,,374.1,101.8,433.0,,,,,-41.0,,-291.0,,,,-254.0,,-2.9,-275.2,56.0,,,,,,False,,,,False,,True,False,False,,,,
16075,647,696.0,,567.0,,,,446.0,,351.0,304.2,853.0,,333.5,,,49.0,,-80.0,,,,-201.0,,-296.0,-342.8,206.0,,-313.5,,,,False,,,,False,,False,False,False,,False,,
16077,121,102.0,,66.0,,,,301.0,,12.8,68.6,70.0,,,,,-19.0,,-55.0,,,,180.0,,-108.2,-52.4,-51.0,,,,,,False,,,,False,,False,False,False,,,,
16079,426,366.0,,82.0,,,,442.0,,1561.2,539.9,310.0,,,,,-60.0,,-344.0,,,,16.0,,1135.2,113.9,-116.0,,,,,,False,,,,True,,False,False,False,,,,
16081,265,450.0,,477.0,,,,185.0,,1626.5,72.7,564.0,,,,,185.0,,212.0,,,,-80.0,,1361.5,-192.3,299.0,,,,,,False,,,,True,,False,False,False,,,,
16083,2025,4032.0,,2987.0,,,,4140.0,,3653.8,2229.2,4814.5,,3086.0,,,2007.0,,962.0,,,,2115.0,,1628.8,204.2,2789.5,,1061.0,,,,True,,,,False,,True,True,False,,True,,
16085,252,156.0,,0.0,,,,253.0,,279.9,139.5,99.0,,,,,-96.0,,-252.0,,,,1.0,,27.9,-112.5,-153.0,,,,,,False,,,,True,,True,False,False,,,,
16087,373,378.0,,98.0,,,,173.0,,155.9,151.1,585.0,,,,,5.0,,-275.0,,,,-200.0,,-217.1,-221.9,212.0,,,,,,False,,,,False,,False,False,False,,,,
17001,2651,4344.0,,3562.0,,,,2541.0,,6706.0,2146.9,6662.0,,3322.4,,,1693.0,,911.0,,,,-110.0,,4055.0,-504.1,4011.0,,671.4,,,,True,,,,True,,False,True,False,,True,,
17003,126,186.0,,129.0,,,,110.0,,238.5,54.2,142.0,,,,,60.0,,3.0,,,,-16.0,,112.5,-71.8,16.0,,,,,,True,,,,True,,False,False,True,,,,
17005,683,954.0,,802.0,,,,671.0,,4561.1,239.5,1048.0,,,,,271.0,,119.0,,,,-12.0,,3878.1,-443.5,365.0,,,,,,True,,,,True,,False,False,False,,,,
17007,1927,3018.0,,1353.0,,,,2609.0,,3362.1,2037.0,3840.0,,2305.6,,,1091.0,,-574.0,,,,682.0,,1435.1,110.0,1913.0,,378.6,,,,True,,,,True,,False,True,False,,True,,
17009,217,258.0,,255.0,,,,345.0,,720.2,44.2,420.0,,,,,41.0,,38.0,,,,128.0,,503.2,-172.8,203.0,,,,,,True,,,,False,,False,False,False,,,,
17011,1122,2178.0,,2438.0,,,,1501.0,,7767.2,687.8,3475.5,,1220.1,,,1056.0,,1316.0,,,,379.0,,6645.2,-434.2,2353.5,,98.1,,,,False,,,,True,,False,True,False,,True,,
17013,204,240.0,,124.0,,,,108.0,,602.3,107.5,271.0,,,,,36.0,,-80.0,,,,-96.0,,398.3,-96.5,67.0,,,,,,False,,,,False,,False,False,False,,,,
