,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
47173,546,276.0,,149.0,,,,308.0,,580.7,174.3,442.0,,,,,-270.0,,-397.0,,,,-238.0,,34.7,-371.7,-104.0,,,,,,False,,,,True,,True,False,True,,,,
47175,260,246.0,,34.0,,,,156.0,,1390.7,83.5,261.0,,,,,-14.0,,-226.0,,,,-104.0,,1130.7,-176.5,1.0,,,,,,False,,,,False,,False,False,True,,,,
47177,2296,1716.0,,1048.0,,,,1129.0,,7765.0,1040.0,2418.0,,1130.2,,,-580.0,,-1248.0,,,,-1167.0,,5469.0,-1256.0,122.0,,-1165.8,,,,False,,,,False,,False,False,True,,False,,
47179,4958,2838.0,,1975.0,,,,1693.0,,1353.4,2193.2,3199.0,,2149.1,,,-2120.0,,-2983.0,,,,-3265.0,,-3604.6,-2764.8,-1759.0,,-2808.9,,,,False,,,,False,,False,False,True,,False,,
47181,665,258.0,,0.0,,,,524.0,,240.0,49.7,718.0,,223.8,,,-407.0,,-665.0,,,,-141.0,,-425.0,-615.3,53.0,,-441.2,,,,False,,,,True,,False,False,True,,False,,
47183,1115,852.0,,374.0,,,,738.0,,1281.1,459.4,1099.0,,564.3,,,-263.0,,-741.0,,,,-377.0,,166.1,-655.6,-16.0,,-550.7,,,,False,,,,False,,True,False,True,,False,,
47185,1168,786.0,,309.0,,,,568.0,,1193.2,361.7,741.0,,553.9,,,-382.0,,-859.0,,,,-600.0,,25.2,-806.3,-427.0,,-614.1,,,,False,,,,False,,True,False,False,,False,,
47187,7788,6456.0,,11813.0,,,,3273.0,,23258.4,4511.2,9324.5,,4777.7,,,-1332.0,,4025.0,,,,-4515.0,,15470.4,-3276.8,1536.5,,-3010.3,,,,False,,,,False,,False,False,False,,False,,
47189,5870,4098.0,,5988.0,,,,2471.0,,14019.0,3024.2,4783.5,,2700.5,,,-1772.0,,118.0,,,,-3399.0,,8149.0,-2845.8,-1086.5,,-3169.5,,,,True,,,,False,,False,False,True,,False,,
48001,812,162.0,,362.0,,,,1710.0,,247.3,670.0,115.0,,41.5,,,-650.0,,-450.0,,,,898.0,,-564.7,-142.0,-697.0,,-770.5,,,,True,,,,False,,True,True,False,,False,,
48003,502,708.0,,721.0,,,,1170.0,,256.8,336.2,389.0,,,,,206.0,,219.0,,,,668.0,,-245.2,-165.8,-113.0,,,,,,False,,,,False,,False,True,True,,,,
48005,2016,372.0,,541.0,,,,1563.0,,2213.6,667.2,204.0,,151.0,,,-1644.0,,-1475.0,,,,-453.0,,197.6,-1348.8,-1812.0,,-1865.0,,,,True,,,,True,,True,True,False,,False,,
48007,239,78.0,,135.0,,,,36.0,,136.6,134.9,42.0,,,,,-161.0,,-104.0,,,,-203.0,,-102.4,-104.1,-197.0,,,,,,True,,,,False,,True,True,False,,,,
48009,266,156.0,,125.0,,,,158.0,,46.5,112.0,105.0,,,,,-110.0,,-141.0,,,,-108.0,,-219.5,-154.0,-161.0,,,,,,False,,,,True,,False,False,False,,,,
48011,64,36.0,,,,,,57.0,,32.9,9.6,23.0,,,,,-28.0,,,,,,-7.0,,-31.1,-54.4,-41.0,,,,,,,,,,True,,False,False,False,,,,
48013,1713,450.0,,565.0,,,,257.0,,1826.9,331.7,383.5,,243.8,,,-1263.0,,-1148.0,,,,-1456.0,,113.9,-1381.3,-1329.5,,-1469.2,,,,True,,,,False,,True,False,False,,False,,
48015,376,90.0,,178.0,,,,167.0,,320.2,75.0,74.0,,,,,-286.0,,-198.0,,,,-209.0,,-55.8,-301.0,-302.0,,,,,,True,,,,True,,True,False,False,,,,
48017,213,294.0,,72.0,,,,392.0,,429.5,208.3,183.5,,,,,81.0,,-141.0,,,,179.0,,216.5,-4.7,-29.5,,,,,,False,,,,False,,False,True,True,,,,
48019,297,66.0,,59.0,,,,143.0,,133.6,125.1,35.0,,,,,-231.0,,-238.0,,,,-154.0,,-163.4,-171.9,-262.0,,,,,,False,,,,True,,True,True,False,,,,
48021,1036,360.0,,514.0,,,,800.0,,729.4,625.3,184.0,,159.2,,,-676.0,,-522.0,,,,-236.0,,-306.6,-410.7,-852.0,,-876.8,,,,True,,,,True,,True,True,False,,False,,
48023,71,18.0,,0.0,,,,82.0,,2.3,19.3,12.0,,,,,-53.0,,-71.0,,,,11.0,,-68.7,-51.7,-59.0,,,,,,False,,,,True,,False,True,False,,,,
48025,547,192.0,,77.0,,,,188.0,,736.1,118.8,101.0,,235.3,,,-355.0,,-470.0,,,,-359.0,,189.1,-428.2,-446.0,,-311.7,,,,False,,,,False,,True,False,False,,True,,
48027,4484,2712.0,,5272.0,,,,7373.0,,2359.0,6751.3,1485.0,,2142.9,,,-1772.0,,788.0,,,,2889.0,,-2125.0,2267.3,-2999.0,,-2341.1,,,,True,,,,False,,False,False,False,,False,,
48029,37389,12234.0,,22594.0,,,,18853.0,,20547.0,27207.3,15876.0,,5467.7,,,-25155.0,,-14795.0,,,,-18536.0,,-16842.0,-10181.7,-21513.0,,-31921.3,,,,True,,,,True,,True,True,True,,False,,
48031,85,18.0,,0.0,,,,92.0,,39.1,25.3,19.0,,,,,-67.0,,-85.0,,,,7.0,,-45.9,-59.7,-66.0,,,,,,False,,,,True,,True,True,True,,,,
48033,11,6.0,,0.0,,,,36.0,,0.0,24.3,,,,,,-5.0,,-11.0,,,,25.0,,-11.0,13.3,,,,,,,False,,,,False,,False,False,,,,,
48035,217,252.0,,134.0,,,,327.0,,1760.9,155.1,97.5,,,,,35.0,,-83.0,,,,110.0,,1543.9,-61.9,-119.5,,,,,,False,,,,False,,False,False,False,,,,
48037,954,690.0,,227.0,,,,1882.0,,385.2,1030.9,335.0,,476.9,,,-264.0,,-727.0,,,,928.0,,-568.8,76.9,-619.0,,-477.1,,,,False,,,,False,,False,True,False,,False,,
48039,6971,2358.0,,5463.0,,,,1295.0,,8456.1,4396.4,2356.0,,824.4,,,-4613.0,,-1508.0,,,,-5676.0,,1485.1,-2574.6,-4615.0,,-6146.6,,,,True,,,,False,,True,True,False,,False,,
48041,3885,2676.0,,5462.0,,,,3079.0,,3444.7,2854.8,3343.0,,2205.7,,,-1209.0,,1577.0,,,,-806.0,,-440.3,-1030.2,-542.0,,-1679.3,,,,False,,,,True,,True,True,True,,False,,
48043,569,132.0,,,,,,1631.0,,95.6,191.5,83.0,,,,,-437.0,,,,,,1062.0,,-473.4,-377.5,-486.0,,,,,,,,,,False,,False,True,False,,,,
48045,33,66.0,,6.0,,,,57.0,,0.0,2.4,12.0,,,,,33.0,,-27.0,,,,24.0,,-33.0,-30.6,-21.0,,,,,,True,,,,True,,False,True,True,,,,
48047,148,54.0,,0.0,,,,49.0,,29.3,54.3,17.0,,,,,-94.0,,-148.0,,,,-99.0,,-118.7,-93.7,-131.0,,,,,,False,,,,False,,False,True,False,,,,
48049,1208,468.0,,785.0,,,,1463.0,,860.3,468.6,237.5,,,,,-740.0,,-423.0,,,,255.0,,-347.7,-739.4,-970.5,,,,,,True,,,,True,,True,True,False,,,,
48051,315,210.0,,180.0,,,,193.0,,217.8,172.3,120.0,,,,,-105.0,,-135.0,,,,-122.0,,-97.2,-142.7,-195.0,,,,,,False,,,,False,,True,False,False,,,,
48053,652,402.0,,318.0,,,,800.0,,235.7,687.0,221.0,,175.5,,,-250.0,,-334.0,,,,148.0,,-416.3,35.0,-431.0,,-476.5,,,,False,,,,True,,False,True,False,,False,,
48055,437,174.0,,200.0,,,,424.0,,191.4,341.5,118.0,,56.3,,,-263.0,,-237.0,,,,-13.0,,-245.6,-95.5,-319.0,,-380.7,,,,True,,,,True,,True,True,False,,False,,
48057,211,84.0,,1.0,,,,49.0,,79.9,108.6,24.0,,,,,-127.0,,-210.0,,,,-162.0,,-131.1,-102.4,-187.0,,,,,,False,,,,False,,False,True,False,,,,
48059,400,162.0,,144.0,,,,342.0,,548.4,114.2,82.0,,,,,-238.0,,-256.0,,,,-58.0,,148.4,-285.8,-318.0,,,,,,False,,,,True,,True,False,False,,,,
48061,3883,2364.0,,1713.0,,,,2211.0,,2445.6,3951.1,1548.0,,1722.4,,,-1519.0,,-2170.0,,,,-1672.0,,-1437.4,68.1,-2335.0,,-2160.6,,,,False,,,,False,,True,True,False,,False,,
48063,230,78.0,,42.0,,,,186.0,,46.6,105.2,21.0,,,,,-152.0,,-188.0,,,,-44.0,,-183.4,-124.8,-209.0,,,,,,False,,,,True,,False,True,False,,,,
48065,184,18.0,,0.0,,,,258.0,,58.2,17.2,41.0,,,,,-166.0,,-184.0,,,,74.0,,-125.8,-166.8,-143.0,,,,,,False,,,,True,,True,False,True,,,,
48067,315,504.0,,548.0,,,,473.0,,931.3,294.6,180.0,,,,,189.0,,233.0,,,,158.0,,616.3,-20.4,-135.0,,,,,,False,,,,True,,False,True,True,,,,
48069,288,264.0,,1.0,,,,365.0,,642.4,61.7,126.0,,,,,-24.0,,-287.0,,,,77.0,,354.4,-226.3,-162.0,,,,,,False,,,,False,,False,False,False,,,,
48071,919,486.0,,330.0,,,,263.0,,627.9,427.9,165.0,,196.1,,,-433.0,,-589.0,,,,-656.0,,-291.1,-491.1,-754.0,,-722.9,,,,False,,,,False,,True,False,False,,False,,
48073,613,120.0,,120.0,,,,1044.0,,207.1,300.0,34.0,,81.7,,,-493.0,,-493.0,,,,431.0,,-405.9,-313.0,-579.0,,-531.3,,,,False,,,,True,,True,True,False,,False,,
48075,402,264.0,,498.0,,,,472.0,,2678.8,212.1,105.0,,,,,-138.0,,96.0,,,,70.0,,2276.8,-189.9,-297.0,,,,,,True,,,,True,,False,False,False,,,,
48077,437,282.0,,236.0,,,,188.0,,189.0,135.1,108.5,,,,,-155.0,,-201.0,,,,-249.0,,-248.0,-301.9,-328.5,,,,,,False,,,,False,,False,False,False,,,,
48079,46,66.0,,0.0,,,,130.0,,1.1,36.1,78.0,,,,,20.0,,-46.0,,,,84.0,,-44.9,-9.9,32.0,,,,,,False,,,,False,,False,True,False,,,,
48081,195,48.0,,0.0,,,,81.0,,10.3,32.7,92.0,,,,,-147.0,,-195.0,,,,-114.0,,-184.7,-162.3,-103.0,,,,,,False,,,,True,,False,False,True,,,,
48083,137,294.0,,0.0,,,,236.0,,4432.2,244.5,79.0,,,,,157.0,,-137.0,,,,99.0,,4295.2,107.5,-58.0,,,,,,True,,,,True,,False,True,True,,,,
48085,22806,9726.0,,7810.0,,,,13156.0,,14301.0,17233.4,10587.5,,4668.2,,,-13080.0,,-14996.0,,,,-9650.0,,-8505.0,-5572.6,-12218.5,,-18137.8,,,,False,,,,True,,True,True,True,,False,,
48087,182,0.0,,0.0,,,,84.0,,0.0,3.5,6.0,,,,,-182.0,,-182.0,,,,-98.0,,-182.0,-178.5,-176.0,,,,,,False,,,,True,,False,True,True,,,,
48089,401,102.0,,0.0,,,,105.0,,283.7,79.1,129.0,,,,,-299.0,,-401.0,,,,-296.0,,-117.3,-321.9,-272.0,,,,,,False,,,,True,,True,False,True,,,,
48091,1910,396.0,,682.0,,,,1336.0,,359.2,763.8,153.0,,182.2,,,-1514.0,,-1228.0,,,,-574.0,,-1550.8,-1146.2,-1757.0,,-1727.8,,,,True,,,,True,,False,True,False,,False,,
48093,506,90.0,,53.0,,,,353.0,,171.2,100.1,40.0,,,,,-416.0,,-453.0,,,,-153.0,,-334.8,-405.9,-466.0,,,,,,False,,,,True,,True,True,False,,,,
48095,90,60.0,,0.0,,,,104.0,,1030.2,12.5,17.0,,,,,-30.0,,-90.0,,,,14.0,,940.2,-77.5,-73.0,,,,,,False,,,,True,,False,False,False,,,,
48097,1341,204.0,,220.0,,,,699.0,,186.0,413.3,105.0,,,,,-1137.0,,-1121.0,,,,-642.0,,-1155.0,-927.7,-1236.0,,,,,,True,,,,True,,False,True,False,,,,
48099,1086,672.0,,2041.0,,,,1823.0,,1173.2,699.6,441.0,,352.3,,,-414.0,,955.0,,,,737.0,,87.2,-386.4,-645.0,,-733.7,,,,False,,,,False,,True,True,False,,False,,
48101,58,6.0,,0.0,,,,45.0,,8.2,3.6,12.0,,,,,-52.0,,-58.0,,,,-13.0,,-49.8,-54.4,-46.0,,,,,,False,,,,True,,True,False,True,,,,
48103,269,84.0,,0.0,,,,258.0,,477.5,3.8,27.0,,,,,-185.0,,-269.0,,,,-11.0,,208.5,-265.2,-242.0,,,,,,False,,,,True,,False,False,False,,,,
48105,229,18.0,,0.0,,,,136.0,,152.6,20.0,6.0,,,,,-211.0,,-229.0,,,,-93.0,,-76.4,-208.9,-223.0,,,,,,False,,,,True,,True,True,False,,,,
48107,92,60.0,,3.0,,,,219.0,,37.5,54.3,76.0,,,,,-32.0,,-89.0,,,,127.0,,-54.5,-37.7,-16.0,,,,,,False,,,,False,,False,False,True,,,,
48109,159,54.0,,,,,,84.0,,7.0,25.8,7.0,,,,,-105.0,,,,,,-75.0,,-152.0,-133.2,-152.0,,,,,,,,,,True,,False,False,False,,,,
48111,51,24.0,,0.0,,,,398.0,,0.2,52.5,135.0,,,,,-27.0,,-51.0,,,,347.0,,-50.8,1.5,84.0,,,,,,False,,,,False,,False,True,False,,,,
48113,63380,42678.0,,65812.0,,,,42889.0,,173227.1,47593.5,35242.5,,17513.6,,,-20702.0,,2432.0,,,,-20491.0,,109847.1,-15786.5,-28137.5,,-45866.4,,,,True,,,,True,,False,True,False,,False,,
48115,347,354.0,,177.0,,,,986.0,,79.0,112.8,378.0,,,,,7.0,,-170.0,,,,639.0,,-268.0,-234.2,31.0,,,,,,False,,,,False,,False,False,False,,,,
48117,763,252.0,,58.0,,,,1232.0,,592.0,257.4,75.0,,69.7,,,-511.0,,-705.0,,,,469.0,,-171.0,-505.6,-688.0,,-693.3,,,,False,,,,True,,True,True,False,,False,,
48119,69,18.0,,0.0,,,,58.0,,6.7,10.0,12.0,,,,,-51.0,,-69.0,,,,-11.0,,-62.3,-59.0,-57.0,,,,,,False,,,,True,,False,False,False,,,,
48121,17228,6894.0,,10991.0,,,,12951.0,,12450.9,11026.1,7687.0,,3044.0,,,-10334.0,,-6237.0,,,,-4277.0,,-4777.1,-6201.9,-9541.0,,-14184.0,,,,True,,,,True,,True,True,True,,False,,
48123,286,114.0,,0.0,,,,104.0,,194.6,151.2,106.0,,81.1,,,-172.0,,-286.0,,,,-182.0,,-91.4,-134.8,-180.0,,-204.9,,,,False,,,,False,,True,True,False,,False,,
48125,33,24.0,,0.0,,,,76.0,,1.0,12.9,14.0,,,,,-9.0,,-33.0,,,,43.0,,-32.0,-20.1,-19.0,,,,,,False,,,,False,,False,False,False,,,,
48127,273,144.0,,0.0,,,,84.0,,802.7,165.7,19.0,,,,,-129.0,,-273.0,,,,-189.0,,529.7,-107.3,-254.0,,,,,,False,,,,False,,False,True,False,,,,
48129,78,42.0,,0.0,,,,78.0,,1.6,1.8,29.0,,,,,-36.0,,-78.0,,,,0.0,,-76.4,-76.2,-49.0,,,,,,False,,,,True,,False,False,False,,,,
48131,248,96.0,,38.0,,,,58.0,,328.3,91.0,74.0,,,,,-152.0,,-210.0,,,,-190.0,,80.3,-157.0,-174.0,,,,,,False,,,,False,,True,False,False,,,,
48133,337,162.0,,149.0,,,,589.0,,287.5,136.7,66.0,,,,,-175.0,,-188.0,,,,252.0,,-49.5,-200.3,-271.0,,,,,,False,,,,False,,True,False,False,,,,
48135,3257,4962.0,,5038.0,,,,10254.0,,2277.0,3278.1,4470.5,,1666.1,,,1705.0,,1781.0,,,,6997.0,,-980.0,21.1,1213.5,,-1590.9,,,,False,,,,False,,True,True,True,,True,,
48137,97,36.0,,0.0,,,,37.0,,860.6,7.0,12.0,,,,,-61.0,,-97.0,,,,-60.0,,763.6,-90.0,-85.0,,,,,,False,,,,True,,False,False,False,,,,
48139,5540,2910.0,,4970.0,,,,2970.0,,9472.4,2816.4,973.0,,1187.1,,,-2630.0,,-570.0,,,,-2570.0,,3932.4,-2723.6,-4567.0,,-4352.9,,,,True,,,,True,,False,False,False,,False,,
48141,24815,66804.0,,38913.0,,,,68254.0,,16676.5,38783.5,48745.5,,36530.5,,,41989.0,,14098.0,,,,43439.0,,-8138.5,13968.5,23930.5,,11715.5,,,,True,,,,False,,True,True,True,,True,,
48143,1149,468.0,,646.0,,,,1058.0,,458.3,511.6,214.0,,276.2,,,-681.0,,-503.0,,,,-91.0,,-690.7,-637.4,-935.0,,-872.8,,,,True,,,,True,,False,True,False,,False,,
48145,339,66.0,,0.0,,,,309.0,,27.3,125.3,27.0,,,,,-273.0,,-339.0,,,,-30.0,,-311.7,-213.7,-312.0,,,,,,False,,,,True,,False,True,False,,,,
48147,732,372.0,,423.0,,,,601.0,,610.3,338.7,120.0,,,,,-360.0,,-309.0,,,,-131.0,,-121.7,-393.3,-612.0,,,,,,True,,,,True,,True,False,False,,,,
48149,534,270.0,,19.0,,,,176.0,,134.2,176.0,152.0,,,,,-264.0,,-515.0,,,,-358.0,,-399.8,-358.0,-382.0,,,,,,False,,,,False,,False,False,False,,,,
48151,79,60.0,,,,,,89.0,,40.2,35.6,75.0,,,,,-19.0,,,,,,10.0,,-38.8,-43.4,-4.0,,,,,,,,,,True,,False,False,True,,,,
48153,195,78.0,,9.0,,,,159.0,,60.8,47.2,63.0,,,,,-117.0,,-186.0,,,,-36.0,,-134.2,-147.8,-132.0,,,,,,False,,,,True,,False,False,False,,,,
48155,19,18.0,,0.0,,,,41.0,,437.7,6.0,6.0,,,,,-1.0,,-19.0,,,,22.0,,418.7,-13.0,-13.0,,,,,,False,,,,False,,False,False,False,,,,
48157,14385,3756.0,,7734.0,,,,3171.0,,2396.9,6722.5,3617.5,,1889.8,,,-10629.0,,-6651.0,,,,-11214.0,,-11988.1,-7662.5,-10767.5,,-12495.2,,,,True,,,,False,,False,True,False,,False,,
48159,120,36.0,,35.0,,,,131.0,,7.2,55.8,11.0,,,,,-84.0,,-85.0,,,,11.0,,-112.8,-64.2,-109.0,,,,,,False,,,,True,,False,True,False,,,,
48161,268,90.0,,24.0,,,,315.0,,98.6,90.1,38.0,,,,,-178.0,,-244.0,,,,47.0,,-169.4,-177.9,-230.0,,,,,,False,,,,True,,True,True,False,,,,
48163,610,168.0,,2.0,,,,185.0,,272.5,152.0,31.0,,66.6,,,-442.0,,-608.0,,,,-425.0,,-337.5,-458.0,-579.0,,-543.4,,,,False,,,,True,,True,False,False,,False,,
48165,449,636.0,,644.0,,,,1407.0,,1215.6,353.5,426.0,,,,,187.0,,195.0,,,,958.0,,766.6,-95.5,-23.0,,,,,,False,,,,False,,False,True,True,,,,
48167,5762,2604.0,,2527.0,,,,1539.0,,4184.3,4714.6,3053.0,,1157.1,,,-3158.0,,-3235.0,,,,-4223.0,,-1577.7,-1047.4,-2709.0,,-4604.9,,,,False,,,,False,,True,True,True,,False,,
48169,57,54.0,,25.0,,,,396.0,,17.5,45.7,52.0,,,,,-3.0,,-32.0,,,,339.0,,-39.5,-11.3,-5.0,,,,,,False,,,,False,,False,False,False,,,,
48171,841,282.0,,173.0,,,,283.0,,1880.8,274.2,96.0,,,,,-559.0,,-668.0,,,,-558.0,,1039.8,-566.8,-745.0,,,,,,False,,,,True,,False,False,False,,,,
48173,91,24.0,,0.0,,,,49.0,,533.8,0.9,6.0,,,,,-67.0,,-91.0,,,,-42.0,,442.8,-90.1,-85.0,,,,,,False,,,,True,,False,False,False,,,,
48175,48,24.0,,0.0,,,,29.0,,4.0,14.3,0.0,,,,,-24.0,,-48.0,,,,-19.0,,-44.0,-33.7,-48.0,,,,,,False,,,,True,,False,False,False,,,,
48177,387,126.0,,41.0,,,,134.0,,56.9,229.4,33.0,,64.5,,,-261.0,,-346.0,,,,-253.0,,-330.1,-157.6,-354.0,,-322.5,,,,False,,,,True,,False,True,False,,False,,
48179,504,3090.0,,2556.0,,,,2006.0,,10775.3,1001.7,134.0,,,,,2586.0,,2052.0,,,,1502.0,,10271.3,497.7,-370.0,,,,,,True,,,,True,,False,True,True,,,,
48181,2861,2688.0,,4770.0,,,,2507.0,,1667.1,2498.1,2234.5,,1241.6,,,-173.0,,1909.0,,,,-354.0,,-1193.9,-362.9,-626.5,,-1619.4,,,,False,,,,False,,False,False,False,,False,,
48183,2433,1146.0,,5925.0,,,,2184.0,,5309.4,1516.2,588.0,,480.0,,,-1287.0,,3492.0,,,,-249.0,,2876.4,-916.8,-1845.0,,-1953.0,,,,False,,,,True,,False,True,False,,False,,
48185,423,174.0,,132.0,,,,374.0,,163.0,386.9,127.0,,129.5,,,-249.0,,-291.0,,,,-49.0,,-260.0,-36.1,-296.0,,-293.5,,,,False,,,,True,,False,True,False,,False,,
48187,2207,936.0,,3769.0,,,,1161.0,,2373.7,837.1,512.0,,456.3,,,-1271.0,,1562.0,,,,-1046.0,,166.7,-1369.9,-1695.0,,-1750.7,,,,False,,,,True,,True,False,False,,False,,
48189,1612,2244.0,,455.0,,,,2098.0,,2868.7,1193.4,899.5,,812.2,,,632.0,,-1157.0,,,,486.0,,1256.7,-418.6,-712.5,,-799.8,,,,False,,,,True,,False,True,False,,False,,
48191,140,54.0,,0.0,,,,71.0,,53.5,36.4,29.0,,,,,-86.0,,-140.0,,,,-69.0,,-86.5,-103.6,-111.0,,,,,,False,,,,True,,False,False,False,,,,
48193,175,162.0,,28.0,,,,207.0,,1126.5,86.8,75.0,,,,,-13.0,,-147.0,,,,32.0,,951.5,-88.2,-100.0,,,,,,False,,,,False,,False,False,False,,,,
48195,243,30.0,,0.0,,,,222.0,,4.2,21.2,56.0,,,,,-213.0,,-243.0,,,,-21.0,,-238.8,-221.8,-187.0,,,,,,False,,,,True,,False,False,True,,,,
48197,129,36.0,,0.0,,,,126.0,,772.6,22.8,35.0,,,,,-93.0,,-129.0,,,,-3.0,,643.6,-106.2,-94.0,,,,,,False,,,,True,,False,False,False,,,,
48199,1070,126.0,,138.0,,,,619.0,,114.6,339.3,78.0,,46.2,,,-944.0,,-932.0,,,,-451.0,,-955.4,-730.7,-992.0,,-1023.8,,,,True,,,,True,,False,True,False,,False,,
48201,52007,41346.0,,70909.0,,,,31468.0,,145604.4,57822.8,51622.0,,21203.5,,,-10661.0,,18902.0,,,,-20539.0,,93597.4,5815.8,-385.0,,-30803.5,,,,False,,,,False,,False,True,True,,False,,
48203,742,276.0,,284.0,,,,1018.0,,519.4,783.1,69.0,,134.2,,,-466.0,,-458.0,,,,276.0,,-222.6,41.1,-673.0,,-607.8,,,,True,,,,True,,True,True,False,,False,,
48205,83,18.0,,0.0,,,,559.0,,1.2,27.1,47.0,,,,,-65.0,,-83.0,,,,476.0,,-81.8,-55.9,-36.0,,,,,,False,,,,False,,False,True,True,,,,
48207,159,12.0,,0.0,,,,175.0,,0.0,43.7,23.0,,,,,-147.0,,-159.0,,,,16.0,,-159.0,-115.3,-136.0,,,,,,False,,,,True,,False,True,True,,,,
48209,2834,1710.0,,3860.0,,,,2479.0,,7638.5,2686.9,1151.5,,738.0,,,-1124.0,,1026.0,,,,-355.0,,4804.5,-147.1,-1682.5,,-2096.0,,,,True,,,,True,,False,True,False,,False,,
48211,102,114.0,,0.0,,,,154.0,,32.7,52.2,127.0,,,,,12.0,,-102.0,,,,52.0,,-69.3,-49.8,25.0,,,,,,False,,,,False,,False,False,False,,,,
48213,1334,798.0,,1120.0,,,,1407.0,,821.9,963.3,435.5,,335.1,,,-536.0,,-214.0,,,,73.0,,-512.1,-370.7,-898.5,,-998.9,,,,True,,,,True,,True,True,False,,False,,
48215,12397,4362.0,,5594.0,,,,9259.0,,920.6,8227.9,2358.0,,3072.3,,,-8035.0,,-6803.0,,,,-3138.0,,-11476.4,-4169.1,-10039.0,,-9324.7,,,,True,,,,True,,False,True,False,,False,,
48217,925,474.0,,865.0,,,,689.0,,740.6,464.4,375.0,,,,,-451.0,,-60.0,,,,-236.0,,-184.4,-460.6,-550.0,,,,,,True,,,,True,,True,False,False,,,,
48219,581,954.0,,1008.0,,,,1399.0,,88.3,440.2,470.0,,,,,373.0,,427.0,,,,818.0,,-492.7,-140.8,-111.0,,,,,,False,,,,False,,False,True,True,,,,
48221,1942,402.0,,300.0,,,,1294.0,,131.9,509.5,231.0,,262.7,,,-1540.0,,-1642.0,,,,-648.0,,-1810.1,-1432.5,-1711.0,,-1679.3,,,,False,,,,True,,False,True,False,,False,,
48223,786,222.0,,37.0,,,,557.0,,153.4,333.5,119.0,,,,,-564.0,,-749.0,,,,-229.0,,-632.6,-452.5,-667.0,,,,,,False,,,,True,,False,True,False,,,,
48225,379,72.0,,0.0,,,,289.0,,19.5,184.0,10.0,,,,,-307.0,,-379.0,,,,-90.0,,-359.5,-195.0,-369.0,,,,,,False,,,,True,,False,True,False,,,,
48227,1652,390.0,,672.0,,,,3405.0,,651.8,331.6,75.0,,306.3,,,-1262.0,,-980.0,,,,1753.0,,-1000.2,-1320.4,-1577.0,,-1345.7,,,,True,,,,False,,True,False,False,,False,,
48229,337,66.0,,0.0,,,,295.0,,19.8,31.3,64.0,,,,,-271.0,,-337.0,,,,-42.0,,-317.2,-305.7,-273.0,,,,,,False,,,,True,,False,False,False,,,,
48231,1229,858.0,,984.0,,,,1762.0,,722.7,1907.1,1016.0,,459.6,,,-371.0,,-245.0,,,,533.0,,-506.3,678.1,-213.0,,-769.4,,,,True,,,,False,,False,False,True,,False,,
48233,466,378.0,,780.0,,,,1483.0,,711.4,355.5,130.0,,,,,-88.0,,314.0,,,,1017.0,,245.4,-110.5,-336.0,,,,,,False,,,,False,,False,False,False,,,,
48235,41,6.0,,0.0,,,,61.0,,48.8,1.1,0.0,,,,,-35.0,,-41.0,,,,20.0,,7.8,-39.9,-41.0,,,,,,False,,,,True,,True,False,False,,,,
48237,170,204.0,,144.0,,,,225.0,,4634.2,98.4,41.0,,,,,34.0,,-26.0,,,,55.0,,4464.2,-71.6,-129.0,,,,,,True,,,,False,,False,False,False,,,,
48239,323,264.0,,0.0,,,,50.0,,325.3,156.8,210.0,,,,,-59.0,,-323.0,,,,-273.0,,2.3,-166.2,-113.0,,,,,,False,,,,False,,True,False,False,,,,
48241,473,30.0,,0.0,,,,508.0,,11.2,150.2,36.0,,,,,-443.0,,-473.0,,,,35.0,,-461.8,-322.8,-437.0,,,,,,False,,,,True,,False,True,True,,,,
48243,81,12.0,,0.0,,,,92.0,,75.6,3.0,11.0,,,,,-69.0,,-81.0,,,,11.0,,-5.4,-78.0,-70.0,,,,,,False,,,,True,,True,False,False,,,,
48245,3737,2706.0,,5014.0,,,,2250.0,,1703.2,4410.9,1531.5,,1709.0,,,-1031.0,,1277.0,,,,-1487.0,,-2033.8,673.9,-2205.5,,-2028.0,,,,False,,,,False,,False,True,False,,False,,
