,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
47127,72,104.0,,104.4,,69.0,30.0,,,,,50.8,,7.7,,,63.0,,392.5,35.8,,,101.0,83.2,,113.0,71.0,33.5,,,,,,89.8,,,,71.1,32.0,,32.4,,-3.0,-42.0,,,,,-21.2,,-64.3,,,-9.0,,320.5,-36.2,,,29.0,11.2,,41.0,-1.0,-38.5,,,,,,17.8,,,,-0.9,,False,,True,False,,,,,True,,False,,,True,,False,False,,,True,True,,False,True,False,,,,,,True,,,,True
47129,189,268.0,,271.4,,220.0,221.0,,,,,127.7,,65.0,,,194.0,,630.9,109.4,,,380.0,219.6,,315.0,226.0,131.7,,,,,,202.9,,,,348.4,79.0,,82.4,,31.0,32.0,,,,,-61.3,,-124.0,,,5.0,,441.9,-79.6,,,191.0,30.6,,126.0,37.0,-57.3,,,,,,13.9,,,,159.4,,False,,True,True,,,,,True,,False,,,True,,False,False,,,False,True,,False,True,True,,,,,,True,,,,False
47131,209,268.0,,279.5,,263.0,178.0,,,,,191.9,,23.3,,,231.0,,366.9,131.3,249.0,,301.0,260.1,,280.0,266.0,257.0,,,,,252.7,252.4,,,,287.3,59.0,,70.5,,54.0,-31.0,,,,,-17.1,,-185.7,,,22.0,,157.9,-77.7,40.0,,92.0,51.1,,71.0,57.0,48.0,,,,,43.7,43.4,,,,78.3,,False,,True,True,,,,,True,,False,,,True,,False,False,True,,False,True,,False,True,True,,,,,True,True,,,,False
47133,202,186.0,,175.5,,184.0,29.0,,,,,140.5,,17.6,,,186.0,,418.8,61.8,,,339.0,223.7,,213.0,175.0,139.0,,,,,,169.8,,,,253.5,-16.0,,-26.5,,-18.0,-173.0,,,,,-61.5,,-184.4,,,-16.0,,216.8,-140.2,,,137.0,21.7,,11.0,-27.0,-63.0,,,,,,-32.2,,,,51.5,,False,,False,False,,,,,False,,False,,,False,,False,False,,,False,False,,True,False,False,,,,,,False,,,,False
47135,95,136.0,,136.1,,93.0,39.0,,,,,74.4,,13.3,,,82.0,,349.2,40.6,,,205.0,118.5,,143.0,89.0,64.0,,,,,,135.0,,,,108.8,41.0,,41.1,,-2.0,-56.0,,,,,-20.6,,-81.7,,,-13.0,,254.2,-54.4,,,110.0,23.5,,48.0,-6.0,-31.0,,,,,,40.0,,,,13.8,,False,,True,False,,,,,True,,False,,,True,,False,False,,,False,True,,False,True,True,,,,,,True,,,,True
47137,52,41.0,,41.9,,40.0,0.0,,,,,30.8,,2.3,,,26.0,,71.8,18.8,,,50.0,47.1,,44.0,41.0,42.1,,,,,,41.1,,,,35.0,-11.0,,-10.1,,-12.0,-52.0,,,,,-21.2,,-49.7,,,-26.0,,19.8,-33.2,,,-2.0,-4.9,,-8.0,-11.0,-9.9,,,,,,-10.9,,,,-17.0,,True,,False,False,,,,,False,,False,,,False,,False,False,,,True,True,,True,False,True,,,,,,True,,,,False
47139,125,133.0,,129.7,,130.0,104.0,,,,,95.0,,17.0,,,129.0,,279.7,62.8,,,235.0,166.3,,186.0,132.0,108.7,,,,,,122.5,,,,147.3,8.0,,4.7,,5.0,-21.0,,,,,-30.0,,-108.0,,,4.0,,154.7,-62.2,,,110.0,41.3,,61.0,7.0,-16.3,,,,,,-2.5,,,,22.3,,True,,True,False,,,,,False,,False,,,True,,False,False,,,False,False,,False,True,False,,,,,,True,,,,False
47141,797,778.0,,730.1,,736.0,589.0,,,,,582.5,,151.0,,,648.0,,1604.1,257.6,687.0,,1232.0,949.0,,897.0,715.0,696.0,,,,,703.2,722.0,,,,555.8,-19.0,,-66.9,,-61.0,-208.0,,,,,-214.5,,-646.0,,,-149.0,,807.1,-539.4,-110.0,,435.0,152.0,,100.0,-82.0,-101.0,,,,,-93.8,-75.0,,,,-241.2,,False,,False,False,,,,,False,,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,False,False,,,,False
47143,393,455.0,,448.2,,369.0,108.0,,,,,288.5,,121.8,,,351.0,,868.9,204.6,409.0,,626.0,479.5,,505.0,351.0,323.0,,,,,,369.2,,,,803.7,62.0,,55.2,,-24.0,-285.0,,,,,-104.5,,-271.2,,,-42.0,,475.9,-188.4,16.0,,233.0,86.5,,112.0,-42.0,-70.0,,,,,,-23.8,,,,410.7,,True,,True,False,,,,,False,,False,,,True,,False,False,True,,False,False,,False,True,False,,,,,,True,,,,False
47145,497,562.0,,559.7,,503.0,495.0,,,,,338.5,,106.5,,,451.0,,1291.4,232.2,537.0,,727.0,620.0,,664.0,504.0,354.4,,,,,,452.6,,,,592.4,65.0,,62.7,,6.0,-2.0,,,,,-158.5,,-390.5,,,-46.0,,794.4,-264.8,40.0,,230.0,123.0,,167.0,7.0,-142.6,,,,,,-44.4,,,,95.4,,True,,True,True,,,,,False,,False,,,True,,False,False,True,,False,False,,False,True,False,,,,,,True,,,,False
47147,729,797.0,,832.5,,777.0,524.0,,,,,524.4,,154.8,,,417.0,,1561.7,330.2,756.0,,1202.0,871.1,,956.0,727.0,775.4,,,,,766.0,687.6,,,,644.0,68.0,,103.5,,48.0,-205.0,,,,,-204.6,,-574.2,,,-312.0,,832.7,-398.8,27.0,,473.0,142.1,,227.0,-2.0,46.4,,,,,37.0,-41.4,,,,-85.0,,False,,True,False,,,,,False,,False,,,False,,False,False,True,,False,False,,False,True,True,,,,,True,True,,,,False
47149,2586,3012.0,,3054.9,2787.1,3012.0,3643.0,,,,,2029.7,,1372.4,,3943.8,2519.0,,6002.4,1432.6,2970.5,,4141.0,3352.3,,3552.0,2827.0,2235.2,,,,,2728.9,2330.4,3096.0,,,2731.2,426.0,,468.9,201.1,426.0,1057.0,,,,,-556.3,,-1213.6,,1357.8,-67.0,,3416.4,-1153.4,384.5,,1555.0,766.3,,966.0,241.0,-350.8,,,,,142.9,-255.6,510.0,,,145.2,,False,True,False,False,,,,,False,,False,,False,True,,False,False,True,,False,False,,False,True,True,,,,,True,True,False,,,True
47151,213,256.0,,266.4,,208.0,190.0,,,,,139.9,,37.8,,,158.0,,501.8,101.9,,,291.0,270.5,,312.0,228.0,137.2,,,,,,206.9,,,,220.2,43.0,,53.4,,-5.0,-23.0,,,,,-73.1,,-175.2,,,-55.0,,288.8,-111.1,,,78.0,57.5,,99.0,15.0,-75.8,,,,,,-6.1,,,,7.2,,False,,True,True,,,,,False,,False,,,False,,False,False,,,False,False,,False,True,False,,,,,,True,,,,True
47153,154,229.0,,227.0,,169.0,195.0,,,,,108.8,,40.1,,,132.0,,690.6,95.2,,,341.0,184.0,,258.0,154.0,142.6,,,,,,162.3,,,,369.4,75.0,,73.0,,15.0,41.0,,,,,-45.2,,-113.9,,,-22.0,,536.6,-58.8,,,187.0,30.0,,104.0,0.0,-11.4,,,,,,8.3,,,,215.4,,True,,True,True,,,,,True,,False,,,True,,False,True,,,False,True,,False,True,True,,,,,,True,,,,False
47155,1146,1153.0,,1172.2,,1113.0,1367.0,,,,,777.9,,214.8,,,606.0,,2978.6,435.7,1092.5,,2244.5,1419.9,,1399.0,994.0,684.8,,,,,1073.8,882.2,,,,1368.9,7.0,,26.2,,-33.0,221.0,,,,,-368.1,,-931.2,,,-540.0,,1832.6,-710.3,-53.5,,1098.5,273.9,,253.0,-152.0,-461.2,,,,,-72.2,-263.8,,,,222.9,,False,,False,False,,,,,False,,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,False,False,,,,False
47157,4986,4905.0,,4911.2,5631.2,5631.0,6333.0,,,,,2533.7,,3549.7,,6437.5,6265.0,,11113.5,2968.4,4820.0,,6352.0,5427.8,,5657.0,4882.0,6039.0,,,,,4576.8,3790.0,6760.0,,,6119.0,-81.0,,-74.8,645.2,645.0,1347.0,,,,,-2452.3,,-1436.3,,1451.5,1279.0,,6127.5,-2017.6,-166.0,,1366.0,441.8,,671.0,-104.0,1053.0,,,,,-409.2,-1196.0,1774.0,,,1133.0,,True,False,False,False,,,,,False,,False,,False,False,,False,False,False,,False,False,,False,False,False,,,,,False,False,False,,,False
47159,169,208.0,,208.4,,175.0,68.0,,,,,121.6,,21.1,,,157.0,,435.2,84.9,,,257.0,223.4,,220.0,182.0,161.9,,,,,,137.0,,,,291.3,39.0,,39.4,,6.0,-101.0,,,,,-47.4,,-147.9,,,-12.0,,266.2,-84.1,,,88.0,54.4,,51.0,13.0,-7.1,,,,,,-32.0,,,,122.3,,False,,True,False,,,,,False,,False,,,True,,False,False,,,False,False,,False,True,True,,,,,,True,,,,False
47161,83,66.0,,66.0,,74.0,54.0,,,,,47.1,,19.9,,,75.0,,110.7,29.4,,,92.0,93.0,,86.0,73.0,84.6,,,,,,64.8,,,,47.1,-17.0,,-17.0,,-9.0,-29.0,,,,,-35.9,,-63.1,,,-8.0,,27.7,-53.6,,,9.0,10.0,,3.0,-10.0,1.6,,,,,,-18.2,,,,-35.9,,True,,True,False,,,,,False,,False,,,True,,False,False,,,True,True,,True,True,True,,,,,,False,,,,False
47163,1059,1196.0,,1120.7,,1196.0,1495.0,,,,,760.3,,330.4,,,817.0,,2056.5,592.3,1166.5,,1660.0,1429.1,,1417.0,1046.0,974.0,,,,,1232.2,1055.9,1232.0,,,1919.2,137.0,,61.7,,137.0,436.0,,,,,-298.7,,-728.6,,,-242.0,,997.5,-466.7,107.5,,601.0,370.1,,358.0,-13.0,-85.0,,,,,173.2,-3.1,173.0,,,860.2,,True,,False,False,,,,,False,,False,,,False,,False,False,True,,False,False,,False,True,True,,,,,False,True,False,,,False
47165,1400,1520.0,,1536.0,,1584.0,1745.0,,,,,1068.5,,582.0,,1920.9,1137.0,,2576.9,770.6,1554.0,,2131.0,1703.4,,1841.0,1516.0,1229.5,,,,,1466.5,1188.9,2040.0,,,1444.9,120.0,,136.0,,184.0,345.0,,,,,-331.5,,-818.0,,520.9,-263.0,,1176.9,-629.4,154.0,,731.0,303.4,,441.0,116.0,-170.5,,,,,66.5,-211.1,640.0,,,44.9,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,False,,False,True,False,,,,,True,False,False,,,True
47167,470,458.0,,475.0,,463.0,308.0,,,,,348.4,,163.0,,,507.0,,846.7,237.9,441.0,,639.0,503.4,,548.0,429.0,526.3,,,,,419.0,400.6,,,,449.7,-12.0,,5.0,,-7.0,-162.0,,,,,-121.6,,-307.0,,,37.0,,376.7,-232.1,-29.0,,169.0,33.4,,78.0,-41.0,56.3,,,,,-51.0,-69.4,,,,-20.3,,True,,True,False,,,,,False,,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,False,False,,,,False
47169,69,80.0,,80.6,,81.0,,,,,,96.1,,6.7,,,91.0,,305.3,27.0,,,135.0,80.1,,102.0,82.0,77.1,,,,,,87.7,,,,71.6,11.0,,11.6,,12.0,,,,,,27.1,,-62.3,,,22.0,,236.3,-42.0,,,66.0,11.1,,33.0,13.0,8.1,,,,,,18.7,,,,2.6,,False,,False,,,,,,False,,False,,,False,,False,False,,,False,False,,False,False,True,,,,,,False,,,,True
47171,140,147.0,,147.9,,131.0,26.0,,,,,96.3,,30.6,,,114.0,,171.7,59.7,,,160.0,149.9,,163.0,133.0,110.4,,,,,,147.5,,,,223.8,7.0,,7.9,,-9.0,-114.0,,,,,-43.7,,-109.4,,,-26.0,,31.7,-80.3,,,20.0,9.9,,23.0,-7.0,-29.6,,,,,,7.5,,,,83.8,,False,,False,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
47173,105,174.0,,172.8,,154.0,150.0,,,,,85.7,,17.0,,,159.0,,676.6,73.8,,,178.0,130.6,,215.0,166.0,153.9,,,,,,145.0,,,,294.7,69.0,,67.8,,49.0,45.0,,,,,-19.3,,-88.0,,,54.0,,571.6,-31.2,,,73.0,25.6,,110.0,61.0,48.9,,,,,,40.0,,,,189.7,,True,,True,True,,,,,True,,False,,,True,,False,True,,,False,True,,False,True,True,,,,,,True,,,,False
47175,29,68.0,,66.5,,57.0,55.0,,,,,33.0,,6.3,,,61.0,,87.9,26.2,,,62.0,51.0,,75.0,59.0,49.4,,,,,,71.0,,,,75.2,39.0,,37.5,,28.0,26.0,,,,,4.0,,-22.7,,,32.0,,58.9,-2.8,,,33.0,22.0,,46.0,30.0,20.4,,,,,,42.0,,,,46.2,,True,,True,True,,,,,True,,True,,,True,,False,True,,,True,True,,False,True,True,,,,,,False,,,,False
47177,542,672.0,,706.7,,594.0,474.0,,,,,386.6,,67.4,,,469.0,,2219.0,260.9,606.0,,1015.0,743.8,,792.0,457.0,325.8,,,,,636.6,478.1,,,,1272.3,130.0,,164.7,,52.0,-68.0,,,,,-155.4,,-474.6,,,-73.0,,1677.0,-281.1,64.0,,473.0,201.8,,250.0,-85.0,-216.2,,,,,94.6,-63.9,,,,730.3,,False,,True,True,,,,,False,,False,,,True,,False,False,True,,False,False,,False,True,False,,,,,True,True,,,,False
47179,973,1119.0,,1112.2,,1065.0,1071.0,,,,,699.8,,228.7,,,653.0,,1850.5,503.0,1141.0,,1540.0,1354.5,,1280.0,1003.0,746.9,,,,,1078.5,995.9,1062.0,,,972.6,146.0,,139.2,,92.0,98.0,,,,,-273.2,,-744.3,,,-320.0,,877.5,-470.0,168.0,,567.0,381.5,,307.0,30.0,-226.1,,,,,105.5,22.9,89.0,,,-0.4,,True,,True,True,,,,,False,,False,,,False,,False,False,False,,False,False,,False,True,False,,,,,True,True,True,,,True
47181,114,136.0,,132.6,,146.0,84.0,,,,,127.7,,7.4,,,155.0,,184.8,91.3,,,179.0,121.5,,174.0,137.0,176.3,,,,,,102.0,,,,183.0,22.0,,18.6,,32.0,-30.0,,,,,13.7,,-106.6,,,41.0,,70.8,-22.7,,,65.0,7.5,,60.0,23.0,62.3,,,,,,-12.0,,,,69.0,,True,,False,False,,,,,True,,False,,,False,,False,False,,,False,True,,False,False,False,,,,,,True,,,,False
47183,240,266.0,,259.4,,264.0,32.0,,,,,206.4,,26.5,,,224.0,,413.5,133.3,223.0,,408.0,337.0,,298.0,262.0,263.1,,,,,250.0,225.5,,,,329.6,26.0,,19.4,,24.0,-208.0,,,,,-33.6,,-213.5,,,-16.0,,173.5,-106.7,-17.0,,168.0,97.0,,58.0,22.0,23.1,,,,,10.0,-14.5,,,,89.6,,True,,True,False,,,,,False,,False,,,True,,False,False,True,,False,False,,False,True,True,,,,,True,True,,,,False
47185,234,256.0,,258.9,,256.0,88.0,,,,,183.5,,32.9,,,275.0,,374.4,111.6,,,363.0,305.3,,298.0,243.0,219.2,,,,,242.2,187.6,,,,272.0,22.0,,24.9,,22.0,-146.0,,,,,-50.5,,-201.1,,,41.0,,140.4,-122.4,,,129.0,71.3,,64.0,9.0,-14.8,,,,,8.2,-46.4,,,,38.0,,False,,False,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,True,True,,,,,True,False,,,,False
47187,1944,1550.0,,1547.3,,1563.0,1762.0,,,,,1168.7,,762.2,,2251.3,1240.0,,2461.9,669.7,1490.5,,2138.0,1963.6,,1814.0,1563.0,1521.1,,,,,1553.9,1284.9,1681.0,,,1383.2,-394.0,,-396.7,,-381.0,-182.0,,,,,-775.3,,-1181.8,,307.3,-704.0,,517.9,-1274.3,-453.5,,194.0,19.6,,-130.0,-381.0,-422.9,,,,,-390.1,-659.1,-263.0,,,-560.8,,False,,True,True,,,,,False,,False,,True,False,,False,False,False,,True,True,,True,True,False,,,,,True,False,True,,,False
47189,1325,1314.0,,1304.4,,1314.0,1353.0,,,,,928.4,,393.1,,,984.0,,2339.0,583.3,1272.0,,1931.5,1579.3,,1551.0,1229.0,911.9,,,,,1307.7,968.6,1581.0,,,1426.5,-11.0,,-20.6,,-11.0,28.0,,,,,-396.6,,-931.9,,,-341.0,,1014.0,-741.7,-53.0,,606.5,254.3,,226.0,-96.0,-413.1,,,,,-17.3,-356.4,256.0,,,101.5,,False,,False,False,,,,,False,,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,False,False,False,,,False
48001,102,201.0,,213.1,,194.0,188.0,,,,,153.9,,151.3,,,283.0,,99.8,92.8,272.0,,114.0,176.4,,230.0,228.0,377.6,,,,,199.8,188.6,,,,935.8,99.0,,111.1,,92.0,86.0,,,,,51.9,,49.3,,,181.0,,-2.2,-9.2,170.0,,12.0,74.4,,128.0,126.0,275.6,,,,,97.8,86.6,,,,833.8,,False,,True,True,,,,,True,,True,,,False,,True,True,False,,True,True,,False,False,False,,,,,True,True,,,,False
48003,53,119.0,,122.9,,99.0,102.0,,,,,56.5,,36.1,,,117.0,,99.2,62.1,,,74.0,66.9,,116.0,112.0,89.5,,,,,,157.5,,,,63.8,66.0,,69.9,,46.0,49.0,,,,,3.5,,-16.9,,,64.0,,46.2,9.1,,,21.0,13.9,,63.0,59.0,36.5,,,,,,104.5,,,,10.8,,False,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,True,True,True,,,,,,False,,,,True
48005,380,589.0,,609.2,,354.0,792.0,,,,,230.8,,872.5,,,374.0,,847.3,337.0,403.5,,272.0,334.2,,621.0,569.0,296.7,,,,,504.1,559.2,,,,742.9,209.0,,229.2,,-26.0,412.0,,,,,-149.2,,492.5,,,-6.0,,467.3,-43.0,23.5,,-108.0,-45.8,,241.0,189.0,-83.3,,,,,124.1,179.2,,,,362.9,,False,,True,False,,,,,True,,False,,,True,,False,True,True,,True,True,,False,True,True,,,,,True,True,,,,False
48007,55,41.0,,47.3,,45.0,41.0,,,,,34.1,,46.2,,,37.0,,18.8,45.2,,,57.0,63.0,,48.0,55.0,65.8,,,,,,80.0,,,,29.4,-14.0,,-7.7,,-10.0,-14.0,,,,,-20.9,,-8.8,,,-18.0,,-36.2,-9.8,,,2.0,8.0,,-7.0,0.0,10.8,,,,,,25.0,,,,-25.6,,True,,True,False,,,,,False,,True,,,False,,False,True,,,True,True,,True,True,True,,,,,,False,,,,False
48009,40,59.0,,58.2,,42.0,55.0,,,,,24.0,,43.5,,,41.0,,63.4,36.5,,,43.0,37.2,,69.0,59.0,35.9,,,,,,63.9,,,,56.7,19.0,,18.2,,2.0,15.0,,,,,-16.0,,3.5,,,1.0,,23.4,-3.5,,,3.0,-2.8,,29.0,19.0,-4.1,,,,,,23.9,,,,16.7,,True,,True,True,,,,,True,,True,,,True,,False,True,,,True,True,,False,False,True,,,,,,False,,,,True
48011,7,8.0,,7.7,,6.0,0.0,,,,,4.4,,1.9,,,7.0,,4.1,6.2,,,5.0,5.7,,10.0,8.0,10.8,,,,,,20.2,,,,7.6,1.0,,0.7,,-1.0,-7.0,,,,,-2.6,,-5.1,,,0.0,,-2.9,-0.8,,,-2.0,-1.3,,3.0,1.0,3.8,,,,,,13.2,,,,0.6,,True,,False,False,,,,,False,,False,,,True,,False,True,,,False,False,,False,False,False,,,,,,False,,,,True
48013,222,315.0,,331.6,,296.0,1095.0,,,,,119.0,,167.2,,,177.0,,769.4,201.8,820.5,,320.0,388.8,,768.0,278.0,186.5,,,,,317.8,310.1,,,,221.4,93.0,,109.6,,74.0,873.0,,,,,-103.0,,-54.8,,,-45.0,,547.4,-20.2,598.5,,98.0,166.8,,546.0,56.0,-35.5,,,,,95.8,88.1,,,,-0.6,,False,,True,False,,,,,False,,True,,,True,,False,True,False,,False,False,,False,True,True,,,,,False,True,,,,True
48015,98,91.0,,95.9,,83.0,83.0,,,,,61.5,,92.8,,,70.0,,29.1,57.5,95.5,,82.0,89.3,,94.0,105.0,103.9,,,,,,123.6,,,,76.0,-7.0,,-2.1,,-15.0,-15.0,,,,,-36.5,,-5.2,,,-28.0,,-68.9,-40.5,-2.5,,-16.0,-8.7,,-4.0,7.0,5.9,,,,,,25.6,,,,-22.0,,True,,False,False,,,,,False,,True,,,False,,False,False,True,,False,False,,True,False,True,,,,,,False,,,,False
48017,12,13.0,,18.9,,19.0,25.0,,,,,22.2,,4.8,,,46.0,,10.2,22.2,,,7.0,15.3,,27.0,24.0,57.0,,,,,,45.0,,,,13.3,1.0,,6.9,,7.0,13.0,,,,,10.2,,-7.2,,,34.0,,-1.8,10.2,,,-5.0,3.3,,15.0,12.0,45.0,,,,,,33.0,,,,1.3,,False,,False,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
48019,71,66.0,,60.6,,51.0,76.0,,,,,27.5,,73.2,,,44.0,,36.7,65.9,,,48.0,54.1,,81.0,77.0,67.5,,,,,,63.2,,,,17.0,-5.0,,-10.4,,-20.0,5.0,,,,,-43.5,,2.2,,,-27.0,,-34.3,-5.1,,,-23.0,-16.9,,10.0,6.0,-3.5,,,,,,-7.8,,,,-54.0,,False,,False,False,,,,,False,,True,,,False,,False,False,,,False,False,,False,False,True,,,,,,False,,,,False
48021,153,227.0,,236.1,,241.0,263.0,,,,,146.5,,337.1,,,245.0,,91.4,183.2,330.5,,293.0,238.0,,269.0,275.0,251.3,,,,,202.5,220.0,,,,163.5,74.0,,83.1,,88.0,110.0,,,,,-6.5,,184.1,,,92.0,,-61.6,30.2,177.5,,140.0,85.0,,116.0,122.0,98.3,,,,,49.5,67.0,,,,10.5,,False,,False,False,,,,,True,,False,,,False,,True,True,False,,False,False,,False,False,False,,,,,True,True,,,,True
48023,27,11.0,,10.8,,10.0,7.0,,,,,6.2,,2.2,,,21.0,,11.9,6.5,,,7.0,8.1,,13.0,13.0,18.4,,,,,,21.5,,,,93.1,-16.0,,-16.2,,-17.0,-20.0,,,,,-20.8,,-24.8,,,-6.0,,-15.1,-20.5,,,-20.0,-18.9,,-14.0,-14.0,-8.6,,,,,,-5.5,,,,66.1,,False,,False,False,,,,,False,,False,,,True,,True,False,,,False,False,,True,True,True,,,,,,True,,,,False
48025,136,129.0,,121.3,,125.0,0.0,,,,,89.4,,108.0,,,125.0,,88.6,118.0,153.5,,110.0,133.0,,115.0,133.0,123.0,,,,,,262.7,,,,190.2,-7.0,,-14.7,,-11.0,-136.0,,,,,-46.6,,-28.0,,,-11.0,,-47.4,-18.0,17.5,,-26.0,-3.0,,-21.0,-3.0,-13.0,,,,,,126.7,,,,54.2,,False,,False,False,,,,,False,,False,,,False,,False,False,False,,False,True,,False,True,False,,,,,,False,,,,False
48027,689,902.0,,896.0,,860.0,871.0,,,,,611.2,,1613.5,,,1324.0,,933.1,994.4,796.5,,781.0,830.4,,1297.0,1121.0,813.9,,,,,881.8,836.8,860.0,,,795.1,213.0,,207.0,,171.0,182.0,,,,,-77.8,,924.5,,,635.0,,244.1,305.4,107.5,,92.0,141.4,,608.0,432.0,124.9,,,,,192.8,147.8,171.0,,,106.1,,True,,True,True,,,,,True,,False,,,False,,False,False,True,,True,True,,False,False,True,,,,,True,True,True,,,True
48029,5971,7346.0,,7448.7,7175.8,7496.0,7936.0,,,,,5982.5,,6816.6,,8252.7,7496.0,,5797.7,7905.6,7617.0,,7974.0,8140.3,,9430.0,7947.0,6958.2,,,,,6984.8,6788.8,7986.0,,,11161.0,1375.0,,1477.7,1204.8,1525.0,1965.0,,,,,11.5,,845.6,,2281.7,1525.0,,-173.3,1934.6,1646.0,,2003.0,2169.3,,3459.0,1976.0,987.2,,,,,1013.8,817.8,2015.0,,,5190.0,,False,True,False,False,,,,,True,,True,,False,False,,True,False,False,,False,False,,False,False,True,,,,,True,True,False,,,False
48031,6,26.0,,25.1,,25.0,7.0,,,,,16.2,,56.4,,,24.0,,39.5,21.3,,,41.0,25.3,,34.0,32.0,22.4,,,,,,32.7,,,,59.5,20.0,,19.1,,19.0,1.0,,,,,10.2,,50.4,,,18.0,,33.5,15.3,,,35.0,19.3,,28.0,26.0,16.4,,,,,,26.7,,,,53.5,,True,,True,True,,,,,True,,False,,,True,,False,True,,,False,True,,False,False,True,,,,,,False,,,,False
48033,0,2.0,,0.8,,2.0,0.0,,,,,1.2,,1.5,,,4.0,,0.0,3.4,,,1.0,0.9,,,3.0,2.0,,,,,,9.9,,,,1.5,2.0,,0.8,,2.0,0.0,,,,,1.2,,1.5,,,4.0,,0.0,3.4,,,1.0,0.9,,,3.0,2.0,,,,,,9.9,,,,1.5,,True,,False,True,,,,,True,,True,,,False,,True,False,,,True,True,,,False,False,,,,,,False,,,,True
48035,50,41.0,,40.4,,41.0,41.0,,,,,27.8,,53.6,,,73.0,,45.3,31.0,,,23.0,35.8,,49.0,60.0,87.0,,,,,,58.3,,,,51.2,-9.0,,-9.6,,-9.0,-9.0,,,,,-22.2,,3.6,,,23.0,,-4.7,-19.0,,,-27.0,-14.2,,-1.0,10.0,37.0,,,,,,8.3,,,,1.2,,False,,False,False,,,,,False,,True,,,False,,True,False,,,False,False,,True,False,False,,,,,,True,,,,True
