,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
19087,44,110.0,,125.5,,101.0,108.0,,,,,73.0,,67.4,,,69.0,,127.2,101.8,,,53.0,91.7,,192.0,131.0,97.2,,,,,88.9,103.0,,,,91.1,66.0,,81.5,,57.0,64.0,,,,,29.0,,23.4,,,25.0,,83.2,57.8,,,9.0,47.7,,148.0,87.0,53.2,,,,,44.9,59.0,,,,47.1,,False,,True,True,,,,,True,,True,,,True,,False,True,,,True,True,,False,False,True,,,,,True,True,,,,True
19089,28,43.0,,37.0,,29.0,21.0,,,,,24.0,,38.4,,,36.0,,18.7,29.7,,,12.0,30.2,,37.0,37.0,28.1,,,,,,47.8,,,,39.8,15.0,,9.0,,1.0,-7.0,,,,,-4.0,,10.4,,,8.0,,-9.3,1.7,,,-16.0,2.2,,9.0,9.0,0.1,,,,,,19.8,,,,11.8,,True,,True,True,,,,,True,,True,,,True,,True,True,,,False,True,,True,True,True,,,,,,False,,,,True
19091,33,48.0,,57.2,,35.0,34.0,,,,,28.5,,48.4,,,47.0,,13.3,31.9,,,44.0,30.3,,39.0,43.0,35.2,,,,,,65.4,,,,16.9,15.0,,24.2,,2.0,1.0,,,,,-4.5,,15.4,,,14.0,,-19.7,-1.1,,,11.0,-2.7,,6.0,10.0,2.2,,,,,,32.4,,,,-16.1,,False,,True,True,,,,,True,,False,,,True,,False,True,,,True,True,,True,True,True,,,,,,False,,,,False
19093,18,33.0,,36.4,,26.0,0.0,,,,,22.7,,29.3,,,45.0,,22.5,32.1,,,16.0,28.3,,48.0,37.0,24.6,,,,,,49.7,,,,25.7,15.0,,18.4,,8.0,-18.0,,,,,4.7,,11.3,,,27.0,,4.5,14.1,,,-2.0,10.3,,30.0,19.0,6.6,,,,,,31.7,,,,7.7,,False,,True,False,,,,,True,,True,,,False,,True,True,,,True,True,,False,False,True,,,,,,False,,,,True
19095,21,47.0,,49.5,,38.0,36.0,,,,,31.5,,61.0,,,48.0,,12.0,32.7,,,14.0,40.2,,42.0,52.0,33.6,,,,,,67.2,,,,33.7,26.0,,28.5,,17.0,15.0,,,,,10.5,,40.0,,,27.0,,-9.0,11.7,,,-7.0,19.2,,21.0,31.0,12.6,,,,,,46.2,,,,12.7,,False,,True,True,,,,,True,,False,,,False,,True,True,,,True,True,,True,False,True,,,,,,False,,,,True
19097,37,53.0,,47.1,,59.0,59.0,,,,,47.0,,52.5,,,59.0,,92.1,50.6,,,30.0,52.8,,87.0,71.0,103.0,,,,,,63.8,,,,82.3,16.0,,10.1,,22.0,22.0,,,,,10.0,,15.5,,,22.0,,55.1,13.6,,,-7.0,15.8,,50.0,34.0,66.0,,,,,,26.8,,,,45.3,,True,,False,False,,,,,True,,True,,,False,,False,True,,,True,True,,False,False,False,,,,,,False,,,,False
19099,140,179.0,,163.9,,134.0,92.0,,,,,91.3,,154.6,,,139.0,,143.7,104.6,134.0,,99.0,130.9,,168.0,162.0,171.2,,,,,173.4,167.2,,,,136.2,39.0,,23.9,,-6.0,-48.0,,,,,-48.7,,14.6,,,-1.0,,3.7,-35.4,-6.0,,-41.0,-9.1,,28.0,22.0,31.2,,,,,33.4,27.2,,,,-3.8,,True,,True,False,,,,,False,,True,,,True,,True,True,True,,False,True,,True,True,True,,,,,True,True,,,,True
19101,62,66.0,,64.9,,46.0,53.0,,,,,34.0,,155.8,,,57.0,,18.0,44.6,,,24.0,52.6,,67.0,58.0,17.2,,,,,,75.1,,,,41.7,4.0,,2.9,,-16.0,-9.0,,,,,-28.0,,93.8,,,-5.0,,-44.0,-17.4,,,-38.0,-9.4,,5.0,-4.0,-44.8,,,,,,13.1,,,,-20.3,,True,,False,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
19103,223,284.0,,313.0,,257.0,250.0,,,,,275.5,,379.2,,173.6,425.0,,101.1,343.9,327.0,,134.0,263.2,,290.0,332.0,377.7,,,,,336.5,316.2,189.0,,,285.7,61.0,,90.0,,34.0,27.0,,,,,52.5,,156.2,,-49.4,202.0,,-121.9,120.9,104.0,,-89.0,40.2,,67.0,109.0,154.7,,,,,113.5,93.2,-34.0,,,62.7,,False,,True,True,,,,,True,,False,,True,False,,False,False,False,,False,True,,False,False,False,,,,,False,False,True,,,False
19105,39,59.0,,62.6,,26.0,26.0,,,,,54.3,,65.4,,,79.0,,24.1,56.9,,,14.0,44.0,,57.0,65.0,15.2,,,,,108.1,72.8,,,,103.5,20.0,,23.6,,-13.0,-13.0,,,,,15.3,,26.4,,,40.0,,-14.9,17.9,,,-25.0,5.0,,18.0,26.0,-23.8,,,,,69.1,33.8,,,,64.5,,False,,True,True,,,,,True,,False,,,False,,True,True,,,False,True,,True,False,False,,,,,False,False,,,,False
19107,16,36.0,,34.5,,33.0,43.0,,,,,23.6,,22.1,,,36.0,,15.1,30.9,,,17.0,26.7,,39.0,41.0,80.7,,,,,,43.7,,,,32.1,20.0,,18.5,,17.0,27.0,,,,,7.6,,6.1,,,20.0,,-0.9,14.9,,,1.0,10.7,,23.0,25.0,64.7,,,,,,27.7,,,,16.1,,True,,True,False,,,,,True,,True,,,False,,True,True,,,True,True,,False,False,False,,,,,,False,,,,True
19109,35,80.0,,84.3,,64.0,68.0,,,,,49.3,,75.2,,,64.0,,32.4,69.6,,,50.0,64.7,,99.0,85.0,65.1,,,,,,78.5,,,,70.1,45.0,,49.3,,29.0,33.0,,,,,14.3,,40.2,,,29.0,,-2.6,34.6,,,15.0,29.7,,64.0,50.0,30.1,,,,,,43.5,,,,35.1,,False,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,False,False,True,,,,,,True,,,,True
19111,97,169.0,,166.4,,136.0,109.0,,,,,108.0,,181.2,,,132.0,,88.9,126.3,145.0,,100.0,140.1,,200.0,159.0,139.6,,,,,144.7,155.1,,,,152.5,72.0,,69.4,,39.0,12.0,,,,,11.0,,84.2,,,35.0,,-8.1,29.3,48.0,,3.0,43.1,,103.0,62.0,42.6,,,,,47.7,58.1,,,,55.5,,True,,True,True,,,,,True,,False,,,True,,True,True,True,,True,True,,False,True,True,,,,,True,True,,,,True
19113,384,546.0,,586.9,,378.0,491.0,,,,,375.4,,701.8,,256.3,822.0,,114.5,442.3,366.5,,174.0,480.0,,475.0,538.0,128.6,,,,,681.4,740.2,408.0,,,665.9,162.0,,202.9,,-6.0,107.0,,,,,-8.6,,317.8,,-127.7,438.0,,-269.5,58.3,-17.5,,-210.0,96.0,,91.0,154.0,-255.4,,,,,297.4,356.2,24.0,,,281.9,,False,,True,True,,,,,True,,False,,True,False,,False,True,True,,False,True,,True,True,False,,,,,False,False,True,,,False
19115,40,43.0,,43.6,,35.0,34.0,,,,,32.9,,56.8,,,36.0,,15.6,29.7,,,18.0,33.8,,49.0,45.0,40.1,,,,,,44.1,,,,45.0,3.0,,3.6,,-5.0,-6.0,,,,,-7.1,,16.8,,,-4.0,,-24.4,-10.3,,,-22.0,-6.2,,9.0,5.0,0.1,,,,,,4.1,,,,5.0,,False,,False,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,False,True,,,,,,False,,,,False
19117,62,79.0,,76.5,,47.0,42.0,,,,,28.1,,89.5,,,53.0,,50.0,36.1,,,46.0,48.4,,78.0,60.0,21.4,,,,,,72.8,,,,51.8,17.0,,14.5,,-15.0,-20.0,,,,,-33.9,,27.5,,,-9.0,,-12.0,-25.9,,,-16.0,-13.6,,16.0,-2.0,-40.6,,,,,,10.8,,,,-10.2,,True,,True,False,,,,,False,,False,,,True,,True,False,,,True,True,,True,True,False,,,,,,True,,,,True
19119,36,50.0,,50.8,,37.0,31.0,,,,,34.5,,53.4,,,46.0,,7.7,36.8,,,16.0,37.1,,45.0,51.0,36.8,,,,,,52.0,,,,67.1,14.0,,14.8,,1.0,-5.0,,,,,-1.5,,17.4,,,10.0,,-28.3,0.8,,,-20.0,1.1,,9.0,15.0,0.8,,,,,,16.0,,,,31.1,,False,,True,True,,,,,True,,False,,,True,,False,True,,,False,True,,True,False,True,,,,,,False,,,,False
19121,35,56.0,,53.5,,45.0,56.0,,,,,34.9,,73.6,,,74.0,,22.6,44.8,,,33.0,47.9,,63.0,56.0,42.0,,,,,,58.4,,,,45.1,21.0,,18.5,,10.0,21.0,,,,,-0.1,,38.6,,,39.0,,-12.4,9.8,,,-2.0,12.9,,28.0,21.0,7.0,,,,,,23.4,,,,10.1,,True,,True,False,,,,,True,,False,,,False,,True,True,,,True,True,,False,False,True,,,,,,False,,,,True
19123,74,126.0,,123.9,,78.0,84.0,,,,,55.7,,106.8,,,87.0,,64.3,64.1,,,59.0,93.8,,130.0,119.0,70.9,,,,,,123.8,,,,111.1,52.0,,49.9,,4.0,10.0,,,,,-18.3,,32.8,,,13.0,,-9.7,-9.9,,,-15.0,19.8,,56.0,45.0,-3.1,,,,,,49.8,,,,37.1,,True,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,True
19125,123,195.0,,191.0,,140.0,116.0,,,,,105.1,,204.8,,,139.0,,115.5,102.0,138.0,,176.0,154.1,,182.0,181.0,155.7,,,,,193.3,179.3,,,,128.2,72.0,,68.0,,17.0,-7.0,,,,,-17.9,,81.8,,,16.0,,-7.5,-21.0,15.0,,53.0,31.1,,59.0,58.0,32.7,,,,,70.3,56.3,,,,5.2,,True,,True,True,,,,,True,,False,,,True,,True,True,True,,True,True,,True,True,True,,,,,True,True,,,,True
19127,68,128.0,,127.3,,108.0,103.0,,,,,102.3,,84.3,,,184.0,,37.0,119.8,127.5,,51.0,102.8,,118.0,133.0,122.1,,,,,127.7,185.2,,,,139.0,60.0,,59.3,,40.0,35.0,,,,,34.3,,16.3,,,116.0,,-31.0,51.8,59.5,,-17.0,34.8,,50.0,65.0,54.1,,,,,59.7,117.2,,,,71.0,,True,,True,True,,,,,True,,True,,,False,,True,True,True,,True,True,,True,False,True,,,,,True,False,,,,False
19129,25,49.0,,41.4,,44.0,46.0,,,,,33.1,,47.3,,,95.0,,39.5,46.6,,,17.0,39.8,,54.0,54.0,56.4,,,,,,67.4,,,,46.4,24.0,,16.4,,19.0,21.0,,,,,8.1,,22.3,,,70.0,,14.5,21.6,,,-8.0,14.8,,29.0,29.0,31.4,,,,,,42.4,,,,21.4,,True,,True,True,,,,,True,,True,,,False,,True,True,,,True,True,,False,False,False,,,,,,False,,,,True
19131,41,58.0,,50.2,,37.0,52.0,,,,,28.5,,67.0,,,39.0,,11.2,34.4,,,11.0,37.5,,53.0,52.0,34.1,,,,,,52.7,,,,76.9,17.0,,9.2,,-4.0,11.0,,,,,-12.5,,26.0,,,-2.0,,-29.8,-6.6,,,-30.0,-3.5,,12.0,11.0,-6.9,,,,,,11.7,,,,35.9,,True,,True,True,,,,,True,,False,,,True,,False,True,,,False,True,,True,True,True,,,,,,True,,,,False
19133,14,25.0,,25.1,,23.0,25.0,,,,,17.2,,24.4,,,49.0,,15.5,21.8,,,11.0,19.0,,28.0,29.0,25.5,,,,,,40.7,,,,30.8,11.0,,11.1,,9.0,11.0,,,,,3.2,,10.4,,,35.0,,1.5,7.8,,,-3.0,5.0,,14.0,15.0,11.5,,,,,,26.7,,,,16.8,,False,,True,False,,,,,True,,True,,,False,,True,True,,,True,True,,False,False,False,,,,,,False,,,,False
19135,55,60.0,,62.5,,42.0,0.0,,,,,27.6,,54.5,,,37.0,,61.5,25.1,,,55.0,36.9,,58.0,46.0,46.6,,,,,,59.6,,,,29.8,5.0,,7.5,,-13.0,-55.0,,,,,-27.4,,-0.5,,,-18.0,,6.5,-29.9,,,0.0,-18.1,,3.0,-9.0,-8.4,,,,,,4.6,,,,-25.2,,False,,False,False,,,,,False,,True,,,False,,False,False,,,True,False,,True,False,False,,,,,,True,,,,False
19137,42,69.0,,69.5,,53.0,49.0,,,,,34.3,,36.1,,,57.0,,60.8,36.2,,,59.0,46.4,,87.0,60.0,34.0,,,,,,83.1,,,,59.1,27.0,,27.5,,11.0,7.0,,,,,-7.7,,-5.9,,,15.0,,18.8,-5.8,,,17.0,4.4,,45.0,18.0,-8.0,,,,,,41.1,,,,17.1,,False,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,False,,,,True
19139,74,121.0,,137.6,,106.0,92.0,,,,,98.2,,143.6,,,147.0,,30.1,105.8,137.0,,48.0,101.1,,125.0,125.0,118.4,,,,,150.7,133.2,,,,153.2,47.0,,63.6,,32.0,18.0,,,,,24.2,,69.6,,,73.0,,-43.9,31.8,63.0,,-26.0,27.1,,51.0,51.0,44.4,,,,,76.7,59.2,,,,79.2,,False,,True,True,,,,,True,,False,,,False,,True,True,False,,True,True,,False,False,True,,,,,False,False,,,,False
19141,43,83.0,,82.5,,57.0,15.0,,,,,49.6,,148.3,,,69.0,,25.6,46.1,,,29.0,61.3,,61.0,76.0,55.9,,,,,,81.6,,,,72.0,40.0,,39.5,,14.0,-28.0,,,,,6.6,,105.3,,,26.0,,-17.4,3.1,,,-14.0,18.3,,18.0,33.0,12.9,,,,,,38.6,,,,29.0,,True,,True,True,,,,,True,,False,,,True,,True,True,,,True,True,,True,True,True,,,,,,True,,,,True
19143,6,11.0,,13.4,,11.0,7.0,,,,,15.7,,6.3,,,29.0,,6.6,15.0,,,2.0,10.0,,17.0,19.0,19.8,,,,,,44.6,,,,13.9,5.0,,7.4,,5.0,1.0,,,,,9.7,,0.3,,,23.0,,0.6,9.0,,,-4.0,4.0,,11.0,13.0,13.8,,,,,,38.6,,,,7.9,,False,,False,True,,,,,False,,True,,,False,,True,False,,,True,True,,False,False,False,,,,,,False,,,,False
19145,20,46.0,,41.2,,40.0,29.0,,,,,34.9,,25.7,,,84.0,,28.0,36.2,,,17.0,34.8,,55.0,57.0,49.1,,,,,,63.6,,,,56.9,26.0,,21.2,,20.0,9.0,,,,,14.9,,5.7,,,64.0,,8.0,16.2,,,-3.0,14.8,,35.0,37.0,29.1,,,,,,43.6,,,,36.9,,True,,True,True,,,,,True,,True,,,False,,True,True,,,True,True,,False,False,False,,,,,,False,,,,False
19147,9,44.0,,46.3,,30.0,29.0,,,,,23.0,,19.4,,,45.0,,45.1,28.0,,,15.0,28.8,,45.0,42.0,30.5,,,,,,54.2,,,,56.1,35.0,,37.3,,21.0,20.0,,,,,14.0,,10.4,,,36.0,,36.1,19.0,,,6.0,19.8,,36.0,33.0,21.5,,,,,,45.2,,,,47.1,,False,,True,True,,,,,True,,True,,,False,,False,True,,,True,True,,False,True,True,,,,,,False,,,,False
19149,67,144.0,,146.8,,109.0,48.0,,,,,97.8,,155.5,,,109.0,,35.4,108.1,,,66.0,117.0,,130.0,143.0,204.8,,,,,153.0,147.2,,,,121.9,77.0,,79.8,,42.0,-19.0,,,,,30.8,,88.5,,,42.0,,-31.6,41.1,,,-1.0,50.0,,63.0,76.0,137.8,,,,,86.0,80.2,,,,54.9,,False,,True,True,,,,,True,,False,,,True,,True,True,,,True,True,,True,True,False,,,,,False,False,,,,True
19151,14,31.0,,31.5,,25.0,41.0,,,,,19.4,,9.4,,,26.0,,11.5,19.4,,,14.0,22.2,,29.0,30.0,24.6,,,,,,34.4,,,,34.6,17.0,,17.5,,11.0,27.0,,,,,5.4,,-4.6,,,12.0,,-2.5,5.4,,,0.0,8.2,,15.0,16.0,10.6,,,,,,20.4,,,,20.6,,False,,True,False,,,,,True,,True,,,True,,True,True,,,True,True,,True,True,True,,,,,,False,,,,False
19153,1198,1950.0,,1995.1,1673.8,1448.0,2008.0,,,,,1146.5,,2141.0,,1358.6,1707.0,,870.7,1508.4,1456.5,,1371.5,1472.7,,1886.0,1799.0,518.9,,,,,1777.7,1876.7,1612.0,,,1718.6,752.0,,797.1,475.8,250.0,810.0,,,,,-51.5,,943.0,,160.6,509.0,,-327.3,310.4,258.5,,173.5,274.7,,688.0,601.0,-679.1,,,,,579.7,678.7,414.0,,,520.6,,False,True,True,False,,,,,True,,False,,True,True,,True,True,True,,True,True,,True,True,True,,,,,True,True,True,,,True
19155,275,404.0,,402.8,,299.0,308.0,,,,,240.4,,397.1,,,453.0,,165.8,286.6,343.5,,184.0,306.0,,404.0,389.0,244.2,,,,,362.6,348.7,,,,238.7,129.0,,127.8,,24.0,33.0,,,,,-34.6,,122.1,,,178.0,,-109.2,11.6,68.5,,-91.0,31.0,,129.0,114.0,-30.8,,,,,87.6,73.7,,,,-36.3,,True,,True,True,,,,,True,,True,,,False,,True,True,True,,True,True,,False,True,True,,,,,True,True,,,,True
19157,30,44.0,,46.3,,39.0,54.0,,,,,32.5,,55.2,,,61.0,,21.0,35.9,,,16.0,37.4,,45.0,51.0,39.0,,,,,,72.9,,,,44.4,14.0,,16.3,,9.0,24.0,,,,,2.5,,25.2,,,31.0,,-9.0,5.9,,,-14.0,7.4,,15.0,21.0,9.0,,,,,,42.9,,,,14.4,,False,,True,False,,,,,True,,False,,,False,,True,True,,,False,True,,False,False,True,,,,,,False,,,,False
19159,14,32.0,,31.7,,22.0,35.0,,,,,17.9,,23.4,,,23.0,,11.4,24.3,,,18.0,21.3,,43.0,32.0,14.8,,,,,,55.3,,,,29.6,18.0,,17.7,,8.0,21.0,,,,,3.9,,9.4,,,9.0,,-2.6,10.3,,,4.0,7.3,,29.0,18.0,0.8,,,,,,41.3,,,,15.6,,True,,True,False,,,,,True,,True,,,True,,True,True,,,True,True,,False,False,True,,,,,,False,,,,True
19161,20,35.0,,35.1,,28.0,17.0,,,,,28.3,,32.2,,,52.0,,8.7,32.0,,,15.0,25.2,,35.0,39.0,32.0,,,,,,40.3,,,,50.5,15.0,,15.1,,8.0,-3.0,,,,,8.3,,12.2,,,32.0,,-11.3,12.0,,,-5.0,5.2,,15.0,19.0,12.0,,,,,,20.3,,,,30.5,,False,,True,True,,,,,True,,True,,,False,,True,True,,,True,True,,False,False,True,,,,,,False,,,,False
19163,333,648.0,,677.5,,510.0,674.0,,,,,369.2,,743.8,,,597.0,,253.6,496.5,554.0,,286.0,510.3,,635.0,633.0,155.0,,,,,797.1,635.1,520.0,,,738.0,315.0,,344.5,,177.0,341.0,,,,,36.2,,410.8,,,264.0,,-79.4,163.5,221.0,,-47.0,177.3,,302.0,300.0,-178.0,,,,,464.1,302.1,187.0,,,405.0,,False,,True,False,,,,,True,,False,,,True,,True,True,True,,True,True,,True,True,True,,,,,False,True,True,,,False
19165,28,44.0,,40.7,,32.0,5.0,,,,,28.6,,76.7,,,68.0,,17.0,27.5,,,16.0,34.6,,37.0,45.0,33.1,,,,,,56.6,,,,35.0,16.0,,12.7,,4.0,-23.0,,,,,0.6,,48.7,,,40.0,,-11.0,-0.5,,,-12.0,6.6,,9.0,17.0,5.1,,,,,,28.6,,,,7.0,,True,,True,False,,,,,True,,False,,,False,,True,True,,,True,True,,True,False,True,,,,,,False,,,,True
19167,85,139.0,,136.1,,107.0,87.0,,,,,117.0,,124.3,,,164.0,,67.2,107.5,100.0,,72.0,115.9,,136.0,153.0,218.6,,,,,126.3,151.6,,,,152.4,54.0,,51.1,,22.0,2.0,,,,,32.0,,39.3,,,79.0,,-17.8,22.5,15.0,,-13.0,30.9,,51.0,68.0,133.6,,,,,41.3,66.6,,,,67.4,,True,,True,True,,,,,True,,True,,,False,,True,True,True,,True,True,,True,False,False,,,,,True,False,,,,False
19169,160,323.0,,324.4,,250.0,122.0,,,,,210.9,,359.4,,,279.0,,120.8,261.5,254.5,,183.0,268.3,,304.0,305.0,326.6,,,,,305.4,291.3,,,,355.9,163.0,,164.4,,90.0,-38.0,,,,,50.9,,199.4,,,119.0,,-39.2,101.5,94.5,,23.0,108.3,,144.0,145.0,166.6,,,,,145.4,131.3,,,,195.9,,False,,True,True,,,,,True,,False,,,True,,True,True,True,,True,True,,True,True,False,,,,,True,True,,,,False
19171,48,68.0,,67.2,,49.0,18.0,,,,,46.7,,68.5,,,53.0,,23.7,40.1,,,39.0,62.7,,56.0,66.0,47.3,,,,,,68.8,,,,32.1,20.0,,19.2,,1.0,-30.0,,,,,-1.3,,20.5,,,5.0,,-24.3,-7.9,,,-9.0,14.7,,8.0,18.0,-0.7,,,,,,20.8,,,,-15.9,,True,,True,False,,,,,True,,False,,,True,,False,True,,,True,True,,True,True,True,,,,,,False,,,,True
19173,11,21.0,,25.5,,17.0,7.0,,,,,13.5,,22.6,,,38.0,,16.0,13.5,,,9.0,14.0,,22.0,22.0,22.0,,,,,,27.3,,,,24.0,10.0,,14.5,,6.0,-4.0,,,,,2.5,,11.6,,,27.0,,5.0,2.5,,,-2.0,3.0,,11.0,11.0,11.0,,,,,,16.3,,,,13.0,,False,,True,True,,,,,True,,False,,,False,,True,True,,,True,True,,False,False,False,,,,,,False,,,,False
19175,34,31.0,,32.9,,33.0,38.0,,,,,27.5,,34.9,,,73.0,,12.3,35.9,,,14.0,27.7,,41.0,39.0,38.5,,,,,,56.3,,,,46.8,-3.0,,-1.1,,-1.0,4.0,,,,,-6.5,,0.9,,,39.0,,-21.7,1.9,,,-20.0,-6.3,,7.0,5.0,4.5,,,,,,22.3,,,,12.8,,True,,True,False,,,,,False,,True,,,False,,False,True,,,False,False,,False,False,False,,,,,,False,,,,False
19177,12,16.0,,15.3,,16.0,17.0,,,,,14.5,,33.7,,,21.0,,1.5,16.6,,,5.0,14.0,,18.0,21.0,20.3,,,,,,19.5,,,,18.5,4.0,,3.3,,4.0,5.0,,,,,2.5,,21.7,,,9.0,,-10.5,4.6,,,-7.0,2.0,,6.0,9.0,8.3,,,,,,7.5,,,,6.5,,True,,False,False,,,,,True,,False,,,False,,False,False,,,False,True,,False,False,False,,,,,,False,,,,False
19179,75,132.0,,128.4,,112.0,111.0,,,,,87.2,,154.2,,,176.0,,45.9,114.2,131.0,,60.0,112.8,,120.0,134.0,104.3,,,,,117.7,136.8,,,,97.8,57.0,,53.4,,37.0,36.0,,,,,12.2,,79.2,,,101.0,,-29.1,39.2,56.0,,-15.0,37.8,,45.0,59.0,29.3,,,,,42.7,61.8,,,,22.8,,True,,True,True,,,,,True,,False,,,False,,True,True,True,,True,True,,True,False,True,,,,,True,False,,,,True
19181,153,252.0,,250.3,,190.0,180.0,,,,,121.3,,329.7,,,200.0,,115.8,164.7,214.0,,197.0,182.7,,242.0,234.0,212.3,,,,,224.5,209.4,,,,148.5,99.0,,97.3,,37.0,27.0,,,,,-31.7,,176.7,,,47.0,,-37.2,11.7,61.0,,44.0,29.7,,89.0,81.0,59.3,,,,,71.5,56.4,,,,-4.5,,True,,True,True,,,,,True,,False,,,True,,True,True,True,,True,True,,True,True,True,,,,,True,True,,,,True
19183,74,125.0,,123.5,,80.0,79.0,,,,,60.0,,129.9,,,68.0,,35.5,76.1,,,82.0,89.6,,117.0,110.0,85.0,,,,,,132.4,,,,96.8,51.0,,49.5,,6.0,5.0,,,,,-14.0,,55.9,,,-6.0,,-38.5,2.1,,,8.0,15.6,,43.0,36.0,11.0,,,,,,58.4,,,,22.8,,True,,True,True,,,,,True,,False,,,True,,True,True,,,True,True,,True,True,True,,,,,,False,,,,True
19185,11,18.0,,17.5,,13.0,2.0,,,,,11.9,,33.9,,,27.0,,7.5,12.3,,,6.0,14.1,,17.0,20.0,13.2,,,,,,20.9,,,,9.9,7.0,,6.5,,2.0,-9.0,,,,,0.9,,22.9,,,16.0,,-3.5,1.3,,,-5.0,3.1,,6.0,9.0,2.2,,,,,,9.9,,,,-1.1,,True,,True,False,,,,,True,,False,,,False,,True,True,,,True,True,,True,False,True,,,,,,False,,,,True
19187,117,186.0,,184.3,,145.0,88.0,,,,,119.5,,73.0,,,170.0,,104.5,143.1,119.5,,81.0,147.0,,171.0,186.0,157.1,,,,,,180.6,,,,210.6,69.0,,67.3,,28.0,-29.0,,,,,2.5,,-44.0,,,53.0,,-12.5,26.1,2.5,,-36.0,30.0,,54.0,69.0,40.1,,,,,,63.6,,,,93.6,,True,,True,True,,,,,True,,True,,,True,,True,True,True,,True,True,,True,False,True,,,,,,True,,,,False
19189,19,51.0,,52.9,,39.0,16.0,,,,,30.4,,57.0,,,41.0,,20.9,30.6,,,17.0,41.7,,46.0,49.0,38.3,,,,,,62.3,,,,50.5,32.0,,33.9,,20.0,-3.0,,,,,11.4,,38.0,,,22.0,,1.9,11.6,,,-2.0,22.7,,27.0,30.0,19.3,,,,,,43.3,,,,31.5,,False,,True,True,,,,,True,,False,,,True,,True,True,,,True,True,,True,True,True,,,,,,False,,,,True
