,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
18025,372,140.0,,,,,,131.0,,282.3,,86.0,-232.0,,,,,,-241.0,,-89.7,,-286.0,,,,,,False,,True,,False
18027,1103,777.0,,,,,,762.0,,1207.3,,341.0,-326.0,,,,,,-341.0,,104.3,,-762.0,,,,,,False,,True,,False
18029,2333,1365.0,,,,,,902.0,,2207.7,1039.9,612.0,-968.0,,,,,,-1431.0,,-125.3,-1293.1,-1721.0,,,,,,False,,True,False,False
18031,1271,1099.0,,,,,,569.0,,3037.7,,409.0,-172.0,,,,,,-702.0,,1766.7,,-862.0,,,,,,False,,False,,False
18033,1824,1260.0,,,,,,1407.0,,4432.8,,529.0,-564.0,,,,,,-417.0,,2608.8,,-1295.0,,,,,,True,,False,,False
18035,3701,2079.0,,,,,,3020.0,,2585.2,785.4,820.0,-1622.0,,,,,,-681.0,,-1115.8,-2915.6,-2881.0,,,,,,True,,True,False,False
18037,2512,1421.0,,,,,,755.0,,2267.8,1026.0,333.0,-1091.0,,,,,,-1757.0,,-244.2,-1486.0,-2179.0,,,,,,False,,True,False,False
18039,10486,11697.0,,,,,,7920.0,,15351.8,10236.0,494.0,1211.0,,,,,,-2566.0,,4865.8,-250.0,-9992.0,,,,,,False,,False,True,False
18041,1025,1218.0,,,,,,644.0,,3388.1,,174.0,193.0,,,,,,-381.0,,2363.1,,-851.0,,,,,,False,,False,,False
18043,2635,1547.0,,,,,,1231.0,,2364.6,1280.2,928.0,-1088.0,,,,,,-1404.0,,-270.4,-1354.8,-1707.0,,,,,,False,,True,False,False
18045,974,574.0,,,,,,354.0,,1757.7,,230.0,-400.0,,,,,,-620.0,,783.7,,-744.0,,,,,,False,,False,,False
18047,698,301.0,,,,,,414.0,,522.5,,196.0,-397.0,,,,,,-284.0,,-175.5,,-502.0,,,,,,True,,True,,False
18049,835,560.0,,,,,,595.0,,985.8,,217.0,-275.0,,,,,,-240.0,,150.8,,-618.0,,,,,,True,,True,,False
18051,1731,1183.0,,,,,,596.0,,1515.7,537.5,0.0,-548.0,,,,,,-1135.0,,-215.3,-1193.5,-1731.0,,,,,,False,,True,False,False
18053,3112,1169.0,,,,,,1741.0,,1915.2,1230.5,490.0,-1943.0,,,,,,-1371.0,,-1196.8,-1881.5,-2622.0,,,,,,True,,True,True,False
18055,1122,651.0,,,,,,681.0,,961.0,,399.0,-471.0,,,,,,-441.0,,-161.0,,-723.0,,,,,,True,,True,,False
18057,14510,8645.0,,,,,,5049.0,,12534.9,3345.4,21337.0,-5865.0,,,,,,-9461.0,,-1975.1,-11164.6,6827.0,,,,,,False,,True,False,False
18059,3275,1631.0,,,,,,1498.0,,2809.6,1057.7,1143.0,-1644.0,,,,,,-1777.0,,-465.4,-2217.3,-2132.0,,,,,,False,,True,False,False
18061,1545,553.0,,,,,,590.0,,1322.2,,329.0,-992.0,,,,,,-955.0,,-222.8,,-1216.0,,,,,,True,,True,,False
18063,6865,2394.0,,,,,,2826.0,,2066.5,1028.7,1511.0,-4471.0,,,,,,-4039.0,,-4798.5,-5836.3,-5354.0,,,,,,True,,False,False,False
18065,2297,1820.0,,,,,,1378.0,,3928.8,1187.5,548.0,-477.0,,,,,,-919.0,,1631.8,-1109.5,-1749.0,,,,,,False,,False,False,False
18067,4329,1610.0,,,,,,2155.0,,1978.5,790.0,1009.0,-2719.0,,,,,,-2174.0,,-2350.5,-3539.0,-3320.0,,,,,,True,,True,False,False
18069,1699,896.0,,,,,,1067.0,,3344.8,,429.0,-803.0,,,,,,-632.0,,1645.8,,-1270.0,,,,,,True,,False,,False
18071,2213,1113.0,,,,,,922.0,,1491.4,452.8,450.0,-1100.0,,,,,,-1291.0,,-721.6,-1760.2,-1763.0,,,,,,False,,True,False,False
18073,1418,1092.0,,,,,,790.0,,3640.2,,399.0,-326.0,,,,,,-628.0,,2222.2,,-1019.0,,,,,,False,,False,,False
18075,938,854.0,,,,,,627.0,,3784.5,,284.0,-84.0,,,,,,-311.0,,2846.5,,-654.0,,,,,,False,,False,,False
18077,1518,742.0,,,,,,570.0,,2944.0,,392.0,-776.0,,,,,,-948.0,,1426.0,,-1126.0,,,,,,False,,False,,False
18079,1141,630.0,,,,,,531.0,,1641.5,,519.0,-511.0,,,,,,-610.0,,500.5,,-622.0,,,,,,False,,True,,False
18081,7469,3416.0,,,,,,3064.0,,6266.2,3047.0,1779.0,-4053.0,,,,,,-4405.0,,-1202.8,-4422.0,-5690.0,,,,,,False,,True,False,False
18083,1665,1302.0,,,,,,933.0,,2000.7,,450.0,-363.0,,,,,,-732.0,,335.7,,-1215.0,,,,,,False,,True,,False
18085,3868,3402.0,,,,,,2459.0,,6577.5,2234.0,929.0,-466.0,,,,,,-1409.0,,2709.5,-1634.0,-2939.0,,,,,,False,,False,False,False
18087,984,889.0,,,,,,1668.0,,1322.6,,607.0,-95.0,,,,,,684.0,,338.6,,-377.0,,,,,,False,,False,,False
18089,20365,18655.0,,,,,,11549.0,,30459.1,11227.1,5520.0,-1710.0,,,,,,-8816.0,,10094.1,-9137.9,-14845.0,,,,,,False,,False,False,False
18091,4134,3157.0,,,,,,3466.0,,5051.5,2168.4,1405.0,-977.0,,,,,,-668.0,,917.5,-1965.6,-2729.0,,,,,,True,,True,False,False
18093,1869,1092.0,,,,,,916.0,,1770.5,934.4,437.0,-777.0,,,,,,-953.0,,-98.5,-934.6,-1432.0,,,,,,False,,True,False,False
18095,5339,2905.0,,,,,,3020.0,,3215.4,2459.2,1320.0,-2434.0,,,,,,-2319.0,,-2123.6,-2879.8,-4019.0,,,,,,True,,True,False,False
18097,37833,17822.0,,,,,,16634.0,,11242.4,8744.0,10033.0,-20011.0,,,,,,-21199.0,,-26590.6,-29089.0,-27800.0,,,,,,False,,False,False,False
18099,2465,2163.0,,,,,,1533.0,,3429.3,927.0,474.0,-302.0,,,,,,-932.0,,964.3,-1538.0,-1991.0,,,,,,False,,False,False,False
18101,319,203.0,,,,,,162.0,,228.0,,173.0,-116.0,,,,,,-157.0,,-91.0,,-146.0,,,,,,False,,True,,False
18103,1712,1148.0,,,,,,1063.0,,2471.7,,492.0,-564.0,,,,,,-649.0,,759.7,,-1220.0,,,,,,False,,False,,False
18105,3925,2226.0,,,,,,2277.0,,2042.7,1795.0,745.0,-1699.0,,,,,,-1648.0,,-1882.3,-2130.0,-3180.0,,,,,,True,,False,False,False
18107,1864,854.0,,,,,,700.0,,2290.9,,473.0,-1010.0,,,,,,-1164.0,,426.9,,-1391.0,,,,,,False,,True,,False
18109,2802,1533.0,,,,,,1367.0,,2719.3,1261.4,1145.0,-1269.0,,,,,,-1435.0,,-82.7,-1540.6,-1657.0,,,,,,False,,True,False,False
18111,460,602.0,,,,,,298.0,,2035.0,,276.0,142.0,,,,,,-162.0,,1575.0,,-184.0,,,,,,False,,False,,False
18113,2323,1596.0,,,,,,1412.0,,2687.0,1087.2,593.0,-727.0,,,,,,-911.0,,364.0,-1235.8,-1730.0,,,,,,False,,True,False,False
18115,222,91.0,,,,,,84.0,,196.1,,28.0,-131.0,,,,,,-138.0,,-25.9,,-194.0,,,,,,False,,True,,False
18117,656,315.0,,,,,,385.0,,613.4,,223.0,-341.0,,,,,,-271.0,,-42.6,,-433.0,,,,,,True,,True,,False
18119,921,623.0,,,,,,332.0,,2310.9,,469.0,-298.0,,,,,,-589.0,,1389.9,,-452.0,,,,,,False,,False,,False
18121,799,420.0,,,,,,329.0,,537.0,,243.0,-379.0,,,,,,-470.0,,-262.0,,-556.0,,,,,,False,,True,,False
18123,528,1064.0,,,,,,289.0,,5543.5,,259.0,536.0,,,,,,-239.0,,5015.5,,-269.0,,,,,,True,,False,,True
18125,474,168.0,,,,,,206.0,,275.9,,40.0,-306.0,,,,,,-268.0,,-198.1,,-434.0,,,,,,True,,True,,False
18127,7514,6475.0,,,,,,4446.0,,17668.6,5110.7,8746.0,-1039.0,,,,,,-3068.0,,10154.6,-2403.3,1232.0,,,,,,False,,False,False,False
18129,867,595.0,,,,,,365.0,,1177.8,,0.0,-272.0,,,,,,-502.0,,310.8,,-867.0,,,,,,False,,False,,False
18131,571,357.0,,,,,,317.0,,850.6,,204.0,-214.0,,,,,,-254.0,,279.6,,-367.0,,,,,,False,,False,,False
18133,1448,511.0,,,,,,688.0,,813.2,,264.0,-937.0,,,,,,-760.0,,-634.8,,-1184.0,,,,,,True,,True,,False
18135,1137,1099.0,,,,,,667.0,,5144.2,,328.0,-38.0,,,,,,-470.0,,4007.2,,-809.0,,,,,,False,,False,,False
18137,1683,973.0,,,,,,572.0,,2987.8,,430.0,-710.0,,,,,,-1111.0,,1304.8,,-1253.0,,,,,,False,,False,,False
18139,747,455.0,,,,,,375.0,,1313.0,,133.0,-292.0,,,,,,-372.0,,566.0,,-614.0,,,,,,False,,False,,False
18141,11928,9268.0,,,,,,8942.0,,12543.0,5473.1,12095.0,-2660.0,,,,,,-2986.0,,615.0,-6454.9,167.0,,,,,,False,,True,False,True
18143,1192,371.0,,,,,,489.0,,737.9,,194.0,-821.0,,,,,,-703.0,,-454.1,,-998.0,,,,,,True,,True,,False
18145,2012,1400.0,,,,,,998.0,,2882.9,703.7,603.0,-612.0,,,,,,-1014.0,,870.9,-1308.3,-1409.0,,,,,,False,,False,False,False
18147,849,525.0,,,,,,213.0,,1108.0,,106.0,-324.0,,,,,,-636.0,,259.0,,-743.0,,,,,,False,,True,,False
18149,886,777.0,,,,,,769.0,,2157.7,,266.0,-109.0,,,,,,-117.0,,1271.7,,-620.0,,,,,,False,,False,,False
18151,1663,882.0,,,,,,1252.0,,1936.9,,431.0,-781.0,,,,,,-411.0,,273.9,,-1232.0,,,,,,True,,True,,False
18153,1075,273.0,,,,,,437.0,,466.8,,114.0,-802.0,,,,,,-638.0,,-608.2,,-961.0,,,,,,True,,True,,False
18155,325,308.0,,,,,,165.0,,384.6,,238.0,-17.0,,,,,,-160.0,,59.6,,-87.0,,,,,,False,,False,,False
18157,9132,6111.0,,,,,,3787.0,,11645.1,4675.1,7226.0,-3021.0,,,,,,-5345.0,,2513.1,-4456.9,-1906.0,,,,,,False,,True,False,True
18159,681,343.0,,,,,,332.0,,631.3,,236.0,-338.0,,,,,,-349.0,,-49.7,,-445.0,,,,,,False,,True,,False
18161,313,224.0,,,,,,113.0,,474.4,,270.0,-89.0,,,,,,-200.0,,161.4,,-43.0,,,,,,False,,False,,True
18163,7489,4557.0,,,,,,3527.0,,5014.2,5767.6,2116.0,-2932.0,,,,,,-3962.0,,-2474.8,-1721.4,-5373.0,,,,,,False,,True,True,False
18165,826,336.0,,,,,,330.0,,787.6,,153.0,-490.0,,,,,,-496.0,,-38.4,,-673.0,,,,,,False,,True,,False
18167,5516,3339.0,,,,,,2412.0,,5207.6,1549.2,781.0,-2177.0,,,,,,-3104.0,,-308.4,-3966.8,-4735.0,,,,,,False,,True,False,False
18169,1781,1463.0,,,,,,806.0,,6710.1,,519.0,-318.0,,,,,,-975.0,,4929.1,,-1262.0,,,,,,False,,False,,False
18171,343,196.0,,,,,,152.0,,991.8,,108.0,-147.0,,,,,,-191.0,,648.8,,-235.0,,,,,,False,,False,,False
18173,2543,1757.0,,,,,,1048.0,,1915.6,1571.3,1512.0,-786.0,,,,,,-1495.0,,-627.4,-971.7,-1031.0,,,,,,False,,True,False,False
18175,891,315.0,,,,,,465.0,,658.9,,167.0,-576.0,,,,,,-426.0,,-232.1,,-724.0,,,,,,True,,True,,False
18177,3070,1869.0,,,,,,1644.0,,5997.8,1875.4,570.0,-1201.0,,,,,,-1426.0,,2927.8,-1194.6,-2500.0,,,,,,False,,False,True,False
18179,1182,938.0,,,,,,856.0,,2149.7,,434.0,-244.0,,,,,,-326.0,,967.7,,-748.0,,,,,,False,,False,,False
18181,1429,721.0,,,,,,595.0,,1340.0,,263.0,-708.0,,,,,,-834.0,,-89.0,,-1166.0,,,,,,False,,True,,False
18183,1646,1148.0,,,,,,946.0,,3419.5,,604.0,-498.0,,,,,,-700.0,,1773.5,,-1042.0,,,,,,False,,False,,False
19001,315,322.0,,,,,,197.0,,1634.5,,104.0,7.0,,,,,,-118.0,,1319.5,,-211.0,,,,,,False,,False,,False
19003,155,70.0,,,,,,72.0,,116.3,,38.0,-85.0,,,,,,-83.0,,-38.7,,-117.0,,,,,,True,,True,,False
19005,655,413.0,,,,,,624.0,,1107.0,,174.0,-242.0,,,,,,-31.0,,452.0,,-481.0,,,,,,True,,False,,False
19007,565,728.0,,,,,,467.0,,2760.8,,305.0,163.0,,,,,,-98.0,,2195.8,,-260.0,,,,,,True,,False,,False
19009,138,238.0,,,,,,164.0,,1332.6,,75.0,100.0,,,,,,26.0,,1194.6,,-63.0,,,,,,True,,False,,True
19011,1032,1575.0,,,,,,999.0,,4733.4,,0.0,543.0,,,,,,-33.0,,3701.4,,-1032.0,,,,,,True,,False,,False
19013,5090,7707.0,,,,,,5915.0,,12543.6,2730.4,590.0,2617.0,,,,,,825.0,,7453.6,-2359.6,-4500.0,,,,,,True,,False,True,False
19015,918,798.0,,,,,,1025.0,,1491.6,,465.0,-120.0,,,,,,107.0,,573.6,,-453.0,,,,,,True,,False,,False
19017,1183,1911.0,,,,,,1009.0,,4778.8,,77.0,728.0,,,,,,-174.0,,3595.8,,-1106.0,,,,,,True,,False,,False
19019,732,959.0,,,,,,925.0,,3265.8,,255.0,227.0,,,,,,193.0,,2533.8,,-477.0,,,,,,True,,False,,False
19021,1152,1015.0,,,,,,1149.0,,804.7,322.0,3672.0,-137.0,,,,,,-3.0,,-347.3,-830.0,2520.0,,,,,,True,,False,False,False
19023,697,840.0,,,,,,491.0,,1941.6,,265.0,143.0,,,,,,-206.0,,1244.6,,-432.0,,,,,,False,,False,,False
19025,533,2002.0,,,,,,408.0,,1468.1,,0.0,1469.0,,,,,,-125.0,,935.1,,-533.0,,,,,,True,,True,,True
19027,885,1330.0,,,,,,1028.0,,1398.1,742.8,0.0,445.0,,,,,,143.0,,513.1,-142.2,-885.0,,,,,,True,,False,True,False
19029,444,700.0,,,,,,432.0,,2450.6,,151.0,256.0,,,,,,-12.0,,2006.6,,-293.0,,,,,,True,,False,,False
19031,705,742.0,,,,,,559.0,,1732.6,,272.0,37.0,,,,,,-146.0,,1027.6,,-433.0,,,,,,False,,False,,False
19033,2258,2772.0,,,,,,2323.0,,4955.6,1257.8,0.0,514.0,,,,,,65.0,,2697.6,-1000.2,-2258.0,,,,,,True,,False,False,False
19035,678,497.0,,,,,,636.0,,1028.6,,132.0,-181.0,,,,,,-42.0,,350.6,,-546.0,,,,,,True,,False,,False
19037,554,497.0,,,,,,508.0,,810.3,,196.0,-57.0,,,,,,-46.0,,256.3,,-358.0,,,,,,True,,False,,False
19039,257,175.0,,,,,,263.0,,214.3,,70.0,-82.0,,,,,,6.0,,-42.7,,-187.0,,,,,,True,,True,,False
19041,817,749.0,,,,,,1207.0,,1321.5,,223.0,-68.0,,,,,,390.0,,504.5,,-594.0,,,,,,False,,False,,False
19043,674,833.0,,,,,,726.0,,4165.0,,250.0,159.0,,,,,,52.0,,3491.0,,-424.0,,,,,,True,,False,,False
19045,2119,2107.0,,,,,,1835.0,,3274.9,776.2,2868.0,-12.0,,,,,,-284.0,,1155.9,-1342.8,749.0,,,,,,False,,False,False,False
19047,573,644.0,,,,,,891.0,,688.2,216.7,0.0,71.0,,,,,,318.0,,115.2,-356.3,-573.0,,,,,,False,,False,False,False
19049,3430,4123.0,,,,,,2499.0,,4607.1,2155.5,1176.0,693.0,,,,,,-931.0,,1177.1,-1274.5,-2254.0,,,,,,False,,False,False,False
19051,371,399.0,,,,,,250.0,,1060.6,,203.0,28.0,,,,,,-121.0,,689.6,,-168.0,,,,,,False,,False,,False
19053,196,322.0,,,,,,179.0,,1010.2,,0.0,126.0,,,,,,-17.0,,814.2,,-196.0,,,,,,True,,False,,False
19055,601,931.0,,,,,,838.0,,1779.7,,255.0,330.0,,,,,,237.0,,1178.7,,-346.0,,,,,,True,,False,,False
19057,1500,2450.0,,,,,,2403.0,,4433.3,1602.0,370.0,950.0,,,,,,903.0,,2933.3,102.0,-1130.0,,,,,,True,,False,True,False
19059,731,721.0,,,,,,988.0,,1139.6,,101.0,-10.0,,,,,,257.0,,408.6,,-630.0,,,,,,False,,False,,False
19061,3790,6230.0,,,,,,4226.0,,8054.5,2127.3,109.0,2440.0,,,,,,436.0,,4264.5,-1662.7,-3681.0,,,,,,True,,False,True,False
19063,472,329.0,,,,,,476.0,,353.7,,41.0,-143.0,,,,,,4.0,,-118.3,,-431.0,,,,,,True,,True,,False
19065,769,847.0,,,,,,994.0,,3411.7,,450.0,78.0,,,,,,225.0,,2642.7,,-319.0,,,,,,False,,False,,False
19067,693,560.0,,,,,,670.0,,1078.2,,276.0,-133.0,,,,,,-23.0,,385.2,,-417.0,,,,,,True,,False,,False
19069,405,413.0,,,,,,393.0,,426.5,,977.0,8.0,,,,,,-12.0,,21.5,,572.0,,,,,,False,,False,,False
19071,205,210.0,,,,,,164.0,,275.4,,0.0,5.0,,,,,,-41.0,,70.4,,-205.0,,,,,,False,,False,,False
19073,371,378.0,,,,,,259.0,,728.1,,225.0,7.0,,,,,,-112.0,,357.1,,-146.0,,,,,,False,,False,,False
19075,587,665.0,,,,,,430.0,,1712.3,,217.0,78.0,,,,,,-157.0,,1125.3,,-370.0,,,,,,False,,False,,False
19077,431,511.0,,,,,,300.0,,789.5,,120.0,80.0,,,,,,-131.0,,358.5,,-311.0,,,,,,False,,False,,False
19079,862,497.0,,,,,,627.0,,581.9,,240.0,-365.0,,,,,,-235.0,,-280.1,,-622.0,,,,,,True,,True,,False
19081,621,840.0,,,,,,370.0,,2825.7,,111.0,219.0,,,,,,-251.0,,2204.7,,-510.0,,,,,,False,,False,,False
19083,760,917.0,,,,,,685.0,,2454.8,,0.0,157.0,,,,,,-75.0,,1694.8,,-760.0,,,,,,True,,False,,False
19085,594,504.0,,,,,,520.0,,964.0,,307.0,-90.0,,,,,,-74.0,,370.0,,-287.0,,,,,,True,,False,,False
19087,1142,917.0,,,,,,640.0,,1300.5,733.8,0.0,-225.0,,,,,,-502.0,,158.5,-408.2,-1142.0,,,,,,False,,True,False,False
19089,366,238.0,,,,,,363.0,,249.5,,112.0,-128.0,,,,,,-3.0,,-116.5,,-254.0,,,,,,True,,True,,False
19091,479,462.0,,,,,,494.0,,1254.9,,92.0,-17.0,,,,,,15.0,,775.9,,-387.0,,,,,,True,,False,,False
19093,376,427.0,,,,,,373.0,,1582.2,,94.0,51.0,,,,,,-3.0,,1206.2,,-282.0,,,,,,True,,False,,False
19095,539,749.0,,,,,,531.0,,1981.0,,301.0,210.0,,,,,,-8.0,,1442.0,,-238.0,,,,,,True,,False,,False
19097,791,1491.0,,,,,,738.0,,3703.8,,0.0,700.0,,,,,,-53.0,,2912.8,,-791.0,,,,,,True,,False,,False
19099,1302,1645.0,,,,,,1307.0,,3919.6,1146.7,544.0,343.0,,,,,,5.0,,2617.6,-155.3,-758.0,,,,,,True,,False,True,False
19101,624,504.0,,,,,,521.0,,1749.1,,392.0,-120.0,,,,,,-103.0,,1125.1,,-232.0,,,,,,True,,False,,False
19103,3949,4795.0,,,,,,4151.0,,4803.7,2270.4,0.0,846.0,,,,,,202.0,,854.7,-1678.6,-3949.0,,,,,,True,,False,False,False
19105,1251,5243.0,,,,,,937.0,,8919.7,,0.0,3992.0,,,,,,-314.0,,7668.7,,-1251.0,,,,,,True,,False,,True
19107,478,588.0,,,,,,386.0,,3282.5,,263.0,110.0,,,,,,-92.0,,2804.5,,-215.0,,,,,,True,,False,,False
19109,873,623.0,,,,,,666.0,,930.1,,479.0,-250.0,,,,,,-207.0,,57.1,,-394.0,,,,,,True,,True,,False
19111,1520,1505.0,,,,,,991.0,,2797.9,744.7,577.0,-15.0,,,,,,-529.0,,1277.9,-775.3,-943.0,,,,,,False,,False,False,False
19113,7986,13160.0,,,,,,7548.0,,29711.8,4927.1,4311.0,5174.0,,,,,,-438.0,,21725.8,-3058.9,-3675.0,,,,,,True,,False,True,True
19115,425,420.0,,,,,,285.0,,495.2,,52.0,-5.0,,,,,,-140.0,,70.2,,-373.0,,,,,,False,,False,,False
19117,287,196.0,,,,,,388.0,,292.0,,136.0,-91.0,,,,,,101.0,,5.0,,-151.0,,,,,,False,,True,,False
19119,590,294.0,,,,,,590.0,,504.4,,0.0,-296.0,,,,,,0.0,,-85.6,,-590.0,,,,,,True,,True,,False
19121,472,406.0,,,,,,446.0,,819.1,,401.0,-66.0,,,,,,-26.0,,347.1,,-71.0,,,,,,True,,False,,False
19123,757,896.0,,,,,,827.0,,1419.6,,303.0,139.0,,,,,,70.0,,662.6,,-454.0,,,,,,True,,False,,False
19125,1286,1484.0,,,,,,1131.0,,2750.9,677.2,517.0,198.0,,,,,,-155.0,,1464.9,-608.8,-769.0,,,,,,True,,False,False,False
19127,1408,2275.0,,,,,,1874.0,,3006.3,782.5,0.0,867.0,,,,,,466.0,,1598.3,-625.5,-1408.0,,,,,,True,,False,True,False
19129,672,938.0,,,,,,472.0,,2198.9,,1588.0,266.0,,,,,,-200.0,,1526.9,,916.0,,,,,,True,,False,,False
19131,586,728.0,,,,,,360.0,,1149.2,,0.0,142.0,,,,,,-226.0,,563.2,,-586.0,,,,,,False,,False,,False
19133,249,182.0,,,,,,411.0,,378.7,,135.0,-67.0,,,,,,162.0,,129.7,,-114.0,,,,,,False,,False,,False
19135,299,245.0,,,,,,313.0,,221.4,,102.0,-54.0,,,,,,14.0,,-77.6,,-197.0,,,,,,True,,False,,False
19137,452,392.0,,,,,,276.0,,1028.4,,231.0,-60.0,,,,,,-176.0,,576.4,,-221.0,,,,,,False,,False,,False
19139,1671,1589.0,,,,,,1358.0,,1844.3,685.7,537.0,-82.0,,,,,,-313.0,,173.3,-985.3,-1134.0,,,,,,False,,False,False,False
19141,636,896.0,,,,,,887.0,,2255.0,,1026.0,260.0,,,,,,251.0,,1619.0,,390.0,,,,,,True,,False,,False
19143,256,238.0,,,,,,302.0,,294.1,,14.0,-18.0,,,,,,46.0,,38.1,,-242.0,,,,,,False,,False,,False
19145,683,1540.0,,,,,,431.0,,2290.0,,249.0,857.0,,,,,,-252.0,,1607.0,,-434.0,,,,,,True,,False,,True
19147,388,392.0,,,,,,450.0,,550.4,,0.0,4.0,,,,,,62.0,,162.4,,-388.0,,,,,,False,,False,,False
19149,1246,1638.0,,,,,,1427.0,,2118.9,1212.6,0.0,392.0,,,,,,181.0,,872.9,-33.4,-1246.0,,,,,,True,,False,True,False
19151,346,546.0,,,,,,214.0,,1184.6,,62.0,200.0,,,,,,-132.0,,838.6,,-284.0,,,,,,True,,False,,False
19153,17603,17598.0,,,,,,17114.0,,19834.8,7066.6,5389.0,-5.0,,,,,,-489.0,,2231.8,-10536.4,-12214.0,,,,,,False,,False,False,False
19155,4085,3339.0,,,,,,2668.0,,4212.3,2297.6,1190.0,-746.0,,,,,,-1417.0,,127.3,-1787.4,-2895.0,,,,,,False,,True,False,False
19157,551,777.0,,,,,,635.0,,1862.9,,382.0,226.0,,,,,,84.0,,1311.9,,-169.0,,,,,,True,,False,,True
19159,230,133.0,,,,,,92.0,,302.1,,71.0,-97.0,,,,,,-138.0,,72.1,,-159.0,,,,,,False,,True,,False
19161,508,602.0,,,,,,482.0,,905.2,,1214.0,94.0,,,,,,-26.0,,397.2,,706.0,,,,,,True,,False,,False
19163,7542,7791.0,,,,,,5528.0,,14288.8,2679.9,0.0,249.0,,,,,,-2014.0,,6746.8,-4862.1,-7542.0,,,,,,False,,False,False,False
19165,433,490.0,,,,,,436.0,,897.3,,149.0,57.0,,,,,,3.0,,464.3,,-284.0,,,,,,True,,False,,False
19167,1405,1701.0,,,,,,2441.0,,2134.5,756.6,1562.0,296.0,,,,,,1036.0,,729.5,-648.4,157.0,,,,,,False,,False,False,True
19169,3109,3773.0,,,,,,3200.0,,3460.6,2512.9,0.0,664.0,,,,,,91.0,,351.6,-596.1,-3109.0,,,,,,True,,True,True,False
19171,586,791.0,,,,,,576.0,,1175.7,451.3,0.0,205.0,,,,,,-10.0,,589.7,-134.7,-586.0,,,,,,True,,False,True,False
19173,217,301.0,,,,,,125.0,,390.5,,50.0,84.0,,,,,,-92.0,,173.5,,-167.0,,,,,,False,,False,,False
19175,657,448.0,,,,,,445.0,,1206.3,,0.0,-209.0,,,,,,-212.0,,549.3,,-657.0,,,,,,False,,False,,False
19177,213,245.0,,,,,,222.0,,563.9,,117.0,32.0,,,,,,9.0,,350.9,,-96.0,,,,,,True,,False,,False
19179,1220,1358.0,,,,,,1504.0,,1469.8,662.2,266.0,138.0,,,,,,284.0,,249.8,-557.8,-954.0,,,,,,False,,False,False,False
19181,2016,1736.0,,,,,,1452.0,,3375.5,1082.9,1005.0,-280.0,,,,,,-564.0,,1359.5,-933.1,-1011.0,,,,,,False,,False,False,False
19183,968,910.0,,,,,,643.0,,1770.9,,343.0,-58.0,,,,,,-325.0,,802.9,,-625.0,,,,,,False,,False,,False
19185,143,413.0,,,,,,205.0,,2224.9,,132.0,270.0,,,,,,62.0,,2081.9,,-11.0,,,,,,True,,False,,True
19187,1957,2359.0,,,,,,1992.0,,2983.9,1472.2,0.0,402.0,,,,,,35.0,,1026.9,-484.8,-1957.0,,,,,,True,,False,False,False
19189,477,546.0,,,,,,404.0,,667.6,,22.0,69.0,,,,,,-73.0,,190.6,,-455.0,,,,,,False,,False,,False
19191,731,532.0,,,,,,750.0,,1086.3,,317.0,-199.0,,,,,,19.0,,355.3,,-414.0,,,,,,True,,False,,False
19193,3771,4459.0,,,,,,5347.0,,4862.0,4458.0,0.0,688.0,,,,,,1576.0,,1091.0,687.0,-3771.0,,,,,,False,,False,True,False
19195,297,315.0,,,,,,205.0,,687.8,,187.0,18.0,,,,,,-92.0,,390.8,,-110.0,,,,,,False,,False,,False
19197,590,826.0,,,,,,527.0,,1219.3,,1193.0,236.0,,,,,,-63.0,,629.3,,603.0,,,,,,True,,False,,False
20001,418,441.0,,,,,,210.0,,495.8,,349.0,23.0,,,,,,-208.0,,77.8,,-69.0,,,,,,False,,False,,False
20003,230,420.0,,,,,,211.0,,1211.6,,98.0,190.0,,,,,,-19.0,,981.6,,-132.0,,,,,,True,,False,,True
20005,558,581.0,,,,,,390.0,,50.8,,185.0,23.0,,,,,,-168.0,,-507.2,,-373.0,,,,,,False,,False,,False
20007,155,329.0,,,,,,55.0,,1330.4,,81.0,174.0,,,,,,-100.0,,1175.4,,-74.0,,,,,,True,,False,,True
20009,1172,917.0,,,,,,748.0,,1377.9,,495.0,-255.0,,,,,,-424.0,,205.9,,-677.0,,,,,,False,,True,,False
20011,497,217.0,,,,,,323.0,,323.9,,307.0,-280.0,,,,,,-174.0,,-173.1,,-190.0,,,,,,True,,True,,True
