,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
05137,328,49.0,,,,,,257.0,,43.6,,40.0,-279.0,,,,,,-71.0,,-284.4,,-288.0,,,,,,True,,False,,False
05139,1017,637.0,,,,,,639.0,,670.9,311.5,573.0,-380.0,,,,,,-378.0,,-346.1,-705.5,-444.0,,,,,,True,,True,False,False
05141,472,210.0,,,,,,366.0,,103.6,,557.0,-262.0,,,,,,-106.0,,-368.4,,85.0,,,,,,True,,False,,True
05143,8032,4487.0,,,,,,4812.0,,3002.0,3440.2,1397.0,-3545.0,,,,,,-3220.0,,-5030.0,-4591.8,-6635.0,,,,,,True,,False,False,False
05145,2441,2254.0,,,,,,1814.0,,3704.3,1727.0,1374.0,-187.0,,,,,,-627.0,,1263.3,-714.0,-1067.0,,,,,,False,,False,False,False
05147,173,147.0,,,,,,131.0,,343.3,,65.0,-26.0,,,,,,-42.0,,170.3,,-108.0,,,,,,False,,False,,False
05149,883,287.0,,,,,,474.0,,142.8,140.2,0.0,-596.0,,,,,,-409.0,,-740.2,-742.8,-883.0,,,,,,True,,False,False,False
06001,23701,5516.0,,,,,,4274.0,,4098.1,3245.5,6936.0,-18185.0,,,,,,-19427.0,,-19602.9,-20455.5,-16765.0,,,,,,False,,False,False,True
06003,42,105.0,,,,,,14.0,,603.4,,40.0,63.0,,,,,,-28.0,,561.4,,-2.0,,,,,,True,,False,,True
06005,1931,175.0,,,,,,105.0,,295.3,,315.0,-1756.0,,,,,,-1826.0,,-1635.7,,-1616.0,,,,,,False,,True,,True
06007,3619,658.0,,,,,,878.0,,533.7,393.3,945.0,-2961.0,,,,,,-2741.0,,-3085.3,-3225.7,-2674.0,,,,,,True,,False,False,True
06009,696,84.0,,,,,,109.0,,135.8,,321.0,-612.0,,,,,,-587.0,,-560.2,,-375.0,,,,,,True,,True,,True
06011,639,168.0,,,,,,62.0,,151.4,,239.0,-471.0,,,,,,-577.0,,-487.6,,-400.0,,,,,,False,,False,,True
06013,18353,4893.0,,,,,,3092.0,,3635.7,4095.5,6969.0,-13460.0,,,,,,-15261.0,,-14717.3,-14257.5,-11384.0,,,,,,False,,False,False,True
06015,492,154.0,,,,,,33.0,,218.0,,863.0,-338.0,,,,,,-459.0,,-274.0,,371.0,,,,,,False,,True,,False
06017,3683,693.0,,,,,,509.0,,791.0,503.1,1451.0,-2990.0,,,,,,-3174.0,,-2892.0,-3179.9,-2232.0,,,,,,False,,True,False,True
06019,29973,6083.0,,,,,,4557.0,,4031.8,3861.2,4877.0,-23890.0,,,,,,-25416.0,,-25941.2,-26111.8,-25096.0,,,,,,False,,False,False,False
06021,675,217.0,,,,,,101.0,,241.1,,235.0,-458.0,,,,,,-574.0,,-433.9,,-440.0,,,,,,False,,True,,True
06023,979,238.0,,,,,,76.0,,247.4,,999.0,-741.0,,,,,,-903.0,,-731.6,,20.0,,,,,,False,,True,,True
06025,8248,2520.0,,,,,,1908.0,,1630.6,839.2,0.0,-5728.0,,,,,,-6340.0,,-6617.4,-7408.8,-8248.0,,,,,,False,,False,False,False
06027,328,63.0,,,,,,72.0,,326.0,,27.0,-265.0,,,,,,-256.0,,-2.0,,-301.0,,,,,,True,,True,,False
06029,28494,5285.0,,,,,,5784.0,,3767.4,3800.9,7106.0,-23209.0,,,,,,-22710.0,,-24726.6,-24693.1,-21388.0,,,,,,True,,False,False,True
06031,6665,2233.0,,,,,,972.0,,2135.1,824.9,351.0,-4432.0,,,,,,-5693.0,,-4529.9,-5840.1,-6314.0,,,,,,False,,False,False,False
06033,942,182.0,,,,,,150.0,,269.6,,293.0,-760.0,,,,,,-792.0,,-672.4,,-649.0,,,,,,False,,True,,True
06035,3386,119.0,,,,,,162.0,,122.6,,380.0,-3267.0,,,,,,-3224.0,,-3263.4,,-3006.0,,,,,,True,,True,,True
06037,387486,86513.0,,,,,,44422.0,,61469.6,37841.1,103825.0,-300973.0,,,,,,-343064.0,,-326016.4,-349644.9,-283661.0,,,,,,False,,False,False,True
06039,4521,1085.0,,,,,,767.0,,900.0,628.1,1073.0,-3436.0,,,,,,-3754.0,,-3621.0,-3892.9,-3448.0,,,,,,False,,False,False,False
06041,2274,707.0,,,,,,513.0,,505.8,440.0,966.0,-1567.0,,,,,,-1761.0,,-1768.2,-1834.0,-1308.0,,,,,,False,,False,False,True
06043,131,56.0,,,,,,49.0,,19.7,,647.0,-75.0,,,,,,-82.0,,-111.3,,516.0,,,,,,False,,False,,False
06045,1378,357.0,,,,,,107.0,,306.1,238.5,465.0,-1021.0,,,,,,-1271.0,,-1071.9,-1139.5,-913.0,,,,,,False,,False,False,True
06047,7803,2156.0,,,,,,1582.0,,1668.3,1788.9,6609.0,-5647.0,,,,,,-6221.0,,-6134.7,-6014.1,-1194.0,,,,,,False,,False,False,True
06049,234,161.0,,,,,,49.0,,1576.6,,213.0,-73.0,,,,,,-185.0,,1342.6,,-21.0,,,,,,False,,False,,True
06051,522,994.0,,,,,,45.0,,3371.1,,510.0,472.0,,,,,,-477.0,,2849.1,,-12.0,,,,,,False,,False,,True
06053,13654,3017.0,,,,,,1727.0,,2336.6,1920.6,3566.0,-10637.0,,,,,,-11927.0,,-11317.4,-11733.4,-10088.0,,,,,,False,,False,False,True
06055,3162,1127.0,,,,,,357.0,,1130.7,475.8,2149.0,-2035.0,,,,,,-2805.0,,-2031.3,-2686.2,-1013.0,,,,,,False,,True,False,True
06057,1759,399.0,,,,,,234.0,,505.6,,1012.0,-1360.0,,,,,,-1525.0,,-1253.4,,-747.0,,,,,,False,,True,,True
06059,97408,13027.0,,,,,,11638.0,,10146.5,6068.8,13675.0,-84381.0,,,,,,-85770.0,,-87261.5,-91339.2,-83733.0,,,,,,False,,False,False,True
06061,7970,2373.0,,,,,,1323.0,,3070.2,1023.9,2803.0,-5597.0,,,,,,-6647.0,,-4899.8,-6946.1,-5167.0,,,,,,False,,True,False,True
06063,356,98.0,,,,,,60.0,,298.8,,176.0,-258.0,,,,,,-296.0,,-57.2,,-180.0,,,,,,False,,True,,True
06065,95999,18522.0,,,,,,15994.0,,17063.2,8055.9,12443.0,-77477.0,,,,,,-80005.0,,-78935.8,-87943.1,-83556.0,,,,,,False,,False,False,False
06067,34100,9415.0,,,,,,5703.0,,7625.2,4597.6,12648.0,-24685.0,,,,,,-28397.0,,-26474.8,-29502.4,-21452.0,,,,,,False,,False,False,True
06069,1856,315.0,,,,,,211.0,,287.5,300.6,445.0,-1541.0,,,,,,-1645.0,,-1568.5,-1555.4,-1411.0,,,,,,False,,False,False,True
06071,113570,23030.0,,,,,,14284.0,,20011.6,11771.8,22790.0,-90540.0,,,,,,-99286.0,,-93558.4,-101798.2,-90780.0,,,,,,False,,False,False,False
06073,82991,20342.0,,,,,,11246.0,,17414.9,8824.2,24663.0,-62649.0,,,,,,-71745.0,,-65576.1,-74166.8,-58328.0,,,,,,False,,False,False,True
06075,9270,3227.0,,,,,,2197.0,,2804.8,2653.4,7751.0,-6043.0,,,,,,-7073.0,,-6465.2,-6616.6,-1519.0,,,,,,False,,False,False,True
06077,19484,3703.0,,,,,,3490.0,,2480.1,2676.1,5303.0,-15781.0,,,,,,-15994.0,,-17003.9,-16807.9,-14181.0,,,,,,False,,False,False,True
06079,5181,1890.0,,,,,,1212.0,,1269.9,897.3,6947.0,-3291.0,,,,,,-3969.0,,-3911.1,-4283.7,1766.0,,,,,,False,,False,False,True
06081,10758,3073.0,,,,,,1742.0,,2124.0,2154.8,5251.0,-7685.0,,,,,,-9016.0,,-8634.0,-8603.2,-5507.0,,,,,,False,,False,False,True
06083,5955,1288.0,,,,,,1775.0,,812.4,917.1,1157.0,-4667.0,,,,,,-4180.0,,-5142.6,-5037.9,-4798.0,,,,,,True,,False,False,False
06085,37165,8057.0,,,,,,4671.0,,6327.9,4718.4,9658.0,-29108.0,,,,,,-32494.0,,-30837.1,-32446.6,-27507.0,,,,,,False,,False,False,True
06087,4944,1330.0,,,,,,563.0,,1264.0,1233.3,761.0,-3614.0,,,,,,-4381.0,,-3680.0,-3710.7,-4183.0,,,,,,False,,False,False,False
06089,5213,2989.0,,,,,,698.0,,6469.5,1624.1,1284.0,-2224.0,,,,,,-4515.0,,1256.5,-3588.9,-3929.0,,,,,,False,,True,False,False
06091,34,7.0,,,,,,24.0,,31.4,,169.0,-27.0,,,,,,-10.0,,-2.6,,135.0,,,,,,True,,True,,False
06093,784,357.0,,,,,,82.0,,3114.0,,1085.0,-427.0,,,,,,-702.0,,2330.0,,301.0,,,,,,False,,False,,True
06095,9198,3486.0,,,,,,1300.0,,3274.9,2012.8,3974.0,-5712.0,,,,,,-7898.0,,-5923.1,-7185.2,-5224.0,,,,,,False,,False,False,True
06097,7899,3934.0,,,,,,1356.0,,3656.6,2746.5,4102.0,-3965.0,,,,,,-6543.0,,-4242.4,-5152.5,-3797.0,,,,,,False,,False,False,True
06099,20478,3080.0,,,,,,3075.0,,1993.1,1527.7,3395.0,-17398.0,,,,,,-17403.0,,-18484.9,-18950.3,-17083.0,,,,,,False,,False,False,True
06101,4102,560.0,,,,,,344.0,,556.9,201.8,1285.0,-3542.0,,,,,,-3758.0,,-3545.1,-3900.2,-2817.0,,,,,,False,,False,False,True
06103,1993,644.0,,,,,,216.0,,754.1,,431.0,-1349.0,,,,,,-1777.0,,-1238.9,,-1562.0,,,,,,False,,True,,False
06105,222,70.0,,,,,,28.0,,812.9,,341.0,-152.0,,,,,,-194.0,,590.9,,119.0,,,,,,False,,False,,True
06107,13026,3220.0,,,,,,2994.0,,2085.8,1812.5,4722.0,-9806.0,,,,,,-10032.0,,-10940.2,-11213.5,-8304.0,,,,,,False,,False,False,True
06109,2375,266.0,,,,,,153.0,,387.6,,550.0,-2109.0,,,,,,-2222.0,,-1987.4,,-1825.0,,,,,,False,,True,,True
06111,20292,4508.0,,,,,,3064.0,,3273.5,2668.7,9140.0,-15784.0,,,,,,-17228.0,,-17018.5,-17623.3,-11152.0,,,,,,False,,False,False,True
06113,4237,1197.0,,,,,,582.0,,989.9,600.5,1818.0,-3040.0,,,,,,-3655.0,,-3247.1,-3636.5,-2419.0,,,,,,False,,False,False,True
06115,2194,567.0,,,,,,299.0,,560.2,366.3,877.0,-1627.0,,,,,,-1895.0,,-1633.8,-1827.7,-1317.0,,,,,,False,,False,False,True
08001,20797,18746.0,,,,,,13556.0,,11579.6,18518.6,5868.0,-2051.0,,,,,,-7241.0,,-9217.4,-2278.4,-14929.0,,,,,,False,,False,False,False
08003,518,231.0,,,,,,401.0,,225.0,,137.0,-287.0,,,,,,-117.0,,-293.0,,-381.0,,,,,,True,,False,,False
08005,20879,16240.0,,,,,,14113.0,,11523.7,13696.9,8725.0,-4639.0,,,,,,-6766.0,,-9355.3,-7182.1,-12154.0,,,,,,False,,False,False,False
08007,390,35.0,,,,,,71.0,,22.0,,35.0,-355.0,,,,,,-319.0,,-368.0,,-355.0,,,,,,True,,False,,False
08009,132,21.0,,,,,,125.0,,57.9,,29.0,-111.0,,,,,,-7.0,,-74.1,,-103.0,,,,,,True,,True,,True
08011,1001,42.0,,,,,,67.0,,140.9,,38.0,-959.0,,,,,,-934.0,,-860.1,,-963.0,,,,,,True,,True,,False
08013,7468,6188.0,,,,,,4226.0,,3526.8,4821.3,4635.0,-1280.0,,,,,,-3242.0,,-3941.2,-2646.7,-2833.0,,,,,,False,,False,False,False
08014,1469,1197.0,,,,,,1434.0,,1374.4,847.6,669.0,-272.0,,,,,,-35.0,,-94.6,-621.4,-800.0,,,,,,True,,True,False,False
08015,537,210.0,,,,,,330.0,,135.9,,105.0,-327.0,,,,,,-207.0,,-401.1,,-432.0,,,,,,True,,False,,False
08017,72,7.0,,,,,,37.0,,12.7,,30.0,-65.0,,,,,,-35.0,,-59.3,,-42.0,,,,,,True,,True,,True
08019,163,77.0,,,,,,96.0,,292.2,,39.0,-86.0,,,,,,-67.0,,129.2,,-124.0,,,,,,True,,False,,False
08021,200,147.0,,,,,,98.0,,345.2,,155.0,-53.0,,,,,,-102.0,,145.2,,-45.0,,,,,,False,,False,,True
08023,110,63.0,,,,,,76.0,,43.9,,76.0,-47.0,,,,,,-34.0,,-66.1,,-34.0,,,,,,True,,False,,True
08025,1428,742.0,,,,,,182.0,,785.6,,116.0,-686.0,,,,,,-1246.0,,-642.4,,-1312.0,,,,,,False,,True,,False
08027,114,56.0,,,,,,73.0,,255.6,,93.0,-58.0,,,,,,-41.0,,141.6,,-21.0,,,,,,True,,False,,True
08029,1252,322.0,,,,,,188.0,,215.5,,517.0,-930.0,,,,,,-1064.0,,-1036.5,,-735.0,,,,,,False,,False,,True
08031,23818,22372.0,,,,,,16925.0,,12059.3,19198.6,9138.0,-1446.0,,,,,,-6893.0,,-11758.7,-4619.4,-14680.0,,,,,,False,,False,False,False
08033,47,0.0,,,,,,26.0,,3.3,,0.0,-47.0,,,,,,-21.0,,-43.7,,-47.0,,,,,,True,,True,,False
08035,9775,7063.0,,,,,,4665.0,,7099.2,6705.3,4926.0,-2712.0,,,,,,-5110.0,,-2675.8,-3069.7,-4849.0,,,,,,False,,True,False,False
08037,1541,1043.0,,,,,,581.0,,593.1,538.0,584.0,-498.0,,,,,,-960.0,,-947.9,-1003.0,-957.0,,,,,,False,,False,False,False
08039,662,350.0,,,,,,366.0,,549.2,,339.0,-312.0,,,,,,-296.0,,-112.8,,-323.0,,,,,,True,,True,,False
08041,26050,19957.0,,,,,,16994.0,,20371.3,11853.3,12786.0,-6093.0,,,,,,-9056.0,,-5678.7,-14196.7,-13264.0,,,,,,False,,True,False,False
08043,3391,1925.0,,,,,,1374.0,,3251.7,,876.0,-1466.0,,,,,,-2017.0,,-139.3,,-2515.0,,,,,,False,,True,,False
08045,2304,1071.0,,,,,,470.0,,542.8,620.3,698.0,-1233.0,,,,,,-1834.0,,-1761.2,-1683.7,-1606.0,,,,,,False,,False,False,False
08047,79,98.0,,,,,,56.0,,160.4,,167.0,19.0,,,,,,-23.0,,81.4,,88.0,,,,,,False,,False,,False
08049,447,98.0,,,,,,193.0,,132.7,,142.0,-349.0,,,,,,-254.0,,-314.3,,-305.0,,,,,,True,,True,,True
08051,323,175.0,,,,,,133.0,,159.9,,295.0,-148.0,,,,,,-190.0,,-163.1,,-28.0,,,,,,False,,False,,True
08053,11,0.0,,,,,,16.0,,18.2,,22.0,-11.0,,,,,,5.0,,7.2,,11.0,,,,,,True,,True,,False
08055,223,98.0,,,,,,134.0,,184.2,,159.0,-125.0,,,,,,-89.0,,-38.8,,-64.0,,,,,,True,,True,,True
08057,22,0.0,,,,,,30.0,,24.0,,0.0,-22.0,,,,,,8.0,,2.0,,-22.0,,,,,,True,,True,,False
08059,17427,13755.0,,,,,,10050.0,,13403.3,9932.2,8522.0,-3672.0,,,,,,-7377.0,,-4023.7,-7494.8,-8905.0,,,,,,False,,False,False,False
08061,67,0.0,,,,,,31.0,,77.9,,3.0,-67.0,,,,,,-36.0,,10.9,,-64.0,,,,,,True,,True,,True
08063,241,364.0,,,,,,157.0,,282.0,,132.0,123.0,,,,,,-84.0,,41.0,,-109.0,,,,,,True,,True,,True
08065,239,133.0,,,,,,103.0,,105.5,,146.0,-106.0,,,,,,-136.0,,-133.5,,-93.0,,,,,,False,,False,,True
08067,1730,434.0,,,,,,239.0,,203.3,,495.0,-1296.0,,,,,,-1491.0,,-1526.7,,-1235.0,,,,,,False,,False,,True
08069,9325,5978.0,,,,,,4961.0,,5035.1,5192.6,5709.0,-3347.0,,,,,,-4364.0,,-4289.9,-4132.4,-3616.0,,,,,,False,,False,False,False
08071,391,77.0,,,,,,339.0,,211.1,,39.0,-314.0,,,,,,-52.0,,-179.9,,-352.0,,,,,,True,,True,,False
08073,750,14.0,,,,,,127.0,,172.9,,35.0,-736.0,,,,,,-623.0,,-577.1,,-715.0,,,,,,True,,True,,True
08075,1691,1379.0,,,,,,788.0,,538.7,850.7,0.0,-312.0,,,,,,-903.0,,-1152.3,-840.3,-1691.0,,,,,,False,,False,False,False
08077,6522,4193.0,,,,,,1094.0,,7712.6,3425.7,2751.0,-2329.0,,,,,,-5428.0,,1190.6,-3096.3,-3771.0,,,,,,False,,True,False,False
08079,21,0.0,,,,,,15.0,,0.9,,0.0,-21.0,,,,,,-6.0,,-20.1,,-21.0,,,,,,True,,True,,False
08081,430,133.0,,,,,,108.0,,148.6,,179.0,-297.0,,,,,,-322.0,,-281.4,,-251.0,,,,,,False,,True,,True
08083,902,441.0,,,,,,156.0,,256.5,,470.0,-461.0,,,,,,-746.0,,-645.5,,-432.0,,,,,,False,,False,,True
08085,1428,287.0,,,,,,242.0,,254.9,,281.0,-1141.0,,,,,,-1186.0,,-1173.1,,-1147.0,,,,,,False,,False,,False
08087,1052,917.0,,,,,,816.0,,438.3,,357.0,-135.0,,,,,,-236.0,,-613.7,,-695.0,,,,,,False,,False,,False
08089,1358,294.0,,,,,,513.0,,638.4,,159.0,-1064.0,,,,,,-845.0,,-719.6,,-1199.0,,,,,,True,,True,,False
08091,100,84.0,,,,,,25.0,,93.6,,82.0,-16.0,,,,,,-75.0,,-6.4,,-18.0,,,,,,False,,True,,False
08093,248,98.0,,,,,,156.0,,173.8,,65.0,-150.0,,,,,,-92.0,,-74.2,,-183.0,,,,,,True,,True,,False
08095,149,224.0,,,,,,118.0,,307.9,,82.0,75.0,,,,,,-31.0,,158.9,,-67.0,,,,,,True,,False,,True
08097,602,175.0,,,,,,134.0,,183.8,,158.0,-427.0,,,,,,-468.0,,-418.2,,-444.0,,,,,,False,,True,,False
08099,718,371.0,,,,,,220.0,,348.6,,148.0,-347.0,,,,,,-498.0,,-369.4,,-570.0,,,,,,False,,False,,False
08101,9773,5250.0,,,,,,5516.0,,7670.4,3960.3,2786.0,-4523.0,,,,,,-4257.0,,-2102.6,-5812.7,-6987.0,,,,,,True,,True,False,False
08103,226,35.0,,,,,,40.0,,11.1,,75.0,-191.0,,,,,,-186.0,,-214.9,,-151.0,,,,,,True,,False,,True
08105,228,84.0,,,,,,104.0,,57.6,,102.0,-144.0,,,,,,-124.0,,-170.4,,-126.0,,,,,,True,,False,,True
08107,726,336.0,,,,,,228.0,,175.2,,457.0,-390.0,,,,,,-498.0,,-550.8,,-269.0,,,,,,False,,False,,True
08109,88,133.0,,,,,,64.0,,71.3,,90.0,45.0,,,,,,-24.0,,-16.7,,2.0,,,,,,True,,True,,True
08111,21,14.0,,,,,,14.0,,71.5,,28.0,-7.0,,,,,,-7.0,,50.5,,7.0,,,,,,False,,False,,False
08113,288,49.0,,,,,,34.0,,44.7,,130.0,-239.0,,,,,,-254.0,,-243.3,,-158.0,,,,,,False,,False,,True
08115,67,91.0,,,,,,75.0,,99.9,,42.0,24.0,,,,,,8.0,,32.9,,-25.0,,,,,,True,,False,,False
08117,1136,1288.0,,,,,,361.0,,872.3,,396.0,152.0,,,,,,-775.0,,-263.7,,-740.0,,,,,,False,,False,,False
08119,640,392.0,,,,,,347.0,,815.1,,408.0,-248.0,,,,,,-293.0,,175.1,,-232.0,,,,,,False,,True,,True
08121,217,140.0,,,,,,80.0,,183.8,,54.0,-77.0,,,,,,-137.0,,-33.2,,-163.0,,,,,,False,,True,,False
08123,11438,8449.0,,,,,,5883.0,,5153.6,6169.5,4863.0,-2989.0,,,,,,-5555.0,,-6284.4,-5268.5,-6575.0,,,,,,False,,False,False,False
08125,278,133.0,,,,,,295.0,,111.6,,87.0,-145.0,,,,,,17.0,,-166.4,,-191.0,,,,,,True,,False,,False
09001,26666,15960.0,,,,,,6360.0,,11751.8,10477.2,13387.0,-10706.0,,,,,,-20306.0,,-14914.2,-16188.8,-13279.0,,,,,,False,,False,False,False
09003,23484,11095.0,,,,,,11730.0,,7991.7,12016.5,10937.0,-12389.0,,,,,,-11754.0,,-15492.3,-11467.5,-12547.0,,,,,,True,,False,True,False
09005,4445,1778.0,,,,,,781.0,,1653.5,1328.2,2177.0,-2667.0,,,,,,-3664.0,,-2791.5,-3116.8,-2268.0,,,,,,False,,False,False,True
09007,3643,1491.0,,,,,,1408.0,,1035.2,1109.1,1801.0,-2152.0,,,,,,-2235.0,,-2607.8,-2533.9,-1842.0,,,,,,False,,False,False,True
09009,24980,12614.0,,,,,,7294.0,,9147.9,8430.6,13671.0,-12366.0,,,,,,-17686.0,,-15832.1,-16549.4,-11309.0,,,,,,False,,False,False,True
09011,5425,2919.0,,,,,,3574.0,,2235.0,2786.9,1567.0,-2506.0,,,,,,-1851.0,,-3190.0,-2638.1,-3858.0,,,,,,True,,False,False,False
09013,2557,1120.0,,,,,,858.0,,895.2,743.6,1182.0,-1437.0,,,,,,-1699.0,,-1661.8,-1813.4,-1375.0,,,,,,False,,False,False,True
09015,2981,987.0,,,,,,893.0,,909.5,1484.8,764.0,-1994.0,,,,,,-2088.0,,-2071.5,-1496.2,-2217.0,,,,,,False,,False,True,False
10001,4913,1204.0,,,,,,1205.0,,1120.2,718.1,991.0,-3709.0,,,,,,-3708.0,,-3792.8,-4194.9,-3922.0,,,,,,True,,False,False,False
10003,17406,5404.0,,,,,,3992.0,,4273.9,6432.6,5468.0,-12002.0,,,,,,-13414.0,,-13132.1,-10973.4,-11938.0,,,,,,False,,False,True,True
10005,5864,2534.0,,,,,,1737.0,,2176.7,1172.1,2196.0,-3330.0,,,,,,-4127.0,,-3687.3,-4691.9,-3668.0,,,,,,False,,False,False,False
12001,4288,3500.0,,,,,,1459.0,,3868.8,1034.5,1979.0,-788.0,,,,,,-2829.0,,-419.2,-3253.5,-2309.0,,,,,,False,,True,False,False
12003,548,364.0,,,,,,270.0,,387.5,435.9,0.0,-184.0,,,,,,-278.0,,-160.5,-112.1,-548.0,,,,,,False,,True,True,False
12005,4194,1694.0,,,,,,1095.0,,1556.0,872.4,1083.0,-2500.0,,,,,,-3099.0,,-2638.0,-3321.6,-3111.0,,,,,,False,,False,False,False
12007,831,140.0,,,,,,177.0,,152.7,98.7,65.0,-691.0,,,,,,-654.0,,-678.3,-732.3,-766.0,,,,,,True,,True,False,False
12009,7478,5803.0,,,,,,3078.0,,6586.8,2027.6,2136.0,-1675.0,,,,,,-4400.0,,-891.2,-5450.4,-5342.0,,,,,,False,,True,False,False
12011,42021,27559.0,,,,,,17813.0,,22311.7,11157.8,21221.0,-14462.0,,,,,,-24208.0,,-19709.3,-30863.2,-20800.0,,,,,,False,,False,False,False
12013,402,189.0,,,,,,101.0,,167.8,,57.0,-213.0,,,,,,-301.0,,-234.2,,-345.0,,,,,,False,,False,,False
12015,3045,1729.0,,,,,,1198.0,,1806.9,566.9,1470.0,-1316.0,,,,,,-1847.0,,-1238.1,-2478.1,-1575.0,,,,,,False,,True,False,False
12017,2866,1526.0,,,,,,834.0,,1142.2,959.2,1968.0,-1340.0,,,,,,-2032.0,,-1723.8,-1906.8,-898.0,,,,,,False,,False,False,True
12019,4243,2170.0,,,,,,1126.0,,2127.8,1619.7,1076.0,-2073.0,,,,,,-3117.0,,-2115.2,-2623.3,-3167.0,,,,,,False,,False,False,False
12021,6385,4102.0,,,,,,2850.0,,3640.6,1527.8,3626.0,-2283.0,,,,,,-3535.0,,-2744.4,-4857.2,-2759.0,,,,,,False,,False,False,False
12023,1395,651.0,,,,,,534.0,,452.9,428.6,11.0,-744.0,,,,,,-861.0,,-942.1,-966.4,-1384.0,,,,,,False,,False,False,False
12027,1118,287.0,,,,,,286.0,,236.7,235.4,212.0,-831.0,,,,,,-832.0,,-881.3,-882.6,-906.0,,,,,,False,,False,False,False
12029,163,126.0,,,,,,99.0,,96.9,,37.0,-37.0,,,,,,-64.0,,-66.1,,-126.0,,,,,,False,,False,,False
12031,21479,8848.0,,,,,,5066.0,,7854.8,5866.9,4700.0,-12631.0,,,,,,-16413.0,,-13624.2,-15612.1,-16779.0,,,,,,False,,False,False,False
12033,7063,3941.0,,,,,,2786.0,,3010.7,1860.8,0.0,-3122.0,,,,,,-4277.0,,-4052.3,-5202.2,-7063.0,,,,,,False,,False,False,False
12035,1266,735.0,,,,,,408.0,,875.3,345.3,103.0,-531.0,,,,,,-858.0,,-390.7,-920.7,-1163.0,,,,,,False,,True,False,False
12037,86,126.0,,,,,,51.0,,118.0,,0.0,40.0,,,,,,-35.0,,32.0,,-86.0,,,,,,True,,True,,False
12039,711,182.0,,,,,,349.0,,129.3,218.6,0.0,-529.0,,,,,,-362.0,,-581.7,-492.4,-711.0,,,,,,True,,False,True,False
12041,350,91.0,,,,,,105.0,,139.9,,22.0,-259.0,,,,,,-245.0,,-210.1,,-328.0,,,,,,True,,True,,False
12043,135,112.0,,,,,,87.0,,184.3,,87.0,-23.0,,,,,,-48.0,,49.3,,-48.0,,,,,,False,,False,,False
12045,284,266.0,,,,,,62.0,,259.1,,0.0,-18.0,,,,,,-222.0,,-24.9,,-284.0,,,,,,False,,False,,False
12047,290,112.0,,,,,,87.0,,78.4,,0.0,-178.0,,,,,,-203.0,,-211.6,,-290.0,,,,,,False,,False,,False
12049,399,196.0,,,,,,225.0,,273.3,67.0,79.0,-203.0,,,,,,-174.0,,-125.7,-332.0,-320.0,,,,,,True,,True,False,False
12051,907,350.0,,,,,,361.0,,496.1,116.5,435.0,-557.0,,,,,,-546.0,,-410.9,-790.5,-472.0,,,,,,True,,True,False,True
12053,3009,1400.0,,,,,,1116.0,,1373.3,695.2,1143.0,-1609.0,,,,,,-1893.0,,-1635.7,-2313.8,-1866.0,,,,,,False,,False,False,False
12055,1872,1638.0,,,,,,666.0,,1409.8,919.0,739.0,-234.0,,,,,,-1206.0,,-462.2,-953.0,-1133.0,,,,,,False,,False,False,False
12057,23600,14651.0,,,,,,8696.0,,11618.8,6942.5,11855.0,-8949.0,,,,,,-14904.0,,-11981.2,-16657.5,-11745.0,,,,,,False,,False,False,False
12059,603,322.0,,,,,,186.0,,371.0,,110.0,-281.0,,,,,,-417.0,,-232.0,,-493.0,,,,,,False,,True,,False
12061,2296,1624.0,,,,,,936.0,,1455.6,544.3,1127.0,-672.0,,,,,,-1360.0,,-840.4,-1751.7,-1169.0,,,,,,False,,False,False,False
12063,1169,1162.0,,,,,,439.0,,816.0,796.5,0.0,-7.0,,,,,,-730.0,,-353.0,-372.5,-1169.0,,,,,,False,,False,False,False
12065,243,154.0,,,,,,61.0,,142.2,,54.0,-89.0,,,,,,-182.0,,-100.8,,-189.0,,,,,,False,,False,,False
12067,129,77.0,,,,,,54.0,,44.4,80.1,75.0,-52.0,,,,,,-75.0,,-84.6,-48.9,-54.0,,,,,,False,,False,True,False
12069,5495,3164.0,,,,,,2238.0,,2976.1,1612.9,1478.0,-2331.0,,,,,,-3257.0,,-2518.9,-3882.1,-4017.0,,,,,,False,,False,False,False
12071,13920,7462.0,,,,,,5541.0,,6078.3,2623.5,3924.0,-6458.0,,,,,,-8379.0,,-7841.7,-11296.5,-9996.0,,,,,,False,,False,False,False
