,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
18051,927,1168.0,,1134.2,,980.0,857.0,,,,,609.2,,742.0,,1172.3,,487.7,,994.0,905.5,,1205.0,,,,,,,,,,1413.2,241.0,,207.2,,53.0,-70.0,,,,,-317.8,,-185.0,,245.3,,-439.3,,67.0,-21.5,,278.0,,,,,,,,,,486.2,,True,,True,True,,,,,False,,True,,False,,False,,True,True,,False,,,,,,,,,,False
18053,1846,1744.0,,1791.5,,1793.0,1531.0,,,,,1011.5,,1739.0,,3067.9,,1249.8,,2332.0,1333.9,,2050.0,,,,,2513.1,,,,,2901.6,-102.0,,-54.5,,-53.0,-315.0,,,,,-834.5,,-107.0,,1221.9,,-596.2,,486.0,-512.1,,204.0,,,,,667.1,,,,,1055.6,,True,,True,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,False,,,,,False
18055,751,564.0,,561.0,,554.0,593.0,,,,,289.3,,844.0,,435.5,,402.7,,452.0,439.5,,724.0,,,,,,,,,,826.4,-187.0,,-190.0,,-197.0,-158.0,,,,,-461.7,,93.0,,-315.5,,-348.3,,-299.0,-311.5,,-27.0,,,,,,,,,,75.4,,False,,False,True,,,,,False,,True,,False,,False,,False,False,,True,,,,,,,,,,True
18057,8867,7764.0,,7696.2,,6487.0,6081.0,,,,,13103.8,,6395.0,,6790.3,,6038.2,,6152.0,6430.4,,8630.0,,,,,10483.0,4612.0,,,,10879.9,-1103.0,,-1170.8,,-2380.0,-2786.0,,,,,4236.8,,-2472.0,,-2076.7,,-2828.8,,-2715.0,-2436.6,,-237.0,,,,,1616.0,-4255.0,,,,2012.9,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,True,,,,,False,False,,,,False
18059,2068,1776.0,,1780.1,,1651.0,1427.0,,,,,1089.7,,1631.0,,1055.4,,1408.3,,2010.5,1746.3,,2102.0,,,,,1445.9,,,,,1886.7,-292.0,,-287.9,,-417.0,-641.0,,,,,-978.3,,-437.0,,-1012.6,,-659.7,,-57.5,-321.7,,34.0,,,,,-622.1,,,,,-181.3,,True,,False,False,,,,,False,,False,,False,,False,,True,False,,True,,,,,False,,,,,True
18061,1005,768.0,,750.9,,754.0,722.0,,,,,399.2,,680.0,,754.9,,515.1,,964.0,748.3,,939.0,,,,,,,,,,1094.7,-237.0,,-254.1,,-251.0,-283.0,,,,,-605.8,,-325.0,,-250.1,,-489.9,,-41.0,-256.7,,-66.0,,,,,,,,,,89.7,,False,,False,False,,,,,False,,False,,False,,False,,True,False,,True,,,,,,,,,,True
18063,4346,3908.0,,3774.0,,3849.0,3552.0,,,,,2631.5,,3516.0,,5834.4,,2944.9,,3546.0,3661.0,,4501.0,,,,,6342.5,4849.0,,,,6936.3,-438.0,,-572.0,,-497.0,-794.0,,,,,-1714.5,,-830.0,,1488.4,,-1401.1,,-800.0,-685.0,,155.0,,,,,1996.5,503.0,,,,2590.3,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,True,,,,,False,False,,,,False
18065,1438,1160.0,,1143.4,,1166.0,1035.0,,,,,756.5,,1463.0,,1316.3,,758.5,,1260.0,974.7,,1330.0,,,,,1178.0,,,,,1597.9,-278.0,,-294.6,,-272.0,-403.0,,,,,-681.5,,25.0,,-121.7,,-679.5,,-178.0,-463.3,,-108.0,,,,,-260.0,,,,,159.9,,False,,True,False,,,,,False,,True,,True,,False,,True,False,,True,,,,,True,,,,,True
18067,2666,2352.0,,2523.6,,2330.0,1703.0,,,,,3958.1,,2286.0,,11434.7,,1660.1,,2021.0,1911.6,,2714.0,,,,,2992.2,,,,,6660.7,-314.0,,-142.4,,-336.0,-963.0,,,,,1292.1,,-380.0,,8768.7,,-1005.9,,-645.0,-754.4,,48.0,,,,,326.2,,,,,3994.7,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,True,,,,,False,,,,,False
18069,992,1064.0,,1035.5,,1008.0,967.0,,,,,439.6,,1013.0,,1246.6,,400.3,,796.0,828.9,,1206.0,,,,,,,,,,1495.6,72.0,,43.5,,16.0,-25.0,,,,,-552.4,,21.0,,254.6,,-591.7,,-196.0,-163.1,,214.0,,,,,,,,,,503.6,,True,,True,True,,,,,False,,True,,False,,False,,False,False,,False,,,,,,,,,,False
18071,1352,1412.0,,1424.8,,1415.0,1497.0,,,,,695.1,,1047.0,,1515.1,,757.0,,2106.5,1190.7,,1529.0,,,,,,,,,,1565.8,60.0,,72.8,,63.0,145.0,,,,,-656.9,,-305.0,,163.1,,-595.0,,754.5,-161.3,,177.0,,,,,,,,,,213.8,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,,,,False
18073,836,796.0,,780.4,,790.0,582.0,,,,,431.7,,873.0,,821.1,,442.7,,948.0,719.1,,927.0,,,,,,,,,,857.0,-40.0,,-55.6,,-46.0,-254.0,,,,,-404.3,,37.0,,-14.9,,-393.3,,112.0,-116.9,,91.0,,,,,,,,,,21.0,,False,,False,False,,,,,False,,True,,True,,False,,False,False,,False,,,,,,,,,,True
18075,440,456.0,,468.9,,450.0,433.0,,,,,298.6,,584.0,,574.4,,177.3,,259.0,427.5,,612.0,,,,,,,,,,667.3,16.0,,28.9,,10.0,-7.0,,,,,-141.4,,144.0,,134.4,,-262.7,,-181.0,-12.5,,172.0,,,,,,,,,,227.3,,False,,True,True,,,,,False,,False,,False,,False,,False,True,,False,,,,,,,,,,False
18077,794,752.0,,774.5,,751.0,891.0,,,,,383.4,,726.0,,1320.4,,405.7,,668.0,776.9,,943.0,,,,,,,,,,1148.7,-42.0,,-19.5,,-43.0,97.0,,,,,-410.6,,-68.0,,526.4,,-388.3,,-126.0,-17.1,,149.0,,,,,,,,,,354.7,,True,,False,False,,,,,False,,False,,False,,False,,False,True,,False,,,,,,,,,,False
18079,726,628.0,,616.1,,628.0,580.0,,,,,314.4,,650.0,,475.7,,259.2,,917.0,724.6,,711.0,,,,,,,,,,959.2,-98.0,,-109.9,,-98.0,-146.0,,,,,-411.6,,-76.0,,-250.3,,-466.8,,191.0,-1.4,,-15.0,,,,,,,,,,233.2,,False,,False,False,,,,,False,,True,,False,,False,,False,True,,True,,,,,,,,,,False
18081,4655,4208.0,,4228.9,,4118.0,3299.0,,,,,5482.2,,3627.0,,4118.3,,2540.8,,4966.0,3393.8,,4441.0,,,,,3599.3,4387.0,,,,8698.3,-447.0,,-426.1,,-537.0,-1356.0,,,,,827.2,,-1028.0,,-536.7,,-2114.2,,311.0,-1261.2,,-214.0,,,,,-1055.7,-268.0,,,,4043.3,,True,,False,False,,,,,False,,False,,False,,False,,True,False,,True,,,,,False,True,,,,False
18083,839,1224.0,,1281.7,,1046.0,966.0,,,,,564.9,,1025.0,,1010.5,,456.4,,1149.0,789.3,,1396.0,,,,,,,,,,1671.3,385.0,,442.7,,207.0,127.0,,,,,-274.1,,186.0,,171.5,,-382.6,,310.0,-49.7,,557.0,,,,,,,,,,832.3,,False,,True,True,,,,,True,,True,,True,,True,,True,True,,False,,,,,,,,,,False
18085,1880,2100.0,,1879.9,,1998.0,1591.0,,,,,5253.0,,2097.0,,3579.5,,1359.2,,1001.0,1465.7,,2484.0,,,,,2167.5,,,,,3375.2,220.0,,-0.1,,118.0,-289.0,,,,,3373.0,,217.0,,1699.5,,-520.8,,-879.0,-414.3,,604.0,,,,,287.5,,,,,1495.2,,True,,True,False,,,,,False,,True,,False,,False,,False,False,,False,,,,,False,,,,,False
18087,492,620.0,,616.7,,564.0,340.0,,,,,401.1,,1197.0,,249.3,,574.2,,537.0,551.4,,958.0,,,,,,,,,,764.9,128.0,,124.7,,72.0,-152.0,,,,,-90.9,,705.0,,-242.7,,82.2,,45.0,59.4,,466.0,,,,,,,,,,272.9,,True,,True,False,,,,,True,,False,,False,,True,,True,True,,False,,,,,,,,,,False
18089,10271,11864.0,,12686.8,14058.7,10444.0,7217.0,,,,,21112.4,,11226.0,,5789.4,,7555.1,,8559.0,9516.8,,12764.0,,,,,12258.2,6399.0,,,,15469.7,1593.0,,2415.8,3787.7,173.0,-3054.0,,,,,10841.4,,955.0,,-4481.6,,-2715.9,,-1712.0,-754.2,,2493.0,,,,,1987.2,-3872.0,,,,5198.7,,False,False,True,False,,,,,False,,True,,False,,False,,False,True,,False,,,,,False,False,,,,False
18091,2319,2244.0,,2226.8,,2014.0,1365.0,,,,,4794.2,,2978.0,,1620.0,,2314.1,,2081.0,1916.9,,2670.0,,,,,1310.1,,,,,3191.8,-75.0,,-92.2,,-305.0,-954.0,,,,,2475.2,,659.0,,-699.0,,-4.9,,-238.0,-402.1,,351.0,,,,,-1008.9,,,,,872.8,,False,,False,False,,,,,False,,False,,False,,True,,False,False,,False,,,,,False,,,,,False
18093,1255,752.0,,691.9,,699.0,780.0,,,,,499.8,,1033.0,,392.7,,439.5,,669.5,698.9,,921.0,,,,,,,,,,1094.5,-503.0,,-563.1,,-556.0,-475.0,,,,,-755.2,,-222.0,,-862.3,,-815.5,,-585.5,-556.1,,-334.0,,,,,,,,,,-160.5,,False,,False,True,,,,,False,,True,,False,,False,,False,False,,True,,,,,,,,,,True
18095,3233,3392.0,,3421.2,,3402.0,2861.0,,,,,5235.1,,3429.0,,3848.3,,2311.4,,3464.5,2564.8,,3568.0,,,,,4366.4,2475.0,,,,6664.1,159.0,,188.2,,169.0,-372.0,,,,,2002.1,,196.0,,615.3,,-921.6,,231.5,-668.2,,335.0,,,,,1133.4,-758.0,,,,3431.1,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,False,False,,,,False
18097,23041,19732.0,,18986.5,23820.1,19084.0,19300.0,,,,,35827.0,,19749.0,,17725.9,,16627.7,,17073.5,16460.5,,22898.0,,,,,28348.1,15882.0,,,,41223.9,-3309.0,,-4054.5,779.1,-3957.0,-3741.0,,,,,12786.0,,-3292.0,,-5315.1,,-6413.3,,-5967.5,-6580.5,,-143.0,,,,,5307.1,-7159.0,,,,18182.9,,False,True,False,False,,,,,False,,True,,False,,False,,False,False,,True,,,,,False,False,,,,False
18099,1227,1412.0,,1308.3,,1125.0,962.0,,,,,1052.9,,1294.0,,619.7,,728.7,,915.0,1069.2,,1605.0,,,,,1115.6,,,,,2261.6,185.0,,81.3,,-102.0,-265.0,,,,,-174.1,,67.0,,-607.3,,-498.3,,-312.0,-157.8,,378.0,,,,,-111.4,,,,,1034.6,,True,,True,False,,,,,True,,True,,False,,False,,False,True,,False,,,,,True,,,,,False
18101,183,168.0,,169.4,,168.0,170.0,,,,,118.0,,251.0,,270.6,,73.6,,169.0,152.1,,235.0,,,,,,,,,,200.9,-15.0,,-13.6,,-15.0,-13.0,,,,,-65.0,,68.0,,87.6,,-109.4,,-14.0,-30.9,,52.0,,,,,,,,,,17.9,,True,,False,True,,,,,False,,False,,False,,False,,True,False,,False,,,,,,,,,,False
18103,894,1064.0,,1078.3,,1033.0,990.0,,,,,526.7,,1083.0,,1980.0,,502.7,,752.0,881.1,,1196.0,,,,,,,,,,1587.5,170.0,,184.3,,139.0,96.0,,,,,-367.3,,189.0,,1086.0,,-391.3,,-142.0,-12.9,,302.0,,,,,,,,,,693.5,,False,,True,True,,,,,False,,False,,False,,False,,True,True,,False,,,,,,,,,,False
18105,2231,1760.0,,1804.9,,1694.0,1068.0,,,,,4579.8,,2708.0,,3705.5,,1378.0,,1279.5,1669.1,,2512.0,,,,,832.8,1415.0,,,,2775.9,-471.0,,-426.1,,-537.0,-1163.0,,,,,2348.8,,477.0,,1474.5,,-853.0,,-951.5,-561.9,,281.0,,,,,-1398.2,-816.0,,,,544.9,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,True,,,,,False,False,,,,False
18107,1184,1056.0,,1048.4,,1006.0,1085.0,,,,,473.7,,906.0,,792.5,,535.9,,1047.0,842.2,,1206.0,,,,,,,,,,1411.4,-128.0,,-135.6,,-178.0,-99.0,,,,,-710.3,,-278.0,,-391.5,,-648.1,,-137.0,-341.8,,22.0,,,,,,,,,,227.4,,False,,False,True,,,,,False,,False,,False,,False,,False,False,,True,,,,,,,,,,False
18109,1830,1424.0,,1433.7,,1368.0,1484.0,,,,,786.5,,1676.0,,912.0,,1006.2,,1249.0,1270.9,,1709.0,,,,,,,,,,1476.3,-406.0,,-396.3,,-462.0,-346.0,,,,,-1043.5,,-154.0,,-918.0,,-823.8,,-581.0,-559.1,,-121.0,,,,,,,,,,-353.7,,True,,False,True,,,,,False,,True,,False,,False,,False,False,,True,,,,,,,,,,True
18111,229,208.0,,182.9,,201.0,211.0,,,,,119.3,,307.0,,113.9,,92.2,,211.0,204.0,,290.0,,,,,,,,,,303.3,-21.0,,-46.1,,-28.0,-18.0,,,,,-109.7,,78.0,,-115.1,,-136.8,,-18.0,-25.0,,61.0,,,,,,,,,,74.3,,False,,False,True,,,,,False,,False,,False,,False,,True,False,,False,,,,,,,,,,False
18113,1225,1164.0,,1090.9,,992.0,562.0,,,,,2587.7,,1203.0,,816.1,,725.1,,768.0,880.7,,1426.0,,,,,1076.2,,,,,1185.6,-61.0,,-134.1,,-233.0,-663.0,,,,,1362.7,,-22.0,,-408.9,,-499.9,,-457.0,-344.3,,201.0,,,,,-148.8,,,,,-39.4,,False,,False,False,,,,,False,,True,,False,,False,,False,False,,False,,,,,False,,,,,True
18115,142,80.0,,68.9,,83.0,92.0,,,,,50.7,,106.0,,88.1,,26.7,,82.0,100.0,,138.0,,,,,,,,,,67.6,-62.0,,-73.1,,-59.0,-50.0,,,,,-91.3,,-36.0,,-53.9,,-115.3,,-60.0,-42.0,,-4.0,,,,,,,,,,-74.4,,False,,True,True,,,,,False,,True,,True,,False,,True,True,,True,,,,,,,,,,False
18117,442,300.0,,293.3,,294.0,367.0,,,,,161.9,,473.0,,206.2,,141.4,,300.0,275.6,,467.0,,,,,,,,,,314.5,-142.0,,-148.7,,-148.0,-75.0,,,,,-280.1,,31.0,,-235.8,,-300.6,,-142.0,-166.4,,25.0,,,,,,,,,,-127.5,,False,,False,True,,,,,False,,True,,False,,False,,False,False,,True,,,,,,,,,,True
18119,591,412.0,,425.6,,387.0,529.0,,,,,165.6,,465.0,,267.4,,88.4,,354.0,326.2,,472.0,,,,,,,,,,404.9,-179.0,,-165.4,,-204.0,-62.0,,,,,-425.4,,-126.0,,-323.6,,-502.6,,-237.0,-264.8,,-119.0,,,,,,,,,,-186.1,,True,,False,True,,,,,False,,True,,False,,False,,False,False,,True,,,,,,,,,,False
18121,529,384.0,,388.1,,391.0,423.0,,,,,167.9,,414.0,,769.6,,140.9,,393.0,333.9,,537.0,,,,,,,,,,645.0,-145.0,,-140.9,,-138.0,-106.0,,,,,-361.1,,-115.0,,240.6,,-388.1,,-136.0,-195.1,,8.0,,,,,,,,,,116.0,,True,,True,True,,,,,False,,True,,False,,False,,True,False,,True,,,,,,,,,,True
18123,282,252.0,,217.1,,188.0,154.0,,,,,204.2,,392.0,,81.7,,167.4,,153.0,219.9,,429.0,,,,,,,,,,244.4,-30.0,,-64.9,,-94.0,-128.0,,,,,-77.8,,110.0,,-200.3,,-114.6,,-129.0,-62.1,,147.0,,,,,,,,,,-37.6,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,,,,False
18125,340,192.0,,205.6,,189.0,186.0,,,,,122.3,,278.0,,97.2,,86.0,,191.0,189.5,,261.0,,,,,,,,,,227.6,-148.0,,-134.4,,-151.0,-154.0,,,,,-217.7,,-62.0,,-242.8,,-254.0,,-149.0,-150.5,,-79.0,,,,,,,,,,-112.4,,True,,False,False,,,,,False,,True,,False,,False,,False,False,,True,,,,,,,,,,True
18127,3714,4292.0,,4262.1,,3150.0,2621.0,,,,,8698.3,,4013.0,,2663.4,,2670.7,,2814.0,3094.0,,4860.0,,,,,4186.5,2033.0,,,,4443.7,578.0,,548.1,,-564.0,-1093.0,,,,,4984.3,,299.0,,-1050.6,,-1043.3,,-900.0,-620.0,,1146.0,,,,,472.5,-1681.0,,,,729.7,,True,,True,False,,,,,False,,True,,False,,False,,False,False,,False,,,,,True,False,,,,False
18129,520,468.0,,458.0,,426.0,340.0,,,,,287.6,,491.0,,411.8,,225.7,,423.0,381.0,,660.0,,,,,,,,,,600.4,-52.0,,-62.0,,-94.0,-180.0,,,,,-232.4,,-29.0,,-108.2,,-294.3,,-97.0,-139.0,,140.0,,,,,,,,,,80.4,,False,,False,False,,,,,False,,True,,False,,False,,False,False,,False,,,,,,,,,,False
18131,382,300.0,,292.4,,260.0,232.0,,,,,144.6,,328.0,,67.8,,60.9,,262.0,240.4,,327.0,,,,,,,,,,438.4,-82.0,,-89.6,,-122.0,-150.0,,,,,-237.4,,-54.0,,-314.2,,-321.1,,-120.0,-141.6,,-55.0,,,,,,,,,,56.4,,False,,False,False,,,,,False,,True,,False,,False,,False,False,,True,,,,,,,,,,True
18133,1012,844.0,,826.9,,852.0,1483.0,,,,,371.2,,865.0,,1233.0,,431.7,,1006.0,625.0,,983.0,,,,,,,,,,1135.2,-168.0,,-185.1,,-160.0,471.0,,,,,-640.8,,-147.0,,221.0,,-580.3,,-6.0,-387.0,,-29.0,,,,,,,,,,123.2,,False,,True,False,,,,,False,,True,,False,,False,,True,False,,True,,,,,,,,,,True
18135,492,708.0,,706.2,,663.0,685.0,,,,,372.0,,688.0,,444.2,,255.2,,619.0,570.1,,752.0,,,,,,,,,,755.5,216.0,,214.2,,171.0,193.0,,,,,-120.0,,196.0,,-47.8,,-236.8,,127.0,78.1,,260.0,,,,,,,,,,263.5,,True,,True,True,,,,,True,,True,,True,,False,,True,True,,False,,,,,,,,,,False
18137,894,1236.0,,1240.3,,1199.0,1248.0,,,,,529.6,,634.0,,823.7,,291.1,,1244.5,927.5,,1069.0,,,,,,,,,,1893.8,342.0,,346.3,,305.0,354.0,,,,,-364.4,,-260.0,,-70.3,,-602.9,,350.5,33.5,,175.0,,,,,,,,,,999.8,,False,,True,False,,,,,False,,True,,True,,False,,False,True,,True,,,,,,,,,,False
18139,531,336.0,,334.3,,315.0,283.0,,,,,143.6,,423.0,,214.0,,116.1,,377.0,309.4,,411.0,,,,,,,,,,358.4,-195.0,,-196.7,,-216.0,-248.0,,,,,-387.4,,-108.0,,-317.0,,-414.9,,-154.0,-221.6,,-120.0,,,,,,,,,,-172.6,,False,,False,False,,,,,False,,True,,False,,False,,True,False,,True,,,,,,,,,,True
18141,6312,6164.0,,6039.2,7660.3,5488.0,3154.0,,,,,4389.9,,7668.0,,3571.5,,5231.1,,4451.5,4939.4,,7400.0,,,,,6277.1,3574.0,,,,9310.0,-148.0,,-272.8,1348.3,-824.0,-3158.0,,,,,-1922.1,,1356.0,,-2740.5,,-1080.9,,-1860.5,-1372.6,,1088.0,,,,,-34.9,-2738.0,,,,2998.0,,False,False,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,True,False,,,,False
18143,669,848.0,,838.4,,809.0,918.0,,,,,404.9,,597.0,,3376.6,,372.5,,1245.5,649.0,,927.0,,,,,,,,,,872.9,179.0,,169.4,,140.0,249.0,,,,,-264.1,,-72.0,,2707.6,,-296.5,,576.5,-20.0,,258.0,,,,,,,,,,203.9,,True,,True,False,,,,,False,,True,,False,,False,,False,True,,False,,,,,,,,,,False
18145,1270,1144.0,,1128.9,,1108.0,1363.0,,,,,563.8,,1027.0,,732.0,,712.7,,1377.0,1021.7,,1277.0,,,,,,,,,,1427.6,-126.0,,-141.1,,-162.0,93.0,,,,,-706.2,,-243.0,,-538.0,,-557.3,,107.0,-248.3,,7.0,,,,,,,,,,157.6,,False,,False,True,,,,,False,,False,,False,,False,,True,False,,True,,,,,,,,,,False
18147,484,468.0,,452.2,,405.0,387.0,,,,,240.9,,303.0,,277.4,,227.9,,419.0,408.0,,575.0,,,,,,,,,,513.0,-16.0,,-31.8,,-79.0,-97.0,,,,,-243.1,,-181.0,,-206.6,,-256.1,,-65.0,-76.0,,91.0,,,,,,,,,,29.0,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,,,,False
18149,545,380.0,,350.9,,356.0,308.0,,,,,226.9,,666.0,,261.1,,195.9,,338.0,340.1,,548.0,,,,,,,,,,480.9,-165.0,,-194.1,,-189.0,-237.0,,,,,-318.1,,121.0,,-283.9,,-349.1,,-207.0,-204.9,,3.0,,,,,,,,,,-64.1,,False,,False,False,,,,,False,,True,,False,,False,,False,False,,True,,,,,,,,,,True
18151,973,780.0,,720.7,,715.0,679.0,,,,,415.7,,1004.0,,735.9,,375.6,,556.0,617.0,,961.0,,,,,,,,,,1078.1,-193.0,,-252.3,,-258.0,-294.0,,,,,-557.3,,31.0,,-237.1,,-597.4,,-417.0,-356.0,,-12.0,,,,,,,,,,105.1,,False,,False,False,,,,,False,,True,,False,,False,,False,False,,True,,,,,,,,,,True
18153,565,928.0,,958.7,,958.0,1128.0,,,,,342.2,,600.0,,1554.0,,283.5,,1297.0,551.7,,872.0,,,,,,,,,,2081.2,363.0,,393.7,,393.0,563.0,,,,,-222.8,,35.0,,989.0,,-281.5,,732.0,-13.3,,307.0,,,,,,,,,,1516.2,,False,,False,False,,,,,True,,True,,False,,True,,False,True,,True,,,,,,,,,,False
18155,208,112.0,,111.1,,107.0,112.0,,,,,84.9,,208.0,,43.1,,36.1,,85.0,113.6,,217.0,,,,,,,,,,92.0,-96.0,,-96.9,,-101.0,-96.0,,,,,-123.1,,0.0,,-164.9,,-171.9,,-123.0,-94.4,,9.0,,,,,,,,,,-116.0,,False,,False,False,,,,,False,,True,,False,,False,,False,True,,True,,,,,,,,,,False
18157,5352,4836.0,,5400.9,,4708.0,3200.0,,,,,8913.2,,4708.0,,5486.4,,3075.8,,2673.5,3641.9,,5039.0,,,,,6513.2,3414.0,,,,7826.4,-516.0,,48.9,,-644.0,-2152.0,,,,,3561.2,,-644.0,,134.4,,-2276.2,,-2678.5,-1710.1,,-313.0,,,,,1161.2,-1938.0,,,,2474.4,,True,,False,False,,,,,False,,False,,True,,False,,False,False,,True,,,,,False,False,,,,False
18159,420,368.0,,372.1,,371.0,383.0,,,,,156.2,,391.0,,370.1,,137.0,,421.0,338.4,,399.0,,,,,,,,,,521.7,-52.0,,-47.9,,-49.0,-37.0,,,,,-263.8,,-29.0,,-49.9,,-283.0,,1.0,-81.6,,-21.0,,,,,,,,,,101.7,,True,,True,True,,,,,False,,True,,True,,False,,True,False,,True,,,,,,,,,,False
18161,194,124.0,,111.6,,115.0,120.0,,,,,87.2,,132.0,,48.2,,36.4,,85.0,117.0,,159.0,,,,,,,,,,149.1,-70.0,,-82.4,,-79.0,-74.0,,,,,-106.8,,-62.0,,-145.8,,-157.6,,-109.0,-77.0,,-35.0,,,,,,,,,,-44.9,,False,,False,False,,,,,False,,True,,False,,False,,False,False,,True,,,,,,,,,,True
18163,4564,4300.0,,4313.6,,3840.0,3569.0,,,,,2834.1,,3742.0,,3929.7,,2832.2,,3772.0,3520.5,,4830.0,,,,,5236.4,3247.0,,,,4445.3,-264.0,,-250.4,,-724.0,-995.0,,,,,-1729.9,,-822.0,,-634.3,,-1731.8,,-792.0,-1043.5,,266.0,,,,,672.4,-1317.0,,,,-118.7,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,False,False,,,,True
18165,497,492.0,,487.7,,477.0,496.0,,,,,220.4,,447.0,,612.4,,164.0,,471.0,358.3,,550.0,,,,,,,,,,700.2,-5.0,,-9.3,,-20.0,-1.0,,,,,-276.6,,-50.0,,115.4,,-333.0,,-26.0,-138.7,,53.0,,,,,,,,,,203.2,,False,,False,True,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,,,,False
18167,2678,3340.0,,3168.3,,2754.0,2542.0,,,,,6877.4,,2883.0,,1973.5,,1869.6,,2131.5,2018.8,,3713.0,,,,,5103.1,,,,,3784.8,662.0,,490.3,,76.0,-136.0,,,,,4199.4,,205.0,,-704.5,,-808.4,,-546.5,-659.2,,1035.0,,,,,2425.1,,,,,1106.8,,True,,True,True,,,,,False,,True,,False,,False,,True,True,,False,,,,,False,,,,,False
18169,786,1352.0,,1334.9,,1114.0,813.0,,,,,552.9,,792.0,,1368.3,,437.1,,1401.0,1068.3,,1535.0,,,,,,,,,,1113.2,566.0,,548.9,,328.0,27.0,,,,,-233.1,,6.0,,582.3,,-348.9,,615.0,282.3,,749.0,,,,,,,,,,327.2,,True,,True,True,,,,,True,,True,,False,,True,,False,True,,False,,,,,,,,,,True
18171,228,136.0,,132.0,,170.0,182.0,,,,,63.0,,201.0,,239.0,,17.9,,189.0,136.6,,194.0,,,,,,,,,,181.7,-92.0,,-96.0,,-58.0,-46.0,,,,,-165.0,,-27.0,,11.0,,-210.1,,-39.0,-91.4,,-34.0,,,,,,,,,,-46.3,,False,,True,True,,,,,False,,True,,True,,False,,True,True,,True,,,,,,,,,,True
18173,1565,1428.0,,1427.0,,1228.0,1244.0,,,,,1196.1,,1229.0,,998.6,,813.6,,1369.5,1153.3,,1661.0,,,,,765.8,,,,,2050.7,-137.0,,-138.0,,-337.0,-321.0,,,,,-368.9,,-336.0,,-566.4,,-751.4,,-195.5,-411.7,,96.0,,,,,-799.2,,,,,485.7,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,True,,,,,False,,,,,False
