,2020-04-20_2020-05-09,2020-04-27_2020-05-16,2020-05-04_2020-05-23,2020-05-11_2020-05-30,2020-05-18_2020-06-06,2020-05-25_2020-06-13,2020-06-01_2020-06-20,2020-06-08_2020-06-27,2020-06-15_2020-07-04,2020-06-22_2020-07-11,2020-06-29_2020-07-18,2020-07-06_2020-07-25,2020-07-13_2020-08-01,2020-07-20_2020-08-08,2020-07-27_2020-08-15,2020-08-03_2020-08-22,2020-08-10_2020-08-29,2020-08-17_2020-09-05,2020-08-24_2020-09-12,2020-08-31_2020-09-19,2020-09-07_2020-09-26,2020-09-14_2020-10-03,2020-09-21_2020-10-10,2020-09-28_2020-10-17,2020-10-05_2020-10-24,2020-10-12_2020-10-31,2020-10-19_2020-11-07,2020-10-26_2020-11-14,2020-11-02_2020-11-21,2020-11-09_2020-11-28,2020-11-16_2020-12-05,2020-11-23_2020-12-12,2020-11-30_2020-12-19,2020-12-07_2020-12-26,2020-12-14_2021-01-02,2020-12-21_2021-01-09,2020-12-28_2021-01-16,2021-01-04_2021-01-23,2021-01-11_2021-01-30,2021-01-18_2021-02-06,2021-01-25_2021-02-13,2021-02-01_2021-02-20,2021-02-08_2021-02-27,2021-02-15_2021-03-06
num_states_beat_baseline-YYG-ParamSearch,23,15,24,35,29,27,35,28,28,30,33,36,42,36,33,23,25,26,23,27,27,26,30,35,32,,,,,,,,,,,,,,,,,,,
num_states_beat_baseline-epiforecasts-ensemble1,,,,,,,,,3,4,9,13,7,7,8,8,6,8,11,16,9,12,10,9,6,22,25,19,27,31,30,28,34,29,33,31,32,27,32,24,17,28,26,31
perc_beat_baseline-AIpert-pwllnod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3529411765,0.4509803922,0.4901960784,0.3529411765,0.3921568627,0.3333333333,0.3725490196,0.5098039216,0.4901960784
perc_beat_baseline-Auquan-SEIR,,,,,0.1764705882,0.137254902,0.1176470588,0,0,0.5882352941,0.5294117647,0.6470588235,,,,0.3725490196,0.2745098039,0.3333333333,0.1960784314,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-BPagano-RtDriven,,,,,,,,,,,,,,,,,,,,,,,,,0.3921568627,0.3921568627,0.5098039216,0.4705882353,0.5294117647,0.6470588235,0.7843137255,0.568627451,0.8431372549,0.3529411765,0.2941176471,0.3921568627,0.6274509804,0.5294117647,0.2941176471,0.431372549,0.568627451,0.5294117647,0.7254901961,0.6274509804
perc_beat_baseline-CEID-Walk,,,,,,,,,,,,,,,,,0.4705882353,0.3725490196,0.2745098039,0.4509803922,0.5098039216,0.5294117647,0.4117647059,0.431372549,0.5490196078,0.6470588235,0.4705882353,0.568627451,0.5490196078,0.6470588235,0.5882352941,0.5490196078,0.5098039216,0.4117647059,0.5098039216,,0.568627451,0.5294117647,0.3137254902,0.4117647059,0.2156862745,0.4117647059,0.3137254902,0.2549019608
perc_beat_baseline-CMU-TimeSeries,,,,,,,,,,,,,,0.6862745098,0.6862745098,0.5294117647,0.4705882353,0.5882352941,0.3921568627,0.64,0.6530612245,0.4693877551,0.5510204082,0.5714285714,0.4693877551,0.8039215686,0.5490196078,0.568627451,0.6078431373,0.7058823529,0.7647058824,0.7450980392,0.8235294118,0.5098039216,0.3725490196,0.4509803922,0.6078431373,0.4509803922,0.431372549,0.3725490196,0.3333333333,0.6274509804,0.6666666667,0.7254901961
perc_beat_baseline-COVIDhub-ensemble,,0.5098039216,0.4705882353,0.5294117647,0.5882352941,0.5294117647,0.4901960784,0.6862745098,0.6078431373,0.6666666667,0.6470588235,0.7450980392,0.7254901961,0.6666666667,0.6274509804,0.5490196078,0.5294117647,0.5882352941,0.5098039216,0.5882352941,0.5490196078,0.5882352941,0.6470588235,0.6862745098,0.4901960784,0.7058823529,0.6862745098,0.7647058824,0.7450980392,0.8431372549,0.9411764706,0.8235294118,0.9607843137,0.6862745098,0.6862745098,0.6666666667,0.8431372549,0.568627451,0.6274509804,0.4705882353,0.4901960784,0.8039215686,0.8431372549,0.7843137255
perc_beat_baseline-COVIDhub-trained_ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8039215686,0.8431372549,0.01960784314
perc_beat_baseline-CU-select,0.3,0.46,0.4,0.48,0.48,0.48,0.36,0.4509803922,0.431372549,0.4117647059,0.2745098039,0.3921568627,0.4901960784,0.4117647059,0.2941176471,0.431372549,0.2941176471,0.2156862745,0.3137254902,0.4117647059,0.3333333333,0.3529411765,0.3529411765,0.3333333333,0.431372549,0.4901960784,0.5490196078,0.568627451,0.6274509804,0.6274509804,0.6862745098,0.6078431373,0.4509803922,0.3921568627,0.4901960784,0.3725490196,0.3333333333,0.1568627451,0.2156862745,0.3529411765,0.3529411765,0.5882352941,0.6666666667,0.7058823529
perc_beat_baseline-Caltech-CS156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7450980392,0.8235294118,0.8039215686,0.7254901961,0.862745098,0.5490196078,0.6666666667,0.7450980392,0.7843137255,0.568627451,0.4117647059,0.4705882353,,0.6470588235,0.7058823529,
perc_beat_baseline-Columbia_UNC-SurvCon,,,,,,,,,,,,,,,,,,,,,0.46,0.3921568627,0.3921568627,0.4509803922,0.4117647059,0.5294117647,0.64,0.5098039216,0.56,0.568627451,0.58,0.5098039216,0.5882352941,0.09803921569,0.5294117647,0.3137254902,0.5490196078,0.2745098039,,0.4117647059,0.36,,0.6666666667,0.6470588235
perc_beat_baseline-Covid19Sim-Simulator,,,,,,0.4509803922,0.4705882353,0.4705882353,0.431372549,0.5490196078,0.568627451,0.5882352941,0.5490196078,0.5098039216,0.5098039216,0.4705882353,,0.3529411765,0.1960784314,0.5294117647,0.4705882353,0.4901960784,0.431372549,0.4705882353,0.3725490196,0.4901960784,0.4509803922,0.5882352941,0.6274509804,0.5294117647,,0.5294117647,0.6470588235,0.2941176471,0.3921568627,0.4117647059,0.6274509804,0.5490196078,0.3137254902,0.431372549,0.3137254902,0.6470588235,0.6078431373,0.5294117647
perc_beat_baseline-CovidActNow-SEIR_CAN,,,,,,,0.3137254902,0.3333333333,0.3529411765,0.3255813953,,0.2941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-CovidAnalytics-DELPHI,,0.4509803922,0.3921568627,0.3921568627,0.3921568627,0.4705882353,0.5882352941,0.4705882353,0.4509803922,0.568627451,0.5490196078,0.4509803922,0.5490196078,0.5490196078,0.5294117647,0.4901960784,0.3921568627,0.4705882353,0.431372549,0.4509803922,0.3333333333,0.3333333333,0.4705882353,0.3725490196,0.2941176471,0.4509803922,0.1764705882,0.4117647059,0.431372549,0.4117647059,0.4509803922,0.568627451,0.6470588235,0.3921568627,0.5294117647,0.4901960784,0.4901960784,0.4117647059,0.3529411765,0.2941176471,0.431372549,0.568627451,0.6078431373,0.5882352941
perc_beat_baseline-DDS-NBDS,,,,,,,,,,,,,,,0.3725490196,0.3529411765,0.2156862745,0.3333333333,0.2941176471,0.568627451,0.3725490196,0.5490196078,0.3725490196,0.6078431373,0.3333333333,0.4117647059,0.568627451,0.5098039216,0.3529411765,0.6470588235,0.4705882353,0.4901960784,0.3529411765,0.4117647059,0.2156862745,0.568627451,0.4509803922,0.3137254902,0.3529411765,0.3333333333,0.1960784314,0.6274509804,0.3725490196,
perc_beat_baseline-FDANIHASU-Sweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-GT-DeepCOVID,,,,0.1904761905,0.5833333333,0.2333333333,0.2857142857,0.3636363636,0.3513513514,0.375,0.475,0.3658536585,0.5,0.4444444444,0.4318181818,0.4418604651,0.3863636364,0.3913043478,0.4791666667,0.5319148936,0.3958333333,0.5306122449,0.5681818182,0.6,0.4782608696,0.6530612245,0.5625,0.5217391304,0.6086956522,0.5777777778,0.6590909091,0.6875,0.8367346939,0.58,0.58,0.64,0.64,0.5306122449,0.48,0.5,0.4,0.7083333333,0.6734693878,0.612244898
perc_beat_baseline-GT_CHHS-COVID19,,,,,,,0,1,0.5,0,0,0,0.5,0.5,0,0.5,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0
perc_beat_baseline-Google_Harvard-CPF,,,,,,,,,,,,,,,,,,,,0.4117647059,0.2941176471,0.3921568627,0.3333333333,0.5098039216,0.3137254902,0.5490196078,0.5882352941,0.7058823529,0.6862745098,0.7843137255,0.7450980392,0.7254901961,0.862745098,0.5098039216,0.5294117647,0.4901960784,0.8039215686,0.5882352941,0.4901960784,0.3529411765,0.4117647059,0.6274509804,0.7058823529,0.568627451
perc_beat_baseline-IBF-TimeSeries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-IHME-CurveFit,0.2745098039,0.3265306122,0.4117647059,0.3921568627,0.4509803922,,0.4117647059,0.5294117647,0.4509803922,0.6470588235,0.4901960784,0.5098039216,,0.3137254902,0.3333333333,0.4509803922,0.2549019608,,0.2941176471,0.3725490196,0.3529411765,,0.3725490196,0.3921568627,,,0.3921568627,0.4705882353,,,,0.431372549,,0.2941176471,0.3921568627,0.2941176471,0.431372549,,,0.2745098039,0.3529411765,0.5882352941,0.6862745098,0.7254901961
perc_beat_baseline-IowaStateLW-STEM,,0.5306122449,0.2653061224,,0.4081632653,0.4285714286,0.4285714286,0.5102040816,0.4081632653,0.5510204082,0.3673469388,0.5102040816,0.4693877551,0.3265306122,0.3469387755,0.3469387755,,0.2653061224,0.2448979592,0.4693877551,0.3673469388,0.4489795918,0.4489795918,0.5102040816,0.4693877551,0.4897959184,0.3673469388,0.387755102,0.4897959184,0.5510204082,0.7142857143,0.693877551,0.7346938776,0.4285714286,0.387755102,0.3469387755,0.5714285714,0.5510204082,0.3265306122,0.4285714286,0.387755102,0.2448979592,0.4081632653,0.2244897959
perc_beat_baseline-JCB-PRM,,,,,,,,,,,,,,,0.4901960784,0.3529411765,0.3529411765,0.4901960784,0.5098039216,0.6078431373,0.4901960784,0.6274509804,0.6862745098,0.6470588235,0.431372549,0.6666666667,0.568627451,0.6666666667,0.6666666667,0.7058823529,0.8039215686,0.6470588235,0.8431372549,0.5490196078,0.5294117647,0.3529411765,0.7058823529,,,,,,,
perc_beat_baseline-JHUAPL-Bucky,,,,,,,,,,,,,,,,,,,,0.3921568627,0.3333333333,0.2941176471,0.3725490196,0.431372549,0.4509803922,0.7058823529,0.6470588235,0.6078431373,0.5294117647,0.6470588235,0.5882352941,0.4705882353,0.7254901961,0.5294117647,0.4901960784,0.3333333333,0.3137254902,0.2745098039,0.3333333333,,0.3921568627,0.2549019608,0.3725490196,0.2352941176
perc_beat_baseline-JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.6274509804,0.5294117647,0.5882352941,0.6862745098,0.8431372549,0.6274509804,0.8823529412,0.5882352941,0.431372549,0.4117647059,0.7058823529,,0.48,0.387755102,0.3137254902,0.3529411765,0.5,0.4705882353
perc_beat_baseline-JHU_IDD-CovidSP,,,,,0.03921568627,0.09803921569,0.09803921569,0.137254902,0.4117647059,0.2156862745,0.2941176471,0.3529411765,0.3529411765,0.2352941176,0.2156862745,0.2156862745,0.09803921569,0.2352941176,0.2941176471,0.431372549,0.3529411765,0.3725490196,0.3921568627,0.5098039216,0.3529411765,0.5294117647,0.4117647059,0.3137254902,0.2745098039,0.1568627451,0.7254901961,0.5098039216,0.568627451,0.3137254902,0.3725490196,0.3333333333,0.5098039216,0.431372549,0.3725490196,0.431372549,0.3137254902,0.4117647059,0.5490196078,0.4509803922
perc_beat_baseline-JHU_UNC_GAS-StatMechPool,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333,0.431372549,0.1960784314,,,,,,,,,,,,,,
perc_beat_baseline-Karlen-pypm,,,,,,,,,,,,,,0.3529411765,0.4901960784,0.5098039216,0.2941176471,0.431372549,0.5098039216,0.4509803922,0.4509803922,0.4509803922,0.5882352941,0.6862745098,0.5098039216,0.6470588235,0.7058823529,0.7058823529,0.7450980392,0.7450980392,0.7254901961,0.7058823529,0.8823529412,0.6274509804,0.5490196078,0.5882352941,0.7254901961,0.5882352941,0.568627451,0.431372549,0.4117647059,0.7058823529,0.7843137255,0.7647058824
perc_beat_baseline-LANL-GrowthRate,0.4509803922,0.4117647059,0.4901960784,0.5098039216,0.5882352941,0.568627451,0.568627451,0.6274509804,0.568627451,0.5098039216,0.5294117647,0.6666666667,0.4509803922,0.431372549,0.3921568627,0.3137254902,0.2745098039,0.3137254902,0.3529411765,0.4901960784,0.4117647059,0.3529411765,0.4509803922,0.431372549,0.3137254902,0.431372549,0.2941176471,0.3529411765,0.5490196078,0.7058823529,0.6274509804,0.5098039216,0.6078431373,0.4509803922,0.6274509804,0.5098039216,0.5294117647,0.3529411765,0.4705882353,0.431372549,0.4509803922,0.6078431373,0.6666666667,0.6470588235
perc_beat_baseline-LNQ-ens1,,,,,,,,,,,,,,0.6666666667,0.4901960784,0.568627451,0.431372549,0.3137254902,0.3921568627,0.4705882353,0.4509803922,0.3921568627,0.431372549,0.6078431373,0.4509803922,0.5882352941,0.6470588235,0.6666666667,0.7254901961,0.7254901961,0.862745098,0.7058823529,0.568627451,0.6274509804,0.6274509804,0.568627451,0.1960784314,0.3725490196,0.5882352941,0.4901960784,0.431372549,0.7450980392,0.8431372549,0.7843137255
perc_beat_baseline-MITCovAlliance-SIR,,,,,,,,,,,0.3529411765,0.3137254902,0.1764705882,0.3725490196,0.3529411765,0.3529411765,,0.1960784314,,,0.3725490196,0.3921568627,0.2941176471,0.5098039216,,,0.2745098039,,,,,,,,,,,0.3137254902,0.3725490196,,,,,
perc_beat_baseline-MIT_CritData-GBCF,,,,,,,,,,,,,,,,,,,,,0.4117647059,0.3137254902,0.5294117647,0.5490196078,0.4901960784,0.568627451,0.6666666667,0.4705882353,0.5490196078,0.4705882353,0.5882352941,0.6862745098,0.8039215686,0.5490196078,0.568627451,0.4117647059,0.7647058824,0.4705882353,0.5490196078,0.2941176471,0.3137254902,0.5098039216,0.4509803922,0.1960784314
perc_beat_baseline-MIT_ISOLAT-Mixtures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4146341463,0.5681818182,0.5348837209,0.6086956522
perc_beat_baseline-MOBS-GLEAM_COVID,0.25,0.375,0.24,0.32,0.36,0.42,0.48,0.54,0.42,0.42,0.3,0.52,0.52,0.58,0.44,0.32,0.28,0.4,0.32,0.42,0.46,0.36,0.4,0.38,0.34,0.52,0.58,0.74,0.66,0.76,0.84,0.6,0.84,0.52,0.46,0.54,0.74,0.72,0.56,0.38,0.56,0.56,0.74,0.6
perc_beat_baseline-MSRA-DeepST,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.6808510638,0.7872340426,0.7872340426,0.7234042553,0.86,0.76,0.88,0.64,,,,,,,,,,
perc_beat_baseline-Microsoft-DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.42,0.32,0.76,0.72,0.54,0.3,0.32,0.6,0.36,0.48
perc_beat_baseline-NotreDame-FRED,,,0.2857142857,0.5714285714,0.2857142857,0,0.4285714286,0.2857142857,0,0,0,0,0.1428571429,0.1428571429,0.1428571429,0.2857142857,0.2857142857,0.4285714286,0,0,0,0.4285714286,0.2857142857,0.5714285714,0.1428571429,0.5714285714,0.8571428571,0.4285714286,0.4285714286,0.5714285714,0.5714285714,0.2857142857,,0.1428571429,0.4285714286,,,,,,,,,
perc_beat_baseline-NotreDame-mobility,,,,,,,,,,0.6078431373,0.3529411765,0.4901960784,0.5098039216,0.431372549,0.3137254902,0.2156862745,0.137254902,0.2941176471,0.2941176471,0.4901960784,0.4509803922,0.3333333333,0.4901960784,0.4117647059,0.4901960784,0.3529411765,0.4117647059,0.431372549,0.4117647059,0.3333333333,0.3725490196,0.2941176471,0.5098039216,0.1960784314,0.3137254902,,,,,,,,,
perc_beat_baseline-OliverWyman-Navigator,,,,,,,,0.6382978723,0.5294117647,0.5490196078,0.5294117647,0.7450980392,0.6470588235,0.7058823529,0.6078431373,0.3921568627,0.4705882353,0.5098039216,0.4117647059,0.5294117647,0.5882352941,0.4705882353,0.5294117647,0.6078431373,0.6274509804,0.6862745098,0.7450980392,0.7254901961,0.6470588235,0.7843137255,0.9215686275,0.6666666667,0.862745098,0.6274509804,0.4705882353,0.4509803922,0.6470588235,0.6666666667,0.4509803922,0.431372549,0.4901960784,0.7254901961,0.8431372549,0.8039215686
perc_beat_baseline-PSI-DRAFT,,,,,0.3725490196,0.4117647059,0.5490196078,0.3529411765,0.3725490196,0.3921568627,0.3333333333,0.3137254902,0.2549019608,0.34,0.1960784314,0.2352941176,0.2352941176,0.2941176471,0.3725490196,0.4509803922,0.2745098039,0.3921568627,0.5294117647,0.4509803922,0.2549019608,0.2941176471,0.2156862745,0.2941176471,0.3725490196,0.3921568627,0.5098039216,0.3137254902,0.5098039216,0.3137254902,0.2745098039,0.2941176471,0.4705882353,0.5098039216,0.4117647059,0.3921568627,0.3529411765,0.431372549,0.3921568627,0.6274509804
perc_beat_baseline-QJHong-Encounter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-Quantori-Multiagents,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-RPI_UW-Mob_Collision,,,,,,,,,,,,,,,,,0.28125,0.15625,0.125,0.3,0.2,0.4516129032,0.3225806452,0.3,0.1935483871,0.3225806452,0.3870967742,0.4516129032,0.4333333333,0.3666666667,0.4333333333,0.2,0.7666666667,0.3870967742,0.3870967742,0.2666666667,0.2,0.1666666667,0.1612903226,0.2258064516,0.3225806452,0.5333333333,0.5,0.4
perc_beat_baseline-RobertWalraven-ESG,,,,,,,,,,,,0.3333333333,0.2352941176,0.1458333333,0.2040816327,0.3469387755,0.22,0.2,0.2156862745,0.431372549,0.2352941176,0.1176470588,0.2156862745,0.1960784314,0.1568627451,0.09803921569,0.3333333333,0.1568627451,0.1568627451,0.4509803922,0.5294117647,0.4117647059,0.3529411765,0.28,0.2745098039,0.3529411765,0.1960784314,0.2156862745,0.5294117647,0.4705882353,0.5490196078,0.8039215686,0.8823529412,0.7058823529
perc_beat_baseline-STH-3PU,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,,0,0.5,0,0,0,,,,,,,,,,,,,,,
perc_beat_baseline-SWC-TerminusCM,,,,,,0.325,0.375,0.3673469388,0.4705882353,,0.3541666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-SigSci-TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5098039216,0.5526315789,0.5306122449
perc_beat_baseline-SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,,,0.3529411765,0.4901960784,0.5294117647,0.6078431373,0.6078431373,0.5294117647,0.431372549,0.7647058824,0.7254901961,0.7254901961,0.7254901961,0.7647058824,0.7450980392,0.6078431373,0.7058823529,0.6274509804,0.6078431373,0.6470588235,0.5294117647,0.4901960784,0.5490196078,0.4509803922,0.431372549,0.7450980392,0.8235294118,
perc_beat_baseline-TTU-squider,,,,,,,,,,,,,,,,,,0.03921568627,0.07843137255,,,0.1568627451,,0.1764705882,0.137254902,0.1568627451,0.2156862745,0.4509803922,0.3333333333,0.3529411765,0.3725490196,0.3921568627,0.5098039216,0.3921568627,0.3333333333,0.2549019608,0.431372549,0.431372549,0.2549019608,0.2745098039,0.09803921569,0.2549019608,0.2941176471,0.2745098039
perc_beat_baseline-UA-EpiCovDA,,,,,,0.2941176471,0.3333333333,0.3921568627,0.5490196078,0.5882352941,0.4901960784,0.5294117647,0.3529411765,0.4901960784,0.5490196078,0.4117647059,0.4117647059,0.5098039216,0.3333333333,0.3921568627,0.3333333333,0.4705882353,0.3725490196,0.4117647059,0.4509803922,0.5882352941,0.5098039216,0.6470588235,0.6078431373,0.6274509804,0.7647058824,0.6666666667,0.6274509804,0.5098039216,0.5490196078,0.4117647059,0.137254902,0.3921568627,0.4705882353,0.3333333333,0.3137254902,0.6470588235,0.7058823529,0.6274509804
perc_beat_baseline-UCLA-SuEIR,,,0.3725490196,0.4509803922,0.5490196078,0.6078431373,0.6666666667,0.568627451,0.5490196078,0.4509803922,0.4117647059,0.5490196078,0.5098039216,0.4705882353,0.4509803922,0.3529411765,0.431372549,0.3333333333,0.431372549,0.431372549,0.431372549,0.4509803922,0.4705882353,0.5098039216,0.3137254902,0.3529411765,0.2745098039,0.2549019608,0.2941176471,0.3137254902,0.2941176471,0.5098039216,0.3529411765,0.4705882353,0.4117647059,0.4117647059,0.2745098039,0.4705882353,0.4705882353,0.568627451,0.3333333333,0.4509803922,0.5882352941,
perc_beat_baseline-UCM_MESALab-FoGSEIR,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,,,,,,,,
perc_beat_baseline-UCSB-ACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2549019608,0.6078431373,0.431372549,0.6274509804,0.4901960784,0.7254901961,0.2941176471,0.3921568627,0.4705882353,0.6470588235,0.4117647059,0.2549019608,0.1764705882,0.4705882353,,,
perc_beat_baseline-UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,,,,,0.38,0.44,0.38,0.48,0.36,0.54,0.6,0.68,0.64,0.74,0.84,0.62,0.9,0.5,0.26,0.5,0.54,0.62,0.42,0.34,0.42,0.5,0.54,0.44
perc_beat_baseline-UChicago-CovidIL,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UChicago-CovidIL_100,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UChicago-CovidIL_10_+,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UChicago-CovidIL_30_+,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UChicago-CovidIL_40,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UChicago-CovidIL_60,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UChicago-CovidIL_80,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UMass-ExpertCrowd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-UMass-MechBayes,,0.2941176471,0.3333333333,0.4705882353,0.7058823529,0.5882352941,0.6470588235,0.7254901961,0.5490196078,0.568627451,0.6666666667,0.7254901961,0.7254901961,0.6470588235,0.568627451,0.5294117647,0.3529411765,0.4901960784,0.3921568627,0.5098039216,0.5490196078,0.5490196078,0.6274509804,0.6274509804,0.5882352941,0.6274509804,0.7450980392,0.5882352941,0.7254901961,0.7647058824,0.8039215686,0.6666666667,0.7254901961,0.6274509804,0.7058823529,0.7058823529,0.4705882353,0.4509803922,0.7058823529,0.5882352941,0.5098039216,0.8039215686,0.7843137255,0.6862745098
perc_beat_baseline-UMich-RidgeTfReg,,,,,,,,,,,,,,0.2571428571,0.2857142857,0.3333333333,0.3043478261,0.2051282051,0.225,0.4651162791,0.3265306122,0.2653061224,0.34,0.38,0.4,0.54,0.46,0.44,0.42,0.42,0.42,0.3,0.3333333333,0.6666666667,0.3333333333,0.34,0.48,0.32,0.22,0.26,0.28,0.4,0.6734693878,0.5531914894
perc_beat_baseline-USACE-ERDC_SEIR,,,,,0.4509803922,0.3725490196,0.4705882353,0.4117647059,0.4117647059,0.3921568627,0.3529411765,0.5098039216,0.568627451,0.3137254902,0.3529411765,0.2941176471,0.2352941176,0.2549019608,0.2352941176,0.3333333333,0.3725490196,0.3137254902,0.3333333333,0.3529411765,,0.2941176471,,0.3725490196,,,0.431372549,0.2352941176,0.431372549,,,,,,,,,,,
perc_beat_baseline-USC-SI_kJalpha,,,,,,,,,,,0.568627451,0.6274509804,0.4117647059,0.5882352941,0.431372549,0.4509803922,0.4901960784,0.4901960784,0.431372549,0.6078431373,0.568627451,0.5294117647,0.568627451,0.5882352941,0.568627451,0.7058823529,0.7058823529,0.7254901961,0.6862745098,0.8431372549,0.8235294118,0.6078431373,0.8431372549,0.5882352941,0.5882352941,0.6078431373,0.6666666667,0.2745098039,0.4509803922,0.3529411765,0.431372549,0.7450980392,0.6862745098,0.7647058824
perc_beat_baseline-USC-SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5294117647,0.7058823529,,,,,,,,,,,,,,
perc_beat_baseline-UT-Mobility,0.2745098039,0.2352941176,0.3137254902,0.4509803922,0.5098039216,0.4705882353,0.5098039216,0.5490196078,0.4117647059,0.5294117647,0.5098039216,0.5098039216,0.568627451,0.4509803922,0.3725490196,0.2352941176,,0.4117647059,0.3137254902,,,0.3529411765,0.3529411765,0.2745098039,0.431372549,0.3725490196,0.4509803922,0.5098039216,0.3725490196,0.4901960784,0.4117647059,0.3725490196,0.431372549,0.3529411765,0.4705882353,0.431372549,,,0.4705882353,,0.4117647059,,,
perc_beat_baseline-UpstateSU-GRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-Wadhwani_AI-BayesOpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3111111111,0.4222222222,0.25,,0.5,,,,,,
perc_beat_baseline-WalmartLabsML-LogForecasting,,,,,,,,,,,,,,,,,,,,,0.1764705882,0.2156862745,0.3137254902,0.2941176471,0.1568627451,0.1764705882,0.2156862745,0.1960784314,0.1960784314,0.1176470588,0.07843137255,0,0.01960784314,0.07843137255,0.1764705882,0.1176470588,,0.07843137255,0.1764705882,0.2549019608,0.2549019608,0.4705882353,0.568627451,0.5490196078
perc_beat_baseline-YYG-ParamSearch,0.4509803922,0.2941176471,0.4705882353,0.6862745098,0.568627451,0.5294117647,0.6862745098,0.5490196078,0.5490196078,0.5882352941,0.6470588235,0.7058823529,0.8235294118,0.7058823529,0.6470588235,0.4509803922,0.4901960784,0.5098039216,0.4509803922,0.5294117647,0.5294117647,0.5098039216,0.5882352941,0.6862745098,0.6274509804,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-epiforecasts-ensemble1,,,,,,,,,0.2,0.2857142857,0.6428571429,0.5909090909,0.3043478261,0.3043478261,0.347826087,0.275862069,0.2222222222,0.1777777778,0.2291666667,0.347826087,0.1956521739,0.2608695652,0.2272727273,0.1914893617,0.1276595745,0.4680851064,0.5434782609,0.4523809524,0.5625,0.6595744681,0.625,0.5957446809,0.68,0.58,0.6470588235,0.6078431373,0.6274509804,0.5510204082,0.6274509804,0.4705882353,0.3333333333,0.5490196078,0.5098039216,0.6078431373
mean_abs_error-AIpert-pwllnod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.2843137,460.1372549,305.0333333,331.9019608,443.945098,415.3137255,394.0509804,383.2039216,378.3921569
mean_abs_error-Auquan-SEIR,,,,,323.3333333,352.372549,370.4117647,680.0196078,765.9607843,99.09803922,130.6862745,198.8431373,,,,159.7647059,129.3921569,159.5882353,176.7647059,,,,,,,,,,,,,,,,,,,,,,,,,
mean_abs_error-BPagano-RtDriven,,,,,,,,,,,,,,,,,,,,,,,,,87.2254902,129.1823529,138.0941176,139.9803922,166.5372549,164.1823529,189.4686275,236.5745098,221.5313725,278.7823529,336.1803922,249.0176471,223.8215686,380.9470588,460.9921569,247.5509804,167.1568627,272.3647059,278.2529412,368.2156863
