,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48449,55,90.0,,111.0,,72.0,62.0,,,,,21.1,,,140.0,,105.7,,48.7,92.0,,0.8,19.5,1.7,68.0,112.0,,,,82.7,,,,80.0,78.1,35.0,,56.0,,17.0,7.0,,,,,-33.9,,,85.0,,50.7,,-6.3,37.0,,-54.2,-35.5,-53.3,13.0,57.0,,,,27.7,,,,25.0,23.1,,False,,True,True,,,,,True,,,False,,False,,True,False,,False,False,False,True,False,,,,True,,,,True,True
48451,1159,656.0,,654.5,,585.0,838.0,,,,,590.1,,,551.0,,542.6,,129.6,603.5,,607.3,747.5,14.2,812.0,641.0,,,,504.6,,,,0.0,,-503.0,,-504.5,,-574.0,-321.0,,,,,-568.9,,,-608.0,,-616.4,,-1029.4,-555.5,,-551.7,-411.5,-1144.8,-347.0,-518.0,,,,-654.4,,,,-1159.0,,,False,,False,True,,,,,False,,,False,,False,,False,False,,False,True,False,True,False,,,,False,,,,False,
48453,1523,1170.0,,1241.7,1457.1,995.0,841.0,,,,,1523.8,,,2136.0,,1039.6,,1099.1,1233.5,,933.5,1244.7,99.9,1264.0,861.0,,,,747.1,776.0,,,1125.0,1482.3,-353.0,,-281.3,-65.9,-528.0,-682.0,,,,,0.8,,,613.0,,-483.4,,-423.9,-289.5,,-589.5,-278.3,-1423.1,-259.0,-662.0,,,,-775.9,-747.0,,,-398.0,-40.7,,True,True,False,False,,,,,True,,,False,,False,,False,True,,False,True,False,True,False,,,,False,False,,,False,True
48455,5,12.0,,12.6,,11.0,0.0,,,,,9.2,,,30.0,,38.8,,5.3,,,0.3,4.8,9.6,8.0,7.0,,,,,,,,15.0,9.4,7.0,,7.6,,6.0,-5.0,,,,,4.2,,,25.0,,33.8,,0.3,,,-4.7,-0.2,4.6,3.0,2.0,,,,,,,,10.0,4.4,,False,,True,True,,,,,True,,,False,,False,,True,,,True,True,True,True,True,,,,,,,,False,True
48457,18,16.0,,15.8,,14.0,14.0,,,,,8.7,,,85.0,,47.9,,14.9,,,0.1,9.5,0.0,20.0,20.0,,,,,,,,12.0,,-2.0,,-2.2,,-4.0,-4.0,,,,,-9.3,,,67.0,,29.9,,-3.1,,,-17.9,-8.5,-18.0,2.0,2.0,,,,,,,,-6.0,,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,
48459,50,54.0,,53.8,,54.0,76.0,,,,,37.5,,,121.0,,72.1,,58.2,51.0,,20.5,53.0,42.4,83.0,103.0,,,,,,,,63.0,62.5,4.0,,3.8,,4.0,26.0,,,,,-12.5,,,71.0,,22.1,,8.2,1.0,,-29.5,3.0,-7.6,33.0,53.0,,,,,,,,13.0,12.5,,True,,False,False,,,,,False,,,False,,False,,False,True,,False,True,False,False,False,,,,,,,,False,False
48461,2,0.0,,0.0,,0.0,2.0,,,,,1.3,,,0.0,,40.6,,1.5,,,,2.8,,2.0,,,,,,,,,2.0,17.8,-2.0,,-2.0,,-2.0,0.0,,,,,-0.7,,,-2.0,,38.6,,-0.5,,,,0.8,,0.0,,,,,,,,,0.0,15.8,,False,,False,True,,,,,True,,,False,,False,,True,,,,True,,True,,,,,,,,,True,False
48463,41,24.0,,24.2,,16.0,13.0,,,,,28.3,,,56.0,,49.0,,14.5,,,4.1,15.0,0.0,20.0,0.0,,,,,,,,11.0,31.0,-17.0,,-16.8,,-25.0,-28.0,,,,,-12.7,,,15.0,,8.0,,-26.5,,,-36.9,-26.0,-41.0,-21.0,-41.0,,,,,,,,-30.0,-10.0,,True,,False,False,,,,,True,,,True,,True,,False,,,False,False,False,False,False,,,,,,,,False,True
48465,252,210.0,,215.9,,151.0,251.0,,,,,300.9,,,333.0,,145.4,,29.6,143.0,,68.3,130.2,0.0,223.0,44.0,,,,143.6,,,,39.0,160.5,-42.0,,-36.1,,-101.0,-1.0,,,,,48.9,,,81.0,,-106.6,,-222.4,-109.0,,-183.7,-121.8,-252.0,-29.0,-208.0,,,,-108.4,,,,-213.0,-91.5,,True,,False,True,,,,,False,,,False,,False,,False,False,,False,False,False,True,False,,,,False,,,,False,False
48467,92,32.0,,27.4,,40.0,48.0,,,,,27.0,,,165.0,,73.8,,42.8,110.5,,10.8,39.9,50.8,59.0,108.0,,,,,,,,24.0,54.3,-60.0,,-64.6,,-52.0,-44.0,,,,,-65.0,,,73.0,,-18.2,,-49.2,18.5,,-81.2,-52.1,-41.2,-33.0,16.0,,,,,,,,-68.0,-37.7,,False,,True,True,,,,,False,,,False,,True,,True,True,,False,True,True,True,True,,,,,,,,False,True
48469,174,110.0,,110.2,,101.0,105.0,,,,,145.5,,,138.0,,113.6,,80.9,103.0,,72.8,91.4,1.7,113.0,56.0,,,,94.0,,,,103.0,120.9,-64.0,,-63.8,,-73.0,-69.0,,,,,-28.5,,,-36.0,,-60.4,,-93.1,-71.0,,-101.2,-82.6,-172.3,-61.0,-118.0,,,,-80.0,,,,-71.0,-53.1,,True,,False,False,,,,,True,,,True,,True,,False,False,,False,False,False,True,False,,,,False,,,,False,True
48471,66,154.0,,119.2,,108.0,85.0,,,,,190.7,,,323.0,,56.9,,74.4,89.0,,67.9,128.5,0.3,,1152.0,,,,132.7,,,,90.0,123.1,88.0,,53.2,,42.0,19.0,,,,,124.7,,,257.0,,-9.1,,8.4,23.0,,1.9,62.5,-65.7,,1086.0,,,,66.7,,,,24.0,57.1,,True,,True,True,,,,,False,,,False,,True,,True,True,,True,True,True,,False,,,,True,,,,True,True
48473,66,28.0,,26.1,,26.0,22.0,,,,,42.1,,,114.0,,95.5,,36.2,42.0,,28.7,58.1,0.0,32.0,31.0,,,,,,,,3.0,50.2,-38.0,,-39.9,,-40.0,-44.0,,,,,-23.9,,,48.0,,29.5,,-29.8,-24.0,,-37.3,-7.9,-66.0,-34.0,-35.0,,,,,,,,-63.0,-15.8,,False,,False,False,,,,,True,,,False,,True,,True,True,,True,True,False,True,True,,,,,,,,False,True
48475,21,4.0,,5.7,,5.0,3.0,,,,,6.0,,,36.0,,46.2,,14.0,,,0.2,6.5,11.7,,9.0,,,,,,,,9.0,20.1,-17.0,,-15.3,,-16.0,-18.0,,,,,-15.0,,,15.0,,25.2,,-7.0,,,-20.8,-14.5,-9.3,,-12.0,,,,,,,,-12.0,-0.9,,True,,True,False,,,,,True,,,True,,False,,True,,,False,True,True,,True,,,,,,,,True,True
48477,61,4.0,,0.8,,9.0,27.0,,,,,18.4,,,88.0,,74.3,,17.0,28.0,,8.7,30.4,3.9,,35.0,,,,,,,,35.0,26.5,-57.0,,-60.2,,-52.0,-34.0,,,,,-42.6,,,27.0,,13.3,,-44.0,-33.0,,-52.3,-30.6,-57.1,,-26.0,,,,,,,,-26.0,-34.5,,False,,True,True,,,,,True,,,True,,True,,True,True,,True,True,False,,True,,,,,,,,True,True
48479,798,684.0,,608.5,692.5,618.0,765.0,,,,,676.1,,,687.0,,686.0,,340.6,533.0,,291.8,498.8,8.6,707.0,235.0,,,,622.8,280.0,,,1280.0,,-114.0,,-189.5,-105.5,-180.0,-33.0,,,,,-121.9,,,-111.0,,-112.0,,-457.4,-265.0,,-506.2,-299.2,-789.4,-91.0,-563.0,,,,-175.2,-518.0,,,482.0,,,False,True,False,True,,,,,False,,,True,,True,,False,False,,False,False,False,True,False,,,,False,False,,,False,
48481,82,14.0,,15.3,,14.0,0.0,,,,,40.7,,,58.0,,38.4,,16.9,28.0,,9.8,28.5,0.1,29.0,24.0,,,,14.8,,,,1.0,57.9,-68.0,,-66.7,,-68.0,-82.0,,,,,-41.3,,,-24.0,,-43.6,,-65.1,-54.0,,-72.2,-53.5,-81.9,-53.0,-58.0,,,,-67.2,,,,-81.0,-24.1,,True,,False,False,,,,,True,,,True,,True,,True,True,,False,True,False,True,True,,,,True,,,,False,True
48483,63,36.0,,37.6,,23.0,14.0,,,,,34.1,,,26.0,,36.6,,3.4,,,1.7,19.6,,,,,,,,,,,14.0,10.8,-27.0,,-25.4,,-40.0,-49.0,,,,,-28.9,,,-37.0,,-26.4,,-59.6,,,-61.3,-43.4,,,,,,,,,,,-49.0,-52.2,,True,,False,False,,,,,False,,,False,,True,,False,,,False,False,,,,,,,,,,,False,False
48485,1158,1250.0,,1285.8,,1245.0,1289.0,,,,,1526.0,,,508.0,,1766.0,,273.8,1205.5,,1565.1,1055.1,837.9,1949.0,92.0,,,,783.5,2242.0,,,543.0,,92.0,,127.8,,87.0,131.0,,,,,368.0,,,-650.0,,608.0,,-884.2,47.5,,407.1,-102.9,-320.1,791.0,-1066.0,,,,-374.5,1084.0,,,-615.0,,,False,,True,False,,,,,False,,,False,,False,,False,True,,False,False,False,False,False,,,,False,False,,,False,
48487,83,110.0,,120.4,,88.0,100.0,,,,,111.6,,,53.0,,175.0,,17.2,,,51.6,62.2,66.8,171.0,31.0,,,,,,,,0.0,67.2,27.0,,37.4,,5.0,17.0,,,,,28.6,,,-30.0,,92.0,,-65.8,,,-31.4,-20.8,-16.2,88.0,-52.0,,,,,,,,-83.0,-15.8,,False,,True,True,,,,,False,,,False,,False,,False,,,False,True,True,False,False,,,,,,,,False,True
48489,52,48.0,,41.7,,24.0,0.0,,,,,94.2,,,16.0,,27.9,,8.9,,,17.0,41.2,0.0,,6.0,,,,37.4,,,,0.0,28.6,-4.0,,-10.3,,-28.0,-52.0,,,,,42.2,,,-36.0,,-24.1,,-43.1,,,-35.0,-10.8,-52.0,,-46.0,,,,-14.6,,,,-52.0,-23.4,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,,,,False,False
48491,513,396.0,,386.0,512.4,344.0,392.0,,,,,334.5,,,902.0,,353.2,,392.6,386.0,,201.9,313.0,38.9,450.0,336.0,,,,313.9,276.0,,,457.0,356.7,-117.0,,-127.0,-0.6,-169.0,-121.0,,,,,-178.5,,,389.0,,-159.8,,-120.4,-127.0,,-311.1,-200.0,-474.1,-63.0,-177.0,,,,-199.1,-237.0,,,-56.0,-156.3,,False,True,False,False,,,,,False,,,False,,False,,False,False,,False,False,False,True,False,,,,False,False,,,True,False
48493,20,38.0,,21.7,,19.0,19.0,,,,,27.6,,,48.0,,81.9,,27.6,16.0,,11.1,24.5,0.0,25.0,350.0,,,,,,,,40.0,97.7,18.0,,1.7,,-1.0,-1.0,,,,,7.6,,,28.0,,61.9,,7.6,-4.0,,-8.9,4.5,-20.0,5.0,330.0,,,,,,,,20.0,77.7,,True,,True,True,,,,,True,,,False,,False,,True,True,,True,True,False,True,False,,,,,,,,False,False
48495,30,20.0,,19.4,,12.0,0.0,,,,,13.3,,,13.0,,35.3,,9.4,,,6.4,13.3,0.0,17.0,8.0,,,,,,,,13.0,15.0,-10.0,,-10.6,,-18.0,-30.0,,,,,-16.7,,,-17.0,,5.3,,-20.6,,,-23.6,-16.7,-30.0,-13.0,-22.0,,,,,,,,-17.0,-15.0,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,False,False,False,,,,,,,,False,False
48497,125,120.0,,124.6,,118.0,142.0,,,,,102.7,,,184.0,,152.0,,65.4,73.0,,41.7,79.5,61.2,169.0,184.0,,,,,,,,91.0,,-5.0,,-0.4,,-7.0,17.0,,,,,-22.3,,,59.0,,27.0,,-59.6,-52.0,,-83.3,-45.5,-63.8,44.0,59.0,,,,,,,,-34.0,,,True,,False,False,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,,,,,False,
48499,71,72.0,,65.3,,70.0,81.0,,,,,34.1,,,123.0,,109.4,,49.2,53.0,,16.4,45.3,61.5,78.0,46.0,,,,,,,,69.0,50.1,1.0,,-5.7,,-1.0,10.0,,,,,-36.9,,,52.0,,38.4,,-21.8,-18.0,,-54.6,-25.7,-9.5,7.0,-25.0,,,,,,,,-2.0,-20.9,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False
48501,149,12.0,,9.6,,10.0,14.0,,,,,5.9,,,22.0,,28.1,,10.5,,,1.0,7.5,0.0,13.0,,,,,,,,,7.0,21.8,-137.0,,-139.4,,-139.0,-135.0,,,,,-143.1,,,-127.0,,-120.9,,-138.5,,,-148.0,-141.5,-149.0,-136.0,,,,,,,,,-142.0,-127.2,,False,,False,True,,,,,False,,,True,,True,,False,,,False,False,False,True,,,,,,,,,False,True
48503,138,130.0,,132.2,,130.0,170.0,,,,,141.2,,,62.0,,277.8,,26.3,,,91.8,90.4,102.9,229.0,19.0,,,,,,,,149.0,89.0,-8.0,,-5.8,,-8.0,32.0,,,,,3.2,,,-76.0,,139.8,,-111.7,,,-46.2,-47.6,-35.1,91.0,-119.0,,,,,,,,11.0,-49.0,,True,,False,False,,,,,True,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,False
48505,21,6.0,,7.6,,4.0,0.0,,,,,12.8,,,16.0,,13.3,,5.8,,,1.0,3.8,0.0,,4.0,,,,,,,,0.0,8.3,-15.0,,-13.4,,-17.0,-21.0,,,,,-8.2,,,-5.0,,-7.7,,-15.2,,,-20.0,-17.2,-21.0,,-17.0,,,,,,,,-21.0,-12.7,,True,,False,False,,,,,True,,,True,,True,,False,,,False,False,False,,False,,,,,,,,False,True
48507,23,48.0,,43.0,,38.0,42.0,,,,,23.1,,,9.0,,82.7,,11.1,,,11.3,42.3,0.0,79.0,,,,,,,,,46.0,62.9,25.0,,20.0,,15.0,19.0,,,,,0.1,,,-14.0,,59.7,,-11.9,,,-11.7,19.3,-23.0,56.0,,,,,,,,,23.0,39.9,,True,,True,True,,,,,True,,,True,,False,,True,,,True,True,True,False,,,,,,,,,True,False
49001,0,0.0,,0.0,,0.0,0.0,,,,,4.3,,,14.0,,16.6,,4.2,,,,0.0,,12.0,,,,,,,,,,8.1,0.0,,0.0,,0.0,0.0,,,,,4.3,,,14.0,,16.6,,4.2,,,,0.0,,12.0,,,,,,,,,,8.1,,True,,True,True,,,,,False,,,False,,False,,False,,,,False,,False,,,,,,,,,,False
49003,0,0.0,,0.0,,0.0,0.0,,,,,2.4,,,243.0,,27.8,,48.7,258.5,,,0.1,,97.0,19.0,,,,,,,,,37.3,0.0,,0.0,,0.0,0.0,,,,,2.4,,,243.0,,27.8,,48.7,258.5,,,0.1,,97.0,19.0,,,,,,,,,37.3,,True,,True,True,,,,,False,,,False,,False,,False,False,,,False,,False,False,,,,,,,,,False
49005,0,0.0,,0.0,,19.0,19.0,,,,,1.3,,,570.0,,23.4,,248.9,813.0,,,0.1,,,46.0,,,,,,,,,109.7,0.0,,0.0,,19.0,19.0,,,,,1.3,,,570.0,,23.4,,248.9,813.0,,,0.1,,,46.0,,,,,,,,,109.7,,True,,False,False,,,,,False,,,False,,False,,False,False,,,False,,,False,,,,,,,,,False
49007,0,0.0,,0.0,,0.0,0.0,,,,,0.5,,,79.0,,32.2,,24.3,,,,0.1,,36.0,7.0,,,,,,,,,23.5,0.0,,0.0,,0.0,0.0,,,,,0.5,,,79.0,,32.2,,24.3,,,,0.1,,36.0,7.0,,,,,,,,,23.5,,True,,True,True,,,,,False,,,False,,False,,False,,,,False,,False,False,,,,,,,,,False
49009,0,0.0,,0.0,,0.0,0.0,,,,,1.1,,,0.0,,28.9,,1.0,,,,0.0,,2.0,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,1.1,,,0.0,,28.9,,1.0,,,,0.0,,2.0,,,,,,,,,,,,True,,True,True,,,,,False,,,True,,False,,False,,,,False,,False,,,,,,,,,,
49011,2407,1680.0,,1686.1,,1690.0,1841.0,,,,,1739.0,,,2490.0,,1410.7,,710.8,1827.0,,2002.9,2040.7,1098.0,2703.0,1596.0,,,,1122.3,1997.0,,,1043.0,,-727.0,,-720.9,,-717.0,-566.0,,,,,-668.0,,,83.0,,-996.3,,-1696.2,-580.0,,-404.1,-366.3,-1309.0,296.0,-811.0,,,,-1284.7,-410.0,,,-1364.0,,,True,,True,True,,,,,True,,,True,,False,,False,True,,True,True,False,True,False,,,,False,True,,,False,
49013,0,0.0,,0.0,,0.0,0.0,,,,,0.7,,,48.0,,33.6,,9.5,,,,0.1,,35.0,8.0,,,,,,,,,11.7,0.0,,0.0,,0.0,0.0,,,,,0.7,,,48.0,,33.6,,9.5,,,,0.1,,35.0,8.0,,,,,,,,,11.7,,True,,True,True,,,,,False,,,False,,False,,False,,,,False,,False,False,,,,,,,,,False
49015,0,0.0,,0.0,,0.0,0.0,,,,,0.6,,,13.0,,14.3,,6.9,,,,0.0,,18.0,,,,,,,,,,32.9,0.0,,0.0,,0.0,0.0,,,,,0.6,,,13.0,,14.3,,6.9,,,,0.0,,18.0,,,,,,,,,,32.9,,True,,True,True,,,,,False,,,False,,False,,False,,,,False,,False,,,,,,,,,,False
49017,0,0.0,,0.0,,0.0,0.0,,,,,0.4,,,0.0,,14.7,,1.7,,,,0.0,,9.0,,,,,,,,,,17.2,0.0,,0.0,,0.0,0.0,,,,,0.4,,,0.0,,14.7,,1.7,,,,0.0,,9.0,,,,,,,,,,17.2,,True,,True,True,,,,,False,,,True,,False,,False,,,,False,,False,,,,,,,,,,False
49019,0,0.0,,0.0,,0.0,0.0,,,,,1.3,,,11.0,,18.4,,5.4,,,,0.1,,17.0,8.0,,,,,,,,,16.2,0.0,,0.0,,0.0,0.0,,,,,1.3,,,11.0,,18.4,,5.4,,,,0.1,,17.0,8.0,,,,,,,,,16.2,,True,,True,True,,,,,False,,,False,,False,,False,,,,False,,False,False,,,,,,,,,False
49021,0,0.0,,0.0,,0.0,0.0,,,,,0.7,,,71.0,,27.1,,28.9,106.0,,,0.1,,93.0,16.0,,,,,,,,,25.0,0.0,,0.0,,0.0,0.0,,,,,0.7,,,71.0,,27.1,,28.9,106.0,,,0.1,,93.0,16.0,,,,,,,,,25.0,,True,,True,True,,,,,False,,,False,,False,,False,False,,,False,,False,False,,,,,,,,,False
49023,0,0.0,,0.0,,0.0,0.0,,,,,1.3,,,36.0,,39.5,,12.4,,,,0.0,,21.0,,,,,,,,,,24.9,0.0,,0.0,,0.0,0.0,,,,,1.3,,,36.0,,39.5,,12.4,,,,0.0,,21.0,,,,,,,,,,24.9,,True,,True,True,,,,,False,,,False,,False,,False,,,,False,,False,,,,,,,,,,False
49025,0,0.0,,0.0,,0.0,0.0,,,,,0.6,,,4.0,,20.7,,5.4,,,,0.0,,14.0,,,,,,,,,,6.4,0.0,,0.0,,0.0,0.0,,,,,0.6,,,4.0,,20.7,,5.4,,,,0.0,,14.0,,,,,,,,,,6.4,,True,,True,True,,,,,False,,,False,,False,,False,,,,False,,False,,,,,,,,,,False
49027,0,0.0,,0.0,,0.0,0.0,,,,,1.2,,,37.0,,16.2,,13.3,,,,0.1,,23.0,,,,,,,,,,12.4,0.0,,0.0,,0.0,0.0,,,,,1.2,,,37.0,,16.2,,13.3,,,,0.1,,23.0,,,,,,,,,,12.4,,True,,True,True,,,,,False,,,False,,False,,False,,,,False,,False,,,,,,,,,,False
49029,0,0.0,,0.0,,0.0,0.0,,,,,1.3,,,24.0,,41.5,,9.3,,,,0.1,,21.0,,,,,,,,,,8.4,0.0,,0.0,,0.0,0.0,,,,,1.3,,,24.0,,41.5,,9.3,,,,0.1,,21.0,,,,,,,,,,8.4,,True,,True,True,,,,,False,,,False,,False,,False,,,,False,,False,,,,,,,,,,False
49031,0,0.0,,0.0,,0.0,0.0,,,,,1.0,,,1.0,,12.4,,0.2,,,,0.0,,,,,,,,,,,,10.7,0.0,,0.0,,0.0,0.0,,,,,1.0,,,1.0,,12.4,,0.2,,,,0.0,,,,,,,,,,,,10.7,,True,,True,True,,,,,False,,,False,,False,,False,,,,False,,,,,,,,,,,,False
49033,0,0.0,,0.0,,0.0,0.0,,,,,1.2,,,4.0,,32.1,,0.5,,,,0.0,,4.0,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,1.2,,,4.0,,32.1,,0.5,,,,0.0,,4.0,,,,,,,,,,,,True,,True,True,,,,,False,,,False,,False,,False,,,,False,,False,,,,,,,,,,
49035,11261,8156.0,,8089.6,6943.5,8502.0,8970.0,,,,,9147.6,,,8197.0,,6071.4,,2547.3,8968.5,,9496.1,9919.9,7168.0,11100.0,3893.0,,,,9873.2,9002.0,,,6800.0,,-3105.0,,-3171.4,-4317.5,-2759.0,-2291.0,,,,,-2113.4,,,-3064.0,,-5189.6,,-8713.7,-2292.5,,-1764.9,-1341.1,-4093.0,-161.0,-7368.0,,,,-1387.8,-2259.0,,,-4461.0,,,False,False,True,True,,,,,True,,,True,,False,,False,True,,True,True,False,True,False,,,,True,True,,,False,
49037,62,96.0,,96.5,,36.0,0.0,,,,,76.8,,,33.0,,82.3,,10.1,73.0,,33.6,85.6,0.0,168.0,5.0,,,,,,,,70.0,20.3,34.0,,34.5,,-26.0,-62.0,,,,,14.8,,,-29.0,,20.3,,-51.9,11.0,,-28.4,23.6,-62.0,106.0,-57.0,,,,,,,,8.0,-41.7,,False,,True,False,,,,,True,,,True,,True,,False,True,,True,True,False,False,False,,,,,,,,True,False
49039,0,0.0,,0.0,,0.0,0.0,,,,,1.2,,,130.0,,37.6,,31.1,104.5,,,0.1,,54.0,11.0,,,,,,,,,16.1,0.0,,0.0,,0.0,0.0,,,,,1.2,,,130.0,,37.6,,31.1,104.5,,,0.1,,54.0,11.0,,,,,,,,,16.1,,True,,True,True,,,,,False,,,False,,False,,False,False,,,False,,False,False,,,,,,,,,False
49041,0,0.0,,0.0,,0.0,0.0,,,,,1.2,,,54.0,,13.2,,14.9,,,,0.1,,38.0,7.0,,,,,,,,,43.7,0.0,,0.0,,0.0,0.0,,,,,1.2,,,54.0,,13.2,,14.9,,,,0.1,,38.0,7.0,,,,,,,,,43.7,,True,,True,True,,,,,False,,,False,,False,,False,,,,False,,False,False,,,,,,,,,False
49043,340,216.0,,217.8,,202.0,236.0,,,,,162.8,,,98.0,,160.5,,65.9,184.5,,188.0,234.9,187.1,338.0,178.0,,,,171.1,,,,198.0,143.1,-124.0,,-122.2,,-138.0,-104.0,,,,,-177.2,,,-242.0,,-179.5,,-274.1,-155.5,,-152.0,-105.1,-152.9,-2.0,-162.0,,,,-168.9,,,,-142.0,-196.9,,True,,False,True,,,,,False,,,False,,False,,False,False,,False,True,False,True,False,,,,False,,,,False,False
49045,465,284.0,,288.8,,287.0,418.0,,,,,133.9,,,373.0,,378.9,,122.0,344.5,,256.3,315.8,175.3,528.0,160.0,,,,185.3,,,,368.0,154.9,-181.0,,-176.2,,-178.0,-47.0,,,,,-331.1,,,-92.0,,-86.1,,-343.0,-120.5,,-208.7,-149.2,-289.7,63.0,-305.0,,,,-279.7,,,,-97.0,-310.1,,True,,True,True,,,,,False,,,True,,True,,False,True,,False,True,False,True,False,,,,False,,,,True,False
49047,0,0.0,,0.0,,0.0,0.0,,,,,0.7,,,47.0,,25.5,,22.2,72.5,,,0.1,,62.0,11.0,,,,,,,,,9.9,0.0,,0.0,,0.0,0.0,,,,,0.7,,,47.0,,25.5,,22.2,72.5,,,0.1,,62.0,11.0,,,,,,,,,9.9,,True,,True,True,,,,,False,,,False,,False,,False,False,,,False,,False,False,,,,,,,,,False
49049,6349,4788.0,,4781.8,3557.9,4791.0,5102.0,,,,,5595.9,,,5054.0,,3399.0,,2371.8,4969.5,,5503.7,5949.0,3419.1,5773.0,3867.0,,,,4716.8,5508.0,,,3386.0,,-1561.0,,-1567.2,-2791.1,-1558.0,-1247.0,,,,,-753.1,,,-1295.0,,-2950.0,,-3977.2,-1379.5,,-845.3,-400.0,-2929.9,-576.0,-2482.0,,,,-1632.2,-841.0,,,-2963.0,,,False,False,True,True,,,,,True,,,True,,False,,False,True,,True,True,False,True,False,,,,False,True,,,False,
49051,289,178.0,,178.5,,177.0,216.0,,,,,127.7,,,145.0,,159.8,,43.1,174.5,,138.4,223.9,256.0,281.0,125.0,,,,,,,,142.0,138.4,-111.0,,-110.5,,-112.0,-73.0,,,,,-161.3,,,-144.0,,-129.2,,-245.9,-114.5,,-150.6,-65.1,-33.0,-8.0,-164.0,,,,,,,,-147.0,-150.6,,True,,False,True,,,,,False,,,False,,False,,False,False,,False,True,True,True,False,,,,,,,,False,False
49053,0,0.0,,0.0,,0.0,0.0,,,,,0.0,,,207.0,,23.7,,235.3,844.5,,,0.1,,,64.0,,,,,,,,,142.7,0.0,,0.0,,0.0,0.0,,,,,0.0,,,207.0,,23.7,,235.3,844.5,,,0.1,,,64.0,,,,,,,,,142.7,,True,,True,True,,,,,True,,,False,,False,,False,False,,,False,,,False,,,,,,,,,False
49055,0,0.0,,0.0,,0.0,0.0,,,,,1.1,,,0.0,,23.6,,6.4,,,,0.0,,5.0,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,1.1,,,0.0,,23.6,,6.4,,,,0.0,,5.0,,,,,,,,,,,,True,,True,True,,,,,False,,,True,,False,,False,,,,False,,False,,,,,,,,,,
