,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
01063,10,9.0,,7.4,,6.0,0.0,,,,,,17.3,,,11.0,,6.1,3.1,,,0.0,4.6,,14.0,9.0,,,,,,,6.0,,9.2,-1.0,,-2.6,,-4.0,-10.0,,,,,,7.3,,,1.0,,-3.9,-6.9,,,-10.0,-5.4,,4.0,-1.0,,,,,,,-4.0,,-0.8,,False,,False,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,True
01065,26,26.0,,26.3,,26.0,14.0,,,,,,40.0,,,34.0,,29.7,12.0,,,18.0,24.2,,30.0,0.0,,,,,,,21.0,,38.1,0.0,,0.3,,0.0,-12.0,,,,,,14.0,,,8.0,,3.7,-14.0,,,-8.0,-1.8,,4.0,-26.0,,,,,,,-5.0,,12.1,,False,,True,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,False
01067,28,36.0,,42.0,,34.0,15.0,,,,,,51.2,,,24.0,,108.9,15.5,,,34.0,25.8,,84.0,85.0,,,,,,,41.0,,53.3,8.0,,14.0,,6.0,-13.0,,,,,,23.2,,,-4.0,,80.9,-12.5,,,6.0,-2.2,,56.0,57.0,,,,,,,13.0,,25.3,,False,,True,False,,,,,,False,,,True,,False,False,,,True,True,,False,False,,,,,,,False,,False
01069,167,152.0,,179.7,,168.0,157.0,,,,,,275.5,,,206.0,,673.3,107.3,283.0,,194.0,145.9,,,359.0,,,,149.6,,,218.0,,278.6,-15.0,,12.7,,1.0,-10.0,,,,,,108.5,,,39.0,,506.3,-59.7,116.0,,27.0,-21.1,,,192.0,,,,-17.4,,,51.0,,111.6,,True,,True,True,,,,,,False,,,False,,False,False,False,,False,False,,,False,,,,False,,,False,,False
01071,145,172.0,,173.9,,168.0,215.0,,,,,,205.5,,,165.0,,157.9,41.0,181.0,,193.0,203.0,,220.0,120.0,,,,131.5,,,154.0,,146.7,27.0,,28.9,,23.0,70.0,,,,,,60.5,,,20.0,,12.9,-104.0,36.0,,48.0,58.0,,75.0,-25.0,,,,-13.5,,,9.0,,1.7,,False,,True,False,,,,,,False,,,True,,True,False,False,,False,False,,False,True,,,,True,,,True,,True
01073,1405,1156.0,,1118.3,1257.7,1181.0,1206.0,,,,,,1249.4,,,895.0,,1031.8,328.3,1036.0,,1300.5,1333.0,,1310.0,808.0,,,,1069.9,1376.0,,1212.0,,1514.0,-249.0,,-286.7,-147.3,-224.0,-199.0,,,,,,-155.6,,,-510.0,,-373.2,-1076.7,-369.0,,-104.5,-72.0,,-95.0,-597.0,,,,-335.1,-29.0,,-193.0,,109.0,,False,True,True,True,,,,,,True,,,False,,False,False,False,,True,True,,True,False,,,,False,True,,True,,True
01075,23,40.0,,39.5,,39.0,35.0,,,,,,37.7,,,32.0,,63.1,8.1,,,39.0,33.2,,55.0,10.0,,,,,,,37.0,,48.5,17.0,,16.5,,16.0,12.0,,,,,,14.7,,,9.0,,40.1,-14.9,,,16.0,10.2,,32.0,-13.0,,,,,,,14.0,,25.5,,True,,True,True,,,,,,True,,,True,,False,True,,,True,True,,False,True,,,,,,,True,,False
01077,191,203.0,,202.9,,237.0,232.0,,,,,,205.4,,,242.0,,291.3,46.2,221.0,,542.0,556.1,,288.0,180.0,,,,165.4,,,667.0,,269.2,12.0,,11.9,,46.0,41.0,,,,,,14.4,,,51.0,,100.3,-144.8,30.0,,351.0,365.1,,97.0,-11.0,,,,-25.6,,,476.0,,78.2,,True,,False,False,,,,,,False,,,False,,False,False,False,,False,False,,False,True,,,,False,,,False,,False
01079,58,66.0,,66.4,,76.0,76.0,,,,,,84.9,,,77.0,,68.8,20.6,74.0,,86.0,102.9,,62.0,32.0,,,,,,,25.0,,118.8,8.0,,8.4,,18.0,18.0,,,,,,26.9,,,19.0,,10.8,-37.4,16.0,,28.0,44.9,,4.0,-26.0,,,,,,,-33.0,,60.8,,False,,False,False,,,,,,False,,,False,,False,False,False,,False,False,,True,False,,,,,,,False,,False
01081,194,168.0,,169.5,,172.0,209.0,,,,,,233.4,,,248.0,,137.3,78.1,150.0,,179.0,154.2,,160.0,90.0,,,,174.4,,,154.0,,213.6,-26.0,,-24.5,,-22.0,15.0,,,,,,39.4,,,54.0,,-56.7,-115.9,-44.0,,-15.0,-39.8,,-34.0,-104.0,,,,-19.6,,,-40.0,,19.6,,True,,True,True,,,,,,False,,,False,,False,False,False,,True,False,,False,False,,,,True,,,False,,True
01083,238,189.0,,189.3,,189.0,179.0,,,,,,199.7,,,221.0,,222.9,44.1,211.0,,209.0,293.0,,210.0,151.0,,,,162.9,,,282.0,,186.9,-49.0,,-48.7,,-49.0,-59.0,,,,,,-38.3,,,-17.0,,-15.1,-193.9,-27.0,,-29.0,55.0,,-28.0,-87.0,,,,-75.1,,,44.0,,-51.1,,True,,False,False,,,,,,True,,,True,,True,False,True,,True,False,,True,False,,,,False,,,True,,False
01085,17,17.0,,15.2,,12.0,0.0,,,,,,19.2,,,10.0,,14.2,4.6,,,10.0,15.9,,17.0,17.0,,,,,,,2.0,,12.4,0.0,,-1.8,,-5.0,-17.0,,,,,,2.2,,,-7.0,,-2.8,-12.4,,,-7.0,-1.1,,0.0,0.0,,,,,,,-15.0,,-4.6,,False,,False,False,,,,,,False,,,False,,False,False,,,False,False,,True,True,,,,,,,False,,False
01087,46,24.0,,21.9,,22.0,8.0,,,,,,35.4,,,18.0,,12.7,6.7,,,22.0,26.6,,22.0,32.0,,,,,,,37.0,,25.4,-22.0,,-24.1,,-24.0,-38.0,,,,,,-10.6,,,-28.0,,-33.3,-39.3,,,-24.0,-19.4,,-24.0,-14.0,,,,,,,-9.0,,-20.6,,False,,False,False,,,,,,True,,,False,,False,False,,,False,True,,False,True,,,,,,,True,,True
01089,601,400.0,,395.1,432.7,416.0,381.0,,,,,,457.2,,,628.0,,344.5,154.0,405.0,,490.0,526.2,,454.0,309.0,,,,369.0,444.0,,415.0,,522.9,-201.0,,-205.9,-168.3,-185.0,-220.0,,,,,,-143.8,,,27.0,,-256.5,-447.0,-196.0,,-111.0,-74.8,,-147.0,-292.0,,,,-232.0,-157.0,,-186.0,,-78.1,,False,True,True,False,,,,,,True,,,True,,False,False,True,,True,True,,True,False,,,,False,True,,True,,True
01091,33,53.0,,72.2,,49.0,0.0,,,,,,57.2,,,56.0,,49.5,12.7,,,46.0,48.1,,54.0,29.0,,,,45.1,,,33.0,,65.9,20.0,,39.2,,16.0,-33.0,,,,,,24.2,,,23.0,,16.5,-20.3,,,13.0,15.1,,21.0,-4.0,,,,12.1,,,0.0,,32.9,,False,,True,False,,,,,,False,,,False,,True,False,,,True,True,,False,True,,,,True,,,True,,False
01093,87,45.0,,43.8,,45.0,37.0,,,,,,41.9,,,70.0,,48.0,13.1,45.0,,59.0,38.2,,52.0,29.0,,,,44.0,,,46.0,,49.2,-42.0,,-43.2,,-42.0,-50.0,,,,,,-45.1,,,-17.0,,-39.0,-73.9,-42.0,,-28.0,-48.8,,-35.0,-58.0,,,,-43.0,,,-41.0,,-37.8,,False,,False,False,,,,,,False,,,True,,True,False,False,,True,False,,True,False,,,,False,,,True,,True
01095,296,156.0,,156.1,,156.0,173.0,,,,,,195.8,,,255.0,,127.7,44.7,151.0,,201.0,197.2,,187.0,86.0,,,,131.8,,,182.0,,143.0,-140.0,,-139.9,,-140.0,-123.0,,,,,,-100.2,,,-41.0,,-168.3,-251.3,-145.0,,-95.0,-98.8,,-109.0,-210.0,,,,-164.2,,,-114.0,,-153.0,,True,,False,True,,,,,,True,,,True,,False,False,False,,True,True,,True,False,,,,False,,,True,,False
01097,516,412.0,,477.5,659.1,481.0,481.0,,,,,,976.2,,,1377.0,,3033.4,138.8,1108.5,,515.0,369.3,,479.0,0.0,,,,369.4,,,447.0,,919.7,-104.0,,-38.5,143.1,-35.0,-35.0,,,,,,460.2,,,861.0,,2517.4,-377.2,592.5,,-1.0,-146.7,,-37.0,-516.0,,,,-146.6,,,-69.0,,403.7,,True,False,True,True,,,,,,False,,,False,,False,False,False,,True,False,,True,False,,,,False,,,True,,False
01099,26,21.0,,20.4,,21.0,1.0,,,,,,26.1,,,44.0,,23.1,4.3,,,33.0,19.1,,27.0,0.0,,,,,,,17.0,,21.5,-5.0,,-5.6,,-5.0,-25.0,,,,,,0.1,,,18.0,,-2.9,-21.7,,,7.0,-6.9,,1.0,-26.0,,,,,,,-9.0,,-4.5,,False,,False,False,,,,,,True,,,False,,True,False,,,False,False,,True,False,,,,,,,False,,True
01101,423,457.0,,484.9,508.3,497.0,536.0,,,,,,526.4,,,307.0,,598.6,100.8,532.5,,583.0,461.5,,651.0,297.0,,,,406.7,797.0,,462.0,,580.3,34.0,,61.9,85.3,74.0,113.0,,,,,,103.4,,,-116.0,,175.6,-322.2,109.5,,160.0,38.5,,228.0,-126.0,,,,-16.3,374.0,,39.0,,157.3,,False,False,False,False,,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,True,False,,False,,False
01103,347,354.0,,360.4,,332.0,365.0,,,,,,344.6,,,267.0,,262.4,61.4,311.5,,292.0,357.6,,336.0,453.0,,,,310.4,,,354.0,,416.8,7.0,,13.4,,-15.0,18.0,,,,,,-2.4,,,-80.0,,-84.6,-285.6,-35.5,,-55.0,10.6,,-11.0,106.0,,,,-36.6,,,7.0,,69.8,,False,,False,False,,,,,,True,,,False,,False,False,False,,False,False,,False,False,,,,False,,,False,,False
01105,13,15.0,,11.0,,13.0,0.0,,,,,,17.5,,,11.0,,13.0,2.0,,,13.0,12.9,,17.0,16.0,,,,,,,16.0,,14.3,2.0,,-2.0,,0.0,-13.0,,,,,,4.5,,,-2.0,,0.0,-11.0,,,0.0,-0.1,,4.0,3.0,,,,,,,3.0,,1.3,,False,,True,False,,,,,,False,,,False,,True,False,,,True,True,,False,False,,,,,,,False,,True
01107,65,69.0,,72.2,,69.0,31.0,,,,,,79.9,,,42.0,,59.8,13.3,,,88.0,80.1,,81.0,32.0,,,,,,,66.0,,81.2,4.0,,7.2,,4.0,-34.0,,,,,,14.9,,,-23.0,,-5.2,-51.7,,,23.0,15.1,,16.0,-33.0,,,,,,,1.0,,16.2,,False,,False,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,True,,False
01109,41,44.0,,43.2,,44.0,33.0,,,,,,60.0,,,58.0,,37.6,20.4,36.0,,45.0,46.6,,51.0,36.0,,,,44.0,,,47.0,,69.3,3.0,,2.2,,3.0,-8.0,,,,,,19.0,,,17.0,,-3.4,-20.6,-5.0,,4.0,5.6,,10.0,-5.0,,,,3.0,,,6.0,,28.3,,True,,False,False,,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,,,False,,False
01111,25,36.0,,36.4,,36.0,47.0,,,,,,43.6,,,46.0,,35.4,23.2,,,35.0,39.3,,33.0,18.0,,,,,,,34.0,,39.8,11.0,,11.4,,11.0,22.0,,,,,,18.6,,,21.0,,10.4,-1.8,,,10.0,14.3,,8.0,-7.0,,,,,,,9.0,,14.8,,False,,False,False,,,,,,False,,,False,,True,True,,,True,False,,True,True,,,,,,,True,,False
01113,23,60.0,,57.8,,58.0,72.0,,,,,,71.6,,,97.0,,58.8,17.2,55.5,,50.0,49.5,,68.0,78.0,,,,55.6,,,54.0,,66.9,37.0,,34.8,,35.0,49.0,,,,,,48.6,,,74.0,,35.8,-5.8,32.5,,27.0,26.5,,45.0,55.0,,,,32.6,,,31.0,,43.9,,True,,True,False,,,,,,False,,,False,,True,True,True,,True,True,,False,False,,,,True,,,True,,False
01115,245,281.0,,280.4,,262.0,276.0,,,,,,306.2,,,137.0,,249.0,61.2,235.0,,332.0,287.0,,305.0,,,,,248.7,,,162.0,,213.0,36.0,,35.4,,17.0,31.0,,,,,,61.2,,,-108.0,,4.0,-183.8,-10.0,,87.0,42.0,,60.0,,,,,3.7,,,-83.0,,-32.0,,True,,True,True,,,,,,False,,,False,,True,False,True,,False,False,,False,,,,,True,,,False,,True
01117,451,378.0,,376.3,,407.0,418.0,,,,,,399.6,,,250.0,,406.7,168.6,374.5,,478.0,437.6,,417.0,233.0,,,,325.2,455.0,,405.0,,479.8,-73.0,,-74.7,,-44.0,-33.0,,,,,,-51.4,,,-201.0,,-44.3,-282.4,-76.5,,27.0,-13.4,,-34.0,-218.0,,,,-125.8,4.0,,-46.0,,28.8,,False,,True,True,,,,,,True,,,False,,True,False,False,,True,True,,True,False,,,,False,True,,True,,True
01119,20,15.0,,14.9,,11.0,0.0,,,,,,13.8,,,21.0,,8.0,8.0,,,7.0,10.8,,15.0,13.0,,,,,,,14.0,,17.4,-5.0,,-5.1,,-9.0,-20.0,,,,,,-6.2,,,1.0,,-12.0,-12.0,,,-13.0,-9.2,,-5.0,-7.0,,,,,,,-6.0,,-2.6,,False,,False,False,,,,,,False,,,True,,False,False,,,False,False,,False,False,,,,,,,False,,True
01121,131,144.0,,152.9,,140.0,103.0,,,,,,153.4,,,143.0,,145.2,54.0,146.0,,166.0,124.2,,132.0,31.0,,,,137.4,,,119.0,,129.4,13.0,,21.9,,9.0,-28.0,,,,,,22.4,,,12.0,,14.2,-77.0,15.0,,35.0,-6.8,,1.0,-100.0,,,,6.4,,,-12.0,,-1.6,,False,,True,False,,,,,,False,,,True,,False,False,False,,False,True,,True,False,,,,True,,,True,,True
01123,78,81.0,,81.1,,73.0,14.0,,,,,,82.9,,,67.0,,56.5,20.4,61.0,,105.0,71.7,,71.0,64.0,,,,73.9,,,71.0,,84.6,3.0,,3.1,,-5.0,-64.0,,,,,,4.9,,,-11.0,,-21.5,-57.6,-17.0,,27.0,-6.3,,-7.0,-14.0,,,,-4.1,,,-7.0,,6.6,,False,,False,False,,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,,,False,,False
01125,426,438.0,,432.6,465.5,438.0,475.0,,,,,,522.1,,,439.0,,424.9,199.4,367.5,,469.0,467.3,,462.0,75.0,,,,428.4,392.0,,383.0,,604.9,12.0,,6.6,39.5,12.0,49.0,,,,,,96.1,,,13.0,,-1.1,-226.6,-58.5,,43.0,41.3,,36.0,-351.0,,,,2.4,-34.0,,-43.0,,178.9,,True,False,False,False,,,,,,False,,,False,,True,False,False,,False,False,,False,False,,,,True,False,,False,,False
01127,170,177.0,,178.5,,155.0,191.0,,,,,,206.3,,,153.0,,147.1,38.9,153.0,,151.0,168.4,,169.0,73.0,,,,156.5,,,154.0,,151.7,7.0,,8.5,,-15.0,21.0,,,,,,36.3,,,-17.0,,-22.9,-131.1,-17.0,,-19.0,-1.6,,-1.0,-97.0,,,,-13.5,,,-16.0,,-18.3,,False,,False,False,,,,,,False,,,False,,False,False,False,,False,True,,True,False,,,,False,,,False,,False
01129,39,24.0,,33.9,,24.0,0.0,,,,,,51.6,,,58.0,,160.4,6.7,,,22.0,23.2,,,9.0,,,,,,,31.0,,36.9,-15.0,,-5.1,,-15.0,-39.0,,,,,,12.6,,,19.0,,121.4,-32.3,,,-17.0,-15.8,,,-30.0,,,,,,,-8.0,,-2.1,,True,,False,False,,,,,,True,,,False,,False,False,,,False,False,,,False,,,,,,,True,,True
01131,15,6.0,,7.0,,7.0,0.0,,,,,,10.8,,,11.0,,9.5,2.0,,,7.0,9.8,,12.0,2.0,,,,,,,10.0,,6.4,-9.0,,-8.0,,-8.0,-15.0,,,,,,-4.2,,,-4.0,,-5.5,-13.0,,,-8.0,-5.2,,-3.0,-13.0,,,,,,,-5.0,,-8.6,,True,,True,False,,,,,,True,,,True,,True,False,,,True,True,,True,False,,,,,,,True,,True
01133,58,42.0,,42.4,,42.0,42.0,,,,,,52.4,,,60.0,,34.3,17.3,,,48.0,63.5,,38.0,17.0,,,,,,,56.0,,61.5,-16.0,,-15.6,,-16.0,-16.0,,,,,,-5.6,,,2.0,,-23.7,-40.7,,,-10.0,5.5,,-20.0,-41.0,,,,,,,-2.0,,3.5,,True,,False,False,,,,,,True,,,True,,False,False,,,True,True,,False,False,,,,,,,True,,True
02013,3,0.0,,0.2,,0.0,0.0,,,,,,2.6,,,,,1.0,0.8,,,0.0,0.0,,1.0,4.0,,,,,,,0.0,,0.6,-3.0,,-2.8,,-3.0,-3.0,,,,,,-0.4,,,,,-2.0,-2.2,,,-3.0,-3.0,,-2.0,1.0,,,,,,,-3.0,,-2.4,,True,,False,False,,,,,,True,,,,,True,True,,,False,True,,True,True,,,,,,,False,,True
02016,4,2.0,,2.1,,1.0,0.0,,,,,,12.1,,,,,1.0,0.1,,,2.0,1.3,,,7.0,,,,,,,4.0,,1.1,-2.0,,-1.9,,-3.0,-4.0,,,,,,8.1,,,,,-3.0,-3.9,,,-2.0,-2.7,,,3.0,,,,,,,0.0,,-2.9,,True,,False,False,,,,,,False,,,,,False,False,,,False,False,,,False,,,,,,,True,,False
02020,1515,1310.0,,1277.5,,1393.0,1608.0,,,,,,1413.8,,,,,1529.1,460.8,1280.5,,1453.0,1362.8,,1463.0,1214.0,,,,1331.2,1688.0,,159.0,,1423.1,-205.0,,-237.5,,-122.0,93.0,,,,,,-101.2,,,,,14.1,-1054.2,-234.5,,-62.0,-152.2,,-52.0,-301.0,,,,-183.8,173.0,,-1356.0,,-91.9,,False,,True,True,,,,,,True,,,,,True,False,False,,True,True,,True,False,,,,True,True,,False,,True
02050,167,106.0,,104.5,,105.0,0.0,,,,,,248.1,,,,,232.9,7.9,,,131.0,94.0,,150.0,106.0,,,,,,,83.0,,111.2,-61.0,,-62.5,,-62.0,-167.0,,,,,,81.1,,,,,65.9,-159.1,,,-36.0,-73.0,,-17.0,-61.0,,,,,,,-84.0,,-55.8,,False,,False,False,,,,,,False,,,,,False,False,,,True,False,,True,False,,,,,,,False,,True
02060,0,0.0,,0.0,,0.0,0.0,,,,,,0.9,,,,,0.0,0.0,,,,0.0,,0.0,1.0,,,,,,,,,0.6,0.0,,0.0,,0.0,0.0,,,,,,0.9,,,,,0.0,0.0,,,,0.0,,0.0,1.0,,,,,,,,,0.6,,True,,True,True,,,,,,False,,,,,False,True,,,,False,,True,False,,,,,,,,,False
02068,2,6.0,,5.9,,4.0,0.0,,,,,,4.2,,,,,15.4,2.3,,,3.0,0.9,,7.0,,,,,,,,4.0,,6.1,4.0,,3.9,,2.0,-2.0,,,,,,2.2,,,,,13.4,0.3,,,1.0,-1.1,,5.0,,,,,,,,2.0,,4.1,,True,,True,True,,,,,,True,,,,,False,True,,,True,True,,False,,,,,,,,True,,False
02070,6,15.0,,15.1,,10.0,0.0,,,,,,15.9,,,,,21.3,4.3,,,4.0,6.3,,17.0,17.0,,,,,,,11.0,,14.1,9.0,,9.1,,4.0,-6.0,,,,,,9.9,,,,,15.3,-1.7,,,-2.0,0.3,,11.0,11.0,,,,,,,5.0,,8.1,,False,,True,True,,,,,,False,,,,,False,True,,,True,True,,False,False,,,,,,,True,,True
02090,244,304.0,,296.3,,296.0,284.0,,,,,,268.7,,,,,359.8,66.8,311.0,,193.0,248.1,,282.0,278.0,,,,334.7,,,246.0,,332.0,60.0,,52.3,,52.0,40.0,,,,,,24.7,,,,,115.8,-177.2,67.0,,-51.0,4.1,,38.0,34.0,,,,90.7,,,2.0,,88.0,,True,,True,True,,,,,,True,,,,,False,False,False,,True,True,,True,True,,,,False,,,True,,False
02100,2,1.0,,0.9,,1.0,0.0,,,,,,2.8,,,,,1.2,0.1,,,1.0,0.0,,1.0,4.0,,,,,,,1.0,,0.8,-1.0,,-1.1,,-1.0,-2.0,,,,,,0.8,,,,,-0.8,-1.9,,,-1.0,-2.0,,-1.0,2.0,,,,,,,-1.0,,-1.2,,False,,False,False,,,,,,True,,,,,True,False,,,False,False,,False,False,,,,,,,False,,False
02105,0,0.0,,0.0,,0.0,0.0,,,,,,0.3,,,,,0.2,0.5,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.3,,,,,0.2,0.5,,,,0.0,,0.0,,,,,,,,,,,,True,,True,True,,,,,,False,,,,,False,False,,,,True,,True,,,,,,,,,,
02110,72,97.0,,94.0,,94.0,104.0,,,,,,99.4,,,,,108.6,22.4,70.0,,88.0,74.2,,96.0,81.0,,,,,,,101.0,,93.7,25.0,,22.0,,22.0,32.0,,,,,,27.4,,,,,36.6,-49.6,-2.0,,16.0,2.2,,24.0,9.0,,,,,,,29.0,,21.7,,True,,True,False,,,,,,False,,,,,False,False,True,,True,True,,True,True,,,,,,,False,,True
02122,209,258.0,,254.1,,256.0,205.0,,,,,,264.6,,,,,293.2,20.1,,,335.5,243.4,,255.0,163.0,,,,,,,262.0,,349.1,49.0,,45.1,,47.0,-4.0,,,,,,55.6,,,,,84.2,-188.9,,,126.5,34.4,,46.0,-46.0,,,,,,,53.0,,140.1,,True,,True,True,,,,,,False,,,,,False,False,,,False,True,,True,True,,,,,,,False,,False
02130,31,7.0,,7.8,,7.0,,,,,,,17.1,,,,,2.3,1.5,,,8.0,10.8,,6.0,,,,,,,,15.0,,4.3,-24.0,,-23.2,,-24.0,,,,,,,-13.9,,,,,-28.7,-29.5,,,-23.0,-20.2,,-25.0,,,,,,,,-16.0,,-26.7,,True,,False,,,,,,,True,,,,,False,False,,,True,True,,False,,,,,,,,True,,False
02150,17,26.0,,25.8,,12.0,0.0,,,,,,63.6,,,,,6.0,4.1,,,6.0,18.4,,20.0,26.0,,,,,,,33.0,,23.0,9.0,,8.8,,-5.0,-17.0,,,,,,46.6,,,,,-11.0,-12.9,,,-11.0,1.4,,3.0,9.0,,,,,,,16.0,,6.0,,True,,True,False,,,,,,False,,,,,False,False,,,False,True,,True,False,,,,,,,False,,True
02158,79,74.0,,66.1,,70.0,45.0,,,,,,93.5,,,,,2605.8,,,,81.0,57.6,,139.0,,,,,,,,62.0,,,-5.0,,-12.9,,-9.0,-34.0,,,,,,14.5,,,,,2526.8,,,,2.0,-21.4,,60.0,,,,,,,,-17.0,,,,False,,False,False,,,,,,False,,,,,False,,,,True,False,,False,,,,,,,,False,,
02164,3,10.0,,10.2,,7.0,,,,,,,21.4,,,,,5.5,0.2,,,3.0,,,11.0,7.0,,,,,,,0.0,,7.7,7.0,,7.2,,4.0,,,,,,,18.4,,,,,2.5,-2.8,,,0.0,,,8.0,4.0,,,,,,,-3.0,,4.7,,False,,True,,,,,,,False,,,,,True,True,,,True,,,False,True,,,,,,,True,,True
02170,444,443.0,,444.8,,445.0,0.0,,,,,,319.9,,,,,872.7,90.1,421.5,,631.0,448.7,,448.0,319.0,,,,393.7,,,445.0,,488.1,-1.0,,0.8,,1.0,-444.0,,,,,,-124.1,,,,,428.7,-353.9,-22.5,,187.0,4.7,,4.0,-125.0,,,,-50.3,,,1.0,,44.1,,True,,False,False,,,,,,False,,,,,False,False,False,,False,False,,False,False,,,,False,,,False,,False
02180,14,11.0,,11.5,,10.0,0.0,,,,,,33.6,,,,,18.0,2.9,,,6.0,10.0,,18.0,12.0,,,,,,,9.0,,11.0,-3.0,,-2.5,,-4.0,-14.0,,,,,,19.6,,,,,4.0,-11.1,,,-8.0,-4.0,,4.0,-2.0,,,,,,,-5.0,,-3.0,,True,,False,False,,,,,,False,,,,,False,False,,,False,False,,False,True,,,,,,,False,,False
02185,37,33.0,,36.3,,33.0,0.0,,,,,,52.5,,,,,52.1,7.9,,,33.0,29.6,,30.0,6.0,,,,,,,32.0,,32.9,-4.0,,-0.7,,-4.0,-37.0,,,,,,15.5,,,,,15.1,-29.1,,,-4.0,-7.4,,-7.0,-31.0,,,,,,,-5.0,,-4.1,,True,,False,False,,,,,,False,,,,,False,False,,,False,False,,False,False,,,,,,,False,,False
02188,25,33.0,,33.7,,27.0,0.0,,,,,,65.1,,,,,31.5,4.3,,,11.0,22.6,,27.0,21.0,,,,,,,1.0,,31.1,8.0,,8.7,,2.0,-25.0,,,,,,40.1,,,,,6.5,-20.7,,,-14.0,-2.4,,2.0,-4.0,,,,,,,-24.0,,6.1,,False,,True,False,,,,,,False,,,,,True,False,,,False,True,,True,True,,,,,,,False,,True
02195,1,4.0,,4.4,,1.0,0.0,,,,,,5.5,,,,,1.3,0.1,,,1.0,0.2,,3.0,,,,,,,,4.0,,,3.0,,3.4,,0.0,-1.0,,,,,,4.5,,,,,0.3,-0.9,,,0.0,-0.8,,2.0,,,,,,,,3.0,,,,False,,True,True,,,,,,False,,,,,True,True,,,True,True,,True,,,,,,,,False,,
02198,3,1.0,,0.9,,0.0,0.0,,,,,,2.4,,,,,1.0,0.9,,,0.0,0.0,,1.0,,,,,,,,1.0,,,-2.0,,-2.1,,-3.0,-3.0,,,,,,-0.6,,,,,-2.0,-2.1,,,-3.0,-3.0,,-2.0,,,,,,,,-2.0,,,,False,,False,False,,,,,,True,,,,,True,False,,,False,False,,False,,,,,,,,False,,
