,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
47033,79,93.0,,94.8,,69.0,64.0,,,,,,73.4,,,32.0,,123.2,17.5,,,69.0,54.6,,94.0,8.0,,,,,,,3.0,,111.6,14.0,,15.8,,-10.0,-15.0,,,,,,-5.6,,,-47.0,,44.2,-61.5,,,-10.0,-24.4,,15.0,-71.0,,,,,,,-76.0,,32.6,,False,,True,False,,,,,,True,,,False,,False,False,,,True,False,,False,False,,,,,,,False,,False
47035,167,110.0,,111.0,,110.0,128.0,,,,,,109.1,,,133.0,,110.4,45.7,123.0,,107.0,89.2,,126.0,56.0,,,,88.7,,,84.0,,150.6,-57.0,,-56.0,,-57.0,-39.0,,,,,,-57.9,,,-34.0,,-56.6,-121.3,-44.0,,-60.0,-77.8,,-41.0,-111.0,,,,-78.3,,,-83.0,,-16.4,,True,,False,True,,,,,,False,,,True,,True,False,True,,False,False,,True,False,,,,False,,,False,,True
47037,1838,1831.0,,1920.4,2273.3,1654.0,1505.0,,,,,,1660.0,,,1594.0,,2140.7,568.7,1837.0,,1126.5,1180.1,,2285.0,0.0,,,,1461.0,1713.0,,1304.0,,2340.8,-7.0,,82.4,435.3,-184.0,-333.0,,,,,,-178.0,,,-244.0,,302.7,-1269.3,-1.0,,-711.5,-657.9,,447.0,-1838.0,,,,-377.0,-125.0,,-534.0,,502.8,,False,False,False,False,,,,,,False,,,False,,False,False,True,,False,False,,False,False,,,,False,False,,False,,False
47039,33,31.0,,30.5,,30.0,13.0,,,,,,32.7,,,36.0,,30.3,10.9,,,25.0,25.0,,31.0,25.0,,,,,,,26.0,,44.2,-2.0,,-2.5,,-3.0,-20.0,,,,,,-0.3,,,3.0,,-2.7,-22.1,,,-8.0,-8.0,,-2.0,-8.0,,,,,,,-7.0,,11.2,,False,,False,False,,,,,,True,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,False
47041,68,67.0,,66.1,,66.0,69.0,,,,,,46.0,,,64.0,,114.9,18.7,,,38.0,39.1,,77.0,12.0,,,,,,,1.0,,84.9,-1.0,,-1.9,,-2.0,1.0,,,,,,-22.0,,,-4.0,,46.9,-49.3,,,-30.0,-28.9,,9.0,-56.0,,,,,,,-67.0,,16.9,,False,,False,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,False
47043,207,149.0,,148.8,,146.0,178.0,,,,,,119.8,,,143.0,,172.2,53.7,157.0,,98.0,95.8,,171.0,54.0,,,,133.9,,,102.0,,190.0,-58.0,,-58.2,,-61.0,-29.0,,,,,,-87.2,,,-64.0,,-34.8,-153.3,-50.0,,-109.0,-111.2,,-36.0,-153.0,,,,-73.1,,,-105.0,,-17.0,,False,,False,True,,,,,,False,,,False,,True,False,True,,False,False,,True,False,,,,False,,,False,,True
47045,159,203.0,,206.6,,188.0,209.0,,,,,,194.6,,,137.0,,275.0,44.9,248.5,,122.0,138.4,,208.0,22.0,,,,173.8,,,153.0,,274.5,44.0,,47.6,,29.0,50.0,,,,,,35.6,,,-22.0,,116.0,-114.2,89.5,,-37.0,-20.6,,49.0,-137.0,,,,14.8,,,-6.0,,115.5,,False,,True,False,,,,,,True,,,True,,False,False,False,,True,True,,False,False,,,,True,,,True,,False
47047,74,118.0,,110.0,,110.0,126.0,,,,,,112.4,,,85.0,,163.2,42.5,144.0,,97.0,81.0,,144.0,0.0,,,,109.9,,,74.0,,184.8,44.0,,36.0,,36.0,52.0,,,,,,38.4,,,11.0,,89.2,-31.5,70.0,,23.0,7.0,,70.0,-74.0,,,,35.9,,,0.0,,110.8,,True,,True,False,,,,,,True,,,True,,False,True,False,,True,True,,False,False,,,,True,,,True,,False
47049,52,49.0,,51.0,,45.0,34.0,,,,,,63.9,,,45.0,,70.1,18.3,,,22.0,38.7,,44.0,11.0,,,,,,,27.0,,72.6,-3.0,,-1.0,,-7.0,-18.0,,,,,,11.9,,,-7.0,,18.1,-33.7,,,-30.0,-13.3,,-8.0,-41.0,,,,,,,-25.0,,20.6,,True,,False,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,False
47051,111,79.0,,76.3,,78.0,93.0,,,,,,83.2,,,115.0,,79.9,32.4,88.5,,42.0,59.7,,80.0,42.0,,,,70.5,,,55.0,,104.1,-32.0,,-34.7,,-33.0,-18.0,,,,,,-27.8,,,4.0,,-31.1,-78.6,-22.5,,-69.0,-51.3,,-31.0,-69.0,,,,-40.5,,,-56.0,,-6.9,,False,,False,True,,,,,,True,,,True,,True,False,True,,False,False,,True,False,,,,False,,,False,,True
47053,140,111.0,,114.5,,113.0,138.0,,,,,,102.3,,,131.0,,123.1,45.9,114.0,,46.0,69.4,,101.0,28.0,,,,103.5,,,85.0,,145.2,-29.0,,-25.5,,-27.0,-2.0,,,,,,-37.7,,,-9.0,,-16.9,-94.1,-26.0,,-94.0,-70.6,,-39.0,-112.0,,,,-36.5,,,-55.0,,5.2,,True,,True,True,,,,,,False,,,True,,True,False,True,,False,False,,False,False,,,,False,,,False,,True
47055,86,75.0,,76.1,,76.0,114.0,,,,,,64.4,,,76.0,,93.5,24.0,91.0,,30.0,52.2,,71.0,28.0,,,,,,,1.0,,103.6,-11.0,,-9.9,,-10.0,28.0,,,,,,-21.6,,,-10.0,,7.5,-62.0,5.0,,-56.0,-33.8,,-15.0,-58.0,,,,,,,-85.0,,17.6,,True,,True,False,,,,,,False,,,True,,True,False,True,,False,False,,False,False,,,,,,,False,,False
47057,91,46.0,,47.3,,47.0,68.0,,,,,,57.1,,,70.0,,121.6,17.8,,,28.0,34.1,,81.0,13.0,,,,,,,43.0,,63.4,-45.0,,-43.7,,-44.0,-23.0,,,,,,-33.9,,,-21.0,,30.6,-73.2,,,-63.0,-56.9,,-10.0,-78.0,,,,,,,-48.0,,-27.6,,True,,True,True,,,,,,True,,,True,,True,False,,,False,False,,True,False,,,,,,,False,,True
47059,208,283.0,,282.5,,263.0,317.0,,,,,,248.4,,,196.0,,319.1,42.4,277.5,,232.0,188.1,,310.0,155.0,,,,244.7,,,221.0,,382.0,75.0,,74.5,,55.0,109.0,,,,,,40.4,,,-12.0,,111.1,-165.6,69.5,,24.0,-19.9,,102.0,-53.0,,,,36.7,,,13.0,,174.0,,True,,True,False,,,,,,True,,,True,,False,False,True,,True,True,,False,True,,,,True,,,True,,False
47061,34,52.0,,51.9,,42.0,42.0,,,,,,47.8,,,39.0,,60.7,6.4,,,24.0,32.8,,41.0,33.0,,,,,,,35.0,,66.4,18.0,,17.9,,8.0,8.0,,,,,,13.8,,,5.0,,26.7,-27.6,,,-10.0,-1.2,,7.0,-1.0,,,,,,,1.0,,32.4,,True,,True,True,,,,,,True,,,True,,False,False,,,True,True,,True,True,,,,,,,True,,False
47063,125,137.0,,148.4,,134.0,130.0,,,,,,140.0,,,176.0,,152.1,55.5,153.0,,88.0,103.4,,148.0,4.0,,,,127.9,,,108.0,,188.8,12.0,,23.4,,9.0,5.0,,,,,,15.0,,,51.0,,27.1,-69.5,28.0,,-37.0,-21.6,,23.0,-121.0,,,,2.9,,,-17.0,,63.8,,False,,True,True,,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,True,,,False,,False
47065,736,682.0,,672.9,850.0,670.0,667.0,,,,,,697.7,,,827.0,,722.8,299.0,804.0,,385.0,486.6,,712.0,269.0,,,,591.0,456.0,,547.0,,921.9,-54.0,,-63.1,114.0,-66.0,-69.0,,,,,,-38.3,,,91.0,,-13.2,-437.0,68.0,,-351.0,-249.4,,-24.0,-467.0,,,,-145.0,-280.0,,-189.0,,185.9,,False,False,False,False,,,,,,True,,,False,,True,False,False,,False,False,,True,False,,,,False,False,,False,,False
47067,3,11.0,,10.3,,10.0,0.0,,,,,,10.0,,,18.0,,11.3,8.0,,,4.0,6.4,,10.0,5.0,,,,,,,11.0,,13.4,8.0,,7.3,,7.0,-3.0,,,,,,7.0,,,15.0,,8.3,5.0,,,1.0,3.4,,7.0,2.0,,,,,,,8.0,,10.4,,True,,True,True,,,,,,True,,,False,,False,True,,,True,True,,True,True,,,,,,,False,,False
47069,76,89.0,,91.2,,85.0,84.0,,,,,,84.7,,,86.0,,113.7,27.8,,,61.0,52.8,,98.0,0.0,,,,74.2,,,71.0,,114.4,13.0,,15.2,,9.0,8.0,,,,,,8.7,,,10.0,,37.7,-48.2,,,-15.0,-23.2,,22.0,-76.0,,,,-1.8,,,-5.0,,38.4,,False,,True,True,,,,,,True,,,True,,False,False,,,False,False,,False,False,,,,True,,,True,,False
47071,51,72.0,,74.6,,69.0,61.0,,,,,,68.8,,,81.0,,85.8,26.9,,,44.0,52.0,,65.0,15.0,,,,66.3,,,49.0,,95.4,21.0,,23.6,,18.0,10.0,,,,,,17.8,,,30.0,,34.8,-24.1,,,-7.0,1.0,,14.0,-36.0,,,,15.3,,,-2.0,,44.4,,False,,True,True,,,,,,True,,,False,,False,False,,,True,True,,True,False,,,,True,,,True,,False
47073,98,111.0,,117.1,,114.0,124.0,,,,,,106.6,,,158.0,,139.4,39.0,136.0,,79.0,81.1,,121.0,1.0,,,,90.6,,,61.0,,149.0,13.0,,19.1,,16.0,26.0,,,,,,8.6,,,60.0,,41.4,-59.0,38.0,,-19.0,-16.9,,23.0,-97.0,,,,-7.4,,,-37.0,,51.0,,False,,False,False,,,,,,True,,,False,,False,False,False,,False,False,,False,False,,,,True,,,False,,False
47075,54,66.0,,72.6,,62.0,65.0,,,,,,60.1,,,39.0,,114.1,15.3,,,31.0,39.5,,96.0,0.0,,,,58.7,,,57.0,,81.8,12.0,,18.6,,8.0,11.0,,,,,,6.1,,,-15.0,,60.1,-38.7,,,-23.0,-14.5,,42.0,-54.0,,,,4.7,,,3.0,,27.8,,False,,True,True,,,,,,True,,,False,,False,False,,,False,False,,False,False,,,,True,,,True,,False
47077,61,52.0,,55.4,,50.0,47.0,,,,,,66.6,,,68.0,,58.7,24.8,,,23.0,36.9,,51.0,16.0,,,,44.7,,,31.0,,72.1,-9.0,,-5.6,,-11.0,-14.0,,,,,,5.6,,,7.0,,-2.3,-36.2,,,-38.0,-24.1,,-10.0,-45.0,,,,-16.3,,,-30.0,,11.1,,True,,False,False,,,,,,True,,,True,,True,False,,,False,False,,False,False,,,,False,,,False,,False
47079,130,77.0,,78.2,,77.0,93.0,,,,,,75.5,,,72.0,,79.4,27.1,68.5,,41.0,54.1,,85.0,16.0,,,,,,,62.0,,81.4,-53.0,,-51.8,,-53.0,-37.0,,,,,,-54.5,,,-58.0,,-50.6,-102.9,-61.5,,-89.0,-75.9,,-45.0,-114.0,,,,,,,-68.0,,-48.6,,True,,False,True,,,,,,False,,,False,,True,False,False,,False,False,,True,False,,,,,,,False,,True
47081,40,67.0,,66.5,,59.0,42.0,,,,,,61.8,,,59.0,,86.1,15.9,,,33.0,38.6,,77.0,15.0,,,,,,,50.0,,81.7,27.0,,26.5,,19.0,2.0,,,,,,21.8,,,19.0,,46.1,-24.1,,,-7.0,-1.4,,37.0,-25.0,,,,,,,10.0,,41.7,,True,,True,True,,,,,,True,,,True,,False,True,,,True,True,,False,True,,,,,,,True,,False
47083,44,28.0,,29.5,,25.0,16.0,,,,,,31.4,,,25.0,,33.4,4.2,,,9.0,18.6,,23.0,4.0,,,,,,,2.0,,42.9,-16.0,,-14.5,,-19.0,-28.0,,,,,,-12.6,,,-19.0,,-10.6,-39.8,,,-35.0,-25.4,,-21.0,-40.0,,,,,,,-42.0,,-1.1,,True,,False,False,,,,,,True,,,False,,True,False,,,False,False,,False,False,,,,,,,False,,True
47085,46,31.0,,30.7,,31.0,41.0,,,,,,31.0,,,39.0,,55.2,13.3,,,16.0,24.4,,26.0,11.0,,,,,,,1.0,,45.8,-15.0,,-15.3,,-15.0,-5.0,,,,,,-15.0,,,-7.0,,9.2,-32.7,,,-30.0,-21.6,,-20.0,-35.0,,,,,,,-45.0,,-0.2,,False,,False,True,,,,,,False,,,True,,True,False,,,False,False,,False,False,,,,,,,False,,True
47087,34,31.0,,30.7,,28.0,18.0,,,,,,37.8,,,28.0,,41.1,7.8,,,20.0,24.8,,41.0,7.0,,,,,,,23.0,,35.6,-3.0,,-3.3,,-6.0,-16.0,,,,,,3.8,,,-6.0,,7.1,-26.2,,,-14.0,-9.2,,7.0,-27.0,,,,,,,-11.0,,1.6,,False,,False,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,True
47089,80,98.0,,96.7,,97.0,101.0,,,,,,106.8,,,150.0,,103.5,31.8,113.0,,56.5,74.8,,96.0,31.0,,,,90.7,,,68.0,,121.0,18.0,,16.7,,17.0,21.0,,,,,,26.8,,,70.0,,23.5,-48.2,33.0,,-23.5,-5.2,,16.0,-49.0,,,,10.7,,,-12.0,,41.0,,True,,True,False,,,,,,False,,,False,,False,False,False,,False,True,,True,False,,,,True,,,True,,False
47091,39,88.0,,104.9,,60.0,54.0,,,,,,78.8,,,41.0,,60.8,12.6,,,41.0,59.2,,85.0,66.0,,,,90.9,,,2.0,,115.1,49.0,,65.9,,21.0,15.0,,,,,,39.8,,,2.0,,21.8,-26.4,,,2.0,20.2,,46.0,27.0,,,,51.9,,,-37.0,,76.1,,False,,True,True,,,,,,True,,,True,,True,True,,,True,True,,True,True,,,,False,,,True,,False
47093,944,884.0,,859.7,950.0,858.0,810.0,,,,,,1118.3,,,883.0,,941.3,517.2,918.0,,645.0,688.2,,923.0,57.0,,,,855.3,660.0,,672.0,,1210.0,-60.0,,-84.3,6.0,-86.0,-134.0,,,,,,174.3,,,-61.0,,-2.7,-426.8,-26.0,,-299.0,-255.8,,-21.0,-887.0,,,,-88.7,-284.0,,-272.0,,266.0,,False,True,False,False,,,,,,False,,,False,,True,False,True,,False,False,,True,False,,,,False,False,,False,,False
47095,29,14.0,,13.6,,14.0,0.0,,,,,,20.1,,,20.0,,8.7,2.0,,,14.0,13.3,,16.0,0.0,,,,,,,12.0,,20.6,-15.0,,-15.4,,-15.0,-29.0,,,,,,-8.9,,,-9.0,,-20.3,-27.0,,,-15.0,-15.7,,-13.0,-29.0,,,,,,,-17.0,,-8.4,,False,,False,False,,,,,,True,,,True,,False,False,,,False,False,,True,False,,,,,,,False,,True
47097,70,90.0,,95.7,,89.0,71.0,,,,,,91.2,,,95.0,,132.5,29.3,,,58.0,69.9,,110.0,0.0,,,,87.5,,,70.0,,135.4,20.0,,25.7,,19.0,1.0,,,,,,21.2,,,25.0,,62.5,-40.7,,,-12.0,-0.1,,40.0,-70.0,,,,17.5,,,0.0,,65.4,,False,,True,True,,,,,,False,,,False,,False,False,,,True,True,,False,False,,,,True,,,True,,False
47099,197,153.0,,154.1,,150.0,171.0,,,,,,121.9,,,127.0,,228.7,45.3,188.0,,147.0,116.8,,159.0,39.0,,,,143.7,,,109.0,,215.4,-44.0,,-42.9,,-47.0,-26.0,,,,,,-75.1,,,-70.0,,31.7,-151.7,-9.0,,-50.0,-80.2,,-38.0,-158.0,,,,-53.3,,,-88.0,,18.4,,True,,False,True,,,,,,False,,,False,,True,False,True,,False,False,,True,False,,,,False,,,False,,True
47101,102,87.0,,88.1,,78.0,78.0,,,,,,77.1,,,27.0,,105.4,13.6,,,73.0,69.5,,90.0,33.0,,,,,,,21.0,,106.5,-15.0,,-13.9,,-24.0,-24.0,,,,,,-24.9,,,-75.0,,3.4,-88.4,,,-29.0,-32.5,,-12.0,-69.0,,,,,,,-81.0,,4.5,,True,,False,False,,,,,,False,,,False,,True,False,,,False,False,,True,False,,,,,,,False,,True
47103,108,91.0,,88.9,,91.0,125.0,,,,,,98.8,,,93.0,,132.2,24.0,97.5,,71.0,66.0,,117.0,9.0,,,,,,,66.0,,104.4,-17.0,,-19.1,,-17.0,17.0,,,,,,-9.2,,,-15.0,,24.2,-84.0,-10.5,,-37.0,-42.0,,9.0,-99.0,,,,,,,-42.0,,-3.6,,False,,False,False,,,,,,True,,,True,,False,False,True,,False,False,,True,False,,,,,,,False,,True
47105,90,99.0,,103.7,,99.0,88.0,,,,,,105.7,,,117.0,,120.8,42.1,112.0,,58.0,77.4,,91.0,7.0,,,,98.0,,,75.0,,142.0,9.0,,13.7,,9.0,-2.0,,,,,,15.7,,,27.0,,30.8,-47.9,22.0,,-32.0,-12.6,,1.0,-83.0,,,,8.0,,,-15.0,,52.0,,False,,False,True,,,,,,False,,,False,,False,False,False,,False,False,,True,False,,,,True,,,False,,False
47107,119,129.0,,132.2,,131.0,141.0,,,,,,134.4,,,158.0,,147.6,72.3,158.5,,81.0,96.8,,134.0,23.0,,,,116.2,,,92.0,,172.5,10.0,,13.2,,12.0,22.0,,,,,,15.4,,,39.0,,28.6,-46.7,39.5,,-38.0,-22.2,,15.0,-96.0,,,,-2.8,,,-27.0,,53.5,,False,,False,False,,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,True,,,False,,False
47109,51,58.0,,55.6,,56.0,35.0,,,,,,58.6,,,85.0,,55.7,16.4,,,21.0,34.6,,44.0,34.0,,,,58.1,,,35.0,,73.6,7.0,,4.6,,5.0,-16.0,,,,,,7.6,,,34.0,,4.7,-34.6,,,-30.0,-16.4,,-7.0,-17.0,,,,7.1,,,-16.0,,22.6,,True,,True,False,,,,,,False,,,False,,True,False,,,False,False,,False,False,,,,False,,,False,,False
47111,82,66.0,,64.6,,64.0,74.0,,,,,,58.2,,,64.0,,98.7,28.2,,,38.0,42.4,,74.0,14.0,,,,64.3,,,35.0,,101.2,-16.0,,-17.4,,-18.0,-8.0,,,,,,-23.8,,,-18.0,,16.7,-53.8,,,-44.0,-39.6,,-8.0,-68.0,,,,-17.7,,,-47.0,,19.2,,False,,False,True,,,,,,False,,,False,,False,False,,,False,False,,True,False,,,,False,,,False,,False
47113,251,206.0,,217.6,,196.0,85.0,,,,,,212.7,,,276.0,,218.8,91.8,209.0,,119.0,144.2,,167.0,104.0,,,,188.3,,,151.0,,251.4,-45.0,,-33.4,,-55.0,-166.0,,,,,,-38.3,,,25.0,,-32.2,-159.2,-42.0,,-132.0,-106.8,,-84.0,-147.0,,,,-62.7,,,-100.0,,0.4,,True,,False,False,,,,,,True,,,True,,True,False,True,,False,False,,False,False,,,,False,,,False,,True
47115,67,87.0,,87.8,,87.0,94.0,,,,,,70.7,,,84.0,,118.1,15.7,,,62.0,57.4,,87.0,12.0,,,,,,,59.0,,115.4,20.0,,20.8,,20.0,27.0,,,,,,3.7,,,17.0,,51.1,-51.3,,,-5.0,-9.6,,20.0,-55.0,,,,,,,-8.0,,48.4,,False,,False,False,,,,,,True,,,True,,False,False,,,True,True,,False,False,,,,,,,True,,False
47117,95,87.0,,89.9,,84.0,122.0,,,,,,92.2,,,79.0,,114.1,38.8,107.0,,73.0,81.0,,93.0,2.0,,,,74.8,,,73.0,,125.4,-8.0,,-5.1,,-11.0,27.0,,,,,,-2.8,,,-16.0,,19.1,-56.2,12.0,,-22.0,-14.0,,-2.0,-93.0,,,,-20.2,,,-22.0,,30.4,,True,,False,False,,,,,,True,,,False,,False,False,False,,False,False,,True,False,,,,False,,,False,,False
47119,489,432.0,,427.2,,388.0,499.0,,,,,,340.2,,,226.0,,360.5,99.4,367.0,,195.0,239.1,,446.0,874.0,,,,415.7,,,327.0,,590.5,-57.0,,-61.8,,-101.0,10.0,,,,,,-148.8,,,-263.0,,-128.5,-389.6,-122.0,,-294.0,-249.9,,-43.0,385.0,,,,-73.3,,,-162.0,,101.5,,False,,False,True,,,,,,False,,,False,,False,False,False,,False,False,,True,False,,,,False,,,False,,False
47121,33,32.0,,32.2,,32.0,23.0,,,,,,19.7,,,34.0,,52.0,6.8,,,7.0,12.7,,34.0,3.0,,,,,,,21.0,,38.4,-1.0,,-0.8,,-1.0,-10.0,,,,,,-13.3,,,1.0,,19.0,-26.2,,,-26.0,-20.3,,1.0,-30.0,,,,,,,-12.0,,5.4,,True,,False,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,False
47123,90,103.0,,105.3,,104.0,183.0,,,,,,100.8,,,124.0,,133.1,40.5,124.0,,75.0,84.3,,115.0,5.0,,,,86.8,,,72.0,,138.1,13.0,,15.3,,14.0,93.0,,,,,,10.8,,,34.0,,43.1,-49.5,34.0,,-15.0,-5.7,,25.0,-85.0,,,,-3.2,,,-18.0,,48.1,,False,,False,False,,,,,,True,,,False,,False,False,False,,False,True,,False,False,,,,True,,,False,,False
47125,330,336.0,,336.3,,318.0,314.0,,,,,,303.0,,,402.0,,413.1,152.8,393.0,,318.0,266.2,,368.0,72.0,,,,313.0,298.0,,212.0,,413.8,6.0,,6.3,,-12.0,-16.0,,,,,,-27.0,,,72.0,,83.1,-177.2,63.0,,-12.0,-63.8,,38.0,-258.0,,,,-17.0,-32.0,,-118.0,,83.8,,False,,False,False,,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,False,,False,,False
47127,13,21.0,,21.1,,18.0,14.0,,,,,,18.4,,,18.0,,29.5,6.4,,,14.0,16.1,,24.0,4.0,,,,,,,13.0,,26.3,8.0,,8.1,,5.0,1.0,,,,,,5.4,,,5.0,,16.5,-6.6,,,1.0,3.1,,11.0,-9.0,,,,,,,0.0,,13.3,,False,,True,True,,,,,,True,,,True,,False,True,,,True,True,,False,False,,,,,,,True,,False
47129,22,27.0,,28.3,,28.0,35.0,,,,,,31.9,,,60.0,,43.0,12.4,,,13.0,21.9,,27.0,12.0,,,,,,,21.0,,34.4,5.0,,6.3,,6.0,13.0,,,,,,9.9,,,38.0,,21.0,-9.6,,,-9.0,-0.1,,5.0,-10.0,,,,,,,-1.0,,12.4,,False,,False,False,,,,,,False,,,False,,False,False,,,False,True,,False,False,,,,,,,True,,False
47131,128,142.0,,138.1,,140.0,145.0,,,,,,120.5,,,84.0,,193.6,49.1,156.0,,47.0,81.6,,135.0,17.0,,,,146.5,,,0.0,,173.9,14.0,,10.1,,12.0,17.0,,,,,,-7.5,,,-44.0,,65.6,-78.9,28.0,,-81.0,-46.4,,7.0,-111.0,,,,18.5,,,-128.0,,45.9,,True,,True,False,,,,,,True,,,False,,False,False,False,,False,False,,True,False,,,,False,,,False,,False
47133,44,68.0,,72.2,,70.0,88.0,,,,,,83.7,,,51.0,,102.7,30.9,,,34.5,55.1,,60.0,13.0,,,,83.6,,,1.0,,85.5,24.0,,28.2,,26.0,44.0,,,,,,39.7,,,7.0,,58.7,-13.1,,,-9.5,11.1,,16.0,-31.0,,,,39.6,,,-43.0,,41.5,,False,,False,False,,,,,,False,,,True,,False,True,,,True,True,,True,False,,,,False,,,False,,False
47135,27,63.0,,63.5,,64.0,74.0,,,,,,46.0,,,22.0,,204.9,5.0,,,109.0,34.3,,,4.0,,,,,,,33.0,,82.7,36.0,,36.5,,37.0,47.0,,,,,,19.0,,,-5.0,,177.9,-22.0,,,82.0,7.3,,,-23.0,,,,,,,6.0,,55.7,,False,,False,False,,,,,,True,,,True,,False,True,,,False,True,,,True,,,,,,,True,,False
47137,16,17.0,,19.8,,17.0,21.0,,,,,,19.4,,,7.0,,34.3,5.5,,,1.0,14.2,,19.0,3.0,,,,,,,7.0,,22.8,1.0,,3.8,,1.0,5.0,,,,,,3.4,,,-9.0,,18.3,-10.5,,,-15.0,-1.8,,3.0,-13.0,,,,,,,-9.0,,6.8,,False,,False,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,False
47139,19,39.0,,38.5,,39.0,0.0,,,,,,34.6,,,40.0,,71.1,14.8,,,40.0,25.6,,49.0,10.0,,,,,,,20.0,,53.5,20.0,,19.5,,20.0,-19.0,,,,,,15.6,,,21.0,,52.1,-4.2,,,21.0,6.6,,30.0,-9.0,,,,,,,1.0,,34.5,,True,,False,True,,,,,,True,,,False,,False,True,,,False,True,,False,True,,,,,,,True,,False
47141,214,240.0,,244.7,,242.0,269.0,,,,,,221.0,,,250.0,,312.0,104.9,310.5,,194.5,182.6,,274.0,41.0,,,,230.0,,,196.0,,355.5,26.0,,30.7,,28.0,55.0,,,,,,7.0,,,36.0,,98.0,-109.1,96.5,,-19.5,-31.4,,60.0,-173.0,,,,16.0,,,-18.0,,141.5,,False,,False,False,,,,,,True,,,False,,False,False,False,,True,False,,False,False,,,,True,,,True,,False
47143,84,72.0,,73.7,,74.0,,,,,,,85.6,,,97.0,,78.3,37.9,77.0,,75.0,54.0,,71.0,19.0,,,,61.3,,,3.0,,102.4,-12.0,,-10.3,,-10.0,,,,,,,1.6,,,13.0,,-5.7,-46.1,-7.0,,-9.0,-30.0,,-13.0,-65.0,,,,-22.7,,,-81.0,,18.4,,True,,True,,,,,,,True,,,False,,True,False,True,,True,False,,False,False,,,,False,,,False,,False
