,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
13049,104,75.0,1.0,,,,53.0,,41.6,38.8,,11.2,,9.2,68.9,35.0,-29.0,-103.0,,,,-51.0,,-62.4,-65.2,,-92.8,,-94.8,-35.1,-69.0,False,,,,False,,False,False,,False,,False,False,False
13051,1213,1195.0,857.0,,,,1072.0,,868.6,751.8,,746.1,,345.1,664.8,804.0,-18.0,-356.0,,,,-141.0,,-344.4,-461.2,,-466.9,,-867.9,-548.2,-409.0,False,,,,False,,False,False,,False,,False,False,False
13053,172,250.0,79.0,,,,57.0,,113.2,40.4,,43.7,,16.7,120.6,49.0,78.0,-93.0,,,,-115.0,,-58.8,-131.6,,-128.3,,-155.3,-51.4,-123.0,False,,,,False,,True,False,,False,,False,True,False
13055,272,230.0,133.0,,,,164.0,,207.2,87.9,,143.1,,55.6,235.2,186.0,-42.0,-139.0,,,,-108.0,,-64.8,-184.1,,-128.9,,-216.4,-36.8,-86.0,False,,,,False,,False,False,,False,,False,True,False
13057,2191,1120.0,918.0,,,,901.0,,948.0,890.9,,841.3,,603.9,799.8,906.0,-1071.0,-1273.0,,,,-1290.0,,-1243.0,-1300.1,,-1349.7,,-1587.1,-1391.2,-1285.0,False,,,,False,,False,False,,False,,False,False,False
13059,1934,820.0,434.0,,,,794.0,,570.5,514.4,,540.3,,723.5,952.3,234.0,-1114.0,-1500.0,,,,-1140.0,,-1363.5,-1419.6,,-1393.7,,-1210.5,-981.7,-1700.0,False,,,,False,,False,False,,False,,False,True,False
13061,11,0.0,0.0,,,,5.0,,1.2,2.8,,0.0,,0.9,11.3,1.0,-11.0,-11.0,,,,-6.0,,-9.8,-8.2,,-11.0,,-10.1,0.3,-10.0,False,,,,True,,True,True,,True,,True,True,True
13063,2081,325.0,323.0,,,,826.0,,156.6,515.4,,197.4,,242.5,471.0,123.0,-1756.0,-1758.0,,,,-1255.0,,-1924.4,-1565.6,,-1883.6,,-1838.5,-1610.0,-1958.0,False,,,,True,,False,True,,False,,False,True,False
13065,123,45.0,38.0,,,,17.0,,13.6,36.3,,14.5,,28.6,132.6,6.0,-78.0,-85.0,,,,-106.0,,-109.4,-86.7,,-108.5,,-94.4,9.6,-117.0,False,,,,False,,False,False,,False,,False,True,False
13067,5370,2275.0,2612.0,,,,1792.0,,1626.6,2107.4,,1888.9,,989.7,1647.7,1525.0,-3095.0,-2758.0,,,,-3578.0,,-3743.4,-3262.6,,-3481.1,,-4380.3,-3722.3,-3845.0,True,,,,False,,False,False,,False,,False,False,False
13069,520,255.0,312.0,,,,148.0,,178.2,140.6,,83.2,,94.5,141.5,216.0,-265.0,-208.0,,,,-372.0,,-341.8,-379.4,,-436.8,,-425.5,-378.5,-304.0,True,,,,False,,False,False,,False,,False,False,False
13071,590,180.0,70.0,,,,168.0,,132.7,52.0,,30.0,,193.8,112.4,18.0,-410.0,-520.0,,,,-422.0,,-457.3,-538.0,,-560.0,,-396.1,-477.6,-572.0,False,,,,False,,False,False,,False,,True,False,False
13073,1416,585.0,570.0,,,,583.0,,437.4,522.6,,416.0,,168.4,361.0,442.0,-831.0,-846.0,,,,-833.0,,-978.6,-893.4,,-1000.0,,-1247.6,-1055.0,-974.0,False,,,,False,,False,False,,False,,False,False,False
13075,162,30.0,0.0,,,,61.0,,31.9,25.0,,3.1,,4.9,19.8,23.0,-132.0,-162.0,,,,-101.0,,-130.1,-137.0,,-158.9,,-157.1,-142.2,-139.0,False,,,,True,,True,False,,False,,False,False,False
13077,1517,305.0,138.0,,,,360.0,,247.2,439.6,,91.7,,103.8,275.6,274.0,-1212.0,-1379.0,,,,-1157.0,,-1269.8,-1077.4,,-1425.3,,-1413.2,-1241.4,-1243.0,False,,,,True,,False,True,,False,,False,False,False
13079,52,10.0,0.0,,,,39.0,,11.4,16.6,,2.0,,25.0,15.5,5.0,-42.0,-52.0,,,,-13.0,,-40.6,-35.4,,-50.0,,-27.0,-36.5,-47.0,False,,,,True,,True,True,,False,,True,True,False
13081,276,165.0,137.0,,,,90.0,,166.7,99.9,,71.2,,39.1,130.9,218.0,-111.0,-139.0,,,,-186.0,,-109.3,-176.1,,-204.8,,-236.9,-145.1,-58.0,False,,,,False,,True,False,,False,,False,False,True
13083,131,35.0,37.0,,,,126.0,,42.4,57.7,,5.5,,3.6,23.2,12.0,-96.0,-94.0,,,,-5.0,,-88.6,-73.3,,-125.5,,-127.4,-107.8,-119.0,True,,,,True,,True,True,,False,,False,False,False
13085,130,175.0,137.0,,,,81.0,,145.6,98.5,,76.4,,33.1,217.9,135.0,45.0,7.0,,,,-49.0,,15.6,-31.5,,-53.6,,-96.9,87.9,5.0,True,,,,False,,True,True,,False,,False,False,True
13087,1162,270.0,254.0,,,,122.0,,182.9,150.2,,90.1,,252.6,287.9,152.0,-892.0,-908.0,,,,-1040.0,,-979.1,-1011.8,,-1071.9,,-909.4,-874.1,-1010.0,False,,,,False,,False,False,,False,,False,True,False
13089,4386,2420.0,1497.0,,,,1877.0,,2009.2,2301.5,,1643.7,,1126.2,1463.3,2243.0,-1966.0,-2889.0,,,,-2509.0,,-2376.8,-2084.5,,-2742.3,,-3259.8,-2922.7,-2143.0,False,,,,False,,False,False,,False,,False,False,False
13091,540,85.0,63.0,,,,101.0,,86.2,73.0,,22.6,,7.4,60.5,53.0,-455.0,-477.0,,,,-439.0,,-453.8,-467.0,,-517.4,,-532.6,-479.5,-487.0,False,,,,True,,True,False,,False,,False,False,False
13093,95,40.0,35.0,,,,50.0,,33.0,59.7,,3.4,,6.1,35.0,22.0,-55.0,-60.0,,,,-45.0,,-62.0,-35.3,,-91.6,,-88.8,-60.0,-73.0,False,,,,True,,False,True,,False,,False,False,False
13095,367,145.0,76.0,,,,363.0,,73.6,143.6,,17.3,,51.5,208.0,77.0,-222.0,-291.0,,,,-4.0,,-293.4,-223.4,,-349.7,,-315.5,-159.0,-290.0,False,,,,True,,False,False,,False,,False,True,False
13097,1139,565.0,607.0,,,,466.0,,452.8,337.3,,423.1,,207.1,343.8,665.0,-574.0,-532.0,,,,-673.0,,-686.2,-801.7,,-715.9,,-931.9,-795.2,-474.0,True,,,,False,,False,False,,False,,False,False,True
13099,102,90.0,19.0,,,,32.0,,81.2,40.3,,17.0,,65.0,62.5,47.0,-12.0,-83.0,,,,-70.0,,-20.8,-61.7,,-85.0,,-37.0,-39.5,-55.0,False,,,,False,,False,False,,False,,False,False,False
13101,17,10.0,0.0,,,,7.0,,8.4,3.8,,0.1,,7.0,10.2,1.0,-7.0,-17.0,,,,-10.0,,-8.6,-13.2,,-16.9,,-10.0,-6.8,-16.0,False,,,,False,,False,False,,False,,False,True,False
13103,455,330.0,194.0,,,,220.0,,266.8,201.8,,241.2,,306.2,321.1,196.0,-125.0,-261.0,,,,-235.0,,-188.2,-253.2,,-213.8,,-148.8,-133.9,-259.0,False,,,,False,,False,False,,False,,False,False,False
13105,243,305.0,285.0,,,,128.0,,330.1,137.3,,66.2,,28.5,224.3,309.0,62.0,42.0,,,,-115.0,,87.1,-105.7,,-176.8,,-214.5,-18.7,66.0,True,,,,False,,False,False,,False,,False,True,False
13107,261,295.0,191.0,,,,142.0,,255.9,94.1,,156.8,,207.6,131.6,185.0,34.0,-70.0,,,,-119.0,,-5.1,-166.9,,-104.2,,-53.4,-129.4,-76.0,False,,,,False,,True,False,,False,,False,False,False
13109,94,45.0,13.0,,,,47.0,,41.4,25.3,,3.8,,13.0,48.5,24.0,-49.0,-81.0,,,,-47.0,,-52.6,-68.7,,-90.2,,-81.0,-45.5,-70.0,False,,,,True,,False,False,,False,,False,True,False
13111,180,290.0,483.0,,,,113.0,,299.3,121.0,,79.4,,216.7,176.7,152.0,110.0,303.0,,,,-67.0,,119.3,-59.0,,-100.6,,36.7,-3.3,-28.0,False,,,,True,,False,True,,True,,True,True,True
13113,705,370.0,396.0,,,,217.0,,404.5,286.0,,207.1,,59.5,204.5,605.0,-335.0,-309.0,,,,-488.0,,-300.5,-419.0,,-497.9,,-645.5,-500.5,-100.0,True,,,,False,,True,False,,False,,False,False,True
13115,1275,780.0,369.0,,,,671.0,,686.2,461.6,,275.2,,247.4,523.0,498.0,-495.0,-906.0,,,,-604.0,,-588.8,-813.4,,-999.8,,-1027.7,-752.0,-777.0,False,,,,False,,False,False,,False,,False,False,False
13117,1313,1105.0,567.0,,,,610.0,,1182.5,1359.7,,709.4,,127.1,663.5,1491.0,-208.0,-746.0,,,,-703.0,,-130.5,46.7,,-603.6,,-1185.9,-649.5,178.0,False,,,,False,,True,True,,False,,False,False,True
13119,265,115.0,58.0,,,,179.0,,102.5,98.4,,24.7,,13.0,74.9,71.0,-150.0,-207.0,,,,-86.0,,-162.5,-166.6,,-240.3,,-252.0,-190.1,-194.0,False,,,,True,,False,False,,False,,False,False,False
13121,6650,2570.0,3841.0,,,,2616.0,,1578.9,2759.6,,2499.0,,1237.2,2545.9,1757.0,-4080.0,-2809.0,,,,-4034.0,,-5071.1,-3890.4,,-4151.0,,-5412.8,-4104.1,-4893.0,True,,,,True,,False,True,,False,,False,False,False
13123,281,205.0,176.0,,,,142.0,,148.3,170.6,,116.0,,121.0,144.6,381.0,-76.0,-105.0,,,,-139.0,,-132.7,-110.4,,-165.0,,-160.0,-136.4,100.0,False,,,,False,,False,False,,False,,False,False,False
13125,24,10.0,0.0,,,,16.0,,9.4,4.7,,0.2,,4.4,7.8,14.0,-14.0,-24.0,,,,-8.0,,-14.6,-19.3,,-23.8,,-19.6,-16.2,-10.0,False,,,,True,,False,False,,False,,False,False,True
13127,418,295.0,147.0,,,,282.0,,226.0,151.3,,165.4,,834.3,194.7,116.0,-123.0,-271.0,,,,-136.0,,-192.0,-266.7,,-252.6,,416.3,-223.3,-302.0,False,,,,False,,False,False,,False,,False,False,False
13129,898,305.0,290.0,,,,330.0,,253.0,138.5,,82.6,,111.3,187.2,194.0,-593.0,-608.0,,,,-568.0,,-645.0,-759.5,,-815.4,,-786.7,-710.8,-704.0,False,,,,True,,False,False,,False,,False,False,False
13131,137,145.0,98.0,,,,110.0,,134.6,90.6,,71.3,,100.4,117.5,104.0,8.0,-39.0,,,,-27.0,,-2.4,-46.4,,-65.7,,-36.6,-19.5,-33.0,False,,,,False,,True,False,,False,,False,False,False
13133,144,65.0,14.0,,,,67.0,,53.0,42.9,,6.3,,15.5,57.1,51.0,-79.0,-130.0,,,,-77.0,,-91.0,-101.1,,-137.7,,-128.5,-86.9,-93.0,False,,,,True,,False,False,,False,,False,False,False
13135,6238,3450.0,3429.0,,,,2419.0,,2460.5,2514.7,,2146.2,,1840.6,2268.3,2807.0,-2788.0,-2809.0,,,,-3819.0,,-3777.5,-3723.3,,-4091.8,,-4397.4,-3969.7,-3431.0,False,,,,False,,False,False,,False,,False,False,False
13137,229,455.0,563.0,,,,289.0,,432.2,274.4,,147.0,,218.1,299.9,309.0,226.0,334.0,,,,60.0,,203.2,45.4,,-82.0,,-10.9,70.9,80.0,False,,,,True,,True,True,,True,,True,True,True
13139,1706,1960.0,1306.0,,,,1101.0,,1736.1,1192.7,,1194.4,,124.2,960.3,2531.0,254.0,-400.0,,,,-605.0,,30.1,-513.3,,-511.6,,-1581.8,-745.7,825.0,False,,,,False,,True,False,,False,,False,False,False
13141,36,35.0,0.0,,,,24.0,,33.3,30.0,,4.5,,16.2,39.6,27.0,-1.0,-36.0,,,,-12.0,,-2.7,-6.0,,-31.5,,-19.8,3.6,-9.0,False,,,,False,,False,False,,False,,False,False,False
13143,437,210.0,197.0,,,,137.0,,190.5,117.4,,88.1,,171.0,201.9,191.0,-227.0,-240.0,,,,-300.0,,-246.5,-319.6,,-348.9,,-266.0,-235.1,-246.0,False,,,,False,,False,False,,False,,False,False,False
13145,123,60.0,43.0,,,,93.0,,56.7,43.7,,13.3,,56.6,29.2,59.0,-63.0,-80.0,,,,-30.0,,-66.3,-79.3,,-109.7,,-66.4,-93.8,-64.0,False,,,,True,,False,False,,False,,False,False,False
13147,118,100.0,73.0,,,,149.0,,113.2,61.6,,19.9,,8.5,69.4,98.0,-18.0,-45.0,,,,31.0,,-4.8,-56.4,,-98.1,,-109.5,-48.6,-20.0,False,,,,False,,True,False,,False,,False,False,False
13149,108,35.0,0.0,,,,33.0,,35.3,23.1,,8.2,,8.2,30.4,57.0,-73.0,-108.0,,,,-75.0,,-72.7,-84.9,,-99.8,,-99.8,-77.6,-51.0,False,,,,False,,True,False,,False,,False,False,True
13151,1916,1090.0,1007.0,,,,591.0,,832.1,919.1,,646.2,,280.6,589.9,945.0,-826.0,-909.0,,,,-1325.0,,-1083.9,-996.9,,-1269.8,,-1635.4,-1326.1,-971.0,False,,,,False,,False,False,,False,,False,False,False
13153,1017,280.0,79.0,,,,440.0,,230.7,455.5,,120.2,,83.0,209.5,150.0,-737.0,-938.0,,,,-577.0,,-786.3,-561.5,,-896.8,,-934.0,-807.5,-867.0,False,,,,True,,False,True,,False,,False,False,False
13155,67,150.0,73.0,,,,31.0,,116.8,32.8,,74.1,,15.4,150.5,65.0,83.0,6.0,,,,-36.0,,49.8,-34.2,,7.1,,-51.6,83.5,-2.0,True,,,,True,,True,True,,True,,True,False,True
13157,696,400.0,301.0,,,,304.0,,390.0,282.5,,150.7,,74.4,248.3,314.0,-296.0,-395.0,,,,-392.0,,-306.0,-413.5,,-545.3,,-621.6,-447.7,-382.0,False,,,,False,,False,False,,False,,False,False,False
13159,160,20.0,35.0,,,,57.0,,26.4,24.6,,3.3,,20.1,19.2,46.0,-140.0,-125.0,,,,-103.0,,-133.6,-135.4,,-156.7,,-139.9,-140.8,-114.0,True,,,,True,,True,True,,False,,True,False,True
13161,194,60.0,7.0,,,,43.0,,60.5,38.6,,8.7,,17.7,57.7,37.0,-134.0,-187.0,,,,-151.0,,-133.5,-155.4,,-185.3,,-176.3,-136.3,-157.0,False,,,,False,,True,False,,False,,False,False,False
13163,90,120.0,67.0,,,,72.0,,102.3,57.2,,24.9,,40.6,61.8,85.0,30.0,-23.0,,,,-18.0,,12.3,-32.8,,-65.1,,-49.4,-28.2,-5.0,True,,,,True,,True,False,,False,,False,True,True
13165,48,110.0,29.0,,,,53.0,,103.0,28.9,,11.1,,29.3,39.6,38.0,62.0,-19.0,,,,5.0,,55.0,-19.1,,-36.9,,-18.7,-8.4,-10.0,True,,,,True,,True,True,,True,,True,True,True
13167,82,20.0,13.0,,,,60.0,,10.5,23.5,,2.5,,35.7,53.4,4.0,-62.0,-69.0,,,,-22.0,,-71.5,-58.5,,-79.5,,-46.3,-28.6,-78.0,False,,,,True,,False,True,,False,,True,True,False
13169,139,115.0,39.0,,,,86.0,,113.9,97.8,,13.7,,73.0,118.7,92.0,-24.0,-100.0,,,,-53.0,,-25.1,-41.2,,-125.3,,-66.0,-20.3,-47.0,False,,,,False,,False,False,,False,,False,True,False
13171,182,80.0,1.0,,,,84.0,,82.6,34.7,,21.1,,0.0,69.9,144.0,-102.0,-181.0,,,,-98.0,,-99.4,-147.3,,-160.9,,-182.0,-112.1,-38.0,False,,,,True,,True,False,,False,,False,False,True
13173,69,10.0,0.0,,,,26.0,,7.8,15.2,,0.0,,1.3,13.7,2.0,-59.0,-69.0,,,,-43.0,,-61.2,-53.8,,-69.0,,-67.7,-55.3,-67.0,False,,,,True,,False,True,,False,,False,True,False
13175,731,290.0,233.0,,,,246.0,,226.6,149.7,,202.3,,119.0,248.5,170.0,-441.0,-498.0,,,,-485.0,,-504.4,-581.3,,-528.7,,-612.0,-482.5,-561.0,False,,,,False,,False,False,,False,,False,False,False
13177,140,50.0,36.0,,,,90.0,,42.1,56.0,,13.5,,33.9,54.9,26.0,-90.0,-104.0,,,,-50.0,,-97.9,-84.0,,-126.5,,-106.1,-85.1,-114.0,False,,,,True,,False,True,,False,,False,True,False
13179,236,175.0,128.0,,,,224.0,,145.2,166.2,,52.3,,55.2,110.4,101.0,-61.0,-108.0,,,,-12.0,,-90.8,-69.8,,-183.7,,-180.8,-125.6,-135.0,False,,,,True,,False,False,,False,,False,False,False
13181,54,5.0,0.0,,,,29.0,,5.1,11.4,,0.0,,0.9,6.5,2.0,-49.0,-54.0,,,,-25.0,,-48.9,-42.6,,-54.0,,-53.1,-47.5,-52.0,False,,,,True,,True,True,,False,,False,True,False
13183,53,20.0,36.0,,,,37.0,,24.2,39.5,,5.1,,28.7,19.8,29.0,-33.0,-17.0,,,,-16.0,,-28.8,-13.5,,-47.9,,-24.3,-33.2,-24.0,True,,,,True,,True,True,,False,,True,False,True
13185,1478,445.0,372.0,,,,493.0,,285.3,196.7,,140.1,,259.6,231.7,377.0,-1033.0,-1106.0,,,,-985.0,,-1192.7,-1281.3,,-1337.9,,-1218.4,-1246.3,-1101.0,False,,,,True,,False,False,,False,,False,False,False
13187,163,175.0,231.0,,,,161.0,,158.1,113.9,,74.6,,22.9,309.8,83.0,12.0,68.0,,,,-2.0,,-4.9,-49.1,,-88.4,,-140.1,146.8,-80.0,False,,,,True,,True,False,,False,,False,False,False
13189,212,70.0,25.0,,,,131.0,,54.0,78.6,,7.8,,62.5,41.6,79.0,-142.0,-187.0,,,,-81.0,,-158.0,-133.4,,-204.2,,-149.5,-170.4,-133.0,False,,,,True,,False,True,,False,,False,False,True
13191,41,40.0,3.0,,,,22.0,,24.3,36.3,,5.9,,12.3,31.4,29.0,-1.0,-38.0,,,,-19.0,,-16.7,-4.7,,-35.1,,-28.6,-9.6,-12.0,False,,,,False,,False,False,,False,,False,False,False
13193,66,10.0,0.0,,,,56.0,,11.5,32.9,,1.3,,8.2,11.1,17.0,-56.0,-66.0,,,,-10.0,,-54.5,-33.1,,-64.7,,-57.8,-54.9,-49.0,False,,,,True,,True,True,,False,,False,True,True
13195,234,120.0,70.0,,,,149.0,,116.0,87.1,,26.7,,32.5,105.0,58.0,-114.0,-164.0,,,,-85.0,,-118.0,-146.9,,-207.3,,-201.6,-129.0,-176.0,False,,,,True,,False,False,,False,,False,False,False
13197,41,15.0,0.0,,,,30.0,,8.2,13.0,,0.9,,3.0,11.6,7.0,-26.0,-41.0,,,,-11.0,,-32.8,-28.0,,-40.1,,-38.0,-29.4,-34.0,False,,,,True,,False,False,,False,,False,False,False
13199,162,60.0,35.0,,,,68.0,,30.3,42.8,,11.8,,21.2,53.8,37.0,-102.0,-127.0,,,,-94.0,,-131.7,-119.2,,-150.2,,-140.8,-108.2,-125.0,False,,,,True,,False,False,,False,,False,False,False
13201,99,95.0,0.0,,,,29.0,,74.7,18.1,,14.6,,41.5,83.4,44.0,-4.0,-99.0,,,,-70.0,,-24.3,-80.8,,-84.4,,-57.5,-15.6,-55.0,False,,,,False,,False,False,,False,,False,False,False
13205,104,120.0,117.0,,,,84.0,,101.3,77.1,,12.1,,63.6,98.1,104.0,16.0,13.0,,,,-20.0,,-2.7,-26.9,,-91.9,,-40.4,-5.9,0.0,True,,,,False,,True,False,,False,,False,True,True
13207,209,100.0,79.0,,,,104.0,,113.4,69.9,,22.6,,35.4,73.4,7.0,-109.0,-130.0,,,,-105.0,,-95.6,-139.1,,-186.4,,-173.6,-135.6,-202.0,False,,,,True,,True,False,,False,,False,False,False
13209,103,80.0,54.0,,,,25.0,,72.2,32.1,,27.7,,41.6,60.1,54.0,-23.0,-49.0,,,,-78.0,,-30.8,-70.9,,-75.3,,-61.4,-42.9,-49.0,False,,,,False,,False,False,,False,,False,False,False
13211,235,40.0,1.0,,,,123.0,,41.8,38.2,,2.7,,5.0,62.3,23.0,-195.0,-234.0,,,,-112.0,,-193.2,-196.8,,-232.3,,-230.0,-172.7,-212.0,False,,,,True,,True,False,,False,,False,True,False
13213,368,130.0,157.0,,,,220.0,,126.5,70.4,,39.1,,39.7,74.9,109.0,-238.0,-211.0,,,,-148.0,,-241.5,-297.6,,-328.9,,-328.3,-293.1,-259.0,True,,,,True,,False,False,,False,,False,False,False
13215,673,515.0,320.0,,,,692.0,,372.9,386.8,,118.9,,165.6,340.8,437.0,-158.0,-353.0,,,,19.0,,-300.1,-286.2,,-554.1,,-507.4,-332.2,-236.0,False,,,,True,,False,False,,False,,False,False,False
13217,692,240.0,175.0,,,,321.0,,184.1,265.7,,114.2,,80.5,153.8,148.0,-452.0,-517.0,,,,-371.0,,-507.9,-426.3,,-577.8,,-611.5,-538.2,-544.0,False,,,,True,,False,True,,False,,False,False,False
13219,413,155.0,66.0,,,,135.0,,150.6,132.0,,55.6,,11.4,128.3,89.0,-258.0,-347.0,,,,-278.0,,-262.4,-281.0,,-357.4,,-401.6,-284.7,-324.0,False,,,,False,,False,False,,False,,False,False,False
13221,147,65.0,5.0,,,,68.0,,75.4,42.1,,20.9,,17.6,33.6,48.0,-82.0,-142.0,,,,-79.0,,-71.6,-104.9,,-126.1,,-129.4,-113.4,-99.0,False,,,,True,,True,False,,False,,False,False,False
13223,1167,420.0,576.0,,,,491.0,,308.4,431.4,,288.6,,97.6,341.8,225.0,-747.0,-591.0,,,,-676.0,,-858.6,-735.6,,-878.4,,-1069.4,-825.2,-942.0,True,,,,True,,False,True,,False,,False,False,False
13225,236,80.0,50.0,,,,90.0,,49.0,69.7,,12.1,,40.6,70.3,26.0,-156.0,-186.0,,,,-146.0,,-187.0,-166.3,,-223.9,,-195.4,-165.7,-210.0,False,,,,True,,False,False,,False,,False,False,False
13227,286,50.0,38.0,,,,143.0,,42.0,67.2,,29.4,,25.2,72.3,20.0,-236.0,-248.0,,,,-143.0,,-244.0,-218.8,,-256.6,,-260.8,-213.7,-266.0,False,,,,True,,False,True,,False,,False,True,False
13229,522,85.0,59.0,,,,54.0,,74.5,50.0,,7.8,,29.6,55.3,37.0,-437.0,-463.0,,,,-468.0,,-447.5,-472.0,,-514.2,,-492.4,-466.7,-485.0,False,,,,False,,False,False,,False,,False,False,False
13231,295,115.0,35.0,,,,54.0,,128.3,52.8,,22.4,,15.7,79.4,148.0,-180.0,-260.0,,,,-241.0,,-166.7,-242.2,,-272.6,,-279.3,-215.6,-147.0,False,,,,False,,True,False,,False,,False,False,True
13233,513,200.0,245.0,,,,256.0,,181.7,118.7,,40.0,,26.4,203.5,161.0,-313.0,-268.0,,,,-257.0,,-331.3,-394.3,,-473.0,,-486.6,-309.5,-352.0,True,,,,True,,False,False,,False,,False,True,False
13235,97,30.0,42.0,,,,40.0,,25.4,31.5,,3.0,,3.3,139.6,5.0,-67.0,-55.0,,,,-57.0,,-71.6,-65.5,,-94.0,,-93.7,42.6,-92.0,True,,,,True,,False,True,,False,,False,True,False
13237,209,130.0,35.0,,,,96.0,,86.2,74.2,,49.8,,107.0,91.2,166.0,-79.0,-174.0,,,,-113.0,,-122.8,-134.8,,-159.2,,-102.0,-117.8,-43.0,False,,,,False,,False,False,,False,,False,False,True
13239,26,10.0,0.0,,,,5.0,,10.1,1.3,,0.1,,13.3,7.1,29.0,-16.0,-26.0,,,,-21.0,,-15.9,-24.7,,-25.9,,-12.7,-18.9,3.0,False,,,,False,,True,False,,False,,True,False,True
13241,79,200.0,155.0,,,,62.0,,220.8,45.4,,135.0,,20.6,131.4,339.0,121.0,76.0,,,,-17.0,,141.8,-33.6,,56.0,,-58.4,52.4,260.0,True,,,,True,,False,True,,True,,True,True,False
13243,27,0.0,0.0,,,,41.0,,0.5,8.0,,0.1,,1.1,23.1,0.0,-27.0,-27.0,,,,14.0,,-26.5,-19.0,,-26.9,,-25.9,-3.9,-27.0,False,,,,True,,True,True,,True,,True,True,False
13245,1569,915.0,577.0,,,,1264.0,,683.4,699.9,,651.3,,125.2,758.2,568.0,-654.0,-992.0,,,,-305.0,,-885.6,-869.1,,-917.7,,-1443.8,-810.8,-1001.0,False,,,,True,,False,False,,False,,False,False,False
13247,481,230.0,184.0,,,,282.0,,177.7,227.3,,122.9,,158.9,178.4,185.0,-251.0,-297.0,,,,-199.0,,-303.3,-253.7,,-358.1,,-322.1,-302.6,-296.0,False,,,,True,,False,False,,False,,False,False,False
13249,47,5.0,0.0,,,,16.0,,4.6,5.4,,0.0,,2.8,7.7,2.0,-42.0,-47.0,,,,-31.0,,-42.4,-41.6,,-47.0,,-44.2,-39.3,-45.0,False,,,,True,,False,True,,False,,False,True,False
13251,68,55.0,77.0,,,,64.0,,59.6,55.8,,16.8,,12.4,39.4,40.0,-13.0,9.0,,,,-4.0,,-8.4,-12.2,,-51.2,,-55.6,-28.6,-28.0,True,,,,True,,True,True,,False,,False,False,False
13253,73,75.0,0.0,,,,49.0,,65.7,27.4,,13.7,,1.6,114.7,31.0,2.0,-73.0,,,,-24.0,,-7.3,-45.6,,-59.3,,-71.3,41.7,-42.0,False,,,,False,,False,False,,False,,False,False,False
13255,664,115.0,101.0,,,,215.0,,129.1,151.5,,69.4,,93.7,109.1,117.0,-549.0,-563.0,,,,-449.0,,-534.9,-512.5,,-594.6,,-570.4,-554.9,-547.0,False,,,,True,,True,True,,False,,False,False,True
13257,216,285.0,292.0,,,,192.0,,265.2,123.4,,257.6,,53.3,224.6,145.0,69.0,76.0,,,,-24.0,,49.2,-92.6,,41.6,,-162.7,8.6,-71.0,False,,,,True,,True,False,,True,,False,True,False
13259,96,10.0,0.0,,,,19.0,,6.4,21.9,,0.3,,1.2,13.2,0.0,-86.0,-96.0,,,,-77.0,,-89.6,-74.1,,-95.7,,-94.8,-82.8,-96.0,False,,,,True,,False,True,,False,,False,True,False
13261,221,60.0,20.0,,,,101.0,,48.4,69.6,,12.3,,20.4,64.9,28.0,-161.0,-201.0,,,,-120.0,,-172.6,-151.4,,-208.7,,-200.6,-156.1,-193.0,False,,,,True,,False,True,,False,,False,True,False
13263,46,0.0,0.0,,,,22.0,,2.2,6.0,,1.0,,1.1,4.4,6.0,-46.0,-46.0,,,,-24.0,,-43.8,-40.0,,-45.0,,-45.0,-41.6,-40.0,False,,,,True,,True,True,,True,,True,True,True
13265,10,5.0,0.0,,,,7.0,,0.7,1.6,,0.1,,4.3,,5.0,-5.0,-10.0,,,,-3.0,,-9.3,-8.4,,-9.9,,-5.7,,-5.0,False,,,,True,,False,False,,False,,False,,False
13267,179,80.0,120.0,,,,126.0,,96.9,64.7,,30.6,,13.1,68.6,80.0,-99.0,-59.0,,,,-53.0,,-82.1,-114.3,,-148.4,,-165.9,-110.4,-99.0,True,,,,True,,True,False,,False,,False,False,False
13269,91,45.0,33.0,,,,31.0,,30.5,23.4,,2.9,,32.7,48.0,14.0,-46.0,-58.0,,,,-60.0,,-60.5,-67.6,,-88.1,,-58.3,-43.0,-77.0,False,,,,False,,False,False,,False,,False,True,False
