,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
05141,61,24.0,26.4,,24.0,0.0,,,,,212.2,,206.0,,19.2,14.5,,9.2,47.2,20.0,,,,,,,,9.0,23.7,-37.0,-34.6,,-37.0,-61.0,,,,,151.2,,145.0,,-41.8,-46.5,,-51.8,-13.8,-41.0,,,,,,,,-52.0,-37.3,True,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,,,,False,False
05143,2092,1904.0,1805.8,1364.9,1669.0,2479.0,,,,,2349.6,,2005.0,,1541.7,926.7,,717.5,1819.7,112.2,,,,1748.8,1253.0,,,1212.0,1600.4,-188.0,-286.2,-727.1,-423.0,387.0,,,,,257.6,,-87.0,,-550.3,-1165.3,,-1374.5,-272.3,-1979.8,,,,-343.2,-839.0,,,-880.0,-491.6,False,False,False,False,,,,,False,,True,,False,False,,False,False,False,,,,False,False,,,False,False
05145,809,540.0,541.6,,544.0,502.0,,,,,813.7,,957.0,,599.6,231.7,,488.6,566.7,384.4,,,,,,,,510.0,1054.6,-269.0,-267.4,,-265.0,-307.0,,,,,4.7,,148.0,,-209.4,-577.3,,-320.4,-242.3,-424.6,,,,,,,,-299.0,245.6,True,,True,False,,,,,True,,True,,True,False,,False,True,False,,,,,,,,False,True
05147,81,44.0,42.4,,36.0,0.0,,,,,38.5,,33.0,,49.4,13.9,,11.2,40.3,,,,,,,,,47.0,234.9,-37.0,-38.6,,-45.0,-81.0,,,,,-42.5,,-48.0,,-31.6,-67.1,,-69.8,-40.7,,,,,,,,,-34.0,153.9,False,,False,False,,,,,False,,False,,True,False,,False,False,,,,,,,,,True,False
05149,112,104.0,105.8,,73.0,3.0,,,,,159.2,,222.0,,84.7,81.9,,15.2,93.0,0.6,,,,69.8,,,,4.0,47.0,-8.0,-6.2,,-39.0,-109.0,,,,,47.2,,110.0,,-27.3,-30.1,,-96.8,-19.0,-111.4,,,,-42.2,,,,-108.0,-65.0,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,False,,,,False,False
06001,2592,1804.0,1868.6,2099.5,1621.0,1802.0,,,,,2046.5,,1971.0,,1241.8,2913.7,,1168.3,2027.9,147.9,,,,1560.2,584.0,,,1229.0,1251.3,-788.0,-723.4,-492.5,-971.0,-790.0,,,,,-545.5,,-621.0,,-1350.2,321.7,,-1423.7,-564.1,-2444.1,,,,-1031.8,-2008.0,,,-1363.0,-1340.7,True,True,False,False,,,,,True,,True,,False,True,,False,True,False,,,,False,False,,,False,False
06003,20,4.0,4.1,,3.0,0.0,,,,,4.5,,0.0,,11.0,0.2,,0.0,1.0,,,,,,,,,13.0,4.0,-16.0,-15.9,,-17.0,-20.0,,,,,-15.5,,-20.0,,-9.0,-19.8,,-20.0,-19.0,,,,,,,,,-7.0,-16.0,True,,False,False,,,,,True,,False,,True,False,,False,False,,,,,,,,,True,True
06005,66,28.0,24.5,,28.0,29.0,,,,,184.1,,35.0,,28.3,38.6,,5.0,22.2,34.2,,,,,,,,58.0,15.4,-38.0,-41.5,,-38.0,-37.0,,,,,118.1,,-31.0,,-37.7,-27.4,,-61.0,-43.8,-31.8,,,,,,,,-8.0,-50.6,False,,False,True,,,,,False,,True,,True,True,,False,False,True,,,,,,,,True,False
06007,298,308.0,241.4,,247.0,532.0,,,,,291.2,,369.0,,210.3,396.5,,93.3,291.0,433.9,,,,269.5,100.0,,,260.0,86.1,10.0,-56.6,,-51.0,234.0,,,,,-6.8,,71.0,,-87.7,98.5,,-204.7,-7.0,135.9,,,,-28.5,-198.0,,,-38.0,-211.9,False,,False,False,,,,,True,,False,,False,False,,False,True,False,,,,False,False,,,False,False
06009,36,24.0,23.5,,25.0,0.0,,,,,292.6,,39.0,,26.7,51.8,,0.4,22.5,62.3,,,,,,,,15.0,6.8,-12.0,-12.5,,-11.0,-36.0,,,,,256.6,,3.0,,-9.3,15.8,,-35.6,-13.5,26.3,,,,,,,,-21.0,-29.2,False,,True,False,,,,,False,,True,,True,False,,False,False,False,,,,,,,,False,False
06011,38,20.0,21.3,,19.0,1.0,,,,,135.1,,35.0,,13.6,23.7,,4.3,26.7,0.2,,,,,,,,4.0,27.1,-18.0,-16.7,,-19.0,-37.0,,,,,97.1,,-3.0,,-24.4,-14.3,,-33.7,-11.3,-37.8,,,,,,,,-34.0,-10.9,True,,False,False,,,,,False,,True,,False,True,,False,True,False,,,,,,,,False,True
06013,2239,1908.0,2060.8,2000.7,1503.0,1353.0,,,,,1986.1,,1480.0,,1556.1,2066.5,,1274.7,1786.9,808.8,,,,1271.4,2608.0,,,1501.0,1040.9,-331.0,-178.2,-238.3,-736.0,-886.0,,,,,-252.9,,-759.0,,-682.9,-172.5,,-964.3,-452.1,-1430.2,,,,-967.6,369.0,,,-738.0,-1198.1,True,True,False,False,,,,,True,,False,,False,True,,False,False,False,,,,False,False,,,False,False
06015,34,92.0,96.2,,82.0,118.0,,,,,159.9,,79.0,,104.4,62.0,,17.0,67.3,28.1,,,,,,,,198.0,69.9,58.0,62.2,,48.0,84.0,,,,,125.9,,45.0,,70.4,28.0,,-17.0,33.3,-5.9,,,,,,,,164.0,35.9,False,,True,False,,,,,False,,True,,False,True,,True,True,True,,,,,,,,False,True
06017,248,236.0,238.3,,220.0,282.0,,,,,256.7,,171.0,,235.7,346.9,,51.1,223.7,284.7,,,,123.7,168.0,,,236.0,401.5,-12.0,-9.7,,-28.0,34.0,,,,,8.7,,-77.0,,-12.3,98.9,,-196.9,-24.3,36.7,,,,-124.3,-80.0,,,-12.0,153.5,True,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,False,False,,,False,False
06019,3070,1412.0,1489.3,1384.0,1305.0,811.0,,,,,1738.1,,1818.0,,1067.2,1681.6,,726.7,1603.8,27.7,,,,1597.2,465.0,,,564.0,1369.7,-1658.0,-1580.7,-1686.0,-1765.0,-2259.0,,,,,-1331.9,,-1252.0,,-2002.8,-1388.4,,-2343.3,-1466.2,-3042.3,,,,-1472.8,-2605.0,,,-2506.0,-1700.3,True,False,False,False,,,,,True,,True,,False,True,,False,True,False,,,,True,False,,,False,False
06021,90,92.0,93.4,,86.0,102.0,,,,,132.0,,63.0,,87.3,50.6,,18.9,82.0,0.0,,,,,,,,60.0,92.9,2.0,3.4,,-4.0,12.0,,,,,42.0,,-27.0,,-2.7,-39.4,,-71.1,-8.0,-90.0,,,,,,,,-30.0,2.9,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
06023,76,44.0,46.6,,43.0,12.0,,,,,333.2,,54.0,,44.6,130.2,,3.5,47.4,169.0,,,,,11.0,,,30.0,205.0,-32.0,-29.4,,-33.0,-64.0,,,,,257.2,,-22.0,,-31.4,54.2,,-72.5,-28.6,93.0,,,,,-65.0,,,-46.0,129.0,True,,False,False,,,,,False,,True,,True,False,,False,True,False,,,,,False,,,False,False
06025,1253,392.0,401.4,429.1,305.0,381.0,,,,,359.5,,252.0,,382.4,345.8,,92.1,290.3,1.3,,,,250.9,162.0,,,0.0,428.8,-861.0,-851.6,-823.9,-948.0,-872.0,,,,,-893.5,,-1001.0,,-870.6,-907.2,,-1160.9,-962.7,-1251.7,,,,-1002.1,-1091.0,,,-1253.0,-824.2,True,True,False,False,,,,,False,,False,,False,False,,False,False,False,,,,False,False,,,False,True
06027,48,44.0,43.5,,32.0,,,,,,172.5,,10.0,,58.1,14.9,,3.1,39.3,16.2,,,,,,,,123.0,22.9,-4.0,-4.5,,-16.0,,,,,,124.5,,-38.0,,10.1,-33.1,,-44.9,-8.7,-31.8,,,,,,,,75.0,-25.1,False,,False,,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
06029,2232,1952.0,1985.1,2068.2,1666.0,2556.0,,,,,1239.0,,2109.0,,1533.1,1576.3,,1265.9,1604.7,37.5,,,,3725.5,1182.0,,,2425.0,2023.3,-280.0,-246.9,-163.8,-566.0,324.0,,,,,-993.0,,-123.0,,-698.9,-655.7,,-966.1,-627.3,-2194.5,,,,1493.5,-1050.0,,,193.0,-208.7,True,True,False,False,,,,,False,,True,,False,False,,False,False,False,,,,False,False,,,True,True
06031,890,1108.0,1131.2,590.7,646.0,1523.0,,,,,701.7,,492.0,,673.8,200.7,,262.6,749.6,2.2,,,,1010.1,644.0,,,551.0,544.2,218.0,241.2,-299.3,-244.0,633.0,,,,,-188.3,,-398.0,,-216.2,-689.3,,-627.4,-140.4,-887.8,,,,120.1,-246.0,,,-339.0,-345.8,False,False,False,False,,,,,True,,False,,True,False,,False,True,False,,,,True,False,,,False,False
06033,119,188.0,198.7,,129.0,132.0,,,,,190.3,,110.0,,103.9,67.6,,104.6,142.3,257.5,,,,,,,,72.0,102.8,69.0,79.7,,10.0,13.0,,,,,71.3,,-9.0,,-15.1,-51.4,,-14.4,23.3,138.5,,,,,,,,-47.0,-16.2,False,,True,True,,,,,False,,True,,True,True,,True,True,False,,,,,,,,True,True
06035,44,36.0,40.2,,32.0,0.0,,,,,157.4,,42.0,,37.7,52.6,,5.8,40.7,0.0,,,,,,,,50.0,28.3,-8.0,-3.8,,-12.0,-44.0,,,,,113.4,,-2.0,,-6.3,8.6,,-38.2,-3.3,-44.0,,,,,,,,6.0,-15.7,True,,False,False,,,,,False,,True,,True,False,,False,True,False,,,,,,,,True,False
06037,38812,30108.0,29470.7,25633.6,24292.0,46895.0,,,,,66.6,,15619.0,,24155.0,12446.5,,28381.0,33146.9,1359.1,,,,19300.5,23884.0,,,33378.0,,-8704.0,-9341.3,-13178.4,-14520.0,8083.0,,,,,-38745.4,,-23193.0,,-14657.0,-26365.5,,-10431.0,-5665.1,-37452.9,,,,-19511.5,-14928.0,,,-5434.0,,False,False,False,True,,,,,False,,False,,False,False,,False,True,False,,,,False,False,,,True,
06039,501,424.0,429.0,,306.0,322.0,,,,,280.5,,343.0,,367.2,335.1,,32.3,313.5,1.4,,,,333.1,129.0,,,315.0,247.2,-77.0,-72.0,,-195.0,-179.0,,,,,-220.5,,-158.0,,-133.8,-165.9,,-468.7,-187.5,-499.6,,,,-167.9,-372.0,,,-186.0,-253.8,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,False,False,,,False,False
06041,361,428.0,421.5,,301.0,370.0,,,,,255.0,,325.0,,340.8,267.9,,273.0,373.2,123.9,,,,248.8,186.0,,,460.0,596.1,67.0,60.5,,-60.0,9.0,,,,,-106.0,,-36.0,,-20.2,-93.1,,-88.0,12.2,-237.1,,,,-112.2,-175.0,,,99.0,235.1,True,,True,True,,,,,False,,True,,True,False,,False,True,False,,,,False,False,,,False,False
06043,12,4.0,4.0,,4.0,0.0,,,,,67.3,,16.0,,5.7,8.6,,3.7,2.8,,,,,,,,,2.0,4.0,-8.0,-8.0,,-8.0,-12.0,,,,,55.3,,4.0,,-6.3,-3.4,,-8.3,-9.2,,,,,,,,,-10.0,-8.0,True,,False,False,,,,,False,,True,,True,True,,False,False,,,,,,,,,False,True
06045,181,188.0,183.1,,193.0,316.0,,,,,254.6,,91.0,,199.6,241.0,,90.6,209.0,461.7,,,,,,,,161.0,212.1,7.0,2.1,,12.0,135.0,,,,,73.6,,-90.0,,18.6,60.0,,-90.4,28.0,280.7,,,,,,,,-20.0,31.1,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
06047,833,464.0,492.1,291.7,356.0,346.0,,,,,466.2,,621.0,,388.0,707.7,,125.5,371.6,0.6,,,,621.1,187.0,,,312.0,508.0,-369.0,-340.9,-541.3,-477.0,-487.0,,,,,-366.8,,-212.0,,-445.0,-125.3,,-707.5,-461.4,-832.4,,,,-211.9,-646.0,,,-521.0,-325.0,True,False,False,False,,,,,True,,True,,False,True,,False,False,False,,,,True,False,,,False,True
06049,46,4.0,2.9,,4.0,0.0,,,,,12.2,,5.0,,8.4,13.0,,0.6,1.0,,,,,,,,,3.0,4.6,-42.0,-43.1,,-42.0,-46.0,,,,,-33.8,,-41.0,,-37.6,-33.0,,-45.4,-45.0,,,,,,,,,-43.0,-41.4,False,,False,False,,,,,True,,True,,True,True,,False,False,,,,,,,,,False,True
06051,164,12.0,12.8,,9.0,0.0,,,,,194.3,,8.0,,10.5,8.3,,0.6,11.4,0.0,,,,,,,,13.0,8.5,-152.0,-151.2,,-155.0,-164.0,,,,,30.3,,-156.0,,-153.5,-155.7,,-163.4,-152.6,-164.0,,,,,,,,-151.0,-155.5,True,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,,,,True,False
06053,1549,1472.0,1466.8,1342.0,1041.0,1447.0,,,,,1313.3,,817.0,,1263.0,1157.7,,615.6,1113.0,11.5,,,,1032.4,800.0,,,1550.0,676.5,-77.0,-82.2,-207.0,-508.0,-102.0,,,,,-235.7,,-732.0,,-286.0,-391.3,,-933.4,-436.0,-1537.5,,,,-516.6,-749.0,,,1.0,-872.5,False,False,False,False,,,,,False,,False,,False,False,,False,False,False,,,,False,False,,,True,False
06055,394,232.0,238.2,,188.0,171.0,,,,,376.0,,252.0,,149.0,246.3,,54.3,253.6,281.7,,,,145.1,168.0,,,71.0,158.9,-162.0,-155.8,,-206.0,-223.0,,,,,-18.0,,-142.0,,-245.0,-147.7,,-339.7,-140.4,-112.3,,,,-248.9,-226.0,,,-323.0,-235.1,True,,False,False,,,,,True,,True,,False,True,,False,True,True,,,,False,False,,,False,False
06057,137,76.0,92.8,,68.0,47.0,,,,,204.4,,69.0,,57.3,100.6,,29.7,79.9,206.9,,,,,,,,36.0,38.2,-61.0,-44.2,,-69.0,-90.0,,,,,67.4,,-68.0,,-79.7,-36.4,,-107.3,-57.1,69.9,,,,,,,,-101.0,-98.8,True,,False,False,,,,,False,,False,,False,True,,False,True,False,,,,,,,,False,False
06059,6212,4696.0,4802.8,4967.2,3675.0,2930.0,,,,,1685.5,,3133.0,,3757.2,3054.9,,4029.9,5534.8,258.4,,,,3238.3,4189.0,,,4918.0,4228.5,-1516.0,-1409.2,-1244.8,-2537.0,-3282.0,,,,,-4526.5,,-3079.0,,-2454.8,-3157.1,,-2182.1,-677.2,-5953.6,,,,-2973.7,-2023.0,,,-1294.0,-1983.5,True,True,False,False,,,,,False,,False,,False,False,,False,True,False,,,,False,False,,,True,False
06061,942,488.0,511.1,,424.0,986.0,,,,,395.9,,415.0,,437.7,738.7,,191.4,382.7,628.2,,,,413.1,171.0,,,705.0,355.8,-454.0,-430.9,,-518.0,44.0,,,,,-546.1,,-527.0,,-504.3,-203.3,,-750.6,-559.3,-313.8,,,,-528.9,-771.0,,,-237.0,-586.2,True,,False,True,,,,,False,,False,,False,True,,False,False,True,,,,False,False,,,True,False
06063,47,4.0,4.3,,4.0,0.0,,,,,98.8,,9.0,,7.9,16.5,,1.9,2.1,,,,,,,,,34.0,4.3,-43.0,-42.7,,-43.0,-47.0,,,,,51.8,,-38.0,,-39.1,-30.5,,-45.1,-44.9,,,,,,,,,-13.0,-42.7,True,,False,False,,,,,False,,True,,True,True,,False,False,,,,,,,,,True,True
06065,8872,7560.0,7746.8,7560.8,5514.0,8050.0,,,,,1826.6,,4910.0,,6846.1,3804.6,,3403.9,6987.5,1212.9,,,,5464.9,2443.0,,,8537.0,,-1312.0,-1125.2,-1311.2,-3358.0,-822.0,,,,,-7045.4,,-3962.0,,-2025.9,-5067.4,,-5468.1,-1884.5,-7659.1,,,,-3407.1,-6429.0,,,-335.0,,True,True,False,True,,,,,False,,False,,False,False,,False,False,False,,,,False,False,,,True,
06067,3881,3176.0,3053.0,3354.6,2616.0,4234.0,,,,,3688.6,,1833.0,,2385.5,3664.5,,1978.5,2272.8,2482.4,,,,3387.6,1377.0,,,2793.0,2034.0,-705.0,-828.0,-526.4,-1265.0,353.0,,,,,-192.4,,-2048.0,,-1495.5,-216.5,,-1902.5,-1608.2,-1398.6,,,,-493.4,-2504.0,,,-1088.0,-1847.0,False,True,False,True,,,,,True,,False,,False,True,,False,False,False,,,,True,False,,,False,False
06069,128,76.0,71.8,,68.0,41.0,,,,,187.9,,131.0,,63.9,53.2,,16.7,76.5,0.3,,,,97.1,,,,45.0,74.5,-52.0,-56.2,,-60.0,-87.0,,,,,59.9,,3.0,,-64.1,-74.8,,-111.3,-51.5,-127.7,,,,-30.9,,,,-83.0,-53.5,False,,False,False,,,,,False,,True,,False,False,,False,True,False,,,,True,,,,False,False
06071,10408,7292.0,7016.4,6662.6,5344.0,6254.0,,,,,2834.4,,4503.0,,5993.2,5787.1,,5246.9,6857.9,788.5,,,,5343.7,3650.0,,,6404.0,4287.0,-3116.0,-3391.6,-3745.4,-5064.0,-4154.0,,,,,-7573.6,,-5905.0,,-4414.8,-4620.9,,-5161.1,-3550.1,-9619.5,,,,-5064.3,-6758.0,,,-4004.0,-6121.0,False,False,False,False,,,,,False,,False,,False,False,,False,False,False,,,,False,False,,,False,False
06073,9513,7772.0,7847.6,8056.8,6886.0,8003.0,,,,,4120.2,,3150.0,,6848.7,5356.4,,6752.0,9424.3,1956.4,,,,4608.8,7637.0,,,9032.0,5059.1,-1741.0,-1665.4,-1456.2,-2627.0,-1510.0,,,,,-5392.8,,-6363.0,,-2664.3,-4156.6,,-2761.0,-88.7,-7556.6,,,,-4904.2,-1876.0,,,-481.0,-4453.9,True,True,False,True,,,,,False,,False,,False,False,,False,True,False,,,,False,False,,,True,False
06075,1240,824.0,820.5,1159.3,758.0,801.0,,,,,94.2,,840.0,,800.9,1440.9,,400.8,826.2,0.0,,,,642.1,981.0,,,638.0,390.4,-416.0,-419.5,-80.7,-482.0,-439.0,,,,,-1145.8,,-400.0,,-439.1,200.9,,-839.2,-413.8,-1240.0,,,,-597.9,-259.0,,,-602.0,-849.6,False,True,False,False,,,,,False,,True,,False,True,,False,True,False,,,,False,True,,,False,False
06077,1807,1372.0,1206.4,1328.4,1084.0,2060.0,,,,,2346.5,,1201.0,,1168.9,1192.6,,349.2,855.5,28.3,,,,1096.3,208.0,,,1101.0,1163.5,-435.0,-600.6,-478.6,-723.0,253.0,,,,,539.5,,-606.0,,-638.1,-614.4,,-1457.8,-951.5,-1778.7,,,,-710.7,-1599.0,,,-706.0,-643.5,False,False,False,True,,,,,False,,False,,False,False,,False,False,False,,,,False,False,,,False,False
06079,726,628.0,670.0,,571.0,576.0,,,,,369.2,,815.0,,585.0,956.9,,342.6,578.9,594.7,,,,521.7,285.0,,,761.0,525.1,-98.0,-56.0,,-155.0,-150.0,,,,,-356.8,,89.0,,-141.0,230.9,,-383.4,-147.1,-131.3,,,,-204.3,-441.0,,,35.0,-200.9,True,,False,False,,,,,False,,True,,False,False,,False,False,False,,,,False,False,,,True,False
06081,1300,1212.0,1188.5,1820.0,949.0,902.0,,,,,907.5,,896.0,,1092.7,2231.2,,729.7,1132.2,105.3,,,,1040.7,580.0,,,1338.0,578.3,-88.0,-111.5,520.0,-351.0,-398.0,,,,,-392.5,,-404.0,,-207.3,931.2,,-570.3,-167.8,-1194.7,,,,-259.3,-720.0,,,38.0,-721.7,False,False,False,False,,,,,False,,False,,False,False,,False,False,False,,,,False,False,,,True,False
06083,720,636.0,648.9,831.1,576.0,477.0,,,,,476.6,,760.0,,549.2,966.4,,346.0,604.1,508.0,,,,978.4,229.0,,,448.0,375.8,-84.0,-71.1,111.1,-144.0,-243.0,,,,,-243.4,,40.0,,-170.8,246.4,,-374.0,-115.9,-212.0,,,,258.4,-491.0,,,-272.0,-344.2,True,False,False,False,,,,,False,,True,,False,False,,False,False,False,,,,False,False,,,False,False
06085,3718,2740.0,2677.0,3270.6,2422.0,2383.0,,,,,2797.2,,2087.0,,2352.7,4221.3,,2895.1,3106.0,447.4,,,,2143.0,1560.0,,,3392.0,1990.6,-978.0,-1041.0,-447.4,-1296.0,-1335.0,,,,,-920.8,,-1631.0,,-1365.3,503.3,,-822.9,-612.0,-3270.6,,,,-1575.0,-2158.0,,,-326.0,-1727.4,False,True,False,False,,,,,True,,False,,False,True,,True,True,False,,,,False,False,,,True,False
06087,511,328.0,366.0,,327.0,123.0,,,,,425.6,,278.0,,341.0,749.6,,231.9,375.8,680.9,,,,249.9,1103.0,,,298.0,1064.6,-183.0,-145.0,,-184.0,-388.0,,,,,-85.4,,-233.0,,-170.0,238.6,,-279.1,-135.2,169.9,,,,-261.1,592.0,,,-213.0,553.6,True,,False,False,,,,,True,,False,,True,False,,False,True,True,,,,False,False,,,False,False
06089,1122,1228.0,1248.7,,1327.0,1545.0,,,,,378.3,,365.0,,2154.1,524.0,,1956.0,1406.8,1017.0,,,,711.5,2316.0,,,980.0,5181.6,106.0,126.7,,205.0,423.0,,,,,-743.7,,-757.0,,1032.1,-598.0,,834.0,284.8,-105.0,,,,-410.5,1194.0,,,-142.0,4059.6,False,,False,False,,,,,False,,False,,False,False,,False,False,True,,,,False,False,,,False,False
06091,1,0.0,0.0,,0.0,0.0,,,,,13.5,,0.0,,2.5,0.4,,0.1,0.0,,,,,,,,,0.0,4.0,-1.0,-1.0,,-1.0,-1.0,,,,,12.5,,-1.0,,1.5,-0.6,,-0.9,-1.0,,,,,,,,,-1.0,3.0,False,,False,False,,,,,False,,False,,False,True,,True,True,,,,,,,,,False,False
06093,113,48.0,46.1,,40.0,13.0,,,,,134.8,,73.0,,30.0,49.3,,12.2,40.7,52.1,,,,,,,,58.0,39.0,-65.0,-66.9,,-73.0,-100.0,,,,,21.8,,-40.0,,-83.0,-63.7,,-100.8,-72.3,-60.9,,,,,,,,-55.0,-74.0,False,,False,False,,,,,True,,True,,False,True,,False,False,True,,,,,,,,True,False
06095,1382,920.0,937.2,,764.0,925.0,,,,,626.4,,659.0,,889.9,869.3,,516.5,768.0,578.0,,,,855.7,230.0,,,1050.0,618.0,-462.0,-444.8,,-618.0,-457.0,,,,,-755.6,,-723.0,,-492.1,-512.7,,-865.5,-614.0,-804.0,,,,-526.3,-1152.0,,,-332.0,-764.0,True,,False,True,,,,,False,,False,,False,False,,False,False,False,,,,False,False,,,True,False
06097,1896,2400.0,2334.3,2674.6,2104.0,2955.0,,,,,1267.2,,777.0,,2144.7,1301.7,,1743.7,2328.0,1764.6,,,,2055.2,2487.0,,,4431.0,1190.8,504.0,438.3,778.6,208.0,1059.0,,,,,-628.8,,-1119.0,,248.7,-594.3,,-152.3,432.0,-131.4,,,,159.2,591.0,,,2535.0,-705.2,True,False,True,False,,,,,False,,False,,True,False,,True,True,True,,,,True,False,,,False,False
06099,1366,1196.0,1216.3,967.7,981.0,4539.0,,,,,1265.5,,1084.0,,1010.1,761.8,,792.9,1279.1,6.7,,,,785.4,678.0,,,2344.0,483.3,-170.0,-149.7,-398.3,-385.0,3173.0,,,,,-100.5,,-282.0,,-355.9,-604.2,,-573.1,-86.9,-1359.3,,,,-580.6,-688.0,,,978.0,-882.7,True,False,False,False,,,,,True,,False,,False,False,,False,True,False,,,,False,False,,,False,False
06101,217,108.0,107.9,,107.0,55.0,,,,,257.4,,146.0,,116.7,173.9,,17.7,99.1,143.2,,,,92.9,,,,162.0,27.2,-109.0,-109.1,,-110.0,-162.0,,,,,40.4,,-71.0,,-100.3,-43.1,,-199.3,-117.9,-73.8,,,,-124.1,,,,-55.0,-189.8,False,,False,False,,,,,True,,True,,True,True,,False,False,True,,,,False,,,,True,False
06103,342,252.0,251.8,,231.0,410.0,,,,,66.9,,141.0,,290.0,204.5,,204.5,261.8,154.0,,,,,,,,338.0,298.9,-90.0,-90.2,,-111.0,68.0,,,,,-275.1,,-201.0,,-52.0,-137.5,,-137.5,-80.2,-188.0,,,,,,,,-4.0,-43.1,False,,False,True,,,,,False,,False,,True,False,,False,True,False,,,,,,,,True,True
06105,25,36.0,38.7,,18.0,1.0,,,,,18.1,,54.0,,89.2,11.7,,0.3,8.9,,,,,,,,,102.0,181.8,11.0,13.7,,-7.0,-24.0,,,,,-6.9,,29.0,,64.2,-13.3,,-24.7,-16.1,,,,,,,,,77.0,156.8,False,,True,False,,,,,True,,False,,False,False,,False,False,,,,,,,,,False,False
06107,1518,1580.0,1583.9,1425.2,1245.0,1683.0,,,,,871.9,,1142.0,,1302.1,1005.4,,658.6,1392.9,13.9,,,,1336.4,806.0,,,1298.0,661.9,62.0,65.9,-92.8,-273.0,165.0,,,,,-646.1,,-376.0,,-215.9,-512.6,,-859.4,-125.1,-1504.1,,,,-181.6,-712.0,,,-220.0,-856.1,False,False,False,False,,,,,False,,False,,False,False,,False,False,False,,,,False,False,,,False,False
06109,92,28.0,29.6,,27.0,6.0,,,,,137.4,,59.0,,25.5,53.9,,5.6,25.8,59.2,,,,,,,,85.0,44.6,-64.0,-62.4,,-65.0,-86.0,,,,,45.4,,-33.0,,-66.5,-38.1,,-86.4,-66.2,-32.8,,,,,,,,-7.0,-47.4,True,,False,False,,,,,True,,True,,False,True,,False,False,True,,,,,,,,True,True
06111,1753,1396.0,1410.6,1455.8,1226.0,1351.0,,,,,2040.9,,997.0,,1199.3,2279.7,,1193.9,1474.4,99.6,,,,901.1,792.0,,,1381.0,859.6,-357.0,-342.4,-297.2,-527.0,-402.0,,,,,287.9,,-756.0,,-553.7,526.7,,-559.1,-278.6,-1653.4,,,,-851.9,-961.0,,,-372.0,-893.4,True,True,False,False,,,,,True,,False,,False,False,,False,True,False,,,,False,False,,,False,False
06113,521,300.0,281.6,,288.0,493.0,,,,,434.4,,324.0,,248.5,389.9,,175.7,352.9,442.6,,,,307.5,224.0,,,452.0,134.6,-221.0,-239.4,,-233.0,-28.0,,,,,-86.6,,-197.0,,-272.5,-131.1,,-345.3,-168.1,-78.4,,,,-213.5,-297.0,,,-69.0,-386.4,False,,False,True,,,,,True,,True,,False,True,,False,True,True,,,,True,False,,,True,False
