,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
06095,1123,777.0,,776.2,,625.0,1042.0,,,,,806.6,,500.0,,648.9,586.4,,431.3,640.3,7.5,,1115.0,,,,683.9,164.0,,1009.0,431.6,-346.0,,-346.8,,-498.0,-81.0,,,,,-316.4,,-623.0,,-474.1,-536.6,,-691.7,-482.7,-1115.5,,-8.0,,,,-439.1,-959.0,,-114.0,-691.4,,False,,False,True,,,,,True,,False,,False,False,,False,False,False,,True,,,,False,False,,True,False
06097,1438,1374.0,,1391.6,1563.0,1114.0,832.0,,,,,2134.2,,469.0,,1555.6,1164.0,,978.0,1055.5,1461.3,,1664.0,,,,1141.6,828.0,,1462.0,729.5,-64.0,,-46.4,125.0,-324.0,-606.0,,,,,696.2,,-969.0,,117.6,-274.0,,-460.0,-382.5,23.3,,226.0,,,,-296.4,-610.0,,24.0,-708.5,,True,False,False,False,,,,,False,,False,,False,False,,False,False,True,,False,,,,False,False,,True,False
06099,1124,726.0,,769.2,816.1,735.0,914.0,,,,,826.0,,978.0,,672.3,1093.8,,508.8,921.9,4.2,,946.0,,,,751.0,434.0,,913.0,550.7,-398.0,,-354.8,-307.9,-389.0,-210.0,,,,,-298.0,,-146.0,,-451.7,-30.2,,-615.2,-202.1,-1119.8,,-178.0,,,,-373.0,-690.0,,-211.0,-573.3,,True,True,True,True,,,,,True,,True,,False,True,,False,True,False,,True,,,,True,False,,True,False
06101,196,63.0,,62.3,,55.0,27.0,,,,,221.3,,119.0,,53.3,97.3,,16.5,63.3,5.0,,30.0,,,,59.5,,,35.0,8.0,-133.0,,-133.7,,-141.0,-169.0,,,,,25.3,,-77.0,,-142.7,-98.7,,-179.5,-132.7,-191.0,,-166.0,,,,-136.5,,,-161.0,-188.0,,False,,False,False,,,,,True,,True,,False,True,,False,True,False,,False,,,,False,,,False,False
06103,287,165.0,,153.5,,166.0,213.0,,,,,80.2,,86.0,,224.1,198.6,,183.7,234.8,107.3,,150.0,,,,,,,126.0,132.5,-122.0,,-133.5,,-121.0,-74.0,,,,,-206.8,,-201.0,,-62.9,-88.4,,-103.3,-52.2,-179.7,,-137.0,,,,,,,-161.0,-154.5,,False,,True,True,,,,,False,,False,,True,True,,True,True,False,,False,,,,,,,False,False
06105,24,0.0,,0.0,,0.0,0.0,,,,,10.3,,77.0,,9.1,6.8,,0.3,2.3,,,6.0,,,,,,,0.0,9.3,-24.0,,-24.0,,-24.0,-24.0,,,,,-13.7,,53.0,,-14.9,-17.2,,-23.7,-21.7,,,-18.0,,,,,,,-24.0,-14.7,,False,,False,False,,,,,True,,False,,True,True,,True,True,,,True,,,,,,,False,True
06107,1192,978.0,,947.9,1080.0,853.0,839.0,,,,,1255.6,,938.0,,922.8,644.5,,424.5,838.0,8.0,,1032.0,,,,731.2,828.0,,1081.0,638.9,-214.0,,-244.1,-112.0,-339.0,-353.0,,,,,63.6,,-254.0,,-269.2,-547.5,,-767.5,-354.0,-1184.0,,-160.0,,,,-460.8,-364.0,,-111.0,-553.1,,False,True,False,False,,,,,True,,False,,False,False,,False,False,False,,True,,,,False,False,,True,False
06109,80,36.0,,35.0,,32.0,16.0,,,,,29.6,,69.0,,29.7,58.3,,15.0,34.1,37.4,,27.0,,,,,,,45.0,16.9,-44.0,,-45.0,,-48.0,-64.0,,,,,-50.4,,-11.0,,-50.3,-21.7,,-65.0,-45.9,-42.6,,-53.0,,,,,,,-35.0,-63.1,,False,,False,False,,,,,False,,True,,False,True,,False,False,True,,False,,,,,,,True,False
06111,1417,1008.0,,1019.6,1432.8,813.0,852.0,,,,,2650.7,,806.0,,944.9,1482.2,,688.3,902.6,64.3,,929.0,,,,722.7,553.0,,1006.0,496.4,-409.0,,-397.4,15.8,-604.0,-565.0,,,,,1233.7,,-611.0,,-472.1,65.2,,-728.7,-514.4,-1352.7,,-488.0,,,,-694.3,-864.0,,-411.0,-920.6,,True,True,False,False,,,,,False,,False,,False,True,,False,False,False,,False,,,,False,False,,False,False
06113,417,312.0,,311.6,,276.0,470.0,,,,,303.4,,241.0,,277.2,271.4,,235.7,365.4,24.3,,467.0,,,,231.9,291.0,,389.0,182.2,-105.0,,-105.4,,-141.0,53.0,,,,,-113.6,,-176.0,,-139.8,-145.6,,-181.3,-51.6,-392.7,,50.0,,,,-185.1,-126.0,,-28.0,-234.8,,False,,False,True,,,,,False,,False,,False,False,,False,True,False,,True,,,,False,False,,True,False
06115,181,78.0,,72.6,,63.0,52.0,,,,,166.6,,85.0,,72.0,109.1,,32.9,81.1,0.9,,69.0,,,,49.8,,,56.0,53.0,-103.0,,-108.4,,-118.0,-129.0,,,,,-14.4,,-96.0,,-109.0,-71.9,,-148.1,-99.9,-180.1,,-112.0,,,,-131.2,,,-125.0,-128.0,,False,,False,False,,,,,True,,True,,False,True,,False,True,False,,False,,,,False,,,False,False
08001,6229,3231.0,,3212.3,3137.4,3111.0,3808.0,,,,,2871.8,,1601.0,,2327.2,2774.3,,2278.4,3695.1,2276.1,,5010.0,,,,2073.6,4124.0,,3137.0,1306.6,-2998.0,,-3016.7,-3091.6,-3118.0,-2421.0,,,,,-3357.2,,-4628.0,,-3901.8,-3454.7,,-3950.6,-2533.9,-3952.9,,-1219.0,,,,-4155.4,-2105.0,,-3092.0,-4922.4,,False,False,False,True,,,,,False,,False,,False,False,,False,True,False,,True,,,,False,True,,False,False
08003,107,63.0,,60.6,,39.0,,,,,,55.9,,55.0,,24.8,24.4,,24.2,63.6,0.0,,78.0,,,,,,,25.0,92.1,-44.0,,-46.4,,-68.0,,,,,,-51.1,,-52.0,,-82.2,-82.6,,-82.8,-43.4,-107.0,,-29.0,,,,,,,-82.0,-14.9,,False,,False,,,,,,False,,False,,False,False,,False,True,False,,True,,,,,,,False,True
08005,4936,2436.0,,2439.1,2459.5,2432.0,2837.0,,,,,1279.1,,1814.0,,1677.3,3236.7,,1847.2,2631.1,2931.7,,3840.0,,,,1547.0,3412.0,,2968.0,956.6,-2500.0,,-2496.9,-2476.5,-2504.0,-2099.0,,,,,-3656.9,,-3122.0,,-3258.7,-1699.3,,-3088.8,-2304.9,-2004.3,,-1096.0,,,,-3389.0,-1524.0,,-1968.0,-3979.4,,True,True,False,True,,,,,False,,False,,False,True,,False,True,True,,True,,,,False,True,,True,False
08007,14,3.0,,2.7,,4.0,0.0,,,,,30.6,,20.0,,6.0,13.1,,6.0,7.1,,,14.0,,,,,,,2.0,7.7,-11.0,,-11.3,,-10.0,-14.0,,,,,16.6,,6.0,,-8.0,-0.9,,-8.0,-6.9,,,0.0,,,,,,,-12.0,-6.3,,False,,True,False,,,,,False,,True,,True,True,,True,True,,,True,,,,,,,False,True
08009,16,12.0,,12.1,,7.0,0.0,,,,,14.7,,20.0,,13.1,0.2,,1.0,3.0,,,,,,,,,,36.0,17.3,-4.0,,-3.9,,-9.0,-16.0,,,,,-1.3,,4.0,,-2.9,-15.8,,-15.0,-13.0,,,,,,,,,,20.0,1.3,,True,,False,False,,,,,True,,False,,True,False,,False,False,,,,,,,,,,False,True
08011,13,3.0,,2.9,,3.0,0.0,,,,,18.8,,15.0,,3.2,1.0,,0.6,1.3,,,3.0,,,,,,,9.0,3.0,-10.0,,-10.1,,-10.0,-13.0,,,,,5.8,,2.0,,-9.8,-12.0,,-12.4,-11.7,,,-10.0,,,,,,,-4.0,-10.0,,False,,False,False,,,,,True,,True,,True,False,,False,False,,,False,,,,,,,True,False
08013,1787,609.0,,764.6,,600.0,565.0,,,,,2537.8,,650.0,,400.8,888.6,,560.5,694.6,1250.0,,422.0,,,,642.7,326.0,,540.0,916.9,-1178.0,,-1022.4,,-1187.0,-1222.0,,,,,750.8,,-1137.0,,-1386.2,-898.4,,-1226.5,-1092.4,-537.0,,-1365.0,,,,-1144.3,-1461.0,,-1247.0,-870.1,,True,,False,False,,,,,True,,True,,False,True,,False,True,True,,False,,,,True,False,,False,True
08014,464,141.0,,141.2,,136.0,119.0,,,,,216.9,,162.0,,131.0,224.1,,105.2,167.4,,,166.0,,,,,,,120.0,,-323.0,,-322.8,,-328.0,-345.0,,,,,-247.1,,-302.0,,-333.0,-239.9,,-358.8,-296.6,,,-298.0,,,,,,,-344.0,,,True,,False,False,,,,,True,,True,,False,True,,False,True,,,True,,,,,,,False,
08015,92,39.0,,46.0,,39.0,29.0,,,,,65.7,,61.0,,25.7,16.8,,7.8,43.3,48.9,,54.0,,,,,,,7.0,28.7,-53.0,,-46.0,,-53.0,-63.0,,,,,-26.3,,-31.0,,-66.3,-75.2,,-84.2,-48.7,-43.1,,-38.0,,,,,,,-85.0,-63.3,,True,,False,False,,,,,True,,True,,False,False,,False,True,True,,True,,,,,,,False,False
08017,2,0.0,,0.2,,0.0,0.0,,,,,16.6,,11.0,,0.3,0.4,,0.5,0.3,,,0.0,,,,,,,0.0,3.6,-2.0,,-1.8,,-2.0,-2.0,,,,,14.6,,9.0,,-1.7,-1.6,,-1.5,-1.7,,,-2.0,,,,,,,-2.0,1.6,,True,,False,False,,,,,False,,False,,True,True,,True,True,,,False,,,,,,,False,True
08019,40,9.0,,10.7,,11.0,0.0,,,,,20.2,,15.0,,63.6,3.8,,6.6,21.0,,,,,,,,,,24.0,5.3,-31.0,,-29.3,,-29.0,-40.0,,,,,-19.8,,-25.0,,23.6,-36.2,,-33.4,-19.0,,,,,,,,,,-16.0,-34.7,,True,,True,False,,,,,True,,True,,True,False,,False,True,,,,,,,,,,True,False
08021,52,30.0,,28.6,,19.0,,,,,,24.6,,16.0,,19.3,19.2,,9.3,30.4,,,45.0,,,,,,,67.0,13.1,-22.0,,-23.4,,-33.0,,,,,,-27.4,,-36.0,,-32.7,-32.8,,-42.7,-21.6,,,-7.0,,,,,,,15.0,-38.9,,False,,False,,,,,,False,,False,,False,False,,False,True,,,True,,,,,,,True,False
08023,13,0.0,,0.0,,0.0,0.0,,,,,14.9,,10.0,,2.6,0.7,,2.8,2.5,,,7.0,,,,,,,2.0,3.3,-13.0,,-13.0,,-13.0,-13.0,,,,,1.9,,-3.0,,-10.4,-12.3,,-10.2,-10.5,,,-6.0,,,,,,,-11.0,-9.7,,False,,False,False,,,,,True,,True,,True,True,,True,True,,,True,,,,,,,True,True
08025,122,18.0,,18.6,,12.0,,,,,,20.8,,21.0,,11.4,2.2,,6.8,5.5,,,21.0,,,,,,,57.0,44.1,-104.0,,-103.4,,-110.0,,,,,,-101.2,,-101.0,,-110.6,-119.8,,-115.2,-116.5,,,-101.0,,,,,,,-65.0,-77.9,,True,,False,,,,,,True,,True,,False,False,,False,False,,,True,,,,,,,True,True
08027,13,3.0,,3.6,,3.0,0.0,,,,,13.3,,10.0,,4.7,1.4,,0.8,0.9,,,3.0,,,,,,,6.0,3.0,-10.0,,-9.4,,-10.0,-13.0,,,,,0.3,,-3.0,,-8.3,-11.6,,-12.2,-12.1,,,-10.0,,,,,,,-7.0,-10.0,,True,,False,False,,,,,True,,True,,True,False,,False,False,,,False,,,,,,,True,False
08029,67,6.0,,3.9,,5.0,0.0,,,,,38.3,,43.0,,8.0,32.8,,0.0,4.8,47.9,,10.0,,,,,,,18.0,3.3,-61.0,,-63.1,,-62.0,-67.0,,,,,-28.7,,-24.0,,-59.0,-34.2,,-67.0,-62.2,-19.1,,-57.0,,,,,,,-49.0,-63.7,,False,,False,False,,,,,True,,True,,True,True,,False,False,True,,True,,,,,,,True,False
08031,6863,3387.0,,3471.9,3298.9,3343.0,3536.0,,,,,2491.0,,1977.0,,2284.7,2235.4,,3160.5,3758.3,3423.4,,5208.0,,,,2099.5,4673.0,,3637.0,1799.6,-3476.0,,-3391.1,-3564.1,-3520.0,-3327.0,,,,,-4372.0,,-4886.0,,-4578.3,-4627.6,,-3702.5,-3104.7,-3439.6,,-1655.0,,,,-4763.5,-2190.0,,-3226.0,-5063.4,,True,False,False,True,,,,,False,,False,,False,False,,False,True,True,,True,,,,False,True,,True,False
08033,0,0.0,,0.0,,0.0,0.0,,,,,8.2,,9.0,,0.4,1.4,,,0.0,,,0.0,,,,,,,0.0,3.0,0.0,,0.0,,0.0,0.0,,,,,8.2,,9.0,,0.4,1.4,,,0.0,,,0.0,,,,,,,0.0,3.0,,True,,True,True,,,,,False,,False,,False,False,,,False,,,True,,,,,,,True,False
08035,2074,855.0,,873.5,,832.0,1189.0,,,,,1001.0,,608.0,,725.2,1263.9,,747.7,833.0,1285.4,,1182.0,,,,583.6,860.0,,1003.0,468.5,-1219.0,,-1200.5,,-1242.0,-885.0,,,,,-1073.0,,-1466.0,,-1348.8,-810.1,,-1326.3,-1241.0,-788.6,,-892.0,,,,-1490.4,-1214.0,,-1071.0,-1605.5,,True,,False,True,,,,,True,,False,,False,True,,False,False,True,,True,,,,False,True,,True,False
08037,319,90.0,,84.8,,70.0,48.0,,,,,140.5,,83.0,,95.9,74.4,,22.7,109.8,31.3,,132.0,,,,57.6,,,157.0,40.8,-229.0,,-234.2,,-249.0,-271.0,,,,,-178.5,,-236.0,,-223.1,-244.6,,-296.3,-209.2,-287.7,,-187.0,,,,-261.4,,,-162.0,-278.2,,False,,False,False,,,,,True,,False,,True,False,,False,True,False,,True,,,,False,,,True,False
08039,112,21.0,,21.3,,21.0,13.0,,,,,42.8,,43.0,,25.1,32.7,,2.8,22.6,77.5,,45.0,,,,,,,12.0,23.0,-91.0,,-90.7,,-91.0,-99.0,,,,,-69.2,,-69.0,,-86.9,-79.3,,-109.2,-89.4,-34.5,,-67.0,,,,,,,-100.0,-89.0,,True,,False,False,,,,,True,,True,,True,True,,False,True,True,,True,,,,,,,False,True
08041,5402,2163.0,,2211.0,2469.0,2349.0,2868.0,,,,,1542.6,,2241.0,,1482.6,2985.4,,2426.8,2688.8,2005.1,,3902.0,,,,1410.4,3496.0,,2442.0,947.5,-3239.0,,-3191.0,-2933.0,-3053.0,-2534.0,,,,,-3859.4,,-3161.0,,-3919.4,-2416.6,,-2975.2,-2713.2,-3396.9,,-1500.0,,,,-3991.6,-1906.0,,-2960.0,-4454.5,,True,True,True,True,,,,,False,,True,,False,True,,True,True,False,,True,,,,False,True,,True,False
08043,622,792.0,,813.7,,306.0,3364.0,,,,,72.8,,182.0,,302.3,83.2,,968.7,299.8,159.8,,1087.0,,,,,,,1216.0,357.9,170.0,,191.7,,-316.0,2742.0,,,,,-549.2,,-440.0,,-319.7,-538.8,,346.7,-322.2,-462.2,,465.0,,,,,,,594.0,-264.1,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,False
08045,325,156.0,,151.1,,117.0,305.0,,,,,154.2,,93.0,,97.6,82.6,,89.9,171.7,108.8,,283.0,,,,98.7,,,219.0,97.9,-169.0,,-173.9,,-208.0,-20.0,,,,,-170.8,,-232.0,,-227.4,-242.4,,-235.1,-153.3,-216.2,,-42.0,,,,-226.3,,,-106.0,-227.1,,False,,False,True,,,,,False,,False,,False,False,,False,True,False,,True,,,,False,,,True,False
08047,24,3.0,,2.5,,3.0,0.0,,,,,20.9,,12.0,,10.8,4.8,,1.3,1.9,,,7.0,,,,,,,17.0,3.0,-21.0,,-21.5,,-21.0,-24.0,,,,,-3.1,,-12.0,,-13.2,-19.2,,-22.7,-22.1,,,-17.0,,,,,,,-7.0,-21.0,,False,,False,False,,,,,True,,True,,True,True,,False,False,,,True,,,,,,,True,False
08049,39,57.0,,59.0,,56.0,44.0,,,,,38.8,,30.0,,67.7,21.2,,15.5,59.8,56.7,,58.0,,,,,,,23.0,10.3,18.0,,20.0,,17.0,5.0,,,,,-0.2,,-9.0,,28.7,-17.8,,-23.5,20.8,17.7,,19.0,,,,,,,-16.0,-28.7,,False,,True,True,,,,,True,,True,,False,True,,False,False,True,,False,,,,,,,True,False
08051,48,0.0,,0.0,,3.0,0.0,,,,,45.8,,32.0,,4.2,3.4,,5.6,6.3,40.0,,0.0,,,,,,,0.0,3.3,-48.0,,-48.0,,-45.0,-48.0,,,,,-2.2,,-16.0,,-43.8,-44.6,,-42.4,-41.7,-8.0,,-48.0,,,,,,,-48.0,-44.7,,False,,True,False,,,,,True,,True,,True,True,,True,True,True,,False,,,,,,,False,True
08053,1,0.0,,0.0,,0.0,0.0,,,,,9.7,,6.0,,0.2,0.0,,0.1,0.0,,,0.0,,,,,,,0.0,3.0,-1.0,,-1.0,,-1.0,-1.0,,,,,8.7,,5.0,,-0.8,-1.0,,-0.9,-1.0,,,-1.0,,,,,,,-1.0,2.0,,False,,False,False,,,,,False,,False,,True,True,,True,True,,,False,,,,,,,False,False
08055,22,6.0,,10.8,,4.0,0.0,,,,,11.4,,14.0,,5.2,7.8,,2.9,3.6,,,10.0,,,,,,,8.0,8.6,-16.0,,-11.2,,-18.0,-22.0,,,,,-10.6,,-8.0,,-16.8,-14.2,,-19.1,-18.4,,,-12.0,,,,,,,-14.0,-13.4,,True,,False,False,,,,,True,,True,,False,True,,False,False,,,True,,,,,,,True,True
08057,0,0.0,,0.0,,0.0,0.0,,,,,12.1,,12.0,,3.0,0.1,,,0.1,,,0.0,,,,,,,0.0,3.0,0.0,,0.0,,0.0,0.0,,,,,12.1,,12.0,,3.0,0.1,,,0.1,,,0.0,,,,,,,0.0,3.0,,True,,True,True,,,,,False,,False,,False,False,,,False,,,True,,,,,,,True,False
08059,4192,1752.0,,1753.8,,1746.0,2109.0,,,,,1694.5,,1399.0,,1588.4,3112.9,,1249.4,1934.2,1703.3,,3071.0,,,,1130.7,2680.0,,2135.0,760.6,-2440.0,,-2438.2,,-2446.0,-2083.0,,,,,-2497.5,,-2793.0,,-2603.6,-1079.1,,-2942.6,-2257.8,-2488.7,,-1121.0,,,,-3061.3,-1512.0,,-2057.0,-3431.4,,True,,False,True,,,,,False,,False,,False,True,,False,True,False,,True,,,,False,True,,True,False
08061,3,6.0,,6.3,,6.0,0.0,,,,,9.3,,8.0,,0.3,14.8,,,1.3,,,7.0,,,,,,,9.0,3.4,3.0,,3.3,,3.0,-3.0,,,,,6.3,,5.0,,-2.7,11.8,,,-1.7,,,4.0,,,,,,,6.0,0.4,,False,,False,False,,,,,False,,False,,True,False,,,True,,,False,,,,,,,False,True
08063,89,15.0,,13.8,,14.0,9.0,,,,,25.4,,30.0,,47.8,8.5,,0.0,11.9,13.0,,76.0,,,,,,,91.0,7.1,-74.0,,-75.2,,-75.0,-80.0,,,,,-63.6,,-59.0,,-41.2,-80.5,,-89.0,-77.1,-76.0,,-13.0,,,,,,,2.0,-81.9,,False,,False,False,,,,,True,,True,,True,False,,False,False,False,,True,,,,,,,True,False
08065,45,39.0,,38.0,,25.0,0.0,,,,,37.0,,17.0,,26.4,15.1,,7.7,29.8,29.1,,62.0,,,,,,,52.0,18.4,-6.0,,-7.0,,-20.0,-45.0,,,,,-8.0,,-28.0,,-18.6,-29.9,,-37.3,-15.2,-15.9,,17.0,,,,,,,7.0,-26.6,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,False
08067,134,87.0,,87.8,,70.0,131.0,,,,,63.1,,61.0,,65.3,64.6,,33.1,61.4,68.4,,176.0,,,,,,,154.0,42.9,-47.0,,-46.2,,-64.0,-3.0,,,,,-70.9,,-73.0,,-68.7,-69.4,,-100.9,-72.6,-65.6,,42.0,,,,,,,20.0,-91.1,,True,,False,True,,,,,False,,False,,False,False,,False,False,False,,True,,,,,,,True,False
08069,1832,1149.0,,1118.6,,1148.0,1411.0,,,,,1252.7,,750.0,,1157.2,1250.2,,937.7,1223.7,983.4,,2301.0,,,,715.3,1548.0,,1368.0,374.7,-683.0,,-713.4,,-684.0,-421.0,,,,,-579.3,,-1082.0,,-674.8,-581.8,,-894.3,-608.3,-848.6,,469.0,,,,-1116.7,-284.0,,-464.0,-1457.3,,False,,False,True,,,,,True,,False,,True,True,,False,True,False,,True,,,,False,True,,True,False
08071,59,27.0,,27.8,,27.0,,,,,,28.7,,29.0,,13.9,9.7,,11.3,36.7,,,41.0,,,,,,,30.0,170.3,-32.0,,-31.2,,-32.0,,,,,,-30.3,,-30.0,,-45.1,-49.3,,-47.7,-22.3,,,-18.0,,,,,,,-29.0,111.3,,True,,False,,,,,,True,,True,,False,False,,False,True,,,True,,,,,,,True,False
08073,3,0.0,,2.0,,2.0,0.0,,,,,19.6,,21.0,,19.3,3.2,,1.1,2.1,,,28.0,,,,,,,0.0,7.7,-3.0,,-1.0,,-1.0,-3.0,,,,,16.6,,18.0,,16.3,0.2,,-1.9,-0.9,,,25.0,,,,,,,-3.0,4.7,,True,,True,False,,,,,False,,False,,False,True,,True,True,,,False,,,,,,,False,False
08075,441,210.0,,215.6,,158.0,247.0,,,,,224.3,,129.0,,157.7,84.1,,98.6,230.1,3.7,,225.0,,,,,,,115.0,144.0,-231.0,,-225.4,,-283.0,-194.0,,,,,-216.7,,-312.0,,-283.3,-356.9,,-342.4,-210.9,-437.3,,-216.0,,,,,,,-326.0,-297.0,,True,,False,True,,,,,True,,False,,False,False,,False,True,False,,True,,,,,,,False,False
08077,1246,633.0,,638.5,,599.0,1213.0,,,,,403.9,,229.0,,346.2,447.2,,577.7,451.4,593.3,,1112.0,,,,,1215.0,,1143.0,275.4,-613.0,,-607.5,,-647.0,-33.0,,,,,-842.1,,-1017.0,,-899.8,-798.8,,-668.3,-794.6,-652.7,,-134.0,,,,,-31.0,,-103.0,-970.6,,True,,False,True,,,,,False,,False,,False,False,,False,False,False,,True,,,,,True,,True,False
08079,0,3.0,,3.2,,1.0,0.0,,,,,10.8,,5.0,,0.1,0.1,,1.5,1.1,,,3.0,,,,,,,7.0,3.0,3.0,,3.2,,1.0,0.0,,,,,10.8,,5.0,,0.1,0.1,,1.5,1.1,,,3.0,,,,,,,7.0,3.0,,False,,True,True,,,,,False,,False,,True,True,,True,True,,,False,,,,,,,False,False
08081,48,15.0,,15.5,,8.0,0.0,,,,,22.9,,21.0,,8.6,9.3,,4.3,8.5,,,28.0,,,,,,,11.0,9.4,-33.0,,-32.5,,-40.0,-48.0,,,,,-25.1,,-27.0,,-39.4,-38.7,,-43.7,-39.5,,,-20.0,,,,,,,-37.0,-38.6,,True,,False,False,,,,,True,,True,,False,False,,False,False,,,True,,,,,,,False,False
08083,113,51.0,,50.6,,50.0,49.0,,,,,35.5,,40.0,,59.5,49.7,,14.9,57.1,37.6,,44.0,,,,,,,42.0,25.2,-62.0,,-62.4,,-63.0,-64.0,,,,,-77.5,,-73.0,,-53.5,-63.3,,-98.1,-55.9,-75.4,,-69.0,,,,,,,-71.0,-87.8,,False,,False,False,,,,,False,,False,,True,False,,False,True,False,,False,,,,,,,False,False
08085,116,60.0,,55.7,,51.0,34.0,,,,,77.6,,56.0,,37.3,76.4,,20.7,65.5,64.4,,107.0,,,,,,,103.0,34.4,-56.0,,-60.3,,-65.0,-82.0,,,,,-38.4,,-60.0,,-78.7,-39.6,,-95.3,-50.5,-51.6,,-9.0,,,,,,,-13.0,-81.6,,False,,False,False,,,,,True,,False,,False,True,,False,True,True,,True,,,,,,,True,False
08087,224,96.0,,93.6,,73.0,72.0,,,,,57.6,,126.0,,52.7,88.9,,30.6,98.5,0.9,,107.0,,,,,,,131.0,40.1,-128.0,,-130.4,,-151.0,-152.0,,,,,-166.4,,-98.0,,-171.3,-135.1,,-193.4,-125.5,-223.1,,-117.0,,,,,,,-93.0,-183.9,,False,,False,False,,,,,False,,True,,False,False,,False,True,False,,True,,,,,,,True,False
08089,103,15.0,,17.0,,16.0,0.0,,,,,25.4,,55.0,,16.7,22.4,,0.6,13.9,45.3,,31.0,,,,,,,20.0,15.6,-88.0,,-86.0,,-87.0,-103.0,,,,,-77.6,,-48.0,,-86.3,-80.6,,-102.4,-89.1,-57.7,,-72.0,,,,,,,-83.0,-87.4,,True,,True,False,,,,,True,,True,,True,True,,False,False,True,,True,,,,,,,True,True
08091,22,6.0,,6.4,,5.0,0.0,,,,,9.4,,9.0,,9.3,3.8,,1.8,3.1,,,14.0,,,,,,,3.0,4.4,-16.0,,-15.6,,-17.0,-22.0,,,,,-12.6,,-13.0,,-12.7,-18.2,,-20.2,-18.9,,,-8.0,,,,,,,-19.0,-17.6,,True,,False,False,,,,,True,,True,,True,False,,False,False,,,True,,,,,,,False,False
08093,46,45.0,,45.2,,22.0,21.0,,,,,35.9,,21.0,,19.7,10.6,,8.4,30.6,,,69.0,,,,,,,93.0,35.7,-1.0,,-0.8,,-24.0,-25.0,,,,,-10.1,,-25.0,,-26.3,-35.4,,-37.6,-15.4,,,23.0,,,,,,,47.0,-10.3,,True,,False,False,,,,,False,,False,,False,False,,False,False,,,False,,,,,,,False,False
08095,56,9.0,,7.3,,6.0,0.0,,,,,18.5,,21.0,,7.3,0.8,,3.0,7.4,,,10.0,,,,,,,31.0,5.1,-47.0,,-48.7,,-50.0,-56.0,,,,,-37.5,,-35.0,,-48.7,-55.2,,-53.0,-48.6,,,-46.0,,,,,,,-25.0,-50.9,,False,,False,False,,,,,True,,True,,False,False,,False,False,,,True,,,,,,,True,False
08097,73,54.0,,56.5,,48.0,23.0,,,,,44.3,,27.0,,47.4,5.7,,13.5,55.1,105.4,,100.0,,,,,,,81.0,34.7,-19.0,,-16.5,,-25.0,-50.0,,,,,-28.7,,-46.0,,-25.6,-67.3,,-59.5,-17.9,32.4,,27.0,,,,,,,8.0,-38.3,,True,,False,False,,,,,False,,False,,False,False,,False,True,False,,False,,,,,,,True,False
