,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
16005,2317,896.0,,,,589.0,,977.7,670.3,93.4,,,1264.0,-1421.0,,,,-1728.0,,-1339.3,-1646.7,-2223.6,,,-1053.0,,,,False,,True,False,False,,,True
16007,78,0.0,,,,25.0,,1.3,,7.6,,,0.0,-78.0,,,,-53.0,,-76.7,,-70.4,,,-78.0,,,,True,,True,,True,,,False
16009,76,56.0,,,,76.0,,63.3,13.7,0.7,,,12.0,-20.0,,,,0.0,,-12.7,-62.3,-75.3,,,-64.0,,,,True,,True,False,False,,,False
16011,1282,1064.0,,,,334.0,,999.5,299.4,14.9,,,898.0,-218.0,,,,-948.0,,-282.5,-982.6,-1267.1,,,-384.0,,,,False,,False,False,False,,,False
16013,384,32.0,,,,141.0,,22.8,17.0,9.5,,,33.0,-352.0,,,,-243.0,,-361.2,-367.0,-374.5,,,-351.0,,,,True,,False,False,False,,,True
16015,37,16.0,,,,52.0,,22.3,,4.0,,,6.0,-21.0,,,,15.0,,-14.7,,-33.0,,,-31.0,,,,True,,True,,False,,,False
16017,342,200.0,,,,88.0,,458.5,269.8,0.0,,,349.0,-142.0,,,,-254.0,,116.5,-72.2,-342.0,,,7.0,,,,False,,True,True,False,,,True
16019,3085,2248.0,,,,941.0,,1784.9,1207.3,581.0,1840.6,,1034.0,-837.0,,,,-2144.0,,-1300.1,-1877.7,-2504.0,-1244.4,,-2051.0,,,,False,,False,False,False,False,,False
16021,206,8.0,,,,22.0,,6.0,,0.8,,,3.0,-198.0,,,,-184.0,,-200.0,,-205.2,,,-203.0,,,,True,,False,,False,,,False
16023,85,80.0,,,,20.0,,199.9,,18.0,,,28.0,-5.0,,,,-65.0,,114.9,,-67.0,,,-57.0,,,,False,,False,,False,,,False
16025,45,8.0,,,,16.0,,2.8,,0.2,,,31.0,-37.0,,,,-29.0,,-42.2,,-44.8,,,-14.0,,,,True,,False,,False,,,True
16027,3630,2712.0,,,,2851.0,,1684.4,669.9,57.2,1128.0,,1032.0,-918.0,,,,-779.0,,-1945.6,-2960.1,-3572.8,-2502.0,,-2598.0,,,,True,,False,False,False,False,,False
16029,299,72.0,,,,25.0,,47.3,,9.0,,,131.0,-227.0,,,,-274.0,,-251.7,,-290.0,,,-168.0,,,,False,,False,,False,,,True
16031,1043,80.0,,,,243.0,,735.4,0.0,3.8,,,72.0,-963.0,,,,-800.0,,-307.6,-1043.0,-1039.2,,,-971.0,,,,True,,True,False,False,,,False
16033,19,24.0,,,,15.0,,13.8,,7.0,,,8.0,5.0,,,,-4.0,,-5.2,,-12.0,,,-11.0,,,,True,,False,,False,,,False
16035,164,40.0,,,,56.0,,38.2,,9.4,,,97.0,-124.0,,,,-108.0,,-125.8,,-154.6,,,-67.0,,,,True,,False,,False,,,True
16037,49,96.0,,,,20.0,,97.8,,8.0,,,29.0,47.0,,,,-29.0,,48.8,,-41.0,,,-20.0,,,,True,,False,,True,,,True
16039,330,144.0,,,,527.0,,1057.2,205.6,27.3,,,71.0,-186.0,,,,197.0,,727.2,-124.4,-302.7,,,-259.0,,,,False,,False,True,False,,,False
16041,358,40.0,,,,69.0,,26.2,,15.4,,,90.0,-318.0,,,,-289.0,,-331.8,,-342.6,,,-268.0,,,,True,,False,,False,,,True
16043,409,160.0,,,,74.0,,105.7,124.7,8.6,,,158.0,-249.0,,,,-335.0,,-303.3,-284.3,-400.4,,,-251.0,,,,False,,False,False,False,,,False
16045,235,272.0,,,,138.0,,593.3,63.1,0.0,,,141.0,37.0,,,,-97.0,,358.3,-171.9,-235.0,,,-94.0,,,,False,,False,False,False,,,False
16047,497,72.0,,,,101.0,,49.0,0.0,35.8,,,11.0,-425.0,,,,-396.0,,-448.0,-497.0,-461.2,,,-486.0,,,,True,,False,False,False,,,False
16049,397,80.0,,,,99.0,,65.8,,11.9,,,156.0,-317.0,,,,-298.0,,-331.2,,-385.1,,,-241.0,,,,True,,False,,False,,,True
16051,712,296.0,,,,148.0,,612.9,242.7,33.8,,,169.0,-416.0,,,,-564.0,,-99.1,-469.3,-678.2,,,-543.0,,,,False,,True,False,False,,,False
16053,735,512.0,,,,177.0,,1164.0,131.2,101.2,,,217.0,-223.0,,,,-558.0,,429.0,-603.8,-633.8,,,-518.0,,,,False,,False,False,False,,,False
16055,2699,960.0,,,,1248.0,,858.3,483.1,101.7,448.2,,848.0,-1739.0,,,,-1451.0,,-1840.7,-2215.9,-2597.3,-2250.8,,-1851.0,,,,True,,False,False,False,False,,False
16057,841,184.0,,,,998.0,,376.1,53.3,5.0,,,119.0,-657.0,,,,157.0,,-464.9,-787.7,-836.0,,,-722.0,,,,True,,True,False,False,,,False
16059,276,16.0,,,,37.0,,9.9,,1.6,,,73.0,-260.0,,,,-239.0,,-266.1,,-274.4,,,-203.0,,,,True,,False,,False,,,True
16061,101,24.0,,,,48.0,,20.6,,4.2,,,2.0,-77.0,,,,-53.0,,-80.4,,-96.8,,,-99.0,,,,True,,False,,False,,,False
16063,198,104.0,,,,36.0,,72.1,,21.5,,,77.0,-94.0,,,,-162.0,,-125.9,,-176.6,,,-121.0,,,,False,,False,,False,,,False
16065,2671,568.0,,,,730.0,,917.0,106.0,174.4,,,526.0,-2103.0,,,,-1941.0,,-1754.0,-2565.0,-2496.6,,,-2145.0,,,,True,,True,False,False,,,False
16067,774,160.0,,,,118.0,,814.1,0.0,12.6,,,79.0,-614.0,,,,-656.0,,40.1,-774.0,-761.4,,,-695.0,,,,False,,True,False,False,,,False
16069,879,440.0,,,,403.0,,611.9,467.3,42.5,,,294.0,-439.0,,,,-476.0,,-267.1,-411.7,-836.5,,,-585.0,,,,False,,True,True,False,,,False
16071,59,0.0,,,,25.0,,8.1,,0.6,,,0.0,-59.0,,,,-34.0,,-50.9,,-58.4,,,-59.0,,,,True,,True,,True,,,False
16073,114,112.0,,,,140.0,,70.3,0.0,3.1,,,90.0,-2.0,,,,26.0,,-43.7,-114.0,-110.9,,,-24.0,,,,False,,False,False,False,,,False
16075,473,416.0,,,,195.0,,749.7,0.1,163.1,,,73.0,-57.0,,,,-278.0,,276.7,-472.9,-309.9,,,-400.0,,,,False,,False,False,False,,,False
16077,245,160.0,,,,50.0,,143.0,0.0,39.0,,,37.0,-85.0,,,,-195.0,,-102.0,-245.0,-206.0,,,-208.0,,,,False,,False,False,False,,,False
16079,108,88.0,,,,69.0,,49.1,51.7,0.0,,,164.0,-20.0,,,,-39.0,,-58.9,-56.3,-108.0,,,56.0,,,,False,,False,False,False,,,False
16081,215,96.0,,,,63.0,,64.6,0.0,0.0,,,142.0,-119.0,,,,-152.0,,-150.4,-215.0,-215.0,,,-73.0,,,,False,,False,False,False,,,True
16083,3206,1096.0,,,,604.0,,1046.4,435.7,88.1,506.8,,610.0,-2110.0,,,,-2602.0,,-2159.6,-2770.3,-3117.9,-2699.2,,-2596.0,,,,False,,False,False,False,False,,False
16085,79,8.0,,,,66.0,,8.3,,0.9,,,1.0,-71.0,,,,-13.0,,-70.7,,-78.1,,,-78.0,,,,True,,True,,False,,,False
16087,212,192.0,,,,77.0,,130.0,0.0,16.4,,,40.0,-20.0,,,,-135.0,,-82.0,-212.0,-195.6,,,-172.0,,,,False,,False,False,False,,,False
17001,1859,496.0,,,,967.0,,346.6,820.6,64.0,,,340.0,-1363.0,,,,-892.0,,-1512.4,-1038.4,-1795.0,,,-1519.0,,,,True,,False,True,False,,,False
17003,121,56.0,,,,31.0,,54.8,,178.8,,,141.0,-65.0,,,,-90.0,,-66.2,,57.8,,,20.0,,,,False,,False,,True,,,True
17005,418,192.0,,,,129.0,,844.1,62.2,64.6,,,177.0,-226.0,,,,-289.0,,426.1,-355.8,-353.4,,,-241.0,,,,False,,False,False,False,,,False
17007,1539,392.0,,,,526.0,,777.0,236.3,73.7,,,378.0,-1147.0,,,,-1013.0,,-762.0,-1302.7,-1465.3,,,-1161.0,,,,True,,True,False,False,,,False
17009,148,16.0,,,,269.0,,18.1,,10.2,,,10.0,-132.0,,,,121.0,,-129.9,,-137.8,,,-138.0,,,,True,,True,,False,,,False
17011,738,424.0,,,,221.0,,768.1,320.2,70.4,,,298.0,-314.0,,,,-517.0,,30.1,-417.8,-667.6,,,-440.0,,,,False,,True,False,False,,,False
17013,91,0.0,,,,36.0,,34.2,,1.5,,,9.0,-91.0,,,,-55.0,,-56.8,,-89.5,,,-82.0,,,,True,,True,,True,,,True
17015,516,80.0,,,,111.0,,297.9,183.1,17.9,,,38.0,-436.0,,,,-405.0,,-218.1,-332.9,-498.1,,,-478.0,,,,True,,True,True,False,,,False
17017,217,128.0,,,,111.0,,245.7,128.3,43.8,,,81.0,-89.0,,,,-106.0,,28.7,-88.7,-173.2,,,-136.0,,,,False,,True,True,False,,,False
17019,3752,4968.0,,,,3521.0,,6701.2,3074.9,657.8,4727.9,,3616.0,1216.0,,,,-231.0,,2949.2,-677.1,-3094.2,975.9,,-136.0,,,,True,,False,True,False,True,,True
17021,832,240.0,,,,366.0,,423.4,347.2,208.5,,,146.0,-592.0,,,,-466.0,,-408.6,-484.8,-623.5,,,-686.0,,,,True,,True,True,False,,,False
17023,339,96.0,,,,134.0,,473.9,163.1,48.2,,,98.0,-243.0,,,,-205.0,,134.9,-175.9,-290.8,,,-241.0,,,,True,,True,True,False,,,True
17025,295,120.0,,,,85.0,,396.0,138.1,32.3,,,112.0,-175.0,,,,-210.0,,101.0,-156.9,-262.7,,,-183.0,,,,False,,True,True,False,,,False
17027,1206,832.0,,,,403.0,,813.1,449.5,562.7,,,352.0,-374.0,,,,-803.0,,-392.9,-756.5,-643.3,,,-854.0,,,,False,,False,False,False,,,False
17029,1232,840.0,,,,1109.0,,790.5,504.0,588.7,314.8,,321.0,-392.0,,,,-123.0,,-441.5,-728.0,-643.3,-917.2,,-911.0,,,,True,,False,False,False,False,,False
17031,80572,29888.0,,,,27097.0,,16544.5,3671.1,25481.7,23737.2,,21232.0,-50684.0,,,,-53475.0,,-64027.5,-76900.9,-55090.3,-56834.8,,-59340.0,,,,False,,False,False,False,False,,False
17033,501,720.0,,,,155.0,,1611.5,218.3,128.3,,,541.0,219.0,,,,-346.0,,1110.5,-282.7,-372.7,,,40.0,,,,False,,False,False,False,,,True
17035,231,160.0,,,,71.0,,137.6,119.2,41.2,,,68.0,-71.0,,,,-160.0,,-93.4,-111.8,-189.8,,,-163.0,,,,False,,False,False,False,,,False
17037,1942,752.0,,,,1354.0,,1231.4,673.0,140.9,473.1,,1088.0,-1190.0,,,,-588.0,,-710.6,-1269.0,-1801.1,-1468.9,,-854.0,,,,True,,True,False,False,False,,True
17039,340,128.0,,,,76.0,,741.1,,43.1,,,389.0,-212.0,,,,-264.0,,401.1,,-296.9,,,49.0,,,,False,,False,,False,,,True
17041,712,136.0,,,,143.0,,523.1,183.2,70.4,,,46.0,-576.0,,,,-569.0,,-188.9,-528.8,-641.6,,,-666.0,,,,True,,True,True,False,,,False
17043,13603,5528.0,,,,5452.0,,5116.8,1310.9,4368.6,4881.5,,4710.0,-8075.0,,,,-8151.0,,-8486.2,-12292.1,-9234.4,-8721.5,,-8893.0,,,,False,,False,False,False,False,,False
17045,383,56.0,,,,98.0,,354.9,190.6,10.6,,,16.0,-327.0,,,,-285.0,,-28.1,-192.4,-372.4,,,-367.0,,,,True,,True,True,False,,,False
17047,85,64.0,,,,34.0,,51.4,,24.9,,,44.0,-21.0,,,,-51.0,,-33.6,,-60.1,,,-41.0,,,,False,,False,,False,,,False
17049,910,760.0,,,,385.0,,1090.3,429.1,304.8,,,287.0,-150.0,,,,-525.0,,180.3,-480.9,-605.2,,,-623.0,,,,False,,False,False,False,,,False
17051,692,352.0,,,,248.0,,823.6,239.3,182.6,,,219.0,-340.0,,,,-444.0,,131.6,-452.7,-509.4,,,-473.0,,,,False,,True,False,False,,,False
17053,296,32.0,,,,77.0,,539.7,,84.7,,,80.0,-264.0,,,,-219.0,,243.7,,-211.3,,,-216.0,,,,True,,True,,True,,,True
17055,850,304.0,,,,295.0,,465.7,382.7,220.2,,,182.0,-546.0,,,,-555.0,,-384.3,-467.3,-629.8,,,-668.0,,,,False,,True,True,False,,,False
17057,702,120.0,,,,265.0,,382.8,367.7,89.1,,,96.0,-582.0,,,,-437.0,,-319.2,-334.3,-612.9,,,-606.0,,,,True,,True,True,False,,,False
17059,65,8.0,,,,43.0,,14.4,,0.3,,,10.0,-57.0,,,,-22.0,,-50.6,,-64.7,,,-55.0,,,,True,,True,,False,,,True
17061,304,200.0,,,,182.0,,317.9,62.4,31.4,,,184.0,-104.0,,,,-122.0,,13.9,-241.6,-272.6,,,-120.0,,,,False,,True,False,False,,,False
17063,909,192.0,,,,372.0,,1068.4,480.9,285.7,,,189.0,-717.0,,,,-537.0,,159.4,-428.1,-623.3,,,-720.0,,,,True,,True,True,True,,,False
17065,135,40.0,,,,76.0,,24.5,,12.4,,,43.0,-95.0,,,,-59.0,,-110.5,,-122.6,,,-92.0,,,,True,,False,,False,,,True
17067,353,104.0,,,,133.0,,268.6,259.1,8.3,,,64.0,-249.0,,,,-220.0,,-84.4,-93.9,-344.7,,,-289.0,,,,True,,True,True,False,,,False
17069,44,32.0,,,,29.0,,26.6,,18.0,,,104.0,-12.0,,,,-15.0,,-17.4,,-26.0,,,60.0,,,,False,,False,,False,,,False
17071,109,64.0,,,,53.0,,84.3,,6.7,,,42.0,-45.0,,,,-56.0,,-24.7,,-102.3,,,-67.0,,,,False,,True,,False,,,False
17073,730,376.0,,,,455.0,,780.8,416.1,46.6,,,273.0,-354.0,,,,-275.0,,50.8,-313.9,-683.4,,,-457.0,,,,True,,True,True,False,,,False
17075,491,88.0,,,,130.0,,659.2,81.9,109.9,,,72.0,-403.0,,,,-361.0,,168.2,-409.1,-381.1,,,-419.0,,,,True,,True,False,True,,,False
17077,683,736.0,,,,1425.0,,638.1,512.4,127.3,572.9,,569.0,53.0,,,,742.0,,-44.9,-170.6,-555.7,-110.1,,-114.0,,,,False,,True,False,False,False,,False
17079,237,192.0,,,,64.0,,159.4,49.0,6.5,,,81.0,-45.0,,,,-173.0,,-77.6,-188.0,-230.5,,,-156.0,,,,False,,False,False,False,,,False
17081,669,184.0,,,,385.0,,539.1,456.8,48.2,,,77.0,-485.0,,,,-284.0,,-129.9,-212.2,-620.9,,,-592.0,,,,True,,True,True,False,,,False
17083,371,288.0,,,,136.0,,499.5,272.2,39.5,,,141.0,-83.0,,,,-235.0,,128.5,-98.8,-331.5,,,-230.0,,,,False,,False,False,False,,,False
17085,468,120.0,,,,127.0,,351.7,321.8,32.0,,,171.0,-348.0,,,,-341.0,,-116.3,-146.2,-436.0,,,-297.0,,,,True,,True,True,False,,,True
17087,348,48.0,,,,99.0,,38.0,142.5,11.2,,,17.0,-300.0,,,,-249.0,,-310.0,-205.5,-336.8,,,-331.0,,,,True,,False,True,False,,,False
17089,9746,2992.0,,,,3866.0,,2822.6,939.4,1677.5,1655.3,,2490.0,-6754.0,,,,-5880.0,,-6923.4,-8806.6,-8068.6,-8090.7,,-7256.0,,,,True,,False,False,False,False,,False
17091,2273,1120.0,,,,951.0,,1212.2,847.6,616.6,1472.7,,643.0,-1153.0,,,,-1322.0,,-1060.8,-1425.4,-1656.4,-800.3,,-1630.0,,,,False,,True,False,False,True,,False
17093,2004,600.0,,,,756.0,,1240.1,402.1,410.2,537.4,,584.0,-1404.0,,,,-1248.0,,-763.9,-1601.9,-1593.8,-1466.6,,-1420.0,,,,True,,True,False,False,False,,False
17095,1206,296.0,,,,527.0,,434.0,643.5,239.5,,,210.0,-910.0,,,,-679.0,,-772.0,-562.5,-966.5,,,-996.0,,,,True,,True,True,False,,,False
17097,10058,4392.0,,,,4801.0,,3449.5,1414.0,3835.0,2756.4,,3854.0,-5666.0,,,,-5257.0,,-6608.5,-8644.0,-6223.0,-7301.6,,-6204.0,,,,True,,False,False,False,False,,False
17099,2015,792.0,,,,927.0,,1106.7,1145.2,417.7,576.8,,499.0,-1223.0,,,,-1088.0,,-908.3,-869.8,-1597.3,-1438.2,,-1516.0,,,,True,,True,True,False,False,,False
17101,212,256.0,,,,230.0,,470.0,103.1,109.1,,,223.0,44.0,,,,18.0,,258.0,-108.9,-102.9,,,11.0,,,,True,,False,False,False,,,True
17103,805,192.0,,,,383.0,,661.0,257.1,126.0,,,283.0,-613.0,,,,-422.0,,-144.0,-547.9,-679.0,,,-522.0,,,,True,,True,True,False,,,True
17105,797,272.0,,,,249.0,,916.0,412.4,83.3,,,334.0,-525.0,,,,-548.0,,119.0,-384.6,-713.7,,,-463.0,,,,False,,True,True,False,,,True
17107,464,560.0,,,,200.0,,515.2,343.9,178.8,,,500.0,96.0,,,,-264.0,,51.2,-120.1,-285.1,,,36.0,,,,False,,True,False,False,,,True
17109,605,688.0,,,,641.0,,1348.9,112.7,195.0,,,634.0,83.0,,,,36.0,,743.9,-492.3,-410.0,,,29.0,,,,True,,False,False,False,,,True
17111,4664,1400.0,,,,2265.0,,1918.2,2103.9,1206.3,984.1,,1241.0,-3264.0,,,,-2399.0,,-2745.8,-2560.1,-3457.7,-3679.9,,-3423.0,,,,True,,True,True,False,False,,False
17113,2467,2648.0,,,,1887.0,,4327.1,1742.6,1896.8,1809.4,,1599.0,181.0,,,,-580.0,,1860.1,-724.4,-570.2,-657.6,,-868.0,,,,False,,False,False,False,False,,False
17115,3113,920.0,,,,913.0,,1072.9,1337.7,329.7,580.7,,904.0,-2193.0,,,,-2200.0,,-2040.1,-1775.3,-2783.3,-2532.3,,-2209.0,,,,False,,True,True,False,False,,False
17117,624,328.0,,,,312.0,,536.8,536.4,28.3,,,226.0,-296.0,,,,-312.0,,-87.2,-87.6,-595.7,,,-398.0,,,,False,,True,True,False,,,False
17119,4104,3392.0,,,,2703.0,,3196.0,2629.2,2707.2,2054.1,,2113.0,-712.0,,,,-1401.0,,-908.0,-1474.8,-1396.8,-2049.9,,-1991.0,,,,False,,False,False,False,False,,False
17121,962,656.0,,,,280.0,,1071.6,496.5,382.0,,,745.0,-306.0,,,,-682.0,,109.6,-465.5,-580.0,,,-217.0,,,,False,,True,False,False,,,True
17123,141,104.0,,,,47.0,,66.4,,44.1,,,113.0,-37.0,,,,-94.0,,-74.6,,-96.9,,,-28.0,,,,False,,False,,False,,,True
17125,293,88.0,,,,78.0,,304.4,164.8,65.1,,,80.0,-205.0,,,,-215.0,,11.4,-128.2,-227.9,,,-213.0,,,,False,,True,True,False,,,False
17127,138,80.0,,,,94.0,,231.1,,24.7,,,101.0,-58.0,,,,-44.0,,93.1,,-113.3,,,-37.0,,,,True,,False,,False,,,True
17129,125,112.0,,,,52.0,,112.0,,17.1,,,262.0,-13.0,,,,-73.0,,-13.0,,-107.9,,,137.0,,,,False,,True,,False,,,False
17131,318,16.0,,,,97.0,,237.3,181.8,27.6,,,21.0,-302.0,,,,-221.0,,-80.7,-136.2,-290.4,,,-297.0,,,,True,,True,True,True,,,True
17133,670,520.0,,,,200.0,,747.3,210.6,308.5,,,405.0,-150.0,,,,-470.0,,77.3,-459.4,-361.5,,,-265.0,,,,False,,True,False,False,,,False
17135,481,176.0,,,,422.0,,477.9,301.6,14.9,,,97.0,-305.0,,,,-59.0,,-3.1,-179.4,-466.1,,,-384.0,,,,True,,True,True,False,,,False
17137,653,120.0,,,,387.0,,354.9,497.7,16.4,,,101.0,-533.0,,,,-266.0,,-298.1,-155.3,-636.6,,,-552.0,,,,True,,True,True,False,,,False
17139,400,72.0,,,,110.0,,360.7,151.6,39.2,,,35.0,-328.0,,,,-290.0,,-39.3,-248.4,-360.8,,,-365.0,,,,True,,True,True,False,,,False
17141,1200,320.0,,,,319.0,,744.3,395.3,74.2,,,585.0,-880.0,,,,-881.0,,-455.7,-804.7,-1125.8,,,-615.0,,,,False,,True,True,False,,,True
17143,2884,2112.0,,,,2240.0,,1422.0,1501.5,1163.9,1712.9,,1632.0,-772.0,,,,-644.0,,-1462.0,-1382.5,-1720.1,-1171.1,,-1252.0,,,,True,,False,False,False,False,,False
17145,288,80.0,,,,215.0,,229.4,160.4,15.3,,,24.0,-208.0,,,,-73.0,,-58.6,-127.6,-272.7,,,-264.0,,,,True,,True,True,False,,,False
17147,294,72.0,,,,66.0,,629.5,181.1,98.4,,,220.0,-222.0,,,,-228.0,,335.5,-112.9,-195.6,,,-74.0,,,,False,,False,True,True,,,True
17149,502,160.0,,,,116.0,,107.0,,21.7,,,120.0,-342.0,,,,-386.0,,-395.0,,-480.3,,,-382.0,,,,False,,False,,False,,,False
17151,29,0.0,,,,19.0,,16.4,,0.3,,,5.0,-29.0,,,,-10.0,,-12.6,,-28.7,,,-24.0,,,,True,,True,,True,,,True
17153,130,80.0,,,,46.0,,38.7,53.0,28.6,,,29.0,-50.0,,,,-84.0,,-91.3,-77.0,-101.4,,,-101.0,,,,False,,False,False,False,,,False
17155,98,80.0,,,,27.0,,48.3,,30.3,,,132.0,-18.0,,,,-71.0,,-49.7,,-67.7,,,34.0,,,,False,,False,,False,,,False
17157,693,376.0,,,,408.0,,421.8,178.9,268.2,,,139.0,-317.0,,,,-285.0,,-271.2,-514.1,-424.8,,,-554.0,,,,True,,True,False,False,,,False
17159,298,248.0,,,,130.0,,614.9,156.0,222.0,,,376.0,-50.0,,,,-168.0,,316.9,-142.0,-76.0,,,78.0,,,,False,,False,False,False,,,False
17161,2784,1760.0,,,,1567.0,,1232.7,859.8,695.0,981.0,,1351.0,-1024.0,,,,-1217.0,,-1551.3,-1924.2,-2089.0,-1803.0,,-1433.0,,,,False,,False,False,False,False,,False
17163,3133,2552.0,,,,2613.0,,1859.7,2266.8,470.0,1779.0,,1508.0,-581.0,,,,-520.0,,-1273.3,-866.2,-2663.0,-1354.0,,-1625.0,,,,True,,False,False,False,False,,False
17165,537,168.0,,,,273.0,,315.5,162.4,130.6,,,401.0,-369.0,,,,-264.0,,-221.5,-374.6,-406.4,,,-136.0,,,,True,,True,False,False,,,True
17167,3585,1024.0,,,,1785.0,,1245.1,1920.4,572.3,913.7,,1131.0,-2561.0,,,,-1800.0,,-2339.9,-1664.6,-3012.7,-2671.3,,-2454.0,,,,True,,True,True,False,False,,True
17169,95,24.0,,,,66.0,,28.5,,13.9,,,26.0,-71.0,,,,-29.0,,-66.5,,-81.1,,,-69.0,,,,True,,True,,False,,,True
17171,87,64.0,,,,52.0,,52.6,,27.7,,,67.0,-23.0,,,,-35.0,,-34.4,,-59.3,,,-20.0,,,,False,,False,,False,,,True
17173,599,368.0,,,,159.0,,653.1,203.5,372.7,,,213.0,-231.0,,,,-440.0,,54.1,-395.5,-226.3,,,-386.0,,,,False,,True,False,True,,,False
17175,87,48.0,,,,46.0,,97.6,,3.8,,,36.0,-39.0,,,,-41.0,,10.6,,-83.2,,,-51.0,,,,False,,True,,False,,,False
17177,1161,184.0,,,,350.0,,119.1,220.3,175.4,,,320.0,-977.0,,,,-811.0,,-1041.9,-940.7,-985.6,,,-841.0,,,,True,,False,True,False,,,True
17179,2230,960.0,,,,1074.0,,1189.5,1576.1,306.2,347.8,,725.0,-1270.0,,,,-1156.0,,-1040.5,-653.9,-1923.8,-1882.2,,-1505.0,,,,True,,True,True,False,False,,False
17181,412,144.0,,,,122.0,,239.0,27.0,63.9,,,53.0,-268.0,,,,-290.0,,-173.0,-385.0,-348.1,,,-359.0,,,,False,,True,False,False,,,False
17183,1819,440.0,,,,570.0,,977.6,1011.2,519.9,,,686.0,-1379.0,,,,-1249.0,,-841.4,-807.8,-1299.1,,,-1133.0,,,,True,,True,True,True,,,True
17185,190,88.0,,,,104.0,,88.1,103.8,20.8,,,58.0,-102.0,,,,-86.0,,-101.9,-86.2,-169.2,,,-132.0,,,,True,,True,True,False,,,False
17187,396,96.0,,,,149.0,,55.1,128.1,17.0,,,33.0,-300.0,,,,-247.0,,-340.9,-267.9,-379.0,,,-363.0,,,,True,,False,True,False,,,False
17189,251,192.0,,,,84.0,,517.8,156.9,135.8,,,149.0,-59.0,,,,-167.0,,266.8,-94.1,-115.2,,,-102.0,,,,False,,False,False,False,,,False
17191,456,368.0,,,,143.0,,608.8,188.6,188.1,,,362.0,-88.0,,,,-313.0,,152.8,-267.4,-267.9,,,-94.0,,,,False,,False,False,False,,,False
17193,203,48.0,,,,98.0,,260.8,158.0,22.4,,,43.0,-155.0,,,,-105.0,,57.8,-45.0,-180.6,,,-160.0,,,,True,,True,True,False,,,False
17195,1583,416.0,,,,441.0,,696.6,546.9,202.2,,,406.0,-1167.0,,,,-1142.0,,-886.4,-1036.1,-1380.8,,,-1177.0,,,,True,,True,True,False,,,False
17197,11240,4648.0,,,,4524.0,,3871.3,7234.3,3040.8,2094.7,,3584.0,-6592.0,,,,-6716.0,,-7368.7,-4005.7,-8199.2,-9145.3,,-7656.0,,,,False,,False,True,False,False,,False
17199,1212,936.0,,,,725.0,,821.9,435.6,815.3,872.5,,387.0,-276.0,,,,-487.0,,-390.1,-776.4,-396.7,-339.5,,-825.0,,,,False,,False,False,False,False,,False
17201,8621,2304.0,,,,2630.0,,1794.7,506.3,3045.3,1175.2,,3020.0,-6317.0,,,,-5991.0,,-6826.3,-8114.7,-5575.7,-7445.8,,-5601.0,,,,True,,False,False,True,False,,True
17203,607,256.0,,,,231.0,,683.1,462.7,123.8,,,232.0,-351.0,,,,-376.0,,76.1,-144.3,-483.1,,,-375.0,,,,False,,True,True,False,,,False
18001,650,200.0,,,,162.0,,348.2,378.6,24.2,,,157.0,-450.0,,,,-488.0,,-301.8,-271.4,-625.8,,,-493.0,,,,False,,True,True,False,,,False
18003,5514,2736.0,,,,2209.0,,1550.5,2457.1,1562.7,2990.7,,1945.0,-2778.0,,,,-3305.0,,-3963.5,-3056.9,-3951.3,-2523.3,,-3569.0,,,,False,,False,False,False,True,,False
18005,705,240.0,,,,648.0,,374.6,927.6,26.2,140.2,,72.0,-465.0,,,,-57.0,,-330.4,222.6,-678.8,-564.8,,-633.0,,,,True,,True,True,False,False,,False
18007,64,24.0,,,,30.0,,18.5,,9.7,,,10.0,-40.0,,,,-34.0,,-45.5,,-54.3,,,-54.0,,,,True,,False,,False,,,False
18009,219,112.0,,,,53.0,,97.9,,32.2,,,196.0,-107.0,,,,-166.0,,-121.1,,-186.8,,,-23.0,,,,False,,False,,False,,,True
18011,683,264.0,,,,845.0,,653.6,650.0,305.2,,,150.0,-419.0,,,,162.0,,-29.4,-33.0,-377.8,,,-533.0,,,,True,,True,True,True,,,False
18013,95,0.0,,,,52.0,,22.8,,0.7,,,1.0,-95.0,,,,-43.0,,-72.2,,-94.3,,,-94.0,,,,True,,True,,True,,,True
18015,190,40.0,,,,84.0,,235.8,78.3,98.1,,,10.0,-150.0,,,,-106.0,,45.8,-111.7,-91.9,,,-180.0,,,,True,,True,True,True,,,False
