,actual_deaths,Baseline,Auquan-SEIR,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,GT_CHHS-COVID19,IHME-CurveFit,JCB-PRM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,NotreDame-FRED,NotreDame-mobility,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,STH-3PU,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,YYG-ParamSearch,epiforecasts-ensemble1,error-Baseline,error-Auquan-SEIR,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-GT_CHHS-COVID19,error-IHME-CurveFit,error-JCB-PRM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-NotreDame-FRED,error-NotreDame-mobility,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-STH-3PU,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-YYG-ParamSearch,error-epiforecasts-ensemble1,beat_baseline-Auquan-SEIR,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-GT_CHHS-COVID19,beat_baseline-IHME-CurveFit,beat_baseline-JCB-PRM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-NotreDame-FRED,beat_baseline-NotreDame-mobility,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-STH-3PU,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-YYG-ParamSearch,beat_baseline-epiforecasts-ensemble1
New Mexico,800,804.6,792.0,812.1,817.0,801.1,812.0,753.0,,801.0,957.5,776.1,,851.8,836.6,962.2,862.4,751.4,784.2,767.5,,830.8,756.2,902.0,,,863.1,,808.0,761.8,,770.0,814.2,862.3,790.0,823.3,,4.6,-8.0,12.1,17.0,1.1,12.0,-47.0,,1.0,157.5,-23.9,,51.8,36.6,162.2,62.4,-48.6,-15.8,-32.5,,30.8,-43.8,102.0,,,63.1,,8.0,-38.2,,-30.0,14.2,62.3,-10.0,23.3,,False,False,False,True,False,False,,True,False,False,,False,False,False,False,False,False,False,,False,False,False,,,False,,False,False,,False,False,False,False,False,
New York,32987,33020.9,34672.0,33059.5,33112.0,33382.3,33020.0,33258.0,,32792.0,32954.2,33064.1,,33018.0,33173.0,33183.3,33211.3,33085.5,32951.3,33078.6,,32529.7,33029.7,32814.0,,32999.6,33826.7,,32962.0,32964.5,,33010.0,33544.6,34119.6,32964.0,33014.4,32922.0,14.9,1666.0,53.5,106.0,376.3,14.0,252.0,,-214.0,-51.8,58.1,,12.0,167.0,177.3,205.3,79.5,-54.7,72.6,,-476.3,23.7,-192.0,,-6.4,820.7,,-44.0,-41.5,,4.0,538.6,1113.6,-42.0,8.4,-84.0,False,False,False,False,True,False,,False,False,False,,True,False,False,False,False,False,False,,False,False,False,,True,False,,False,False,,True,False,False,False,True,False
North Carolina,2889,2998.1,2863.0,3013.5,3035.0,3003.5,2952.0,3018.0,,2761.0,3901.6,,,2886.4,2869.4,3651.9,3277.5,2680.8,2835.4,2642.2,,2604.5,2892.1,3627.0,,3391.9,3101.7,,3006.0,2899.5,,2650.0,2831.3,2886.1,2805.0,2878.0,2825.0,109.1,-26.0,124.5,146.0,114.5,63.0,129.0,,-128.0,1012.6,,,-2.6,-19.6,762.9,388.5,-208.2,-53.6,-246.8,,-284.5,3.1,738.0,,502.9,212.7,,117.0,10.5,,-239.0,-57.7,-2.9,-84.0,-11.0,-64.0,True,False,False,False,True,False,,False,False,,,True,True,False,False,False,True,False,,False,True,False,,False,False,,False,True,,False,True,True,True,True,True
North Dakota,155,139.0,150.0,149.6,147.0,148.0,147.0,134.0,,123.0,195.5,150.1,,130.8,151.5,198.1,168.8,132.7,136.2,128.7,,135.6,159.8,152.0,,,143.1,,134.0,147.6,,145.0,133.4,162.6,153.0,142.3,,-16.0,-5.0,-5.4,-8.0,-7.0,-8.0,-21.0,,-32.0,40.5,-4.9,,-24.2,-3.5,43.1,13.8,-22.3,-18.8,-26.3,,-19.4,4.8,-3.0,,,-11.9,,-21.0,-7.4,,-10.0,-21.6,7.6,-2.0,-12.7,,True,True,True,True,True,False,,False,False,True,,False,True,False,True,False,False,False,,False,True,True,,,True,,False,True,,True,False,True,True,True,
Ohio,4256,4209.0,4173.0,4354.3,4410.0,4280.3,4293.0,4253.0,,4293.0,4778.3,4438.2,,4591.0,4514.9,4955.4,4629.9,4068.3,4270.9,4024.6,4154.0,4101.1,4176.0,4810.0,,4739.2,5198.0,,4303.0,4037.3,,4170.0,4186.5,4828.5,4246.0,4295.5,4188.0,-47.0,-83.0,98.3,154.0,24.3,37.0,-3.0,,37.0,522.3,182.2,,335.0,258.9,699.4,373.9,-187.7,14.9,-231.4,-102.0,-154.9,-80.0,554.0,,483.2,942.0,,47.0,-218.7,,-86.0,-69.5,572.5,-10.0,39.5,-68.0,False,False,False,True,True,True,,True,False,False,,False,False,False,False,False,True,False,False,False,False,False,,False,False,,False,False,,False,False,False,True,True,False
Oklahoma,850,807.4,821.0,815.0,866.0,818.9,815.0,876.0,,796.0,1167.7,776.3,,947.5,885.1,1202.6,957.9,711.0,773.5,872.4,,804.2,801.5,1158.0,,864.1,1208.7,,764.0,758.8,,744.0,691.4,908.0,799.0,811.0,759.0,-42.6,-29.0,-35.0,16.0,-31.1,-35.0,26.0,,-54.0,317.7,-73.7,,97.5,35.1,352.6,107.9,-139.0,-76.5,22.4,,-45.8,-48.5,308.0,,14.1,358.7,,-86.0,-91.2,,-106.0,-158.6,58.0,-51.0,-39.0,-91.0,True,True,True,True,True,True,,False,False,False,,False,True,False,False,False,False,True,,False,False,False,,True,False,,False,False,,False,False,False,False,True,False
Oregon,480,471.7,465.0,468.5,474.0,475.0,485.0,452.0,,463.0,584.5,504.2,,573.0,509.7,734.8,498.7,446.4,456.8,465.6,,528.2,466.9,583.0,,,431.3,,502.0,416.9,,458.0,467.9,498.1,465.0,498.4,,-8.3,-15.0,-11.5,-6.0,-5.0,5.0,-28.0,,-17.0,104.5,24.2,,93.0,29.7,254.8,18.7,-33.6,-23.2,-14.4,,48.2,-13.1,103.0,,,-48.7,,22.0,-63.1,,-22.0,-12.1,18.1,-15.0,18.4,,False,False,True,True,True,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,,,False,,False,False,,False,False,False,False,False,
Pennsylvania,7750,7650.4,7884.0,7684.7,7719.0,7697.8,7685.0,7693.0,,7441.0,7707.6,7782.7,,7657.3,7766.7,8207.0,7706.2,7511.8,7591.1,7516.1,,7494.2,7530.5,8254.0,,7830.6,9506.9,,7675.0,7641.8,,7606.0,7927.9,8601.9,7640.0,7710.1,7362.0,-99.6,134.0,-65.3,-31.0,-52.2,-65.0,-57.0,,-309.0,-42.4,32.7,,-92.7,16.7,457.0,-43.8,-238.2,-158.9,-233.9,,-255.8,-219.5,504.0,,80.6,1756.9,,-75.0,-108.2,,-144.0,177.9,851.9,-110.0,-39.9,-388.0,False,True,True,True,True,True,,False,True,True,,True,True,False,True,False,False,False,,False,False,False,,True,False,,True,False,,False,False,False,False,True,False
Rhode Island,1055,1041.0,1106.0,1038.6,1046.0,1050.7,1050.0,1073.0,,1027.0,1038.9,1052.8,,1035.8,1066.9,1018.8,1069.7,1041.6,1026.2,1055.8,,1026.7,1052.5,1023.0,,1021.1,1021.9,,1037.0,1054.8,,1032.0,1079.9,1119.9,1030.0,1053.7,,-14.0,51.0,-16.4,-9.0,-4.3,-5.0,18.0,,-28.0,-16.1,-2.2,,-19.2,11.9,-36.2,14.7,-13.4,-28.8,0.8,,-28.3,-2.5,-32.0,,-33.9,-33.1,,-18.0,-0.2,,-23.0,24.9,64.9,-25.0,-1.3,,False,False,True,True,True,False,,False,False,True,,False,True,False,False,True,False,True,,False,True,False,,False,False,,False,True,,False,False,False,False,True,
South Carolina,2877,3010.7,2941.0,3025.2,3165.0,3030.5,2994.0,2750.0,,2844.0,5213.0,,,3104.2,3149.5,3044.7,3200.7,2624.6,2801.0,2748.4,,3675.0,2765.3,2493.0,,4619.6,2490.1,,3060.0,2681.7,,2626.0,3665.6,2759.0,2794.0,2994.0,2826.0,133.7,64.0,148.2,288.0,153.5,117.0,-127.0,,-33.0,2336.0,,,227.2,272.5,167.7,323.7,-252.4,-76.0,-128.6,,798.0,-111.7,-384.0,,1742.6,-386.9,,183.0,-195.3,,-251.0,788.6,-118.0,-83.0,117.0,-51.0,True,False,False,False,True,True,,True,False,,,False,False,False,False,False,True,True,,False,True,False,,False,False,,False,False,,False,False,True,True,True,True
South Dakota,173,188.4,193.0,189.5,183.0,194.0,188.0,146.0,,163.0,323.9,187.7,,166.1,193.2,196.9,196.1,184.5,179.5,178.8,,184.9,210.6,182.0,,,1010.5,,218.0,183.2,,193.0,189.1,184.8,214.0,179.7,,15.4,20.0,16.5,10.0,21.0,15.0,-27.0,,-10.0,150.9,14.7,,-6.9,20.2,23.9,23.1,11.5,6.5,5.8,,11.9,37.6,9.0,,,837.5,,45.0,10.2,,20.0,16.1,11.8,41.0,6.7,,False,False,True,False,True,False,,True,False,True,,True,False,False,False,True,True,True,,True,False,True,,,False,,False,True,,False,False,True,False,True,
Tennessee,1862,1801.6,1836.0,1816.0,1925.0,1807.0,1781.0,2065.0,,1722.0,2406.4,1678.7,,1586.2,1791.1,2252.3,1924.4,1648.3,1714.4,1875.9,,1699.7,1661.9,1966.0,,1821.0,1781.1,,1807.0,1780.6,,1637.0,1783.9,1746.4,1620.0,1721.1,1603.0,-60.4,-26.0,-46.0,63.0,-55.0,-81.0,203.0,,-140.0,544.4,-183.3,,-275.8,-70.9,390.3,62.4,-213.7,-147.6,13.9,,-162.3,-200.1,104.0,,-41.0,-80.9,,-55.0,-81.4,,-225.0,-78.1,-115.6,-242.0,-140.9,-259.0,True,True,False,True,False,False,,False,False,False,,False,False,False,False,False,False,True,,False,False,False,,True,False,,True,False,,False,False,False,False,False,False
Texas,13576,15235.9,13442.0,15059.6,14567.0,14986.3,14175.0,13270.0,,12839.0,30419.5,,,12643.3,13645.3,13253.7,14068.2,14401.6,14916.3,13827.7,,17394.5,13730.1,14034.0,,19858.6,17370.8,13323.0,15483.0,12486.0,,12903.0,23842.0,12955.9,13713.0,14214.4,13504.0,1659.9,-134.0,1483.6,991.0,1410.3,599.0,-306.0,,-737.0,16843.5,,,-932.7,69.3,-322.3,492.2,825.6,1340.3,251.7,,3818.5,154.1,458.0,,6282.6,3794.8,-253.0,1907.0,-1090.0,,-673.0,10266.0,-620.1,137.0,638.4,-72.0,True,True,True,True,True,True,,True,False,,,True,True,True,True,True,True,True,,False,True,True,,False,False,True,False,True,,True,False,True,True,True,True
Utah,420,432.4,554.0,430.4,464.0,435.0,438.0,447.0,,425.0,622.3,420.3,,446.4,442.6,676.1,475.3,413.8,412.8,437.6,,547.7,406.9,449.0,,,788.8,,440.0,405.3,,410.0,483.4,411.7,418.0,460.6,,12.4,134.0,10.4,44.0,15.0,18.0,27.0,,5.0,202.3,0.3,,26.4,22.6,256.1,55.3,-6.2,-7.2,17.6,,127.7,-13.1,29.0,,,368.8,,20.0,-14.7,,-10.0,63.4,-8.3,-2.0,40.6,,False,True,False,False,False,False,,True,False,True,,False,False,False,False,True,True,False,,False,False,False,,,False,,False,False,,True,False,True,True,False,
Vermont,58,61.9,64.0,61.9,59.0,63.0,61.0,58.0,,59.0,60.5,61.3,,58.4,60.1,69.6,60.4,59.7,58.2,60.5,,62.7,64.7,61.0,,,62.4,,62.0,60.7,,59.0,,63.8,58.0,61.7,,3.9,6.0,3.9,1.0,5.0,3.0,0.0,,1.0,2.5,3.3,,0.4,2.1,11.6,2.4,1.7,0.2,2.5,,4.7,6.7,3.0,,,4.4,,4.0,2.7,,1.0,,5.8,0.0,3.7,,False,False,True,False,True,True,,True,True,True,,True,True,False,True,True,True,True,,False,False,True,,,False,,False,True,,True,,False,True,True,
Virginia,2677,2742.6,2813.0,2753.5,2805.0,2749.7,2752.0,2974.0,,2497.0,2793.9,2696.3,,3043.6,2923.8,3213.0,2852.5,2638.2,2839.2,2880.8,,2565.9,2846.3,2585.0,,3062.8,2881.3,,3012.0,2576.8,,2742.0,2649.1,3048.9,2550.0,2922.0,2680.0,65.6,136.0,76.5,128.0,72.7,75.0,297.0,,-180.0,116.9,19.3,,366.6,246.8,536.0,175.5,-38.8,162.2,203.8,,-111.1,169.3,-92.0,,385.8,204.3,,335.0,-100.2,,65.0,-27.9,371.9,-127.0,245.0,3.0,False,False,False,False,False,False,,False,False,True,,False,False,False,False,True,False,False,,False,False,False,,False,False,,False,False,,True,True,False,False,False,True
Washington,1953,2042.9,1995.0,2057.8,2062.0,2071.6,2020.0,1911.0,,2027.0,2059.3,1991.4,,1978.6,2047.0,2296.6,2135.1,1907.5,2013.6,2023.7,,2073.2,1953.7,2527.0,,2030.2,2558.6,,2119.0,1951.1,,1945.0,1844.2,2215.6,2034.0,2081.2,1913.0,89.9,42.0,104.8,109.0,118.6,67.0,-42.0,,74.0,106.3,38.4,,25.6,94.0,343.6,182.1,-45.5,60.6,70.7,,120.2,0.7,574.0,,77.2,605.6,,166.0,-1.9,,-8.0,-108.8,262.6,81.0,128.2,-40.0,True,False,False,False,True,True,,True,False,True,,True,False,False,False,True,True,True,,False,True,False,,True,False,,False,True,,True,False,False,True,False,True
West Virginia,246,223.9,186.0,188.7,174.0,191.0,190.0,151.0,,172.0,590.5,180.0,,160.7,182.6,260.6,190.3,162.5,196.3,185.8,,155.8,200.1,214.5,,,147.7,,226.0,173.8,,253.0,182.6,200.8,180.0,215.0,,-22.1,-60.0,-57.3,-72.0,-55.0,-56.0,-95.0,,-74.0,344.5,-66.0,,-85.3,-63.4,14.6,-55.7,-83.5,-49.7,-60.2,,-90.2,-45.9,-31.5,,,-98.3,,-20.0,-72.2,,7.0,-63.4,-45.2,-66.0,-31.0,,False,False,False,False,False,False,,False,False,False,,False,False,True,False,False,False,False,,False,False,False,,,False,,True,False,,True,False,False,False,False,
Wisconsin,1168,1190.9,1297.0,1188.4,1244.0,1191.9,1231.0,1377.0,,1162.0,1304.8,1251.4,,1250.4,1274.7,1626.2,1316.2,1139.7,1186.7,1112.0,1301.5,1195.8,1183.3,2048.0,,1343.7,1190.1,,1235.0,1133.5,,1167.0,1132.6,1381.5,1191.0,1244.3,,22.9,129.0,20.4,76.0,23.9,63.0,209.0,,-6.0,136.8,83.4,,82.4,106.7,458.2,148.2,-28.3,18.7,-56.0,133.5,27.8,15.3,880.0,,175.7,22.1,,67.0,-34.5,,-1.0,-35.4,213.5,23.0,76.3,,False,True,False,False,False,False,,True,False,False,,False,False,False,False,False,True,False,False,False,True,False,,False,True,,False,False,,True,False,False,False,False,
Wyoming,42,35.7,43.0,36.8,38.0,36.0,36.0,28.0,,38.0,45.2,34.6,,26.9,33.0,70.5,48.5,31.4,28.3,31.7,,45.0,33.1,31.0,,,29.1,,39.0,35.9,,32.0,,37.8,28.0,33.3,,-6.3,1.0,-5.2,-4.0,-6.0,-6.0,-14.0,,-4.0,3.2,-7.4,,-15.1,-9.0,28.5,6.5,-10.6,-13.7,-10.3,,3.0,-8.9,-11.0,,,-12.9,,-3.0,-6.1,,-10.0,,-4.2,-14.0,-8.7,,True,True,True,True,True,False,,True,True,False,,False,False,False,False,False,False,False,,True,False,False,,,False,,True,True,,False,,True,False,False,
US,188538,191376.7,182886.0,190583.4,,191478.5,188982.0,188087.0,183979.0,184116.0,235340.1,189641.6,,189703.4,191886.7,199154.0,197835.0,180846.0,192368.8,187036.6,,189001.1,187220.7,193883.5,190086.8,207107.4,217868.5,188916.0,192817.0,185157.1,183687.0,185331.0,182327.9,197841.9,187191.0,190495.0,183752.0,2819.7,-5671.0,2026.4,,2921.5,425.0,-470.0,-4578.0,-4441.0,46783.1,1084.6,,1146.4,3329.7,10597.0,9278.0,-7711.0,3811.8,-1520.4,,444.1,-1336.3,5326.5,1529.8,18550.4,29311.5,359.0,4260.0,-3399.9,-4870.0,-3226.0,-6229.1,9284.9,-1366.0,1938.0,-4805.0,False,True,,False,True,True,False,False,False,True,,True,False,False,False,False,False,True,,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False
