,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
05053,180,224.0,,231.2,,182.0,207.0,128.0,,,,,136.3,,205.6,,,265.0,104.5,,132.1,,,108.5,155.3,,,,191.0,342.0,,,,,,,,,,274.6,269.2,44.0,,51.2,,2.0,27.0,-52.0,,,,,-43.7,,25.6,,,85.0,-75.5,,-47.9,,,-71.5,-24.7,,,,11.0,162.0,,,,,,,,,,94.6,89.2,,False,,True,True,False,,,,,True,,True,,,False,False,,False,,,False,True,,,,True,False,,,,,,,,,,False,False
05055,327,788.0,,689.5,,611.0,682.0,746.0,,,,,440.9,,660.7,,,486.0,231.9,,493.9,347.0,,477.0,474.7,,,,717.0,929.9,,,,,,683.5,,,,689.0,854.4,461.0,,362.5,,284.0,355.0,419.0,,,,,113.9,,333.7,,,159.0,-95.1,,166.9,20.0,,150.0,147.7,,,,390.0,602.9,,,,,,356.5,,,,362.0,527.4,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,False,,,,,,True,,,,True,False
05057,211,244.0,,267.4,,248.0,236.0,240.0,,,,,146.6,,239.2,,,368.0,383.8,,197.7,,,178.0,169.7,,,,252.0,332.7,,,,,,,,,,269.3,250.1,33.0,,56.4,,37.0,25.0,29.0,,,,,-64.4,,28.2,,,157.0,172.8,,-13.3,,,-33.0,-41.3,,,,41.0,121.7,,,,,,,,,,58.3,39.1,,False,,False,True,True,,,,,False,,True,,,False,False,,True,,,False,False,,,,False,False,,,,,,,,,,False,False
05059,465,564.0,,553.5,,513.0,583.0,479.0,,,,,352.7,,355.1,,,581.0,231.8,,374.5,374.5,,505.0,409.1,,,,517.0,638.3,,,,,,366.1,,,,549.8,726.0,99.0,,88.5,,48.0,118.0,14.0,,,,,-112.3,,-109.9,,,116.0,-233.2,,-90.5,-90.5,,40.0,-55.9,,,,52.0,173.3,,,,,,-98.9,,,,84.8,261.0,,True,,True,False,True,,,,,False,,False,,,False,False,,True,True,,True,True,,,,True,False,,,,,,True,,,,True,False
05061,188,212.0,,214.7,,167.0,177.0,156.0,,,,,115.7,,207.2,,,213.0,97.2,,116.9,,,137.0,141.2,,,,174.0,242.3,,,,,,,,,,190.8,206.1,24.0,,26.7,,-21.0,-11.0,-32.0,,,,,-72.3,,19.2,,,25.0,-90.8,,-71.1,,,-51.0,-46.8,,,,-14.0,54.3,,,,,,,,,,2.8,18.1,,False,,True,True,False,,,,,False,,True,,,False,False,,False,,,False,False,,,,True,False,,,,,,,,,,True,True
05063,208,396.0,,367.6,,355.0,366.0,142.0,,,,,325.0,,409.4,,,492.0,96.1,,286.6,286.0,,205.0,234.6,,,,402.0,691.8,,,,,,241.3,,,,408.0,423.3,188.0,,159.6,,147.0,158.0,-66.0,,,,,117.0,,201.4,,,284.0,-111.9,,78.6,78.0,,-3.0,26.6,,,,194.0,483.8,,,,,,33.3,,,,200.0,215.3,,True,,True,True,True,,,,,True,,False,,,False,True,,True,True,,True,True,,,,False,False,,,,,,True,,,,False,False
05065,99,160.0,,152.8,,139.0,158.0,132.0,,,,,114.2,,166.9,,,107.0,50.0,,141.0,,,112.0,95.2,,,,159.0,182.2,,,,,,,,,,111.1,226.8,61.0,,53.8,,40.0,59.0,33.0,,,,,15.2,,67.9,,,8.0,-49.0,,42.0,,,13.0,-3.8,,,,60.0,83.2,,,,,,,,,,12.1,127.8,,True,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,True,False,,,,,,,,,,True,False
05067,72,164.0,,147.7,,127.0,180.0,33.0,,,,,151.4,,159.0,,,188.0,21.6,,153.6,,,33.0,103.6,,,,190.0,373.7,,,,,,,,,,55.6,294.7,92.0,,75.7,,55.0,108.0,-39.0,,,,,79.4,,87.0,,,116.0,-50.4,,81.6,,,-39.0,31.6,,,,118.0,301.7,,,,,,,,,,-16.4,222.7,,True,,True,False,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,False,,,,,,,,,,True,False
05069,570,1332.0,,1325.5,,1053.0,1094.0,1157.0,,,,,728.9,,978.4,,,905.0,684.3,,734.9,772.5,,997.5,969.8,,,,1033.0,1246.3,,,,,,887.1,,,,1159.5,1262.7,762.0,,755.5,,483.0,524.0,587.0,,,,,158.9,,408.4,,,335.0,114.3,,164.9,202.5,,427.5,399.8,,,,463.0,676.3,,,,,,317.1,,,,589.5,692.7,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,True,True
05071,253,440.0,,422.0,,334.0,411.0,246.0,,,,,225.2,,319.2,,,389.0,74.7,,262.3,,,276.5,280.0,,,,341.0,471.8,,,,,,547.8,,,,432.1,414.7,187.0,,169.0,,81.0,158.0,-7.0,,,,,-27.8,,66.2,,,136.0,-178.3,,9.3,,,23.5,27.0,,,,88.0,218.8,,,,,,294.8,,,,179.1,161.7,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,False,,,,True,True
05073,59,68.0,,65.2,,67.0,64.0,85.0,,,,,46.3,,56.7,,,89.0,171.7,,57.2,,,63.0,53.4,,,,73.0,,,,,,,,,,,96.7,54.4,9.0,,6.2,,8.0,5.0,26.0,,,,,-12.7,,-2.3,,,30.0,112.7,,-1.8,,,4.0,-5.6,,,,14.0,,,,,,,,,,,37.7,-4.6,,True,,True,True,False,,,,,False,,True,,,False,False,,True,,,True,True,,,,False,,,,,,,,,,,False,True
05075,108,164.0,,149.0,,144.0,153.0,97.0,,,,,144.1,,208.1,,,176.0,74.1,,137.8,,,66.0,103.2,,,,187.0,180.1,,,,,,,,,,161.5,223.7,56.0,,41.0,,36.0,45.0,-11.0,,,,,36.1,,100.1,,,68.0,-33.9,,29.8,,,-42.0,-4.8,,,,79.0,72.1,,,,,,,,,,53.5,115.7,,True,,True,True,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,False,False,,,,,,,,,,True,False
05077,45,52.0,,52.3,,49.0,100.0,0.0,,,,,129.1,,49.5,,,94.0,26.6,,59.5,,,27.0,42.0,,,,98.0,102.4,,,,,,,,,,5.8,187.4,7.0,,7.3,,4.0,55.0,-45.0,,,,,84.1,,4.5,,,49.0,-18.4,,14.5,,,-18.0,-3.0,,,,53.0,57.4,,,,,,,,,,-39.2,142.4,,False,,True,False,False,,,,,False,,True,,,False,False,,False,,,False,True,,,,False,False,,,,,,,,,,False,False
05079,111,228.0,,244.7,,200.0,293.0,70.0,,,,,262.7,,93.0,,,159.0,45.4,,148.6,,,175.0,146.0,,,,204.0,240.6,,,,,,262.2,,,,209.4,581.7,117.0,,133.7,,89.0,182.0,-41.0,,,,,151.7,,-18.0,,,48.0,-65.6,,37.6,,,64.0,35.0,,,,93.0,129.6,,,,,,151.2,,,,98.4,470.7,,False,,True,False,True,,,,,False,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,False,,,,True,False
05081,105,132.0,,133.0,,118.0,131.0,138.0,,,,,92.8,,130.4,,,206.0,83.2,,112.9,,,81.5,106.5,,,,152.0,137.4,,,,,,,,,,82.0,176.9,27.0,,28.0,,13.0,26.0,33.0,,,,,-12.2,,25.4,,,101.0,-21.8,,7.9,,,-23.5,1.5,,,,47.0,32.4,,,,,,,,,,-23.0,71.9,,False,,True,True,False,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,False,,,,,,,,,,True,False
05083,210,304.0,,321.7,,265.0,295.0,174.0,,,,,172.0,,192.9,,,358.0,121.4,,223.0,,,204.0,196.7,,,,294.0,423.8,,,,,,,,,,373.7,376.1,94.0,,111.7,,55.0,85.0,-36.0,,,,,-38.0,,-17.1,,,148.0,-88.6,,13.0,,,-6.0,-13.3,,,,84.0,213.8,,,,,,,,,,163.7,166.1,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,,,,,,,,,,False,False
05085,844,1360.0,,1292.4,,1045.0,1175.0,972.0,,,,,621.6,,980.1,,,969.0,678.7,,773.4,1070.5,,929.5,836.6,,,,1060.0,1453.1,,,,,,1849.9,,,,1440.5,1562.7,516.0,,448.4,,201.0,331.0,128.0,,,,,-222.4,,136.1,,,125.0,-165.3,,-70.6,226.5,,85.5,-7.4,,,,216.0,609.1,,,,,,1005.9,,,,596.5,718.7,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,False,,,,,,False,,,,False,False
05087,70,296.0,,295.5,,216.0,207.0,238.0,,,,,112.0,,147.5,,,181.0,124.4,,168.8,,,216.5,189.8,,,,220.0,147.2,,,,,,,,,,277.9,231.0,226.0,,225.5,,146.0,137.0,168.0,,,,,42.0,,77.5,,,111.0,54.4,,98.8,,,146.5,119.8,,,,150.0,77.2,,,,,,,,,,207.9,161.0,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,,,,,True,True
05089,82,144.0,,152.8,,108.0,145.0,67.0,,,,,72.1,,171.6,,,101.0,33.7,,94.6,,,57.0,104.9,,,,141.0,223.8,,,,,,,,,,98.4,217.5,62.0,,70.8,,26.0,63.0,-15.0,,,,,-9.9,,89.6,,,19.0,-48.3,,12.6,,,-25.0,22.9,,,,59.0,141.8,,,,,,,,,,16.4,135.5,,False,,True,False,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,True,False,,,,,,,,,,True,False
05091,445,436.0,,427.3,,360.0,411.0,315.0,,,,,275.7,,525.0,,,685.0,221.9,,360.2,250.0,,262.0,328.8,,,,482.0,536.7,,,,,,239.1,,,,440.4,494.6,-9.0,,-17.7,,-85.0,-34.0,-130.0,,,,,-169.3,,80.0,,,240.0,-223.1,,-84.8,-195.0,,-183.0,-116.2,,,,37.0,91.7,,,,,,-205.9,,,,-4.6,49.6,,False,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,False,,,,True,False
05093,328,760.0,,796.8,,568.0,639.0,385.0,,,,,434.7,,643.9,,,420.0,224.3,,443.9,426.0,,551.0,497.3,,,,638.0,856.8,,,,,,481.6,,,,688.5,738.4,432.0,,468.8,,240.0,311.0,57.0,,,,,106.7,,315.9,,,92.0,-103.7,,115.9,98.0,,223.0,169.3,,,,310.0,528.8,,,,,,153.6,,,,360.5,410.4,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,False,,,,,,True,,,,True,True
05095,97,280.0,,265.3,,191.0,193.0,212.0,,,,,83.7,,128.2,,,82.0,151.7,,117.0,,,211.0,174.5,,,,134.0,125.2,,,,,,,,,,266.3,260.0,183.0,,168.3,,94.0,96.0,115.0,,,,,-13.3,,31.2,,,-15.0,54.7,,20.0,,,114.0,77.5,,,,37.0,28.2,,,,,,,,,,169.3,163.0,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,,,,,True,True
05097,76,76.0,,73.1,,58.0,89.0,40.0,,,,,63.6,,103.8,,,130.0,6.0,,49.1,,,30.0,42.2,,,,85.0,188.7,,,,,,,,,,27.3,129.8,0.0,,-2.9,,-18.0,13.0,-36.0,,,,,-12.4,,27.8,,,54.0,-70.0,,-26.9,,,-46.0,-33.8,,,,9.0,112.7,,,,,,,,,,-48.7,53.8,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False,False
05099,66,136.0,,140.4,,120.0,124.0,84.0,,,,,54.5,,98.5,,,158.0,386.5,,76.9,,,148.0,101.4,,,,111.0,47.7,,,,,,,,,,127.5,153.1,70.0,,74.4,,54.0,58.0,18.0,,,,,-11.5,,32.5,,,92.0,320.5,,10.9,,,82.0,35.4,,,,45.0,-18.3,,,,,,,,,,61.5,87.1,,False,,True,True,True,,,,,True,,True,,,False,False,,True,,,False,True,,,,True,True,,,,,,,,,,True,False
05101,47,52.0,,48.6,,60.0,83.0,0.0,,,,,51.4,,65.9,,,80.0,95.5,,45.7,,,29.0,41.2,,,,81.0,125.4,,,,,,,,,,53.3,135.6,5.0,,1.6,,13.0,36.0,-47.0,,,,,4.4,,18.9,,,33.0,48.5,,-1.3,,,-18.0,-5.8,,,,34.0,78.4,,,,,,,,,,6.3,88.6,,True,,False,False,False,,,,,True,,False,,,False,False,,True,,,False,False,,,,False,False,,,,,,,,,,False,False
05103,191,464.0,,455.1,,359.0,372.0,373.0,,,,,203.2,,436.5,,,389.0,162.3,,259.8,,,242.0,269.0,,,,365.0,383.2,,,,,,,,,,456.2,532.1,273.0,,264.1,,168.0,181.0,182.0,,,,,12.2,,245.5,,,198.0,-28.7,,68.8,,,51.0,78.0,,,,174.0,192.2,,,,,,,,,,265.2,341.1,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,,,,,True,False
05105,129,136.0,,139.0,,103.0,108.0,78.0,,,,,83.8,,105.8,,,118.0,34.5,,82.9,,,39.0,71.6,,,,114.0,124.1,,,,,,,,,,169.7,164.3,7.0,,10.0,,-26.0,-21.0,-51.0,,,,,-45.2,,-23.2,,,-11.0,-94.5,,-46.1,,,-90.0,-57.4,,,,-15.0,-4.9,,,,,,,,,,40.7,35.3,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,True,,,,,,,,,,False,False
05107,95,280.0,,247.8,,226.0,234.0,41.0,,,,,142.0,,224.0,,,223.0,44.1,,161.4,,,233.0,176.3,,,,248.0,271.1,,,,,,,,,,260.2,279.2,185.0,,152.8,,131.0,139.0,-54.0,,,,,47.0,,129.0,,,128.0,-50.9,,66.4,,,138.0,81.3,,,,153.0,176.1,,,,,,,,,,165.2,184.2,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,,,,,True,True
05109,95,64.0,,89.4,,72.0,96.0,51.0,,,,,88.7,,64.9,,,184.0,24.5,,76.8,,,9.0,47.4,,,,101.0,240.3,,,,,,,,,,19.2,126.8,-31.0,,-5.6,,-23.0,1.0,-44.0,,,,,-6.3,,-30.1,,,89.0,-70.5,,-18.2,,,-86.0,-47.6,,,,6.0,145.3,,,,,,,,,,-75.8,31.8,,True,,True,True,False,,,,,True,,True,,,False,False,,True,,,False,False,,,,True,False,,,,,,,,,,False,False
05111,140,312.0,,273.9,,271.0,289.0,3.0,,,,,272.5,,259.4,,,279.0,195.0,,226.8,,,171.0,193.4,,,,294.0,518.1,,,,,,254.4,,,,302.5,340.5,172.0,,133.9,,131.0,149.0,-137.0,,,,,132.5,,119.4,,,139.0,55.0,,86.8,,,31.0,53.4,,,,154.0,378.1,,,,,,114.4,,,,162.5,200.5,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,True,,,,True,False
05113,226,196.0,,216.8,,169.0,183.0,153.0,,,,,131.4,,227.5,,,345.0,77.3,,146.1,,,97.0,116.4,,,,213.0,251.0,,,,,,,,,,127.2,240.7,-30.0,,-9.2,,-57.0,-43.0,-73.0,,,,,-94.6,,1.5,,,119.0,-148.7,,-79.9,,,-129.0,-109.6,,,,-13.0,25.0,,,,,,,,,,-98.8,14.7,,True,,False,False,False,,,,,False,,True,,,False,False,,False,,,False,False,,,,True,True,,,,,,,,,,False,True
05115,556,912.0,,925.6,,798.0,913.0,544.0,,,,,667.0,,685.2,,,784.0,460.9,,814.5,607.0,,400.5,543.0,,,,781.0,1503.3,,,,,,1869.2,,,,1136.2,1077.2,356.0,,369.6,,242.0,357.0,-12.0,,,,,111.0,,129.2,,,228.0,-95.1,,258.5,51.0,,-155.5,-13.0,,,,225.0,947.3,,,,,,1313.2,,,,580.2,521.2,,False,,True,False,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,False,,,,,,False,,,,False,False
05117,81,256.0,,258.0,,205.0,198.0,215.0,,,,,82.3,,152.8,,,90.0,209.2,,116.2,,,235.0,171.7,,,,163.0,168.7,,,,,,,,,,239.1,223.7,175.0,,177.0,,124.0,117.0,134.0,,,,,1.3,,71.8,,,9.0,128.2,,35.2,,,154.0,90.7,,,,82.0,87.7,,,,,,,,,,158.1,142.7,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,,,,,True,True
05119,3499,7012.0,,6871.3,6958.2,5539.0,5619.0,8429.0,,,,,3477.9,,5325.1,,5359.6,4941.0,2833.6,,4445.9,5734.5,,5035.5,4655.9,,,,4891.0,6626.7,,,,,,6580.5,5236.0,,,5985.2,5866.9,3513.0,,3372.3,3459.2,2040.0,2120.0,4930.0,,,,,-21.1,,1826.1,,1860.6,1442.0,-665.4,,946.9,2235.5,,1536.5,1156.9,,,,1392.0,3127.7,,,,,,3081.5,1737.0,,,2486.2,2367.9,,True,True,True,True,False,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,True,True,,,True,True
05121,115,184.0,,143.3,,134.0,190.0,64.0,,,,,173.9,,192.8,,,169.0,59.5,,172.9,,,102.0,113.7,,,,206.0,381.5,,,,,,,,,,78.8,227.1,69.0,,28.3,,19.0,75.0,-51.0,,,,,58.9,,77.8,,,54.0,-55.5,,57.9,,,-13.0,-1.3,,,,91.0,266.5,,,,,,,,,,-36.2,112.1,,True,,True,False,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,False,False,,,,,,,,,,True,False
05123,126,260.0,,183.1,,190.0,303.0,202.0,,,,,298.9,,156.9,,,276.0,127.2,,246.0,,,114.0,165.8,,,,271.0,365.5,,,,,,94.9,,,,174.2,554.3,134.0,,57.1,,64.0,177.0,76.0,,,,,172.9,,30.9,,,150.0,1.2,,120.0,,,-12.0,39.8,,,,145.0,239.5,,,,,,-31.1,,,,48.2,428.3,,True,,True,False,True,,,,,False,,True,,,False,True,,True,,,True,True,,,,False,False,,,,,,True,,,,True,False
05125,1016,2040.0,,2015.1,,1498.0,1655.0,1474.0,,,,,1018.2,,1553.5,,,1934.0,554.1,,1163.0,1397.0,,1428.0,1217.4,,,,1522.0,2230.7,,,,,,1842.6,,,,2024.9,1859.0,1024.0,,999.1,,482.0,639.0,458.0,,,,,2.2,,537.5,,,918.0,-461.9,,147.0,381.0,,412.0,201.4,,,,506.0,1214.7,,,,,,826.6,,,,1008.9,843.0,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,False,,,,,,True,,,,True,True
05127,60,156.0,,150.5,,122.0,130.0,127.0,,,,,86.0,,159.8,,,166.0,40.1,,96.0,,,83.0,97.4,,,,124.0,156.6,,,,,,,,,,145.5,176.9,96.0,,90.5,,62.0,70.0,67.0,,,,,26.0,,99.8,,,106.0,-19.9,,36.0,,,23.0,37.4,,,,64.0,96.6,,,,,,,,,,85.5,116.9,,True,,True,True,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,True,False,,,,,,,,,,True,False
05129,38,84.0,,85.4,,69.0,82.0,35.0,,,,,53.9,,80.0,,,70.0,51.6,,42.1,,,46.0,62.8,,,,81.0,154.7,,,,,,,,,,48.5,93.7,46.0,,47.4,,31.0,44.0,-3.0,,,,,15.9,,42.0,,,32.0,13.6,,4.1,,,8.0,24.8,,,,43.0,116.7,,,,,,,,,,10.5,55.7,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,,,,,True,False
05131,1038,2364.0,,2223.4,,1735.0,1969.0,1515.0,,,,,1373.2,,1557.2,,,2264.0,481.5,,1819.4,2030.5,,1354.5,1339.9,,,,1743.0,1351.7,,,,,,2884.9,,,,2968.3,2572.0,1326.0,,1185.4,,697.0,931.0,477.0,,,,,335.2,,519.2,,,1226.0,-556.5,,781.4,992.5,,316.5,301.9,,,,705.0,313.7,,,,,,1846.9,,,,1930.3,1534.0,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,,,,,,False,,,,False,False
05133,286,132.0,,152.3,,142.0,195.0,123.0,,,,,177.8,,119.1,,,347.0,55.7,,113.2,,,67.0,85.8,,,,199.0,257.3,,,,,,127.8,,,,109.4,302.2,-154.0,,-133.7,,-144.0,-91.0,-163.0,,,,,-108.2,,-166.9,,,61.0,-230.3,,-172.8,,,-219.0,-200.2,,,,-87.0,-28.7,,,,,,-158.2,,,,-176.6,16.2,,True,,True,True,False,,,,,True,,False,,,True,False,,False,,,False,False,,,,True,True,,,,,,False,,,,False,True
05135,79,144.0,,152.6,,124.0,150.0,74.0,,,,,119.4,,189.7,,,144.0,15.7,,109.4,,,45.0,74.4,,,,159.0,364.4,,,,,,,,,,107.3,175.9,65.0,,73.6,,45.0,71.0,-5.0,,,,,40.4,,110.7,,,65.0,-63.3,,30.4,,,-34.0,-4.6,,,,80.0,285.4,,,,,,,,,,28.3,96.9,,False,,True,False,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,False,False,,,,,,,,,,True,False
05137,37,124.0,,137.8,,105.0,115.0,71.0,,,,,94.9,,97.7,,,102.0,22.0,,77.3,,,81.0,84.7,,,,118.0,139.5,,,,,,,,,,86.8,156.1,87.0,,100.8,,68.0,78.0,34.0,,,,,57.9,,60.7,,,65.0,-15.0,,40.3,,,44.0,47.7,,,,81.0,102.5,,,,,,,,,,49.8,119.1,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,,,,,True,False
05139,336,648.0,,624.6,,486.0,542.0,525.0,,,,,332.0,,607.3,,,656.0,414.7,,420.5,441.0,,330.5,422.3,,,,509.0,675.4,,,,,,299.9,,,,723.5,738.7,312.0,,288.6,,150.0,206.0,189.0,,,,,-4.0,,271.3,,,320.0,78.7,,84.5,105.0,,-5.5,86.3,,,,173.0,339.4,,,,,,-36.1,,,,387.5,402.7,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,,,,,,True,,,,False,False
05141,85,324.0,,329.9,,227.0,220.0,276.0,,,,,129.9,,147.8,,,159.0,151.9,,144.4,,,138.0,180.1,,,,228.0,329.4,,,,,,,,,,286.6,234.9,239.0,,244.9,,142.0,135.0,191.0,,,,,44.9,,62.8,,,74.0,66.9,,59.4,,,53.0,95.1,,,,143.0,244.4,,,,,,,,,,201.6,149.9,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,,,,,True,True
05143,1716,3596.0,,4166.4,3809.7,2821.0,3779.0,2812.0,,,,,2320.7,,2394.0,,2051.2,3275.0,1106.6,,3020.1,2739.5,,2117.5,2016.4,,,,2920.0,3681.2,,,,,,5877.4,1978.0,,,4165.9,4423.0,1880.0,,2450.4,2093.7,1105.0,2063.0,1096.0,,,,,604.7,,678.0,,335.2,1559.0,-609.4,,1304.1,1023.5,,401.5,300.4,,,,1204.0,1965.2,,,,,,4161.4,262.0,,,2449.9,2707.0,,False,False,True,False,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,False,,,,,,False,True,,,False,False
05145,667,976.0,,1005.6,,810.0,1050.0,767.0,,,,,600.1,,945.8,,,1052.0,510.4,,648.8,872.5,,737.0,672.4,,,,872.0,1608.9,,,,,,1438.1,,,,904.4,1397.6,309.0,,338.6,,143.0,383.0,100.0,,,,,-66.9,,278.8,,,385.0,-156.6,,-18.2,205.5,,70.0,5.4,,,,205.0,941.9,,,,,,771.1,,,,237.4,730.6,,False,,True,False,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,,,,,,False,,,,True,False
05147,65,124.0,,120.9,,90.0,103.0,76.0,,,,,64.0,,117.4,,,57.0,59.9,,65.5,,,57.0,65.7,,,,97.0,143.7,,,,,,,,,,145.7,145.8,59.0,,55.9,,25.0,38.0,11.0,,,,,-1.0,,52.4,,,-8.0,-5.1,,0.5,,,-8.0,0.7,,,,32.0,78.7,,,,,,,,,,80.7,80.8,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,,,,,,,,,,False,False
05149,313,328.0,,317.4,,291.0,314.0,211.0,,,,,274.3,,230.3,,,334.0,131.3,,250.3,,,163.5,205.6,,,,312.0,460.6,,,,,,,,,,301.3,442.5,15.0,,4.4,,-22.0,1.0,-102.0,,,,,-38.7,,-82.7,,,21.0,-181.7,,-62.7,,,-149.5,-107.4,,,,-1.0,147.6,,,,,,,,,,-11.7,129.5,,True,,False,True,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,True,False,,,,,,,,,,True,False
