,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FDANIHASU-Sweight,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FDANIHASU-Sweight,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FDANIHASU-Sweight,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
19179,493,450.0,158.0,,,,,,435.0,136.1,396.1,,431.0,,,383.6,,,-43.0,-335.0,,,,,,-58.0,-356.9,-96.9,,-62.0,,,-109.4,,,False,,,,,,False,False,False,,False,,,False,,
19181,496,1025.0,626.0,,,,,,531.0,291.8,708.6,,982.0,,,472.3,,,529.0,130.0,,,,,,35.0,-204.2,212.6,,486.0,,,-23.7,,,True,,,,,,True,True,True,,True,,,True,,
19183,158,435.0,285.0,,,,,,197.0,47.7,271.4,,356.0,,,438.6,,,277.0,127.0,,,,,,39.0,-110.3,113.4,,198.0,,,280.6,,,True,,,,,,True,True,True,,True,,,False,,
19185,30,25.0,0.0,,,,,,76.0,0.6,39.1,,1.0,,,,,,-5.0,-30.0,,,,,,46.0,-29.4,9.1,,-29.0,,,,,,False,,,,,,False,False,False,,False,,,,,
19187,201,230.0,69.0,,,,,,328.0,55.2,304.4,,173.0,,,,,,29.0,-132.0,,,,,,127.0,-145.8,103.4,,-28.0,,,,,,False,,,,,,False,False,False,,True,,,,,
19189,73,175.0,14.0,,,,,,89.0,32.9,111.4,,122.0,,,,,,102.0,-59.0,,,,,,16.0,-40.1,38.4,,49.0,,,,,,True,,,,,,True,True,True,,True,,,,,
19191,210,300.0,324.0,,,,,,205.0,123.0,214.4,,243.0,,,,,,90.0,114.0,,,,,,-5.0,-87.0,4.4,,33.0,,,,,,False,,,,,,True,True,True,,True,,,,,
19193,595,830.0,553.0,,,,,,783.0,112.1,851.6,,603.5,,,949.0,,,235.0,-42.0,,,,,,188.0,-482.9,256.6,,8.5,,,354.0,,,True,,,,,,True,False,False,,True,,,False,,
19195,39,100.0,32.0,,,,,,61.0,28.5,85.7,,55.0,,,,,,61.0,-7.0,,,,,,22.0,-10.5,46.7,,16.0,,,,,,True,,,,,,True,True,True,,True,,,,,
19197,66,195.0,26.0,,,,,,115.0,39.0,150.7,,164.0,,,,,,129.0,-40.0,,,,,,49.0,-27.0,84.7,,98.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20001,235,275.0,109.0,,,,,,264.0,171.8,163.7,,323.0,,,,,,40.0,-126.0,,,,,,29.0,-63.2,-71.3,,88.0,,,,,,False,,,,,,True,False,False,,False,,,,,
20003,70,180.0,52.0,,,,,,223.0,54.6,112.6,,252.0,,,,,,110.0,-18.0,,,,,,153.0,-15.4,42.6,,182.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20005,133,230.0,119.0,,,,,,274.0,54.8,159.1,,236.0,,,,,,97.0,-14.0,,,,,,141.0,-78.2,26.1,,103.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20007,16,85.0,20.0,,,,,,68.0,22.7,35.5,,90.0,,,,,,69.0,4.0,,,,,,52.0,6.7,19.5,,74.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20009,106,305.0,165.0,,,,,,357.0,92.9,232.6,,401.0,,,449.4,,,199.0,59.0,,,,,,251.0,-13.1,126.6,,295.0,,,343.4,,,True,,,,,,False,True,True,,False,,,False,,
20011,93,165.0,48.0,,,,,,357.0,116.4,156.5,,359.0,,,,,,72.0,-45.0,,,,,,264.0,23.4,63.5,,266.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20013,50,95.0,27.0,,,,,,173.0,22.5,91.8,,186.0,,,,,,45.0,-23.0,,,,,,123.0,-27.5,41.8,,136.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20015,606,1220.0,311.0,,,,,,1306.0,553.6,955.5,,1817.0,,,1323.6,,,614.0,-295.0,,,,,,700.0,-52.4,349.5,,1211.0,,,717.6,,,True,,,,,,False,True,True,,False,,,False,,
20017,15,40.0,,,,,,,59.0,8.6,12.7,,20.0,,,,,,25.0,,,,,,,44.0,-6.4,-2.3,,5.0,,,,,,,,,,,,False,True,True,,True,,,,,
20019,33,40.0,8.0,,,,,,88.0,4.8,23.6,,83.0,,,,,,7.0,-25.0,,,,,,55.0,-28.2,-9.4,,50.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20021,252,355.0,95.0,,,,,,583.0,96.2,304.9,,545.0,,,,,,103.0,-157.0,,,,,,331.0,-155.8,52.9,,293.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20023,19,30.0,,,,,,,44.0,3.8,27.4,,74.0,,,,,,11.0,,,,,,,25.0,-15.2,8.4,,55.0,,,,,,,,,,,,False,False,True,,False,,,,,
20025,15,45.0,,,,,,,32.0,27.5,17.4,,40.0,,,,,,30.0,,,,,,,17.0,12.5,2.4,,25.0,,,,,,,,,,,,True,True,True,,True,,,,,
20027,56,90.0,31.0,,,,,,153.0,71.3,73.8,,175.0,,,,,,34.0,-25.0,,,,,,97.0,15.3,17.8,,119.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20029,27,110.0,15.0,,,,,,149.0,122.2,74.7,,128.0,,,,,,83.0,-12.0,,,,,,122.0,95.2,47.7,,101.0,,,,,,True,,,,,,False,False,True,,False,,,,,
20031,105,145.0,24.0,,,,,,183.0,47.9,70.4,,145.0,,,,,,40.0,-81.0,,,,,,78.0,-57.1,-34.6,,40.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20033,6,0.0,0.0,,,,,,25.0,9.7,3.1,,10.0,,,,,,-6.0,-6.0,,,,,,19.0,3.7,-2.9,,4.0,,,,,,False,,,,,,False,True,True,,True,,,,,
20035,551,785.0,228.0,,,,,,804.0,308.6,489.7,,992.0,,,,,,234.0,-323.0,,,,,,253.0,-242.4,-61.3,,441.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20037,446,645.0,160.0,,,,,,885.0,180.4,486.4,,943.5,,,,,,199.0,-286.0,,,,,,439.0,-265.6,40.4,,497.5,,,,,,False,,,,,,False,False,True,,False,,,,,
20039,11,35.0,,,,,,,42.0,18.8,16.2,,19.0,,,,,,24.0,,,,,,,31.0,7.8,5.2,,8.0,,,,,,,,,,,,False,True,True,,True,,,,,
20041,141,385.0,228.0,,,,,,346.0,159.4,233.0,,474.0,,,,,,244.0,87.0,,,,,,205.0,18.4,92.0,,333.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20043,82,105.0,32.0,,,,,,118.0,33.9,83.4,,200.0,,,,,,23.0,-50.0,,,,,,36.0,-48.1,1.4,,118.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20045,788,1740.0,1564.0,,,,,,2058.0,475.6,1154.2,,1730.5,,,2901.4,,,952.0,776.0,,,,,,1270.0,-312.4,366.2,,942.5,,,2113.4,,,True,,,,,,False,True,True,,True,,,False,,
20047,18,5.0,0.0,,,,,,37.0,4.9,8.6,,15.0,,,,,,-13.0,-18.0,,,,,,19.0,-13.1,-9.4,,-3.0,,,,,,False,,,,,,False,False,True,,True,,,,,
20049,20,30.0,0.0,,,,,,57.0,8.8,14.5,,59.0,,,,,,10.0,-20.0,,,,,,37.0,-11.2,-5.5,,39.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20051,252,325.0,344.0,,,,,,308.0,100.4,224.8,,336.0,,,,,,73.0,92.0,,,,,,56.0,-151.6,-27.2,,84.0,,,,,,False,,,,,,True,False,True,,False,,,,,
20053,55,90.0,9.0,,,,,,94.0,28.0,67.9,,152.0,,,,,,35.0,-46.0,,,,,,39.0,-27.0,12.9,,97.0,,,,,,False,,,,,,False,True,True,,False,,,,,
20055,149,295.0,150.0,,,,,,582.0,117.2,371.5,,281.0,,,176.8,,,146.0,1.0,,,,,,433.0,-31.8,222.5,,132.0,,,27.8,,,True,,,,,,False,True,False,,True,,,True,,
20057,145,215.0,57.0,,,,,,550.0,45.8,373.6,,406.0,,,203.4,,,70.0,-88.0,,,,,,405.0,-99.2,228.6,,261.0,,,58.4,,,False,,,,,,False,False,False,,False,,,True,,
20059,244,580.0,183.0,,,,,,558.0,69.9,296.3,,656.5,,,576.5,,,336.0,-61.0,,,,,,314.0,-174.1,52.3,,412.5,,,332.5,,,True,,,,,,True,True,True,,False,,,True,,
20061,425,755.0,198.0,,,,,,664.0,1066.7,599.0,,873.0,,,496.4,,,330.0,-227.0,,,,,,239.0,641.7,174.0,,448.0,,,71.4,,,True,,,,,,True,False,True,,False,,,True,,
20063,17,15.0,0.0,,,,,,30.0,44.1,15.5,,29.0,,,,,,-2.0,-17.0,,,,,,13.0,27.1,-1.5,,12.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20065,12,60.0,,,,,,,22.0,38.1,25.2,,39.0,,,,,,48.0,,,,,,,10.0,26.1,13.2,,27.0,,,,,,,,,,,,True,True,True,,True,,,,,
20067,27,30.0,0.0,,,,,,161.0,13.0,27.9,,44.0,,,,,,3.0,-27.0,,,,,,134.0,-14.0,0.9,,17.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20069,13,55.0,5.0,,,,,,65.0,24.9,34.6,,51.0,,,,,,42.0,-8.0,,,,,,52.0,11.9,21.6,,38.0,,,,,,True,,,,,,False,True,True,,True,,,,,
20071,0,15.0,0.0,,,,,,26.0,6.2,6.8,,10.0,,,,,,15.0,0.0,,,,,,26.0,6.2,6.8,,10.0,,,,,,True,,,,,,False,True,True,,True,,,,,
20073,33,110.0,18.0,,,,,,164.0,182.2,49.4,,111.0,,,,,,77.0,-15.0,,,,,,131.0,149.2,16.4,,78.0,,,,,,True,,,,,,False,False,True,,False,,,,,
20075,2,10.0,0.0,,,,,,53.0,0.5,9.9,,19.0,,,,,,8.0,-2.0,,,,,,51.0,-1.5,7.9,,17.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20077,44,225.0,0.0,,,,,,97.0,543.1,108.3,,151.0,,,,,,181.0,-44.0,,,,,,53.0,499.1,64.3,,107.0,,,,,,True,,,,,,True,False,True,,True,,,,,
20079,269,0.0,118.0,,,,,,624.0,232.6,316.3,,898.0,,,,,,-269.0,-151.0,,,,,,355.0,-36.4,47.3,,629.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20081,11,20.0,0.0,,,,,,70.0,15.6,24.0,,47.0,,,,,,9.0,-11.0,,,,,,59.0,4.6,13.0,,36.0,,,,,,False,,,,,,False,True,False,,False,,,,,
20083,29,10.0,0.0,,,,,,22.0,2.9,8.0,,13.0,,,,,,-19.0,-29.0,,,,,,-7.0,-26.1,-21.0,,-16.0,,,,,,False,,,,,,True,False,False,,True,,,,,
20085,96,200.0,82.0,,,,,,240.0,40.9,141.9,,252.5,,,,,,104.0,-14.0,,,,,,144.0,-55.1,45.9,,156.5,,,,,,True,,,,,,False,True,True,,False,,,,,
20087,129,285.0,78.0,,,,,,334.0,193.5,215.8,,438.0,,,,,,156.0,-51.0,,,,,,205.0,64.5,86.8,,309.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20089,14,20.0,0.0,,,,,,39.0,5.7,16.9,,49.0,,,,,,6.0,-14.0,,,,,,25.0,-8.3,2.9,,35.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20091,6327,14620.0,22263.0,,,,,,10673.0,6119.8,9171.7,,12495.0,,,15131.1,3027.0,,8293.0,15936.0,,,,,,4346.0,-207.2,2844.7,,6168.0,,,8804.1,-3300.0,,False,,,,,,True,True,True,,True,,,False,True,
20093,17,80.0,9.0,,,,,,61.0,29.1,33.7,,72.0,,,,,,63.0,-8.0,,,,,,44.0,12.1,16.7,,55.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20095,90,110.0,16.0,,,,,,122.0,47.2,62.3,,112.0,,,,,,20.0,-74.0,,,,,,32.0,-42.8,-27.7,,22.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20097,20,45.0,,,,,,,39.0,13.6,24.0,,63.0,,,,,,25.0,,,,,,,19.0,-6.4,4.0,,43.0,,,,,,,,,,,,True,True,True,,False,,,,,
20099,225,390.0,79.0,,,,,,504.0,101.6,270.9,,804.5,,,426.0,,,165.0,-146.0,,,,,,279.0,-123.4,45.9,,579.5,,,201.0,,,True,,,,,,False,True,True,,False,,,False,,
20101,7,15.0,0.0,,,,,,15.0,3.1,3.9,,14.0,,,,,,8.0,-7.0,,,,,,8.0,-3.9,-3.1,,7.0,,,,,,True,,,,,,False,True,True,,True,,,,,
20103,797,1510.0,1530.0,,,,,,1404.0,640.4,857.8,,1207.0,,,1163.1,,,713.0,733.0,,,,,,607.0,-156.6,60.8,,410.0,,,366.1,,,False,,,,,,True,True,True,,True,,,True,,
20105,10,40.0,5.0,,,,,,45.0,5.4,23.0,,62.0,,,,,,30.0,-5.0,,,,,,35.0,-4.6,13.0,,52.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20107,72,170.0,42.0,,,,,,187.0,33.1,87.4,,220.0,,,,,,98.0,-30.0,,,,,,115.0,-38.9,15.4,,148.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20109,6,15.0,0.0,,,,,,35.0,6.2,8.0,,19.0,,,,,,9.0,-6.0,,,,,,29.0,0.2,2.0,,13.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20111,306,520.0,439.0,,,,,,874.0,144.0,364.5,,582.0,,,774.7,,,214.0,133.0,,,,,,568.0,-162.0,58.5,,276.0,,,468.7,,,True,,,,,,False,True,True,,False,,,False,,
20113,274,550.0,1193.0,,,,,,502.0,307.4,375.8,,604.5,,,467.5,,,276.0,919.0,,,,,,228.0,33.4,101.8,,330.5,,,193.5,,,False,,,,,,True,True,True,,False,,,True,,
20115,113,305.0,178.0,,,,,,235.0,161.7,159.9,,314.0,,,,,,192.0,65.0,,,,,,122.0,48.7,46.9,,201.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20117,187,110.0,24.0,,,,,,183.0,65.5,54.6,,148.0,,,,,,-77.0,-163.0,,,,,,-4.0,-121.5,-132.4,,-39.0,,,,,,False,,,,,,True,False,False,,True,,,,,
20119,31,105.0,0.0,,,,,,56.0,149.0,61.1,,90.0,,,,,,74.0,-31.0,,,,,,25.0,118.0,30.1,,59.0,,,,,,True,,,,,,True,False,True,,True,,,,,
20121,245,875.0,704.0,,,,,,690.0,159.8,498.8,,816.0,,,,,,630.0,459.0,,,,,,445.0,-85.2,253.8,,571.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20123,25,90.0,31.0,,,,,,90.0,50.8,70.4,,126.0,,,,,,65.0,6.0,,,,,,65.0,25.8,45.4,,101.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20125,370,725.0,485.0,,,,,,875.0,302.7,413.8,,1054.5,,,294.7,,,355.0,115.0,,,,,,505.0,-67.3,43.8,,684.5,,,-75.3,,,True,,,,,,False,True,True,,False,,,True,,
20127,75,145.0,10.0,,,,,,94.0,83.2,52.2,,117.0,,,,,,70.0,-65.0,,,,,,19.0,8.2,-22.8,,42.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20129,32,25.0,0.0,,,,,,57.0,25.8,15.2,,17.0,,,,,,-7.0,-32.0,,,,,,25.0,-6.2,-16.8,,-15.0,,,,,,False,,,,,,False,True,False,,False,,,,,
20131,61,60.0,11.0,,,,,,183.0,12.0,68.5,,116.0,,,,,,-1.0,-50.0,,,,,,122.0,-49.0,7.5,,55.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20133,187,280.0,66.0,,,,,,444.0,66.4,194.5,,513.0,,,,,,93.0,-121.0,,,,,,257.0,-120.6,7.5,,326.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20135,42,20.0,0.0,,,,,,31.0,28.6,7.2,,19.0,,,,,,-22.0,-42.0,,,,,,-11.0,-13.4,-34.8,,-23.0,,,,,,False,,,,,,True,True,False,,False,,,,,
20137,19,25.0,0.0,,,,,,55.0,1.9,25.4,,40.0,,,,,,6.0,-19.0,,,,,,36.0,-17.1,6.4,,21.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20139,150,170.0,44.0,,,,,,284.0,62.5,163.5,,288.0,,,,,,20.0,-106.0,,,,,,134.0,-87.5,13.5,,138.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20141,22,30.0,0.0,,,,,,39.0,25.7,25.3,,89.0,,,,,,8.0,-22.0,,,,,,17.0,3.7,3.3,,67.0,,,,,,False,,,,,,False,True,True,,False,,,,,
20143,41,180.0,69.0,,,,,,94.0,49.4,58.6,,130.0,,,,,,139.0,28.0,,,,,,53.0,8.4,17.6,,89.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20145,39,145.0,35.0,,,,,,83.0,50.2,75.9,,182.0,,,,,,106.0,-4.0,,,,,,44.0,11.2,36.9,,143.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20147,63,20.0,7.0,,,,,,76.0,17.8,32.3,,77.0,,,,,,-43.0,-56.0,,,,,,13.0,-45.2,-30.7,,14.0,,,,,,False,,,,,,True,False,True,,True,,,,,
20149,328,365.0,200.0,,,,,,489.0,130.4,261.8,,478.0,,,,,,37.0,-128.0,,,,,,161.0,-197.6,-66.2,,150.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20151,29,95.0,22.0,,,,,,132.0,54.9,63.0,,128.0,,,,,,66.0,-7.0,,,,,,103.0,25.9,34.0,,99.0,,,,,,True,,,,,,False,True,True,,False,,,,,
20153,7,65.0,,,,,,,31.0,242.9,21.6,,34.0,,,,,,58.0,,,,,,,24.0,235.9,14.6,,27.0,,,,,,,,,,,,True,False,True,,True,,,,,
20155,453,1185.0,1346.0,,,,,,1333.0,377.8,708.0,,1251.0,,,1573.6,,,732.0,893.0,,,,,,880.0,-75.2,255.0,,798.0,,,1120.6,,,False,,,,,,False,True,True,,False,,,False,,
20157,18,95.0,9.0,,,,,,77.0,28.3,33.8,,119.0,,,,,,77.0,-9.0,,,,,,59.0,10.3,15.8,,101.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20159,90,195.0,45.0,,,,,,163.0,36.4,84.2,,260.0,,,,,,105.0,-45.0,,,,,,73.0,-53.6,-5.8,,170.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20161,386,1010.0,332.0,,,,,,1273.0,301.8,880.5,,1191.5,,,826.2,,,624.0,-54.0,,,,,,887.0,-84.2,494.5,,805.5,,,440.2,,,True,,,,,,False,True,True,,False,,,True,,
20163,40,60.0,18.0,,,,,,57.0,18.6,55.4,,83.0,,,,,,20.0,-22.0,,,,,,17.0,-21.4,15.4,,43.0,,,,,,False,,,,,,True,False,True,,False,,,,,
20165,16,90.0,18.0,,,,,,39.0,50.1,40.7,,78.0,,,,,,74.0,2.0,,,,,,23.0,34.1,24.7,,62.0,,,,,,True,,,,,,True,True,True,,True,,,,,
20167,50,80.0,9.0,,,,,,76.0,12.3,43.4,,86.0,,,,,,30.0,-41.0,,,,,,26.0,-37.7,-6.6,,36.0,,,,,,False,,,,,,True,False,True,,False,,,,,
20169,584,1030.0,467.0,,,,,,908.0,196.6,747.4,,1541.5,,,432.9,,,446.0,-117.0,,,,,,324.0,-387.4,163.4,,957.5,,,-151.1,,,True,,,,,,True,True,True,,False,,,True,,
20171,26,40.0,6.0,,,,,,67.0,37.3,32.4,,67.0,,,,,,14.0,-20.0,,,,,,41.0,11.3,6.4,,41.0,,,,,,False,,,,,,False,True,True,,False,,,,,
20173,5347,8890.0,3075.0,,,,,,8914.0,3753.8,7093.3,,12366.0,,,6180.0,1741.0,,3543.0,-2272.0,,,,,,3567.0,-1593.2,1746.3,,7019.0,,,833.0,-3606.0,,True,,,,,,False,True,True,,False,,,True,False,
20175,100,270.0,57.0,,,,,,472.0,324.6,186.4,,240.0,,,208.6,,,170.0,-43.0,,,,,,372.0,224.6,86.4,,140.0,,,108.6,,,True,,,,,,False,False,True,,True,,,True,,
20177,1697,3585.0,4421.0,,,,,,3571.0,1200.1,2900.9,,3999.0,,,1996.2,943.0,,1888.0,2724.0,,,,,,1874.0,-496.9,1203.9,,2302.0,,,299.2,-754.0,,False,,,,,,True,True,True,,False,,,True,True,
20179,7,65.0,,,,,,,34.0,17.4,30.9,,55.0,,,,,,58.0,,,,,,,27.0,10.4,23.9,,48.0,,,,,,,,,,,,True,True,True,,True,,,,,
20181,35,75.0,0.0,,,,,,76.0,267.0,29.3,,44.0,,,,,,40.0,-35.0,,,,,,41.0,232.0,-5.7,,9.0,,,,,,True,,,,,,False,False,True,,True,,,,,
20183,24,25.0,0.0,,,,,,52.0,2.3,13.9,,48.0,,,,,,1.0,-24.0,,,,,,28.0,-21.7,-10.1,,24.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20185,19,25.0,1.0,,,,,,61.0,24.6,23.5,,48.0,,,,,,6.0,-18.0,,,,,,42.0,5.6,4.5,,29.0,,,,,,False,,,,,,False,True,True,,False,,,,,
20187,14,20.0,0.0,,,,,,48.0,27.8,9.1,,10.0,,,,,,6.0,-14.0,,,,,,34.0,13.8,-4.9,,-4.0,,,,,,False,,,,,,False,False,True,,True,,,,,
20189,26,45.0,4.0,,,,,,120.0,6.5,40.9,,65.0,,,,,,19.0,-22.0,,,,,,94.0,-19.5,14.9,,39.0,,,,,,False,,,,,,False,False,True,,False,,,,,
20191,299,525.0,360.0,,,,,,436.0,255.3,320.9,,562.0,,,,,,226.0,61.0,,,,,,137.0,-43.7,21.9,,263.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20193,71,155.0,19.0,,,,,,100.0,88.9,80.7,,160.5,,,,,,84.0,-52.0,,,,,,29.0,17.9,9.7,,89.5,,,,,,True,,,,,,True,True,True,,False,,,,,
20195,42,40.0,,,,,,,30.0,9.1,25.8,,68.0,,,,,,-2.0,,,,,,,-12.0,-32.9,-16.2,,26.0,,,,,,,,,,,,False,False,False,,False,,,,,
20197,77,180.0,163.0,,,,,,127.0,47.1,90.6,,188.0,,,,,,103.0,86.0,,,,,,50.0,-29.9,13.6,,111.0,,,,,,True,,,,,,True,True,True,,False,,,,,
20199,7,0.0,0.0,,,,,,20.0,0.1,3.4,,5.0,,,,,,-7.0,-7.0,,,,,,13.0,-6.9,-3.6,,-2.0,,,,,,False,,,,,,False,True,True,,True,,,,,
20201,43,60.0,10.0,,,,,,114.0,41.8,46.6,,68.0,,,,,,17.0,-33.0,,,,,,71.0,-1.2,3.6,,25.0,,,,,,False,,,,,,False,True,True,,False,,,,,
20203,6,0.0,0.0,,,,,,44.0,9.5,12.0,,26.0,,,,,,-6.0,-6.0,,,,,,38.0,3.5,6.0,,20.0,,,,,,False,,,,,,False,True,True,,False,,,,,
20205,132,105.0,28.0,,,,,,239.0,64.8,76.0,,243.0,,,,,,-27.0,-104.0,,,,,,107.0,-67.2,-56.0,,111.0,,,,,,False,,,,,,False,False,False,,False,,,,,
20207,23,80.0,6.0,,,,,,64.0,127.0,43.9,,80.0,,,,,,57.0,-17.0,,,,,,41.0,104.0,20.9,,57.0,,,,,,True,,,,,,True,False,True,,False,,,,,
20209,1410,2670.0,1684.0,,,,,,3416.0,874.1,2187.0,,3390.0,,,2042.6,884.0,,1260.0,274.0,,,,,,2006.0,-535.9,777.0,,1980.0,,,632.6,-526.0,,True,,,,,,False,True,True,,False,,,True,True,
21001,190,245.0,0.0,,,,,,441.0,121.3,136.5,,375.0,,,,,,55.0,-190.0,,,,,,251.0,-68.7,-53.5,,185.0,,,,,,False,,,,,,False,False,True,,False,,,,,
21003,330,320.0,65.0,,,,,,503.0,101.9,285.9,,294.0,,,,,,-10.0,-265.0,,,,,,173.0,-228.1,-44.1,,-36.0,,,,,,False,,,,,,False,False,False,,False,,,,,
21005,270,480.0,383.0,,,,,,459.0,112.0,311.9,,487.0,,,,,,210.0,113.0,,,,,,189.0,-158.0,41.9,,217.0,,,,,,True,,,,,,True,True,True,,False,,,,,
21007,53,75.0,18.0,,,,,,95.0,35.4,58.9,,73.0,,,,,,22.0,-35.0,,,,,,42.0,-17.6,5.9,,20.0,,,,,,False,,,,,,False,True,True,,True,,,,,
21009,789,1185.0,1025.0,,,,,,964.0,671.3,803.7,,1714.5,,,728.3,,,396.0,236.0,,,,,,175.0,-117.7,14.7,,925.5,,,-60.7,,,True,,,,,,True,True,True,,False,,,True,,
21011,94,255.0,187.0,,,,,,259.0,24.9,148.5,,204.0,,,,,,161.0,93.0,,,,,,165.0,-69.1,54.5,,110.0,,,,,,True,,,,,,False,True,True,,True,,,,,
21013,402,670.0,648.0,,,,,,652.0,230.3,486.9,,632.0,,,,,,268.0,246.0,,,,,,250.0,-171.7,84.9,,230.0,,,,,,True,,,,,,True,True,True,,True,,,,,
21015,2254,3625.0,2476.0,,,,,,3529.0,2130.5,2157.1,,2981.5,,,2816.8,2598.0,,1371.0,222.0,,,,,,1275.0,-123.5,-96.9,,727.5,,,562.8,344.0,,True,,,,,,True,True,True,,True,,,True,True,
21017,248,435.0,110.0,,,,,,545.0,197.8,283.4,,538.0,,,,,,187.0,-138.0,,,,,,297.0,-50.2,35.4,,290.0,,,,,,True,,,,,,False,True,True,,False,,,,,
21019,581,970.0,544.0,,,,,,969.0,225.7,740.3,,804.5,,,906.1,,,389.0,-37.0,,,,,,388.0,-355.3,159.3,,223.5,,,325.1,,,True,,,,,,True,True,True,,True,,,True,,
21021,276,605.0,62.0,,,,,,677.0,16.2,417.4,,377.0,,,346.9,,,329.0,-214.0,,,,,,401.0,-259.8,141.4,,101.0,,,70.9,,,True,,,,,,False,True,True,,True,,,True,,
21023,105,180.0,203.0,,,,,,178.0,111.5,105.5,,321.5,,,,,,75.0,98.0,,,,,,73.0,6.5,0.5,,216.5,,,,,,False,,,,,,True,True,True,,False,,,,,
21025,132,155.0,36.0,,,,,,252.0,64.9,141.4,,52.0,,,,,,23.0,-96.0,,,,,,120.0,-67.1,9.4,,-80.0,,,,,,False,,,,,,False,False,True,,False,,,,,
21027,155,410.0,291.0,,,,,,312.0,150.0,266.6,,237.0,,,,,,255.0,136.0,,,,,,157.0,-5.0,111.6,,82.0,,,,,,True,,,,,,True,True,True,,True,,,,,
21029,829,4465.0,19762.0,,,,,,1569.0,474.2,2130.3,,2273.0,,,2521.8,,,3636.0,18933.0,,,,,,740.0,-354.8,1301.3,,1444.0,,,1692.8,,,False,,,,,,True,True,True,,True,,,True,,
21031,249,355.0,338.0,,,,,,242.0,134.0,268.2,,319.0,,,,,,106.0,89.0,,,,,,-7.0,-115.0,19.2,,70.0,,,,,,True,,,,,,True,False,True,,True,,,,,
21033,440,285.0,10.0,,,,,,227.0,97.4,150.2,,222.0,,,,,,-155.0,-430.0,,,,,,-213.0,-342.6,-289.8,,-218.0,,,,,,False,,,,,,False,False,False,,False,,,,,
