,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IUPUI-HkPrMobiDyR,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IUPUI-HkPrMobiDyR,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IUPUI-HkPrMobiDyR,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
42039,84,93.0,,87.1,,87.0,75.0,87.0,,,,,49.2,,,45.3,,,66.1,216.0,57.0,,95.2,116.5,,75.0,77.8,,,,79.0,101.0,,,,,,132.0,70.6,,,,93.2,96.7,9.0,,3.1,,3.0,-9.0,3.0,,,,,-34.8,,,-38.7,,,-17.9,132.0,-27.0,,11.2,32.5,,-9.0,-6.2,,,,-5.0,17.0,,,,,,48.0,-13.4,,,,9.2,12.7,,True,,True,False,True,,,,,False,,,False,,,False,False,False,,False,False,,False,True,,,,True,False,,,,,,False,False,,,,False,False
42041,682,422.0,,450.9,,294.0,279.0,384.0,,,,,199.4,,,261.4,,,275.5,673.0,193.8,,423.7,493.0,,256.0,287.5,,,,349.0,302.0,,,,,,415.8,314.0,282.0,,,399.5,406.1,-260.0,,-231.1,,-388.0,-403.0,-298.0,,,,,-482.6,,,-420.6,,,-406.5,-9.0,-488.2,,-258.3,-189.0,,-426.0,-394.5,,,,-333.0,-380.0,,,,,,-266.2,-368.0,-400.0,,,-282.5,-275.9,,True,,False,False,False,,,,,False,,,False,,,False,True,False,,True,True,,False,False,,,,False,False,,,,,,False,False,False,,,False,False
42043,404,461.0,,491.8,,377.0,317.0,400.0,,,,,240.0,,,279.9,,,281.4,990.0,298.5,,444.2,491.5,,301.5,316.9,,,,359.0,351.0,,,,,,490.3,329.6,262.0,,,418.0,463.1,57.0,,87.8,,-27.0,-87.0,-4.0,,,,,-164.0,,,-124.1,,,-122.6,586.0,-105.5,,40.2,87.5,,-102.5,-87.1,,,,-45.0,-53.0,,,,,,86.3,-74.4,-142.0,,,14.0,59.1,,False,,True,False,True,,,,,False,,,False,,,False,False,False,,True,False,,False,False,,,,True,True,,,,,,False,False,False,,,True,False
42045,866,761.0,,653.4,740.8,662.0,606.0,707.0,,,,,473.8,,,392.9,,661.6,517.5,769.0,718.1,,735.7,919.0,,555.0,600.4,,,,674.0,581.0,,,,,,828.3,556.7,547.0,,,714.8,732.5,-105.0,,-212.6,-125.2,-204.0,-260.0,-159.0,,,,,-392.2,,,-473.1,,-204.4,-348.5,-97.0,-147.9,,-130.3,53.0,,-311.0,-265.6,,,,-192.0,-285.0,,,,,,-37.7,-309.3,-319.0,,,-151.2,-133.5,,False,False,False,False,False,,,,,False,,,False,,False,False,True,False,,False,True,,False,False,,,,False,False,,,,,,True,False,False,,,False,False
42047,36,36.0,,32.9,,33.0,31.0,27.0,,,,,19.4,,,24.2,,,28.0,38.0,33.8,,44.7,37.5,,24.0,34.8,,,,29.0,38.0,,,,,,,28.9,,,,17.9,52.4,0.0,,-3.1,,-3.0,-5.0,-9.0,,,,,-16.6,,,-11.8,,,-8.0,2.0,-2.2,,8.7,1.5,,-12.0,-1.2,,,,-7.0,2.0,,,,,,,-7.1,,,,-18.1,16.4,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,False,False
42049,397,414.0,,411.1,,352.0,315.0,375.0,,,,,171.7,,,238.5,,,283.3,825.0,260.1,,351.5,429.5,,323.0,351.8,,,,342.0,417.0,,,,,,409.1,337.8,351.0,,,418.5,341.7,17.0,,14.1,,-45.0,-82.0,-22.0,,,,,-225.3,,,-158.5,,,-113.7,428.0,-136.9,,-45.5,32.5,,-74.0,-45.2,,,,-55.0,20.0,,,,,,12.1,-59.2,-46.0,,,21.5,-55.3,,True,,False,False,False,,,,,False,,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,True,False,False,,,False,False
42051,159,179.0,,180.7,,151.0,146.0,142.0,,,,,103.8,,,130.7,,,131.8,163.0,99.6,,174.8,182.5,,136.0,154.9,,,,142.0,159.0,,,,,,253.6,116.8,136.0,,,175.4,186.3,20.0,,21.7,,-8.0,-13.0,-17.0,,,,,-55.2,,,-28.3,,,-27.2,4.0,-59.4,,15.8,23.5,,-23.0,-4.1,,,,-17.0,0.0,,,,,,94.6,-42.2,-23.0,,,16.4,27.3,,False,,True,True,True,,,,,False,,,False,,,False,True,False,,True,False,,False,True,,,,True,True,,,,,,False,False,False,,,True,False
42053,7,12.0,,14.0,,12.0,15.0,0.0,,,,,19.3,,,4.3,,,10.0,6.0,0.7,,32.0,,,8.0,16.3,,,,5.0,9.0,,,,,,,9.8,,,,12.0,58.3,5.0,,7.0,,5.0,8.0,-7.0,,,,,12.3,,,-2.7,,,3.0,-1.0,-6.3,,25.0,,,1.0,9.3,,,,-2.0,2.0,,,,,,,2.8,,,,5.0,51.3,,False,,False,False,False,,,,,False,,,True,,,True,True,False,,False,,,True,False,,,,True,True,,,,,,,True,,,,False,False
42055,202,225.0,,214.6,,209.0,156.0,228.0,,,,,127.4,,,94.9,,,129.7,230.0,253.3,,267.1,266.0,,133.0,153.4,,,,180.0,151.0,,,,,,256.2,177.9,134.0,,,229.2,209.2,23.0,,12.6,,7.0,-46.0,26.0,,,,,-74.6,,,-107.1,,,-72.3,28.0,51.3,,65.1,64.0,,-69.0,-48.6,,,,-22.0,-51.0,,,,,,54.2,-24.1,-68.0,,,27.2,7.2,,True,,True,False,False,,,,,False,,,False,,,False,False,False,,False,False,,False,False,,,,True,False,,,,,,False,False,False,,,False,True
42057,13,18.0,,19.9,,13.0,11.0,8.0,,,,,11.7,,,12.5,,,10.0,16.0,27.0,,18.6,,,4.0,10.7,,,,15.0,16.0,,,,,,,10.4,,,,9.5,19.4,5.0,,6.9,,0.0,-2.0,-5.0,,,,,-1.3,,,-0.5,,,-3.0,3.0,14.0,,5.6,,,-9.0,-2.3,,,,2.0,3.0,,,,,,,-2.6,,,,-3.5,6.4,,False,,True,True,False,,,,,True,,,True,,,True,True,False,,False,,,False,True,,,,True,True,,,,,,,True,,,,True,False
42059,55,63.0,,68.1,,49.0,43.0,51.0,,,,,28.2,,,33.8,,,41.9,42.0,51.8,,56.0,60.5,,41.0,47.3,,,,59.0,50.0,,,,,,76.3,44.8,,,,40.7,62.7,8.0,,13.1,,-6.0,-12.0,-4.0,,,,,-26.8,,,-21.2,,,-13.1,-13.0,-3.2,,1.0,5.5,,-14.0,-7.7,,,,4.0,-5.0,,,,,,21.3,-10.2,,,,-14.3,7.7,,False,,True,False,True,,,,,False,,,False,,,False,False,True,,True,True,,False,True,,,,True,True,,,,,,False,False,,,,False,True
42061,54,86.0,,91.9,,63.0,54.0,62.0,,,,,40.2,,,29.3,,,62.0,62.0,66.1,,73.2,80.0,,33.0,57.8,,,,78.0,65.0,,,,,,84.6,93.2,,,,70.8,75.4,32.0,,37.9,,9.0,0.0,8.0,,,,,-13.8,,,-24.7,,,8.0,8.0,12.1,,19.2,26.0,,-21.0,3.8,,,,24.0,11.0,,,,,,30.6,39.2,,,,16.8,21.4,,False,,True,True,True,,,,,True,,,True,,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,True,False,,,,True,True
42063,61,67.0,,66.9,,60.0,50.0,60.0,,,,,37.7,,,38.9,,,42.5,111.0,50.1,,72.0,87.5,,41.0,50.7,,,,49.0,67.0,,,,,,102.2,56.3,,,,64.0,66.1,6.0,,5.9,,-1.0,-11.0,-1.0,,,,,-23.3,,,-22.1,,,-18.5,50.0,-10.9,,11.0,26.5,,-20.0,-10.3,,,,-12.0,6.0,,,,,,41.2,-4.7,,,,3.0,5.1,,True,,True,False,True,,,,,False,,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,True,,,,True,True
42065,35,53.0,,51.2,,39.0,40.0,32.0,,,,,25.6,,,35.1,,,41.6,59.0,29.6,,58.9,62.0,,33.0,45.0,,,,36.0,56.0,,,,,,,35.2,,,,33.9,53.9,18.0,,16.2,,4.0,5.0,-3.0,,,,,-9.4,,,0.1,,,6.6,24.0,-5.4,,23.9,27.0,,-2.0,10.0,,,,1.0,21.0,,,,,,,0.2,,,,-1.1,18.9,,True,,True,True,True,,,,,True,,,True,,,True,False,True,,False,False,,True,True,,,,True,False,,,,,,,True,,,,True,False
42067,24,27.0,,27.2,,22.0,24.0,18.0,,,,,17.6,,,15.1,,,22.9,51.0,19.1,,26.8,,,20.0,25.4,,,,24.0,22.0,,,,,,,17.5,,,,21.8,28.7,3.0,,3.2,,-2.0,0.0,-6.0,,,,,-6.4,,,-8.9,,,-1.1,27.0,-4.9,,2.8,,,-4.0,1.4,,,,0.0,-2.0,,,,,,,-6.5,,,,-2.2,4.7,,False,,True,True,False,,,,,False,,,False,,,True,False,False,,True,,,False,True,,,,True,True,,,,,,,False,,,,True,False
42069,325,367.0,,362.2,,299.0,273.0,410.0,,,,,186.3,,,243.8,,357.6,252.3,417.0,412.0,,331.6,375.0,,248.0,296.0,,,,371.0,266.0,,,,,,314.4,255.2,291.0,,,294.1,302.3,42.0,,37.2,,-26.0,-52.0,85.0,,,,,-138.7,,,-81.2,,32.6,-72.7,92.0,87.0,,6.6,50.0,,-77.0,-29.0,,,,46.0,-59.0,,,,,,-10.6,-69.8,-34.0,,,-30.9,-22.7,,True,,True,False,False,,,,,False,,,False,,True,False,False,False,,True,False,,False,True,,,,False,False,,,,,,True,False,True,,,True,True
42071,867,1114.0,,1669.5,1027.3,976.0,749.0,976.0,,,,,552.7,,,655.9,,951.2,732.3,1576.0,1002.6,,1178.2,1431.0,,682.0,769.3,,,,1013.0,890.0,,,,,,1286.6,653.2,724.0,,,1104.5,1098.5,247.0,,802.5,160.3,109.0,-118.0,109.0,,,,,-314.3,,,-211.1,,84.2,-134.7,709.0,135.6,,311.2,564.0,,-185.0,-97.7,,,,146.0,23.0,,,,,,419.6,-213.8,-143.0,,,237.5,231.5,,False,True,True,True,True,,,,,False,,,True,,True,True,False,True,,False,False,,True,True,,,,True,True,,,,,,False,True,True,,,True,True
42073,100,125.0,,122.3,,118.0,90.0,127.0,,,,,54.6,,,92.5,,,89.1,257.0,143.2,,104.7,126.5,,86.0,101.3,,,,121.0,123.0,,,,,,142.8,79.7,,,,118.4,114.4,25.0,,22.3,,18.0,-10.0,27.0,,,,,-45.4,,,-7.5,,,-10.9,157.0,43.2,,4.7,26.5,,-14.0,1.3,,,,21.0,23.0,,,,,,42.8,-20.3,,,,18.4,14.4,,True,,True,True,False,,,,,False,,,True,,,True,False,False,,True,False,,True,True,,,,True,True,,,,,,False,True,,,,True,True
42075,175,232.0,,224.8,,178.0,166.0,221.0,,,,,145.2,,,140.8,,,146.8,497.0,199.7,,313.8,274.5,,128.0,164.9,,,,181.0,175.0,,,,,,300.2,189.9,141.0,,,177.5,220.8,57.0,,49.8,,3.0,-9.0,46.0,,,,,-29.8,,,-34.2,,,-28.2,322.0,24.7,,138.8,99.5,,-47.0,-10.1,,,,6.0,0.0,,,,,,125.2,14.9,-34.0,,,2.5,45.8,,True,,True,True,True,,,,,True,,,True,,,True,False,True,,False,False,,True,True,,,,True,True,,,,,,False,True,True,,,True,True
42077,575,535.0,,557.4,515.8,456.0,439.0,510.0,,,,,359.5,,,334.1,,449.6,369.3,714.0,455.9,,672.7,688.0,,337.0,442.5,,,,444.0,416.0,,,,,,814.6,397.1,388.0,,,384.7,563.3,-40.0,,-17.6,-59.2,-119.0,-136.0,-65.0,,,,,-215.5,,,-240.9,,-125.4,-205.7,139.0,-119.1,,97.7,113.0,,-238.0,-132.5,,,,-131.0,-159.0,,,,,,239.6,-177.9,-187.0,,,-190.3,-11.7,,True,False,False,False,False,,,,,False,,,False,,False,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,False,,,False,True
42079,388,456.0,,497.4,,356.0,348.0,402.0,,,,,291.8,,,322.3,,368.1,303.1,781.0,264.1,,489.7,534.0,,271.0,343.7,,,,355.0,316.0,,,,,,558.6,335.4,274.0,,,310.7,444.9,68.0,,109.4,,-32.0,-40.0,14.0,,,,,-96.2,,,-65.7,,-19.9,-84.9,393.0,-123.9,,101.7,146.0,,-117.0,-44.3,,,,-33.0,-72.0,,,,,,170.6,-52.6,-114.0,,,-77.3,56.9,,False,,True,True,True,,,,,False,,,True,,True,False,False,False,,False,False,,False,True,,,,True,False,,,,,,False,True,False,,,False,True
42081,238,256.0,,253.1,,233.0,180.0,261.0,,,,,121.7,,,166.7,,,157.9,327.0,255.8,,188.9,246.0,,184.0,187.3,,,,221.0,204.0,,,,,,326.0,167.4,,,,267.7,221.6,18.0,,15.1,,-5.0,-58.0,23.0,,,,,-116.3,,,-71.3,,,-80.1,89.0,17.8,,-49.1,8.0,,-54.0,-50.7,,,,-17.0,-34.0,,,,,,88.0,-70.6,,,,29.7,-16.4,,True,,True,False,False,,,,,False,,,False,,,False,False,True,,False,True,,False,False,,,,True,False,,,,,,False,False,,,,False,True
42083,33,53.0,,44.6,,38.0,33.0,45.0,,,,,30.3,,,58.0,,,38.3,56.0,30.7,,73.2,62.0,,19.0,34.0,,,,42.0,59.0,,,,,,,29.4,,,,11.8,,20.0,,11.6,,5.0,0.0,12.0,,,,,-2.7,,,25.0,,,5.3,23.0,-2.3,,40.2,29.0,,-14.0,1.0,,,,9.0,26.0,,,,,,,-3.6,,,,-21.2,,,True,,True,True,True,,,,,True,,,False,,,True,False,True,,False,False,,True,True,,,,True,False,,,,,,,True,,,,False,
42085,109,121.0,,122.2,,119.0,88.0,117.0,,,,,72.3,,,84.4,,,78.8,309.0,83.1,,154.0,134.5,,69.0,86.8,,,,102.0,145.0,,,,,,194.5,90.5,,,,120.9,125.7,12.0,,13.2,,10.0,-21.0,8.0,,,,,-36.7,,,-24.6,,,-30.2,200.0,-25.9,,45.0,25.5,,-40.0,-22.2,,,,-7.0,36.0,,,,,,85.5,-18.5,,,,11.9,16.7,,False,,True,False,True,,,,,False,,,False,,,False,False,False,,False,False,,False,False,,,,True,False,,,,,,False,False,,,,True,False
42087,51,66.0,,68.6,,57.0,49.0,46.0,,,,,43.2,,,28.5,,,39.8,99.0,21.1,,93.8,77.5,,35.0,47.9,,,,41.0,51.0,,,,,,77.8,47.7,,,,56.8,68.8,15.0,,17.6,,6.0,-2.0,-5.0,,,,,-7.8,,,-22.5,,,-11.2,48.0,-29.9,,42.8,26.5,,-16.0,-3.1,,,,-10.0,0.0,,,,,,26.8,-3.3,,,,5.8,17.8,,False,,True,True,True,,,,,True,,,False,,,True,False,False,,False,False,,False,True,,,,True,True,,,,,,False,True,,,,True,False
42089,241,241.0,,242.9,,212.0,189.0,257.0,,,,,131.6,,,160.6,,219.7,169.1,254.0,241.8,,235.6,287.5,,181.0,199.4,,,,231.0,135.0,,,,,,298.0,192.5,205.0,,,189.0,221.8,0.0,,1.9,,-29.0,-52.0,16.0,,,,,-109.4,,,-80.4,,-21.3,-71.9,13.0,0.8,,-5.4,46.5,,-60.0,-41.6,,,,-10.0,-106.0,,,,,,57.0,-48.5,-36.0,,,-52.0,-19.2,,False,,False,False,False,,,,,False,,,False,,False,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,False,,,False,False
42091,1123,1208.0,,1326.6,1008.1,933.0,917.0,1135.0,,,,,659.2,,,797.6,,906.1,841.1,1388.0,767.3,,1309.5,1297.0,,854.0,933.1,,,,1025.0,830.0,,,,,,1432.5,942.7,816.0,,,1045.2,1233.8,85.0,,203.6,-114.9,-190.0,-206.0,12.0,,,,,-463.8,,,-325.4,,-216.9,-281.9,265.0,-355.7,,186.5,174.0,,-269.0,-189.9,,,,-98.0,-293.0,,,,,,309.5,-180.3,-307.0,,,-77.8,110.8,,False,False,False,False,True,,,,,False,,,False,,False,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,False,,,True,False
42093,22,49.0,,47.9,,24.0,22.0,25.0,,,,,20.7,,,20.1,,,29.4,52.0,10.7,,37.5,,,9.0,23.1,,,,39.0,32.0,,,,,,,33.7,,,,41.2,0.0,27.0,,25.9,,2.0,0.0,3.0,,,,,-1.3,,,-1.9,,,7.4,30.0,-11.3,,15.5,,,-13.0,1.1,,,,17.0,10.0,,,,,,,11.7,,,,19.2,-22.0,,True,,True,True,True,,,,,True,,,True,,,True,False,True,,True,,,True,True,,,,True,True,,,,,,,True,,,,True,True
42095,689,808.0,,761.0,,671.0,570.0,832.0,,,,,376.2,,,411.8,,739.2,527.4,525.0,731.9,,678.9,779.5,,539.5,619.1,,,,760.0,567.0,,,,,,943.2,542.0,650.0,,,833.6,692.2,119.0,,72.0,,-18.0,-119.0,143.0,,,,,-312.8,,,-277.2,,50.2,-161.6,-164.0,42.9,,-10.1,90.5,,-149.5,-69.9,,,,71.0,-122.0,,,,,,254.2,-147.0,-39.0,,,144.6,3.2,,True,,True,False,False,,,,,False,,,False,,True,False,False,True,,True,True,,False,True,,,,True,False,,,,,,False,False,True,,,False,True
42097,82,210.0,,205.7,,180.0,116.0,174.0,,,,,104.2,,,96.2,,,131.2,326.0,192.5,,179.0,229.5,,59.0,120.9,,,,173.0,166.0,,,,,,184.9,109.2,,,,186.0,202.0,128.0,,123.7,,98.0,34.0,92.0,,,,,22.2,,,14.2,,,49.2,244.0,110.5,,97.0,147.5,,-23.0,38.9,,,,91.0,84.0,,,,,,102.9,27.2,,,,104.0,120.0,,True,,True,True,True,,,,,True,,,True,,,True,False,True,,True,False,,True,True,,,,True,True,,,,,,True,True,,,,True,True
42099,59,74.0,,79.8,,60.0,46.0,78.0,,,,,38.7,,,38.7,,,45.6,111.0,47.3,,69.8,84.0,,43.0,45.8,,,,51.0,59.0,,,,,,67.0,37.2,,,,59.9,75.2,15.0,,20.8,,1.0,-13.0,19.0,,,,,-20.3,,,-20.3,,,-13.4,52.0,-11.7,,10.8,25.0,,-16.0,-13.2,,,,-8.0,0.0,,,,,,8.0,-21.8,,,,0.9,16.2,,False,,True,True,False,,,,,False,,,False,,,True,False,True,,True,False,,False,True,,,,True,True,,,,,,True,False,,,,True,False
42101,1400,1934.0,,1892.1,1856.1,1805.0,1578.0,1734.0,,,,,1133.6,,,497.1,,1809.6,1149.4,2056.0,1814.2,,2361.0,3664.0,,1805.0,1535.6,,,,1635.0,1261.0,,,,,,2326.5,1324.3,1358.0,,,1813.4,1748.1,534.0,,492.1,456.1,405.0,178.0,334.0,,,,,-266.4,,,-902.9,,409.6,-250.6,656.0,414.2,,961.0,2264.0,,405.0,135.6,,,,235.0,-139.0,,,,,,926.5,-75.7,-42.0,,,413.4,348.1,,True,True,True,True,True,,,,,True,,,False,,True,True,False,True,,False,False,,True,True,,,,True,True,,,,,,False,True,True,,,True,True
42103,80,83.0,,87.3,,72.0,54.0,89.0,,,,,37.6,,,84.6,,,59.1,57.0,112.9,,98.8,92.0,,58.0,56.0,,,,87.0,67.0,,,,,,97.3,50.0,,,,87.8,77.3,3.0,,7.3,,-8.0,-26.0,9.0,,,,,-42.4,,,4.6,,,-20.9,-23.0,32.9,,18.8,12.0,,-22.0,-24.0,,,,7.0,-13.0,,,,,,17.3,-30.0,,,,7.8,-2.7,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,True
42105,38,16.0,,14.6,,15.0,12.0,8.0,,,,,8.5,,,20.1,,,11.9,20.0,25.3,,16.7,,,12.0,11.8,,,,13.0,16.0,,,,,,,15.3,,,,16.2,22.6,-22.0,,-23.4,,-23.0,-26.0,-30.0,,,,,-29.5,,,-17.9,,,-26.1,-18.0,-12.7,,-21.3,,,-26.0,-26.2,,,,-25.0,-22.0,,,,,,,-22.7,,,,-21.8,-15.4,,False,,False,False,False,,,,,False,,,True,,,False,True,True,,True,,,False,False,,,,False,False,,,,,,,False,,,,True,True
42107,163,189.0,,204.2,,155.0,152.0,170.0,,,,,130.0,,,110.0,,,125.4,450.0,118.8,,241.3,190.0,,111.0,155.2,,,,141.0,138.0,,,,,,266.6,138.9,155.0,,,100.7,226.3,26.0,,41.2,,-8.0,-11.0,7.0,,,,,-33.0,,,-53.0,,,-37.6,287.0,-44.2,,78.3,27.0,,-52.0,-7.8,,,,-22.0,-25.0,,,,,,103.6,-24.1,-8.0,,,-62.3,63.3,,False,,True,True,True,,,,,False,,,False,,,False,False,False,,False,False,,False,True,,,,True,True,,,,,,False,True,True,,,False,False
42109,40,46.0,,102.5,,57.0,39.0,72.0,,,,,38.9,,,39.2,,,41.0,125.0,66.6,,65.8,83.5,,15.0,39.1,,,,42.0,39.0,,,,,,59.3,30.8,,,,35.0,70.9,6.0,,62.5,,17.0,-1.0,32.0,,,,,-1.1,,,-0.8,,,1.0,85.0,26.6,,25.8,43.5,,-25.0,-0.9,,,,2.0,-1.0,,,,,,19.3,-9.2,,,,-5.0,30.9,,False,,False,True,False,,,,,True,,,True,,,True,False,False,,False,False,,False,True,,,,True,True,,,,,,False,False,,,,True,False
42111,70,80.0,,80.7,,73.0,69.0,59.0,,,,,62.0,,,61.2,,,56.0,80.0,44.7,,114.1,96.0,,53.0,66.0,,,,63.0,70.0,,,,,,177.8,50.3,,,,78.3,95.5,10.0,,10.7,,3.0,-1.0,-11.0,,,,,-8.0,,,-8.8,,,-14.0,10.0,-25.3,,44.1,26.0,,-17.0,-4.0,,,,-7.0,0.0,,,,,,107.8,-19.7,,,,8.3,25.5,,False,,True,True,False,,,,,True,,,True,,,False,False,False,,False,False,,False,True,,,,True,True,,,,,,False,False,,,,True,False
42113,5,2.0,,1.3,,4.0,4.0,5.0,,,,,4.1,,,10.2,,,4.9,14.0,4.6,,7.7,,,2.0,4.4,,,,,2.0,,,,,,,3.1,,,,2.7,11.7,-3.0,,-3.7,,-1.0,-1.0,0.0,,,,,-0.9,,,5.2,,,-0.1,9.0,-0.4,,2.7,,,-3.0,-0.6,,,,,-3.0,,,,,,,-1.9,,,,-2.3,6.7,,False,,True,True,True,,,,,True,,,False,,,True,False,True,,True,,,False,True,,,,,False,,,,,,,True,,,,True,False
42115,31,29.0,,28.8,,26.0,22.0,31.0,,,,,20.5,,,23.1,,,22.6,52.0,44.0,,45.3,46.0,,15.0,21.1,,,,26.0,24.0,,,,,,,36.3,,,,21.0,41.0,-2.0,,-2.2,,-5.0,-9.0,0.0,,,,,-10.5,,,-7.9,,,-8.4,21.0,13.0,,14.3,15.0,,-16.0,-9.9,,,,-5.0,-7.0,,,,,,,5.3,,,,-10.0,10.0,,False,,False,False,True,,,,,False,,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,False,False
42117,27,43.0,,45.3,,33.0,28.0,32.0,,,,,19.3,,,34.1,,,28.5,60.0,27.5,,36.2,51.0,,24.0,28.6,,,,35.0,33.0,,,,,,38.9,31.7,,,,42.4,36.8,16.0,,18.3,,6.0,1.0,5.0,,,,,-7.7,,,7.1,,,1.5,33.0,0.5,,9.2,24.0,,-3.0,1.6,,,,8.0,6.0,,,,,,11.9,4.7,,,,15.4,9.8,,False,,True,True,True,,,,,True,,,True,,,True,False,True,,True,False,,True,True,,,,True,True,,,,,,True,True,,,,True,True
42119,199,91.0,,88.6,,88.0,66.0,92.0,,,,,79.0,,,43.2,,,46.6,126.0,101.0,,150.8,92.0,,15.0,63.0,,,,78.0,75.0,,,,,,68.8,64.7,,,,58.8,127.8,-108.0,,-110.4,,-111.0,-133.0,-107.0,,,,,-120.0,,,-155.8,,,-152.4,-73.0,-98.0,,-48.2,-107.0,,-184.0,-136.0,,,,-121.0,-124.0,,,,,,-130.2,-134.3,,,,-140.2,-71.2,,False,,False,False,True,,,,,False,,,False,,,False,True,True,,True,True,,False,False,,,,False,False,,,,,,False,False,,,,False,True
42121,56,50.0,,47.9,,48.0,30.0,51.0,,,,,25.8,,,37.1,,,31.6,85.0,32.9,,64.1,61.0,,25.0,28.4,,,,40.0,49.0,,,,,,,29.4,,,,48.4,51.4,-6.0,,-8.1,,-8.0,-26.0,-5.0,,,,,-30.2,,,-18.9,,,-24.4,29.0,-23.1,,8.1,5.0,,-31.0,-27.6,,,,-16.0,-7.0,,,,,,,-26.6,,,,-7.6,-4.6,,False,,False,False,True,,,,,False,,,False,,,False,False,False,,False,True,,False,False,,,,False,False,,,,,,,False,,,,False,True
