,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IUPUI-HkPrMobiDyR,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IUPUI-HkPrMobiDyR,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IUPUI-HkPrMobiDyR,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
17177,48,75.0,,84.0,,73.0,51.0,81.0,,,,,25.7,,,61.3,,,72.9,88.0,185.9,,87.1,76.0,,45.0,53.2,,,,94.0,68.0,,,,,,77.5,81.9,,,,72.2,79.6,27.0,,36.0,,25.0,3.0,33.0,,,,,-22.3,,,13.3,,,24.9,40.0,137.9,,39.1,28.0,,-3.0,5.2,,,,46.0,20.0,,,,,,29.5,33.9,,,,24.2,31.6,,False,,True,True,False,,,,,True,,,True,,,True,False,False,,False,False,,True,True,,,,False,True,,,,,,False,False,,,,True,False
17179,189,177.0,,181.3,,161.0,152.0,187.0,,,,,105.2,,,124.7,,,180.5,205.0,120.3,,216.3,184.0,,129.0,160.9,,,,141.0,177.0,,,,,,185.3,164.2,152.0,,,141.8,186.0,-12.0,,-7.7,,-28.0,-37.0,-2.0,,,,,-83.8,,,-64.3,,,-8.5,16.0,-68.7,,27.3,-5.0,,-60.0,-28.1,,,,-48.0,-12.0,,,,,,-3.7,-24.8,-37.0,,,-47.2,-3.0,,True,,False,False,True,,,,,False,,,False,,,True,False,False,,False,True,,False,False,,,,False,False,,,,,,True,False,False,,,False,True
17181,7,11.0,,10.5,,11.0,13.0,10.0,,,,,14.8,,,17.3,,,18.9,23.0,3.4,,27.9,,,7.0,10.6,,,,9.0,23.0,,,,,,12.1,11.8,,,,10.2,28.7,4.0,,3.5,,4.0,6.0,3.0,,,,,7.8,,,10.3,,,11.9,16.0,-3.6,,20.9,,,0.0,3.6,,,,2.0,16.0,,,,,,5.1,4.8,,,,3.2,21.7,,True,,False,False,True,,,,,False,,,False,,,False,False,True,,False,,,True,True,,,,True,False,,,,,,False,False,,,,True,False
17183,106,102.0,,108.5,,81.0,84.0,77.0,,,,,64.1,,,99.0,,,105.2,72.0,63.3,,98.3,95.0,,73.0,86.9,,,,76.0,107.0,,,,,,126.9,81.6,,,,44.2,124.5,-4.0,,2.5,,-25.0,-22.0,-29.0,,,,,-41.9,,,-7.0,,,-0.8,-34.0,-42.7,,-7.7,-11.0,,-33.0,-19.1,,,,-30.0,1.0,,,,,,20.9,-24.4,,,,-61.8,18.5,,True,,False,False,False,,,,,False,,,False,,,True,False,False,,False,False,,False,False,,,,False,True,,,,,,False,False,,,,False,False
17185,6,5.0,,3.5,,6.0,7.0,0.0,,,,,8.3,,,5.0,,,7.2,14.0,2.0,,16.3,,,1.0,5.5,,,,4.0,8.0,,,,,,,22.9,,,,5.6,16.2,-1.0,,-2.5,,0.0,1.0,-6.0,,,,,2.3,,,-1.0,,,1.2,8.0,-4.0,,10.3,,,-5.0,-0.5,,,,-2.0,2.0,,,,,,,16.9,,,,-0.4,10.2,,False,,True,False,False,,,,,False,,,False,,,False,False,False,,False,,,False,True,,,,False,False,,,,,,,False,,,,True,False
17187,6,4.0,,2.9,,4.0,9.0,0.0,,,,,7.7,,,4.9,,,9.4,39.0,2.1,,14.2,,,3.0,8.0,,,,4.0,9.0,,,,,,,10.2,,,,3.6,10.8,-2.0,,-3.1,,-2.0,3.0,-6.0,,,,,1.7,,,-1.1,,,3.4,33.0,-3.9,,8.2,,,-3.0,2.0,,,,-2.0,3.0,,,,,,,4.2,,,,-2.4,4.8,,False,,False,False,False,,,,,True,,,True,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
17189,12,11.0,,9.2,,9.0,8.0,7.0,,,,,10.4,,,9.1,,,10.1,14.0,3.6,,14.2,,,1.0,5.4,,,,7.0,14.0,,,,,,,16.8,,,,14.0,18.9,-1.0,,-2.8,,-3.0,-4.0,-5.0,,,,,-1.6,,,-2.9,,,-1.9,2.0,-8.4,,2.2,,,-11.0,-6.6,,,,-5.0,2.0,,,,,,,4.8,,,,2.0,6.9,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
17191,9,15.0,,15.4,,13.0,12.0,14.0,,,,,11.6,,,22.1,,,14.8,22.0,10.3,,24.0,,,8.0,10.4,,,,11.0,12.0,,,,,,,31.2,,,,13.1,21.5,6.0,,6.4,,4.0,3.0,5.0,,,,,2.6,,,13.1,,,5.8,13.0,1.3,,15.0,,,-1.0,1.4,,,,2.0,3.0,,,,,,,22.2,,,,4.1,12.5,,False,,True,True,True,,,,,True,,,False,,,True,False,True,,False,,,True,True,,,,True,True,,,,,,,False,,,,True,False
17193,13,18.0,,17.0,,17.0,11.0,16.0,,,,,13.3,,,21.8,,,15.7,17.0,9.4,,28.2,,,1.0,9.2,,,,12.0,20.0,,,,,,,24.6,,,,24.0,33.5,5.0,,4.0,,4.0,-2.0,3.0,,,,,0.3,,,8.8,,,2.7,4.0,-3.6,,15.2,,,-12.0,-3.8,,,,-1.0,7.0,,,,,,,11.6,,,,11.0,20.5,,True,,True,True,True,,,,,True,,,False,,,True,True,True,,False,,,False,True,,,,True,False,,,,,,,False,,,,False,False
17195,66,79.0,,83.2,,72.0,55.0,73.0,,,,,38.2,,,46.8,,,73.8,125.0,59.1,,125.4,86.0,,44.0,53.6,,,,73.0,70.0,,,,,,102.3,82.5,,,,75.1,84.1,13.0,,17.2,,6.0,-11.0,7.0,,,,,-27.8,,,-19.2,,,7.8,59.0,-6.9,,59.4,20.0,,-22.0,-12.4,,,,7.0,4.0,,,,,,36.3,16.5,,,,9.1,18.1,,False,,True,True,True,,,,,False,,,False,,,True,False,True,,False,False,,False,True,,,,True,True,,,,,,False,False,,,,True,False
17197,823,861.0,,859.3,795.3,760.0,701.0,735.0,,,,,409.0,,,648.0,,724.6,851.4,760.0,490.6,,1053.5,1078.0,,613.5,786.3,,,,669.0,823.0,,,,,,1107.2,718.6,702.0,,,846.7,877.3,38.0,,36.3,-27.7,-63.0,-122.0,-88.0,,,,,-414.0,,,-175.0,,-98.4,28.4,-63.0,-332.4,,230.5,255.0,,-209.5,-36.7,,,,-154.0,0.0,,,,,,284.2,-104.4,-121.0,,,23.7,54.3,,True,True,False,False,False,,,,,False,,,False,,False,True,False,False,,False,False,,False,True,,,,False,True,,,,,,False,False,False,,,True,False
17199,55,69.0,,71.4,,66.0,51.0,34.0,,,,,59.6,,,39.4,,,56.3,94.0,17.6,,89.6,89.5,,31.0,45.4,,,,39.0,75.0,,,,,,73.0,57.3,,,,62.0,86.6,14.0,,16.4,,11.0,-4.0,-21.0,,,,,4.6,,,-15.6,,,1.3,39.0,-37.4,,34.6,34.5,,-24.0,-9.6,,,,-16.0,20.0,,,,,,18.0,2.3,,,,7.0,31.6,,False,,True,True,False,,,,,True,,,False,,,True,False,False,,False,False,,False,True,,,,False,False,,,,,,False,True,,,,True,False
17201,187,219.0,,220.7,,214.0,193.0,209.0,,,,,148.2,,,121.2,,,213.3,534.0,124.4,,440.0,319.5,,141.0,182.3,,,,178.0,258.0,,,,,,205.7,210.8,150.0,,,214.1,269.4,32.0,,33.7,,27.0,6.0,22.0,,,,,-38.8,,,-65.8,,,26.3,347.0,-62.6,,253.0,132.5,,-46.0,-4.7,,,,-9.0,71.0,,,,,,18.7,23.8,-37.0,,,27.1,82.4,,False,,True,True,True,,,,,False,,,False,,,True,False,False,,False,False,,False,True,,,,True,False,,,,,,True,True,False,,,True,False
17203,56,53.0,,57.6,,37.0,36.0,30.0,,,,,23.2,,,64.0,,,58.3,53.0,13.1,,48.0,54.0,,23.0,39.1,,,,46.0,49.0,,,,,,54.5,39.9,,,,18.7,58.9,-3.0,,1.6,,-19.0,-20.0,-26.0,,,,,-32.8,,,8.0,,,2.3,-3.0,-42.9,,-8.0,-2.0,,-33.0,-16.9,,,,-10.0,-7.0,,,,,,-1.5,-16.1,,,,-37.3,2.9,,True,,False,False,False,,,,,False,,,False,,,True,False,False,,False,True,,False,False,,,,False,False,,,,,,True,False,,,,False,True
18001,37,19.0,,17.1,,18.0,20.0,17.0,,,,,17.6,,,19.3,,,21.9,59.0,13.2,,32.5,28.0,,11.0,18.2,,,,16.0,23.0,,,,,,,17.4,,,,18.0,33.9,-18.0,,-19.9,,-19.0,-17.0,-20.0,,,,,-19.4,,,-17.7,,,-15.1,22.0,-23.8,,-4.5,-9.0,,-26.0,-18.8,,,,-21.0,-14.0,,,,,,,-19.6,,,,-19.0,-3.1,,False,,False,True,False,,,,,False,,,True,,,True,False,False,,True,True,,False,False,,,,False,True,,,,,,,False,,,,False,True
18003,379,455.0,,454.7,438.1,426.0,372.0,446.0,,,,,223.5,,,403.1,,,413.1,590.0,377.7,,435.6,518.5,,335.5,387.9,,,,362.0,396.0,,,,,,870.4,420.3,301.0,,,450.6,496.4,76.0,,75.7,59.1,47.0,-7.0,67.0,,,,,-155.5,,,24.1,,,34.1,211.0,-1.3,,56.6,139.5,,-43.5,8.9,,,,-17.0,17.0,,,,,,491.4,41.3,-78.0,,,71.6,117.4,,True,True,True,True,True,,,,,False,,,True,,,True,False,True,,True,False,,True,True,,,,True,True,,,,,,False,True,False,,,True,False
18005,121,156.0,,144.4,,124.0,105.0,136.0,,,,,68.8,,,137.9,,,148.9,86.0,85.3,,111.2,143.0,,109.0,112.5,,,,132.0,138.0,,,,,,197.1,130.7,,,,137.5,152.2,35.0,,23.4,,3.0,-16.0,15.0,,,,,-52.2,,,16.9,,,27.9,-35.0,-35.7,,-9.8,22.0,,-12.0,-8.5,,,,11.0,17.0,,,,,,76.1,9.7,,,,16.5,31.2,,True,,True,True,True,,,,,False,,,True,,,True,False,False,,True,True,,True,True,,,,True,True,,,,,,False,True,,,,True,True
18007,10,4.0,,4.0,,3.0,4.0,0.0,,,,,6.0,,,2.3,,,6.5,7.0,1.7,,7.6,,,1.0,3.4,,,,2.0,4.0,,,,,,,4.1,,,,2.4,9.4,-6.0,,-6.0,,-7.0,-6.0,-10.0,,,,,-4.0,,,-7.7,,,-3.5,-3.0,-8.3,,-2.4,,,-9.0,-6.6,,,,-8.0,-6.0,,,,,,,-5.9,,,,-7.6,-0.6,,True,,False,False,False,,,,,True,,,False,,,True,True,False,,True,,,False,False,,,,False,False,,,,,,,True,,,,False,True
18009,6,7.0,,7.1,,7.0,7.0,14.0,,,,,8.3,,,7.8,,,7.5,17.0,6.7,,14.0,,,1.0,5.0,,,,5.0,7.0,,,,,,,17.8,,,,5.4,16.5,1.0,,1.1,,1.0,1.0,8.0,,,,,2.3,,,1.8,,,1.5,11.0,0.7,,8.0,,,-5.0,-1.0,,,,-1.0,1.0,,,,,,,11.8,,,,-0.6,10.5,,False,,False,False,False,,,,,False,,,False,,,False,False,True,,False,,,False,False,,,,False,False,,,,,,,False,,,,True,False
18011,58,59.0,,58.6,,64.0,54.0,66.0,,,,,45.3,,,55.6,,,58.4,67.0,83.4,,73.2,80.0,,43.0,53.0,,,,52.0,70.0,,,,,,71.6,54.0,,,,45.3,89.9,1.0,,0.6,,6.0,-4.0,8.0,,,,,-12.7,,,-2.4,,,0.4,9.0,25.4,,15.2,22.0,,-15.0,-5.0,,,,-6.0,12.0,,,,,,13.6,-4.0,,,,-12.7,31.9,,True,,False,False,False,,,,,False,,,False,,,True,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
18013,10,7.0,,9.0,,9.0,8.0,5.0,,,,,7.7,,,8.7,,,8.8,16.0,14.2,,9.2,,,4.0,8.3,,,,5.0,11.0,,,,,,,9.8,,,,1.7,11.6,-3.0,,-1.0,,-1.0,-2.0,-5.0,,,,,-2.3,,,-1.3,,,-1.2,6.0,4.2,,-0.8,,,-6.0,-1.7,,,,-5.0,1.0,,,,,,,-0.2,,,,-8.3,1.6,,True,,True,True,False,,,,,True,,,True,,,True,False,False,,True,,,False,True,,,,False,True,,,,,,,True,,,,False,True
18015,16,20.0,,18.4,,17.0,15.0,21.0,,,,,13.3,,,25.1,,,19.4,20.0,16.0,,21.3,,,10.0,14.5,,,,15.0,19.0,,,,,,,16.1,,,,14.7,28.0,4.0,,2.4,,1.0,-1.0,5.0,,,,,-2.7,,,9.1,,,3.4,4.0,-0.0,,5.3,,,-6.0,-1.5,,,,-1.0,3.0,,,,,,,0.1,,,,-1.3,12.0,,True,,True,True,False,,,,,True,,,False,,,True,False,True,,False,,,False,True,,,,True,True,,,,,,,True,,,,True,False
18017,99,104.0,,107.5,,56.0,56.0,42.0,,,,,41.4,,,292.1,,,130.3,46.0,41.7,,64.5,85.0,,28.0,55.5,,,,93.0,84.0,,,,,,106.9,169.2,,,,110.8,130.0,5.0,,8.5,,-43.0,-43.0,-57.0,,,,,-57.6,,,193.1,,,31.3,-53.0,-57.3,,-34.5,-14.0,,-71.0,-43.5,,,,-6.0,-15.0,,,,,,7.9,70.2,,,,11.8,31.0,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
18019,138,154.0,,156.6,,132.0,123.0,123.0,,,,,122.8,,,142.2,,,139.1,140.0,80.4,,180.0,168.5,,95.0,116.6,,,,104.0,177.0,,,,,,233.6,158.2,,,,94.1,191.3,16.0,,18.6,,-6.0,-15.0,-15.0,,,,,-15.2,,,4.2,,,1.1,2.0,-57.6,,42.0,30.5,,-43.0,-21.4,,,,-34.0,39.0,,,,,,95.6,20.2,,,,-43.9,53.3,,False,,True,True,True,,,,,True,,,True,,,True,True,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
18021,27,20.0,,18.6,,21.0,17.0,13.0,,,,,16.0,,,26.6,,,20.1,33.0,25.5,,27.9,,,11.0,15.4,,,,19.0,22.0,,,,,,30.2,18.9,,,,21.8,35.6,-7.0,,-8.4,,-6.0,-10.0,-14.0,,,,,-11.0,,,-0.4,,,-6.9,6.0,-1.5,,0.9,,,-16.0,-11.6,,,,-8.0,-5.0,,,,,,3.2,-8.1,,,,-5.2,8.6,,False,,True,False,False,,,,,False,,,True,,,True,True,True,,True,,,False,False,,,,False,True,,,,,,True,False,,,,True,False
18023,35,29.0,,28.4,,28.0,22.0,14.0,,,,,20.6,,,49.5,,,32.7,37.0,5.7,,42.3,35.0,,4.0,17.2,,,,24.0,29.0,,,,,,33.3,69.5,,,,29.1,37.6,-6.0,,-6.6,,-7.0,-13.0,-21.0,,,,,-14.4,,,14.5,,,-2.3,2.0,-29.3,,7.3,0.0,,-31.0,-17.8,,,,-11.0,-6.0,,,,,,-1.7,34.5,,,,-5.9,2.6,,False,,False,False,False,,,,,False,,,False,,,True,True,False,,False,True,,False,False,,,,False,False,,,,,,True,False,,,,True,True
18025,7,6.0,,23.9,,9.0,7.0,14.0,,,,,8.1,,,12.7,,,7.0,11.0,7.9,,14.1,,,1.0,5.3,,,,6.0,10.0,,,,,,,13.1,,,,1.7,16.7,-1.0,,16.9,,2.0,0.0,7.0,,,,,1.1,,,5.7,,,0.0,4.0,0.9,,7.1,,,-6.0,-1.7,,,,-1.0,3.0,,,,,,,6.1,,,,-5.3,9.7,,False,,False,True,False,,,,,False,,,False,,,True,False,True,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
18027,17,10.0,,10.4,,12.0,15.0,9.0,,,,,17.6,,,11.8,,,14.6,42.0,4.5,,22.7,14.0,,4.0,11.6,,,,6.0,21.0,,,,,,21.6,17.0,,,,0.0,31.3,-7.0,,-6.6,,-5.0,-2.0,-8.0,,,,,0.6,,,-5.2,,,-2.4,25.0,-12.5,,5.7,-3.0,,-13.0,-5.4,,,,-11.0,4.0,,,,,,4.6,0.0,,,,-17.0,14.3,,True,,True,True,False,,,,,True,,,True,,,True,False,False,,True,True,,False,True,,,,False,True,,,,,,True,True,,,,False,False
18029,105,84.0,,83.0,,67.0,70.0,74.0,,,,,50.3,,,87.2,,,92.7,59.0,37.4,,87.0,76.0,,58.0,77.6,,,,58.0,85.0,,,,,,111.0,64.6,,,,61.7,70.1,-21.0,,-22.0,,-38.0,-35.0,-31.0,,,,,-54.7,,,-17.8,,,-12.3,-46.0,-67.6,,-18.0,-29.0,,-47.0,-27.4,,,,-47.0,-20.0,,,,,,6.0,-40.4,,,,-43.3,-34.9,,False,,False,False,False,,,,,False,,,True,,,True,False,False,,True,False,,False,False,,,,False,True,,,,,,True,False,,,,False,False
18031,15,14.0,,21.6,,21.0,18.0,21.0,,,,,20.8,,,23.1,,17.5,17.6,33.0,27.8,,23.1,,,7.0,15.1,,,,12.0,23.0,,,,,,19.1,12.5,,,,17.4,37.5,-1.0,,6.6,,6.0,3.0,6.0,,,,,5.8,,,8.1,,2.5,2.6,18.0,12.8,,8.1,,,-8.0,0.1,,,,-3.0,8.0,,,,,,4.1,-2.5,,,,2.4,22.5,,False,,False,False,False,,,,,False,,,False,,False,False,False,False,,False,,,False,True,,,,False,False,,,,,,False,False,,,,False,False
18033,36,70.0,,77.4,,65.0,41.0,71.0,,,,,25.6,,,51.8,,,58.4,65.0,77.3,,52.8,68.5,,42.0,40.1,,,,71.0,56.0,,,,,,72.6,49.4,,,,80.2,,34.0,,41.4,,29.0,5.0,35.0,,,,,-10.4,,,15.8,,,22.4,29.0,41.3,,16.8,32.5,,6.0,4.1,,,,35.0,20.0,,,,,,36.6,13.4,,,,44.2,,,False,,True,True,False,,,,,True,,,True,,,True,True,False,,True,True,,True,True,,,,False,True,,,,,,False,True,,,,False,
18035,61,72.0,,69.6,,71.0,69.0,73.0,,,,,67.2,,,81.2,,,66.7,170.0,56.6,,111.5,126.5,,40.0,62.5,,,,49.0,81.0,,,,,,68.3,70.8,,,,68.3,124.2,11.0,,8.6,,10.0,8.0,12.0,,,,,6.2,,,20.2,,,5.7,109.0,-4.4,,50.5,65.5,,-21.0,1.5,,,,-12.0,20.0,,,,,,7.3,9.8,,,,7.3,63.2,,True,,True,True,False,,,,,True,,,False,,,True,False,True,,False,False,,False,True,,,,False,False,,,,,,True,True,,,,True,False
18037,39,37.0,,41.9,,42.0,30.0,25.0,,,,,37.7,,,32.9,,,33.5,51.0,18.5,,65.1,43.5,,6.0,22.8,,,,24.0,47.0,,,,,,39.8,40.5,,,,46.4,61.8,-2.0,,2.9,,3.0,-9.0,-14.0,,,,,-1.3,,,-6.1,,,-5.5,12.0,-20.5,,26.1,4.5,,-33.0,-16.2,,,,-15.0,8.0,,,,,,0.8,1.5,,,,7.4,22.8,,False,,False,False,False,,,,,True,,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,True,True,,,,False,False
18039,147,165.0,,160.6,,161.0,148.0,167.0,,,,,110.5,,,157.7,,,176.6,360.0,60.8,,208.8,248.0,,103.0,145.7,,,,134.0,162.0,,,,,,206.4,141.4,126.0,,,166.2,222.2,18.0,,13.6,,14.0,1.0,20.0,,,,,-36.5,,,10.7,,,29.6,213.0,-86.2,,61.8,101.0,,-44.0,-1.3,,,,-13.0,15.0,,,,,,59.4,-5.6,-21.0,,,19.2,75.2,,True,,True,True,False,,,,,False,,,True,,,False,False,False,,False,False,,False,True,,,,True,True,,,,,,False,True,False,,,False,False
18041,17,28.0,,22.6,,23.0,21.0,22.0,,,,,18.4,,,20.9,,,28.2,35.0,22.8,,30.8,,,10.0,17.9,,,,32.0,26.0,,,,,,29.6,74.6,,,,33.9,38.9,11.0,,5.6,,6.0,4.0,5.0,,,,,1.4,,,3.9,,,11.2,18.0,5.8,,13.8,,,-7.0,0.9,,,,15.0,9.0,,,,,,12.6,57.6,,,,16.9,21.9,,True,,True,True,True,,,,,True,,,True,,,False,False,True,,False,,,True,True,,,,False,True,,,,,,False,False,,,,False,False
18043,69,94.0,,168.1,,88.0,71.0,85.0,,,,,68.0,,,98.0,,,87.3,91.0,92.6,,109.8,102.0,,53.0,68.5,,,,69.0,109.0,,,,,,134.4,93.9,,,,59.9,112.1,25.0,,99.1,,19.0,2.0,16.0,,,,,-1.0,,,29.0,,,18.3,22.0,23.6,,40.8,33.0,,-16.0,-0.5,,,,0.0,40.0,,,,,,65.4,24.9,,,,-9.1,43.1,,False,,True,True,True,,,,,True,,,False,,,True,True,True,,False,False,,True,True,,,,True,False,,,,,,False,True,,,,True,False
18045,15,23.0,,22.6,,16.0,19.0,7.0,,,,,14.3,,,42.5,,,29.6,14.0,14.0,,22.8,,,16.0,18.5,,,,20.0,21.0,,,,,,,28.2,,,,16.3,31.8,8.0,,7.6,,1.0,4.0,-8.0,,,,,-0.7,,,27.5,,,14.6,-1.0,-1.0,,7.8,,,1.0,3.5,,,,5.0,6.0,,,,,,,13.2,,,,1.3,16.8,,True,,True,True,False,,,,,True,,,False,,,False,True,True,,True,,,True,True,,,,True,True,,,,,,,False,,,,True,False
18047,10,13.0,,12.5,,6.0,9.0,4.0,,,,,11.6,,,11.7,,,10.2,30.0,5.0,,15.4,,,0.0,6.0,,,,6.0,20.0,,,,,,,11.9,,,,3.9,19.7,3.0,,2.5,,-4.0,-1.0,-6.0,,,,,1.6,,,1.7,,,0.2,20.0,-5.0,,5.4,,,-10.0,-4.0,,,,-4.0,10.0,,,,,,,1.9,,,,-6.1,9.7,,True,,False,True,False,,,,,True,,,True,,,True,False,False,,False,,,False,False,,,,False,False,,,,,,,True,,,,False,False
18049,23,10.0,,9.5,,14.0,12.0,16.0,,,,,12.1,,,22.0,,,13.8,26.0,20.0,,15.3,,,7.0,11.2,,,,9.0,14.0,,,,,,,14.1,,,,3.3,22.5,-13.0,,-13.5,,-9.0,-11.0,-7.0,,,,,-10.9,,,-1.0,,,-9.2,3.0,-3.0,,-7.7,,,-16.0,-11.8,,,,-14.0,-9.0,,,,,,,-8.9,,,,-19.7,-0.5,,False,,True,True,True,,,,,True,,,True,,,True,True,True,,True,,,False,True,,,,False,True,,,,,,,True,,,,False,True
18051,21,23.0,,23.6,,27.0,23.0,31.0,,,,,30.7,,,10.0,,,25.1,38.0,8.2,,53.2,41.5,,8.0,18.8,,,,12.0,37.0,,,,,,,32.1,,,,0.0,50.9,2.0,,2.6,,6.0,2.0,10.0,,,,,9.7,,,-11.0,,,4.1,17.0,-12.8,,32.2,20.5,,-13.0,-2.2,,,,-9.0,16.0,,,,,,,11.1,,,,-21.0,29.9,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,,False,,,,False,False
18053,40,44.0,,38.9,,57.0,45.0,61.0,,,,,41.5,,,52.6,,,43.2,91.0,57.9,,80.1,114.0,,27.0,38.2,,,,41.0,43.0,,,,,,74.2,82.4,,,,55.3,77.2,4.0,,-1.1,,17.0,5.0,21.0,,,,,1.5,,,12.6,,,3.2,51.0,17.9,,40.1,74.0,,-13.0,-1.8,,,,1.0,3.0,,,,,,34.2,42.4,,,,15.3,37.2,,True,,False,False,False,,,,,True,,,False,,,True,False,False,,False,False,,False,True,,,,True,True,,,,,,False,False,,,,False,False
18055,20,19.0,,18.4,,21.0,17.0,18.0,,,,,20.2,,,29.4,,,20.4,33.0,23.4,,31.5,36.0,,12.0,13.8,,,,16.0,31.0,,,,,,27.8,16.1,,,,19.0,35.6,-1.0,,-1.6,,1.0,-3.0,-2.0,,,,,0.2,,,9.4,,,0.4,13.0,3.4,,11.5,16.0,,-8.0,-6.2,,,,-4.0,11.0,,,,,,7.8,-3.9,,,,-1.0,15.6,,False,,False,False,False,,,,,True,,,False,,,True,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,True,False
18057,405,357.0,,357.5,324.2,324.0,390.0,293.0,,,,,261.0,,,335.3,,309.1,430.0,385.0,172.9,,477.4,373.0,,304.0,453.2,,,,264.0,334.0,,,,,,608.4,311.8,507.0,,,312.9,419.2,-48.0,,-47.5,-80.8,-81.0,-15.0,-112.0,,,,,-144.0,,,-69.7,,-95.9,25.0,-20.0,-232.1,,72.4,-32.0,,-101.0,48.2,,,,-141.0,-71.0,,,,,,203.4,-93.2,102.0,,,-92.1,14.2,,True,False,False,True,False,,,,,False,,,False,,False,True,True,False,,False,True,,False,False,,,,False,False,,,,,,False,False,False,,,False,True
