,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
19191,123,129.0,,123.3,,111.0,119.0,130.0,,,,,76.8,,127.9,,,85.0,51.4,,90.6,,,110.0,85.9,,,,120.0,185.0,242.4,,,,,,,,,,116.7,6.0,,0.3,,-12.0,-4.0,7.0,,,,,-46.2,,4.9,,,-38.0,-71.6,,-32.4,,,-13.0,-37.1,,,,-3.0,62.0,119.4,,,,,,,,,,-6.3,,True,,False,True,False,,,,,False,,True,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,,,,False
19193,336,351.0,,337.1,,308.0,386.0,266.0,,,,,371.8,,116.9,,,262.0,143.6,,503.6,216.5,,182.0,254.1,,,,252.0,852.0,669.3,,,,,,168.3,,,,394.5,15.0,,1.1,,-28.0,50.0,-70.0,,,,,35.8,,-219.1,,,-74.0,-192.4,,167.6,-119.5,,-154.0,-81.9,,,,-84.0,516.0,333.3,,,,,,-167.7,,,,58.5,,True,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,,,,False
19195,25,12.0,,9.7,,18.0,24.0,7.0,,,,,26.7,,30.2,,,28.0,4.4,,24.1,,,5.0,22.8,,,,12.0,51.0,55.5,,,,,,,,,,30.6,-13.0,,-15.3,,-7.0,-1.0,-18.0,,,,,1.7,,5.2,,,3.0,-20.6,,-0.9,,,-20.0,-2.2,,,,-13.0,26.0,30.5,,,,,,,,,,5.6,,False,,True,True,False,,,,,True,,True,,,True,False,,True,,,False,True,,,,False,False,False,,,,,,,,,,True
19197,36,21.0,,17.1,,26.0,38.0,22.0,,,,,48.2,,12.5,,,47.0,18.1,,61.2,,,0.0,19.6,,,,22.0,55.0,83.4,,,,,,,,,,56.9,-15.0,,-18.9,,-10.0,2.0,-14.0,,,,,12.2,,-23.5,,,11.0,-17.9,,25.2,,,-36.0,-16.4,,,,-14.0,19.0,47.4,,,,,,,,,,20.9,,False,,True,True,True,,,,,True,,False,,,True,False,,False,,,False,False,,,,True,False,False,,,,,,,,,,False
20001,103,147.0,,131.2,,130.0,119.0,139.0,,,,,64.0,,72.7,,,108.0,207.8,,91.0,,,184.0,76.7,,,,165.0,132.0,178.3,,,,,,,,,,128.5,44.0,,28.2,,27.0,16.0,36.0,,,,,-39.0,,-30.3,,,5.0,104.8,,-12.0,,,81.0,-26.3,,,,62.0,29.0,75.3,,,,,,,,,,25.5,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,False,True,,,,False,True,False,,,,,,,,,,True
20003,30,63.0,,58.1,,56.0,58.0,39.0,,,,,40.4,,32.9,,,81.0,9.5,,42.7,,,101.0,31.9,,,,49.0,56.0,84.3,,,,,,,,,,80.9,33.0,,28.1,,26.0,28.0,9.0,,,,,10.4,,2.9,,,51.0,-20.5,,12.7,,,71.0,1.9,,,,19.0,26.0,54.3,,,,,,,,,,50.9,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,True,False,,,,,,,,,,False
20005,59,132.0,,125.5,,105.0,98.0,58.0,,,,,66.6,,51.8,,,108.0,31.4,,77.3,,,116.0,64.4,,,,117.0,141.0,141.6,,,,,,,,,,110.7,73.0,,66.5,,46.0,39.0,-1.0,,,,,7.6,,-7.2,,,49.0,-27.6,,18.3,,,57.0,5.4,,,,58.0,82.0,82.6,,,,,,,,,,51.7,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,False,,,,,,,,,,True
20007,1,18.0,,17.4,,17.0,23.0,19.0,,,,,16.8,,19.1,,,32.0,4.6,,13.5,,,40.0,10.5,,,,13.0,26.0,23.5,,,,,,,,,,19.6,17.0,,16.4,,16.0,22.0,18.0,,,,,15.8,,18.1,,,31.0,3.6,,12.5,,,39.0,9.5,,,,12.0,25.0,22.5,,,,,,,,,,18.6,,True,,True,False,False,,,,,True,,False,,,False,True,,True,,,False,True,,,,True,False,False,,,,,,,,,,False
20009,45,93.0,,94.0,,93.0,100.0,63.0,,,,,97.9,,66.9,,,113.0,19.4,,99.3,,,161.0,55.3,,,,58.0,128.0,114.6,,,,,,143.0,,,,122.4,48.0,,49.0,,48.0,55.0,18.0,,,,,52.9,,21.9,,,68.0,-25.6,,54.3,,,116.0,10.3,,,,13.0,83.0,69.6,,,,,,98.0,,,,77.4,,False,,False,False,True,,,,,False,,True,,,False,True,,False,,,False,True,,,,True,False,False,,,,,,False,,,,False
20011,46,60.0,,64.9,,63.0,67.0,31.0,,,,,64.0,,57.7,,,132.0,10.4,,50.5,,,139.0,32.8,,,,51.0,60.0,98.7,,,,,,,,,,89.9,14.0,,18.9,,17.0,21.0,-15.0,,,,,18.0,,11.7,,,86.0,-35.6,,4.5,,,93.0,-13.2,,,,5.0,14.0,52.7,,,,,,,,,,43.9,,False,,False,False,False,,,,,False,,True,,,False,False,,True,,,False,True,,,,True,False,False,,,,,,,,,,False
20013,24,27.0,,27.0,,30.0,41.0,20.0,,,,,34.3,,8.9,,,63.0,9.4,,39.0,,,65.0,21.1,,,,22.0,41.0,87.5,,,,,,,,,,57.3,3.0,,3.0,,6.0,17.0,-4.0,,,,,10.3,,-15.1,,,39.0,-14.6,,15.0,,,41.0,-2.9,,,,-2.0,17.0,63.5,,,,,,,,,,33.3,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,True,,,,True,False,False,,,,,,,,,,False
20015,255,510.0,,475.9,,436.0,448.0,185.0,,,,,349.3,,246.9,,,445.0,102.7,,442.6,147.5,,799.0,281.2,,,,412.0,439.0,671.6,,,,,,646.5,,,,572.5,255.0,,220.9,,181.0,193.0,-70.0,,,,,94.3,,-8.1,,,190.0,-152.3,,187.6,-107.5,,544.0,26.2,,,,157.0,184.0,416.6,,,,,,391.5,,,,317.5,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,False,True,,,,True,True,False,,,,,,False,,,,False
20017,10,0.0,,8.4,,6.0,6.0,0.0,,,,,14.9,,4.0,,,25.0,26.7,,4.6,,,9.0,1.9,,,,4.0,7.0,14.4,,,,,,,,,,0.0,-10.0,,-1.6,,-4.0,-4.0,-10.0,,,,,4.9,,-6.0,,,15.0,16.7,,-5.4,,,-1.0,-8.1,,,,-6.0,-3.0,4.4,,,,,,,,,,-10.0,,True,,True,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,True,True,True,,,,,,,,,,False
20019,15,27.0,,25.5,,20.0,21.0,19.0,,,,,14.9,,18.5,,,43.0,26.3,,9.7,,,29.0,14.2,,,,15.0,20.0,25.8,,,,,,,,,,19.1,12.0,,10.5,,5.0,6.0,4.0,,,,,-0.1,,3.5,,,28.0,11.3,,-5.3,,,14.0,-0.8,,,,0.0,5.0,10.8,,,,,,,,,,4.1,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,True,True,,,,,,,,,,True
20021,97,201.0,,218.8,,189.0,187.0,140.0,,,,,133.7,,61.7,,,228.0,110.5,,138.7,,,273.0,100.4,,,,171.0,175.0,280.1,,,,,,,,,,216.8,104.0,,121.8,,92.0,90.0,43.0,,,,,36.7,,-35.3,,,131.0,13.5,,41.7,,,176.0,3.4,,,,74.0,78.0,183.1,,,,,,,,,,119.8,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,True,False,,,,,,,,,,False
20023,11,12.0,,11.4,,12.0,17.0,0.0,,,,,15.0,,3.4,,,24.0,0.8,,8.0,,,29.0,4.7,,,,7.0,14.0,56.3,,,,,,,,,,29.3,1.0,,0.4,,1.0,6.0,-11.0,,,,,4.0,,-7.6,,,13.0,-10.2,,-3.0,,,18.0,-6.3,,,,-4.0,3.0,45.3,,,,,,,,,,18.3,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,,False
20025,6,9.0,,10.1,,9.0,11.0,0.0,,,,,10.3,,5.2,,,12.0,2.9,,9.0,,,20.0,5.2,,,,8.0,10.0,11.7,,,,,,,,,,10.5,3.0,,4.1,,3.0,5.0,-6.0,,,,,4.3,,-0.8,,,6.0,-3.1,,3.0,,,14.0,-0.8,,,,2.0,4.0,5.7,,,,,,,,,,4.5,,False,,False,False,False,,,,,False,,True,,,False,False,,False,,,False,True,,,,True,False,False,,,,,,,,,,False
20027,14,63.0,,48.2,,48.0,52.0,36.0,,,,,35.7,,21.0,,,53.0,18.2,,34.7,,,84.0,33.2,,,,53.0,53.0,70.6,,,,,,,,,,73.4,49.0,,34.2,,34.0,38.0,22.0,,,,,21.7,,7.0,,,39.0,4.2,,20.7,,,70.0,19.2,,,,39.0,39.0,56.6,,,,,,,,,,59.4,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,False,True,,,,True,True,False,,,,,,,,,,False
20029,9,15.0,,17.1,,22.0,37.0,2.0,,,,,26.8,,19.2,,,48.0,5.5,,25.6,,,51.0,14.1,,,,15.0,34.0,116.9,,,,,,,,,,53.9,6.0,,8.1,,13.0,28.0,-7.0,,,,,17.8,,10.2,,,39.0,-3.5,,16.6,,,42.0,5.1,,,,6.0,25.0,107.9,,,,,,,,,,44.9,,False,,False,False,False,,,,,False,,False,,,False,True,,False,,,False,True,,,,False,False,False,,,,,,,,,,False
20031,49,120.0,,132.1,,68.0,112.0,42.0,,,,,35.3,,43.0,,,65.0,23.7,,40.5,,,74.0,49.6,,,,104.0,86.0,511.2,,,,,,,,,,81.5,71.0,,83.1,,19.0,63.0,-7.0,,,,,-13.7,,-6.0,,,16.0,-25.3,,-8.5,,,25.0,0.6,,,,55.0,37.0,462.2,,,,,,,,,,32.5,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,False,,,,,,,,,,True
20033,5,0.0,,0.0,,2.0,3.0,0.0,,,,,4.5,,3.5,,,12.0,1.2,,1.5,,,3.0,0.1,,,,1.0,6.0,2.5,,,,,,,,,,1.5,-5.0,,-5.0,,-3.0,-2.0,-5.0,,,,,-0.5,,-1.5,,,7.0,-3.8,,-3.5,,,-2.0,-4.9,,,,-4.0,1.0,-2.5,,,,,,,,,,-3.5,,False,,True,True,False,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,True,,,,,,,,,,True
20035,165,504.0,,520.4,,353.0,383.0,353.0,,,,,211.1,,193.6,,,294.0,310.4,,308.2,133.0,,544.0,274.4,,,,459.0,394.0,628.9,,,,,,,,,,440.2,339.0,,355.4,,188.0,218.0,188.0,,,,,46.1,,28.6,,,129.0,145.4,,143.2,-32.0,,379.0,109.4,,,,294.0,229.0,463.9,,,,,,,,,,275.2,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,False,True,,,,True,True,False,,,,,,,,,,True
20037,185,354.0,,326.5,,321.0,297.0,209.0,,,,,238.2,,109.0,,,331.0,136.5,,229.7,149.5,,477.0,187.0,,,,287.0,348.0,439.9,,,,,,,,,,355.2,169.0,,141.5,,136.0,112.0,24.0,,,,,53.2,,-76.0,,,146.0,-48.5,,44.7,-35.5,,292.0,2.0,,,,102.0,163.0,254.9,,,,,,,,,,170.2,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,False,True,,,,True,True,False,,,,,,,,,,False
20039,2,15.0,,15.7,,11.0,11.0,0.0,,,,,9.8,,6.0,,,15.0,9.4,,9.4,,,14.0,6.4,,,,8.0,13.0,9.0,,,,,,,,,,,13.0,,13.7,,9.0,9.0,-2.0,,,,,7.8,,4.0,,,13.0,7.4,,7.4,,,12.0,4.4,,,,6.0,11.0,7.0,,,,,,,,,,,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,True,,,,,,,,,,
20041,43,108.0,,104.6,,106.0,118.0,95.0,,,,,85.6,,65.5,,,110.0,63.5,,98.6,,,201.0,61.9,,,,91.0,137.0,196.1,,,,,,,,,,140.1,65.0,,61.6,,63.0,75.0,52.0,,,,,42.6,,22.5,,,67.0,20.5,,55.6,,,158.0,18.9,,,,48.0,94.0,153.1,,,,,,,,,,97.1,,True,,True,False,True,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,False,False,,,,,,,,,,False
20043,26,57.0,,62.5,,50.0,52.0,24.0,,,,,38.6,,15.8,,,47.0,46.0,,44.8,,,93.0,33.7,,,,51.0,49.0,76.9,,,,,,,,,,69.9,31.0,,36.5,,24.0,26.0,-2.0,,,,,12.6,,-10.2,,,21.0,20.0,,18.8,,,67.0,7.7,,,,25.0,23.0,50.9,,,,,,,,,,43.9,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,False,True,,,,True,True,False,,,,,,,,,,False
20045,308,879.0,,809.1,,664.0,593.0,1019.0,,,,,450.1,,471.2,,664.0,759.0,200.8,,542.9,257.5,,326.0,420.9,,,,659.0,532.0,1002.0,,,,,,1068.0,,,,695.2,571.0,,501.1,,356.0,285.0,711.0,,,,,142.1,,163.2,,356.0,451.0,-107.2,,234.9,-50.5,,18.0,112.9,,,,351.0,224.0,694.0,,,,,,760.0,,,,387.2,,True,,True,True,False,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,False,,,,,,False,,,,True
20047,11,12.0,,14.0,,10.0,10.0,0.0,,,,,7.5,,6.6,,,14.0,12.0,,6.0,,,8.0,3.9,,,,6.0,13.0,14.1,,,,,,,,,,0.0,1.0,,3.0,,-1.0,-1.0,-11.0,,,,,-3.5,,-4.4,,,3.0,1.0,,-5.0,,,-3.0,-7.1,,,,-5.0,2.0,3.1,,,,,,,,,,-11.0,,False,,False,False,False,,,,,False,,False,,,False,True,,False,,,False,False,,,,False,False,False,,,,,,,,,,False
20049,11,12.0,,12.9,,12.0,14.0,0.0,,,,,11.8,,12.9,,,28.0,3.1,,4.5,,,25.0,5.7,,,,8.0,15.0,18.2,,,,,,,,,,12.8,1.0,,1.9,,1.0,3.0,-11.0,,,,,0.8,,1.9,,,17.0,-7.9,,-6.5,,,14.0,-5.3,,,,-3.0,4.0,7.2,,,,,,,,,,1.8,,False,,False,False,False,,,,,True,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,,False
20051,141,219.0,,236.1,,144.0,166.0,107.0,,,,,130.6,,44.4,,,87.0,23.2,,130.4,,,170.0,115.2,,,,161.0,205.0,292.5,,,,,,,,,,175.9,78.0,,95.1,,3.0,25.0,-34.0,,,,,-10.4,,-96.6,,,-54.0,-117.8,,-10.6,,,29.0,-25.8,,,,20.0,64.0,151.5,,,,,,,,,,34.9,,False,,True,True,True,,,,,True,,False,,,True,False,,True,,,True,True,,,,True,True,False,,,,,,,,,,True
20053,26,54.0,,52.9,,36.0,49.0,1.0,,,,,38.1,,10.4,,,29.0,1.9,,29.7,,,66.0,26.8,,,,25.0,41.0,128.2,,,,,,,,,,82.8,28.0,,26.9,,10.0,23.0,-25.0,,,,,12.1,,-15.6,,,3.0,-24.1,,3.7,,,40.0,0.8,,,,-1.0,15.0,102.2,,,,,,,,,,56.8,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,False,True,,,,True,True,False,,,,,,,,,,False
20055,56,135.0,,131.1,,115.0,165.0,57.0,,,,,158.3,,14.2,,,191.0,19.7,,145.7,90.5,,40.0,82.4,,,,85.0,151.0,96.4,,,,,,109.8,,,,192.7,79.0,,75.1,,59.0,109.0,1.0,,,,,102.3,,-41.8,,,135.0,-36.3,,89.7,34.5,,-16.0,26.4,,,,29.0,95.0,40.4,,,,,,53.8,,,,136.7,,True,,True,False,True,,,,,False,,True,,,False,True,,False,True,,True,True,,,,True,False,True,,,,,,True,,,,False
20057,79,93.0,,84.6,,92.0,153.0,29.0,,,,,162.2,,11.4,,,168.0,14.5,,125.5,49.0,,161.0,60.8,,,,67.0,142.0,134.1,,,,,,102.7,,,,164.1,14.0,,5.6,,13.0,74.0,-50.0,,,,,83.2,,-67.6,,,89.0,-64.5,,46.5,-30.0,,82.0,-18.2,,,,-12.0,63.0,55.1,,,,,,23.7,,,,85.1,,True,,True,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,True,False,False,,,,,,False,,,,False
20059,92,228.0,,144.8,,193.0,182.0,139.0,,,,,118.8,,95.5,,,205.0,93.2,,133.2,,,277.0,117.2,,,,188.0,205.0,218.6,,,,,,220.3,,,,214.5,136.0,,52.8,,101.0,90.0,47.0,,,,,26.8,,3.5,,,113.0,1.2,,41.2,,,185.0,25.2,,,,96.0,113.0,126.6,,,,,,128.3,,,,122.5,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,False,True,,,,True,True,True,,,,,,True,,,,True
20061,206,279.0,,241.4,,191.0,219.0,86.0,,,,,172.9,,188.7,,,238.0,44.9,,223.8,99.0,,444.0,147.8,,,,274.0,212.0,187.4,,,,,,211.9,,,,254.8,73.0,,35.4,,-15.0,13.0,-120.0,,,,,-33.1,,-17.3,,,32.0,-161.1,,17.8,-107.0,,238.0,-58.2,,,,68.0,6.0,-18.6,,,,,,5.9,,,,48.8,,True,,True,True,False,,,,,True,,True,,,True,False,,True,False,,False,True,,,,True,True,True,,,,,,True,,,,True
20063,2,12.0,,12.5,,13.0,14.0,0.0,,,,,14.6,,1.0,,,11.0,12.3,,8.1,,,20.0,7.5,,,,13.0,19.0,18.5,,,,,,,,,,23.9,10.0,,10.5,,11.0,12.0,-2.0,,,,,12.6,,-1.0,,,9.0,10.3,,6.1,,,18.0,5.5,,,,11.0,17.0,16.5,,,,,,,,,,21.9,,False,,False,False,True,,,,,False,,True,,,True,False,,True,,,False,True,,,,False,False,False,,,,,,,,,,False
20065,3,9.0,,8.1,,8.0,14.0,0.0,,,,,9.8,,5.8,,,8.0,2.0,,12.0,,,23.0,5.0,,,,8.0,13.0,17.0,,,,,,,,,,,6.0,,5.1,,5.0,11.0,-3.0,,,,,6.8,,2.8,,,5.0,-1.0,,9.0,,,20.0,2.0,,,,5.0,10.0,14.0,,,,,,,,,,,,True,,True,False,True,,,,,False,,True,,,True,True,,False,,,False,True,,,,True,False,False,,,,,,,,,,
20067,14,18.0,,23.2,,17.0,26.0,0.0,,,,,25.1,,6.1,,,74.0,13.0,,16.4,,,22.0,9.7,,,,11.0,28.0,35.8,,,,,,,,,,0.0,4.0,,9.2,,3.0,12.0,-14.0,,,,,11.1,,-7.9,,,60.0,-1.0,,2.4,,,8.0,-4.3,,,,-3.0,14.0,21.8,,,,,,,,,,-14.0,,False,,True,False,False,,,,,False,,False,,,False,True,,True,,,False,False,,,,True,False,False,,,,,,,,,,False
20069,4,15.0,,8.9,,16.0,19.0,0.0,,,,,20.4,,7.6,,,25.0,0.8,,18.4,,,22.0,7.1,,,,8.0,26.0,24.1,,,,,,,,,,27.4,11.0,,4.9,,12.0,15.0,-4.0,,,,,16.4,,3.6,,,21.0,-3.2,,14.4,,,18.0,3.1,,,,4.0,22.0,20.1,,,,,,,,,,23.4,,True,,False,False,True,,,,,False,,True,,,False,True,,False,,,False,True,,,,True,False,False,,,,,,,,,,False
20071,0,0.0,,0.1,,0.0,4.0,0.0,,,,,2.2,,2.0,,,13.0,0.1,,1.6,,,3.0,0.2,,,,0.0,2.0,16.5,,,,,,,,,,,0.0,,0.1,,0.0,4.0,0.0,,,,,2.2,,2.0,,,13.0,0.1,,1.6,,,3.0,0.2,,,,0.0,2.0,16.5,,,,,,,,,,,,False,,True,False,True,,,,,False,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,,,,
20073,14,30.0,,24.7,,26.0,35.0,19.0,,,,,25.8,,18.8,,,72.0,6.4,,22.7,,,49.0,16.1,,,,16.0,31.0,55.1,,,,,,,,,,60.9,16.0,,10.7,,12.0,21.0,5.0,,,,,11.8,,4.8,,,58.0,-7.6,,8.7,,,35.0,2.1,,,,2.0,17.0,41.1,,,,,,,,,,46.9,,True,,True,False,True,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,False,False,,,,,,,,,,False
20075,0,0.0,,0.0,,3.0,6.0,0.0,,,,,5.2,,5.1,,,25.0,4.5,,3.3,,,5.0,0.5,,,,2.0,7.0,12.1,,,,,,,,,,4.1,0.0,,0.0,,3.0,6.0,0.0,,,,,5.2,,5.1,,,25.0,4.5,,3.3,,,5.0,0.5,,,,2.0,7.0,12.1,,,,,,,,,,4.1,,True,,False,False,True,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,,False
20077,21,30.0,,17.5,,29.0,37.0,0.0,,,,,32.7,,21.1,,,37.0,3.0,,30.4,,,79.0,17.9,,,,19.0,31.0,63.3,,,,,,,,,,55.4,9.0,,-3.5,,8.0,16.0,-21.0,,,,,11.7,,0.1,,,16.0,-18.0,,9.4,,,58.0,-3.1,,,,-2.0,10.0,42.3,,,,,,,,,,34.4,,True,,True,False,False,,,,,False,,True,,,False,False,,False,,,False,True,,,,True,False,False,,,,,,,,,,False
20079,124,162.0,,192.6,,107.0,191.0,69.0,,,,,105.9,,104.6,,,206.0,14.2,,156.9,47.5,,381.0,90.9,,,,,204.0,394.6,,,,,,,,,,100.1,38.0,,68.6,,-17.0,67.0,-55.0,,,,,-18.1,,-19.4,,,82.0,-109.8,,32.9,-76.5,,257.0,-33.1,,,,,80.0,270.6,,,,,,,,,,-23.9,,False,,True,False,False,,,,,True,,True,,,False,False,,True,False,,False,True,,,,,False,False,,,,,,,,,,True
20081,5,3.0,,3.7,,6.0,13.0,0.0,,,,,15.7,,7.7,,,31.0,1.2,,9.1,,,20.0,1.6,,,,,13.0,25.3,,,,,,,,,,8.8,-2.0,,-1.3,,1.0,8.0,-5.0,,,,,10.7,,2.7,,,26.0,-3.8,,4.1,,,15.0,-3.4,,,,,8.0,20.3,,,,,,,,,,3.8,,True,,True,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,,False,False,,,,,,,,,,False
20083,15,21.0,,20.8,,17.0,20.0,,,,,,6.8,,5.0,,,9.0,47.5,,10.6,,,12.0,8.9,,,,12.0,16.0,55.9,,,,,,,,,,25.1,6.0,,5.8,,2.0,5.0,,,,,,-8.2,,-10.0,,,-6.0,32.5,,-4.4,,,-3.0,-6.1,,,,-3.0,1.0,40.9,,,,,,,,,,10.1,,True,,True,True,,,,,,False,,False,,,False,False,,True,,,True,False,,,,True,True,False,,,,,,,,,,False
20085,46,75.0,,70.5,,63.0,67.0,43.0,,,,,53.0,,43.8,,,91.0,12.9,,54.1,,,128.0,39.6,,,,74.0,61.0,82.6,,,,,,,,,,93.3,29.0,,24.5,,17.0,21.0,-3.0,,,,,7.0,,-2.2,,,45.0,-33.1,,8.1,,,82.0,-6.4,,,,28.0,15.0,36.6,,,,,,,,,,47.3,,True,,True,True,True,,,,,True,,True,,,False,False,,True,,,False,True,,,,True,True,False,,,,,,,,,,False
20087,57,99.0,,84.9,,90.0,105.0,49.0,,,,,75.0,,79.0,,,119.0,22.7,,73.2,,,185.5,48.5,,,,71.0,111.0,206.8,,,,,,,,,,109.2,42.0,,27.9,,33.0,48.0,-8.0,,,,,18.0,,22.0,,,62.0,-34.3,,16.2,,,128.5,-8.5,,,,14.0,54.0,149.8,,,,,,,,,,52.2,,True,,True,False,True,,,,,True,,True,,,False,True,,True,,,False,True,,,,True,False,False,,,,,,,,,,False
20089,10,12.0,,16.9,,11.0,11.0,0.0,,,,,8.0,,12.8,,,13.0,0.2,,5.7,,,17.0,3.3,,,,,11.0,13.9,,,,,,,,,,17.0,2.0,,6.9,,1.0,1.0,-10.0,,,,,-2.0,,2.8,,,3.0,-9.8,,-4.3,,,7.0,-6.7,,,,,1.0,3.9,,,,,,,,,,7.0,,False,,True,True,False,,,,,True,,False,,,False,False,,False,,,False,False,,,,,True,False,,,,,,,,,,False
20091,3302,3843.0,,3439.1,4764.1,3258.0,3614.0,3323.0,,,,,2591.7,,2616.7,,2316.1,3616.0,1695.2,,3522.9,1505.0,,6285.5,2351.5,,,,3391.0,3008.0,7005.6,,,,,,4141.5,1288.0,,,4532.6,541.0,,137.1,1462.1,-44.0,312.0,21.0,,,,,-710.3,,-685.3,,-985.9,314.0,-1606.8,,220.9,-1797.0,,2983.5,-950.5,,,,89.0,-294.0,3703.6,,,,,,839.5,-2014.0,,,1230.6,,True,False,True,True,True,,,,,False,,False,,False,True,False,,True,False,,False,False,,,,True,True,False,,,,,,False,False,,,False
