,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
19135,85,216.0,12.0,,,,,181.0,69.6,171.4,163.0,,,,,131.0,-73.0,,,,,96.0,-15.4,86.4,78.0,,,,,True,,,,,True,True,True,True,,,,
19137,124,174.0,32.0,,,,,197.0,31.1,130.4,69.0,,,,,50.0,-92.0,,,,,73.0,-92.9,6.4,-55.0,,,,,False,,,,,False,False,True,False,,,,
19139,347,720.0,646.0,,,,,640.0,275.1,531.6,665.5,,492.9,,,373.0,299.0,,,,,293.0,-71.9,184.6,318.5,,145.9,,,True,,,,,True,True,True,True,,True,,
19141,113,162.0,33.0,,,,,214.0,98.4,159.9,172.0,,,,,49.0,-80.0,,,,,101.0,-14.6,46.9,59.0,,,,,False,,,,,False,True,True,False,,,,
19143,44,36.0,0.0,,,,,81.0,11.6,40.1,1.0,,,,,-8.0,-44.0,,,,,37.0,-32.4,-3.9,-43.0,,,,,False,,,,,False,False,True,False,,,,
19145,330,114.0,5.0,,,,,295.0,63.8,129.2,53.0,,,,,-216.0,-325.0,,,,,-35.0,-266.2,-200.8,-277.0,,,,,False,,,,,True,False,True,False,,,,
19147,102,156.0,35.0,,,,,150.0,111.8,116.4,109.0,,,,,54.0,-67.0,,,,,48.0,9.8,14.4,7.0,,,,,False,,,,,True,True,True,True,,,,
19149,173,258.0,41.0,,,,,318.0,55.4,297.8,129.0,,253.4,,,85.0,-132.0,,,,,145.0,-117.6,124.8,-44.0,,80.4,,,False,,,,,False,False,False,True,,True,,
19151,35,60.0,24.0,,,,,81.0,14.2,82.5,32.0,,,,,25.0,-11.0,,,,,46.0,-20.8,47.5,-3.0,,,,,True,,,,,False,True,False,True,,,,
19153,6127,9270.0,3514.0,,,,,9016.0,4500.6,8494.6,8095.5,,7975.1,6808.0,,3143.0,-2613.0,,,,,2889.0,-1626.4,2367.6,1968.5,,1848.1,681.0,,True,,,,,True,True,True,True,,True,True,
19155,860,1314.0,526.0,,,,,1653.0,430.1,1338.5,1020.0,,309.6,,,454.0,-334.0,,,,,793.0,-429.9,478.5,160.0,,-550.4,,,True,,,,,False,True,False,True,,False,,
19157,145,252.0,251.0,,,,,284.0,172.7,205.0,241.0,,,,,107.0,106.0,,,,,139.0,27.7,60.0,96.0,,,,,True,,,,,False,True,True,True,,,,
19159,74,144.0,15.0,,,,,119.0,143.8,79.4,82.0,,,,,70.0,-59.0,,,,,45.0,69.8,5.4,8.0,,,,,True,,,,,True,True,True,True,,,,
19161,74,126.0,15.0,,,,,247.0,39.4,115.5,109.0,,,,,52.0,-59.0,,,,,173.0,-34.6,41.5,35.0,,,,,False,,,,,False,True,True,True,,,,
19163,1671,2430.0,532.0,,,,,2266.0,1887.2,2264.9,2105.0,,2439.8,1748.0,,759.0,-1139.0,,,,,595.0,216.2,593.9,434.0,,768.8,77.0,,False,,,,,True,True,True,True,,False,True,
19165,141,132.0,9.0,,,,,228.0,37.4,115.6,129.0,,,,,-9.0,-132.0,,,,,87.0,-103.6,-25.4,-12.0,,,,,False,,,,,False,False,False,False,,,,
19167,235,396.0,254.0,,,,,469.0,141.1,424.4,257.0,,188.7,,,161.0,19.0,,,,,234.0,-93.9,189.4,22.0,,-46.3,,,True,,,,,False,True,False,True,,True,,
19169,888,1494.0,731.0,,,,,1435.0,788.7,1174.0,1298.0,,1130.1,,,606.0,-157.0,,,,,547.0,-99.3,286.0,410.0,,242.1,,,True,,,,,True,True,True,True,,True,,
19171,155,174.0,44.0,,,,,282.0,109.8,188.4,138.0,,,,,19.0,-111.0,,,,,127.0,-45.2,33.4,-17.0,,,,,False,,,,,False,False,False,True,,,,
19173,49,66.0,10.0,,,,,149.0,121.9,86.3,26.0,,,,,17.0,-39.0,,,,,100.0,72.9,37.3,-23.0,,,,,False,,,,,False,False,False,False,,,,
19175,104,126.0,24.0,,,,,297.0,48.1,97.5,67.0,,,,,22.0,-80.0,,,,,193.0,-55.9,-6.5,-37.0,,,,,False,,,,,False,False,True,False,,,,
19177,46,90.0,10.0,,,,,150.0,76.5,54.9,74.5,,,,,44.0,-36.0,,,,,104.0,30.5,8.9,28.5,,,,,True,,,,,False,True,True,True,,,,
19179,583,732.0,970.0,,,,,854.0,329.8,550.8,628.0,,630.3,,,149.0,387.0,,,,,271.0,-253.2,-32.2,45.0,,47.3,,,False,,,,,False,False,True,True,,True,,
19181,701,1512.0,1742.0,,,,,1000.0,564.6,912.2,1213.0,,972.4,,,811.0,1041.0,,,,,299.0,-136.4,211.2,512.0,,271.4,,,False,,,,,True,True,True,True,,True,,
19183,245,444.0,249.0,,,,,359.0,422.5,389.8,447.0,,240.2,,,199.0,4.0,,,,,114.0,177.5,144.8,202.0,,-4.8,,,True,,,,,True,True,True,False,,True,,
19185,35,18.0,0.0,,,,,155.0,28.4,54.5,0.0,,,,,-17.0,-35.0,,,,,120.0,-6.6,19.5,-35.0,,,,,False,,,,,False,True,False,False,,,,
19187,247,534.0,361.0,,,,,637.0,82.9,421.0,336.5,,,,,287.0,114.0,,,,,390.0,-164.1,174.0,89.5,,,,,True,,,,,False,True,True,True,,,,
19189,108,210.0,20.0,,,,,189.0,138.4,125.7,168.0,,,,,102.0,-88.0,,,,,81.0,30.4,17.7,60.0,,,,,True,,,,,True,True,True,True,,,,
19191,270,462.0,900.0,,,,,403.0,270.1,325.4,217.0,,,,,192.0,630.0,,,,,133.0,0.1,55.4,-53.0,,,,,False,,,,,True,True,True,True,,,,
19193,761,1326.0,471.0,,,,,1432.0,355.1,1330.2,935.0,,1575.6,,,565.0,-290.0,,,,,671.0,-405.9,569.2,174.0,,814.6,,,True,,,,,False,True,False,True,,False,,
19195,59,192.0,81.0,,,,,130.0,75.6,121.0,109.0,,,,,133.0,22.0,,,,,71.0,16.6,62.0,50.0,,,,,True,,,,,True,True,True,True,,,,
19197,105,252.0,151.0,,,,,206.0,80.6,179.5,223.0,,,,,147.0,46.0,,,,,101.0,-24.4,74.5,118.0,,,,,True,,,,,True,True,True,True,,,,
20001,290,474.0,397.0,,,,,437.0,150.7,265.7,398.0,,,,,184.0,107.0,,,,,147.0,-139.3,-24.3,108.0,,,,,True,,,,,True,True,True,True,,,,
20003,106,312.0,183.0,,,,,376.0,64.7,220.3,288.0,,,,,206.0,77.0,,,,,270.0,-41.3,114.3,182.0,,,,,True,,,,,False,True,True,True,,,,
20005,179,186.0,41.0,,,,,550.0,57.4,214.5,350.0,,,,,7.0,-138.0,,,,,371.0,-121.6,35.5,171.0,,,,,False,,,,,False,False,False,False,,,,
20007,33,96.0,18.0,,,,,123.0,49.4,68.7,111.0,,,,,63.0,-15.0,,,,,90.0,16.4,35.7,78.0,,,,,True,,,,,False,True,True,False,,,,
20009,167,420.0,180.0,,,,,703.0,212.2,333.3,568.5,,608.0,,,253.0,13.0,,,,,536.0,45.2,166.3,401.5,,441.0,,,True,,,,,False,True,True,False,,False,,
20011,126,510.0,506.0,,,,,550.0,146.0,271.3,481.0,,,,,384.0,380.0,,,,,424.0,20.0,145.3,355.0,,,,,True,,,,,False,True,True,True,,,,
20013,69,198.0,35.0,,,,,363.0,69.4,133.6,268.0,,,,,129.0,-34.0,,,,,294.0,0.4,64.6,199.0,,,,,True,,,,,False,True,True,False,,,,
20015,850,2580.0,2004.0,,,,,2127.0,791.4,1372.3,2451.0,,2298.9,,,1730.0,1154.0,,,,,1277.0,-58.6,522.3,1601.0,,1448.9,,,True,,,,,True,True,True,True,,True,,
20017,23,12.0,0.0,,,,,96.0,6.2,8.8,22.0,,,,,-11.0,-23.0,,,,,73.0,-16.8,-14.2,-1.0,,,,,False,,,,,False,False,False,True,,,,
20019,41,60.0,11.0,,,,,130.0,11.4,32.7,105.0,,,,,19.0,-30.0,,,,,89.0,-29.6,-8.3,64.0,,,,,False,,,,,False,False,True,False,,,,
20021,323,720.0,652.0,,,,,1050.0,332.7,477.2,718.0,,,,,397.0,329.0,,,,,727.0,9.7,154.2,395.0,,,,,True,,,,,False,True,True,True,,,,
20023,25,90.0,,,,,,60.0,137.7,56.2,108.0,,,,,65.0,,,,,,35.0,112.7,31.2,83.0,,,,,,,,,,True,False,True,False,,,,
20025,24,60.0,,,,,,70.0,17.8,23.6,53.0,,,,,36.0,,,,,,46.0,-6.2,-0.4,29.0,,,,,,,,,,False,True,True,True,,,,
20027,74,228.0,102.0,,,,,315.0,76.0,90.1,251.0,,,,,154.0,28.0,,,,,241.0,2.0,16.1,177.0,,,,,True,,,,,False,True,True,False,,,,
20029,49,186.0,16.0,,,,,290.0,44.9,95.6,200.0,,,,,137.0,-33.0,,,,,241.0,-4.1,46.6,151.0,,,,,True,,,,,False,True,True,False,,,,
20031,134,168.0,27.0,,,,,289.0,33.4,97.0,212.0,,,,,34.0,-107.0,,,,,155.0,-100.6,-37.0,78.0,,,,,False,,,,,False,False,False,False,,,,
20033,6,12.0,0.0,,,,,78.0,0.3,6.1,23.0,,,,,6.0,-6.0,,,,,72.0,-5.7,0.1,17.0,,,,,False,,,,,False,True,True,False,,,,
20035,708,1230.0,638.0,,,,,1402.0,379.6,787.2,1242.5,,,,,522.0,-70.0,,,,,694.0,-328.4,79.2,534.5,,,,,True,,,,,False,True,True,False,,,,
20037,575,1218.0,1426.0,,,,,1424.0,557.4,887.4,1267.0,,,,,643.0,851.0,,,,,849.0,-17.6,312.4,692.0,,,,,False,,,,,False,True,True,False,,,,
20039,18,24.0,0.0,,,,,77.0,24.2,13.6,23.0,,,,,6.0,-18.0,,,,,59.0,6.2,-4.4,5.0,,,,,False,,,,,False,False,True,True,,,,
20041,218,546.0,445.0,,,,,629.0,204.1,354.5,613.0,,,,,328.0,227.0,,,,,411.0,-13.9,136.5,395.0,,,,,True,,,,,False,True,True,False,,,,
20043,103,264.0,99.0,,,,,228.0,136.3,105.9,278.0,,,,,161.0,-4.0,,,,,125.0,33.3,2.9,175.0,,,,,True,,,,,True,True,True,False,,,,
20045,1136,2544.0,862.0,,,,,3522.0,3488.3,2024.1,2174.0,,1072.3,,,1408.0,-274.0,,,,,2386.0,2352.3,888.1,1038.0,,-63.7,,,True,,,,,False,False,True,True,,True,,
20047,19,24.0,5.0,,,,,52.0,0.9,11.2,35.0,,,,,5.0,-14.0,,,,,33.0,-18.1,-7.8,16.0,,,,,False,,,,,False,False,False,False,,,,
20049,26,72.0,0.0,,,,,97.0,89.8,34.0,87.0,,,,,46.0,-26.0,,,,,71.0,63.8,8.0,61.0,,,,,True,,,,,False,False,True,False,,,,
20051,317,390.0,424.0,,,,,638.0,143.1,318.5,523.0,,,,,73.0,107.0,,,,,321.0,-173.9,1.5,206.0,,,,,False,,,,,False,False,True,False,,,,
20053,73,198.0,26.0,,,,,154.0,46.2,90.1,262.0,,,,,125.0,-47.0,,,,,81.0,-26.8,17.1,189.0,,,,,True,,,,,True,True,True,False,,,,
20055,208,870.0,882.0,,,,,950.0,418.2,571.7,433.0,,347.7,,,662.0,674.0,,,,,742.0,210.2,363.7,225.0,,139.7,,,False,,,,,False,True,True,True,,True,,
20057,188,462.0,352.0,,,,,972.0,215.9,625.6,547.0,,303.4,,,274.0,164.0,,,,,784.0,27.9,437.6,359.0,,115.4,,,True,,,,,False,True,False,False,,True,,
20059,360,426.0,76.0,,,,,957.0,252.5,380.4,797.0,,508.9,,,66.0,-284.0,,,,,597.0,-107.5,20.4,437.0,,148.9,,,False,,,,,False,False,True,False,,False,,
20061,576,2322.0,3601.0,,,,,1124.0,1327.4,986.2,1059.0,,1044.1,,,1746.0,3025.0,,,,,548.0,751.4,410.2,483.0,,468.1,,,False,,,,,True,True,True,True,,True,,
20063,21,90.0,,,,,,50.0,26.9,27.0,42.0,,,,,69.0,,,,,,29.0,5.9,6.0,21.0,,,,,,,,,,True,True,True,True,,,,
20065,24,60.0,,,,,,43.0,224.9,22.1,41.0,,,,,36.0,,,,,,19.0,200.9,-1.9,17.0,,,,,,,,,,True,False,True,True,,,,
20067,33,72.0,0.0,,,,,205.0,1.0,35.5,71.0,,,,,39.0,-33.0,,,,,172.0,-32.0,2.5,38.0,,,,,True,,,,,False,True,True,True,,,,
20069,24,102.0,0.0,,,,,119.0,3.2,36.9,76.0,,,,,78.0,-24.0,,,,,95.0,-20.8,12.9,52.0,,,,,True,,,,,False,True,True,True,,,,
20071,3,12.0,0.0,,,,,52.0,3.0,5.3,12.0,,,,,9.0,-3.0,,,,,49.0,0.0,2.3,9.0,,,,,True,,,,,False,True,True,False,,,,
20073,55,150.0,10.0,,,,,300.0,15.4,63.4,170.0,,,,,95.0,-45.0,,,,,245.0,-39.6,8.4,115.0,,,,,True,,,,,False,True,True,False,,,,
20075,4,6.0,0.0,,,,,85.0,22.3,12.8,24.0,,,,,2.0,-4.0,,,,,81.0,18.3,8.8,20.0,,,,,False,,,,,False,False,False,False,,,,
20077,89,312.0,0.0,,,,,163.0,33.9,137.2,164.0,,,,,223.0,-89.0,,,,,74.0,-55.1,48.2,75.0,,,,,True,,,,,True,True,True,True,,,,
20079,368,1308.0,796.0,,,,,1024.0,723.0,706.2,1155.0,,,,,940.0,428.0,,,,,656.0,355.0,338.2,787.0,,,,,True,,,,,True,True,True,True,,,,
20081,16,78.0,,,,,,103.0,179.4,45.9,82.0,,,,,62.0,,,,,,87.0,163.4,29.9,66.0,,,,,,,,,,False,False,True,False,,,,
20083,31,18.0,0.0,,,,,67.0,11.2,11.4,18.0,,,,,-13.0,-31.0,,,,,36.0,-19.8,-19.6,-13.0,,,,,False,,,,,False,False,False,False,,,,
20085,136,408.0,371.0,,,,,463.0,1085.3,212.5,380.0,,,,,272.0,235.0,,,,,327.0,949.3,76.5,244.0,,,,,True,,,,,False,False,True,True,,,,
20087,186,780.0,1130.0,,,,,594.0,354.2,351.2,596.0,,,,,594.0,944.0,,,,,408.0,168.2,165.2,410.0,,,,,False,,,,,True,True,True,True,,,,
20089,18,72.0,,,,,,56.0,21.2,26.9,70.0,,,,,54.0,,,,,,38.0,3.2,8.9,52.0,,,,,,,,,,True,True,True,True,,,,
20091,9251,15102.0,8002.0,,,,,15872.0,15411.7,11847.3,14990.0,,15918.1,9326.0,,5851.0,-1249.0,,,,,6621.0,6160.7,2596.3,5739.0,,6667.1,75.0,,True,,,,,False,False,True,True,,False,True,
20093,33,60.0,8.0,,,,,99.0,8.2,36.2,93.0,,,,,27.0,-25.0,,,,,66.0,-24.8,3.2,60.0,,,,,True,,,,,False,True,True,False,,,,
20095,112,168.0,17.0,,,,,221.0,62.4,66.5,155.0,,,,,56.0,-95.0,,,,,109.0,-49.6,-45.5,43.0,,,,,False,,,,,False,True,True,True,,,,
20097,29,90.0,,,,,,56.0,13.5,45.0,76.0,,,,,61.0,,,,,,27.0,-15.5,16.0,47.0,,,,,,,,,,True,True,True,True,,,,
20099,303,756.0,206.0,,,,,824.0,166.9,524.1,1192.0,,543.9,,,453.0,-97.0,,,,,521.0,-136.1,221.1,889.0,,240.9,,,True,,,,,False,True,True,False,,True,,
20101,10,12.0,0.0,,,,,55.0,0.7,2.7,17.0,,,,,2.0,-10.0,,,,,45.0,-9.3,-7.3,7.0,,,,,False,,,,,False,False,False,False,,,,
20103,1099,1626.0,,,,,,2381.0,1201.1,1348.2,1503.0,,924.7,,,527.0,,,,,,1282.0,102.1,249.2,404.0,,-174.3,,,,,,,,False,True,True,True,,True,,
20105,18,54.0,8.0,,,,,71.0,11.6,33.9,95.0,,,,,36.0,-10.0,,,,,53.0,-6.4,15.9,77.0,,,,,True,,,,,False,True,True,False,,,,
20107,106,210.0,81.0,,,,,328.0,255.1,135.6,282.0,,,,,104.0,-25.0,,,,,222.0,149.1,29.6,176.0,,,,,True,,,,,False,False,True,False,,,,
20109,9,24.0,0.0,,,,,51.0,2.5,9.8,29.0,,,,,15.0,-9.0,,,,,42.0,-6.5,0.8,20.0,,,,,True,,,,,False,True,True,False,,,,
20111,410,762.0,788.0,,,,,1440.0,486.6,491.0,746.0,,1037.3,,,352.0,378.0,,,,,1030.0,76.6,81.0,336.0,,627.3,,,False,,,,,False,True,True,True,,False,,
20113,384,1104.0,3366.0,,,,,879.0,710.2,507.0,755.5,,778.8,,,720.0,2982.0,,,,,495.0,326.2,123.0,371.5,,394.8,,,False,,,,,True,True,True,True,,True,,
20115,174,414.0,395.0,,,,,391.0,246.0,230.1,372.0,,,,,240.0,221.0,,,,,217.0,72.0,56.1,198.0,,,,,True,,,,,True,True,True,True,,,,
20117,209,228.0,29.0,,,,,336.0,2.7,65.5,224.0,,,,,19.0,-180.0,,,,,127.0,-206.3,-143.5,15.0,,,,,False,,,,,False,False,False,True,,,,
20119,52,174.0,35.0,,,,,90.0,34.6,66.7,100.0,,,,,122.0,-17.0,,,,,38.0,-17.4,14.7,48.0,,,,,True,,,,,True,True,True,True,,,,
20121,420,756.0,144.0,,,,,1129.0,475.8,633.5,1003.0,,,,,336.0,-276.0,,,,,709.0,55.8,213.5,583.0,,,,,True,,,,,False,True,True,False,,,,
20123,43,294.0,143.0,,,,,163.0,190.7,115.7,179.0,,,,,251.0,100.0,,,,,120.0,147.7,72.7,136.0,,,,,True,,,,,True,True,True,True,,,,
20125,515,1320.0,1331.0,,,,,1433.0,326.2,719.7,1448.0,,489.2,,,805.0,816.0,,,,,918.0,-188.8,204.7,933.0,,-25.8,,,False,,,,,False,True,True,False,,True,,
20127,104,66.0,11.0,,,,,156.0,10.7,51.3,209.0,,,,,-38.0,-93.0,,,,,52.0,-93.3,-52.7,105.0,,,,,False,,,,,False,False,False,False,,,,
20129,37,24.0,2.0,,,,,85.0,86.3,14.8,24.0,,,,,-13.0,-35.0,,,,,48.0,49.3,-22.2,-13.0,,,,,False,,,,,False,False,False,False,,,,
20131,73,138.0,18.0,,,,,323.0,36.2,91.0,204.0,,,,,65.0,-55.0,,,,,250.0,-36.8,18.0,131.0,,,,,True,,,,,False,True,True,False,,,,
20133,243,546.0,298.0,,,,,741.0,476.4,380.1,711.0,,,,,303.0,55.0,,,,,498.0,233.4,137.1,468.0,,,,,True,,,,,False,True,True,False,,,,
20135,46,42.0,,,,,,49.0,17.7,9.5,23.0,,,,,-4.0,,,,,,3.0,-28.3,-36.5,-23.0,,,,,,,,,,True,False,False,False,,,,
20137,24,12.0,0.0,,,,,96.0,2.7,36.8,82.0,,,,,-12.0,-24.0,,,,,72.0,-21.3,12.8,58.0,,,,,False,,,,,False,False,False,False,,,,
20139,184,426.0,333.0,,,,,542.0,615.1,265.1,388.0,,,,,242.0,149.0,,,,,358.0,431.1,81.1,204.0,,,,,True,,,,,False,False,True,True,,,,
20141,28,210.0,0.0,,,,,75.0,106.6,75.6,148.0,,,,,182.0,-28.0,,,,,47.0,78.6,47.6,120.0,,,,,True,,,,,True,True,True,True,,,,
20143,77,132.0,26.0,,,,,169.0,67.9,68.1,159.0,,,,,55.0,-51.0,,,,,92.0,-9.1,-8.9,82.0,,,,,True,,,,,False,True,True,False,,,,
20145,68,192.0,35.0,,,,,129.0,12.1,110.1,237.0,,,,,124.0,-33.0,,,,,61.0,-55.9,42.1,169.0,,,,,True,,,,,True,True,True,False,,,,
20147,67,156.0,10.0,,,,,122.0,88.5,51.2,130.0,,,,,89.0,-57.0,,,,,55.0,21.5,-15.8,63.0,,,,,True,,,,,True,True,True,True,,,,
20149,401,492.0,96.0,,,,,964.0,200.5,443.5,627.0,,,,,91.0,-305.0,,,,,563.0,-200.5,42.5,226.0,,,,,False,,,,,False,False,True,False,,,,
20151,48,210.0,48.0,,,,,274.0,441.9,97.2,177.0,,,,,162.0,0.0,,,,,226.0,393.9,49.2,129.0,,,,,True,,,,,False,False,True,True,,,,
20153,20,72.0,,,,,,58.0,18.4,17.9,47.0,,,,,52.0,,,,,,38.0,-1.6,-2.1,27.0,,,,,,,,,,True,True,True,True,,,,
20155,690,1596.0,2568.0,,,,,2187.0,778.5,933.9,1679.0,,2039.6,,,906.0,1878.0,,,,,1497.0,88.5,243.9,989.0,,1349.6,,,False,,,,,False,True,True,False,,False,,
20157,37,144.0,11.0,,,,,142.0,7.4,58.1,177.0,,,,,107.0,-26.0,,,,,105.0,-29.6,21.1,140.0,,,,,True,,,,,True,True,True,False,,,,
20159,129,198.0,52.0,,,,,303.0,92.6,133.0,357.0,,,,,69.0,-77.0,,,,,174.0,-36.4,4.0,228.0,,,,,False,,,,,False,True,True,False,,,,
20161,588,1914.0,898.0,,,,,2411.0,1522.4,1306.2,1600.0,,1667.6,,,1326.0,310.0,,,,,1823.0,934.4,718.2,1012.0,,1079.6,,,True,,,,,False,True,True,True,,True,,
20163,54,144.0,24.0,,,,,94.0,10.3,99.4,130.0,,,,,90.0,-30.0,,,,,40.0,-43.7,45.4,76.0,,,,,True,,,,,True,True,True,True,,,,
20165,34,156.0,5.0,,,,,50.0,353.5,52.8,96.0,,,,,122.0,-29.0,,,,,16.0,319.5,18.8,62.0,,,,,True,,,,,True,False,True,True,,,,
20167,66,96.0,8.0,,,,,149.0,98.8,47.8,129.0,,,,,30.0,-58.0,,,,,83.0,32.8,-18.2,63.0,,,,,False,,,,,False,False,True,False,,,,
20169,790,1338.0,333.0,,,,,1583.0,553.3,1070.7,2167.5,,484.8,,,548.0,-457.0,,,,,793.0,-236.7,280.7,1377.5,,-305.2,,,True,,,,,False,True,True,False,,True,,
20171,34,72.0,2.0,,,,,125.0,5.2,43.3,100.0,,,,,38.0,-32.0,,,,,91.0,-28.8,9.3,66.0,,,,,True,,,,,False,True,True,False,,,,
20173,7125,18582.0,22638.0,,,,,13976.0,4488.1,12463.7,15793.0,,15052.5,8238.0,,11457.0,15513.0,,,,,6851.0,-2636.9,5338.7,8668.0,,7927.5,1113.0,,False,,,,,True,True,True,True,,True,True,
20175,154,258.0,24.0,,,,,740.0,34.2,308.4,358.0,,193.4,,,104.0,-130.0,,,,,586.0,-119.8,154.4,204.0,,39.4,,,False,,,,,False,False,False,False,,True,,
20177,2414,5724.0,1978.0,,,,,6008.0,4433.9,3188.9,4944.0,,2522.0,7606.0,,3310.0,-436.0,,,,,3594.0,2019.9,774.9,2530.0,,108.0,5192.0,,True,,,,,False,True,True,True,,True,False,
20179,20,72.0,,,,,,54.0,5.6,33.5,64.0,,,,,52.0,,,,,,34.0,-14.4,13.5,44.0,,,,,,,,,,True,True,True,True,,,,
20181,50,24.0,0.0,,,,,126.0,4.8,26.4,55.0,,,,,-26.0,-50.0,,,,,76.0,-45.2,-23.6,5.0,,,,,False,,,,,False,False,True,True,,,,
20183,29,42.0,0.0,,,,,89.0,24.3,23.4,65.0,,,,,13.0,-29.0,,,,,60.0,-4.7,-5.6,36.0,,,,,False,,,,,False,True,True,False,,,,
20185,24,78.0,3.0,,,,,83.0,8.7,41.2,70.0,,,,,54.0,-21.0,,,,,59.0,-15.3,17.2,46.0,,,,,True,,,,,False,True,True,True,,,,
20187,18,24.0,0.0,,,,,65.0,212.0,8.0,12.0,,,,,6.0,-18.0,,,,,47.0,194.0,-10.0,-6.0,,,,,False,,,,,False,False,False,False,,,,
20189,35,66.0,5.0,,,,,209.0,9.7,52.0,81.0,,,,,31.0,-30.0,,,,,174.0,-25.3,17.0,46.0,,,,,True,,,,,False,True,True,False,,,,
20191,404,786.0,883.0,,,,,758.0,436.8,370.9,698.0,,,,,382.0,479.0,,,,,354.0,32.8,-33.1,294.0,,,,,False,,,,,True,True,True,True,,,,
20193,102,228.0,19.0,,,,,176.0,22.7,96.9,204.5,,,,,126.0,-83.0,,,,,74.0,-79.3,-5.1,102.5,,,,,True,,,,,True,True,True,True,,,,
20195,50,108.0,,,,,,56.0,226.3,51.0,96.0,,,,,58.0,,,,,,6.0,176.3,1.0,46.0,,,,,,,,,,True,False,True,True,,,,
20197,113,234.0,190.0,,,,,226.0,217.3,143.0,206.5,,,,,121.0,77.0,,,,,113.0,104.3,30.0,93.5,,,,,True,,,,,True,True,True,True,,,,
20199,7,6.0,0.0,,,,,51.0,7.0,8.0,8.0,,,,,-1.0,-7.0,,,,,44.0,0.0,1.0,1.0,,,,,False,,,,,False,True,True,False,,,,
20201,55,108.0,8.0,,,,,171.0,6.4,58.3,94.0,,,,,53.0,-47.0,,,,,116.0,-48.6,3.3,39.0,,,,,True,,,,,False,True,True,True,,,,
20203,6,72.0,,,,,,64.0,409.3,23.5,41.0,,,,,66.0,,,,,,58.0,403.3,17.5,35.0,,,,,,,,,,True,False,True,True,,,,
20205,153,294.0,56.0,,,,,383.0,38.2,154.8,369.5,,,,,141.0,-97.0,,,,,230.0,-114.8,1.8,216.5,,,,,True,,,,,False,True,True,False,,,,
20207,39,174.0,0.0,,,,,113.0,80.1,62.9,88.0,,,,,135.0,-39.0,,,,,74.0,41.1,23.9,49.0,,,,,True,,,,,True,True,True,True,,,,
20209,1944,3846.0,2208.0,,,,,4869.0,1053.6,3173.9,4590.5,,3056.8,11501.0,,1902.0,264.0,,,,,2925.0,-890.4,1229.9,2646.5,,1112.8,9557.0,,True,,,,,False,True,True,False,,True,False,
21001,240,384.0,7.0,,,,,739.0,912.3,171.0,345.0,,,,,144.0,-233.0,,,,,499.0,672.3,-69.0,105.0,,,,,False,,,,,False,False,True,True,,,,
21003,394,558.0,344.0,,,,,870.0,775.3,512.3,385.5,,,,,164.0,-50.0,,,,,476.0,381.3,118.3,-8.5,,,,,True,,,,,False,False,True,True,,,,
21005,366,558.0,115.0,,,,,701.0,1045.7,379.0,446.0,,,,,192.0,-251.0,,,,,335.0,679.7,13.0,80.0,,,,,False,,,,,False,False,True,True,,,,
21007,68,108.0,43.0,,,,,208.0,159.0,91.1,106.5,,,,,40.0,-25.0,,,,,140.0,91.0,23.1,38.5,,,,,True,,,,,False,False,True,True,,,,
21009,1026,1386.0,2280.0,,,,,1617.0,7074.0,823.5,1074.0,,861.2,,,360.0,1254.0,,,,,591.0,6048.0,-202.5,48.0,,-164.8,,,False,,,,,False,False,True,True,,True,,
21011,145,240.0,351.0,,,,,441.0,4825.9,212.8,251.0,,,,,95.0,206.0,,,,,296.0,4680.9,67.8,106.0,,,,,False,,,,,False,False,True,False,,,,
21013,536,996.0,1080.0,,,,,1068.0,1053.1,705.8,807.0,,,,,460.0,544.0,,,,,532.0,517.1,169.8,271.0,,,,,False,,,,,False,False,True,True,,,,
21015,2979,5304.0,3400.0,,,,,5026.0,9637.7,3841.3,5228.0,,3490.1,3822.0,,2325.0,421.0,,,,,2047.0,6658.7,862.3,2249.0,,511.1,843.0,,True,,,,,True,False,True,True,,True,True,
21017,335,678.0,265.0,,,,,824.0,706.1,391.7,428.0,,,,,343.0,-70.0,,,,,489.0,371.1,56.7,93.0,,,,,True,,,,,False,False,True,True,,,,
