,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
06087,356,634.0,,697.6,,547.0,1478.0,504.0,,,,590.3,,745.1,,567.4,862.0,547.9,,949.0,411.5,,292.5,444.2,,,,667.0,66.0,699.8,,,,,,270.0,,,464.0,966.9,278.0,,341.6,,191.0,1122.0,148.0,,,,234.3,,389.1,,211.4,506.0,191.9,,593.0,55.5,,-63.5,88.2,,,,311.0,-290.0,343.8,,,,,,-86.0,,,108.0,610.9,,False,,True,False,True,,,,True,,False,,True,False,True,,False,True,,True,True,,,,False,False,False,,,,,,True,,,True,False
06089,260,172.0,,91.6,,184.0,993.0,218.0,,,,322.3,,329.7,,,431.0,327.8,,498.2,195.5,,170.0,203.7,,,,198.0,0.0,1039.8,,,,,,77.0,,,165.0,344.1,-88.0,,-168.4,,-76.0,733.0,-42.0,,,,62.3,,69.7,,,171.0,67.8,,238.2,-64.5,,-90.0,-56.3,,,,-62.0,-260.0,779.8,,,,,,-183.0,,,-95.0,84.1,,False,,True,False,True,,,,True,,True,,,False,True,,False,True,,False,True,,,,True,False,False,,,,,,False,,,False,True
06091,2,4.0,,7.2,,3.0,29.0,0.0,,,,1.6,,9.0,,,6.0,0.0,,6.1,,,11.0,0.9,,,,,0.0,5.9,,,,,,,,,3.1,9.1,2.0,,5.2,,1.0,27.0,-2.0,,,,-0.4,,7.0,,,4.0,-2.0,,4.1,,,9.0,-1.1,,,,,-2.0,3.9,,,,,,,,,1.1,7.1,,False,,True,False,False,,,,True,,False,,,False,False,,False,,,False,True,,,,,False,False,,,,,,,,,True,False
06093,76,132.0,,126.6,,89.0,292.0,96.0,,,,63.1,,167.8,,,89.0,174.6,,92.3,9.5,,68.0,75.2,,,,131.0,5.0,113.8,,,,,,,,,129.5,99.3,56.0,,50.6,,13.0,216.0,20.0,,,,-12.9,,91.8,,,13.0,98.6,,16.3,-66.5,,-8.0,-0.8,,,,55.0,-71.0,37.8,,,,,,,,,53.5,23.3,,True,,True,False,True,,,,True,,False,,,True,False,,True,False,,True,True,,,,True,False,True,,,,,,,,,True,True
06095,773,1130.0,,1116.7,881.5,926.0,2894.0,734.0,,,,1118.3,,706.9,,923.8,2294.0,946.8,,1846.5,626.5,,528.0,772.8,,,,1056.0,65.0,1128.9,,,,,,440.0,,,643.0,2020.7,357.0,,343.7,108.5,153.0,2121.0,-39.0,,,,345.3,,-66.1,,150.8,1521.0,173.8,,1073.5,-146.5,,-245.0,-0.2,,,,283.0,-708.0,355.9,,,,,,-333.0,,,-130.0,1247.7,,True,True,True,False,True,,,,True,,True,,True,False,True,,False,True,,True,True,,,,True,False,True,,,,,,True,,,True,False
06097,920,938.0,,913.1,,680.0,1822.0,651.0,,,,1015.6,,797.2,,634.4,1424.0,588.8,,1487.9,743.5,,216.0,699.4,,,,874.0,0.0,2008.4,,,,,,365.0,,,640.8,1618.3,18.0,,-6.9,,-240.0,902.0,-269.0,,,,95.6,,-122.8,,-285.6,504.0,-331.2,,567.9,-176.5,,-704.0,-220.6,,,,-46.0,-920.0,1088.4,,,,,,-555.0,,,-279.2,698.3,,True,,False,False,False,,,,False,,False,,False,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,,,False,False
06099,1999,2926.0,,2774.2,2161.5,2160.0,4062.0,2801.0,,,,2100.5,,1616.4,,,2445.0,1657.6,,2890.1,1391.5,,1531.0,2081.4,,,,2957.0,844.0,2907.6,,,,,,1703.0,,,2147.9,2799.3,927.0,,775.2,162.5,161.0,2063.0,802.0,,,,101.5,,-382.6,,,446.0,-341.4,,891.1,-607.5,,-468.0,82.4,,,,958.0,-1155.0,908.6,,,,,,-296.0,,,148.9,800.3,,True,True,True,False,True,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,False,True,,,,,,True,,,True,True
06101,189,280.0,,279.4,,223.0,752.0,186.0,,,,289.3,,156.9,,,530.0,236.7,,429.5,98.0,,94.0,179.3,,,,282.0,30.0,288.3,,,,,,,,,113.9,590.5,91.0,,90.4,,34.0,563.0,-3.0,,,,100.3,,-32.1,,,341.0,47.7,,240.5,-91.0,,-95.0,-9.7,,,,93.0,-159.0,99.3,,,,,,,,,-75.1,401.5,,True,,True,False,True,,,,False,,True,,,False,True,,False,False,,False,True,,,,False,False,False,,,,,,,,,True,False
06103,151,198.0,,189.3,,164.0,647.0,143.0,,,,170.7,,207.2,,,200.0,141.3,,318.1,72.5,,343.0,103.4,,,,223.0,19.0,151.5,,,,,,,,,160.3,283.7,47.0,,38.3,,13.0,496.0,-8.0,,,,19.7,,56.2,,,49.0,-9.7,,167.1,-78.5,,192.0,-47.6,,,,72.0,-132.0,0.5,,,,,,,,,9.3,132.7,,True,,True,False,True,,,,True,,False,,,False,True,,False,False,,False,False,,,,False,False,True,,,,,,,,,True,False
06105,46,20.0,,22.5,,14.0,63.0,0.0,,,,5.6,,19.3,,,28.0,14.4,,7.8,,,9.0,7.7,,,,13.0,0.0,23.2,,,,,,,,,22.8,19.1,-26.0,,-23.5,,-32.0,17.0,-46.0,,,,-40.4,,-26.7,,,-18.0,-31.6,,-38.2,,,-37.0,-38.3,,,,-33.0,-46.0,-22.8,,,,,,,,,-23.2,-26.9,,True,,False,True,False,,,,False,,False,,,True,False,,False,,,False,False,,,,False,False,True,,,,,,,,,True,False
06107,1070,1760.0,,1744.9,1539.5,1143.0,3615.0,966.0,,,,1607.9,,631.9,,,2051.0,1175.6,,2387.8,938.5,,262.0,1086.7,,,,1305.0,459.0,1525.4,,,,,,896.0,,,1031.4,2253.8,690.0,,674.9,469.5,73.0,2545.0,-104.0,,,,537.9,,-438.1,,,981.0,105.6,,1317.8,-131.5,,-808.0,16.7,,,,235.0,-611.0,455.4,,,,,,-174.0,,,-38.6,1183.8,,True,True,True,False,True,,,,True,,True,,,False,True,,False,True,,False,True,,,,True,True,True,,,,,,True,,,True,False
06109,146,280.0,,288.4,,198.0,610.0,229.0,,,,138.2,,191.2,,,138.0,210.1,,158.1,42.0,,211.0,171.7,,,,254.0,49.0,125.4,,,,,,,,,273.9,276.0,134.0,,142.4,,52.0,464.0,83.0,,,,-7.8,,45.2,,,-8.0,64.1,,12.1,-104.0,,65.0,25.7,,,,108.0,-97.0,-20.6,,,,,,,,,127.9,130.0,,False,,True,False,True,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,,,,True,True
06111,2324,4514.0,,4679.8,3484.5,3183.0,6022.0,2847.0,,,,3485.6,,2655.0,,2841.7,5269.0,3367.8,,5360.7,2184.5,,2296.5,3057.7,,,,4299.0,1207.0,2887.8,,,,,,1959.0,,,3095.8,5192.6,2190.0,,2355.8,1160.5,859.0,3698.0,523.0,,,,1161.6,,331.0,,517.7,2945.0,1043.8,,3036.7,-139.5,,-27.5,733.7,,,,1975.0,-1117.0,563.8,,,,,,-365.0,,,771.8,2868.6,,False,True,True,False,True,,,,True,,True,,True,False,True,,False,True,,True,True,,,,True,True,True,,,,,,True,,,True,False
06113,476,630.0,,615.7,,447.0,974.0,448.0,,,,485.0,,704.3,,,1197.0,434.8,,756.0,362.0,,344.0,435.9,,,,545.0,10.0,741.0,,,,,,327.0,,,415.5,714.6,154.0,,139.7,,-29.0,498.0,-28.0,,,,9.0,,228.3,,,721.0,-41.2,,280.0,-114.0,,-132.0,-40.1,,,,69.0,-466.0,265.0,,,,,,-149.0,,,-60.5,238.6,,True,,True,False,True,,,,True,,False,,,False,True,,False,True,,True,True,,,,True,False,False,,,,,,True,,,True,False
06115,150,304.0,,289.6,,196.0,607.0,166.0,,,,202.7,,179.3,,,339.0,67.8,,241.7,60.0,,112.0,155.7,,,,217.0,34.0,338.4,,,,,,,,,232.4,344.2,154.0,,139.6,,46.0,457.0,16.0,,,,52.7,,29.3,,,189.0,-82.2,,91.7,-90.0,,-38.0,5.7,,,,67.0,-116.0,188.4,,,,,,,,,82.4,194.2,,True,,True,False,True,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,,,,True,False
08001,1295,1294.0,,1333.0,1141.8,1081.0,2048.0,1297.0,,,,892.5,,843.9,,1069.4,1448.0,535.3,,1711.9,797.5,,821.0,1072.7,,,,1136.0,1546.0,1626.6,,,,,,951.0,,,952.0,1560.8,-1.0,,38.0,-153.2,-214.0,753.0,2.0,,,,-402.5,,-451.1,,-225.6,153.0,-759.7,,416.9,-497.5,,-474.0,-222.3,,,,-159.0,251.0,331.6,,,,,,-344.0,,,-343.0,265.8,,False,False,False,False,False,,,,False,,False,,False,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,,,False,False
08003,51,48.0,,54.2,,49.0,142.0,62.0,,,,28.5,,54.6,,,53.0,53.6,,72.7,,,26.0,35.8,,,,55.0,65.0,40.9,,,,,,,,,60.2,64.4,-3.0,,3.2,,-2.0,91.0,11.0,,,,-22.5,,3.6,,,2.0,2.6,,21.7,,,-25.0,-15.2,,,,4.0,14.0,-10.1,,,,,,,,,9.2,13.4,,False,,True,False,False,,,,False,,False,,,True,True,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
08005,1576,1794.0,,1725.4,1638.5,1591.0,2486.0,1641.0,,,,1089.8,,1637.2,,1551.4,1612.0,829.6,,2404.9,1091.0,,1293.0,1553.1,,,,1672.0,2036.0,2060.3,,,,,,1553.0,,,1798.6,2248.9,218.0,,149.4,62.5,15.0,910.0,65.0,,,,-486.2,,61.2,,-24.6,36.0,-746.4,,828.9,-485.0,,-283.0,-22.9,,,,96.0,460.0,484.3,,,,,,-23.0,,,222.6,672.9,,True,True,True,False,True,,,,False,,True,,True,True,False,,False,False,,False,True,,,,True,False,False,,,,,,True,,,False,False
08007,20,24.0,,23.7,,19.0,83.0,13.0,,,,14.9,,33.2,,,27.0,4.5,,32.6,,,11.0,12.4,,,,20.0,25.0,23.1,,,,,,,,,21.2,37.4,4.0,,3.7,,-1.0,63.0,-7.0,,,,-5.1,,13.2,,,7.0,-15.5,,12.6,,,-9.0,-7.6,,,,0.0,5.0,3.1,,,,,,,,,1.2,17.4,,True,,True,False,False,,,,False,,False,,,False,False,,False,,,False,False,,,,True,False,True,,,,,,,,,True,False
08009,2,0.0,,0.8,,4.0,46.0,0.0,,,,9.0,,4.8,,,15.0,1.2,,13.1,,,23.0,2.0,,,,,7.0,5.2,,,,,,,,,0.0,9.4,-2.0,,-1.2,,2.0,44.0,-2.0,,,,7.0,,2.8,,,13.0,-0.8,,11.1,,,21.0,-0.0,,,,,5.0,3.2,,,,,,,,,-2.0,7.4,,True,,False,False,False,,,,False,,False,,,False,True,,False,,,False,True,,,,,False,False,,,,,,,,,False,False
08011,59,182.0,,186.1,,54.0,367.0,0.0,,,,45.6,,154.6,,,18.0,39.8,,22.2,,,47.0,70.2,,,,202.0,54.0,45.5,,,,,,,,,133.7,237.2,123.0,,127.1,,-5.0,308.0,-59.0,,,,-13.4,,95.6,,,-41.0,-19.2,,-36.8,,,-12.0,11.2,,,,143.0,-5.0,-13.5,,,,,,,,,74.7,178.2,,False,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,,,True,False
08013,694,958.0,,921.6,,813.0,1362.0,1112.0,,,,474.3,,932.8,,791.3,844.0,395.3,,872.0,421.5,,697.0,748.6,,,,908.0,778.0,998.8,,,,,,836.0,,,936.3,979.6,264.0,,227.6,,119.0,668.0,418.0,,,,-219.7,,238.8,,97.3,150.0,-298.7,,178.0,-272.5,,3.0,54.6,,,,214.0,84.0,304.8,,,,,,142.0,,,242.3,285.6,,True,,True,False,False,,,,True,,True,,True,True,False,,True,False,,True,True,,,,True,True,False,,,,,,True,,,True,False
08014,134,146.0,,144.2,,128.0,276.0,136.0,,,,99.1,,176.0,,,226.0,96.2,,232.0,69.5,,94.0,106.1,,,,154.0,184.0,194.0,,,,,,,,,,191.0,12.0,,10.2,,-6.0,142.0,2.0,,,,-34.9,,42.0,,,92.0,-37.8,,98.0,-64.5,,-40.0,-27.9,,,,20.0,50.0,60.0,,,,,,,,,,57.0,,True,,True,False,True,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,,False
08015,66,64.0,,65.7,,50.0,159.0,42.0,,,,37.1,,60.2,,,48.0,34.3,,67.0,,,57.0,53.0,,,,29.0,63.0,51.9,,,,,,,,,43.2,67.7,-2.0,,-0.3,,-16.0,93.0,-24.0,,,,-28.9,,-5.8,,,-18.0,-31.7,,1.0,,,-9.0,-13.0,,,,-37.0,-3.0,-14.1,,,,,,,,,-22.8,1.7,,True,,False,False,False,,,,False,,False,,,False,False,,True,,,False,False,,,,False,False,False,,,,,,,,,False,True
08017,1,0.0,,0.0,,3.0,30.0,0.0,,,,3.6,,4.1,,,6.0,5.8,,4.8,,,7.0,0.5,,,,4.0,5.0,3.3,,,,,,,,,3.0,,-1.0,,-1.0,,2.0,29.0,-1.0,,,,2.6,,3.1,,,5.0,4.8,,3.8,,,6.0,-0.5,,,,3.0,4.0,2.3,,,,,,,,,2.0,,,False,,False,False,False,,,,False,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,,,False,
08019,9,8.0,,9.0,,8.0,53.0,0.0,,,,9.2,,21.9,,,24.0,7.3,,21.7,,,0.0,4.5,,,,9.0,22.0,17.6,,,,,,,,,7.5,18.0,-1.0,,0.0,,-1.0,44.0,-9.0,,,,0.2,,12.9,,,15.0,-1.7,,12.7,,,-9.0,-4.5,,,,0.0,13.0,8.6,,,,,,,,,-1.5,9.0,,True,,False,False,False,,,,True,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,,,False,False
08021,18,20.0,,19.9,,14.0,73.0,14.0,,,,9.9,,30.0,,,22.0,3.4,,20.4,,,1.0,10.9,,,,15.0,22.0,24.8,,,,,,,,,7.3,25.0,2.0,,1.9,,-4.0,55.0,-4.0,,,,-8.1,,12.0,,,4.0,-14.6,,2.4,,,-17.0,-7.1,,,,-3.0,4.0,6.8,,,,,,,,,-10.7,7.0,,True,,False,False,False,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
08023,14,0.0,,0.0,,0.0,34.0,0.0,,,,2.9,,5.8,,,10.0,0.3,,3.3,,,4.0,0.5,,,,0.0,5.0,7.8,,,,,,,,,1.1,0.0,-14.0,,-14.0,,-14.0,20.0,-14.0,,,,-11.1,,-8.2,,,-4.0,-13.7,,-10.7,,,-10.0,-13.5,,,,-14.0,-9.0,-6.2,,,,,,,,,-12.9,-14.0,,False,,False,False,False,,,,True,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,,,True,False
08025,57,84.0,,75.8,,54.0,328.0,0.0,,,,51.2,,100.9,,,17.0,20.4,,59.9,,,49.0,54.0,,,,144.0,64.0,61.6,,,,,,,,,90.6,144.5,27.0,,18.8,,-3.0,271.0,-57.0,,,,-5.8,,43.9,,,-40.0,-36.6,,2.9,,,-8.0,-3.0,,,,87.0,7.0,4.6,,,,,,,,,33.6,87.5,,True,,True,False,False,,,,True,,False,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,,,False,False
08027,1,6.0,,7.0,,4.0,33.0,0.0,,,,2.5,,6.1,,,12.0,0.4,,2.5,,,4.0,0.7,,,,,10.0,8.3,,,,,,,,,3.0,3.8,5.0,,6.0,,3.0,32.0,-1.0,,,,1.5,,5.1,,,11.0,-0.6,,1.5,,,3.0,-0.3,,,,,9.0,7.3,,,,,,,,,2.0,2.8,,False,,True,False,True,,,,True,,False,,,False,True,,True,,,True,True,,,,,False,False,,,,,,,,,True,True
08029,55,76.0,,67.8,,65.0,217.0,52.0,,,,77.5,,81.1,,,82.0,17.5,,112.9,13.0,,36.0,65.6,,,,66.0,105.0,62.2,,,,,,,,,16.5,118.4,21.0,,12.8,,10.0,162.0,-3.0,,,,22.5,,26.1,,,27.0,-37.5,,57.9,-42.0,,-19.0,10.6,,,,11.0,50.0,7.2,,,,,,,,,-38.5,63.4,,True,,True,False,True,,,,False,,False,,,False,False,,False,False,,True,True,,,,True,False,True,,,,,,,,,False,False
08031,1799,2266.0,,2346.1,2063.4,1814.0,3273.0,2592.0,,,,1291.3,,1529.2,,1775.9,1802.0,793.0,,2709.8,1013.0,,1326.0,1939.0,,,,2008.0,1808.0,2624.6,,,,,,1797.0,,,2202.7,2198.2,467.0,,547.1,264.4,15.0,1474.0,793.0,,,,-507.7,,-269.8,,-23.1,3.0,-1006.0,,910.8,-786.0,,-473.0,140.0,,,,209.0,9.0,825.6,,,,,,-2.0,,,403.7,399.2,,False,True,True,False,False,,,,False,,True,,True,True,False,,False,False,,False,True,,,,True,True,False,,,,,,True,,,True,True
08033,3,6.0,,6.8,,4.0,29.0,0.0,,,,1.1,,10.6,,,6.0,0.1,,1.8,,,4.0,0.6,,,,,6.0,5.4,,,,,,,,,4.3,,3.0,,3.8,,1.0,26.0,-3.0,,,,-1.9,,7.6,,,3.0,-2.9,,-1.2,,,1.0,-2.4,,,,,3.0,2.4,,,,,,,,,1.3,,,False,,True,False,False,,,,True,,False,,,False,True,,True,,,True,True,,,,,False,True,,,,,,,,,True,
08035,1081,1218.0,,1226.6,,1134.0,1810.0,1239.0,,,,532.6,,1047.2,,1299.3,926.0,1137.0,,1107.8,556.0,,1127.0,1070.8,,,,1293.0,1212.0,1368.5,,,,,,1107.0,,,1255.6,1126.6,137.0,,145.6,,53.0,729.0,158.0,,,,-548.4,,-33.8,,218.3,-155.0,56.0,,26.8,-525.0,,46.0,-10.2,,,,212.0,131.0,287.5,,,,,,26.0,,,174.6,45.6,,False,,True,False,False,,,,False,,True,,False,False,True,,True,False,,True,True,,,,False,True,False,,,,,,True,,,False,True
08037,324,286.0,,289.1,,243.0,476.0,244.0,,,,152.9,,244.7,,255.8,172.0,189.7,,322.8,71.0,,188.0,214.3,,,,320.0,294.0,274.6,,,,,,,,,290.2,307.5,-38.0,,-34.9,,-81.0,152.0,-80.0,,,,-171.1,,-79.3,,-68.2,-152.0,-134.3,,-1.2,-253.0,,-136.0,-109.7,,,,-4.0,-30.0,-49.4,,,,,,,,,-33.8,-16.5,,True,,False,False,False,,,,False,,False,,False,False,False,,True,False,,False,False,,,,True,True,False,,,,,,,,,True,True
08039,54,62.0,,53.0,,56.0,149.0,57.0,,,,29.2,,81.2,,,60.0,86.0,,71.0,,,55.0,50.0,,,,78.0,92.0,52.1,,,,,,,,,69.6,56.2,8.0,,-1.0,,2.0,95.0,3.0,,,,-24.8,,27.2,,,6.0,32.0,,17.0,,,1.0,-4.0,,,,24.0,38.0,-1.9,,,,,,,,,15.6,2.2,,True,,True,False,True,,,,False,,False,,,True,False,,False,,,True,True,,,,False,False,True,,,,,,,,,False,True
08041,1996,2226.0,,2277.8,2010.0,2047.0,3292.0,3158.0,,,,1032.0,,1924.5,,2187.5,1967.0,919.0,,2192.8,1011.0,,2001.5,2062.8,,,,2154.0,2103.0,2271.0,,,,,,2226.0,,,2167.4,1857.5,230.0,,281.8,14.0,51.0,1296.0,1162.0,,,,-964.0,,-71.5,,191.5,-29.0,-1077.0,,196.8,-985.0,,5.5,66.8,,,,158.0,107.0,275.0,,,,,,230.0,,,171.4,-138.5,,False,True,True,False,False,,,,False,,True,,True,True,False,,True,False,,True,True,,,,True,True,False,,,,,,False,,,True,True
08043,180,112.0,,114.1,,107.0,344.0,53.0,,,,103.1,,108.6,,,124.0,37.9,,133.4,27.0,,48.0,79.6,,,,113.0,137.0,113.4,,,,,,,,,106.5,146.7,-68.0,,-65.9,,-73.0,164.0,-127.0,,,,-76.9,,-71.4,,,-56.0,-142.1,,-46.6,-153.0,,-132.0,-100.4,,,,-67.0,-43.0,-66.6,,,,,,,,,-73.5,-33.3,,True,,False,False,False,,,,False,,False,,,True,False,,True,False,,False,False,,,,True,True,True,,,,,,,,,False,True
08045,118,108.0,,125.2,,113.0,287.0,126.0,,,,109.5,,116.0,,,211.0,50.5,,244.9,51.0,,48.0,83.6,,,,111.0,162.0,211.8,,,,,,,,,31.0,180.3,-10.0,,7.2,,-5.0,169.0,8.0,,,,-8.5,,-2.0,,,93.0,-67.5,,126.9,-67.0,,-70.0,-34.4,,,,-7.0,44.0,93.8,,,,,,,,,-87.0,62.3,,True,,True,False,True,,,,True,,True,,,False,False,,False,False,,False,False,,,,True,False,False,,,,,,,,,False,False
08047,6,14.0,,14.0,,12.0,52.0,5.0,,,,4.1,,20.5,,,13.0,5.7,,9.3,,,8.0,8.8,,,,12.0,15.0,14.3,,,,,,,,,13.9,15.5,8.0,,8.0,,6.0,46.0,-1.0,,,,-1.9,,14.5,,,7.0,-0.3,,3.3,,,2.0,2.8,,,,6.0,9.0,8.3,,,,,,,,,7.9,9.5,,True,,True,False,True,,,,True,,False,,,True,True,,True,,,True,True,,,,True,False,False,,,,,,,,,True,False
08049,112,170.0,,171.3,,125.0,323.0,200.0,,,,48.2,,120.3,,,48.0,205.1,,141.2,,,125.0,108.7,,,,199.0,130.0,78.4,,,,,,,,,172.9,125.3,58.0,,59.3,,13.0,211.0,88.0,,,,-63.8,,8.3,,,-64.0,93.1,,29.2,,,13.0,-3.3,,,,87.0,18.0,-33.6,,,,,,,,,60.9,13.3,,False,,True,False,False,,,,False,,True,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,,,False,True
08051,44,154.0,,140.3,,97.0,310.0,84.0,,,,43.1,,210.1,,140.9,42.0,10.4,,96.4,,,291.0,116.4,,,,61.0,96.0,73.4,,,,,,,,,136.1,100.6,110.0,,96.3,,53.0,266.0,40.0,,,,-0.9,,166.1,,96.9,-2.0,-33.6,,52.4,,,247.0,72.4,,,,17.0,52.0,29.4,,,,,,,,,92.1,56.6,,True,,True,False,True,,,,True,,False,,True,True,True,,True,,,False,True,,,,True,True,True,,,,,,,,,True,True
08053,3,2.0,,2.2,,2.0,23.0,0.0,,,,0.0,,3.9,,,2.0,0.0,,1.0,,,4.0,0.8,,,,0.0,2.0,1.1,,,,,,,,,1.6,,-1.0,,-0.8,,-1.0,20.0,-3.0,,,,-3.0,,0.9,,,-1.0,-3.0,,-2.0,,,1.0,-2.2,,,,-3.0,-1.0,-1.9,,,,,,,,,-1.4,,,True,,False,False,False,,,,False,,True,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,
08055,10,12.0,,13.9,,8.0,46.0,0.0,,,,4.5,,15.1,,,20.0,1.3,,6.5,,,6.0,4.3,,,,6.0,16.0,10.2,,,,,,,,,12.6,14.3,2.0,,3.9,,-2.0,36.0,-10.0,,,,-5.5,,5.1,,,10.0,-8.7,,-3.5,,,-4.0,-5.7,,,,-4.0,6.0,0.2,,,,,,,,,2.6,4.3,,False,,False,False,False,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,True,,,,,,,,,False,False
08057,3,6.0,,5.0,,2.0,24.0,0.0,,,,0.9,,4.4,,,4.0,0.4,,0.8,,,2.0,1.1,,,,,4.0,5.0,,,,,,,,,3.9,,3.0,,2.0,,-1.0,21.0,-3.0,,,,-2.1,,1.4,,,1.0,-2.6,,-2.2,,,-1.0,-1.9,,,,,1.0,2.0,,,,,,,,,0.9,,,True,,True,False,False,,,,True,,True,,,True,True,,True,,,True,True,,,,,True,True,,,,,,,,,True,
08059,1198,1464.0,,1523.7,1351.6,1350.0,2156.0,1440.0,,,,851.3,,1377.2,,1163.2,1574.0,580.2,,1509.2,721.0,,1319.0,1289.1,,,,1282.0,1610.0,1884.9,,,,,,1435.0,,,1292.7,1269.8,266.0,,325.7,153.6,152.0,958.0,242.0,,,,-346.7,,179.2,,-34.8,376.0,-617.8,,311.2,-477.0,,121.0,91.1,,,,84.0,412.0,686.9,,,,,,237.0,,,94.7,71.8,,False,True,True,False,True,,,,False,,True,,True,False,False,,False,False,,True,True,,,,True,False,False,,,,,,True,,,True,True
08061,1,2.0,,2.2,,2.0,29.0,0.0,,,,2.0,,4.4,,,4.0,0.3,,2.0,,,6.0,1.3,,,,2.0,3.0,1.9,,,,,,,,,1.0,,1.0,,1.2,,1.0,28.0,-1.0,,,,1.0,,3.4,,,3.0,-0.7,,1.0,,,5.0,0.3,,,,1.0,2.0,0.9,,,,,,,,,-0.0,,,False,,False,False,False,,,,True,,False,,,False,True,,True,,,False,True,,,,False,False,True,,,,,,,,,True,
