,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01085,24,34.0,,24.8,,40.0,138.0,46.0,,,,47.9,,12.7,,,28.0,57.6,,64.2,,,15.0,23.6,,,,41.0,33.0,59.1,,,,,,,,,48.7,81.2,10.0,,0.8,,16.0,114.0,22.0,,,,23.9,,-11.3,,,4.0,33.6,,40.2,,,-9.0,-0.4,,,,17.0,9.0,35.1,,,,,,,,,24.7,57.2,,True,,False,False,False,,,,False,,False,,,True,False,,False,,,True,True,,,,False,True,False,,,,,,,,,False,False
01087,49,74.0,,73.0,,54.0,153.0,81.0,,,,42.6,,72.6,,,53.0,51.7,,66.2,,,37.0,44.6,,,,77.0,46.0,62.5,,,,,,,,,74.0,88.0,25.0,,24.0,,5.0,104.0,32.0,,,,-6.4,,23.6,,,4.0,2.7,,17.2,,,-12.0,-4.4,,,,28.0,-3.0,13.5,,,,,,,,,25.0,39.0,,True,,True,False,False,,,,True,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,,,True,False
01089,923,1612.0,,1670.7,1472.1,1318.0,2615.0,1163.0,,,,1074.8,,1744.5,,1356.5,1718.0,1435.4,,1421.3,806.0,,1188.0,1282.8,,,,1564.0,1082.0,1146.4,,,,,,597.0,,,1207.3,1996.4,689.0,,747.7,549.1,395.0,1692.0,240.0,,,,151.8,,821.5,,433.5,795.0,512.4,,498.3,-117.0,,265.0,359.8,,,,641.0,159.0,223.4,,,,,,-326.0,,,284.3,1073.4,,False,True,True,False,True,,,,True,,False,,True,False,True,,True,True,,True,True,,,,True,True,True,,,,,,True,,,True,False
01091,198,86.0,,68.3,,68.0,197.0,73.0,,,,69.5,,51.0,,,80.0,18.8,,88.3,,,22.0,48.0,,,,64.0,53.0,43.4,,,,,,,,,87.4,104.7,-112.0,,-129.7,,-130.0,-1.0,-125.0,,,,-128.5,,-147.0,,,-118.0,-179.2,,-109.7,,,-176.0,-150.0,,,,-134.0,-145.0,-154.6,,,,,,,,,-110.6,-93.3,,False,,False,True,False,,,,False,,False,,,False,False,,True,,,False,False,,,,False,False,False,,,,,,,,,True,True
01093,115,96.0,,95.5,,69.0,229.0,60.0,,,,81.3,,62.1,,,150.0,43.0,,101.3,13.0,,44.0,61.7,,,,59.0,72.0,107.6,,,,,,,,,61.2,126.4,-19.0,,-19.5,,-46.0,114.0,-55.0,,,,-33.7,,-52.9,,,35.0,-72.0,,-13.7,-102.0,,-71.0,-53.3,,,,-56.0,-43.0,-7.4,,,,,,,,,-53.8,11.4,,False,,False,False,False,,,,False,,False,,,False,False,,True,False,,False,False,,,,False,False,True,,,,,,,,,False,True
01095,160,262.0,,279.2,,226.0,677.0,236.0,,,,304.3,,182.1,,209.3,534.0,232.2,,385.0,134.0,,65.0,193.5,,,,216.0,208.0,250.7,,,,,,,,,242.7,296.6,102.0,,119.2,,66.0,517.0,76.0,,,,144.3,,22.1,,49.3,374.0,72.2,,225.0,-26.0,,-95.0,33.5,,,,56.0,48.0,90.7,,,,,,,,,82.7,136.6,,False,,True,False,True,,,,False,,True,,True,False,True,,False,True,,True,True,,,,True,True,True,,,,,,,,,True,False
01097,1282,1532.0,,1488.3,1461.0,1215.0,2426.0,1211.0,,,,1190.2,,1519.0,,1177.1,1687.0,1062.5,,1830.1,1070.0,,1004.5,1120.8,,,,1557.0,1192.0,1316.3,,,,,,992.0,,,1272.2,2361.7,250.0,,206.3,179.0,-67.0,1144.0,-71.0,,,,-91.8,,237.0,,-104.9,405.0,-219.5,,548.1,-212.0,,-277.5,-161.2,,,,275.0,-90.0,34.3,,,,,,-290.0,,,-9.8,1079.7,,True,True,True,False,True,,,,True,,True,,True,False,True,,False,True,,False,True,,,,False,True,True,,,,,,False,,,True,False
01099,21,36.0,,49.6,,45.0,172.0,42.0,,,,49.7,,45.4,,,76.0,103.8,,66.7,,,24.0,35.1,,,,47.0,42.0,91.2,,,,,,,,,33.6,77.4,15.0,,28.6,,24.0,151.0,21.0,,,,28.7,,24.4,,,55.0,82.8,,45.7,,,3.0,14.1,,,,26.0,21.0,70.2,,,,,,,,,12.6,56.4,,False,,False,False,False,,,,False,,False,,,False,False,,False,,,True,True,,,,False,False,False,,,,,,,,,True,False
01101,627,984.0,,1007.1,,701.0,1598.0,667.0,,,,780.5,,735.8,,701.9,731.0,498.3,,1013.5,494.0,,646.0,700.0,,,,874.0,732.0,711.5,,,,,,601.0,,,815.4,1345.1,357.0,,380.1,,74.0,971.0,40.0,,,,153.5,,108.8,,74.9,104.0,-128.7,,386.5,-133.0,,19.0,73.0,,,,247.0,105.0,84.5,,,,,,-26.0,,,188.4,718.1,,False,,True,False,True,,,,True,,True,,True,True,True,,False,True,,True,True,,,,True,True,True,,,,,,True,,,True,False
01103,266,316.0,,294.7,,251.0,743.0,244.0,,,,356.3,,259.7,,,634.0,219.4,,498.2,212.5,,171.0,240.2,,,,254.0,263.0,434.2,,,,,,,,,142.1,665.0,50.0,,28.7,,-15.0,477.0,-22.0,,,,90.3,,-6.3,,,368.0,-46.6,,232.2,-53.5,,-95.0,-25.8,,,,-12.0,-3.0,168.2,,,,,,,,,-123.9,399.0,,True,,True,False,True,,,,False,,True,,,False,True,,False,False,,False,True,,,,True,True,False,,,,,,,,,False,False
01105,14,0.0,,0.0,,15.0,126.0,41.0,,,,30.4,,16.2,,,34.0,35.4,,26.8,,,0.0,14.4,,,,9.0,11.0,31.9,,,,,,,,,3.2,47.4,-14.0,,-14.0,,1.0,112.0,27.0,,,,16.4,,2.2,,,20.0,21.4,,12.8,,,-14.0,0.4,,,,-5.0,-3.0,17.9,,,,,,,,,-10.8,33.4,,False,,True,False,False,,,,False,,True,,,False,False,,True,,,False,True,,,,True,True,False,,,,,,,,,True,False
01107,70,60.0,,52.8,,61.0,260.0,54.0,,,,56.0,,47.5,,,91.0,170.6,,79.8,,,90.0,78.7,,,,66.0,49.0,90.7,,,,,,,,,27.3,96.2,-10.0,,-17.2,,-9.0,190.0,-16.0,,,,-14.0,,-22.5,,,21.0,100.6,,9.8,,,20.0,8.7,,,,-4.0,-21.0,20.7,,,,,,,,,-42.7,26.2,,False,,True,False,False,,,,False,,False,,,False,False,,True,,,False,True,,,,True,False,False,,,,,,,,,False,False
01109,55,126.0,,128.5,,89.0,324.0,79.0,,,,104.0,,102.7,,,127.0,48.0,,142.9,21.5,,64.0,87.3,,,,108.0,90.0,80.4,,,,,,,,,90.8,162.3,71.0,,73.5,,34.0,269.0,24.0,,,,49.0,,47.7,,,72.0,-7.0,,87.9,-33.5,,9.0,32.3,,,,53.0,35.0,25.4,,,,,,,,,35.8,107.3,,False,,True,False,True,,,,True,,True,,,False,True,,False,True,,True,True,,,,True,True,True,,,,,,,,,True,False
01111,60,46.0,,46.0,,46.0,127.0,62.0,,,,48.8,,66.1,,,94.0,26.0,,71.6,,,15.0,29.0,,,,49.0,42.0,60.9,,,,,,,,,46.0,79.6,-14.0,,-14.0,,-14.0,67.0,2.0,,,,-11.2,,6.1,,,34.0,-34.0,,11.6,,,-45.0,-31.0,,,,-11.0,-18.0,0.9,,,,,,,,,-14.0,19.6,,False,,False,False,True,,,,True,,True,,,False,False,,True,,,False,False,,,,True,False,True,,,,,,,,,False,False
01113,103,168.0,,158.1,,139.0,370.0,79.0,,,,136.3,,244.3,,,228.0,91.5,,275.2,101.5,,89.0,119.2,,,,189.0,138.0,99.4,,,,,,,,,166.8,159.3,65.0,,55.1,,36.0,267.0,-24.0,,,,33.3,,141.3,,,125.0,-11.5,,172.2,-1.5,,-14.0,16.2,,,,86.0,35.0,-3.6,,,,,,,,,63.8,56.3,,True,,True,False,True,,,,True,,False,,,False,True,,False,True,,True,True,,,,False,True,True,,,,,,,,,True,True
01115,238,312.0,,306.0,,306.0,733.0,337.0,,,,263.7,,250.5,,,395.0,527.0,,422.2,66.5,,259.0,264.4,,,,268.0,249.0,445.2,,,,,,,,,156.0,399.4,74.0,,68.0,,68.0,495.0,99.0,,,,25.7,,12.5,,,157.0,289.0,,184.2,-171.5,,21.0,26.4,,,,30.0,11.0,207.2,,,,,,,,,-82.0,161.4,,True,,True,False,False,,,,True,,True,,,False,False,,False,False,,True,True,,,,True,True,False,,,,,,,,,False,False
01117,675,846.0,,932.9,,718.0,1446.0,723.0,,,,709.4,,624.9,,704.9,905.0,763.4,,945.0,448.0,,629.0,673.4,,,,848.0,650.0,1309.5,,,,,,426.0,,,705.6,1204.3,171.0,,257.9,,43.0,771.0,48.0,,,,34.4,,-50.1,,29.9,230.0,88.4,,270.0,-227.0,,-46.0,-1.6,,,,173.0,-25.0,634.5,,,,,,-249.0,,,30.6,529.3,,False,,True,False,True,,,,True,,True,,True,False,True,,False,False,,True,True,,,,False,True,False,,,,,,False,,,True,False
01119,16,32.0,,32.6,,32.0,117.0,24.0,,,,27.8,,38.2,,,43.0,52.1,,28.7,,,27.0,24.6,,,,44.0,18.0,33.3,,,,,,,,,39.4,48.1,16.0,,16.6,,16.0,101.0,8.0,,,,11.8,,22.2,,,27.0,36.1,,12.7,,,11.0,8.6,,,,28.0,2.0,17.3,,,,,,,,,23.4,32.1,,False,,False,False,True,,,,True,,False,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,,,False,False
01121,254,236.0,,200.6,,234.0,731.0,251.0,,,,251.3,,245.4,,,339.0,511.7,,340.8,87.5,,123.0,206.4,,,,325.0,217.0,361.0,,,,,,,,,261.0,395.9,-18.0,,-53.4,,-20.0,477.0,-3.0,,,,-2.7,,-8.6,,,85.0,257.7,,86.8,-166.5,,-131.0,-47.6,,,,71.0,-37.0,107.0,,,,,,,,,7.0,141.9,,False,,False,False,True,,,,True,,True,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,True,False
01123,168,40.0,,143.3,,98.0,445.0,153.0,,,,126.7,,138.7,,,141.0,22.3,,233.6,62.0,,39.0,123.7,,,,,91.0,61.7,,,,,,,,,15.0,242.3,-128.0,,-24.7,,-70.0,277.0,-15.0,,,,-41.3,,-29.3,,,-27.0,-145.7,,65.6,-106.0,,-129.0,-44.3,,,,,-77.0,-106.3,,,,,,,,,-153.0,74.3,,True,,True,False,True,,,,True,,True,,,True,False,,True,True,,False,True,,,,,True,True,,,,,,,,,False,True
01125,679,816.0,,898.8,,745.0,1670.0,725.0,,,,716.6,,477.1,,748.8,883.0,825.6,,1008.2,224.5,,417.0,614.5,,,,746.0,567.0,806.7,,,,,,679.0,,,839.7,988.0,137.0,,219.8,,66.0,991.0,46.0,,,,37.6,,-201.9,,69.8,204.0,146.6,,329.2,-454.5,,-262.0,-64.5,,,,67.0,-112.0,127.7,,,,,,0.0,,,160.7,309.0,,False,,True,False,True,,,,True,,False,,True,False,False,,False,False,,False,True,,,,True,True,True,,,,,,True,,,False,False
01127,161,204.0,,205.9,,185.0,484.0,151.0,,,,173.2,,136.9,,,326.0,110.1,,187.4,24.5,,104.0,145.1,,,,130.0,187.0,268.6,,,,,,,,,179.6,209.9,43.0,,44.9,,24.0,323.0,-10.0,,,,12.2,,-24.1,,,165.0,-50.9,,26.4,-136.5,,-57.0,-15.9,,,,-31.0,26.0,107.6,,,,,,,,,18.6,48.9,,False,,True,False,True,,,,True,,True,,,False,False,,True,False,,False,True,,,,True,True,False,,,,,,,,,True,False
01129,43,68.0,,68.5,,49.0,156.0,44.0,,,,43.0,,59.9,,,75.0,12.7,,57.5,,,39.0,45.9,,,,58.0,50.0,53.1,,,,,,,,,56.2,125.4,25.0,,25.5,,6.0,113.0,1.0,,,,-0.0,,16.9,,,32.0,-30.3,,14.5,,,-4.0,2.9,,,,15.0,7.0,10.1,,,,,,,,,13.2,82.4,,False,,True,False,True,,,,True,,True,,,False,False,,True,,,True,True,,,,True,True,True,,,,,,,,,True,False
01131,27,48.0,,49.3,,35.0,127.0,61.0,,,,40.2,,21.1,,,30.0,31.3,,58.9,,,26.0,30.5,,,,52.0,34.0,49.0,,,,,,,,,42.9,88.0,21.0,,22.3,,8.0,100.0,34.0,,,,13.2,,-5.9,,,3.0,4.3,,31.9,,,-1.0,3.5,,,,25.0,7.0,22.0,,,,,,,,,15.9,61.0,,False,,True,False,False,,,,True,,True,,,True,True,,False,,,True,True,,,,False,True,False,,,,,,,,,True,False
01133,42,54.0,,56.3,,45.0,183.0,28.0,,,,59.4,,22.8,,,130.0,5.3,,65.9,,,11.0,33.4,,,,28.0,41.0,93.2,,,,,,,,,37.7,105.7,12.0,,14.3,,3.0,141.0,-14.0,,,,17.4,,-19.2,,,88.0,-36.7,,23.9,,,-31.0,-8.6,,,,-14.0,-1.0,51.2,,,,,,,,,-4.3,63.7,,False,,True,False,False,,,,False,,False,,,False,False,,False,,,False,True,,,,False,True,False,,,,,,,,,True,False
02013,12,180.0,,193.3,,92.0,403.0,,,,,47.4,,38.9,,,,624.3,,117.0,,,2.0,94.6,,,,90.0,42.0,15.4,,,,,,,,,174.9,,168.0,,181.3,,80.0,391.0,,,,,35.4,,26.9,,,,612.3,,105.0,,,-10.0,82.6,,,,78.0,30.0,3.4,,,,,,,,,162.9,,,False,,True,False,,,,,True,,True,,,,False,,True,,,True,True,,,,True,True,True,,,,,,,,,True,
02016,160,74.0,,67.1,,47.0,154.0,,,,,26.0,,47.9,,,,74.3,,53.3,,,34.0,38.2,,,,94.0,56.0,22.2,,,,,,,,,71.3,,-86.0,,-92.9,,-113.0,-6.0,,,,,-134.0,,-112.1,,,,-85.7,,-106.7,,,-126.0,-121.8,,,,-66.0,-104.0,-137.8,,,,,,,,,-88.7,,,False,,False,True,,,,,False,,False,,,,True,,False,,,False,False,,,,True,False,False,,,,,,,,,False,
02020,544,678.0,,642.3,1111.9,602.0,1418.0,697.0,,,,531.3,,362.2,,601.7,,350.0,,496.9,64.0,,243.0,484.2,,,,515.0,861.0,991.2,,,,,,261.0,,,331.1,,134.0,,98.3,567.9,58.0,874.0,153.0,,,,-12.7,,-181.8,,57.7,,-194.0,,-47.1,-480.0,,-301.0,-59.8,,,,-29.0,317.0,447.2,,,,,,-283.0,,,-212.9,,,True,False,True,False,False,,,,True,,False,,True,,False,,True,False,,False,True,,,,True,False,False,,,,,,False,,,False,
02050,59,174.0,,164.0,,102.0,358.0,0.0,,,,114.5,,26.5,,,,44.9,,138.4,,,0.0,84.4,,,,143.0,132.0,144.0,,,,,,,,,180.2,,115.0,,105.0,,43.0,299.0,-59.0,,,,55.5,,-32.5,,,,-14.1,,79.4,,,-59.0,25.4,,,,84.0,73.0,85.0,,,,,,,,,121.2,,,True,,True,False,True,,,,True,,True,,,,True,,True,,,True,True,,,,True,True,True,,,,,,,,,False,
02060,0,0.0,,0.0,,0.0,12.0,0.0,,,,,,10.0,,,,0.0,,0.0,,,,0.0,,,,0.0,2.0,1.1,,,,,,,,,2.0,,0.0,,0.0,,0.0,12.0,0.0,,,,,,10.0,,,,0.0,,0.0,,,,0.0,,,,0.0,2.0,1.1,,,,,,,,,2.0,,,True,,True,False,True,,,,,,False,,,,False,,True,,,,True,,,,True,False,False,,,,,,,,,False,
02068,5,0.0,,0.2,,0.0,21.0,0.0,,,,1.3,,2.5,,,,0.1,,2.4,,,2.0,0.1,,,,0.0,4.0,,,,,,,,,,2.0,,-5.0,,-4.8,,-5.0,16.0,-5.0,,,,-3.7,,-2.5,,,,-4.9,,-2.6,,,-3.0,-4.9,,,,-5.0,-1.0,,,,,,,,,,-3.0,,,True,,False,False,False,,,,True,,True,,,,True,,True,,,True,True,,,,False,True,,,,,,,,,,True,
02070,11,28.0,,27.7,,13.0,73.0,0.0,,,,6.5,,22.7,,,,32.6,,9.3,,,8.0,9.1,,,,18.0,26.0,15.1,,,,,,,,,19.5,,17.0,,16.7,,2.0,62.0,-11.0,,,,-4.5,,11.7,,,,21.6,,-1.7,,,-3.0,-1.9,,,,7.0,15.0,4.1,,,,,,,,,8.5,,,True,,True,False,True,,,,True,,True,,,,False,,True,,,True,True,,,,True,True,True,,,,,,,,,True,
02090,209,170.0,,175.3,,98.0,389.0,82.0,,,,142.1,,171.3,,,,70.9,,132.6,20.5,,11.0,97.7,,,,138.0,282.0,243.5,,,,,,,,,92.1,,-39.0,,-33.7,,-111.0,180.0,-127.0,,,,-66.9,,-37.7,,,,-138.1,,-76.4,-188.5,,-198.0,-111.3,,,,-71.0,73.0,34.5,,,,,,,,,-116.9,,,True,,False,False,False,,,,False,,True,,,,False,,False,False,,False,False,,,,False,False,True,,,,,,,,,False,
02100,0,2.0,,1.3,,1.0,18.0,0.0,,,,0.1,,3.2,,,,0.1,,2.3,,,2.0,0.3,,,,1.0,6.0,2.3,,,,,,,,,1.3,,2.0,,1.3,,1.0,18.0,0.0,,,,0.1,,3.2,,,,0.1,,2.3,,,2.0,0.3,,,,1.0,6.0,2.3,,,,,,,,,1.3,,,True,,True,False,True,,,,True,,False,,,,True,,False,,,False,True,,,,True,False,False,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,13.0,0.0,,,,,,0.5,,,,0.1,,0.0,,,,0.1,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,13.0,0.0,,,,,,0.5,,,,0.1,,0.0,,,,0.1,,,,0.0,,,,,,,,,,,,,,True,,True,False,True,,,,,,False,,,,False,,True,,,,False,,,,True,,,,,,,,,,,,
02110,35,28.0,,36.9,,32.0,138.0,44.0,,,,35.4,,53.8,,,,166.1,,37.0,0.0,,5.0,21.3,,,,39.0,50.0,50.2,,,,,,,,,24.0,,-7.0,,1.9,,-3.0,103.0,9.0,,,,0.4,,18.8,,,,131.1,,2.0,-35.0,,-30.0,-13.7,,,,4.0,15.0,15.2,,,,,,,,,-11.0,,,True,,True,False,False,,,,True,,False,,,,False,,True,False,,False,False,,,,True,False,False,,,,,,,,,False,
02122,39,68.0,,63.0,,58.0,213.0,49.0,,,,67.1,,68.7,,,,18.6,,44.6,,,7.0,41.7,,,,50.0,162.0,99.6,,,,,,,,,62.7,,29.0,,24.0,,19.0,174.0,10.0,,,,28.1,,29.7,,,,-20.4,,5.6,,,-32.0,2.7,,,,11.0,123.0,60.6,,,,,,,,,23.7,,,True,,True,False,True,,,,True,,False,,,,True,,True,,,False,True,,,,True,False,False,,,,,,,,,True,
02130,54,32.0,,31.6,,20.0,82.0,0.0,,,,9.3,,26.7,,,,39.9,,9.0,,,10.0,13.7,,,,20.0,40.0,,,,,,,,,,26.3,,-22.0,,-22.4,,-34.0,28.0,-54.0,,,,-44.7,,-27.3,,,,-14.1,,-45.0,,,-44.0,-40.3,,,,-34.0,-14.0,,,,,,,,,,-27.7,,,False,,False,False,False,,,,False,,False,,,,True,,False,,,False,False,,,,False,True,,,,,,,,,,False,
02150,12,2.0,,0.8,,4.0,92.0,0.0,,,,23.5,,14.4,,,,16.8,,24.9,,,0.0,4.3,,,,,29.0,20.1,,,,,,,,,0.2,,-10.0,,-11.2,,-8.0,80.0,-12.0,,,,11.5,,2.4,,,,4.8,,12.9,,,-12.0,-7.7,,,,,17.0,8.1,,,,,,,,,-11.8,,,False,,True,False,False,,,,False,,True,,,,True,,False,,,False,True,,,,,False,True,,,,,,,,,False,
02158,21,58.0,,73.0,,22.0,156.0,0.0,,,,,,21.0,,,,16.9,,45.4,,,2.0,30.2,,,,67.0,,,,,,,,,,,,,37.0,,52.0,,1.0,135.0,-21.0,,,,,,-0.0,,,,-4.1,,24.4,,,-19.0,9.2,,,,46.0,,,,,,,,,,,,,,False,,True,False,True,,,,,,True,,,,True,,True,,,True,True,,,,False,,,,,,,,,,,,
02164,0,24.0,,21.8,,7.0,38.0,0.0,,,,,,13.8,,,,0.7,,2.1,,,7.0,,,,,8.0,14.0,17.7,,,,,,,,,6.1,,24.0,,21.8,,7.0,38.0,0.0,,,,,,13.8,,,,0.7,,2.1,,,7.0,,,,,8.0,14.0,17.7,,,,,,,,,6.1,,,True,,True,False,True,,,,,,True,,,,True,,True,,,True,,,,,True,True,True,,,,,,,,,True,
02170,591,596.0,,592.8,,377.0,1045.0,341.0,,,,215.6,,331.2,,,,498.7,,206.6,13.5,,318.0,412.3,,,,582.0,516.0,317.1,,,,,,,,,571.0,,5.0,,1.8,,-214.0,454.0,-250.0,,,,-375.4,,-259.8,,,,-92.3,,-384.4,-577.5,,-273.0,-178.7,,,,-9.0,-75.0,-273.9,,,,,,,,,-20.0,,,True,,False,False,False,,,,False,,False,,,,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,False,
02180,6,14.0,,12.7,,11.0,52.0,0.0,,,,10.0,,16.2,,,,6.5,,6.9,,,13.0,4.3,,,,9.0,27.0,25.5,,,,,,,,,12.0,,8.0,,6.7,,5.0,46.0,-6.0,,,,4.0,,10.2,,,,0.5,,0.9,,,7.0,-1.7,,,,3.0,21.0,19.5,,,,,,,,,6.0,,,True,,True,False,True,,,,True,,False,,,,True,,True,,,True,True,,,,True,False,False,,,,,,,,,True,
02185,14,16.0,,8.3,,10.0,83.0,,,,,29.8,,8.1,,,,1.1,,19.7,,,1.0,6.9,,,,9.0,20.0,36.9,,,,,,,,,10.6,,2.0,,-5.7,,-4.0,69.0,,,,,15.8,,-5.9,,,,-12.9,,5.7,,,-13.0,-7.1,,,,-5.0,6.0,22.9,,,,,,,,,-3.4,,,False,,False,False,,,,,False,,False,,,,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,
02188,11,8.0,,3.3,,3.0,59.0,0.0,,,,18.9,,12.3,,,,0.1,,24.9,,,0.0,2.5,,,,6.0,24.0,30.6,,,,,,,,,2.4,,-3.0,,-7.7,,-8.0,48.0,-11.0,,,,7.9,,1.3,,,,-10.9,,13.9,,,-11.0,-8.5,,,,-5.0,13.0,19.6,,,,,,,,,-8.6,,,False,,False,False,False,,,,False,,True,,,,False,,False,,,False,False,,,,False,False,False,,,,,,,,,False,
02195,34,4.0,,3.3,,2.0,51.0,0.0,,,,1.1,,5.8,,,,92.8,,2.8,,,2.0,1.2,,,,,9.0,,,,,,,,,,,,-30.0,,-30.7,,-32.0,17.0,-34.0,,,,-32.9,,-28.2,,,,58.8,,-31.2,,,-32.0,-32.8,,,,,-25.0,,,,,,,,,,,,,False,,False,True,False,,,,False,,True,,,,False,,False,,,False,False,,,,,True,,,,,,,,,,,
02198,1,2.0,,1.9,,0.0,21.0,0.0,,,,2.0,,3.1,,,,0.1,,1.2,,,0.0,0.5,,,,1.0,,,,,,,,,,,,,1.0,,0.9,,-1.0,20.0,-1.0,,,,1.0,,2.1,,,,-0.9,,0.2,,,-1.0,-0.5,,,,0.0,,,,,,,,,,,,,,True,,False,False,False,,,,True,,False,,,,True,,True,,,False,True,,,,True,,,,,,,,,,,,
02220,7,0.0,,0.1,,3.0,41.0,0.0,,,,6.1,,11.2,,,,6.5,,7.1,,,11.0,0.5,,,,,19.0,13.6,,,,,,,,,1.9,,-7.0,,-6.9,,-4.0,34.0,-7.0,,,,-0.9,,4.2,,,,-0.5,,0.1,,,4.0,-6.5,,,,,12.0,6.6,,,,,,,,,-5.1,,,True,,True,False,False,,,,True,,True,,,,True,,True,,,True,True,,,,,False,True,,,,,,,,,True,
02230,3,2.0,,2.0,,0.0,16.0,0.0,,,,0.3,,3.4,,,,0.0,,0.8,,,0.0,0.2,,,,1.0,,,,,,,,,,,,,-1.0,,-1.0,,-3.0,13.0,-3.0,,,,-2.7,,0.4,,,,-3.0,,-2.2,,,-3.0,-2.8,,,,-2.0,,,,,,,,,,,,,,True,,False,False,False,,,,False,,True,,,,False,,False,,,False,False,,,,False,,,,,,,,,,,,
02240,7,2.0,,0.4,,8.0,59.0,0.0,,,,7.7,,7.7,,,,37.9,,7.6,,,11.0,2.7,,,,,19.0,17.8,,,,,,,,,12.1,,-5.0,,-6.6,,1.0,52.0,-7.0,,,,0.7,,0.7,,,,30.9,,0.6,,,4.0,-4.3,,,,,12.0,10.8,,,,,,,,,5.1,,,False,,True,False,False,,,,True,,True,,,,False,,True,,,True,True,,,,,False,False,,,,,,,,,False,
02261,0,8.0,,4.7,,8.0,66.0,0.0,,,,11.4,,18.9,,,,17.3,,23.5,,,0.0,3.7,,,,13.0,26.0,21.9,,,,,,,,,11.9,,8.0,,4.7,,8.0,66.0,0.0,,,,11.4,,18.9,,,,17.3,,23.5,,,0.0,3.7,,,,13.0,26.0,21.9,,,,,,,,,11.9,,,True,,False,False,True,,,,False,,False,,,,False,,False,,,True,True,,,,False,False,False,,,,,,,,,False,
