,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01133,224,76.0,76.4,,69.0,138.0,,,,,117.0,,68.2,56.6,,21.2,64.3,,13.5,,53.1,,,30.0,124.0,-148.0,-147.6,,-155.0,-86.0,,,,,-107.0,,-155.8,-167.4,,-202.8,-159.7,,-210.4,,-170.9,,,-194.0,-100.0,True,,False,True,,,,,True,,False,False,,False,False,,False,,False,,,False,True
02013,2,12.0,12.9,,3.0,0.0,,,,,,,3.1,8.1,,,0.5,,0.4,,,,,67.0,5.0,10.0,10.9,,1.0,-2.0,,,,,,,1.1,6.1,,,-1.5,,-1.6,,,,,65.0,3.0,False,,True,True,,,,,,,True,True,,,True,,True,,,,,False,True
02016,3,0.0,0.6,,0.0,0.0,,,,,,,0.1,3.2,,,0.2,,0.7,,,,,0.0,4.0,-3.0,-2.4,,-3.0,-3.0,,,,,,,-2.9,0.2,,,-2.8,,-2.3,,,,,-3.0,1.0,True,,False,False,,,,,,,True,True,,,True,,True,,,,,False,True
02020,3523,1948.0,1885.9,,1769.0,2713.0,,,,,,,1777.0,1261.4,,1557.3,2308.9,,1743.4,,998.9,3251.0,,1233.0,1484.7,-1575.0,-1637.1,,-1754.0,-810.0,,,,,,,-1746.0,-2261.6,,-1965.7,-1214.1,,-1779.6,,-2524.1,-272.0,,-2290.0,-2038.3,False,,False,True,,,,,,,False,False,,False,True,,False,,False,True,,False,False
02050,353,44.0,51.3,,39.0,0.0,,,,,,,58.4,36.8,,5.1,39.8,,32.1,,53.4,,,32.0,34.7,-309.0,-301.7,,-314.0,-353.0,,,,,,,-294.6,-316.2,,-347.9,-313.2,,-320.9,,-299.6,,,-321.0,-318.3,True,,False,False,,,,,,,True,False,,False,False,,False,,True,,,False,False
02060,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.3,0.0,,0.0,,,,,0.0,4.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.3,0.0,,0.0,,,,,0.0,4.0,True,,True,True,,,,,,,False,True,,False,False,,True,,,,,True,False
02068,17,16.0,15.0,,8.0,0.0,,,,,,,399.3,9.7,,,1.6,,2.2,,,,,38.0,140.5,-1.0,-2.0,,-9.0,-17.0,,,,,,,382.3,-7.3,,,-15.4,,-14.8,,,,,21.0,123.5,False,,False,False,,,,,,,False,False,,,False,,False,,,,,False,False
02070,30,4.0,3.7,,0.0,0.0,,,,,,,3.4,6.5,,0.3,0.0,,1.8,,,,,2.0,4.0,-26.0,-26.3,,-30.0,-30.0,,,,,,,-26.6,-23.5,,-29.7,-30.0,,-28.2,,,,,-28.0,-26.0,False,,False,False,,,,,,,False,True,,False,False,,False,,,,,False,False
02090,959,636.0,656.5,,632.0,892.0,,,,,,,619.4,327.9,,795.3,777.7,,888.5,,391.4,,,527.0,408.2,-323.0,-302.5,,-327.0,-67.0,,,,,,,-339.6,-631.1,,-163.7,-181.3,,-70.5,,-567.6,,,-432.0,-550.8,True,,False,True,,,,,,,False,False,,True,True,,True,,False,,,False,False
02100,4,0.0,0.1,,0.0,0.0,,,,,,,0.1,0.8,,,0.0,,0.0,,,,,0.0,4.0,-4.0,-3.9,,-4.0,-4.0,,,,,,,-3.9,-3.2,,,-4.0,,-4.0,,,,,-4.0,-0.0,True,,False,False,,,,,,,True,True,,,True,,False,,,,,False,True
02105,0,0.0,0.0,,0.0,0.0,,,,,,,0.2,2.9,,,0.0,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,0.2,2.9,,,0.0,,0.0,,,,,,,True,,True,True,,,,,,,False,False,,,True,,True,,,,,,
02110,192,48.0,45.2,,44.0,49.0,,,,,,,47.9,77.6,,9.1,59.4,,19.0,,45.2,,,28.0,81.5,-144.0,-146.8,,-148.0,-143.0,,,,,,,-144.1,-114.4,,-182.9,-132.6,,-173.0,,-146.8,,,-164.0,-110.5,False,,False,True,,,,,,,False,True,,False,True,,False,,False,,,False,True
02122,448,64.0,67.7,,51.0,28.0,,,,,,,68.1,66.7,,14.9,72.8,,59.5,,50.4,,,106.0,29.8,-384.0,-380.3,,-397.0,-420.0,,,,,,,-379.9,-381.3,,-433.1,-375.2,,-388.4,,-397.6,,,-342.0,-418.2,True,,False,False,,,,,,,True,True,,False,True,,False,,False,,,True,False
02130,18,4.0,2.7,,2.0,0.0,,,,,,,3.6,7.4,,1.8,0.1,,1.4,,5.4,,,11.0,4.3,-14.0,-15.3,,-16.0,-18.0,,,,,,,-14.4,-10.6,,-16.2,-17.9,,-16.6,,-12.6,,,-7.0,-13.7,False,,False,False,,,,,,,False,True,,False,False,,False,,True,,,True,True
02150,47,24.0,26.5,,20.0,,,,,,,,29.8,13.8,,1.8,14.4,,47.3,,,,,74.0,14.6,-23.0,-20.5,,-27.0,,,,,,,,-17.2,-33.2,,-45.2,-32.6,,0.3,,,,,27.0,-32.4,True,,False,,,,,,,,True,False,,False,False,,True,,,,,False,False
02158,225,8.0,7.0,,4.0,0.0,,,,,,,7.6,,,,0.6,,0.7,,,,,9.0,,-217.0,-218.0,,-221.0,-225.0,,,,,,,-217.4,,,,-224.4,,-224.3,,,,,-216.0,,False,,False,False,,,,,,,False,,,,False,,False,,,,,True,
02164,18,0.0,0.0,,0.0,0.0,,,,,,,0.4,2.5,,,0.0,,0.0,,,,,,4.0,-18.0,-18.0,,-18.0,-18.0,,,,,,,-17.6,-15.5,,,-18.0,,-18.0,,,,,,-14.0,False,,False,False,,,,,,,True,True,,,True,,False,,,,,,True
02170,779,236.0,227.2,,179.0,0.0,,,,,,,176.4,214.2,,132.1,234.9,,469.2,,155.5,,,372.0,146.7,-543.0,-551.8,,-600.0,-779.0,,,,,,,-602.6,-564.8,,-646.9,-544.1,,-309.8,,-623.5,,,-407.0,-632.3,False,,False,False,,,,,,,False,False,,False,False,,True,,False,,,True,False
02180,52,64.0,66.3,,36.0,0.0,,,,,,,103.4,16.4,,3.3,42.1,,12.1,,,,,66.0,47.8,12.0,14.3,,-16.0,-52.0,,,,,,,51.4,-35.6,,-48.7,-9.9,,-39.9,,,,,14.0,-4.2,False,,False,False,,,,,,,False,False,,False,True,,False,,,,,False,True
02185,119,104.0,99.4,,64.0,0.0,,,,,,,173.7,35.9,,18.7,90.7,,10.8,,,,,61.0,67.7,-15.0,-19.6,,-55.0,-119.0,,,,,,,54.7,-83.1,,-100.3,-28.3,,-108.2,,,,,-58.0,-51.3,False,,False,False,,,,,,,False,False,,False,False,,False,,,,,False,False
02188,116,100.0,100.5,,74.0,4.0,,,,,,,138.4,18.7,,26.8,79.2,,45.8,,,,,30.0,189.6,-16.0,-15.5,,-42.0,-112.0,,,,,,,22.4,-97.3,,-89.2,-36.8,,-70.2,,,,,-86.0,73.6,True,,False,False,,,,,,,False,False,,False,False,,False,,,,,False,False
02195,7,4.0,4.1,,2.0,0.0,,,,,,,4.5,0.5,,0.1,0.0,,6.1,,,,,22.0,,-3.0,-2.9,,-5.0,-7.0,,,,,,,-2.5,-6.5,,-6.9,-7.0,,-0.9,,,,,15.0,,True,,False,False,,,,,,,True,False,,False,False,,True,,,,,False,
02198,3,0.0,0.8,,0.0,0.0,,,,,,,4.2,7.6,,1.2,0.5,,25.0,,,,,0.0,,-3.0,-2.2,,-3.0,-3.0,,,,,,,1.2,4.6,,-1.8,-2.5,,22.0,,,,,-3.0,,True,,False,False,,,,,,,True,False,,True,True,,False,,,,,False,
02220,12,36.0,33.6,,18.0,,,,,,,,32.0,10.3,,2.1,17.2,,4.4,,27.1,,,55.0,9.1,24.0,21.6,,6.0,,,,,,,,20.0,-1.7,,-9.9,5.2,,-7.6,,15.1,,,43.0,-2.9,True,,True,,,,,,,,True,True,,True,True,,True,,True,,,False,True
02230,8,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,0.0,,,,,,,-8.0,-8.0,,-8.0,-8.0,,,,,,,-8.0,-8.0,,,-8.0,,-8.0,,,,,,,False,,False,False,,,,,,,False,False,,,True,,False,,,,,,
02240,44,12.0,12.1,,12.0,0.0,,,,,,,13.4,3.4,,4.8,17.3,,61.2,,,,,15.0,19.9,-32.0,-31.9,,-32.0,-44.0,,,,,,,-30.6,-40.6,,-39.2,-26.7,,17.2,,,,,-29.0,-24.1,True,,False,False,,,,,,,True,False,,False,True,,True,,,,,True,True
02261,41,16.0,15.2,,4.0,0.0,,,,,,,15.8,3.1,,3.4,1.8,,0.0,,,,,49.0,8.0,-25.0,-25.8,,-37.0,-41.0,,,,,,,-25.2,-37.9,,-37.6,-39.2,,-41.0,,,,,8.0,-33.0,False,,False,False,,,,,,,False,False,,False,False,,False,,,,,True,False
02275,0,0.0,0.0,,0.0,0.0,,,,,,,0.1,1.2,,,0.0,,0.7,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.1,1.2,,,0.0,,0.7,,,,,0.0,,True,,True,True,,,,,,,False,False,,,False,,False,,,,,True,
02282,8,0.0,0.0,,0.0,0.0,,,,,,,0.1,0.0,,,0.0,,0.0,,,,,1.0,7.6,-8.0,-8.0,,-8.0,-8.0,,,,,,,-7.9,-8.0,,,-8.0,,-8.0,,,,,-7.0,-0.4,False,,False,False,,,,,,,True,False,,,True,,False,,,,,True,True
02290,34,12.0,11.9,,8.0,0.0,,,,,,,13.2,2.5,,5.4,2.3,,23.1,,,,,12.0,8.9,-22.0,-22.1,,-26.0,-34.0,,,,,,,-20.8,-31.5,,-28.6,-31.7,,-10.9,,,,,-22.0,-25.1,False,,False,False,,,,,,,True,False,,False,False,,True,,,,,False,False
04001,431,216.0,205.9,,161.0,167.0,,,,,378.0,,204.8,83.9,,71.6,157.1,,22.0,,135.8,,,165.0,402.1,-215.0,-225.1,,-270.0,-264.0,,,,,-53.0,,-226.2,-347.1,,-359.4,-273.9,,-409.0,,-295.2,,,-266.0,-28.9,False,,False,False,,,,,True,,False,False,,False,False,,False,,False,,,False,True
04003,287,68.0,65.4,,57.0,23.0,,,,,227.0,,80.1,147.3,,10.9,57.8,,33.0,,55.7,,,83.0,56.6,-219.0,-221.6,,-230.0,-264.0,,,,,-60.0,,-206.9,-139.7,,-276.1,-229.2,,-254.0,,-231.3,,,-204.0,-230.4,False,,False,False,,,,,True,,True,True,,False,False,,False,,False,,,True,False
04005,1112,892.0,921.4,,586.0,1924.0,,,,,450.0,,863.8,262.8,,498.3,642.7,,148.4,,363.9,636.0,,777.0,1076.0,-220.0,-190.6,,-526.0,812.0,,,,,-662.0,,-248.2,-849.2,,-613.7,-469.3,,-963.5,,-748.1,-476.0,,-335.0,-36.0,True,,False,False,,,,,False,,False,False,,False,False,,False,,False,False,,False,True
04007,539,560.0,581.0,,355.0,276.0,,,,,76.0,,545.8,109.2,,468.4,383.7,,297.9,,326.8,,,1436.0,86.9,21.0,42.0,,-184.0,-263.0,,,,,-463.0,,6.8,-429.8,,-70.6,-155.3,,-241.1,,-212.2,,,897.0,-452.1,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,False
04009,369,236.0,223.8,,142.0,56.0,,,,,57.0,,211.3,40.2,,107.7,170.6,,118.8,,160.8,,,289.0,188.2,-133.0,-145.2,,-227.0,-313.0,,,,,-312.0,,-157.7,-328.8,,-261.3,-198.4,,-250.2,,-208.2,,,-80.0,-180.8,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,True,False
04011,48,0.0,0.6,,0.0,0.0,,,,,27.0,,1.4,8.1,,1.0,1.7,,2.2,,0.4,,,0.0,4.0,-48.0,-47.4,,-48.0,-48.0,,,,,-21.0,,-46.6,-39.9,,-47.0,-46.3,,-45.8,,-47.6,,,-48.0,-44.0,True,,False,False,,,,,True,,True,True,,True,True,,True,,True,,,False,True
04012,79,16.0,8.9,,12.0,0.0,,,,,25.0,,59.9,25.7,,1.2,18.7,,1.8,,11.0,,,16.0,27.8,-63.0,-70.1,,-67.0,-79.0,,,,,-54.0,,-19.1,-53.3,,-77.8,-60.3,,-77.2,,-68.0,,,-63.0,-51.2,False,,False,False,,,,,True,,True,True,,False,True,,False,,False,,,False,True
04013,15793,8020.0,6957.0,6788.5,6478.0,10207.0,,,,,4959.0,,5717.0,4322.1,,5889.7,6794.0,,3807.9,,6837.1,6120.0,,6284.0,,-7773.0,-8836.0,-9004.5,-9315.0,-5586.0,,,,,-10834.0,,-10076.0,-11470.9,,-9903.3,-8999.0,,-11985.1,,-8955.9,-9673.0,,-9509.0,,False,False,False,True,,,,,False,,False,False,,False,False,,False,,False,False,,False,
04015,395,280.0,268.5,,245.0,265.0,,,,,379.0,,280.5,261.5,,95.6,254.3,,42.7,,165.5,149.0,,247.0,241.8,-115.0,-126.5,,-150.0,-130.0,,,,,-16.0,,-114.5,-133.5,,-299.4,-140.7,,-352.3,,-229.5,-246.0,,-148.0,-153.2,False,,False,False,,,,,True,,True,False,,False,False,,False,,False,False,,False,False
04017,721,132.0,156.7,,95.0,48.0,,,,,566.0,,103.1,74.2,,33.8,125.6,,28.3,,88.6,,,106.0,143.2,-589.0,-564.3,,-626.0,-673.0,,,,,-155.0,,-617.9,-646.8,,-687.2,-595.4,,-692.7,,-632.4,,,-615.0,-577.8,True,,False,False,,,,,True,,False,False,,False,False,,False,,False,,,False,True
04019,2743,2104.0,3522.1,2126.4,1555.0,403.0,,,,,1062.0,,1768.5,1635.0,,1264.4,1760.5,,494.4,,1372.7,930.0,,834.0,3625.0,-639.0,779.1,-616.6,-1188.0,-2340.0,,,,,-1681.0,,-974.5,-1108.0,,-1478.6,-982.5,,-2248.6,,-1370.3,-1813.0,,-1909.0,882.0,False,True,False,False,,,,,False,,False,False,,False,False,,False,,False,False,,False,False
04021,1400,716.0,794.7,737.3,552.0,1195.0,,,,,422.0,,602.4,525.1,,445.4,697.0,,259.6,,492.0,411.0,,683.0,392.5,-684.0,-605.3,-662.7,-848.0,-205.0,,,,,-978.0,,-797.6,-874.9,,-954.6,-703.0,,-1140.4,,-908.0,-989.0,,-717.0,-1007.5,True,True,False,True,,,,,False,,False,False,,False,False,,False,,False,False,,False,False
04023,167,192.0,207.3,,132.0,5.0,,,,,104.0,,150.2,40.6,,37.2,122.4,,329.6,,166.3,,,0.0,109.0,25.0,40.3,,-35.0,-162.0,,,,,-63.0,,-16.8,-126.4,,-129.8,-44.6,,162.6,,-0.7,,,-167.0,-58.0,False,,False,False,,,,,False,,True,False,,False,False,,False,,True,,,False,False
04025,413,324.0,318.3,,266.0,554.0,,,,,280.0,,271.8,289.6,,195.0,277.7,,102.7,,275.4,406.0,,315.0,124.5,-89.0,-94.7,,-147.0,141.0,,,,,-133.0,,-141.2,-123.4,,-218.0,-135.3,,-310.3,,-137.6,-7.0,,-98.0,-288.5,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,True,,False,False
04027,1116,544.0,554.8,568.2,421.0,433.0,,,,,198.0,,424.0,167.0,,149.9,411.6,,36.7,,903.2,396.0,,512.0,638.9,-572.0,-561.2,-547.8,-695.0,-683.0,,,,,-918.0,,-692.0,-949.0,,-966.1,-704.4,,-1079.3,,-212.8,-720.0,,-604.0,-477.1,True,True,False,False,,,,,False,,False,False,,False,False,,False,,True,False,,False,True
05001,255,200.0,195.9,,156.0,343.0,,,,,154.0,,239.0,66.9,,118.0,162.3,,62.5,,73.2,,,118.0,195.3,-55.0,-59.1,,-99.0,88.0,,,,,-101.0,,-16.0,-188.1,,-137.0,-92.7,,-192.5,,-181.8,,,-137.0,-59.7,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,False
05003,112,80.0,84.9,,57.0,0.0,,,,,105.0,,68.3,34.6,,33.9,58.1,,36.4,,61.4,,,72.0,45.2,-32.0,-27.1,,-55.0,-112.0,,,,,-7.0,,-43.7,-77.4,,-78.1,-53.9,,-75.7,,-50.6,,,-40.0,-66.8,True,,False,False,,,,,True,,False,False,,False,False,,False,,False,,,False,False
05005,352,240.0,224.3,,224.0,195.0,,,,,251.0,,351.2,181.8,,102.3,215.4,,85.0,,286.4,,,151.0,752.0,-112.0,-127.7,,-128.0,-157.0,,,,,-101.0,,-0.8,-170.2,,-249.7,-136.6,,-267.0,,-65.6,,,-201.0,400.0,False,,False,False,,,,,True,,True,False,,False,False,,False,,True,,,False,False
05007,1637,1376.0,1289.7,,1095.0,1077.0,,,,,1727.0,,1200.1,345.3,,643.6,1179.7,,360.3,,810.0,760.0,,891.0,907.6,-261.0,-347.3,,-542.0,-560.0,,,,,90.0,,-436.9,-1291.7,,-993.4,-457.3,,-1276.7,,-827.0,-877.0,,-746.0,-729.4,False,,False,False,,,,,True,,False,False,,False,False,,False,,False,False,,False,False
05009,292,340.0,328.0,,272.0,262.0,,,,,394.0,,401.8,168.6,,250.0,273.3,,185.2,,262.6,,,238.0,258.6,48.0,36.0,,-20.0,-30.0,,,,,102.0,,109.8,-123.4,,-42.0,-18.7,,-106.8,,-29.4,,,-54.0,-33.4,True,,True,True,,,,,False,,False,False,,True,True,,False,,True,,,False,True
05011,28,12.0,10.9,,12.0,0.0,,,,,83.0,,15.9,21.5,,0.6,17.4,,4.3,,24.0,,,4.0,2.8,-16.0,-17.1,,-16.0,-28.0,,,,,55.0,,-12.1,-6.5,,-27.4,-10.6,,-23.7,,-4.0,,,-24.0,-25.2,False,,False,False,,,,,False,,True,True,,False,True,,False,,True,,,False,False
05013,21,0.0,4.8,,0.0,0.0,,,,,27.0,,2.0,7.5,,,1.0,,0.8,,,,,1.0,11.4,-21.0,-16.2,,-21.0,-21.0,,,,,6.0,,-19.0,-13.5,,,-20.0,,-20.2,,,,,-20.0,-9.6,True,,False,False,,,,,True,,True,True,,,True,,True,,,,,True,True
05015,293,376.0,396.7,,302.0,360.0,,,,,206.0,,406.9,101.0,,209.3,301.2,,245.9,,200.4,,,280.0,291.0,83.0,103.7,,9.0,67.0,,,,,-87.0,,113.9,-192.0,,-83.7,8.2,,-47.1,,-92.6,,,-13.0,-2.0,False,,True,True,,,,,False,,False,False,,False,True,,True,,False,,,True,True
05017,42,32.0,32.5,,29.0,0.0,,,,,96.0,,33.0,16.2,,4.5,26.4,,5.7,,38.4,,,16.0,29.8,-10.0,-9.5,,-13.0,-42.0,,,,,54.0,,-9.0,-25.8,,-37.5,-15.6,,-36.3,,-3.6,,,-26.0,-12.2,True,,False,False,,,,,False,,True,False,,False,False,,False,,True,,,False,False
05019,143,156.0,156.9,,140.0,181.0,,,,,188.0,,171.7,47.0,,56.8,138.4,,57.5,,98.4,,,149.0,94.2,13.0,13.9,,-3.0,38.0,,,,,45.0,,28.7,-96.0,,-86.2,-4.6,,-85.5,,-44.6,,,6.0,-48.8,False,,True,False,,,,,False,,False,False,,False,True,,False,,False,,,True,False
05021,178,152.0,153.0,,149.0,169.0,,,,,122.0,,186.0,76.4,,128.5,151.0,,139.7,,148.6,,,160.0,90.7,-26.0,-25.0,,-29.0,-9.0,,,,,-56.0,,8.0,-101.6,,-49.5,-27.0,,-38.3,,-29.4,,,-18.0,-87.3,True,,False,True,,,,,False,,True,False,,False,False,,False,,False,,,True,False
05023,117,120.0,109.7,,104.0,143.0,,,,,242.0,,109.4,40.3,,72.5,101.6,,46.2,,76.3,,,180.0,69.6,3.0,-7.3,,-13.0,26.0,,,,,125.0,,-7.6,-76.7,,-44.5,-15.4,,-70.8,,-40.7,,,63.0,-47.4,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,False,False
05025,64,24.0,28.7,,25.0,18.0,,,,,40.0,,27.4,18.3,,4.1,27.1,,82.9,,18.4,,,9.0,34.4,-40.0,-35.3,,-39.0,-46.0,,,,,-24.0,,-36.6,-45.7,,-59.9,-36.9,,18.9,,-45.6,,,-55.0,-29.6,True,,True,False,,,,,True,,True,False,,False,True,,True,,False,,,False,True
05027,200,408.0,411.4,,355.0,636.0,,,,,141.0,,554.0,90.3,,360.2,332.7,,139.1,,219.0,,,423.0,538.9,208.0,211.4,,155.0,436.0,,,,,-59.0,,354.0,-109.7,,160.2,132.7,,-60.9,,19.0,,,223.0,338.9,False,,True,False,,,,,True,,False,True,,True,True,,True,,True,,,False,False
05029,65,120.0,122.2,,104.0,109.0,,,,,327.0,,103.6,48.2,,76.1,101.6,,110.9,,65.3,,,169.0,71.3,55.0,57.2,,39.0,44.0,,,,,262.0,,38.6,-16.8,,11.1,36.6,,45.9,,0.3,,,104.0,6.3,False,,True,True,,,,,False,,True,True,,True,True,,True,,True,,,False,True
05031,1594,1172.0,1164.4,,944.0,940.0,,,,,1122.0,,1284.5,798.0,,624.9,1155.0,,491.0,,791.6,,,1106.0,654.5,-422.0,-429.6,,-650.0,-654.0,,,,,-472.0,,-309.5,-796.0,,-969.1,-439.0,,-1103.0,,-802.4,,,-488.0,-939.5,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,False
05033,605,640.0,640.6,,542.0,674.0,,,,,646.0,,728.6,296.8,,382.4,539.3,,324.0,,400.8,,,575.0,368.7,35.0,35.6,,-63.0,69.0,,,,,41.0,,123.6,-308.2,,-222.6,-65.7,,-281.0,,-204.2,,,-30.0,-236.3,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,True,False
05035,508,244.0,240.6,,224.0,296.0,,,,,439.0,,260.3,190.5,,80.6,220.6,,40.3,,169.0,,,184.0,155.7,-264.0,-267.4,,-284.0,-212.0,,,,,-69.0,,-247.7,-317.5,,-427.4,-287.4,,-467.7,,-339.0,,,-324.0,-352.3,False,,False,True,,,,,True,,True,False,,False,False,,False,,False,,,False,False
05037,137,172.0,169.8,,155.0,137.0,,,,,200.0,,170.4,86.6,,67.7,132.3,,107.4,,197.7,,,35.0,268.7,35.0,32.8,,18.0,0.0,,,,,63.0,,33.4,-50.4,,-69.3,-4.7,,-29.6,,60.7,,,-102.0,131.7,True,,True,True,,,,,False,,True,False,,False,True,,True,,False,,,False,False
05039,14,28.0,29.5,,25.0,19.0,,,,,57.0,,26.2,16.8,,6.5,22.8,,26.9,,28.3,,,22.0,27.7,14.0,15.5,,11.0,5.0,,,,,43.0,,12.2,2.8,,-7.5,8.8,,12.9,,14.3,,,8.0,13.7,False,,True,True,,,,,False,,True,True,,True,True,,True,,False,,,True,True
05041,108,88.0,88.6,,84.0,23.0,,,,,88.0,,89.9,27.1,,46.0,86.3,,97.5,,47.4,,,103.0,233.1,-20.0,-19.4,,-24.0,-85.0,,,,,-20.0,,-18.1,-80.9,,-62.0,-21.7,,-10.5,,-60.6,,,-5.0,125.1,True,,False,False,,,,,False,,True,False,,False,False,,True,,False,,,True,False
05043,77,24.0,20.6,,23.0,3.0,,,,,134.0,,27.4,33.2,,5.1,29.9,,6.9,,22.3,,,14.0,40.0,-53.0,-56.4,,-54.0,-74.0,,,,,57.0,,-49.6,-43.8,,-71.9,-47.1,,-70.1,,-54.7,,,-63.0,-37.0,False,,False,False,,,,,False,,True,True,,False,True,,False,,False,,,False,True
05045,821,908.0,872.3,,786.0,595.0,,,,,1068.0,,913.3,357.3,,784.7,841.9,,434.5,,378.0,,,632.0,462.0,87.0,51.3,,-35.0,-226.0,,,,,247.0,,92.3,-463.7,,-36.3,20.9,,-386.5,,-443.0,,,-189.0,-359.0,True,,True,False,,,,,False,,False,False,,True,True,,False,,False,,,False,False
05047,249,164.0,166.0,,167.0,244.0,,,,,205.0,,227.5,91.2,,155.4,156.9,,212.7,,115.8,,,63.0,213.0,-85.0,-83.0,,-82.0,-5.0,,,,,-44.0,,-21.5,-157.8,,-93.6,-92.1,,-36.3,,-133.2,,,-186.0,-36.0,True,,True,True,,,,,True,,True,False,,False,False,,True,,False,,,False,True
05049,147,156.0,147.5,,126.0,210.0,,,,,75.0,,252.1,66.8,,81.1,122.6,,25.3,,173.6,,,114.0,134.3,9.0,0.5,,-21.0,63.0,,,,,-72.0,,105.1,-80.2,,-65.9,-24.4,,-121.7,,26.6,,,-33.0,-12.7,True,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,False,False
05051,601,540.0,553.3,,492.0,439.0,,,,,781.0,,583.0,472.2,,389.6,509.7,,166.9,,298.9,,,370.0,1400.1,-61.0,-47.7,,-109.0,-162.0,,,,,180.0,,-18.0,-128.8,,-211.4,-91.3,,-434.1,,-302.1,,,-231.0,799.1,True,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,False
05053,103,52.0,54.8,,50.0,58.0,,,,,90.0,,67.3,38.2,,9.4,47.4,,27.3,,32.5,,,44.0,60.7,-51.0,-48.2,,-53.0,-45.0,,,,,-13.0,,-35.7,-64.8,,-93.6,-55.6,,-75.7,,-70.5,,,-59.0,-42.3,True,,False,True,,,,,True,,True,False,,False,False,,False,,False,,,False,True
05055,678,320.0,322.1,,292.0,379.0,,,,,338.0,,374.2,198.6,,219.4,276.8,,65.2,,247.3,,,247.0,321.6,-358.0,-355.9,,-386.0,-299.0,,,,,-340.0,,-303.8,-479.4,,-458.6,-401.2,,-612.8,,-430.7,,,-431.0,-356.4,True,,False,True,,,,,True,,True,False,,False,False,,False,,False,,,False,True
05057,180,152.0,154.2,,104.0,80.0,,,,,124.0,,138.9,45.1,,82.6,114.5,,19.5,,114.2,,,82.0,37.9,-28.0,-25.8,,-76.0,-100.0,,,,,-56.0,,-41.1,-134.9,,-97.4,-65.5,,-160.5,,-65.8,,,-98.0,-142.1,True,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,False,False
05059,329,168.0,143.7,,142.0,37.0,,,,,286.0,,152.6,70.3,,107.9,182.2,,167.5,,59.0,,,76.0,142.7,-161.0,-185.3,,-187.0,-292.0,,,,,-43.0,,-176.4,-258.7,,-221.1,-146.8,,-161.5,,-270.0,,,-253.0,-186.3,False,,False,False,,,,,True,,False,False,,False,True,,False,,False,,,False,False
