,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
17191,355,322.0,,,,,128.0,,547.7,916.6,178.7,173.3,,,347.0,-33.0,,,,,-227.0,,192.7,561.6,-176.3,-181.7,,,-8.0,,,,,False,,False,False,False,False,,,True
17193,144,42.0,,,,,86.0,,228.5,7.6,144.1,20.9,,,41.0,-102.0,,,,,-58.0,,84.5,-136.4,0.1,-123.1,,,-103.0,,,,,True,,True,False,True,False,,,False
17195,1062,364.0,,,,,393.0,,622.2,52.9,505.4,184.1,,,376.0,-698.0,,,,,-669.0,,-439.8,-1009.1,-556.6,-877.9,,,-686.0,,,,,True,,True,False,True,False,,,True
17197,7176,4067.0,,,,,4066.0,,3574.7,1383.2,6725.4,2730.7,1965.8,,3353.0,-3109.0,,,,,-3110.0,,-3601.3,-5792.8,-450.6,-4445.3,-5210.2,,-3823.0,,,,,False,,False,False,True,False,False,,False
17199,875,819.0,,,,,645.0,,749.4,256.0,410.1,734.0,779.9,,375.0,-56.0,,,,,-230.0,,-125.6,-619.0,-464.9,-141.0,-95.1,,-500.0,,,,,False,,False,False,False,False,False,,False
17201,6327,2016.0,,,,,2350.0,,1640.1,551.2,459.9,2671.9,1077.2,,2734.0,-4311.0,,,,,-3977.0,,-4686.9,-5775.8,-5867.1,-3655.1,-5249.8,,-3593.0,,,,,True,,False,False,False,True,False,,True
17203,376,224.0,,,,,207.0,,595.2,81.8,427.6,118.6,,,215.0,-152.0,,,,,-169.0,,219.2,-294.2,51.6,-257.4,,,-161.0,,,,,False,,False,False,True,False,,,False
18001,457,175.0,,,,,143.0,,300.8,97.9,335.1,23.0,,,142.0,-282.0,,,,,-314.0,,-156.2,-359.1,-121.9,-434.0,,,-315.0,,,,,False,,True,False,True,False,,,False
18003,3896,2394.0,,,,,1937.0,,1434.7,1384.0,2243.9,1467.3,2622.3,,1831.0,-1502.0,,,,,-1959.0,,-2461.3,-2512.0,-1652.1,-2428.7,-1273.7,,-2065.0,,,,,False,,False,False,False,False,True,,False
18005,456,210.0,,,,,569.0,,326.4,54.5,822.2,26.0,129.3,,70.0,-246.0,,,,,113.0,,-129.6,-401.5,366.2,-430.0,-326.7,,-386.0,,,,,True,,True,False,False,False,False,,False
18007,42,21.0,,,,,26.0,,15.9,9.1,,9.4,,,9.0,-21.0,,,,,-16.0,,-26.1,-32.9,,-32.6,,,-33.0,,,,,True,,False,False,,False,,,False
18009,188,98.0,,,,,46.0,,88.1,6.1,,31.8,,,186.0,-90.0,,,,,-142.0,,-99.9,-181.9,,-156.2,,,-2.0,,,,,False,,False,False,,False,,,True
18011,488,231.0,,,,,735.0,,575.1,112.0,607.5,273.4,,,143.0,-257.0,,,,,247.0,,87.1,-376.0,119.5,-214.6,,,-345.0,,,,,True,,True,False,True,True,,,False
18013,70,0.0,,,,,46.0,,19.4,3.9,,0.7,,,1.0,-70.0,,,,,-24.0,,-50.6,-66.1,,-69.3,,,-69.0,,,,,True,,True,True,,True,,,True
18015,114,35.0,,,,,74.0,,202.4,4.2,73.8,86.6,,,10.0,-79.0,,,,,-40.0,,88.4,-109.8,-40.2,-27.4,,,-104.0,,,,,True,,False,False,True,True,,,False
18017,483,154.0,,,,,200.0,,163.8,23.7,7.0,14.9,72.3,,0.0,-329.0,,,,,-283.0,,-319.2,-459.3,-476.0,-468.1,-410.7,,-483.0,,,,,True,,True,False,False,False,False,,False
18019,1297,882.0,,,,,582.0,,677.7,247.5,570.5,100.5,928.0,,424.0,-415.0,,,,,-715.0,,-619.3,-1049.5,-726.5,-1196.5,-369.0,,-873.0,,,,,False,,False,False,False,False,True,,False
18021,274,161.0,,,,,89.0,,408.4,28.7,329.1,31.4,,,75.0,-113.0,,,,,-185.0,,134.4,-245.3,55.1,-242.6,,,-199.0,,,,,False,,False,False,True,False,,,False
18023,454,91.0,,,,,139.0,,358.1,7.9,227.7,18.4,,,42.0,-363.0,,,,,-315.0,,-95.9,-446.1,-226.3,-435.6,,,-412.0,,,,,True,,True,False,True,False,,,False
18025,84,133.0,,,,,35.0,,96.2,7.7,,95.8,,,143.0,49.0,,,,,-49.0,,12.2,-76.3,,11.8,,,59.0,,,,,False,,True,False,,True,,,False
18027,417,273.0,,,,,303.0,,342.4,60.1,365.7,86.8,,,90.0,-144.0,,,,,-114.0,,-74.6,-356.9,-51.3,-330.1,,,-327.0,,,,,True,,True,False,True,False,,,False
18029,526,119.0,,,,,143.0,,309.6,18.0,120.2,22.3,,,89.0,-407.0,,,,,-383.0,,-216.4,-508.0,-405.8,-503.8,,,-437.0,,,,,True,,True,False,True,False,,,False
18031,161,98.0,,,,,140.0,,344.8,11.2,242.6,35.0,,,55.0,-63.0,,,,,-21.0,,183.8,-149.8,81.6,-126.0,,,-106.0,,,,,True,,False,False,False,False,,,False
18033,492,217.0,,,,,177.0,,422.8,43.8,443.5,94.9,,,124.0,-275.0,,,,,-315.0,,-69.2,-448.2,-48.5,-397.1,,,-368.0,,,,,False,,True,False,True,False,,,False
18035,1674,1330.0,,,,,714.0,,1964.2,398.2,994.9,685.0,1274.1,,651.0,-344.0,,,,,-960.0,,290.2,-1275.8,-679.1,-989.0,-399.9,,-1023.0,,,,,False,,True,False,False,False,False,,False
18037,715,252.0,,,,,229.0,,227.8,35.4,174.6,0.9,,,142.0,-463.0,,,,,-486.0,,-487.2,-679.6,-540.4,-714.1,,,-573.0,,,,,False,,False,False,False,False,,,False
18039,4136,1428.0,,,,,1183.0,,1245.6,817.5,331.2,439.0,854.2,,810.0,-2708.0,,,,,-2953.0,,-2890.4,-3318.5,-3804.8,-3697.0,-3281.8,,-3326.0,,,,,False,,False,False,False,False,False,,False
18041,512,238.0,,,,,117.0,,350.3,15.2,160.9,14.2,,,120.0,-274.0,,,,,-395.0,,-161.7,-496.8,-351.1,-497.8,,,-392.0,,,,,False,,True,False,False,False,,,False
18043,796,574.0,,,,,340.0,,442.7,271.6,681.4,179.5,553.2,,483.0,-222.0,,,,,-456.0,,-353.3,-524.4,-114.6,-616.5,-242.8,,-313.0,,,,,False,,False,False,True,False,False,,False
18045,279,56.0,,,,,55.0,,314.5,5.6,116.3,18.8,,,27.0,-223.0,,,,,-224.0,,35.5,-273.4,-162.7,-260.2,,,-252.0,,,,,False,,True,False,True,False,,,False
18047,119,56.0,,,,,72.0,,249.5,4.8,46.1,1.3,,,24.0,-63.0,,,,,-47.0,,130.5,-114.2,-72.9,-117.7,,,-95.0,,,,,True,,False,False,False,False,,,False
18049,211,77.0,,,,,82.0,,257.3,14.8,144.7,12.5,,,47.0,-134.0,,,,,-129.0,,46.3,-196.2,-66.3,-198.5,,,-164.0,,,,,True,,True,False,True,False,,,False
18051,631,252.0,,,,,160.0,,366.2,180.7,238.5,52.7,,,233.0,-379.0,,,,,-471.0,,-264.8,-450.3,-392.5,-578.3,,,-398.0,,,,,False,,True,False,False,False,,,False
18053,662,518.0,,,,,308.0,,653.1,128.2,637.8,814.2,,,408.0,-144.0,,,,,-354.0,,-8.9,-533.8,-24.2,152.2,,,-254.0,,,,,False,,True,False,True,False,,,False
18055,236,77.0,,,,,176.0,,260.9,15.1,277.4,18.8,,,16.0,-159.0,,,,,-60.0,,24.9,-220.9,41.4,-217.2,,,-220.0,,,,,True,,True,False,True,False,,,False
18057,2538,1904.0,,,,,1679.0,,1296.7,2450.4,2237.4,940.6,1454.0,,1023.0,-634.0,,,,,-859.0,,-1241.3,-87.6,-300.6,-1597.4,-1084.0,,-1515.0,,,,,False,,False,True,True,False,False,,False
18059,498,126.0,,,,,328.0,,462.8,63.6,447.7,29.5,,,49.0,-372.0,,,,,-170.0,,-35.2,-434.4,-50.3,-468.5,,,-449.0,,,,,True,,True,False,True,False,,,False
18061,356,161.0,,,,,129.0,,253.0,25.2,311.9,15.3,,,58.0,-195.0,,,,,-227.0,,-103.0,-330.8,-44.1,-340.7,,,-298.0,,,,,False,,True,False,True,False,,,False
18063,1128,651.0,,,,,730.0,,521.7,334.5,777.9,483.7,533.8,,330.0,-477.0,,,,,-398.0,,-606.3,-793.5,-350.1,-644.3,-594.2,,-798.0,,,,,True,,False,False,True,False,False,,False
18065,780,280.0,,,,,227.0,,543.2,184.7,355.5,276.9,,,155.0,-500.0,,,,,-553.0,,-236.8,-595.3,-424.5,-503.1,,,-625.0,,,,,False,,True,False,True,False,,,False
18067,596,546.0,,,,,335.0,,426.4,150.2,461.5,327.6,369.1,,458.0,-50.0,,,,,-261.0,,-169.6,-445.8,-134.5,-268.4,-226.9,,-138.0,,,,,False,,False,False,False,False,False,,False
18069,336,84.0,,,,,154.0,,400.6,54.9,228.8,37.9,,,71.0,-252.0,,,,,-182.0,,64.6,-281.1,-107.2,-298.1,,,-265.0,,,,,True,,True,False,True,False,,,False
18071,565,63.0,,,,,261.0,,241.9,11.2,290.2,24.3,,,14.0,-502.0,,,,,-304.0,,-323.1,-553.8,-274.8,-540.7,,,-551.0,,,,,True,,True,False,True,False,,,False
18073,432,189.0,,,,,102.0,,587.7,37.4,348.9,137.7,,,158.0,-243.0,,,,,-330.0,,155.7,-394.6,-83.1,-294.3,,,-274.0,,,,,False,,True,False,True,False,,,False
18075,262,84.0,,,,,80.0,,286.7,13.0,113.2,82.9,,,60.0,-178.0,,,,,-182.0,,24.7,-249.0,-148.8,-179.1,,,-202.0,,,,,False,,True,False,True,False,,,False
18077,217,70.0,,,,,171.0,,189.4,5.2,172.7,42.4,,,64.0,-147.0,,,,,-46.0,,-27.6,-211.8,-44.3,-174.7,,,-153.0,,,,,True,,True,False,True,False,,,False
18079,126,133.0,,,,,103.0,,215.8,103.2,156.8,85.7,,,96.0,7.0,,,,,-23.0,,89.8,-22.8,30.8,-40.3,,,-30.0,,,,,False,,False,False,False,False,,,False
18081,1433,413.0,,,,,867.0,,352.9,420.6,475.9,274.7,288.3,,225.0,-1020.0,,,,,-566.0,,-1080.1,-1012.4,-957.1,-1158.3,-1144.7,,-1208.0,,,,,True,,False,True,True,False,False,,False
18083,514,329.0,,,,,347.0,,406.2,205.6,454.5,239.5,,,169.0,-185.0,,,,,-167.0,,-107.8,-308.4,-59.5,-274.5,,,-345.0,,,,,True,,True,False,True,False,,,False
18085,1163,378.0,,,,,324.0,,477.4,72.4,514.3,149.3,102.3,,286.0,-785.0,,,,,-839.0,,-685.6,-1090.6,-648.7,-1013.7,-1060.7,,-877.0,,,,,False,,True,False,True,False,False,,False
18087,249,56.0,,,,,230.0,,493.6,5.5,44.6,0.0,,,44.0,-193.0,,,,,-19.0,,244.6,-243.5,-204.4,-249.0,,,-205.0,,,,,True,,False,False,False,False,,,False
18089,5935,2534.0,,,,,2029.0,,2208.3,1414.5,740.6,2078.0,1695.4,,1554.0,-3401.0,,,,,-3906.0,,-3726.7,-4520.5,-5194.4,-3857.0,-4239.6,,-4381.0,,,,,False,,False,False,False,False,False,,False
18091,1294,560.0,,,,,596.0,,786.2,138.7,851.7,281.9,436.1,,451.0,-734.0,,,,,-698.0,,-507.8,-1155.3,-442.3,-1012.1,-857.9,,-843.0,,,,,True,,True,False,True,False,False,,False
18093,600,112.0,,,,,217.0,,253.7,16.8,410.1,133.2,,,37.0,-488.0,,,,,-383.0,,-346.3,-583.2,-189.9,-466.9,,,-563.0,,,,,True,,True,False,True,True,,,False
18095,1341,602.0,,,,,559.0,,635.6,150.5,920.2,353.2,591.6,,350.0,-739.0,,,,,-782.0,,-705.4,-1190.5,-420.8,-987.8,-749.4,,-991.0,,,,,False,,True,False,True,False,False,,False
18097,7801,4067.0,,,,,4895.0,,2121.6,3079.5,288.6,2267.0,2786.6,,2006.0,-3734.0,,,,,-2906.0,,-5679.4,-4721.5,-7512.4,-5534.0,-5014.4,,-5795.0,,,,,True,,False,False,False,False,False,,False
18099,652,175.0,,,,,202.0,,428.5,33.2,117.6,16.0,,,121.0,-477.0,,,,,-450.0,,-223.5,-618.8,-534.4,-636.0,,,-531.0,,,,,True,,True,False,False,False,,,False
18101,77,98.0,,,,,45.0,,72.7,49.1,77.2,3.5,,,26.0,21.0,,,,,-32.0,,-4.3,-27.9,0.2,-73.5,,,-51.0,,,,,False,,True,False,True,False,,,False
18103,345,497.0,,,,,197.0,,497.5,200.1,208.5,143.8,,,467.0,152.0,,,,,-148.0,,152.5,-144.9,-136.5,-201.2,,,122.0,,,,,True,,False,True,True,False,,,True
18105,1595,3941.0,,,,,2193.0,,3062.3,8060.4,1078.6,1248.3,1673.9,,2431.0,2346.0,,,,,598.0,,1467.3,6465.4,-516.4,-346.7,78.9,,836.0,,,,,True,,True,False,True,True,True,,True
18107,232,189.0,,,,,148.0,,370.6,30.2,273.9,73.2,,,104.0,-43.0,,,,,-84.0,,138.6,-201.8,41.9,-158.8,,,-128.0,,,,,False,,False,False,True,False,,,False
18109,429,210.0,,,,,313.0,,434.8,128.1,446.1,137.3,,,144.0,-219.0,,,,,-116.0,,5.8,-300.9,17.1,-291.7,,,-285.0,,,,,True,,True,False,True,False,,,False
18111,110,14.0,,,,,50.0,,27.9,5.0,73.8,18.5,,,5.0,-96.0,,,,,-60.0,,-82.1,-105.0,-36.2,-91.5,,,-105.0,,,,,True,,True,False,True,True,,,False
18113,498,98.0,,,,,161.0,,318.5,8.2,210.4,65.8,,,61.0,-400.0,,,,,-337.0,,-179.5,-489.8,-287.6,-432.2,,,-437.0,,,,,True,,True,False,True,False,,,False
18115,75,7.0,,,,,19.0,,5.5,3.1,,0.1,,,1.0,-68.0,,,,,-56.0,,-69.5,-71.9,,-74.9,,,-74.0,,,,,True,,False,False,,False,,,False
18117,181,91.0,,,,,102.0,,179.3,29.1,148.3,133.3,,,65.0,-90.0,,,,,-79.0,,-1.7,-151.9,-32.7,-47.7,,,-116.0,,,,,True,,True,False,True,True,,,False
18119,73,49.0,,,,,67.0,,282.2,3.5,155.8,40.5,,,17.0,-24.0,,,,,-6.0,,209.2,-69.5,82.8,-32.5,,,-56.0,,,,,True,,False,False,False,False,,,False
18121,191,49.0,,,,,56.0,,32.2,3.6,,5.9,,,54.0,-142.0,,,,,-135.0,,-158.8,-187.4,,-185.1,,,-137.0,,,,,True,,False,False,,False,,,True
18123,268,14.0,,,,,89.0,,166.2,0.0,49.5,3.1,,,10.0,-254.0,,,,,-179.0,,-101.8,-268.0,-218.5,-264.9,,,-258.0,,,,,True,,True,False,True,False,,,False
18125,255,84.0,,,,,44.0,,42.1,13.5,92.8,33.4,,,47.0,-171.0,,,,,-211.0,,-212.9,-241.5,-162.2,-221.6,,,-208.0,,,,,False,,False,False,True,False,,,False
18127,2010,637.0,,,,,795.0,,961.0,333.4,1395.8,497.7,378.9,,468.0,-1373.0,,,,,-1215.0,,-1049.0,-1676.6,-614.2,-1512.3,-1631.1,,-1542.0,,,,,True,,True,False,True,False,False,,False
18129,565,308.0,,,,,90.0,,309.2,308.4,208.9,0.0,,,396.0,-257.0,,,,,-475.0,,-255.8,-256.6,-356.1,-565.0,,,-169.0,,,,,False,,True,True,False,False,,,True
18131,91,21.0,,,,,61.0,,19.2,6.9,72.1,25.1,,,9.0,-70.0,,,,,-30.0,,-71.8,-84.1,-18.9,-65.9,,,-82.0,,,,,True,,False,False,True,True,,,False
18133,332,294.0,,,,,167.0,,395.9,63.7,331.9,127.2,,,301.0,-38.0,,,,,-165.0,,63.9,-268.3,-0.1,-204.8,,,-31.0,,,,,False,,False,False,True,False,,,True
18135,307,49.0,,,,,69.0,,286.2,2.3,182.9,23.6,,,28.0,-258.0,,,,,-238.0,,-20.8,-304.7,-124.1,-283.4,,,-279.0,,,,,True,,True,False,True,False,,,False
18137,292,77.0,,,,,107.0,,267.4,20.4,133.5,54.8,,,64.0,-215.0,,,,,-185.0,,-24.6,-271.6,-158.5,-237.2,,,-228.0,,,,,True,,True,False,True,False,,,False
18139,153,56.0,,,,,69.0,,255.2,4.6,124.7,15.0,,,36.0,-97.0,,,,,-84.0,,102.2,-148.4,-28.3,-138.0,,,-117.0,,,,,True,,False,False,True,False,,,False
18141,4829,1743.0,,,,,1571.0,,1527.3,1125.9,2498.5,644.9,2357.9,,511.0,-3086.0,,,,,-3258.0,,-3301.7,-3703.1,-2330.5,-4184.1,-2471.1,,-4318.0,,,,,False,,False,False,True,False,True,,False
18143,268,91.0,,,,,92.0,,272.3,19.0,77.5,1.4,,,82.0,-177.0,,,,,-176.0,,4.3,-249.0,-190.5,-266.6,,,-186.0,,,,,True,,True,False,False,False,,,False
18145,365,56.0,,,,,226.0,,385.1,8.7,237.9,6.4,,,34.0,-309.0,,,,,-139.0,,20.1,-356.3,-127.1,-358.6,,,-331.0,,,,,True,,True,False,True,False,,,False
18147,285,77.0,,,,,54.0,,222.5,7.0,93.8,17.1,,,58.0,-208.0,,,,,-231.0,,-62.5,-278.0,-191.2,-267.9,,,-227.0,,,,,False,,True,False,True,False,,,False
18149,288,56.0,,,,,94.0,,337.5,20.3,90.8,5.1,,,15.0,-232.0,,,,,-194.0,,49.5,-267.7,-197.2,-282.9,,,-273.0,,,,,True,,True,False,True,False,,,False
18151,409,112.0,,,,,129.0,,501.8,46.5,277.7,22.8,,,71.0,-297.0,,,,,-280.0,,92.8,-362.5,-131.3,-386.2,,,-338.0,,,,,True,,True,False,True,False,,,False
18153,176,105.0,,,,,143.0,,216.0,8.7,151.5,13.1,,,28.0,-71.0,,,,,-33.0,,40.0,-167.3,-24.5,-162.9,,,-148.0,,,,,True,,True,False,True,False,,,False
18155,46,7.0,,,,,38.0,,5.5,1.9,,0.1,,,1.0,-39.0,,,,,-8.0,,-40.5,-44.1,,-45.9,,,-45.0,,,,,True,,False,False,,False,,,False
18157,2457,1806.0,,,,,2551.0,,1172.8,1436.8,1883.9,994.5,1122.7,,2331.0,-651.0,,,,,94.0,,-1284.2,-1020.2,-573.1,-1462.5,-1334.3,,-126.0,,,,,True,,False,False,True,False,False,,True
18159,88,105.0,,,,,45.0,,327.0,10.0,105.5,1.3,,,69.0,17.0,,,,,-43.0,,239.0,-78.0,17.5,-86.7,,,-19.0,,,,,False,,False,False,False,False,,,False
18161,59,35.0,,,,,22.0,,33.2,3.9,,6.0,,,20.0,-24.0,,,,,-37.0,,-25.8,-55.1,,-53.0,,,-39.0,,,,,False,,False,False,,False,,,False
18163,3609,1813.0,,,,,1181.0,,1002.4,1588.6,1461.8,2014.4,1097.5,,1342.0,-1796.0,,,,,-2428.0,,-2606.6,-2020.4,-2147.2,-1594.6,-2511.5,,-2267.0,,,,,False,,False,False,False,True,False,,False
18165,184,70.0,,,,,72.0,,358.2,5.5,147.5,20.4,,,42.0,-114.0,,,,,-112.0,,174.2,-178.5,-36.5,-163.6,,,-142.0,,,,,True,,False,False,True,False,,,False
18167,1396,1183.0,,,,,953.0,,1121.3,207.8,1082.6,214.7,891.0,,429.0,-213.0,,,,,-443.0,,-274.7,-1188.2,-313.4,-1181.3,-505.0,,-967.0,,,,,False,,False,False,False,False,False,,False
18169,304,161.0,,,,,86.0,,298.7,20.9,138.1,153.9,,,202.0,-143.0,,,,,-218.0,,-5.3,-283.1,-165.9,-150.1,,,-102.0,,,,,False,,True,False,False,False,,,True
18171,78,0.0,,,,,31.0,,6.7,1.4,,0.0,,,0.0,-78.0,,,,,-47.0,,-71.3,-76.6,,-78.0,,,-78.0,,,,,True,,True,True,,False,,,False
18173,1235,672.0,,,,,392.0,,599.1,620.8,329.0,405.1,,,566.0,-563.0,,,,,-843.0,,-635.9,-614.2,-906.0,-829.9,,,-669.0,,,,,False,,False,False,False,False,,,False
18175,183,28.0,,,,,129.0,,172.7,1.5,277.8,50.8,,,7.0,-155.0,,,,,-54.0,,-10.3,-181.5,94.8,-132.2,,,-176.0,,,,,True,,True,False,True,True,,,False
18177,1017,448.0,,,,,269.0,,797.9,206.6,752.4,304.1,,,429.0,-569.0,,,,,-748.0,,-219.1,-810.4,-264.6,-712.9,,,-588.0,,,,,False,,True,False,True,False,,,False
18179,315,84.0,,,,,111.0,,271.5,14.1,222.2,23.2,,,38.0,-231.0,,,,,-204.0,,-43.5,-300.9,-92.8,-291.8,,,-277.0,,,,,True,,True,False,True,False,,,False
18181,222,21.0,,,,,88.0,,351.3,2.8,165.1,4.4,,,20.0,-201.0,,,,,-134.0,,129.3,-219.2,-56.9,-217.6,,,-202.0,,,,,True,,True,False,True,False,,,False
18183,318,77.0,,,,,94.0,,349.7,9.6,211.0,4.4,,,43.0,-241.0,,,,,-224.0,,31.7,-308.4,-107.0,-313.6,,,-275.0,,,,,True,,True,False,True,False,,,False
19001,164,49.0,,,,,27.0,,30.4,5.0,,6.0,,,163.0,-115.0,,,,,-137.0,,-133.6,-159.0,,-158.0,,,-1.0,,,,,False,,False,False,,False,,,True
19003,60,21.0,,,,,25.0,,10.8,2.3,,6.0,,,17.0,-39.0,,,,,-35.0,,-49.2,-57.7,,-54.0,,,-43.0,,,,,True,,False,False,,False,,,False
19005,215,182.0,,,,,94.0,,102.9,21.1,89.7,70.4,,,150.0,-33.0,,,,,-121.0,,-112.1,-193.9,-125.3,-144.6,,,-65.0,,,,,False,,False,False,False,False,,,False
19007,164,126.0,,,,,73.0,,88.8,18.0,89.4,38.1,,,139.0,-38.0,,,,,-91.0,,-75.2,-146.0,-74.6,-125.9,,,-25.0,,,,,False,,False,False,False,False,,,True
19009,149,21.0,,,,,27.0,,14.7,5.2,,14.5,,,51.0,-128.0,,,,,-122.0,,-134.3,-143.8,,-134.5,,,-98.0,,,,,True,,False,False,,False,,,True
19011,464,133.0,,,,,205.0,,440.9,32.3,327.1,105.7,,,76.0,-331.0,,,,,-259.0,,-23.1,-431.7,-136.9,-358.3,,,-388.0,,,,,True,,True,False,True,False,,,False
19013,2162,1211.0,,,,,1631.0,,1087.6,820.4,324.8,345.8,1174.6,,471.0,-951.0,,,,,-531.0,,-1074.4,-1341.6,-1837.2,-1816.2,-987.4,,-1691.0,,,,,True,,False,False,False,False,False,,False
19015,374,231.0,,,,,183.0,,505.6,38.8,149.8,213.8,,,236.0,-143.0,,,,,-191.0,,131.6,-335.2,-224.2,-160.2,,,-138.0,,,,,False,,True,False,False,False,,,True
19017,346,329.0,,,,,229.0,,504.3,67.1,397.7,142.6,,,88.0,-17.0,,,,,-117.0,,158.3,-278.9,51.7,-203.4,,,-258.0,,,,,False,,False,False,False,False,,,False
19019,329,119.0,,,,,189.0,,381.1,14.3,227.5,71.5,,,153.0,-210.0,,,,,-140.0,,52.1,-314.7,-101.5,-257.4,,,-176.0,,,,,True,,True,False,True,False,,,True
19021,454,259.0,,,,,177.0,,275.1,35.2,2.5,141.6,71.8,,0.0,-195.0,,,,,-277.0,,-178.9,-418.8,-451.5,-312.4,-382.2,,-454.0,,,,,False,,True,False,False,False,False,,False
19023,190,105.0,,,,,101.0,,259.4,37.6,175.4,30.7,,,49.0,-85.0,,,,,-89.0,,69.4,-152.4,-14.6,-159.3,,,-141.0,,,,,False,,True,False,True,False,,,False
19025,197,77.0,,,,,51.0,,61.7,15.9,103.9,13.6,,,43.0,-120.0,,,,,-146.0,,-135.3,-181.1,-93.1,-183.4,,,-154.0,,,,,False,,False,False,True,False,,,False
19027,704,378.0,,,,,143.0,,594.9,267.3,95.6,119.5,,,124.0,-326.0,,,,,-561.0,,-109.1,-436.7,-608.4,-584.5,,,-580.0,,,,,False,,True,False,False,False,,,False
19029,348,28.0,,,,,48.0,,281.0,0.1,103.1,3.6,,,5.0,-320.0,,,,,-300.0,,-67.0,-347.9,-244.9,-344.4,,,-343.0,,,,,True,,True,False,True,False,,,False
19031,334,175.0,,,,,58.0,,855.7,26.6,154.8,88.6,,,132.0,-159.0,,,,,-276.0,,521.7,-307.4,-179.2,-245.4,,,-202.0,,,,,False,,False,False,False,False,,,False
19033,656,350.0,,,,,543.0,,536.3,216.6,297.2,196.2,,,167.0,-306.0,,,,,-113.0,,-119.7,-439.4,-358.8,-459.8,,,-489.0,,,,,True,,True,False,False,False,,,False
19035,283,98.0,,,,,61.0,,50.2,2.7,91.6,56.5,,,32.0,-185.0,,,,,-222.0,,-232.8,-280.3,-191.4,-226.5,,,-251.0,,,,,False,,False,False,False,False,,,False
19037,204,385.0,,,,,132.0,,364.7,315.2,135.3,113.6,,,213.0,181.0,,,,,-72.0,,160.7,111.2,-68.7,-90.4,,,9.0,,,,,True,,True,True,True,True,,,True
19039,125,35.0,,,,,58.0,,24.5,0.7,0.0,4.7,,,7.0,-90.0,,,,,-67.0,,-100.5,-124.3,-125.0,-120.3,,,-118.0,,,,,True,,False,False,False,False,,,False
19041,338,56.0,,,,,182.0,,181.8,8.8,70.9,19.5,,,81.0,-282.0,,,,,-156.0,,-156.2,-329.2,-267.1,-318.5,,,-257.0,,,,,True,,True,False,True,False,,,True
19043,335,161.0,,,,,61.0,,103.6,30.2,44.8,63.7,,,167.0,-174.0,,,,,-274.0,,-231.4,-304.8,-290.2,-271.3,,,-168.0,,,,,False,,False,False,False,False,,,True
19045,627,504.0,,,,,349.0,,701.5,286.3,251.4,161.5,,,161.0,-123.0,,,,,-278.0,,74.5,-340.7,-375.6,-465.5,,,-466.0,,,,,False,,True,False,False,False,,,False
19047,492,301.0,,,,,110.0,,303.3,70.4,6.4,19.2,,,0.0,-191.0,,,,,-382.0,,-188.7,-421.6,-485.6,-472.8,,,-492.0,,,,,False,,True,False,False,False,,,False
19049,1121,679.0,,,,,648.0,,787.3,335.1,353.7,338.7,332.6,,372.0,-442.0,,,,,-473.0,,-333.7,-785.9,-767.3,-782.3,-788.4,,-749.0,,,,,False,,True,False,False,False,False,,False
19051,93,98.0,,,,,59.0,,95.5,4.9,38.1,38.7,,,73.0,5.0,,,,,-34.0,,2.5,-88.1,-54.9,-54.3,,,-20.0,,,,,False,,True,False,False,False,,,False
19053,120,42.0,,,,,37.0,,22.1,8.6,,8.6,,,25.0,-78.0,,,,,-83.0,,-97.9,-111.4,,-111.4,,,-95.0,,,,,False,,False,False,,False,,,False
19055,587,168.0,,,,,175.0,,500.1,52.6,152.8,28.6,,,53.0,-419.0,,,,,-412.0,,-86.9,-534.4,-434.2,-558.5,,,-534.0,,,,,True,,True,False,False,False,,,False
19057,911,399.0,,,,,646.0,,614.8,70.9,62.6,86.4,,,262.0,-512.0,,,,,-265.0,,-296.2,-840.1,-848.4,-824.6,,,-649.0,,,,,True,,True,False,False,False,,,False
19059,382,70.0,,,,,114.0,,194.7,2.0,37.9,44.1,,,13.0,-312.0,,,,,-268.0,,-187.3,-380.0,-344.1,-337.9,,,-369.0,,,,,True,,True,False,False,False,,,False
