,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
13091,298,224.0,,,,303.0,,90.5,69.9,109.8,,113.0,-74.0,,,,5.0,,-207.5,-228.1,-188.2,,-185.0,,,,True,,False,False,False,,False
13093,87,96.0,,,,142.0,,0.2,90.7,111.8,,77.0,9.0,,,,55.0,,-86.8,3.7,24.8,,-10.0,,,,False,,False,True,False,,False
13095,304,328.0,,,,1149.0,,25.8,116.6,601.6,,84.0,24.0,,,,845.0,,-278.2,-187.4,297.6,,-220.0,,,,False,,False,False,False,,False
13097,959,712.0,,,,1169.0,,307.9,159.4,591.7,,344.0,-247.0,,,,210.0,,-651.1,-799.6,-367.3,,-615.0,,,,True,,False,False,False,,False
13099,132,152.0,,,,150.0,,1.7,60.0,92.7,,40.0,20.0,,,,18.0,,-130.3,-72.0,-39.3,,-92.0,,,,True,,False,False,False,,False
13101,10,40.0,,,,25.0,,0.6,7.5,30.1,,0.0,30.0,,,,15.0,,-9.4,-2.5,20.1,,-10.0,,,,True,,True,True,True,,True
13103,708,880.0,,,,489.0,,589.7,649.8,635.6,,381.0,172.0,,,,-219.0,,-118.3,-58.2,-72.4,,-327.0,,,,False,,True,True,True,,False
13105,271,512.0,,,,170.0,,132.8,40.9,223.5,,189.0,241.0,,,,-101.0,,-138.2,-230.1,-47.5,,-82.0,,,,True,,True,True,True,,True
13107,396,752.0,,,,370.0,,295.0,547.0,327.8,,137.0,356.0,,,,-26.0,,-101.0,151.0,-68.2,,-259.0,,,,True,,True,True,True,,True
13109,108,176.0,,,,112.0,,0.0,23.7,100.3,,39.0,68.0,,,,4.0,,-108.0,-84.3,-7.7,,-69.0,,,,True,,False,False,True,,False
13111,359,416.0,,,,151.0,,157.4,81.8,354.0,,293.0,57.0,,,,-208.0,,-201.6,-277.2,-5.0,,-66.0,,,,False,,False,False,True,,False
13113,549,480.0,,,,563.0,,698.1,69.7,274.3,,169.0,-69.0,,,,14.0,,149.1,-479.3,-274.7,,-380.0,,,,True,,False,False,False,,False
13115,1619,1872.0,,,,1288.0,,962.8,1045.8,1541.5,,569.0,253.0,,,,-331.0,,-656.2,-573.2,-77.5,,-1050.0,,,,False,,False,False,True,,False
13117,1564,2136.0,,,,1546.0,,717.4,1420.3,1302.8,,1259.0,572.0,,,,-18.0,,-846.6,-143.7,-261.2,,-305.0,,,,True,,False,True,True,,True
13119,356,536.0,,,,272.0,,174.3,34.4,327.9,,243.0,180.0,,,,-84.0,,-181.7,-321.6,-28.1,,-113.0,,,,True,,False,False,True,,True
13121,6115,6344.0,,,,7958.0,,1640.5,2980.0,8635.7,,2423.0,229.0,,,,1843.0,,-4474.5,-3135.0,2520.7,,-3692.0,,,,False,,False,False,False,,False
13123,297,184.0,,,,258.0,,150.7,88.4,400.4,,45.0,-113.0,,,,-39.0,,-146.3,-208.6,103.4,,-252.0,,,,True,,False,False,True,,False
13125,16,8.0,,,,18.0,,,0.8,40.6,,0.0,-8.0,,,,2.0,,,-15.2,24.6,,-16.0,,,,True,,,False,False,,False
13127,617,1248.0,,,,557.0,,21.6,96.6,759.8,,371.0,631.0,,,,-60.0,,-595.4,-520.4,142.8,,-246.0,,,,True,,True,True,True,,True
13129,865,640.0,,,,642.0,,190.0,328.9,569.6,,308.0,-225.0,,,,-223.0,,-675.0,-536.1,-295.4,,-557.0,,,,True,,False,False,False,,False
13131,190,352.0,,,,310.0,,0.8,128.9,473.9,,134.0,162.0,,,,120.0,,-189.2,-61.1,283.9,,-56.0,,,,True,,False,True,False,,True
13133,115,288.0,,,,137.0,,48.3,33.5,195.6,,108.0,173.0,,,,22.0,,-66.7,-81.5,80.6,,-7.0,,,,True,,True,True,True,,True
13135,6083,7056.0,,,,6074.0,,1143.4,1821.6,4384.8,,2678.0,973.0,,,,-9.0,,-4939.6,-4261.4,-1698.2,,-3405.0,,,,True,,False,False,False,,False
13137,508,592.0,,,,506.0,,73.1,191.1,607.8,,292.0,84.0,,,,-2.0,,-434.9,-316.9,99.8,,-216.0,,,,True,,False,False,False,,False
13139,2719,4232.0,,,,2300.0,,2158.9,2723.7,3183.1,,839.0,1513.0,,,,-419.0,,-560.1,4.7,464.1,,-1880.0,,,,True,,True,True,True,,False
13141,53,120.0,,,,28.0,,0.5,12.2,91.6,,19.0,67.0,,,,-25.0,,-52.5,-40.8,38.6,,-34.0,,,,True,,True,True,True,,True
13143,313,256.0,,,,312.0,,267.8,301.1,133.6,,150.0,-57.0,,,,-1.0,,-45.2,-11.9,-179.4,,-163.0,,,,True,,True,True,False,,False
13145,112,160.0,,,,378.0,,71.3,27.4,96.5,,147.0,48.0,,,,266.0,,-40.7,-84.6,-15.5,,35.0,,,,False,,True,False,True,,True
13147,167,224.0,,,,213.0,,179.4,151.1,148.0,,145.0,57.0,,,,46.0,,12.4,-15.9,-19.0,,-22.0,,,,True,,True,True,True,,True
13149,61,80.0,,,,111.0,,62.7,19.9,57.6,,50.0,19.0,,,,50.0,,1.7,-41.1,-3.4,,-11.0,,,,False,,True,False,True,,True
13151,1792,1408.0,,,,1352.0,,839.8,289.6,913.1,,512.0,-384.0,,,,-440.0,,-952.2,-1502.4,-878.9,,-1280.0,,,,False,,False,False,False,,False
13153,979,984.0,,,,1434.0,,1060.0,756.1,396.6,,282.0,5.0,,,,455.0,,81.0,-222.9,-582.4,,-697.0,,,,False,,False,False,False,,False
13155,123,176.0,,,,92.0,,55.8,221.4,88.3,,91.0,53.0,,,,-31.0,,-67.2,98.4,-34.7,,-32.0,,,,True,,False,False,True,,True
13157,817,1376.0,,,,612.0,,726.5,592.6,791.8,,627.0,559.0,,,,-205.0,,-90.5,-224.4,-25.2,,-190.0,,,,True,,True,True,True,,True
13159,61,0.0,,,,124.0,,84.4,19.2,210.3,,0.0,-61.0,,,,63.0,,23.4,-41.8,149.3,,-61.0,,,,False,,True,True,False,,False
13161,149,288.0,,,,125.0,,0.6,58.0,293.5,,43.0,139.0,,,,-24.0,,-148.4,-91.0,144.5,,-106.0,,,,True,,False,True,False,,True
13163,153,448.0,,,,141.0,,1.0,89.2,136.5,,25.0,295.0,,,,-12.0,,-152.0,-63.8,-16.5,,-128.0,,,,True,,True,True,True,,True
13165,130,280.0,,,,138.0,,87.1,48.9,107.0,,49.0,150.0,,,,8.0,,-42.9,-81.1,-23.0,,-81.0,,,,True,,True,True,True,,True
13167,89,368.0,,,,195.0,,79.5,174.5,239.4,,61.0,279.0,,,,106.0,,-9.5,85.5,150.4,,-28.0,,,,True,,True,True,True,,True
13169,176,216.0,,,,209.0,,220.9,67.0,193.0,,38.0,40.0,,,,33.0,,44.9,-109.0,17.0,,-138.0,,,,True,,False,False,True,,False
13171,100,72.0,,,,191.0,,75.1,24.2,77.2,,18.0,-28.0,,,,91.0,,-24.9,-75.8,-22.8,,-82.0,,,,False,,True,False,True,,False
13173,46,224.0,,,,56.0,,1.2,20.3,112.2,,126.0,178.0,,,,10.0,,-44.8,-25.7,66.2,,80.0,,,,True,,True,True,True,,True
13175,644,576.0,,,,586.0,,63.0,194.9,668.8,,164.0,-68.0,,,,-58.0,,-581.0,-449.1,24.8,,-480.0,,,,True,,False,False,True,,False
13177,114,0.0,,,,331.0,,137.8,45.0,57.6,,0.0,-114.0,,,,217.0,,23.8,-69.0,-56.4,,-114.0,,,,False,,True,True,True,,False
13179,343,200.0,,,,485.0,,416.4,53.0,398.5,,67.0,-143.0,,,,142.0,,73.4,-290.0,55.5,,-276.0,,,,True,,True,False,True,,False
13181,37,64.0,,,,35.0,,0.0,9.2,115.4,,20.0,27.0,,,,-2.0,,-37.0,-27.8,78.4,,-17.0,,,,True,,False,False,False,,True
13183,89,80.0,,,,113.0,,130.7,23.2,43.4,,137.0,-9.0,,,,24.0,,41.7,-65.8,-45.6,,48.0,,,,False,,False,False,False,,False
13185,935,1024.0,,,,1247.0,,167.2,131.8,553.9,,548.0,89.0,,,,312.0,,-767.8,-803.2,-381.1,,-387.0,,,,False,,False,False,False,,False
13187,280,680.0,,,,315.0,,211.1,38.9,577.4,,169.0,400.0,,,,35.0,,-68.9,-241.1,297.4,,-111.0,,,,True,,True,True,True,,True
13189,169,152.0,,,,201.0,,0.1,7.3,124.7,,49.0,-17.0,,,,32.0,,-168.9,-161.7,-44.3,,-120.0,,,,False,,False,False,False,,False
13191,54,160.0,,,,23.0,,37.5,36.8,150.9,,134.0,106.0,,,,-31.0,,-16.5,-17.2,96.9,,80.0,,,,True,,True,True,True,,True
13193,46,56.0,,,,228.0,,0.3,13.9,30.5,,17.0,10.0,,,,182.0,,-45.7,-32.1,-15.5,,-29.0,,,,False,,False,False,False,,False
13195,252,232.0,,,,263.0,,163.8,80.4,248.4,,79.0,-20.0,,,,11.0,,-88.2,-171.6,-3.6,,-173.0,,,,True,,False,False,True,,False
13197,28,72.0,,,,87.0,,18.1,3.7,49.6,,98.0,44.0,,,,59.0,,-9.9,-24.3,21.6,,70.0,,,,False,,True,True,True,,False
13199,102,160.0,,,,182.0,,78.2,27.7,116.9,,51.0,58.0,,,,80.0,,-23.8,-74.3,14.9,,-51.0,,,,False,,True,False,True,,True
13201,93,128.0,,,,86.0,,0.0,28.5,106.3,,22.0,35.0,,,,-7.0,,-93.0,-64.5,13.3,,-71.0,,,,True,,False,False,True,,False
13205,132,168.0,,,,265.0,,5.9,52.5,108.9,,97.0,36.0,,,,133.0,,-126.1,-79.5,-23.1,,-35.0,,,,False,,False,False,True,,True
13207,171,112.0,,,,272.0,,75.0,61.2,75.8,,11.0,-59.0,,,,101.0,,-96.0,-109.8,-95.2,,-160.0,,,,False,,False,False,False,,False
13209,156,200.0,,,,84.0,,0.0,148.0,159.1,,78.0,44.0,,,,-72.0,,-156.0,-8.0,3.1,,-78.0,,,,False,,False,True,True,,False
13211,106,184.0,,,,253.0,,101.5,29.6,191.3,,41.0,78.0,,,,147.0,,-4.5,-76.4,85.3,,-65.0,,,,False,,True,True,False,,True
13213,364,192.0,,,,353.0,,105.6,25.9,155.6,,164.0,-172.0,,,,-11.0,,-258.4,-338.1,-208.4,,-200.0,,,,True,,False,False,False,,False
13215,816,1408.0,,,,2295.0,,376.0,444.5,878.0,,727.0,592.0,,,,1479.0,,-440.0,-371.5,62.0,,-89.0,,,,False,,True,True,True,,True
13217,543,784.0,,,,730.0,,376.8,90.0,446.1,,371.0,241.0,,,,187.0,,-166.2,-453.0,-96.9,,-172.0,,,,True,,True,False,True,,True
13219,265,472.0,,,,335.0,,388.9,304.2,323.4,,313.0,207.0,,,,70.0,,123.9,39.2,58.4,,48.0,,,,True,,True,True,True,,True
13221,140,88.0,,,,113.0,,75.5,23.3,103.9,,46.0,-52.0,,,,-27.0,,-64.5,-116.7,-36.1,,-94.0,,,,True,,False,False,True,,False
13223,822,1344.0,,,,1062.0,,896.6,854.9,662.0,,717.0,522.0,,,,240.0,,74.6,32.9,-160.0,,-105.0,,,,True,,True,True,True,,True
13225,219,136.0,,,,286.0,,12.1,25.0,180.8,,19.0,-83.0,,,,67.0,,-206.9,-194.0,-38.2,,-200.0,,,,True,,False,False,True,,False
13227,278,200.0,,,,245.0,,298.2,15.6,145.2,,82.0,-78.0,,,,-33.0,,20.2,-262.4,-132.8,,-196.0,,,,True,,True,False,False,,False
13229,154,192.0,,,,123.0,,52.6,62.8,92.2,,80.0,38.0,,,,-31.0,,-101.4,-91.2,-61.8,,-74.0,,,,True,,False,False,False,,False
13231,107,104.0,,,,161.0,,97.3,13.1,183.8,,119.0,-3.0,,,,54.0,,-9.7,-93.9,76.8,,12.0,,,,False,,False,False,False,,False
13233,473,552.0,,,,517.0,,2.0,55.4,535.6,,115.0,79.0,,,,44.0,,-471.0,-417.6,62.6,,-358.0,,,,True,,False,False,True,,False
13235,97,328.0,,,,71.0,,87.3,883.7,420.1,,92.0,231.0,,,,-26.0,,-9.7,786.7,323.1,,-5.0,,,,True,,True,False,False,,True
13237,180,208.0,,,,215.0,,2.4,27.4,170.4,,22.0,28.0,,,,35.0,,-177.6,-152.6,-9.6,,-158.0,,,,False,,False,False,True,,False
13239,11,0.0,,,,9.0,,,3.2,2.1,,0.0,-11.0,,,,-2.0,,,-7.8,-8.9,,-11.0,,,,True,,,True,True,,False
13241,143,120.0,,,,124.0,,127.5,16.7,42.4,,32.0,-23.0,,,,-19.0,,-15.5,-126.3,-100.6,,-111.0,,,,True,,True,False,False,,False
13243,20,80.0,,,,119.0,,1.1,30.1,166.5,,3.0,60.0,,,,99.0,,-18.9,10.1,146.5,,-17.0,,,,False,,True,True,False,,True
13245,1882,2224.0,,,,2924.0,,61.5,259.3,3487.4,,678.0,342.0,,,,1042.0,,-1820.5,-1622.7,1605.4,,-1204.0,,,,False,,False,False,False,,False
13247,468,536.0,,,,612.0,,340.1,68.8,488.9,,381.0,68.0,,,,144.0,,-127.9,-399.2,20.9,,-87.0,,,,False,,False,False,True,,False
13249,14,24.0,,,,53.0,,,10.2,76.2,,13.0,10.0,,,,39.0,,,-3.8,62.2,,-1.0,,,,False,,,True,False,,True
13251,149,200.0,,,,100.0,,58.6,181.8,93.5,,61.0,51.0,,,,-49.0,,-90.4,32.8,-55.5,,-88.0,,,,True,,False,True,False,,False
13253,102,176.0,,,,138.0,,0.0,14.7,274.4,,29.0,74.0,,,,36.0,,-102.0,-87.3,172.4,,-73.0,,,,True,,False,False,False,,True
13255,420,400.0,,,,552.0,,177.9,203.1,336.0,,171.0,-20.0,,,,132.0,,-242.1,-216.9,-84.0,,-249.0,,,,False,,False,False,False,,False
13257,402,592.0,,,,285.0,,145.1,199.7,475.5,,147.0,190.0,,,,-117.0,,-256.9,-202.3,73.5,,-255.0,,,,True,,False,False,True,,False
13259,199,184.0,,,,148.0,,0.2,62.5,47.9,,0.0,-15.0,,,,-51.0,,-198.8,-136.5,-151.1,,-199.0,,,,False,,False,False,False,,False
13261,86,240.0,,,,355.0,,12.2,148.9,141.5,,74.0,154.0,,,,269.0,,-73.8,62.9,55.5,,-12.0,,,,False,,True,True,True,,True
13263,22,8.0,,,,47.0,,0.0,0.6,16.5,,1.0,-14.0,,,,25.0,,-22.0,-21.4,-5.5,,-21.0,,,,False,,False,False,True,,False
13265,12,0.0,,,,8.0,,,0.7,,,0.0,-12.0,,,,-4.0,,,-11.3,,,-12.0,,,,True,,,True,,,False
13267,246,320.0,,,,438.0,,0.2,89.6,211.6,,158.0,74.0,,,,192.0,,-245.8,-156.4,-34.4,,-88.0,,,,False,,False,False,True,,False
13269,74,88.0,,,,114.0,,51.5,8.1,75.9,,78.0,14.0,,,,40.0,,-22.5,-65.9,1.9,,4.0,,,,False,,False,False,True,,True
13271,157,96.0,,,,200.0,,0.1,40.1,44.1,,40.0,-61.0,,,,43.0,,-156.9,-116.9,-112.9,,-117.0,,,,True,,False,False,False,,False
13273,22,32.0,,,,116.0,,1.1,19.6,26.3,,4.0,10.0,,,,94.0,,-20.9,-2.4,4.3,,-18.0,,,,False,,False,True,True,,False
13275,214,536.0,,,,441.0,,2.8,142.3,504.5,,194.0,322.0,,,,227.0,,-211.2,-71.7,290.5,,-20.0,,,,True,,True,True,True,,True
13277,420,560.0,,,,521.0,,4.7,164.7,252.9,,164.0,140.0,,,,101.0,,-415.3,-255.3,-167.1,,-256.0,,,,True,,False,False,False,,False
13279,378,688.0,,,,389.0,,2.9,106.5,422.2,,96.0,310.0,,,,11.0,,-375.1,-271.6,44.2,,-282.0,,,,True,,False,True,True,,True
13281,236,176.0,,,,38.0,,62.3,61.5,106.9,,58.0,-60.0,,,,-198.0,,-173.7,-174.5,-129.1,,-178.0,,,,False,,False,False,False,,False
13283,97,192.0,,,,84.0,,21.4,115.3,149.9,,35.0,95.0,,,,-13.0,,-75.6,18.3,52.9,,-62.0,,,,True,,True,True,True,,True
13285,440,464.0,,,,840.0,,40.0,848.4,176.3,,139.0,24.0,,,,400.0,,-400.0,408.4,-263.7,,-301.0,,,,False,,False,False,False,,False
13287,56,40.0,,,,74.0,,0.1,32.3,122.6,,26.0,-16.0,,,,18.0,,-55.9,-23.7,66.6,,-30.0,,,,False,,False,False,False,,False
13289,53,32.0,,,,63.0,,0.0,0.9,154.4,,2.0,-21.0,,,,10.0,,-53.0,-52.1,101.4,,-51.0,,,,True,,False,False,False,,False
13291,400,424.0,,,,119.0,,256.9,49.5,415.3,,97.0,24.0,,,,-281.0,,-143.1,-350.5,15.3,,-303.0,,,,False,,False,False,True,,False
13293,168,216.0,,,,269.0,,39.5,73.9,748.7,,424.0,48.0,,,,101.0,,-128.5,-94.1,580.7,,256.0,,,,False,,False,False,False,,False
13295,818,816.0,,,,674.0,,389.9,324.3,1065.6,,467.0,-2.0,,,,-144.0,,-428.1,-493.7,247.6,,-351.0,,,,False,,False,False,False,,False
13297,810,1040.0,,,,687.0,,309.0,219.3,1014.9,,643.0,230.0,,,,-123.0,,-501.0,-590.7,204.9,,-167.0,,,,True,,False,False,True,,True
13299,391,368.0,,,,457.0,,3.7,100.4,179.3,,116.0,-23.0,,,,66.0,,-387.3,-290.6,-211.7,,-275.0,,,,False,,False,False,False,,False
13301,46,48.0,,,,20.0,,0.0,2.8,40.4,,7.0,2.0,,,,-26.0,,-46.0,-43.2,-5.6,,-39.0,,,,False,,False,False,False,,False
13303,170,136.0,,,,263.0,,0.1,22.1,323.3,,45.0,-34.0,,,,93.0,,-169.9,-147.9,153.3,,-125.0,,,,False,,False,False,False,,False
13305,257,432.0,,,,288.0,,1.2,57.8,469.2,,175.0,175.0,,,,31.0,,-255.8,-199.2,212.2,,-82.0,,,,True,,False,False,False,,True
13307,6,16.0,,,,50.0,,,1.8,15.7,,58.0,10.0,,,,44.0,,,-4.2,9.7,,52.0,,,,False,,,True,True,,False
13309,224,72.0,,,,104.0,,0.0,37.8,39.6,,28.0,-152.0,,,,-120.0,,-224.0,-186.2,-184.4,,-196.0,,,,True,,False,False,False,,False
13311,433,640.0,,,,229.0,,285.5,62.2,441.0,,303.0,207.0,,,,-204.0,,-147.5,-370.8,8.0,,-130.0,,,,True,,True,False,True,,True
13313,1540,1152.0,,,,1482.0,,47.8,317.5,728.3,,396.0,-388.0,,,,-58.0,,-1492.2,-1222.5,-811.7,,-1144.0,,,,True,,False,False,False,,False
13315,37,40.0,,,,118.0,,0.5,18.5,60.2,,16.0,3.0,,,,81.0,,-36.5,-18.5,23.2,,-21.0,,,,False,,False,False,False,,False
13317,84,96.0,,,,63.0,,0.0,3.8,37.5,,64.0,12.0,,,,-21.0,,-84.0,-80.2,-46.5,,-20.0,,,,False,,False,False,False,,False
13319,78,72.0,,,,60.0,,0.0,50.8,232.5,,10.0,-6.0,,,,-18.0,,-78.0,-27.2,154.5,,-68.0,,,,False,,False,False,False,,False
13321,105,112.0,,,,192.0,,32.3,42.2,86.6,,67.0,7.0,,,,87.0,,-72.7,-62.8,-18.4,,-38.0,,,,False,,False,False,False,,False
15001,792,1400.0,,,,,,208.1,0.1,555.2,,2382.0,608.0,,,,,,-583.9,-791.9,-236.8,,1590.0,,,,,,True,False,True,,False
15003,4448,10840.0,,,,,,1499.7,3331.0,4733.1,,5736.0,6392.0,,,,,,-2948.3,-1117.0,285.1,,1288.0,,,,,,True,True,True,,True
15005,3,0.0,,,,,,,0.0,,,,-3.0,,,,,,,-3.0,,,,,,,,,,False,,,
15007,9,0.0,,,,,,,3.1,8.9,,2.0,-9.0,,,,,,,-5.9,-0.1,,-7.0,,,,,,,True,True,,True
15009,292,176.0,,,,,,433.4,57.7,121.4,,53.0,-116.0,,,,,,141.4,-234.3,-170.6,,-239.0,,,,,,False,False,False,,False
16001,5915,2648.0,,,,3870.0,,1614.5,29.6,1204.8,,1017.0,-3267.0,,,,-2045.0,,-4300.5,-5885.4,-4710.2,,-4898.0,,,,True,,False,False,False,,False
16003,42,0.0,,,,16.0,,,7.1,2.4,,0.0,-42.0,,,,-26.0,,,-34.9,-39.6,,-42.0,,,,True,,,True,True,,False
16005,2090,240.0,,,,423.0,,717.2,9.3,348.6,,64.0,-1850.0,,,,-1667.0,,-1372.8,-2080.7,-1741.4,,-2026.0,,,,True,,True,False,True,,False
16007,46,8.0,,,,5.0,,,1.9,,,0.0,-38.0,,,,-41.0,,,-44.1,,,-46.0,,,,False,,,False,,,False
16009,64,72.0,,,,87.0,,25.7,1.4,182.5,,15.0,8.0,,,,23.0,,-38.3,-62.6,118.5,,-49.0,,,,False,,False,False,False,,False
16011,1206,96.0,,,,218.0,,381.9,8.1,529.9,,23.0,-1110.0,,,,-988.0,,-824.1,-1197.9,-676.1,,-1183.0,,,,True,,True,False,True,,False
16013,305,16.0,,,,100.0,,21.2,9.3,39.7,,8.0,-289.0,,,,-205.0,,-283.8,-295.7,-265.3,,-297.0,,,,True,,True,False,True,,False
16015,26,16.0,,,,25.0,,,4.0,,,3.0,-10.0,,,,-1.0,,,-22.0,,,-23.0,,,,True,,,False,,,False
16017,302,64.0,,,,188.0,,337.7,7.2,44.0,,20.0,-238.0,,,,-114.0,,35.7,-294.8,-258.0,,-282.0,,,,True,,True,False,False,,False
16019,2835,1312.0,,,,701.0,,1836.3,55.4,515.6,,480.0,-1523.0,,,,-2134.0,,-998.7,-2779.6,-2319.4,,-2355.0,,,,False,,True,False,False,,False
16021,159,8.0,,,,37.0,,,1.4,,,2.0,-151.0,,,,-122.0,,,-157.6,,,-157.0,,,,True,,,False,,,False
16023,88,48.0,,,,5.0,,,5.2,23.2,,16.0,-40.0,,,,-83.0,,,-82.8,-64.8,,-72.0,,,,False,,,False,False,,False
16025,37,0.0,,,,8.0,,,0.1,0.4,,0.0,-37.0,,,,-29.0,,,-36.9,-36.6,,-37.0,,,,True,,,True,True,,False
16027,3003,1648.0,,,,2336.0,,862.0,30.2,650.4,,555.0,-1355.0,,,,-667.0,,-2141.0,-2972.8,-2352.6,,-2448.0,,,,True,,False,False,False,,False
16029,265,16.0,,,,9.0,,,4.9,25.5,,3.0,-249.0,,,,-256.0,,,-260.1,-239.5,,-262.0,,,,False,,,False,True,,False
16031,875,48.0,,,,271.0,,0.0,2.5,32.6,,10.0,-827.0,,,,-604.0,,-875.0,-872.5,-842.4,,-865.0,,,,True,,False,False,False,,False
16033,19,8.0,,,,0.0,,,3.4,,,5.0,-11.0,,,,-19.0,,,-15.6,,,-14.0,,,,False,,,False,,,False
16035,130,8.0,,,,38.0,,,1.3,,,11.0,-122.0,,,,-92.0,,,-128.7,,,-119.0,,,,True,,,False,,,True
16037,55,88.0,,,,3.0,,,23.6,,,22.0,33.0,,,,-52.0,,,-31.4,,,-33.0,,,,False,,,True,,,False
16039,284,120.0,,,,305.0,,304.2,32.6,73.1,,71.0,-164.0,,,,21.0,,20.2,-251.4,-210.9,,-213.0,,,,True,,True,False,False,,False
16041,326,16.0,,,,39.0,,,6.5,21.1,,8.0,-310.0,,,,-287.0,,,-319.4,-304.9,,-318.0,,,,True,,,False,True,,False
16043,379,56.0,,,,24.0,,161.6,7.3,,,31.0,-323.0,,,,-355.0,,-217.4,-371.7,,,-348.0,,,,False,,True,False,,,False
16045,220,152.0,,,,133.0,,99.1,8.7,54.5,,251.0,-68.0,,,,-87.0,,-120.9,-211.3,-165.5,,31.0,,,,False,,False,False,False,,True
16047,391,128.0,,,,141.0,,88.9,8.0,110.1,,49.0,-263.0,,,,-250.0,,-302.1,-383.0,-280.9,,-342.0,,,,True,,False,False,False,,False
16049,337,32.0,,,,62.0,,,2.9,27.4,,103.0,-305.0,,,,-275.0,,,-334.1,-309.6,,-234.0,,,,True,,,False,False,,True
16051,651,232.0,,,,98.0,,300.8,7.1,155.8,,72.0,-419.0,,,,-553.0,,-350.2,-643.9,-495.2,,-579.0,,,,False,,True,False,False,,False
16053,572,168.0,,,,278.0,,0.1,90.8,437.2,,42.0,-404.0,,,,-294.0,,-571.9,-481.2,-134.8,,-530.0,,,,True,,False,False,True,,False
16055,2208,544.0,,,,1144.0,,571.6,51.9,272.5,,138.0,-1664.0,,,,-1064.0,,-1636.4,-2156.1,-1935.5,,-2070.0,,,,True,,True,False,False,,False
16057,732,136.0,,,,421.0,,42.3,7.2,436.5,,15.0,-596.0,,,,-311.0,,-689.7,-724.8,-295.5,,-717.0,,,,True,,False,False,True,,False
16059,215,0.0,,,,11.0,,,5.6,,,0.0,-215.0,,,,-204.0,,,-209.4,,,-215.0,,,,True,,,True,,,False
16061,78,72.0,,,,40.0,,,26.0,,,100.0,-6.0,,,,-38.0,,,-52.0,,,22.0,,,,False,,,False,,,False
16063,169,24.0,,,,40.0,,,1.5,9.3,,5.0,-145.0,,,,-129.0,,,-167.5,-159.7,,-164.0,,,,True,,,False,False,,False
16065,2458,200.0,,,,383.0,,157.0,17.8,58.6,,122.0,-2258.0,,,,-2075.0,,-2301.0,-2440.2,-2399.4,,-2336.0,,,,True,,False,False,False,,False
16067,693,96.0,,,,113.0,,0.0,15.3,143.6,,20.0,-597.0,,,,-580.0,,-693.0,-677.7,-549.4,,-673.0,,,,True,,False,False,True,,False
16069,607,264.0,,,,700.0,,722.2,22.4,391.3,,51.0,-343.0,,,,93.0,,115.2,-584.6,-215.7,,-556.0,,,,True,,True,False,True,,False
16071,42,8.0,,,,8.0,,,1.5,,,1.0,-34.0,,,,-34.0,,,-40.5,,,-41.0,,,,False,,,False,,,False
16073,100,48.0,,,,152.0,,0.0,5.6,65.2,,25.0,-52.0,,,,52.0,,-100.0,-94.4,-34.8,,-75.0,,,,False,,False,False,True,,False
16075,458,488.0,,,,200.0,,201.3,16.9,167.0,,96.0,30.0,,,,-258.0,,-256.7,-441.1,-291.0,,-362.0,,,,False,,False,False,False,,False
16077,245,144.0,,,,32.0,,37.9,24.0,121.1,,60.0,-101.0,,,,-213.0,,-207.1,-221.0,-123.9,,-185.0,,,,False,,False,False,False,,False
16079,90,16.0,,,,63.0,,71.2,1.3,,,2.0,-74.0,,,,-27.0,,-18.8,-88.7,,,-88.0,,,,True,,True,False,,,False
16081,175,24.0,,,,22.0,,0.1,0.8,39.2,,10.0,-151.0,,,,-153.0,,-174.9,-174.2,-135.8,,-165.0,,,,False,,False,False,True,,False
16083,2583,552.0,,,,480.0,,447.4,17.9,330.1,,340.0,-2031.0,,,,-2103.0,,-2135.6,-2565.1,-2252.9,,-2243.0,,,,False,,False,False,False,,False
16085,42,8.0,,,,34.0,,,2.1,50.8,,52.0,-34.0,,,,-8.0,,,-39.9,8.8,,10.0,,,,True,,,False,True,,True
16087,188,200.0,,,,83.0,,92.3,19.3,119.3,,77.0,12.0,,,,-105.0,,-95.7,-168.7,-68.7,,-111.0,,,,False,,False,False,False,,False
17001,1406,400.0,,,,1253.0,,814.1,68.4,261.1,,393.0,-1006.0,,,,-153.0,,-591.9,-1337.6,-1144.9,,-1013.0,,,,True,,True,False,False,,False
17003,103,48.0,,,,25.0,,,25.0,29.0,,36.0,-55.0,,,,-78.0,,,-78.0,-74.0,,-67.0,,,,False,,,False,False,,False
