,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48377,46,7.0,,6.1,,4.0,,,,,,,14.1,,,3.0,,11.3,,2.1,,,0.7,5.4,0.0,16.0,,,,,,,,,0.0,36.0,-39.0,,-39.9,,-42.0,,,,,,,-31.9,,,-43.0,,-34.7,,-43.9,,,-45.3,-40.6,-46.0,-30.0,,,,,,,,,-46.0,-10.0,,False,,False,,,,,,,True,,,False,,True,,False,,,False,False,False,True,,,,,,,,,False,True
48379,11,6.0,,5.8,,4.0,0.0,,,,,,2.2,,,11.0,,20.7,,4.0,,,1.4,3.1,,5.0,4.0,,,,,,,,11.0,5.6,-5.0,,-5.2,,-7.0,-11.0,,,,,,-8.8,,,0.0,,9.7,,-7.0,,,-9.6,-7.9,,-6.0,-7.0,,,,,,,,0.0,-5.4,,False,,False,False,,,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,,,,True,False
48381,600,592.0,,592.5,,592.0,519.0,,,,,,1158.5,,,549.0,,637.9,,229.9,558.0,,638.1,525.5,561.7,801.0,719.0,,,,467.9,769.0,,,254.0,,-8.0,,-7.5,,-8.0,-81.0,,,,,,558.5,,,-51.0,,37.9,,-370.1,-42.0,,38.1,-74.5,-38.3,201.0,119.0,,,,-132.1,169.0,,,-346.0,,,True,,False,False,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,False,False,,,False,
48383,5,3.0,,3.0,,1.0,0.0,,,,,,5.5,,,1.0,,6.1,,1.3,,,1.2,0.5,,,,,,,,,,,7.0,2.1,-2.0,,-2.0,,-4.0,-5.0,,,,,,0.5,,,-4.0,,1.1,,-3.7,,,-3.8,-4.5,,,,,,,,,,,2.0,-2.9,,True,,False,False,,,,,,True,,,False,,True,,False,,,False,False,,,,,,,,,,,False,False
48385,3,15.0,,17.8,,3.0,3.0,,,,,,4.8,,,1.0,,18.0,,1.8,,,,3.5,0.0,,,,,,,,,,7.0,6.5,12.0,,14.8,,0.0,0.0,,,,,,1.8,,,-2.0,,15.0,,-1.2,,,,0.5,-3.0,,,,,,,,,,4.0,3.5,,False,,True,True,,,,,,True,,,True,,False,,True,,,,True,True,,,,,,,,,,True,True
48387,6,15.0,,15.7,,10.0,7.0,,,,,,7.3,,,20.0,,18.6,,5.3,,,4.0,9.8,4.6,14.0,35.0,,,,,,,,30.0,15.6,9.0,,9.7,,4.0,1.0,,,,,,1.3,,,14.0,,12.6,,-0.7,,,-2.0,3.8,-1.4,8.0,29.0,,,,,,,,24.0,9.6,,False,,True,True,,,,,,True,,,False,,False,,True,,,True,True,True,True,False,,,,,,,,False,False
48389,31,16.0,,16.1,,12.0,1.0,,,,,,9.3,,,32.0,,29.1,,11.2,,,4.1,11.6,0.0,21.0,37.0,,,,,,,,24.0,17.1,-15.0,,-14.9,,-19.0,-30.0,,,,,,-21.7,,,1.0,,-1.9,,-19.8,,,-26.9,-19.4,-31.0,-10.0,6.0,,,,,,,,-7.0,-13.9,,True,,False,False,,,,,,False,,,True,,True,,False,,,False,False,False,True,True,,,,,,,,True,True
48391,6,3.0,,3.6,,2.0,0.0,,,,,,11.3,,,2.0,,2.9,,1.4,,,1.0,2.8,0.0,0.0,,,,,,,,,0.0,,-3.0,,-2.4,,-4.0,-6.0,,,,,,5.3,,,-4.0,,-3.1,,-4.7,,,-5.0,-3.2,-6.0,-6.0,,,,,,,,,-6.0,,,True,,False,False,,,,,,False,,,False,,False,,False,,,False,False,False,False,,,,,,,,,False,
48393,1,0.0,,0.3,,0.0,0.0,,,,,,0.2,,,1.0,,2.5,,0.1,,,0.1,0.1,,0.0,,,,,,,,,0.0,,-1.0,,-0.7,,-1.0,-1.0,,,,,,-0.8,,,0.0,,1.5,,-0.9,,,-0.9,-0.9,,-1.0,,,,,,,,,-1.0,,,True,,False,False,,,,,,True,,,True,,False,,True,,,True,True,,False,,,,,,,,,False,
48395,18,15.0,,11.8,,12.0,7.0,,,,,,47.3,,,20.0,,18.1,,10.2,,,7.0,18.2,0.0,33.0,10.0,,,,,,,,0.0,45.8,-3.0,,-6.2,,-6.0,-11.0,,,,,,29.3,,,2.0,,0.1,,-7.8,,,-11.0,0.2,-18.0,15.0,-8.0,,,,,,,,-18.0,27.8,,False,,False,False,,,,,,False,,,True,,True,,False,,,False,True,False,False,False,,,,,,,,False,False
48397,92,104.0,,105.6,,95.0,144.0,,,,,,194.4,,,127.0,,93.5,,65.7,67.5,,66.7,69.7,13.3,111.0,156.0,,,,96.5,,,,59.0,,12.0,,13.6,,3.0,52.0,,,,,,102.4,,,35.0,,1.5,,-26.3,-24.5,,-25.3,-22.3,-78.7,19.0,64.0,,,,4.5,,,,-33.0,,,False,,True,False,,,,,,False,,,False,,True,,False,False,,False,False,False,False,False,,,,True,,,,False,
48399,7,9.0,,10.6,,5.0,3.0,,,,,,25.5,,,7.0,,4.7,,4.8,,,0.7,5.1,0.0,5.0,29.0,,,,,,,,0.0,13.5,2.0,,3.6,,-2.0,-4.0,,,,,,18.5,,,0.0,,-2.3,,-2.2,,,-6.3,-1.9,-7.0,-2.0,22.0,,,,,,,,-7.0,6.5,,False,,False,False,,,,,,False,,,True,,False,,False,,,False,True,False,False,False,,,,,,,,False,False
48401,51,37.0,,35.2,,18.0,17.0,,,,,,11.8,,,113.0,,47.3,,8.8,26.5,,0.5,17.7,0.2,,172.0,,,,,,,,48.0,34.6,-14.0,,-15.8,,-33.0,-34.0,,,,,,-39.2,,,62.0,,-3.7,,-42.2,-24.5,,-50.5,-33.3,-50.8,,121.0,,,,,,,,-3.0,-16.4,,False,,False,False,,,,,,False,,,False,,True,,False,False,,False,False,False,,False,,,,,,,,True,False
48403,10,5.0,,5.0,,3.0,0.0,,,,,,10.4,,,8.0,,5.9,,3.6,,,1.5,1.6,,4.0,10.0,,,,,,,,1.0,,-5.0,,-5.0,,-7.0,-10.0,,,,,,0.4,,,-2.0,,-4.1,,-6.4,,,-8.5,-8.4,,-6.0,0.0,,,,,,,,-9.0,,,True,,False,False,,,,,,True,,,True,,True,,False,,,False,False,,False,True,,,,,,,,False,
48405,7,1.0,,1.0,,1.0,0.0,,,,,,0.5,,,12.0,,7.2,,1.8,,,0.0,0.6,0.0,,,,,,,,,,7.0,,-6.0,,-6.0,,-6.0,-7.0,,,,,,-6.5,,,5.0,,0.2,,-5.2,,,-7.0,-6.4,-7.0,,,,,,,,,,0.0,,,False,,False,False,,,,,,False,,,True,,True,,True,,,False,False,False,,,,,,,,,,True,
48407,6,5.0,,4.2,,4.0,0.0,,,,,,1.5,,,26.0,,20.8,,5.2,,,0.1,2.3,9.5,4.0,5.0,,,,,,,,8.0,3.9,-1.0,,-1.8,,-2.0,-6.0,,,,,,-4.5,,,20.0,,14.8,,-0.8,,,-5.9,-3.7,3.5,-2.0,-1.0,,,,,,,,2.0,-2.1,,False,,False,False,,,,,,False,,,False,,False,,True,,,False,False,False,False,False,,,,,,,,False,False
48409,20,23.0,,23.6,,21.0,21.0,,,,,,89.4,,,29.0,,24.6,,16.1,21.0,,0.3,9.9,0.0,29.0,24.0,,,,20.5,,,,0.0,,3.0,,3.6,,1.0,1.0,,,,,,69.4,,,9.0,,4.6,,-3.9,1.0,,-19.7,-10.1,-20.0,9.0,4.0,,,,0.5,,,,-20.0,,,False,,True,True,,,,,,False,,,False,,False,,False,True,,False,False,False,False,False,,,,True,,,,False,
48411,126,7.0,,4.1,,4.0,0.0,,,,,,7.0,,,5.0,,10.3,,5.7,,,1.7,4.9,0.0,8.0,,,,,,,,,3.0,10.6,-119.0,,-121.9,,-122.0,-126.0,,,,,,-119.0,,,-121.0,,-115.7,,-120.3,,,-124.3,-121.1,-126.0,-118.0,,,,,,,,,-123.0,-115.4,,False,,False,False,,,,,,True,,,False,,True,,False,,,False,False,False,True,,,,,,,,,False,True
48413,0,0.0,,0.0,,0.0,0.0,,,,,,0.4,,,0.0,,4.8,,0.3,,,,0.2,,1.0,,,,,,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,,0.4,,,0.0,,4.8,,0.3,,,,0.2,,1.0,,,,,,,,,1.0,,,True,,True,True,,,,,,False,,,True,,False,,False,,,,False,,False,,,,,,,,,False,
48415,66,117.0,,123.2,,68.0,123.0,,,,,,154.6,,,63.0,,79.2,,15.4,,,63.5,68.1,0.0,109.0,211.0,,,,,,,,0.0,104.8,51.0,,57.2,,2.0,57.0,,,,,,88.6,,,-3.0,,13.2,,-50.6,,,-2.5,2.1,-66.0,43.0,145.0,,,,,,,,-66.0,38.8,,False,,True,False,,,,,,False,,,True,,True,,True,,,True,True,False,True,False,,,,,,,,False,True
48417,1,5.0,,4.5,,1.0,0.0,,,,,,8.5,,,1.0,,8.2,,1.6,,,0.4,1.3,,5.0,,,,,,,,,3.0,,4.0,,3.5,,0.0,-1.0,,,,,,7.5,,,0.0,,7.2,,0.6,,,-0.6,0.3,,4.0,,,,,,,,,2.0,,,True,,True,True,,,,,,False,,,True,,False,,True,,,True,True,,False,,,,,,,,,True,
48419,12,4.0,,0.0,,4.0,8.0,,,,,,2.8,,,39.0,,15.7,,8.6,,,0.6,4.4,0.3,7.0,15.0,,,,,,,,4.0,9.0,-8.0,,-12.0,,-8.0,-4.0,,,,,,-9.2,,,27.0,,3.7,,-3.4,,,-11.4,-7.6,-11.7,-5.0,3.0,,,,,,,,-8.0,-3.0,,False,,False,True,,,,,,False,,,False,,True,,True,,,False,True,False,True,True,,,,,,,,False,True
48421,1,5.0,,4.8,,4.0,0.0,,,,,,5.7,,,6.0,,8.0,,0.6,,,0.9,2.6,,5.0,,,,,,,,,9.0,,4.0,,3.8,,3.0,-1.0,,,,,,4.7,,,5.0,,7.0,,-0.4,,,-0.1,1.6,,4.0,,,,,,,,,8.0,,,True,,True,True,,,,,,False,,,False,,False,,True,,,True,True,,False,,,,,,,,,False,
48423,316,139.0,,140.9,,129.0,129.0,,,,,,116.3,,,390.0,,175.1,,98.3,380.5,,77.9,123.7,71.4,165.0,332.0,,,,112.1,193.0,,,86.0,,-177.0,,-175.1,,-187.0,-187.0,,,,,,-199.7,,,74.0,,-140.9,,-217.7,64.5,,-238.1,-192.3,-244.6,-151.0,16.0,,,,-203.9,-123.0,,,-230.0,,,True,,False,False,,,,,,False,,,True,,True,,False,True,,False,False,False,True,True,,,,False,True,,,False,
48425,4,2.0,,2.0,,2.0,0.0,,,,,,0.8,,,7.0,,15.6,,6.2,,,,1.3,0.0,3.0,,,,,,,,,8.0,,-2.0,,-2.0,,-2.0,-4.0,,,,,,-3.2,,,3.0,,11.6,,2.2,,,,-2.7,-4.0,-1.0,,,,,,,,,4.0,,,True,,False,False,,,,,,False,,,False,,False,,False,,,,False,False,True,,,,,,,,,False,
48427,49,57.0,,46.8,,29.0,7.0,,,,,,166.2,,,135.0,,16.7,,7.8,35.0,,15.2,42.1,0.0,,116.0,,,,61.4,,,,0.0,70.9,8.0,,-2.2,,-20.0,-42.0,,,,,,117.2,,,86.0,,-32.3,,-41.2,-14.0,,-33.8,-6.9,-49.0,,67.0,,,,12.4,,,,-49.0,21.9,,True,,False,False,,,,,,False,,,False,,False,,False,False,,False,True,False,,False,,,,False,,,,False,False
48429,6,9.0,,9.3,,7.0,0.0,,,,,,19.4,,,13.0,,10.0,,4.1,,,2.4,6.5,0.0,10.0,,,,,,,,,4.0,5.6,3.0,,3.3,,1.0,-6.0,,,,,,13.4,,,7.0,,4.0,,-1.9,,,-3.6,0.5,-6.0,4.0,,,,,,,,,-2.0,-0.4,,False,,True,False,,,,,,False,,,False,,False,,True,,,False,True,False,False,,,,,,,,,True,True
48431,8,2.0,,2.1,,1.0,0.0,,,,,,2.7,,,0.0,,14.8,,2.1,,,,1.0,,4.0,,,,,,,,,0.0,5.1,-6.0,,-5.9,,-7.0,-8.0,,,,,,-5.3,,,-8.0,,6.8,,-5.9,,,,-7.0,,-4.0,,,,,,,,,-8.0,-2.9,,True,,False,False,,,,,,True,,,False,,False,,True,,,,False,,True,,,,,,,,,False,True
48433,2,1.0,,1.2,,0.0,0.0,,,,,,4.1,,,0.0,,3.6,,0.7,,,,0.2,,,,,,,,,,,0.0,,-1.0,,-0.8,,-2.0,-2.0,,,,,,2.1,,,-2.0,,1.6,,-1.3,,,,-1.8,,,,,,,,,,,-2.0,,,True,,False,False,,,,,,False,,,False,,False,,False,,,,False,,,,,,,,,,,False,
48435,6,13.0,,12.4,,4.0,0.0,,,,,,21.2,,,1.0,,16.9,,6.2,,,,7.8,0.0,12.0,,,,,,,,,0.0,6.7,7.0,,6.4,,-2.0,-6.0,,,,,,15.2,,,-5.0,,10.9,,0.2,,,,1.8,-6.0,6.0,,,,,,,,,-6.0,0.7,,True,,True,True,,,,,,False,,,True,,False,,True,,,,True,True,True,,,,,,,,,True,True
48437,18,16.0,,14.4,,11.0,0.0,,,,,,20.6,,,20.0,,17.3,,3.9,,,6.2,11.5,5.7,14.0,,,,,,,,,5.0,7.2,-2.0,,-3.6,,-7.0,-18.0,,,,,,2.6,,,2.0,,-0.7,,-14.1,,,-11.8,-6.5,-12.3,-4.0,,,,,,,,,-13.0,-10.8,,False,,False,False,,,,,,False,,,False,,True,,False,,,False,False,False,False,,,,,,,,,False,False
48439,4334,4377.0,,4260.1,3184.4,4319.0,4511.0,,,,,,5120.3,,,3325.0,,3743.8,,2049.9,4063.5,,4756.6,4799.1,6512.7,5561.0,4940.0,,,,3628.5,4494.0,,,4210.0,,43.0,,-73.9,-1149.6,-15.0,177.0,,,,,,786.3,,,-1009.0,,-590.2,,-2284.1,-270.5,,422.6,465.1,2178.7,1227.0,606.0,,,,-705.5,160.0,,,-124.0,,,False,False,True,False,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,False,False,,,False,
48441,349,151.0,,153.7,,155.0,173.0,,,,,,232.0,,,216.0,,113.2,,103.0,281.5,,245.6,233.7,120.7,189.0,169.0,,,,125.8,202.0,,,48.0,84.3,-198.0,,-195.3,,-194.0,-176.0,,,,,,-117.0,,,-133.0,,-235.8,,-246.0,-67.5,,-103.4,-115.3,-228.3,-160.0,-180.0,,,,-223.2,-147.0,,,-301.0,-264.7,,True,,True,True,,,,,,True,,,True,,False,,False,True,,True,True,False,True,True,,,,False,True,,,False,False
48443,0,0.0,,0.1,,0.0,0.0,,,,,,0.1,,,0.0,,19.5,,0.5,,,,0.1,,1.0,,,,,,,,,1.0,1.9,0.0,,0.1,,0.0,0.0,,,,,,0.1,,,0.0,,19.5,,0.5,,,,0.1,,1.0,,,,,,,,,1.0,1.9,,False,,True,True,,,,,,False,,,True,,False,,False,,,,False,,False,,,,,,,,,False,False
48445,133,63.0,,61.5,,62.0,90.0,,,,,,12.6,,,82.0,,175.0,,4.7,,,41.7,57.4,44.8,98.0,97.0,,,,,,,,76.0,25.7,-70.0,,-71.5,,-71.0,-43.0,,,,,,-120.4,,,-51.0,,42.0,,-128.3,,,-91.3,-75.6,-88.2,-35.0,-36.0,,,,,,,,-57.0,-107.3,,False,,False,True,,,,,,False,,,True,,True,,False,,,False,False,False,True,True,,,,,,,,True,False
48447,2,1.0,,1.4,,1.0,0.0,,,,,,0.5,,,1.0,,6.8,,1.0,,,,0.5,,,,,,,,,,,2.0,4.8,-1.0,,-0.6,,-1.0,-2.0,,,,,,-1.5,,,-1.0,,4.8,,-1.0,,,,-1.5,,,,,,,,,,,0.0,2.8,,True,,False,False,,,,,,False,,,False,,False,,True,,,,False,,,,,,,,,,,True,False
48449,28,45.0,,48.3,,36.0,29.0,,,,,,7.4,,,71.0,,52.2,,23.6,43.0,,0.5,9.6,1.0,31.0,69.0,,,,43.7,,,,43.0,39.5,17.0,,20.3,,8.0,1.0,,,,,,-20.6,,,43.0,,24.2,,-4.4,15.0,,-27.5,-18.4,-27.0,3.0,41.0,,,,15.7,,,,15.0,11.5,,False,,True,True,,,,,,False,,,False,,False,,True,True,,False,False,False,True,False,,,,True,,,,True,True
48451,382,328.0,,325.6,,293.0,380.0,,,,,,405.5,,,278.0,,272.9,,59.3,287.5,,296.3,355.8,7.8,368.0,300.0,,,,290.6,,,,0.0,,-54.0,,-56.4,,-89.0,-2.0,,,,,,23.5,,,-104.0,,-109.1,,-322.7,-94.5,,-85.7,-26.2,-374.2,-14.0,-82.0,,,,-91.4,,,,-382.0,,,False,,False,True,,,,,,True,,,False,,False,,False,False,,False,True,False,True,False,,,,False,,,,False,
48453,650,585.0,,626.5,676.0,514.0,490.0,,,,,,662.5,,,1091.0,,537.5,,514.5,621.5,,473.1,598.1,55.8,641.0,468.0,,,,464.8,413.0,,,611.0,718.6,-65.0,,-23.5,26.0,-136.0,-160.0,,,,,,12.5,,,441.0,,-112.5,,-135.5,-28.5,,-176.9,-51.9,-594.2,-9.0,-182.0,,,,-185.2,-237.0,,,-39.0,68.6,,True,True,False,False,,,,,,True,,,False,,False,,False,True,,False,True,False,True,False,,,,False,False,,,True,False
48455,2,6.0,,6.0,,5.0,0.0,,,,,,5.5,,,15.0,,16.0,,2.4,,,0.2,2.1,4.7,4.0,4.0,,,,,,,,6.0,3.7,4.0,,4.0,,3.0,-2.0,,,,,,3.5,,,13.0,,14.0,,0.4,,,-1.8,0.1,2.7,2.0,2.0,,,,,,,,4.0,1.7,,False,,True,True,,,,,,True,,,False,,False,,True,,,True,True,True,True,True,,,,,,,,False,True
48457,13,8.0,,8.3,,7.0,7.0,,,,,,5.0,,,41.0,,20.4,,7.0,,,0.1,4.4,0.0,9.0,13.0,,,,,,,,7.0,,-5.0,,-4.7,,-6.0,-6.0,,,,,,-8.0,,,28.0,,7.4,,-6.0,,,-12.9,-8.6,-13.0,-4.0,0.0,,,,,,,,-6.0,,,True,,False,False,,,,,,False,,,False,,False,,False,,,False,False,False,True,True,,,,,,,,False,
48459,30,27.0,,26.9,,27.0,35.0,,,,,,24.1,,,59.0,,32.6,,27.7,24.0,,10.7,25.1,21.2,37.0,58.0,,,,,,,,32.0,27.9,-3.0,,-3.1,,-3.0,5.0,,,,,,-5.9,,,29.0,,2.6,,-2.3,-6.0,,-19.3,-4.9,-8.8,7.0,28.0,,,,,,,,2.0,-2.1,,False,,False,False,,,,,,False,,,False,,True,,True,False,,False,False,False,False,False,,,,,,,,True,True
48461,1,0.0,,0.0,,0.0,2.0,,,,,,0.5,,,0.0,,18.6,,0.8,,,,1.0,,1.0,,,,,,,,,1.0,8.1,-1.0,,-1.0,,-1.0,1.0,,,,,,-0.5,,,-1.0,,17.6,,-0.2,,,,0.0,,0.0,,,,,,,,,0.0,7.1,,False,,False,False,,,,,,True,,,False,,False,,True,,,,True,,True,,,,,,,,,True,False
48463,13,12.0,,12.3,,7.0,7.0,,,,,,16.9,,,29.0,,20.9,,7.5,,,2.3,6.4,0.0,9.0,0.0,,,,,,,,4.0,21.0,-1.0,,-0.7,,-6.0,-6.0,,,,,,3.9,,,16.0,,7.9,,-5.5,,,-10.7,-6.6,-13.0,-4.0,-13.0,,,,,,,,-9.0,8.0,,True,,False,False,,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,False
48465,136,105.0,,109.0,,81.0,92.0,,,,,,213.1,,,167.0,,75.1,,15.0,70.0,,39.0,61.1,0.0,104.0,29.0,,,,87.7,,,,5.0,57.9,-31.0,,-27.0,,-55.0,-44.0,,,,,,77.1,,,31.0,,-60.9,,-121.0,-66.0,,-97.0,-74.9,-136.0,-32.0,-107.0,,,,-48.3,,,,-131.0,-78.1,,True,,False,False,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,False,,,,False,False
48467,51,16.0,,15.1,,19.0,23.0,,,,,,16.5,,,80.0,,32.4,,21.2,55.5,,5.5,18.6,25.2,29.0,55.0,,,,,,,,15.0,24.6,-35.0,,-35.9,,-32.0,-28.0,,,,,,-34.5,,,29.0,,-18.6,,-29.8,4.5,,-45.5,-32.4,-25.8,-22.0,4.0,,,,,,,,-36.0,-26.4,,False,,True,True,,,,,,True,,,True,,True,,True,True,,False,True,True,True,True,,,,,,,,False,True
48469,54,55.0,,54.9,,50.0,48.0,,,,,,91.0,,,73.0,,56.6,,39.9,52.0,,35.5,43.4,0.9,54.0,56.0,,,,51.7,,,,45.0,59.7,1.0,,0.9,,-4.0,-6.0,,,,,,37.0,,,19.0,,2.6,,-14.1,-2.0,,-18.5,-10.6,-53.1,0.0,2.0,,,,-2.3,,,,-9.0,5.7,,True,,False,False,,,,,,False,,,False,,False,,False,False,,False,False,False,True,False,,,,False,,,,False,False
48471,28,77.0,,64.1,,54.0,33.0,,,,,,117.9,,,166.0,,25.5,,34.4,47.0,,44.7,65.5,0.2,,598.0,,,,72.4,,,,36.0,60.0,49.0,,36.1,,26.0,5.0,,,,,,89.9,,,138.0,,-2.5,,6.4,19.0,,16.7,37.5,-27.8,,570.0,,,,44.4,,,,8.0,32.0,,True,,True,True,,,,,,False,,,False,,True,,True,True,,True,True,True,,False,,,,True,,,,True,True
48473,49,14.0,,16.9,,17.0,14.0,,,,,,25.1,,,57.0,,38.3,,18.7,21.0,,20.4,32.3,0.0,17.0,31.0,,,,,,,,0.0,23.0,-35.0,,-32.1,,-32.0,-35.0,,,,,,-23.9,,,8.0,,-10.7,,-30.3,-28.0,,-28.6,-16.7,-49.0,-32.0,-18.0,,,,,,,,-49.0,-26.0,,True,,True,False,,,,,,True,,,True,,True,,True,True,,True,True,False,True,True,,,,,,,,False,True
48475,17,2.0,,3.3,,3.0,3.0,,,,,,3.6,,,18.0,,18.7,,6.8,,,0.1,2.6,6.2,,7.0,,,,,,,,5.0,8.5,-15.0,,-13.7,,-14.0,-14.0,,,,,,-13.4,,,1.0,,1.7,,-10.2,,,-16.9,-14.4,-10.8,,-10.0,,,,,,,,-12.0,-8.5,,True,,True,True,,,,,,True,,,True,,True,,True,,,False,True,True,,True,,,,,,,,True,True
48477,25,2.0,,0.0,,7.0,14.0,,,,,,10.3,,,44.0,,34.1,,7.7,14.0,,7.4,16.5,2.1,,21.0,,,,,,,,19.0,10.4,-23.0,,-25.0,,-18.0,-11.0,,,,,,-14.7,,,19.0,,9.1,,-17.3,-11.0,,-17.6,-8.5,-22.9,,-4.0,,,,,,,,-6.0,-14.6,,False,,True,True,,,,,,True,,,True,,True,,True,True,,True,True,True,,True,,,,,,,,True,True
48479,402,342.0,,318.4,361.5,325.0,349.0,,,,,,257.3,,,364.0,,359.8,,185.3,276.0,,140.9,244.7,4.8,359.0,163.0,,,,330.4,169.0,,,609.0,359.1,-60.0,,-83.6,-40.5,-77.0,-53.0,,,,,,-144.7,,,-38.0,,-42.2,,-216.7,-126.0,,-261.1,-157.3,-397.2,-43.0,-239.0,,,,-71.6,-233.0,,,207.0,-42.9,,False,True,False,True,,,,,,False,,,True,,True,,False,False,,False,False,False,True,False,,,,False,False,,,False,True
48481,55,7.0,,5.7,,7.0,0.0,,,,,,22.2,,,30.0,,15.9,,8.7,14.0,,8.2,15.5,0.1,13.0,24.0,,,,7.3,,,,0.0,31.3,-48.0,,-49.3,,-48.0,-55.0,,,,,,-32.8,,,-25.0,,-39.1,,-46.3,-41.0,,-46.8,-39.5,-54.9,-42.0,-31.0,,,,-47.7,,,,-55.0,-23.7,,False,,False,False,,,,,,True,,,True,,True,,True,True,,True,True,False,True,True,,,,True,,,,False,True
48483,14,18.0,,18.6,,11.0,7.0,,,,,,29.5,,,13.0,,15.2,,1.6,,,1.0,8.9,,,,,,,,,,,2.0,5.1,4.0,,4.6,,-3.0,-7.0,,,,,,15.5,,,-1.0,,1.2,,-12.4,,,-13.0,-5.1,,,,,,,,,,,-12.0,-8.9,,False,,True,False,,,,,,False,,,True,,True,,False,,,False,False,,,,,,,,,,,False,False
48485,515,625.0,,642.1,,620.0,620.0,,,,,,1129.1,,,255.0,,788.1,,135.9,561.0,,673.0,519.2,455.1,856.0,51.0,,,,499.6,944.0,,,227.0,182.9,110.0,,127.1,,105.0,105.0,,,,,,614.1,,,-260.0,,273.1,,-379.1,46.0,,158.0,4.2,-59.9,341.0,-464.0,,,,-15.4,429.0,,,-288.0,-332.1,,False,,True,True,,,,,,False,,,False,,False,,False,True,,False,True,True,False,False,,,,True,False,,,False,False
48487,48,55.0,,59.7,,48.0,48.0,,,,,,82.8,,,26.0,,79.4,,9.1,,,27.3,31.4,37.3,74.0,21.0,,,,,,,,0.0,34.6,7.0,,11.7,,0.0,0.0,,,,,,34.8,,,-22.0,,31.4,,-38.9,,,-20.7,-16.6,-10.7,26.0,-27.0,,,,,,,,-48.0,-13.4,,False,,True,True,,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,False
