,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
48395,998,345.0,293.0,,,,,252.0,177.7,245.1,,216.0,0.0,,,,,,-653.0,-705.0,,,,,-746.0,-820.3,-752.9,,-782.0,-998.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
48397,3611,3060.0,3293.0,,,,,1867.0,2670.6,1859.5,,1353.5,622.5,,,2630.3,,,-551.0,-318.0,,,,,-1744.0,-940.4,-1751.5,,-2257.5,-2988.5,,,-980.7,,,True,,,,,False,False,False,,False,False,,,False,,
48399,303,535.0,402.0,,,,,177.0,474.2,253.9,,273.0,71.4,,,,,,232.0,99.0,,,,,-126.0,171.2,-49.1,,-30.0,-231.6,,,,,,True,,,,,True,True,True,,True,True,,,,,
48401,901,1005.0,786.0,,,,,1079.0,1235.3,579.2,,694.0,0.0,,,693.6,,,104.0,-115.0,,,,,178.0,334.3,-321.8,,-207.0,-901.0,,,-207.4,,,False,,,,,False,False,False,,False,False,,,False,,
48403,253,95.0,0.0,,,,,164.0,17.0,133.4,,134.0,0.0,,,,,,-158.0,-253.0,,,,,-89.0,-236.0,-119.6,,-119.0,-253.0,,,,,,False,,,,,True,False,True,,True,False,,,,,
48405,50,130.0,51.0,,,,,142.0,129.5,87.2,,108.0,0.0,,,,,,80.0,1.0,,,,,92.0,79.5,37.2,,58.0,-50.0,,,,,,True,,,,,False,True,True,,True,True,,,,,
48407,417,110.0,14.0,,,,,487.0,159.9,155.1,,167.0,0.0,,,,,,-307.0,-403.0,,,,,70.0,-257.1,-261.9,,-250.0,-417.0,,,,,,False,,,,,True,True,True,,True,False,,,,,
48409,817,640.0,159.0,,,,,1179.0,42.4,1290.3,,458.0,0.0,,,587.2,,,-177.0,-658.0,,,,,362.0,-774.6,473.3,,-359.0,-817.0,,,-229.8,,,False,,,,,False,False,False,,False,False,,,False,,
48411,335,125.0,69.0,,,,,122.0,143.1,71.8,,41.0,0.0,,,,,,-210.0,-266.0,,,,,-213.0,-191.9,-263.2,,-294.0,-335.0,,,,,,False,,,,,False,True,False,,False,False,,,,,
48413,51,15.0,0.0,,,,,51.0,5.9,14.3,,24.0,0.0,,,,,,-36.0,-51.0,,,,,0.0,-45.1,-36.7,,-27.0,-51.0,,,,,,False,,,,,True,False,False,,True,False,,,,,
48415,465,430.0,451.0,,,,,287.0,515.3,282.8,,369.0,0.0,,,,,,-35.0,-14.0,,,,,-178.0,50.3,-182.2,,-96.0,-465.0,,,,,,True,,,,,False,False,False,,False,False,,,,,
48417,86,35.0,,,,,,60.0,14.6,24.7,,44.0,0.0,,,,,,-51.0,,,,,,-26.0,-71.4,-61.3,,-42.0,-86.0,,,,,,,,,,,True,False,False,,True,False,,,,,
48419,383,250.0,320.0,,,,,462.0,719.5,178.9,,279.0,0.0,,,,,,-133.0,-63.0,,,,,79.0,336.5,-204.1,,-104.0,-383.0,,,,,,True,,,,,True,False,False,,True,False,,,,,
48421,18,25.0,,,,,,45.0,17.1,16.7,,19.0,0.0,,,,,,7.0,,,,,,27.0,-0.9,-1.3,,1.0,-18.0,,,,,,,,,,,False,True,True,,True,False,,,,,
48423,4920,3530.0,10645.0,,,,,4041.0,6014.8,2172.3,,1666.0,0.1,,,3855.7,1528.0,,-1390.0,5725.0,,,,,-879.0,1094.8,-2747.7,,-3254.0,-4919.9,,,-1064.3,-3392.0,,False,,,,,True,True,False,,False,False,,,True,False,
48425,270,330.0,706.0,,,,,195.0,355.4,170.6,,108.0,0.5,,,,,,60.0,436.0,,,,,-75.0,85.4,-99.4,,-162.0,-269.5,,,,,,False,,,,,False,False,False,,False,False,,,,,
48427,2451,2205.0,1908.0,,,,,1110.0,1514.6,1518.6,,2148.0,632.6,,,1070.9,,,-246.0,-543.0,,,,,-1341.0,-936.4,-932.4,,-303.0,-1818.4,,,-1380.1,,,False,,,,,False,False,False,,False,False,,,False,,
48429,180,90.0,18.0,,,,,391.0,44.7,60.8,,30.0,0.0,,,,,,-90.0,-162.0,,,,,211.0,-135.3,-119.2,,-150.0,-180.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
48431,12,0.0,0.0,,,,,11.0,0.6,4.3,,0.0,2.8,,,,,,-12.0,-12.0,,,,,-1.0,-11.4,-7.7,,-12.0,-9.2,,,,,,False,,,,,True,True,True,,False,True,,,,,
48433,60,75.0,,,,,,20.0,91.9,30.5,,25.0,,,,,,,15.0,,,,,,-40.0,31.9,-29.5,,-35.0,,,,,,,,,,,,False,False,False,,False,,,,,,
48435,80,40.0,,,,,,85.0,17.7,52.5,,30.0,0.0,,,,,,-40.0,,,,,,5.0,-62.3,-27.5,,-50.0,-80.0,,,,,,,,,,,True,False,True,,False,False,,,,,
48437,94,85.0,15.0,,,,,148.0,19.5,70.2,,18.0,0.0,,,,,,-9.0,-79.0,,,,,54.0,-74.5,-23.8,,-76.0,-94.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
48439,69061,71055.0,94670.0,,,,,46177.0,271590.4,42789.0,,74386.5,20882.3,,,55671.1,0.0,,1994.0,25609.0,,,,,-22884.0,202529.4,-26272.0,,5325.5,-48178.7,,,-13389.9,-69061.0,,False,,,,,False,False,False,,False,False,,,False,False,
48441,3420,2905.0,8587.0,,,,,2440.0,1185.0,1501.2,,1440.0,0.1,,,3102.3,2190.0,,-515.0,5167.0,,,,,-980.0,-2235.0,-1918.8,,-1980.0,-3419.9,,,-317.7,-1230.0,,False,,,,,False,False,False,,False,False,,,True,False,
48443,26,0.0,0.0,,,,,15.0,4.8,4.0,,0.0,,,,,,,-26.0,-26.0,,,,,-11.0,-21.2,-22.0,,-26.0,,,,,,,False,,,,,True,True,True,,False,,,,,,
48445,301,200.0,60.0,,,,,222.0,35.2,176.9,,413.0,0.0,,,,,,-101.0,-241.0,,,,,-79.0,-265.8,-124.1,,112.0,-301.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
48447,17,10.0,0.0,,,,,63.0,3.2,9.3,,14.0,,,,,,,-7.0,-17.0,,,,,46.0,-13.8,-7.7,,-3.0,,,,,,,False,,,,,False,False,False,,True,,,,,,
48449,857,805.0,1516.0,,,,,661.0,2726.4,575.6,,879.0,0.0,,,419.8,,,-52.0,659.0,,,,,-196.0,1869.4,-281.4,,22.0,-857.0,,,-437.2,,,False,,,,,False,False,False,,True,False,,,False,,
48451,2940,5615.0,7322.0,,,,,2328.0,7957.0,3094.3,,5733.0,1553.7,,,3972.2,,,2675.0,4382.0,,,,,-612.0,5017.0,154.3,,2793.0,-1386.3,,,1032.2,,,False,,,,,True,False,True,,False,True,,,True,,
48453,20065,16750.0,19417.0,,,,,17315.0,24335.1,19164.1,,22476.5,7006.6,,,18146.8,14028.0,,-3315.0,-648.0,,,,,-2750.0,4270.1,-900.9,,2411.5,-13058.4,,,-1918.2,-6037.0,,True,,,,,True,False,True,,True,False,,,True,False,
48455,248,135.0,301.0,,,,,220.0,158.2,143.6,,146.0,0.0,,,,,,-113.0,53.0,,,,,-28.0,-89.8,-104.4,,-102.0,-248.0,,,,,,True,,,,,True,True,True,,True,False,,,,,
48457,832,265.0,149.0,,,,,656.0,280.7,195.7,,250.0,0.0,,,,,,-567.0,-683.0,,,,,-176.0,-551.3,-636.3,,-582.0,-832.0,,,,,,False,,,,,True,True,False,,False,False,,,,,
48459,1113,1260.0,2615.0,,,,,612.0,3944.9,703.9,,1152.0,142.9,,,,,,147.0,1502.0,,,,,-501.0,2831.9,-409.1,,39.0,-970.1,,,,,,False,,,,,False,False,False,,True,False,,,,,
48461,100,0.0,,,,,,41.0,2.6,23.2,,5.0,0.0,,,,,,-100.0,,,,,,-59.0,-97.4,-76.8,,-95.0,-100.0,,,,,,,,,,,True,True,True,,True,False,,,,,
48463,1357,1355.0,1886.0,,,,,697.0,1996.4,765.5,,1663.0,65.8,,,,,,-2.0,529.0,,,,,-660.0,639.4,-591.5,,306.0,-1291.2,,,,,,False,,,,,False,False,False,,False,False,,,,,
48465,2700,2880.0,3761.0,,,,,1394.0,4163.9,1519.3,,1579.0,645.3,,,1305.9,,,180.0,1061.0,,,,,-1306.0,1463.9,-1180.7,,-1121.0,-2054.7,,,-1394.1,,,False,,,,,False,False,False,,False,False,,,False,,
48467,1190,590.0,2057.0,,,,,911.0,489.7,542.4,,326.0,0.0,,,383.3,,,-600.0,867.0,,,,,-279.0,-700.3,-647.6,,-864.0,-1190.0,,,-806.7,,,False,,,,,True,False,False,,False,False,,,False,,
48469,1700,1250.0,15139.0,,,,,1779.0,3211.3,1082.2,,447.5,0.2,,,1115.7,,,-450.0,13439.0,,,,,79.0,1511.3,-617.8,,-1252.5,-1699.8,,,-584.3,,,False,,,,,True,False,False,,False,False,,,False,,
48471,1904,1510.0,2489.0,,,,,1214.0,981.0,1758.3,,934.0,0.1,,,636.9,,,-394.0,585.0,,,,,-690.0,-923.0,-145.7,,-970.0,-1903.9,,,-1267.1,,,False,,,,,False,False,True,,False,False,,,False,,
48473,1084,685.0,171.0,,,,,884.0,422.5,795.7,,738.0,0.1,,,,,,-399.0,-913.0,,,,,-200.0,-661.5,-288.3,,-346.0,-1083.9,,,,,,False,,,,,True,False,True,,True,False,,,,,
48475,306,0.0,27.0,,,,,201.0,131.5,70.6,,119.0,0.0,,,,,,-306.0,-279.0,,,,,-105.0,-174.5,-235.4,,-187.0,-306.0,,,,,,True,,,,,True,True,True,,True,False,,,,,
48477,1952,645.0,1679.0,,,,,575.0,775.1,475.8,,320.0,56.8,,,,,,-1307.0,-273.0,,,,,-1377.0,-1176.9,-1476.2,,-1632.0,-1895.2,,,,,,True,,,,,False,True,False,,False,False,,,,,
48479,13829,7375.0,9409.0,,,,,6704.0,5705.7,5419.1,,819.5,3325.2,,,4241.5,0.0,,-6454.0,-4420.0,,,,,-7125.0,-8123.3,-8409.9,,-13009.5,-10503.8,,,-9587.5,-13829.0,,True,,,,,False,False,False,,False,False,,,False,False,
48481,1000,750.0,467.0,,,,,782.0,495.8,621.4,,728.5,0.0,,,742.2,,,-250.0,-533.0,,,,,-218.0,-504.2,-378.6,,-271.5,-1000.0,,,-257.8,,,False,,,,,True,False,False,,False,False,,,False,,
48483,89,130.0,5.0,,,,,96.0,161.4,51.0,,107.0,0.0,,,,,,41.0,-84.0,,,,,7.0,72.4,-38.0,,18.0,-89.0,,,,,,False,,,,,True,False,True,,True,False,,,,,
48485,3128,5975.0,15464.0,,,,,3690.0,18491.0,2244.3,,4250.0,1256.3,,,4568.2,3069.0,,2847.0,12336.0,,,,,562.0,15363.0,-883.7,,1122.0,-1871.7,,,1440.2,-59.0,,False,,,,,True,False,True,,True,True,,,True,True,
48487,414,810.0,345.0,,,,,477.0,1762.6,228.0,,145.5,83.5,,,,,,396.0,-69.0,,,,,63.0,1348.6,-186.0,,-268.5,-330.5,,,,,,True,,,,,True,False,True,,True,True,,,,,
48489,548,350.0,534.0,,,,,400.0,366.4,377.9,,305.0,0.1,,,,,,-198.0,-14.0,,,,,-148.0,-181.6,-170.1,,-243.0,-547.9,,,,,,True,,,,,True,True,True,,False,False,,,,,
48491,15228,11300.0,107135.0,,,,,9773.0,12867.0,10428.5,,2794.0,3044.7,,,6582.6,0.0,,-3928.0,91907.0,,,,,-5455.0,-2361.0,-4799.5,,-12434.0,-12183.3,,,-8645.4,-15228.0,,False,,,,,False,True,False,,False,False,,,False,False,
48493,1506,275.0,61.0,,,,,775.0,103.4,703.7,,41.0,0.0,,,596.2,,,-1231.0,-1445.0,,,,,-731.0,-1402.6,-802.3,,-1465.0,-1506.0,,,-909.8,,,False,,,,,True,False,True,,False,False,,,True,,
48495,153,150.0,32.0,,,,,140.0,487.0,69.7,,53.5,0.0,,,,,,-3.0,-121.0,,,,,-13.0,334.0,-83.3,,-99.5,-153.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
48497,2171,2415.0,2178.0,,,,,1730.0,1980.8,1315.6,,971.0,436.3,,,2367.7,,,244.0,7.0,,,,,-441.0,-190.2,-855.4,,-1200.0,-1734.7,,,196.7,,,True,,,,,False,True,False,,False,False,,,True,,
48499,936,670.0,1635.0,,,,,585.0,879.4,431.0,,278.0,0.0,,,,,,-266.0,699.0,,,,,-351.0,-56.6,-505.0,,-658.0,-936.0,,,,,,False,,,,,False,True,False,,False,False,,,,,
48501,73,100.0,69.0,,,,,155.0,11.5,140.4,,148.0,0.0,,,,,,27.0,-4.0,,,,,82.0,-61.5,67.4,,75.0,-73.0,,,,,,True,,,,,False,False,False,,False,False,,,,,
48503,562,265.0,53.0,,,,,544.0,91.1,180.0,,116.0,0.0,,,,,,-297.0,-509.0,,,,,-18.0,-470.9,-382.0,,-446.0,-562.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
48505,588,600.0,436.0,,,,,341.0,592.1,270.9,,377.0,0.1,,,,,,12.0,-152.0,,,,,-247.0,4.1,-317.1,,-211.0,-587.9,,,,,,False,,,,,False,True,False,,False,False,,,,,
48507,753,90.0,0.0,,,,,339.0,24.3,127.1,,28.0,0.0,,,,,,-663.0,-753.0,,,,,-414.0,-728.7,-625.9,,-725.0,-753.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
49001,0,0.0,0.0,,,,,94.0,114.7,0.0,,,,,,,,,0.0,0.0,,,,,94.0,114.7,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49003,0,0.0,0.0,,,,,187.0,941.1,0.0,,,,,,,,,0.0,0.0,,,,,187.0,941.1,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49005,0,0.0,0.0,,,,,1381.0,2040.8,0.0,,,,,,,,,0.0,0.0,,,,,1381.0,2040.8,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49007,0,0.0,0.0,,,,,359.0,266.0,0.0,,,,,,,,,0.0,0.0,,,,,359.0,266.0,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49009,0,0.0,0.0,,,,,13.0,11.6,0.0,,,,,,,,,0.0,0.0,,,,,13.0,11.6,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49011,7224,10190.0,26343.0,,,,,6162.0,8786.4,5509.5,,9856.5,1953.1,,,8300.9,13105.0,,2966.0,19119.0,,,,,-1062.0,1562.4,-1714.5,,2632.5,-5270.9,,,1076.9,5881.0,,False,,,,,True,True,True,,True,False,,,True,False,
49013,0,0.0,0.0,,,,,300.0,308.3,0.0,,,,,,,,,0.0,0.0,,,,,300.0,308.3,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49015,0,0.0,0.0,,,,,118.0,100.1,0.0,,,,,,,,,0.0,0.0,,,,,118.0,100.1,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49017,0,0.0,0.0,,,,,48.0,85.8,0.0,,,,,,,,,0.0,0.0,,,,,48.0,85.8,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49019,0,0.0,0.0,,,,,106.0,100.5,0.0,,,,,,,,,0.0,0.0,,,,,106.0,100.5,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49021,0,0.0,0.0,,,,,355.0,1018.1,0.0,,,,,,,,,0.0,0.0,,,,,355.0,1018.1,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49023,0,0.0,0.0,,,,,254.0,225.5,0.0,,,,,,,,,0.0,0.0,,,,,254.0,225.5,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49025,0,0.0,0.0,,,,,165.0,140.6,0.0,,,,,,,,,0.0,0.0,,,,,165.0,140.6,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49027,0,0.0,0.0,,,,,51.0,246.1,0.0,,,,,,,,,0.0,0.0,,,,,51.0,246.1,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49029,0,0.0,0.0,,,,,127.0,248.8,0.0,,,,,,,,,0.0,0.0,,,,,127.0,248.8,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49031,0,0.0,0.0,,,,,49.0,25.7,0.0,,,,,,,,,0.0,0.0,,,,,49.0,25.7,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49033,0,0.0,0.0,,,,,26.0,38.5,0.0,,,,,,,,,0.0,0.0,,,,,26.0,38.5,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49035,23576,28290.0,45354.0,,,,,27252.0,22339.9,23493.2,,28219.5,2.5,,,22882.8,19730.0,,4714.0,21778.0,,,,,3676.0,-1236.1,-82.8,,4643.5,-23573.5,,,-693.2,-3846.0,,False,,,,,True,True,True,,True,False,,,True,True,
49037,351,275.0,0.0,,,,,107.0,149.9,208.8,,198.0,0.0,,,,,,-76.0,-351.0,,,,,-244.0,-201.1,-142.2,,-153.0,-351.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
49039,0,0.0,0.0,,,,,546.0,668.2,0.0,,,,,,,,,0.0,0.0,,,,,546.0,668.2,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49041,0,0.0,0.0,,,,,454.0,410.8,0.0,,,,,,,,,0.0,0.0,,,,,454.0,410.8,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49043,1398,1400.0,1526.0,,,,,424.0,1342.0,656.7,,1163.0,140.5,,,1131.7,,,2.0,128.0,,,,,-974.0,-56.0,-741.3,,-235.0,-1257.5,,,-266.3,,,False,,,,,False,False,False,,False,False,,,False,,
49045,1435,1685.0,1179.0,,,,,678.0,1583.2,1119.1,,1547.5,249.2,,,778.4,,,250.0,-256.0,,,,,-757.0,148.2,-315.9,,112.5,-1185.8,,,-656.6,,,False,,,,,False,True,False,,True,False,,,False,,
49047,0,0.0,0.0,,,,,347.0,520.1,0.0,,,,,,,,,0.0,0.0,,,,,347.0,520.1,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49049,17523,20975.0,92848.0,,,,,16022.0,13651.5,11486.2,,24279.0,0.4,,,15959.2,19004.0,,3452.0,75325.0,,,,,-1501.0,-3871.5,-6036.8,,6756.0,-17522.6,,,-1563.8,1481.0,,False,,,,,True,False,False,,False,False,,,True,True,
49051,906,1015.0,1265.0,,,,,546.0,762.7,562.3,,624.0,0.8,,,1576.1,,,109.0,359.0,,,,,-360.0,-143.3,-343.7,,-282.0,-905.2,,,670.1,,,False,,,,,False,False,False,,False,False,,,False,,
49053,0,0.0,0.0,,,,,2001.0,3166.6,0.0,,,,,,,,,0.0,0.0,,,,,2001.0,3166.6,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49055,0,0.0,0.0,,,,,55.0,49.9,0.0,,,,,,,,,0.0,0.0,,,,,55.0,49.9,0.0,,,,,,,,,True,,,,,False,False,True,,,,,,,,
49057,0,0.0,25.0,,,,,3605.0,5778.6,0.0,,,,,,,,,0.0,25.0,,,,,3605.0,5778.6,0.0,,,,,,,,,False,,,,,False,False,True,,,,,,,,
50001,327,275.0,1403.0,,,,,249.0,2631.4,309.6,,560.0,3.5,,,,,,-52.0,1076.0,,,,,-78.0,2304.4,-17.4,,233.0,-323.5,,,,,,False,,,,,False,False,True,,False,False,,,,,
50003,667,405.0,384.0,,,,,289.0,462.7,555.0,,404.0,8.1,,,,,,-262.0,-283.0,,,,,-378.0,-204.3,-112.0,,-263.0,-658.9,,,,,,False,,,,,False,True,True,,False,False,,,,,
50005,118,105.0,23.0,,,,,189.0,108.6,193.7,,53.0,0.0,,,,,,-13.0,-95.0,,,,,71.0,-9.4,75.7,,-65.0,-118.0,,,,,,False,,,,,False,True,False,,False,False,,,,,
50007,1478,1180.0,2523.0,,,,,1294.0,1028.1,1386.0,,950.5,0.0,,,1849.5,902.0,,-298.0,1045.0,,,,,-184.0,-449.9,-92.0,,-527.5,-1478.0,,,371.5,-576.0,,False,,,,,True,False,True,,False,False,,,False,False,
50009,56,0.0,0.0,,,,,28.0,0.0,9.5,,29.0,,,,,,,-56.0,-56.0,,,,,-28.0,-56.0,-46.5,,-27.0,,,,,,,False,,,,,True,True,True,,True,,,,,,
50011,324,255.0,219.0,,,,,204.0,278.3,673.4,,147.0,0.0,,,,,,-69.0,-105.0,,,,,-120.0,-45.7,349.4,,-177.0,-324.0,,,,,,False,,,,,False,True,False,,False,False,,,,,
50013,27,20.0,0.0,,,,,25.0,36.6,16.4,,24.0,,,,,,,-7.0,-27.0,,,,,-2.0,9.6,-10.6,,-3.0,,,,,,,False,,,,,True,False,False,,True,,,,,,
50015,133,40.0,8.0,,,,,110.0,26.2,76.7,,2.0,0.0,,,,,,-93.0,-125.0,,,,,-23.0,-106.8,-56.3,,-131.0,-133.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
50017,126,45.0,7.0,,,,,278.0,73.0,89.8,,13.0,0.0,,,,,,-81.0,-119.0,,,,,152.0,-53.0,-36.2,,-113.0,-126.0,,,,,,False,,,,,False,True,True,,False,False,,,,,
50019,87,40.0,6.0,,,,,121.0,38.0,79.4,,6.0,0.0,,,,,,-47.0,-81.0,,,,,34.0,-49.0,-7.6,,-81.0,-87.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
50021,558,365.0,672.0,,,,,516.0,878.2,865.2,,326.0,0.1,,,,,,-193.0,114.0,,,,,-42.0,320.2,307.2,,-232.0,-557.9,,,,,,True,,,,,True,False,False,,False,False,,,,,
50023,408,110.0,10.0,,,,,482.0,217.8,102.1,,76.0,0.0,,,,,,-298.0,-398.0,,,,,74.0,-190.2,-305.9,,-332.0,-408.0,,,,,,False,,,,,True,True,False,,False,False,,,,,
50025,308,470.0,1984.0,,,,,349.0,1636.7,601.9,,364.0,17.4,,,,,,162.0,1676.0,,,,,41.0,1328.7,293.9,,56.0,-290.6,,,,,,False,,,,,True,False,False,,True,False,,,,,
50027,468,305.0,1019.0,,,,,467.0,653.3,611.4,,171.5,8.5,,,,,,-163.0,551.0,,,,,-1.0,185.3,143.4,,-296.5,-459.5,,,,,,False,,,,,True,False,True,,False,False,,,,,
51001,718,485.0,733.0,,,,,312.0,527.3,415.5,,486.0,0.1,,,,,,-233.0,15.0,,,,,-406.0,-190.7,-302.5,,-232.0,-717.9,,,,,,True,,,,,False,True,False,,True,False,,,,,
51003,1173,1290.0,2894.0,,,,,1095.0,1759.0,1340.3,,1111.0,245.6,,,1085.9,,,117.0,1721.0,,,,,-78.0,586.0,167.3,,-62.0,-927.4,,,-87.1,,,False,,,,,True,False,False,,True,False,,,True,,
51005,364,585.0,564.0,,,,,294.0,457.9,271.3,,517.0,20.6,,,,,,221.0,200.0,,,,,-70.0,93.9,-92.7,,153.0,-343.4,,,,,,True,,,,,True,True,True,,True,False,,,,,
51007,320,120.0,12.0,,,,,170.0,74.1,161.3,,31.0,0.0,,,,,,-200.0,-308.0,,,,,-150.0,-245.9,-158.7,,-289.0,-320.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
51009,978,700.0,804.0,,,,,459.0,671.2,523.8,,786.0,45.0,,,,,,-278.0,-174.0,,,,,-519.0,-306.8,-454.2,,-192.0,-933.0,,,,,,True,,,,,False,False,False,,True,False,,,,,
51011,534,490.0,548.0,,,,,256.0,551.5,322.7,,552.0,6.7,,,,,,-44.0,14.0,,,,,-278.0,17.5,-211.3,,18.0,-527.3,,,,,,True,,,,,False,True,False,,True,False,,,,,
51013,3005,3350.0,4536.0,,,,,2138.0,3615.6,3065.9,,3413.0,1156.0,,,2403.7,3732.0,,345.0,1531.0,,,,,-867.0,610.6,60.9,,408.0,-1849.0,,,-601.3,727.0,,False,,,,,False,False,True,,False,False,,,False,False,
51015,1491,2130.0,6229.0,,,,,1452.0,2418.5,1389.8,,1978.0,0.1,,,1060.0,,,639.0,4738.0,,,,,-39.0,927.5,-101.2,,487.0,-1490.9,,,-431.0,,,False,,,,,True,False,True,,True,False,,,True,,
51017,77,210.0,167.0,,,,,74.0,427.4,116.8,,251.0,0.0,,,,,,133.0,90.0,,,,,-3.0,350.4,39.8,,174.0,-77.0,,,,,,True,,,,,True,False,True,,False,True,,,,,
51019,2205,1450.0,2380.0,,,,,1134.0,1379.2,1207.0,,1412.0,218.5,,,1494.1,,,-755.0,175.0,,,,,-1071.0,-825.8,-998.0,,-793.0,-1986.5,,,-710.9,,,True,,,,,False,False,False,,False,False,,,True,,
51021,126,240.0,16.0,,,,,109.0,257.1,41.4,,453.0,0.0,,,,,,114.0,-110.0,,,,,-17.0,131.1,-84.6,,327.0,-126.0,,,,,,True,,,,,True,False,True,,False,False,,,,,
51023,597,585.0,389.0,,,,,451.0,507.0,504.2,,576.0,70.1,,,,,,-12.0,-208.0,,,,,-146.0,-90.0,-92.8,,-21.0,-526.9,,,,,,False,,,,,False,False,False,,False,False,,,,,
51025,482,320.0,663.0,,,,,243.0,858.7,235.7,,287.0,17.1,,,,,,-162.0,181.0,,,,,-239.0,376.7,-246.3,,-195.0,-464.9,,,,,,False,,,,,False,False,False,,False,False,,,,,
51027,312,955.0,2932.0,,,,,400.0,2890.5,497.5,,541.0,54.9,,,,,,643.0,2620.0,,,,,88.0,2578.5,185.5,,229.0,-257.1,,,,,,False,,,,,True,False,True,,True,True,,,,,
51029,491,785.0,507.0,,,,,223.0,1709.1,354.1,,221.0,44.2,,,,,,294.0,16.0,,,,,-268.0,1218.1,-136.9,,-270.0,-446.8,,,,,,True,,,,,True,False,True,,True,False,,,,,
51031,1503,1200.0,1432.0,,,,,962.0,1541.8,861.3,,1349.5,188.0,,,,,,-303.0,-71.0,,,,,-541.0,38.8,-641.7,,-153.5,-1315.0,,,,,,True,,,,,False,True,False,,True,False,,,,,
51033,594,490.0,613.0,,,,,345.0,364.1,449.7,,422.0,42.8,,,,,,-104.0,19.0,,,,,-249.0,-229.9,-144.3,,-172.0,-551.2,,,,,,True,,,,,False,False,False,,False,False,,,,,
51035,507,360.0,79.0,,,,,566.0,196.0,338.9,,225.0,0.0,,,,,,-147.0,-428.0,,,,,59.0,-311.0,-168.1,,-282.0,-507.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
51036,158,85.0,70.0,,,,,84.0,79.8,89.8,,64.0,3.8,,,,,,-73.0,-88.0,,,,,-74.0,-78.2,-68.2,,-94.0,-154.2,,,,,,False,,,,,False,False,True,,False,False,,,,,
51037,288,205.0,369.0,,,,,207.0,276.8,201.2,,198.5,8.3,,,,,,-83.0,81.0,,,,,-81.0,-11.2,-86.8,,-89.5,-279.7,,,,,,True,,,,,True,True,False,,False,False,,,,,
