,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
20065,41,20.0,0.0,,,,,29.0,5.1,11.3,,40.0,0.0,,,,,,-21.0,-41.0,,,,,-12.0,-35.9,-29.7,,-1.0,-41.0,,,,,,False,,,,,True,False,False,,True,False,,,,,
20067,40,55.0,8.0,,,,,151.0,23.6,64.4,,158.0,0.0,,,,,,15.0,-32.0,,,,,111.0,-16.4,24.4,,118.0,-40.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
20069,49,75.0,16.0,,,,,75.0,23.2,54.4,,20.0,0.0,,,,,,26.0,-33.0,,,,,26.0,-25.8,5.4,,-29.0,-49.0,,,,,,False,,,,,False,True,True,,False,False,,,,,
20071,7,30.0,,,,,,36.0,37.6,4.6,,9.0,,,,,,,23.0,,,,,,29.0,30.6,-2.4,,2.0,,,,,,,,,,,,False,False,True,,True,,,,,,
20073,99,355.0,30.0,,,,,167.0,1816.3,80.5,,253.0,0.0,,,,,,256.0,-69.0,,,,,68.0,1717.3,-18.5,,154.0,-99.0,,,,,,True,,,,,True,False,True,,True,True,,,,,
20075,11,30.0,0.0,,,,,59.0,21.1,14.0,,34.0,0.0,,,,,,19.0,-11.0,,,,,48.0,10.1,3.0,,23.0,-11.0,,,,,,True,,,,,False,True,True,,False,True,,,,,
20077,146,150.0,0.0,,,,,120.0,257.5,63.2,,113.0,0.0,,,,,,4.0,-146.0,,,,,-26.0,111.5,-82.8,,-33.0,-146.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
20079,707,1315.0,2225.0,,,,,680.0,1996.4,520.7,,859.0,91.2,,,,,,608.0,1518.0,,,,,-27.0,1289.4,-186.3,,152.0,-615.8,,,,,,False,,,,,True,False,True,,True,False,,,,,
20081,39,40.0,0.0,,,,,72.0,7.3,34.8,,91.0,0.0,,,,,,1.0,-39.0,,,,,33.0,-31.7,-4.2,,52.0,-39.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
20083,23,25.0,0.0,,,,,43.0,298.5,10.2,,24.0,0.0,,,,,,2.0,-23.0,,,,,20.0,275.5,-12.8,,1.0,-23.0,,,,,,False,,,,,False,False,False,,True,False,,,,,
20085,245,240.0,39.0,,,,,269.0,95.2,172.5,,330.0,0.0,,,,,,-5.0,-206.0,,,,,24.0,-149.8,-72.5,,85.0,-245.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
20087,348,595.0,593.0,,,,,392.0,559.8,242.2,,477.5,26.3,,,,,,247.0,245.0,,,,,44.0,211.8,-105.8,,129.5,-321.7,,,,,,True,,,,,True,True,True,,True,False,,,,,
20089,36,115.0,,,,,,38.0,741.4,25.5,,83.0,0.0,,,,,,79.0,,,,,,2.0,705.4,-10.5,,47.0,-36.0,,,,,,,,,,,True,False,True,,True,True,,,,,
20091,11226,14845.0,74928.0,,,,,10316.0,17786.2,7943.0,,12573.0,2696.6,,,13976.1,,,3619.0,63702.0,,,,,-910.0,6560.2,-3283.0,,1347.0,-8529.4,,,2750.1,,,False,,,,,True,False,True,,True,False,,,True,,
20093,42,110.0,21.0,,,,,74.0,63.2,46.3,,115.0,0.0,,,,,,68.0,-21.0,,,,,32.0,21.2,4.3,,73.0,-42.0,,,,,,True,,,,,True,True,True,,False,True,,,,,
20095,143,145.0,23.0,,,,,145.0,107.2,64.6,,184.0,0.0,,,,,,2.0,-120.0,,,,,2.0,-35.8,-78.4,,41.0,-143.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
20097,55,225.0,,,,,,36.0,1225.7,56.5,,43.0,1.8,,,,,,170.0,,,,,,-19.0,1170.7,1.5,,-12.0,-53.2,,,,,,,,,,,True,False,True,,True,True,,,,,
20099,490,1570.0,842.0,,,,,473.0,1783.3,499.0,,1081.5,175.7,,,,,,1080.0,352.0,,,,,-17.0,1293.3,9.0,,591.5,-314.3,,,,,,True,,,,,True,False,True,,True,True,,,,,
20101,14,45.0,,,,,,34.0,153.5,12.1,,39.0,0.0,,,,,,31.0,,,,,,20.0,139.5,-1.9,,25.0,-14.0,,,,,,,,,,,True,False,True,,True,True,,,,,
20103,1260,1475.0,,,,,,1611.0,2036.1,1055.6,,1317.0,0.0,,,1223.3,,,215.0,,,,,,351.0,776.1,-204.4,,57.0,-1260.0,,,-36.7,,,,,,,,False,False,True,,True,False,,,True,,
20105,33,165.0,10.0,,,,,46.0,259.0,41.8,,127.0,6.2,,,,,,132.0,-23.0,,,,,13.0,226.0,8.8,,94.0,-26.8,,,,,,True,,,,,True,False,True,,True,True,,,,,
20107,187,295.0,291.0,,,,,210.0,386.8,97.3,,225.0,8.7,,,,,,108.0,104.0,,,,,23.0,199.8,-89.7,,38.0,-178.3,,,,,,True,,,,,True,False,True,,True,False,,,,,
20109,14,45.0,,,,,,38.0,338.0,11.4,,43.0,0.0,,,,,,31.0,,,,,,24.0,324.0,-2.6,,29.0,-14.0,,,,,,,,,,,True,False,True,,True,True,,,,,
20111,536,745.0,842.0,,,,,873.0,695.6,377.4,,753.0,0.0,,,1017.2,,,209.0,306.0,,,,,337.0,159.6,-158.6,,217.0,-536.0,,,481.2,,,False,,,,,False,True,True,,False,False,,,False,,
20113,616,730.0,86.0,,,,,611.0,412.8,346.0,,877.5,0.0,,,760.4,,,114.0,-530.0,,,,,-5.0,-203.2,-270.0,,261.5,-616.0,,,144.4,,,False,,,,,True,False,False,,False,False,,,False,,
20115,296,385.0,463.0,,,,,262.0,916.3,173.2,,258.0,47.4,,,,,,89.0,167.0,,,,,-34.0,620.3,-122.8,,-38.0,-248.6,,,,,,False,,,,,True,False,False,,True,False,,,,,
20117,238,225.0,53.0,,,,,251.0,188.3,91.9,,215.0,0.0,,,,,,-13.0,-185.0,,,,,13.0,-49.7,-146.1,,-23.0,-238.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
20119,82,80.0,6.0,,,,,61.0,52.3,53.1,,92.0,0.0,,,,,,-2.0,-76.0,,,,,-21.0,-29.7,-28.9,,10.0,-82.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
20121,637,1160.0,2798.0,,,,,706.0,1789.9,619.8,,821.0,104.6,,,,,,523.0,2161.0,,,,,69.0,1152.9,-17.2,,184.0,-532.4,,,,,,False,,,,,True,False,True,,True,False,,,,,
20123,151,90.0,21.0,,,,,119.0,25.3,54.7,,181.0,0.0,,,,,,-61.0,-130.0,,,,,-32.0,-125.7,-96.3,,30.0,-151.0,,,,,,False,,,,,True,False,False,,True,False,,,,,
20125,773,1655.0,1397.0,,,,,844.0,1739.4,778.0,,1110.0,259.2,,,,,,882.0,624.0,,,,,71.0,966.4,5.0,,337.0,-513.8,,,,,,True,,,,,True,False,True,,True,True,,,,,
20127,125,155.0,38.0,,,,,96.0,45.6,72.9,,204.0,0.0,,,,,,30.0,-87.0,,,,,-29.0,-79.4,-52.1,,79.0,-125.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
20129,35,0.0,0.0,,,,,65.0,3.5,14.3,,0.0,0.0,,,,,,-35.0,-35.0,,,,,30.0,-31.5,-20.7,,-35.0,-35.0,,,,,,False,,,,,True,True,True,,False,False,,,,,
20131,76,225.0,37.0,,,,,219.0,188.8,104.9,,318.0,0.0,,,,,,149.0,-39.0,,,,,143.0,112.8,28.9,,242.0,-76.0,,,,,,True,,,,,True,True,True,,False,True,,,,,
20133,418,760.0,771.0,,,,,434.0,1392.3,291.0,,529.0,50.6,,,,,,342.0,353.0,,,,,16.0,974.3,-127.0,,111.0,-367.4,,,,,,False,,,,,True,False,True,,True,False,,,,,
20135,53,0.0,0.0,,,,,34.0,2.9,11.7,,38.0,0.0,,,,,,-53.0,-53.0,,,,,-19.0,-50.1,-41.3,,-15.0,-53.0,,,,,,False,,,,,True,True,True,,True,False,,,,,
20137,23,65.0,,,,,,75.0,43.4,52.6,,98.0,0.0,,,,,,42.0,,,,,,52.0,20.4,29.6,,75.0,-23.0,,,,,,,,,,,False,True,True,,False,True,,,,,
20139,289,360.0,418.0,,,,,315.0,402.8,156.7,,294.0,0.0,,,,,,71.0,129.0,,,,,26.0,113.8,-132.3,,5.0,-289.0,,,,,,False,,,,,True,False,False,,True,False,,,,,
20141,80,160.0,0.0,,,,,49.0,1284.7,48.2,,91.0,10.3,,,,,,80.0,-80.0,,,,,-31.0,1204.7,-31.8,,11.0,-69.7,,,,,,False,,,,,True,False,True,,True,True,,,,,
20143,116,155.0,54.0,,,,,131.0,114.8,72.8,,167.0,0.0,,,,,,39.0,-62.0,,,,,15.0,-1.2,-43.2,,51.0,-116.0,,,,,,False,,,,,True,True,False,,False,False,,,,,
20145,108,290.0,125.0,,,,,113.0,104.0,123.5,,321.0,0.0,,,,,,182.0,17.0,,,,,5.0,-4.0,15.5,,213.0,-108.0,,,,,,True,,,,,True,True,True,,False,True,,,,,
20147,84,120.0,14.0,,,,,81.0,124.5,41.5,,145.0,0.0,,,,,,36.0,-70.0,,,,,-3.0,40.5,-42.5,,61.0,-84.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
20149,422,805.0,1324.0,,,,,626.0,1685.4,428.8,,446.0,113.1,,,,,,383.0,902.0,,,,,204.0,1263.4,6.8,,24.0,-308.9,,,,,,False,,,,,True,False,True,,True,True,,,,,
20151,102,100.0,24.0,,,,,186.0,34.6,69.0,,190.0,0.0,,,,,,-2.0,-78.0,,,,,84.0,-67.4,-33.0,,88.0,-102.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
20153,29,25.0,0.0,,,,,47.0,2.0,19.0,,96.0,0.0,,,,,,-4.0,-29.0,,,,,18.0,-27.0,-10.0,,67.0,-29.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
20155,1086,1585.0,996.0,,,,,1559.0,1177.8,783.2,,2028.5,0.0,,,2464.7,,,499.0,-90.0,,,,,473.0,91.8,-302.8,,942.5,-1086.0,,,1378.7,,,True,,,,,True,True,True,,False,False,,,False,,
20157,72,170.0,27.0,,,,,101.0,96.8,63.9,,242.0,0.0,,,,,,98.0,-45.0,,,,,29.0,24.8,-8.1,,170.0,-72.0,,,,,,True,,,,,True,True,True,,False,True,,,,,
20159,195,435.0,390.0,,,,,208.0,376.6,121.6,,351.0,102.9,,,,,,240.0,195.0,,,,,13.0,181.6,-73.4,,156.0,-92.1,,,,,,True,,,,,True,True,True,,True,True,,,,,
20161,1108,1220.0,3393.0,,,,,1379.0,1093.8,883.5,,1263.0,0.0,,,1109.9,,,112.0,2285.0,,,,,271.0,-14.2,-224.5,,155.0,-1108.0,,,1.9,,,False,,,,,False,True,False,,False,False,,,True,,
20163,81,435.0,53.0,,,,,58.0,2316.7,103.7,,132.0,23.2,,,,,,354.0,-28.0,,,,,-23.0,2235.7,22.7,,51.0,-57.8,,,,,,True,,,,,True,False,True,,True,True,,,,,
20165,80,50.0,0.0,,,,,36.0,24.9,20.6,,77.0,0.0,,,,,,-30.0,-80.0,,,,,-44.0,-55.1,-59.4,,-3.0,-80.0,,,,,,False,,,,,False,False,False,,True,False,,,,,
20167,81,80.0,14.0,,,,,97.0,23.8,38.9,,175.0,0.0,,,,,,-1.0,-67.0,,,,,16.0,-57.2,-42.1,,94.0,-81.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
20169,1180,2600.0,6344.0,,,,,1095.0,2855.7,1101.7,,2114.5,239.4,,,1192.2,,,1420.0,5164.0,,,,,-85.0,1675.7,-78.3,,934.5,-940.6,,,12.2,,,False,,,,,True,False,True,,True,True,,,True,,
20171,50,65.0,7.0,,,,,95.0,190.3,41.0,,109.0,0.0,,,,,,15.0,-43.0,,,,,45.0,140.3,-9.0,,59.0,-50.0,,,,,,False,,,,,False,False,True,,False,False,,,,,
20173,10910,18165.0,63527.0,,,,,8719.0,45459.1,7268.7,,12874.0,3469.2,,,18440.5,,,7255.0,52617.0,,,,,-2191.0,34549.1,-3641.3,,1964.0,-7440.8,,,7530.5,,,False,,,,,True,False,True,,True,False,,,False,,
20175,197,210.0,63.0,,,,,576.0,116.9,303.4,,528.0,0.0,,,179.8,,,13.0,-134.0,,,,,379.0,-80.1,106.4,,331.0,-197.0,,,-17.2,,,False,,,,,False,False,False,,False,False,,,False,,
20177,3601,5255.0,22384.0,,,,,3921.0,10338.4,2630.6,,4237.5,566.1,,,4554.1,1695.0,,1654.0,18783.0,,,,,320.0,6737.4,-970.4,,636.5,-3034.9,,,953.1,-1906.0,,False,,,,,True,False,True,,True,False,,,True,False,
20179,34,90.0,0.0,,,,,35.0,98.8,32.2,,68.0,0.1,,,,,,56.0,-34.0,,,,,1.0,64.8,-1.8,,34.0,-33.9,,,,,,True,,,,,True,False,True,,True,True,,,,,
20181,49,40.0,6.0,,,,,114.0,13.9,39.1,,92.0,0.0,,,,,,-9.0,-43.0,,,,,65.0,-35.1,-9.9,,43.0,-49.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
20183,42,90.0,4.0,,,,,62.0,270.0,25.1,,68.0,0.0,,,,,,48.0,-38.0,,,,,20.0,228.0,-16.9,,26.0,-42.0,,,,,,True,,,,,True,False,True,,True,True,,,,,
20185,44,75.0,5.0,,,,,57.0,98.6,32.0,,68.0,0.0,,,,,,31.0,-39.0,,,,,13.0,54.6,-12.0,,24.0,-44.0,,,,,,False,,,,,True,False,True,,True,False,,,,,
20187,18,10.0,0.0,,,,,32.0,4.6,10.1,,14.0,0.0,,,,,,-8.0,-18.0,,,,,14.0,-13.4,-7.9,,-4.0,-18.0,,,,,,False,,,,,False,False,True,,True,False,,,,,
20189,50,105.0,7.0,,,,,165.0,160.3,49.6,,85.5,0.0,,,,,,55.0,-43.0,,,,,115.0,110.3,-0.4,,35.5,-50.0,,,,,,True,,,,,False,False,True,,True,True,,,,,
20191,610,670.0,526.0,,,,,477.0,717.0,312.7,,596.0,32.0,,,,,,60.0,-84.0,,,,,-133.0,107.0,-297.3,,-14.0,-578.0,,,,,,False,,,,,False,False,False,,True,False,,,,,
20193,128,220.0,27.0,,,,,125.0,428.1,95.9,,115.0,0.0,,,,,,92.0,-101.0,,,,,-3.0,300.1,-32.1,,-13.0,-128.0,,,,,,False,,,,,True,False,True,,True,False,,,,,
20195,89,40.0,,,,,,41.0,12.7,19.7,,76.0,0.0,,,,,,-49.0,,,,,,-48.0,-76.3,-69.3,,-13.0,-89.0,,,,,,,,,,,True,False,False,,True,False,,,,,
20197,168,325.0,145.0,,,,,131.0,2120.5,98.2,,122.0,0.0,,,,,,157.0,-23.0,,,,,-37.0,1952.5,-69.8,,-46.0,-168.0,,,,,,True,,,,,True,False,True,,True,False,,,,,
20199,6,10.0,0.0,,,,,35.0,2.7,6.9,,19.0,0.0,,,,,,4.0,-6.0,,,,,29.0,-3.3,0.9,,13.0,-6.0,,,,,,False,,,,,False,True,True,,False,False,,,,,
20201,63,225.0,10.0,,,,,126.0,1520.5,60.4,,98.0,0.0,,,,,,162.0,-53.0,,,,,63.0,1457.5,-2.6,,35.0,-63.0,,,,,,True,,,,,True,False,True,,True,True,,,,,
20203,29,15.0,0.0,,,,,39.0,6.8,5.8,,34.0,0.0,,,,,,-14.0,-29.0,,,,,10.0,-22.2,-23.2,,5.0,-29.0,,,,,,False,,,,,True,False,False,,True,False,,,,,
20205,193,440.0,253.0,,,,,230.0,375.3,168.0,,379.0,26.4,,,,,,247.0,60.0,,,,,37.0,182.3,-25.0,,186.0,-166.6,,,,,,True,,,,,True,True,True,,True,True,,,,,
20207,71,100.0,0.0,,,,,54.0,1115.4,33.9,,49.0,4.7,,,,,,29.0,-71.0,,,,,-17.0,1044.4,-37.1,,-22.0,-66.3,,,,,,False,,,,,True,False,False,,True,False,,,,,
20209,2522,5175.0,15778.0,,,,,3262.0,5420.5,2926.2,,4238.5,346.3,,,3400.9,,,2653.0,13256.0,,,,,740.0,2898.5,404.2,,1716.5,-2175.7,,,878.9,,,False,,,,,True,False,True,,True,True,,,True,,
21001,257,180.0,22.0,,,,,433.0,39.9,188.9,,113.0,0.0,,,,,,-77.0,-235.0,,,,,176.0,-217.1,-68.1,,-144.0,-257.0,,,,,,False,,,,,False,False,True,,False,False,,,,,
21003,481,500.0,615.0,,,,,525.0,656.4,345.0,,538.0,31.6,,,,,,19.0,134.0,,,,,44.0,175.4,-136.0,,57.0,-449.4,,,,,,False,,,,,False,False,False,,False,False,,,,,
21005,533,400.0,180.0,,,,,395.0,512.2,332.4,,167.0,36.8,,,,,,-133.0,-353.0,,,,,-138.0,-20.8,-200.6,,-366.0,-496.2,,,,,,False,,,,,False,True,False,,False,False,,,,,
21007,76,85.0,10.0,,,,,141.0,90.6,65.0,,15.0,0.0,,,,,,9.0,-66.0,,,,,65.0,14.6,-11.0,,-61.0,-76.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21009,1055,460.0,531.0,,,,,964.0,342.9,489.3,,203.0,0.0,,,351.3,,,-595.0,-524.0,,,,,-91.0,-712.1,-565.7,,-852.0,-1055.0,,,-703.7,,,True,,,,,True,False,True,,False,False,,,False,,
21011,203,125.0,32.0,,,,,235.0,35.2,143.5,,10.0,0.0,,,,,,-78.0,-171.0,,,,,32.0,-167.8,-59.5,,-193.0,-203.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
21013,622,840.0,2179.0,,,,,612.0,1074.5,517.7,,215.0,0.1,,,,,,218.0,1557.0,,,,,-10.0,452.5,-104.3,,-407.0,-621.9,,,,,,False,,,,,True,False,True,,False,False,,,,,
21015,3642,2690.0,9315.0,,,,,2706.0,1891.9,2358.4,,2923.0,0.1,,,2814.9,6299.0,,-952.0,5673.0,,,,,-936.0,-1750.1,-1283.6,,-719.0,-3641.9,,,-827.1,2657.0,,False,,,,,True,False,False,,True,False,,,True,False,
21017,479,665.0,1583.0,,,,,470.0,1491.2,306.5,,505.0,30.4,,,,,,186.0,1104.0,,,,,-9.0,1012.2,-172.5,,26.0,-448.6,,,,,,False,,,,,True,False,True,,True,False,,,,,
21019,1266,1300.0,8294.0,,,,,870.0,3429.7,745.8,,616.5,0.0,,,1792.4,,,34.0,7028.0,,,,,-396.0,2163.7,-520.2,,-649.5,-1266.0,,,526.4,,,False,,,,,False,False,False,,False,False,,,False,,
21021,795,1945.0,4210.0,,,,,600.0,7885.8,844.7,,1488.0,201.1,,,,,,1150.0,3415.0,,,,,-195.0,7090.8,49.7,,693.0,-593.9,,,,,,False,,,,,True,False,True,,True,True,,,,,
21023,182,75.0,16.0,,,,,132.0,28.5,74.0,,15.0,0.0,,,,,,-107.0,-166.0,,,,,-50.0,-153.5,-108.0,,-167.0,-182.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21025,211,480.0,911.0,,,,,238.0,748.7,249.9,,177.0,0.9,,,,,,269.0,700.0,,,,,27.0,537.7,38.9,,-34.0,-210.1,,,,,,False,,,,,True,False,True,,True,True,,,,,
21027,352,265.0,259.0,,,,,284.0,298.1,247.1,,151.0,0.0,,,,,,-87.0,-93.0,,,,,-68.0,-53.9,-104.9,,-201.0,-352.0,,,,,,False,,,,,True,True,False,,False,False,,,,,
21029,1978,1415.0,4137.0,,,,,1382.0,2405.0,786.2,,1879.0,61.8,,,1086.1,,,-563.0,2159.0,,,,,-596.0,427.0,-1191.8,,-99.0,-1916.2,,,-891.9,,,False,,,,,False,True,False,,True,False,,,False,,
21031,396,335.0,246.0,,,,,246.0,502.3,210.9,,258.0,16.7,,,,,,-61.0,-150.0,,,,,-150.0,106.3,-185.1,,-138.0,-379.3,,,,,,False,,,,,False,False,False,,False,False,,,,,
21033,311,140.0,5.0,,,,,271.0,93.3,127.0,,127.0,0.0,,,,,,-171.0,-306.0,,,,,-40.0,-217.7,-184.0,,-184.0,-311.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21035,886,715.0,1440.0,,,,,811.0,1131.3,511.0,,686.0,0.0,,,624.3,,,-171.0,554.0,,,,,-75.0,245.3,-375.0,,-200.0,-886.0,,,-261.7,,,False,,,,,True,False,False,,False,False,,,False,,
21037,2456,1600.0,4069.0,,,,,2009.0,1116.8,1343.9,,1809.5,0.2,,,1694.7,,,-856.0,1613.0,,,,,-447.0,-1339.2,-1112.1,,-646.5,-2455.8,,,-761.3,,,False,,,,,True,False,False,,True,False,,,True,,
21039,79,145.0,68.0,,,,,113.0,479.8,87.7,,123.5,1.4,,,,,,66.0,-11.0,,,,,34.0,400.8,8.7,,44.5,-77.6,,,,,,True,,,,,True,False,True,,True,False,,,,,
21041,290,180.0,24.0,,,,,270.0,1916.7,116.2,,97.0,0.0,,,,,,-110.0,-266.0,,,,,-20.0,1626.7,-173.8,,-193.0,-290.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21043,445,640.0,281.0,,,,,463.0,271.2,492.7,,263.0,0.0,,,,,,195.0,-164.0,,,,,18.0,-173.8,47.7,,-182.0,-445.0,,,,,,True,,,,,True,True,True,,True,False,,,,,
21045,277,140.0,19.0,,,,,272.0,33.2,201.2,,42.0,0.0,,,,,,-137.0,-258.0,,,,,-5.0,-243.8,-75.8,,-235.0,-277.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
21047,1474,1950.0,2770.0,,,,,1435.0,2024.0,1128.7,,2596.5,164.7,,,1683.0,,,476.0,1296.0,,,,,-39.0,550.0,-345.3,,1122.5,-1309.3,,,209.0,,,False,,,,,True,False,True,,False,False,,,True,,
21049,803,330.0,126.0,,,,,652.0,253.3,363.2,,116.0,0.0,,,,,,-473.0,-677.0,,,,,-151.0,-549.7,-439.8,,-687.0,-803.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
21051,563,840.0,1143.0,,,,,432.0,750.1,520.4,,532.0,0.6,,,,,,277.0,580.0,,,,,-131.0,187.1,-42.6,,-31.0,-562.4,,,,,,False,,,,,True,True,True,,True,False,,,,,
21053,403,435.0,91.0,,,,,331.0,233.6,244.1,,341.5,0.0,,,,,,32.0,-312.0,,,,,-72.0,-169.4,-158.9,,-61.5,-403.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21055,156,155.0,39.0,,,,,160.0,208.6,85.3,,49.0,9.9,,,,,,-1.0,-117.0,,,,,4.0,52.6,-70.7,,-107.0,-146.1,,,,,,False,,,,,False,False,False,,False,False,,,,,
21057,204,175.0,24.0,,,,,173.0,120.7,104.1,,56.0,0.0,,,,,,-29.0,-180.0,,,,,-31.0,-83.3,-99.9,,-148.0,-204.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21059,3027,2430.0,2791.0,,,,,1953.0,2065.6,1633.3,,2341.0,0.1,,,1223.4,,,-597.0,-236.0,,,,,-1074.0,-961.4,-1393.7,,-686.0,-3026.9,,,-1803.6,,,True,,,,,False,False,False,,False,False,,,False,,
21061,216,140.0,19.0,,,,,167.0,233.6,111.0,,55.0,0.0,,,,,,-76.0,-197.0,,,,,-49.0,17.6,-105.0,,-161.0,-216.0,,,,,,False,,,,,True,True,False,,False,False,,,,,
21063,105,315.0,7.0,,,,,171.0,1557.0,107.5,,48.0,0.0,,,,,,210.0,-98.0,,,,,66.0,1452.0,2.5,,-57.0,-105.0,,,,,,True,,,,,True,False,True,,True,True,,,,,
21065,220,210.0,107.0,,,,,270.0,159.6,192.2,,121.0,0.0,,,,,,-10.0,-113.0,,,,,50.0,-60.4,-27.8,,-99.0,-220.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21067,6843,5850.0,23547.0,,,,,5440.0,6446.9,3814.5,,11222.5,0.2,,,6679.2,0.0,,-993.0,16704.0,,,,,-1403.0,-396.1,-3028.5,,4379.5,-6842.8,,,-163.8,-6843.0,,False,,,,,False,True,False,,False,False,,,True,False,
21069,268,465.0,960.0,,,,,293.0,1222.7,258.3,,204.0,2.7,,,,,,197.0,692.0,,,,,25.0,954.7,-9.7,,-64.0,-265.3,,,,,,False,,,,,True,False,True,,True,False,,,,,
21071,929,905.0,4299.0,,,,,623.0,2388.9,509.7,,351.0,22.6,,,,,,-24.0,3370.0,,,,,-306.0,1459.9,-419.3,,-578.0,-906.4,,,,,,False,,,,,False,False,False,,False,False,,,,,
21073,1162,600.0,1012.0,,,,,916.0,618.8,610.7,,479.0,0.0,,,478.1,,,-562.0,-150.0,,,,,-246.0,-543.2,-551.3,,-683.0,-1162.0,,,-683.9,,,True,,,,,True,True,True,,False,False,,,False,,
21075,88,85.0,17.0,,,,,135.0,194.1,65.7,,19.0,0.0,,,,,,-3.0,-71.0,,,,,47.0,106.1,-22.3,,-69.0,-88.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21077,164,85.0,5.0,,,,,169.0,253.8,138.5,,40.0,0.0,,,,,,-79.0,-159.0,,,,,5.0,89.8,-25.5,,-124.0,-164.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
21079,337,355.0,549.0,,,,,314.0,404.8,233.2,,186.0,0.0,,,,,,18.0,212.0,,,,,-23.0,67.8,-103.8,,-151.0,-337.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21081,537,370.0,183.0,,,,,496.0,248.0,354.1,,149.0,0.0,,,,,,-167.0,-354.0,,,,,-41.0,-289.0,-182.9,,-388.0,-537.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21083,1028,1165.0,2436.0,,,,,923.0,1587.2,766.8,,1074.5,33.6,,,1090.2,,,137.0,1408.0,,,,,-105.0,559.2,-261.2,,46.5,-994.4,,,62.2,,,False,,,,,True,False,False,,True,False,,,True,,
21085,496,365.0,401.0,,,,,510.0,562.5,307.1,,255.0,0.0,,,,,,-131.0,-95.0,,,,,14.0,66.5,-188.9,,-241.0,-496.0,,,,,,True,,,,,True,True,False,,False,False,,,,,
21087,244,140.0,30.0,,,,,241.0,50.4,164.4,,71.0,0.0,,,,,,-104.0,-214.0,,,,,-3.0,-193.6,-79.6,,-173.0,-244.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
21089,773,1275.0,2563.0,,,,,844.0,2165.4,640.4,,247.0,52.1,,,581.7,,,502.0,1790.0,,,,,71.0,1392.4,-132.6,,-526.0,-720.9,,,-191.3,,,False,,,,,True,False,True,,False,False,,,True,,
21091,286,305.0,470.0,,,,,155.0,921.8,138.8,,197.0,10.4,,,,,,19.0,184.0,,,,,-131.0,635.8,-147.2,,-89.0,-275.6,,,,,,False,,,,,False,False,False,,False,False,,,,,
21093,2029,2570.0,18622.0,,,,,1869.0,7715.7,1585.7,,536.0,435.5,,,2174.0,,,541.0,16593.0,,,,,-160.0,5686.7,-443.3,,-1493.0,-1593.5,,,145.0,,,False,,,,,True,False,True,,False,False,,,True,,
