,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
09011,5153,5812.0,,5848.1,,4939.0,13560.0,,,,,5000.4,12029.1,,,5019.0,10023.2,4881.1,5184.5,,4386.5,5499.6,,,3737.0,3753.4,,,,,,4201.2,2212.0,,,5473.2,3536.2,659.0,,695.1,,-214.0,8407.0,,,,,-152.6,6876.1,,,-134.0,4870.2,-271.9,31.5,,-766.5,346.6,,,-1416.0,-1399.6,,,,,,-951.8,-2941.0,,,320.2,-1616.8,,False,,True,False,,,,,True,False,,,True,False,True,True,,False,True,,,False,False,,,,,,False,False,,,True,False
09013,1720,1640.0,,1543.7,,1591.0,910.0,,,,,2050.2,3399.9,,2154.3,2210.0,3316.1,2138.4,1672.5,,1026.5,1598.7,,,1287.0,1600.8,,,,,,1391.2,520.0,,,1565.4,859.2,-80.0,,-176.3,,-129.0,-810.0,,,,,330.2,1679.9,,434.3,490.0,1596.1,418.4,-47.5,,-693.5,-121.3,,,-433.0,-119.2,,,,,,-328.8,-1200.0,,,-154.6,-860.8,,False,,False,False,,,,,False,False,,False,False,False,False,True,,False,False,,,False,False,,,,,,False,False,,,False,False
09015,2399,3328.0,,3440.2,,2835.0,4049.0,,,,,2694.3,5251.1,,,2147.0,4353.1,2115.8,2978.0,,2794.5,3221.3,,,2081.0,2313.1,,,,,,1883.8,,,,3385.6,1948.5,929.0,,1041.2,,436.0,1650.0,,,,,295.3,2852.1,,,-252.0,1954.1,-283.2,579.0,,395.5,822.3,,,-318.0,-85.9,,,,,,-515.2,,,,986.6,-450.5,,False,,True,False,,,,,True,False,,,True,False,True,True,,True,True,,,True,True,,,,,,True,,,,False,True
10001,2850,3508.0,,3421.5,,3404.0,3699.0,,,,,4265.7,4004.8,,3885.7,2394.0,3574.2,2719.3,3600.0,,3293.0,3569.1,,,2920.0,2338.1,,,,,,1646.0,4051.0,,,3325.7,1745.8,658.0,,571.5,,554.0,849.0,,,,,1415.7,1154.8,,1035.7,-456.0,724.2,-130.7,750.0,,443.0,719.1,,,70.0,-511.9,,,,,,-1204.0,1201.0,,,475.7,-1104.2,,True,,True,False,,,,,False,False,,False,True,False,True,False,,True,False,,,True,True,,,,,,False,False,,,True,False
10003,8364,12244.0,,12337.9,9065.0,10519.0,16322.0,,,,,14257.7,12853.3,,14033.5,8190.0,8476.6,7271.5,10146.0,,10882.0,14697.9,,,8740.0,7714.4,,,,,,10484.3,10605.0,,,14058.7,6562.7,3880.0,,3973.9,701.0,2155.0,7958.0,,,,,5893.7,4489.3,,5669.5,-174.0,112.6,-1092.5,1782.0,,2518.0,6333.9,,,376.0,-649.6,,,,,,2120.3,2241.0,,,5694.7,-1801.3,,False,True,True,False,,,,,False,False,,False,True,True,True,True,,True,False,,,True,True,,,,,,True,True,,,False,True
10005,4113,6596.0,,6112.6,,5966.0,15866.0,,,,,6734.2,7356.9,,10997.4,3183.0,5278.1,3630.4,5424.5,,8096.0,7313.8,,,4996.0,4108.0,,,,,,3444.2,8168.0,,,8336.0,3295.4,2483.0,,1999.6,,1853.0,11753.0,,,,,2621.2,3243.9,,6884.4,-930.0,1165.1,-482.6,1311.5,,3983.0,3200.8,,,883.0,-5.0,,,,,,-668.8,4055.0,,,4223.0,-817.6,,True,,True,False,,,,,False,False,,False,True,True,True,True,,False,False,,,True,True,,,,,,True,False,,,False,True
12001,3872,4800.0,,4835.4,,5139.0,5276.0,,,,,6021.5,8897.2,,10616.9,4383.0,7049.9,2991.3,4831.0,,7261.5,5835.7,,,4076.0,6671.4,,,,,,2886.8,6310.0,,,7020.4,3334.1,928.0,,963.4,,1267.0,1404.0,,,,,2149.5,5025.2,,6744.9,511.0,3177.9,-880.7,959.0,,3389.5,1963.7,,,204.0,2799.4,,,,,,-985.2,2438.0,,,3148.4,-537.9,,False,,False,False,,,,,False,False,,False,True,False,True,False,,False,False,,,True,False,,,,,,False,False,,,False,True
12003,465,556.0,,561.0,,582.0,646.0,,,,,944.0,843.6,,,568.0,619.0,367.8,,,470.0,626.9,,,544.0,548.5,,,,,,424.4,,,,591.8,945.8,91.0,,96.0,,117.0,181.0,,,,,479.0,378.6,,,103.0,154.0,-97.2,,,5.0,161.9,,,79.0,83.5,,,,,,-40.6,,,,126.8,480.8,,False,,False,False,,,,,False,False,,,False,False,False,,,True,False,,,True,True,,,,,,True,,,,False,False
12005,4309,3964.0,,3894.7,,3911.0,7280.0,,,,,4794.3,5536.9,,,4036.0,3830.3,2675.8,4003.0,,3445.0,3741.8,,,3911.0,3055.6,,,,,,3066.0,4086.0,,,7471.1,2180.4,-345.0,,-414.3,,-398.0,2971.0,,,,,485.3,1227.9,,,-273.0,-478.7,-1633.2,-306.0,,-864.0,-567.2,,,-398.0,-1253.4,,,,,,-1243.0,-223.0,,,3162.1,-2128.6,,False,,False,False,,,,,False,False,,,True,False,False,True,,False,False,,,False,False,,,,,,False,True,,,False,False
12007,343,572.0,,673.8,,486.0,70.0,,,,,897.0,977.4,,,486.0,90.3,619.7,,,379.0,586.4,,,549.0,468.4,,,,,,311.0,,,,450.3,430.6,229.0,,330.8,,143.0,-273.0,,,,,554.0,634.4,,,143.0,-252.7,276.7,,,36.0,243.4,,,206.0,125.4,,,,,,-32.0,,,,107.3,87.6,,False,,True,False,,,,,False,False,,,True,False,False,,,True,False,,,True,True,,,,,,True,,,,True,True
12009,6797,9144.0,,9195.9,,9289.0,24989.0,,,,,8497.7,18037.6,,,10773.0,11556.2,6596.9,8720.5,,9101.5,9139.1,,,8712.0,8990.0,,,,,,5491.5,21549.0,,,14788.6,6178.7,2347.0,,2398.9,,2492.0,18192.0,,,,,1700.7,11240.6,,,3976.0,4759.2,-200.1,1923.5,,2304.5,2342.1,,,1915.0,2193.0,,,,,,-1305.5,14752.0,,,7991.6,-618.3,,False,,False,False,,,,,True,False,,,False,False,True,True,,True,True,,,True,True,,,,,,True,False,,,False,True
12011,28948,36232.0,,36657.8,34856.0,37474.0,41890.0,,,,,50485.0,49648.9,,57717.3,31739.0,61524.2,37556.8,36456.5,,38807.0,42519.1,,,33444.0,30881.3,,,,,,31800.2,46605.0,,,45591.9,21606.7,7284.0,,7709.8,5908.0,8526.0,12942.0,,,,,21537.0,20700.9,,28769.3,2791.0,32576.2,8608.8,7508.5,,9859.0,13571.1,,,4496.0,1933.3,,,,,,2852.2,17657.0,,,16643.9,-7341.3,,False,True,False,False,,,,,False,False,,False,True,False,False,False,,False,False,,,True,True,,,,,,True,False,,,False,False
12013,173,440.0,,441.6,,414.0,426.0,,,,,520.7,549.7,,,322.0,443.3,310.2,,,366.0,421.8,,,341.0,299.9,,,,,,,,,,736.5,345.5,267.0,,268.6,,241.0,253.0,,,,,347.7,376.7,,,149.0,270.3,137.2,,,193.0,248.8,,,168.0,126.9,,,,,,,,,,563.5,172.5,,False,,True,True,,,,,False,False,,,True,False,True,,,True,True,,,True,True,,,,,,,,,,False,True
12015,1594,2940.0,,2981.9,,2986.0,5289.0,,,,,3219.6,5851.1,,4027.2,2261.0,3564.7,1908.6,3047.0,,2769.0,2996.0,,,3094.0,2405.9,,,,,,2202.2,3521.0,,,3024.5,2089.2,1346.0,,1387.9,,1392.0,3695.0,,,,,1625.6,4257.1,,2433.2,667.0,1970.7,314.6,1453.0,,1175.0,1402.0,,,1500.0,811.9,,,,,,608.2,1927.0,,,1430.5,495.2,,False,,False,False,,,,,False,False,,False,True,False,True,False,,True,False,,,False,True,,,,,,True,False,,,False,True
12017,1593,2276.0,,2294.5,,2286.0,4713.0,,,,,2672.8,5184.9,,,2442.0,13511.8,1805.1,2282.0,,2241.5,2402.3,,,2393.0,1753.8,,,,,,1394.1,1678.0,,,2158.0,1553.3,683.0,,701.5,,693.0,3120.0,,,,,1079.8,3591.9,,,849.0,11918.8,212.1,689.0,,648.5,809.3,,,800.0,160.8,,,,,,-198.9,85.0,,,565.0,-39.7,,False,,False,False,,,,,False,False,,,False,False,True,False,,True,False,,,False,True,,,,,,True,True,,,True,True
12019,2850,5196.0,,5118.7,,5181.0,8830.0,,,,,4914.2,8132.0,,,4423.0,5196.8,3166.9,5342.5,,5965.5,5220.0,,,4308.0,3379.8,,,,,,3304.2,6426.0,,,6399.2,3930.6,2346.0,,2268.7,,2331.0,5980.0,,,,,2064.2,5282.0,,,1573.0,2346.8,316.9,2492.5,,3115.5,2370.0,,,1458.0,529.8,,,,,,454.2,3576.0,,,3549.2,1080.6,,True,,True,False,,,,,True,False,,,True,False,True,False,,False,False,,,True,True,,,,,,True,False,,,False,True
12021,4150,5572.0,,5611.2,5828.2,5841.0,7753.0,,,,,8769.0,8360.5,,8322.1,4855.0,6991.8,5199.3,5130.0,,5616.0,6215.7,,,5948.0,8016.5,,,,,,4648.9,7362.0,,,5335.5,3198.7,1422.0,,1461.2,1678.2,1691.0,3603.0,,,,,4619.0,4210.5,,4172.1,705.0,2841.8,1049.3,980.0,,1466.0,2065.7,,,1798.0,3866.5,,,,,,498.9,3212.0,,,1185.5,-951.3,,False,False,False,False,,,,,False,False,,False,True,False,True,True,,False,False,,,False,False,,,,,,True,False,,,True,True
12023,875,1456.0,,1496.5,,1497.0,1366.0,,,,,2330.9,1784.6,,,1412.0,1190.3,1021.6,1699.0,,1814.5,1648.3,,,1412.0,1364.1,,,,,,763.7,,,,2534.1,1718.8,581.0,,621.5,,622.0,491.0,,,,,1455.9,909.6,,,537.0,315.3,146.6,824.0,,939.5,773.3,,,537.0,489.1,,,,,,-111.3,,,,1659.1,843.8,,False,,False,True,,,,,False,False,,,True,True,True,False,,False,False,,,True,True,,,,,,True,,,,False,False
12027,379,600.0,,599.8,,562.0,1409.0,,,,,1046.9,962.5,,,469.0,351.1,406.6,583.0,,487.0,649.4,,,629.0,479.7,,,,,,627.9,,,,530.8,369.4,221.0,,220.8,,183.0,1030.0,,,,,667.9,583.5,,,90.0,-27.9,27.6,204.0,,108.0,270.4,,,250.0,100.7,,,,,,248.9,,,,151.8,-9.6,,True,,True,False,,,,,False,False,,,True,True,True,True,,True,False,,,False,True,,,,,,False,,,,True,True
12029,199,236.0,,241.3,,330.0,296.0,,,,,436.9,334.5,,,349.0,617.5,278.6,,,361.5,360.9,,,287.0,290.3,,,,,,,,,,280.9,350.7,37.0,,42.3,,131.0,97.0,,,,,237.9,135.5,,,150.0,418.5,79.6,,,162.5,161.9,,,88.0,91.3,,,,,,,,,,81.9,151.7,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,,,,,,,,,,False,False
12031,14102,27540.0,,28131.4,19578.1,26066.0,26359.0,,,,,28006.7,34904.1,,43837.9,23621.0,25299.9,15814.2,29316.0,,31586.5,27995.7,,,20960.0,19786.6,,,,,,24354.9,33601.0,,,33993.8,17663.7,13438.0,,14029.4,5476.1,11964.0,12257.0,,,,,13904.7,20802.1,,29735.9,9519.0,11197.9,1712.2,15214.0,,17484.5,13893.7,,,6858.0,5684.6,,,,,,10252.9,19499.0,,,19891.8,3561.7,,False,True,True,True,,,,,False,False,,False,True,True,True,False,,False,False,,,True,True,,,,,,True,False,,,False,True
12033,6766,8556.0,,8523.8,6372.7,8539.0,18193.0,,,,,8704.8,10344.3,,,7230.0,11638.5,5511.7,8935.0,,9820.5,8409.9,,,7386.0,6475.4,,,,,,5420.0,11390.0,,,12467.6,5841.9,1790.0,,1757.8,-393.3,1773.0,11427.0,,,,,1938.8,3578.3,,,464.0,4872.5,-1254.3,2169.0,,3054.5,1643.9,,,620.0,-290.6,,,,,,-1346.0,4624.0,,,5701.6,-924.1,,True,True,True,False,,,,,False,False,,,True,False,True,False,,False,True,,,True,True,,,,,,True,False,,,False,True
12035,1199,1620.0,,1620.4,,1665.0,1626.0,,,,,1543.8,3158.0,,,1673.0,3200.3,1321.7,2076.0,,2312.0,1781.8,,,1674.0,1444.6,,,,,,976.9,,,,2826.0,1245.4,421.0,,421.4,,466.0,427.0,,,,,344.8,1959.0,,,474.0,2001.3,122.7,877.0,,1113.0,582.8,,,475.0,245.6,,,,,,-222.1,,,,1627.0,46.4,,False,,False,False,,,,,True,False,,,False,False,True,False,,False,False,,,False,True,,,,,,True,,,,False,True
12037,250,264.0,,258.5,,296.0,550.0,,,,,339.8,304.4,,,220.0,2732.0,163.4,,,426.0,320.4,,,234.0,207.8,,,,,,,,,,435.9,333.1,14.0,,8.5,,46.0,300.0,,,,,89.8,54.4,,,-30.0,2482.0,-86.6,,,176.0,70.4,,,-16.0,-42.2,,,,,,,,,,185.9,83.1,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,,,,,,,,,,False,False
12039,751,1464.0,,1482.1,,1462.0,2487.0,,,,,1534.6,1446.6,,,901.0,2629.9,883.0,1650.5,,2053.0,1584.1,,,1098.0,794.3,,,,,,768.5,,,,2187.8,1002.5,713.0,,731.1,,711.0,1736.0,,,,,783.6,695.6,,,150.0,1878.9,132.0,899.5,,1302.0,833.1,,,347.0,43.3,,,,,,17.5,,,,1436.8,251.5,,False,,True,False,,,,,False,True,,,True,False,True,False,,False,False,,,True,True,,,,,,True,,,,False,True
12041,174,188.0,,187.9,,216.0,120.0,,,,,414.7,360.5,,,289.0,215.2,224.4,,,214.0,256.5,,,231.0,186.4,,,,,,,,,,268.7,185.6,14.0,,13.9,,42.0,-54.0,,,,,240.7,186.5,,,115.0,41.2,50.4,,,40.0,82.5,,,57.0,12.4,,,,,,,,,,94.7,11.6,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,True,,,,,,,,,,False,True
12043,68,112.0,,108.8,,118.0,98.0,,,,,277.0,128.1,,,179.0,69.7,88.8,,,157.0,125.8,,,174.0,121.4,,,,,,,,,,147.0,124.0,44.0,,40.8,,50.0,30.0,,,,,209.0,60.1,,,111.0,1.7,20.8,,,89.0,57.8,,,106.0,53.4,,,,,,,,,,79.0,56.0,,True,,False,True,,,,,False,False,,,False,True,True,,,False,False,,,False,False,,,,,,,,,,False,False
12045,306,372.0,,367.0,,404.0,424.0,,,,,539.6,441.3,,,326.0,426.7,278.9,,,425.0,447.0,,,350.0,272.5,,,,,,,,,,506.8,486.0,66.0,,61.0,,98.0,118.0,,,,,233.6,135.3,,,20.0,120.7,-27.1,,,119.0,141.0,,,44.0,-33.5,,,,,,,,,,200.8,180.0,,True,,False,False,,,,,False,False,,,True,False,True,,,False,False,,,True,True,,,,,,,,,,False,False
12047,176,220.0,,233.7,,221.0,155.0,,,,,476.6,351.5,,,212.0,190.3,325.0,,,188.5,241.1,,,199.0,254.3,,,,,,,,,,288.3,241.5,44.0,,57.7,,45.0,-21.0,,,,,300.6,175.5,,,36.0,14.3,149.0,,,12.5,65.1,,,23.0,78.3,,,,,,,,,,112.3,65.5,,False,,False,True,,,,,False,False,,,True,True,False,,,True,False,,,True,False,,,,,,,,,,False,False
12049,388,424.0,,414.2,,417.0,497.0,,,,,811.1,667.5,,,387.0,448.7,344.3,,,304.0,445.2,,,415.0,428.2,,,,,,197.3,,,,568.8,307.8,36.0,,26.2,,29.0,109.0,,,,,423.1,279.5,,,-1.0,60.7,-43.7,,,-84.0,57.2,,,27.0,40.2,,,,,,-190.7,,,,180.8,-80.2,,True,,True,False,,,,,False,False,,,True,False,False,,,False,False,,,True,False,,,,,,False,,,,False,False
12051,542,832.0,,837.7,,697.0,689.0,,,,,1442.3,1112.3,,,541.0,481.8,797.9,813.5,,645.5,793.6,,,781.0,898.5,,,,,,393.1,,,,1030.5,454.9,290.0,,295.7,,155.0,147.0,,,,,900.3,570.3,,,-1.0,-60.2,255.9,271.5,,103.5,251.6,,,239.0,356.5,,,,,,-148.9,,,,488.5,-87.1,,False,,True,True,,,,,False,False,,,True,True,True,True,,True,True,,,True,False,,,,,,True,,,,False,True
12053,1958,2780.0,,2772.0,,2833.0,3052.0,,,,,3223.4,5794.1,,,3011.0,3601.0,2268.8,2989.0,,2687.0,3208.9,,,2606.0,2287.5,,,,,,2278.2,2504.0,,,4773.7,1995.9,822.0,,814.0,,875.0,1094.0,,,,,1265.4,3836.1,,,1053.0,1643.0,310.8,1031.0,,729.0,1250.9,,,648.0,329.5,,,,,,320.2,546.0,,,2815.7,37.9,,True,,False,False,,,,,False,False,,,False,False,True,False,,True,False,,,True,True,,,,,,True,True,,,False,True
12055,1200,1676.0,,1636.7,,1637.0,4839.0,,,,,1904.0,3323.3,,,1724.0,1756.6,1008.3,1510.0,,1292.0,1632.4,,,1657.0,1399.1,,,,,,1214.6,,,,1733.7,1088.6,476.0,,436.7,,437.0,3639.0,,,,,704.0,2123.3,,,524.0,556.6,-191.7,310.0,,92.0,432.4,,,457.0,199.1,,,,,,14.6,,,,533.7,-111.4,,True,,True,False,,,,,False,False,,,False,False,True,True,,True,True,,,True,True,,,,,,True,,,,False,True
12057,17442,25532.0,,26007.7,25484.4,25264.0,35050.0,,,,,32892.3,35486.8,,39568.9,22392.0,23050.9,19515.4,26821.0,,22786.5,27984.7,,,22286.0,22227.3,,,,,,20913.7,32600.0,,,37823.2,18713.8,8090.0,,8565.7,8042.4,7822.0,17608.0,,,,,15450.3,18044.8,,22126.9,4950.0,5608.9,2073.4,9379.0,,5344.5,10542.7,,,4844.0,4785.3,,,,,,3471.7,15158.0,,,20381.2,1271.8,,False,True,True,False,,,,,False,False,,False,True,True,True,False,,True,False,,,True,True,,,,,,True,False,,,False,True
12059,241,600.0,,602.7,,523.0,507.0,,,,,721.4,807.3,,,516.0,532.1,423.9,,,470.0,502.6,,,501.0,502.9,,,,,,,,,,781.2,392.0,359.0,,361.7,,282.0,266.0,,,,,480.4,566.3,,,275.0,291.1,182.9,,,229.0,261.6,,,260.0,261.9,,,,,,,,,,540.2,151.0,,False,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,,,,,,,,,,False,True
12061,2066,3320.0,,3343.1,,3321.0,5083.0,,,,,3113.2,5142.5,,,2719.0,6127.2,2157.7,4334.0,,4721.5,3212.8,,,2935.0,2095.1,,,,,,2143.8,7944.0,,,4547.3,2540.7,1254.0,,1277.1,,1255.0,3017.0,,,,,1047.2,3076.5,,,653.0,4061.2,91.7,2268.0,,2655.5,1146.8,,,869.0,29.1,,,,,,77.8,5878.0,,,2481.3,474.7,,False,,False,False,,,,,True,False,,,True,False,True,False,,False,True,,,True,True,,,,,,True,False,,,False,True
12063,728,1104.0,,1052.2,,1151.0,1267.0,,,,,1619.6,1602.6,,,987.0,1829.5,759.2,1160.0,,1312.0,1138.1,,,1040.0,1115.8,,,,,,648.2,,,,1490.5,1245.8,376.0,,324.2,,423.0,539.0,,,,,891.6,874.6,,,259.0,1101.5,31.2,432.0,,584.0,410.1,,,312.0,387.8,,,,,,-79.8,,,,762.5,517.8,,True,,False,False,,,,,False,False,,,True,False,True,False,,False,False,,,True,False,,,,,,True,,,,False,False
12065,223,316.0,,318.9,,348.0,,,,,,419.5,383.5,,,216.0,527.9,226.9,,,456.0,373.7,,,267.0,222.0,,,,,,,,,,594.1,441.0,93.0,,95.9,,125.0,,,,,,196.5,160.5,,,-7.0,304.9,3.9,,,233.0,150.7,,,44.0,-1.0,,,,,,,,,,371.1,218.0,,False,,False,,,,,,False,False,,,True,False,True,,,False,False,,,True,True,,,,,,,,,,False,False
12067,80,104.0,,93.0,,144.0,,,,,,455.0,146.8,,,124.0,207.5,100.0,,,110.0,162.6,,,149.0,411.9,,,,,,,,,,231.0,517.4,24.0,,13.0,,64.0,,,,,,375.0,66.8,,,44.0,127.5,20.0,,,30.0,82.6,,,69.0,331.9,,,,,,,,,,151.0,437.4,,True,,False,,,,,,False,False,,,False,False,True,,,False,False,,,False,False,,,,,,,,,,False,False
12069,4876,6544.0,,6529.3,,6936.0,6917.0,,,,,7259.9,9981.5,,10194.9,6577.0,9222.1,6382.4,7580.0,,7136.5,6960.0,,,5879.0,4604.7,,,,,,5538.0,8316.0,,,9090.1,4433.0,1668.0,,1653.3,,2060.0,2041.0,,,,,2383.9,5105.5,,5318.9,1701.0,4346.1,1506.4,2704.0,,2260.5,2084.0,,,1003.0,-271.3,,,,,,662.0,3440.0,,,4214.1,-443.0,,True,,False,False,,,,,False,False,,False,False,False,True,False,,False,False,,,True,True,,,,,,True,False,,,False,True
12071,9201,14024.0,,13864.0,12768.2,13567.0,21917.0,,,,,17025.2,18705.0,,19214.0,10629.0,10971.1,12188.1,13621.5,,14616.0,13869.6,,,12595.0,11197.8,,,,,,11815.2,18349.0,,,23785.3,8711.2,4823.0,,4663.0,3567.2,4366.0,12716.0,,,,,7824.2,9504.0,,10013.0,1428.0,1770.1,2987.1,4420.5,,5415.0,4668.6,,,3394.0,1996.8,,,,,,2614.2,9148.0,,,14584.3,-489.8,,True,True,True,False,,,,,False,False,,False,True,True,True,True,,False,True,,,True,True,,,,,,True,False,,,False,True
12073,5284,7796.0,,7678.4,,7960.0,13381.0,,,,,7673.5,10333.5,,,4670.0,12031.9,3678.3,7540.0,,9538.0,7994.7,,,6007.0,7664.4,,,,,,4674.9,14105.0,,,9672.8,5256.8,2512.0,,2394.4,,2676.0,8097.0,,,,,2389.5,5049.5,,,-614.0,6747.9,-1605.7,2256.0,,4254.0,2710.7,,,723.0,2380.4,,,,,,-609.1,8821.0,,,4388.8,-27.2,,True,,False,False,,,,,True,False,,,True,False,True,True,,False,False,,,True,True,,,,,,True,False,,,False,True
12075,507,848.0,,866.1,,829.0,1843.0,,,,,847.5,1080.2,,,613.0,1478.3,478.1,881.0,,764.0,808.0,,,676.0,809.4,,,,,,,,,,1488.6,546.3,341.0,,359.1,,322.0,1336.0,,,,,340.5,573.2,,,106.0,971.3,-28.9,374.0,,257.0,301.0,,,169.0,302.4,,,,,,,,,,981.6,39.3,,False,,True,False,,,,,True,False,,,True,False,True,False,,True,True,,,True,True,,,,,,,,,,False,True
12077,151,360.0,,354.1,,337.0,0.0,,,,,315.0,322.1,,,143.0,391.2,198.8,,,367.0,363.9,,,226.0,191.9,,,,,,,,,,420.3,283.2,209.0,,203.1,,186.0,-151.0,,,,,164.0,171.1,,,-8.0,240.2,47.8,,,216.0,212.9,,,75.0,40.9,,,,,,,,,,269.3,132.2,,True,,True,True,,,,,True,True,,,True,False,True,,,False,False,,,True,True,,,,,,,,,,False,True
12079,234,264.0,,272.0,,291.0,326.0,,,,,570.4,453.9,,,303.0,266.9,187.2,,,197.0,335.9,,,318.0,360.2,,,,,,,,,,324.6,268.4,30.0,,38.0,,57.0,92.0,,,,,336.4,219.9,,,69.0,32.9,-46.8,,,-37.0,101.9,,,84.0,126.2,,,,,,,,,,90.6,34.4,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,,,,,,,,,,False,False
12081,4793,7272.0,,7217.5,6749.8,7527.0,9631.0,,,,,9123.2,10087.8,,11084.1,5658.0,7600.5,5902.4,7181.0,,8454.5,8190.6,,,7138.0,5715.2,,,,,,6818.7,7744.0,,,7677.8,4982.5,2479.0,,2424.5,1956.8,2734.0,4838.0,,,,,4330.2,5294.8,,6291.1,865.0,2807.5,1109.4,2388.0,,3661.5,3397.6,,,2345.0,922.2,,,,,,2025.7,2951.0,,,2884.8,189.5,,True,True,False,False,,,,,False,False,,False,True,False,True,True,,False,False,,,True,True,,,,,,True,False,,,False,True
12083,5035,7436.0,,7559.3,,8042.0,15550.0,,,,,8008.3,8689.6,,,6319.0,14949.8,5814.9,8412.0,,9863.5,8662.6,,,6646.0,4428.3,,,,,,5703.6,10201.0,,,11292.5,5159.4,2401.0,,2524.3,,3007.0,10515.0,,,,,2973.3,3654.6,,,1284.0,9914.8,779.9,3377.0,,4828.5,3627.6,,,1611.0,-606.7,,,,,,668.6,5166.0,,,6257.5,124.4,,False,,False,False,,,,,False,False,,,True,False,True,False,,False,False,,,True,True,,,,,,True,False,,,False,True
12085,1280,2176.0,,2132.6,,2263.0,4058.0,,,,,3212.7,3196.6,,,2481.0,2115.4,1756.2,2255.0,,2412.5,2386.8,,,2232.0,2576.3,,,,,,2573.2,2235.0,,,2633.7,1327.8,896.0,,852.6,,983.0,2778.0,,,,,1932.7,1916.6,,,1201.0,835.4,476.2,975.0,,1132.5,1106.8,,,952.0,1296.3,,,,,,1293.2,955.0,,,1353.7,47.8,,True,,False,False,,,,,False,False,,,False,True,True,False,,False,False,,,False,False,,,,,,False,False,,,False,True
12086,57926,80292.0,,78571.1,52658.2,79444.0,162207.0,,,,,110045.7,106845.0,,104701.4,73388.0,82687.7,68964.5,79185.0,,81433.5,82165.5,,,64882.0,57134.1,,,,,,55442.8,141119.0,,,,44962.1,22366.0,,20645.1,-5267.8,21518.0,104281.0,,,,,52119.7,48919.0,,46775.4,15462.0,24761.7,11038.5,21259.0,,23507.5,24239.5,,,6956.0,-791.9,,,,,,-2483.2,83193.0,,,,-12963.9,,True,True,True,False,,,,,False,False,,False,True,False,True,True,,False,False,,,True,True,,,,,,True,False,,,,True
