,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
Missouri,8241,11134.0,9088.2,10477.9,10097.0,9297.0,8788.0,,10959.5,9439.0,8960.5,,10034.9,9146.1,,10167.6,11626.0,5767.0,10619.0,9503.6,9776.5,10365.0,6847.0,8240.5,10880.6,11253.7,8996.6,10684.0,8964.0,,8981.9,10781.0,6042.8,,11681.7,10794.2,14834.1,10254.0,8824.0,,2893.0,847.2,2236.9,1856.0,1056.0,547.0,,2718.5,1198.0,719.5,,1793.9,905.1,,1926.6,3385.0,-2474.0,2378.0,1262.6,1535.5,2124.0,-1394.0,-0.5,2639.6,3012.7,755.6,2443.0,723.0,,740.9,2540.0,-2198.2,,3440.7,2553.2,6593.1,2013.0,583.0,,True,True,True,True,True,,True,True,True,,True,True,,True,False,True,True,True,True,True,True,True,True,False,True,True,True,,True,True,True,,False,True,False,True,True,
Montana,1955,2352.0,1914.3,2297.2,1956.0,2187.0,1776.0,,2258.1,1269.0,1773.0,,2697.0,2401.1,,1861.2,2208.0,1414.8,2478.0,1598.4,1937.5,1807.8,1524.0,1721.8,2498.3,2247.5,1966.1,2298.0,2425.0,,1937.6,2352.0,930.9,,2055.1,2690.1,2417.2,2264.0,2250.4,,397.0,-40.7,342.2,1.0,232.0,-179.0,,303.1,-686.0,-182.0,,742.0,446.1,,-93.8,253.0,-540.2,523.0,-356.6,-17.5,-147.2,-431.0,-233.2,543.3,292.5,11.1,343.0,470.0,,-17.4,397.0,-1024.1,,100.1,735.1,462.2,309.0,295.4,,True,True,True,True,True,,True,False,True,,False,False,,True,True,False,False,True,True,True,False,True,False,True,True,True,False,,True,False,False,,True,False,False,True,True,
Nebraska,2851,3716.0,3361.1,3758.5,3341.0,3959.0,3111.0,,4273.3,1595.0,3152.6,,3682.5,3992.4,,3106.1,4278.0,3121.7,3391.0,3985.7,3839.0,3336.2,2226.5,2862.1,4135.0,2961.2,3608.7,4251.0,4320.0,,2937.5,4209.0,1502.3,,4680.7,3551.7,5976.2,3763.0,3070.2,,865.0,510.1,907.5,490.0,1108.0,260.0,,1422.3,-1256.0,301.6,,831.5,1141.4,,255.1,1427.0,270.7,540.0,1134.7,988.0,485.2,-624.5,11.1,1284.0,110.2,757.7,1400.0,1469.0,,86.5,1358.0,-1348.7,,1829.7,700.7,3125.2,912.0,219.2,,True,False,True,False,True,,False,False,True,,True,False,,True,False,True,True,False,False,True,True,True,False,True,True,False,False,,True,False,False,,False,True,False,False,True,
Nevada,6042,7636.0,7522.5,6781.9,6936.0,5936.0,7594.0,,8015.0,6745.0,7465.2,,5518.1,7734.9,,6274.7,7017.0,5560.7,7127.0,7026.5,7037.5,5757.0,5078.5,5766.6,8468.9,9664.1,6273.8,7426.0,5307.0,,6539.9,7275.0,6359.1,,8413.0,6806.5,7563.5,7605.0,6234.8,,1594.0,1480.5,739.9,894.0,-106.0,1552.0,,1973.0,703.0,1423.2,,-523.9,1692.9,,232.7,975.0,-481.3,1085.0,984.5,995.5,-285.0,-963.5,-275.4,2426.9,3622.1,231.8,1384.0,-735.0,,497.9,1233.0,317.1,,2371.0,764.5,1521.5,1563.0,192.8,,True,True,True,True,True,,False,True,True,,True,False,,True,True,True,True,True,True,True,True,True,False,False,True,True,True,,True,True,True,,False,True,True,True,True,
New Hampshire,2699,3786.0,4468.8,3625.8,3651.0,3704.0,3183.0,,4170.8,2987.0,4654.6,,2820.6,3776.2,,3203.0,4011.0,6031.2,3705.0,3178.8,4613.5,3450.4,2883.0,2772.9,4063.6,3721.7,3575.3,4480.0,3650.0,,3602.0,2664.0,4335.9,,3854.9,2801.8,4106.1,3649.0,4114.5,,1087.0,1769.8,926.8,952.0,1005.0,484.0,,1471.8,288.0,1955.6,,121.6,1077.2,,504.0,1312.0,3332.2,1006.0,479.8,1914.5,751.4,184.0,73.9,1364.6,1022.7,876.3,1781.0,951.0,,903.0,-35.0,1636.9,,1155.9,102.8,1407.1,950.0,1415.5,,False,True,True,True,True,,False,True,False,,True,True,,True,False,False,True,True,False,True,True,True,False,True,True,False,True,,True,True,False,,False,True,False,True,False,
New Jersey,25292,35007.0,31451.1,34161.4,32165.0,30978.0,34104.0,,35273.0,27994.0,27297.8,,34823.4,33999.1,,33234.4,32361.0,27606.8,35072.0,22949.6,36447.0,32716.6,26356.0,30665.1,25231.2,26203.0,31688.9,34296.0,30603.0,,32674.0,37257.0,23406.6,,32164.6,30559.7,37912.2,32210.0,28380.7,,9715.0,6159.1,8869.4,6873.0,5686.0,8812.0,,9981.0,2702.0,2005.8,,9531.4,8707.1,,7942.4,7069.0,2314.8,9780.0,-2342.4,11155.0,7424.6,1064.0,5373.1,-60.8,911.0,6396.9,9004.0,5311.0,,7382.0,11965.0,-1885.4,,6872.6,5267.7,12620.2,6918.0,3088.7,,True,True,True,True,True,,False,True,True,,True,True,,True,True,True,False,True,False,True,True,True,True,True,True,True,True,,True,False,True,,True,True,False,True,True,
New Mexico,3675,4960.0,4497.0,4580.3,4475.0,3977.0,4321.0,,4932.9,4602.0,4457.9,,3753.0,5148.7,,3966.2,5597.0,3378.7,4887.0,4096.1,4485.5,4590.5,3492.5,3862.3,5579.8,3935.2,4097.0,4581.0,3762.0,,3720.2,4746.0,2944.0,,5197.5,5400.8,6182.0,4496.0,4215.7,,1285.0,822.0,905.3,800.0,302.0,646.0,,1257.9,927.0,782.9,,78.0,1473.7,,291.2,1922.0,-296.3,1212.0,421.1,810.5,915.5,-182.5,187.3,1904.8,260.2,422.0,906.0,87.0,,45.2,1071.0,-731.0,,1522.5,1725.8,2507.0,821.0,540.7,,True,True,True,True,True,,True,True,True,,True,False,,True,False,True,True,True,True,True,True,True,False,True,True,True,True,,True,True,True,,False,False,False,True,True,
New York,61603,85386.0,80580.2,82665.4,82604.0,78551.0,82604.0,,87166.4,101233.0,75375.6,,77317.6,79702.1,,79842.5,79050.0,94703.6,94520.0,72056.7,80007.0,73574.1,68072.0,75622.7,92258.5,92487.8,78460.3,90690.0,75345.0,,76569.9,85210.0,89013.9,,82087.5,67754.1,90739.3,84299.0,71711.6,,23783.0,18977.2,21062.4,21001.0,16948.0,21001.0,,25563.4,39630.0,13772.6,,15714.6,18099.1,,18239.5,17447.0,33100.6,32917.0,10453.7,18404.0,11971.1,6469.0,14019.7,30655.5,30884.8,16857.3,29087.0,13742.0,,14966.9,23607.0,27410.9,,20484.5,6151.1,29136.3,22696.0,10108.6,,True,True,True,True,True,,False,False,True,,True,True,,True,True,False,False,True,True,True,True,True,False,False,True,False,True,,True,True,False,,True,True,False,True,True,
North Carolina,38894,39911.0,38770.7,38687.9,37245.0,35154.0,28298.0,,41993.4,35505.0,52117.2,,35343.2,38952.6,,36649.4,43205.0,38357.1,38786.0,29635.3,41505.0,34819.2,29607.5,31741.8,29265.5,40729.4,35739.8,44099.0,33547.0,,35424.6,40688.0,43641.4,,38237.7,26233.4,47524.7,38210.0,30565.2,,1017.0,-123.3,-206.1,-1649.0,-3740.0,-10596.0,,3099.4,-3389.0,13223.2,,-3550.8,58.6,,-2244.6,4311.0,-536.9,-108.0,-9258.7,2611.0,-4074.8,-9286.5,-7152.2,-9628.5,1835.4,-3154.2,5205.0,-5347.0,,-3469.4,1794.0,4747.4,,-656.3,-12660.6,8630.7,-684.0,-8328.8,,True,True,False,False,False,,False,False,False,,False,True,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,,True,False,False,True,False,
North Dakota,545,841.0,671.5,886.1,703.0,892.0,473.0,,850.1,264.0,651.1,,744.4,705.1,,686.5,1055.0,646.6,873.0,990.1,699.0,508.5,505.0,725.6,623.2,334.1,751.3,758.0,1049.0,,647.2,769.0,267.0,,703.2,867.5,968.8,790.0,728.8,,296.0,126.5,341.1,158.0,347.0,-72.0,,305.1,-281.0,106.1,,199.4,160.1,,141.5,510.0,101.6,328.0,445.1,154.0,-36.5,-40.0,180.6,78.2,-210.9,206.3,213.0,504.0,,102.2,224.0,-278.0,,158.2,322.5,423.8,245.0,183.8,,True,False,True,False,True,,False,True,True,,True,True,,True,False,True,False,False,True,True,True,True,True,True,True,True,False,,True,True,True,,True,False,False,True,True,
Ohio,25298,32940.0,31220.7,31997.3,30427.0,28765.0,28314.0,,33882.0,20285.0,36359.9,,26296.7,29345.6,,26611.4,32998.0,26246.5,30775.0,24749.2,29820.5,32884.2,21450.0,24864.5,25119.0,31612.1,27739.3,33546.0,29284.0,,27677.0,32940.0,19216.2,,33022.7,27646.8,33822.3,30427.0,28397.0,,7642.0,5922.7,6699.3,5129.0,3467.0,3016.0,,8584.0,-5013.0,11061.9,,998.7,4047.6,,1313.4,7700.0,948.5,5477.0,-548.8,4522.5,7586.2,-3848.0,-433.5,-179.0,6314.1,2441.3,8248.0,3986.0,,2379.0,7642.0,-6081.8,,7724.7,2348.8,8524.3,5129.0,3099.0,,True,True,True,True,True,,False,True,False,,True,True,,True,False,True,True,True,True,True,True,True,True,True,True,False,True,,True,False,True,,False,True,False,True,True,
Oklahoma,15190,16441.0,15317.5,16804.2,15875.0,14376.0,14565.0,,17519.0,16437.0,19469.5,,13180.9,15708.3,,15621.7,17124.0,11011.1,17681.0,11765.2,15090.5,14065.4,11469.0,13535.3,20169.8,19115.6,14654.4,17129.0,13647.0,,13909.6,20433.0,12311.5,,15874.9,13753.3,20988.8,16413.0,15703.6,,1251.0,127.5,1614.2,685.0,-814.0,-625.0,,2329.0,1247.0,4279.5,,-2009.1,518.3,,431.7,1934.0,-4178.9,2491.0,-3424.8,-99.5,-1124.6,-3721.0,-1654.7,4979.8,3925.6,-535.6,1939.0,-1543.0,,-1280.4,5243.0,-2878.5,,684.9,-1436.7,5798.8,1223.0,513.6,,True,False,True,True,True,,False,True,False,,False,True,,True,False,False,False,False,True,True,False,False,False,False,True,False,False,,False,False,False,,True,False,False,True,True,
Oregon,4325,4816.0,4462.8,4954.0,4651.0,4708.0,4651.0,,4626.8,5056.0,4349.8,,4382.7,4016.0,,3412.7,5028.0,3575.1,4815.0,4422.7,4940.0,4978.0,2837.5,3306.3,2363.7,5277.4,4123.3,4872.0,4981.0,,5059.9,4627.0,7444.1,,4694.0,4819.7,4731.5,4654.0,4129.0,,491.0,137.8,629.0,326.0,383.0,326.0,,301.8,731.0,24.8,,57.7,-309.0,,-912.3,703.0,-749.9,490.0,97.7,615.0,653.0,-1487.5,-1018.7,-1961.3,952.4,-201.7,547.0,656.0,,734.9,302.0,3119.1,,369.0,494.7,406.5,329.0,-196.0,,True,False,True,True,True,,True,False,True,,True,True,,False,False,False,True,True,False,False,False,False,False,False,True,False,False,,False,True,False,,True,False,True,True,True,
Pennsylvania,26747,38890.0,31096.4,38246.7,31952.0,31883.0,30111.0,,36102.3,20167.0,31186.5,,38555.6,37171.1,,30902.3,33369.0,26813.1,41520.0,30865.9,34762.5,32605.8,27126.0,32478.4,35676.4,27246.6,32354.8,34443.0,32140.0,,31121.7,38790.0,38045.0,,39885.5,30299.4,41120.0,34054.0,31661.3,,12143.0,4349.4,11499.7,5205.0,5136.0,3364.0,,9355.3,-6580.0,4439.5,,11808.6,10424.1,,4155.3,6622.0,66.1,14773.0,4118.9,8015.5,5858.8,379.0,5731.4,8929.4,499.6,5607.8,7696.0,5393.0,,4374.7,12043.0,11298.0,,13138.5,3552.4,14373.0,7307.0,4914.3,,True,True,True,True,True,,True,True,True,,True,True,,True,True,True,False,True,True,True,True,True,True,True,True,True,True,,True,True,True,,False,True,False,True,True,
Rhode Island,3453,4703.0,4012.4,4915.0,4479.0,4286.0,4496.0,,5157.8,1104.0,641509.1,,2786.8,2991.8,,3895.0,5739.0,2932.0,4484.0,3850.1,4385.5,4400.1,3657.0,3328.9,5114.5,5384.3,4105.3,4987.0,4243.0,,4488.0,5280.0,2525.0,,4230.9,3850.5,6054.4,4046.0,5237.6,,1250.0,559.4,1462.0,1026.0,833.0,1043.0,,1704.8,-2349.0,638056.1,,-666.2,-461.2,,442.0,2286.0,-521.0,1031.0,397.1,932.5,947.1,204.0,-124.1,1661.5,1931.3,652.3,1534.0,790.0,,1035.0,1827.0,-928.0,,777.9,397.5,2601.4,593.0,1784.6,,True,False,True,True,True,,False,False,False,,True,True,,True,False,True,True,True,True,True,True,True,False,False,True,False,True,,True,False,True,,True,True,False,True,False,
South Carolina,23196,25996.0,27824.1,25837.2,25407.0,23847.0,23268.0,,27828.8,53697.0,33386.6,,22125.8,25809.9,,24710.6,27948.0,27581.1,24155.0,18782.1,24067.0,24249.8,19989.0,20307.6,27933.6,17661.4,24209.0,28641.0,22523.0,,25407.5,25996.0,34980.4,,25857.5,22430.1,28609.4,24610.0,24530.0,,2800.0,4628.1,2641.2,2211.0,651.0,72.0,,4632.8,30501.0,10190.6,,-1070.2,2613.9,,1514.6,4752.0,4385.1,959.0,-4413.9,871.0,1053.8,-3207.0,-2888.4,4737.6,-5534.6,1013.0,5445.0,-673.0,,2211.5,2800.0,11784.4,,2661.5,-765.9,5413.4,1414.0,1334.0,,False,True,True,True,True,,False,False,False,,True,True,,True,False,False,True,False,True,True,False,False,False,False,True,False,True,,True,False,False,,True,True,False,True,True,
South Dakota,1062,1107.0,1122.3,1105.1,1091.0,1191.0,859.0,,1278.9,1488.0,1300.9,,220.1,1437.1,,929.6,1519.0,590.7,1136.0,1575.0,1127.5,1088.0,645.0,952.4,767.0,2129.3,1022.0,1048.0,1220.0,,877.9,787.0,510.9,,1245.1,1303.0,1236.4,1080.0,959.3,,45.0,60.3,43.1,29.0,129.0,-203.0,,216.9,426.0,238.9,,-841.9,375.1,,-132.4,457.0,-471.3,74.0,513.0,65.5,26.0,-417.0,-109.6,-295.0,1067.3,-40.0,-14.0,158.0,,-184.1,-275.0,-551.1,,183.1,241.0,174.4,18.0,-102.7,,False,True,True,False,False,,False,False,False,,False,False,,False,False,False,False,False,False,True,False,False,False,False,True,True,False,,False,False,False,,False,False,False,True,False,
Tennessee,17471,18866.0,19334.4,18731.2,17232.0,15816.0,15269.0,,19268.7,17681.0,23338.1,,11617.9,16929.8,,15867.4,20282.0,13243.8,17244.0,16572.8,16220.0,15045.0,12187.0,16272.5,19365.0,23405.1,15823.4,18796.0,14606.0,,14312.5,17232.0,25477.9,,17847.0,16127.0,23606.9,18428.0,15159.1,,1395.0,1863.4,1260.2,-239.0,-1655.0,-2202.0,,1797.7,210.0,5867.1,,-5853.1,-541.2,,-1603.6,2811.0,-4227.2,-227.0,-898.2,-1251.0,-2426.0,-5284.0,-1198.5,1894.0,5934.1,-1647.6,1325.0,-2865.0,,-3158.5,-239.0,8006.9,,376.0,-1344.0,6135.9,957.0,-2311.9,,False,True,True,False,False,,False,True,False,,False,True,,False,False,False,True,True,True,False,False,True,False,False,False,True,False,,False,True,False,,True,True,False,True,False,
Texas,123239,120793.0,117685.7,122076.8,114871.0,108777.0,122747.0,,126881.1,136062.0,101299.8,,111159.7,121068.0,,103972.3,129124.0,136491.0,126529.0,104042.5,122065.0,111992.1,97778.0,103594.7,139871.4,91658.2,113173.9,128168.0,102779.0,,107266.6,110378.0,100926.8,,112907.2,109126.9,134429.4,111493.0,108893.3,,-2446.0,-5553.3,-1162.2,-8368.0,-14462.0,-492.0,,3642.1,12823.0,-21939.2,,-12079.3,-2171.0,,-19266.7,5885.0,13252.0,3290.0,-19196.5,-1174.0,-11246.9,-25461.0,-19644.3,16632.4,-31580.8,-10065.1,4929.0,-20460.0,,-15972.4,-12861.0,-22312.2,,-10331.8,-14112.1,11190.4,-11746.0,-14345.7,,False,True,False,False,True,,False,False,False,,False,True,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,
Utah,8270,10541.0,10364.1,10141.9,10152.0,9967.0,7147.0,,11187.6,24693.0,13513.5,,9499.2,10113.8,,7773.0,10826.0,5248.6,10505.0,7557.4,9544.0,11469.2,6918.5,8073.0,5779.2,12524.9,8852.1,10488.0,9891.0,,10663.7,10325.0,6128.6,,9149.5,6506.2,13775.4,10152.0,7262.4,,2271.0,2094.1,1871.9,1882.0,1697.0,-1123.0,,2917.6,16423.0,5243.5,,1229.2,1843.8,,-497.0,2556.0,-3021.4,2235.0,-712.6,1274.0,3199.2,-1351.5,-197.0,-2490.8,4254.9,582.1,2218.0,1621.0,,2393.7,2055.0,-2141.4,,879.5,-1763.8,5505.4,1882.0,-1007.6,,True,True,True,True,True,,False,False,False,,True,True,,True,False,False,True,True,True,False,True,True,False,False,True,True,True,,False,True,True,,True,True,False,True,True,
Vermont,935,923.0,717.9,906.0,923.0,1092.0,841.0,,972.0,1588.0,850.1,,700.8,892.9,,888.8,891.0,1065.2,901.0,872.0,979.5,1083.9,799.0,835.4,927.6,1052.4,923.5,1038.0,1233.0,,930.1,923.0,1079.4,,831.0,659.8,967.6,905.0,894.5,,-12.0,-217.1,-29.0,-12.0,157.0,-94.0,,37.0,653.0,-84.9,,-234.2,-42.1,,-46.2,-44.0,130.2,-34.0,-63.0,44.5,148.9,-136.0,-99.6,-7.4,117.4,-11.5,103.0,298.0,,-4.9,-12.0,144.4,,-104.0,-275.2,32.6,-30.0,-40.5,,False,False,False,False,False,,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,True,False,False,,False,False,False,False,False,
Virginia,23955,33566.0,35004.9,33990.0,32382.0,30739.0,31600.0,,34081.0,40822.0,27506.2,,36305.1,25963.6,,30481.5,31283.0,53447.2,35360.0,24377.8,34349.5,29706.1,25516.5,26152.9,34383.2,25451.0,30715.7,36619.0,28888.0,,28449.3,35816.0,32570.8,,38634.0,27107.1,38883.6,30632.0,30925.4,,9611.0,11049.9,10035.0,8427.0,6784.0,7645.0,,10126.0,16867.0,3551.2,,12350.1,2008.6,,6526.5,7328.0,29492.2,11405.0,422.8,10394.5,5751.1,1561.5,2197.9,10428.2,1496.0,6760.7,12664.0,4933.0,,4494.3,11861.0,8615.8,,14679.0,3152.1,14928.6,6677.0,6970.4,,False,False,True,True,True,,False,False,True,,False,True,,True,True,False,False,True,False,True,True,True,False,True,True,False,True,,True,False,True,,False,True,False,True,True,
Washington,8549,11399.0,10344.6,11063.1,10607.0,9964.0,11278.0,,11199.1,11980.0,8503.9,,11313.9,8555.9,,10049.6,12784.0,7399.7,11497.0,11164.0,9673.0,11696.1,8489.5,7349.2,6225.6,12672.5,9998.3,12547.0,9808.0,,10401.2,21570.0,17020.6,,10557.4,10761.1,13978.8,10727.0,10984.9,,2850.0,1795.6,2514.1,2058.0,1415.0,2729.0,,2650.1,3431.0,-45.1,,2764.9,6.9,,1500.6,4235.0,-1149.3,2948.0,2615.0,1124.0,3147.1,-59.5,-1199.8,-2323.4,4123.5,1449.3,3998.0,1259.0,,1852.2,13021.0,8471.6,,2008.4,2212.1,5429.8,2178.0,2435.9,,True,True,True,True,True,,True,False,True,,True,True,,True,False,True,False,True,True,False,True,True,True,False,True,False,True,,True,False,False,,True,True,False,True,True,
West Virginia,3850,5588.0,5386.0,5346.3,5124.0,5164.0,4790.0,,5649.1,6655.0,5001.0,,4577.5,5501.7,,4899.2,5960.0,4741.7,5867.0,4411.4,5148.0,4730.6,4165.0,4614.4,5469.6,4045.6,5212.7,5938.0,5098.0,,4914.9,3895.0,5404.5,,5269.2,4322.6,6153.3,5519.0,4775.1,,1738.0,1536.0,1496.3,1274.0,1314.0,940.0,,1799.1,2805.0,1151.0,,727.5,1651.7,,1049.2,2110.0,891.7,2017.0,561.4,1298.0,880.6,315.0,764.4,1619.6,195.6,1362.7,2088.0,1248.0,,1064.9,45.0,1554.5,,1419.2,472.6,2303.3,1669.0,925.1,,True,True,True,True,True,,False,False,True,,True,True,,True,False,True,False,True,True,True,True,True,True,True,True,False,True,,True,True,True,,True,True,False,True,True,
Wisconsin,9019,10994.0,10254.3,12259.7,10240.0,11694.0,9707.0,,11666.9,7434.0,10740.1,,8471.8,10381.8,,8617.5,11000.0,7647.1,10822.0,11279.1,10420.0,9577.4,7204.5,8475.9,16025.9,11021.6,9206.4,10988.0,13293.0,,9151.6,12024.0,5035.9,,10657.5,9378.7,10469.5,10240.0,9633.8,,1975.0,1235.3,3240.7,1221.0,2675.0,688.0,,2647.9,-1585.0,1721.1,,-547.2,1362.8,,-401.5,1981.0,-1371.9,1803.0,2260.1,1401.0,558.4,-1814.5,-543.1,7006.9,2002.6,187.4,1969.0,4274.0,,132.6,3005.0,-3983.1,,1638.5,359.7,1450.5,1221.0,614.8,,True,False,True,False,True,,False,True,True,,True,True,,True,False,True,True,False,True,True,True,True,False,False,True,True,False,,True,False,False,,True,True,True,True,True,
Wyoming,914,1121.0,1251.2,1176.5,1015.0,1131.0,758.0,,1154.1,2038.0,1414.4,,925.6,1132.6,,840.6,1190.0,999.3,1012.0,990.5,1088.5,941.9,913.0,1013.1,926.9,940.5,1044.6,1082.0,1164.0,,1048.0,1202.0,955.5,,1283.0,1119.7,932.7,801.0,1015.4,,207.0,337.2,262.5,101.0,217.0,-156.0,,240.1,1124.0,500.4,,11.6,218.6,,-73.4,276.0,85.3,98.0,76.5,174.5,27.9,-1.0,99.1,12.9,26.5,130.6,168.0,250.0,,134.0,288.0,41.5,,369.0,205.7,18.7,-113.0,101.4,,False,False,True,False,True,,False,False,False,,True,False,,True,False,True,True,True,True,True,True,True,True,True,True,True,False,,True,False,True,,False,True,True,True,True,
US,842902,1058069.0,1022004.3,1081767.5,995685.0,1022037.0,966594.0,991476.0,1092616.4,1048259.0,2210035.5,988044.8,866703.4,,928650.0,892153.7,1017648.0,960975.0,1045477.0,896018.1,,907809.8,760560.5,841883.1,1041542.4,988010.5,929942.5,1092175.0,1032671.0,1003501.0,911919.6,1138516.0,1038026.0,974715.0,1125142.2,893425.4,1134171.9,998827.0,905329.1,953932.2,215167.0,179102.3,238865.5,152783.0,179135.0,123692.0,148574.0,249714.4,205357.0,1367133.5,145142.8,23801.4,,85748.0,49251.7,174746.0,118073.0,202575.0,53116.1,,64907.8,-82341.5,-1018.9,198640.4,145108.5,87040.5,249273.0,189769.0,160599.0,69017.6,295614.0,195124.0,131813.0,282240.2,50523.4,291269.9,155925.0,62427.1,111030.2,True,False,True,True,True,True,False,True,False,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,False,True,True,True
