,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
13181,133,210.0,,208.1,,160.0,127.0,,,,,128.9,178.6,,,135.0,126.4,81.5,,285.0,187.5,,,,275.0,154.0,146.8,,,,,,,,,,257.7,115.4,77.0,,75.1,,27.0,-6.0,,,,,-4.1,45.6,,,2.0,-6.6,-51.5,,152.0,54.5,,,,142.0,21.0,13.8,,,,,,,,,,124.7,-17.6,,True,,True,True,,,,,True,True,,,True,True,True,,False,True,,,,False,True,True,,,,,,,,,,False,True
13183,152,144.0,,143.9,,139.0,147.0,,,,,128.2,181.5,,,295.0,25.7,148.0,,139.0,130.4,,,,182.0,182.0,128.8,,,,,,,,,,126.8,107.3,-8.0,,-8.1,,-13.0,-5.0,,,,,-23.8,29.5,,,143.0,-126.3,-4.0,,-13.0,-21.6,,,,30.0,30.0,-23.2,,,,,,,,,,-25.2,-44.7,,False,,False,True,,,,,False,False,,,False,False,True,,False,False,,,,False,False,False,,,,,,,,,,False,False
13185,1131,1872.0,,1678.9,,1758.0,3413.0,,,,,1944.0,2191.4,,,2045.0,551.8,1255.3,,1698.5,1624.0,,,,2203.0,1734.0,1748.1,,,,,,1529.0,,,,1753.7,1883.0,741.0,,547.9,,627.0,2282.0,,,,,813.0,1060.4,,,914.0,-579.2,124.3,,567.5,493.0,,,,1072.0,603.0,617.1,,,,,,398.0,,,,622.7,752.0,,True,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,,,,True,False
13187,288,618.0,,617.5,,577.0,752.0,,,,,540.2,654.7,,,675.0,348.2,421.3,,519.0,488.7,,,,696.0,522.0,631.1,,,,,,379.3,,,,807.4,563.5,330.0,,329.5,,289.0,464.0,,,,,252.2,366.7,,,387.0,60.2,133.3,,231.0,200.7,,,,408.0,234.0,343.1,,,,,,91.3,,,,519.4,275.5,,True,,True,False,,,,,True,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,True
13189,388,651.0,,660.9,,599.0,770.0,,,,,408.5,563.9,,,456.0,626.8,329.2,,901.0,632.0,,,,939.0,486.0,399.1,,,,,,,,,,793.6,464.4,263.0,,272.9,,211.0,382.0,,,,,20.5,175.9,,,68.0,238.8,-58.8,,513.0,244.0,,,,551.0,98.0,11.1,,,,,,,,,,405.6,76.4,,False,,True,False,,,,,True,True,,,True,True,True,,False,True,,,,False,True,True,,,,,,,,,,False,True
13191,97,78.0,,84.1,,81.0,42.0,,,,,118.3,98.4,,,189.0,79.6,106.3,,70.0,87.5,,,,134.0,115.0,138.3,,,,,,,,,,82.4,73.9,-19.0,,-12.9,,-16.0,-55.0,,,,,21.3,1.4,,,92.0,-17.4,9.3,,-27.0,-9.5,,,,37.0,18.0,41.3,,,,,,,,,,-14.6,-23.1,,True,,True,False,,,,,False,True,,,False,True,True,,False,True,,,,False,True,False,,,,,,,,,,True,False
13193,138,141.0,,139.2,,140.0,88.0,,,,,134.7,169.5,,,209.0,158.3,111.1,,114.0,147.3,,,,281.0,148.0,127.8,,,,,,,,,,110.1,103.5,3.0,,1.2,,2.0,-50.0,,,,,-3.3,31.5,,,71.0,20.3,-26.9,,-24.0,9.3,,,,143.0,10.0,-10.2,,,,,,,,,,-27.9,-34.5,,True,,True,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,,,,False,False
13195,459,729.0,,739.4,,674.0,757.0,,,,,585.6,706.6,,,681.0,693.2,445.3,,804.0,623.4,,,,1035.0,574.0,480.1,,,,,,456.3,,,,1111.2,566.4,270.0,,280.4,,215.0,298.0,,,,,126.6,247.6,,,222.0,234.2,-13.7,,345.0,164.4,,,,576.0,115.0,21.1,,,,,,-2.7,,,,652.2,107.4,,False,,True,False,,,,,True,True,,,True,True,True,,False,True,,,,False,True,True,,,,,,True,,,,False,True
13197,77,177.0,,181.0,,126.0,0.0,,,,,87.8,146.3,,,149.0,117.4,89.5,,201.0,131.5,,,,272.0,118.0,73.1,,,,,,,,,,160.8,122.1,100.0,,104.0,,49.0,-77.0,,,,,10.8,69.3,,,72.0,40.4,12.5,,124.0,54.5,,,,195.0,41.0,-3.9,,,,,,,,,,83.8,45.1,,False,,True,True,,,,,True,True,,,True,True,True,,False,True,,,,False,True,True,,,,,,,,,,True,True
13199,320,336.0,,330.0,,334.0,289.0,,,,,335.6,349.9,,,390.0,427.3,236.9,,436.0,327.1,,,,620.0,318.0,293.4,,,,,,,,,,413.6,270.3,16.0,,10.0,,14.0,-31.0,,,,,15.6,29.9,,,70.0,107.3,-83.1,,116.0,7.1,,,,300.0,-2.0,-26.6,,,,,,,,,,93.6,-49.7,,True,,True,False,,,,,True,False,,,False,False,False,,False,True,,,,False,True,False,,,,,,,,,,False,False
13201,84,120.0,,135.1,,107.0,82.0,,,,,130.9,127.3,,,141.0,50.4,72.1,,103.0,85.3,,,,125.0,103.0,122.1,,,,,,,,,,109.0,107.9,36.0,,51.1,,23.0,-2.0,,,,,46.9,43.3,,,57.0,-33.6,-11.9,,19.0,1.3,,,,41.0,19.0,38.1,,,,,,,,,,25.0,23.9,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,,,,True,True
13205,230,363.0,,357.2,,337.0,371.0,,,,,380.5,397.5,,,408.0,205.4,256.9,,330.0,290.7,,,,474.0,320.0,295.9,,,,,,,,,,410.5,305.2,133.0,,127.2,,107.0,141.0,,,,,150.5,167.5,,,178.0,-24.6,26.9,,100.0,60.7,,,,244.0,90.0,65.9,,,,,,,,,,180.5,75.2,,True,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,,,,False,True
13207,279,417.0,,408.9,,408.0,463.0,,,,,438.4,459.4,,,551.0,141.1,273.5,,407.0,339.1,,,,454.0,365.0,469.2,,,,,,,,,,416.4,375.7,138.0,,129.9,,129.0,184.0,,,,,159.4,180.4,,,272.0,-137.9,-5.5,,128.0,60.1,,,,175.0,86.0,190.2,,,,,,,,,,137.4,96.7,,True,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,,,,True,True
13209,68,174.0,,176.9,,150.0,139.0,,,,,173.2,173.9,,,183.0,58.9,136.3,,145.0,124.1,,,,251.0,155.0,120.3,,,,,,,,,,133.6,141.0,106.0,,108.9,,82.0,71.0,,,,,105.2,105.9,,,115.0,-9.1,68.3,,77.0,56.1,,,,183.0,87.0,52.3,,,,,,,,,,65.6,73.0,,False,,True,True,,,,,True,True,,,False,True,True,,True,True,,,,False,True,True,,,,,,,,,,True,True
13211,294,288.0,,276.3,,288.0,232.0,,,,,357.7,314.4,,,381.0,286.4,193.5,,324.0,270.2,,,,453.0,285.0,319.1,,,,,,,,,,349.3,319.0,-6.0,,-17.7,,-6.0,-62.0,,,,,63.7,20.4,,,87.0,-7.6,-100.5,,30.0,-23.8,,,,159.0,-9.0,25.1,,,,,,,,,,55.3,25.0,,False,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,,,,False,False
13213,619,810.0,,793.1,,737.0,594.0,,,,,788.6,893.4,,,1052.0,333.1,569.8,,829.5,672.1,,,,891.0,677.0,616.9,,,,,,333.0,,,,851.9,869.9,191.0,,174.1,,118.0,-25.0,,,,,169.6,274.4,,,433.0,-285.9,-49.2,,210.5,53.1,,,,272.0,58.0,-2.1,,,,,,-286.0,,,,232.9,250.9,,True,,True,True,,,,,True,False,,,False,False,True,,False,True,,,,False,True,True,,,,,,False,,,,False,False
13215,1703,2556.0,,2533.0,,2368.0,2195.0,,,,,2754.3,2904.2,,,3417.0,1998.4,2244.8,,2428.0,2140.1,,,,3652.0,2209.0,2499.1,,,,,,2091.2,3428.0,,,3875.8,2162.5,853.0,,830.0,,665.0,492.0,,,,,1051.3,1201.2,,,1714.0,295.4,541.8,,725.0,437.1,,,,1949.0,506.0,796.1,,,,,,388.2,1725.0,,,2172.8,459.5,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,False,,,False,True
13217,1408,1929.0,,1955.1,,1716.0,2761.0,,,,,1717.8,2154.6,,,1770.0,1237.9,1264.7,,1897.0,1663.5,,,,2476.0,1576.0,1584.4,,,,,,1226.1,,,,2280.3,1493.5,521.0,,547.1,,308.0,1353.0,,,,,309.8,746.6,,,362.0,-170.1,-143.3,,489.0,255.5,,,,1068.0,168.0,176.4,,,,,,-181.9,,,,872.3,85.5,,False,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,,,,False,True
13219,428,828.0,,832.3,,745.0,789.0,,,,,761.8,863.8,,,853.0,367.4,549.9,,833.0,648.4,,,,1185.0,652.0,707.3,,,,,,643.0,,,,1204.8,659.4,400.0,,404.3,,317.0,361.0,,,,,333.8,435.8,,,425.0,-60.6,121.9,,405.0,220.4,,,,757.0,224.0,279.3,,,,,,215.0,,,,776.8,231.4,,False,,True,True,,,,,True,False,,,False,True,True,,False,True,,,,False,True,True,,,,,,True,,,,False,True
13221,172,276.0,,280.2,,254.0,232.0,,,,,271.3,302.3,,,343.0,236.3,182.6,,245.0,230.4,,,,445.0,252.0,220.0,,,,,,,,,,437.8,235.0,104.0,,108.2,,82.0,60.0,,,,,99.3,130.3,,,171.0,64.3,10.6,,73.0,58.4,,,,273.0,80.0,48.0,,,,,,,,,,265.8,63.0,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,,,,False,True
13223,2287,2961.0,,2904.0,,2708.0,1753.0,,,,,2660.7,3478.3,,3234.5,3333.0,2216.3,2186.7,,3316.0,2579.1,,,,4069.0,2561.0,1997.0,,,,,,2338.3,2654.0,,,3146.5,2733.5,674.0,,617.0,,421.0,-534.0,,,,,373.7,1191.3,,947.5,1046.0,-70.7,-100.3,,1029.0,292.1,,,,1782.0,274.0,-290.0,,,,,,51.3,367.0,,,859.5,446.5,,True,,True,True,,,,,True,False,,False,False,True,True,,False,True,,,,False,True,True,,,,,,True,True,,,False,True
13225,311,396.0,,430.4,,391.0,157.0,,,,,420.8,465.1,,,413.0,445.9,328.5,,309.0,370.4,,,,642.0,392.0,474.7,,,,,,,,,,528.0,408.2,85.0,,119.4,,80.0,-154.0,,,,,109.8,154.1,,,102.0,134.9,17.5,,-2.0,59.4,,,,331.0,81.0,163.7,,,,,,,,,,217.0,97.2,,False,,True,False,,,,,False,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,,,,,False,False
13227,443,702.0,,696.6,,583.0,395.0,,,,,602.8,695.8,,,715.0,510.3,427.5,,458.0,568.6,,,,986.0,575.0,560.3,,,,,,470.5,,,,922.9,615.0,259.0,,253.6,,140.0,-48.0,,,,,159.8,252.8,,,272.0,67.3,-15.5,,15.0,125.6,,,,543.0,132.0,117.3,,,,,,27.5,,,,479.9,172.0,,True,,True,True,,,,,True,True,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,,,,False,True
13229,239,432.0,,439.1,,427.0,450.0,,,,,434.4,398.5,,,459.0,207.0,255.2,,480.0,306.4,,,,466.0,386.0,288.0,,,,,,,,,,472.5,661.1,193.0,,200.1,,188.0,211.0,,,,,195.4,159.5,,,220.0,-32.0,16.2,,241.0,67.4,,,,227.0,147.0,49.0,,,,,,,,,,233.5,422.1,,False,,True,False,,,,,False,True,,,False,True,True,,False,True,,,,False,True,True,,,,,,,,,,False,False
13231,287,321.0,,372.8,,276.0,137.0,,,,,400.3,369.4,,,439.0,173.9,272.1,,177.0,250.3,,,,394.0,299.0,334.1,,,,,,,,,,401.6,256.4,34.0,,85.8,,-11.0,-150.0,,,,,113.3,82.4,,,152.0,-113.1,-14.9,,-110.0,-36.7,,,,107.0,12.0,47.1,,,,,,,,,,114.6,-30.6,,False,,True,False,,,,,False,False,,,False,False,True,,False,False,,,,False,True,False,,,,,,,,,,False,True
13233,644,1047.0,,1028.6,,968.0,1001.0,,,,,947.1,1132.8,,,1053.0,937.0,631.7,,1247.0,887.3,,,,1358.0,843.0,939.7,,,,,,828.9,,,,1435.5,803.4,403.0,,384.6,,324.0,357.0,,,,,303.1,488.8,,,409.0,293.0,-12.3,,603.0,243.3,,,,714.0,199.0,295.7,,,,,,184.9,,,,791.5,159.4,,True,,True,True,,,,,True,False,,,False,True,True,,False,True,,,,False,True,True,,,,,,True,,,,False,True
13235,102,117.0,,125.5,,134.0,60.0,,,,,162.6,156.1,,,226.0,184.8,109.3,,149.5,128.0,,,,240.0,135.0,116.0,,,,,,,,,,169.9,108.2,15.0,,23.5,,32.0,-42.0,,,,,60.6,54.1,,,124.0,82.8,7.3,,47.5,26.0,,,,138.0,33.0,14.0,,,,,,,,,,67.9,6.2,,False,,False,False,,,,,False,False,,,False,False,True,,False,False,,,,False,False,True,,,,,,,,,,False,True
13237,257,327.0,,337.4,,312.0,308.0,,,,,358.4,357.2,,,400.0,259.2,237.0,,289.0,278.4,,,,486.0,317.0,363.8,,,,,,,,,,340.6,253.1,70.0,,80.4,,55.0,51.0,,,,,101.4,100.2,,,143.0,2.2,-20.0,,32.0,21.4,,,,229.0,60.0,106.8,,,,,,,,,,83.6,-3.9,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,,,,False,True
13239,28,24.0,,23.5,,26.0,14.0,,,,,21.9,29.9,,,49.0,79.2,14.2,,24.0,23.1,,,,40.0,25.0,29.6,,,,,,,,,,29.8,25.8,-4.0,,-4.5,,-2.0,-14.0,,,,,-6.1,1.9,,,21.0,51.2,-13.8,,-4.0,-4.9,,,,12.0,-3.0,1.6,,,,,,,,,,1.8,-2.2,,False,,True,False,,,,,False,True,,,False,False,False,,False,False,,,,False,True,True,,,,,,,,,,True,True
13241,145,267.0,,265.3,,257.0,222.0,,,,,335.9,294.9,,,271.0,114.5,165.8,,211.0,213.7,,,,323.0,260.0,290.9,,,,,,,,,,324.6,333.8,122.0,,120.3,,112.0,77.0,,,,,190.9,149.9,,,126.0,-30.5,20.8,,66.0,68.7,,,,178.0,115.0,145.9,,,,,,,,,,179.6,188.8,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,,,,False,False
13243,81,105.0,,105.4,,91.0,9.0,,,,,94.8,88.6,,,121.0,69.6,63.0,,80.0,77.6,,,,179.0,91.0,88.5,,,,,,,,,,140.6,165.6,24.0,,24.4,,10.0,-72.0,,,,,13.8,7.6,,,40.0,-11.4,-18.0,,-1.0,-3.4,,,,98.0,10.0,7.5,,,,,,,,,,59.6,84.6,,False,,True,False,,,,,True,True,,,False,True,True,,True,True,,,,False,True,True,,,,,,,,,,False,False
13245,3151,4941.0,,4893.2,,4202.0,9931.0,,,,,4002.5,5018.1,,,4162.0,3244.0,2542.1,,4246.0,4197.2,,,,5557.0,3995.0,4012.0,,,,,,3597.5,5366.0,,,4693.3,3737.3,1790.0,,1742.2,,1051.0,6780.0,,,,,851.5,1867.1,,,1011.0,93.0,-608.9,,1095.0,1046.2,,,,2406.0,844.0,861.0,,,,,,446.5,2215.0,,,1542.3,586.3,,True,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,False,,,True,True
13247,910,1392.0,,1369.4,,1308.0,1021.0,,,,,1199.2,1608.4,,1959.2,1409.0,1322.0,917.2,,1503.0,1244.2,,,,1956.0,1182.0,1186.8,,,,,,977.8,,,,1433.1,1181.6,482.0,,459.4,,398.0,111.0,,,,,289.2,698.4,,1049.2,499.0,412.0,7.2,,593.0,334.2,,,,1046.0,272.0,276.8,,,,,,67.8,,,,523.1,271.6,,True,,True,True,,,,,True,False,,False,False,True,True,,False,True,,,,False,True,True,,,,,,True,,,,False,True
13249,33,39.0,,40.9,,39.0,10.0,,,,,56.4,48.4,,,104.0,4.1,23.2,,28.0,42.9,,,,38.0,50.0,45.7,,,,,,,,,,35.7,70.3,6.0,,7.9,,6.0,-23.0,,,,,23.4,15.4,,,71.0,-28.9,-9.8,,-5.0,9.9,,,,5.0,17.0,12.7,,,,,,,,,,2.7,37.3,,False,,False,False,,,,,False,False,,,False,False,False,,True,False,,,,True,False,False,,,,,,,,,,True,False
13251,125,144.0,,146.3,,144.0,301.0,,,,,148.4,154.5,,,231.0,121.8,112.3,,123.0,115.3,,,,235.0,157.0,233.5,,,,,,,,,,169.9,98.5,19.0,,21.3,,19.0,176.0,,,,,23.4,29.5,,,106.0,-3.2,-12.7,,-2.0,-9.7,,,,110.0,32.0,108.5,,,,,,,,,,44.9,-26.5,,False,,False,False,,,,,False,False,,,False,True,True,,True,True,,,,False,False,False,,,,,,,,,,False,False
13253,82,150.0,,148.8,,145.0,159.0,,,,,143.4,163.5,,,195.0,145.0,90.0,,109.0,130.9,,,,217.0,128.0,169.3,,,,,,,,,,160.3,119.5,68.0,,66.8,,63.0,77.0,,,,,61.4,81.5,,,113.0,63.0,8.0,,27.0,48.9,,,,135.0,46.0,87.3,,,,,,,,,,78.3,37.5,,True,,True,False,,,,,True,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,,,,False,True
13255,666,1071.0,,1068.9,,920.0,1861.0,,,,,1026.2,1147.7,,,1151.0,567.2,819.0,,867.0,797.6,,,,1287.0,964.0,892.9,,,,,,648.2,,,,1349.0,789.9,405.0,,402.9,,254.0,1195.0,,,,,360.2,481.7,,,485.0,-98.8,153.0,,201.0,131.6,,,,621.0,298.0,226.9,,,,,,-17.8,,,,683.0,123.9,,True,,True,False,,,,,True,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,,,,False,True
13257,304,300.0,,296.9,,292.0,216.0,,,,,533.3,373.7,,,587.0,192.4,282.9,,198.0,249.8,,,,285.0,317.0,480.5,,,,,,141.4,,,,347.4,399.7,-4.0,,-7.1,,-12.0,-88.0,,,,,229.3,69.7,,,283.0,-111.6,-21.1,,-106.0,-54.2,,,,-19.0,13.0,176.5,,,,,,-162.6,,,,43.4,95.7,,False,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,False,,,,False,False
13259,58,27.0,,25.3,,32.0,0.0,,,,,130.8,40.9,,,123.0,30.7,29.9,,16.0,32.9,,,,47.0,51.0,71.2,,,,,,,,,,35.5,103.1,-31.0,,-32.7,,-26.0,-58.0,,,,,72.8,-17.1,,,65.0,-27.3,-28.1,,-42.0,-25.1,,,,-11.0,-7.0,13.2,,,,,,,,,,-22.5,45.1,,False,,True,False,,,,,False,True,,,False,True,True,,False,True,,,,True,True,True,,,,,,,,,,True,False
13261,303,447.0,,447.3,,437.0,530.0,,,,,463.2,527.7,,,506.0,338.8,357.1,,477.0,408.6,,,,701.0,419.0,431.1,,,,,,,,,,446.6,373.9,144.0,,144.3,,134.0,227.0,,,,,160.2,224.7,,,203.0,35.8,54.1,,174.0,105.6,,,,398.0,116.0,128.1,,,,,,,,,,143.6,70.9,,False,,True,False,,,,,False,False,,,False,True,True,,False,True,,,,False,True,True,,,,,,,,,,True,True
13263,52,93.0,,99.4,,91.0,126.0,,,,,83.8,85.1,,,96.0,163.8,61.6,,83.0,84.6,,,,91.0,80.0,89.9,,,,,,,,,,137.6,79.3,41.0,,47.4,,39.0,74.0,,,,,31.8,33.1,,,44.0,111.8,9.6,,31.0,32.6,,,,39.0,28.0,37.9,,,,,,,,,,85.6,27.3,,False,,True,False,,,,,True,True,,,False,False,True,,True,True,,,,True,True,True,,,,,,,,,,False,True
13265,22,42.0,,41.1,,40.0,16.0,,,,,18.9,41.3,,,49.0,101.6,23.7,,105.0,44.9,,,,54.0,31.0,28.3,,,,,,,,,,62.9,25.3,20.0,,19.1,,18.0,-6.0,,,,,-3.1,19.3,,,27.0,79.6,1.7,,83.0,22.9,,,,32.0,9.0,6.3,,,,,,,,,,40.9,3.3,,True,,True,True,,,,,True,True,,,False,False,True,,False,False,,,,False,True,True,,,,,,,,,,False,True
13267,291,333.0,,346.4,,335.0,193.0,,,,,396.7,318.1,,,450.0,291.3,233.8,,346.5,299.6,,,,700.0,350.0,358.3,,,,,,,,,,387.1,288.8,42.0,,55.4,,44.0,-98.0,,,,,105.7,27.1,,,159.0,0.3,-57.2,,55.5,8.6,,,,409.0,59.0,67.3,,,,,,,,,,96.1,-2.2,,False,,False,False,,,,,False,True,,,False,True,False,,False,True,,,,False,False,False,,,,,,,,,,False,True
13269,92,123.0,,119.2,,115.0,102.0,,,,,143.0,129.6,,,171.0,61.3,71.2,,118.0,111.5,,,,173.0,108.0,105.0,,,,,,,,,,128.0,117.9,31.0,,27.2,,23.0,10.0,,,,,51.0,37.6,,,79.0,-30.7,-20.8,,26.0,19.5,,,,81.0,16.0,13.0,,,,,,,,,,36.0,25.9,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,,,,False,True
13271,188,258.0,,252.9,,257.0,262.0,,,,,210.1,275.6,,,358.0,261.8,178.0,,264.0,242.2,,,,464.0,225.0,194.1,,,,,,,,,,289.3,258.5,70.0,,64.9,,69.0,74.0,,,,,22.1,87.6,,,170.0,73.8,-10.0,,76.0,54.2,,,,276.0,37.0,6.1,,,,,,,,,,101.3,70.5,,True,,True,False,,,,,True,False,,,False,False,True,,False,True,,,,False,True,True,,,,,,,,,,False,False
13273,65,102.0,,103.9,,96.0,21.0,,,,,130.8,118.3,,,142.0,57.2,73.6,,79.0,90.7,,,,170.0,104.0,65.0,,,,,,,,,,104.1,126.0,37.0,,38.9,,31.0,-44.0,,,,,65.8,53.3,,,77.0,-7.8,8.6,,14.0,25.7,,,,105.0,39.0,-0.0,,,,,,,,,,39.1,61.0,,False,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,False,False,True,,,,,,,,,,False,False
13275,530,843.0,,841.6,,805.0,687.0,,,,,852.8,828.8,,,863.0,980.8,635.1,,807.0,752.6,,,,1089.0,749.0,740.7,,,,,,430.0,,,,1021.3,804.1,313.0,,311.6,,275.0,157.0,,,,,322.8,298.8,,,333.0,450.8,105.1,,277.0,222.6,,,,559.0,219.0,210.7,,,,,,-100.0,,,,491.3,274.1,,True,,True,True,,,,,False,True,,,False,False,True,,True,True,,,,False,True,True,,,,,,True,,,,False,True
13277,393,618.0,,580.9,,538.0,289.0,,,,,875.9,714.5,,,860.0,273.1,506.0,,497.5,512.1,,,,724.0,592.0,339.3,,,,,,278.1,,,,749.5,692.9,225.0,,187.9,,145.0,-104.0,,,,,482.9,321.5,,,467.0,-119.9,113.0,,104.5,119.1,,,,331.0,199.0,-53.7,,,,,,-114.9,,,,356.5,299.9,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,,,,False,False
13279,266,534.0,,534.7,,499.0,537.0,,,,,650.5,530.7,,,554.0,373.1,395.4,,200.0,383.9,,,,663.0,477.0,603.0,,,,,,303.1,,,,775.7,492.5,268.0,,268.7,,233.0,271.0,,,,,384.5,264.7,,,288.0,107.1,129.4,,-66.0,117.9,,,,397.0,211.0,337.0,,,,,,37.1,,,,509.7,226.5,,False,,True,False,,,,,False,True,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,True
13281,104,153.0,,154.8,,150.0,112.0,,,,,189.4,157.0,,,211.0,84.8,97.6,,144.0,126.5,,,,168.0,153.0,170.8,,,,,,,,,,157.7,145.7,49.0,,50.8,,46.0,8.0,,,,,85.4,53.0,,,107.0,-19.2,-6.4,,40.0,22.5,,,,64.0,49.0,66.8,,,,,,,,,,53.7,41.7,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,False,False,,,,,,,,,,False,True
13283,114,192.0,,190.3,,166.0,221.0,,,,,153.6,192.5,,,160.0,139.0,113.8,,197.0,171.2,,,,346.0,150.0,106.1,,,,,,,,,,165.8,141.8,78.0,,76.3,,52.0,107.0,,,,,39.6,78.5,,,46.0,25.0,-0.2,,83.0,57.2,,,,232.0,36.0,-7.9,,,,,,,,,,51.8,27.8,,True,,True,False,,,,,True,False,,,True,True,True,,False,True,,,,False,True,True,,,,,,,,,,True,True
13285,709,1215.0,,1162.3,,1143.0,1615.0,,,,,1229.5,1327.8,,,1342.0,1221.2,857.2,,1158.0,951.1,,,,1574.0,1048.0,1059.6,,,,,,806.5,,,,1299.8,1045.7,506.0,,453.3,,434.0,906.0,,,,,520.5,618.8,,,633.0,512.2,148.2,,449.0,242.1,,,,865.0,339.0,350.6,,,,,,97.5,,,,590.8,336.7,,True,,True,False,,,,,False,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,True,,,,False,True
