,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01079,184,216.0,,216.2,,171.0,143.0,,,,,180.1,,186.9,,,328.0,96.6,171.7,185.0,,120.0,147.2,,,,206.0,174.0,182.8,,,,,,153.2,157.6,,,,253.1,272.4,32.0,,32.2,,-13.0,-41.0,,,,,-3.9,,2.9,,,144.0,-87.4,-12.3,1.0,,-64.0,-36.8,,,,22.0,-10.0,-1.2,,,,,,-30.8,-26.4,,,,69.1,88.4,,False,,True,False,,,,,True,,True,,,False,False,True,True,,False,False,,,,True,True,True,,,,,,True,True,,,,False,False
01081,1140,1488.0,,1435.9,,1193.0,1017.0,,,,,1067.6,,953.2,,1608.8,1009.0,1410.4,1170.9,786.5,,1314.0,1129.2,,,,1838.0,1162.0,1077.2,,,,,,1182.5,732.1,1110.0,,,1357.6,1838.2,348.0,,295.9,,53.0,-123.0,,,,,-72.4,,-186.8,,468.8,-131.0,270.4,30.9,-353.5,,174.0,-10.8,,,,698.0,22.0,-62.8,,,,,,42.5,-407.9,-30.0,,,217.6,698.2,,True,,True,True,,,,,True,,True,,False,True,True,True,False,,True,True,,,,False,True,True,,,,,,True,False,True,,,True,False
01083,594,716.0,,665.3,,602.0,548.0,,,,,618.7,,482.4,,,765.0,476.3,536.7,570.0,,444.0,484.7,,,,719.0,604.0,610.8,,,,,,723.6,486.6,,,,729.4,848.7,122.0,,71.3,,8.0,-46.0,,,,,24.7,,-111.6,,,171.0,-117.7,-57.3,-24.0,,-150.0,-109.3,,,,125.0,10.0,16.8,,,,,,129.6,-107.4,,,,135.4,254.7,,True,,True,True,,,,,True,,True,,,False,True,True,True,,False,True,,,,False,True,True,,,,,,False,True,,,,False,False
01085,120,106.0,,92.2,,79.0,91.0,,,,,64.1,,72.6,,,46.0,45.4,78.5,,,85.0,76.8,,,,117.0,79.0,67.1,,,,,,,74.1,,,,132.6,127.1,-14.0,,-27.8,,-41.0,-29.0,,,,,-55.9,,-47.4,,,-74.0,-74.6,-41.5,,,-35.0,-43.2,,,,-3.0,-41.0,-52.9,,,,,,,-45.9,,,,12.6,7.1,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,True,False,False,,,,,,,False,,,,True,True
01087,112,152.0,,151.1,,113.0,170.0,,,,,74.2,,103.5,,,81.0,115.4,96.4,,,122.0,105.7,,,,157.0,105.0,100.4,,,,,,,130.3,,,,208.3,127.7,40.0,,39.1,,1.0,58.0,,,,,-37.8,,-8.5,,,-31.0,3.4,-15.6,,,10.0,-6.3,,,,45.0,-7.0,-11.6,,,,,,,18.3,,,,96.3,15.7,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
01089,2468,2612.0,,2673.9,4101.6,2376.0,3187.0,,,,,2137.2,,1907.1,,2251.9,2802.0,1697.3,2358.9,1752.5,,1876.5,1955.3,,,,2700.0,1942.0,2114.1,,,,,,2096.1,1730.5,3203.0,,,3642.8,2979.4,144.0,,205.9,1633.6,-92.0,719.0,,,,,-330.8,,-560.9,,-216.1,334.0,-770.7,-109.1,-715.5,,-591.5,-512.7,,,,232.0,-526.0,-353.9,,,,,,-371.9,-737.5,735.0,,,1174.8,511.4,,False,False,True,False,,,,,False,,False,,False,False,False,True,False,,False,False,,,,False,False,False,,,,,,False,False,False,,,False,False
01091,131,208.0,,181.7,,151.0,146.0,,,,,133.9,,132.3,,,154.0,64.4,129.2,,,164.0,125.2,,,,178.0,136.0,171.2,,,,,,,168.3,,,,206.3,215.9,77.0,,50.7,,20.0,15.0,,,,,2.9,,1.3,,,23.0,-66.6,-1.8,,,33.0,-5.8,,,,47.0,5.0,40.2,,,,,,,37.3,,,,75.3,84.9,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True,False
01093,123,170.0,,169.2,,158.0,92.0,,,,,170.1,,143.2,,,257.0,168.3,149.2,122.0,,97.0,126.1,,,,189.0,162.0,349.3,,,,,,98.3,110.8,,,,213.8,206.1,47.0,,46.2,,35.0,-31.0,,,,,47.1,,20.2,,,134.0,45.3,26.2,-1.0,,-26.0,3.1,,,,66.0,39.0,226.3,,,,,,-24.7,-12.2,,,,90.8,83.1,,True,,True,True,,,,,False,,True,,,False,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
01095,539,524.0,,552.6,,480.0,369.0,,,,,637.5,,437.8,,499.8,927.0,348.8,526.0,274.5,,253.0,436.6,,,,525.0,461.0,723.1,,,,,,475.4,349.1,,,,658.6,658.1,-15.0,,13.6,,-59.0,-170.0,,,,,98.5,,-101.2,,-39.2,388.0,-190.2,-13.0,-264.5,,-286.0,-102.4,,,,-14.0,-78.0,184.1,,,,,,-63.6,-189.9,,,,119.6,119.1,,True,,False,False,,,,,False,,False,,False,False,False,True,False,,False,False,,,,True,False,False,,,,,,False,False,,,,False,False
01097,2561,2754.0,,2694.4,4206.9,2501.0,2558.0,,,,,2294.1,,1851.8,,2578.1,3100.0,1265.4,2374.4,2067.0,,2561.5,2020.0,,,,3203.0,2117.0,2611.4,,,,,,2351.6,2018.2,2205.0,,,3739.3,3003.7,193.0,,133.4,1645.9,-60.0,-3.0,,,,,-266.9,,-709.2,,17.1,539.0,-1295.6,-186.6,-494.0,,0.5,-541.0,,,,642.0,-444.0,50.4,,,,,,-209.4,-542.8,-356.0,,,1178.3,442.7,,True,False,True,True,,,,,False,,False,,True,False,False,True,False,,True,False,,,,False,False,True,,,,,,False,False,False,,,False,False
01099,103,140.0,,162.6,,107.0,62.0,,,,,106.8,,95.4,,,130.0,64.8,127.0,,,103.0,88.1,,,,149.0,104.0,105.5,,,,,,,134.3,,,,175.1,139.2,37.0,,59.6,,4.0,-41.0,,,,,3.8,,-7.6,,,27.0,-38.2,24.0,,,0.0,-14.9,,,,46.0,1.0,2.5,,,,,,,31.3,,,,72.1,36.2,,False,,True,False,,,,,True,,True,,,True,False,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
01101,1544,1994.0,,2102.8,,1524.0,2943.0,,,,,1421.9,,1310.3,,1694.1,1321.0,1128.7,1640.1,1311.0,,1558.0,1410.9,,,,2131.0,1590.0,1352.1,,,,,,1923.8,1868.5,1696.0,,,3754.3,2047.2,450.0,,558.8,,-20.0,1399.0,,,,,-122.1,,-233.7,,150.1,-223.0,-415.3,96.1,-233.0,,14.0,-133.1,,,,587.0,46.0,-191.9,,,,,,379.8,324.5,152.0,,,2210.3,503.2,,False,,True,False,,,,,True,,True,,True,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,False
01103,623,838.0,,799.8,,675.0,711.0,,,,,853.8,,599.8,,,1114.0,525.1,701.2,586.0,,485.0,567.2,,,,806.0,705.0,644.2,,,,,,613.1,664.6,,,,748.5,948.6,215.0,,176.8,,52.0,88.0,,,,,230.8,,-23.2,,,491.0,-97.9,78.2,-37.0,,-138.0,-55.8,,,,183.0,82.0,21.2,,,,,,-9.9,41.6,,,,125.5,325.6,,True,,True,True,,,,,False,,True,,,False,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True,False
01105,75,60.0,,63.7,,61.0,51.0,,,,,54.7,,48.5,,,53.0,89.1,58.1,,,40.0,38.4,,,,80.0,52.0,91.3,,,,,,,50.1,,,,77.8,87.9,-15.0,,-11.3,,-14.0,-24.0,,,,,-20.3,,-26.5,,,-22.0,14.1,-16.9,,,-35.0,-36.6,,,,5.0,-23.0,16.3,,,,,,,-24.9,,,,2.8,12.9,,True,,True,False,,,,,False,,False,,,False,True,False,,,False,False,,,,True,False,False,,,,,,,False,,,,True,True
01107,149,66.0,,61.5,,71.0,46.0,,,,,101.0,,68.2,,,168.0,48.4,105.2,,,15.0,54.7,,,,81.0,77.0,92.6,,,,,,,73.1,,,,130.1,105.1,-83.0,,-87.5,,-78.0,-103.0,,,,,-48.0,,-80.8,,,19.0,-100.6,-43.8,,,-134.0,-94.3,,,,-68.0,-72.0,-56.4,,,,,,,-75.9,,,,-18.9,-43.9,,False,,True,False,,,,,True,,True,,,True,False,True,,,False,False,,,,True,True,True,,,,,,,True,,,,True,True
01109,191,296.0,,314.8,,205.0,159.0,,,,,203.4,,185.4,,,208.0,141.7,204.7,222.0,,213.0,186.1,,,,359.0,227.0,167.5,,,,,,234.1,248.0,,,,667.1,285.8,105.0,,123.8,,14.0,-32.0,,,,,12.4,,-5.6,,,17.0,-49.3,13.7,31.0,,22.0,-4.9,,,,168.0,36.0,-23.5,,,,,,43.1,57.0,,,,476.1,94.8,,False,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
01111,98,134.0,,134.0,,107.0,132.0,,,,,79.0,,101.9,,,150.0,83.3,94.3,,,107.0,99.2,,,,127.0,115.0,100.1,,,,,,,130.1,,,,202.4,102.7,36.0,,36.0,,9.0,34.0,,,,,-19.0,,3.9,,,52.0,-14.7,-3.7,,,9.0,1.2,,,,29.0,17.0,2.1,,,,,,,32.1,,,,104.4,4.7,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False,True
01113,310,548.0,,544.9,,450.0,612.0,,,,,274.1,,363.5,,,352.0,713.7,345.2,378.0,,680.0,400.0,,,,695.0,405.0,470.3,,,,,,480.2,411.7,,,,636.3,479.9,238.0,,234.9,,140.0,302.0,,,,,-35.9,,53.5,,,42.0,403.7,35.2,68.0,,370.0,90.0,,,,385.0,95.0,160.3,,,,,,170.2,101.7,,,,326.3,169.9,,True,,True,False,,,,,True,,True,,,True,False,True,True,,False,True,,,,False,True,True,,,,,,True,True,,,,False,True
01115,611,612.0,,607.4,,479.0,369.0,,,,,548.4,,441.5,,,670.0,376.0,513.2,238.0,,475.0,454.3,,,,547.0,485.0,491.0,,,,,,417.8,443.4,,,,788.2,619.9,1.0,,-3.6,,-132.0,-242.0,,,,,-62.6,,-169.5,,,59.0,-235.0,-97.8,-373.0,,-136.0,-156.7,,,,-64.0,-126.0,-120.0,,,,,,-193.2,-167.6,,,,177.2,8.9,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
01117,1546,1654.0,,1814.4,,1356.0,1894.0,,,,,1341.6,,1147.4,,1385.4,1669.0,1044.0,1208.0,1097.5,,1169.0,1213.9,,,,1670.0,1284.0,1484.4,,,,,,1245.5,1204.2,1348.0,,,1782.3,1820.6,108.0,,268.4,,-190.0,348.0,,,,,-204.4,,-398.6,,-160.6,123.0,-502.0,-338.0,-448.5,,-377.0,-332.1,,,,124.0,-262.0,-61.6,,,,,,-300.5,-341.8,-198.0,,,236.3,274.6,,False,,False,False,,,,,False,,False,,False,False,False,False,False,,False,False,,,,False,False,True,,,,,,False,False,False,,,False,False
01119,47,34.0,,35.2,,24.0,0.0,,,,,46.3,,39.0,,,75.0,1.2,42.6,,,4.0,16.5,,,,18.0,29.0,20.0,,,,,,,44.0,,,,27.9,46.5,-13.0,,-11.8,,-23.0,-47.0,,,,,-0.7,,-8.0,,,28.0,-45.8,-4.4,,,-43.0,-30.5,,,,-29.0,-18.0,-27.0,,,,,,,-3.0,,,,-19.1,-0.5,,True,,False,False,,,,,True,,True,,,False,False,True,,,False,False,,,,False,False,False,,,,,,,True,,,,False,True
01121,694,600.0,,565.6,,532.0,311.0,,,,,465.5,,431.8,,,605.0,473.8,466.2,321.0,,543.0,480.4,,,,671.0,496.0,719.8,,,,,,547.2,394.4,,,,633.3,596.2,-94.0,,-128.4,,-162.0,-383.0,,,,,-228.5,,-262.2,,,-89.0,-220.2,-227.8,-373.0,,-151.0,-213.6,,,,-23.0,-198.0,25.8,,,,,,-146.8,-299.6,,,,-60.7,-97.8,,False,,False,False,,,,,False,,False,,,True,False,False,False,,False,False,,,,True,False,True,,,,,,False,False,,,,True,False
01123,250,1072.0,,1144.0,,252.0,128.0,,,,,193.7,,675.3,,,241.0,44.3,420.8,284.0,,54.0,434.2,,,,977.0,557.0,193.9,,,,,,752.4,500.2,,,,1603.6,707.1,822.0,,894.0,,2.0,-122.0,,,,,-56.3,,425.3,,,-9.0,-205.7,170.8,34.0,,-196.0,184.2,,,,727.0,307.0,-56.1,,,,,,502.4,250.2,,,,1353.6,457.1,,False,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,False,True
01125,1514,1680.0,,1794.1,,1163.0,1117.0,,,,,1338.1,,1308.7,,1132.1,1645.0,500.5,1230.0,779.0,,805.5,972.5,,,,1481.0,1225.0,1421.7,,,,,,1595.9,1182.1,1013.0,,,1365.3,1742.9,166.0,,280.1,,-351.0,-397.0,,,,,-175.9,,-205.3,,-381.9,131.0,-1013.5,-284.0,-735.0,,-708.5,-541.5,,,,-33.0,-289.0,-92.3,,,,,,81.9,-331.9,-501.0,,,-148.7,228.9,,False,,False,False,,,,,False,,False,,False,True,False,False,False,,False,False,,,,True,False,True,,,,,,True,False,False,,,True,False
01127,223,296.0,,303.6,,258.0,109.0,,,,,383.2,,241.9,,,590.0,116.9,308.9,134.0,,127.0,186.3,,,,232.0,269.0,317.4,,,,,,340.2,212.1,,,,444.7,431.0,73.0,,80.6,,35.0,-114.0,,,,,160.2,,18.9,,,367.0,-106.1,85.9,-89.0,,-96.0,-36.7,,,,9.0,46.0,94.4,,,,,,117.2,-10.9,,,,221.7,208.0,,False,,True,False,,,,,False,,True,,,False,False,False,False,,False,True,,,,True,True,False,,,,,,False,True,,,,False,False
01129,79,94.0,,95.5,,82.0,55.0,,,,,79.3,,93.1,,,136.0,52.4,73.7,,,70.0,74.3,,,,112.0,83.0,109.2,,,,,,,77.3,,,,93.3,108.6,15.0,,16.5,,3.0,-24.0,,,,,0.3,,14.1,,,57.0,-26.6,-5.3,,,-9.0,-4.7,,,,33.0,4.0,30.2,,,,,,,-1.7,,,,14.3,29.6,,False,,True,False,,,,,True,,True,,,False,False,True,,,True,True,,,,False,True,False,,,,,,,True,,,,True,False
01131,86,106.0,,110.8,,84.0,115.0,,,,,65.2,,82.7,,,50.0,84.9,75.2,,,95.0,70.8,,,,148.0,81.0,91.6,,,,,,,83.9,,,,184.4,85.9,20.0,,24.8,,-2.0,29.0,,,,,-20.8,,-3.3,,,-36.0,-1.1,-10.8,,,9.0,-15.2,,,,62.0,-5.0,5.6,,,,,,,-2.1,,,,98.4,-0.1,,False,,True,False,,,,,False,,True,,,False,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
01133,66,156.0,,160.5,,126.0,110.0,,,,,137.1,,103.6,,,220.0,86.6,139.8,,,61.0,97.1,,,,139.0,125.0,169.3,,,,,,93.3,124.7,,,,156.2,158.8,90.0,,94.5,,60.0,44.0,,,,,71.1,,37.6,,,154.0,20.6,73.8,,,-5.0,31.1,,,,73.0,59.0,103.3,,,,,,27.3,58.7,,,,90.2,92.8,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,True,True,False,,,,,,True,True,,,,False,False
02013,189,62.0,,63.9,,15.0,,,,,,2.2,,48.7,,,,1.6,45.2,,,2.0,20.4,,,,,36.0,4.2,,,,,,,,,,,433.5,,-127.0,,-125.1,,-174.0,,,,,,-186.8,,-140.3,,,,-187.4,-143.8,,,-187.0,-168.6,,,,,-153.0,-184.8,,,,,,,,,,,244.5,,,True,,False,,,,,,False,,False,,,,False,False,,,False,False,,,,,False,False,,,,,,,,,,,False,
02016,67,96.0,,91.4,,60.0,,,,,,28.6,,45.1,,,,134.6,79.8,,,55.0,39.2,,,,105.0,60.0,44.3,,,,,,,52.9,,,,39.5,,29.0,,24.4,,-7.0,,,,,,-38.4,,-21.9,,,,67.6,12.8,,,-12.0,-27.8,,,,38.0,-7.0,-22.7,,,,,,,-14.1,,,,-27.5,,,True,,True,,,,,,False,,True,,,,False,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,
02020,684,902.0,,867.4,,713.0,629.0,,,,,927.3,,883.3,,734.5,,457.7,849.4,884.5,,463.0,613.4,,,,821.0,971.0,1715.7,,,,,,1283.7,980.2,677.0,,,714.1,,218.0,,183.4,,29.0,-55.0,,,,,243.3,,199.3,,50.5,,-226.3,165.4,200.5,,-221.0,-70.6,,,,137.0,287.0,1031.7,,,,,,599.7,296.2,-7.0,,,30.1,,,True,,True,True,,,,,False,,True,,True,,False,True,True,,False,True,,,,True,False,False,,,,,,False,False,True,,,True,
02050,275,416.0,,381.1,,225.0,0.0,,,,,115.3,,324.3,,,,176.8,204.8,,,237.0,208.6,,,,403.0,268.0,339.5,,,,,,,322.4,,,,426.2,,141.0,,106.1,,-50.0,-275.0,,,,,-159.7,,49.3,,,,-98.2,-70.2,,,-38.0,-66.4,,,,128.0,-7.0,64.5,,,,,,,47.4,,,,151.2,,,True,,True,False,,,,,False,,True,,,,True,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False,
02060,0,0.0,,0.0,,0.0,0.0,,,,,3.1,,0.3,,,,0.0,0.0,,,,0.0,,,,0.0,2.0,0.4,,,,,,,,,,,2.0,,0.0,,0.0,,0.0,0.0,,,,,3.1,,0.3,,,,0.0,0.0,,,,0.0,,,,0.0,2.0,0.4,,,,,,,,,,,2.0,,,True,,True,True,,,,,False,,False,,,,False,True,,,,True,,,,True,False,False,,,,,,,,,,,False,
02068,4,2.0,,2.0,,2.0,0.0,,,,,2.2,,4.1,,,,2.2,2.7,,,5.0,6.8,,,,,6.0,,,,,,,,15.8,,,,2.2,,-2.0,,-2.0,,-2.0,-4.0,,,,,-1.8,,0.1,,,,-1.8,-1.3,,,1.0,2.8,,,,,2.0,,,,,,,,11.8,,,,-1.8,,,False,,False,False,,,,,True,,True,,,,True,True,,,True,False,,,,,False,,,,,,,,False,,,,True,
02070,16,26.0,,25.3,,13.0,,,,,,6.1,,21.9,,,,3.3,14.6,,,6.0,13.3,,,,16.0,24.0,22.4,,,,,,,24.3,,,,22.5,,10.0,,9.3,,-3.0,,,,,,-9.9,,5.9,,,,-12.7,-1.4,,,-10.0,-2.7,,,,0.0,8.0,6.4,,,,,,,8.3,,,,6.5,,,True,,True,,,,,,True,,True,,,,False,True,,,False,True,,,,True,True,True,,,,,,,True,,,,True,
02090,169,354.0,,361.9,,326.0,,,,,,293.2,,336.3,,,,256.5,254.6,388.5,,195.0,268.5,,,,397.0,398.0,462.1,,,,,,285.1,222.9,,,,624.9,,185.0,,192.9,,157.0,,,,,,124.2,,167.3,,,,87.5,85.6,219.5,,26.0,99.5,,,,228.0,229.0,293.1,,,,,,116.1,53.9,,,,455.9,,,False,,True,,,,,,True,,True,,,,True,True,False,,True,True,,,,False,False,False,,,,,,True,True,,,,False,
02100,2,2.0,,1.5,,1.0,0.0,,,,,0.2,,1.6,,,,6.8,1.9,,,0.0,0.5,,,,1.0,7.0,0.8,,,,,,,,,,,1.6,,0.0,,-0.5,,-1.0,-2.0,,,,,-1.8,,-0.4,,,,4.8,-0.1,,,-2.0,-1.5,,,,-1.0,5.0,-1.2,,,,,,,,,,,-0.4,,,False,,False,False,,,,,False,,False,,,,False,False,,,False,False,,,,False,False,False,,,,,,,,,,,False,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,,0.4,,,,0.0,0.0,,,,0.1,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,0.4,,,,0.0,0.0,,,,0.1,,,,0.0,,,,,,,,,,,,,,,,True,,True,True,,,,,,,False,,,,False,True,,,,False,,,,True,,,,,,,,,,,,,,
02110,69,64.0,,71.0,,47.0,24.0,,,,,44.1,,76.8,,,,54.4,34.1,40.5,,38.0,43.7,,,,68.0,60.0,154.1,,,,,,,,,,,67.8,,-5.0,,2.0,,-22.0,-45.0,,,,,-24.9,,7.8,,,,-14.6,-34.9,-28.5,,-31.0,-25.3,,,,-1.0,-9.0,85.1,,,,,,,,,,,-1.2,,,True,,False,False,,,,,False,,False,,,,False,False,False,,False,False,,,,True,False,False,,,,,,,,,,,True,
02122,48,112.0,,103.3,,103.0,117.0,,,,,140.6,,139.6,,,,75.1,92.2,,,62.0,80.9,,,,109.0,192.0,159.4,,,,,,113.9,91.9,,,,72.7,,64.0,,55.3,,55.0,69.0,,,,,92.6,,91.6,,,,27.1,44.2,,,14.0,32.9,,,,61.0,144.0,111.4,,,,,,65.9,43.9,,,,24.7,,,True,,True,False,,,,,False,,False,,,,True,True,,,True,True,,,,True,False,False,,,,,,False,True,,,,True,
02130,19,10.0,,9.6,,10.0,1.0,,,,,12.7,,19.2,,,,4.8,13.4,,,11.0,11.4,,,,17.0,24.0,,,,,,,,,,,,17.0,,-9.0,,-9.4,,-9.0,-18.0,,,,,-6.3,,0.2,,,,-14.2,-5.6,,,-8.0,-7.6,,,,-2.0,5.0,,,,,,,,,,,,-2.0,,,False,,False,False,,,,,True,,True,,,,False,True,,,True,True,,,,True,True,,,,,,,,,,,,True,
02150,21,48.0,,43.7,,36.0,,,,,,70.8,,46.1,,,,35.1,51.2,,,24.0,29.3,,,,52.0,52.0,101.2,,,,,,,57.4,,,,75.9,,27.0,,22.7,,15.0,,,,,,49.8,,25.1,,,,14.1,30.2,,,3.0,8.3,,,,31.0,31.0,80.2,,,,,,,36.4,,,,54.9,,,True,,True,,,,,,False,,True,,,,True,False,,,True,True,,,,False,False,False,,,,,,,False,,,,False,
02158,74,202.0,,231.1,,132.0,,,,,,,,101.6,,,,132.0,112.0,,,225.0,76.4,,,,239.0,,,,,,,,,,,,,,,128.0,,157.1,,58.0,,,,,,,,27.6,,,,58.0,38.0,,,151.0,2.4,,,,165.0,,,,,,,,,,,,,,,,False,,True,,,,,,,,True,,,,True,True,,,False,True,,,,False,,,,,,,,,,,,,,
02164,0,14.0,,13.8,,7.0,,,,,,0.0,,7.2,,,,29.9,6.4,,,5.0,,,,,7.0,11.0,5.3,,,,,,,26.0,,,,7.6,,14.0,,13.8,,7.0,,,,,,0.0,,7.2,,,,29.9,6.4,,,5.0,,,,,7.0,11.0,5.3,,,,,,,26.0,,,,7.6,,,True,,True,,,,,,True,,True,,,,False,True,,,True,,,,,True,True,True,,,,,,,False,,,,True,
02170,347,430.0,,422.2,,364.0,399.0,,,,,375.7,,401.5,,,,239.9,317.4,440.0,,279.0,271.8,,,,452.0,419.0,438.4,,,,,,638.6,290.4,,,,601.3,,83.0,,75.2,,17.0,52.0,,,,,28.7,,54.5,,,,-107.1,-29.6,93.0,,-68.0,-75.2,,,,105.0,72.0,91.4,,,,,,291.6,-56.6,,,,254.3,,,True,,True,True,,,,,True,,True,,,,False,True,False,,True,True,,,,False,True,False,,,,,,False,True,,,,False,
02180,8,22.0,,21.0,,19.0,,,,,,10.7,,24.3,,,,46.3,11.6,,,4.0,13.1,,,,23.0,28.0,28.0,,,,,,,28.7,,,,23.3,,14.0,,13.0,,11.0,,,,,,2.7,,16.3,,,,38.3,3.6,,,-4.0,5.1,,,,15.0,20.0,20.0,,,,,,,20.7,,,,15.3,,,True,,True,,,,,,True,,False,,,,False,True,,,True,True,,,,False,False,False,,,,,,,False,,,,False,
02185,12,38.0,,19.9,,49.0,0.0,,,,,51.5,,38.3,,,,187.6,69.9,,,3.0,50.8,,,,,50.0,114.7,,,,,,,45.4,,,,90.5,,26.0,,7.9,,37.0,-12.0,,,,,39.5,,26.3,,,,175.6,57.9,,,-9.0,38.8,,,,,38.0,102.7,,,,,,,33.4,,,,78.5,,,True,,False,True,,,,,False,,False,,,,False,False,,,True,False,,,,,False,False,,,,,,,False,,,,False,
02188,16,84.0,,75.6,,54.0,,,,,,26.9,,52.9,,,,32.3,67.3,,,39.0,57.6,,,,115.0,69.0,75.4,,,,,,,109.4,,,,57.6,,68.0,,59.6,,38.0,,,,,,10.9,,36.9,,,,16.3,51.3,,,23.0,41.6,,,,99.0,53.0,59.4,,,,,,,93.4,,,,41.6,,,True,,True,,,,,,True,,True,,,,True,True,,,True,True,,,,False,True,True,,,,,,,False,,,,True,
02195,2,2.0,,1.8,,3.0,2.0,,,,,1.4,,3.3,,,,9.7,7.6,,,5.0,2.6,,,,,8.0,,,,,,,,,,,,,,0.0,,-0.2,,1.0,0.0,,,,,-0.6,,1.3,,,,7.7,5.6,,,3.0,0.6,,,,,6.0,,,,,,,,,,,,,,,False,,False,True,,,,,False,,False,,,,False,False,,,False,False,,,,,False,,,,,,,,,,,,,
