,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
28083,143,238.0,,276.1,,212.0,171.0,,,,,186.5,,169.1,,,208.0,84.7,184.6,231.5,,193.0,142.0,,,,221.0,192.0,365.8,,,,,,244.3,291.7,,,,297.8,263.6,95.0,,133.1,,69.0,28.0,,,,,43.5,,26.1,,,65.0,-58.3,41.6,88.5,,50.0,-1.0,,,,78.0,49.0,222.8,,,,,,101.3,148.7,,,,154.8,120.6,,False,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,True,True,False,,,,,,False,False,,,,False,False
28085,229,200.0,,203.3,,196.0,111.0,,,,,201.6,,176.6,,,298.0,121.3,188.5,215.0,,140.0,144.7,,,,227.0,203.0,203.6,,,,,,232.8,144.6,,,,202.4,240.1,-29.0,,-25.7,,-33.0,-118.0,,,,,-27.4,,-52.4,,,69.0,-107.7,-40.5,-14.0,,-89.0,-84.3,,,,-2.0,-26.0,-25.4,,,,,,3.8,-84.4,,,,-26.6,11.1,,True,,False,False,,,,,True,,False,,,False,False,False,True,,False,False,,,,True,True,True,,,,,,True,False,,,,True,True
28087,297,418.0,,425.2,,380.0,259.0,,,,,404.1,,319.4,,,545.0,305.4,333.6,467.5,,174.0,305.6,,,,469.0,365.0,433.5,,,,,,332.4,271.2,,,,583.6,471.4,121.0,,128.2,,83.0,-38.0,,,,,107.1,,22.4,,,248.0,8.4,36.6,170.5,,-123.0,8.6,,,,172.0,68.0,136.5,,,,,,35.4,-25.8,,,,286.6,174.4,,False,,True,True,,,,,True,,True,,,False,True,True,False,,False,True,,,,False,True,False,,,,,,True,True,,,,False,False
28089,544,764.0,,735.6,,666.0,718.0,,,,,631.8,,603.0,,720.1,736.0,539.6,535.4,657.5,,582.0,505.3,,,,812.0,682.0,905.9,,,,,,620.1,790.7,,,,1043.3,642.0,220.0,,191.6,,122.0,174.0,,,,,87.8,,59.0,,176.1,192.0,-4.4,-8.6,113.5,,38.0,-38.7,,,,268.0,138.0,361.9,,,,,,76.1,246.7,,,,499.3,98.0,,True,,True,True,,,,,True,,True,,True,True,True,True,True,,True,True,,,,False,True,False,,,,,,True,False,,,,False,True
28091,189,274.0,,263.5,,214.0,278.0,,,,,163.3,,179.4,,,202.0,180.5,160.4,,,239.0,204.3,,,,293.0,215.0,239.1,,,,,,227.9,200.5,,,,306.5,190.2,85.0,,74.5,,25.0,89.0,,,,,-25.7,,-9.6,,,13.0,-8.5,-28.6,,,50.0,15.3,,,,104.0,26.0,50.1,,,,,,38.9,11.5,,,,117.5,1.2,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
28093,236,322.0,,312.9,,258.0,282.0,,,,,208.5,,237.2,,,237.0,158.5,227.0,276.0,,305.0,239.4,,,,338.0,245.0,269.6,,,,,,267.3,238.0,,,,293.6,279.6,86.0,,76.9,,22.0,46.0,,,,,-27.5,,1.2,,,1.0,-77.5,-9.0,40.0,,69.0,3.4,,,,102.0,9.0,33.6,,,,,,31.3,2.0,,,,57.6,43.6,,True,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
28095,222,300.0,,299.0,,274.0,306.0,,,,,227.9,,214.6,,,342.0,128.0,237.6,228.0,,219.0,194.1,,,,292.0,260.0,364.1,,,,,,269.4,235.2,,,,358.0,368.9,78.0,,77.0,,52.0,84.0,,,,,5.9,,-7.4,,,120.0,-94.0,15.6,6.0,,-3.0,-27.9,,,,70.0,38.0,142.1,,,,,,47.4,13.2,,,,136.0,146.9,,True,,True,False,,,,,True,,True,,,False,False,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,,False,False
28097,45,50.0,,49.4,,52.0,30.0,,,,,55.3,,43.0,,,89.0,33.2,49.1,,,21.0,39.0,,,,57.0,57.0,81.7,,,,,,,75.8,,,,70.9,56.2,5.0,,4.4,,7.0,-15.0,,,,,10.3,,-2.0,,,44.0,-11.8,4.1,,,-24.0,-6.0,,,,12.0,12.0,36.7,,,,,,,30.8,,,,25.9,11.2,,True,,False,False,,,,,False,,True,,,False,False,True,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
28099,133,256.0,,262.4,,226.0,238.0,,,,,226.8,,184.1,,,286.0,178.1,182.9,236.0,,158.0,164.3,,,,231.0,221.0,337.6,,,,,,226.6,168.3,,,,303.6,203.7,123.0,,129.4,,93.0,105.0,,,,,93.8,,51.1,,,153.0,45.1,49.9,103.0,,25.0,31.3,,,,98.0,88.0,204.6,,,,,,93.6,35.3,,,,170.6,70.7,,False,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,,False,True
28101,121,198.0,,194.6,,183.0,196.0,,,,,129.5,,140.7,,,202.0,210.7,158.4,,,158.0,142.8,,,,222.0,164.0,237.1,,,,,,,142.9,,,,224.4,106.7,77.0,,73.6,,62.0,75.0,,,,,8.5,,19.7,,,81.0,89.7,37.4,,,37.0,21.8,,,,101.0,43.0,116.1,,,,,,,21.9,,,,103.4,-14.3,,True,,True,True,,,,,True,,True,,,False,False,True,,,True,True,,,,False,True,False,,,,,,,True,,,,False,True
28103,61,54.0,,67.1,,59.0,37.0,,,,,57.6,,53.6,,,76.0,25.0,65.1,,,19.0,42.4,,,,69.0,56.0,113.4,,,,,,,80.9,,,,97.1,64.2,-7.0,,6.1,,-2.0,-24.0,,,,,-3.4,,-7.4,,,15.0,-36.0,4.1,,,-42.0,-18.6,,,,8.0,-5.0,52.4,,,,,,,19.9,,,,36.1,3.2,,True,,True,False,,,,,True,,False,,,False,False,True,,,False,False,,,,False,True,False,,,,,,,False,,,,False,True
28105,212,312.0,,294.2,,274.0,223.0,,,,,260.1,,242.9,,,387.0,144.0,258.6,303.5,,234.0,215.4,,,,308.0,260.0,321.9,,,,,,290.5,292.6,,,,335.4,302.8,100.0,,82.2,,62.0,11.0,,,,,48.1,,30.9,,,175.0,-68.0,46.6,91.5,,22.0,3.4,,,,96.0,48.0,109.9,,,,,,78.5,80.6,,,,123.4,90.8,,True,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,,False,True
28107,253,396.0,,396.4,,319.0,392.0,,,,,265.2,,267.6,,,249.0,321.8,278.1,354.0,,310.0,250.1,,,,407.0,315.0,391.9,,,,,,263.7,321.9,,,,589.9,322.6,143.0,,143.4,,66.0,139.0,,,,,12.2,,14.6,,,-4.0,68.8,25.1,101.0,,57.0,-2.9,,,,154.0,62.0,138.9,,,,,,10.7,68.9,,,,336.9,69.6,,False,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
28109,352,472.0,,451.0,,401.0,369.0,,,,,263.1,,378.0,,,423.0,302.3,322.8,472.5,,310.0,333.9,,,,503.0,391.0,468.8,,,,,,471.1,391.9,,,,458.6,404.4,120.0,,99.0,,49.0,17.0,,,,,-88.9,,26.0,,,71.0,-49.7,-29.2,120.5,,-42.0,-18.1,,,,151.0,39.0,116.8,,,,,,119.1,39.9,,,,106.6,52.4,,True,,True,True,,,,,True,,True,,,True,True,True,False,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
28111,58,80.0,,75.9,,76.0,62.0,,,,,59.8,,58.6,,,110.0,74.7,65.4,,,77.0,58.0,,,,89.0,75.0,104.2,,,,,,,74.1,,,,103.3,74.8,22.0,,17.9,,18.0,4.0,,,,,1.8,,0.6,,,52.0,16.7,7.4,,,19.0,0.0,,,,31.0,17.0,46.2,,,,,,,16.1,,,,45.3,16.8,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,False,,,,,,,True,,,,False,True
28113,193,180.0,,174.0,,195.0,78.0,,,,,200.0,,153.0,,,317.0,178.1,200.7,267.5,,131.0,155.0,,,,230.0,193.0,307.4,,,,,,168.8,121.7,,,,276.6,243.9,-13.0,,-19.0,,2.0,-115.0,,,,,7.0,,-40.0,,,124.0,-14.9,7.7,74.5,,-62.0,-38.0,,,,37.0,0.0,114.4,,,,,,-24.2,-71.3,,,,83.6,50.9,,False,,True,False,,,,,True,,False,,,False,False,True,False,,False,False,,,,False,True,False,,,,,,False,False,,,,False,False
28115,214,302.0,,302.1,,237.0,222.0,,,,,264.6,,183.7,,,349.0,156.5,223.2,205.5,,177.0,198.2,,,,273.0,261.0,336.6,,,,,,191.1,217.6,,,,304.4,296.1,88.0,,88.1,,23.0,8.0,,,,,50.6,,-30.3,,,135.0,-57.5,9.2,-8.5,,-37.0,-15.8,,,,59.0,47.0,122.6,,,,,,-22.9,3.6,,,,90.4,82.1,,False,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,,False,True
28117,102,170.0,,164.9,,157.0,103.0,,,,,168.3,,137.0,,,238.0,91.9,146.5,,,98.0,124.4,,,,173.0,162.0,283.3,,,,,,138.2,115.3,,,,193.3,181.2,68.0,,62.9,,55.0,1.0,,,,,66.3,,35.0,,,136.0,-10.1,44.5,,,-4.0,22.4,,,,71.0,60.0,181.3,,,,,,36.2,13.3,,,,91.3,79.2,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
28119,42,50.0,,53.0,,50.0,46.0,,,,,36.3,,37.6,,,45.0,98.3,42.8,,,23.0,46.6,,,,74.0,51.0,65.6,,,,,,,128.7,,,,54.7,66.0,8.0,,11.0,,8.0,4.0,,,,,-5.7,,-4.4,,,3.0,56.3,0.8,,,-19.0,4.6,,,,32.0,9.0,23.6,,,,,,,86.7,,,,12.7,24.0,,False,,False,True,,,,,True,,True,,,True,False,True,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
28121,873,1076.0,,984.0,,993.0,898.0,,,,,843.3,,806.1,,1122.8,1406.0,798.3,912.3,1082.0,,798.0,846.3,,,,1230.0,1104.0,1354.9,,,,,,984.9,918.1,701.0,,,1350.6,1066.5,203.0,,111.0,,120.0,25.0,,,,,-29.7,,-66.9,,249.8,533.0,-74.7,39.3,209.0,,-75.0,-26.7,,,,357.0,231.0,481.9,,,,,,111.9,45.1,-172.0,,,477.6,193.5,,True,,True,True,,,,,True,,True,,False,False,True,True,False,,True,True,,,,False,False,False,,,,,,True,True,True,,,False,True
28123,216,298.0,,297.2,,224.0,309.0,,,,,184.1,,234.5,,,262.0,205.3,201.9,,,231.0,190.9,,,,346.0,217.0,221.4,,,,,,278.1,252.8,,,,526.8,215.6,82.0,,81.2,,8.0,93.0,,,,,-31.9,,18.5,,,46.0,-10.7,-14.1,,,15.0,-25.1,,,,130.0,1.0,5.4,,,,,,62.1,36.8,,,,310.8,-0.4,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
28125,32,54.0,,52.4,,33.0,0.0,,,,,33.1,,30.8,,,31.0,33.3,24.1,,,27.0,27.5,,,,64.0,38.0,31.7,,,,,,,49.5,,,,85.6,74.1,22.0,,20.4,,1.0,-32.0,,,,,1.1,,-1.2,,,-1.0,1.3,-7.9,,,-5.0,-4.5,,,,32.0,6.0,-0.3,,,,,,,17.5,,,,53.6,42.1,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,False
28127,134,164.0,,193.1,,156.0,98.0,,,,,171.2,,122.7,,,238.0,97.7,157.1,,,116.0,111.8,,,,174.0,178.0,174.2,,,,,,148.7,154.0,,,,202.6,203.7,30.0,,59.1,,22.0,-36.0,,,,,37.2,,-11.3,,,104.0,-36.3,23.1,,,-18.0,-22.2,,,,40.0,44.0,40.2,,,,,,14.7,20.0,,,,68.6,69.7,,False,,True,False,,,,,False,,True,,,False,False,True,,,True,True,,,,False,False,False,,,,,,True,True,,,,False,False
28129,144,196.0,,187.1,,141.0,185.0,,,,,81.4,,134.6,,,141.0,86.7,107.7,,,147.0,115.3,,,,203.0,148.0,122.7,,,,,,,157.6,,,,235.1,152.0,52.0,,43.1,,-3.0,41.0,,,,,-62.6,,-9.4,,,-3.0,-57.3,-36.3,,,3.0,-28.7,,,,59.0,4.0,-21.3,,,,,,,13.6,,,,91.1,8.0,,True,,True,True,,,,,False,,True,,,True,False,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
28131,118,198.0,,198.3,,155.0,168.0,,,,,98.2,,146.1,,,153.0,86.0,129.4,,,143.0,128.9,,,,192.0,171.0,163.6,,,,,,,154.8,,,,179.8,168.7,80.0,,80.3,,37.0,50.0,,,,,-19.8,,28.1,,,35.0,-32.0,11.4,,,25.0,10.9,,,,74.0,53.0,45.6,,,,,,,36.8,,,,61.8,50.7,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True,True
28133,145,220.0,,200.6,,174.0,117.0,,,,,198.3,,130.5,,,166.0,121.0,191.5,,,86.0,128.3,,,,225.0,189.0,333.0,,,,,,159.0,229.7,,,,318.5,241.4,75.0,,55.6,,29.0,-28.0,,,,,53.3,,-14.5,,,21.0,-24.0,46.5,,,-59.0,-16.7,,,,80.0,44.0,188.0,,,,,,14.0,84.7,,,,173.5,96.4,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,False,,,,,,True,False,,,,False,False
28135,94,340.0,,358.6,,161.0,149.0,,,,,83.0,,142.3,,,109.0,201.7,171.9,,,124.0,173.8,,,,359.0,186.0,102.9,,,,,,,210.1,,,,466.5,192.0,246.0,,264.6,,67.0,55.0,,,,,-11.0,,48.3,,,15.0,107.7,77.9,,,30.0,79.8,,,,265.0,92.0,8.9,,,,,,,116.1,,,,372.5,98.0,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
28137,103,202.0,,206.3,,199.0,216.0,,,,,178.7,,140.6,,,211.0,208.5,137.9,,,173.0,157.1,,,,229.0,183.0,261.5,,,,,,189.6,143.0,,,,194.4,233.0,99.0,,103.3,,96.0,113.0,,,,,75.7,,37.6,,,108.0,105.5,34.9,,,70.0,54.1,,,,126.0,80.0,158.5,,,,,,86.6,40.0,,,,91.4,130.0,,False,,True,False,,,,,True,,True,,,False,False,True,,,True,True,,,,False,True,False,,,,,,True,True,,,,True,False
28139,159,190.0,,189.5,,192.0,178.0,,,,,176.6,,149.4,,,190.0,176.6,167.7,,,122.0,138.6,,,,233.0,193.0,292.4,,,,,,237.1,127.2,,,,279.9,249.4,31.0,,30.5,,33.0,19.0,,,,,17.6,,-9.6,,,31.0,17.6,8.7,,,-37.0,-20.4,,,,74.0,34.0,133.4,,,,,,78.1,-31.8,,,,120.9,90.4,,True,,False,True,,,,,True,,True,,,False,True,True,,,False,True,,,,False,False,False,,,,,,False,False,,,,False,False
28141,115,240.0,,234.6,,180.0,252.0,,,,,121.5,,107.3,,,181.0,179.2,138.3,,,187.0,141.8,,,,210.0,175.0,213.8,,,,,,,138.3,,,,253.5,118.2,125.0,,119.6,,65.0,137.0,,,,,6.5,,-7.7,,,66.0,64.2,23.3,,,72.0,26.8,,,,95.0,60.0,98.8,,,,,,,23.3,,,,138.5,3.2,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False,True
28143,51,56.0,,59.1,,56.0,44.0,,,,,46.1,,51.1,,,45.0,60.0,58.0,,,53.0,45.2,,,,83.0,51.0,83.6,,,,,,,64.4,,,,73.7,82.0,5.0,,8.1,,5.0,-7.0,,,,,-4.9,,0.1,,,-6.0,9.0,7.0,,,2.0,-5.8,,,,32.0,0.0,32.6,,,,,,,13.4,,,,22.7,31.0,,False,,False,False,,,,,True,,True,,,False,False,False,,,True,False,,,,False,True,False,,,,,,,False,,,,False,False
28145,224,284.0,,281.1,,273.0,236.0,,,,,246.5,,200.1,,,290.0,134.1,242.9,,,104.0,188.3,,,,283.0,244.0,404.5,,,,,,306.7,204.5,,,,295.6,301.0,60.0,,57.1,,49.0,12.0,,,,,22.5,,-23.9,,,66.0,-89.9,18.9,,,-120.0,-35.7,,,,59.0,20.0,180.5,,,,,,82.7,-19.5,,,,71.6,77.0,,True,,True,True,,,,,True,,True,,,False,False,True,,,False,True,,,,True,True,False,,,,,,False,True,,,,False,False
28147,61,52.0,,48.5,,56.0,34.0,,,,,67.9,,49.8,,,115.0,33.9,60.3,,,31.0,40.9,,,,64.0,64.0,86.6,,,,,,,54.5,,,,68.3,78.3,-9.0,,-12.5,,-5.0,-27.0,,,,,6.9,,-11.2,,,54.0,-27.1,-0.7,,,-30.0,-20.1,,,,3.0,3.0,25.6,,,,,,,-6.5,,,,7.3,17.3,,False,,True,False,,,,,True,,False,,,False,False,True,,,False,False,,,,True,True,False,,,,,,,True,,,,True,False
28149,298,458.0,,372.7,,371.0,409.0,,,,,328.0,,293.5,,,343.0,322.5,350.8,475.5,,211.0,266.2,,,,508.0,375.0,512.0,,,,,,332.3,310.6,,,,500.8,411.7,160.0,,74.7,,73.0,111.0,,,,,30.0,,-4.5,,,45.0,24.5,52.8,177.5,,-87.0,-31.8,,,,210.0,77.0,214.0,,,,,,34.3,12.6,,,,202.8,113.7,,True,,True,True,,,,,True,,True,,,True,True,True,False,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
28151,141,306.0,,279.5,,266.0,209.0,,,,,360.0,,237.1,,,293.0,147.9,235.9,294.5,,148.0,186.5,,,,313.0,278.0,386.7,,,,,,237.8,300.5,,,,398.4,356.7,165.0,,138.5,,125.0,68.0,,,,,219.0,,96.1,,,152.0,6.9,94.9,153.5,,7.0,45.5,,,,172.0,137.0,245.7,,,,,,96.8,159.5,,,,257.4,215.7,,True,,True,True,,,,,False,,True,,,True,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
28153,234,278.0,,289.2,,206.0,279.0,,,,,140.2,,225.5,,,181.0,152.2,176.1,,,209.0,175.9,,,,334.0,202.0,242.2,,,,,,,166.7,,,,344.0,222.2,44.0,,55.2,,-28.0,45.0,,,,,-93.8,,-8.5,,,-53.0,-81.8,-57.9,,,-25.0,-58.1,,,,100.0,-32.0,8.2,,,,,,,-67.3,,,,110.0,-11.8,,False,,True,False,,,,,False,,True,,,False,False,False,,,True,False,,,,False,True,True,,,,,,,False,,,,False,True
28155,69,84.0,,88.7,,74.0,57.0,,,,,57.5,,65.1,,,98.0,43.6,63.8,,,70.0,59.1,,,,100.0,73.0,69.7,,,,,,,61.7,,,,104.0,92.5,15.0,,19.7,,5.0,-12.0,,,,,-11.5,,-3.9,,,29.0,-25.4,-5.2,,,1.0,-9.9,,,,31.0,4.0,0.7,,,,,,,-7.3,,,,35.0,23.5,,False,,True,True,,,,,True,,True,,,False,False,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,False
28157,15,30.0,,30.5,,32.0,22.0,,,,,33.7,,32.1,,,60.0,29.3,26.9,,,14.0,27.5,,,,44.0,39.0,41.4,,,,,,,45.3,,,,35.9,33.3,15.0,,15.5,,17.0,7.0,,,,,18.7,,17.1,,,45.0,14.3,11.9,,,-1.0,12.5,,,,29.0,24.0,26.4,,,,,,,30.3,,,,20.9,18.3,,False,,False,True,,,,,False,,False,,,False,True,True,,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
28159,87,158.0,,175.7,,134.0,135.0,,,,,112.8,,114.9,,,152.0,88.8,99.8,,,58.0,88.2,,,,134.0,124.0,132.3,,,,,,,125.9,,,,161.0,140.5,71.0,,88.7,,47.0,48.0,,,,,25.8,,27.9,,,65.0,1.8,12.8,,,-29.0,1.2,,,,47.0,37.0,45.3,,,,,,,38.9,,,,74.0,53.5,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False,True
28161,137,118.0,,117.2,,99.0,103.0,,,,,70.4,,84.4,,,94.0,98.4,85.6,,,101.0,89.5,,,,139.0,97.0,117.5,,,,,,,105.9,,,,144.2,104.2,-19.0,,-19.8,,-38.0,-34.0,,,,,-66.6,,-52.6,,,-43.0,-38.6,-51.4,,,-36.0,-47.5,,,,2.0,-40.0,-19.5,,,,,,,-31.1,,,,7.2,-32.8,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,True,False,False,,,,,,,False,,,,True,False
28163,181,252.0,,251.9,,214.0,272.0,,,,,168.0,,176.9,,,179.0,233.8,171.6,,,209.0,186.3,,,,314.0,221.0,273.9,,,,,,195.3,198.6,,,,279.7,191.7,71.0,,70.9,,33.0,91.0,,,,,-13.0,,-4.1,,,-2.0,52.8,-9.4,,,28.0,5.3,,,,133.0,40.0,92.9,,,,,,14.3,17.6,,,,98.7,10.7,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
29001,80,132.0,,135.2,,123.0,90.0,,,,,85.7,,116.4,,,183.0,69.5,120.0,,,106.0,99.4,,,,143.0,141.0,198.0,,,,,,,127.3,,,,191.0,174.6,52.0,,55.2,,43.0,10.0,,,,,5.7,,36.4,,,103.0,-10.5,40.0,,,26.0,19.4,,,,63.0,61.0,118.0,,,,,,,47.3,,,,111.0,94.6,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,False,,,,,,,True,,,,False,False
29003,31,52.0,,54.2,,51.0,24.0,,,,,45.5,,58.9,,,117.0,12.0,56.7,,,39.0,38.1,,,,49.0,68.0,71.1,,,,,,,66.7,,,,46.2,83.9,21.0,,23.2,,20.0,-7.0,,,,,14.5,,27.9,,,86.0,-19.0,25.7,,,8.0,7.1,,,,18.0,37.0,40.1,,,,,,,35.7,,,,15.2,52.9,,False,,True,True,,,,,True,,False,,,False,True,False,,,True,True,,,,True,False,False,,,,,,,False,,,,True,False
29005,3,2.0,,1.0,,8.0,0.0,,,,,7.8,,9.9,,,27.0,0.3,7.1,,,7.0,3.2,,,,4.0,11.0,16.0,,,,,,,19.1,,,,9.4,9.4,-1.0,,-2.0,,5.0,-3.0,,,,,4.8,,6.9,,,24.0,-2.7,4.1,,,4.0,0.2,,,,1.0,8.0,13.0,,,,,,,16.1,,,,6.4,6.4,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
29007,73,58.0,,23.8,,67.0,14.0,,,,,75.9,,59.8,,,130.0,20.0,108.2,,,13.0,57.0,,,,54.0,98.0,119.9,,,,,,,99.9,,,,155.6,74.1,-15.0,,-49.2,,-6.0,-59.0,,,,,2.9,,-13.2,,,57.0,-53.0,35.2,,,-60.0,-16.0,,,,-19.0,25.0,46.9,,,,,,,26.9,,,,82.6,1.1,,False,,True,False,,,,,True,,True,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,True
29009,75,86.0,,78.9,,106.0,60.0,,,,,95.9,,76.4,,,292.0,120.8,106.9,122.5,,95.0,93.5,,,,128.0,141.0,127.1,,,,,,,97.1,,,,107.1,122.3,11.0,,3.9,,31.0,-15.0,,,,,20.9,,1.4,,,217.0,45.8,31.9,47.5,,20.0,18.5,,,,53.0,66.0,52.1,,,,,,,22.1,,,,32.1,47.3,,True,,False,False,,,,,False,,True,,,False,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
29011,38,34.0,,32.2,,47.0,35.0,,,,,41.1,,29.9,,,98.0,22.3,42.7,,,52.0,37.2,,,,53.0,52.0,65.1,,,,,,,37.3,,,,48.4,,-4.0,,-5.8,,9.0,-3.0,,,,,3.1,,-8.1,,,60.0,-15.7,4.7,,,14.0,-0.8,,,,15.0,14.0,27.1,,,,,,,-0.7,,,,10.4,,,False,,False,True,,,,,True,,False,,,False,False,False,,,False,True,,,,False,False,False,,,,,,,True,,,,False,
29013,60,60.0,,65.1,,60.0,30.0,,,,,42.4,,48.0,,,140.0,18.7,58.6,,,48.0,51.0,,,,63.0,72.0,70.7,,,,,,,66.9,,,,89.8,77.7,0.0,,5.1,,0.0,-30.0,,,,,-17.6,,-12.0,,,80.0,-41.3,-1.4,,,-12.0,-9.0,,,,3.0,12.0,10.7,,,,,,,6.9,,,,29.8,17.7,,False,,True,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
