,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
45065,104,62.0,,58.0,,49.0,48.0,67.0,,,,,23.4,,,76.6,,,25.0,73.3,,37.5,,,48.0,42.4,,,,78.0,48.0,46.2,,,,,,,54.0,,,,49.6,52.5,-42.0,,-46.0,,-55.0,-56.0,-37.0,,,,,-80.6,,,-27.4,,,-79.0,-30.7,,-66.5,,,-56.0,-61.6,,,,-26.0,-56.0,-57.8,,,,,,,-50.0,,,,-54.4,-51.5,,False,,False,False,True,,,,,False,,,True,,,False,True,,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False,False
45067,125,109.0,,124.1,,103.0,121.0,94.0,,,,,91.2,,,89.1,,,159.0,101.0,,107.3,122.0,,73.0,97.7,,,,123.0,104.0,119.7,,,,,,87.4,114.6,,,,104.5,192.8,-16.0,,-0.9,,-22.0,-4.0,-31.0,,,,,-33.8,,,-35.9,,,34.0,-24.0,,-17.7,-3.0,,-52.0,-27.3,,,,-2.0,-21.0,-5.3,,,,,,-37.6,-10.4,,,,-20.5,67.8,,True,,False,True,False,,,,,False,,,False,,,False,False,,False,True,,False,False,,,,True,False,True,,,,,,False,True,,,,False,False
45069,112,140.0,,141.7,,116.0,126.0,90.0,,,,,73.7,,,70.7,,,135.0,118.9,,87.5,,,115.5,113.3,,,,156.0,117.0,161.5,,,,,,129.4,108.7,,,,127.1,144.5,28.0,,29.7,,4.0,14.0,-22.0,,,,,-38.3,,,-41.3,,,23.0,6.9,,-24.5,,,3.5,1.3,,,,44.0,5.0,49.5,,,,,,17.4,-3.3,,,,15.1,32.5,,False,,True,True,True,,,,,False,,,False,,,True,True,,True,,,True,True,,,,False,True,False,,,,,,True,True,,,,True,False
45071,161,156.0,,141.4,,135.0,142.0,127.0,,,,,100.8,,,162.1,,,218.0,136.8,,123.3,127.0,,98.0,106.0,,,,174.0,136.0,195.6,,,,,,146.4,117.9,,,,161.1,187.6,-5.0,,-19.6,,-26.0,-19.0,-34.0,,,,,-60.2,,,1.1,,,57.0,-24.2,,-37.7,-34.0,,-63.0,-55.0,,,,13.0,-25.0,34.6,,,,,,-14.6,-43.1,,,,0.1,26.6,,False,,False,False,False,,,,,False,,,True,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,True,False
45073,290,477.0,,463.3,,382.0,385.0,429.0,,,,,242.4,,,417.5,,,382.0,389.6,,321.4,268.0,,277.0,301.9,,,,500.0,380.0,490.8,,,,,,383.0,363.7,,,,472.3,473.1,187.0,,173.3,,92.0,95.0,139.0,,,,,-47.6,,,127.5,,,92.0,99.6,,31.4,-22.0,,-13.0,11.9,,,,210.0,90.0,200.8,,,,,,93.0,73.7,,,,182.3,183.1,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,True
45075,405,451.0,,454.5,,412.0,408.0,522.0,,,,,233.0,,,396.9,,,444.0,514.3,,336.8,346.0,,283.0,392.4,,,,500.0,383.0,498.6,,,,,,347.7,351.0,,,,431.9,502.2,46.0,,49.5,,7.0,3.0,117.0,,,,,-172.0,,,-8.1,,,39.0,109.3,,-68.2,-59.0,,-122.0,-12.6,,,,95.0,-22.0,93.6,,,,,,-57.3,-54.0,,,,26.9,97.2,,False,,True,True,False,,,,,False,,,True,,,True,False,,False,False,,False,True,,,,False,True,False,,,,,,False,False,,,,True,False
45077,530,642.0,,601.4,,542.0,615.0,576.0,,,,,421.2,,,758.3,,,685.0,435.7,,472.5,359.5,,384.0,470.6,,,,640.0,544.0,614.6,,,,,,520.7,537.0,,,,654.5,962.0,112.0,,71.4,,12.0,85.0,46.0,,,,,-108.8,,,228.3,,,155.0,-94.3,,-57.5,-170.5,,-146.0,-59.4,,,,110.0,14.0,84.6,,,,,,-9.3,7.0,,,,124.5,432.0,,True,,True,True,True,,,,,True,,,False,,,False,True,,True,False,,False,True,,,,True,True,True,,,,,,True,True,,,,False,False
45079,1539,2019.0,,1854.2,1811.7,1791.0,1713.0,1689.0,,,,,1149.1,,,1784.8,,1988.2,2318.0,2081.3,,1443.5,1568.0,,1452.0,1567.5,,,,2214.0,1545.0,2494.2,,,,,,1571.9,1886.0,2116.0,,,1790.9,1855.1,480.0,,315.2,272.7,252.0,174.0,150.0,,,,,-389.9,,,245.8,,449.2,779.0,542.3,,-95.5,29.0,,-87.0,28.5,,,,675.0,6.0,955.2,,,,,,32.9,347.0,577.0,,,251.9,316.1,,True,True,True,True,True,,,,,True,,,True,,True,False,False,,True,True,,True,True,,,,False,True,False,,,,,,True,True,False,,,True,True
45081,73,104.0,,107.3,,82.0,80.0,105.0,,,,,38.6,,,79.8,,,106.0,61.5,,62.1,,,69.0,72.0,,,,109.0,77.0,92.3,,,,,,,85.7,,,,99.6,88.0,31.0,,34.3,,9.0,7.0,32.0,,,,,-34.4,,,6.8,,,33.0,-11.5,,-10.9,,,-4.0,-1.0,,,,36.0,4.0,19.3,,,,,,,12.7,,,,26.6,15.0,,False,,True,True,False,,,,,False,,,True,,,False,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
45083,2444,1803.0,,1769.3,1596.8,1597.0,1652.0,1560.0,,,,,953.9,,,1211.7,,2030.7,1960.0,3031.9,,1453.2,1104.0,,1596.0,1574.6,,,,1840.0,1624.0,1467.1,,,,,,1602.1,1615.8,1816.0,,,1641.3,1962.0,-641.0,,-674.7,-847.2,-847.0,-792.0,-884.0,,,,,-1490.1,,,-1232.3,,-413.3,-484.0,587.9,,-990.8,-1340.0,,-848.0,-869.4,,,,-604.0,-820.0,-976.9,,,,,,-841.9,-828.2,-628.0,,,-802.7,-482.0,,False,False,False,False,False,,,,,False,,,False,,True,True,True,,False,False,,False,False,,,,True,False,False,,,,,,False,False,True,,,False,True
45085,369,667.0,,684.5,,515.0,496.0,613.0,,,,,262.5,,,335.6,,,585.0,567.9,,437.9,527.5,,507.0,448.2,,,,722.0,510.0,445.7,,,,,,561.1,555.8,,,,645.5,531.7,298.0,,315.5,,146.0,127.0,244.0,,,,,-106.5,,,-33.4,,,216.0,198.9,,68.9,158.5,,138.0,79.2,,,,353.0,141.0,76.7,,,,,,192.1,186.8,,,,276.5,162.7,,False,,True,True,True,,,,,True,,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
45087,145,149.0,,166.5,,151.0,136.0,194.0,,,,,63.2,,,94.1,,,145.0,383.4,,96.0,,,96.5,115.2,,,,187.0,131.0,167.0,,,,,,123.1,132.5,,,,212.5,150.6,4.0,,21.5,,6.0,-9.0,49.0,,,,,-81.8,,,-50.9,,,0.0,238.4,,-49.0,,,-48.5,-29.8,,,,42.0,-14.0,22.0,,,,,,-21.9,-12.5,,,,67.5,5.6,,False,,False,False,False,,,,,False,,,False,,,True,False,,False,,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
45089,104,227.0,,220.7,,166.0,176.0,224.0,,,,,102.8,,,129.7,,,160.0,158.5,,158.3,152.0,,106.0,140.2,,,,238.0,176.0,207.4,,,,,,174.6,191.0,,,,236.0,234.1,123.0,,116.7,,62.0,72.0,120.0,,,,,-1.2,,,25.7,,,56.0,54.5,,54.3,48.0,,2.0,36.2,,,,134.0,72.0,103.4,,,,,,70.6,87.0,,,,132.0,130.1,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,False
45091,1141,1250.0,,1285.0,,1151.0,1122.0,1199.0,,,,,656.4,,,888.9,,1102.4,1564.0,1342.0,,867.4,1054.0,,946.0,969.8,,,,1323.0,1012.0,1317.1,,,,,,957.8,1045.5,1814.0,,,1232.1,1380.0,109.0,,144.0,,10.0,-19.0,58.0,,,,,-484.6,,,-252.1,,-38.6,423.0,201.0,,-273.6,-87.0,,-195.0,-171.2,,,,182.0,-129.0,176.1,,,,,,-183.2,-95.5,673.0,,,91.1,239.0,,False,,True,True,True,,,,,False,,,False,,True,False,False,,False,True,,False,False,,,,False,False,False,,,,,,False,True,False,,,True,False
46003,1,8.0,,8.4,,7.0,6.0,,,,,,4.1,,,0.9,,,3.0,0.9,,5.4,,,3.0,3.0,,,,5.0,7.0,6.5,,,,,,,7.5,,,,8.9,8.7,7.0,,7.4,,6.0,5.0,,,,,,3.1,,,-0.1,,,2.0,-0.1,,4.4,,,2.0,2.0,,,,4.0,6.0,5.5,,,,,,,6.5,,,,7.9,7.7,,False,,True,True,,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False,False
46005,14,15.0,,15.4,,15.0,17.0,7.0,,,,,15.4,,,10.1,,,22.0,4.9,,24.2,,,5.0,11.3,,,,13.0,23.0,24.2,,,,,,21.3,25.3,,,,12.6,21.8,1.0,,1.4,,1.0,3.0,-7.0,,,,,1.4,,,-3.9,,,8.0,-9.1,,10.2,,,-9.0,-2.7,,,,-1.0,9.0,10.2,,,,,,7.3,11.3,,,,-1.4,7.8,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
46007,1,0.0,,0.0,,2.0,3.0,0.0,,,,,3.3,,,1.4,,,3.0,0.9,,3.0,,,6.0,2.0,,,,2.0,3.0,4.8,,,,,,,2.9,,,,1.5,,-1.0,,-1.0,,1.0,2.0,-1.0,,,,,2.3,,,0.4,,,2.0,-0.1,,2.0,,,5.0,1.0,,,,1.0,2.0,3.8,,,,,,,1.9,,,,0.5,,,False,,False,False,False,,,,,False,,,True,,,False,True,,False,,,False,True,,,,False,False,False,,,,,,,False,,,,True,
46009,1,0.0,,0.0,,5.0,22.0,,,,,,6.8,,,1.5,,,8.0,0.0,,7.5,,,1.0,6.8,,,,0.0,5.0,0.0,,,,,,,3.8,,,,16.3,70.4,-1.0,,-1.0,,4.0,21.0,,,,,,5.8,,,0.5,,,7.0,-1.0,,6.5,,,0.0,5.8,,,,-1.0,4.0,-1.0,,,,,,,2.8,,,,15.3,69.4,,False,,False,False,,,,,,False,,,True,,,False,True,,False,,,True,False,,,,False,False,False,,,,,,,False,,,,False,False
46011,54,51.0,,54.5,,50.0,52.0,47.0,,,,,38.8,,,25.8,,,31.0,22.4,,62.6,53.0,,34.0,40.5,,,,53.0,53.0,66.3,,,,,,43.7,41.9,,,,43.1,66.7,-3.0,,0.5,,-4.0,-2.0,-7.0,,,,,-15.2,,,-28.2,,,-23.0,-31.6,,8.6,-1.0,,-20.0,-13.5,,,,-1.0,-1.0,12.3,,,,,,-10.3,-12.1,,,,-10.9,12.7,,True,,False,True,False,,,,,False,,,False,,,False,False,,False,True,,False,False,,,,True,True,False,,,,,,False,False,,,,False,False
46013,83,93.0,,92.3,,80.0,81.0,60.0,,,,,46.4,,,60.1,,,59.0,19.7,,84.7,82.0,,83.0,62.0,,,,72.0,92.0,84.4,,,,,,106.7,101.9,,,,104.8,79.8,10.0,,9.3,,-3.0,-2.0,-23.0,,,,,-36.6,,,-22.9,,,-24.0,-63.3,,1.7,-1.0,,0.0,-21.0,,,,-11.0,9.0,1.4,,,,,,23.7,18.9,,,,21.8,-3.2,,True,,True,True,False,,,,,False,,,False,,,False,False,,True,True,,True,False,,,,False,True,True,,,,,,False,False,,,,False,True
46015,1,2.0,,4.1,,5.0,5.0,0.0,,,,,5.0,,,2.2,,,7.0,2.8,,6.7,,,0.0,1.5,,,,,6.0,9.5,,,,,,,6.0,,,,5.6,8.0,1.0,,3.1,,4.0,4.0,-1.0,,,,,4.0,,,1.2,,,6.0,1.8,,5.7,,,-1.0,0.5,,,,,5.0,8.5,,,,,,,5.0,,,,4.6,7.0,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,True,,,,,False,False,,,,,,,False,,,,False,False
46017,2,2.0,,2.2,,2.0,3.0,0.0,,,,,2.8,,,0.6,,,2.0,0.1,,2.3,,,4.0,2.5,,,,,3.0,2.7,,,,,,,1.5,,,,1.4,2.7,0.0,,0.2,,0.0,1.0,-2.0,,,,,0.8,,,-1.4,,,0.0,-1.9,,0.3,,,2.0,0.5,,,,,1.0,0.7,,,,,,,-0.5,,,,-0.6,0.7,,False,,True,False,False,,,,,False,,,False,,,True,False,,False,,,False,False,,,,,False,False,,,,,,,False,,,,False,False
46019,4,9.0,,8.2,,8.0,10.0,7.0,,,,,8.8,,,9.3,,,13.0,2.9,,11.0,,,0.0,4.5,,,,7.0,13.0,15.6,,,,,,,13.9,,,,8.2,17.1,5.0,,4.2,,4.0,6.0,3.0,,,,,4.8,,,5.3,,,9.0,-1.1,,7.0,,,-4.0,0.5,,,,3.0,9.0,11.6,,,,,,,9.9,,,,4.2,13.1,,True,,True,False,True,,,,,True,,,False,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,False,,,,True,False
46021,1,6.0,,5.8,,3.0,4.0,0.0,,,,,1.2,,,0.0,,,2.0,15.6,,2.8,,,3.0,2.2,,,,,5.0,,,,,,,,7.2,,,,4.0,,5.0,,4.8,,2.0,3.0,-1.0,,,,,0.2,,,-1.0,,,1.0,14.6,,1.8,,,2.0,1.2,,,,,4.0,,,,,,,,6.2,,,,3.0,,,True,,True,True,True,,,,,True,,,True,,,True,False,,True,,,True,True,,,,,True,,,,,,,,False,,,,True,
46023,9,22.0,,22.4,,18.0,19.0,10.0,,,,,11.3,,,9.3,,,10.0,7.6,,16.1,,,18.0,16.7,,,,20.0,20.0,22.0,,,,,,,28.5,,,,17.6,19.5,13.0,,13.4,,9.0,10.0,1.0,,,,,2.3,,,0.3,,,1.0,-1.4,,7.1,,,9.0,7.7,,,,11.0,11.0,13.0,,,,,,,19.5,,,,8.6,10.5,,False,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,False,,,,True,True
46025,16,6.0,,6.1,,6.0,6.0,0.0,,,,,2.9,,,6.1,,,4.0,6.0,,4.0,,,7.0,5.5,,,,4.0,7.0,7.4,,,,,,,7.3,,,,4.5,4.7,-10.0,,-9.9,,-10.0,-10.0,-16.0,,,,,-13.1,,,-9.9,,,-12.0,-10.0,,-12.0,,,-9.0,-10.5,,,,-12.0,-9.0,-8.6,,,,,,,-8.7,,,,-11.5,-11.3,,True,,False,False,False,,,,,False,,,True,,,False,True,,False,,,True,False,,,,False,True,True,,,,,,,True,,,,False,False
46027,9,11.0,,10.9,,11.0,18.0,8.0,,,,,14.7,,,6.8,,,13.0,5.7,,22.0,,,8.0,10.8,,,,13.0,14.0,19.9,,,,,,,26.1,,,,11.3,31.1,2.0,,1.9,,2.0,9.0,-1.0,,,,,5.7,,,-2.2,,,4.0,-3.3,,13.0,,,-1.0,1.8,,,,4.0,5.0,10.9,,,,,,,17.1,,,,2.3,22.1,,True,,False,False,True,,,,,False,,,False,,,False,False,,False,,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
46029,50,24.0,,25.8,,39.0,40.0,26.0,,,,,36.2,,,34.3,,,30.0,11.1,,58.8,,,24.0,41.7,,,,24.0,38.0,75.1,,,,,,51.5,38.2,,,,14.5,42.8,-26.0,,-24.2,,-11.0,-10.0,-24.0,,,,,-13.8,,,-15.7,,,-20.0,-38.9,,8.8,,,-26.0,-8.3,,,,-26.0,-12.0,25.1,,,,,,1.5,-11.8,,,,-35.5,-7.2,,True,,True,True,True,,,,,True,,,True,,,True,False,,True,,,False,True,,,,False,True,True,,,,,,True,True,,,,False,True
46031,0,2.0,,2.7,,3.0,3.0,0.0,,,,,2.9,,,1.1,,,4.0,0.8,,3.1,,,3.0,1.3,,,,1.0,4.0,3.4,,,,,,,2.7,,,,1.4,3.6,2.0,,2.7,,3.0,3.0,0.0,,,,,2.9,,,1.1,,,4.0,0.8,,3.1,,,3.0,1.3,,,,1.0,4.0,3.4,,,,,,,2.7,,,,1.4,3.6,,False,,False,False,True,,,,,False,,,True,,,False,True,,False,,,False,True,,,,True,False,False,,,,,,,False,,,,True,False
46033,6,4.0,,4.5,,4.0,6.0,0.0,,,,,7.8,,,4.9,,,6.0,7.6,,7.8,,,1.0,4.3,,,,5.0,8.0,11.9,,,,,,,11.6,,,,2.7,,-2.0,,-1.5,,-2.0,0.0,-6.0,,,,,1.8,,,-1.1,,,0.0,1.6,,1.8,,,-5.0,-1.7,,,,-1.0,2.0,5.9,,,,,,,5.6,,,,-3.3,,,True,,False,True,False,,,,,True,,,True,,,True,True,,True,,,False,True,,,,True,False,False,,,,,,,False,,,,False,
46035,14,21.0,,24.4,,23.0,25.0,4.0,,,,,21.1,,,23.8,,,23.0,4.7,,39.0,,,9.0,17.1,,,,20.0,29.0,40.5,,,,,,,32.7,,,,21.7,34.6,7.0,,10.4,,9.0,11.0,-10.0,,,,,7.1,,,9.8,,,9.0,-9.3,,25.0,,,-5.0,3.1,,,,6.0,15.0,26.5,,,,,,,18.7,,,,7.7,20.6,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,True,True,,,,True,False,False,,,,,,,False,,,,False,False
46037,13,17.0,,17.3,,11.0,12.0,7.0,,,,,6.9,,,7.8,,,6.0,2.5,,10.2,,,11.0,9.4,,,,9.0,13.0,16.7,,,,,,,13.4,,,,14.4,11.4,4.0,,4.3,,-2.0,-1.0,-6.0,,,,,-6.1,,,-5.2,,,-7.0,-10.5,,-2.8,,,-2.0,-3.6,,,,-4.0,0.0,3.7,,,,,,,0.4,,,,1.4,-1.6,,False,,True,True,False,,,,,False,,,False,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
46039,3,5.0,,5.6,,5.0,5.0,0.0,,,,,5.1,,,3.1,,,4.0,0.6,,4.8,,,2.0,2.6,,,,3.0,6.0,11.6,,,,,,,6.5,,,,4.3,6.3,2.0,,2.6,,2.0,2.0,-3.0,,,,,2.1,,,0.1,,,1.0,-2.4,,1.8,,,-1.0,-0.4,,,,0.0,3.0,8.6,,,,,,,3.5,,,,1.3,3.3,,False,,False,False,False,,,,,False,,,True,,,True,False,,True,,,True,True,,,,True,False,False,,,,,,,False,,,,True,False
46041,3,6.0,,6.0,,6.0,12.0,0.0,,,,,12.8,,,7.6,,,5.0,1.1,,15.4,13.0,,0.0,5.0,,,,8.0,9.0,27.2,,,,,,,5.9,,,,0.0,21.4,3.0,,3.0,,3.0,9.0,-3.0,,,,,9.8,,,4.6,,,2.0,-1.9,,12.4,10.0,,-3.0,2.0,,,,5.0,6.0,24.2,,,,,,,2.9,,,,-3.0,18.4,,False,,False,False,False,,,,,False,,,False,,,True,True,,False,False,,False,True,,,,False,False,False,,,,,,,True,,,,False,False
46043,2,3.0,,2.8,,3.0,4.0,0.0,,,,,4.2,,,0.3,,,4.0,1.7,,4.1,,,0.0,1.1,,,,3.0,4.0,7.6,,,,,,,4.1,,,,3.6,5.1,1.0,,0.8,,1.0,2.0,-2.0,,,,,2.2,,,-1.7,,,2.0,-0.3,,2.1,,,-2.0,-0.9,,,,1.0,2.0,5.6,,,,,,,2.1,,,,1.6,3.1,,True,,False,False,False,,,,,False,,,False,,,False,True,,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
46045,8,7.0,,8.1,,6.0,6.0,0.0,,,,,6.7,,,13.5,,,5.0,3.0,,10.0,,,3.0,4.7,,,,7.0,10.0,,,,,,,,8.7,,,,7.9,,-1.0,,0.1,,-2.0,-2.0,-8.0,,,,,-1.3,,,5.5,,,-3.0,-5.0,,2.0,,,-5.0,-3.3,,,,-1.0,2.0,,,,,,,,0.7,,,,-0.1,,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,True,,,,True,
46047,7,10.0,,10.2,,9.0,8.0,7.0,,,,,6.3,,,8.0,,,5.0,9.5,,8.3,,,3.0,5.1,,,,8.0,10.0,11.6,,,,,,,9.6,,,,8.7,10.5,3.0,,3.2,,2.0,1.0,0.0,,,,,-0.7,,,1.0,,,-2.0,2.5,,1.3,,,-4.0,-1.9,,,,1.0,3.0,4.6,,,,,,,2.6,,,,1.7,3.5,,False,,True,True,True,,,,,True,,,True,,,True,True,,True,,,False,True,,,,True,False,False,,,,,,,True,,,,True,False
46049,7,8.0,,8.2,,7.0,5.0,,,,,,2.8,,,5.4,,,3.0,7.8,,2.9,,,3.0,3.9,,,,5.0,7.0,6.9,,,,,,,8.1,,,,7.8,5.4,1.0,,1.2,,0.0,-2.0,,,,,,-4.2,,,-1.6,,,-4.0,0.8,,-4.1,,,-4.0,-3.1,,,,-2.0,0.0,-0.1,,,,,,,1.1,,,,0.8,-1.6,,False,,True,False,,,,,,False,,,False,,,False,True,,False,,,False,False,,,,False,True,True,,,,,,,False,,,,True,False
46051,14,21.0,,21.9,,18.0,18.0,0.0,,,,,8.8,,,0.4,,,7.0,22.7,,14.6,,,14.0,18.0,,,,23.0,20.0,23.2,,,,,,,25.0,,,,23.0,18.2,7.0,,7.9,,4.0,4.0,-14.0,,,,,-5.2,,,-13.6,,,-7.0,8.7,,0.6,,,0.0,4.0,,,,9.0,6.0,9.2,,,,,,,11.0,,,,9.0,4.2,,False,,True,True,False,,,,,True,,,False,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,False,,,,False,True
46053,14,1.0,,0.0,,3.0,3.0,0.0,,,,,3.3,,,2.0,,,5.0,1.5,,2.7,,,5.0,3.7,,,,,3.0,3.2,,,,,,,2.6,,,,2.5,,-13.0,,-14.0,,-11.0,-11.0,-14.0,,,,,-10.7,,,-12.0,,,-9.0,-12.5,,-11.3,,,-9.0,-10.3,,,,,-11.0,-10.8,,,,,,,-11.4,,,,-11.5,,,False,,True,True,False,,,,,True,,,True,,,True,True,,True,,,True,True,,,,,True,True,,,,,,,True,,,,True,
46055,4,0.0,,0.0,,0.0,1.0,0.0,,,,,2.0,,,1.4,,,2.0,0.2,,1.1,,,2.0,0.1,,,,0.0,1.0,,,,,,,,2.4,,,,0.2,,-4.0,,-4.0,,-4.0,-3.0,-4.0,,,,,-2.0,,,-2.6,,,-2.0,-3.8,,-2.9,,,-2.0,-3.9,,,,-4.0,-3.0,,,,,,,,-1.6,,,,-3.8,,,False,,False,True,False,,,,,True,,,True,,,True,True,,True,,,True,True,,,,False,True,,,,,,,,True,,,,True,
46057,6,4.0,,3.4,,6.0,9.0,0.0,,,,,6.0,,,9.1,,,6.0,4.1,,8.1,,,5.0,7.0,,,,6.0,8.0,15.1,,,,,,,6.3,,,,5.7,10.4,-2.0,,-2.6,,0.0,3.0,-6.0,,,,,0.0,,,3.1,,,0.0,-1.9,,2.1,,,-1.0,1.0,,,,0.0,2.0,9.1,,,,,,,0.3,,,,-0.3,4.4,,False,,True,False,False,,,,,True,,,False,,,True,True,,False,,,True,True,,,,True,False,False,,,,,,,True,,,,True,False
46059,1,0.0,,0.0,,1.0,2.0,0.0,,,,,1.8,,,1.5,,,5.0,0.1,,1.8,,,1.0,0.4,,,,0.0,2.0,2.2,,,,,,,3.3,,,,1.6,2.6,-1.0,,-1.0,,0.0,1.0,-1.0,,,,,0.8,,,0.5,,,4.0,-0.9,,0.8,,,0.0,-0.6,,,,-1.0,1.0,1.2,,,,,,,2.3,,,,0.6,1.6,,False,,True,False,False,,,,,True,,,True,,,False,True,,True,,,True,True,,,,False,False,False,,,,,,,False,,,,True,False
46061,7,5.0,,5.3,,4.0,4.0,0.0,,,,,3.0,,,6.9,,,3.0,1.5,,3.9,,,4.0,1.4,,,,3.0,6.0,4.9,,,,,,,7.6,,,,4.3,,-2.0,,-1.7,,-3.0,-3.0,-7.0,,,,,-4.0,,,-0.1,,,-4.0,-5.5,,-3.1,,,-3.0,-5.6,,,,-4.0,-1.0,-2.1,,,,,,,0.6,,,,-2.7,,,True,,False,False,False,,,,,False,,,True,,,False,False,,False,,,False,False,,,,False,True,False,,,,,,,True,,,,False,
