,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
12131,1979,1386.0,1192.0,,,,,1371.0,,775.4,1404.8,1598.0,0.1,,1065.7,,,-593.0,-787.0,,,,,-608.0,,-1203.6,-574.2,-381.0,-1978.9,,-913.3,,,False,,,,,False,,False,True,True,False,,False,,
12133,623,750.0,,,,,,705.0,,820.2,621.5,667.0,0.0,,,,,127.0,,,,,,82.0,,197.2,-1.5,44.0,-623.0,,,,,,,,,,True,,False,True,True,False,,,,
13001,487,516.0,14.0,,,,,685.0,,1286.4,330.6,842.0,0.0,,,,,29.0,-473.0,,,,,198.0,,799.4,-156.4,355.0,-487.0,,,,,False,,,,,False,,False,False,False,False,,,,
13003,215,240.0,0.0,,,,,280.0,,379.1,146.1,384.0,86.2,,,,,25.0,-215.0,,,,,65.0,,164.1,-68.9,169.0,-128.8,,,,,False,,,,,False,,False,False,False,False,,,,
13005,357,630.0,0.0,,,,,439.0,,1383.4,257.4,1031.0,31.2,,,,,273.0,-357.0,,,,,82.0,,1026.4,-99.6,674.0,-325.8,,,,,False,,,,,True,,False,True,False,False,,,,
13007,56,72.0,9.0,,,,,93.0,,76.6,31.0,33.0,0.0,,,,,16.0,-47.0,,,,,37.0,,20.6,-25.0,-23.0,-56.0,,,,,False,,,,,False,,False,False,False,False,,,,
13009,1013,768.0,852.0,,,,,1355.0,,380.7,562.6,672.0,0.0,,641.1,,,-245.0,-161.0,,,,,342.0,,-632.3,-450.4,-341.0,-1013.0,,-371.9,,,True,,,,,False,,False,False,False,False,,False,,
13011,428,480.0,394.0,,,,,731.0,,552.1,396.7,731.0,124.6,,,,,52.0,-34.0,,,,,303.0,,124.1,-31.3,303.0,-303.4,,,,,True,,,,,False,,False,True,False,False,,,,
13013,3334,2718.0,2077.0,,,,,2702.0,,2356.0,1642.5,3067.0,475.3,,1535.0,,,-616.0,-1257.0,,,,,-632.0,,-978.0,-1691.5,-267.0,-2858.7,,-1799.0,,,False,,,,,False,,False,False,True,False,,False,,
13015,4288,3672.0,2865.0,,,,,4426.0,,3415.1,2436.7,4853.0,610.5,,2792.9,,,-616.0,-1423.0,,,,,138.0,,-872.9,-1851.3,565.0,-3677.5,,-1495.1,,,False,,,,,True,,False,False,True,False,,False,,
13017,580,492.0,0.0,,,,,527.0,,422.9,305.9,472.0,41.7,,,,,-88.0,-580.0,,,,,-53.0,,-157.1,-274.1,-108.0,-538.3,,,,,False,,,,,True,,False,False,False,False,,,,
13019,555,492.0,512.0,,,,,838.0,,579.3,352.2,815.0,62.5,,,,,-63.0,-43.0,,,,,283.0,,24.3,-202.8,260.0,-492.5,,,,,True,,,,,False,,True,False,False,False,,,,
13021,4132,3588.0,3695.0,,,,,4313.0,,2475.1,2319.1,3192.5,0.8,,1940.1,3279.0,,-544.0,-437.0,,,,,181.0,,-1656.9,-1812.9,-939.5,-4131.2,,-2191.9,-853.0,,True,,,,,True,,False,False,False,False,,False,False,
13023,430,504.0,475.0,,,,,517.0,,1159.0,294.2,592.0,0.0,,,,,74.0,45.0,,,,,87.0,,729.0,-135.8,162.0,-430.0,,,,,True,,,,,False,,False,False,False,False,,,,
13025,441,396.0,322.0,,,,,484.0,,222.3,206.3,499.0,0.0,,,,,-45.0,-119.0,,,,,43.0,,-218.7,-234.7,58.0,-441.0,,,,,False,,,,,True,,False,False,False,False,,,,
13027,267,306.0,228.0,,,,,449.0,,107.9,249.6,198.0,0.0,,,,,39.0,-39.0,,,,,182.0,,-159.1,-17.4,-69.0,-267.0,,,,,False,,,,,False,,False,True,False,False,,,,
13029,961,732.0,914.0,,,,,819.0,,710.2,488.0,684.0,211.7,,,,,-229.0,-47.0,,,,,-142.0,,-250.8,-473.0,-277.0,-749.3,,,,,True,,,,,True,,False,False,False,False,,,,
13031,1747,918.0,1388.0,,,,,1679.0,,1047.1,690.7,1139.0,0.0,,647.1,,,-829.0,-359.0,,,,,-68.0,,-699.9,-1056.3,-608.0,-1747.0,,-1099.9,,,True,,,,,True,,True,False,True,False,,False,,
13033,722,414.0,174.0,,,,,622.0,,316.2,282.4,658.0,0.0,,,,,-308.0,-548.0,,,,,-100.0,,-405.8,-439.6,-64.0,-722.0,,,,,False,,,,,True,,False,False,True,False,,,,
13035,879,798.0,585.0,,,,,783.0,,1096.1,535.6,1612.0,126.5,,,,,-81.0,-294.0,,,,,-96.0,,217.1,-343.4,733.0,-752.5,,,,,False,,,,,False,,False,False,False,False,,,,
13037,213,48.0,0.0,,,,,172.0,,2.3,62.0,4.0,0.0,,,,,-165.0,-213.0,,,,,-41.0,,-210.7,-151.0,-209.0,-213.0,,,,,False,,,,,True,,False,True,False,False,,,,
13039,1020,912.0,911.0,,,,,1095.0,,466.1,703.7,723.0,122.6,,750.4,,,-108.0,-109.0,,,,,75.0,,-553.9,-316.3,-297.0,-897.4,,-269.6,,,False,,,,,True,,False,False,False,False,,False,,
13043,217,132.0,0.0,,,,,312.0,,229.7,54.5,89.0,0.0,,,,,-85.0,-217.0,,,,,95.0,,12.7,-162.5,-128.0,-217.0,,,,,False,,,,,False,,True,False,False,False,,,,
13045,2600,2406.0,1545.0,,,,,4265.0,,1234.3,1780.9,2454.0,0.2,,2160.4,,,-194.0,-1055.0,,,,,1665.0,,-1365.7,-819.1,-146.0,-2599.8,,-439.6,,,False,,,,,False,,False,False,True,False,,False,,
13047,1839,1752.0,835.0,,,,,4135.0,,2526.4,1540.9,2777.0,267.2,,1193.8,,,-87.0,-1004.0,,,,,2296.0,,687.4,-298.1,938.0,-1571.8,,-645.2,,,False,,,,,False,,False,False,False,False,,False,,
13049,265,390.0,0.0,,,,,344.0,,278.5,247.3,435.0,0.0,,,,,125.0,-265.0,,,,,79.0,,13.5,-17.7,170.0,-265.0,,,,,False,,,,,True,,True,True,False,False,,,,
13051,5906,4104.0,3411.0,,,,,5481.0,,3873.4,3966.4,4901.0,638.8,,3223.0,2688.0,,-1802.0,-2495.0,,,,,-425.0,,-2032.6,-1939.6,-1005.0,-5267.2,,-2683.0,-3218.0,,False,,,,,True,,False,False,True,False,,False,False,
13053,605,84.0,0.0,,,,,419.0,,26.6,184.7,169.0,0.0,,46.4,,,-521.0,-605.0,,,,,-186.0,,-578.4,-420.3,-436.0,-605.0,,-558.6,,,False,,,,,True,,False,True,True,False,,False,,
13055,720,738.0,508.0,,,,,1267.0,,629.9,440.2,891.0,135.5,,,,,18.0,-212.0,,,,,547.0,,-90.1,-279.8,171.0,-584.5,,,,,False,,,,,False,,False,False,False,False,,,,
13057,9808,8622.0,7685.0,,,,,8730.0,,6993.5,4900.7,10677.0,1687.4,,5976.3,10052.0,,-1186.0,-2123.0,,,,,-1078.0,,-2814.5,-4907.3,869.0,-8120.6,,-3831.7,244.0,,False,,,,,True,,False,False,True,False,,False,True,
13059,3691,2496.0,1542.0,,,,,2596.0,,1583.1,2056.8,3228.5,0.3,,2120.6,1834.0,,-1195.0,-2149.0,,,,,-1095.0,,-2107.9,-1634.2,-462.5,-3690.7,,-1570.4,-1857.0,,False,,,,,True,,False,False,True,False,,False,False,
13061,53,42.0,5.0,,,,,60.0,,212.8,25.5,24.0,0.0,,,,,-11.0,-48.0,,,,,7.0,,159.8,-27.5,-29.0,-53.0,,,,,False,,,,,True,,False,False,False,False,,,,
13063,7187,4734.0,2610.0,,,,,6798.0,,4215.6,4249.7,4248.0,933.4,,5196.1,3414.0,,-2453.0,-4577.0,,,,,-389.0,,-2971.4,-2937.3,-2939.0,-6253.6,,-1990.9,-3773.0,,False,,,,,True,,False,False,False,False,,True,False,
13065,265,264.0,6.0,,,,,233.0,,375.0,98.3,141.0,23.6,,,,,-1.0,-259.0,,,,,-32.0,,110.0,-166.7,-124.0,-241.4,,,,,False,,,,,False,,False,False,False,False,,,,
13067,23270,20136.0,13532.0,,,,,20140.0,,21322.6,16474.5,25852.0,7215.8,,14516.7,15372.0,,-3134.0,-9738.0,,,,,-3130.0,,-1947.4,-6795.5,2582.0,-16054.2,,-8753.3,-7898.0,,False,,,,,True,,True,False,True,False,,False,False,
13069,1050,1572.0,971.0,,,,,1459.0,,1058.8,954.9,2087.0,127.9,,499.1,,,522.0,-79.0,,,,,409.0,,8.8,-95.1,1037.0,-922.1,,-550.9,,,True,,,,,True,,True,True,False,False,,False,,
13071,1124,630.0,38.0,,,,,1596.0,,335.4,483.6,652.0,0.1,,454.4,,,-494.0,-1086.0,,,,,472.0,,-788.6,-640.4,-472.0,-1123.9,,-669.6,,,False,,,,,True,,False,False,True,False,,False,,
13073,5478,4476.0,3061.0,,,,,4107.0,,3791.3,2948.2,6780.0,967.2,,1865.3,2749.0,,-1002.0,-2417.0,,,,,-1371.0,,-1686.7,-2529.8,1302.0,-4510.8,,-3612.7,-2729.0,,False,,,,,False,,False,False,False,False,,False,False,
13075,441,426.0,519.0,,,,,650.0,,362.3,293.9,454.0,65.8,,,,,-15.0,78.0,,,,,209.0,,-78.7,-147.1,13.0,-375.2,,,,,False,,,,,False,,False,False,True,False,,,,
13077,4027,3834.0,2674.0,,,,,4558.0,,2772.5,3206.3,4546.5,0.5,,3481.8,3134.0,,-193.0,-1353.0,,,,,531.0,,-1254.5,-820.7,519.5,-4026.5,,-545.2,-893.0,,False,,,,,False,,False,False,False,False,,False,False,
13079,198,246.0,98.0,,,,,337.0,,681.7,179.2,446.0,32.1,,,,,48.0,-100.0,,,,,139.0,,483.7,-18.8,248.0,-165.9,,,,,False,,,,,False,,False,True,False,False,,,,
13081,543,552.0,547.0,,,,,745.0,,1604.9,419.1,673.0,0.0,,,,,9.0,4.0,,,,,202.0,,1061.9,-123.9,130.0,-543.0,,,,,True,,,,,False,,False,False,False,False,,,,
13083,396,312.0,182.0,,,,,933.0,,209.1,269.9,373.0,65.0,,,,,-84.0,-214.0,,,,,537.0,,-186.9,-126.1,-23.0,-331.0,,,,,False,,,,,False,,False,False,True,False,,,,
13085,942,912.0,719.0,,,,,708.0,,681.2,596.8,864.5,169.7,,,,,-30.0,-223.0,,,,,-234.0,,-260.8,-345.2,-77.5,-772.3,,,,,False,,,,,False,,False,False,False,False,,,,
13087,688,510.0,553.0,,,,,774.0,,483.0,402.6,731.5,0.5,,303.7,,,-178.0,-135.0,,,,,86.0,,-205.0,-285.4,43.5,-687.5,,-384.3,,,True,,,,,True,,False,False,True,False,,False,,
13089,16606,14868.0,18290.0,,,,,15706.0,,10295.8,13232.0,16460.5,6100.9,,13464.9,14652.0,,-1738.0,1684.0,,,,,-900.0,,-6310.2,-3374.0,-145.5,-10505.1,,-3141.1,-1954.0,,True,,,,,True,,False,False,True,False,,False,False,
13091,669,594.0,242.0,,,,,790.0,,998.9,285.2,662.5,0.1,,,,,-75.0,-427.0,,,,,121.0,,329.9,-383.8,-6.5,-668.9,,,,,False,,,,,False,,False,False,True,False,,,,
13093,306,276.0,236.0,,,,,366.0,,313.8,192.5,284.0,62.8,,,,,-30.0,-70.0,,,,,60.0,,7.8,-113.5,-22.0,-243.2,,,,,False,,,,,False,,True,False,True,False,,,,
13095,2255,1086.0,2111.0,,,,,2070.0,,759.3,1098.2,1750.0,0.1,,1182.2,,,-1169.0,-144.0,,,,,-185.0,,-1495.7,-1156.8,-505.0,-2254.9,,-1072.8,,,True,,,,,True,,False,True,True,False,,True,,
13097,4445,3756.0,3191.0,,,,,3802.0,,2588.0,2622.4,3135.0,839.4,,1847.7,2468.0,,-689.0,-1254.0,,,,,-643.0,,-1857.0,-1822.6,-1310.0,-3605.6,,-2597.3,-1977.0,,False,,,,,True,,False,False,False,False,,False,False,
13099,282,168.0,95.0,,,,,268.0,,126.4,97.1,151.0,0.0,,,,,-114.0,-187.0,,,,,-14.0,,-155.6,-184.9,-131.0,-282.0,,,,,False,,,,,True,,False,False,False,False,,,,
13101,84,108.0,1.0,,,,,133.0,,28.6,80.6,80.0,0.0,,,,,24.0,-83.0,,,,,49.0,,-55.4,-3.4,-4.0,-84.0,,,,,False,,,,,False,,False,True,True,False,,,,
13103,1178,738.0,979.0,,,,,1470.0,,977.8,546.8,915.0,229.4,,445.7,,,-440.0,-199.0,,,,,292.0,,-200.2,-631.2,-263.0,-948.6,,-732.3,,,True,,,,,True,,True,False,True,False,,False,,
13105,623,264.0,56.0,,,,,653.0,,253.6,282.3,445.0,0.0,,,,,-359.0,-567.0,,,,,30.0,,-369.4,-340.7,-178.0,-623.0,,,,,False,,,,,True,,False,True,True,False,,,,
13107,653,672.0,8.0,,,,,616.0,,824.9,343.3,686.0,119.7,,,,,19.0,-645.0,,,,,-37.0,,171.9,-309.7,33.0,-533.3,,,,,False,,,,,False,,False,False,False,False,,,,
13109,223,168.0,43.0,,,,,308.0,,1103.9,109.9,234.0,0.0,,,,,-55.0,-180.0,,,,,85.0,,880.9,-113.1,11.0,-223.0,,,,,False,,,,,False,,False,False,True,False,,,,
13111,736,312.0,235.0,,,,,957.0,,198.0,292.3,331.0,0.1,,,,,-424.0,-501.0,,,,,221.0,,-538.0,-443.7,-405.0,-735.9,,,,,False,,,,,True,,False,False,True,False,,,,
13113,2577,2310.0,3522.0,,,,,2808.0,,1163.3,1752.9,2436.0,713.8,,2335.8,,,-267.0,945.0,,,,,231.0,,-1413.7,-824.1,-141.0,-1863.2,,-241.2,,,False,,,,,True,,False,False,True,False,,True,,
13115,2912,2988.0,2915.0,,,,,4933.0,,1632.2,1673.4,3086.0,661.5,,2109.0,,,76.0,3.0,,,,,2021.0,,-1279.8,-1238.6,174.0,-2250.5,,-803.0,,,True,,,,,False,,False,False,False,False,,False,,
13117,7375,5346.0,3544.0,,,,,7019.0,,4545.3,4732.8,6926.5,2087.3,,3714.7,5207.0,,-2029.0,-3831.0,,,,,-356.0,,-2829.7,-2642.2,-448.5,-5287.7,,-3660.3,-2168.0,,False,,,,,True,,False,False,True,False,,False,False,
13119,695,948.0,671.0,,,,,1096.0,,783.7,524.7,1122.0,198.8,,,,,253.0,-24.0,,,,,401.0,,88.7,-170.3,427.0,-496.2,,,,,True,,,,,False,,True,True,False,False,,,,
13121,25237,25242.0,35801.0,,,,,21977.0,,20094.1,18966.0,28384.0,13313.4,,18697.1,14870.0,,5.0,10564.0,,,,,-3260.0,,-5142.9,-6271.0,3147.0,-11923.6,,-6539.9,-10367.0,,False,,,,,False,,False,False,False,False,,False,False,
13123,895,810.0,833.0,,,,,1146.0,,766.4,609.2,1071.0,151.4,,,,,-85.0,-62.0,,,,,251.0,,-128.6,-285.8,176.0,-743.6,,,,,True,,,,,False,,False,False,False,False,,,,
13125,67,108.0,26.0,,,,,121.0,,881.8,88.2,40.0,0.0,,,,,41.0,-41.0,,,,,54.0,,814.8,21.2,-27.0,-67.0,,,,,False,,,,,False,,False,True,True,False,,,,
13127,2124,1416.0,1739.0,,,,,1905.0,,2169.7,863.3,1800.0,0.3,,618.2,,,-708.0,-385.0,,,,,-219.0,,45.7,-1260.7,-324.0,-2123.7,,-1505.8,,,True,,,,,True,,True,False,True,False,,False,,
13129,1970,1782.0,72.0,,,,,2794.0,,1601.3,1165.9,2205.5,319.3,,1150.1,,,-188.0,-1898.0,,,,,824.0,,-368.7,-804.1,235.5,-1650.7,,-819.9,,,False,,,,,False,,False,False,False,False,,False,,
13131,687,330.0,444.0,,,,,728.0,,434.4,318.3,465.0,85.5,,,,,-357.0,-243.0,,,,,41.0,,-252.6,-368.7,-222.0,-601.5,,,,,True,,,,,True,,True,False,True,False,,,,
13133,546,654.0,978.0,,,,,431.0,,1122.2,368.0,1082.0,93.5,,,,,108.0,432.0,,,,,-115.0,,576.2,-178.0,536.0,-452.5,,,,,False,,,,,False,,False,False,False,False,,,,
13135,32005,24306.0,30606.0,,,,,24752.0,,20441.1,18196.1,28747.5,8171.5,,28034.9,17987.0,,-7699.0,-1399.0,,,,,-7253.0,,-11563.9,-13808.9,-3257.5,-23833.5,,-3970.1,-14018.0,,True,,,,,True,,False,False,True,False,,True,False,
13137,1160,1806.0,1049.0,,,,,1685.0,,2074.7,1490.2,2295.5,415.7,,1047.2,,,646.0,-111.0,,,,,525.0,,914.7,330.2,1135.5,-744.3,,-112.8,,,True,,,,,True,,False,True,False,False,,True,,
13139,6988,7536.0,6409.0,,,,,7447.0,,7932.9,5440.7,9427.5,1360.7,,6191.7,6851.0,,548.0,-579.0,,,,,459.0,,944.9,-1547.3,2439.5,-5627.3,,-796.3,-137.0,,False,,,,,True,,False,False,False,False,,False,True,
13141,233,192.0,15.0,,,,,163.0,,30.8,189.1,196.0,0.0,,,,,-41.0,-218.0,,,,,-70.0,,-202.2,-43.9,-37.0,-233.0,,,,,False,,,,,False,,False,False,True,False,,,,
13143,531,696.0,642.0,,,,,1250.0,,574.4,464.9,761.0,0.1,,,,,165.0,111.0,,,,,719.0,,43.4,-66.1,230.0,-530.9,,,,,True,,,,,False,,True,True,False,False,,,,
13145,803,564.0,538.0,,,,,1011.0,,747.0,484.2,872.5,132.2,,,,,-239.0,-265.0,,,,,208.0,,-56.0,-318.8,69.5,-670.8,,,,,False,,,,,True,,True,False,True,False,,,,
13147,687,876.0,792.0,,,,,913.0,,944.6,644.6,1366.0,97.1,,,,,189.0,105.0,,,,,226.0,,257.6,-42.4,679.0,-589.9,,,,,True,,,,,False,,False,True,False,False,,,,
13149,179,258.0,99.0,,,,,442.0,,65.4,174.9,214.0,0.2,,,,,79.0,-80.0,,,,,263.0,,-113.6,-4.1,35.0,-178.8,,,,,False,,,,,False,,False,True,True,False,,,,
13151,7346,6540.0,5036.0,,,,,6036.0,,5888.5,5240.4,8347.5,1703.4,,5759.7,5648.0,,-806.0,-2310.0,,,,,-1310.0,,-1457.5,-2105.6,1001.5,-5642.6,,-1586.3,-1698.0,,False,,,,,False,,False,False,False,False,,False,False,
13153,5008,4848.0,3620.0,,,,,4307.0,,7749.8,3706.3,5846.0,978.5,,2631.1,7136.0,,-160.0,-1388.0,,,,,-701.0,,2741.8,-1301.7,838.0,-4029.5,,-2376.9,2128.0,,False,,,,,False,,False,False,False,False,,False,False,
13155,230,324.0,33.0,,,,,363.0,,910.9,233.3,554.0,29.5,,,,,94.0,-197.0,,,,,133.0,,680.9,3.3,324.0,-200.5,,,,,False,,,,,False,,False,True,False,False,,,,
13157,3290,3258.0,2474.0,,,,,2378.0,,3291.7,1719.8,4745.5,599.1,,2777.6,,,-32.0,-816.0,,,,,-912.0,,1.7,-1570.2,1455.5,-2690.9,,-512.4,,,False,,,,,False,,True,False,False,False,,False,,
13159,427,480.0,477.0,,,,,420.0,,325.0,309.1,409.0,0.1,,,,,53.0,50.0,,,,,-7.0,,-102.0,-117.9,-18.0,-426.9,,,,,True,,,,,True,,False,False,True,False,,,,
13161,484,456.0,0.0,,,,,509.0,,489.5,230.6,601.5,0.0,,,,,-28.0,-484.0,,,,,25.0,,5.5,-253.4,117.5,-484.0,,,,,False,,,,,True,,True,False,False,False,,,,
13163,504,378.0,17.0,,,,,415.0,,393.6,256.2,552.0,13.4,,,,,-126.0,-487.0,,,,,-89.0,,-110.4,-247.8,48.0,-490.6,,,,,False,,,,,True,,True,False,True,False,,,,
13165,250,108.0,18.0,,,,,272.0,,485.2,54.0,93.0,0.0,,,,,-142.0,-232.0,,,,,22.0,,235.2,-196.0,-157.0,-250.0,,,,,False,,,,,True,,False,False,False,False,,,,
13167,375,294.0,256.0,,,,,312.0,,1905.8,148.2,402.0,36.5,,,,,-81.0,-119.0,,,,,-63.0,,1530.8,-226.8,27.0,-338.5,,,,,False,,,,,True,,False,False,True,False,,,,
13169,661,606.0,8.0,,,,,855.0,,633.8,402.3,735.5,68.4,,,,,-55.0,-653.0,,,,,194.0,,-27.2,-258.7,74.5,-592.6,,,,,False,,,,,False,,True,False,False,False,,,,
13171,708,618.0,616.0,,,,,655.0,,1035.3,401.0,1217.0,165.9,,,,,-90.0,-92.0,,,,,-53.0,,327.3,-307.0,509.0,-542.1,,,,,False,,,,,True,,False,False,False,False,,,,
13173,198,192.0,139.0,,,,,332.0,,734.5,122.0,300.5,0.0,,,,,-6.0,-59.0,,,,,134.0,,536.5,-76.0,102.5,-198.0,,,,,False,,,,,False,,False,False,False,False,,,,
13175,1706,1920.0,2336.0,,,,,1582.0,,2233.5,898.6,2676.5,159.4,,1087.9,,,214.0,630.0,,,,,-124.0,,527.5,-807.4,970.5,-1546.6,,-618.1,,,False,,,,,True,,False,False,False,False,,False,,
13177,1094,582.0,583.0,,,,,911.0,,551.6,525.2,853.0,149.8,,,,,-512.0,-511.0,,,,,-183.0,,-542.4,-568.8,-241.0,-944.2,,,,,True,,,,,True,,False,False,True,False,,,,
13179,986,612.0,729.0,,,,,1197.0,,503.6,667.6,960.0,105.8,,,,,-374.0,-257.0,,,,,211.0,,-482.4,-318.4,-26.0,-880.2,,,,,True,,,,,True,,False,True,True,False,,,,
13181,277,96.0,0.0,,,,,159.0,,163.8,81.6,172.0,19.7,,,,,-181.0,-277.0,,,,,-118.0,,-113.2,-195.4,-105.0,-257.3,,,,,False,,,,,True,,True,False,True,False,,,,
13183,271,300.0,620.0,,,,,356.0,,1584.2,329.3,558.0,26.5,,,,,29.0,349.0,,,,,85.0,,1313.2,58.3,287.0,-244.5,,,,,False,,,,,False,,False,False,False,False,,,,
13185,2879,2664.0,2170.0,,,,,3088.0,,2132.4,1694.0,3279.5,0.2,,1244.2,,,-215.0,-709.0,,,,,209.0,,-746.6,-1185.0,400.5,-2878.8,,-1634.8,,,False,,,,,True,,False,False,False,False,,False,,
13187,844,948.0,972.0,,,,,1092.0,,1287.4,627.5,1249.0,259.7,,,,,104.0,128.0,,,,,248.0,,443.4,-216.5,405.0,-584.3,,,,,False,,,,,False,,False,False,False,False,,,,
13189,907,462.0,517.0,,,,,655.0,,367.9,343.1,604.0,0.0,,,,,-445.0,-390.0,,,,,-252.0,,-539.1,-563.9,-303.0,-907.0,,,,,True,,,,,True,,False,False,True,False,,,,
13191,194,126.0,24.0,,,,,258.0,,90.7,129.9,88.0,0.0,,,,,-68.0,-170.0,,,,,64.0,,-103.3,-64.1,-106.0,-194.0,,,,,False,,,,,True,,False,True,False,False,,,,
13193,305,150.0,32.0,,,,,367.0,,82.1,144.9,140.0,0.0,,,,,-155.0,-273.0,,,,,62.0,,-222.9,-160.1,-165.0,-305.0,,,,,False,,,,,True,,False,False,False,False,,,,
13195,1125,918.0,845.0,,,,,982.0,,592.1,558.4,994.5,198.9,,,,,-207.0,-280.0,,,,,-143.0,,-532.9,-566.6,-130.5,-926.1,,,,,False,,,,,True,,False,False,True,False,,,,
13197,184,96.0,,,,,,228.0,,745.8,93.0,102.0,0.0,,,,,-88.0,,,,,,44.0,,561.8,-91.0,-82.0,-184.0,,,,,,,,,,True,,False,False,True,False,,,,
13199,685,504.0,701.0,,,,,679.0,,580.2,297.7,706.0,0.1,,,,,-181.0,16.0,,,,,-6.0,,-104.8,-387.3,21.0,-684.9,,,,,True,,,,,True,,True,False,True,False,,,,
13201,213,330.0,0.0,,,,,179.0,,343.3,97.5,419.5,10.8,,,,,117.0,-213.0,,,,,-34.0,,130.3,-115.5,206.5,-202.2,,,,,False,,,,,True,,False,True,False,False,,,,
13205,592,522.0,789.0,,,,,650.0,,555.5,413.7,642.0,54.7,,,,,-70.0,197.0,,,,,58.0,,-36.5,-178.3,50.0,-537.3,,,,,False,,,,,True,,True,False,True,False,,,,
13207,702,894.0,892.0,,,,,863.0,,869.3,562.4,1146.0,98.6,,,,,192.0,190.0,,,,,161.0,,167.3,-139.6,444.0,-603.4,,,,,True,,,,,True,,True,True,False,False,,,,
13209,278,390.0,18.0,,,,,237.0,,833.4,188.4,417.0,21.9,,,,,112.0,-260.0,,,,,-41.0,,555.4,-89.6,139.0,-256.1,,,,,False,,,,,True,,False,True,False,False,,,,
13211,616,414.0,669.0,,,,,579.0,,745.6,269.0,709.0,0.1,,,,,-202.0,53.0,,,,,-37.0,,129.6,-347.0,93.0,-615.9,,,,,True,,,,,True,,True,False,True,False,,,,
13213,1519,1392.0,869.0,,,,,2113.0,,688.7,768.7,1547.0,280.9,,560.6,,,-127.0,-650.0,,,,,594.0,,-830.3,-750.3,28.0,-1238.1,,-958.4,,,False,,,,,False,,False,False,True,False,,False,,
13215,4328,3756.0,5840.0,,,,,5646.0,,3940.2,3313.3,4353.5,1112.9,,3782.8,5215.0,,-572.0,1512.0,,,,,1318.0,,-387.8,-1014.7,25.5,-3215.1,,-545.2,887.0,,False,,,,,False,,True,False,True,False,,True,False,
13217,3136,2526.0,1110.0,,,,,2706.0,,3006.2,1927.6,3881.0,449.4,,1360.9,,,-610.0,-2026.0,,,,,-430.0,,-129.8,-1208.4,745.0,-2686.6,,-1775.1,,,False,,,,,True,,True,False,False,False,,False,,
13219,1300,1722.0,2078.0,,,,,1127.0,,2180.0,907.1,2518.5,327.8,,,,,422.0,778.0,,,,,-173.0,,880.0,-392.9,1218.5,-972.2,,,,,False,,,,,True,,False,True,False,False,,,,
13221,497,486.0,123.0,,,,,435.0,,1028.5,275.8,759.0,65.6,,,,,-11.0,-374.0,,,,,-62.0,,531.5,-221.2,262.0,-431.4,,,,,False,,,,,False,,False,False,False,False,,,,
13223,5459,4266.0,2382.0,,,,,5470.0,,4531.4,3203.9,5464.5,1343.6,,3290.2,3770.0,,-1193.0,-3077.0,,,,,11.0,,-927.6,-2255.1,5.5,-4115.4,,-2168.8,-1689.0,,False,,,,,True,,True,False,True,False,,False,False,
13225,801,654.0,572.0,,,,,637.0,,317.2,382.3,628.0,187.6,,,,,-147.0,-229.0,,,,,-164.0,,-483.8,-418.7,-173.0,-613.4,,,,,False,,,,,False,,False,False,False,False,,,,
13227,1189,1098.0,1108.0,,,,,1229.0,,844.7,632.2,1376.0,139.4,,,,,-91.0,-81.0,,,,,40.0,,-344.3,-556.8,187.0,-1049.6,,,,,True,,,,,True,,False,False,False,False,,,,
13229,637,1026.0,1168.0,,,,,646.0,,2117.8,433.0,2535.0,0.0,,,,,389.0,531.0,,,,,9.0,,1480.8,-204.0,1898.0,-637.0,,,,,False,,,,,True,,False,True,False,False,,,,
13231,746,594.0,496.0,,,,,638.0,,883.8,383.3,1134.5,1.4,,,,,-152.0,-250.0,,,,,-108.0,,137.8,-362.7,388.5,-744.6,,,,,False,,,,,True,,True,False,False,False,,,,
13233,1682,1476.0,1300.0,,,,,1864.0,,1108.6,791.4,1608.0,177.0,,955.0,,,-206.0,-382.0,,,,,182.0,,-573.4,-890.6,-74.0,-1505.0,,-727.0,,,False,,,,,True,,False,False,True,False,,False,,
