,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01115,363,288.0,292.0,,252.0,165.0,,,,,,158.0,,385.7,265.4,,302.7,330.7,114.6,546.0,,36.1,,252.2,,,,,171.8,2082.9,-75.0,-71.0,,-111.0,-198.0,,,,,,-205.0,,22.7,-97.6,,-60.3,-32.3,-248.4,183.0,,-326.9,,-110.8,,,,,-191.2,1719.9,True,,False,False,,,,,,False,,True,False,,True,True,False,False,,False,,False,,,,,False,False
01117,1099,942.0,919.1,,731.0,512.0,,,,,,365.0,,977.9,574.0,,888.4,876.5,296.7,1108.0,,153.6,,530.4,1040.0,,,,645.8,3651.2,-157.0,-179.9,,-368.0,-587.0,,,,,,-734.0,,-121.1,-525.0,,-210.6,-222.5,-802.3,9.0,,-945.4,,-568.6,-59.0,,,,-453.2,2552.2,False,,False,False,,,,,,False,,True,False,,False,False,False,True,,False,,False,True,,,,False,False
01119,24,3.0,2.2,,3.0,0.0,,,,,,28.0,,18.4,10.0,,1.1,7.5,0.1,,,3.8,,,,,,,11.6,19.8,-21.0,-21.8,,-21.0,-24.0,,,,,,4.0,,-5.6,-14.0,,-22.9,-16.5,-23.9,,,-20.2,,,,,,,-12.4,-4.2,False,,False,False,,,,,,True,,True,True,,False,True,False,,,True,,,,,,,True,True
01121,306,165.0,129.1,,141.0,119.0,,,,,,141.0,,262.1,284.1,,112.0,165.4,121.7,195.0,,64.7,,137.5,,,,,45.0,957.7,-141.0,-176.9,,-165.0,-187.0,,,,,,-165.0,,-43.9,-21.9,,-194.0,-140.6,-184.3,-111.0,,-241.3,,-168.5,,,,,-261.0,651.7,False,,False,False,,,,,,False,,True,True,,False,True,False,True,,False,,False,,,,,False,False
01123,92,36.0,50.1,,38.0,21.0,,,,,,88.0,,116.3,68.8,,20.8,40.2,16.5,,,19.3,,,,,,,17.3,172.3,-56.0,-41.9,,-54.0,-71.0,,,,,,-4.0,,24.3,-23.2,,-71.2,-51.8,-75.5,,,-72.7,,,,,,,-74.7,80.3,True,,True,False,,,,,,True,,True,True,,False,True,False,,,False,,,,,,,False,False
01125,2479,654.0,655.7,1377.9,630.0,340.0,,,,,,783.0,,703.4,479.4,,628.3,686.1,226.0,831.0,,638.0,,499.7,547.0,,,,515.7,3083.3,-1825.0,-1823.3,-1101.1,-1849.0,-2139.0,,,,,,-1696.0,,-1775.6,-1999.6,,-1850.7,-1792.9,-2253.0,-1648.0,,-1841.0,,-1979.3,-1932.0,,,,-1963.3,604.3,True,True,False,False,,,,,,True,,True,False,,False,True,False,True,,False,,False,False,,,,False,True
01127,267,297.0,291.3,,268.0,427.0,,,,,,157.0,,400.9,107.0,,143.7,278.1,125.0,371.0,,280.7,,175.9,,,,,284.0,1204.8,30.0,24.3,,1.0,160.0,,,,,,-110.0,,133.9,-160.0,,-123.3,11.1,-142.0,104.0,,13.7,,-91.1,,,,,17.0,937.8,True,,True,False,,,,,,False,,False,False,,False,True,False,False,,True,,False,,,,,True,False
01129,46,21.0,12.6,,14.0,2.0,,,,,,38.0,,87.3,35.9,,3.0,17.2,0.0,,,3.7,,,,,,,19.8,250.1,-25.0,-33.4,,-32.0,-44.0,,,,,,-8.0,,41.3,-10.1,,-43.0,-28.8,-46.0,,,-42.3,,,,,,,-26.2,204.1,False,,False,False,,,,,,True,,False,True,,False,False,False,,,False,,,,,,,False,False
01131,11,15.0,13.6,,11.0,10.0,,,,,,19.0,,22.7,16.0,,1.3,8.7,0.1,,,6.0,,,,,,,12.7,69.5,4.0,2.6,,0.0,-1.0,,,,,,8.0,,11.7,5.0,,-9.7,-2.3,-10.9,,,-5.0,,,,,,,1.7,58.5,True,,True,True,,,,,,False,,False,False,,False,True,False,,,False,,,,,,,True,False
01133,103,141.0,138.0,,125.0,196.0,,,,,,57.0,,178.7,65.4,,91.5,112.0,60.4,219.0,,227.4,,,,,,,83.0,159.9,38.0,35.0,,22.0,93.0,,,,,,-46.0,,75.7,-37.6,,-11.5,9.0,-42.6,116.0,,124.4,,,,,,,-20.0,56.9,True,,True,False,,,,,,False,,False,True,,True,True,False,False,,False,,,,,,,True,False
02013,4,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.8,,,0.0,,0.0,,0.0,,,,,,,3.0,16.0,-4.0,-4.0,,-4.0,-4.0,,,,,,,,-4.0,-3.2,,,-4.0,,-4.0,,-4.0,,,,,,,-1.0,12.0,False,,False,False,,,,,,,,False,True,,,True,,False,,False,,,,,,,True,False
02016,1,3.0,1.0,,0.0,0.0,,,,,,,,2.4,1.3,,,0.3,,0.0,,0.2,,,,,,,3.2,10.2,2.0,0.0,,-1.0,-1.0,,,,,,,,1.4,0.3,,,-0.7,,-1.0,,-0.8,,,,,,,2.2,9.2,True,,True,True,,,,,,,,True,True,,,True,,True,,True,,,,,,,False,False
02020,1191,810.0,825.3,,776.0,1931.0,,,,,,,,844.8,1209.6,,607.7,727.4,675.6,809.0,,425.1,,519.1,764.0,,,,378.5,1876.6,-381.0,-365.7,,-415.0,740.0,,,,,,,,-346.2,18.6,,-583.3,-463.6,-515.4,-382.0,,-765.9,,-671.9,-427.0,,,,-812.5,685.6,True,,False,False,,,,,,,,True,True,,False,False,False,False,,False,,False,False,,,,False,False
02050,40,63.0,57.9,,23.0,0.0,,,,,,,,39.4,31.2,,2.4,17.4,,12.0,,28.0,,,,,,,27.2,160.4,23.0,17.9,,-17.0,-40.0,,,,,,,,-0.6,-8.8,,-37.6,-22.6,,-28.0,,-12.0,,,,,,,-12.8,120.4,True,,True,False,,,,,,,,True,True,,False,True,,False,,True,,,,,,,True,False
02060,0,0.0,0.6,,0.0,0.0,,,,,,,,0.0,0.0,,0.1,0.0,,0.0,,0.0,,,,,,,3.2,16.4,0.0,0.6,,0.0,0.0,,,,,,,,0.0,0.0,,0.1,0.0,,0.0,,0.0,,,,,,,3.2,16.4,False,,True,True,,,,,,,,True,True,,False,True,,True,,True,,,,,,,False,False
02068,8,0.0,0.0,,0.0,0.0,,,,,,,,1.0,2.0,,,0.0,,0.0,,0.1,,,,,,,3.1,84.4,-8.0,-8.0,,-8.0,-8.0,,,,,,,,-7.0,-6.0,,,-8.0,,-8.0,,-7.9,,,,,,,-4.9,76.4,False,,False,False,,,,,,,,True,True,,,True,,False,,True,,,,,,,True,False
02070,3,3.0,1.9,,0.0,0.0,,,,,,,,0.1,3.9,,0.1,0.0,,0.0,,1.1,,,,,,,3.2,29.2,0.0,-1.1,,-3.0,-3.0,,,,,,,,-2.9,0.9,,-2.9,-3.0,,-3.0,,-1.9,,,,,,,0.2,26.2,False,,False,False,,,,,,,,False,False,,False,False,,False,,False,,,,,,,False,False
02090,391,378.0,382.3,,378.0,,,,,,,,,445.2,293.9,,427.9,317.4,240.8,719.0,,399.1,,,,,,,110.2,581.3,-13.0,-8.7,,-13.0,,,,,,,,,54.2,-97.1,,36.9,-73.6,-150.2,328.0,,8.1,,,,,,,-280.8,190.3,True,,False,,,,,,,,,False,False,,False,False,False,False,,True,,,,,,,False,False
02100,1,0.0,0.1,,0.0,0.0,,,,,,,,0.2,0.1,,,0.0,,0.0,,0.0,,,,,,,3.1,30.0,-1.0,-0.9,,-1.0,-1.0,,,,,,,,-0.8,-0.9,,,-1.0,,-1.0,,-1.0,,,,,,,2.1,29.0,True,,False,False,,,,,,,,True,True,,,True,,False,,False,,,,,,,False,False
02105,0,0.0,0.0,,0.0,0.0,,,,,,,,0.3,2.1,,,0.0,,0.0,,0.0,,,,,,,,23.0,0.0,0.0,,0.0,0.0,,,,,,,,0.3,2.1,,,0.0,,0.0,,0.0,,,,,,,,23.0,True,,True,True,,,,,,,,False,False,,,True,,True,,True,,,,,,,,False
02110,72,129.0,126.2,,101.0,75.0,,,,,,,,158.2,71.3,,86.2,98.3,0.8,194.0,,289.0,,,,,,,35.0,147.8,57.0,54.2,,29.0,3.0,,,,,,,,86.2,-0.7,,14.2,26.3,-71.2,122.0,,217.0,,,,,,,-37.0,75.8,True,,True,True,,,,,,,,False,True,,True,True,False,False,,False,,,,,,,True,False
02122,37,21.0,22.5,,20.0,15.0,,,,,,,,87.8,75.8,,1.4,15.5,107.2,,,4.1,,,,,,,19.8,112.1,-16.0,-14.5,,-17.0,-22.0,,,,,,,,50.8,38.8,,-35.6,-21.5,70.2,,,-32.9,,,,,,,-17.2,75.1,True,,False,False,,,,,,,,False,False,,False,False,False,,,False,,,,,,,False,False
02130,3,3.0,3.5,,0.0,0.0,,,,,,,,0.0,6.1,,0.9,0.6,,0.0,,0.0,,,,,,,4.7,16.5,0.0,0.5,,-3.0,-3.0,,,,,,,,-3.0,3.1,,-2.1,-2.4,,-3.0,,-3.0,,,,,,,1.7,13.5,False,,False,False,,,,,,,,False,False,,False,False,,False,,False,,,,,,,False,False
02150,10,6.0,5.9,,2.0,0.0,,,,,,,,7.7,3.7,,0.2,0.5,,0.0,,3.0,,,,,,,3.7,48.3,-4.0,-4.1,,-8.0,-10.0,,,,,,,,-2.3,-6.3,,-9.8,-9.5,,-10.0,,-7.0,,,,,,,-6.3,38.3,False,,False,False,,,,,,,,True,False,,False,False,,False,,False,,,,,,,False,False
02158,5,3.0,2.0,,3.0,0.0,,,,,,,,4.3,,,,0.9,,0.0,,2.4,,,,,,,,,-2.0,-3.0,,-2.0,-5.0,,,,,,,,-0.7,,,,-4.1,,-5.0,,-2.6,,,,,,,,,False,,False,False,,,,,,,,True,,,,False,,False,,False,,,,,,,,
02164,10,0.0,0.0,,0.0,0.0,,,,,,,,0.2,1.3,,,0.0,,0.0,,0.0,,,,,,,3.0,116.9,-10.0,-10.0,,-10.0,-10.0,,,,,,,,-9.8,-8.7,,,-10.0,,-10.0,,-10.0,,,,,,,-7.0,106.9,False,,False,False,,,,,,,,True,True,,,True,,False,,False,,,,,,,True,False
02170,127,81.0,87.2,,85.0,47.0,,,,,,,,139.4,267.2,,48.3,91.2,213.2,85.0,,82.8,,,,,,,56.3,362.9,-46.0,-39.8,,-42.0,-80.0,,,,,,,,12.4,140.2,,-78.7,-35.8,86.2,-42.0,,-44.2,,,,,,,-70.7,235.9,True,,True,False,,,,,,,,True,False,,False,True,False,True,,True,,,,,,,False,False
02180,32,18.0,16.7,,6.0,0.0,,,,,,,,12.0,12.0,,0.9,8.1,,5.0,,4.4,,,,,,,4.4,38.0,-14.0,-15.3,,-26.0,-32.0,,,,,,,,-20.0,-20.0,,-31.1,-23.9,,-27.0,,-27.6,,,,,,,-27.6,6.0,False,,False,False,,,,,,,,False,False,,False,False,,False,,False,,,,,,,False,True
02185,87,36.0,35.2,,23.0,7.0,,,,,,,,63.0,26.8,,2.2,24.8,,,,19.3,,,,,,,10.7,65.1,-51.0,-51.8,,-64.0,-80.0,,,,,,,,-24.0,-60.2,,-84.8,-62.2,,,,-67.7,,,,,,,-76.3,-21.9,False,,False,False,,,,,,,,True,False,,False,False,,,,False,,,,,,,False,True
02188,67,9.0,8.9,,6.0,0.0,,,,,,,,11.3,13.7,,2.8,4.0,,1.0,,5.2,,,,,,,7.1,23.9,-58.0,-58.1,,-61.0,-67.0,,,,,,,,-55.7,-53.3,,-64.2,-63.0,,-66.0,,-61.8,,,,,,,-59.9,-43.1,False,,False,False,,,,,,,,True,True,,False,False,,False,,False,,,,,,,False,True
02195,1,0.0,0.0,,0.0,0.0,,,,,,,,0.2,0.1,,0.1,0.0,,0.0,,0.0,,,,,,,,16.6,-1.0,-1.0,,-1.0,-1.0,,,,,,,,-0.8,-0.9,,-0.9,-1.0,,-1.0,,-1.0,,,,,,,,15.6,True,,False,False,,,,,,,,True,True,,True,True,,False,,False,,,,,,,,False
02198,2,6.0,5.9,,4.0,0.0,,,,,,,,7.9,9.7,,1.6,2.5,,1.0,,4.2,,,,,,,,11.7,4.0,3.9,,2.0,-2.0,,,,,,,,5.9,7.7,,-0.4,0.5,,-1.0,,2.2,,,,,,,,9.7,True,,True,True,,,,,,,,False,False,,True,True,,True,,True,,,,,,,,False
02220,14,6.0,5.9,,3.0,0.0,,,,,,,,4.0,8.2,,0.7,0.7,,0.0,,2.4,,,,,,,4.5,13.2,-8.0,-8.1,,-11.0,-14.0,,,,,,,,-10.0,-5.8,,-13.3,-13.3,,-14.0,,-11.6,,,,,,,-9.5,-0.8,False,,False,False,,,,,,,,False,True,,False,False,,False,,False,,,,,,,False,True
02230,0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,,9.9,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,,9.9,True,,True,True,,,,,,,,True,True,,,True,,True,,True,,,,,,,,False
02240,8,6.0,7.1,,0.0,0.0,,,,,,,,5.3,0.4,,0.2,1.0,,0.0,,1.1,,,,,,,3.2,70.3,-2.0,-0.9,,-8.0,-8.0,,,,,,,,-2.7,-7.6,,-7.8,-7.0,,-8.0,,-6.9,,,,,,,-4.8,62.3,True,,False,False,,,,,,,,False,False,,False,False,,False,,False,,,,,,,False,False
02261,6,0.0,0.2,,0.0,0.0,,,,,,,,4.7,3.1,,1.7,0.9,,0.0,,8.5,,,,,,,5.7,78.5,-6.0,-5.8,,-6.0,-6.0,,,,,,,,-1.3,-2.9,,-4.3,-5.1,,-6.0,,2.5,,,,,,,-0.3,72.5,True,,False,False,,,,,,,,True,True,,True,True,,False,,True,,,,,,,True,False
02275,1,0.0,0.4,,0.0,0.0,,,,,,,,1.1,0.7,,,0.1,,0.0,,0.2,,,,,,,,13.7,-1.0,-0.6,,-1.0,-1.0,,,,,,,,0.1,-0.3,,,-0.9,,-1.0,,-0.8,,,,,,,,12.7,True,,False,False,,,,,,,,True,True,,,True,,False,,True,,,,,,,,False
02282,5,3.0,1.9,,1.0,0.0,,,,,,,,2.0,0.0,,,0.2,,0.0,,0.8,,,,,,,3.7,37.2,-2.0,-3.1,,-4.0,-5.0,,,,,,,,-3.0,-5.0,,,-4.8,,-5.0,,-4.2,,,,,,,-1.3,32.2,False,,False,False,,,,,,,,False,False,,,False,,False,,False,,,,,,,True,False
02290,10,6.0,4.0,,4.0,0.0,,,,,,,,7.0,2.1,,3.3,3.5,,3.0,,0.2,,,,,,,5.3,50.8,-4.0,-6.0,,-6.0,-10.0,,,,,,,,-3.0,-7.9,,-6.7,-6.5,,-7.0,,-9.8,,,,,,,-4.7,40.8,False,,False,False,,,,,,,,True,False,,False,False,,False,,False,,,,,,,False,False
04001,199,75.0,75.8,,40.0,36.0,,,,,,292.0,,40.0,56.2,,14.2,53.2,3.1,53.0,,11.2,,114.5,,,,,93.9,100.5,-124.0,-123.2,,-159.0,-163.0,,,,,,93.0,,-159.0,-142.8,,-184.8,-145.8,-195.9,-146.0,,-187.8,,-84.5,,,,,-105.1,-98.5,True,,False,False,,,,,,True,,False,False,,False,False,False,False,,False,,True,,,,,True,True
04003,61,54.0,33.4,,50.0,10.0,,,,,,146.0,,150.9,72.4,,13.1,46.6,100.2,34.0,,7.9,,53.4,,,,,32.6,273.4,-7.0,-27.6,,-11.0,-51.0,,,,,,85.0,,89.9,11.4,,-47.9,-14.4,39.2,-27.0,,-53.1,,-7.6,,,,,-28.4,212.4,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,False,,,,,False,False
04005,797,297.0,293.5,,298.0,223.0,,,,,,515.0,,203.3,110.2,,476.9,484.3,15.9,726.0,,1830.6,,224.4,1094.0,,,,60.2,518.7,-500.0,-503.5,,-499.0,-574.0,,,,,,-282.0,,-593.7,-686.8,,-320.1,-312.7,-781.1,-71.0,,1033.6,,-572.6,297.0,,,,-736.8,-278.3,False,,True,False,,,,,,True,,False,False,,True,True,False,True,,False,,False,True,,,,False,True
04007,280,117.0,106.6,,63.0,18.0,,,,,,48.0,,174.4,60.2,,63.0,73.5,0.5,97.0,,15.1,,88.0,,,,,51.6,2298.5,-163.0,-173.4,,-217.0,-262.0,,,,,,-232.0,,-105.6,-219.8,,-217.0,-206.5,-279.5,-183.0,,-264.9,,-192.0,,,,,-228.4,2018.5,False,,False,False,,,,,,False,,True,False,,False,False,False,False,,False,,False,,,,,False,False
04009,104,51.0,53.7,,47.0,63.0,,,,,,82.0,,126.5,51.4,,8.1,39.0,0.0,29.0,,39.4,,,,,,,82.2,562.6,-53.0,-50.3,,-57.0,-41.0,,,,,,-22.0,,22.5,-52.6,,-95.9,-65.0,-104.0,-75.0,,-64.6,,,,,,,-21.8,458.6,True,,False,True,,,,,,True,,True,True,,False,False,False,False,,False,,,,,,,True,False
04011,1,3.0,3.6,,0.0,0.0,,,,,,11.0,,0.6,4.7,,0.0,0.6,,0.0,,1.6,,,,,,,3.6,36.0,2.0,2.6,,-1.0,-1.0,,,,,,10.0,,-0.4,3.7,,-1.0,-0.4,,-1.0,,0.6,,,,,,,2.6,35.0,False,,True,True,,,,,,False,,True,False,,True,True,,True,,True,,,,,,,False,False
04012,26,24.0,20.8,,10.0,0.0,,,,,,22.0,,389.9,15.0,,2.8,16.4,0.0,13.0,,3.4,,,,,,,8.0,1867.2,-2.0,-5.2,,-16.0,-26.0,,,,,,-4.0,,363.9,-11.0,,-23.2,-9.6,-26.0,-13.0,,-22.6,,,,,,,-18.0,1841.2,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,,False,False
04013,5676,4308.0,4508.3,3061.1,3714.0,4880.0,,,,,,5374.0,,3706.8,3787.3,,4239.6,4184.1,1091.3,4683.0,,1180.7,,3243.6,3516.0,,,,3200.5,13683.5,-1368.0,-1167.7,-2614.9,-1962.0,-796.0,,,,,,-302.0,,-1969.2,-1888.7,,-1436.4,-1491.9,-4584.7,-993.0,,-4495.3,,-2432.4,-2160.0,,,,-2475.5,8007.5,True,False,False,True,,,,,,True,,False,False,,False,False,False,True,,False,,False,False,,,,False,False
04015,263,120.0,83.5,,124.0,207.0,,,,,,331.0,,323.0,139.5,,31.7,125.6,154.9,92.0,,98.8,,129.7,64.0,,,,190.3,2712.2,-143.0,-179.5,,-139.0,-56.0,,,,,,68.0,,60.0,-123.5,,-231.3,-137.4,-108.1,-171.0,,-164.2,,-133.3,-199.0,,,,-72.7,2449.2,False,,True,True,,,,,,True,,True,True,,False,True,True,False,,False,,True,False,,,,True,False
04017,140,99.0,93.3,,86.0,80.0,,,,,,362.0,,138.9,86.7,,40.3,84.5,9.0,65.0,,42.0,,114.3,,,,,91.3,245.2,-41.0,-46.7,,-54.0,-60.0,,,,,,222.0,,-1.1,-53.3,,-99.7,-55.5,-131.0,-75.0,,-98.0,,-25.7,,,,,-48.7,105.2,False,,False,False,,,,,,False,,True,False,,False,False,False,False,,False,,True,,,,,False,False
04019,3498,1569.0,1706.4,1357.5,1322.0,835.0,,,,,,1575.0,,1636.8,1014.0,,1057.4,1320.7,1243.3,1434.0,,596.6,,1048.1,963.0,,,,1370.2,8625.3,-1929.0,-1791.6,-2140.5,-2176.0,-2663.0,,,,,,-1923.0,,-1861.2,-2484.0,,-2440.6,-2177.3,-2254.7,-2064.0,,-2901.4,,-2449.9,-2535.0,,,,-2127.8,5127.3,True,False,False,False,,,,,,True,,True,False,,False,False,False,False,,False,,False,False,,,,False,False
04021,547,693.0,825.1,720.8,565.0,2383.0,,,,,,569.0,,1020.7,290.3,,502.2,450.8,284.0,543.0,,326.9,,569.5,452.0,,,,397.3,5724.0,146.0,278.1,173.8,18.0,1836.0,,,,,,22.0,,473.7,-256.7,,-44.8,-96.2,-263.0,-4.0,,-220.1,,22.5,-95.0,,,,-149.7,5177.0,False,False,True,False,,,,,,True,,False,False,,True,True,False,True,,False,,True,True,,,,False,False
04023,100,33.0,60.0,,28.0,27.0,,,,,,101.0,,120.8,20.1,,4.5,24.9,1.2,,,12.4,,34.5,,,,,26.8,176.7,-67.0,-40.0,,-72.0,-73.0,,,,,,1.0,,20.8,-79.9,,-95.5,-75.1,-98.8,,,-87.6,,-65.5,,,,,-73.2,76.7,True,,False,False,,,,,,True,,True,False,,False,False,False,,,False,,True,,,,,False,False
04025,191,192.0,201.6,,175.0,11.0,,,,,,282.0,,244.5,246.2,,105.5,157.9,212.0,166.0,,194.7,,147.4,120.0,,,,119.4,2990.7,1.0,10.6,,-16.0,-180.0,,,,,,91.0,,53.5,55.2,,-85.5,-33.1,21.0,-25.0,,3.7,,-43.6,-71.0,,,,-71.6,2799.7,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,False,False,,,,False,False
04027,437,201.0,188.6,257.8,182.0,68.0,,,,,,371.0,,249.2,197.4,,87.0,200.7,8.9,141.0,,60.0,,866.9,123.0,,,,272.4,3057.2,-236.0,-248.4,-179.2,-255.0,-369.0,,,,,,-66.0,,-187.8,-239.6,,-350.0,-236.3,-428.1,-296.0,,-377.0,,429.9,-314.0,,,,-164.6,2620.2,False,True,False,False,,,,,,True,,True,False,,False,False,False,False,,False,,False,False,,,,True,False
05001,143,51.0,50.9,,42.0,18.0,,,,,,76.0,,139.8,39.7,,17.5,40.7,12.5,127.0,,44.5,,,,,,,29.7,69.9,-92.0,-92.1,,-101.0,-125.0,,,,,,-67.0,,-3.2,-103.3,,-125.5,-102.3,-130.5,-16.0,,-98.5,,,,,,,-113.3,-73.1,False,,False,False,,,,,,True,,True,False,,False,False,False,True,,False,,,,,,,False,True
05003,53,27.0,26.8,,15.0,3.0,,,,,,44.0,,99.0,30.0,,8.6,20.6,0.1,145.0,,0.8,,,,,,,14.0,50.6,-26.0,-26.2,,-38.0,-50.0,,,,,,-9.0,,46.0,-23.0,,-44.4,-32.4,-52.9,92.0,,-52.2,,,,,,,-39.0,-2.4,False,,False,False,,,,,,True,,False,True,,False,False,False,False,,False,,,,,,,False,True
05005,198,156.0,165.9,,140.0,129.0,,,,,,76.0,,169.8,122.9,,110.9,117.6,107.1,270.0,,314.4,,,,,,,32.8,176.3,-42.0,-32.1,,-58.0,-69.0,,,,,,-122.0,,-28.2,-75.1,,-87.1,-80.4,-90.9,72.0,,116.4,,,,,,,-165.2,-21.7,True,,False,False,,,,,,False,,True,False,,False,False,False,False,,False,,,,,,,False,True
05007,1040,699.0,669.6,,533.0,521.0,,,,,,1357.0,,717.4,209.4,,378.2,601.5,189.6,829.0,,352.0,,439.9,595.0,,,,317.4,1276.0,-341.0,-370.4,,-507.0,-519.0,,,,,,317.0,,-322.6,-830.6,,-661.8,-438.5,-850.4,-211.0,,-688.0,,-600.1,-445.0,,,,-722.6,236.0,False,,False,False,,,,,,True,,True,False,,False,False,False,True,,False,,False,False,,,,False,True
05009,319,252.0,245.4,,249.0,764.0,,,,,,179.0,,323.2,159.3,,436.3,316.5,148.5,658.0,,130.1,,,,,,,96.3,262.2,-67.0,-73.6,,-70.0,445.0,,,,,,-140.0,,4.2,-159.7,,117.3,-2.5,-170.5,339.0,,-188.9,,,,,,,-222.7,-56.8,False,,False,False,,,,,,False,,True,False,,False,True,False,False,,False,,,,,,,False,True
05011,25,51.0,46.5,,27.0,31.0,,,,,,36.0,,43.9,25.9,,4.8,27.1,0.0,115.0,,19.9,,,,,,,56.0,32.6,26.0,21.5,,2.0,6.0,,,,,,11.0,,18.9,0.9,,-20.2,2.1,-25.0,90.0,,-5.1,,,,,,,31.0,7.6,True,,True,True,,,,,,True,,True,True,,True,True,True,False,,True,,,,,,,False,True
05013,8,15.0,13.3,,4.0,0.0,,,,,,7.0,,8.2,4.4,,,1.2,,20.0,,0.1,,,,,,,4.3,34.3,7.0,5.3,,-4.0,-8.0,,,,,,-1.0,,0.2,-3.6,,,-6.8,,12.0,,-7.9,,,,,,,-3.7,26.3,True,,True,False,,,,,,True,,True,True,,,True,,False,,False,,,,,,,True,False
05015,203,171.0,172.8,,125.0,146.0,,,,,,148.0,,249.4,60.8,,78.4,91.0,78.6,238.0,,77.1,,,,,,,76.6,525.3,-32.0,-30.2,,-78.0,-57.0,,,,,,-55.0,,46.4,-142.2,,-124.6,-112.0,-124.4,35.0,,-125.9,,,,,,,-126.4,322.3,True,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,,False,False
05017,37,21.0,55.0,,16.0,25.0,,,,,,48.0,,21.3,18.3,,2.8,15.3,0.5,,,9.2,,,,,,,27.5,69.5,-16.0,18.0,,-21.0,-12.0,,,,,,11.0,,-15.7,-18.7,,-34.2,-21.7,-36.5,,,-27.8,,,,,,,-9.5,32.5,False,,False,True,,,,,,True,,True,False,,False,False,False,,,False,,,,,,,True,False
05019,102,60.0,59.0,,55.0,23.0,,,,,,68.0,,376.8,31.0,,11.2,55.2,46.4,106.0,,14.4,,,,,,,46.4,48.0,-42.0,-43.0,,-47.0,-79.0,,,,,,-34.0,,274.8,-71.0,,-90.8,-46.8,-55.6,4.0,,-87.6,,,,,,,-55.6,-54.0,False,,False,False,,,,,,True,,False,False,,False,False,False,True,,False,,,,,,,False,False
05021,103,78.0,78.1,,58.0,93.0,,,,,,61.0,,288.7,46.8,,38.2,49.6,40.9,98.0,,32.1,,,,,,,33.8,103.4,-25.0,-24.9,,-45.0,-10.0,,,,,,-42.0,,185.7,-56.2,,-64.8,-53.4,-62.1,-5.0,,-70.9,,,,,,,-69.2,0.4,True,,False,True,,,,,,False,,False,False,,False,False,False,True,,False,,,,,,,False,True
