,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
19077,91,57.0,57.8,,30.0,0.0,,,,,,22.0,,114.2,31.6,,16.8,37.4,43.3,49.0,,9.7,,,,,,73.0,23.8,102.3,-34.0,-33.2,,-61.0,-91.0,,,,,,-69.0,,23.2,-59.4,,-74.2,-53.6,-47.7,-42.0,,-81.3,,,,,,-18.0,-67.2,11.3,True,,False,False,,,,,,False,,True,False,,False,False,False,False,,False,,,,,,True,False,True
19079,37,39.0,14.9,,23.0,38.0,,,,,,50.0,,198.9,30.4,,6.5,25.0,19.0,56.0,,22.2,,,,,,32.0,26.5,180.2,2.0,-22.1,,-14.0,1.0,,,,,,13.0,,161.9,-6.6,,-30.5,-12.0,-18.0,19.0,,-14.8,,,,,,-5.0,-10.5,143.2,False,,False,True,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,False
19081,44,15.0,28.9,,19.0,21.0,,,,,,28.0,,73.2,19.0,,3.3,17.8,35.0,,,16.3,,,,,,8.0,18.6,40.5,-29.0,-15.1,,-25.0,-23.0,,,,,,-16.0,,29.2,-25.0,,-40.7,-26.2,-9.0,,,-27.7,,,,,,-36.0,-25.4,-3.5,True,,True,True,,,,,,True,,False,True,,False,True,True,,,True,,,,,,False,True,True
19083,69,39.0,38.5,,36.0,26.0,,,,,,60.0,,114.1,55.6,,12.2,33.6,70.7,54.0,,31.3,,,,,,23.0,33.4,153.7,-30.0,-30.5,,-33.0,-43.0,,,,,,-9.0,,45.1,-13.4,,-56.8,-35.4,1.7,-15.0,,-37.7,,,,,,-46.0,-35.6,84.7,False,,False,False,,,,,,True,,False,True,,False,False,True,True,,False,,,,,,False,False,False
19085,149,15.0,10.5,,14.0,9.0,,,,,,25.0,,107.7,14.5,,4.5,19.9,60.6,,,11.2,,,,,,17.0,17.5,63.9,-134.0,-138.5,,-135.0,-140.0,,,,,,-124.0,,-41.3,-134.5,,-144.5,-129.1,-88.4,,,-137.8,,,,,,-132.0,-131.5,-85.1,False,,False,False,,,,,,True,,True,False,,False,True,True,,,False,,,,,,True,True,True
19087,377,201.0,201.4,,97.0,346.0,,,,,,72.0,,586.5,88.1,,53.6,79.3,84.1,256.0,,26.8,,,,,,139.0,65.4,502.3,-176.0,-175.6,,-280.0,-31.0,,,,,,-305.0,,209.5,-288.9,,-323.4,-297.7,-292.9,-121.0,,-350.2,,,,,,-238.0,-311.6,125.3,True,,False,True,,,,,,False,,False,False,,False,False,False,True,,False,,,,,,False,False,True
19089,25,63.0,68.9,,41.0,57.0,,,,,,40.0,,46.3,28.4,,28.2,45.6,0.3,54.0,,28.3,,,,,,62.0,14.3,229.7,38.0,43.9,,16.0,32.0,,,,,,15.0,,21.3,3.4,,3.2,20.6,-24.7,29.0,,3.3,,,,,,37.0,-10.7,204.7,False,,True,True,,,,,,True,,True,True,,True,True,True,True,,True,,,,,,True,True,False
19091,38,30.0,10.1,,13.0,0.0,,,,,,33.0,,20.1,20.6,,8.3,13.5,22.0,35.0,,8.3,,,,,,38.0,7.3,139.4,-8.0,-27.9,,-25.0,-38.0,,,,,,-5.0,,-17.9,-17.4,,-29.7,-24.5,-16.0,-3.0,,-29.7,,,,,,0.0,-30.7,101.4,False,,False,False,,,,,,True,,False,False,,False,False,False,True,,False,,,,,,True,False,False
19093,78,57.0,55.6,,34.0,21.0,,,,,,17.0,,49.0,16.1,,5.6,38.3,,,,39.0,,,,,,60.0,10.0,265.2,-21.0,-22.4,,-44.0,-57.0,,,,,,-61.0,,-29.0,-61.9,,-72.4,-39.7,,,,-39.0,,,,,,-18.0,-68.0,187.2,False,,False,False,,,,,,False,,False,False,,False,False,,,,False,,,,,,True,False,False
19095,92,99.0,103.0,,100.0,171.0,,,,,,31.0,,253.8,44.8,,36.2,67.9,85.5,57.0,,139.6,,,,,,132.0,23.9,263.2,7.0,11.0,,8.0,79.0,,,,,,-61.0,,161.8,-47.2,,-55.8,-24.1,-6.5,-35.0,,47.6,,,,,,40.0,-68.1,171.2,False,,False,False,,,,,,False,,False,False,,False,False,True,False,,False,,,,,,False,False,False
19097,140,75.0,81.1,,66.0,37.0,,,,,,62.0,,181.8,80.0,,37.3,70.5,105.2,91.0,,44.3,,,,,,66.0,29.0,185.9,-65.0,-58.9,,-74.0,-103.0,,,,,,-78.0,,41.8,-60.0,,-102.7,-69.5,-34.8,-49.0,,-95.7,,,,,,-74.0,-111.0,45.9,True,,False,False,,,,,,False,,True,True,,False,False,True,True,,False,,,,,,False,False,True
19099,232,144.0,148.4,,131.0,,,,,,,107.0,,295.3,117.4,,91.2,132.2,79.4,214.0,,320.4,,,,,,185.0,43.2,537.4,-88.0,-83.6,,-101.0,,,,,,,-125.0,,63.3,-114.6,,-140.8,-99.8,-152.6,-18.0,,88.4,,,,,,-47.0,-188.8,305.4,True,,False,,,,,,,False,,True,False,,False,False,False,True,,False,,,,,,True,False,False
19101,24,9.0,12.1,,10.0,22.0,,,,,,77.0,,86.7,36.2,,1.1,8.1,52.9,19.0,,5.2,,,,,,11.0,11.1,19.1,-15.0,-11.9,,-14.0,-2.0,,,,,,53.0,,62.7,12.2,,-22.9,-15.9,28.9,-5.0,,-18.8,,,,,,-13.0,-12.9,-4.9,True,,True,True,,,,,,False,,False,True,,False,False,False,True,,False,,,,,,True,True,True
19103,470,909.0,571.8,,755.0,1028.0,,,,,,901.0,,1088.1,469.7,,627.1,705.5,0.7,710.0,,1234.6,,2173.3,438.0,,,336.0,748.5,1172.9,439.0,101.8,,285.0,558.0,,,,,,431.0,,618.1,-0.3,,157.1,235.5,-469.3,240.0,,764.6,,1703.3,-32.0,,,-134.0,278.5,702.9,True,,True,False,,,,,,True,,False,True,,True,True,False,True,,False,,False,True,,,True,True,False
19105,96,72.0,72.3,,75.0,135.0,,,,,,81.0,,176.4,67.5,,36.4,66.3,84.0,153.0,,82.0,,,,,,91.0,19.2,212.7,-24.0,-23.7,,-21.0,39.0,,,,,,-15.0,,80.4,-28.5,,-59.6,-29.7,-12.0,57.0,,-14.0,,,,,,-5.0,-76.8,116.7,True,,True,False,,,,,,True,,False,False,,False,False,True,False,,True,,,,,,True,False,False
19107,45,30.0,30.2,,22.0,52.0,,,,,,22.0,,23.5,24.5,,4.4,19.2,,19.0,,16.3,,,,,,20.0,20.2,36.4,-15.0,-14.8,,-23.0,7.0,,,,,,-23.0,,-21.5,-20.5,,-40.6,-25.8,,-26.0,,-28.7,,,,,,-25.0,-24.8,-8.6,True,,False,True,,,,,,False,,False,False,,False,False,,False,,False,,,,,,False,False,True
19109,149,99.0,98.4,,67.0,47.0,,,,,,56.0,,127.7,48.7,,58.1,69.7,106.3,,,53.6,,,,,,174.0,38.3,153.4,-50.0,-50.6,,-82.0,-102.0,,,,,,-93.0,,-21.3,-100.3,,-90.9,-79.3,-42.7,,,-95.4,,,,,,25.0,-110.7,4.4,False,,False,False,,,,,,False,,True,False,,False,False,True,,,False,,,,,,True,False,True
19111,144,192.0,142.0,,133.0,151.0,,,,,,111.0,,280.9,173.0,,90.9,131.0,160.7,106.0,,24.7,,,,,,119.0,92.0,253.7,48.0,-2.0,,-11.0,7.0,,,,,,-33.0,,136.9,29.0,,-53.1,-13.0,16.7,-38.0,,-119.3,,,,,,-25.0,-52.0,109.7,True,,True,True,,,,,,True,,False,True,,False,True,True,True,,False,,,,,,True,False,False
19113,886,921.0,929.4,,863.0,2703.0,,,,,,842.0,,842.4,874.0,,824.7,710.3,1075.7,1192.0,,439.4,,881.2,945.0,,,1120.0,313.6,1257.4,35.0,43.4,,-23.0,1817.0,,,,,,-44.0,,-43.6,-12.0,,-61.3,-175.7,189.7,306.0,,-446.6,,-4.8,59.0,,,234.0,-572.4,371.4,False,,True,False,,,,,,False,,False,True,,False,False,False,False,,False,,True,False,,,False,False,False
19115,40,12.0,7.5,,7.0,0.0,,,,,,25.0,,14.7,12.1,,2.2,12.2,1.4,64.0,,7.5,,,,,,10.0,5.3,75.5,-28.0,-32.5,,-33.0,-40.0,,,,,,-15.0,,-25.3,-27.9,,-37.8,-27.8,-38.6,24.0,,-32.5,,,,,,-30.0,-34.7,35.5,False,,False,False,,,,,,True,,True,True,,False,True,False,True,,False,,,,,,False,False,False
19117,44,51.0,47.6,,27.0,2.0,,,,,,27.0,,38.9,47.6,,6.8,25.4,26.3,21.0,,10.5,,,,,,68.0,9.4,102.0,7.0,3.6,,-17.0,-42.0,,,,,,-17.0,,-5.1,3.6,,-37.2,-18.6,-17.7,-23.0,,-33.5,,,,,,24.0,-34.6,58.0,True,,False,False,,,,,,False,,True,True,,False,False,False,False,,False,,,,,,False,False,False
19119,236,63.0,61.9,,52.0,53.0,,,,,,30.0,,47.6,36.0,,34.7,52.2,50.5,55.0,,72.8,,,,,,56.0,20.7,350.7,-173.0,-174.1,,-184.0,-183.0,,,,,,-206.0,,-188.4,-200.0,,-201.3,-183.8,-185.5,-181.0,,-163.2,,,,,,-180.0,-215.3,114.7,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,True,,,,,,False,False,True
19121,79,30.0,27.2,,29.0,21.0,,,,,,35.0,,128.9,53.5,,9.9,30.6,60.1,41.0,,16.3,,,,,,35.0,21.8,275.4,-49.0,-51.8,,-50.0,-58.0,,,,,,-44.0,,49.9,-25.5,,-69.1,-48.4,-18.9,-38.0,,-62.7,,,,,,-44.0,-57.2,196.4,False,,False,False,,,,,,True,,False,True,,False,True,True,True,,False,,,,,,True,False,False
19123,160,111.0,116.3,,83.0,98.0,,,,,,70.0,,210.7,67.0,,49.0,81.5,72.3,93.0,,73.8,,,,,,88.0,23.6,128.1,-49.0,-43.7,,-77.0,-62.0,,,,,,-90.0,,50.7,-93.0,,-111.0,-78.5,-87.7,-67.0,,-86.2,,,,,,-72.0,-136.4,-31.9,True,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,True
19125,146,222.0,222.6,,179.0,314.0,,,,,,103.0,,368.5,196.3,,134.0,159.2,234.1,203.0,,98.7,,,,,,144.0,125.1,1079.7,76.0,76.6,,33.0,168.0,,,,,,-43.0,,222.5,50.3,,-12.0,13.2,88.1,57.0,,-47.3,,,,,,-2.0,-20.9,933.7,False,,True,False,,,,,,True,,False,True,,True,True,False,True,,True,,,,,,True,True,False
19127,88,75.0,52.3,,79.0,,,,,,,171.0,,182.4,78.2,,17.6,83.3,19.5,56.0,,98.9,,127.7,,,,46.0,56.4,160.4,-13.0,-35.7,,-9.0,,,,,,,83.0,,94.4,-9.8,,-70.4,-4.7,-68.5,-32.0,,10.9,,39.7,,,,-42.0,-31.6,72.4,False,,True,,,,,,,False,,False,True,,False,True,False,False,,True,,False,,,,False,False,False
19129,74,30.0,33.0,,28.0,28.0,,,,,,27.0,,147.2,54.3,,16.1,31.1,80.3,43.0,,18.8,,,,,,25.0,11.7,191.7,-44.0,-41.0,,-46.0,-46.0,,,,,,-47.0,,73.2,-19.7,,-57.9,-42.9,6.3,-31.0,,-55.2,,,,,,-49.0,-62.3,117.7,True,,False,False,,,,,,False,,False,True,,False,True,True,True,,False,,,,,,False,False,False
19131,42,72.0,67.3,,68.0,150.0,,,,,,34.0,,99.6,29.8,,78.6,68.5,17.0,101.0,,94.0,,,,,,60.0,40.8,252.9,30.0,25.3,,26.0,108.0,,,,,,-8.0,,57.6,-12.2,,36.6,26.5,-25.0,59.0,,52.0,,,,,,18.0,-1.2,210.9,True,,True,False,,,,,,True,,False,True,,False,True,True,False,,False,,,,,,True,True,False
19133,59,15.0,12.9,,12.0,0.0,,,,,,17.0,,11.7,9.5,,2.7,10.2,27.1,21.0,,19.2,,,,,,38.0,5.7,73.2,-44.0,-46.1,,-47.0,-59.0,,,,,,-42.0,,-47.3,-49.5,,-56.3,-48.8,-31.9,-38.0,,-39.8,,,,,,-21.0,-53.3,14.2,False,,False,False,,,,,,True,,False,False,,False,False,True,True,,True,,,,,,True,False,True
19135,32,33.0,35.4,,24.0,27.0,,,,,,25.0,,27.7,17.5,,8.2,23.5,13.4,34.0,,5.0,,,,,,20.0,11.2,40.2,1.0,3.4,,-8.0,-5.0,,,,,,-7.0,,-4.3,-14.5,,-23.8,-8.5,-18.6,2.0,,-27.0,,,,,,-12.0,-20.8,8.2,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,False
19137,26,0.0,0.2,,2.0,0.0,,,,,,19.0,,4.0,20.8,,5.0,1.4,,13.0,,3.7,,,,,,0.0,11.7,22.0,-26.0,-25.8,,-24.0,-26.0,,,,,,-7.0,,-22.0,-5.2,,-21.0,-24.6,,-13.0,,-22.3,,,,,,-26.0,-14.3,-4.0,True,,True,False,,,,,,True,,True,True,,True,True,,True,,True,,,,,,False,True,True
19139,133,108.0,110.6,,106.0,113.0,,,,,,118.0,,199.7,83.7,,61.3,108.3,11.9,104.0,,36.2,,,,,,85.0,57.2,256.3,-25.0,-22.4,,-27.0,-20.0,,,,,,-15.0,,66.7,-49.3,,-71.7,-24.7,-121.1,-29.0,,-96.8,,,,,,-48.0,-75.8,123.3,True,,False,True,,,,,,True,,False,False,,False,True,False,False,,False,,,,,,False,False,False
19141,203,78.0,76.3,,77.0,144.0,,,,,,55.0,,138.7,54.4,,72.6,79.5,76.4,106.0,,67.8,,,,,,51.0,21.5,249.5,-125.0,-126.7,,-126.0,-59.0,,,,,,-148.0,,-64.3,-148.6,,-130.4,-123.5,-126.6,-97.0,,-135.2,,,,,,-152.0,-181.5,46.5,False,,False,True,,,,,,False,,True,False,,False,True,False,True,,False,,,,,,False,False,True
19143,80,12.0,12.1,,6.0,0.0,,,,,,19.0,,6.7,11.8,,5.8,12.0,2.2,23.0,,3.2,,,,,,22.0,7.8,83.9,-68.0,-67.9,,-74.0,-80.0,,,,,,-61.0,,-73.3,-68.2,,-74.2,-68.0,-77.8,-57.0,,-76.8,,,,,,-58.0,-72.2,3.9,True,,False,False,,,,,,True,,False,False,,False,False,False,True,,False,,,,,,True,False,True
19145,113,21.0,21.3,,20.0,0.0,,,,,,33.0,,84.2,40.6,,4.7,22.8,40.0,30.0,,1.8,,,,,,23.0,14.1,75.5,-92.0,-91.7,,-93.0,-113.0,,,,,,-80.0,,-28.8,-72.4,,-108.3,-90.2,-73.0,-83.0,,-111.2,,,,,,-90.0,-98.9,-37.5,True,,False,False,,,,,,True,,True,True,,False,True,True,True,,False,,,,,,True,False,True
19147,95,42.0,40.2,,36.0,28.0,,,,,,31.0,,34.1,36.3,,25.6,34.9,50.5,43.0,,70.9,,,,,,39.0,13.9,190.9,-53.0,-54.8,,-59.0,-67.0,,,,,,-64.0,,-60.9,-58.7,,-69.4,-60.1,-44.5,-52.0,,-24.1,,,,,,-56.0,-81.1,95.9,False,,False,False,,,,,,False,,False,False,,False,False,True,True,,True,,,,,,False,False,False
19149,344,225.0,234.9,,214.0,478.0,,,,,,86.0,,286.0,97.8,,117.0,207.4,203.6,257.0,,124.9,,,,,,94.0,94.0,530.9,-119.0,-109.1,,-130.0,134.0,,,,,,-258.0,,-58.0,-246.2,,-227.0,-136.6,-140.4,-87.0,,-219.1,,,,,,-250.0,-250.0,186.9,True,,False,False,,,,,,False,,True,False,,False,False,False,True,,False,,,,,,False,False,False
19151,31,21.0,16.7,,6.0,0.0,,,,,,13.0,,20.4,17.9,,0.7,13.4,0.0,,,4.2,,,,,,17.0,6.2,131.6,-10.0,-14.3,,-25.0,-31.0,,,,,,-18.0,,-10.6,-13.1,,-30.3,-17.6,-31.0,,,-26.8,,,,,,-14.0,-24.8,100.6,False,,False,False,,,,,,False,,False,False,,False,False,False,,,False,,,,,,False,False,False
19153,1832,1875.0,2126.7,1394.5,1472.0,1001.0,,,,,,1736.0,,1465.8,997.4,,1245.1,1547.7,453.0,1536.0,,1013.9,,1666.4,1261.0,,,1329.0,584.8,3078.8,43.0,294.7,-437.5,-360.0,-831.0,,,,,,-96.0,,-366.2,-834.6,,-586.9,-284.3,-1379.0,-296.0,,-818.1,,-165.6,-571.0,,,-503.0,-1247.2,1246.8,False,False,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,False,False,,,False,False,False
19155,512,297.0,300.7,,262.0,407.0,,,,,,198.0,,311.6,148.6,,150.8,254.4,243.3,388.0,,269.0,,214.8,,,,279.0,127.1,977.7,-215.0,-211.3,,-250.0,-105.0,,,,,,-314.0,,-200.4,-363.4,,-361.2,-257.6,-268.7,-124.0,,-243.0,,-297.2,,,,-233.0,-384.9,465.7,True,,False,True,,,,,,False,,True,False,,False,False,False,True,,False,,False,,,,False,False,False
19157,135,48.0,43.4,,48.0,0.0,,,,,,69.0,,273.4,55.6,,18.3,45.9,55.1,53.0,,88.3,,,,,,59.0,21.2,57.8,-87.0,-91.6,,-87.0,-135.0,,,,,,-66.0,,138.4,-79.4,,-116.7,-89.1,-79.9,-82.0,,-46.7,,,,,,-76.0,-113.8,-77.2,False,,False,False,,,,,,True,,False,True,,False,False,True,True,,True,,,,,,True,False,True
19159,19,9.0,9.8,,6.0,0.0,,,,,,9.0,,7.6,7.4,,2.7,2.8,,0.0,,7.3,,,,,,17.0,6.4,29.8,-10.0,-9.2,,-13.0,-19.0,,,,,,-10.0,,-11.4,-11.6,,-16.3,-16.2,,-19.0,,-11.7,,,,,,-2.0,-12.6,10.8,True,,False,False,,,,,,False,,False,False,,False,False,,False,,False,,,,,,True,False,False
19161,144,54.0,57.1,,48.0,56.0,,,,,,23.0,,29.4,31.2,,43.8,50.5,31.6,54.0,,57.2,,,,,,46.0,12.8,196.6,-90.0,-86.9,,-96.0,-88.0,,,,,,-121.0,,-114.6,-112.8,,-100.2,-93.5,-112.4,-90.0,,-86.8,,,,,,-98.0,-131.2,52.6,True,,False,True,,,,,,False,,False,False,,False,False,False,False,,True,,,,,,False,False,True
19163,785,450.0,445.8,,371.0,255.0,,,,,,671.0,,558.1,621.6,,355.0,364.3,407.2,438.0,,282.3,,324.1,354.0,,,390.0,245.3,541.2,-335.0,-339.2,,-414.0,-530.0,,,,,,-114.0,,-226.9,-163.4,,-430.0,-420.7,-377.8,-347.0,,-502.7,,-460.9,-431.0,,,-395.0,-539.7,-243.8,False,,False,False,,,,,,True,,True,True,,False,False,False,False,,False,,False,False,,,False,False,True
19165,51,30.0,29.7,,23.0,21.0,,,,,,23.0,,18.5,28.2,,8.5,24.7,36.9,51.0,,5.1,,,,,,28.0,13.4,90.1,-21.0,-21.3,,-28.0,-30.0,,,,,,-28.0,,-32.5,-22.8,,-42.5,-26.3,-14.1,0.0,,-45.9,,,,,,-23.0,-37.6,39.1,False,,False,False,,,,,,False,,False,False,,False,False,True,True,,False,,,,,,False,False,False
19167,790,297.0,277.8,,238.0,141.0,,,,,,161.0,,272.5,154.7,,212.8,278.0,215.3,417.0,,179.3,,,,,,202.0,157.5,436.7,-493.0,-512.2,,-552.0,-649.0,,,,,,-629.0,,-517.5,-635.3,,-577.2,-512.0,-574.7,-373.0,,-610.6,,,,,,-588.0,-632.5,-353.3,False,,False,False,,,,,,False,,False,False,,False,False,False,True,,False,,,,,,False,False,True
19169,439,711.0,734.4,,566.0,656.0,,,,,,742.0,,905.4,490.9,,485.7,514.1,0.0,519.0,,446.2,,481.1,,,,298.0,637.4,2977.5,272.0,295.4,,127.0,217.0,,,,,,303.0,,466.4,51.9,,46.7,75.1,-439.0,80.0,,7.2,,42.1,,,,-141.0,198.4,2538.5,False,,True,True,,,,,,False,,False,True,,True,True,False,True,,True,,True,,,,True,True,False
19171,121,60.0,52.5,,50.0,109.0,,,,,,55.0,,124.7,34.0,,13.9,47.9,9.0,118.0,,28.4,,,,,,32.0,16.0,96.9,-61.0,-68.5,,-71.0,-12.0,,,,,,-66.0,,3.7,-87.0,,-107.1,-73.1,-112.0,-3.0,,-92.7,,,,,,-89.0,-105.0,-24.1,False,,False,True,,,,,,False,,True,False,,False,False,False,True,,False,,,,,,False,False,True
19173,48,6.0,7.5,,3.0,0.0,,,,,,15.0,,1.5,9.1,,0.0,1.1,17.2,18.0,,8.0,,,,,,3.0,7.7,20.4,-42.0,-40.5,,-45.0,-48.0,,,,,,-33.0,,-46.5,-38.9,,-48.0,-46.9,-30.8,-30.0,,-40.0,,,,,,-45.0,-40.3,-27.6,True,,False,False,,,,,,True,,False,True,,False,False,True,True,,True,,,,,,False,True,True
19175,48,33.0,32.5,,24.0,29.0,,,,,,27.0,,76.2,20.6,,7.0,13.8,20.5,24.0,,14.9,,,,,,116.0,7.6,33.8,-15.0,-15.5,,-24.0,-19.0,,,,,,-21.0,,28.2,-27.4,,-41.0,-34.2,-27.5,-24.0,,-33.1,,,,,,68.0,-40.4,-14.2,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,True
19177,18,3.0,0.0,,0.0,0.0,,,,,,19.0,,8.0,8.6,,0.1,5.0,0.0,,,1.0,,,,,,1.0,16.8,26.3,-15.0,-18.0,,-18.0,-18.0,,,,,,1.0,,-10.0,-9.4,,-17.9,-13.0,-18.0,,,-17.0,,,,,,-17.0,-1.2,8.3,False,,False,False,,,,,,True,,True,True,,False,True,False,,,False,,,,,,False,True,True
19179,189,183.0,174.6,,175.0,297.0,,,,,,189.0,,215.6,141.8,,62.1,165.4,2.1,189.0,,95.5,,194.6,,,,141.0,101.8,156.3,-6.0,-14.4,,-14.0,108.0,,,,,,0.0,,26.6,-47.2,,-126.9,-23.6,-186.9,0.0,,-93.5,,5.6,,,,-48.0,-87.2,-32.7,False,,False,False,,,,,,True,,False,False,,False,False,False,True,,False,,True,,,,False,False,False
19181,93,171.0,165.1,,154.0,401.0,,,,,,153.0,,274.3,149.2,,54.4,127.2,279.9,138.0,,43.6,,,,,,168.0,88.7,726.1,78.0,72.1,,61.0,308.0,,,,,,60.0,,181.3,56.2,,-38.6,34.2,186.9,45.0,,-49.4,,,,,,75.0,-4.3,633.1,True,,True,False,,,,,,True,,False,True,,True,True,False,True,,True,,,,,,True,True,False
19183,126,81.0,82.2,,59.0,150.0,,,,,,57.0,,160.7,38.3,,14.6,62.2,44.3,83.0,,31.4,,,,,,68.0,39.4,175.1,-45.0,-43.8,,-67.0,24.0,,,,,,-69.0,,34.7,-87.7,,-111.4,-63.8,-81.7,-43.0,,-94.6,,,,,,-58.0,-86.6,49.1,True,,False,True,,,,,,False,,True,False,,False,False,False,True,,False,,,,,,False,False,False
19185,19,33.0,30.8,,23.0,51.0,,,,,,15.0,,40.0,23.5,,7.6,21.8,,21.0,,8.9,,,,,,18.0,11.9,17.0,14.0,11.8,,4.0,32.0,,,,,,-4.0,,21.0,4.5,,-11.4,2.8,,2.0,,-10.1,,,,,,-1.0,-7.1,-2.0,True,,True,False,,,,,,True,,False,True,,True,True,,True,,True,,,,,,True,True,True
19187,246,195.0,425.7,,139.0,255.0,,,,,,173.0,,196.9,63.9,,86.4,115.4,0.4,156.0,,101.8,,156.8,,,,114.0,48.0,425.8,-51.0,179.7,,-107.0,9.0,,,,,,-73.0,,-49.1,-182.1,,-159.6,-130.6,-245.6,-90.0,,-144.2,,-89.2,,,,-132.0,-198.0,179.8,False,,False,True,,,,,,False,,True,False,,False,False,False,False,,False,,False,,,,False,False,False
19189,141,75.0,73.5,,53.0,62.0,,,,,,28.0,,44.4,45.7,,75.1,74.6,0.0,81.0,,35.2,,,,,,87.0,22.1,134.0,-66.0,-67.5,,-88.0,-79.0,,,,,,-113.0,,-96.6,-95.3,,-65.9,-66.4,-141.0,-60.0,,-105.8,,,,,,-54.0,-118.9,-7.0,False,,False,False,,,,,,False,,False,False,,True,False,False,True,,False,,,,,,True,False,True
19191,94,60.0,76.0,,50.0,58.0,,,,,,81.0,,114.0,55.1,,12.5,48.0,27.3,56.0,,37.0,,,,,,49.0,36.0,65.7,-34.0,-18.0,,-44.0,-36.0,,,,,,-13.0,,20.0,-38.9,,-81.5,-46.0,-66.7,-38.0,,-57.0,,,,,,-45.0,-58.0,-28.3,True,,False,False,,,,,,True,,True,False,,False,False,False,False,,False,,,,,,False,False,True
19193,1398,627.0,637.2,,590.0,1924.0,,,,,,408.0,,512.1,239.5,,365.1,615.3,21.3,997.0,,666.3,,601.6,,,,259.0,249.7,606.9,-771.0,-760.8,,-808.0,526.0,,,,,,-990.0,,-885.9,-1158.5,,-1032.9,-782.7,-1376.7,-401.0,,-731.7,,-796.4,,,,-1139.0,-1148.3,-791.1,True,,False,True,,,,,,False,,False,False,,False,False,False,True,,True,,False,,,,False,False,False
19195,20,30.0,27.6,,25.0,0.0,,,,,,26.0,,25.6,25.0,,11.5,22.7,,21.0,,21.9,,,,,,42.0,8.8,82.2,10.0,7.6,,5.0,-20.0,,,,,,6.0,,5.6,5.0,,-8.5,2.7,,1.0,,1.9,,,,,,22.0,-11.2,62.2,True,,True,False,,,,,,True,,True,True,,True,True,,True,,True,,,,,,False,False,False
19197,70,42.0,28.6,,26.0,33.0,,,,,,45.0,,80.7,25.4,,10.3,26.3,1.2,95.0,,9.4,,,,,,26.0,19.6,92.0,-28.0,-41.4,,-44.0,-37.0,,,,,,-25.0,,10.7,-44.6,,-59.7,-43.7,-68.8,25.0,,-60.6,,,,,,-44.0,-50.4,22.0,False,,False,False,,,,,,True,,True,False,,False,False,False,True,,False,,,,,,False,False,True
