,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
12023,261,248.0,246.9,,191.0,1.0,,,,,,,183.0,,285.3,133.1,,114.2,197.5,1.5,272.0,160.0,,85.9,381.0,,,,9.0,417.2,513.9,-13.0,-14.1,,-70.0,-260.0,,,,,,,-78.0,,24.3,-127.9,,-146.8,-63.5,-259.5,11.0,-101.0,,-175.1,120.0,,,,-252.0,156.2,252.9,False,,False,False,,,,,,,False,,False,False,,False,False,False,True,False,,False,False,,,,False,False,False
12027,36,24.0,17.0,,20.0,1.0,,,,,,,86.0,,89.4,22.2,,8.3,31.8,1.3,,72.0,,16.8,23.3,,,,28.0,51.9,108.1,-12.0,-19.0,,-16.0,-35.0,,,,,,,50.0,,53.4,-13.8,,-27.7,-4.2,-34.7,,36.0,,-19.2,-12.7,,,,-8.0,15.9,72.1,False,,False,False,,,,,,,False,,False,False,,False,True,False,,False,,False,False,,,,True,False,False
12029,13,68.0,79.7,,37.0,7.0,,,,,,,22.0,,49.7,50.3,,17.8,44.7,0.0,38.0,18.0,,19.9,,,,,2.0,111.8,205.8,55.0,66.7,,24.0,-6.0,,,,,,,9.0,,36.7,37.3,,4.8,31.7,-13.0,25.0,5.0,,6.9,,,,,-11.0,98.8,192.8,False,,True,True,,,,,,,True,,True,True,,True,True,True,True,True,,True,,,,,True,False,False
12031,1673,1742.0,1639.6,1476.3,1740.0,2330.0,,,,,,,2005.0,,1805.2,1122.2,,1840.6,1823.1,232.0,1887.0,1699.0,,1107.0,1653.3,1739.0,,,1570.0,2776.6,3709.5,69.0,-33.4,-196.7,67.0,657.0,,,,,,,332.0,,132.2,-550.8,,167.6,150.1,-1441.0,214.0,26.0,,-566.0,-19.7,66.0,,,-103.0,1103.6,2036.5,True,False,True,False,,,,,,,False,,False,False,,False,False,False,False,True,,False,True,True,,,False,False,False
12033,433,394.0,391.0,389.6,343.0,39.0,,,,,,,819.0,,448.5,379.5,,165.6,310.1,11.5,261.0,220.0,,279.8,454.3,211.0,,,258.0,828.7,411.5,-39.0,-42.0,-43.4,-90.0,-394.0,,,,,,,386.0,,15.5,-53.5,,-267.4,-122.9,-421.5,-172.0,-213.0,,-153.2,21.3,-222.0,,,-175.0,395.7,-21.5,False,False,False,False,,,,,,,False,,True,False,,False,False,False,False,False,,False,True,False,,,False,False,True
12035,138,218.0,225.1,,216.0,395.0,,,,,,,212.0,,304.7,178.1,,123.8,181.3,203.4,242.0,123.0,,55.9,187.0,,,,178.0,374.3,473.2,80.0,87.1,,78.0,257.0,,,,,,,74.0,,166.7,40.1,,-14.2,43.3,65.4,104.0,-15.0,,-82.1,49.0,,,,40.0,236.3,335.2,False,,True,False,,,,,,,True,,False,True,,True,True,True,False,True,,False,True,,,,True,False,False
12037,50,28.0,31.5,,25.0,4.0,,,,,,,8.0,,24.8,30.7,,16.2,27.8,0.0,,22.0,,46.7,,,,,3.0,66.5,70.8,-22.0,-18.5,,-25.0,-46.0,,,,,,,-42.0,,-25.2,-19.3,,-33.8,-22.2,-50.0,,-28.0,,-3.3,,,,,-47.0,16.5,20.8,True,,False,False,,,,,,,False,,False,True,,False,False,False,,False,,True,,,,,False,True,True
12039,190,220.0,201.8,,149.0,82.0,,,,,,,148.0,,283.7,114.7,,127.3,149.9,0.0,131.0,271.0,,91.7,294.2,,,,2.0,369.4,591.9,30.0,11.8,,-41.0,-108.0,,,,,,,-42.0,,93.7,-75.3,,-62.7,-40.1,-190.0,-59.0,81.0,,-98.3,104.2,,,,-188.0,179.4,401.9,True,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
12041,14,34.0,31.2,,30.0,16.0,,,,,,,33.0,,97.1,18.0,,9.5,22.6,0.0,74.0,73.0,,57.4,,,,,26.0,58.1,179.9,20.0,17.2,,16.0,2.0,,,,,,,19.0,,83.1,4.0,,-4.5,8.6,-14.0,60.0,59.0,,43.4,,,,,12.0,44.1,165.9,True,,True,True,,,,,,,True,,False,True,,True,True,True,False,False,,False,,,,,True,False,False
12043,52,46.0,49.1,,20.0,14.0,,,,,,,12.0,,40.2,13.3,,20.6,48.5,0.0,79.0,54.0,,13.3,,,,,41.0,95.8,275.0,-6.0,-2.9,,-32.0,-38.0,,,,,,,-40.0,,-11.8,-38.7,,-31.4,-3.5,-52.0,27.0,2.0,,-38.7,,,,,-11.0,43.8,223.0,True,,False,False,,,,,,,False,,False,False,,False,True,False,False,True,,False,,,,,False,False,False
12045,19,14.0,19.6,,14.0,4.0,,,,,,,13.0,,57.6,21.1,,3.0,13.2,0.0,,3.0,,27.2,,,,,1.0,50.5,63.5,-5.0,0.6,,-5.0,-15.0,,,,,,,-6.0,,38.6,2.1,,-16.0,-5.8,-19.0,,-16.0,,8.2,,,,,-18.0,31.5,44.5,True,,False,False,,,,,,,False,,False,True,,False,False,False,,False,,False,,,,,False,False,False
12047,39,154.0,153.9,,61.0,,,,,,,,32.0,,136.2,26.3,,41.4,80.8,0.5,168.0,89.0,,22.1,,,,,0.0,160.1,290.8,115.0,114.9,,22.0,,,,,,,,-7.0,,97.2,-12.7,,2.4,41.8,-38.5,129.0,50.0,,-16.9,,,,,-39.0,121.1,251.8,True,,True,,,,,,,,True,,True,True,,True,True,True,False,True,,True,,,,,True,False,False
12049,111,126.0,127.0,,108.0,57.0,,,,,,,63.0,,204.1,41.2,,80.2,146.1,0.5,119.0,88.0,,243.7,88.0,,,,30.0,146.9,494.2,15.0,16.0,,-3.0,-54.0,,,,,,,-48.0,,93.1,-69.8,,-30.8,35.1,-110.5,8.0,-23.0,,132.7,-23.0,,,,-81.0,35.9,383.2,False,,True,False,,,,,,,False,,False,False,,False,False,False,True,False,,False,False,,,,False,False,False
12051,42,58.0,55.3,,52.0,13.0,,,,,,,73.0,,128.3,40.0,,18.1,47.9,0.1,,90.0,,26.0,63.1,,,,4.0,95.5,591.1,16.0,13.3,,10.0,-29.0,,,,,,,31.0,,86.3,-2.0,,-23.9,5.9,-41.9,,48.0,,-16.0,21.1,,,,-38.0,53.5,549.1,True,,True,False,,,,,,,False,,False,True,,False,True,False,,False,,False,False,,,,False,False,False
12053,234,286.0,273.3,,270.0,256.0,,,,,,,297.0,,348.5,237.8,,250.8,265.2,325.2,288.0,403.0,,105.0,257.1,208.0,,,318.0,366.5,375.1,52.0,39.3,,36.0,22.0,,,,,,,63.0,,114.5,3.8,,16.8,31.2,91.2,54.0,169.0,,-129.0,23.1,-26.0,,,84.0,132.5,141.1,True,,True,True,,,,,,,False,,False,True,,True,True,False,False,False,,False,True,True,,,False,False,False
12055,145,164.0,155.9,,119.0,121.0,,,,,,,77.0,,202.4,152.3,,87.5,149.1,0.8,166.0,88.0,,3.9,117.6,,,,136.0,273.1,518.2,19.0,10.9,,-26.0,-24.0,,,,,,,-68.0,,57.4,7.3,,-57.5,4.1,-144.2,21.0,-57.0,,-141.1,-27.4,,,,-9.0,128.1,373.2,True,,False,False,,,,,,,False,,False,True,,False,True,False,False,False,,False,False,,,,True,False,False
12057,2178,2578.0,2546.7,2156.5,2217.0,2141.0,,,,,,,2198.0,,2125.5,1274.3,,2509.4,2495.3,290.8,2760.0,3304.0,,291.3,2044.2,2254.0,,,2421.0,3594.8,5562.3,400.0,368.7,-21.5,39.0,-37.0,,,,,,,20.0,,-52.5,-903.7,,331.4,317.3,-1887.2,582.0,1126.0,,-1886.7,-133.8,76.0,,,243.0,1416.8,3384.3,True,True,True,True,,,,,,,True,,True,False,,True,True,False,False,False,,False,True,True,,,True,False,False
12059,39,56.0,52.1,,52.0,32.0,,,,,,,71.0,,106.1,30.8,,12.7,35.6,0.1,42.0,50.0,,67.2,,,,,40.0,112.5,103.4,17.0,13.1,,13.0,-7.0,,,,,,,32.0,,67.1,-8.2,,-26.3,-3.4,-38.9,3.0,11.0,,28.2,,,,,1.0,73.5,64.4,True,,True,True,,,,,,,False,,False,True,,False,True,False,True,True,,False,,,,,True,False,False
12061,237,202.0,207.9,,199.0,298.0,,,,,,,192.0,,202.1,147.7,,178.8,220.8,129.0,304.0,260.0,,88.8,163.7,206.0,,,204.0,303.9,539.1,-35.0,-29.1,,-38.0,61.0,,,,,,,-45.0,,-34.9,-89.3,,-58.2,-16.2,-108.0,67.0,23.0,,-148.2,-73.3,-31.0,,,-33.0,66.9,302.1,True,,False,False,,,,,,,False,,True,False,,False,True,False,False,True,,False,False,True,,,True,False,False
12063,161,226.0,235.6,,167.0,47.0,,,,,,,159.0,,291.0,135.4,,103.0,207.2,0.6,226.0,118.0,,152.7,175.0,,,,7.0,460.7,530.6,65.0,74.6,,6.0,-114.0,,,,,,,-2.0,,130.0,-25.6,,-58.0,46.2,-160.4,65.0,-43.0,,-8.3,14.0,,,,-154.0,299.7,369.6,False,,True,False,,,,,,,True,,False,True,,True,True,False,False,True,,True,True,,,,False,False,False
12065,26,28.0,26.5,,14.0,3.0,,,,,,,8.0,,28.5,24.2,,8.5,25.9,0.0,74.0,9.0,,14.4,,,,,20.0,49.5,152.4,2.0,0.5,,-12.0,-23.0,,,,,,,-18.0,,2.5,-1.8,,-17.5,-0.1,-26.0,48.0,-17.0,,-11.6,,,,,-6.0,23.5,126.4,True,,False,False,,,,,,,False,,False,True,,False,True,False,False,False,,False,,,,,False,False,False
12067,4,22.0,13.2,,20.0,31.0,,,,,,,19.0,,15.0,15.5,,3.6,15.6,0.1,,7.0,,143.1,117.7,,,,17.0,92.8,71.6,18.0,9.2,,16.0,27.0,,,,,,,15.0,,11.0,11.5,,-0.4,11.6,-3.9,,3.0,,139.1,113.7,,,,13.0,88.8,67.6,True,,True,False,,,,,,,True,,True,True,,True,True,True,,True,,False,False,,,,True,False,False
12069,388,482.0,491.4,474.5,467.0,381.0,,,,,,,991.0,,622.6,464.3,,452.0,452.9,522.2,404.0,524.0,,315.1,364.0,365.0,,,406.0,804.6,1840.5,94.0,103.4,86.5,79.0,-7.0,,,,,,,603.0,,234.6,76.3,,64.0,64.9,134.2,16.0,136.0,,-72.9,-24.0,-23.0,,,18.0,416.6,1452.5,False,True,True,True,,,,,,,False,,False,True,,True,True,False,True,False,,True,True,True,,,True,False,False
12071,859,866.0,849.3,816.6,778.0,341.0,,,,,,,566.0,,771.0,483.4,,909.2,1019.4,233.3,958.0,1236.0,,290.1,716.9,778.0,,,917.0,1358.5,1719.5,7.0,-9.7,-42.4,-81.0,-518.0,,,,,,,-293.0,,-88.0,-375.6,,50.2,160.4,-625.7,99.0,377.0,,-568.9,-142.1,-81.0,,,58.0,499.5,860.5,False,False,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,False,,,False,False,False
12073,977,2002.0,1965.4,1477.0,1933.0,3462.0,,,,,,,918.0,,2479.1,833.7,,1752.0,1321.1,1849.1,2586.0,159.0,,1628.0,1410.8,2542.0,,,1187.0,3176.6,3592.0,1025.0,988.4,500.0,956.0,2485.0,,,,,,,-59.0,,1502.1,-143.3,,775.0,344.1,872.1,1609.0,-818.0,,651.0,433.8,1565.0,,,210.0,2199.6,2615.0,True,True,True,False,,,,,,,True,,False,True,,True,True,True,False,True,,True,True,False,,,True,False,False
12075,50,78.0,75.6,,59.0,7.0,,,,,,,73.0,,137.8,49.6,,28.6,59.8,9.3,101.0,97.0,,34.6,,,,,71.0,117.1,287.4,28.0,25.6,,9.0,-43.0,,,,,,,23.0,,87.8,-0.4,,-21.4,9.8,-40.7,51.0,47.0,,-15.4,,,,,21.0,67.1,237.4,True,,True,False,,,,,,,True,,False,True,,True,True,False,False,False,,True,,,,,True,False,False
12077,28,30.0,35.1,,21.0,,,,,,,,20.0,,31.5,19.7,,5.9,21.7,0.1,68.0,2.0,,4.2,,,,,1.0,46.4,165.5,2.0,7.1,,-7.0,,,,,,,,-8.0,,3.5,-8.3,,-22.1,-6.3,-27.9,40.0,-26.0,,-23.8,,,,,-27.0,18.4,137.5,False,,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,False,False,False
12079,26,40.0,53.0,,35.0,22.0,,,,,,,22.0,,197.4,32.4,,12.6,38.9,0.1,,2.0,,34.6,,,,,4.0,102.7,120.8,14.0,27.0,,9.0,-4.0,,,,,,,-4.0,,171.4,6.4,,-13.4,12.9,-25.9,,-24.0,,8.6,,,,,-22.0,76.7,94.8,False,,True,True,,,,,,,True,,False,True,,True,True,False,,False,,True,,,,,False,False,False
12081,574,580.0,588.8,538.8,542.0,1226.0,,,,,,,447.0,,525.6,328.9,,519.1,686.2,157.6,827.0,632.0,,203.7,520.6,579.0,,,609.0,916.3,1796.5,6.0,14.8,-35.2,-32.0,652.0,,,,,,,-127.0,,-48.4,-245.1,,-54.9,112.2,-416.4,253.0,58.0,,-370.3,-53.4,5.0,,,35.0,342.3,1222.5,False,False,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,True,,,False,False,False
12083,516,586.0,598.8,612.4,592.0,782.0,,,,,,,569.0,,625.5,645.1,,406.7,530.2,587.3,531.0,467.0,,125.7,950.2,344.0,,,484.0,1077.0,1391.0,70.0,82.8,96.4,76.0,266.0,,,,,,,53.0,,109.5,129.1,,-109.3,14.2,71.3,15.0,-49.0,,-390.3,434.2,-172.0,,,-32.0,561.0,875.0,False,False,False,False,,,,,,,True,,False,False,,False,True,False,True,True,,False,False,False,,,True,False,False
12085,255,346.0,361.3,,249.0,84.0,,,,,,,350.0,,309.0,68.7,,211.7,282.8,11.5,392.0,226.0,,128.6,266.8,232.0,,,569.0,359.0,1019.7,91.0,106.3,,-6.0,-171.0,,,,,,,95.0,,54.0,-186.3,,-43.3,27.8,-243.5,137.0,-29.0,,-126.4,11.8,-23.0,,,314.0,104.0,764.7,False,,True,False,,,,,,,False,,True,False,,True,True,False,False,True,,False,True,True,,,False,False,False
12086,5360,5452.0,5397.8,3971.3,4756.0,6030.0,,,,,,,3094.0,,4593.6,4273.6,,5008.5,4918.4,,4397.0,5316.0,,2422.5,6326.4,3978.0,,,110.0,,9437.8,92.0,37.8,-1388.7,-604.0,670.0,,,,,,,-2266.0,,-766.4,-1086.4,,-351.5,-441.6,,-963.0,-44.0,,-2937.5,966.4,-1382.0,,,-5250.0,,4077.8,True,False,False,False,,,,,,,False,,False,False,,False,False,,False,True,,False,False,False,,,False,,False
12087,58,48.0,53.6,,38.0,28.0,,,,,,,2.0,,156.9,63.6,,24.4,50.6,0.0,,51.0,,0.0,47.1,,,,50.0,99.7,604.8,-10.0,-4.4,,-20.0,-30.0,,,,,,,-56.0,,98.9,5.6,,-33.6,-7.4,-58.0,,-7.0,,-58.0,-10.9,,,,-8.0,41.7,546.8,True,,False,False,,,,,,,False,,False,True,,False,True,False,,True,,False,False,,,,True,False,False
12089,149,192.0,189.4,,173.0,187.0,,,,,,,125.0,,263.4,172.5,,120.5,156.0,206.0,141.0,217.0,,59.1,174.8,,,,166.0,321.7,604.7,43.0,40.4,,24.0,38.0,,,,,,,-24.0,,114.4,23.5,,-28.5,7.0,57.0,-8.0,68.0,,-89.9,25.8,,,,17.0,172.7,455.7,True,,True,True,,,,,,,True,,False,True,,True,True,False,True,False,,False,True,,,,True,False,False
12091,411,308.0,314.1,,254.0,500.0,,,,,,,613.0,,377.9,265.2,,139.5,242.4,196.7,234.0,186.0,,174.1,233.2,177.0,,,218.0,557.8,343.3,-103.0,-96.9,,-157.0,89.0,,,,,,,202.0,,-33.1,-145.8,,-271.5,-168.6,-214.3,-177.0,-225.0,,-236.9,-177.8,-234.0,,,-193.0,146.8,-67.7,True,,False,True,,,,,,,False,,True,False,,False,False,False,False,False,,False,False,False,,,False,False,True
12093,144,236.0,228.1,,161.0,14.0,,,,,,,106.0,,258.8,57.0,,136.8,213.6,0.3,329.0,187.0,,59.3,194.0,,,,194.0,305.6,1007.1,92.0,84.1,,17.0,-130.0,,,,,,,-38.0,,114.8,-87.0,,-7.2,69.6,-143.7,185.0,43.0,,-84.7,50.0,,,,50.0,161.6,863.1,True,,True,False,,,,,,,True,,False,True,,True,True,False,False,True,,True,True,,,,True,False,False
12095,2023,1944.0,2082.9,1778.9,1898.0,2022.0,,,,,,,3720.0,,1755.1,1114.0,,1948.6,2084.9,245.5,2156.0,2228.0,,1109.8,1696.5,2113.0,,,1837.0,2994.3,4756.7,-79.0,59.9,-244.1,-125.0,-1.0,,,,,,,1697.0,,-267.9,-909.0,,-74.4,61.9,-1777.5,133.0,205.0,,-913.2,-326.5,90.0,,,-186.0,971.3,2733.7,True,False,False,True,,,,,,,False,,False,False,,True,True,False,False,False,,False,False,False,,,False,False,False
12097,678,618.0,622.7,487.0,603.0,480.0,,,,,,,648.0,,567.7,415.7,,618.9,687.5,113.2,632.0,750.0,,277.2,874.6,577.0,,,620.0,1057.5,1846.5,-60.0,-55.3,-191.0,-75.0,-198.0,,,,,,,-30.0,,-110.3,-262.3,,-59.1,9.5,-564.8,-46.0,72.0,,-400.8,196.6,-101.0,,,-58.0,379.5,1168.5,True,False,False,False,,,,,,,True,,False,False,,True,True,False,True,False,,False,False,False,,,True,False,False
12099,1806,2566.0,2536.8,2013.0,2181.0,2192.0,,,,,,,1781.0,,2044.2,1435.2,,2514.3,2633.6,394.7,3134.0,2845.0,,781.9,2163.8,3069.0,,,2521.0,4655.5,5739.7,760.0,730.8,207.0,375.0,386.0,,,,,,,-25.0,,238.2,-370.8,,708.3,827.6,-1411.3,1328.0,1039.0,,-1024.1,357.8,1263.0,,,715.0,2849.5,3933.7,True,True,True,True,,,,,,,True,,True,True,,True,False,False,False,False,,False,True,False,,,True,False,False
12101,628,618.0,618.1,625.7,622.0,1004.0,,,,,,,854.0,,552.4,544.8,,620.8,714.8,286.8,890.0,667.0,,148.3,538.0,718.0,,,662.0,991.9,1995.9,-10.0,-9.9,-2.3,-6.0,376.0,,,,,,,226.0,,-75.6,-83.2,,-7.2,86.8,-341.2,262.0,39.0,,-479.7,-90.0,90.0,,,34.0,363.9,1367.9,True,True,True,False,,,,,,,False,,False,False,,True,False,False,False,False,,False,False,False,,,False,False,False
12103,1001,1136.0,1193.6,1122.1,1069.0,1648.0,,,,,,,886.0,,1085.4,590.6,,1002.9,1129.4,389.6,1353.0,1065.0,,754.6,1037.7,1016.0,,,995.0,1829.0,2469.6,135.0,192.6,121.1,68.0,647.0,,,,,,,-115.0,,84.4,-410.4,,1.9,128.4,-611.4,352.0,64.0,,-246.4,36.7,15.0,,,-6.0,828.0,1468.6,False,True,True,False,,,,,,,True,,True,False,,True,True,False,False,True,,False,True,True,,,True,False,False
12105,1319,1396.0,1482.6,1142.4,1245.0,1774.0,,,,,,,1276.0,,1181.7,699.9,,1262.8,1305.7,701.8,1350.0,2406.0,,416.3,1261.7,1160.0,,,1257.0,2758.0,3906.4,77.0,163.6,-176.6,-74.0,455.0,,,,,,,-43.0,,-137.3,-619.1,,-56.2,-13.3,-617.2,31.0,1087.0,,-902.7,-57.3,-159.0,,,-62.0,1439.0,2587.4,False,False,True,False,,,,,,,True,,False,False,,True,True,False,True,False,,False,True,False,,,True,False,False
12107,118,214.0,213.2,,203.0,228.0,,,,,,,225.0,,271.6,114.1,,122.8,179.9,0.8,300.0,44.0,,13.0,195.7,,,,184.0,295.4,658.4,96.0,95.2,,85.0,110.0,,,,,,,107.0,,153.6,-3.9,,4.8,61.9,-117.2,182.0,-74.0,,-105.0,77.7,,,,66.0,177.4,540.4,True,,True,False,,,,,,,False,,False,True,,True,True,False,False,True,,False,True,,,,True,False,False
12109,427,424.0,438.2,,418.0,491.0,,,,,,,573.0,,497.9,311.2,,403.4,424.2,266.6,455.0,,,47.0,317.3,400.0,,,356.0,589.1,1443.2,-3.0,11.2,,-9.0,64.0,,,,,,,146.0,,70.9,-115.8,,-23.6,-2.8,-160.4,28.0,,,-380.0,-109.7,-27.0,,,-71.0,162.1,1016.2,False,,False,False,,,,,,,False,,False,False,,False,True,False,False,,,False,False,False,,,False,False,False
12111,402,532.0,541.6,491.4,448.0,521.0,,,,,,,406.0,,496.0,330.0,,336.9,449.7,107.2,501.0,,,291.9,459.8,374.0,,,452.0,908.8,626.0,130.0,139.6,89.4,46.0,119.0,,,,,,,4.0,,94.0,-72.0,,-65.1,47.7,-294.8,99.0,,,-110.1,57.8,-28.0,,,50.0,506.8,224.0,False,True,True,True,,,,,,,True,,True,True,,True,True,False,True,,,True,True,True,,,True,False,False
12113,222,194.0,201.3,,186.0,241.0,,,,,,,477.0,,253.9,256.6,,106.2,179.2,166.4,132.0,196.0,,163.6,181.4,127.0,,,129.0,369.7,332.7,-28.0,-20.7,,-36.0,19.0,,,,,,,255.0,,31.9,34.6,,-115.8,-42.8,-55.6,-90.0,-26.0,,-58.4,-40.6,-95.0,,,-93.0,147.7,110.7,True,,False,True,,,,,,,False,,False,False,,False,False,False,False,True,,False,False,False,,,False,False,False
12115,481,526.0,542.6,473.2,474.0,991.0,,,,,,,292.0,,528.0,486.4,,465.6,536.1,224.5,697.0,1062.0,,2.2,444.9,462.0,,,523.0,789.3,722.0,45.0,61.6,-7.8,-7.0,510.0,,,,,,,-189.0,,47.0,5.4,,-15.4,55.1,-256.5,216.0,581.0,,-478.8,-36.1,-19.0,,,42.0,308.3,241.0,False,True,True,False,,,,,,,False,,False,True,,True,False,False,False,False,,False,True,True,,,True,False,False
12117,408,524.0,525.0,608.3,514.0,347.0,,,,,,,1374.0,,476.0,493.3,,520.9,588.1,225.5,585.0,714.0,,84.8,416.8,513.0,,,557.0,698.8,1836.8,116.0,117.0,200.3,106.0,-61.0,,,,,,,966.0,,68.0,85.3,,112.9,180.1,-182.5,177.0,306.0,,-323.2,8.8,105.0,,,149.0,290.8,1428.8,False,False,True,True,,,,,,,False,,True,True,,True,False,False,False,False,,False,True,True,,,False,False,False
12119,284,106.0,112.9,,113.0,78.0,,,,,,,324.0,,186.5,194.7,,63.2,105.6,209.2,63.0,129.0,,122.8,150.7,74.0,,,86.0,233.0,398.2,-178.0,-171.1,,-171.0,-206.0,,,,,,,40.0,,-97.5,-89.3,,-220.8,-178.4,-74.8,-221.0,-155.0,,-161.2,-133.3,-210.0,,,-198.0,-51.0,114.2,True,,True,False,,,,,,,True,,True,True,,False,False,True,False,True,,True,True,False,,,False,True,True
12121,173,122.0,123.6,,120.0,108.0,,,,,,,100.0,,141.4,81.1,,92.0,135.7,0.7,112.0,220.0,,27.9,122.9,,,,4.0,195.6,266.3,-51.0,-49.4,,-53.0,-65.0,,,,,,,-73.0,,-31.6,-91.9,,-81.0,-37.3,-172.3,-61.0,47.0,,-145.1,-50.1,,,,-169.0,22.6,93.3,True,,False,False,,,,,,,False,,True,False,,False,True,False,False,True,,False,True,,,,False,True,False
12123,58,86.0,88.8,,50.0,20.0,,,,,,,50.0,,117.8,43.7,,29.6,50.5,0.0,77.0,135.0,,37.2,159.3,,,,0.0,144.6,161.9,28.0,30.8,,-8.0,-38.0,,,,,,,-8.0,,59.8,-14.3,,-28.4,-7.5,-58.0,19.0,77.0,,-20.8,101.3,,,,-58.0,86.6,103.9,False,,True,False,,,,,,,True,,False,True,,False,True,False,True,False,,True,False,,,,False,False,False
12125,115,168.0,153.9,,83.0,44.0,,,,,,,63.0,,184.3,58.5,,79.4,142.7,0.4,227.0,0.0,,72.4,,,,,3.0,258.6,627.7,53.0,38.9,,-32.0,-71.0,,,,,,,-52.0,,69.3,-56.5,,-35.6,27.7,-114.6,112.0,-115.0,,-42.6,,,,,-112.0,143.6,512.7,True,,True,False,,,,,,,True,,False,False,,True,True,False,False,False,,True,,,,,False,False,False
12127,582,784.0,802.6,729.4,720.0,945.0,,,,,,,1692.0,,749.2,665.3,,576.1,648.3,524.4,792.0,324.0,,231.0,706.4,658.0,,,638.0,1276.6,2070.3,202.0,220.6,147.4,138.0,363.0,,,,,,,1110.0,,167.2,83.3,,-5.9,66.3,-57.6,210.0,-258.0,,-351.0,124.4,76.0,,,56.0,694.6,1488.3,False,True,True,False,,,,,,,False,,True,True,,True,True,True,False,False,,False,True,True,,,True,False,False
12129,77,156.0,156.6,,101.0,0.0,,,,,,,34.0,,205.1,78.5,,62.1,139.5,0.0,194.0,39.0,,2.2,169.5,,,,126.0,219.1,449.0,79.0,79.6,,24.0,-77.0,,,,,,,-43.0,,128.1,1.5,,-14.9,62.5,-77.0,117.0,-38.0,,-74.8,92.5,,,,49.0,142.1,372.0,False,,True,True,,,,,,,True,,False,True,,True,True,True,False,True,,True,False,,,,True,False,False
12131,133,134.0,131.7,,99.0,39.0,,,,,,,218.0,,208.7,77.8,,46.7,102.6,11.1,112.0,74.0,,2.3,92.9,,,,102.0,206.7,241.5,1.0,-1.3,,-34.0,-94.0,,,,,,,85.0,,75.7,-55.2,,-86.3,-30.4,-121.9,-21.0,-59.0,,-130.7,-40.1,,,,-31.0,73.7,108.5,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
12133,33,16.0,18.8,,17.0,4.0,,,,,,,96.0,,65.6,27.9,,8.4,25.1,0.0,,16.0,,1.2,28.2,,,,15.0,46.5,87.9,-17.0,-14.2,,-16.0,-29.0,,,,,,,63.0,,32.6,-5.1,,-24.6,-7.9,-33.0,,-17.0,,-31.8,-4.8,,,,-18.0,13.5,54.9,True,,True,False,,,,,,,False,,False,True,,False,True,False,,False,,False,True,,,,False,True,False
