,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
13031,577,2160.0,2050.6,,1458.0,5887.0,,,,,,894.0,,1757.7,347.1,,1880.1,1505.8,468.8,,1421.4,1089.6,,,,841.0,2635.1,3853.6,1583.0,1473.6,,881.0,5310.0,,,,,,317.0,,1180.7,-229.9,,1303.1,928.8,-108.2,,844.4,512.6,,,,264.0,2058.1,3276.6,True,,True,False,,,,,,True,,True,True,,True,True,True,,True,True,,,,True,False,False
13033,153,164.0,135.4,,124.0,77.0,,,,,,147.0,,294.9,109.0,,96.9,123.3,0.1,,60.3,233.4,,,,124.0,266.4,588.0,11.0,-17.6,,-29.0,-76.0,,,,,,-6.0,,141.9,-44.0,,-56.1,-29.7,-152.9,,-92.7,80.4,,,,-29.0,113.4,435.0,False,,False,False,,,,,,True,,False,False,,False,False,False,,False,False,,,,False,False,False
13035,104,68.0,66.0,,59.0,59.0,,,,,,122.0,,223.7,68.8,,10.4,58.4,17.2,,8.9,57.7,,,,49.0,119.7,40.5,-36.0,-38.0,,-45.0,-45.0,,,,,,18.0,,119.7,-35.2,,-93.6,-45.6,-86.8,,-95.1,-46.3,,,,-55.0,15.7,-63.5,False,,False,False,,,,,,True,,False,True,,False,False,False,,False,False,,,,False,True,False
13037,25,0.0,1.9,,2.0,2.0,,,,,,76.0,,9.9,8.7,,0.6,10.8,0.3,,35.4,13.8,,,,0.0,16.8,29.7,-25.0,-23.1,,-23.0,-23.0,,,,,,51.0,,-15.1,-16.3,,-24.4,-14.2,-24.7,,10.4,-11.2,,,,-25.0,-8.2,4.7,True,,True,True,,,,,,False,,True,True,,True,True,True,,True,True,,,,False,True,True
13039,239,324.0,322.2,,273.0,335.0,,,,,,187.0,,445.2,227.5,,265.3,272.2,205.6,,156.1,345.6,,,,221.0,487.8,692.4,85.0,83.2,,34.0,96.0,,,,,,-52.0,,206.2,-11.5,,26.3,33.2,-33.4,,-82.9,106.6,,,,-18.0,248.8,453.4,True,,True,False,,,,,,True,,False,True,,True,True,True,,True,False,,,,True,False,False
13043,105,148.0,150.3,,92.0,103.0,,,,,,67.0,,74.2,44.5,,48.4,93.8,80.4,,6.9,148.2,,,,71.0,223.0,345.9,43.0,45.3,,-13.0,-2.0,,,,,,-38.0,,-30.8,-60.5,,-56.6,-11.2,-24.6,,-98.1,43.2,,,,-34.0,118.0,240.9,False,,True,True,,,,,,True,,True,False,,False,True,True,,False,False,,,,True,False,False
13045,438,516.0,507.2,,424.0,438.0,,,,,,679.0,,689.3,392.3,,206.1,422.5,226.1,,23.3,375.1,,,,429.0,969.5,3526.1,78.0,69.2,,-14.0,0.0,,,,,,241.0,,251.3,-45.7,,-231.9,-15.5,-211.9,,-414.7,-62.9,,,,-9.0,531.5,3088.1,True,,True,True,,,,,,False,,False,True,,False,True,False,,False,True,,,,True,False,False
13047,311,292.0,304.1,,293.0,345.0,,,,,,373.0,,407.6,290.2,,187.4,288.5,240.9,,91.9,232.5,,,,330.0,471.1,2176.4,-19.0,-6.9,,-18.0,34.0,,,,,,62.0,,96.6,-20.8,,-123.6,-22.5,-70.1,,-219.1,-78.5,,,,19.0,160.1,1865.4,True,,True,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False,False
13049,59,108.0,100.2,,40.0,40.0,,,,,,84.0,,24.3,53.2,,25.2,74.5,0.1,,29.6,185.7,,,,30.0,192.3,271.0,49.0,41.2,,-19.0,-19.0,,,,,,25.0,,-34.7,-5.8,,-33.8,15.5,-58.9,,-29.4,126.7,,,,-29.0,133.3,212.0,True,,True,True,,,,,,True,,True,True,,True,True,False,,True,False,,,,True,False,False
13051,1291,1472.0,1478.4,1192.6,1159.0,1914.0,,,,,,1573.0,,1146.1,829.9,,1091.2,1354.1,833.9,,773.3,1165.5,763.0,,,1120.0,2507.6,2820.0,181.0,187.4,-98.4,-132.0,623.0,,,,,,282.0,,-144.9,-461.1,,-199.8,63.1,-457.1,,-517.7,-125.5,-528.0,,,-171.0,1216.6,1529.0,False,True,True,False,,,,,,False,,True,False,,False,True,False,,False,True,False,,,True,False,False
13053,259,1256.0,1273.9,,585.0,220.0,,,,,,259.0,,272.6,72.7,,711.8,796.3,448.6,,213.9,677.9,,,,1300.0,1371.8,3868.2,997.0,1014.9,,326.0,-39.0,,,,,,0.0,,13.6,-186.3,,452.8,537.3,189.6,,-45.1,418.9,,,,1041.0,1112.8,3609.2,False,,True,True,,,,,,True,,True,True,,True,True,True,,True,True,,,,False,False,False
13055,176,324.0,351.2,,285.0,302.0,,,,,,130.0,,306.8,200.4,,163.2,235.6,240.2,,161.5,322.0,,,,159.0,508.8,1576.3,148.0,175.2,,109.0,126.0,,,,,,-46.0,,130.8,24.4,,-12.8,59.6,64.2,,-14.5,146.0,,,,-17.0,332.8,1400.3,False,,True,True,,,,,,True,,True,True,,True,True,True,,True,True,,,,True,False,False
13057,1074,1412.0,1435.7,,1226.0,1094.0,,,,,,1098.0,,1314.9,1080.9,,1482.2,1330.2,748.0,,1165.1,1320.7,1062.0,,,892.0,2226.8,13211.8,338.0,361.7,,152.0,20.0,,,,,,24.0,,240.9,6.9,,408.2,256.2,-326.0,,91.1,246.7,-12.0,,,-182.0,1152.8,12137.8,False,,True,True,,,,,,True,,True,True,,False,True,True,,True,True,True,,,True,False,False
13059,1497,3592.0,3900.0,,2804.0,9238.0,,,,,,1505.0,,2017.7,653.0,,4209.7,3082.2,868.3,,1812.8,2372.7,7202.0,,,1491.0,4173.5,4036.0,2095.0,2403.0,,1307.0,7741.0,,,,,,8.0,,520.7,-844.0,,2712.7,1585.2,-628.7,,315.8,875.7,5705.0,,,-6.0,2676.5,2539.0,False,,True,False,,,,,,True,,True,True,,False,True,True,,True,True,False,,,True,False,False
13061,9,8.0,9.0,,3.0,0.0,,,,,,8.0,,9.5,5.8,,0.2,2.3,0.0,,1.1,17.5,,,,2.0,16.0,22.5,-1.0,-0.0,,-6.0,-9.0,,,,,,-1.0,,0.5,-3.2,,-8.8,-6.7,-9.0,,-7.9,8.5,,,,-7.0,7.0,13.5,True,,False,False,,,,,,False,,True,False,,False,False,False,,False,False,,,,False,False,False
13063,583,868.0,864.5,859.2,605.0,286.0,,,,,,1018.0,,605.7,745.3,,415.8,645.7,27.3,,163.3,857.8,340.0,,,405.0,1591.4,5523.1,285.0,281.5,276.2,22.0,-297.0,,,,,,435.0,,22.7,162.3,,-167.2,62.7,-555.7,,-419.7,274.8,-243.0,,,-178.0,1008.4,4940.1,True,True,True,False,,,,,,False,,True,True,,True,True,False,,False,True,True,,,True,False,False
13065,79,96.0,83.7,,32.0,107.0,,,,,,26.0,,19.5,45.6,,17.9,54.4,0.0,,29.4,167.6,,,,9.0,136.0,734.1,17.0,4.7,,-47.0,28.0,,,,,,-53.0,,-59.5,-33.4,,-61.1,-24.6,-79.0,,-49.6,88.6,,,,-70.0,57.0,655.1,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False,False
13067,2373,3020.0,3113.7,2450.7,2488.0,1774.0,,,,,,2639.0,,2169.3,2266.1,,3022.5,3113.0,921.9,,1569.5,2600.1,1817.0,,,2234.0,6087.9,10648.9,647.0,740.7,77.7,115.0,-599.0,,,,,,266.0,,-203.7,-106.9,,649.5,740.0,-1451.1,,-803.5,227.1,-556.0,,,-139.0,3714.9,8275.9,False,True,True,True,,,,,,True,,True,True,,False,False,False,,False,True,True,,,True,False,False
13069,236,332.0,340.9,,242.0,233.0,,,,,,285.0,,285.0,159.1,,172.4,251.3,6.6,,197.6,262.8,,,,113.0,583.4,668.8,96.0,104.9,,6.0,-3.0,,,,,,49.0,,49.0,-76.9,,-63.6,15.3,-229.4,,-38.4,26.8,,,,-123.0,347.4,432.8,False,,True,True,,,,,,True,,True,True,,True,True,False,,True,True,,,,False,False,False
13071,144,264.0,250.9,,191.0,233.0,,,,,,293.0,,215.9,109.7,,72.8,192.7,8.5,,47.9,148.2,,,,120.0,392.2,425.9,120.0,106.9,,47.0,89.0,,,,,,149.0,,71.9,-34.3,,-71.2,48.7,-135.5,,-96.1,4.2,,,,-24.0,248.2,281.9,True,,True,True,,,,,,False,,True,True,,True,True,False,,True,True,,,,True,False,False
13073,544,788.0,834.7,,600.0,927.0,,,,,,803.0,,602.3,485.3,,442.1,561.5,699.5,,68.9,591.0,254.0,,,592.0,1234.1,1294.5,244.0,290.7,,56.0,383.0,,,,,,259.0,,58.3,-58.7,,-101.9,17.5,155.5,,-475.1,47.0,-290.0,,,48.0,690.1,750.5,False,,True,False,,,,,,False,,True,True,,True,True,True,,False,True,False,,,True,False,False
13075,34,52.0,46.3,,41.0,18.0,,,,,,91.0,,121.8,57.5,,10.7,47.1,0.3,,19.7,44.5,,,,46.0,102.8,130.2,18.0,12.3,,7.0,-16.0,,,,,,57.0,,87.8,23.5,,-23.3,13.1,-33.7,,-14.3,10.5,,,,12.0,68.8,96.2,True,,True,True,,,,,,False,,False,False,,False,True,False,,True,True,,,,True,False,False
13077,337,380.0,393.0,,349.0,127.0,,,,,,535.0,,395.9,461.8,,137.0,329.2,477.3,,175.4,668.9,323.0,,,176.0,719.2,3647.2,43.0,56.0,,12.0,-210.0,,,,,,198.0,,58.9,124.8,,-200.0,-7.8,140.3,,-161.6,331.9,-14.0,,,-161.0,382.2,3310.2,False,,True,False,,,,,,False,,False,False,,False,True,False,,False,False,True,,,False,False,False
13079,14,32.0,29.6,,30.0,32.0,,,,,,71.0,,24.7,35.3,,8.5,35.3,47.5,,14.3,43.7,,,,10.0,56.6,196.4,18.0,15.6,,16.0,18.0,,,,,,57.0,,10.7,21.3,,-5.5,21.3,33.5,,0.3,29.7,,,,-4.0,42.6,182.4,True,,True,False,,,,,,False,,True,False,,True,False,False,,True,False,,,,True,False,False
13081,89,116.0,110.5,,88.0,144.0,,,,,,140.0,,139.1,60.9,,39.7,87.1,14.4,,54.8,85.1,,,,83.0,158.8,,27.0,21.5,,-1.0,55.0,,,,,,51.0,,50.1,-28.1,,-49.3,-1.9,-74.6,,-34.2,-3.9,,,,-6.0,69.8,,True,,True,False,,,,,,False,,False,False,,False,True,False,,False,True,,,,True,False,
13083,71,116.0,108.0,,94.0,104.0,,,,,,82.0,,229.7,75.7,,52.4,71.8,65.2,,51.8,122.8,,,,115.0,158.5,1569.9,45.0,37.0,,23.0,33.0,,,,,,11.0,,158.7,4.7,,-18.6,0.8,-5.8,,-19.2,51.8,,,,44.0,87.5,1498.9,True,,True,True,,,,,,True,,False,True,,True,True,True,,True,False,,,,True,False,False
13085,124,228.0,202.0,,151.0,117.0,,,,,,95.0,,289.3,147.9,,134.1,171.3,128.0,,69.1,239.2,,,,126.0,395.7,2865.9,104.0,78.0,,27.0,-7.0,,,,,,-29.0,,165.3,23.9,,10.1,47.3,4.0,,-54.9,115.2,,,,2.0,271.7,2741.9,True,,True,True,,,,,,True,,False,True,,True,True,True,,True,False,,,,True,False,False
13087,186,136.0,113.7,,106.0,98.0,,,,,,200.0,,151.6,137.7,,28.5,104.1,0.6,,54.9,265.5,,,,60.0,260.2,300.0,-50.0,-72.3,,-80.0,-88.0,,,,,,14.0,,-34.4,-48.3,,-157.5,-81.9,-185.4,,-131.1,79.5,,,,-126.0,74.2,114.0,False,,False,False,,,,,,True,,True,True,,False,False,False,,False,False,,,,False,False,False
13089,2080,2244.0,2336.0,1912.1,1953.0,3678.0,,,,,,2554.0,,1885.6,1509.0,,1833.7,2106.1,867.1,,1355.5,2474.2,1172.0,,,1703.0,3874.7,9145.5,164.0,256.0,-167.9,-127.0,1598.0,,,,,,474.0,,-194.4,-571.0,,-246.3,26.1,-1212.9,,-724.5,394.2,-908.0,,,-377.0,1794.7,7065.5,False,False,True,False,,,,,,False,,False,False,,False,True,False,,False,False,False,,,False,False,False
13091,97,112.0,117.1,,87.0,120.0,,,,,,163.0,,184.3,91.6,,40.8,85.5,60.9,,41.7,69.6,,,,86.0,178.1,163.6,15.0,20.1,,-10.0,23.0,,,,,,66.0,,87.3,-5.4,,-56.2,-11.5,-36.1,,-55.3,-27.4,,,,-11.0,81.1,66.6,False,,True,False,,,,,,False,,False,True,,False,True,False,,False,False,,,,True,False,False
13093,52,48.0,46.9,,47.0,50.0,,,,,,77.0,,27.0,36.5,,8.0,44.9,0.2,,52.0,55.7,,,,42.0,61.7,92.2,-4.0,-5.1,,-5.0,-2.0,,,,,,25.0,,-25.0,-15.5,,-44.0,-7.1,-51.8,,0.0,3.7,,,,-10.0,9.7,40.2,False,,False,True,,,,,,False,,False,False,,False,False,False,,True,True,,,,False,False,False
13095,160,164.0,162.8,,135.0,140.0,,,,,,616.0,,43.3,202.0,,47.0,218.4,17.3,,97.9,306.8,,,,74.0,308.9,70.0,4.0,2.8,,-25.0,-20.0,,,,,,456.0,,-116.7,42.0,,-113.0,58.4,-142.7,,-62.1,146.8,,,,-86.0,148.9,-90.0,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False,False
13097,418,356.0,328.3,,300.0,276.0,,,,,,643.0,,465.5,296.5,,240.5,350.4,223.1,,139.7,362.7,154.0,,,259.0,652.3,3636.7,-62.0,-89.7,,-118.0,-142.0,,,,,,225.0,,47.5,-121.5,,-177.5,-67.6,-194.9,,-278.3,-55.3,-264.0,,,-159.0,234.3,3218.7,False,,False,False,,,,,,False,,True,False,,False,False,False,,False,True,False,,,False,False,False
13099,82,76.0,75.9,,56.0,86.0,,,,,,80.0,,22.5,29.3,,12.2,62.7,1.3,,35.2,57.3,,,,39.0,102.5,80.9,-6.0,-6.1,,-26.0,4.0,,,,,,-2.0,,-59.5,-52.7,,-69.8,-19.3,-80.7,,-46.8,-24.7,,,,-43.0,20.5,-1.1,False,,False,True,,,,,,True,,False,False,,False,False,False,,False,False,,,,False,False,True
13101,5,20.0,20.8,,4.0,0.0,,,,,,16.0,,3.5,7.9,,0.4,4.8,0.5,,5.4,17.1,,,,0.0,36.4,251.5,15.0,15.8,,-1.0,-5.0,,,,,,11.0,,-1.5,2.9,,-4.6,-0.2,-4.5,,0.4,12.1,,,,-5.0,31.4,246.5,False,,True,True,,,,,,True,,True,True,,True,True,True,,True,True,,,,True,False,False
13103,345,440.0,439.6,,402.0,371.0,,,,,,289.0,,630.5,252.5,,400.6,410.9,382.0,,405.8,366.7,,,,298.0,592.4,1950.1,95.0,94.6,,57.0,26.0,,,,,,-56.0,,285.5,-92.5,,55.6,65.9,37.0,,60.8,21.7,,,,-47.0,247.4,1605.1,True,,True,True,,,,,,True,,False,True,,True,True,True,,True,True,,,,True,False,False
13105,190,256.0,251.5,,131.0,237.0,,,,,,99.0,,344.1,117.5,,95.2,143.4,87.3,,35.7,156.0,,,,169.0,366.2,465.8,66.0,61.5,,-59.0,47.0,,,,,,-91.0,,154.1,-72.5,,-94.8,-46.6,-102.7,,-154.3,-34.0,,,,-21.0,176.2,275.8,True,,True,True,,,,,,False,,False,False,,False,True,False,,False,True,,,,True,False,False
13107,282,376.0,363.4,,269.0,281.0,,,,,,213.0,,351.0,129.0,,192.2,228.3,196.2,,366.8,232.4,,,,133.0,574.2,740.0,94.0,81.4,,-13.0,-1.0,,,,,,-69.0,,69.0,-153.0,,-89.8,-53.7,-85.8,,84.8,-49.6,,,,-149.0,292.2,458.0,True,,True,True,,,,,,True,,True,False,,True,True,True,,True,True,,,,False,False,False
13109,52,88.0,91.9,,51.0,42.0,,,,,,69.0,,63.6,56.4,,15.2,61.3,0.0,,17.6,55.8,,,,37.0,140.3,268.5,36.0,39.9,,-1.0,-10.0,,,,,,17.0,,11.6,4.4,,-36.8,9.3,-52.0,,-34.4,3.8,,,,-15.0,88.3,216.5,False,,True,True,,,,,,True,,True,True,,False,True,False,,True,True,,,,True,False,False
13111,223,208.0,205.0,,157.0,201.0,,,,,,84.0,,174.8,103.5,,64.8,167.7,101.0,,55.8,202.4,,,,210.0,278.2,410.0,-15.0,-18.0,,-66.0,-22.0,,,,,,-139.0,,-48.2,-119.5,,-158.2,-55.3,-122.0,,-167.2,-20.6,,,,-13.0,55.2,187.0,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,True,False,False
13113,290,240.0,252.6,,216.0,97.0,,,,,,309.0,,340.5,361.7,,112.9,215.5,408.1,,66.4,184.8,,,,151.0,470.6,3111.5,-50.0,-37.4,,-74.0,-193.0,,,,,,19.0,,50.5,71.7,,-177.1,-74.5,118.1,,-223.6,-105.2,,,,-139.0,180.6,2821.5,True,,False,False,,,,,,True,,False,False,,False,False,False,,False,False,,,,False,False,False
13115,824,936.0,914.1,,814.0,909.0,,,,,,707.0,,878.8,524.6,,471.1,711.0,629.6,,600.9,892.3,,,,499.0,1472.2,1606.6,112.0,90.1,,-10.0,85.0,,,,,,-117.0,,54.8,-299.4,,-352.9,-113.0,-194.4,,-223.1,68.3,,,,-325.0,648.2,782.6,True,,True,True,,,,,,False,,True,False,,False,False,False,,False,True,,,,False,False,False
13117,876,1068.0,1088.6,,850.0,1164.0,,,,,,845.0,,1117.9,784.0,,804.5,992.3,534.3,,767.9,833.1,757.0,,,875.0,1569.7,14280.5,192.0,212.6,,-26.0,288.0,,,,,,-31.0,,241.9,-92.0,,-71.5,116.3,-341.7,,-108.1,-42.9,-119.0,,,-1.0,693.7,13404.5,False,,True,False,,,,,,True,,False,True,,True,True,False,,True,True,True,,,True,False,False
13119,172,268.0,252.5,,171.0,333.0,,,,,,153.0,,395.1,98.8,,81.6,172.5,116.0,,32.9,197.1,,,,213.0,358.9,395.7,96.0,80.5,,-1.0,161.0,,,,,,-19.0,,223.1,-73.2,,-90.4,0.5,-56.0,,-139.2,25.1,,,,41.0,186.9,223.7,True,,True,False,,,,,,True,,False,True,,True,True,True,,False,True,,,,True,False,False
13121,2454,3172.0,3031.5,3064.7,2625.0,1948.0,,,,,,4391.0,,2303.0,2785.5,,2600.6,2632.3,1225.6,,2168.9,4516.2,1862.0,,,1953.0,6436.2,13598.2,718.0,577.5,610.7,171.0,-506.0,,,,,,1937.0,,-151.0,331.5,,146.6,178.3,-1228.4,,-285.1,2062.2,-592.0,,,-501.0,3982.2,11144.2,True,True,True,True,,,,,,False,,True,True,,True,True,False,,True,False,True,,,True,False,False
13123,84,92.0,116.1,,95.0,35.0,,,,,,144.0,,156.7,136.2,,37.4,94.5,91.9,,64.5,195.6,,,,40.0,188.0,214.4,8.0,32.1,,11.0,-49.0,,,,,,60.0,,72.7,52.2,,-46.6,10.5,7.9,,-19.5,111.6,,,,-44.0,104.0,130.4,False,,False,False,,,,,,False,,False,False,,False,False,True,,False,False,,,,False,False,False
13125,5,4.0,3.2,,3.0,0.0,,,,,,10.0,,14.0,6.5,,0.3,1.4,,,0.8,13.9,,,,0.0,8.6,40.5,-1.0,-1.8,,-2.0,-5.0,,,,,,5.0,,9.0,1.5,,-4.7,-3.6,,,-4.2,8.9,,,,-5.0,3.6,35.5,False,,False,False,,,,,,False,,False,False,,False,False,,,False,False,,,,False,False,False
13127,342,624.0,621.7,,490.0,908.0,,,,,,348.0,,487.5,227.8,,543.3,535.3,17.4,,72.9,484.2,,,,341.0,1012.4,1221.3,282.0,279.7,,148.0,566.0,,,,,,6.0,,145.5,-114.2,,201.3,193.3,-324.6,,-269.1,142.2,,,,-1.0,670.4,879.3,True,,True,False,,,,,,True,,True,True,,True,True,False,,True,True,,,,True,False,False
13129,320,320.0,318.3,,284.0,242.0,,,,,,359.0,,415.1,202.6,,151.5,280.3,131.1,,234.2,345.0,,,,242.0,567.5,1628.7,0.0,-1.7,,-36.0,-78.0,,,,,,39.0,,95.1,-117.4,,-168.5,-39.7,-188.9,,-85.8,25.0,,,,-78.0,247.5,1308.7,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False,False
13131,119,176.0,179.4,,103.0,103.0,,,,,,172.0,,182.3,108.1,,46.7,88.3,0.6,,89.2,251.2,,,,107.0,277.2,933.4,57.0,60.4,,-16.0,-16.0,,,,,,53.0,,63.3,-10.9,,-72.3,-30.7,-118.4,,-29.8,132.2,,,,-12.0,158.2,814.4,False,,True,True,,,,,,True,,False,True,,False,True,False,,True,False,,,,True,False,False
13133,47,144.0,141.2,,86.0,92.0,,,,,,79.0,,280.3,91.6,,20.1,83.6,35.9,,31.0,124.1,,,,92.0,245.6,210.8,97.0,94.2,,39.0,45.0,,,,,,32.0,,233.3,44.6,,-26.9,36.6,-11.1,,-16.0,77.1,,,,45.0,198.6,163.8,True,,True,True,,,,,,True,,False,True,,True,True,True,,True,True,,,,True,False,False
13135,2967,3528.0,3567.4,3140.1,2710.0,2737.0,,,,,,3405.0,,2471.6,2505.5,,2119.8,2791.3,893.2,,1471.6,2877.2,1951.0,,,2167.0,6897.5,12444.2,561.0,600.4,173.1,-257.0,-230.0,,,,,,438.0,,-495.4,-461.5,,-847.2,-175.7,-2073.8,,-1495.4,-89.8,-1016.0,,,-800.0,3930.5,9477.2,False,True,True,True,,,,,,True,,True,True,,False,True,False,,False,True,False,,,False,False,False
13137,333,296.0,307.7,,272.0,500.0,,,,,,281.0,,278.1,197.8,,56.2,222.4,51.4,,130.2,327.4,,,,242.0,445.4,467.2,-37.0,-25.3,,-61.0,167.0,,,,,,-52.0,,-54.9,-135.2,,-276.8,-110.6,-281.6,,-202.8,-5.6,,,,-91.0,112.4,134.2,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,True,,,,False,False,False
13139,1499,2116.0,2193.2,1403.6,1566.0,1651.0,,,,,,1287.0,,1570.8,1156.2,,1357.1,1681.8,1275.3,,1571.3,1771.4,1381.0,,,817.0,3113.9,8535.0,617.0,694.2,-95.4,67.0,152.0,,,,,,-212.0,,71.8,-342.8,,-141.9,182.8,-223.7,,72.3,272.4,-118.0,,,-682.0,1614.9,7036.0,False,True,True,True,,,,,,True,,True,True,,True,True,True,,True,True,True,,,False,False,False
13141,31,60.0,61.7,,26.0,28.0,,,,,,17.0,,40.2,36.6,,9.8,34.1,0.4,,11.2,52.5,,,,18.0,106.2,110.2,29.0,30.7,,-5.0,-3.0,,,,,,-14.0,,9.2,5.6,,-21.2,3.1,-30.6,,-19.9,21.5,,,,-13.0,75.2,79.2,False,,True,True,,,,,,True,,True,True,,True,True,False,,True,True,,,,True,False,False
13143,152,128.0,133.5,,129.0,110.0,,,,,,166.0,,354.2,138.8,,82.7,126.7,155.1,,168.2,87.1,,,,110.0,197.1,454.6,-24.0,-18.5,,-23.0,-42.0,,,,,,14.0,,202.2,-13.2,,-69.3,-25.3,3.1,,16.2,-64.9,,,,-42.0,45.1,302.6,True,,True,False,,,,,,True,,False,True,,False,False,True,,True,False,,,,False,False,False
13145,59,80.0,87.6,,61.0,56.0,,,,,,198.0,,96.8,43.4,,25.7,85.1,50.7,,23.1,62.4,,,,84.0,141.6,251.5,21.0,28.6,,2.0,-3.0,,,,,,139.0,,37.8,-15.6,,-33.3,26.1,-8.3,,-35.9,3.4,,,,25.0,82.6,192.5,False,,True,True,,,,,,False,,False,True,,False,False,True,,False,True,,,,False,False,False
13147,93,112.0,116.1,,98.0,85.0,,,,,,119.0,,206.0,120.9,,26.4,93.4,102.5,,78.9,93.2,,,,100.0,182.1,172.0,19.0,23.1,,5.0,-8.0,,,,,,26.0,,113.0,27.9,,-66.6,0.4,9.5,,-14.1,0.2,,,,7.0,89.1,79.0,False,,True,True,,,,,,False,,False,False,,False,True,True,,True,True,,,,True,False,False
13149,22,40.0,39.0,,35.0,28.0,,,,,,59.0,,38.1,28.4,,12.2,37.3,38.4,,11.1,32.9,,,,34.0,78.2,148.5,18.0,17.0,,13.0,6.0,,,,,,37.0,,16.1,6.4,,-9.8,15.3,16.4,,-10.9,10.9,,,,12.0,56.2,126.5,True,,True,True,,,,,,False,,True,True,,True,True,True,,True,True,,,,True,False,False
13151,832,704.0,673.2,,592.0,318.0,,,,,,747.0,,810.8,726.7,,448.6,596.3,562.1,,253.3,594.4,399.0,,,424.0,1355.3,3573.7,-128.0,-158.8,,-240.0,-514.0,,,,,,-85.0,,-21.2,-105.3,,-383.4,-235.7,-269.9,,-578.7,-237.6,-433.0,,,-408.0,523.3,2741.7,False,,False,False,,,,,,True,,True,True,,False,False,False,,False,False,False,,,False,False,False
13153,438,492.0,498.6,,489.0,217.0,,,,,,771.0,,681.6,494.5,,492.8,511.3,627.0,,475.3,289.0,310.0,,,237.0,876.4,1052.4,54.0,60.6,,51.0,-221.0,,,,,,333.0,,243.6,56.5,,54.8,73.3,189.0,,37.3,-149.0,-128.0,,,-201.0,438.4,614.4,False,,True,False,,,,,,False,,False,False,,False,False,False,,True,False,False,,,False,False,False
13155,84,88.0,94.0,,60.0,80.0,,,,,,53.0,,47.4,35.1,,56.9,84.0,39.4,,150.3,58.7,,,,78.0,117.9,154.8,4.0,10.0,,-24.0,-4.0,,,,,,-31.0,,-36.6,-48.9,,-27.1,0.0,-44.6,,66.3,-25.3,,,,-6.0,33.9,70.8,False,,False,False,,,,,,False,,False,False,,False,True,False,,False,False,,,,False,False,False
13157,421,688.0,688.0,,564.0,773.0,,,,,,344.0,,677.8,331.9,,393.9,544.0,464.1,,387.5,506.7,,,,527.0,1124.5,8433.0,267.0,267.0,,143.0,352.0,,,,,,-77.0,,256.8,-89.1,,-27.1,123.0,43.1,,-33.5,85.7,,,,106.0,703.5,8012.0,False,,True,False,,,,,,True,,True,True,,True,True,True,,True,True,,,,True,False,False
